,MCD
2013-11-26,97257280000
2013-11-27,96128224000
2013-11-29,96435248000
2013-12-02,95583504000
2013-12-03,95454752000
2013-12-04,94791184000
2013-12-05,94513872000
2013-12-06,95870720000
2013-12-09,94801088000
2013-12-10,94513872000
2013-12-11,94345504000
2013-12-12,93196640000
2013-12-13,93533376000
2013-12-16,94533680000
2013-12-17,93473952000
2013-12-18,95009072000
2013-12-19,94226656000
2013-12-20,95583504000
2013-12-23,95375520000
2013-12-24,95613216000
2013-12-26,95910336000
2013-12-27,95979664000
2013-12-30,96078704000
2013-12-31,96020888000
2014-01-02,95407336000
2014-01-03,95535984000
2014-01-06,94853160000
2014-01-07,95377648000
2014-01-08,94417736000
2014-01-09,94467216000
2014-01-10,94803680000
2014-01-13,93843768000
2014-01-14,94229712000
2014-01-15,94467216000
2014-01-16,95060976000
2014-01-17,93942728000
2014-01-21,94091168000
2014-01-22,93893248000
2014-01-23,94328672000
2014-01-24,93447928000
2014-01-27,93091672000
2014-01-28,93200528000
2014-01-29,92181240000
2014-01-30,92824480000
2014-01-31,93190632000
2014-02-03,92052592000
2014-02-04,92121864000
2014-02-05,92606768000
2014-02-06,93952624000
2014-02-07,94922432000
2014-02-10,93873456000
2014-02-11,94348464000
2014-02-12,93903144000
2014-02-13,94467216000
2014-02-14,94783888000
2014-02-18,95021392000
2014-02-19,94556280000
2014-02-20,94754200000
2014-02-21,95446920000
2014-02-24,95496400000
2014-02-25,95615152000
2014-02-26,94892744000
2014-02-27,94091168000
2014-02-28,94160440000
2014-03-03,93339072000
2014-03-04,93992208000
2014-03-05,94031792000
2014-03-06,94585968000
2014-03-07,94506800000
2014-03-10,94209920000
2014-03-11,97752688000
2014-03-12,97683416000
2014-03-13,96357352000
2014-03-14,96565168000
2014-03-17,96584960000
2014-03-18,96297976000
2014-03-19,95100560000
2014-03-20,95595360000
2014-03-21,94477112000
2014-03-24,95179728000
2014-03-25,94912536000
2014-03-26,94843264000
2014-03-27,95159936000
2014-03-28,96228704000
2014-03-31,96794822000
2014-04-01,96666460000
2014-04-02,96360366000
2014-04-03,96429484000
2014-04-04,96636838000
2014-04-07,95787674000
2014-04-08,96844192000
2014-04-09,97110790000
2014-04-10,98177182000
2014-04-11,98038946000
2014-04-14,98848614000
2014-04-15,99559542000
2014-04-16,99559542000
2014-04-17,98986850000
2014-04-21,98414158000
2014-04-22,98068568000
2014-04-23,97880962000
2014-04-24,98582016000
2014-04-25,99460802000
2014-04-28,99046094000
2014-04-29,100221100000
2014-04-30,100102612000
2014-05-01,99687904000
2014-05-02,100151982000
2014-05-05,99865636000
2014-05-06,99678030000
2014-05-07,100675304000
2014-05-08,100665430000
2014-05-09,101633082000
2014-05-12,101563964000
2014-05-13,102225522000
2014-05-14,101731822000
2014-05-15,101208500000
2014-05-16,101840436000
2014-05-19,100803666000
2014-05-20,100250722000
2014-05-21,101267744000
2014-05-22,101159130000
2014-05-23,100714800000
2014-05-27,101070264000
2014-05-28,100023620000
2014-05-29,100063116000
2014-05-30,100151982000
2014-06-02,100744422000
2014-06-03,100171730000
2014-06-04,101149256000
2014-06-05,101159130000
2014-06-06,100675304000
2014-06-09,100102612000
2014-06-10,99608912000
2014-06-11,99154708000
2014-06-12,98503024000
2014-06-13,99223826000
2014-06-16,99826140000
2014-06-17,99993998000
2014-06-18,100072990000
2014-06-19,100625934000
2014-06-20,100635808000
2014-06-23,100625934000
2014-06-24,100191478000
2014-06-25,100329714000
2014-06-26,100230974000
2014-06-27,100181604000
2014-06-30,98594238000
2014-07-01,98848700000
2014-07-02,98388711000
2014-07-03,98829126000
2014-07-07,98036379000
2014-07-08,97958083000
2014-07-09,98917209000
2014-07-10,98437646000
2014-07-11,98232119000
2014-07-14,98329989000
2014-07-15,98163610000
2014-07-16,97155549000
2014-07-17,96274719000
2014-07-18,96881513000
2014-07-21,95472185000
2014-07-22,94219449000
2014-07-23,93319045000
2014-07-24,93319045000
2014-07-25,93681164000
2014-07-28,93739886000
2014-07-29,93779034000
2014-07-30,93906265000
2014-07-31,92545872000
2014-08-01,92291410000
2014-08-04,92301197000
2014-08-05,91439941000
2014-08-06,91479089000
2014-08-07,91322497000
2014-08-08,91557385000
2014-08-11,91537811000
2014-08-12,91567172000
2014-08-13,91958652000
2014-08-14,91665042000
2014-08-15,91792273000
2014-08-18,92242475000
2014-08-19,92438215000
2014-08-20,92183753000
2014-08-21,92516511000
2014-08-22,92438215000
2014-08-25,92428428000
2014-08-26,92105457000
2014-08-27,92633955000
2014-08-28,92134818000
2014-08-29,91723764000
2014-09-02,90823360000
2014-09-03,91156118000
2014-09-04,91028887000
2014-09-05,91087609000
2014-09-08,90529750000
2014-09-09,89149783000
2014-09-10,91019100000
2014-09-11,90979952000
2014-09-12,91351858000
2014-09-15,91479089000
2014-09-16,91753125000
2014-09-17,91537811000
2014-09-18,91488876000
2014-09-19,92350132000
2014-09-22,91929291000
2014-09-23,91518237000
2014-09-24,92976500000
2014-09-25,92154392000
2014-09-26,92682890000
2014-09-29,94170514000
2014-09-30,91292549000
2014-10-01,90695551000
2014-10-02,90628148000
2014-10-03,91340694000
2014-10-06,90358536000
2014-10-07,89366749000
2014-10-08,90348907000
2014-10-09,89280088000
2014-10-10,88875670000
2014-10-13,87363917000
2014-10-14,87720190000
2014-10-15,87084676000
2014-10-16,86574339000
2014-10-17,87662416000
2014-10-20,88192011000
2014-10-21,87633529000
2014-10-22,87566126000
2014-10-23,87643158000
2014-10-24,88269043000
2014-10-27,88596429000
2014-10-28,89164540000
2014-10-29,89289717000
2014-10-30,89915602000
2014-10-31,90252617000
2014-11-03,90137069000
2014-11-04,90965163000
2014-11-05,91128856000
2014-11-06,91148114000
2014-11-07,91571790000
2014-11-10,91581419000
2014-11-11,91610306000
2014-11-12,91793257000
2014-11-13,91937692000
2014-11-14,92640609000
2014-11-17,92409513000
2014-11-18,92833189000
2014-11-19,92977624000
2014-11-20,93054656000
2014-11-21,93093172000
2014-11-24,93564993000
2014-11-25,93401300000
2014-11-26,92650238000
2014-11-28,93218349000
2014-12-01,92226562000
2014-12-02,91581419000
2014-12-03,91956950000
2014-12-04,92111014000
2014-12-05,92736899000
2014-12-08,89174169000
2014-12-09,87970544000
2014-12-10,86661000000
2014-12-11,87595013000
2014-12-12,87257998000
2014-12-15,85178134000
2014-12-16,85428488000
2014-12-17,88249785000
2014-12-18,90194843000
2014-12-19,89761538000
2014-12-22,90406681000
2014-12-23,90724438000
2014-12-24,90348907000
2014-12-26,91263662000
2014-12-29,91514016000
2014-12-30,90753325000
2014-12-31,90008220000
2015-01-02,89585556000
2015-01-05,88596138000
2015-01-06,88759440000
2015-01-07,90306006000
2015-01-08,90642216000
2015-01-09,89537526000
2015-01-12,89345406000
2015-01-13,89172498000
2015-01-14,87933324000
2015-01-15,87779628000
2015-01-16,87885294000
2015-01-20,87222480000
2015-01-21,86780604000
2015-01-22,87308934000
2015-01-23,86031336000
2015-01-26,87097602000
2015-01-27,86040942000
2015-01-28,85282068000
2015-01-29,89595162000
2015-01-30,88797864000
2015-02-02,88865106000
2015-02-03,90219552000
2015-02-04,90344430000
2015-02-05,90623004000
2015-02-06,90286794000
2015-02-09,89066832000
2015-02-10,90315612000
2015-02-11,90498126000
2015-02-12,91343454000
2015-02-13,91881390000
2015-02-17,90632610000
2015-02-18,90853548000
2015-02-19,90478914000
2015-02-20,90478914000
2015-02-23,90594186000
2015-02-24,91237788000
2015-02-25,94772796000
2015-02-26,95589306000
2015-02-27,95003340000
2015-03-02,96060000000
2015-03-03,95810244000
2015-03-04,96300150000
2015-03-05,95205066000
2015-03-06,93303078000
2015-03-09,93860226000
2015-03-10,92496174000
2015-03-11,91218576000
2015-03-12,92457750000
2015-03-13,92553810000
2015-03-16,93322290000
2015-03-17,92380902000
2015-03-18,93178200000
2015-03-19,92198388000
2015-03-20,93226230000
2015-03-23,94734372000
2015-03-24,95445216000
2015-03-25,94273284000
2015-03-26,93792984000
2015-03-27,93139776000
2015-03-30,94023528000
2015-03-31,92879808000
2015-04-01,91783628000
2015-04-02,91345156000
2015-04-06,91774096000
2015-04-07,91840820000
2015-04-08,92317420000
2015-04-09,92031460000
2015-04-10,93222960000
2015-04-13,92879808000
2015-04-14,93013256000
2015-04-15,91926608000
2015-04-16,91154516000
2015-04-17,90439616000
2015-04-20,91678776000
2015-04-21,90430084000
2015-04-22,93261088000
2015-04-23,92460400000
2015-04-24,94118968000
2015-04-27,91926608000
2015-04-28,92298356000
2015-04-29,92479464000
2015-04-30,92031460000
2015-05-01,93222960000
2015-05-04,91631116000
2015-05-05,91631116000
2015-05-06,91878948000
2015-05-07,92250696000
2015-05-08,93632836000
2015-05-11,92946532000
2015-05-12,93365940000
2015-05-13,92794020000
2015-05-14,93137172000
2015-05-15,93451728000
2015-05-18,93432664000
2015-05-19,95968176000
2015-05-20,95424852000
2015-05-21,94633696000
2015-05-22,94357268000
2015-05-26,93852072000
2015-05-27,94042712000
2015-05-28,91964736000
2015-05-29,91440476000
2015-06-01,91716904000
2015-06-02,91783628000
2015-06-03,92002864000
2015-06-04,91802692000
2015-06-05,91068728000
2015-06-08,90859024000
2015-06-09,90296636000
2015-06-10,90839960000
2015-06-11,91116388000
2015-06-12,90611192000
2015-06-15,89886760000
2015-06-16,90201316000
2015-06-17,90763704000
2015-06-18,91669244000
2015-06-19,91583456000
2015-06-22,92336484000
2015-06-23,92631976000
2015-06-24,92117248000
2015-06-25,91307028000
2015-06-26,92736828000
2015-06-29,90973408000
2015-06-30,88443621000
2015-07-01,89085528000
2015-07-02,89466951000
2015-07-06,88983195000
2015-07-07,89941404000
2015-07-08,89159952000
2015-07-09,89764647000
2015-07-10,90843795000
2015-07-13,91569429000
2015-07-14,91895034000
2015-07-15,92164821000
2015-07-16,91039158000
2015-07-17,90704250000
2015-07-20,90694947000
2015-07-21,90536796000
2015-07-22,90778674000
2015-07-23,90322827000
2015-07-24,89401830000
2015-07-27,89346012000
2015-07-28,90546099000
2015-07-29,91364763000
2015-07-30,92257851000
2015-07-31,92899758000
2015-08-03,92490426000
2015-08-04,92229942000
2015-08-05,92843940000
2015-08-06,92425305000
2015-08-07,92025276000
2015-08-10,92462517000
2015-08-11,91922943000
2015-08-12,91429884000
2015-08-13,92443911000
2015-08-14,92350881000
2015-08-17,93643998000
2015-08-18,93737028000
2015-08-19,94053330000
2015-08-20,92806728000
2015-08-21,90360039000
2015-08-24,86396961000
2015-08-25,84852663000
2015-08-26,88518045000
2015-08-27,90546099000
2015-08-28,89541375000
2015-08-31,88397106000
2015-09-01,86955141000
2015-09-02,89346012000
2015-09-03,89318103000
2015-09-04,88238955000
2015-09-08,90034434000
2015-09-09,88778529000
2015-09-10,88611075000
2015-09-11,90620523000
2015-09-14,90211191000
2015-09-15,91346157000
2015-09-16,91811307000
2015-09-17,91020552000
2015-09-18,90285615000
2015-09-21,91076370000
2015-09-22,90425160000
2015-09-23,90592614000
2015-09-24,90508887000
2015-09-25,90787977000
2015-09-28,89271588000
2015-09-29,90685644000
2015-09-30,89347004000
2015-10-01,89573704000
2015-10-02,90489572000
2015-10-05,91740956000
2015-10-06,92402920000
2015-10-07,92285036000
2015-10-08,93355060000
2015-10-09,93182768000
2015-10-12,93618032000
2015-10-13,93744984000
2015-10-14,93237176000
2015-10-15,93998888000
2015-10-16,95050776000
2015-10-19,94751532000
2015-10-20,94162112000
2015-10-21,92983272000
2015-10-22,100536916000
2015-10-23,102096612000
2015-10-26,101724824000
2015-10-27,101235152000
2015-10-28,102413992000
2015-10-29,102123816000
2015-10-30,101788300000
2015-11-02,101661348000
2015-11-03,101634144000
2015-11-04,101924320000
2015-11-05,102332380000
2015-11-06,102749508000
2015-11-09,102404924000
2015-11-10,102667896000
2015-11-11,103239180000
2015-11-12,101661348000
2015-11-13,99720796000
2015-11-16,100709208000
2015-11-17,100600392000
2015-11-18,102042204000
2015-11-19,102740440000
2015-11-20,103293588000
2015-11-23,103801396000
2015-11-24,103629104000
2015-11-25,103737920000
2015-11-27,103583764000
2015-11-30,103520288000
2015-12-01,103783260000
2015-12-02,103121296000
2015-12-03,102822052000
2015-12-04,105370160000
2015-12-07,105569656000
2015-12-08,105669404000
2015-12-09,105714744000
2015-12-10,106276960000
2015-12-11,105261344000
2015-12-14,105424568000
2015-12-15,106032124000
2015-12-16,106857312000
2015-12-17,106549000000
2015-12-18,105787288000
2015-12-21,106721292000
2015-12-22,106748496000
2015-12-23,107727840000
2015-12-24,107519276000
2015-12-28,107682500000
2015-12-29,108879476000
2015-12-30,108299124000
2015-12-31,105014646000
2016-01-04,104516862000
2016-01-05,105956880000
2016-01-06,105245760000
2016-01-07,102810174000
2016-01-08,102650172000
2016-01-11,103725741000
2016-01-12,104392416000
2016-01-13,102330168000
2016-01-14,103663518000
2016-01-15,102383502000
2016-01-19,104445750000
2016-01-20,102916842000
2016-01-21,104747976000
2016-01-22,105245760000
2016-01-25,105956880000
2016-01-26,107050227000
2016-01-27,107441343000
2016-01-28,108783582000
2016-01-29,110028042000
2016-02-01,110765829000
2016-02-02,110179155000
2016-02-03,107974683000
2016-02-04,107254674000
2016-02-05,102579060000
2016-02-08,103156845000
2016-02-09,104010189000
2016-02-10,104481306000
2016-02-11,103761297000
2016-02-12,104827977000
2016-02-16,105939102000
2016-02-17,105459096000
2016-02-18,104152413000
2016-02-19,103583517000
2016-02-22,104596863000
2016-02-23,103912410000
2016-02-24,104054634000
2016-02-25,105219093000
2016-02-26,104054634000
2016-02-29,104170191000
2016-03-01,105645765000
2016-03-02,105316872000
2016-03-03,103725741000
2016-03-04,104161302000
2016-03-07,104134635000
2016-03-08,105263538000
2016-03-09,106347996000
2016-03-10,106650222000
2016-03-11,108045795000
2016-03-14,109245810000
2016-03-15,109716927000
2016-03-16,109796928000
2016-03-17,109476924000
2016-03-18,110294712000
2016-03-21,110054709000
2016-03-22,110063598000
2016-03-23,110392491000
2016-03-24,109592481000
2016-03-28,109485813000
2016-03-29,110196933000
2016-03-30,111850287000
2016-03-31,108587520000
2016-04-01,109745280000
2016-04-04,110220480000
2016-04-05,110056320000
2016-04-06,110177280000
2016-04-07,110712959999
2016-04-08,110557440000
2016-04-11,110211840000
2016-04-12,110255040000
2016-04-13,109632960000
2016-04-14,110168640000
2016-04-15,110401920000
2016-04-18,111326400000
2016-04-19,111335040000
2016-04-20,111067200000
2016-04-21,108682560000
2016-04-22,108432000000
2016-04-25,110125440000
2016-04-26,110341440000
2016-04-27,110851200000
2016-04-28,110522880000
2016-04-29,109287360000
2016-05-02,110764799999
2016-05-03,110937600000
2016-05-04,111741120000
2016-05-05,111697920000
2016-05-06,112821120000
2016-05-09,113037120000
2016-05-10,113702400000
2016-05-11,111576959999
2016-05-12,112423680000
2016-05-13,111309120000
2016-05-16,112008959999
2016-05-17,110324160000
2016-05-18,109045440000
2016-05-19,108250560000
2016-05-20,105891840000
2016-05-23,106107840000
2016-05-24,107092800000
2016-05-25,106496640000
2016-05-26,106954560000
2016-05-27,106488000000
2016-05-31,105459840000
2016-06-01,105382080000
2016-06-02,104690880000
2016-06-03,104846400000
2016-06-06,105408000000
2016-06-07,105321600000
2016-06-08,105503040000
2016-06-09,106090560000
2016-06-10,105719040000
2016-06-13,106263360000
2016-06-14,105848640000
2016-06-15,105624000000
2016-06-16,105814080000
2016-06-17,105641280000
2016-06-20,106634880000
2016-06-21,105952320000
2016-06-22,104215680000
2016-06-23,104725440000
2016-06-24,103196160000
2016-06-27,100483200000
2016-06-28,102384000000
2016-06-29,103239360000
2016-06-30,101254076000
2016-07-01,101304560000
2016-07-05,101607464000
2016-07-06,101498082000
2016-07-07,101742088000
2016-07-08,102070234000
2016-07-11,102650800000
2016-07-12,102861150000
2016-07-13,103340748000
2016-07-14,104274702000
2016-07-15,104005454000
2016-07-18,104165320000
2016-07-19,106437100000
2016-07-20,106066884000
2016-07-21,107009252000
2016-07-22,107917963999
2016-07-25,107194360000
2016-07-26,102406794000
2016-07-27,100530472000
2016-07-28,100479988000
2016-07-29,98990710000
2016-08-01,99293614000
2016-08-02,99032780000
2016-08-03,98881328000
2016-08-04,99537620000
2016-08-05,100303294000
2016-08-08,99529206000
2016-08-09,99546034000
2016-08-10,99958320000
2016-08-11,100446332000
2016-08-12,100564128000
2016-08-15,99722728000
2016-08-16,99234716000
2016-08-17,98527940000
2016-08-18,98553182000
2016-08-19,96769414000
2016-08-22,97114388000
2016-08-23,96920866000
2016-08-24,96651618000
2016-08-25,97122802000
2016-08-26,96289816000
2016-08-29,97105974000
2016-08-30,97063904000
2016-08-31,97316324000
2016-09-01,97097560000
2016-09-02,97459362000
2016-09-06,98654150000
2016-09-07,98376488000
2016-09-08,97745438000
2016-09-09,96407612000
2016-09-12,97560330000
2016-09-13,96533822000
2016-09-14,96912452000
2016-09-15,97720196000
2016-09-16,96996592000
2016-09-19,96937694000
2016-09-20,97981030000
2016-09-21,98384902000
2016-09-22,98746704000
2016-09-23,98586838000
2016-09-26,98048342000
2016-09-27,98342832000
2016-09-28,96912452000
2016-09-29,96584306000
2016-09-30,94427192810
2016-10-03,93837841399
2016-10-04,92904701664
2016-10-05,92831032738
2016-10-06,93248489987
2016-10-07,92863774483
2016-10-10,93895139453
2016-10-11,93052039517
2016-10-12,93895139453
2016-10-13,94468119992
2016-10-14,93387642404
2016-10-17,92012489111
2016-10-18,91062978503
2016-10-19,91071163940
2016-10-20,90506368837
2016-10-21,93256675424
2016-10-24,92961999718
2016-10-25,92266237635
2016-10-26,91766926022
2016-10-27,91742369714
2016-10-28,91758740586
2016-10-31,92143456091
2016-11-01,91881522130
2016-11-02,91996118238
2016-11-03,91447694008
2016-11-04,90891084342
2016-11-07,92348091998
2016-11-08,93404013276
2016-11-09,94116146232
2016-11-10,93731430727
2016-11-11,93494053075
2016-11-14,96473551878
2016-11-15,96850081946
2016-11-16,97578585774
2016-11-17,97775036245
2016-11-18,98225235240
2016-11-21,97815963426
2016-11-22,97971486715
2016-11-23,98339831347
2016-11-25,98765474033
2016-11-28,99714984641
2016-11-29,98781844906
2016-11-30,97627698392
2016-12-01,96972863490
2016-12-02,96784598456
2016-12-05,97644069264
2016-12-06,97611327519
2016-12-07,98159751749
2016-12-08,98593579872
2016-12-09,99256600210
2016-12-12,99649501150
2016-12-13,100418932160
2016-12-14,100549899140
2016-12-15,100156998199
2016-12-16,100877316591
2016-12-19,100672680684
2016-12-20,100950985517
2016-12-21,100828203973
2016-12-22,101270217532
2016-12-23,100795462228
2016-12-27,100738164174
2016-12-28,100418932160
2016-12-29,100508971959
2016-12-30,99633130278
2017-01-03,97944856000
2017-01-04,97830224000
2017-01-05,98010360000
2017-01-06,98878288000
2017-01-09,98608084000
2017-01-10,98460700000
2017-01-11,98976544000
2017-01-12,99975480000
2017-01-13,99484200000
2017-01-17,100507700000
2017-01-18,100474948000
2017-01-19,100040984000
2017-01-20,100106488000
2017-01-23,99385944000
2017-01-24,99115740000
2017-01-25,99721652000
2017-01-26,99795344000
2017-01-27,100597768000
2017-01-30,100728776000
2017-01-31,100360316000
2017-02-01,100237496000
2017-02-02,100892536000
2017-02-03,101727712000
2017-02-06,101899660000
2017-02-07,102014292000
2017-02-08,102079796000
2017-02-09,101924224000
2017-02-10,103021416000
2017-02-13,102792152000
2017-02-14,103013228000
2017-02-15,103561824000
2017-02-16,103741960000
2017-02-17,104642640000
2017-02-21,104839152000
2017-02-22,104683580000
2017-02-23,105027476000
2017-02-24,105338620000
2017-02-27,103979412000
2017-02-28,104519820000
2017-03-01,105666140000
2017-03-02,104994723999
2017-03-03,104724520000
2017-03-06,104830964000
2017-03-07,104863716000
2017-03-08,104880092000
2017-03-09,104921031999
2017-03-10,104790024000
2017-03-13,104487068000
2017-03-14,104642640000
2017-03-15,104708144000
2017-03-16,104790024000
2017-03-17,105330431999
2017-03-20,105445064000
2017-03-21,105232176000
2017-03-22,105707080000
2017-03-23,105625200000
2017-03-24,105903592000
2017-03-27,106026412000
2017-03-28,105993659999
2017-03-29,105494192000
2017-03-30,105887216000
2017-03-31,105191476000
2017-04-03,105191476000
2017-04-04,104931764000
2017-04-05,105840756000
2017-04-06,105629740000
2017-04-07,105475536000
2017-04-10,105491767999
2017-04-11,106481919999
2017-04-12,106530616000
2017-04-13,106124816000
2017-04-17,106603660000
2017-04-18,107374680000
2017-04-19,107650623999
2017-04-20,108161932000
2017-04-21,108275556000
2017-04-24,108941067999
2017-04-25,115003719999
2017-04-26,114305744000
2017-04-27,114330092000
2017-04-28,113567188000
2017-05-01,114557340000
2017-05-02,114622267999
2017-05-03,115750392000
2017-05-04,116424019999
2017-05-05,116837936000
2017-05-08,117065184000
2017-05-09,117162576000
2017-05-10,117292432000
2017-05-11,117040836000
2017-05-12,117974176000
2017-05-15,118720848000
2017-05-16,119540564000
2017-05-17,118826356000
2017-05-18,119313316000
2017-05-19,120238540000
2017-05-22,120271004000
2017-05-23,119970712000
2017-05-24,121334200000
2017-05-25,121561448000
2017-05-26,121626376000
2017-05-30,121683188000
2017-05-31,122462323999
2017-06-01,123679723999
2017-06-02,124775384000
2017-06-05,124004364000
2017-06-06,122738267999
2017-06-07,123314504000
2017-06-08,122900588000
2017-06-09,122941167999
2017-06-12,120498252000
2017-06-13,121593912000
2017-06-14,122291888000
2017-06-15,122689571999
2017-06-16,123355084000
2017-06-19,124288423999
2017-06-20,125043212000
2017-06-21,124767267999
2017-06-22,125635680000
2017-06-23,125505823999
2017-06-26,124953936000
2017-06-27,124759152000
2017-06-28,125229880000
2017-06-29,124280308000
2017-06-30,123339748000
2017-07-03,122808250000
2017-07-05,123267271000
2017-07-06,123283377000
2017-07-07,125844231000
2017-07-10,125240256000
2017-07-11,124749023000
2017-07-12,126093874000
2017-07-13,124853712000
2017-07-14,125046984000
2017-07-17,125030878000
2017-07-18,123983988000
2017-07-19,123927616999
2017-07-20,124185313000
2017-07-21,123951775999
2017-07-24,122284805000
2017-07-25,128099071000
2017-07-26,126037503000
2017-07-27,126391834999
2017-07-28,125506005000
2017-07-31,124934241999
2017-08-01,124048412000
2017-08-02,126101927000
2017-08-03,124596016000
2017-08-04,123871246000
2017-08-07,124797341000
2017-08-08,124757075999
2017-08-09,124757075999
2017-08-10,126126086000
2017-08-11,126673690000
2017-08-14,126641478000
2017-08-15,126931386000
2017-08-16,127962170000
2017-08-17,127148816999
2017-08-18,127044128000
2017-08-21,127527308000
2017-08-22,128558091999
2017-08-23,127889693000
2017-08-24,127567573000
2017-08-25,127897746000
2017-08-28,128582250999
2017-08-29,128348714000
2017-08-30,128469509000
2017-08-31,128823841000
2017-09-01,128694993000
2017-09-05,128123230000
2017-09-06,127414566000
2017-09-07,128767470000
2017-09-08,128614463000
2017-09-11,130080109000
2017-09-12,125892549000
2017-09-13,126432100000
2017-09-14,126432100000
2017-09-15,126367675999
2017-09-18,126174404000
2017-09-19,126778379000
2017-09-20,128751364000
2017-09-21,128066859000
2017-09-22,127970223000
2017-09-25,125836178000
2017-09-26,123492755000
2017-09-27,124056465000
2017-09-28,126826697000
2017-09-29,126174404000
2017-10-02,124641936000
2017-10-03,124562526000
2017-10-04,124840461000
2017-10-05,126103080000
2017-10-06,126738360000
2017-10-09,127151292000
2017-10-10,127516578000
2017-10-11,129557415000
2017-10-12,130160931000
2017-10-13,131320317000
2017-10-16,131034441000
2017-10-17,131344140000
2017-10-18,131637957000
2017-10-19,132217650000
2017-10-20,132058830000
2017-10-23,129708294000
2017-10-24,130137108000
2017-10-25,129898878000
2017-10-26,130240341000
2017-10-27,131336198999
2017-10-30,132003242999
2017-10-31,132543231000
2017-11-01,132114417000
2017-11-02,133488210000
2017-11-03,133924965000
2017-11-06,135052587000
2017-11-07,135608457000
2017-11-08,135076410000
2017-11-09,132614700000
2017-11-10,131495019000
2017-11-13,132908517000
2017-11-14,133496151000
2017-11-15,132868812000
2017-11-16,133480269000
2017-11-17,132392352000
2017-11-20,132559113000
2017-11-21,133647030000
2017-11-22,134242605000
2017-11-24,134290251000
2017-11-27,134171136000
2017-11-28,136061094000
2017-11-29,135338463000
2017-11-30,136561377000
2017-12-01,137276067000
2017-12-04,135513165000
2017-12-05,137371359000
2017-12-06,137760468000
2017-12-07,137307831000
2017-12-08,137498415000
2017-12-11,137577825000
2017-12-12,136767842999
2017-12-13,137816055000
2017-12-14,137490474000
2017-12-15,138221046000
2017-12-18,138332220000
2017-12-19,137688999000
2017-12-20,136720196999
2017-12-21,136466085000
2017-12-22,136124621999
2017-12-26,136021389000
2017-12-27,137117246999
2017-12-28,137458710000
2017-12-29,136680492000
2018-01-02,136999698000
2018-01-03,136422341000
2018-01-04,137379329999
2018-01-05,137656145000
2018-01-08,137561237000
2018-01-09,137252786000
2018-01-10,137229059000
2018-01-11,137134150999
2018-01-12,137276513000
2018-01-16,137363512000
2018-01-17,138391682000
2018-01-18,138067413000
2018-01-19,139293308000
2018-01-22,139364489000
2018-01-23,139839029000
2018-01-24,139293308000
2018-01-25,138929494000
2018-01-26,141064924000
2018-01-29,140598293000
2018-01-30,136414431999
2018-01-31,135354625999
2018-02-01,135955710000
2018-02-02,133962642000
2018-02-05,129588965000
2018-02-06,130640862000
2018-02-07,131060039000
2018-02-08,125729373000
2018-02-09,127176720000
2018-02-12,129628510000
2018-02-13,128442160000
2018-02-14,126536091000
2018-02-15,127160902000
2018-02-16,124796111000
2018-02-20,124297844000
2018-02-21,125468375999
2018-02-22,127065994000
2018-02-23,128964154000
2018-02-26,129375422000
2018-02-27,127065994000
2018-02-28,124756566000
2018-03-01,123143129999
2018-03-02,117266743000
2018-03-05,119449627000
2018-03-06,119584079999
2018-03-07,120517342000
2018-03-08,122146596000
2018-03-09,124361116000
2018-03-12,124756566000
2018-03-13,125136198000
2018-03-14,125152016000
2018-03-15,127817349000
2018-03-16,128410524000
2018-03-19,125761009000
2018-03-20,126053642000
2018-03-21,125484194000
2018-03-22,124202936000
2018-03-23,122573681999
2018-03-26,124970109000
2018-03-27,124550931999
2018-03-28,125286469000
2018-03-29,123680942000
2018-04-02,123021600000
2018-04-03,125112000000
2018-04-04,126149399999
2018-04-05,127880999999
2018-04-06,125775000000
2018-04-09,125759399999
2018-04-10,126960600000
2018-04-11,127405200000
2018-04-12,126063600000
2018-04-13,126149399999
2018-04-16,126071400000
2018-04-17,126789000000
2018-04-18,126211800000
2018-04-19,124433400000
2018-04-20,123840600000
2018-04-23,124012200000
2018-04-24,122709600000
2018-04-25,121633200000
2018-04-26,123942000000
2018-04-27,123474000000
2018-04-30,130603200000
2018-05-01,127483200000
2018-05-02,125330400000
2018-05-03,124862400000
2018-05-04,128723400000
2018-05-07,128700000000
2018-05-08,128520600000
2018-05-09,128107200000
2018-05-10,128754600000
2018-05-11,129004199999
2018-05-14,128481600000
2018-05-15,127186800000
2018-05-16,127038600000
2018-05-17,125821800000
2018-05-18,125564399999
2018-05-21,125954399999
2018-05-22,124370999999
2018-05-23,126063600000
2018-05-24,126664199999
2018-05-25,127303800000
2018-05-29,125283600000
2018-05-30,126219600000
2018-05-31,124807800000
2018-06-01,124144800000
2018-06-04,124971600000
2018-06-05,124394399999
2018-06-06,126656400000
2018-06-07,132194399999
2018-06-08,131749800000
2018-06-11,129862200000
2018-06-12,130049399999
2018-06-13,129932400000
2018-06-14,130299000000
2018-06-15,129838800000
2018-06-18,129698400000
2018-06-19,128676600000
2018-06-20,126796800000
2018-06-21,125213400000
2018-06-22,128349000000
2018-06-25,124651800000
2018-06-26,125509800000
2018-06-27,122787599999
2018-06-28,121929600000
2018-06-29,122218200000
2018-07-02,121229136000
2018-07-03,120927743999
2018-07-05,121576896000
2018-07-06,123199775999
2018-07-09,123601632000
2018-07-10,124127136000
2018-07-11,122581536000
2018-07-12,122967936000
2018-07-13,122496528000
2018-07-16,122705184000
