,MCD
2004-08-24,33767529000
2004-08-25,33868065000
2004-08-26,34056570000
2004-08-27,34144539000
2004-08-30,33930900000
2004-08-31,33956034000
2004-09-01,34169673000
2004-09-02,34559250000
2004-09-03,34885992000
2004-09-07,34408446000
2004-09-08,34559250000
2004-09-09,34483848000
2004-09-10,33993735000
2004-09-13,34144539000
2004-09-14,34684920000
2004-09-15,34596951000
2004-09-16,34672353000
2004-09-17,34772889000
2004-09-20,34521549000
2004-09-21,34898559000
2004-09-22,33943467000
2004-09-23,34106838000
2004-09-24,34684920000
2004-09-27,35112198000
2004-09-28,35137332000
2004-09-29,35049363000
2004-09-30,35443935000
2004-10-01,35583030000
2004-10-04,35406000000
2004-10-05,35330130000
2004-10-06,35203680000
2004-10-07,35317485000
2004-10-08,35330130000
2004-10-11,35001360000
2004-10-12,34836975000
2004-10-13,36493470000
2004-10-14,36771660000
2004-10-15,36657855000
2004-10-18,36923400000
2004-10-19,36670500000
2004-10-20,36417600000
2004-10-21,36063540000
2004-10-22,36063540000
2004-10-25,35886510000
2004-10-26,36506115000
2004-10-27,36910755000
2004-10-28,36708435000
2004-10-29,36860175000
2004-11-01,37403910000
2004-11-02,36910755000
2004-11-03,37062495000
2004-11-04,37467135000
2004-11-05,38010870000
2004-11-08,38187900000
2004-11-09,38162610000
2004-11-10,37960290000
2004-11-11,38289060000
2004-11-12,38567250000
2004-11-15,38466090000
2004-11-16,38074095000
2004-11-17,38440800000
2004-11-18,37871775000
2004-11-19,37049850000
2004-11-22,37151010000
2004-11-23,38061450000
2004-11-24,38440800000
2004-11-26,38655765000
2004-11-29,38883375000
2004-11-30,38870730000
2004-12-01,39465045000
2004-12-02,39730590000
2004-12-03,39553560000
2004-12-06,39300660000
2004-12-07,39477690000
2004-12-08,39831750000
2004-12-09,40185810000
2004-12-10,40021425000
2004-12-13,40438710000
2004-12-14,40350195000
2004-12-15,41020380000
2004-12-16,41298569999
2004-12-17,41146830000
2004-12-20,40957155000
2004-12-21,41210055000
2004-12-22,41121540000
2004-12-23,40881285000
2004-12-27,40653675000
2004-12-28,41045670000
2004-12-29,41134185000
2004-12-30,40944510000
2004-12-31,40668110000
2005-01-03,40363670000
2005-01-04,40693480000
2005-01-05,40376355000
2005-01-06,40693480000
2005-01-07,40427095000
2005-01-10,40173395000
2005-01-11,39450350000
2005-01-12,39754790000
2005-01-13,39183965000
2005-01-14,39716735000
2005-01-18,40084600000
2005-01-19,40109970000
2005-01-20,39894325000
2005-01-21,39640625000
2005-01-24,40262190000
2005-01-25,40515890000
2005-01-26,40579315000
2005-01-27,40744220000
2005-01-28,40592000000
2005-01-31,41086715000
2005-02-01,40566630000
2005-02-02,40300245000
2005-02-03,40668110000
2005-02-04,41315045000
2005-02-07,41581430000
2005-02-08,41124770000
2005-02-09,40553945000
2005-02-10,40718850000
2005-02-11,40909125000
2005-02-14,41365785000
2005-02-15,42063459999
2005-02-16,41353100000
2005-02-17,40959865000
2005-02-18,41010605000
2005-02-22,40528575000
2005-02-23,41150140000
2005-02-24,41416525000
2005-02-25,41835129999
2005-02-28,41961980000
2005-03-01,42279105000
2005-03-02,42215680000
2005-03-03,42380584999
2005-03-04,43078260000
2005-03-07,43395385000
2005-03-08,42469379999
2005-03-09,41264305000
2005-03-10,41543375000
2005-03-11,41340415000
2005-03-14,41809760000
2005-03-15,41137455000
2005-03-16,40997920000
2005-03-17,40338300000
2005-03-18,40465150000
2005-03-21,40186080000
2005-03-22,39894325000
2005-03-23,39894325000
2005-03-24,40059230000
2005-03-28,39995805000
2005-03-29,39348870000
2005-03-30,40148025000
2005-03-31,39220830000
2005-04-01,39044500000
2005-04-04,39031905000
2005-04-05,39308995000
2005-04-06,39661655000
2005-04-07,39636465000
2005-04-08,39220830000
2005-04-11,38792600000
2005-04-12,38918550000
2005-04-13,39321590000
2005-04-14,38742220000
2005-04-15,38162850000
2005-04-18,37910950000
2005-04-19,38011710000
2005-04-20,37709430000
2005-04-21,37596075000
2005-04-22,37860570000
2005-04-25,38137660000
2005-04-26,37785000000
2005-04-27,37986520000
2005-04-28,37293795000
2005-04-29,36915945000
2005-05-02,37243415000
2005-05-03,37533100000
2005-05-04,37948735000
2005-05-05,37709430000
2005-05-06,37004110000
2005-05-09,37936140000
2005-05-10,37910950000
2005-05-11,37596075000
2005-05-12,37507910000
2005-05-13,37344175000
2005-05-16,37633860000
2005-05-17,37747215000
2005-05-18,38515510000
2005-05-19,39006715000
2005-05-20,38968930000
2005-05-23,39447540000
2005-05-24,38880765000
2005-05-25,38905955000
2005-05-26,39649060000
2005-05-27,39371970000
2005-05-31,38968930000
2005-06-01,39069690000
2005-06-02,39195640000
2005-06-03,38427345000
2005-06-06,38301395000
2005-06-07,37243415000
2005-06-08,36815185000
2005-06-09,36500310000
2005-06-10,37193035000
2005-06-13,36664045000
2005-06-14,36903350000
2005-06-15,36462525000
2005-06-16,36689235000
2005-06-17,36525500000
2005-06-20,36601070000
2005-06-21,36575880000
2005-06-22,36550690000
2005-06-23,35983915000
2005-06-24,35618660000
2005-06-27,35467520000
2005-06-28,35568280000
2005-06-29,35152645000
2005-06-30,34795725000
2005-07-01,35033966000
2005-07-05,35071583000
2005-07-06,34733030000
2005-07-07,35109200000
2005-07-08,35924235000
2005-07-11,36325483000
2005-07-12,36563724000
2005-07-13,37102901000
2005-07-14,37115440000
2005-07-15,38858361000
2005-07-18,38745510000
2005-07-19,38682815000
2005-07-20,38745510000
2005-07-21,38595042000
2005-07-22,38795666000
2005-07-25,38394418000
2005-07-26,38068404000
2005-07-27,37717312000
2005-07-28,37968092000
2005-07-29,39084063000
2005-08-01,39096602000
2005-08-02,39472772000
2005-08-03,39648318000
2005-08-04,39121680000
2005-08-05,39247070000
2005-08-08,40300346000
2005-08-09,40676516000
2005-08-10,41002530000
2005-08-11,43497791000
2005-08-12,41692175000
2005-08-15,42131040000
2005-08-16,41591863000
2005-08-17,42469593000
2005-08-18,41867721000
2005-08-19,41855182000
2005-08-22,41742331000
2005-08-23,41428856000
2005-08-24,41353621999
2005-08-25,41754870000
2005-08-26,41980571999
2005-08-29,41591863000
2005-08-30,40626360000
2005-08-31,40689055000
2005-09-01,39560545000
2005-09-02,39999410000
2005-09-06,40952373999
2005-09-07,42256430000
2005-09-08,41842643000
2005-09-09,42808146000
2005-09-12,42381820000
2005-09-13,41529168000
2005-09-14,40576204000
2005-09-15,41942955000
2005-09-16,42933536000
2005-09-19,42005650000
2005-09-20,40902218000
2005-09-21,39397538000
2005-09-22,41491551000
2005-09-23,40927296000
2005-09-26,41704714000
2005-09-27,41391239000
2005-09-28,41504090000
2005-09-29,41980571999
2005-09-30,41999809000
2005-10-03,42476367000
2005-10-04,41234808000
2005-10-05,41197185000
2005-10-06,41046692999
2005-10-07,40407102000
2005-10-10,40557594000
2005-10-11,40557594000
2005-10-12,39717347000
2005-10-13,40193905000
2005-10-14,40532512000
2005-10-17,41009070000
2005-10-18,40720627000
2005-10-19,42250629000
2005-10-20,40632840000
2005-10-21,40733167999
2005-10-24,41535792000
2005-10-25,41385300000
2005-10-26,40519971000
2005-10-27,39566855000
2005-10-28,40494889000
2005-10-31,39629560000
2005-11-01,39842757000
2005-11-02,40457266000
2005-11-03,41673742999
2005-11-04,41924563000
2005-11-07,42263170000
2005-11-08,42639400000
2005-11-09,41799153000
2005-11-10,41673742999
2005-11-11,42388580000
2005-11-14,42551613000
2005-11-15,41774071000
2005-11-16,41134480000
2005-11-17,41623579000
2005-11-18,41498169000
2005-11-21,41473087000
2005-11-22,41372759000
2005-11-23,42275711000
2005-11-25,41962186000
2005-11-28,42576695000
2005-11-29,42551613000
2005-11-30,42451285000
2005-12-01,44307353000
2005-12-02,43780630999
2005-12-05,43354237000
2005-12-06,44094155999
2005-12-07,44219566000
2005-12-08,43667762000
2005-12-09,43692844000
2005-12-12,43228827000
2005-12-13,44232107000
2005-12-14,44520550000
2005-12-15,43868417999
2005-12-16,43579975000
2005-12-19,42764810000
2005-12-20,42827515000
2005-12-21,43191204000
2005-12-22,43366778000
2005-12-23,43329155000
2005-12-27,42764810000
2005-12-28,42877679000
2005-12-29,42814974000
2005-12-30,42288252000
2006-01-03,42037432000
2006-01-04,42413662000
2006-01-05,42463826000
2006-01-06,42714646000
2006-01-09,43529811000
2006-01-10,43567434000
2006-01-11,44319894000
2006-01-12,43630139000
2006-01-13,43228827000
2006-01-17,43379319000
2006-01-18,43880959000
2006-01-19,44144320000
2006-01-20,44972026000
2006-01-23,44783911000
2006-01-24,44959485000
2006-01-25,44094155999
2006-01-26,43818254000
2006-01-27,43956205000
2006-01-30,43918582000
2006-01-31,43906041000
2006-02-01,44733747000
2006-02-02,44457845000
2006-02-03,45109977000
2006-02-06,45310633000
2006-02-07,45385879000
2006-02-08,45599076000
2006-02-09,45523830000
2006-02-10,45561453000
2006-02-13,45599076000
2006-02-14,45611617000
2006-02-15,45160141000
2006-02-16,45611617000
2006-02-17,45222846000
2006-02-21,44721205999
2006-02-22,45084895000
2006-02-23,44633419000
2006-02-24,44319894000
2006-02-27,44207025000
2006-02-28,43780630999
2006-03-01,43805713000
2006-03-02,43818254000
2006-03-03,43705385000
2006-03-06,43479647000
2006-03-07,43442024000
2006-03-08,43492188000
2006-03-09,43304073000
2006-03-10,43454565000
2006-03-13,43040712000
2006-03-14,42965466000
2006-03-15,43605057000
2006-03-16,43968746000
2006-03-17,44018910000
2006-03-20,43554892999
2006-03-21,43768090000
2006-03-22,43642680000
2006-03-23,43316614000
2006-03-24,43517270000
2006-03-27,43329155000
2006-03-28,43028171000
2006-03-29,43391860000
2006-03-30,43329155000
2006-03-31,42438036000
2006-04-03,42895022999
2006-04-04,42808565999
2006-04-05,42993831000
2006-04-06,42734460000
2006-04-07,43080288000
2006-04-10,43660785000
2006-04-11,43907805000
2006-04-12,43463169000
2006-04-13,43043235000
2006-04-17,42388632000
2006-04-18,42586247999
2006-04-19,42672705000
2006-04-20,43327308000
2006-04-21,42734460000
2006-04-24,42314526000
2006-04-25,41808135000
2006-04-26,42129261000
2006-04-27,42759162000
2006-04-28,42697407000
2006-05-01,42450387000
2006-05-02,42499790999
2006-05-03,43055586000
2006-05-04,43043235000
2006-05-05,43487871000
2006-05-08,43710189000
2006-05-09,44253633000
2006-05-10,44414196000
2006-05-11,43660785000
2006-05-12,43080288000
2006-05-15,43191447000
2006-05-16,42857970000
2006-05-17,42685056000
2006-05-18,42536844000
2006-05-19,42178665000
2006-05-22,42030453000
2006-05-23,41412903000
2006-05-24,40696545000
2006-05-25,41079426000
2006-05-26,40659492000
2006-05-30,40412472000
2006-05-31,40968267000
2006-06-01,41598168000
2006-06-02,41388201000
2006-06-05,40943565000
2006-06-06,41141181000
2006-06-07,41153532000
2006-06-08,41610519000
2006-06-09,41227638000
2006-06-12,40671843000
2006-06-13,39449094000
2006-06-14,40573035000
2006-06-15,41190585000
2006-06-16,40931214000
2006-06-19,40573035000
2006-06-20,40708896000
2006-06-21,41252340000
2006-06-22,40202505000
2006-06-23,40264260000
2006-06-26,40338365999
2006-06-27,40153101000
2006-06-28,39486147000
2006-06-29,41449956000
2006-06-30,41341440000
2006-07-03,41796688000
2006-07-05,41538304000
2006-07-06,41452176000
2006-07-07,40824672000
2006-07-10,41439872000
2006-07-11,42178112000
2006-07-12,41599824000
2006-07-13,40812368000
2006-07-14,40652416000
2006-07-17,42719488000
2006-07-18,42830224000
2006-07-19,43174736000
2006-07-20,42657968000
2006-07-21,42694880000
2006-07-24,42867136000
2006-07-25,42768704000
2006-07-26,42387280000
2006-07-27,42731791999
2006-07-28,43420816000
2006-07-31,43543856000
2006-08-01,43162432000
2006-08-02,43789936000
2006-08-03,44097536000
2006-08-04,43568463999
2006-08-07,43716112000
2006-08-08,43260863999
2006-08-09,42276544000
2006-08-10,42904048000
2006-08-11,42682576000
2006-08-14,42719488000
2006-08-15,43679200000
2006-08-16,44257488000
2006-08-17,44589696000
2006-08-18,44515872000
2006-08-21,43937584000
2006-08-22,43802240000
2006-08-23,43789936000
2006-08-24,44146752000
2006-08-25,43346991999
2006-08-28,44060624000
2006-08-29,44392832000
2006-08-30,44478960000
2006-08-31,44171360000
2006-09-01,45229504000
2006-09-05,45094160000
2006-09-06,44565088000
2006-09-07,44934208000
2006-09-08,46140000000
2006-09-11,45672448000
2006-09-12,47001280000
2006-09-13,46558336000
2006-09-14,45930832000
2006-09-15,46422991999
2006-09-18,46041568000
2006-09-19,46238432000
2006-09-20,46484512000
2006-09-21,47173536000
2006-09-22,47013584000
2006-09-25,47801040000
2006-09-26,48059424000
2006-09-27,48994528000
2006-09-28,48711536000
2006-09-29,48133248000
2006-10-02,47459412000
2006-10-03,47663616000
2006-10-04,48048000000
2006-10-05,47807760000
2006-10-06,48180132000
2006-10-09,48732684000
2006-10-10,49057008000
2006-10-11,49549500000
2006-10-12,50726676000
2006-10-13,50582532000
2006-10-16,50594544000
2006-10-17,49969920000
2006-10-18,49813764000
2006-10-19,48972924000
2006-10-20,49813764000
2006-10-23,50618568000
2006-10-24,50750700000
2006-10-25,50450400000
2006-10-26,50582532000
2006-10-27,49813764000
2006-10-30,50354304000
2006-10-31,50354304000
2006-11-01,50282232000
2006-11-02,50510460000
2006-11-03,49537488000
2006-11-06,50246196000
2006-11-07,50054004000
2006-11-08,50486436000
2006-11-09,50558508000
2006-11-10,50414364000
2006-11-13,49861812000
2006-11-14,49573524000
2006-11-15,49369320000
2006-11-16,50054004000
2006-11-17,50234184000
2006-11-20,50318268000
2006-11-21,50522472000
2006-11-22,50630580000
2006-11-24,50306256000
2006-11-27,49369320000
2006-11-28,49729680000
2006-11-29,50270220000
2006-11-30,50414364000
2006-12-01,50546496000
2006-12-04,51051000000
2006-12-05,51351300000
2006-12-06,51603552000
2006-12-07,51987936000
2006-12-08,52564512000
2006-12-11,52348296000
2006-12-12,51699648000
2006-12-13,52360308000
2006-12-14,52480428000
2006-12-15,52144091999
2006-12-18,52228176000
2006-12-19,52840788000
2006-12-20,52684632000
2006-12-21,52696644000
2006-12-22,52336284000
2006-12-26,52624572000
2006-12-27,53249196000
2006-12-28,53285232000
2006-12-29,53249196000
2007-01-03,52696644000
2007-01-04,52300248000
2007-01-05,52300248000
2007-01-08,52504452000
2007-01-09,52600548000
2007-01-10,53165112000
2007-01-11,53465412000
2007-01-12,53117064000
2007-01-16,53537484000
2007-01-17,53885832000
2007-01-18,53561508000
2007-01-19,53825772000
2007-01-22,53273220000
2007-01-23,53873820000
2007-01-24,53044991999
2007-01-25,51651600000
2007-01-26,51567516000
2007-01-29,51927876000
2007-01-30,52576524000
2007-01-31,53273220000
2007-02-01,53429376000
2007-02-02,53501448000
2007-02-05,53489436000
2007-02-06,53777724000
2007-02-07,53717664000
2007-02-08,53273220000
2007-02-09,53525472000
2007-02-12,53729676000
2007-02-13,53933880000
2007-02-14,54078024000
2007-02-15,54029976000
2007-02-16,54438384000
2007-02-20,55014960000
2007-02-21,55219164000
2007-02-22,55315260000
2007-02-23,55267212000
2007-02-26,55014960000
2007-02-27,53405352000
2007-02-28,52480428000
2007-03-01,52972920000
2007-03-02,52456404000
2007-03-05,51543491999
2007-03-06,51771720000
2007-03-07,51771720000
2007-03-08,52420368000
2007-03-09,53032980000
2007-03-12,53657604000
2007-03-13,52228176000
2007-03-14,52432380000
2007-03-15,52216164000
2007-03-16,52228176000
2007-03-19,52696644000
2007-03-20,53225172000
2007-03-21,53585532000
2007-03-22,53441388000
2007-03-23,54114060000
2007-03-26,54198144000
2007-03-27,54102048000
2007-03-28,53849796000
2007-03-29,53897844000
2007-03-30,54114060000
2007-04-02,53501634000
2007-04-03,54026862000
2007-04-04,53991051000
2007-04-05,54647586000
2007-04-09,55495113000
2007-04-10,55280247000
2007-04-11,55435428000
2007-04-12,55662231000
2007-04-13,56867868000
2007-04-16,57416970000
2007-04-17,58503237000
2007-04-18,58348056000
2007-04-19,58228686000
2007-04-20,57727332000
2007-04-23,58061568000
2007-04-24,57858639000
2007-04-25,58049631000
2007-04-26,58765851000
2007-04-27,58431615000
2007-04-30,57631836000
2007-05-01,58658418000
2007-05-02,59708874000
2007-05-03,59577566999
2007-05-04,59589504000
2007-05-07,59088150000
2007-05-08,58873284000
2007-05-09,59494008000
2007-05-10,59685000000
2007-05-11,60460905000
2007-05-14,60437031000
2007-05-15,61200999000
2007-05-16,62036589000
2007-05-17,62382762000
2007-05-18,62466321000
2007-05-21,62394699000
2007-05-22,62669250000
2007-05-23,61559109000
2007-05-24,60830952000
2007-05-25,60759330000
2007-05-29,60413157000
2007-05-30,59959551000
2007-05-31,60341535000
2007-06-01,60819015000
2007-06-04,60998070000
2007-06-05,60699645000
2007-06-06,60448968000
2007-06-07,59935677000
2007-06-08,61368116999
2007-06-11,61177125000
2007-06-12,61451676000
2007-06-13,62299203000
2007-06-14,62370825000
2007-06-15,62275329000
2007-06-18,62549880000
2007-06-19,62645376000
2007-06-20,61272621000
2007-06-21,60962259000
2007-06-22,60186354000
2007-06-25,61236810000
2007-06-26,61773975000
2007-06-27,61284558000
2007-06-28,60699645000
2007-06-29,60592212000
2007-07-02,60885300000
2007-07-03,60909000000
2007-07-05,60683850000
2007-07-06,60944550000
2007-07-09,60600900000
2007-07-10,59652900000
2007-07-11,60103200000
2007-07-12,61205250000
2007-07-13,61513349999
2007-07-16,61738500000
2007-07-17,61809599999
2007-07-18,61857000000
2007-07-19,62413950000
2007-07-20,61726650000
2007-07-23,62212500000
2007-07-24,61086750000
2007-07-25,60387600000
2007-07-26,58657500000
2007-07-27,57780600000
2007-07-30,57342150000
2007-07-31,56725950000
2007-08-01,57199950000
2007-08-02,58053150000
2007-08-03,57496200000
2007-08-06,58610100000
2007-08-07,58930050000
2007-08-08,59593650000
2007-08-09,59167050000
2007-08-10,58550849999
2007-08-13,57721350000
2007-08-14,56880000000
2007-08-15,56358600000
2007-08-16,56962950000
2007-08-17,56370450000
2007-08-20,57223650000
2007-08-21,57436950000
2007-08-22,58491600000
2007-08-23,59072250000
2007-08-24,59392200000
2007-08-27,58621950000
2007-08-28,57638400000
2007-08-29,58290150000
2007-08-30,57863550000
2007-08-31,58361250000
2007-09-04,58847099999
2007-09-05,58349400000
2007-09-06,58965600000
2007-09-07,58349400000
2007-09-10,59427750000
2007-09-11,61335600000
2007-09-12,60672000000
2007-09-13,64345500000
2007-09-14,65708250000
2007-09-17,64748400000
2007-09-18,65198700000
2007-09-19,65660849999
2007-09-20,65020950000
2007-09-21,64938000000
2007-09-24,65127600000
2007-09-25,64167750000
2007-09-26,64938000000
2007-09-27,64653600000
2007-09-28,64546950000
2007-10-01,64165056000
2007-10-02,64096320000
2007-10-03,64279616000
2007-10-04,64199424000
2007-10-05,64577472000
2007-10-08,65150272000
2007-10-09,65734528000
2007-10-10,65333568000
2007-10-11,64440000000
2007-10-12,65322112000
2007-10-15,64371264000
2007-10-16,65081536000
2007-10-17,65253376000
2007-10-18,65058624000
2007-10-19,64634752000
2007-10-22,64176512000
2007-10-23,65264832000
2007-10-24,65471040000
2007-10-25,66524992000
2007-10-26,66983232000
2007-10-29,67796608000
2007-10-30,67796608000
2007-10-31,68449600000
2007-11-01,67590400000
2007-11-02,67613312000
2007-11-05,68357952000
2007-11-06,68438144000
2007-11-07,66880128000
2007-11-08,68014272000
2007-11-09,66799936000
2007-11-12,67063424000
2007-11-13,65413760000
2007-11-14,64955520000
2007-11-15,65505408000
2007-11-16,66593728000
2007-11-19,67132160000
2007-11-20,66994688000
2007-11-21,65677248000
2007-11-23,66124032000
2007-11-26,65092992000
2007-11-27,65826176000
2007-11-28,66410432000
2007-11-29,66845760000
2007-11-30,66983232000
2007-12-03,68541248000
2007-12-04,68770368000
2007-12-05,68174656000
2007-12-06,69056768000
2007-12-07,68919296000
2007-12-10,70912640000
2007-12-11,72321728000
2007-12-12,70637696000
2007-12-13,70465856000
2007-12-14,70064896000
2007-12-17,68461056000
2007-12-18,68541248000
2007-12-19,67418560000
2007-12-20,67349824000
2007-12-21,68770368000
2007-12-24,69091136000
2007-12-26,68598528000
2007-12-27,67808064000
2007-12-28,68163200000
2007-12-31,67487295999
2008-01-02,66559360000
2008-01-03,66364608000
2008-01-04,65356480000
2008-01-07,66479168000
2008-01-08,65390848000
2008-01-09,65837632000
2008-01-10,66639552000
2008-01-11,62228992000
2008-01-14,62962176000
2008-01-15,61587456000
2008-01-16,60040895999
2008-01-17,59548288000
2008-01-18,60029440000
2008-01-22,60086720000
2008-01-23,60728256000
2008-01-24,61862400000
2008-01-25,61976960000
2008-01-28,58505792000
2008-01-29,58139200000
2008-01-30,58437056000
2008-01-31,61381248000
2008-02-01,62114432000
2008-02-04,61724928000
2008-02-05,61679104000
2008-02-06,61553088000
2008-02-07,62389376000
2008-02-08,63741184000
2008-02-11,64130688000
2008-02-12,64577472000
2008-02-13,64886784000
2008-02-14,63672448000
2008-02-15,63351680000
2008-02-19,63775552000
2008-02-20,64382720000
2008-02-21,63271488000
2008-02-22,63798464000
2008-02-25,64210880000
2008-02-26,64669120000
2008-02-27,63386048000
2008-02-28,62572672000
2008-02-29,61988416000
2008-03-03,60900095999
2008-03-04,61438528000
2008-03-05,61793664000
2008-03-06,60762624000
2008-03-07,59880512000
2008-03-10,61633280000
2008-03-11,62148800000
2008-03-12,61518720000
2008-03-13,62881984000
2008-03-14,62755968000
2008-03-17,62183168000
2008-03-18,62836160000
2008-03-19,61472895999
2008-03-20,62343552000
2008-03-24,63890112000
2008-03-25,64382720000
2008-03-26,63695360000
2008-03-27,63523520000
2008-03-28,63557888000
2008-03-31,62958753000
2008-04-01,64245698999
2008-04-02,63963473999
2008-04-03,63489336000
2008-04-04,62902308000
2008-04-07,62823285000
2008-04-08,63071643000
2008-04-09,62924886000
2008-04-10,63049065000
2008-04-11,62541060000
2008-04-14,62699106000
2008-04-15,63173244000
2008-04-16,64550502000
2008-04-17,64719837000
2008-04-18,65814870000
2008-04-21,66232563000
2008-04-22,65871315000
2008-04-23,66255141000
2008-04-24,67259862000
2008-04-25,67361463000
2008-04-28,67271151000
2008-04-29,67959780000
2008-04-30,67259862000
2008-05-01,68772588000
2008-05-02,68806455000
2008-05-05,68716143000
2008-05-06,68287161000
2008-05-07,67034082000
2008-05-08,67474353000
2008-05-09,66876036000
2008-05-12,68716143000
2008-05-13,69054813000
2008-05-14,68230716000
2008-05-15,68704854000
2008-05-16,68332317000
2008-05-19,68242005000
2008-05-20,67372752000
2008-05-21,66356742000
2008-05-22,66074517000
2008-05-23,65171397000
2008-05-27,65600379000
2008-05-28,66255141000
2008-05-29,67146972000
2008-05-30,66966348000
2008-06-02,66097095000
2008-06-03,64979484000
2008-06-04,65453622000
2008-06-05,65532645000
2008-06-06,64290855000
2008-06-09,66955059000
2008-06-10,67474353000
2008-06-11,66322875000
2008-06-12,66988926000
2008-06-13,67677555000
2008-06-16,67666266000
2008-06-17,66842169000
2008-06-18,65713269000
2008-06-19,66142251000
2008-06-20,64798860000
2008-06-23,64358589000
2008-06-24,64369878000
2008-06-25,65532645000
2008-06-26,63726405000
2008-06-27,63782850000
2008-06-30,62775252000
2008-07-01,63970014000
2008-07-02,64126338000
2008-07-03,63858354000
2008-07-07,64048176000
2008-07-08,65343432000
2008-07-09,66158550000
2008-07-10,65254104000
2008-07-11,64003512000
2008-07-14,64863294000
2008-07-15,65388096000
2008-07-16,67174656000
2008-07-17,67409142000
2008-07-18,67487304000
2008-07-21,66716850000
2008-07-22,67129992000
2008-07-23,66616356000
2008-07-24,65175942000
2008-07-25,65488590000
2008-07-28,64528314000
2008-07-29,66661020000
2008-07-30,67498470000
2008-07-31,66761514000
2008-08-01,66739182000
2008-08-04,67610130000
2008-08-05,69597678000
2008-08-06,69385524000
2008-08-07,69072876000
2008-08-08,73327122000
2008-08-11,73639770000
2008-08-12,71395404000
2008-08-13,70100148000
2008-08-14,71015760000
2008-08-15,71049258000
2008-08-18,70669614000
2008-08-19,69742836000
2008-08-20,69709338000
2008-08-21,69575346000
2008-08-22,70814772000
2008-08-25,69318528000
2008-08-26,69374358000
2008-08-27,69318528000
2008-08-28,70222974000
2008-08-29,69229200000
2008-09-02,70245306000
2008-09-03,68916552000
2008-09-04,67018332000
2008-09-05,67330980000
2008-09-08,69698172000
2008-09-09,70557954000
2008-09-10,70569120000
2008-09-11,72087696000
2008-09-12,71529396000
2008-09-15,71149752000
2008-09-16,71786214000
2008-09-17,69809832000
2008-09-18,71417736000
2008-09-19,71440068000
2008-09-22,69865662000
2008-09-23,68983548000
2008-09-24,68592738000
2008-09-25,69530682000
2008-09-26,70569120000
2008-09-29,67174656000
2008-09-30,68070115990
2008-10-01,70232472997
2008-10-02,68268699797
2008-10-03,66448348235
2008-10-06,63050358652
2008-10-07,60645288103
2008-10-08,58924228445
2008-10-09,57456914761
2008-10-10,58858033842
2008-10-13,63160682989
2008-10-14,61803693643
2008-10-15,56872195775
2008-10-16,60082633984
2008-10-17,59354493359
2008-10-20,62708353207
2008-10-21,60821807043
2008-10-22,59773725840
2008-10-23,61318266560
2008-10-24,58538093265
2008-10-27,57103876882
2008-10-28,62465639666
2008-10-29,63083455953
2008-10-30,63844693879
2008-10-31,63910888482
2008-11-03,62917969448
2008-11-04,63745401976
2008-11-05,61781628776
2008-11-06,59762693407
2008-11-07,61196909789
2008-11-10,62311185594
2008-11-11,62101569353
2008-11-12,59597206901
2008-11-13,62057439618
2008-11-14,61925050414
2008-11-17,61351363861
2008-11-18,62344282895
2008-11-19,61163812488
2008-11-20,58372606759
2008-11-21,60843871910
2008-11-24,61241039524
2008-11-25,62675255906
2008-11-26,63877791180
2008-11-28,64815548046
2008-12-01,61969180149
2008-12-02,62940034315
2008-12-03,65698142743
2008-12-04,67121326691
2008-12-05,69195424229
2008-12-08,67209586161
2008-12-09,65841564381
2008-12-10,68025986255
2008-12-11,67154423992
2008-12-12,66845515848
2008-12-15,66955840185
2008-12-16,69416072903
2008-12-17,69096132325
2008-12-18,67617786208
2008-12-19,66547640138
2008-12-22,67739142979
2008-12-23,66911710451
2008-12-24,67606753774
2008-12-26,67364040233
2008-12-29,66613834740
2008-12-30,68114245725
2008-12-31,69006024000
2009-01-02,70737000000
2009-01-05,70526176000
2009-01-06,68950544000
2009-01-07,67951904000
2009-01-08,67152992000
2009-01-09,66653672000
2009-01-12,66753536000
2009-01-13,65821472000
2009-01-14,63613368000
2009-01-15,64334608000
2009-01-16,66209832000
2009-01-20,63324872000
2009-01-21,65133520000
2009-01-22,65155712000
2009-01-23,64378992000
2009-01-26,64800640000
2009-01-27,64933792000
2009-01-28,65688320000
2009-01-29,64512144000
2009-01-30,64378992000
2009-02-02,64245840000
2009-02-03,65333248000
2009-02-04,64201456000
2009-02-05,64756256000
2009-02-06,64867216000
2009-02-09,65488592000
2009-02-10,63557888000
2009-02-11,63335968000
2009-02-12,63202816000
2009-02-13,63036376000
2009-02-17,61782528000
2009-02-18,62592536000
2009-02-19,61371976000
2009-02-20,60550872000
2009-02-23,59774152000
2009-02-24,60761696000
2009-02-25,60240184000
2009-02-26,57921120000
2009-02-27,57976600000
2009-03-02,57532760000
2009-03-03,58176328000
2009-03-04,58975240000
2009-03-05,56434256000
2009-03-06,57832352000
2009-03-09,58054272000
2009-03-10,58364960000
2009-03-11,56622888000
2009-03-12,57887832000
2009-03-13,58120848000
2009-03-16,57355224000
2009-03-17,59518944000
2009-03-18,61494032000
2009-03-19,60706216000
2009-03-20,59030720000
2009-03-23,61205536000
2009-03-24,59430176000
2009-03-25,61039096000
2009-03-26,62204176000
2009-03-27,61039096000
2009-03-30,59829632000
2009-03-31,59879661000
2009-04-01,60614852000
2009-04-02,61832855000
2009-04-03,62151072000
2009-04-06,61382962000
2009-04-07,60790420000
2009-04-08,60965988000
2009-04-09,62183991000
