,LHX
2004-08-24,3001125000
2004-08-25,3054125000
2004-08-26,3052800000
2004-08-27,3093875000
2004-08-30,3075325000
2004-08-31,3104475000
2004-09-01,3154825000
2004-09-02,3170725000
2004-09-03,3121700000
2004-09-07,3150850000
2004-09-08,3080625000
2004-09-09,3157475000
2004-09-10,3180000000
2004-09-13,3231675000
2004-09-14,3221075000
2004-09-15,3233000000
2004-09-16,3268775000
2004-09-17,3332375000
2004-09-20,3455600000
2004-09-21,3556300000
2004-09-22,3462225000
2004-09-23,3430425000
2004-09-24,3450300000
2004-09-27,3447650000
2004-09-28,3442350000
2004-09-29,3443675000
2004-09-30,3541725000
2004-10-01,3628170000
2004-10-04,3641460000
2004-10-05,3673356000
2004-10-06,3717213000
2004-10-07,3734490000
2004-10-08,3722529000
2004-10-11,3738477000
2004-10-12,3755754000
2004-10-13,3729174000
2004-10-14,3718542000
2004-10-15,3751767000
2004-10-18,3781005000
2004-10-19,3790308000
2004-10-20,3717213000
2004-10-21,3807585000
2004-10-22,3730503000
2004-10-25,3735819000
2004-10-26,3753096000
2004-10-27,3917892000
2004-10-28,3936498000
2004-10-29,3977697000
2004-11-01,3972381000
2004-11-02,3976368000
2004-11-03,3969723000
2004-11-04,4053450000
2004-11-05,4101294000
2004-11-08,4089333000
2004-11-09,4060095000
2004-11-10,4026870000
2004-11-11,4129203000
2004-11-12,4240839000
2004-11-15,4259444999
2004-11-16,4339185000
2004-11-17,4404306000
2004-11-18,4410951000
2004-11-19,4356462000
2004-11-22,4371081000
2004-11-23,4365765000
2004-11-24,4373739000
2004-11-26,4356462000
2004-11-29,4341843000
2004-11-30,4279380000
2004-12-01,4341843000
2004-12-02,4325895000
2004-12-03,4312605000
2004-12-06,4290012000
2004-12-07,4228878000
2004-12-08,4208943000
2004-12-09,4149138000
2004-12-10,4129203000
2004-12-13,4103952000
2004-12-14,4146480000
2004-12-15,4068069000
2004-12-16,4095978000
2004-12-17,3996303000
2004-12-20,3983013000
2004-12-21,3998961000
2004-12-22,3985671000
2004-12-23,3988329000
2004-12-27,3955104000
2004-12-28,4002948000
2004-12-29,3987000000
2004-12-30,4001619000
2004-12-31,3991968000
2005-01-03,3884400000
2005-01-04,3713088000
2005-01-05,3673248000
2005-01-06,3726368000
2005-01-07,3679888000
2005-01-10,3735664000
2005-01-11,3683872000
2005-01-12,3727696000
2005-01-13,3710432000
2005-01-14,3766208000
2005-01-18,3731680000
2005-01-19,3646688000
2005-01-20,3549744000
2005-01-21,3495296000
2005-01-24,3527168000
2005-01-25,3505920000
2005-01-26,3580288000
2005-01-27,4134064000
2005-01-28,4075632000
2005-01-31,4184528000
2005-02-01,4232336000
2005-02-02,4201792000
2005-02-03,4135392000
2005-02-04,4150000000
2005-02-07,4167264000
2005-02-08,4196480000
2005-02-09,4142032000
2005-02-10,4151328000
2005-02-11,4221712000
2005-02-14,4217728000
2005-02-15,4244288000
2005-02-16,4244288000
2005-02-17,4192496000
2005-02-18,4193824000
2005-02-22,4171248000
2005-02-23,4167264000
2005-02-24,4289439999
2005-02-25,4331936000
2005-02-28,4309360000
2005-03-01,4423568000
2005-03-02,4448800000
2005-03-03,4440832000
2005-03-04,4446144000
2005-03-07,4483328000
2005-03-08,4373104000
2005-03-09,4383728000
2005-03-10,4351856000
2005-03-11,4397008000
2005-03-14,4495280000
2005-03-15,4472704000
2005-03-16,4387712000
2005-03-17,4451456000
2005-03-18,4268192000
2005-03-21,4277488000
2005-03-22,4331936000
2005-03-23,4342560000
2005-03-24,4353184000
2005-03-28,4321312000
2005-03-29,4176560000
2005-03-30,4187184000
2005-03-31,4219056000
2005-04-01,4207104000
2005-04-04,4169920000
2005-04-05,4185856000
2005-04-06,4236320000
2005-04-07,4281472000
2005-04-08,4281472000
2005-04-11,4253584000
2005-04-12,4233664000
2005-04-13,4155312000
2005-04-14,4134064000
2005-04-15,4015872000
2005-04-18,3966736000
2005-04-19,4057040000
2005-04-20,3852528000
2005-04-21,3921584000
2005-04-22,3852528000
2005-04-25,3928224000
2005-04-26,3968064000
2005-04-27,3598880000
2005-04-28,3634736000
2005-04-29,3644032000
2005-05-02,3657312000
2005-05-03,3682544000
2005-05-04,3699808000
2005-05-05,3734336000
2005-05-06,3772848000
2005-05-09,3796752000
2005-05-10,3738320000
2005-05-11,3766208000
2005-05-12,3795424000
2005-05-13,3778160000
2005-05-16,3782144000
2005-05-17,3772848000
2005-05-18,3799408000
2005-05-19,3872448000
2005-05-20,3872448000
2005-05-23,3962752000
2005-05-24,3908304000
2005-05-25,3742304000
2005-05-26,3760896000
2005-05-27,3760896000
2005-05-31,3713088000
2005-06-01,3802064000
2005-06-02,3837920000
2005-06-03,3725040000
2005-06-06,3759568000
2005-06-07,3687856000
2005-06-08,3645360000
2005-06-09,3650672000
2005-06-10,4083600000
2005-06-13,4131408000
2005-06-14,4173904000
2005-06-15,4208432000
2005-06-16,4179216000
2005-06-17,4193824000
2005-06-20,4115472000
2005-06-21,4124768000
2005-06-22,4205776000
2005-06-23,4151328000
2005-06-24,4017200000
2005-06-27,3990640000
2005-06-28,4042432000
2005-06-29,4043760000
2005-06-30,4033136000
2005-07-01,4087625000
2005-07-05,4073050000
2005-07-06,4022700000
2005-07-07,4099550000
2005-07-08,4147250000
2005-07-11,4257225000
2005-07-12,4250600000
2005-07-13,4165800000
2005-07-14,4206875000
2005-07-15,4200250000
2005-07-18,4156525000
2005-07-19,4164475000
2005-07-20,4112800000
2005-07-21,4086300000
2005-07-22,4071725000
2005-07-25,4010775000
2005-07-26,4082325000
2005-07-27,4185675000
2005-07-28,4681225000
2005-07-29,4779275000
2005-08-01,4645450000
2005-08-02,4654725000
2005-08-03,4662675000
2005-08-04,4603050000
2005-08-05,4611000000
2005-08-08,4628225000
2005-08-09,4641475000
2005-08-10,4654725000
2005-08-11,4697125000
2005-08-12,4718325000
2005-08-15,4811075000
2005-08-16,4777950000
2005-08-17,4796500000
2005-08-18,4755425000
2005-08-19,4770000000
2005-08-22,4808425000
2005-08-23,4834925000
2005-08-24,4804450000
2005-08-25,4886600000
2005-08-26,4795175000
2005-08-29,4807100000
2005-08-30,4833600000
2005-08-31,4978025000
2005-09-01,4923700000
2005-09-02,4873350000
2005-09-06,5105225000
2005-09-07,5356975000
2005-09-08,5236400000
2005-09-09,5266875000
2005-09-12,5142325000
2005-09-13,5197975000
2005-09-14,5069450000
2005-09-15,5147625000
2005-09-16,5163525000
2005-09-19,5085350000
2005-09-20,5074750000
2005-09-21,4895875000
2005-09-22,4959475000
2005-09-23,5119800000
2005-09-26,5084025000
2005-09-27,5118475000
2005-09-28,5182075000
2005-09-29,5292050000
2005-09-30,5405043000
2005-10-03,5424978000
2005-10-04,5319987000
2005-10-05,5191074000
2005-10-06,5131269000
2005-10-07,5199048000
2005-10-10,5139243000
2005-10-11,5062161000
2005-10-12,4983750000
2005-10-13,4945209000
2005-10-14,4910655000
2005-10-17,4881417000
2005-10-18,4852179000
2005-10-19,4894707000
2005-10-20,4915971000
2005-10-21,4917300000
2005-10-24,4958499000
2005-10-25,4945209000
2005-10-26,4911984000
2005-10-27,5107347000
2005-10-28,5195061000
2005-10-31,5314671000
2005-11-01,5302710000
2005-11-02,5399727000
2005-11-03,5470164000
2005-11-04,5431623000
2005-11-07,5552562000
2005-11-08,5523324000
2005-11-09,5496744000
2005-11-10,5511363000
2005-11-11,5533956000
2005-11-14,5793111000
2005-11-15,5734635000
2005-11-16,5634960000
2005-11-17,5657553000
2005-11-18,5657553000
2005-11-21,5656224000
2005-11-22,5786466000
2005-11-23,5809059000
2005-11-25,5801085000
2005-11-28,5726661000
2005-11-29,5777163000
2005-11-30,5765202000
2005-12-01,5815704000
2005-12-02,5779821000
2005-12-05,5763873000
2005-12-06,5673501000
2005-12-07,5686791000
2005-12-08,5646921000
2005-12-09,5629644000
2005-12-12,5567181000
2005-12-13,5529969000
2005-12-14,5568510000
2005-12-15,5563194000
2005-12-16,5490099000
2005-12-19,5407701000
2005-12-20,5410359000
2005-12-21,5438268000
2005-12-22,5689449000
2005-12-23,5698752000
2005-12-27,5669514000
2005-12-28,5640276000
2005-12-29,5615025000
2005-12-30,5574420000
2006-01-03,5686308000
2006-01-04,5687640000
2006-01-05,5900760000
2006-01-06,6036624000
2006-01-09,6012648000
2006-01-10,6044616000
2006-01-11,6015312000
2006-01-12,5983344000
2006-01-13,6103224000
2006-01-17,6125868000
2006-01-18,6156504000
2006-01-19,6161832000
2006-01-20,5896764000
2006-01-23,5970024000
2006-01-24,5967360000
2006-01-25,5862132000
2006-01-26,6089904000
2006-01-27,5997996000
2006-01-30,5958036000
2006-01-31,6017976000
2006-02-01,6067260000
2006-02-02,6045948000
2006-02-03,6060600000
2006-02-06,6212448000
2006-02-07,6116544000
2006-02-08,6081912000
2006-02-09,6163164000
2006-02-10,6196464000
2006-02-13,6181812000
2006-02-14,6185808000
2006-02-15,6073920000
2006-02-16,6199128000
2006-02-17,6268392000
2006-02-21,6300360000
2006-02-22,6436224000
2006-02-23,6243084000
2006-02-24,6213780000
2006-02-27,6123204000
2006-02-28,5920740000
2006-03-01,5963364000
2006-03-02,6076584000
2006-03-03,6127200000
2006-03-06,6081912000
2006-03-07,5936724000
2006-03-08,5768892000
2006-03-09,5706288000
2006-03-10,5687640000
2006-03-13,5603724000
2006-03-14,6064596000
2006-03-15,6080580000
2006-03-16,5918076000
2006-03-17,5939388000
2006-03-20,5992668000
2006-03-21,5864796000
2006-03-22,5886108000
2006-03-23,5815512000
2006-03-24,5899428000
2006-03-27,5896764000
2006-03-28,5899428000
2006-03-29,6087240000
2006-03-30,6133860000
2006-03-31,6128532000
2006-04-03,6135192000
2006-04-04,6048612000
2006-04-05,6131196000
2006-04-06,6129864000
2006-04-07,6069924000
2006-04-10,5906088000
2006-04-11,5819508000
2006-04-12,5867460000
2006-04-13,5947380000
2006-04-17,5920740000
2006-04-18,5995332000
2006-04-19,5974020000
2006-04-20,6057936000
2006-04-21,5943384000
2006-04-24,5878116000
2006-04-25,5895432000
2006-04-26,5942052000
2006-04-27,6077916000
2006-04-28,6035292000
2006-05-01,6021972000
2006-05-02,6180480000
2006-05-03,6119208000
2006-05-04,6095232000
2006-05-05,6141852000
2006-05-08,6093900000
2006-05-09,6017976000
2006-05-10,6091236000
2006-05-11,5818176000
2006-05-12,5794200000
2006-05-15,5816844000
2006-05-16,5672988000
2006-05-17,5563764000
2006-05-18,5449212000
2006-05-19,5375952000
2006-05-22,5414580000
2006-05-23,5433228000
2006-05-24,5462532000
2006-05-25,5485176000
2006-05-26,5406588000
2006-05-30,5277384000
2006-05-31,5277384000
2006-06-01,5570424000
2006-06-02,5495832000
2006-06-05,5326668000
2006-06-06,5331996000
2006-06-07,5214780000
2006-06-08,5144184000
2006-06-09,5150844000
2006-06-12,4953708000
2006-06-13,4984344000
2006-06-14,5032296000
2006-06-15,5248080000
2006-06-16,5161500000
2006-06-19,5104224000
2006-06-20,5056272000
2006-06-21,5110884000
2006-06-22,4991004000
2006-06-23,5017644000
2006-06-26,4998996000
2006-06-27,4959036000
2006-06-28,4961700000
2006-06-29,5378616000
2006-06-30,5367831000
2006-07-03,5422320000
2006-07-05,5413017000
2006-07-06,5423649000
2006-07-07,5325303000
2006-07-10,5284104000
2006-07-11,5260182000
2006-07-12,5217654000
2006-07-13,5192403000
2006-07-14,5112663000
2006-07-17,5005014000
2006-07-18,4950525000
2006-07-19,5082096000
2006-07-20,5072793000
2006-07-21,4935906000
2006-07-24,5082096000
2006-07-25,5160507000
2006-07-26,5003685000
2006-07-27,5577813000
2006-07-28,5814375000
2006-07-31,5890128000
2006-08-01,5688120000
2006-08-02,5823678000
2006-08-03,5858232000
2006-08-04,5743938000
2006-08-07,5688120000
2006-08-08,5633631000
2006-08-09,5608380000
2006-08-10,5609709000
2006-08-11,5518008000
2006-08-14,5573826000
2006-08-15,5862219000
2006-08-16,5933985000
2006-08-17,5928669000
2006-08-18,5876838000
2006-08-21,5860890000
2006-08-22,5795769000
2006-08-23,5688120000
2006-08-24,5721345000
2006-08-25,5666856000
2006-08-28,5781150000
2006-08-29,5854245000
2006-08-30,5670843000
2006-08-31,5678817000
2006-09-01,5612367000
2006-09-05,5725332000
2006-09-06,5662869000
2006-09-07,5543259000
2006-09-08,5521995000
2006-09-11,5502060000
2006-09-12,5528640000
2006-09-13,5625657000
2006-09-14,5597748000
2006-09-15,5729319000
2006-09-18,5521995000
2006-09-19,5491428000
2006-09-20,5585787000
2006-09-21,5653566000
2006-09-22,5556549000
2006-09-25,5782479000
2006-09-26,5860890000
2006-09-27,5911392000
2006-09-28,5793111000
2006-09-29,5753241000
2006-10-02,5596419000
2006-10-03,5540601000
2006-10-04,5603064000
2006-10-05,5599077000
2006-10-06,5559207000
2006-10-09,5592432000
2006-10-10,5626986000
2006-10-11,5575155000
2006-10-12,5692107000
2006-10-13,5613696000
2006-10-16,5636289000
2006-10-17,5535285000
2006-10-18,5597748000
2006-10-19,5613696000
2006-10-20,5611038000
2006-10-23,5716029000
2006-10-24,5767860000
2006-10-25,5840955000
2006-10-26,5688120000
2006-10-27,5560536000
2006-10-30,5407701000
2006-10-31,5508705000
2006-11-01,5397069000
2006-11-02,5229615000
2006-11-03,5224299000
2006-11-06,5185758000
2006-11-07,5180442000
2006-11-08,5382450000
2006-11-09,5436939000
2006-11-10,5439597000
2006-11-13,5419662000
2006-11-14,5406372000
2006-11-15,5371818000
2006-11-16,5515350000
2006-11-17,5506047000
2006-11-20,5568510000
2006-11-21,5630973000
2006-11-22,5763873000
2006-11-24,5692107000
2006-11-27,5490099000
2006-11-28,5419662000
2006-11-29,5482125000
2006-11-30,5444913000
2006-12-01,5506047000
2006-12-04,5619012000
2006-12-05,5662869000
2006-12-06,5697423000
2006-12-07,5634960000
2006-12-08,5645592000
2006-12-11,5650908000
2006-12-12,5724003000
2006-12-13,5810388000
2006-12-14,5831652000
2006-12-15,5823678000
2006-12-18,5769189000
2006-12-19,5810388000
2006-12-20,5799756000
2006-12-21,5912721000
2006-12-22,5883483000
2006-12-26,5948604000
2006-12-27,6000435000
2006-12-28,6036318000
2006-12-29,5934460000
2007-01-03,6133960000
2007-01-04,6318830000
2007-01-05,6300210000
2007-01-08,6265630000
2007-01-09,6322820000
2007-01-10,6341440000
2007-01-11,6493060000
2007-01-12,6626060000
2007-01-16,6538280000
2007-01-17,6459810000
2007-01-18,6317500000
2007-01-19,6373360000
2007-01-22,6289570000
2007-01-23,6153910000
2007-01-24,6205780000
2007-01-25,6152580000
2007-01-26,6168540000
2007-01-29,6145930000
2007-01-30,6179180000
2007-01-31,6576850000
2007-02-01,6594140000
2007-02-02,6594140000
2007-02-05,6679260000
2007-02-06,6824230000
2007-02-07,6752410000
2007-02-08,6796300000
2007-02-09,6828220000
2007-02-12,6684580000
2007-02-13,6701870000
2007-02-14,6550250000
2007-02-15,6588820000
2007-02-16,6560890000
2007-02-20,6575520000
2007-02-21,6530300000
2007-02-22,6441190000
2007-02-23,6518330000
2007-02-26,6473110000
2007-02-27,6293560000
2007-02-28,6353410000
2007-03-01,6237700000
2007-03-02,6112680000
2007-03-05,6044850000
2007-03-06,6252330000
2007-03-07,6193810000
2007-03-08,6203120000
2007-03-09,6203120000
2007-03-12,6217750000
2007-03-13,6155240000
2007-03-14,6176520000
2007-03-15,6227060000
2007-03-16,6165880000
2007-03-19,6276270000
2007-03-20,6362720000
2007-03-21,6467790000
2007-03-22,6485080000
2007-03-23,6503700000
2007-03-26,6571530000
2007-03-27,6497050000
2007-03-28,6501040000
2007-03-29,6518330000
2007-03-30,6592810000
2007-04-02,6619410000
2007-04-03,6660640000
2007-04-04,6614090000
2007-04-05,6614090000
2007-04-09,6567540000
2007-04-10,6536950000
2007-04-11,6477100000
2007-04-12,6493060000
2007-04-13,6547590000
2007-04-16,6615420000
2007-04-17,6554240000
2007-04-18,6511680000
2007-04-19,6578180000
2007-04-20,6622070000
2007-04-23,6598130000
2007-04-24,6652660000
2007-04-25,6729800000
2007-04-26,6789650000
2007-04-27,6804280000
2007-04-30,6644680000
2007-05-01,6780340000
2007-05-02,6192480000
2007-05-03,6318830000
2007-05-04,6334790000
2007-05-07,6348090000
2007-05-08,6394640000
2007-05-09,6513010000
2007-05-10,6413260000
2007-05-11,6437200000
2007-05-14,6430550000
2007-05-15,6346760000
2007-05-16,6348090000
2007-05-17,6337450000
2007-05-18,6353410000
2007-05-21,6403950000
2007-05-22,6409270000
2007-05-23,6467790000
2007-05-24,6368040000
2007-05-25,6350750000
2007-05-29,6399960000
2007-05-30,6425230000
2007-05-31,6459810000
2007-06-01,6298880000
2007-06-04,6437200000
2007-06-05,6485080000
2007-06-06,6543600000
2007-06-07,6572860000
2007-06-08,6721820000
2007-06-11,6717830000
2007-06-12,6657980000
2007-06-13,6749750000
2007-06-14,6806940000
2007-06-15,6830880000
2007-06-18,6876100000
2007-06-19,7191310000
2007-06-20,7115500000
2007-06-21,7122150000
2007-06-22,7037030000
2007-06-25,6939940000
2007-06-26,6914670000
2007-06-27,6919990000
2007-06-28,7067620000
2007-06-29,7038408000
2007-07-02,7149792000
2007-07-03,7253220000
2007-07-05,7163052000
2007-07-06,7213440000
2007-07-09,7277088000
2007-07-10,7192224000
2007-07-11,7250568000
2007-07-12,7433556000
2007-07-13,7405710000
2007-07-16,7363278000
2007-07-17,7422948000
2007-07-18,7385820000
2007-07-19,7518420000
2007-07-20,7584720000
2007-07-23,7501182000
2007-07-24,7302282000
2007-07-25,7340736000
2007-07-26,7159074000
2007-07-27,7042386000
2007-07-30,7176312000
2007-07-31,7080840000
2007-08-01,7102056000
2007-08-02,7182942000
2007-08-03,7056972000
2007-08-06,7112664000
2007-08-07,7220070000
2007-08-08,7182942000
2007-08-09,7060950000
2007-08-10,7519746000
2007-08-13,7530354000
2007-08-14,7364604000
2007-08-15,7165704000
2007-08-16,7312890000
2007-08-17,7430904000
2007-08-20,7491900000
2007-08-21,7409688000
2007-08-22,7640412000
2007-08-23,7542288000
2007-08-24,7605936000
2007-08-27,7544940000
2007-08-28,7312890000
2007-08-29,7578090000
2007-08-30,7640412000
2007-08-31,7848594000
2007-09-04,7946718000
2007-09-05,7745166000
2007-09-06,7794228000
2007-09-07,7584720000
2007-09-10,7563504000
2007-09-11,7763730000
2007-09-12,7627152000
2007-09-13,7523724000
2007-09-14,7486596000
2007-09-17,7409688000
2007-09-18,7596654000
2007-09-19,7582068000
2007-09-20,7475988000
2007-09-21,7489248000
2007-09-24,7332780000
2007-09-25,7441512000
2007-09-26,7422948000
2007-09-27,7460076000
2007-09-28,7630411000
2007-10-01,7882813000
2007-10-02,7828533000
2007-10-03,7748470000
2007-10-04,7762040000
2007-10-05,8055152000
2007-10-08,8028012000
2007-10-09,7971018000
2007-10-10,7983231000
2007-10-11,7857030000
2007-10-12,8029369000
2007-10-15,8038868000
2007-10-16,7888241000
2007-10-17,7893669000
2007-10-18,7881456000
2007-10-19,7615484000
2007-10-22,7814963000
2007-10-23,7905882000
2007-10-24,8029369000
2007-10-25,7922166000
2007-10-26,7988659000
2007-10-29,8106718000
2007-10-30,8014442000
2007-10-31,7995444000
2007-11-01,7943878000
2007-11-02,8220706000
2007-11-05,8279057000
2007-11-06,8690228000
2007-11-07,8572169000
2007-11-08,8454110000
2007-11-09,8239704000
2007-11-12,7912667000
2007-11-13,8083649000
2007-11-14,8080935000
2007-11-15,8304840000
2007-11-16,8247846000
2007-11-19,8173211000
2007-11-20,8023941000
2007-11-21,7968304000
2007-11-23,8009014000
2007-11-26,7924880000
2007-11-27,8029369000
2007-11-28,8317053000
2007-11-29,8322481000
2007-11-30,8287199000
2007-12-03,8150142000
2007-12-04,8093148000
2007-12-05,8156927000
2007-12-06,8308911000
2007-12-07,8393045000
2007-12-10,8331980000
2007-12-11,7983231000
2007-12-12,8189495000
2007-12-13,8101290000
2007-12-14,8010371000
2007-12-17,7962876000
2007-12-18,8068722000
2007-12-19,7991373000
2007-12-20,8094505000
2007-12-21,8200351000
2007-12-24,8338765000
2007-12-26,8368619000
2007-12-27,8236990000
2007-12-28,8210600000
2007-12-31,8209254000
2008-01-02,8102920000
2008-01-03,8140608000
2008-01-04,7931978000
2008-01-07,7602208000
2008-01-08,7443380000
2008-01-09,7308780000
2008-01-10,6524062000
2008-01-11,6696350000
2008-01-14,6705772000
2008-01-15,6645202000
2008-01-16,6545598000
2008-01-17,6413690000
2008-01-18,6433880000
2008-01-22,6192946000
2008-01-23,6125646000
2008-01-24,6279090000
2008-01-25,6280436000
2008-01-28,6355812000
2008-01-29,6466184000
2008-01-30,6450032000
2008-01-31,7151298000
2008-02-01,7104188000
2008-02-04,7128416000
2008-02-05,7075922000
2008-02-06,7014006000
2008-02-07,7001892000
2008-02-08,7179564000
2008-02-11,7253594000
2008-02-12,7207830000
2008-02-13,7339738000
2008-02-14,7151298000
2008-02-15,7049002000
2008-02-19,7075922000
2008-02-20,7078614000
2008-02-21,7004584000
2008-02-22,7005930000
2008-02-25,7116302000
2008-02-26,7034196000
2008-02-27,7152644000
2008-02-28,7062462000
2008-02-29,6394846000
2008-03-03,6324854000
2008-03-04,6233326000
2008-03-05,6217174000
2008-03-06,6266976000
2008-03-07,6221212000
2008-03-10,6007198000
2008-03-11,6280436000
2008-03-12,6334276000
2008-03-13,6334276000
2008-03-14,6135068000
2008-03-17,6031426000
2008-03-18,6209098000
2008-03-19,6020658000
2008-03-20,6114878000
2008-03-24,6400230000
2008-03-25,6424458000
2008-03-26,6429842000
2008-03-27,6366580000
2008-03-28,6323508000
2008-03-31,6355812000
2008-04-01,6576556000
2008-04-02,6641164000
2008-04-03,6464838000
2008-04-04,6664046000
2008-04-07,6629050000
2008-04-08,6629050000
2008-04-09,6567134000
2008-04-10,6571172000
2008-04-11,6376002000
2008-04-14,6376002000
2008-04-15,6417728000
2008-04-16,6548290000
2008-04-17,6565788000
2008-04-18,6655970000
2008-04-21,6860562000
2008-04-22,6791916000
2008-04-23,6762304000
2008-04-24,6804030000
2008-04-25,6876714000
2008-04-28,6764996000
2008-04-29,6902288000
2008-04-30,7075922000
2008-05-01,7047656000
2008-05-02,6918440000
2008-05-05,6952090000
2008-05-06,7036888000
2008-05-07,6989778000
2008-05-08,7125724000
2008-05-09,7455494000
2008-05-12,7509334000
2008-05-13,7711234000
2008-05-14,7876792000
2008-05-15,7876792000
2008-05-16,8364044000
2008-05-19,8074654000
2008-05-20,8191756000
2008-05-21,8144646000
2008-05-22,8335778000
2008-05-23,8240212000
2008-05-27,8315588000
2008-05-28,8327702000
2008-05-29,8115034000
2008-05-30,8614400000
2008-06-02,7281860000
2008-06-03,7199754000
2008-06-04,7291282000
2008-06-05,7489144000
2008-06-06,7490490000
2008-06-09,7397616000
2008-06-10,7288590000
2008-06-11,7097458000
2008-06-12,7167450000
2008-06-13,7308780000
2008-06-16,7482414000
2008-06-17,7396270000
2008-06-18,7328970000
2008-06-19,7363966000
2008-06-20,7141876000
2008-06-23,6973626000
2008-06-24,6778456000
2008-06-25,6989778000
2008-06-26,6747498000
2008-06-27,6673200000
2008-06-30,6583420000
2008-07-01,6344900000
2008-07-02,6275220000
2008-07-03,6462820000
2008-07-07,6358300000
2008-07-08,6587440000
2008-07-09,6438700000
2008-07-10,6365000000
2008-07-11,6276560000
2008-07-14,6255120000
2008-07-15,6209560000
2008-07-16,6399840000
2008-07-17,6557960000
2008-07-18,6549920000
2008-07-21,6529820000
2008-07-22,6594140000
2008-07-23,6679900000
2008-07-24,6630320000
2008-07-25,6667840000
2008-07-28,6535180000
2008-07-29,6669180000
2008-07-30,6695980000
2008-07-31,6277900000
2008-08-01,6332840000
2008-08-04,6190800000
2008-08-05,6344900000
2008-08-06,6366340000
2008-08-07,6346240000
2008-08-08,6414580000
2008-08-11,6626300000
2008-08-12,6685260000
2008-08-13,6815240000
2008-08-14,6871520000
2008-08-15,7028300000
2008-08-18,6863480000
2008-08-19,6850080000
2008-08-20,6847400000
2008-08-21,6776380000
2008-08-22,6746900000
2008-08-25,6661140000
2008-08-26,6767000000
2008-08-27,6799160000
2008-08-28,6931820000
2008-08-29,6827300000
2008-09-02,6816580000
2008-09-03,6662480000
2008-09-04,6387780000
2008-09-05,6442720000
2008-09-08,6481580000
2008-09-09,6130500000
2008-09-10,6222960000
2008-09-11,6323460000
2008-09-12,6452100000
2008-09-15,5945580000
2008-09-16,6180080000
2008-09-17,5967020000
2008-09-18,6149260000
2008-09-19,6259140000
2008-09-22,6146580000
2008-09-23,6228320000
2008-09-24,6164000000
2008-09-25,6243060000
2008-09-26,6186453000
2008-09-29,5762559000
2008-09-30,5991835000
2008-10-01,5883862000
2008-10-02,5645255000
2008-10-03,5570607000
2008-10-06,5198700000
2008-10-07,4782804000
2008-10-08,4734816000
2008-10-09,4617512000
2008-10-10,4552195000
2008-10-13,5001416000
2008-10-14,4933433000
2008-10-15,4390902000
2008-10-16,4622844000
2008-10-17,4620178000
2008-10-20,4926768000
2008-10-21,4589519000
2008-10-22,4277597000
2008-10-23,4338915000
2008-10-24,4085645000
2008-10-27,4052320000
2008-10-28,4514871000
2008-10-29,4470882000
2008-10-30,4664167000
2008-10-31,4662834000
2008-11-03,4733483000
2008-11-04,4892110000
2008-11-05,4776139000
2008-11-06,4474881000
2008-11-07,4736149000
2008-11-10,4702824000
2008-11-11,4493543000
2008-11-12,4357577000
2008-11-13,4561526000
2008-11-14,4285595000
2008-11-17,4112305000
2008-11-18,4093643000
2008-11-19,3897692000
2008-11-20,3711072000
2008-11-21,3899025000
2008-11-24,4214946000
2008-11-25,4237607000
2008-11-26,4461551000
2008-11-28,4524202000
2008-12-01,4152295000
2008-12-02,4294926000
2008-12-03,4386903000
2008-12-04,4314921000
2008-12-05,4278930000
2008-12-08,4554861000
2008-12-09,4658835000
2008-12-10,4713488000
2008-12-11,4536199000
2008-12-12,4685495000
2008-12-15,4626843000
2008-12-16,4848121000
2008-12-17,4822794000
2008-12-18,4741481000
2008-12-19,4833458000
2008-12-22,4712155000
2008-12-23,4664167000
2008-12-24,4712155000
2008-12-26,4749479000
2008-12-29,4692160000
2008-12-30,4849454000
2008-12-31,4934766000
2009-01-02,5203167000
2009-01-05,5147433000
2009-01-06,5245631000
2009-01-07,5061178000
2009-01-08,5083737000
2009-01-09,4992174000
2009-01-12,4948383000
2009-01-13,5033311000
2009-01-14,4854166000
2009-01-15,5288095000
2009-01-16,5363734000
2009-01-20,5204494000
2009-01-21,5448662000
2009-01-22,5426103000
2009-01-23,5526955000
2009-01-26,5637096000
2009-01-27,5678233000
2009-01-28,5779085000
2009-01-29,5614537000
2009-01-30,5589324000
2009-02-02,5513685000
2009-02-03,5493780000
2009-02-04,5544206000
2009-02-05,5599940000
2009-02-06,5792355000
2009-02-09,5682214000
2009-02-10,5545533000
2009-02-11,5500415000
2009-02-12,5451316000
2009-02-13,5460605000
2009-02-17,5260228000
2009-02-18,5311981000
2009-02-19,5150087000
2009-02-20,5053216000
2009-02-23,4893976000
2009-02-24,5061178000
2009-02-25,5001463000
2009-02-26,4832934000
2009-02-27,4813029000
2009-03-02,4308769000
2009-03-03,4282229000
2009-03-04,4393697000
2009-03-05,4112373000
2009-03-06,4055312000
2009-03-09,3885456000
2009-03-10,3896072000
2009-03-11,3961095000
2009-03-12,4107065000
2009-03-13,4061947000
2009-03-16,4044696000
2009-03-17,4186685000
2009-03-18,4259670000
2009-03-19,4197301000
2009-03-20,3977019000
2009-03-23,3630672000
2009-03-24,3649250000
2009-03-25,3667828000
2009-03-26,3833703000
2009-03-27,3772661000
2009-03-30,3600151000
2009-03-31,3736832000
2009-04-01,3783277000
2009-04-02,3904034000
2009-04-03,3937209000
2009-04-06,3880148000
2009-04-07,3663847000
2009-04-08,3809817000
2009-04-09,4024791000
