,ROST
2004-08-24,3228073919
2004-08-25,3222225960
2004-08-26,3187138200
2004-08-27,3105266760
2004-08-30,3122810640
2004-08-31,3093570840
2004-09-01,3134506560
2004-09-02,3438600480
2004-09-03,3426904560
2004-09-07,3473688240
2004-09-08,3473688240
2004-09-09,3380120880
2004-09-10,3461992320
2004-09-13,3502928040
2004-09-14,3473688240
2004-09-15,3438600480
2004-09-16,3438600480
2004-09-17,3391816800
2004-09-20,3380120880
2004-09-21,3426904560
2004-09-22,3403512720
2004-09-23,3397664760
2004-09-24,3409360680
2004-09-27,3333337200
2004-09-28,3321641280
2004-09-29,3426904560
2004-09-30,3426904560
2004-10-01,3438600480
2004-10-04,3497080080
2004-10-05,3491232120
2004-10-06,3526319880
2004-10-07,3426904560
2004-10-08,3426904560
2004-10-11,3397664760
2004-10-12,3380120880
2004-10-13,3432752520
2004-10-14,3391816800
2004-10-15,3374272919
2004-10-18,3426904560
2004-10-19,3403512720
2004-10-20,3380120880
2004-10-21,3385968840
2004-10-22,3385968840
2004-10-25,3368424960
2004-10-26,3485384160
2004-10-27,3631583160
2004-10-28,3713454600
2004-10-29,3842109720
2004-11-01,3862472587
2004-11-02,3921172778
2004-11-03,3903562721
2004-11-04,4103143371
2004-11-05,3997483027
2004-11-08,3991613008
2004-11-09,3962262912
2004-11-10,4062053237
2004-11-11,4062053237
2004-11-12,4109013391
2004-11-15,4155973544
2004-11-16,4020963104
2004-11-17,4114883410
2004-11-18,4091403333
2004-11-19,3997483027
2004-11-22,4050313199
2004-11-23,4103143371
2004-11-24,4085533314
2004-11-26,4103143371
2004-11-29,4044443180
2004-11-30,3944652855
2004-12-01,4056183218
2004-12-02,4026833123
2004-12-03,3968132931
2004-12-06,3944652855
2004-12-07,3927042797
2004-12-08,4003353046
2004-12-09,3997483027
2004-12-10,3979872970
2004-12-13,3974002951
2004-12-14,4056183218
2004-12-15,4091403333
2004-12-16,4079663295
2004-12-17,4032703142
2004-12-20,3985742989
2004-12-21,4020963104
2004-12-22,4150103524
2004-12-23,4103143371
2004-12-27,4091403333
2004-12-28,4167713582
2004-12-29,4167713582
2004-12-30,4220543754
2004-12-31,4238153811
2005-01-03,4067923257
2005-01-04,4085533314
2005-01-05,4050313199
2005-01-06,4179453620
2005-01-07,4197063677
2005-01-10,4202933697
2005-01-11,4220543754
2005-01-12,4197063677
2005-01-13,4185323639
2005-01-14,4232283792
2005-01-18,4384904290
2005-01-19,4326204098
2005-01-20,4302724022
2005-01-21,4197063677
2005-01-24,4202933697
2005-01-25,4296854003
2005-01-26,4232283792
2005-01-27,4226413773
2005-01-28,4091403333
2005-01-31,4181640480
2005-02-01,4257564120
2005-02-02,4310126640
2005-02-03,4234203000
2005-02-04,4234203000
2005-02-07,4187480760
2005-02-08,4082355720
2005-02-09,4035633480
2005-02-10,4064834880
2005-02-11,4058994600
2005-02-14,4053154320
2005-02-15,4041473760
2005-02-16,4047314040
2005-02-17,4058994600
2005-02-18,4018112640
2005-02-22,3959709840
2005-02-23,3971390400
2005-02-24,4053154320
2005-02-25,4082355720
2005-02-28,4088196000
2005-03-01,4123237680
2005-03-02,4199161320
2005-03-03,4380210000
2005-03-04,4438612800
2005-03-07,4432772520
2005-03-08,4397730840
2005-03-09,4380210000
2005-03-10,4362689160
2005-03-11,4298446080
2005-03-14,4362689160
2005-03-15,4362689160
2005-03-16,4234203000
2005-03-17,4175800200
2005-03-18,4082355720
2005-03-21,4041473760
2005-03-22,4047314040
2005-03-23,4088196000
2005-03-24,4129077960
2005-03-28,4199161320
2005-03-29,4228362720
2005-03-30,4269244680
2005-03-31,4257564120
2005-04-01,4105716840
2005-04-04,4140758520
2005-04-05,4199161320
2005-04-06,4169959920
2005-04-07,4234203000
2005-04-08,4152439080
2005-04-11,4111557120
2005-04-12,4216682160
2005-04-13,4187480760
2005-04-14,4082355720
2005-04-15,4023952920
2005-04-18,4041473760
2005-04-19,4035633480
2005-04-20,3965550120
2005-04-21,4123237680
2005-04-22,3983070960
2005-04-25,3988911240
2005-04-26,3971390400
2005-04-27,4012272360
2005-04-28,3912987600
2005-04-29,3901307040
2005-05-02,3894537680
2005-05-03,3917754000
2005-05-04,3952578480
2005-05-05,3842300960
2005-05-06,3813280560
2005-05-09,3801672400
2005-05-10,3801672400
2005-05-11,3749435680
2005-05-12,3749435680
2005-05-13,3691394880
2005-05-16,3772652000
2005-05-17,3882929520
2005-05-18,3993207040
2005-05-19,4016423360
2005-05-20,4022227440
2005-05-23,4080268240
2005-05-24,4057051920
2005-05-25,4028031520
2005-05-26,4051247840
2005-05-27,4120896800
2005-05-31,4091876400
2005-06-01,4190545760
2005-06-02,4283411040
2005-06-03,4260194720
2005-06-06,4306627360
2005-06-07,4295019200
2005-06-08,4219566159
2005-06-09,4283411040
2005-06-10,4295019200
2005-06-13,4335647760
2005-06-14,4312431440
2005-06-15,4306627360
2005-06-16,4335647760
2005-06-17,4306627360
2005-06-20,4231174320
2005-06-21,4207958000
2005-06-22,4248586560
2005-06-23,4207958000
2005-06-24,4138309040
2005-06-27,4167329440
2005-06-28,4225370240
2005-06-29,4271802880
2005-06-30,4196349840
2005-07-01,4161525360
2005-07-05,4289215120
2005-07-06,4236978400
2005-07-07,3952578480
2005-07-08,4010619280
2005-07-11,4010619280
2005-07-12,3981598880
2005-07-13,3911949920
2005-07-14,3935166240
2005-07-15,3952578480
2005-07-18,3952578480
2005-07-19,3946774400
2005-07-20,3906145840
2005-07-21,3865517280
2005-07-22,3877125440
2005-07-25,3871321360
2005-07-26,3871321360
2005-07-27,3882929520
2005-07-28,3853909120
2005-07-29,3848105040
2005-08-01,3858330520
2005-08-02,3864080640
2005-08-03,3806579440
2005-08-04,3812329560
2005-08-05,3749078239
2005-08-08,3783578960
2005-08-09,3818079680
2005-08-10,3875580880
2005-08-11,3846830280
2005-08-12,3852580400
2005-08-15,3812329560
2005-08-16,3668576560
2005-08-17,3708827400
2005-08-18,3576574640
2005-08-19,3570824520
2005-08-22,3582324760
2005-08-23,3570824520
2005-08-24,3570824520
2005-08-25,3576574640
2005-08-26,3559324280
2005-08-29,3570824520
2005-08-30,3542073920
2005-08-31,3570824520
2005-09-01,3490322840
2005-09-02,3513323320
2005-09-06,3576574640
2005-09-07,3588074880
2005-09-08,3553574160
2005-09-09,3570824520
2005-09-12,3530573680
2005-09-13,3507573200
2005-09-14,3501823080
2005-09-15,3513323320
2005-09-16,3490322840
2005-09-19,3427071520
2005-09-20,3329319480
2005-09-21,3335069600
2005-09-22,3369570320
2005-09-23,3300568880
2005-09-26,3392570800
2005-09-27,3386820680
2005-09-28,3266068160
2005-09-29,3300568880
2005-09-30,3409821160
2005-10-03,3450072000
2005-10-04,3455822120
2005-10-05,3461572239
2005-10-06,3593825000
2005-10-07,3714577520
2005-10-10,3731827880
2005-10-11,3691577040
2005-10-12,3645576080
2005-10-13,3668576560
2005-10-14,3697327160
2005-10-17,3668576560
2005-10-18,3657076320
2005-10-19,3783578960
2005-10-20,3697327160
2005-10-21,3737578000
2005-10-24,3812329560
2005-10-25,3772078720
2005-10-26,3708827400
2005-10-27,3576574640
2005-10-28,3720327640
2005-10-31,3851523520
2005-11-01,3880011120
2005-11-02,3982566480
2005-11-03,3691992960
2005-11-04,3674900400
2005-11-07,3635017760
2005-11-08,3606530160
2005-11-09,3635017760
2005-11-10,3697690480
2005-11-11,3714783039
2005-11-14,3743270640
2005-11-15,3589437600
2005-11-16,3566647520
2005-11-17,3703388000
2005-11-18,3680597920
2005-11-21,3766060720
2005-11-22,3771758240
2005-11-23,3817338400
2005-11-25,3845826000
2005-11-28,3862918560
2005-11-29,3925591280
2005-11-30,3919893760
2005-12-01,3965473920
2005-12-02,3988264000
2005-12-05,3988264000
2005-12-06,3919893760
2005-12-07,3942683840
2005-12-08,3908498720
2005-12-09,3914196240
2005-12-12,3880011120
2005-12-13,3988264000
2005-12-14,4062331760
2005-12-15,4022449120
2005-12-16,4022449120
2005-12-19,4045239200
2005-12-20,4096516880
2005-12-21,4068029280
2005-12-22,4193374720
2005-12-23,4221862320
2005-12-27,4107911920
2005-12-28,4119306960
2005-12-29,4142097039
2005-12-30,4113609440
2006-01-03,4193374720
2006-01-04,4227559840
2006-01-05,4142097039
2006-01-06,4187677200
2006-01-09,4301627600
2006-01-10,4324417680
2006-01-11,4335812720
2006-01-12,4341510240
2006-01-13,4347207760
2006-01-17,4273140000
2006-01-18,4227559840
2006-01-19,4273140000
2006-01-20,4142097039
2006-01-23,4068029280
2006-01-24,4147794560
2006-01-25,4119306960
2006-01-26,4125004480
2006-01-27,4176282160
2006-01-30,4086916400
2006-01-31,4041569200
2006-02-01,4041569200
2006-02-02,3950874800
2006-02-03,3848843600
2006-02-06,3848843600
2006-02-07,3871517200
2006-02-08,3860180400
2006-02-09,3899859200
2006-02-10,3877185600
2006-02-13,3843175200
2006-02-14,3831838400
2006-02-15,3899859200
2006-02-16,3899859200
2006-02-17,3854512000
2006-02-21,3786491200
2006-02-22,3996222000
2006-02-23,3956543200
2006-02-24,3984885200
2006-02-27,4035900800
2006-02-28,4013227200
2006-03-01,4058574400
2006-03-02,4030232400
2006-03-03,4018895600
2006-03-06,3990553600
2006-03-07,4001890400
2006-03-08,3996222000
2006-03-09,3911196000
2006-03-10,3945206400
2006-03-13,3950874800
2006-03-14,3973548400
2006-03-15,3996222000
2006-03-16,3939538000
2006-03-17,3894190800
2006-03-20,3956543200
2006-03-21,3956543200
2006-03-22,3990553600
2006-03-23,4069911200
2006-03-24,4098253200
2006-03-27,4086916400
2006-03-28,4086916400
2006-03-29,4115258400
2006-03-30,4132263600
2006-03-31,4137932000
2006-04-03,4081248000
2006-04-04,4115258400
2006-04-05,4120926799
2006-04-06,4273973600
2006-04-07,4273973600
2006-04-10,4205952800
2006-04-11,4188947600
2006-04-12,4171942400
2006-04-13,4205952800
2006-04-17,4183279200
2006-04-18,4245631600
2006-04-19,4290978800
2006-04-20,4290978800
2006-04-21,4194616000
2006-04-24,4166274000
2006-04-25,4228626400
2006-04-26,4211621200
2006-04-27,4290978800
2006-04-28,4341994400
2006-05-01,4294648800
2006-05-02,4232895680
2006-05-03,4244123520
2006-05-04,4131845120
2006-05-05,4176756480
2006-05-08,4210440000
2006-05-09,4193598240
2006-05-10,4159914720
2006-05-11,4137459040
2006-05-12,4002724960
2006-05-15,4053250240
2006-05-16,4070092000
2006-05-17,3879218720
2006-05-18,3862376960
2006-05-19,3873604800
2006-05-22,3940971839
2006-05-23,3924130080
2006-05-24,3935357920
2006-05-25,3918516160
2006-05-26,3912902240
2006-05-30,3862376960
2006-05-31,3963427520
2006-06-01,4030794560
2006-06-02,3985883200
2006-06-05,3879218720
2006-06-06,3884832640
2006-06-07,3789396000
2006-06-08,3783782080
2006-06-09,3806237760
2006-06-12,3766940320
2006-06-13,3755712480
2006-06-14,3783782080
2006-06-15,3867990880
2006-06-16,3834307360
2006-06-19,3783782080
2006-06-20,3789396000
2006-06-21,3856763040
2006-06-22,3834307360
2006-06-23,3823079520
2006-06-26,3867990880
2006-06-27,3806237760
2006-06-28,3845535200
2006-06-29,3974655360
2006-06-30,3935357920
2006-07-03,3890446560
2006-07-05,3750098560
2006-07-06,3649048000
2006-07-07,3598522720
2006-07-10,3615364480
2006-07-11,3682731520
2006-07-12,3598522720
2006-07-13,3536769600
2006-07-14,3441332960
2006-07-17,3559225280
2006-07-18,3508700000
2006-07-19,3553611360
2006-07-20,3469402560
2006-07-21,3435719040
2006-07-24,3508700000
2006-07-25,3598522720
2006-07-26,3547997440
2006-07-27,3441332960
2006-07-28,3497472160
2006-07-31,3447621600
2006-08-01,3370022400
2006-08-02,3375565200
2006-08-03,3225909600
2006-08-04,3220366800
2006-08-07,3220366800
2006-08-08,3203738400
2006-08-09,3192652800
2006-08-10,3259166400
2006-08-11,3187110000
2006-08-14,3159396000
2006-08-15,3270252000
2006-08-16,3259166400
2006-08-17,3275794800
2006-08-18,3309051600
2006-08-21,3275794800
2006-08-22,3286880400
2006-08-23,3286880400
2006-08-24,3275794800
2006-08-25,3281337600
2006-08-28,3292423200
2006-08-29,3292423200
2006-08-30,3325680000
2006-08-31,3392193600
2006-09-01,3453164400
2006-09-05,3414364800
2006-09-06,3381108000
2006-09-07,3353394000
2006-09-08,3458707200
2006-09-11,3508592400
2006-09-12,3564020400
2006-09-13,3480878400
2006-09-14,3586191600
2006-09-15,3597277200
2006-09-18,3602820000
2006-09-19,3536306400
2006-09-20,3602820000
2006-09-21,3536306400
2006-09-22,3536306400
2006-09-25,3586191600
2006-09-26,3602820000
2006-09-27,3530763600
2006-09-28,3575106000
2006-09-29,3519678000
2006-10-02,3569563200
2006-10-03,3636076800
2006-10-04,3735847200
2006-10-05,4001901600
2006-10-06,3952016400
2006-10-09,3990816000
2006-10-10,4073958000
2006-10-11,4051786800
2006-10-12,4245784800
2006-10-13,4206985200
2006-10-16,4245784800
2006-10-17,4184814000
2006-10-18,4168185600
2006-10-19,4129386000
2006-10-20,4123843200
2006-10-23,4267956000
2006-10-24,4168185600
2006-10-25,4129386000
2006-10-26,4206985200
2006-10-27,4107214800
2006-10-30,4127496000
2006-10-31,4045056000
2006-11-01,3924144000
2006-11-02,4193448000
2006-11-03,4226424000
2006-11-06,4297872000
2006-11-07,4281384000
2006-11-08,4308864000
2006-11-09,4259400000
2006-11-10,4314360000
2006-11-13,4281384000
2006-11-14,4165968000
2006-11-15,4281384000
2006-11-16,4253904000
2006-11-17,4176960000
2006-11-20,4165968000
2006-11-21,4187952000
2006-11-22,4176960000
2006-11-24,4116504000
2006-11-27,4056048000
2006-11-28,4045056000
2006-11-29,4127496000
2006-11-30,4253904000
2006-12-01,4165968000
2006-12-04,4242912000
2006-12-05,4248408000
2006-12-06,4253904000
2006-12-07,4248408000
2006-12-08,4149480000
2006-12-11,4160472000
2006-12-12,4176960000
2006-12-13,4149480000
2006-12-14,4209936000
2006-12-15,4204440000
2006-12-18,4138488000
2006-12-19,4127496000
2006-12-20,4116504000
2006-12-21,4100016000
2006-12-22,4072536000
2006-12-26,4023072000
2006-12-27,4083528000
2006-12-28,4094520000
2006-12-29,4028568000
2007-01-03,4187952000
2007-01-04,4286880000
2007-01-05,4314360000
2007-01-08,4341840000
2007-01-09,4396800000
2007-01-10,4413288000
2007-01-11,4418784000
2007-01-12,4572672000
2007-01-16,4583664000
2007-01-17,4550688000
2007-01-18,4534200000
2007-01-19,4446264000
2007-01-22,4407792000
2007-01-23,4391304000
2007-01-24,4418784000
2007-01-25,4374816000
2007-01-26,4396800000
2007-01-29,4391304000
2007-01-30,4435272000
2007-01-31,4451760000
2007-02-01,4495728000
2007-02-02,4479240000
2007-02-05,4386784000
2007-02-06,4414201400
2007-02-07,4441618800
2007-02-08,4507420560
2007-02-09,4490970120
2007-02-12,4496453600
2007-02-13,4578705800
2007-02-14,4748693680
2007-02-15,4770627600
2007-02-16,4770627600
2007-02-20,4732243240
2007-02-21,4721276280
2007-02-22,4693858880
2007-02-23,4677408440
2007-02-26,4644507560
2007-02-27,4512904040
2007-02-28,4490970120
2007-03-01,4474519680
2007-03-02,4430651840
2007-03-05,4353883120
2007-03-06,4359366600
2007-03-07,4375817040
2007-03-08,4403234440
2007-03-09,4452585760
2007-03-12,4501937080
2007-03-13,4359366600
2007-03-14,4315498760
2007-03-15,4320982240
2007-03-16,4337432680
2007-03-19,4452585760
2007-03-20,4567738840
2007-03-21,4573222320
2007-03-22,4710309320
2007-03-23,4726759760
2007-03-26,4748693680
2007-03-27,4759660640
2007-03-28,4726759760
2007-03-29,4682891920
2007-03-30,4715792800
2007-04-02,4704825840
2007-04-03,4726759760
2007-04-04,4721276280
2007-04-05,4721276280
2007-04-09,4710309320
2007-04-10,4704825840
2007-04-11,4633540600
2007-04-12,4660958000
2007-04-13,4606123200
2007-04-16,4765144120
2007-04-17,4781594560
2007-04-18,4715792800
2007-04-19,4732243240
2007-04-20,4748693680
2007-04-23,4726759760
2007-04-24,4677408440
2007-04-25,4671924960
2007-04-26,4639024080
2007-04-27,4622573640
2007-04-30,4545804920
2007-05-01,4584189280
2007-05-02,4600639720
2007-05-03,4595156240
2007-05-04,4556771880
2007-05-07,4560463040
2007-05-08,4522368480
2007-05-09,4609441760
2007-05-10,4544136800
2007-05-11,4587673440
2007-05-14,4511484320
2007-05-15,4495158080
2007-05-16,4571347200
2007-05-17,4609441760
2007-05-18,4696515040
2007-05-21,4691072960
2007-05-22,4642094240
2007-05-23,4620325920
2007-05-24,4457063520
2007-05-25,4386316480
2007-05-29,4386316480
2007-05-30,4440737280
2007-05-31,4467947680
2007-06-01,4467947680
2007-06-04,4435295200
2007-06-05,4364548160
2007-06-06,4272032800
2007-06-07,4233938240
2007-06-08,4266590720
2007-06-11,4239380320
2007-06-12,4174075360
2007-06-13,4255706560
2007-06-14,4228496160
2007-06-15,4239380320
2007-06-18,4277474880
2007-06-19,4255706560
2007-06-20,4272032800
2007-06-21,4266590720
2007-06-22,4261148640
2007-06-25,4212169920
2007-06-26,4184959520
2007-06-27,4212169920
2007-06-28,4201285760
2007-06-29,4190401600
2007-07-02,4184959520
2007-07-03,4195843680
2007-07-05,4212169920
2007-07-06,4233938240
2007-07-09,4206727840
2007-07-10,4114212480
2007-07-11,4092444160
2007-07-12,4331895680
2007-07-13,4337337760
2007-07-16,4282916960
2007-07-17,4206727840
2007-07-18,4184959520
2007-07-19,4233938240
2007-07-20,4217612000
2007-07-23,4228496160
2007-07-24,4130538720
2007-07-25,4059791680
2007-07-26,3978160480
2007-07-27,3978160480
2007-07-30,4048907520
2007-07-31,3934623840
2007-08-01,3956392160
2007-08-02,3983602560
2007-08-03,3755035200
2007-08-06,3747880520
2007-08-07,3919949640
2007-08-08,4038247160
2007-08-09,3817783600
2007-08-10,3812406440
2007-08-13,3785520640
2007-08-14,3651091640
2007-08-15,3511285480
2007-08-16,3597320040
2007-08-17,3699486080
2007-08-20,3672600280
2007-08-21,3683354600
2007-08-22,3640337320
2007-08-23,3570434240
2007-08-24,3753257680
2007-08-27,3597320040
2007-08-28,3575811400
2007-08-29,3645714480
2007-08-30,3672600280
2007-08-31,3742503360
2007-09-04,3677977440
2007-09-05,3613451520
2007-09-06,3651091640
2007-09-07,3565057080
2007-09-10,3516662640
2007-09-11,3602697200
2007-09-12,3527416960
2007-09-13,3565057080
2007-09-14,3581188560
2007-09-17,3516662640
2007-09-18,3726371880
2007-09-19,3661845960
2007-09-20,3559679920
2007-09-21,3565057080
2007-09-24,3495154000
2007-09-25,3452136720
2007-09-26,3457513880
2007-09-27,3446759560
2007-09-28,3446759560
2007-10-01,3511285480
2007-10-02,3613451520
2007-10-03,3629583000
2007-10-04,3591942880
2007-10-05,3699486080
2007-10-08,3699486080
2007-10-09,3645714480
2007-10-10,3720994720
2007-10-11,3876932360
2007-10-12,3898441000
2007-10-15,3780143480
2007-10-16,3715617560
2007-10-17,3720994720
2007-10-18,3651091640
2007-10-19,3516662640
2007-10-22,3629583000
2007-10-23,3527416960
2007-10-24,3565057080
2007-10-25,3516662640
2007-10-26,3554302760
2007-10-29,3591942880
2007-10-30,3608074360
2007-10-31,3634960160
2007-11-01,3441382400
2007-11-02,3473645360
2007-11-05,3373221600
2007-11-06,3431655360
2007-11-07,3378533760
2007-11-08,3389158080
2007-11-09,3325412160
2007-11-12,3447591840
2007-11-13,3601644480
2007-11-14,3479464800
2007-11-15,3426343200
2007-11-16,3452904000
2007-11-19,3320100000
2007-11-20,3421031040
2007-11-21,3458216160
2007-11-23,3484776960
2007-11-26,3436967520
2007-11-27,3436967520
2007-11-28,3474152640
2007-11-29,3431655360
2007-11-30,3506025600
2007-12-03,3511337760
2007-12-04,3532586400
2007-12-05,3553835040
2007-12-06,3644141760
2007-12-07,3654766080
2007-12-10,3649453920
2007-12-11,3468840480
2007-12-12,3458216160
2007-12-13,3383845920
2007-12-14,3320100000
2007-12-17,3341348640
2007-12-18,3304163520
2007-12-19,3277602720
2007-12-20,3399782400
2007-12-21,3436967520
2007-12-24,3458216160
2007-12-26,3383845920
2007-12-27,3351972960
2007-12-28,3367909440
2007-12-31,3394470240
2008-01-02,3320100000
2008-01-03,3224481120
2008-01-04,3075740640
2008-01-07,3017306880
2008-01-08,2852629920
2008-01-09,2932312320
2008-01-10,3261666240
2008-01-11,3235105440
2008-01-14,3261666240
2008-01-15,3181983840
2008-01-16,3288227040
2008-01-17,3330724320
2008-01-18,3325412160
2008-01-22,3521962080
2008-01-23,3644141760
2008-01-24,3723824160
2008-01-25,3511337760
2008-01-28,3739760640
2008-01-29,3819443040
2008-01-30,3750384960
2008-01-31,3872564640
2008-02-01,3968183520
2008-02-04,3697943040
2008-02-05,3613898880
2008-02-06,3556118520
2008-02-07,3671679240
2008-02-08,3613898880
2008-02-11,3666426480
2008-02-12,3703195800
2008-02-13,3687437520
2008-02-14,3613898880
2008-02-15,3613898880
2008-02-19,3582382320
2008-02-20,3718954080
2008-02-21,3676932000
2008-02-22,3718954080
2008-02-25,3802998240
2008-02-26,3866031360
2008-02-27,3829262040
2008-02-28,3724206840
2008-02-29,3655920960
2008-03-03,3708448560
2008-03-04,3776734440
2008-03-05,3808251000
2008-03-06,3781987200
2008-03-07,3645415440
2008-03-10,3577129560
2008-03-11,3755723400
2008-03-12,3734712360
2008-03-13,3792492720
2008-03-14,3697943040
2008-03-17,3608646120
2008-03-18,3713701320
2008-03-19,3661173720
2008-03-20,4070889000
2008-03-24,4013108640
2008-03-25,4028866920
2008-03-26,3944822760
2008-03-27,3929064480
2008-03-28,3829262040
2008-03-31,3934317240
2008-04-01,4081394520
2008-04-02,4070889000
2008-04-03,4091900040
2008-04-04,4123416600
2008-04-07,4023614160
2008-04-08,3981592080
2008-04-09,3902800680
2008-04-10,4139174880
2008-04-11,4112911080
2008-04-14,4196955240
2008-04-15,4196955240
2008-04-16,4333527000
2008-04-17,4296757680
2008-04-18,4386054600
2008-04-21,4422823920
2008-04-22,4312515960
2008-04-23,4365043560
2008-04-24,4422823920
2008-04-25,4496362560
2008-04-28,4470098760
2008-04-29,4496362560
2008-04-30,4396560120
2008-05-01,4517373600
2008-05-02,4496362560
2008-05-05,4371696000
2008-05-06,4408126800
2008-05-07,4402922400
2008-05-08,4496601600
2008-05-09,4548645600
2008-05-12,4668346800
2008-05-13,4736004000
2008-05-14,4683960000
2008-05-15,4803661200
2008-05-16,4621507200
2008-05-19,4579872000
2008-05-20,4543441200
2008-05-21,4439353200
2008-05-22,4616302800
2008-05-23,4600689600
2008-05-27,4657938000
2008-05-28,4803661200
2008-05-29,4788048000
2008-05-30,4762026000
2008-06-02,4668346800
2008-06-03,4751617200
2008-06-04,4678755600
2008-06-05,4871318400
2008-06-06,4756821600
2008-06-09,4746412800
2008-06-10,4788048000
2008-06-11,4704777600
2008-06-12,4751617200
2008-06-13,4850500800
2008-06-16,4933771200
2008-06-17,4845296400
2008-06-18,4762026000
2008-06-19,4938975600
2008-06-20,4850500800
2008-06-23,4897340400
2008-06-24,4824478800
2008-06-25,4897340400
2008-06-26,4746412800
2008-06-27,4736004000
2008-06-30,4621507200
2008-07-01,4762026000
2008-07-02,4709982000
2008-07-03,4668346800
2008-07-07,4824478800
2008-07-08,4944180000
2008-07-09,4876522800
2008-07-10,4866114000
2008-07-11,4912953600
2008-07-14,4944180000
2008-07-15,4834887600
2008-07-16,5074290000
2008-07-17,5147151600
2008-07-18,5063881200
2008-07-21,5115925200
2008-07-22,5162764800
2008-07-23,5095107600
2008-07-24,4938975600
2008-07-25,4860909600
2008-07-28,4720390800
2008-07-29,4881727200
2008-07-30,5017041600
2008-07-31,4938975600
2008-08-01,4912953600
2008-08-04,4909654400
2008-08-05,5043741600
2008-08-06,4997326800
2008-08-07,4976698000
2008-08-08,5100470800
2008-08-11,5079842000
2008-08-12,4945754800
2008-08-13,4894182800
2008-08-14,5012798400
2008-08-15,5069527600
2008-08-18,5023112800
2008-08-19,4945754800
2008-08-20,4904497200
2008-08-21,5012798400
2008-08-22,5095313600
2008-08-25,5033427200
2008-08-26,5115942400
2008-08-27,5105628000
2008-08-28,5188143200
2008-08-29,5182986000
2008-09-02,5188143200
2008-09-03,5177828800
2008-09-04,5110785200
2008-09-05,5182986000
2008-09-08,5327387600
2008-09-09,5152042800
2008-09-10,5280972800
2008-09-11,5198457600
2008-09-12,5033427200
2008-09-15,4914811600
2008-09-16,5084999200
2008-09-17,4827139200
2008-09-18,4827139200
2008-09-19,4827139200
2008-09-22,4615694000
2008-09-23,4641480000
2008-09-24,4548650400
2008-09-25,4656951600
2008-09-26,4754938400
2008-09-29,4667266000
2008-09-30,4744624000
2008-10-01,4703366400
2008-10-02,4430034800
2008-10-03,4347519600
2008-10-06,4172174800
2008-10-07,3919472000
2008-10-08,3950415200
2008-10-09,3610040000
2008-10-10,3640983200
2008-10-13,3836956800
2008-10-14,3862742800
2008-10-15,3496581600
2008-10-16,3775070400
2008-10-17,3738970000
2008-10-20,3836956800
2008-10-21,3873057200
2008-10-22,3795699200
2008-10-23,3749284400
2008-10-24,3713184000
2008-10-27,3604882800
2008-10-28,4084502400
2008-10-29,4151546000
2008-10-30,4079345200
2008-10-31,4213432400
2008-11-03,3908883040
2008-11-04,4005086120
2008-11-05,3797490000
2008-11-06,3726603520
2008-11-07,3706350240
2008-11-10,3620273800
2008-11-11,3508880760
2008-11-12,3336727880
2008-11-13,3594957200
2008-11-14,3321537920
2008-11-17,3215208200
2008-11-18,3225334840
2008-11-19,2977232160
2008-11-20,2800015960
2008-11-21,2992422120
2008-11-24,3174701640
2008-11-25,3255714760
2008-11-26,3473437520
2008-11-28,3356981160
2008-12-01,3053181960
2008-12-02,3093688520
2008-12-03,3291158000
2008-12-04,3524070720
2008-12-05,3711413560
2008-12-08,3640527080
2008-12-09,3458247560
2008-12-10,3615210480
2008-12-11,3448120920
2008-12-12,3539260680
2008-12-15,3488627480
2008-12-16,3746856800
2008-12-17,3751920120
2008-12-18,3767110080
2008-12-19,3696223600
2008-12-22,3670907000
2008-12-23,3610147160
2008-12-24,3665843680
2008-12-26,3696223600
2008-12-29,3605083840
2008-12-30,3736730160
2008-12-31,3762046760
2009-01-02,3898756400
2009-01-05,3832933240
2009-01-06,3802553320
2009-01-07,3853186520
2009-01-08,4000022800
2009-01-09,3797490000
2009-01-12,3736730160
2009-01-13,3751920120
2009-01-14,3701286920
2009-01-15,3858249840
2009-01-16,3903819720
2009-01-20,3736730160
2009-01-21,3929136320
2009-01-22,3959516240
2009-01-23,3949389600
2009-01-26,4005086120
2009-01-27,3919009680
2009-01-28,3924073000
2009-01-29,3812679960
2009-01-30,3726603520
2009-02-02,3645994080
2009-02-03,3675920160
2009-02-04,3521302080
2009-02-05,3820562880
2009-02-06,4064959200
2009-02-09,4025057760
2009-02-10,3925304160
2009-02-11,3890390400
2009-02-12,3960217920
2009-02-13,3830538240
2009-02-17,3780661440
2009-02-18,3760710720
2009-02-19,3790636800
2009-02-20,3840513600
2009-02-23,3700858560
2009-02-24,3800612160
2009-02-25,3775673760
2009-02-26,3631031040
2009-02-27,3680907840
2009-03-02,3631031040
2009-03-03,3611080320
2009-03-04,3785649120
2009-03-05,3780661440
2009-03-06,3670932480
2009-03-09,3655969440
2009-03-10,3900365760
2009-03-11,3970193280
2009-03-12,4124811360
2009-03-13,4114836000
2009-03-16,4020070080
2009-03-17,4159725120
2009-03-18,4254491039
2009-03-19,4219577280
2009-03-20,4229552640
2009-03-23,4404121440
2009-03-24,4379183040
2009-03-25,4349256960
2009-03-26,4578690240
2009-03-27,4573702560
2009-03-30,4538788800
2009-03-31,4473948960
2009-04-01,4523825760
2009-04-02,4613604000
2009-04-03,4608616320
2009-04-06,4693406880
2009-04-07,4553751840
2009-04-08,4723332960
2009-04-09,4947778560
