,KO
2004-08-25,107347140000
2004-08-26,107637660000
2004-08-27,108267120000
2004-08-30,107395560000
2004-08-31,108267120000
2004-09-01,108073440000
2004-09-02,109816560000
2004-09-03,110155500000
2004-09-07,110494440000
2004-09-08,105216660000
2004-09-09,105313500000
2004-09-10,104006160000
2004-09-13,103618800000
2004-09-14,103812480000
2004-09-15,99648359999
2004-09-16,96936840000
2004-09-17,97566300000
2004-09-20,97905240000
2004-09-21,98583120000
2004-09-22,97856820000
2004-09-23,96888420000
2004-09-24,96840000000
2004-09-27,95968440000
2004-09-28,96840000000
2004-09-29,96840000000
2004-09-30,96456360000
2004-10-01,97130880000
2004-10-04,98190840000
2004-10-05,97901760000
2004-10-06,98528100000
2004-10-07,96649080000
2004-10-08,96360000000
2004-10-11,96360000000
2004-10-12,95830020000
2004-10-13,94914600000
2004-10-14,94288260000
2004-10-15,94432800000
2004-10-18,94529160000
2004-10-19,94866420000
2004-10-20,95059140000
2004-10-21,95107320000
2004-10-22,93710100000
2004-10-25,93083760000
2004-10-26,94673700000
2004-10-27,97371780000
2004-10-28,97564500000
2004-10-29,97949939999
2004-11-01,97660860000
2004-11-02,97901760000
2004-11-03,98431740000
2004-11-04,99636240000
2004-11-05,99732600000
2004-11-08,99443520000
2004-11-09,99347160000
2004-11-10,99202620000
2004-11-11,98672640000
2004-11-12,98239020000
2004-11-15,97757220000
2004-11-16,96986340000
2004-11-17,97034520000
2004-11-18,97034520000
2004-11-19,95685480000
2004-11-22,96022740000
2004-11-23,95685480000
2004-11-24,95878200000
2004-11-26,96022740000
2004-11-29,95685480000
2004-11-30,94721880000
2004-12-01,95830020000
2004-12-02,97371780000
2004-12-03,98094480000
2004-12-06,97323600000
2004-12-07,96745439999
2004-12-08,97323600000
2004-12-09,98335380000
2004-12-10,97660860000
2004-12-13,98431740000
2004-12-14,99491700000
2004-12-15,99925320000
2004-12-16,99106260000
2004-12-17,98672640000
2004-12-20,98672640000
2004-12-21,98769000000
2004-12-22,100166220000
2004-12-23,99973500000
2004-12-27,100310760000
2004-12-28,100840740000
2004-12-29,100118040000
2004-12-30,100310760000
2004-12-31,100310760000
2005-01-03,100069860000
2005-01-04,98672640000
2005-01-05,98239020000
2005-01-06,99058080000
2005-01-07,99154439999
2005-01-10,99732600000
2005-01-11,99154439999
2005-01-12,99154439999
2005-01-13,98142660000
2005-01-14,98720820000
2005-01-18,99395340000
2005-01-19,99009900000
2005-01-20,99588060000
2005-01-21,98528100000
2005-01-24,98672640000
2005-01-25,99347160000
2005-01-26,100407120000
2005-01-27,100599840000
2005-01-28,99973500000
2005-01-31,99973500000
2005-02-01,99780780000
2005-02-02,100985280000
2005-02-03,100551660000
2005-02-04,102334320000
2005-02-07,102382500000
2005-02-08,102719760000
2005-02-09,103008840000
2005-02-10,102382500000
2005-02-11,103008840000
2005-02-14,103249740000
2005-02-15,102719760000
2005-02-16,104309700000
2005-02-17,103587000000
2005-02-18,103490640000
2005-02-22,103057020000
2005-02-23,102575220000
2005-02-24,102767939999
2005-02-25,103635180000
2005-02-28,103105200000
2005-03-01,104261520000
2005-03-02,103683360000
2005-03-03,104020620000
2005-03-04,105128760000
2005-03-07,105321480000
2005-03-08,104598780000
2005-03-09,104116980000
2005-03-10,103779720000
2005-03-11,102334320000
2005-03-14,101997060000
2005-03-15,101756160000
2005-03-16,101033460000
2005-03-17,101178000000
2005-03-18,99877140000
2005-03-21,100214400000
2005-03-22,99732600000
2005-03-23,99202620000
2005-03-24,99250800000
2005-03-28,99058080000
2005-03-29,99732600000
2005-03-30,101081640000
2005-03-31,99990320000
2005-04-01,99270620000
2005-04-04,99510520000
2005-04-05,100422140000
2005-04-06,100086280000
2005-04-07,101045880000
2005-04-08,100997900000
2005-04-11,100470120000
2005-04-12,101573660000
2005-04-13,100997900000
2005-04-14,100949920000
2005-04-15,99030720000
2005-04-18,98311020000
2005-04-19,101717600000
2005-04-20,100470120000
2005-04-21,100710020000
2005-04-22,101093860000
2005-04-25,102389320000
2005-04-26,103061040000
2005-04-27,102725180000
2005-04-28,102437300000
2005-04-29,104212560000
2005-05-02,104548420000
2005-05-03,104980240000
2005-05-04,105364080000
2005-05-05,105891860000
2005-05-06,106035800000
2005-05-09,106947420000
2005-05-10,106131760000
2005-05-11,106227720000
2005-05-12,105987820000
2005-05-13,105843880000
2005-05-16,106179740000
2005-05-17,106515600000
2005-05-18,107763080000
2005-05-19,108578740000
2005-05-20,108098940000
2005-05-23,107907020000
2005-05-24,108002980000
2005-05-25,107715100000
2005-05-26,107715100000
2005-05-27,107763080000
2005-05-31,107091360000
2005-06-01,106995400000
2005-06-02,107427220000
2005-06-03,106131760000
2005-06-06,105508020000
2005-06-07,105843880000
2005-06-08,105316100000
2005-06-09,104692360000
2005-06-10,105460040000
2005-06-13,104596400000
2005-06-14,104932260000
2005-06-15,104692360000
2005-06-16,105028220000
2005-06-17,105699940000
2005-06-20,105364080000
2005-06-21,104788320000
2005-06-22,104164580000
2005-06-23,103348920000
2005-06-24,101237800000
2005-06-27,101573660000
2005-06-28,102869120000
2005-06-29,102437300000
2005-06-30,100182240000
2005-07-01,100652480000
2005-07-05,101081600000
2005-07-06,100032640000
2005-07-07,99555840000
2005-07-08,101892160000
2005-07-11,101987520000
2005-07-12,102082880000
2005-07-13,102321280000
2005-07-14,102941120000
2005-07-15,102702720000
2005-07-18,102321280000
2005-07-19,103322560000
2005-07-20,103322560000
2005-07-21,104800640000
2005-07-22,104991360000
2005-07-25,104037760000
2005-07-26,104180800000
2005-07-27,104896000000
2005-07-28,105849600000
2005-07-29,104323840000
2005-08-01,104609920000
2005-08-02,105563520000
2005-08-03,106517120000
2005-08-04,105754240000
2005-08-05,105039040000
2005-08-08,104133120000
2005-08-09,105134400000
2005-08-10,104657600000
2005-08-11,105182080000
2005-08-12,103894720000
2005-08-15,103799360000
2005-08-16,103227200000
2005-08-17,103274880000
2005-08-18,103799360000
2005-08-19,105849600000
2005-08-22,105563520000
2005-08-23,105372800000
2005-08-24,104514560000
2005-08-25,104466880000
2005-08-26,103894720000
2005-08-29,104896000000
2005-08-30,103465600000
2005-08-31,104896000000
2005-09-01,104609920000
2005-09-02,104657600000
2005-09-06,106135680000
2005-09-07,106421760000
2005-09-08,105563520000
2005-09-09,105039040000
2005-09-12,105515840000
2005-09-13,104085439999
2005-09-14,103751680000
2005-09-15,104037760000
2005-09-16,103465600000
2005-09-19,103370240000
2005-09-20,102273600000
2005-09-21,100747840000
2005-09-22,100652480000
2005-09-23,100986240000
2005-09-26,101033920000
2005-09-27,100938560000
2005-09-28,102225920000
2005-09-29,102750400000
2005-09-30,102168000000
2005-10-03,102215300000
2005-10-04,101789600000
2005-10-05,100796300000
2005-10-06,101032800000
2005-10-07,99803000000
2005-10-10,99282700000
2005-10-11,98525899999
2005-10-12,98667800000
2005-10-13,98667800000
2005-10-14,99519200000
2005-10-17,99566500000
2005-10-18,98762400000
2005-10-19,98857000000
2005-10-20,99566500000
2005-10-21,99140800000
2005-10-24,100276000000
2005-10-25,100417900000
2005-10-26,100134100000
2005-10-27,99661100000
2005-10-28,101316600000
2005-10-31,101174700000
2005-11-01,100843600000
2005-11-02,100654400000
2005-11-03,100701700000
2005-11-04,100039500000
2005-11-07,100323300000
2005-11-08,99661100000
2005-11-09,99755700000
2005-11-10,100559800000
2005-11-11,101127400000
2005-11-14,100701700000
2005-11-15,100417900000
2005-11-16,99661100000
2005-11-17,99046200000
2005-11-18,99803000000
2005-11-21,99661100000
2005-11-22,100134100000
2005-11-23,100843600000
2005-11-25,101222000000
2005-11-28,101174700000
2005-11-29,101836900000
2005-11-30,100985500000
2005-12-01,101316600000
2005-12-02,101269300000
2005-12-05,100843600000
2005-12-06,100607100000
2005-12-07,99803000000
2005-12-08,99046200000
2005-12-09,98147500000
2005-12-12,97296100000
2005-12-13,96870400000
2005-12-14,97201500000
2005-12-15,97343399999
2005-12-16,97485300000
2005-12-19,97958300000
2005-12-20,97485300000
2005-12-21,97485300000
2005-12-22,97627200000
2005-12-23,97296100000
2005-12-27,96917700000
2005-12-28,96444700000
2005-12-29,96019000000
2005-12-30,95356800000
2006-01-03,96728500000
2006-01-04,96539300000
2006-01-05,97012300000
2006-01-06,97958300000
2006-01-09,98431300000
2006-01-10,98478600000
2006-01-11,98573200000
2006-01-12,98005600000
2006-01-13,97721800000
2006-01-17,97059600000
2006-01-18,96539300000
2006-01-19,96775800000
2006-01-20,94836500000
2006-01-23,95782500000
2006-01-24,96728500000
2006-01-25,97296100000
2006-01-26,98100200000
2006-01-27,99282700000
2006-01-30,98762400000
2006-01-31,97863700000
2006-02-01,98147500000
2006-02-02,97532600000
2006-02-03,96681200000
2006-02-06,96823100000
2006-02-07,97059600000
2006-02-08,97532600000
2006-02-09,96965000000
2006-02-10,97343399999
2006-02-13,96350100000
2006-02-14,97769100000
2006-02-15,97769100000
2006-02-16,98384000000
2006-02-17,98809700000
2006-02-21,98998900000
2006-02-22,99519200000
2006-02-23,99424600000
2006-02-24,99897600000
2006-02-27,100607100000
2006-02-28,99282700000
2006-03-01,100086800000
2006-03-02,99140800000
2006-03-03,98857000000
2006-03-06,99235400000
2006-03-07,98857000000
2006-03-08,99897600000
2006-03-09,100276000000
2006-03-10,101174700000
2006-03-13,100512500000
2006-03-14,101174700000
2006-03-15,101080100000
2006-03-16,100985500000
2006-03-17,101174700000
2006-03-20,101458500000
2006-03-21,101127400000
2006-03-22,101174700000
2006-03-23,100323300000
2006-03-24,100890899999
2006-03-27,100276000000
2006-03-28,99708399999
2006-03-29,99708399999
2006-03-30,99613800000
2006-03-31,98418000000
2006-04-03,98418000000
2006-04-04,98888000000
2006-04-05,98606000000
2006-04-06,97995000000
2006-04-07,97196000000
2006-04-10,97478000000
2006-04-11,97008000000
2006-04-12,96679000000
2006-04-13,96961000000
2006-04-17,96444000000
2006-04-18,97055000000
2006-04-19,97995000000
2006-04-20,98277000000
2006-04-21,98371000000
2006-04-24,97666000000
2006-04-25,97196000000
2006-04-26,98042000000
2006-04-27,98841000000
2006-04-28,98606000000
2006-05-01,98653000000
2006-05-02,99264000000
2006-05-03,98512000000
2006-05-04,98888000000
2006-05-05,100392000000
2006-05-08,101943000000
2006-05-09,102648000000
2006-05-10,102413000000
2006-05-11,101943000000
2006-05-12,101473000000
2006-05-15,103259000000
2006-05-16,103024000000
2006-05-17,102366000000
2006-05-18,102366000000
2006-05-19,102554000000
2006-05-22,102460000000
2006-05-23,102413000000
2006-05-24,103494000000
2006-05-25,104293000000
2006-05-26,104575000000
2006-05-30,102648000000
2006-05-31,103494000000
2006-06-01,103212000000
2006-06-02,103165000000
2006-06-05,102037000000
2006-06-06,102225000000
2006-06-07,101943000000
2006-06-08,101990000000
2006-06-09,102366000000
2006-06-12,101802000000
2006-06-13,100862000000
2006-06-14,100627000000
2006-06-15,101144000000
2006-06-16,101567000000
2006-06-19,100862000000
2006-06-20,100580000000
2006-06-21,101050000000
2006-06-22,100768000000
2006-06-23,100486000000
2006-06-26,100674000000
2006-06-27,99875000000
2006-06-28,99687000000
2006-06-29,101191000000
2006-06-30,100752840000
2006-07-03,101595960000
2006-07-05,100752840000
2006-07-06,101502280000
2006-07-07,101127560000
2006-07-10,102204880000
2006-07-11,102626440000
2006-07-12,102064360000
2006-07-13,100940200000
2006-07-14,99862880000
2006-07-17,100003400000
2006-07-18,102017520000
2006-07-19,102626440000
2006-07-20,102673280000
2006-07-21,102813800000
2006-07-24,103048000000
2006-07-25,103656920000
2006-07-26,104125320000
2006-07-27,103797440000
2006-07-28,104265840000
2006-07-31,104219000000
2006-08-01,103797440000
2006-08-02,103797440000
2006-08-03,103094840000
2006-08-04,102720120000
2006-08-07,102158040000
2006-08-08,102626440000
2006-08-09,102485920000
2006-08-10,102813800000
2006-08-11,102485920000
2006-08-14,103048000000
2006-08-15,103797440000
2006-08-16,103844280000
2006-08-17,103469560000
2006-08-18,103797440000
2006-08-21,103516400000
2006-08-22,104031640000
2006-08-23,103797440000
2006-08-24,104219000000
2006-08-25,104265840000
2006-08-28,104734240000
2006-08-29,105717880000
2006-08-30,105296320000
2006-08-31,104968440000
2006-09-01,105577360000
2006-09-05,105343160000
2006-09-06,104687400000
2006-09-07,104219000000
2006-09-08,104453200000
2006-09-11,104359520000
2006-09-12,104874760000
2006-09-13,104500040000
2006-09-14,104406360000
2006-09-15,104453200000
2006-09-18,104078480000
2006-09-19,103937960000
2006-09-20,104125320000
2006-09-21,103516400000
2006-09-22,103048000000
2006-09-25,103984800000
2006-09-26,104546880000
2006-09-27,104734240000
2006-09-28,105296320000
2006-09-29,103702280000
2006-10-02,103284500000
2006-10-03,103423760000
2006-10-04,103980800000
2006-10-05,104073640000
2006-10-06,103887960000
2006-10-09,103098820000
2006-10-10,102263260000
2006-10-11,102402520000
2006-10-12,102263260000
2006-10-13,102170420000
2006-10-16,102727460000
2006-10-17,101613380000
2006-10-18,102031160000
2006-10-19,104259320000
2006-10-20,108529960000
2006-10-23,109736880000
2006-10-24,109179840000
2006-10-25,109551200000
2006-10-26,109411940000
2006-10-27,108808480000
2006-10-30,108529960000
2006-10-31,108437120000
2006-11-01,108251440000
2006-11-02,108437120000
2006-11-03,107926500000
2006-11-06,108669220000
2006-11-07,108901320000
2006-11-08,108808480000
2006-11-09,108251440000
2006-11-10,107880080000
2006-11-13,107740820000
2006-11-14,108065760000
2006-11-15,108251440000
2006-11-16,109411940000
2006-11-17,109690460000
2006-11-20,109179840000
2006-11-21,109087000000
2006-11-22,109319100000
2006-11-24,108901320000
2006-11-27,108065760000
2006-11-28,108344280000
2006-11-29,108251440000
2006-11-30,108715640000
2006-12-01,108112180000
2006-12-04,108715640000
2006-12-05,111408000000
2006-12-06,112289980000
2006-12-07,113079120000
2006-12-08,113543320000
2006-12-11,113311220000
2006-12-12,113496900000
2006-12-13,113357640000
2006-12-14,113729000000
2006-12-15,113543320000
2006-12-18,113496900000
2006-12-19,113218380000
2006-12-20,113171960000
2006-12-21,112939859999
2006-12-22,112289980000
2006-12-26,112707760000
2006-12-27,113032700000
2006-12-28,112661340000
2006-12-29,112011460000
2007-01-03,112414120000
2007-01-04,112460400000
2007-01-05,111673640000
2007-01-08,112414120000
2007-01-09,112506680000
2007-01-10,112645520000
2007-01-11,112784360000
2007-01-12,112367840000
2007-01-16,112229000000
2007-01-17,112460400000
2007-01-18,111905040000
2007-01-19,111673640000
2007-01-22,111164560000
2007-01-23,111349680000
2007-01-24,111395960000
2007-01-25,110933160000
2007-01-26,110701760000
2007-01-29,110424080000
2007-01-30,110655480000
2007-01-31,110794320000
2007-02-01,111303400000
2007-02-02,111627360000
2007-02-05,110840600000
2007-02-06,111210840000
2007-02-07,111164560000
2007-02-08,110748040000
2007-02-09,110516640000
2007-02-12,110886880000
2007-02-13,111581080000
2007-02-14,110794320000
2007-02-15,110748040000
2007-02-16,110794320000
2007-02-20,110562920000
2007-02-21,110100120000
2007-02-22,109452200000
2007-02-23,109359640000
2007-02-26,110424080000
2007-02-27,107369600000
2007-02-28,108017520000
2007-03-01,107647280000
2007-03-02,106212600000
2007-03-05,107091920000
2007-03-06,108572880000
2007-03-07,108202640000
2007-03-08,109081960000
2007-03-09,110100120000
2007-03-12,110979440000
2007-03-13,108896840000
2007-03-14,108850560000
2007-03-15,108943120000
2007-03-16,109267080000
2007-03-19,109544760000
2007-03-20,110192680000
2007-03-21,111673640000
2007-03-22,111673640000
2007-03-23,111210840000
2007-03-26,111395960000
2007-03-27,111118280000
2007-03-28,110886880000
2007-03-29,111349680000
2007-03-30,110976000000
2007-04-02,112178240000
2007-04-03,113288000000
2007-04-04,114351520000
2007-04-05,114490240000
2007-04-09,114767680000
2007-04-10,115784960000
2007-04-11,114767680000
2007-04-12,114860160000
2007-04-13,115322560000
2007-04-16,116247360000
2007-04-17,119252960000
2007-04-18,119437919999
2007-04-19,119669120000
2007-04-20,120455200000
2007-04-23,119391680000
2007-04-24,119576640000
2007-04-25,119622880000
2007-04-26,120408960000
2007-04-27,120362720000
2007-04-30,120686400000
2007-05-01,121703680000
2007-05-02,121888640000
2007-05-03,122351040000
2007-05-04,123044640000
2007-05-07,123969440000
2007-05-08,122720960000
2007-05-09,122813440000
2007-05-10,121333760000
2007-05-11,121842400000
2007-05-14,121611200000
2007-05-15,121287520000
2007-05-16,121934880000
2007-05-17,120686400000
2007-05-18,121703680000
2007-05-21,120039040000
2007-05-22,119021760000
2007-05-23,118698080000
2007-05-24,118466880000
2007-05-25,119992800000
2007-05-29,120640160000
2007-05-30,122674720000
2007-05-31,122536000000
2007-06-01,122073600000
2007-06-04,121796160000
2007-06-05,120963840000
2007-06-06,120224000000
2007-06-07,118790560000
2007-06-08,119484160000
2007-06-11,119391680000
2007-06-12,118235680000
2007-06-13,118744320000
2007-06-14,118651840000
2007-06-15,119252960000
2007-06-18,119669120000
2007-06-19,118836800000
2007-06-20,119068000000
2007-06-21,120455200000
2007-06-22,119345440000
2007-06-25,119715360000
2007-06-26,120131520000
2007-06-27,121241280000
2007-06-28,121703680000
2007-06-29,120911520000
2007-07-02,121466160000
2007-07-03,122251900000
2007-07-05,121743480000
2007-07-06,121558600000
2007-07-09,121789700000
2007-07-10,120403100000
2007-07-11,120403100000
2007-07-12,121651040000
2007-07-13,122760320000
2007-07-16,124470460000
2007-07-17,122898980000
2007-07-18,123453620000
2007-07-19,124100700000
2007-07-20,122991420000
2007-07-23,123962040000
2007-07-24,122991420000
2007-07-25,124932660000
2007-07-26,122436780000
2007-07-27,120819080000
2007-07-30,121096400000
2007-07-31,120449320000
2007-08-01,123130080000
2007-08-02,124008259999
2007-08-03,123130080000
2007-08-06,125348640000
2007-08-07,125857060000
2007-08-08,129092460000
2007-08-09,129092460000
2007-08-10,127058780000
2007-08-13,125995720000
2007-08-14,125117540000
2007-08-15,124424240000
2007-08-16,123823380000
2007-08-17,125857060000
2007-08-20,125995720000
2007-08-21,124886440000
2007-08-22,124701560000
2007-08-23,124747780000
2007-08-24,124794000000
2007-08-27,124794000000
2007-08-28,123083860000
2007-08-29,123638500000
2007-08-30,123407400000
2007-08-31,124285580000
2007-09-04,125672180000
2007-09-05,124100700000
2007-09-06,126319259999
2007-09-07,126180600000
2007-09-10,126134380000
2007-09-11,128630259999
2007-09-12,129046240000
2007-09-13,129138680000
2007-09-14,130340400000
2007-09-17,127752080000
2007-09-18,130340400000
2007-09-19,130848820000
2007-09-20,130155520000
2007-09-21,130710160000
2007-09-24,131033700000
2007-09-25,131773220000
2007-09-26,132558960000
2007-09-27,132512740000
2007-09-28,133123680000
2007-10-01,134096400000
2007-10-02,134142720000
2007-10-03,133355280000
2007-10-04,134050080000
2007-10-05,134513280000
2007-10-08,133864800000
2007-10-09,134050080000
2007-10-10,134050080000
2007-10-11,132475200000
2007-10-12,133864800000
2007-10-15,133494240000
2007-10-16,133772160000
2007-10-17,136875600000
2007-10-18,137477760000
2007-10-19,136088160000
2007-10-22,137246160000
2007-10-23,138404160000
2007-10-24,139376880000
2007-10-25,141970800000
2007-10-26,142619280000
2007-10-29,143221440000
2007-10-30,142989840000
2007-10-31,143036160000
2007-11-01,141044400000
2007-11-02,140118000000
2007-11-05,139747440000
2007-11-06,141276000000
2007-11-07,138867360000
2007-11-08,142387680000
2007-11-09,140905440000
2007-11-12,138635760000
2007-11-13,141368640000
2007-11-14,142109760000
2007-11-15,143499360000
2007-11-16,145027920000
2007-11-19,144286800000
2007-11-20,145398480000
2007-11-21,144194160000
2007-11-23,144286800000
2007-11-26,142989840000
2007-11-27,145861680000
2007-11-28,145908000000
2007-11-29,145398480000
2007-11-30,143823600000
2007-12-03,144055200000
2007-12-04,145352160000
2007-12-05,146046960000
2007-12-06,146093280000
2007-12-07,146232240000
2007-12-10,146556480000
2007-12-11,145861680000
2007-12-12,147714480000
2007-12-13,148455600000
2007-12-14,147807120000
2007-12-17,144703680000
2007-12-18,144101520000
2007-12-19,145583760000
2007-12-20,144240480000
2007-12-21,146093280000
2007-12-24,146417520000
2007-12-26,145908000000
2007-12-27,144286800000
2007-12-28,144240480000
2007-12-31,142524360000
2008-01-02,141874200000
2008-01-03,143360280000
2008-01-04,143638920000
2008-01-07,147029040000
2008-01-08,147632760000
2008-01-09,151580160000
2008-01-10,152230320000
2008-01-11,148097160000
2008-01-14,149304600000
2008-01-15,147725640000
2008-01-16,145450080000
2008-01-17,144056880000
2008-01-18,141038280000
2008-01-22,136487160000
2008-01-23,136719360000
2008-01-24,139041360000
2008-01-25,135651240000
2008-01-28,137973240000
2008-01-29,135976320000
2008-01-30,134165160000
2008-01-31,136998000000
2008-02-01,137601720000
2008-02-04,136162080000
2008-02-05,133282800000
2008-02-06,134025840000
2008-02-07,135744120000
2008-02-08,137601720000
2008-02-11,138159000000
2008-02-12,139134240000
2008-02-13,137926800000
2008-02-14,135976320000
2008-02-15,136440720000
2008-02-19,134908200000
2008-02-20,135233280000
2008-02-21,134676000000
2008-02-22,135279720000
2008-02-25,136487160000
2008-02-26,138205440000
2008-02-27,139459320000
2008-02-28,138066120000
2008-02-29,135744120000
2008-03-03,137044440000
2008-03-04,137880360000
2008-03-05,138576960000
2008-03-06,137230200000
2008-03-07,136672920000
2008-03-10,136208519999
2008-03-11,138112560000
2008-03-12,137462400000
2008-03-13,136812240000
2008-03-14,133607880000
2008-03-17,133979400000
2008-03-18,137973240000
2008-03-19,139227120000
2008-03-20,141734880000
2008-03-24,142059960000
2008-03-25,142617240000
2008-03-26,141967080000
2008-03-27,142385040000
2008-03-28,141137040000
2008-03-31,140998080000
2008-04-01,142295040000
2008-04-02,140025360000
2008-04-03,140256960000
2008-04-04,139562160000
2008-04-07,139840080000
2008-04-08,140118000000
2008-04-09,140766480000
2008-04-10,142063440000
2008-04-11,139608480000
2008-04-14,141276000000
2008-04-15,141137040000
2008-04-16,141600240000
2008-04-17,140534880000
2008-04-18,139237920000
2008-04-21,139793760000
2008-04-22,138728400000
2008-04-23,139701120000
2008-04-24,139562160000
2008-04-25,137431440000
2008-04-28,136597680000
2008-04-29,135995520000
2008-04-30,136366080000
2008-05-01,136875600000
2008-05-02,136134480000
2008-05-05,135208080000
2008-05-06,134976480000
2008-05-07,132104640000
2008-05-08,130344480000
2008-05-09,130020240000
2008-05-12,130622400000
2008-05-13,130854000000
2008-05-14,130946640000
2008-05-15,132012000000
2008-05-16,132197280000
2008-05-19,133216320000
2008-05-20,132243600000
2008-05-21,131178240000
2008-05-22,134976480000
2008-05-23,135810240000
2008-05-27,135717600000
2008-05-28,133031040000
2008-05-29,134050080000
2008-05-30,132614160000
2008-06-02,132012000000
2008-06-03,130622400000
2008-06-04,131317200000
2008-06-05,132475200000
2008-06-06,129232800000
2008-06-09,129371760000
2008-06-10,134328000000
2008-06-11,132336240000
2008-06-12,132336240000
2008-06-13,128352720000
2008-06-16,125480880000
2008-06-17,124971360000
2008-06-18,123118559999
2008-06-19,123581760000
2008-06-20,124276559999
2008-06-23,123350160000
2008-06-24,123628080000
2008-06-25,125295600000
2008-06-26,123257520000
2008-06-27,119802240000
2008-06-30,120125780000
2008-07-01,117861000000
2008-07-02,118739180000
2008-07-03,118970280000
2008-07-07,118508080000
2008-07-08,118970280000
2008-07-09,117629900000
2008-07-10,115642440000
2008-07-11,116197080000
2008-07-14,117768560000
2008-07-15,119663580000
2008-07-16,120957740000
2008-07-17,116335740000
2008-07-18,115642440000
2008-07-21,114625600000
2008-07-22,118692960000
2008-07-23,121327500000
2008-07-24,119848460000
2008-07-25,120310660000
2008-07-28,118184540000
2008-07-29,119201380000
2008-07-30,118600520000
2008-07-31,119016500000
2008-08-01,122806540000
2008-08-04,124562900000
2008-08-05,126920120000
2008-08-06,127936960000
2008-08-07,124794000000
2008-08-08,128075620000
2008-08-11,127936960000
2008-08-12,126596580000
2008-08-13,127613420000
2008-08-14,127151220000
2008-08-15,127243660000
2008-08-18,125579740000
2008-08-19,125579740000
2008-08-20,125625960000
2008-08-21,123638500000
2008-08-22,125672180000
2008-08-25,123823380000
2008-08-26,123684720000
2008-08-27,124285580000
2008-08-28,122760320000
2008-08-29,120356880000
2008-09-02,120079560000
2008-09-03,119386259999
2008-09-04,119524920000
2008-09-05,119987120000
2008-09-08,123361180000
2008-09-09,124516680000
2008-09-10,124378020000
2008-09-11,125117540000
2008-09-12,125949500000
2008-09-15,126550360000
2008-09-16,126781460000
2008-09-17,121697259999
2008-09-18,123407400000
2008-09-19,121835920000
2008-09-22,118739180000
2008-09-23,117121480000
2008-09-24,116012200000
2008-09-25,118924060000
2008-09-26,121333760000
2008-09-29,118004480000
2008-09-30,122258560000
2008-10-01,125217919999
2008-10-02,123923200000
2008-10-03,121564960000
2008-10-06,117727040000
2008-10-07,113981600000
2008-10-08,109635040000
2008-10-09,100109600000
2008-10-10,95948000000
2008-10-13,109265120000
2008-10-14,101126880000
2008-10-15,102236640000
2008-10-16,105843360000
2008-10-17,102190400000
2008-10-20,107415520000
2008-10-21,106444480000
2008-10-22,104918560000
2008-10-23,99554720000
2008-10-24,96225440000
2008-10-27,94792000000
2008-10-28,104641120000
2008-10-29,101404320000
2008-10-30,103253919999
2008-10-31,101866720000
2008-11-03,105103520000
2008-11-04,106444480000
2008-11-05,103438880000
2008-11-06,102884000000
2008-11-07,106953120000
2008-11-10,106120800000
2008-11-11,102745280000
2008-11-12,101358080000
2008-11-13,106999360000
2008-11-14,104086240000
2008-11-17,101681760000
2008-11-18,100572000000
2008-11-19,97751360000
2008-11-20,94976960000
2008-11-21,101728000000
2008-11-24,104594880000
2008-11-25,104224960000
2008-11-26,104918560000
2008-11-28,108386560000
2008-12-01,102514080000
2008-12-02,101543040000
2008-12-03,106675680000
2008-12-04,103485120000
2008-12-05,106305760000
2008-12-08,106305760000
2008-12-09,103670080000
2008-12-10,104779840000
2008-12-11,102236640000
2008-12-12,103068960000
2008-12-15,103993760000
2008-12-16,107415520000
2008-12-17,105149760000
2008-12-18,104456160000
2008-12-19,102699040000
2008-12-22,103253919999
2008-12-23,101681760000
2008-12-24,101959200000
2008-12-26,103068960000
2008-12-29,102699040000
2008-12-30,103855040000
2008-12-31,104732640000
2009-01-02,106166700000
2009-01-05,105102720000
2009-01-06,103437360000
2009-01-07,103899960000
2009-01-08,104640120000
2009-01-09,103159800000
2009-01-12,101170620000
2009-01-13,101818260000
2009-01-14,98580060000
2009-01-15,100291680000
2009-01-16,101401920000
2009-01-20,99181440000
2009-01-21,100106640000
2009-01-22,99736560000
2009-01-23,97608600000
2009-01-26,99551520000
2009-01-27,100245420000
2009-01-28,101448180000
2009-01-29,100754280000
2009-01-30,98811360000
2009-02-02,97701120000
2009-02-03,100199160000
2009-02-04,98071200000
2009-02-05,98765100000
2009-02-06,100754280000
2009-02-09,97886160000
2009-02-10,94092840000
2009-02-11,95480640000
2009-02-12,102697200000
2009-02-13,101448180000
2009-02-17,98533800000
2009-02-18,98718840000
2009-02-19,100152900000
2009-02-20,99088920000
2009-02-23,97377300000
2009-02-24,99597780000
2009-02-25,98024940000
2009-02-26,95018040000
2009-02-27,94509180000
2009-03-02,91826100000
2009-03-03,89836920000
2009-03-04,91872360000
2009-03-05,87570180000
2009-03-06,90438300000
2009-03-09,89651880000
2009-03-10,90577079999
2009-03-11,91548540000
2009-03-12,94462920000
2009-03-13,95341860000
2009-03-16,95480640000
2009-03-17,95896980000
2009-03-18,96313320000
2009-03-19,97562340000
2009-03-20,98626320000
2009-03-23,102095820000
2009-03-24,101818260000
2009-03-25,103529880000
2009-03-26,103761180000
2009-03-27,104316300000
2009-03-30,101586960000
2009-03-31,101679480000
2009-04-01,103761180000
2009-04-02,104871420000
2009-04-03,104038740000
2009-04-06,104085000000
2009-04-07,103206060000
2009-04-08,104085000000
2009-04-09,104085000000
2009-04-13,103483620000
