,KO
2018-07-18,191985600000
2018-07-19,191943050000
2018-07-20,192666400000
2018-07-23,191262250000
2018-07-24,192581300000
2018-07-25,196112950000
2018-07-26,196751200000
2018-07-27,196623550000
2018-07-30,196708650000
2018-07-31,198410650000
2018-08-01,197389450000
2018-08-02,196495900000
2018-08-03,198368100000
2018-08-06,198495750000
2018-08-07,197857500000
2018-08-08,196368250000
2018-08-09,197219250000
2018-08-10,196070400000
2018-08-13,195006650000
2018-08-14,195261950000
2018-08-15,196070400000
2018-08-16,196666100000
2018-08-17,198283000000
2018-08-20,198836150000
2018-08-21,196666100000
2018-08-22,195432150000
2018-08-23,194453500000
2018-08-24,194155650000
2018-08-27,194410950000
2018-08-28,193049350000
2018-08-29,192879150000
2018-08-30,191262250000
2018-08-31,189645350000
2018-09-04,190453800000
2018-09-05,193091900000
2018-09-06,194751350000
2018-09-07,194538600000
2018-09-10,195985300000
2018-09-11,195815100000
2018-09-12,196751200000
2018-09-13,195006650000
2018-09-14,195687450000
2018-09-17,197091600000
2018-09-18,195432150000
2018-09-19,195559800000
2018-09-20,198453200000
2018-09-21,198197900000
2018-09-24,196027850000
2018-09-25,194368400000
2018-09-26,195091750000
2018-09-27,195772550000
2018-09-28,196861780000
2018-10-01,197032260000
2018-10-02,198225620000
2018-10-03,195497940000
2018-10-04,195412700000
2018-10-05,195540560000
2018-10-08,198097760000
2018-10-09,197714180000
2018-10-10,194688160000
2018-10-11,190255680000
2018-10-12,190426160000
2018-10-15,191406420000
2018-10-16,193878380000
2018-10-17,195455320000
2018-10-18,194389820000
2018-10-19,197458460000
2018-10-22,195924140000
2018-10-23,197586320000
2018-10-24,199163260000
2018-10-25,198225620000
2018-10-26,195711040000
2018-10-29,198012520000
2018-10-30,202999060000
2018-10-31,204064560000
2018-11-01,203467880000
2018-11-02,204576000000
2018-11-05,207516780000
2018-11-06,209306820000
2018-11-07,210414940000
2018-11-08,210244460000
2018-11-09,211736160000
2018-11-12,212545940000
2018-11-13,212503320000
2018-11-14,212077120000
2018-11-15,211991880000
2018-11-16,213824540000
2018-11-19,215273620000
2018-11-20,210457560000
2018-11-21,207687260000
2018-11-23,208923240000
2018-11-26,208283940000
2018-11-27,210414940000
2018-11-28,211864020000
2018-11-29,208752760000
2018-11-30,214804800000
2018-12-03,211778780000
2018-12-04,211309960000
2018-12-06,210457560000
2018-12-07,209221580000
2018-12-10,209860880000
2018-12-11,211139480000
2018-12-12,209775640000
2018-12-13,210841140000
2018-12-14,210287080000
2018-12-17,205982460000
2018-12-18,205939840000
2018-12-19,204149800000
2018-12-20,202615480000
2018-12-21,202743340000
2018-12-24,195881520000
2018-12-26,200058280000
2018-12-27,202572860000
2018-12-28,201166400000
2018-12-31,202231850000
2019-01-02,200438030000
2019-01-03,199199440000
2019-01-04,203171470000
2019-01-07,200523450000
2019-01-08,202787080000
2019-01-09,198900470000
2019-01-10,201035970000
2019-01-11,202189140000
2019-01-14,201377650000
2019-01-15,203171470000
2019-01-16,200395320000
2019-01-17,200993260000
2019-01-18,203342310000
2019-01-22,203812120000
2019-01-23,206161170000
2019-01-24,203683990000
2019-01-25,202317270000
2019-01-28,201463070000
2019-01-29,202445400000
2019-01-30,204410060000
2019-01-31,205563230000
2019-02-01,207997700000
2019-02-04,210346750000
2019-02-05,210389460000
2019-02-06,210389460000
2019-02-07,211072820000
2019-02-08,211414500000
2019-02-11,211884310000
2019-02-12,212097860000
2019-02-13,212653090000
2019-02-14,194714890000
2019-02-15,193220040000
2019-02-19,191468930000
2019-02-20,192622100000
2019-02-21,195868060000
2019-02-22,193390880000
2019-02-25,191938740000
2019-02-26,190870990000
2019-02-27,191938740000
2019-02-28,193647140000
2019-03-01,193817980000
2019-03-04,194971150000
2019-03-05,194757600000
2019-03-06,194116950000
2019-03-07,193390880000
2019-03-08,191511640000
2019-03-11,197234780000
2019-03-12,196679550000
2019-03-13,197405620000
2019-03-14,195184700000
2019-03-15,193476300000
2019-03-18,193946110000
2019-03-19,194586760000
2019-03-20,194458630000
2019-03-21,194373210000
2019-03-22,196167030000
2019-03-25,196594130000
2019-03-26,199199440000
2019-03-27,199071310000
2019-03-28,198943180000
2019-03-29,200045340000
2019-04-01,199447680000
2019-04-02,198807330000
2019-04-03,197142420000
2019-04-04,198423120000
2019-04-05,198380430000
2019-04-08,198721950000
2019-04-09,199234230000
2019-04-10,199106160000
2019-04-11,199404990000
2019-04-12,199533060000
2019-04-15,200643000000
2019-04-16,200429550000
2019-04-17,201838320000
2019-04-18,202692120000
2019-04-22,202350600000
2019-04-23,205808490000
2019-04-24,204826620000
2019-04-25,204228960000
2019-04-26,206021940000
2019-04-29,206704980000
2019-04-30,209437140000
2019-05-01,207430710000
2019-05-02,206576910000
2019-05-03,207985680000
2019-05-06,206918430000
2019-05-07,204912000000
2019-05-08,204271650000
2019-05-09,202350600000
2019-05-10,205723110000
2019-05-13,205125450000
2019-05-14,207857610000
2019-05-15,209949420000
2019-05-16,211657020000
2019-05-17,210034800000
2019-05-20,208540650000
2019-05-21,207473400000
2019-05-22,211955850000
2019-05-23,212809650000
2019-05-24,211785090000
2019-05-28,209607900000
2019-05-29,207516090000
2019-05-30,210248250000
2019-05-31,209735970000
2019-06-03,213364620000
2019-06-04,213450000000
2019-06-05,216779820000
2019-06-06,219426600000
2019-06-07,219810810000
2019-06-10,219341220000
2019-06-11,219127770000
2019-06-12,220451160000
2019-06-13,218273970000
2019-06-14,219042390000
2019-06-17,217164030000
2019-06-18,216182160000
2019-06-19,218231280000
2019-06-20,220536540000
2019-06-21,220066950000
2019-06-24,221646480000
2019-06-25,220963440000
2019-06-26,218231280000
2019-06-27,218060520000
2019-06-28,217937600000
2019-07-01,220848000000
2019-07-02,222474400000
2019-07-03,222988000000
2019-07-05,223030800000
2019-07-08,222560000000
2019-07-09,220805200000
2019-07-10,221789600000
2019-07-11,222731200000
2019-07-12,223073600000
2019-07-15,223116400000
2019-07-16,223159200000
2019-07-17,223330400000
2019-07-18,222688400000
2019-07-19,219949200000
2019-07-22,219221600000
2019-07-23,232532400000
2019-07-24,230178400000
2019-07-25,227139600000
2019-07-26,231847600000
2019-07-29,231077200000
2019-07-30,229921600000
2019-07-31,225256400000
2019-08-01,222688400000
2019-08-02,223972400000
2019-08-05,221062000000
2019-08-06,223715600000
2019-08-07,227610400000
2019-08-08,229793200000
2019-08-09,228637600000
2019-08-12,227696000000
2019-08-13,228980000000
2019-08-14,226797200000
2019-08-15,230563600000
2019-08-16,232874800000
2019-08-19,234073200000
2019-08-20,230606400000
2019-08-21,231548000000
2019-08-22,233217200000
2019-08-23,230007200000
2019-08-26,233431200000
2019-08-27,234201600000
2019-08-28,235870800000
2019-08-29,235614000000
2019-08-30,235571200000
2019-09-03,236684000000
2019-09-04,238695600000
2019-09-05,235913600000
2019-09-06,236384400000
2019-09-09,233345600000
2019-09-10,232832000000
2019-09-11,234415600000
2019-09-12,235870800000
2019-09-13,232232800000
2019-09-16,230948800000
2019-09-17,232147200000
2019-09-18,232104400000
2019-09-19,233345600000
2019-09-20,230734800000
2019-09-23,231719200000
2019-09-24,232404000000
2019-09-25,231847600000
2019-09-26,232789200000
2019-09-27,232555420000
2019-09-30,233112080000
2019-10-01,234011300000
2019-10-02,227288560000
2019-10-03,230542880000
2019-10-04,233540280000
2019-10-07,230671340000
2019-10-08,229429560000
2019-10-09,230500060000
2019-10-10,229772120000
2019-10-11,228230600000
2019-10-14,228230600000
2019-10-15,229129820000
2019-10-16,229044180000
2019-10-17,230328780000
2019-10-18,234567960000
2019-10-21,232212860000
2019-10-22,230585700000
2019-10-23,233968480000
2019-10-24,233840020000
2019-10-25,230157500000
2019-10-28,229386740000
2019-10-29,228701620000
2019-10-30,230971080000
2019-10-31,233069260000
2019-11-01,230799800000
2019-11-04,227545480000
2019-11-05,224462440000
2019-11-06,226089600000
2019-11-07,223905780000
2019-11-08,223563220000
2019-11-11,221978880000
2019-11-12,221422220000
2019-11-13,224419620000
2019-11-14,225361660000
2019-11-15,225532940000
2019-11-18,227074460000
2019-11-19,227288560000
2019-11-20,227888040000
2019-11-21,226774720000
2019-11-22,227074460000
2019-11-25,227888040000
2019-11-26,230799800000
2019-11-27,231013900000
2019-11-29,228658800000
2019-12-02,230157500000
2019-12-03,230371600000
2019-12-04,232469780000
2019-12-05,232041580000
2019-12-06,233026440000
2019-12-09,231527740000
2019-12-10,230243140000
2019-12-11,231013900000
2019-12-12,231827480000
2019-12-13,233026440000
2019-12-16,233026440000
2019-12-17,233026440000
2019-12-18,230842620000
2019-12-19,232598240000
2019-12-20,235381540000
2019-12-23,235124620000
2019-12-24,234268220000
2019-12-26,235595640000
2019-12-27,237008700000
2019-12-30,236666140000
2019-12-31,237396150000
2020-01-02,235852110000
2020-01-03,234565410000
2020-01-06,234479630000
2020-01-07,232678250000
2020-01-08,233107150000
2020-01-09,237353260000
2020-01-10,238168170000
2020-01-13,240741570000
2020-01-14,240184000000
2020-01-15,243186300000
2020-01-16,243700980000
2020-01-17,244215660000
2020-01-21,245202130000
2020-01-22,247089290000
2020-01-23,248032870000
2020-01-24,247389520000
2020-01-27,246531720000
2020-01-28,244515890000
2020-01-29,244515890000
2020-01-30,252450540000
2020-01-31,250477600000
2020-02-03,251249620000
2020-02-04,252364760000
2020-02-05,252407650000
2020-02-06,253008110000
2020-02-07,253865910000
2020-02-10,256267750000
2020-02-11,255581510000
2020-02-12,254809490000
2020-02-13,255667290000
2020-02-14,257125550000
2020-02-18,255324170000
2020-02-19,256353530000
2020-02-20,256139080000
2020-02-21,257897570000
2020-02-24,251549850000
2020-02-25,247989980000
2020-02-26,247046400000
2020-02-27,235594770000
2020-02-28,229418610000
2020-03-02,239840880000
2020-03-03,240441340000
2020-03-04,252707880000
2020-03-05,243357860000
2020-03-06,237010140000
2020-03-09,222427540000
2020-03-10,230147740000
2020-03-11,223928690000
2020-03-12,202269240000
2020-03-13,207887830000
2020-03-16,194120140000
2020-03-17,202355020000
2020-03-18,192361650000
2020-03-19,179408870000
2020-03-20,164268700000
2020-03-23,161094840000
2020-03-24,169201050000
2020-03-25,178465290000
2020-03-26,189959810000
2020-03-27,183740520000
2020-03-30,193140000000
2020-03-31,189921000000
2020-04-01,180779040000
2020-04-02,188633400000
2020-04-03,188118360000
2020-04-06,200307640000
2020-04-07,199620920000
2020-04-08,205243440000
2020-04-09,210308000000
2020-04-13,201423560000
2020-04-14,209964640000
2020-04-15,204342120000
2020-04-16,202153200000
2020-04-17,206273520000
2020-04-20,199706760000
2020-04-21,194770960000
2020-04-22,196058560000
2020-04-23,193440440000
2020-04-24,194985560000
2020-04-27,200779760000
2020-04-28,200608080000
2020-04-29,202239040000
2020-04-30,196959880000
2020-05-01,195715200000
2020-05-04,193740880000
2020-05-05,194856800000
2020-05-06,192067000000
2020-05-07,191423200000
2020-05-08,197904120000
2020-05-11,195457680000
2020-05-12,192367440000
2020-05-13,188590480000
2020-05-14,187560400000
2020-05-15,185671920000
2020-05-18,193011240000
2020-05-19,191165680000
2020-05-20,196959880000
2020-05-21,193869640000
2020-05-22,193268760000
2020-05-26,197818280000
2020-05-27,200565160000
2020-05-28,202110280000
2020-05-29,200350560000
2020-06-01,201681080000
2020-06-02,201294800000
2020-06-03,205586800000
2020-06-04,205672640000
2020-06-05,210694280000
2020-06-08,213956200000
2020-06-09,210308000000
2020-06-10,208677040000
2020-06-11,195457680000
2020-06-12,195715200000
2020-06-15,198719600000
2020-06-16,200736840000
2020-06-17,199921360000
2020-06-18,201681080000
2020-06-19,197517840000
2020-06-22,196316080000
2020-06-23,195886880000
2020-06-24,191637800000
2020-06-25,192839560000
2020-06-26,187176720000
2020-06-29,190570560000
2020-06-30,191945280000
2020-07-01,192546720000
2020-07-02,192804480000
2020-07-06,194308080000
2020-07-07,194222160000
2020-07-08,193620720000
2020-07-09,188637360000
2020-07-10,193964400000
2020-07-13,194394000000
2020-07-14,197057520000
2020-07-15,199334400000
2020-07-16,198260400000
2020-07-17,201138720000
2020-07-20,198131520000
2020-07-21,202771200000
2020-07-22,208270080000
2020-07-23,207410880000
2020-07-24,208313040000
2020-07-27,208270080000
2020-07-28,206981280000
2020-07-29,206293920000
2020-07-30,204876240000
2020-07-31,202943040000
2020-08-03,198904800000
2020-08-04,200580240000
2020-08-05,202857120000
2020-08-06,203974080000
2020-08-07,205348800000
2020-08-10,205005120000
2020-08-11,205907280000
2020-08-12,208055280000
2020-08-13,207840480000
2020-08-14,208141200000
2020-08-17,207110160000
2020-08-18,208012320000
2020-08-19,203501520000
2020-08-20,203415600000
2020-08-21,203114880000
2020-08-24,206079120000
2020-08-25,205821360000
2020-08-26,206895360000
2020-08-27,207196080000
2020-08-28,214069680000
2020-08-31,212780880000
2020-09-01,211019520000
2020-09-02,219912240000
2020-09-03,216862080000
2020-09-04,219267840000
2020-09-08,213983760000
2020-09-09,215616240000
2020-09-10,214800000000
2020-09-11,219353760000
2020-09-14,217850160000
2020-09-15,219310800000
2020-09-16,218193840000
2020-09-17,217162800000
2020-09-18,216733200000
2020-09-21,210890640000
2020-09-22,213339360000
2020-09-23,207110160000
2020-09-24,209215200000
2020-09-25,209496000000
2020-09-28,211904000000
2020-09-29,210356000000
2020-09-30,212291000000
2020-10-01,211474000000
2020-10-02,212248000000
2020-10-05,212334000000
2020-10-06,210442000000
2020-10-07,213108000000
2020-10-08,216978000000
2020-10-09,218483000000
2020-10-12,219687000000
2020-10-13,215946000000
2020-10-14,215516000000
2020-10-15,214957000000
2020-10-16,215129000000
2020-10-19,213366000000
2020-10-20,216075000000
2020-10-21,214957000000
2020-10-22,217924000000
2020-10-23,217236000000
2020-10-26,214140000000
2020-10-27,214570000000
2020-10-28,206228000000
2020-10-29,206486000000
2020-10-30,206658000000
2020-11-02,209066000000
2020-11-03,212205000000
2020-11-04,211431000000
2020-11-05,212592000000
2020-11-06,212635000000
2020-11-09,226051000000
2020-11-10,232114000000
2020-11-11,230394000000
2020-11-12,227943000000
2020-11-13,229835000000
2020-11-16,231555000000
2020-11-17,230824000000
2020-11-18,226223000000
2020-11-19,228459000000
2020-11-20,226481000000
2020-11-23,226524000000
2020-11-24,228846000000
2020-11-25,227599000000
2020-11-27,226610000000
2020-11-30,221880000000
2020-12-01,223772000000
2020-12-02,224073000000
2020-12-03,226954000000
2020-12-04,231555000000
2020-12-07,227857000000
2020-12-08,228674000000
2020-12-09,229319000000
2020-12-10,228115000000
2020-12-11,229405000000
2020-12-14,229061000000
2020-12-15,231512000000
2020-12-16,228158000000
2020-12-17,229061000000
2020-12-18,231082000000
2020-12-21,227083000000
2020-12-22,226868000000
2020-12-23,228244000000
2020-12-24,229792000000
2020-12-28,232888000000
2020-12-29,232759000000
2020-12-30,234092000000
2020-12-31,236195880000
2021-01-04,227237320000
2021-01-05,224739260000
2021-01-06,217589640000
2021-01-07,215177720000
2021-01-08,220001560000
2021-01-11,216211400000
2021-01-12,215823770000
2021-01-13,216039120000
2021-01-14,212033610000
2021-01-15,209750900000
2021-01-19,208932570000
2021-01-20,209664760000
2021-01-21,210827650000
2021-01-22,208846430000
2021-01-25,210095460000
2021-01-26,212292030000
2021-01-27,209018710000
2021-01-28,211689050000
2021-01-29,207382050000
2021-02-01,208803360000
2021-02-02,210870720000
2021-02-03,210052390000
2021-02-04,211086070000
2021-02-05,213842550000
2021-02-08,215005440000
2021-02-09,214057900000
2021-02-10,213627200000
2021-02-11,216642100000
2021-02-12,218321830000
2021-02-16,216512890000
2021-02-17,215909910000
2021-02-18,218666390000
2021-02-19,215823770000
2021-02-22,218063410000
2021-02-23,217675780000
2021-02-24,218407970000
2021-02-25,216082190000
2021-02-26,210999930000
2021-03-01,214919300000
2021-03-02,215780700000
2021-03-03,215263860000
2021-03-04,215091580000
2021-03-05,218752530000
2021-03-08,222413480000
2021-03-09,219054020000
2021-03-10,221552080000
2021-03-11,219140160000
2021-03-12,216900520000
2021-03-15,219786210000
2021-03-16,220604540000
2021-03-17,220690680000
2021-03-18,217804990000
2021-03-19,218838670000
2021-03-22,219657000000
2021-03-23,221336730000
2021-03-24,221896640000
2021-03-25,224050140000
2021-03-26,228443280000
2021-03-29,231931950000
2021-03-30,228917050000
2021-03-31,227021970000
2021-04-01,226160570000
2021-04-05,227769530000
2021-04-06,229408470000
2021-04-07,229796640000
2021-04-08,229106560000
2021-04-09,229365340000
2021-04-12,230098550000
2021-04-13,228977170000
2021-04-14,228934040000
2021-04-15,230012290000
2021-04-16,231521840000
2021-04-19,232902000000
2021-04-20,233635210000
2021-04-21,235532930000
2021-04-22,234799720000
2021-04-23,234929110000
2021-04-26,231435580000
2021-04-27,231090540000
2021-04-28,231133670000
2021-04-29,234023380000
2021-04-30,232815740000
2021-05-03,234972240000
2021-05-04,233505820000
2021-05-05,232902000000
2021-05-06,235231020000
2021-05-07,235101630000
2021-05-10,236826830000
2021-05-11,234282160000
2021-05-12,233074520000
2021-05-13,235101630000
2021-05-14,236050490000
2021-05-17,235662320000
2021-05-18,234368420000
2021-05-19,233635210000
2021-05-20,235705450000
2021-05-21,235576060000
2021-05-24,236352400000
2021-05-25,236309270000
2021-05-26,237344390000
2021-05-27,239328370000
2021-05-28,238465770000
2021-06-01,238422640000
2021-06-02,239371500000
2021-06-03,239975320000
2021-06-04,242563120000
2021-06-07,241700520000
2021-06-08,240018450000
2021-06-09,239285240000
2021-06-10,241139830000
2021-06-11,242218080000
2021-06-14,239587150000
2021-06-15,238983330000
2021-06-16,235791710000
2021-06-17,236999350000
2021-06-18,231910010000
2021-06-21,234454680000
2021-06-22,235317280000
2021-06-23,233419560000
2021-06-24,234584070000
2021-06-25,234282160000
2021-06-28,234023380000
2021-06-29,232298180000
2021-06-30,233376430000
2021-07-01,232729480000
2021-07-02,233949240000
2021-07-06,232653840000
2021-07-07,234553760000
2021-07-08,233733340000
2021-07-09,235158280000
2021-07-12,235244640000
2021-07-13,237576360000
2021-07-14,242930680000
2021-07-15,243707920000
2021-07-16,243535200000
2021-07-19,240642140000
2021-07-20,241073940000
2021-07-21,244182900000
2021-07-22,243837460000
2021-07-23,246169180000
2021-07-26,246385080000
2021-07-27,247248680000
2021-07-28,245003320000
2021-07-29,246341900000
2021-07-30,246255540000
2021-08-02,245607840000
2021-08-03,245780560000
2021-08-04,242239800000
2021-08-05,243967000000
2021-08-06,244571520000
2021-08-09,244614700000
2021-08-10,245262400000
2021-08-11,244960140000
2021-08-12,245435120000
2021-08-13,247119140000
2021-08-16,248198640000
2021-08-17,247335040000
2021-08-18,243967000000
2021-08-19,245521480000
2021-08-20,244571520000
2021-08-23,243707920000
2021-08-24,241851180000
2021-08-25,242110260000
2021-08-26,239821720000
2021-08-27,240296700000
2021-08-30,242585240000
2021-08-31,243146580000
2021-09-01,244787420000
2021-09-02,245132860000
2021-09-03,244960140000
2021-09-07,240383060000
2021-09-08,243621560000
2021-09-09,241203480000
2021-09-10,240123980000
2021-09-13,242110260000
2021-09-14,240469420000
2021-09-15,241289840000
2021-09-16,239001300000
2021-09-17,235071920000
2021-09-20,233431080000
2021-09-21,233387900000
2021-09-22,233733340000
2021-09-23,233344720000
2021-09-24,232697020000
2021-09-27,231487980000
2021-09-28,227299520000
2021-09-29,228681280000
2021-09-30,226565460000
2021-10-01,229099420000
2021-10-04,228969790000
2021-10-05,229358680000
2021-10-06,232080910000
2021-10-07,232815480000
2021-10-08,233852520000
2021-10-11,234327830000
2021-10-12,234327830000
2021-10-13,234371040000
2021-10-14,235969810000
2021-10-15,235408080000
2021-10-18,233074740000
2021-10-19,233982150000
2021-10-20,236056230000
2021-10-21,234846350000
2021-10-22,235278450000
2021-10-25,234327830000
2021-10-26,235364870000
2021-10-27,239901920000
2021-10-28,242148840000
2021-10-29,243574770000
2021-11-01,242710570000
2021-11-02,242408100000
2021-11-03,243229090000
2021-11-04,244568600000
2021-11-05,245605640000
2021-11-08,243401930000
2021-11-09,244093290000
2021-11-10,245087120000
2021-11-11,245173540000
2021-11-12,244611810000
2021-11-15,244655020000
2021-11-16,242926620000
2021-11-17,241587110000
2021-11-18,239426610000
2021-11-19,238216730000
2021-11-22,239685870000
2021-11-23,241457480000
2021-11-24,239513030000
2021-11-26,232167330000
2021-11-29,235840180000
2021-11-30,226636450000
2021-12-01,225988300000
2021-12-02,229315470000
2021-12-03,231346340000
2021-12-06,237266110000
2021-12-07,238562410000
2021-12-08,237655000000
2021-12-09,237050060000
2021-12-10,243185880000
2021-12-13,249580960000
2021-12-14,249753800000
2021-12-15,250877260000
2021-12-16,253426650000
2021-12-17,249451330000
2021-12-20,248630340000
2021-12-21,249624170000
2021-12-22,251395780000
2021-12-23,251568620000
2021-12-27,253426650000
2021-12-28,254420480000
2021-12-29,254722950000
2021-12-30,253988380000
2021-12-31,256497720000
2022-01-03,256887600000
2022-01-04,261176280000
2022-01-05,263342280000
2022-01-06,261956040000
2022-01-07,261349560000
2022-01-10,261782760000
2022-01-11,261869400000
2022-01-12,262259280000
2022-01-13,263818800000
2022-01-14,265941480000
2022-01-18,263818800000
2022-01-19,264252000000
2022-01-20,263169000000
2022-01-21,261869400000
2022-01-24,259746720000
2022-01-25,259140240000
2022-01-26,258187200000
2022-01-27,258403800000
2022-01-28,263558880000
2022-01-31,264295320000
2022-02-01,262345920000
2022-02-02,265031760000
2022-02-03,266894520000
2022-02-04,264078720000
2022-02-07,266851200000
2022-02-08,268584000000
2022-02-09,264425280000
2022-02-10,265898160000
2022-02-11,261176280000
2022-02-14,262865760000
2022-02-15,263862120000
2022-02-16,263818800000
2022-02-17,269103840000
2022-02-18,270923280000
2022-02-22,269796960000
2022-02-23,266807880000
2022-02-24,262129320000
2022-02-25,272266200000
2022-02-28,269623680000
2022-03-01,268454040000
2022-03-02,270446760000
2022-03-03,270620040000
2022-03-04,271053240000
2022-03-07,264598560000
2022-03-08,254115120000
2022-03-09,255414720000
2022-03-10,250736160000
2022-03-11,250909440000
2022-03-14,253595280000
2022-03-15,258273840000
2022-03-16,257580720000
2022-03-17,260309880000
2022-03-18,260353200000
2022-03-21,262432560000
2022-03-22,263385600000
2022-03-23,261652800000
2022-03-24,264165360000
2022-03-25,266547960000
2022-03-28,268237440000
2022-03-29,269277120000
2022-03-30,269493720000
2022-03-31,268584000000
2022-04-01,272290111206
2022-04-04,270860880464
2022-04-05,270557710307
2022-04-06,273286241722
2022-04-07,274758782486
2022-04-08,276447873362
2022-04-11,276361253317
2022-04-12,279609505001
2022-04-13,280345775383
2022-04-14,281601766034
2022-04-18,279089784732
2022-04-19,281818316147
2022-04-20,285672908146
2022-04-21,286755658707
2022-04-22,282597896551
2022-04-25,285586288101
2022-04-26,281731696102
2022-04-27,283940507247
2022-04-28,286669038662
2022-04-29,279826055114
2022-05-02,274758782486
2022-05-03,273199621677
2022-05-04,281645076057
2022-05-05,279392954889
2022-05-06,280389085406
2022-05-09,279826055114
2022-05-10,277227453766
2022-05-11,278526754440
2022-05-12,279392954889
2022-05-13,284633467607
2022-05-16,285672908146
2022-05-17,284893327741
2022-05-18,265057337455
2022-05-19,259860134760
2022-05-20,264104516961
2022-05-23,272246801183
2022-05-24,277270763788
2022-05-25,277487313901
2022-05-26,278483444417
2022-05-27,280129225271
2022-05-31,274498922351
2022-06-01,273156311655
2022-06-02,276014773137
2022-06-03,272723211430
2022-06-06,272290111206
2022-06-07,273935892059
2022-06-08,272376731250
2022-06-09,267655938802
2022-06-10,265966847926
2022-06-13,265663677769
2022-06-14,256525263030
2022-06-15,258430904018
2022-06-16,255832302671
2022-06-17,257391463479
2022-06-21,262891836332
2022-06-22,264840787342
2022-06-23,268002418982
2022-06-24,273026381587
2022-06-27,272463351295
2022-06-28,269734819880
2022-06-29,271683770891
2022-06-30,272463351295
2022-07-01,278443500000
2022-07-05,273686000000
2022-07-06,274248250000
2022-07-07,272085750000
2022-07-08,273080500000
2022-07-11,272215500000
2022-07-12,271047750000
2022-07-13,269793500000
2022-07-14,268928500000
2022-07-15,270312500000
2022-07-18,266636250000
2022-07-19,270442250000
2022-07-20,265987500000
2022-07-21,265382000000
2022-07-22,266376750000
2022-07-25,268971750000
2022-07-26,273383250000
2022-07-27,272518250000
2022-07-28,277059500000
2022-07-29,277535250000
2022-08-01,279049000000
2022-08-02,275243000000
2022-08-03,276454000000
2022-08-04,275372750000
2022-08-05,274118500000
2022-08-08,272345250000
2022-08-09,272691250000
2022-08-10,275286250000
2022-08-11,273426500000
2022-08-12,275502500000
2022-08-15,278962500000
2022-08-16,281254750000
2022-08-17,280606000000
2022-08-18,282076500000
2022-08-19,281860250000
2022-08-22,277665000000
2022-08-23,277967750000
2022-08-24,278357000000
2022-08-25,279697750000
2022-08-26,272950750000
2022-08-29,271307250000
2022-08-30,268798750000
2022-08-31,266895750000
2022-09-01,268150000000
2022-09-02,264473750000
2022-09-06,264603500000
2022-09-07,269490750000
2022-09-08,268669000000
2022-09-09,269534000000
2022-09-12,270312500000
2022-09-13,261532750000
2022-09-14,262916750000
2022-09-15,257467250000
2022-09-16,257510500000
2022-09-19,259456750000
2022-09-20,259067500000
2022-09-21,256905000000
2022-09-22,256299500000
2022-09-23,253445000000
2022-09-26,250287750000
2022-09-27,243843500000
2022-09-28,246438500000
2022-09-29,244665250000
2022-09-30,242342520000
2022-10-03,245067900000
2022-10-04,245630280000
2022-10-05,243294240000
2022-10-06,238059780000
2022-10-07,235810260000
2022-10-10,235291140000
2022-10-11,235680480000
2022-10-12,238535640000
2022-10-13,241693620000
2022-10-14,237843480000
2022-10-17,240914940000
2022-10-18,244159440000
2022-10-19,242082960000
2022-10-20,238276080000
2022-10-21,242082960000
2022-10-24,249047820000
2022-10-25,255017700000
2022-10-26,256921140000
2022-10-27,257526780000
2022-10-28,262847760000
2022-10-31,258911100000
2022-11-01,258002640000
2022-11-02,254412060000
2022-11-03,254282280000
2022-11-04,256358760000
2022-11-07,257353740000
2022-11-08,257829600000
2022-11-09,254239020000
2022-11-10,263366880000
2022-11-11,265270320000
2022-11-14,262717980000
2022-11-15,262285380000
2022-11-16,261809520000
2022-11-17,262631460000
2022-11-18,264491640000
2022-11-21,268558080000
2022-11-22,269726100000
2022-11-23,270937380000
2022-11-25,271196940000
2022-11-28,271240200000
2022-11-29,270288480000
2022-11-30,275176860000
2022-12-01,275955540000
2022-12-02,278378100000
2022-12-05,274571220000
2022-12-06,274441440000
2022-12-07,274874040000
2022-12-08,276042060000
2022-12-09,273143640000
2022-12-12,276734220000
2022-12-13,276820740000
2022-12-14,276820740000
2022-12-15,273013860000
2022-12-16,271456500000
2022-12-19,271845840000
2022-12-20,271629540000
2022-12-21,275998800000
2022-12-22,274008840000
2022-12-23,276085320000
2022-12-27,277772460000
2022-12-28,275003820000
2022-12-29,276647700000
2022-12-30,275176860000
2023-01-03,272321700000
2023-01-04,272191920000
2023-01-05,269077200000
2023-01-06,274268400000
2023-01-09,270850860000
2023-01-10,268774380000
2023-01-11,268255260000
2023-01-12,264794460000
2023-01-13,265746180000
2023-01-17,266827680000
2023-01-18,258738060000
2023-01-19,258348720000
2023-01-20,259906080000
2023-01-23,260554980000
2023-01-24,261939300000
2023-01-25,263583180000
2023-01-26,263064060000
2023-01-27,261679740000
2023-01-30,262328640000
2023-01-31,265270320000
2023-02-01,265313580000
2023-02-02,260771280000
2023-02-03,258824580000
2023-02-06,260295420000
2023-02-07,259862820000
2023-02-08,258348720000
2023-02-09,257916120000
2023-02-10,257916120000
2023-02-13,262155600000
2023-02-14,257786340000
2023-02-15,257786340000
2023-02-16,256185720000
2023-02-17,260079120000
2023-02-21,258694800000
2023-02-22,259473480000
2023-02-23,259949340000
2023-02-24,258867840000
2023-02-27,258781320000
2023-02-28,257440260000
2023-03-01,254628360000
2023-03-02,258348720000
2023-03-03,257137440000
2023-03-06,261117360000
