,REGN
2023-08-08,82948016000
2023-08-09,83510343000
2023-08-10,84296963000
2023-08-11,85778785000
2023-08-14,85930794000
2023-08-15,85668233000
2023-08-16,84757242000
2023-08-17,84692399000
2023-08-18,86358120000
2023-08-21,89756531000
2023-08-22,89358969000
2023-08-23,89378103000
2023-08-24,88357623000
2023-08-25,88266205000
2023-08-28,88323607000
2023-08-29,88249197000
2023-08-30,88755185000
2023-08-31,87855887000
2023-09-01,88402269000
2023-09-05,87475333000
2023-09-06,86994857000
2023-09-07,87725138000
2023-09-08,88302347000
2023-09-11,88604239000
2023-09-12,88523451000
2023-09-13,87830375000
2023-09-14,88481994000
2023-09-15,87527420000
2023-09-18,87645413000
2023-09-19,88947588000
2023-09-20,88401206000
2023-09-21,87525294000
2023-09-22,87680492000
2023-09-25,88722232000
2023-09-26,88485183000
2023-09-27,88501128000
2023-09-28,88714791000
2023-09-29,87480648000
2023-10-02,87201998000
2023-10-03,86165846000
2023-10-04,86877934000
2023-10-05,88597392000
2023-10-06,89178362000
2023-10-09,88672012000
2023-10-10,89006736000
2023-10-11,89125062000
2023-10-12,89383034000
2023-10-13,89504558000
2023-10-16,89934156000
2023-10-17,89208210000
2023-10-18,88054798000
2023-10-19,86201024000
2023-10-20,86182902000
2023-10-23,84804564000
2023-10-24,85736248000
2023-10-25,84964464000
2023-10-26,84428266000
2023-10-27,82634188000
2023-10-30,82899622000
2023-10-31,83136274000
2023-11-01,84349382000
2023-11-02,87283014000
2023-11-03,87081540000
2023-11-06,88734906000
2023-11-07,88562214000
2023-11-08,87709414000
2023-11-09,85307716000
2023-11-10,85167004000
2023-11-13,84928220000
2023-11-14,84608420000
2023-11-15,84467708000
2023-11-16,84911164000
2023-11-17,85539038000
2023-11-20,85454824000
2023-11-21,85155278000
2023-11-22,85251218000
2023-11-24,85098780000
2023-11-27,85075328000
2023-11-28,85401524000
2023-11-29,86195694000
2023-11-30,87818146000
2023-12-01,86864076000
2023-12-04,87765912000
2023-12-05,87507940000
2023-12-06,89090950000
2023-12-07,90522588000
2023-12-08,89558924000
2023-12-11,90441572000
2023-12-12,92076816000
2023-12-13,93394392000
2023-12-14,93381600000
2023-12-15,91584324000
2023-12-18,90702742000
2023-12-19,90438374000
2023-12-20,89734814000
2023-12-21,89744408000
2023-12-22,90260352000
2023-12-26,90559898000
2023-12-27,93207842000
2023-12-28,93989220000
2023-12-29,93625714000
2024-01-02,97559000000
2024-01-03,98912968000
2024-01-04,98331926000
2024-01-05,98439726000
2024-01-08,97330464000
2024-01-09,97309982000
2024-01-10,97684048000
2024-01-11,98741566000
2024-01-12,100598960000
2024-01-16,101043096000
2024-01-17,100160214000
2024-01-18,100254000000
2024-01-19,100620520000
2024-01-22,101637074000
2024-01-23,102903724000
2024-01-24,102220272000
2024-01-25,102288186000
2024-01-26,101337390000
2024-01-29,103035240000
2024-01-30,103458894000
2024-01-31,101631684000
2024-02-01,103248684000
2024-02-02,101890404000
2024-02-05,100936374000
2024-02-06,101095918000
2024-02-07,101169222000
2024-02-08,102025154000
2024-02-09,102778676000
2024-02-12,102093068000
2024-02-13,101383744000
2024-02-14,102174996000
2024-02-15,102919894000
2024-02-16,102199790000
2024-02-20,102072586000
2024-02-21,102716152000
2024-02-22,104015142000
2024-02-23,105773360000
2024-02-26,106644384000
2024-02-27,107083130000
2024-02-28,106464358000
2024-02-29,104144502000
2024-03-01,105947996000
2024-03-04,104694282000
2024-03-05,104049638000
2024-03-06,104792380000
2024-03-07,104922818000
2024-03-08,104439874000
2024-03-11,103966632000
2024-03-12,104627446000
2024-03-13,104077666000
2024-03-14,103384512000
2024-03-15,103969866000
2024-03-18,103479376000
2024-03-19,103882548000
2024-03-20,104238288000
2024-03-21,104351478000
2024-03-22,104268472000
2024-03-25,103605502000
2024-03-26,103870690000
2024-03-27,104167140000
2024-03-28,103756422000
2024-04-01,104491618000
2024-04-02,102914504000
2024-04-03,102512410000
2024-04-04,101010756000
2024-04-05,101623060000
2024-04-08,101168144000
2024-04-09,101751342000
2024-04-10,100922360000
2024-04-11,99210496000
2024-04-12,97526660000
2024-04-15,96864768000
2024-04-16,96388292000
2024-04-17,97148282000
2024-04-18,96372122000
2024-04-19,96677196000
2024-04-22,97037248000
2024-04-23,97809096000
2024-04-24,97725012000
2024-04-25,96015304000
2024-04-26,95208960000
2024-04-29,96209344000
2024-04-30,96013148000
2024-05-01,97395144000
2024-05-02,101074358000
2024-05-03,103164600000
2024-05-06,103341392000
2024-05-07,104562766000
2024-05-08,103030928000
2024-05-09,104350400000
2024-05-10,104975640000
2024-05-13,105316288000
2024-05-14,106144192000
2024-05-15,105451038000
2024-05-16,104348244000
2024-05-17,105890862000
2024-05-20,106427706000
2024-05-21,107147810000
2024-05-22,106053640000
2024-05-23,105705446000
2024-05-24,106185156000
2024-05-28,104906648000
2024-05-29,104187622000
2024-05-30,104556298000
2024-05-31,105661248000
2024-06-03,106665944000
2024-06-04,107076662000
2024-06-05,108432786000
2024-06-06,107885162000
2024-06-07,108118010000
2024-06-10,107986494000
2024-06-11,108936212000
2024-06-12,110782826000
2024-06-13,110662090000
2024-06-14,111736856000
2024-06-17,112690885999
2024-06-18,112016057999
2024-06-20,112585242000
2024-06-21,113528492000
2024-06-24,114687342000
2024-06-25,115474282000
2024-06-26,115255448000
2024-06-27,113282707999
2024-06-28,113301034000
2024-07-01,113946756000
2024-07-02,112614348000
2024-07-03,110396901999
2024-07-05,111489994000
2024-07-08,113432550000
2024-07-09,113624434000
2024-07-10,115466735999
2024-07-11,116453106000
2024-07-12,118585390000
2024-07-15,116651457999
2024-07-16,118039922000
2024-07-17,117029835999
2024-07-18,115050628000
2024-07-19,114656079999
2024-07-22,115317972000
2024-07-23,113790446000
2024-07-24,114360707999
2024-07-25,114719682000
2024-07-26,116276314000
2024-07-29,116444239000
2024-07-30,116510180000
2024-07-31,116660439000
2024-08-01,118168434000
2024-08-02,116984739000
2024-08-05,115805368000
2024-08-06,115255139000
2024-08-07,115429180000
2024-08-08,120353134999
2024-08-09,122287044000
