,MTB
2004-08-24,11299264020
2004-08-25,11502664800
2004-08-26,11455906000
2004-08-27,11404471320
2004-08-30,11279391530
2004-08-31,11102877060
2004-09-01,11100539120
2004-09-02,11217436120
2004-09-03,11222112000
2004-09-07,11453568060
2004-09-08,11198732600
2004-09-09,11148466890
2004-09-10,11216267150
2004-09-13,11217436120
2004-09-14,11106383970
2004-09-15,11144959980
2004-09-16,11201070540
2004-09-17,11261856980
2004-09-20,11093525300
2004-09-21,11087680450
2004-09-22,11047935470
2004-09-23,10938052290
2004-09-24,11060794140
2004-09-27,10988318000
2004-09-28,10962600660
2004-09-29,11025725040
2004-09-30,10983776100
2004-10-01,11200697070
2004-10-04,11192662960
2004-10-05,11202992530
2004-10-06,11323504180
2004-10-07,11391220250
2004-10-08,11371708840
2004-10-11,11457788590
2004-10-12,11672414100
2004-10-13,11414174850
2004-10-14,11363674730
2004-10-15,11511731900
2004-10-18,11572561590
2004-10-19,11419913500
2004-10-20,11337276940
2004-10-21,11351049700
2004-10-22,11165117440
2004-10-25,11247754000
2004-10-26,11419913500
2004-10-27,11600107110
2004-10-28,11764232500
2004-10-29,11821619000
2004-11-01,11764232500
2004-11-02,11822766730
2004-11-03,11890482800
2004-11-04,12206108550
2004-11-05,12100517390
2004-11-08,12159051620
2004-11-09,12148722050
2004-11-10,12206108550
2004-11-11,12216438120
2004-11-12,12200369900
2004-11-15,12126915180
2004-11-16,12132653830
2004-11-17,12186597140
2004-11-18,12191188060
2004-11-19,11965085250
2004-11-22,12114290150
2004-11-23,12179710760
2004-11-24,12187744870
2004-11-26,12172824380
2004-11-29,12085596900
2004-11-30,12098221930
2004-12-01,12338097500
2004-12-02,12269233700
2004-12-03,12156756160
2004-12-06,12154460700
2004-12-07,11950164760
2004-12-08,11947869300
2004-12-09,12035096780
2004-12-10,11916880590
2004-12-13,11968528440
2004-12-14,12047721810
2004-12-15,12058051380
2004-12-16,11997221690
2004-12-17,11953607950
2004-12-20,12041983160
2004-12-21,12226767690
2004-12-22,12334654310
2004-12-23,12396631730
2004-12-27,12294483760
2004-12-28,12350722530
2004-12-29,12363347560
2004-12-30,12354165720
2004-12-31,12377120320
2005-01-03,12152165240
2005-01-04,12099369660
2005-01-05,12081005980
2005-01-06,12039687700
2005-01-07,11877857770
2005-01-10,12019028560
2005-01-11,11919176050
2005-01-12,11765380230
2005-01-13,11565675210
2005-01-14,11565675210
2005-01-18,11683891400
2005-01-19,11581743430
2005-01-20,11542720610
2005-01-21,11546163800
2005-01-24,11586334350
2005-01-25,11584038890
2005-01-26,11667823180
2005-01-27,11580595700
2005-01-28,11504845520
2005-01-31,11748164280
2005-02-01,11862937280
2005-02-02,11815880350
2005-02-03,11798664400
2005-02-04,11825062190
2005-02-07,11822766730
2005-02-08,11766527960
2005-02-09,11631095820
2005-02-10,11696516430
2005-02-11,11620766250
2005-02-14,11626504900
2005-02-15,11744721090
2005-02-16,11608141220
2005-02-17,11489925030
2005-02-18,11356788350
2005-02-22,11124946890
2005-02-23,11183481120
2005-02-24,11313174610
2005-02-25,11500254600
2005-02-28,11363674730
2005-03-01,11634539010
2005-03-02,11635686740
2005-03-03,11616175330
2005-03-04,12014437640
2005-03-07,12086744630
2005-03-08,12001812610
2005-03-09,11724061950
2005-03-10,11783743910
2005-03-11,11616175330
2005-03-14,11711436920
2005-03-15,11608141220
2005-03-16,11592073000
2005-03-17,11603550300
2005-03-18,11484186380
2005-03-21,11501402330
2005-03-22,11273004060
2005-03-23,11312026880
2005-03-24,11284481360
2005-03-28,11363674730
2005-03-29,11385481600
2005-03-30,11642573120
2005-03-31,11629634940
2005-04-01,11496314610
2005-04-04,11617100550
2005-04-05,11715096690
2005-04-06,11768652720
2005-04-07,11782326600
2005-04-08,11664959130
2005-04-11,11671796070
2005-04-12,11980597860
2005-04-13,11873485800
2005-04-14,11708259750
2005-04-15,11543033700
2005-04-18,11751560370
2005-04-19,11638750860
2005-04-20,11351599380
2005-04-21,11456432460
2005-04-22,11383505100
2005-04-25,11538475740
2005-04-26,11496314610
2005-04-27,11822208750
2005-04-28,11691167400
2005-04-29,11788024050
2005-05-02,11783466090
2005-05-03,11718515160
2005-05-04,11919065400
2005-05-05,11862090900
2005-05-06,11770931700
2005-05-09,11850696000
2005-05-10,11654703720
2005-05-11,11679772500
2005-05-12,11525941350
2005-05-13,11500872570
2005-05-16,11783466090
2005-05-17,11904252030
2005-05-18,12044409300
2005-05-19,12004527150
2005-05-20,11909949480
2005-05-23,11865509370
2005-05-24,11791442520
2005-05-25,11717375670
2005-05-26,11834743140
2005-05-27,11742444450
2005-05-31,11638750860
2005-06-01,11818790280
2005-06-02,11857532940
2005-06-03,11758397310
2005-06-06,11778908130
2005-06-07,11687748930
2005-06-08,11693446380
2005-06-09,11695725360
2005-06-10,11711678220
2005-06-13,11733328530
2005-06-14,11876904270
2005-06-15,11972621430
2005-06-16,11922483870
2005-06-17,12146963400
2005-06-20,12136707990
2005-06-21,12124173600
2005-06-22,12128731560
2005-06-23,11958947550
2005-06-24,11907670500
2005-06-27,11947552650
2005-06-28,12143544930
2005-06-29,12121894620
2005-06-30,11938814800
2005-07-01,11986497400
2005-07-05,12082997900
2005-07-06,11935408900
2005-07-07,12004662200
2005-07-08,12086403800
2005-07-11,12129545200
2005-07-12,12371364100
2005-07-13,12467864600
2005-07-14,12508735400
2005-07-15,12501923600
2005-07-18,12424723200
2005-07-19,12495111800
2005-07-20,12747148400
2005-07-21,12537117900
2005-07-22,12540523800
2005-07-25,12476947000
2005-07-26,12551876800
2005-07-27,12451970400
2005-07-28,12496247100
2005-07-29,12319140300
2005-08-01,12361146400
2005-08-02,12501923600
2005-08-03,12478082300
2005-08-04,12289622500
2005-08-05,12186310200
2005-08-08,12220369200
2005-08-09,12319140300
2005-08-10,12213557400
2005-08-11,12438346800
2005-08-12,12340711000
2005-08-15,12355469900
2005-08-16,12177227800
2005-08-17,12249887000
2005-08-18,12232857500
2005-08-19,12305516700
2005-08-22,12313463800
2005-08-23,12180633700
2005-08-24,12078456700
2005-08-25,12168145400
2005-08-26,12006932800
2005-08-29,12065968400
2005-08-30,11955844300
2005-08-31,12104568600
2005-09-01,12249887000
2005-09-02,12153386500
2005-09-06,12315734400
2005-09-07,12352064000
2005-09-08,12229451600
2005-09-09,12303246100
2005-09-12,12228316300
2005-09-13,12047803600
2005-09-14,12022827000
2005-09-15,11943356000
2005-09-16,12130680500
2005-09-19,12051209500
2005-09-20,12052344800
2005-09-21,11935408900
2005-09-22,11960385500
2005-09-23,11994444500
2005-09-26,11956979600
2005-09-27,11949032500
2005-09-28,11911567600
2005-09-29,12147710000
2005-09-30,11807067030
2005-10-03,11846159580
2005-10-04,11633942880
2005-10-05,11480923470
2005-10-06,11476455750
2005-10-07,11447415570
2005-10-10,11408323020
2005-10-11,11380399770
2005-10-12,11430661620
2005-10-13,11526717600
2005-10-14,11608253490
2005-10-17,11476455750
2005-10-18,11412790740
2005-10-19,11602668840
2005-10-20,11478689610
2005-10-21,11562459360
2005-10-24,11726648070
2005-10-25,11666333850
2005-10-26,11705426400
2005-10-27,11630592090
2005-10-28,11912058450
2005-10-31,12015932940
2005-11-01,11851744230
2005-11-02,11953384860
2005-11-03,11895304500
2005-11-04,11944449420
2005-11-07,11982425040
2005-11-08,11903123010
2005-11-09,12074013300
2005-11-10,12330907200
2005-11-11,12375584400
2005-11-14,12281762280
2005-11-15,12206927970
2005-11-16,12145496820
2005-11-17,12201343320
2005-11-18,12267242190
2005-11-21,12260540610
2005-11-22,12373350540
2005-11-23,12323088690
2005-11-25,12380052120
2005-11-28,12430313970
2005-11-29,12351011940
2005-11-30,12087416460
2005-12-01,12244903590
2005-12-02,12272826840
2005-12-05,12286230000
2005-12-06,12211395690
2005-12-07,12093001110
2005-12-08,12071779440
2005-12-09,12243786660
2005-12-12,12191290950
2005-12-13,12340959570
2005-12-14,12361064310
2005-12-15,12300750090
2005-12-16,12390104490
2005-12-19,12243786660
2005-12-20,12280645350
2005-12-21,12298516230
2005-12-22,12329790270
2005-12-23,12325322550
2005-12-27,12224798850
2005-12-28,12248254380
2005-12-29,12258306750
2005-12-30,12180121650
2006-01-03,12396806070
2006-01-04,12428080110
2006-01-05,12470523450
2006-01-06,12512966790
2006-01-09,12679389360
2006-01-10,12728534280
2006-01-11,12483926610
2006-01-12,12260540610
2006-01-13,12299633160
2006-01-17,12166718490
2006-01-18,12185706300
2006-01-19,12152198400
2006-01-20,11895304500
2006-01-23,11954501790
2006-01-24,12049440840
2006-01-25,12087416460
2006-01-26,12234851220
2006-01-27,12202460250
2006-01-30,12091884180
2006-01-31,12096351900
2006-02-01,12088533390
2006-02-02,12037154610
2006-02-03,11931046260
2006-02-06,11889719850
2006-02-07,11897538360
2006-02-08,11957852580
2006-02-09,11994711270
2006-02-10,12085182600
2006-02-13,12028219170
2006-02-14,12221448060
2006-02-15,12306334740
2006-02-16,12425846250
2006-02-17,12489511260
2006-02-21,12426963180
2006-02-22,12657050760
2006-02-23,12641413740
2006-02-24,12655933830
2006-02-27,12677155500
2006-02-28,12554293200
2006-03-01,12629127510
2006-03-02,12553176270
2006-03-03,12567696360
2006-03-06,12448184850
2006-03-07,12559877850
2006-03-08,12546474690
2006-03-09,12443717130
2006-03-10,12544240830
2006-03-13,12630244440
2006-03-14,12759808320
2006-03-15,12918412380
2006-03-16,12961972650
2006-03-17,13089302670
2006-03-20,13100471970
2006-03-21,12898307640
2006-03-22,12945218700
2006-03-23,12932932470
2006-03-24,12949686420
2006-03-27,12929581680
2006-03-28,12794433150
2006-03-29,12778796130
2006-03-30,12703961820
2006-03-31,12699102260
2006-04-03,12736930320
2006-04-04,12739155500
2006-04-05,12736930320
2006-04-06,12704665210
2006-04-07,12650148300
2006-04-10,12705777800
2006-04-11,12610095060
2006-04-12,12613432830
2006-04-13,12691314130
2006-04-17,12752506580
2006-04-18,12843738960
2006-04-19,12739155500
2006-04-20,12802573130
2006-04-21,12716903700
2006-04-24,12736930320
2006-04-25,12679075640
2006-04-26,12731367370
2006-04-27,13017303000
2006-04-28,13284324600
2006-05-01,12985037890
2006-05-02,12986150480
2006-05-03,12961673500
2006-05-04,13002839330
2006-05-05,13230920280
2006-05-08,13148588620
2006-05-09,13214231430
2006-05-10,13228695100
2006-05-11,13019528180
2006-05-12,12967236450
2006-05-15,13128562000
2006-05-16,12985037890
2006-05-17,12746943630
2006-05-18,12670174920
2006-05-19,12831500470
2006-05-22,12882679610
2006-05-23,12753619170
2006-05-24,12814811620
2006-05-25,12937196520
2006-05-26,12952772780
2006-05-30,12728029600
2006-05-31,12805910900
2006-06-01,13008402280
2006-06-02,13005064510
2006-06-05,12764745070
2006-06-06,12811473850
2006-06-07,12967236450
2006-06-08,13159714520
2006-06-09,13163052290
2006-06-12,13125224230
2006-06-13,12880454430
2006-06-14,12724691830
2006-06-15,13003951920
2006-06-16,12926070620
2006-06-19,12814811620
2006-06-20,12827050110
2006-06-21,12881567020
2006-06-22,12904931410
2006-06-23,12665724560
2006-06-26,12835950830
2006-06-27,12768082840
2006-06-28,12898255870
2006-06-29,13087396170
2006-06-30,13094662240
2006-07-03,13155738090
2006-07-05,12935865030
2006-07-06,12946969730
2006-07-07,12993609470
2006-07-10,13055795790
2006-07-11,13142412450
2006-07-12,13084668010
2006-07-13,13053574850
2006-07-14,12924760330
2006-07-17,12955853490
2006-07-18,12972510540
2006-07-19,13215703470
2006-07-20,13199046420
2006-07-21,13210151120
2006-07-24,13441128880
2006-07-25,13494431440
2006-07-26,13454454520
2006-07-27,13356733160
2006-07-28,13633240190
2006-07-31,13538850240
2006-08-01,13456675460
2006-08-02,13448902170
2006-08-03,13692095100
2006-08-04,13765386120
2006-08-07,13736513900
2006-08-08,13584379510
2006-08-09,13445570760
2006-08-10,13509978020
2006-08-11,13499983790
2006-08-14,13444460290
2006-08-15,13670996170
2006-08-16,13793147870
2006-08-17,13690984630
2006-08-18,13785374580
2006-08-21,13763165180
2006-08-22,13699868390
2006-08-23,13677658990
2006-08-24,13702089330
2006-08-25,13597705150
2006-08-28,13679879930
2006-08-29,13624356430
2006-08-30,13582158570
2006-08-31,13598815620
2006-09-01,13604367970
2006-09-05,13625466900
2006-09-06,13401151960
2006-09-07,13179057960
2006-09-08,13183499840
2006-09-11,13117982110
2006-09-12,13249017570
2006-09-13,13264564150
2006-09-14,13296767780
2006-09-15,13417809010
2006-09-18,13325640000
2006-09-19,13370058800
2006-09-20,13451123110
2006-09-21,13307872480
2006-09-22,13301209660
2006-09-25,13443349820
2006-09-26,13436687000
2006-09-27,13448902170
2006-09-28,13414477600
2006-09-29,13321198120
2006-10-02,13026162500
2006-10-03,13104045240
2006-10-04,13169861640
2006-10-05,13127080980
2006-10-06,13053586000
2006-10-09,13203866780
2006-10-10,13145728960
2006-10-11,13597668240
2006-10-12,13485780360
2006-10-13,13514300800
2006-10-16,13430933360
2006-10-17,13453969100
2006-10-18,13423254780
2006-10-19,13382668000
2006-10-20,13356341440
2006-10-23,13370601660
2006-10-24,13354147560
2006-10-25,13272974000
2006-10-26,13349759800
2006-10-27,13294912800
2006-10-30,13350856740
2006-10-31,13361826140
2006-11-01,13274070940
2006-11-02,13208254540
2006-11-03,13133662620
2006-11-06,13243356620
2006-11-07,13226902520
2006-11-08,13256519900
2006-11-09,13174249400
2006-11-10,13226902520
2006-11-13,13245550500
2006-11-14,13349759800
2006-11-15,13323433240
2006-11-16,13402412920
2006-11-17,13333305700
2006-11-20,13334402640
2006-11-21,13219223940
2006-11-22,13248841320
2006-11-24,13188509620
2006-11-27,12988866540
2006-11-28,12923050140
2006-11-29,13081009500
2006-11-30,13014096160
2006-12-01,13016290040
2006-12-04,13166570820
2006-12-05,13191800440
2006-12-06,13168764700
2006-12-07,13166570820
2006-12-08,13183024920
2006-12-11,13196188200
2006-12-12,13266392360
2006-12-13,13336596520
2006-12-14,13392540460
2006-12-15,13394734340
2006-12-18,13370601660
2006-12-19,13395831280
2006-12-20,13387055760
2006-12-21,13370601660
2006-12-22,13281749520
2006-12-26,13383764940
2006-12-27,13470423200
2006-12-28,13435321120
2006-12-29,13400219040
2007-01-03,13457259920
2007-01-04,13442999700
2007-01-05,13208254540
2007-01-08,13301494440
2007-01-09,13268586240
2007-01-10,13457259920
2007-01-11,13319045480
2007-01-12,13197285140
2007-01-16,13147922840
2007-01-17,13045907420
2007-01-18,13061264580
2007-01-19,13061264580
2007-01-22,13089785020
2007-01-23,13116111580
2007-01-24,13288331160
2007-01-25,13151213660
2007-01-26,13105142180
2007-01-29,13181927980
2007-01-30,13278458700
2007-01-31,13306979140
2007-02-01,13343178160
2007-02-02,13421060900
2007-02-05,13359632260
2007-02-06,13398025160
2007-02-07,13486877300
2007-02-08,13430933360
2007-02-09,13346468980
2007-02-12,13382668000
2007-02-13,13506622220
2007-02-14,13605346820
2007-02-15,13616316220
2007-02-16,13648127480
2007-02-20,13683229560
2007-02-21,13662387700
2007-02-22,13628382560
2007-02-23,13621800920
2007-02-26,13506622220
2007-02-27,13151213660
2007-02-28,13154504480
2007-03-01,13099657480
2007-03-02,12974606320
2007-03-05,12791417340
2007-03-06,12978994080
2007-03-07,12841876580
2007-03-08,12883560300
2007-03-09,12882463360
2007-03-12,12835294940
2007-03-13,12465626160
2007-03-14,12509503760
2007-03-15,12642233500
2007-03-16,12724504000
2007-03-19,12759606080
2007-03-20,12844070460
2007-03-21,13131468740
2007-03-22,12973509380
2007-03-23,13005320640
2007-03-26,12935116480
2007-03-27,12802386740
2007-03-28,12677335580
2007-03-29,12765090780
2007-03-30,12705856020
2007-04-02,11436137050
2007-04-03,11470677530
2007-04-04,11290419400
2007-04-05,11440454610
2007-04-09,11362738530
2007-04-10,11451248510
2007-04-11,11372453040
2007-04-12,11294736960
2007-04-13,11428581320
2007-04-16,11610998230
2007-04-17,11778303680
2007-04-18,12099961900
2007-04-19,12149613840
2007-04-20,12260791010
2007-04-23,12101041290
2007-04-24,12099961900
2007-04-25,12204662730
2007-04-26,12134502380
2007-04-27,12048151180
2007-04-30,12017928260
2007-05-01,12080532880
2007-05-02,12149613840
2007-05-03,12202503950
2007-05-04,12264029180
2007-05-07,12248917720
2007-05-08,12170122250
2007-05-09,12205742120
2007-05-10,12023325210
2007-05-11,12094564950
2007-05-14,12057865690
2007-05-15,11997419850
2007-05-16,12102120680
2007-05-17,12133422990
2007-05-18,12164725300
2007-05-21,12190630660
2007-05-22,12208980290
2007-05-23,12181995540
2007-05-24,11979070220
2007-05-25,11954244250
2007-05-29,11968276320
2007-05-30,11954244250
2007-05-31,11919703770
2007-06-01,12017928260
2007-06-04,11933735840
2007-06-05,11766430390
2007-06-06,11678999800
2007-06-07,11580775310
2007-06-08,11826876230
2007-06-11,11820399890
2007-06-12,11573219580
2007-06-13,11824717450
2007-06-14,11745921980
2007-06-15,11738366250
2007-06-18,11730810520
2007-06-19,11807447210
2007-06-20,11619633350
2007-06-21,11713540280
2007-06-22,11542996660
2007-06-25,11525726420
2007-06-26,11572140190
2007-06-27,11699508210
2007-06-28,11693031870
2007-06-29,11538679100
2007-07-02,11619858240
2007-07-03,11690515200
2007-07-05,11566330240
2007-07-06,11636987200
2007-07-09,11557765760
2007-07-10,11405746240
2007-07-11,11533142880
2007-07-12,11962437440
2007-07-13,11960296320
2007-07-16,12003118720
2007-07-17,12064140640
2007-07-18,11829688000
2007-07-19,11855381440
2007-07-20,11638057760
2007-07-23,11596305920
2007-07-24,11299760800
2007-07-25,11461415360
2007-07-26,11245162240
2007-07-27,11283702400
2007-07-30,11472120960
2007-07-31,11378982240
2007-08-01,11404675680
2007-08-02,11280490720
2007-08-03,10689541600
2007-08-06,11447498080
2007-08-07,11376841120
2007-08-08,11492461600
2007-08-09,10700247200
2007-08-10,10961463840
2007-08-13,10876889600
2007-08-14,10709882240
2007-08-15,10764480800
2007-08-16,11608082080
2007-08-17,11954943520
2007-08-20,11529931200
2007-08-21,11623069920
2007-08-22,11593094240
2007-08-23,11357571040
2007-08-24,11566330240
2007-08-27,11404675680
2007-08-28,11070660960
2007-08-29,11412169600
2007-08-30,11149882400
2007-08-31,11335089280
2007-09-04,11398252320
2007-09-05,11276208480
2007-09-06,11251585600
2007-09-07,11048179200
2007-09-10,11111342240
2007-09-11,11250515040
2007-09-12,11126330080
2007-09-13,11247303360
2007-09-14,11219468800
2007-09-17,11177716960
2007-09-18,11688374080
2007-09-19,11705503040
2007-09-20,11585600320
2007-09-21,11519225600
2007-09-24,11277279040
2007-09-25,11165940800
2007-09-26,11181999200
2007-09-27,11246232800
2007-09-28,11074943200
2007-10-01,11359393920
2007-10-02,11423028960
2007-10-03,11469407040
2007-10-04,11554613280
2007-10-05,11619326880
2007-10-08,11478035520
2007-10-09,11542749120
2007-10-10,11358315360
2007-10-11,11307623040
2007-10-12,10930127040
2007-10-15,10773735840
2007-10-16,10563416640
2007-10-17,10785600000
2007-10-18,10634601600
2007-10-19,10504095840
2007-10-22,10581752160
2007-10-23,10565573760
2007-10-24,10479288960
2007-10-25,10524588480
2007-10-26,10813642560
2007-10-29,10731672000
2007-10-30,10639994400
2007-10-31,10729514880
2007-11-01,10078064640
2007-11-02,9865588320
2007-11-05,9790089120
2007-11-06,9969130080
2007-11-07,9492406560
2007-11-08,9818131680
2007-11-09,9952951680
2007-11-12,10044629280
2007-11-13,10532138400
2007-11-14,10201020480
2007-11-15,9814896000
2007-11-16,9642326400
2007-11-19,9521527680
2007-11-20,9446028480
2007-11-21,9423378720
2007-11-23,9703804320
2007-11-26,9165602880
2007-11-27,9478385280
2007-11-28,9822445920
2007-11-29,9647719200
2007-11-30,9810581760
2007-12-03,9785774880
2007-12-04,9589476960
2007-12-05,9713511360
2007-12-06,9791167680
2007-12-07,9585162720
2007-12-10,9936773280
2007-12-11,9302580000
2007-12-12,9251887680
2007-12-13,9202273920
2007-12-14,8985483360
2007-12-17,8726628960
2007-12-18,8730943200
2007-12-19,8610144480
2007-12-20,8554059360
2007-12-21,8857134720
2007-12-24,8898120000
2007-12-26,8872234560
2007-12-27,8743885920
2007-12-28,8782714080
2007-12-31,8974086690
2008-01-02,8799159660
2008-01-03,8669339600
2008-01-04,8344789449
2008-01-07,8416300500
2008-01-08,7996035560
2008-01-09,8122555110
2008-01-10,8254575510
2008-01-11,8113753750
2008-01-14,7967431140
2008-01-15,7876117030
2008-01-16,8147859020
2008-01-17,7928925189
2008-01-18,8107152730
2008-01-22,8390996590
2008-01-23,9312939050
2008-01-24,9317339730
2008-01-25,9224925450
2008-01-28,9576979850
2008-01-29,9673794810
2008-01-30,9642990050
2008-01-31,10042351760
2008-02-01,10344898510
2008-02-04,9908131020
2008-02-05,9740905180
2008-02-06,9729903480
2008-02-07,9859723540
2008-02-08,9779411130
2008-02-11,9609984950
2008-02-12,9684796510
2008-02-13,9704599570
2008-02-14,9507669140
2008-02-15,9725502800
2008-02-19,9439458600
2008-02-20,9623186990
2008-02-21,9342643640
2008-02-22,9559377130
2008-02-25,9611085120
2008-02-26,9629788010
2008-02-27,9585781210
2008-02-28,9267832080
2008-02-29,9030195360
2008-03-03,8818962720
2008-03-04,8735349800
2008-03-05,8648436370
2008-03-06,8352490640
2008-03-07,8503213930
2008-03-10,8460307300
2008-03-11,9232626640
2008-03-12,8935580740
2008-03-13,9052198760
2008-03-14,8796959320
2008-03-17,8815662210
2008-03-18,9065400800
2008-03-19,8850867650
2008-03-20,9510969650
2008-03-24,9477964550
2008-03-25,9521971350
2008-03-26,9261231060
2008-03-27,9156714910
2008-03-28,8999390600
2008-03-31,8868171680
2008-04-01,9387171290
2008-04-02,9382763650
2008-04-03,9386069380
2008-04-04,9146954910
2008-04-07,9463203080
2008-04-08,9448878250
2008-04-09,9270368830
2008-04-10,9355215900
2008-04-11,9214171420
2008-04-14,8897923250
2008-04-15,9460999260
2008-04-16,9900661350
2008-04-17,10073661220
2008-04-18,9972285500
2008-04-21,9691298450
2008-04-22,9811406640
2008-04-23,9699011820
2008-04-24,10111126160
2008-04-25,10388807480
2008-04-28,10467043090
2008-04-29,10316081420
2008-04-30,10273106930
2008-05-01,10692934640
2008-05-02,10502304210
2008-05-05,10360157820
2008-05-06,10422966690
2008-05-07,10162915930
2008-05-08,10080272680
2008-05-09,10031788640
2008-05-12,10285227940
2008-05-13,10079170770
2008-05-14,10277514570
2008-05-15,10370075010
2008-05-16,10097903240
2008-05-19,10093495600
2008-05-20,9786062710
2008-05-21,9762922600
2008-05-22,9905068990
2008-05-23,9736476760
2008-05-27,9892947980
2008-05-28,9550253970
2008-05-29,9650527780
2008-05-30,9549152060
2008-06-02,9433451510
2008-06-03,9371744550
2008-06-04,9246126810
2008-06-05,9338687250
2008-06-06,8945305380
2008-06-09,8902330890
2008-06-10,8928776730
2008-06-11,8562942609
2008-06-12,8568452160
2008-06-13,8581675079
2008-06-16,8688560350
2008-06-17,8492420369
2008-06-18,8362394990
2008-06-19,8370108359
2008-06-20,8079204119
2008-06-23,7954688290
2008-06-24,8080306030
2008-06-25,8100140410
2008-06-26,7923834810
2008-06-27,7886369869
2008-06-30,7749626400
2008-07-01,8044055076
2008-07-02,8114366401
2008-07-03,7852896160
2008-07-07,7633173268
2008-07-08,8104478871
2008-07-09,7625482966
2008-07-10,7603510677
2008-07-11,7657342786
2008-07-14,6462050253
2008-07-15,6255510735
2008-07-16,7045414531
2008-07-17,7343139050
2008-07-18,7539791038
2008-07-21,7588130075
2008-07-22,7985828509
2008-07-23,7846304473
2008-07-24,7526607665
2008-07-25,7481564472
2008-07-28,7333251520
2008-07-29,7710076280
2008-07-30,7850698931
2008-07-31,7732048569
2008-08-01,7862783690
2008-08-04,7929799172
2008-08-05,8212143088
2008-08-06,8229720919
2008-08-07,8002307726
2008-08-08,8357160197
2008-08-11,8693336221
2008-08-12,8192368028
2008-08-13,7942982545
2008-08-14,8157212365
2008-08-15,8186874955
2008-08-18,7873769834
2008-08-19,7674920617
2008-08-20,7601313448
2008-08-21,7498043689
2008-08-22,7713372123
2008-08-25,7440915737
2008-08-26,7515621520
2008-08-27,7541988267
2008-08-28,7771598690
2008-08-29,7837515557
2008-09-02,8019885558
2008-09-03,8093492726
2008-09-04,7975940979
2008-09-05,8119859473
2008-09-08,8349469896
2008-09-09,8191269413
2008-09-10,8212143088
2008-09-11,8251693209
2008-09-12,8587869233
2008-09-15,8330793450
2008-09-16,8896579897
2008-09-17,8519755137
2008-09-18,9898516284
2008-09-19,10272045201
2008-09-22,9842486947
2008-09-23,9242643451
2008-09-24,9711751826
2008-09-25,9611777910
2008-09-26,10052322309
2008-09-29,8788915680
2008-09-30,9850522500
2008-10-01,10534816500
2008-10-02,9519412500
2008-10-03,9676137900
2008-10-06,9404627700
2008-10-07,8719230000
2008-10-08,8116609800
2008-10-09,7144250100
2008-10-10,8029417500
2008-10-13,7681751999
2008-10-14,8829600000
2008-10-15,8595615600
2008-10-16,8774415000
2008-10-17,8719230000
2008-10-20,8948799600
2008-10-21,9251213400
2008-10-22,8632037700
2008-10-23,8171794800
2008-10-24,8305342500
2008-10-27,8313068399
2008-10-28,8890303500
2008-10-29,8699363400
2008-10-30,8608860000
2008-10-31,8951007000
2008-11-03,9048132600
2008-11-04,9614330700
2008-11-05,8636452500
2008-11-06,8194972500
2008-11-07,8143098600
2008-11-10,7825233000
2008-11-11,7575796800
2008-11-12,7153079700
2008-11-13,7426797300
2008-11-14,7265657100
2008-11-17,6847354800
2008-11-18,6743607000
2008-11-19,6196171800
2008-11-20,6070350000
2008-11-21,6424637700
2008-11-24,6942273000
2008-11-25,7105620599
2008-11-26,7183983300
2008-11-28,7091272500
2008-12-01,6206105100
2008-12-02,6604540800
2008-12-03,6870532500
2008-12-04,6861702900
2008-12-05,7491915599
2008-12-08,7668507600
2008-12-09,7247997900
2008-12-10,7154183399
2008-12-11,6506311500
2008-12-12,6519555900
2008-12-15,6313164000
2008-12-16,6752436600
2008-12-17,6774510600
2008-12-18,6591296400
2008-12-19,6176305200
2008-12-22,6097942500
2008-12-23,5948943000
2008-12-24,6172994100
2008-12-26,6113394300
2008-12-29,5919143100
2008-12-30,6094631400
2008-12-31,6340302990
2009-01-02,6330363480
2009-01-05,5959288440
2009-01-06,5890816260
2009-01-07,5477774400
2009-01-08,5444642700
2009-01-09,5312115900
2009-01-12,5020556940
2009-01-13,5190633000
2009-01-14,4989634020
2009-01-15,4703597010
2009-01-16,4409829270
2009-01-20,3931628400
2009-01-21,4185638100
2009-01-22,4002309360
2009-01-23,4128209820
2009-01-26,4053111300
2009-01-27,4175698590
2009-01-28,4652795070
2009-01-29,4415351220
2009-01-30,4297181490
2009-02-02,4300494660
2009-02-03,4111643969
2009-02-04,4224291750
2009-02-05,4226500530
2009-02-06,4539042900
2009-02-09,4575487770
2009-02-10,4184533710
2009-02-11,4209934679
2009-02-12,4259632230
2009-02-13,4076303489
2009-02-17,3865365000
2009-02-18,3979117170
2009-02-19,3677618699
2009-02-20,3876408900
2009-02-23,3900705480
2009-02-24,4301599050
2009-02-25,4244170770
2009-02-26,4389950250
2009-02-27,4042067400
2009-03-02,3859843050
2009-03-03,3720689909
2009-03-04,3701915280
2009-03-05,3368389500
2009-03-06,3517482150
2009-03-09,3570492870
2009-03-10,3951507420
2009-03-11,3938254739
2009-03-12,4246379550
2009-03-13,4344670260
2009-03-16,4208830290
2009-03-17,4391054640
2009-03-18,4629602880
2009-03-19,4433021460
2009-03-20,4447378530
2009-03-23,5383901250
2009-03-24,5036018400
2009-03-25,5030496450
2009-03-26,5200572510
2009-03-27,5272357860
2009-03-30,4859316000
2009-03-31,5091510646
2009-04-01,5415638645
2009-04-02,5289588868
2009-04-03,5324477645
2009-04-06,5336857534
2009-04-07,5222062201
2009-04-08,5317724979
2009-04-09,6140424864
