,GME
2020-11-30,1122768000
2020-12-01,1071240000
2020-12-02,1122768000
2020-12-03,1092936000
2020-12-04,1144464000
2020-12-07,1109208000
2020-12-08,1149888000
2020-12-09,927504000
2020-12-10,957336000
2020-12-11,903096000
2020-12-14,862416000
2020-12-15,938352000
2020-12-16,938352000
2020-12-17,1006152000
2020-12-18,1060392000
2020-12-21,1052256000
2020-12-22,1320744000
2020-12-23,1393968000
2020-12-24,1366848000
2020-12-28,1423800000
2020-12-29,1315320000
2020-12-30,1307184000
2020-12-31,1277352000
2021-01-04,1168872000
2021-01-05,1177008000
2021-01-06,1244808000
2021-01-07,1225824000
2021-01-08,1198704000
2021-01-11,1353288000
2021-01-12,1353288000
2021-01-13,2128920000
2021-01-14,2706576000
2021-01-15,2408256000
2021-01-19,2668608000
2021-01-20,2652336000
2021-01-21,2918112000
2021-01-22,4407000000
2021-01-25,5207040000
2021-01-26,10031688000
2021-01-27,23561856000
2021-01-28,13126080000
2021-01-29,22035000000
2021-02-01,14850000000
2021-02-02,5940000000
2021-02-03,6098400000
2021-02-04,3532320000
2021-02-05,4208160000
2021-02-08,3960000000
2021-02-09,3321120000
2021-02-10,3379200000
2021-02-11,3373920000
2021-02-12,3458400000
2021-02-16,3268320000
2021-02-17,3033360000
2021-02-18,2684880000
2021-02-19,2679600000
2021-02-22,3036000000
2021-02-23,2967360000
2021-02-24,6053520000
2021-02-25,7175520000
2021-02-26,6716160000
2021-03-01,7946400000
2021-03-02,7801200000
2021-03-03,8197200000
2021-03-04,8735760000
2021-03-05,9092160000
2021-03-08,12838320000
2021-03-09,16296720000
2021-03-10,17490000000
2021-03-11,17160000000
2021-03-12,17458320000
2021-03-15,14530560000
2021-03-16,13738560000
2021-03-17,13846800000
2021-03-18,13316160000
2021-03-19,13218480000
2021-03-22,12835680000
2021-03-23,11996160000
2021-03-24,7943760000
2021-03-25,12128160000
2021-03-26,11946000000
2021-03-29,11967120000
2021-03-30,12835680000
2021-03-31,12529440000
2021-04-01,12635040000
2021-04-05,12339360000
2021-04-06,12178320000
2021-04-07,11745360000
2021-04-08,11238480000
2021-04-09,10451760000
2021-04-12,9311280000
2021-04-13,9306000000
2021-04-14,10990320000
2021-04-15,10325040000
2021-04-16,10208880000
2021-04-19,10847760000
2021-04-20,10462320000
2021-04-21,10462320000
2021-04-22,9976560000
2021-04-23,9979200000
2021-04-26,11148720000
2021-04-27,11732160000
2021-04-28,11787600000
2021-04-29,11629200000
2021-04-30,11457600000
2021-05-03,11775720000
2021-05-04,11668272000
2021-05-05,11578248000
2021-05-06,11688600000
2021-05-07,11697312000
2021-05-10,10399224000
2021-05-11,10666392000
2021-05-12,10512480000
2021-05-13,11944152000
2021-05-14,11610192000
2021-05-17,13111560000
2021-05-18,13117368000
2021-05-19,12257784000
2021-05-20,12376848000
2021-05-21,12835680000
2021-05-24,13068000000
2021-05-25,15205344000
2021-05-26,17609856000
2021-05-27,18449112000
2021-05-28,16117200000
2021-06-01,18080304000
2021-06-02,20490624000
2021-06-03,18745320000
2021-06-04,18030936000
2021-06-07,20328000000
2021-06-08,21780000000
2021-06-09,21965856000
2021-06-10,16001040000
2021-06-11,16941936000
2021-06-14,16657344000
2021-06-15,16154952000
2021-06-16,16186896000
2021-06-17,16233360000
2021-06-18,15524784000
2021-06-21,14546136000
2021-06-22,16001040000
2021-06-23,15925536000
2021-06-24,15414432000
2021-06-25,15211152000
2021-06-28,15481224000
2021-06-29,15309888000
2021-06-30,15548016000
2021-07-01,14836536000
2021-07-02,14726184000
2021-07-06,14488056000
2021-07-07,13843368000
2021-07-08,13895640000
2021-07-09,13884024000
2021-07-12,13738824000
2021-07-13,13073808000
2021-07-14,12170663999
2021-07-15,12112584000
2021-07-16,12272304000
2021-07-19,12594648000
2021-07-20,13881120000
2021-07-21,13489080000
2021-07-22,12983784000
2021-07-23,13094136000
2021-07-26,13355496000
2021-07-27,12963456000
2021-07-28,12278112000
2021-07-29,11970288000
2021-07-30,11697312000
2021-08-02,11868039994
2021-08-03,11500645708
2021-08-04,11051942851
2021-08-05,11551839994
2021-08-06,11425359994
2021-08-09,12130034279
2021-08-10,11973439994
2021-08-11,11955371422
2021-08-12,12223388565
2021-08-13,12235434279
2021-08-16,12340834279
2021-08-17,12313731422
2021-08-18,11822868565
2021-08-19,11512691423
2021-08-20,11994519994
2021-08-23,12413108565
2021-08-24,15831079992
2021-08-25,15030039992
2021-08-26,15451639992
2021-08-27,15430559992
2021-08-30,15749771421
2021-08-31,16430354277
2021-09-01,16032845706
2021-09-02,16075005706
2021-09-03,15264931421
2021-09-07,14981857135
2021-09-08,14966799992
2021-09-09,14996914278
2021-09-10,14334399993
2021-09-13,15313114278
2021-09-14,14999925707
2021-09-15,15397434278
2021-09-16,15535959992
2021-09-17,15430559992
2021-09-20,14469914278
2021-09-21,14301274278
2021-09-22,14316331421
2021-09-23,14397639993
2021-09-24,13939902850
2021-09-27,14265137136
2021-09-28,13446028565
2021-09-29,13244262850
2021-09-30,13211137136
2021-10-01,13319548565
2021-10-04,12900959993
2021-10-05,12964199993
2021-10-06,12879879993
2021-10-07,12958177136
2021-10-08,13000337136
2021-10-11,13409891422
2021-10-12,13238239993
2021-10-13,13858594279
2021-10-14,13840525707
2021-10-15,13798365707
2021-10-18,14006154279
2021-10-19,14063371421
2021-10-20,13891719993
2021-10-21,13680919993
2021-10-22,12783514279
2021-10-25,13096702850
2021-10-26,13388811422
2021-10-27,13063577136
2021-10-28,13765239993
2021-10-29,13816434279
2021-11-01,15186072000
2021-11-02,15711300000
2021-11-03,16570488000
2021-11-04,16534056000
2021-11-05,16184916000
2021-11-08,16594775999
2021-11-09,15680940000
2021-11-10,15119280000
2021-11-11,15507888000
2021-11-12,15340908000
2021-11-15,15875244000
2021-11-16,15726480000
2021-11-17,15939000000
2021-11-18,15948108000
2021-11-19,17365920000
2021-11-22,18789804000
2021-11-23,16236528000
2021-11-24,16075620000
2021-11-26,15158748000
2021-11-29,15331800000
2021-11-30,14891580000
2021-12-01,13649856000
2021-12-02,13780404000
2021-12-03,13085160000
2021-12-06,12684408000
2021-12-07,13495020000
2021-12-08,13179275999
2021-12-09,11822184000
2021-12-10,12068100000
2021-12-13,10389192000
2021-12-14,11208912000
2021-12-15,11278740000
2021-12-16,10975140000
2021-12-17,11813075999
2021-12-20,11925408000
2021-12-21,12001308000
2021-12-22,11688600000
2021-12-23,11545908000
2021-12-27,11257488000
2021-12-28,11117832000
2021-12-29,11682528000
2021-12-30,11788788000
2021-12-31,11263560000
2022-01-03,11600556000
2022-01-04,11303028000
2022-01-05,9818424000
2022-01-06,9945936000
2022-01-07,10674575999
2022-01-10,9955044000
2022-01-11,9891288000
2022-01-12,9721272000
2022-01-13,9296232000
2022-01-14,8852976000
2022-01-18,8267028000
2022-01-19,8087904000
2022-01-20,7793412000
2022-01-21,8072724000
2022-01-24,7602144000
2022-01-25,7574820000
2022-01-26,7838952000
2022-01-27,7098168000
2022-01-28,7432128000
2022-01-31,8267028000
2022-02-01,8546340000
2022-02-02,7593036000
2022-02-03,7532316000
2022-02-04,7769124000
2022-02-07,7769124000
2022-02-08,8774040000
2022-02-09,9432852000
2022-02-10,9296232000
2022-02-11,9429816000
2022-02-14,8886372000
2022-02-15,9575544000
2022-02-16,9739488000
2022-02-17,9366060000
2022-02-18,9223368000
2022-02-22,8962272000
2022-02-23,8719392000
2022-02-24,9457140000
2022-02-25,9001740000
2022-02-28,9363024000
2022-03-01,9035136000
2022-03-02,9256764000
2022-03-03,8986560000
2022-03-04,8476512000
2022-03-07,7541424000
2022-03-08,7817700000
2022-03-09,7984680000
2022-03-10,7632504000
2022-03-11,7034412000
2022-03-14,5929308000
2022-03-15,6272376000
2022-03-16,6594192000
2022-03-17,6657948000
2022-03-18,6891720000
2022-03-21,7149780000
2022-03-22,9347844000
2022-03-23,10701900000
2022-03-24,10808160000
2022-03-25,11533764000
2022-03-28,14390640000
2022-03-29,13655928000
2022-03-30,12663156000
2022-03-31,12644940000
2022-04-01,12523500000
2022-04-04,12957648000
2022-04-05,11658240000
2022-04-06,11888975999
2022-04-07,11385000000
2022-04-08,11096580000
2022-04-11,11151228000
2022-04-12,10996392000
2022-04-13,11436612000
2022-04-14,11442684000
2022-04-18,10738332000
2022-04-19,11573232000
2022-04-20,11296956000
2022-04-21,10744404000
2022-04-22,10492416000
2022-04-25,10319364000
2022-04-26,9684840000
2022-04-27,9854856000
2022-04-28,9815388000
2022-04-29,9493572000
2022-05-02,9025119431
2022-05-03,9091547208
2022-05-04,9592774985
2022-05-05,8991905542
2022-05-06,8659766653
2022-05-09,7458027766
2022-05-10,7059461100
2022-05-11,6138530546
2022-05-12,6760536101
2022-05-13,7427833322
2022-05-16,6929624989
2022-05-17,7578805544
2022-05-18,6905469434
2022-05-19,7488222211
2022-05-20,7222511100
2022-05-23,7255724989
2022-05-24,6730341656
2022-05-25,8692980542
2022-05-26,9698455541
2022-05-27,10356694429
2022-05-31,9417647208
2022-06-01,9164013875
2022-06-02,10115138874
2022-06-03,10090983318
2022-06-06,9671280541
2022-06-07,11060224983
2022-06-08,10471433317
2022-06-09,9734688874
2022-06-10,9743747207
2022-06-13,8925477764
2022-06-14,9523327763
2022-06-15,9758844430
2022-06-16,9490113874
2022-06-17,10199683318
2022-06-21,10589191651
2022-06-22,10453316651
2022-06-23,10722047206
2022-06-24,10205722207
2022-06-27,9789038874
2022-06-28,9390472208
2022-06-29,9275733319
2022-06-30,9233461097
2022-07-01,9318005541
2022-07-05,9076449986
2022-07-06,8865088875
2022-07-07,10199683318
2022-07-08,9704494430
2022-07-11,9819233318
2022-07-12,10350655540
2022-07-13,10664677762
2022-07-14,10281208318
2022-07-15,10691852762
2022-07-18,11069283317
2022-07-19,11449733316
2022-07-20,11984174982
2022-07-21,11585608316
2022-07-22,10803572206
2022-07-25,10260072207
2022-07-26,9792058318
2022-07-27,10199683318
2022-07-28,10217799984
2022-07-29,10269130540
2022-08-01,10580076000
2022-08-02,10902528000
2022-08-03,11538306000
2022-08-04,11669112000
2022-08-05,12174084000
2022-08-08,13217490000
2022-08-09,12280554000
2022-08-10,12329226000
2022-08-11,12000690000
2022-08-12,12393108000
2022-08-15,12070656000
2022-08-16,12834198000
2022-08-17,12326184000
2022-08-18,11538306000
2022-08-19,11100258000
2022-08-22,10494900000
2022-08-23,10199826000
2022-08-24,9886500000
2022-08-25,9722232000
2022-08-26,9411948000
2022-08-29,9597510000
2022-08-30,9077328000
2022-08-31,8712288000
2022-09-01,8405046000
2022-09-02,8322912000
2022-09-06,7647588000
2022-09-07,7312968000
2022-09-08,7857485999
2022-09-09,8797464000
2022-09-12,8894808000
2022-09-13,8471970000
2022-09-14,8557146000
2022-09-15,8703162000
2022-09-16,8712288000
2022-09-19,8809632000
2022-09-20,8377668000
2022-09-21,8170812000
2022-09-22,7513740000
2022-09-23,7617168000
2022-09-26,7446816000
2022-09-27,7948746000
2022-09-28,8307702000
2022-09-29,7744932000
2022-09-30,7644546000
2022-10-03,7720596000
2022-10-04,8395920000
2022-10-05,8027838000
2022-10-06,7906158000
2022-10-07,7711470000
2022-10-10,7605000000
2022-10-11,7687134000
2022-10-12,7714512000
2022-10-13,7775352000
2022-10-14,7492446000
2022-10-17,7897032000
2022-10-18,8113014000
2022-10-19,7465068000
2022-10-20,7425522000
2022-10-21,7696260000
2022-10-24,7516782000
2022-10-25,8173854000
2022-10-26,7732764000
2022-10-27,7887906000
2022-10-28,8569314000
2022-10-31,8614733000
2022-11-01,8639077000
2022-11-02,8100466000
2022-11-03,8000047000
2022-11-04,8066993000
2022-11-07,7838768000
2022-11-08,7650102000
2022-11-09,7032373000
2022-11-10,7570984000
2022-11-11,7942230000
2022-11-14,7927015000
2022-11-15,8395637000
2022-11-16,8258702000
2022-11-17,8447368000
2022-11-18,8398680000
2022-11-21,7656188000
2022-11-22,8003090000
2022-11-23,8124810000
2022-11-25,7963531000
2022-11-28,7695747000
2022-11-29,7790080000
2022-11-30,7975703000
2022-12-01,8094380000
2022-12-02,8374336000
2022-12-05,7777908000
2022-12-06,7117577000
2022-12-07,6773718000
2022-12-08,7543597000
2022-12-09,6886309000
2022-12-12,6898481000
2022-12-13,6390300000
2022-12-14,6405515000
2022-12-15,6262493999
2022-12-16,6329440000
2022-12-19,6061656000
2022-12-20,6165118000
2022-12-21,6256408000
2022-12-22,6028183000
2022-12-23,6110343999
2022-12-27,5538260000
2022-12-28,5453056000
2022-12-29,5577818999
2022-12-30,5617378000
2023-01-03,5233960000
2023-01-04,5270476000
2023-01-05,4935746000
2023-01-06,5008778000
2023-01-09,4984434000
2023-01-10,5407411000
2023-01-11,5793872000
2023-01-12,6277709000
2023-01-13,6235107000
2023-01-17,6633740000
2023-01-18,6326397000
2023-01-19,5793872000
2023-01-20,5967323000
2023-01-23,6591138000
2023-01-24,6512020000
2023-01-25,6155989000
2023-01-26,6089043000
2023-01-27,6944126000
2023-01-30,6470625000
2023-01-31,6659415000
2023-02-01,6647234999
2023-02-02,6912150000
2023-02-03,6775125000
2023-02-06,7265370000
2023-02-07,6461490000
2023-02-08,6424950000
2023-02-09,5989515000
2023-02-10,5867715000
2023-02-13,5995605000
2023-02-14,6050415000
2023-02-15,6638100000
2023-02-16,6577200000
2023-02-17,6695955000
2023-02-21,6290970000
2023-02-22,6248340000
2023-02-23,6132630000
2023-02-24,5949930000
2023-02-27,5815950000
2023-02-28,5855535000
2023-03-01,5526675000
2023-03-02,5538855000
2023-03-03,5694150000
2023-03-06,5678925000
2023-03-07,5499270000
2023-03-08,5532765000
2023-03-09,5334840000
2023-03-10,5252625000
2023-03-13,5100375000
2023-03-14,5149095000
2023-03-15,4856775000
2023-03-16,5103420000
2023-03-17,5054700000
2023-03-20,5136915000
2023-03-21,5374425000
2023-03-22,7268415000
2023-03-23,6875609999
2023-03-24,7301910000
2023-03-27,7003500000
2023-03-28,7049175000
2023-03-29,6839070000
2023-03-30,6851250000
2023-03-31,7009590000
2023-04-03,7055265000
2023-04-04,6805575000
2023-04-05,6720315000
2023-04-06,6820800000
2023-04-10,6811665000
2023-04-11,6909105000
2023-04-12,6778170000
2023-04-13,6866475000
2023-04-14,6839070000
2023-04-17,6784260000
2023-04-18,6580245000
2023-04-19,6488895000
2023-04-20,6156990000
2023-04-21,6239205000
2023-04-24,6068685000
2023-04-25,5785500000
2023-04-26,5678925000
2023-04-27,5767230000
2023-04-28,5873805000
2023-05-01,5654040000
2023-05-02,5663183999
2023-05-03,5760720000
2023-05-04,5897880000
2023-05-05,6224016000
2023-05-08,6251448000
2023-05-09,6169152000
2023-05-10,6327648000
2023-05-11,6364224000
2023-05-12,6306312000
2023-05-15,6589776000
2023-05-16,6702552000
2023-05-17,6970776000
2023-05-18,7025640000
2023-05-19,6723888000
2023-05-22,7379208000
2023-05-23,7059168000
2023-05-24,7092696000
2023-05-25,7117080000
2023-05-26,7086600000
2023-05-30,7488936000
2023-05-31,7330440000
2023-06-01,7345680000
2023-06-02,7510272000
2023-06-05,7409688000
2023-06-06,7525512000
2023-06-07,7958328000
2023-06-08,6534912000
2023-06-09,6912864000
2023-06-12,7406640000
2023-06-13,8214360000
2023-06-14,7833360000
2023-06-15,7571232000
2023-06-16,7485888000
2023-06-20,7491983999
2023-06-21,7446264000
2023-06-22,7412736000
2023-06-23,7223760000
2023-06-26,7016496000
2023-06-27,7187183999
2023-06-28,7613904000
2023-06-29,7589520000
2023-06-30,7391400000
2023-07-03,7592568000
2023-07-05,7284720000
2023-07-06,6958583999
2023-07-07,6922008000
2023-07-10,7174992000
2023-07-11,7287768000
2023-07-12,7144512000
2023-07-13,7150608000
2023-07-14,7001256000
2023-07-17,6955536000
2023-07-18,7034783999
2023-07-19,7062216000
2023-07-20,6982968000
2023-07-21,6760464000
2023-07-24,7022592000
2023-07-25,6964680000
2023-07-26,6918960000
2023-07-27,6772656000
2023-07-28,6684264000
2023-07-31,6777660000
2023-08-01,6563950000
2023-08-02,6359398999
2023-08-03,6389929000
2023-08-04,6405194000
2023-08-07,6432671000
2023-08-08,6331921999
2023-08-09,6084629000
2023-08-10,6164007000
2023-08-11,6164007000
2023-08-14,6093788000
2023-08-15,5901448999
2023-08-16,5675527000
2023-08-17,5611414000
2023-08-18,5605308000
2023-08-21,5641944000
2023-08-22,5269478000
2023-08-23,5156517000
2023-08-24,4994708000
2023-08-25,5229789000
2023-08-28,5364121000
2023-08-29,5568671999
2023-08-30,5608361000
2023-08-31,5663315000
2023-09-01,5623626000
2023-09-05,5870919000
2023-09-06,5724375000
2023-09-07,5767117000
2023-09-08,5406863000
2023-09-11,5196206000
2023-09-12,5260319000
2023-09-13,5437393000
2023-09-14,5596148999
2023-09-15,5562566000
2023-09-18,5358015000
2023-09-19,5348856000
2023-09-20,5348856000
2023-09-21,5196206000
2023-09-22,5245054000
2023-09-25,5394651000
2023-09-26,5122934000
2023-09-27,5235895000
2023-09-28,5141252000
2023-09-29,5025238000
2023-10-02,4698567000
2023-10-03,4457380000
2023-10-04,4539811000
2023-10-05,4490963000
2023-10-06,4603924000
2023-10-09,4701620000
2023-10-10,4884800000
2023-10-11,4829846000
2023-10-12,4606977000
2023-10-13,4555076000
2023-10-16,4405479000
2023-10-17,4310836000
2023-10-18,4228405000
2023-10-19,4017748000
2023-10-20,4103232000
2023-10-23,4103232000
2023-10-24,4286411999
2023-10-25,4185663000
2023-10-26,4121550000
2023-10-27,4005535999
2023-10-30,3911680000
2023-10-31,4208112000
2023-11-01,3975856000
2023-11-02,4168384000
2023-11-03,4238671999
2023-11-06,4134768000
2023-11-07,4168384000
2023-11-08,4058368000
2023-11-09,3881120000
2023-11-10,3832223999
2023-11-13,3709984000
2023-11-14,3942240000
2023-11-15,4055312000
2023-11-16,3829168000
2023-11-17,3981968000
2023-11-20,3911680000
2023-11-21,3835280000
2023-11-22,3755823999
2023-11-24,3728320000
2023-11-27,3639696000
2023-11-28,4122544000
2023-11-29,4966000000
2023-11-30,4446480000
2023-12-01,4675680000
2023-12-04,5189088000
2023-12-05,4556496000
2023-12-06,4535104000
2023-12-07,4999616000
2023-12-08,4752080000
2023-12-11,4605392000
2023-12-12,4651232000
2023-12-13,5100464000
2023-12-14,5329664000
2023-12-15,5274656000
2023-12-18,5458016000
2023-12-19,5415232000
2023-12-20,5173808000
2023-12-21,5189088000
2023-12-22,5186032000
2023-12-26,5305216000
2023-12-27,5613872000
2023-12-28,5522192000
2023-12-29,5357168000
2024-01-02,5094352000
2024-01-03,5100464000
2024-01-04,4999616000
2024-01-05,4877376000
2024-01-08,4825424000
2024-01-09,4632896000
2024-01-10,4807088000
2024-01-11,4660400000
2024-01-12,4507600000
2024-01-16,4272288000
2024-01-17,4302848000
2024-01-18,4367024000
2024-01-19,4434256000
2024-01-22,4553440000
2024-01-23,4333408000
2024-01-24,4263120000
2024-01-25,4437312000
2024-01-26,4428144000
2024-01-29,4516768000
2024-01-30,4446480000
2024-01-31,4348688000
2024-02-01,4406752000
2024-02-02,4501488000
2024-02-05,4113376000
2024-02-06,4308960000
2024-02-07,4299792000
2024-02-08,4385360000
2024-02-09,4480096000
2024-02-12,4501488000
2024-02-13,4330352000
2024-02-14,4403696000
2024-02-15,4434256000
2024-02-16,4315072000
2024-02-20,4122544000
2024-02-21,4098096000
2024-02-22,4082816000
2024-02-23,4128656000
2024-02-26,4180608000
2024-02-27,4342576000
2024-02-28,4351744000
2024-02-29,4360912000
2024-03-01,4568720000
2024-03-04,4651232000
2024-03-05,4584000000
2024-03-06,4663456000
2024-03-07,4663456000
2024-03-08,4477040000
2024-03-11,4409808000
2024-03-12,4498432000
2024-03-13,4544272000
2024-03-14,4470928000
2024-03-15,4351744000
2024-03-18,4250896000
2024-03-19,4098096000
2024-03-20,4119488000
2024-03-21,4174496000
2024-03-22,4003360000
2024-03-25,4620672000
2024-03-26,4736800000
2024-03-27,4024752000
2024-03-28,3826112000
2024-04-01,3664144000
2024-04-02,3447168000
2024-04-03,3477728000
2024-04-04,3523568000
2024-04-05,3438000000
2024-04-08,3309648000
2024-04-09,3364656000
2024-04-10,3315760000
2024-04-11,3450223999
2024-04-12,3291312000
2024-04-15,3074336000
2024-04-16,3169071999
2024-04-17,3147680000
2024-04-18,3150736000
2024-04-19,3184352000
2024-04-22,3059056000
2024-04-23,3104896000
2024-04-24,3340208000
2024-04-25,3425776000
2024-04-26,3636640000
2024-04-29,3450223999
2024-04-30,3389104000
2024-05-01,3334096000
2024-05-02,3899456000
2024-05-03,5033232000
2024-05-06,4984336000
2024-05-07,4984336000
2024-05-08,4865152000
2024-05-09,5503856000
2024-05-10,5335776000
2024-05-13,9305520000
2024-05-14,14898000000
2024-05-15,12086480000
2024-05-16,8455952000
2024-05-17,6787376000
2024-05-20,7071584000
2024-05-21,6759872000
2024-05-22,6454272000
2024-05-23,5598592000
2024-05-24,5806400000
2024-05-28,7267168000
2024-05-29,6490943999
2024-05-30,6909616000
2024-05-31,7071584000
2024-06-03,8556800000
2024-06-04,8098400000
2024-06-05,9657263000
2024-06-06,14239645000
2024-06-07,8632498000
2024-06-10,7595496999
2024-06-11,9326891000
2024-06-12,7788214000
2024-06-13,8907808000
2024-06-14,8779330000
2024-06-17,7714798000
2024-06-18,7555730000
2024-06-20,7827981000
2024-06-21,7320187000
2024-06-24,7234535000
2024-06-25,7626087000
2024-06-26,7402780000
2024-06-27,7675031000
2024-06-28,7552671000
2024-07-01,7136646999
2024-07-02,7335482000
2024-07-03,7454783000
2024-07-05,7396662000
2024-07-08,7479255000
2024-07-09,7525140000
2024-07-10,7638323000
2024-07-11,7821863000
2024-07-12,7968695000
2024-07-15,8259300000
2024-07-16,8730386000
2024-07-17,8559082000
2024-07-18,7916692000
2024-07-19,7638323000
2024-07-22,7714798000
2024-07-23,7800450000
2024-07-24,7344659000
2024-07-25,7326305000
2024-07-26,7381367000
2024-07-29,7219240000
2024-07-30,6852160000
2024-07-31,6934753000
2024-08-01,6641089000
2024-08-02,6445313000
2024-08-05,6316835000
2024-08-06,6509552000
2024-08-07,6371896999
2024-08-08,6653325000
2024-08-09,6708387000
