,GME
2006-11-20,3890739200
2006-11-21,4030562640
2006-11-22,4206861760
2006-11-24,4304130240
2006-11-27,4182544640
2006-11-28,4133910400
2006-11-29,4194703200
2006-11-30,4261575280
2006-12-01,4225099600
2006-12-04,4273733840
2006-12-05,4310209520
2006-12-06,4364923040
2006-12-07,4346685200
2006-12-08,4389240160
2006-12-11,4346685200
2006-12-12,4285892400
2006-12-13,4279813120
2006-12-14,4328447360
2006-12-15,4304130240
2006-12-18,4212941040
2006-12-19,4182544640
2006-12-20,4194703200
2006-12-21,4219020320
2006-12-22,4200782480
2006-12-26,4182544640
2006-12-27,4231178880
2006-12-28,4237258160
2006-12-29,4188623920
2007-01-03,4170386080
2007-01-04,4212941040
2007-01-05,4219020320
2007-01-08,4139989680
2007-01-09,4279813120
2007-01-10,4304130240
2007-01-11,4407478000
2007-01-12,4383160880
2007-01-16,4383160880
2007-01-17,4377081600
2007-01-18,4322368080
2007-01-19,4255496000
2007-01-22,4182544640
2007-01-23,4176465360
2007-01-24,4237258160
2007-01-25,4079196880
2007-01-26,3969769840
2007-01-29,4036641920
2007-01-30,4006245520
2007-01-31,4060959040
2007-02-01,4091355440
2007-02-02,4097434720
2007-02-05,4069202280
2007-02-06,4044652040
2007-02-07,4118302760
2007-02-08,4087614960
2007-02-09,4106027640
2007-02-12,4069202280
2007-02-13,4112165200
2007-02-14,4136715440
2007-02-15,4124440320
2007-02-16,4124440320
2007-02-20,4136715440
2007-02-21,4247191520
2007-02-22,4167403240
2007-02-23,4130577880
2007-02-26,4093752520
2007-02-27,4001689119
2007-02-28,4020101800
2007-03-01,4001689119
2007-03-02,3934175960
2007-03-05,3921900840
2007-03-06,3971001320
2007-03-07,3977138880
2007-03-08,4124440320
2007-03-09,4161265680
2007-03-12,4204228600
2007-03-13,4136715440
2007-03-14,4087614960
2007-03-15,4155128119
2007-03-16,4099890080
2007-03-19,4173540800
2007-03-20,4241053960
2007-03-21,4241053960
2007-03-22,4191953480
2007-03-23,4191953480
2007-03-26,4290154440
2007-03-27,4781159240
2007-03-28,5002111400
2007-03-29,4977561160
2007-03-30,4995973840
2007-04-02,5051211880
2007-04-03,5094174800
2007-04-04,5057349440
2007-04-05,5112587480
2007-04-09,5081899680
2007-04-10,5229201120
2007-04-11,5272164040
2007-04-12,5204650880
2007-04-13,5186238200
2007-04-16,5192375760
2007-04-17,5210788440
2007-04-18,5143275280
2007-04-19,5069624560
2007-04-20,5223063560
2007-04-23,5364227440
2007-04-24,5241476239
2007-04-25,5192375760
2007-04-26,5223063560
2007-04-27,5155550400
2007-04-30,5088037239
2007-05-01,5143275280
2007-05-02,5186238200
2007-05-03,5155550400
2007-05-04,5100312360
2007-05-07,5279154160
2007-05-08,5304504239
2007-05-09,5310841760
2007-05-10,5215778960
2007-05-11,5171416320
2007-05-14,5222116480
2007-05-15,5431254640
2007-05-16,5583355120
2007-05-17,5640392800
2007-05-18,5640392800
2007-05-21,5881218560
2007-05-22,5969943840
2007-05-23,5678417920
2007-05-24,5577017600
2007-05-25,5672080400
2007-05-29,5710105520
2007-05-30,5773480720
2007-05-31,5855868480
2007-06-01,5969943840
2007-06-04,6058669120
2007-06-05,6045994079
2007-06-06,5925581200
2007-06-07,5773480720
2007-06-08,5906568640
2007-06-11,5849530960
2007-06-12,5760805680
2007-06-13,5868543520
2007-06-14,5900231120
2007-06-15,6210769600
2007-06-18,6362870079
2007-06-19,6343857520
2007-06-20,6274144800
2007-06-21,6343857520
2007-06-22,6350195040
2007-06-25,6331182480
2007-06-26,6261469760
2007-06-27,6400895200
2007-06-28,6324844960
2007-06-29,6198094560
2007-07-02,6369207600
2007-07-03,6407232720
2007-07-05,6578345760
2007-07-06,6584683280
2007-07-09,6850859120
2007-07-10,6673408560
2007-07-11,6616370880
2007-07-12,6724108720
2007-07-13,6654396000
2007-07-16,6667071040
2007-07-17,6591020800
2007-07-18,6673408560
2007-07-19,6603695840
2007-07-20,6641720960
2007-07-23,6508633040
2007-07-24,6591020800
2007-07-25,6654396000
2007-07-26,6508633040
2007-07-27,6400895200
2007-07-30,6451595360
2007-07-31,6394557680
2007-08-01,6356532560
2007-08-02,6578345760
2007-08-03,6267807280
2007-08-06,6497948800
2007-08-07,6843652480
2007-08-08,7048513920
2007-08-09,6555566080
2007-08-10,6382714240
2007-08-13,6510752640
2007-08-14,6414723840
2007-08-15,6325096960
2007-08-16,6235470080
2007-08-17,6382714240
2007-08-20,6670800640
2007-08-21,6875662080
2007-08-22,6952485120
2007-08-23,7592677120
2007-08-24,7912773120
2007-08-27,7797538560
2007-08-28,7432629120
2007-08-29,7944782720
2007-08-30,7816744320
2007-08-31,8028007679
2007-09-04,8181653760
2007-09-05,7951184640
2007-09-06,8008801920
2007-09-07,7714313600
2007-09-10,7810342400
2007-09-11,8028007679
2007-09-12,8060017280
2007-09-13,7970390400
2007-09-14,8303290240
2007-09-17,8226467200
2007-09-18,8354505600
2007-09-19,8546563200
2007-09-20,8719415040
2007-09-21,8847453440
2007-09-24,8988295680
2007-09-25,9129137920
2007-09-26,9410822400
2007-09-27,9090726400
2007-09-28,9020305280
2007-10-01,8988295680
2007-10-02,9218764800
2007-10-03,9058716800
2007-10-04,8745022720
2007-10-05,9077922560
2007-10-08,9065118720
2007-10-09,9398018560
2007-10-10,9436430080
2007-10-11,9129137920
2007-10-12,9186755200
2007-10-15,9289185920
2007-10-16,9301989760
2007-10-17,9366008960
2007-10-18,9346803200
2007-10-19,9084324480
2007-10-22,9084324480
2007-10-23,9609281920
2007-10-24,9301989760
2007-10-25,9058716800
2007-10-26,9193157120
2007-10-29,9327597440
2007-10-30,9205960960
2007-10-31,9481243520
2007-11-01,9257176320
2007-11-02,9045912960
2007-11-05,9175860000
2007-11-06,9446306400
2007-11-07,9085711200
2007-11-08,8982684000
2007-11-09,8499744000
2007-11-12,8370960000
2007-11-13,8763751200
2007-11-14,8673602400
2007-11-15,9002001600
2007-11-16,8853900000
2007-11-19,8531940000
2007-11-20,8209980000
2007-11-21,7939533600
2007-11-23,8074756799
2007-11-26,8287250399
2007-11-27,8557696799
2007-11-28,8976244800
2007-11-29,8995562400
2007-11-30,9246691200
2007-12-03,9272448000
2007-12-04,9208056000
2007-12-05,9317522400
2007-12-06,9600847200
2007-12-07,9787584000
2007-12-10,9658800000
2007-12-11,9356157600
2007-12-12,9439867200
2007-12-13,9266008800
2007-12-14,9369036000
2007-12-17,9362596800
2007-12-18,9813340800
2007-12-19,9813340800
2007-12-20,10000077600
2007-12-21,9890611200
2007-12-24,10193253600
2007-12-26,10122422400
2007-12-27,10012956000
2007-12-28,10032273600
2007-12-31,10000077600
2008-01-02,9710313600
2008-01-03,9678117600
2008-01-04,9182299200
2008-01-07,9098589600
2008-01-08,9034197600
2008-01-09,8873217600
2008-01-10,8416034400
2008-01-11,8390277600
2008-01-14,8647845600
2008-01-15,8177784000
2008-01-16,8261493600
2008-01-17,8003925600
2008-01-18,7939533600
2008-01-22,8126270399
2008-01-23,8377399200
2008-01-24,8441791200
2008-01-25,7984608000
2008-01-28,8139148800
2008-01-29,7997486400
2008-01-30,7900898400
2008-01-31,8300128800
2008-02-01,8454669600
2008-02-04,8414900000
2008-02-05,7987682000
2008-02-06,7974736000
2008-02-07,7955316999
2008-02-08,8130088000
2008-02-11,8130088000
2008-02-12,7948844000
2008-02-13,7657559000
2008-02-14,7405112000
2008-02-15,7709343000
2008-02-19,7586356000
2008-02-20,7405112000
2008-02-21,7443950000
2008-02-22,7489261000
2008-02-25,7456896000
2008-02-26,7625194000
2008-02-27,7670505000
2008-02-28,7295071000
2008-02-29,6854907000
2008-03-03,6919637000
2008-03-04,7055570000
2008-03-05,7320963000
2008-03-06,7016732000
2008-03-07,6906691000
2008-03-10,7010259000
2008-03-11,7586356000
2008-03-12,7482788000
2008-03-13,7631666999
2008-03-14,7935898000
2008-03-17,7605775000
2008-03-18,7858222000
2008-03-19,7605775000
2008-03-20,8117141999
2008-03-24,8738550000
2008-03-25,8712658000
2008-03-26,8576725000
2008-03-27,8738550000
2008-03-28,8395481000
2008-03-31,8369589000
2008-04-01,9010416000
2008-04-02,9010416000
2008-04-03,9126930000
2008-04-04,9133403000
2008-04-07,9075146000
2008-04-08,8958632000
2008-04-09,8686766000
2008-04-10,8932740000
2008-04-11,8822699000
2008-04-14,8880956000
2008-04-15,9036308000
2008-04-16,9172241000
2008-04-17,9230498000
2008-04-18,9165768000
2008-04-21,8990997000
2008-04-22,8874483000
2008-04-23,8932740000
2008-04-24,9055727000
2008-04-25,9088092000
2008-04-28,8919794000
2008-04-29,8842118000
2008-04-30,8906848000
2008-05-01,9126930000
2008-05-02,8738550000
2008-05-05,8620456400
2008-05-06,8803453200
2008-05-07,8522422399
2008-05-08,8345961200
2008-05-09,8372103600
2008-05-12,8842666800
2008-05-13,8921094000
2008-05-14,8979914400
2008-05-15,9058341600
2008-05-16,8803453200
2008-05-19,8528958000
2008-05-20,8430924000
2008-05-21,8306747600
2008-05-22,7979967600
2008-05-23,8064930400
2008-05-27,8091072800
2008-05-28,8215249200
2008-05-29,8038788000
2008-05-30,8104144000
2008-06-02,8032252399
2008-06-03,7914611600
2008-06-04,7744686000
2008-06-05,7770828400
2008-06-06,7352550000
2008-06-09,7489797600
2008-06-10,7293729600
2008-06-11,6947342800
2008-06-12,7012698800
2008-06-13,7274122800
2008-06-16,7836184400
2008-06-17,7659723200
2008-06-18,7620509600
2008-06-19,7836184400
2008-06-20,7424441600
2008-06-23,7476726400
2008-06-24,7417906000
2008-06-25,7522475600
2008-06-26,7110732800
2008-06-27,6999627600
2008-06-30,6600956000
2008-07-01,6659776400
2008-07-02,6600956000
2008-07-03,6339532000
2008-07-07,6431030400
2008-07-08,6653240800
2008-07-09,6437566000
2008-07-10,6359138800
2008-07-11,6417959200
2008-07-14,6581349200
2008-07-15,6731668000
2008-07-16,6986556400
2008-07-17,7078054800
2008-07-18,7391763600
2008-07-21,7032305600
2008-07-22,7097661600
2008-07-23,7228373600
2008-07-24,6953878400
2008-07-25,6783952800
2008-07-28,6633634000
2008-07-29,6783952800
2008-07-30,6705525600
2008-07-31,6620562800
2008-08-01,6509457600
2008-08-04,6457747840
2008-08-05,7020999680
2008-08-06,7007900800
2008-08-07,6785219840
2008-08-08,7243680640
2008-08-11,7492559360
2008-08-12,7394317759
2008-08-13,7237131200
2008-08-14,7276427840
2008-08-15,7073395200
2008-08-18,7230581759
2008-08-19,7210933440
2008-08-20,7125790720
2008-08-21,7119241279
2008-08-22,7230581759
2008-08-25,7079944640
2008-08-26,7060296320
2008-08-27,7060296320
2008-08-28,7217482880
2008-08-29,7184735680
2008-09-02,7433614400
2008-09-03,7184735680
2008-09-04,7191285120
2008-09-05,7145439040
2008-09-08,7250230080
2008-09-09,7132340160
2008-09-10,7001351360
2008-09-11,6994801920
2008-09-12,6745923200
2008-09-15,6366055680
2008-09-16,6562538880
2008-09-17,6156473600
2008-09-18,6300561279
2008-09-19,6176121920
2008-09-22,5940342080
2008-09-23,5724210560
2008-09-24,5665265600
2008-09-25,5901045440
2008-09-26,5920693759
2008-09-29,5599771200
2008-09-30,5599771200
2008-10-01,5901045440
2008-10-02,5861748800
2008-10-03,5776606080
2008-10-06,5586672320
2008-10-07,5036519360
2008-10-08,4944827200
2008-10-09,4761442880
2008-10-10,4767992320
2008-10-13,5488430720
2008-10-14,4971024960
2008-10-15,4538761920
2008-10-16,5043068800
2008-10-17,5213354240
2008-10-20,5436035200
2008-10-21,4990673280
2008-10-22,4623904640
2008-10-23,4433970880
2008-10-24,4211289920
2008-10-27,4126147200
2008-10-28,4735245120
2008-10-29,4820387840
2008-10-30,4820387840
2008-10-31,4486366400
2008-11-03,4416344560
2008-11-04,4547393360
2008-11-05,4141142080
2008-11-06,3898701800
2008-11-07,4114932320
2008-11-10,4010093280
2008-11-11,3833177400
2008-11-12,3610394440
2008-11-13,4069065240
2008-11-14,3813520080
2008-11-17,3728338360
2008-11-18,3636604200
2008-11-19,3367954160
2008-11-20,2869968720
2008-11-21,2948598000
2008-11-24,3308982200
2008-11-25,3387611480
2008-11-26,3603842000
2008-11-28,3577632240
2008-12-01,3171380960
2008-12-02,3112409000
2008-12-03,3086199240
2008-12-04,3302429760
2008-12-05,3485898080
2008-12-08,4095275000
2008-12-09,3806967639
2008-12-10,3944568879
2008-12-11,3741443240
2008-12-12,3951121320
2008-12-15,3787310320
2008-12-16,4206666480
2008-12-17,4206666480
2008-12-18,3996988400
2008-12-19,4029750600
2008-12-22,3793862760
2008-12-23,3630051760
2008-12-24,3820072520
2008-12-26,3793862760
2008-12-29,3597289560
2008-12-30,3630051760
2008-12-31,3551422480
2009-01-02,3800415200
2009-01-05,3905254240
2009-01-06,3852834720
2009-01-07,3702128600
2009-01-08,4193561600
2009-01-09,4278743320
2009-01-12,4173904280
2009-01-13,4036303040
2009-01-14,3839729840
2009-01-15,3905254240
2009-01-16,4042855480
2009-01-20,3774205440
2009-01-21,4003540840
2009-01-22,3983883520
2009-01-23,4226323800
2009-01-26,4350820160
2009-01-27,4318057960
2009-01-28,4612917760
2009-01-29,4311505520
2009-01-30,4062512800
2009-02-02,4190797520
2009-02-03,4217113360
2009-02-04,4276324000
2009-02-05,4460534880
2009-02-06,4605272000
2009-02-09,4513166560
2009-02-10,4421061120
2009-02-11,4361850480
2009-02-12,4440798000
2009-02-13,4315797760
2009-02-17,4118428960
2009-02-18,4092113120
2009-02-19,4381587360
2009-02-20,4388166320
2009-02-23,4315797760
2009-02-24,4500008640
2009-02-25,4657903680
2009-02-26,4440798000
2009-02-27,4427640080
2009-03-02,4289481919
2009-03-03,4276324000
2009-03-04,4493429680
2009-03-05,3861849520
2009-03-06,3684217600
2009-03-09,3763165120
2009-03-10,4144744800
2009-03-11,4151323759
2009-03-12,4177639600
2009-03-13,4223692320
2009-03-16,4013165600
2009-03-17,4105271040
2009-03-18,4085534160
2009-03-19,4184218560
2009-03-20,4085534160
2009-03-23,4381587360
2009-03-24,4447376960
2009-03-25,4414482160
2009-03-26,4309218800
2009-03-27,4578956160
2009-03-30,4453955920
2009-03-31,4611850960
2009-04-01,4638166800
2009-04-02,4953956880
2009-04-03,4901325200
2009-04-06,4710535360
2009-04-07,4809219760
2009-04-08,4993430640
2009-04-09,5335536560
2009-04-13,5309220720
2009-04-14,5177641520
2009-04-15,5243431120
2009-04-16,4888167280
2009-04-17,4743430160
2009-04-20,4671061600
2009-04-21,4901325200
2009-04-22,4914483120
2009-04-23,5019746480
2009-04-24,5151325680
2009-04-27,5013167520
2009-04-28,4881588320
2009-04-29,4947377920
2009-04-30,4960535840
2009-05-01,4828956640
2009-05-04,4833712960
2009-05-05,4787614880
2009-05-06,4530782720
2009-05-07,4432001120
2009-05-08,4300292320
2009-05-11,4392488480
2009-05-12,4320048640
2009-05-13,4227852480
2009-05-14,4273950560
2009-05-15,4359561280
2009-05-18,4326634080
2009-05-19,4254194240
2009-05-20,4359561280
2009-05-21,3687846400
2009-05-22,3714188160
2009-05-26,3845896960
2009-05-27,3621992000
2009-05-28,3872238720
2009-05-29,4109314560
2009-06-01,4247608800
2009-06-02,4003947520
2009-06-03,3977605760
2009-06-04,4023703840
2009-06-05,3931507680
2009-06-08,4003947520
2009-06-09,4115900000
2009-06-10,4109314560
2009-06-11,4050045600
2009-06-12,3971020320
2009-06-15,3898580480
2009-06-16,3786628000
2009-06-17,3826140639
2009-06-18,3753700800
2009-06-19,3780042560
2009-06-22,3615406560
2009-06-23,3602235680
2009-06-24,3595650240
2009-06-25,3654919200
2009-06-26,3648333760
2009-06-29,3648333760
2009-06-30,3621992000
2009-07-01,3701017280
2009-07-02,3470526879
2009-07-06,3463941440
2009-07-07,3371745280
2009-07-08,3450770560
2009-07-09,3404672480
2009-07-10,3365159840
2009-07-13,3463941440
2009-07-14,3562723040
2009-07-15,3562723040
2009-07-16,3648333760
2009-07-17,3615406560
2009-07-20,3681260960
2009-07-21,3773457120
2009-07-22,3891995040
2009-07-23,3931507680
2009-07-24,3977605760
2009-07-27,3872238720
2009-07-28,3753700800
2009-07-29,3602235680
2009-07-30,3536381280
2009-07-31,3602235680
2009-08-03,3768381760
2009-08-04,4025316880
2009-08-05,3979200320
2009-08-06,4038493040
2009-08-07,4143902320
2009-08-10,3979200320
2009-08-11,4071433440
2009-08-12,4222959280
2009-08-13,4334956640
2009-08-14,4354720880
2009-08-17,4130726159
2009-08-18,4038493040
2009-08-19,4143902320
2009-08-20,3854026800
2009-08-21,3807910240
2009-08-24,3715677120
2009-08-25,3695912880
2009-08-26,3715677120
2009-08-27,3794734080
2009-08-28,3867202960
2009-08-31,3919907600
2009-09-01,3840850640
2009-09-02,3867202960
2009-09-03,3946259920
2009-09-04,3966024159
2009-09-08,4104373840
2009-09-09,4124138080
2009-09-10,4124138080
2009-09-11,4071433440
2009-09-14,4216371200
2009-09-15,4176842720
2009-09-16,4255899680
2009-09-17,4249311600
2009-09-18,4414013600
2009-09-21,4328368560
2009-09-22,4321780480
2009-09-23,4394249360
2009-09-24,4321780480
2009-09-25,4288840080
2009-09-28,4315192400
2009-09-29,4414013600
2009-09-30,4361308960
2009-10-01,4288840080
2009-10-02,4229547360
2009-10-05,4288840080
2009-10-06,4387661280
2009-10-07,4321780480
2009-10-08,4506246720
2009-10-09,4440365920
2009-10-12,4427189760
2009-10-13,4506246720
2009-10-14,4638008320
2009-10-15,4585303680
2009-10-16,4565539440
2009-10-19,4638008320
2009-10-20,4222959280
2009-10-21,4176842720
2009-10-22,4157078479
2009-10-23,4078021520
2009-10-26,3966024159
2009-10-27,4051669200
2009-10-28,3992376479
2009-10-29,4045081120
2009-10-30,3998964560
2009-11-02,3973349600
2009-11-03,3940512000
2009-11-04,3901106880
2009-11-05,3973349600
2009-11-06,4045592320
2009-11-09,4190077760
2009-11-10,4130970080
2009-11-11,4012754720
2009-11-12,4045592320
2009-11-13,3887971840
2009-11-16,4006187200
2009-11-17,3933944480
2009-11-18,3953647039
2009-11-19,4025889760
2009-11-20,4183510240
2009-11-23,4216347840
2009-11-24,4150672640
2009-11-25,4203212800
2009-11-27,4157240160
2009-11-30,4006187200
2009-12-01,3914241920
2009-12-02,3592433440
2009-12-03,3507055680
2009-12-04,3500488160
2009-12-07,3599000960
2009-12-08,3507055680
2009-12-09,3421677920
2009-12-10,3474218080
2009-12-11,3566163360
2009-12-14,3658108640
2009-12-15,3664676160
2009-12-16,3684378720
2009-12-17,3717216320
2009-12-18,3690946240
2009-12-21,3717216320
2009-12-22,3651541119
2009-12-23,3612136000
2009-12-24,3612136000
2009-12-28,3651541119
2009-12-29,3638406080
2009-12-30,3638406080
2009-12-31,3605568480
2010-01-04,3756621440
2010-01-05,3861701760
2010-01-06,3947079520
2010-01-07,3362570240
2010-01-08,3329732640
2010-01-11,3336300160
2010-01-12,3408542880
2010-01-13,3415110400
2010-01-14,3369137760
2010-01-15,3369137760
2010-01-19,3415110400
2010-01-20,3369137760
2010-01-21,3356002720
2010-01-22,3290327520
2010-01-25,3270624960
2010-01-26,3224652320
2010-01-27,3277192480
2010-01-28,3264057440
2010-01-29,3244354880
2010-02-01,3059034720
2010-02-02,3108175839
2010-02-03,3151174320
2010-02-04,3089747920
2010-02-05,3095890560
2010-02-08,3022178880
2010-02-09,2893183440
2010-02-10,2942324560
2010-02-11,2973037760
2010-02-12,2942324560
2010-02-16,2917754000
2010-02-17,2960752480
2010-02-18,2985323040
2010-02-19,2966895120
2010-02-22,2930039279
2010-02-23,2899326080
2010-02-24,2899326080
2010-02-25,2690476320
2010-02-26,2641335200
2010-03-01,2684333680
2010-03-02,2684333680
2010-03-03,2739617440
2010-03-04,2733474800
2010-03-05,2776473279
2010-03-08,2837899680
2010-03-09,2770330640
2010-03-10,2807186480
2010-03-11,2973037760
2010-03-12,2948467200
2010-03-15,2979180400
2010-03-16,2979180400
2010-03-17,3052892080
2010-03-18,3249456560
2010-03-19,3243313920
2010-03-22,3317025600
2010-03-23,3409165200
2010-03-24,3335453520
2010-03-25,3347738800
2010-03-26,3378452000
2010-03-29,3341596160
2010-03-30,3353881440
2010-03-31,3366166720
2010-04-01,3439878400
2010-04-05,3476734240
2010-04-06,3458306320
2010-04-07,3482876880
2010-04-08,3550445920
2010-04-09,3581159120
2010-04-12,3605729680
2010-04-13,3636442880
2010-04-14,3679441360
2010-04-15,3753153040
2010-04-16,3808436800
2010-04-19,3888291120
2010-04-20,3900576400
2010-04-21,3863720560
2010-04-22,3845292640
2010-04-23,3876005839
2010-04-26,3912861680
2010-04-27,3765438320
2010-04-28,3796151520
2010-04-29,3839150000
2010-04-30,3734725120
2010-05-03,3805450000
2010-05-04,3744950000
2010-05-05,3708650000
2010-05-06,3502950000
2010-05-07,3418250000
2010-05-10,3527150000
2010-05-11,3472700000
2010-05-12,3502950000
2010-05-13,3430350000
2010-05-14,3303300000
2010-05-17,3333550000
2010-05-18,3236750000
2010-05-19,3218600000
2010-05-20,3121800000
2010-05-21,3224650000
2010-05-24,3218600000
2010-05-25,3315400000
2010-05-26,3279100000
2010-05-27,3478750000
2010-05-28,3448500000
2010-06-01,3309350000
2010-06-02,3345650000
2010-06-03,3430350000
2010-06-04,3291200000
2010-06-07,3200450000
2010-06-08,3176250000
2010-06-09,3176250000
2010-06-10,3212550000
2010-06-11,3279100000
2010-06-14,3309350000
2010-06-15,3133900000
2010-06-16,2970550000
2010-06-17,2928200000
2010-06-18,2904000000
2010-06-21,2855600000
2010-06-22,2849550000
2010-06-23,2855600000
2010-06-24,2776950000
2010-06-25,2801150000
2010-06-28,2837450000
2010-06-29,2770900000
2010-06-30,2843500000
2010-07-01,2885849999
2010-07-02,2764850000
2010-07-06,2783000000
2010-07-07,2837450000
2010-07-08,2849550000
2010-07-09,2879800000
2010-07-12,2922150000
2010-07-13,2952400000
2010-07-14,2952400000
2010-07-15,2952400000
2010-07-16,2867700000
2010-07-19,2934250000
2010-07-20,2994750000
2010-07-21,2976600000
2010-07-22,3025000000
2010-07-23,3103650000
2010-07-26,3158100000
2010-07-27,3067350000
2010-07-28,3025000000
2010-07-29,2988700000
2010-07-30,3031050000
2010-08-02,3182974080
2010-08-03,3116662120
2010-08-04,3201059160
2010-08-05,3182974080
2010-08-06,3158860640
2010-08-09,3158860640
2010-08-10,3092548680
2010-08-11,2996094920
2010-08-12,2971981480
2010-08-13,2947868040
2010-08-16,2990066560
2010-08-17,3020208360
2010-08-18,3128718840
2010-08-19,2869499360
2010-08-20,2833329200
2010-08-23,2779073960
2010-08-24,2767017240
2010-08-25,2779073960
2010-08-26,2767017240
2010-08-27,2760988880
2010-08-30,2694676920
2010-08-31,2700705280
2010-09-01,2754960520
2010-09-02,2791130680
2010-09-03,2863471000
2010-09-07,2827300840
2010-09-08,2797159040
2010-09-09,2773045600
2010-09-10,2748932160
2010-09-13,2809215760
2010-09-14,2803187400
2010-09-15,2803187400
2010-09-16,2923754600
2010-09-17,2917726240
2010-09-20,2947868040
2010-09-21,2935811320
2010-09-22,2941839680
2010-09-23,2941839680
2010-09-24,3002123280
2010-09-27,2990066560
2010-09-28,2996094920
2010-09-29,2971981480
2010-09-30,2971981480
2010-10-01,3014180000
2010-10-04,2996094920
2010-10-05,3050350160
2010-10-06,3044321800
2010-10-07,3002123280
2010-10-08,3026236719
2010-10-11,3068435240
2010-10-12,2984038200
2010-10-13,2899641160
2010-10-14,2839357560
2010-10-15,2760988880
2010-10-18,2754960520
2010-10-19,2779073960
2010-10-20,2857442640
2010-10-21,2869499360
2010-10-22,2881556080
2010-10-25,2899641160
2010-10-26,2923754600
2010-10-27,2923754600
2010-10-28,2923754600
2010-10-29,2959924760
2010-11-01,2917320000
2010-11-02,2953560000
2010-11-03,2953560000
2010-11-04,3013960000
2010-11-05,3020000000
2010-11-08,3098520000
2010-11-09,3050200000
2010-11-10,3044160000
2010-11-11,3189120000
2010-11-12,3146840000
2010-11-15,3128720000
2010-11-16,3146840000
2010-11-17,3171000000
2010-11-18,3080400000
2010-11-19,3038120000
2010-11-22,3080400000
2010-11-23,3050200000
2010-11-24,3074360000
2010-11-26,3098520000
2010-11-29,3038120000
2010-11-30,3007920000
2010-12-01,3062280000
2010-12-02,3195160000
2010-12-03,3219320000
2010-12-06,3207240000
2010-12-07,3237440000
2010-12-08,3219320000
2010-12-09,3267640000
2010-12-10,3358240000
2010-12-13,3309920000
2010-12-14,3285760000
2010-12-15,3255560000
2010-12-16,3279720000
2010-12-17,3273680000
2010-12-20,3207240000
2010-12-21,3267640000
2010-12-22,3279720000
2010-12-23,3358240000
2010-12-27,3358240000
2010-12-28,3400520000
2010-12-29,3400520000
2010-12-30,3466960000
2010-12-31,3454880000
2011-01-03,3460920000
2011-01-04,3400520000
2011-01-05,3303880000
2011-01-06,3116640000
2011-01-07,3134760000
2011-01-10,3128720000
2011-01-11,3050200000
2011-01-12,3122680000
2011-01-13,3110600000
2011-01-14,3074360000
2011-01-18,3074360000
2011-01-19,3092480000
2011-01-20,3171000000
2011-01-21,3152880000
2011-01-24,3183079999
2011-01-25,3183079999
2011-01-26,3177040000
2011-01-27,3183079999
2011-01-28,3171000000
2011-01-31,3008115999
2011-02-01,2933912000
2011-02-02,2831168000
2011-02-03,2785504000
2011-02-04,2859708000
2011-02-07,2876832000
2011-02-08,2859708000
2011-02-09,2814044000
2011-02-10,2905372000
2011-02-11,2893956000
2011-02-14,2836876000
2011-02-15,2859708000
2011-02-16,2893956000
2011-02-17,2871124000
2011-02-18,2848292000
2011-02-22,2808336000
2011-02-23,2808336000
2011-02-24,2785504000
2011-02-25,2831168000
2011-02-28,2848292000
2011-03-01,2814044000
2011-03-02,2814044000
2011-03-03,2871124000
2011-03-04,2859708000
2011-03-07,2814044000
2011-03-08,2831168000
2011-03-09,2819752000
2011-03-10,2791212000
2011-03-11,2819752000
2011-03-14,2831168000
2011-03-15,2928204000
2011-03-16,2928204000
2011-03-17,2996700000
2011-03-18,2990992000
2011-03-21,3025240000
2011-03-22,3002408000
2011-03-23,3013824000
2011-03-24,3099444000
2011-03-25,3099444000
2011-03-28,3133692000
2011-03-29,3185064000
2011-03-30,3230728000
2011-03-31,3213604000
2011-04-01,3270684000
2011-04-04,3219312000
2011-04-05,3367720000
2011-04-06,3407676000
2011-04-07,3430508000
2011-04-08,3396260000
2011-04-11,3390552000
2011-04-12,3396260000
2011-04-13,3618872000
2011-04-14,3624580000
2011-04-15,3767280000
2011-04-18,3733032000
2011-04-19,3790112000
2011-04-20,3761572000
2011-04-21,3784404000
2011-04-25,3778696000
2011-04-26,3750156000
2011-04-27,3744448000
2011-04-28,3738740000
2011-04-29,3664536000
2011-05-02,3637800000
2011-05-03,3649080000
2011-05-04,3620880000
2011-05-05,3649080000
2011-05-06,3592680000
2011-05-09,3592680000
2011-05-10,3637800000
2011-05-11,3637800000
2011-05-12,3654720000
2011-05-13,3767520000
2011-05-16,3733680000
2011-05-17,3716760000
2011-05-18,3761880000
2011-05-19,3852120000
2011-05-20,3931080000
2011-05-23,3902880000
2011-05-24,3897240000
2011-05-25,3914160000
2011-05-26,3914160000
2011-05-27,3976200000
2011-05-31,3948000000
2011-06-01,3874680000
2011-06-02,3840840000
2011-06-03,3767520000
2011-06-06,3744960000
2011-06-07,3688560000
2011-06-08,3705480000
2011-06-09,3739320000
2011-06-10,3699840000
2011-06-13,3699840000
2011-06-14,3728040000
2011-06-15,3682920000
2011-06-16,3694200000
2011-06-17,3728040000
2011-06-20,3778800000
2011-06-21,3880320000
2011-06-22,3739320000
2011-06-23,3699840000
2011-06-24,3682920000
2011-06-27,3637800000
2011-06-28,3716760000
2011-06-29,3666000000
2011-06-30,3761880000
2011-07-01,3795720000
2011-07-05,3863400000
2011-07-06,3852120000
2011-07-07,3840840000
2011-07-08,3784440000
