,GRMN
2005-08-02,11806870600
2005-08-03,11651573800
2005-08-04,11267645600
2005-08-05,11440197600
2005-08-08,11578239200
2005-08-09,11862950000
2005-08-10,11901774200
2005-08-11,12242564400
2005-08-12,12130405600
2005-08-15,12238250600
2005-08-16,11819812000
2005-08-17,11845694800
2005-08-18,11875891400
2005-08-19,12000991600
2005-08-22,12078640000
2005-08-23,12151974600
2005-08-24,12070012400
2005-08-25,12104522800
2005-08-26,11992364000
2005-08-29,12048443400
2005-08-30,12186485000
2005-08-31,12488451000
2005-09-01,12673944400
2005-09-02,12816299800
2005-09-06,12932772400
2005-09-07,12932772400
2005-09-08,13092383000
2005-09-09,13446114600
2005-09-12,13644549400
2005-09-13,13942201600
2005-09-14,13804160000
2005-09-15,13972398200
2005-09-16,14438288600
2005-09-19,14524564600
2005-09-20,14274364200
2005-09-21,13571214800
2005-09-22,13290817800
2005-09-23,13424545600
2005-09-26,6659088540
2005-09-27,6775800900
2005-09-28,6719606060
2005-09-29,7205907560
2005-09-30,7331265280
2005-10-03,7610078140
2005-10-04,7495527120
2005-10-05,7186455500
2005-10-06,7167003439
2005-10-07,7138906020
2005-10-10,7082711180
2005-10-11,7030839020
2005-10-12,6754187500
2005-10-13,6749864820
2005-10-14,6901158620
2005-10-17,6812543680
2005-10-18,6827673060
2005-10-19,6991934900
2005-10-20,6940062740
2005-10-21,7089195199
2005-10-24,7303167860
2005-10-25,7292361160
2005-10-26,6429986500
2005-10-27,6101462820
2005-10-28,6172787040
2005-10-31,6205207140
2005-11-01,6071204060
2005-11-02,5980427780
2005-11-03,6239788580
2005-11-04,6136044260
2005-11-07,5926394280
2005-11-08,5904780880
2005-11-09,6006363860
2005-11-10,6170625700
2005-11-11,6190077760
2005-11-14,6267886000
2005-11-15,6196561780
2005-11-16,6235465900
2005-11-17,6375953000
2005-11-18,6607216380
2005-11-21,6687185960
2005-11-22,6672056580
2005-11-23,6460245260
2005-11-25,6468890620
2005-11-28,6239788580
2005-11-29,6030138600
2005-11-30,5954491700
2005-12-01,6079849420
2005-12-02,6259240640
2005-12-05,6380275680
2005-12-06,6289499400
2005-12-07,6419179800
2005-12-08,6354339600
2005-12-09,6306790120
2005-12-12,6574796280
2005-12-13,6866577180
2005-12-14,6862254500
2005-12-15,6721767400
2005-12-16,6596409680
2005-12-19,6630991120
2005-12-20,6633152460
2005-12-21,6784446260
2005-12-22,7380976100
2005-12-23,7411234860
2005-12-27,7177810140
2005-12-28,7097840560
2005-12-29,7007064280
2005-12-30,7171326120
2006-01-03,14574683200
2006-01-04,14180889800
2006-01-05,13830370400
2006-01-06,14449188600
2006-01-09,14483807800
2006-01-10,14012121200
2006-01-11,13830370400
2006-01-12,13782769000
2006-01-13,13618327800
2006-01-17,13285118000
2006-01-18,13298100200
2006-01-19,13176933000
2006-01-20,12938926000
2006-01-23,13211552200
2006-01-24,13929900599
2006-01-25,13639964800
2006-01-26,13687566200
2006-01-27,13899608799
2006-01-30,13722185400
2006-01-31,13462541400
2006-02-01,13462541400
2006-02-02,13938555400
2006-02-03,13847680000
2006-02-06,13562071600
2006-02-07,13302427600
2006-02-08,13142313800
2006-02-09,14202526800
2006-02-10,14388605000
2006-02-13,14713160000
2006-02-14,14505444800
2006-02-15,14258783000
2006-02-16,14172235000
2006-02-17,14133288399
2006-02-21,14280420000
2006-02-22,14094341800
2006-02-23,14180889800
2006-02-24,14496790000
2006-02-27,15219465800
2006-02-28,14890583399
2006-03-01,15076661600
2006-03-02,15730099000
2006-03-03,16011380000
2006-03-06,16275351400
2006-03-07,15976760800
2006-03-08,16180148600
2006-03-09,16314298000
2006-03-10,16180148600
2006-03-13,16154184200
2006-03-14,16292661000
2006-03-15,16660490000
2006-03-16,16582596800
2006-03-17,16682126999
2006-03-20,17184105400
2006-03-21,17534624800
2006-03-22,17478368600
2006-03-23,17266326000
2006-03-24,17647137200
2006-03-27,18205371800
2006-03-28,17634155000
2006-03-29,17608190600
2006-03-30,17093230000
2006-03-31,17184105400
2006-04-03,8796306260
2006-04-04,8796306260
2006-04-05,8844006220
2006-04-06,8937237960
2006-04-07,8919892520
2006-04-10,8919892520
2006-04-11,8958919760
2006-04-12,9134542340
2006-04-13,9431583000
2006-04-17,9318837640
2006-04-18,9535655640
2006-04-19,9539992000
2006-04-20,9492292040
2006-04-21,9323174000
2006-04-24,9327510360
2006-04-25,9442423900
2006-04-26,9451096620
2006-04-27,9566010160
2006-04-28,9362201240
2006-05-01,9477114780
2006-05-02,9531319280
2006-05-03,10452795780
2006-05-04,10420273080
2006-05-05,10279341380
2006-05-08,10396423100
2006-05-09,10589391120
2006-05-10,10515673000
2006-05-11,10507000280
2006-05-12,10268500480
2006-05-15,9997477980
2006-05-16,10112391520
2006-05-17,9518310200
2006-05-18,9377378500
2006-05-19,9674419160
2006-05-22,9255960420
2006-05-23,9451096620
2006-05-24,9618046480
2006-05-25,9860882640
2006-05-26,10179605100
2006-05-30,10027832500
2006-05-31,10112391520
2006-06-01,10528682080
2006-06-02,10546027520
2006-06-05,10186109640
2006-06-06,10025664320
2006-06-07,10077700640
2006-06-08,9915087140
2006-06-09,9808846320
2006-06-12,9713446400
2006-06-13,9058656040
2006-06-14,9722119120
2006-06-15,10151418760
2006-06-16,10082037000
2006-06-19,10229473240
2006-06-20,10105886980
2006-06-21,10502663920
2006-06-22,10728154640
2006-06-23,10660941060
2006-06-26,10723818280
2006-06-27,10522177540
2006-06-28,11090240700
2006-06-29,11660472040
2006-06-30,11430644960
2006-07-03,11514553910
2006-07-05,11276605210
2006-07-06,11521043420
2006-07-07,10707691500
2006-07-10,10577901300
2006-07-11,11088409420
2006-07-12,10644959570
2006-07-13,10575738130
2006-07-14,10521658880
2006-07-17,10735812710
2006-07-18,10945640200
2006-07-19,10932661180
2006-07-20,10515169370
2006-07-21,10313994560
2006-07-24,10837481700
2006-07-25,10861276570
2006-07-26,10681733460
2006-07-27,10047924650
2006-07-28,10002498080
2006-07-31,10275057500
2006-08-01,9734265000
2006-08-02,9533090190
2006-08-03,9595822120
2006-08-04,9377341950
2006-08-07,9556885060
2006-08-08,9429258030
2006-08-09,9275672960
2006-08-10,9440073880
2006-08-11,9613127480
2006-08-14,9431421200
2006-08-15,9669369900
2006-08-16,10019803440
2006-08-17,10086861710
2006-08-18,9993845400
2006-08-21,9993845400
2006-08-22,9924623960
2006-08-23,9714796470
2006-08-24,9483337280
2006-08-25,9569864080
2006-08-28,9799160100
2006-08-29,9801323270
2006-08-30,10112819750
2006-08-31,10114982920
2006-09-01,10158246320
2006-09-05,10339952600
2006-09-06,9773202060
2006-09-07,9212941030
2006-09-08,9342731230
2006-09-11,9124251060
2006-09-12,9282162470
2006-09-13,9366526100
2006-09-14,9513621660
2006-09-15,9409789500
2006-09-18,9597985290
2006-09-19,9327589040
2006-09-20,9613127480
2006-09-21,9656390880
2006-09-22,9489826790
2006-09-25,9747244020
2006-09-26,9807812780
2006-09-27,10246936290
2006-09-28,10500027180
2006-09-29,10551943260
2006-10-02,10284161273
2006-10-03,10114653920
2006-10-04,10503018867
2006-10-05,10621030315
2006-10-06,10672526220
2006-10-09,10814139957
2006-10-10,10869927187
2006-10-11,10771226703
2006-10-12,10893529477
2006-10-13,10951462369
2006-10-16,10932151405
2006-10-17,10878509838
2006-10-18,10636049954
2006-10-19,10599573688
2006-10-20,10503018867
2006-10-23,10702565497
2006-10-24,10861344536
2006-10-25,11352701292
2006-10-26,11773251180
2006-10-27,11348409967
2006-10-30,11277603098
2006-10-31,11459984427
2006-11-01,9651190779
2006-11-02,9977331508
2006-11-03,9992351147
2006-11-06,10125382234
2006-11-07,10093197293
2006-11-08,10194043440
2006-11-09,10103925607
2006-11-10,9930126929
2006-11-13,10020244762
2006-11-14,10374279106
2006-11-15,10524475494
2006-11-16,10835596584
2006-11-17,10756207064
2006-11-20,10511601518
2006-11-21,10432211998
2006-11-22,10573825736
2006-11-24,10518038506
2006-11-27,10464396939
2006-11-28,10427920673
2006-11-29,10779809354
2006-11-30,10919277429
2006-12-01,10719730799
2006-12-04,10775518029
2006-12-05,10908549115
2006-12-06,10936442730
2006-12-07,10642486942
2006-12-08,10668234894
2006-12-11,10781955017
2006-12-12,11037288877
2006-12-13,11311933701
2006-12-14,11466421415
2006-12-15,11749648890
2006-12-18,11880534314
2006-12-19,11809727445
2006-12-20,11708881299
2006-12-21,11730337926
2006-12-22,11835475398
2006-12-26,11790416481
2006-12-27,11850495036
2006-12-28,12069352631
2006-12-29,11942758532
2007-01-03,12036689050
2007-01-04,11904797900
2007-01-05,11865879200
2007-01-08,11675610000
2007-01-09,11228044950
2007-01-10,11308044500
2007-01-11,11251828600
2007-01-12,11308044500
2007-01-16,11266963650
2007-01-17,11295071600
2007-01-18,10838857950
2007-01-19,10713453250
2007-01-22,10657237350
2007-01-23,10823722900
2007-01-24,10903722450
2007-01-25,10741561200
2007-01-26,10700480350
2007-01-29,10791290650
2007-01-30,10635615850
2007-01-31,10858317300
2007-02-01,10745885500
2007-02-02,11059397250
2007-02-05,11007505650
2007-02-06,11016154250
2007-02-07,11178315500
2007-02-08,11491827250
2007-02-09,11299395900
2007-02-12,11208585600
2007-02-13,11396692650
2007-02-14,12324255000
2007-02-15,12216147500
2007-02-16,12058310550
2007-02-20,12466956900
2007-02-21,12363173700
2007-02-22,12257228350
2007-02-23,12430200350
2007-02-26,12365335850
2007-02-27,11716690850
2007-02-28,11839933400
2007-03-01,11638853450
2007-03-02,11253990750
2007-03-05,11076694450
2007-03-06,11401016950
2007-03-07,11173991200
2007-03-08,11401016950
2007-03-09,11346963200
2007-03-12,11563178200
2007-03-13,11349125350
2007-03-14,11532908100
2007-03-15,11582637550
2007-03-16,11623718400
2007-03-19,11785879650
2007-03-20,11863717050
2007-03-21,12064797000
2007-03-22,12071283450
2007-03-23,12030202600
2007-03-26,11906960050
2007-03-27,11749123100
2007-03-28,11645339900
2007-03-29,11738312350
2007-03-30,11708042250
2007-04-02,11749434000
2007-04-03,11859787800
2007-04-04,11691011400
2007-04-05,11699666600
2007-04-09,11632588800
2007-04-10,11574166200
2007-04-11,11401062200
2007-04-12,11552528200
2007-04-13,11597968000
2007-04-16,11716977000
2007-04-17,11725632200
2007-04-18,11835986000
2007-04-19,11924701800
2007-04-20,11903063800
2007-04-23,11926865600
2007-04-24,11861951600
2007-04-25,12180030200
2007-04-26,12541384800
2007-04-27,12682031800
2007-04-30,12591152200
2007-05-01,12846480600
2007-05-02,12320677200
2007-05-03,12257927000
2007-05-04,11998271000
2007-05-07,12056693600
2007-05-08,12056693600
2007-05-09,12249271800
2007-05-10,12022072800
2007-05-11,12154064600
2007-05-14,12128099000
2007-05-15,12074004000
2007-05-16,12065348800
2007-05-17,11991779600
2007-05-18,12296875400
2007-05-21,12420212000
2007-05-22,12623609200
2007-05-23,13010929400
2007-05-24,13171050600
2007-05-25,13002274200
2007-05-29,13082334800
2007-05-30,14060372400
2007-05-31,13919725400
2007-06-01,14058208600
2007-06-04,13865630400
2007-06-05,13835337200
2007-06-06,13885104600
2007-06-07,13558370800
2007-06-08,13809371600
2007-06-11,14298390400
2007-06-12,14209674600
2007-06-13,14590503400
2007-06-14,14880452600
2007-06-15,15096832600
2007-06-18,15486316599
2007-06-19,15352161000
2007-06-20,14791736800
2007-06-21,15295902200
2007-06-22,15326195400
2007-06-25,15655092999
2007-06-26,15497135600
2007-06-27,16234991400
2007-06-28,15886619600
2007-06-29,16005628600
2007-07-02,16485586650
2007-07-03,16296994140
2007-07-05,16548450820
2007-07-06,16834591180
2007-07-09,17101221970
2007-07-10,16890952160
2007-07-11,17274640370
2007-07-12,17662664040
2007-07-13,17836082440
2007-07-16,17935798020
2007-07-17,17341840000
2007-07-18,17203105280
2007-07-19,17779721460
2007-07-20,17278975830
2007-07-23,17480574720
2007-07-24,17376523680
2007-07-25,18286970280
2007-07-26,17948804400
2007-07-27,17320162700
2007-07-30,18440879110
2007-07-31,18187254700
2007-08-01,20075347530
2007-08-02,21219908970
2007-08-03,21386824180
2007-08-06,20987961860
2007-08-07,21748835090
2007-08-08,22529217890
2007-08-09,22180213360
2007-08-10,21584087610
2007-08-13,21733660980
2007-08-14,20075347530
2007-08-15,19769697600
2007-08-16,19453209020
2007-08-17,20014651090
2007-08-20,21185225290
2007-08-21,22219232500
2007-08-22,21974279010
2007-08-23,21959104900
2007-08-24,22544392000
2007-08-27,22095671890
2007-08-28,20892581740
2007-08-29,21885402080
2007-08-30,22227903420
2007-08-31,22073994590
2007-09-04,22641939850
2007-09-05,22949757510
2007-09-06,23253239710
2007-09-07,22817525980
2007-09-10,22618094820
2007-09-11,23168698240
2007-09-12,23214220570
2007-09-13,23144853210
2007-09-14,23055976280
2007-09-17,22659281690
2007-09-18,23563225100
2007-09-19,23350787560
2007-09-20,23173033700
2007-09-21,23563225100
2007-09-24,24935398190
2007-09-25,25815496570
2007-09-26,25416634250
2007-09-27,26259881220
2007-09-28,25882696200
2007-10-01,23239743440
2007-10-02,21694472800
2007-10-03,20918586560
2007-10-04,21878691600
2007-10-05,22476860880
2007-10-08,23506318880
2007-10-09,24208517600
2007-10-10,24173841120
2007-10-11,23645024800
2007-10-12,24704824720
2007-10-15,24368896320
2007-10-16,24327718000
2007-10-17,24533609600
2007-10-18,24954061920
2007-10-19,23861752800
2007-10-22,24962731040
2007-10-23,26122225840
2007-10-24,26399637680
2007-10-25,25604245920
2007-10-26,25389685200
2007-10-29,26830926400
2007-10-30,26111389440
2007-10-31,23276587200
2007-11-01,21674967280
2007-11-02,21334704320
2007-11-05,20606498240
2007-11-06,21794167680
2007-11-07,19362479520
2007-11-08,18569255040
2007-11-09,18606098800
2007-11-12,17841048960
2007-11-13,18651611680
2007-11-14,18551916800
2007-11-15,18205152000
2007-11-16,21133147280
2007-11-19,20268402560
2007-11-20,20283573520
2007-11-21,19765593600
2007-11-23,19908634080
2007-11-26,20959764880
2007-11-27,22322984000
2007-11-28,23395787600
2007-11-29,22990506240
2007-11-30,23265750800
2007-12-03,22546213840
2007-12-04,23228907040
2007-12-05,23508486160
2007-12-06,23699206800
2007-12-07,23673199440
2007-12-10,24241026800
2007-12-11,22710927120
2007-12-12,22047739440
2007-12-13,22769443680
2007-12-14,22548381120
2007-12-17,22067244960
2007-12-18,20448286800
2007-12-19,21013946880
2007-12-20,21696640080
2007-12-21,22214620000
2007-12-24,21861353360
2007-12-26,22392336960
2007-12-27,21850516960
2007-12-28,21492915760
2007-12-31,21000985000
2008-01-02,19940110500
2008-01-03,19691129750
2008-01-04,19149867250
2008-01-07,18604274650
2008-01-08,17363701000
2008-01-09,16452214949
2008-01-10,16887390000
2008-01-11,15458457000
2008-01-14,15153184949
2008-01-15,14207058100
2008-01-16,13401659500
2008-01-17,13888795750
2008-01-18,13637649950
2008-01-22,12851736800
2008-01-23,13986222999
2008-01-24,14681204050
2008-01-25,14059834700
2008-01-28,14769971100
2008-01-29,15200816049
2008-01-30,15228961700
2008-01-31,15620835750
2008-02-01,15177000499
2008-02-04,15081738300
2008-02-05,13808688900
2008-02-06,13728582050
2008-02-07,14321805750
2008-02-08,14464699050
2008-02-11,14317475649
2008-02-12,14181077500
2008-02-13,14213553250
2008-02-14,14185407600
2008-02-15,14365106749
2008-02-19,15047097500
2008-02-20,13958077350
2008-02-21,13579193600
2008-02-22,13767552950
2008-02-25,13592183900
2008-02-26,13375678900
2008-02-27,13247940950
2008-02-28,13085562200
2008-02-29,12711008550
2008-03-03,12303979150
2008-03-04,12557290000
2008-03-05,12401406400
2008-03-06,12130775150
2008-03-07,11938085700
2008-03-10,11496415500
2008-03-11,12174076150
2008-03-12,12734824100
2008-03-13,12695853200
2008-03-14,12334289850
2008-03-17,12403571450
2008-03-18,13226290450
2008-03-19,12808435800
2008-03-20,13018445650
2008-03-24,13505581900
2008-03-25,13029270900
2008-03-26,13182989450
2008-03-27,12767299850
2008-03-28,12141600400
2008-03-31,11544961560
2008-04-01,11724516600
2008-04-02,12057975960
2008-04-03,11288454360
2008-04-04,11557786920
2008-04-07,11264941200
2008-04-08,10360753320
2008-04-09,9811400400
2008-04-10,9952479360
2008-04-11,9582681480
2008-04-14,9460840560
2008-04-15,9193645560
2008-04-16,9238534320
2008-04-17,9084630000
2008-04-18,9717347760
2008-04-21,9642533160
2008-04-22,9347549880
2008-04-23,9516417120
2008-04-24,9852014040
2008-04-25,9852014040
2008-04-28,10134171960
2008-04-29,9926828640
2008-04-30,8742620400
2008-05-01,9217158720
2008-05-02,9142344120
2008-05-05,9001265160
2008-05-06,9373200600
2008-05-07,9167994840
2008-05-08,9046153920
2008-05-09,8994852480
2008-05-12,9217158720
2008-05-13,9341137200
2008-05-14,9574131240
2008-05-15,10089283200
2008-05-16,10692075120
2008-05-19,10121346600
2008-05-20,10125621720
2008-05-21,9811400400
2008-05-22,9892627680
2008-05-23,10202573880
2008-05-27,10153410000
2008-05-28,9879802320
2008-05-29,10170510480
2008-05-30,10399229400
2008-06-02,10809640920
2008-06-03,11301279720
2008-06-04,11529998640
2008-06-05,11260666080
2008-06-06,10974233040
2008-06-09,10600160040
2008-06-10,10003780800
2008-06-11,9648945840
2008-06-12,9661771200
2008-06-13,9599781960
2008-06-16,9800712600
2008-06-17,9294110880
2008-06-18,9210746040
2008-06-19,9505729320
2008-06-20,9296248440
2008-06-23,9110280720
2008-06-24,9232121640
2008-06-25,9334724520
2008-06-26,9125243640
2008-06-27,9430914720
2008-06-30,8852200560
2008-07-01,8872863960
2008-07-02,8817072780
2008-07-03,8668296300
2008-07-07,8800542060
2008-07-08,9112559400
2008-07-09,8817072780
2008-07-10,9023706780
2008-07-11,8815006440
2008-07-14,8688959700
2008-07-15,8920389780
2008-07-16,9606414660
2008-07-17,9635343420
2008-07-18,9306795360
2008-07-21,9627078060
2008-07-22,10063075800
2008-07-23,9945294420
2008-07-24,9726262380
2008-07-25,9678736560
2008-07-28,9496898640
2008-07-29,9310928040
2008-07-30,7271450460
2008-07-31,7370634780
2008-08-01,7230123660
2008-08-04,6957366780
2008-08-05,7234256340
2008-08-06,7816964220
2008-08-07,7602064860
2008-08-08,7664055060
2008-08-11,7986404100
2008-08-12,7837627620
2008-08-13,7651657020
2008-08-14,7740509640
2008-08-15,7688851140
2008-08-18,7653723360
2008-08-19,7581401460
2008-08-20,7529742960
2008-08-21,7447089360
2008-08-22,7484283480
2008-08-25,7269384120
2008-08-26,7120607640
2008-08-27,7225990980
2008-08-28,7345838699
2008-08-29,7182597840
2008-09-02,7108209600
2008-09-03,6986295540
2008-09-04,6775528860
2008-09-05,6717671340
2008-09-08,6649482120
2008-09-09,6635017740
2008-09-10,6785860560
2008-09-11,6951167760
2008-09-12,7120607640
2008-09-15,6734202060
2008-09-16,7064816460
2008-09-17,7219791960
2008-09-18,7585534140
2008-09-19,7837627620
2008-09-22,7205327579
2008-09-23,7370634780
2008-09-24,7678519439
2008-09-25,7542141000
2008-09-26,7515278579
2008-09-29,6836235500
2008-09-30,6756605500
2008-10-01,6581419500
2008-10-02,6203177000
2008-10-03,5717434000
2008-10-06,5693545000
2008-10-07,5377015750
2008-10-08,4859420750
2008-10-09,4861411500
2008-10-10,5080394000
2008-10-13,5502433000
2008-10-14,5231691000
2008-10-15,4554836000
2008-10-16,4881319000
2008-10-17,4841504000
2008-10-20,5078403250
2008-10-21,4831550250
2008-10-22,4465252250
2008-10-23,4367705500
2008-10-24,4232334500
2008-10-27,4033259500
2008-10-28,4266177250
2008-10-29,4369696250
2008-10-30,4636456750
2008-10-31,4469233750
2008-11-03,4389603750
2008-11-04,4407520500
2008-11-05,4228352999
2008-11-06,4029277999
2008-11-07,4136778500
2008-11-10,4067102250
2008-11-11,3909833000
2008-11-12,3742610000
2008-11-13,4069093000
2008-11-14,3790388000
2008-11-17,3645063249
2008-11-18,3453951250
2008-11-19,3181218500
2008-11-20,3029921500
2008-11-21,3139412750
2008-11-24,3384275000
2008-11-25,3370339750
2008-11-26,3388256500
2008-11-28,3390247250
2008-12-01,3091634750
2008-12-02,3280756000
2008-12-03,3372330500
2008-12-04,3342469250
2008-12-05,3477840250
2008-12-08,3676915250
2008-12-09,3768489750
2008-12-10,3987472250
2008-12-11,3780434249
2008-12-12,3899879250
2008-12-15,3784415750
2008-12-16,4094972750
2008-12-17,3981500000
2008-12-18,3742610000
2008-12-19,3872008750
2008-12-22,3931731250
2008-12-23,3820249250
2008-12-24,3868027250
2008-12-26,3860064250
2008-12-29,3732557760
2008-12-30,3944930880
2008-12-31,3840747840
2009-01-02,4361663040
2009-01-05,4407744000
2009-01-06,4225423680
2009-01-07,4213402560
2009-01-08,4213402560
2009-01-09,4081170240
2009-01-12,3660431040
2009-01-13,3780642240
2009-01-14,3532205760
2009-01-15,3564262080
2009-01-16,3582293760
2009-01-20,3325843200
2009-01-21,3556248000
2009-01-22,3460079040
2009-01-23,3548233920
2009-01-26,3586300799
2009-01-27,3658427520
2009-01-28,3880818240
2009-01-29,3690483840
2009-01-30,3512170560
2009-02-02,3430026240
2009-02-03,3444050880
2009-02-04,3494138880
2009-02-05,3494138880
2009-02-06,3516177600
2009-02-09,3562258560
2009-02-10,3418005119
2009-02-11,3395966400
2009-02-12,3536212799
2009-02-13,3446054400
2009-02-17,3265737600
2009-02-18,3263734080
2009-02-19,3189603840
2009-02-20,3039339840
2009-02-23,3261730560
2009-02-24,3420008640
2009-02-25,3424015680
2009-02-26,3426019200
2009-02-27,3430026240
2009-03-02,3243698880
2009-03-03,3303804479
2009-03-04,3409991040
2009-03-05,3339867840
2009-03-06,3381941760
2009-03-09,3361906560
2009-03-10,3618357119
2009-03-11,3778638720
2009-03-12,4035089280
2009-03-13,3962962560
2009-03-16,3950941440
2009-03-17,4095194880
2009-03-18,4161311040
2009-03-19,4199377920
2009-03-20,4017057600
2009-03-23,4371680640
2009-03-24,4311575040
2009-03-25,4395722880
2009-03-26,4704264960
2009-03-27,4505916480
2009-03-30,4210221920
2009-03-31,4248278160
2009-04-01,4420532720
2009-04-02,4610813920
2009-04-03,4626837600
2009-04-06,4430547520
2009-04-07,4260295920
2009-04-08,4284331440
2009-04-09,4448574160
2009-04-13,4380473520
2009-04-14,4408514960
2009-04-15,4340414320
2009-04-16,4430547520
2009-04-17,4406512000
2009-04-20,4284331440
2009-04-21,4378470560
2009-04-22,4426541600
2009-04-23,4438559360
2009-04-24,4739003360
2009-04-27,4688929360
2009-04-28,4566748800
2009-04-29,4843157280
2009-04-30,5045456240
2009-05-01,5097533200
2009-05-04,5205693040
2009-05-05,5139595360
2009-05-06,4372461680
2009-05-07,4374464640
2009-05-08,4502654080
2009-05-11,4458588960
2009-05-12,4260295920
2009-05-13,4015934800
2009-05-14,4154139039
2009-05-15,4154139039
2009-05-18,4064005840
2009-05-19,4033961440
2009-05-20,4043976240
2009-05-21,3973872640
2009-05-22,3953843039
2009-05-26,4178174560
2009-05-27,4078026560
2009-05-28,4122091679
2009-05-29,4178174560
2009-06-01,4346423200
2009-06-02,4596793200
2009-06-03,4440562320
2009-06-04,4664893840
2009-06-05,4624834640
2009-06-08,4558736960
2009-06-09,4753024080
2009-06-10,4720976720
2009-06-11,4656882000
2009-06-12,4594790240
2009-06-15,4410517920
2009-06-16,4368455760
2009-06-17,4434553440
2009-06-18,4298352160
2009-06-19,4460591920
2009-06-22,4362446880
2009-06-23,4386482400
2009-06-24,4462594880
2009-06-25,4540710320
2009-06-26,4734997440
2009-06-29,4845191360
2009-06-30,4777005720
2009-07-01,4823131300
2009-07-02,4756951120
2009-07-06,4676732720
2009-07-07,4546377820
2009-07-08,4590497940
2009-07-09,4560416040
2009-07-10,4630607140
2009-07-13,4640634440
2009-07-14,4602530700
2009-07-15,4742912900
2009-07-16,4967524420
2009-07-17,4933431600
2009-07-20,4953486200
2009-07-21,4937442520
2009-07-22,5292408940
2009-07-23,5557129660
2009-07-24,5545096900
2009-07-27,5498971320
2009-07-28,5456856660
2009-07-29,5400703780
2009-07-30,5458862120
2009-07-31,5547102360
2009-08-03,5611277080
2009-08-04,5450840280
2009-08-05,6750378359
2009-08-06,6345275440
2009-08-07,6479641260
2009-08-10,6595957940
2009-08-11,6507717700
2009-08-12,6271073420
2009-08-13,6168794960
2009-08-14,5759681120
2009-08-17,5605260700
2009-08-18,5823855840
2009-08-19,5865970500
2009-08-20,5910090620
2009-08-21,5972259880
2009-08-24,5992314480
2009-08-25,6106625700
2009-08-26,6385384640
2009-08-27,6465603040
2009-08-28,6481646720
2009-08-31,6591947019
2009-09-01,6369340960
2009-09-02,6389395560
2009-09-03,6327226300
2009-09-04,6589941560
2009-09-08,6800514859
2009-09-09,7215645079
2009-09-10,7231688760
2009-09-11,7255754280
2009-09-14,7382098260
2009-09-15,7384103720
2009-09-16,7466327579
2009-09-17,7384103720
2009-09-18,7352016359
2009-09-21,7380092799
2009-09-22,7466327579
2009-09-23,7297868940
2009-09-24,7053202820
2009-09-25,7073257420
2009-09-28,7384224100
2009-09-29,7528502020
2009-09-30,7562567640
2009-10-01,7221911440
2009-10-02,7011506140
2009-10-05,7187845819
2009-10-06,7376208660
2009-10-07,7436324460
2009-10-08,7488424819
2009-10-09,7542529040
2009-10-12,7700833980
2009-10-13,7698830120
2009-10-14,7931277880
2009-10-15,7871162080
2009-10-16,7522490440
2009-10-19,7782992240
2009-10-20,7648733620
2009-10-21,7746922759
2009-10-22,7811046279
2009-10-23,7598637120
2009-10-26,7682799240
2009-10-27,7570583080
2009-10-28,6330193740
2009-10-29,6181908100
2009-10-30,6063680360
2009-11-02,6103757560
2009-11-03,6294124260
2009-11-04,5378360240
2009-11-05,5638862040
2009-11-06,5696973980
2009-11-09,5634854320
2009-11-10,5777128380
2009-11-11,5913390860
2009-11-12,5993545260
2009-11-13,6085722820
2009-11-16,6372274800
2009-11-17,6478479380
2009-11-18,6508537279
2009-11-19,6312159000
2009-11-20,6183911960
2009-11-23,6360251640
2009-11-24,6336205320
2009-11-25,6378286380
2009-11-27,6213969860
2009-11-30,5987533680
2009-12-01,5935433320
2009-12-02,6007572280
2009-12-03,6091734400
2009-12-04,6157861780
2009-12-07,6051657200
2009-12-08,6017591580
2009-12-09,6278093380
2009-12-10,6153854060
2009-12-11,6101753700
2009-12-14,6151850200
2009-12-15,6119788440
2009-12-16,6191927400
2009-12-17,6284104960
2009-12-18,6240020040
2009-12-21,6151850200
2009-12-22,6063680360
2009-12-23,6091734400
2009-12-24,6207958280
2009-12-28,6177713400
2009-12-29,6227694900
2009-12-30,6301667520
2009-12-31,6137728200
2010-01-04,6433618680
2010-01-05,6449612760
2010-01-06,6401630520
2010-01-07,6431619420
2010-01-08,6755499540
2010-01-11,6855462540
2010-01-12,6759498060
2010-01-13,6931434420
2010-01-14,7035395940
2010-01-15,7023400380
2010-01-19,7417254600
2010-01-20,7227324900
2010-01-21,6829472159
2010-01-22,6681526920
2010-01-25,6693522479
2010-01-26,6627546900
2010-01-27,6709516560
2010-01-28,6559572060
2010-01-29,6459609060
2010-02-01,6503592780
2010-02-02,6653537280
2010-02-03,6611552820
2010-02-04,6441615720
2010-02-05,6475603140
2010-02-08,6377639400
2010-02-09,6381637920
2010-02-10,6377639400
2010-02-11,6481600920
2010-02-12,6387635700
2010-02-16,6555573540
2010-02-17,6597558000
2010-02-18,6755499540
2010-02-19,6741504720
2010-02-22,6981415920
2010-02-23,6887450700
2010-02-24,6487598700
2010-02-25,6381637920
2010-02-26,6387635700
2010-03-01,6491597220
2010-03-02,6595558740
2010-03-03,6761497320
2010-03-04,6769494360
2010-03-05,6933433680
2010-03-08,7019401860
2010-03-09,7073381880
2010-03-10,7137358200
2010-03-11,7179342659
2010-03-12,7179342659
2010-03-15,7115366340
2010-03-16,7057387799
2010-03-17,7451242020
2010-03-18,7345281240
2010-03-19,7223326380
