,CNC
2020-12-21,32917971431
2020-12-22,32570226631
2020-12-23,32912362644
2020-12-24,32542182696
2020-12-28,32996494450
2020-12-29,33108670192
2020-12-30,33046973534
2020-12-31,34929596070
2021-01-04,36128246210
2021-01-05,35534739830
2021-01-06,39369256540
2021-01-07,40585362750
2021-01-08,39689284490
2021-01-11,39962762920
2021-01-12,39648553660
2021-01-13,38700107190
2021-01-14,37838941070
2021-01-15,37233797310
2021-01-19,36535554510
2021-01-20,36320262980
2021-01-21,36512279750
2021-01-22,35790762190
2021-01-25,35453278170
2021-01-26,34970326900
2021-01-27,33992786980
2021-01-28,35360179130
2021-01-29,35086700700
2021-02-01,34679392400
2021-02-02,34702667160
2021-02-03,35191437120
2021-02-04,35144887600
2021-02-05,34260446720
2021-02-08,33888050560
2021-02-09,35069244630
2021-02-10,35528921140
2021-02-11,34894683930
2021-02-12,34446644800
2021-02-16,33858957110
2021-02-17,34103342090
2021-02-18,34173166370
2021-02-19,33730945930
2021-02-22,33911325320
2021-02-23,34504831700
2021-02-24,34533925150
2021-02-25,34190622440
2021-02-26,34062611260
2021-03-01,34557199910
2021-03-02,34411732660
2021-03-03,34213897200
2021-03-04,34499013010
2021-03-05,35214711880
2021-03-08,35912954680
2021-03-09,35779124810
2021-03-10,35837311710
2021-03-11,36011872410
2021-03-12,36599560100
2021-03-15,36541373200
2021-03-16,36640290930
2021-03-17,36011872410
2021-03-18,36989412330
2021-03-19,37379264560
2021-03-22,37507275740
2021-03-23,37274528140
2021-03-24,37786572860
2021-03-25,37786572860
2021-03-26,37740023340
2021-03-29,38193881160
2021-03-30,38042595220
2021-03-31,37246429664
2021-04-01,36861784951
2021-04-05,37275569415
2021-04-06,36506279990
2021-04-07,36494624089
2021-04-08,35865205469
2021-04-09,36488796139
2021-04-12,36383893036
2021-04-13,36267334032
2021-04-14,36471312289
2021-04-15,37438752020
2021-04-16,37858364434
2021-04-19,38103138342
2021-04-20,38132278093
2021-04-21,38167245794
2021-04-22,37671870028
2021-04-23,38097310392
2021-04-26,38464471254
2021-04-27,35731162614
2021-04-28,34670475680
2021-04-29,35311550201
2021-04-30,35981764473
2021-05-03,36378065085
2021-05-04,37625246426
2021-05-05,38050686790
2021-05-06,37992407288
2021-05-07,41057909088
2021-05-10,40539221521
2021-05-11,39665028993
2021-05-12,40585845123
2021-05-13,39857351349
2021-05-14,40329415314
2021-05-17,41122016540
2021-05-18,41221091693
2021-05-19,41308510946
2021-05-20,41844682364
2021-05-21,42969476750
2021-05-24,43080207804
2021-05-25,43103519605
2021-05-26,42829605946
2021-05-27,42963648800
2021-05-28,42893713398
2021-06-01,42707218992
2021-06-02,42316746329
2021-06-03,42200187325
2021-06-04,41634876157
2021-06-07,41541628954
2021-06-08,41698983609
2021-06-09,41763091061
2021-06-10,41390102249
2021-06-11,41267715295
2021-06-14,40084641406
2021-06-15,40795651330
2021-06-16,42322574279
2021-06-17,43307497861
2021-06-18,41780574912
2021-06-21,42060316521
2021-06-22,42077800371
2021-06-23,42596487938
2021-06-24,42427477383
2021-06-25,43068551904
2021-06-28,43301669911
2021-06-29,42981132651
2021-06-30,42535984920
2021-07-01,42961753040
2021-07-02,43090066720
2021-07-06,42932590840
2021-07-07,43241710160
2021-07-08,42378509040
2021-07-09,42874266440
2021-07-12,43568326800
2021-07-13,43492505079
2021-07-14,43025909880
2021-07-15,42751785200
2021-07-16,42378509040
2021-07-19,41626124280
2021-07-20,41801097480
2021-07-21,42524320040
2021-07-22,42664298600
2021-07-23,42845104240
2021-07-26,42384341480
2021-07-27,41101204680
2021-07-28,40669604120
2021-07-29,40290495520
2021-07-30,40016370840
2021-08-02,41007885640
2021-08-03,40436306520
2021-08-04,40296327960
2021-08-05,39211494120
2021-08-06,38960699200
2021-08-09,38604920360
2021-08-10,37905027560
2021-08-11,37590075800
2021-08-12,36808528840
2021-08-13,36785199080
2021-08-16,37362610640
2021-08-17,38149990040
2021-08-18,37222632080
2021-08-19,37275124040
2021-08-20,37508421640
2021-08-23,37636735320
2021-08-24,37665897520
2021-08-25,37070988640
2021-08-26,37082653520
2021-08-27,37315951120
2021-08-30,36878518120
2021-08-31,36732707120
2021-09-01,36575231240
2021-09-02,37683394840
2021-09-03,37543416280
2021-09-07,37205134760
2021-09-08,36656885400
2021-09-09,36137798240
2021-09-10,34837164120
2021-09-13,36686047600
2021-09-14,35461235200
2021-09-15,35945327720
2021-09-16,35921997960
2021-09-17,37700892160
2021-09-20,37531751400
2021-09-21,36796863960
2021-09-22,36709377360
2021-09-23,36511074400
2021-09-24,36639388080
2021-09-27,37228464520
2021-09-28,37035994000
2021-09-29,36896015440
2021-09-30,36352900200
2021-10-01,36784631000
2021-10-04,36481252600
2021-10-05,36586268200
2021-10-06,36778796800
2021-10-07,37321377400
2021-10-08,37531408600
2021-10-11,36813802000
2021-10-12,36778796800
2021-10-13,36137034800
2021-10-14,36889646600
2021-10-15,38108994399
2021-10-18,37344714200
2021-10-19,37753108200
2021-10-20,39725067800
2021-10-21,40250145800
2021-10-22,40396000800
2021-10-25,39655057400
2021-10-26,41405317400
2021-10-27,41160281000
2021-10-28,41778706200
2021-10-29,41562840800
2021-11-01,41854550800
2021-11-02,40454342800
2021-11-03,43114738000
2021-11-04,43038893400
2021-11-05,43272261400
2021-11-08,43219753600
2021-11-09,43622313400
2021-11-10,43791505200
2021-11-11,43925691800
2021-11-12,44258241200
2021-11-15,43814842000
2021-11-16,43744831600
2021-11-17,44444935600
2021-11-18,43972365400
2021-11-19,42595494200
2021-11-22,43219753600
2021-11-23,44357422600
2021-11-24,44112386200
2021-11-26,43114738000
2021-11-29,43038893400
2021-11-30,41662022200
2021-12-01,40944415600
2021-12-02,41667856400
2021-12-03,41451991000
2021-12-06,41872053400
2021-12-07,42823028000
2021-12-08,43103069600
2021-12-09,43680655400
2021-12-10,45769299000
2021-12-13,45594273000
2021-12-14,47752927000
2021-12-15,48616388600
2021-12-16,48423860000
2021-12-17,48435528400
2021-12-20,48085476400
2021-12-21,48418025800
2021-12-22,49223145400
2021-12-23,49427342400
2021-12-27,49223145400
2021-12-28,49269819000
2021-12-29,49135632400
2021-12-30,49001445800
2021-12-31,48058152000
2022-01-03,48203959500
2022-01-04,47288288400
2022-01-05,46535921700
2022-01-06,44523778200
2022-01-07,44523778200
2022-01-10,45398623200
2022-01-11,46670064600
2022-01-12,46845033599
2022-01-13,46588412400
2022-01-14,46979176500
2022-01-18,45894368700
2022-01-19,45264480300
2022-01-20,46046008500
2022-01-21,44990362200
2022-01-24,45217821900
2022-01-25,44541275100
2022-01-26,43940548200
2022-01-27,44482952100
2022-01-28,45066182100
2022-01-31,45351964800
2022-02-01,44879548500
2022-02-02,45970188599
2022-02-03,47550741900
2022-02-04,46990841099
2022-02-07,47119151700
2022-02-08,49965314100
2022-02-09,50128618500
2022-02-10,49078804500
2022-02-11,48594723599
2022-02-14,47830692300
2022-02-15,49037978400
2022-02-16,49119630600
2022-02-17,48297276300
2022-02-18,47859853800
2022-02-22,47434095900
2022-02-23,47445760500
2022-02-24,47148313200
2022-02-25,48711369600
2022-02-28,48186462600
2022-03-01,48495574500
2022-03-02,49387916400
2022-03-03,49446239400
2022-03-04,50186941500
2022-03-07,48693872700
2022-03-08,47574071099
2022-03-09,48320605500
2022-03-10,49247941200
2022-03-11,48647214300
2022-03-14,49183785900
2022-03-15,49930320300
2022-03-16,50665190100
2022-03-17,51312575400
2022-03-18,51172600200
2022-03-21,50595202500
2022-03-22,51073451099
2022-03-23,48093145800
2022-03-24,49405413300
2022-03-25,49918655700
2022-03-28,49714525200
2022-03-29,49533723900
2022-03-30,50367742800
2022-03-31,49136988360
2022-04-01,49907398440
2022-04-04,49131151920
2022-04-05,49510520520
2022-04-06,50847065280
2022-04-07,51687512640
2022-04-08,51640821120
2022-04-11,50718663600
2022-04-12,50082491640
2022-04-13,50315949240
2022-04-14,50508551760
2022-04-18,49539702720
2022-04-19,50187547560
2022-04-20,51950152440
2022-04-21,51267288960
2022-04-22,49265390040
2022-04-25,49528029840
2022-04-26,47788770720
2022-04-27,47111743680
2022-04-28,47619513960
2022-04-29,47012524200
2022-05-02,46142894640
2022-05-03,46889958960
2022-05-04,48389924040
2022-05-05,49504684079
2022-05-06,49043605320
2022-05-09,46218768360
2022-05-10,46668174240
2022-05-11,47070888600
2022-05-12,47409402120
2022-05-13,48045574079
2022-05-16,49446319680
2022-05-17,49084460400
2022-05-18,47724569880
2022-05-19,48232340160
2022-05-20,49586394240
2022-05-23,50216729760
2022-05-24,50899593240
2022-05-25,49790669640
2022-05-26,47794607160
2022-05-27,49265390040
2022-05-31,47531967360
2022-06-01,47397729240
2022-06-02,48185648640
2022-06-03,47841298680
2022-06-06,48582526560
2022-06-07,48646727400
2022-06-08,48208994400
2022-06-09,46703192880
2022-06-10,46405534440
2022-06-13,44181850800
2022-06-14,44491182120
2022-06-15,45209064240
2022-06-16,44730476160
2022-06-17,44543710079
2022-06-21,47193453840
2022-06-22,47782934280
2022-06-23,48815984160
2022-06-24,48413269800
2022-06-27,49358773079
2022-06-28,49218698520
2022-06-29,49574721360
2022-06-30,48562840210
2022-07-01,49481177810
2022-07-05,48643194750
2022-07-06,49366385610
2022-07-07,48935914860
2022-07-08,50514307610
2022-07-11,50060878420
2022-07-12,49882950510
2022-07-13,48895737590
2022-07-14,49222895360
2022-07-15,51461343260
2022-07-18,51495780920
2022-07-19,52431337350
2022-07-20,51748323760
2022-07-21,51949210110
2022-07-22,52196013340
2022-07-25,52764234730
2022-07-26,53464467150
2022-07-27,53097132110
2022-07-28,53005298350
2022-07-29,53361154170
2022-08-01,52947902250
2022-08-02,53556300910
2022-08-03,53263580800
2022-08-04,53361154170
2022-08-05,53407071050
2022-08-08,53562040519
2022-08-09,54394283970
2022-08-10,54422982019
2022-08-11,53958073610
2022-08-12,55467591040
2022-08-15,55800488420
2022-08-16,55289663130
2022-08-17,54428721630
2022-08-18,54721441740
2022-08-19,55616820900
2022-08-22,55559424800
2022-08-23,54589430710
2022-08-24,54882150820
2022-08-25,54945286530
2022-08-26,51622052340
2022-08-29,52482993840
2022-08-30,52339503590
2022-08-31,51507260140
2022-09-01,52368201640
2022-09-02,51685188050
2022-09-06,50697975130
2022-09-07,51271936130
2022-09-08,52379680860
2022-09-09,52798672390
2022-09-12,53320976900
2022-09-13,51673708830
2022-09-14,48166807120
2022-09-15,49360646000
2022-09-16,48373433080
2022-09-19,48654673970
2022-09-20,47874087010
2022-09-21,46439184510
2022-09-22,45308481340
2022-09-23,45176470310
2022-09-26,44602509310
2022-09-27,44367185300
2022-09-28,44872270980
2022-09-29,44585290480
2022-09-30,43568464540
2022-10-03,44794720000
2022-10-04,45281862580
2022-10-05,45248266540
2022-10-06,44929104160
2022-10-07,41894261879
2022-10-10,41300731840
2022-10-11,42174228879
2022-10-12,41614294879
2022-10-13,42140632840
2022-10-14,41603096200
2022-10-17,42095838120
2022-10-18,42174228879
2022-10-19,42398202480
2022-10-20,41519106100
2022-10-21,41351125900
2022-10-24,42448596540
2022-10-25,46827280420
2022-10-26,47482403200
2022-10-27,47073651379
2022-10-28,48042337200
2022-10-31,47667181420
2022-11-01,48115128620
2022-11-02,47627986040
2022-11-03,47639184720
2022-11-04,45763405820
2022-11-07,46446525300
2022-11-08,47034456000
2022-11-09,46967263920
2022-11-10,47275227620
2022-11-11,45953783379
2022-11-14,45936985360
2022-11-15,44609941780
2022-11-16,44520352340
2022-11-17,45315458620
2022-11-18,46295343120
2022-11-21,45981780080
2022-11-22,46452124640
2022-11-23,46827280420
2022-11-25,47515999240
2022-11-28,47555194620
2022-11-29,47269628280
2022-11-30,48742254700
2022-12-01,48047936540
2022-12-02,48036737860
2022-12-05,48350300900
2022-12-06,48115128620
2022-12-07,48910234900
2022-12-08,48428691660
2022-12-09,48294307500
2022-12-12,48652665260
2022-12-13,46597707480
2022-12-14,46474522000
2022-12-15,44968299540
2022-12-16,45578627600
2022-12-19,45589826280
2022-12-20,45007494920
2022-12-21,45718611100
2022-12-22,46048972160
2022-12-23,45707412420
2022-12-27,45679415720
2022-12-28,45679415720
2022-12-29,45757806480
2022-12-30,45920187340
2023-01-03,43919117460
2023-01-04,43764899340
2023-01-05,42553185540
2023-01-06,43324276140
2023-01-09,42734942610
2023-01-10,41925297480
2023-01-11,43203104760
2023-01-12,43059902220
2023-01-13,42432014160
2023-01-17,42266780460
2023-01-18,41357995110
2023-01-19,41782094940
2023-01-20,41941820850
2023-01-23,41743540410
2023-01-24,41727017040
2023-01-25,41886742950
2023-01-26,42195179190
2023-01-27,41446119750
2023-01-30,41143191300
2023-01-31,41991390960
2023-02-01,41385534060
2023-02-02,39970032030
2023-02-03,39110816790
2023-02-06,39110816790
2023-02-07,39094293420
2023-02-08,40162804680
2023-02-09,39413745240
2023-02-10,40063664460
2023-02-13,40250929320
2023-02-14,40416163020
2023-02-15,40261944900
2023-02-16,40212374790
2023-02-17,40405147440
2023-02-21,39804798330
2023-02-22,39810306120
2023-02-23,39474330930
2023-02-24,38708748120
2023-02-27,38604100110
2023-02-28,37673283600
2023-03-01,37733869290
2023-03-02,37777931610
2023-03-03,38042305530
2023-03-06,37981719840
2023-03-07,37425433050
2023-03-08,36847115100
2023-03-09,36098055660
2023-03-10,35855712900
2023-03-13,35343488430
2023-03-14,34886341860
2023-03-15,34996497660
2023-03-16,34803725010
2023-03-17,34451226450
2023-03-20,35332472850
2023-03-21,35960360910
2023-03-22,35029544400
2023-03-23,34467749820
2023-03-24,35277394950
2023-03-27,35662940250
2023-03-28,34765170480
2023-03-29,35057083350
2023-03-30,35321457270
2023-03-31,34697991720
2023-04-03,35499432440
2023-04-04,35120669360
2023-04-05,36114236280
2023-04-06,36240490640
2023-04-10,36405170240
2023-04-11,36976059520
2023-04-12,36877251760
2023-04-13,38073923520
2023-04-14,37365801240
2023-04-17,37711628400
2023-04-18,37837882760
2023-04-19,36657678960
2023-04-20,36152661520
2023-04-21,36224022680
2023-04-24,37140739120
2023-04-25,38035498280
2023-04-26,36575339160
2023-04-27,37601842000
2023-04-28,37837882760
2023-05-01,37662224520
2023-05-02,37590863360
2023-05-03,37722607040
2023-05-04,36899209040
2023-05-05,37541459480
2023-05-08,37481076960
2023-05-09,37118781840
2023-05-10,36701593520
2023-05-11,36981548840
2023-05-12,36871762440
2023-05-15,36893719720
2023-05-16,35927599400
2023-05-17,36888230400
2023-05-18,36119725600
2023-05-19,35900152800
2023-05-22,35790366400
2023-05-23,35697047960
2023-05-24,35482964480
2023-05-25,34818756760
2023-05-26,34429015040
2023-05-30,34022805360
2023-05-31,34258846120
2023-06-01,35647644080
2023-06-02,36482020720
2023-06-05,36965080880
2023-06-06,36630232360
2023-06-07,37157207080
2023-06-08,37118781840
2023-06-09,37876308000
2023-06-12,37975115760
2023-06-13,38134306040
2023-06-14,35488453800
2023-06-15,36295383840
2023-06-16,36042875120
2023-06-20,36185597440
2023-06-21,36235001320
2023-06-22,36668657600
2023-06-23,36410659560
2023-06-26,36427127520
2023-06-27,36525935280
2023-06-28,36284405200
2023-06-29,36772954680
2023-06-30,36391635750
2023-07-03,36348472950
2023-07-05,36386240400
2023-07-06,36251356650
2023-07-07,35879077500
2023-07-10,36316100850
2023-07-11,36558891600
2023-07-12,34422333000
2023-07-13,34341402750
2023-07-14,35409682050
2023-07-17,35107542450
2023-07-18,35787356550
2023-07-19,36952752150
2023-07-20,37864566300
2023-07-21,38107357050
2023-07-24,38231450100
2023-07-25,37940101200
2023-07-26,37751263950
2023-07-27,37740473250
2023-07-28,35706426300
2023-07-31,36736938150
2023-08-01,36693775350
2023-08-02,36337682250
2023-08-03,35641682100
2023-08-04,35501403000
2023-08-07,36057124050
2023-08-08,35760379800
2023-08-09,35501403000
2023-08-10,35474426250
2023-08-11,35479821600
2023-08-14,36067914750
2023-08-15,35215449450
2023-08-16,34692100500
2023-08-17,34260472500
2023-08-18,34368379500
2023-08-21,34438519050
2023-08-22,34422333000
2023-08-23,34330612050
2023-08-24,34508658600
2023-08-25,34249681800
2023-08-28,34541030700
2023-08-29,34767635400
2023-08-30,33839635200
2023-08-31,33262332750
2023-09-01,33057309450
2023-09-05,33386425800
2023-09-06,34163356200
2023-09-07,35846705400
2023-09-08,35290984350
2023-09-11,35835914700
2023-09-12,36159635700
2023-09-13,36871821900
2023-09-14,36477961350
2023-09-15,36585868350
2023-09-18,36612845100
2023-09-19,36607449750
2023-09-20,36731542800
2023-09-21,37519263900
2023-09-22,37055263800
2023-09-25,38074984950
2023-09-26,37762054650
2023-09-27,37627170900
2023-09-28,37368194100
2023-09-29,37163170800
2023-10-02,37023802200
2023-10-03,36457492960
2023-10-04,36852840920
2023-10-05,36874211080
2023-10-06,37509973340
2023-10-09,37857238440
2023-10-10,38022857180
2023-10-11,37921348920
2023-10-12,37910663840
2023-10-13,37969431780
2023-10-16,37996144480
2023-10-17,38530398480
2023-10-18,38989856920
2023-10-19,38434232760
2023-10-20,38407520060
2023-10-23,37857238440
2023-10-24,37232161260
2023-10-25,36708592340
2023-10-26,36388039940
2023-10-27,36051459920
2023-10-30,36307901840
2023-10-31,36852840920
2023-11-01,37034487280
2023-11-02,36826128220
2023-11-03,37034487280
2023-11-06,38380807360
2023-11-07,38332724500
2023-11-08,37563398740
2023-11-09,38177790840
2023-11-10,38396834980
2023-11-13,38541083560
2023-11-14,39123420420
2023-11-15,39123420420
2023-11-16,39112735340
2023-11-17,38792182940
2023-11-20,38872321040
2023-11-21,39374519800
2023-11-22,39646989340
2023-11-24,39727127440
2023-11-27,39593563940
2023-11-28,38979171840
2023-11-29,37654221920
2023-11-30,39363834720
2023-12-01,40004939520
2023-12-04,39550823620
2023-12-05,40074392540
2023-12-06,39748497600
2023-12-07,39663016960
2023-12-08,39411917580
2023-12-11,39668359500
2023-12-12,40784950360
2023-12-13,40961254180
2023-12-14,40341519540
2023-12-15,39652331880
2023-12-18,39956856660
2023-12-19,39817950620
2023-12-20,38578481340
2023-12-21,39219586140
2023-12-22,39182188360
2023-12-26,39347807100
2023-12-27,39230271220
2023-12-28,39476028060
2023-12-29,39646989340
2024-01-02,41112424470
2024-01-03,41064264660
2024-01-04,41315765890
2024-01-05,41406734420
2024-01-08,41074966840
2024-01-09,41743853090
2024-01-10,41957896690
2024-01-11,42525112230
2024-01-12,42171940290
2024-01-16,42123780480
2024-01-17,41738502000
2024-01-18,40989349400
2024-01-19,39678332350
2024-01-22,40224143530
2024-01-23,40432836040
2024-01-24,40390027320
2024-01-25,39357266950
2024-01-26,39474990930
2024-01-29,39630172540
2024-01-30,40058259740
2024-01-31,40299058790
2024-02-01,40293707700
2024-02-02,40352569690
2024-02-05,39635523630
2024-02-06,40090366280
2024-02-07,40090366280
2024-02-08,40935838500
2024-02-09,41379978970
2024-02-12,41690342190
2024-02-13,41042860300
2024-02-14,41465596410
2024-02-15,41899034700
2024-02-16,42134482660
2024-02-20,42428792610
2024-02-21,42364579530
2024-02-22,42846177630
2024-02-23,42926443980
2024-02-26,42931795070
2024-02-27,43028114690
2024-02-28,41947194510
2024-02-29,41968598870
2024-03-01,41727799820
2024-03-04,41909736880
2024-03-05,41417436600
2024-03-06,41519107310
2024-03-07,42626782940
2024-03-08,41813417260
2024-03-11,41754555270
2024-03-12,41069615750
2024-03-13,41053562480
2024-03-14,40695039450
2024-03-15,40384676230
2024-03-18,41214095180
2024-03-19,42113078300
2024-03-20,41674288920
2024-03-21,41299712620
2024-03-22,41165935370
2024-03-25,41240850630
2024-03-26,41503054040
2024-03-27,41925790150
2024-03-28,41995354320
2024-04-01,41604724750
2024-04-02,38768647050
2024-04-03,39084361360
2024-04-04,38554603450
2024-04-05,38945233020
2024-04-08,39052254820
2024-04-09,38907775390
2024-04-10,38661625250
2024-04-11,38335208760
2024-04-12,37848259570
2024-04-15,38913126480
2024-04-16,38666976340
2024-04-17,38527848000
2024-04-18,39464288750
2024-04-19,40213441350
2024-04-22,40443538220
2024-04-23,40582666560
2024-04-24,40769954710
2024-04-25,40497049120
2024-04-26,39598066000
2024-04-29,39507097470
2024-04-30,39095063540
2024-05-01,38661625250
2024-05-02,39774651970
2024-05-03,40031504290
2024-05-06,40208090260
2024-05-07,40614773100
2024-05-08,40588017650
2024-05-09,41551213850
2024-05-10,41626129110
2024-05-13,41283659350
2024-05-14,41133828830
2024-05-15,41786661810
2024-05-16,41278308260
2024-05-17,41770608540
2024-05-20,41508405130
2024-05-21,41952545600
2024-05-22,41968598870
2024-05-23,41379978970
2024-05-24,39935184670
2024-05-28,38913126480
2024-05-29,37725184500
2024-05-30,36901116640
2024-05-31,38308453310
2024-06-03,38062303170
2024-06-04,37532545260
2024-06-05,37297097300
2024-06-06,37693077960
2024-06-07,37355959290
2024-06-10,37372012560
2024-06-11,37061649340
2024-06-12,36232230390
2024-06-13,36911818820
2024-06-14,36885063370
2024-06-17,36494433800
2024-06-18,35525886510
2024-06-20,36109155320
2024-06-21,36349954370
2024-06-24,36408816360
2024-06-25,36200123850
2024-06-26,36237581480
2024-06-27,36050293330
2024-06-28,35477726700
2024-07-01,34964022060
2024-07-02,35418864710
2024-07-03,35723876840
2024-07-05,35515184330
2024-07-08,35418864710
2024-07-09,35178065660
2024-07-10,35670365940
2024-07-11,35986080250
2024-07-12,36312496740
2024-07-15,35317194000
2024-07-16,36981382990
2024-07-17,36280390200
2024-07-18,35151310210
2024-07-19,35445620160
2024-07-22,35027876280
2024-07-23,34365873780
2024-07-24,35017284240
2024-07-25,35695174800
2024-07-26,38713906200
2024-07-29,38915154960
2024-07-30,40832314200
2024-07-31,40736985840
2024-08-01,41261291820
2024-08-02,41356620180
2024-08-05,41007082860
2024-08-06,39953174880
2024-08-07,39603637560
2024-08-08,39995543040
2024-08-09,40249752000
