,CNC
2006-11-08,1037155465
2006-11-09,1024207207
2006-11-10,1040608334
2006-11-13,1034997422
2006-11-14,1039745117
2006-11-15,1099307104
2006-11-16,1106644450
2006-11-17,1107076059
2006-11-20,1117003056
2006-11-21,1109234102
2006-11-22,1112255362
2006-11-24,1108802493
2006-11-27,1104486407
2006-11-28,1107939276
2006-11-29,1113550188
2006-11-30,1124772011
2006-12-01,1122182360
2006-12-04,1162753568
2006-12-05,1048808898
2006-12-06,1053124983
2006-12-07,1055283027
2006-12-08,1085495629
2006-12-11,1088085280
2006-12-12,1073410588
2006-12-13,1081179543
2006-12-14,1082474368
2006-12-15,1046650855
2006-12-18,1062188764
2006-12-19,1077726674
2006-12-20,1079021500
2006-12-21,1069094502
2006-12-22,1059599113
2006-12-26,1074273805
2006-12-27,1070389328
2006-12-28,1079021500
2006-12-29,1060462330
2007-01-03,1069762646
2007-01-04,1078014977
2007-01-05,1077146311
2007-01-08,1084529975
2007-01-09,1085832975
2007-01-10,1066722314
2007-01-11,1102337636
2007-01-12,1125357295
2007-01-16,1155760618
2007-01-17,1130569293
2007-01-18,1103206302
2007-01-19,1111024300
2007-01-22,1086267308
2007-01-23,1086267308
2007-01-24,1114498965
2007-01-25,1084529975
2007-01-26,1085398641
2007-01-29,1080186643
2007-01-30,1084964308
2007-01-31,1082358309
2007-02-01,1122316962
2007-02-02,1117973631
2007-02-05,1111458633
2007-02-06,1081489643
2007-02-07,1064116315
2007-02-08,1020682996
2007-02-09,1019814330
2007-02-12,1029369660
2007-02-13,1033712992
2007-02-14,1032844325
2007-02-15,1043702655
2007-02-16,1046308654
2007-02-20,1072802979
2007-02-21,1070196980
2007-02-22,1076277644
2007-02-23,1056732651
2007-02-26,1049783320
2007-02-27,1034147325
2007-02-28,1046308654
2007-03-01,1068459647
2007-03-02,1035884658
2007-03-05,1029803993
2007-03-06,1041530989
2007-03-07,1023288995
2007-03-08,990279673
2007-03-09,989411006
2007-03-12,1016339664
2007-03-13,992017005
2007-03-14,955098684
2007-03-15,954664351
2007-03-16,951624019
2007-03-19,954230018
2007-03-20,945109021
2007-03-21,971169012
2007-03-22,974643678
2007-03-23,962048015
2007-03-26,950755352
2007-03-27,925129694
2007-03-28,911665365
2007-03-29,908625033
2007-03-30,911665365
2007-04-02,932539156
2007-04-03,965688350
2007-04-04,987933203
2007-04-05,976592690
2007-04-09,997529023
2007-04-10,984879988
2007-04-11,973539475
2007-04-12,977028863
2007-04-13,985316162
2007-04-16,1025007960
2007-04-17,1015848314
2007-04-18,1037220820
2007-04-19,1022390918
2007-04-20,1038965515
2007-04-23,1045944292
2007-04-24,968741565
2007-04-25,966996871
2007-04-26,935592372
2007-04-27,915964560
2007-04-30,907677261
2007-05-01,922070990
2007-05-02,943443496
2007-05-03,936028545
2007-05-04,928177420
2007-05-07,953475489
2007-05-08,966124523
2007-05-09,966996871
2007-05-10,944315843
2007-05-11,967869218
2007-05-14,961762788
2007-05-15,944752017
2007-05-16,946060538
2007-05-17,932975330
2007-05-18,932102983
2007-05-21,969613912
2007-05-22,975720343
2007-05-23,960018093
2007-05-24,951730795
2007-05-25,948241406
2007-05-29,968741565
2007-05-30,954784010
2007-05-31,1002763106
2007-06-01,1018465356
2007-06-04,995348155
2007-06-05,982262947
2007-06-06,959581920
2007-06-07,944752017
2007-06-08,949986100
2007-06-11,943879670
2007-06-12,914656039
2007-06-13,907241088
2007-06-14,886740928
2007-06-15,886740928
2007-06-18,873219547
2007-06-19,849666172
2007-06-20,851847040
2007-06-21,889794143
2007-06-22,905496393
2007-06-25,886304755
2007-06-26,932975330
2007-06-27,933411503
2007-06-28,953911663
2007-06-29,934283851
2007-07-02,965558213
2007-07-03,944662454
2007-07-05,950321722
2007-07-06,956416319
2007-07-09,962946243
2007-07-10,947709752
2007-07-11,949451065
2007-07-12,976006093
2007-07-13,960769602
2007-07-16,924637351
2007-07-17,910271517
2007-07-18,932473261
2007-07-19,922460710
2007-07-20,895905682
2007-07-23,905918233
2007-07-24,980359376
2007-07-25,993419226
2007-07-26,949015737
2007-07-27,932908589
2007-07-30,937261872
2007-07-31,940744499
2007-08-01,959463617
2007-08-02,940744499
2007-08-03,912012830
2007-08-06,906788890
2007-08-07,880669191
2007-08-08,824511838
2007-08-09,795344840
2007-08-10,881104519
2007-08-13,868479998
2007-08-14,868915326
2007-08-15,844972269
2007-08-16,871962624
2007-08-17,848454895
2007-08-20,855420148
2007-08-21,862820730
2007-08-22,862385401
2007-08-23,861950073
2007-08-24,888505101
2007-08-27,861514745
2007-08-28,864126715
2007-08-29,865432700
2007-08-30,862385401
2007-08-31,879798534
2007-09-04,879363206
2007-09-05,878492549
2007-09-06,897646995
2007-09-07,871527296
2007-09-10,875009923
2007-09-11,888069772
2007-09-12,898952980
2007-09-13,885022474
2007-09-14,866303356
2007-09-17,872397953
2007-09-18,907224218
2007-09-19,909836188
2007-09-20,926378664
2007-09-21,918542755
2007-09-24,915930785
2007-09-25,916801441
2007-09-26,941179827
2007-09-27,935955888
2007-09-28,936391216
2007-10-01,942204518
2007-10-02,940027520
2007-10-03,933931927
2007-10-04,951783307
2007-10-05,951347907
2007-10-08,956572701
2007-10-09,958749699
2007-10-10,958749699
2007-10-11,946558512
2007-10-12,977036478
2007-10-15,958749699
2007-10-16,952218706
2007-10-17,960926696
2007-10-18,957878900
2007-10-19,982696671
2007-10-22,1025365822
2007-10-23,1104608531
2007-10-24,1038863207
2007-10-25,1057149986
2007-10-26,1064116378
2007-10-29,1007079043
2007-10-30,1011433038
2007-10-31,1015787033
2007-11-01,968763887
2007-11-02,972247083
2007-11-05,974424081
2007-11-06,965716091
2007-11-07,963539093
2007-11-08,1017964031
2007-11-09,987921465
2007-11-12,967893088
2007-11-13,1004031247
2007-11-14,1023188825
2007-11-15,1002289649
2007-11-16,1009691440
2007-11-19,991840061
2007-11-20,993581659
2007-11-21,1004031247
2007-11-23,1019270229
2007-11-26,1018834829
2007-11-27,1045394199
2007-11-28,1075001365
2007-11-29,1085450953
2007-11-30,1088498750
2007-12-03,1088498750
2007-12-04,1100689936
2007-12-05,1133780298
2007-12-06,1126378506
2007-12-07,1107220928
2007-12-10,1121153712
2007-12-11,1079355360
2007-12-12,1098512938
2007-12-13,1079790760
2007-12-14,1116799717
2007-12-17,1122895310
2007-12-18,1156856471
2007-12-19,1139005092
2007-12-20,1142488288
2007-12-21,1149019280
2007-12-24,1166870660
2007-12-26,1178626446
2007-12-27,1190817632
2007-12-28,1199961022
2007-12-31,1194688400
2008-01-02,1200783749
2008-01-03,1192076107
2008-01-04,1195123782
2008-01-07,1216457503
2008-01-08,1236485078
2008-01-09,1189899197
2008-01-10,1191205343
2008-01-11,1165517801
2008-01-14,1179885409
2008-01-15,1163776273
2008-01-16,1206443715
2008-01-17,1177273117
2008-01-18,1148102518
2008-01-22,1131557999
2008-01-23,1109353514
2008-01-24,1100645872
2008-01-25,1047093878
2008-01-28,1082795208
2008-01-29,1057107665
2008-01-30,1049706170
2008-01-31,1044481585
2008-02-01,1073216802
2008-02-04,1078441387
2008-02-05,1051447699
2008-02-06,1067121453
2008-02-07,1074087566
2008-02-08,932588393
2008-02-11,834627428
2008-02-12,842899687
2008-02-13,829402843
2008-02-14,820695201
2008-02-15,848559654
2008-02-19,815035235
2008-02-20,838110484
2008-02-21,819389055
2008-02-22,814164470
2008-02-25,822436730
2008-02-26,843770451
2008-02-27,846382744
2008-02-28,817647527
2008-02-29,780204669
2008-03-03,797619952
2008-03-04,802409155
2008-03-05,771061645
2008-03-06,764530914
2008-03-07,783687726
2008-03-10,750598688
2008-03-11,671359151
2008-03-12,731877259
2008-03-13,774109320
2008-03-14,753210981
2008-03-17,762354004
2008-03-18,776286230
2008-03-19,603439549
2008-03-20,648719284
2008-03-24,640447024
2008-03-25,645671609
2008-03-26,634351675
2008-03-27,634787058
2008-03-28,615194864
2008-03-31,604660659
2008-04-01,629384947
2008-04-02,608998253
2008-04-03,616372164
2008-04-04,618540961
2008-04-07,611600810
2008-04-08,621577277
2008-04-09,604226899
2008-04-10,594250432
2008-04-11,589479078
2008-04-14,576900055
2008-04-15,593816673
2008-04-16,586442762
2008-04-17,582972687
2008-04-18,593816673
2008-04-21,605094418
2008-04-22,660181867
2008-04-23,689243750
2008-04-24,697918938
2008-04-25,730450896
2008-04-28,760380298
2008-04-29,799852407
2008-04-30,796816091
2008-05-01,808961355
2008-05-02,789008421
2008-05-05,795081053
2008-05-06,802454964
2008-05-07,826745492
2008-05-08,831950605
2008-05-09,831516846
2008-05-12,837589478
2008-05-13,828046770
2008-05-14,843662110
2008-05-15,838890756
2008-05-16,835854440
2008-05-19,835854440
2008-05-20,831950605
2008-05-21,882266700
2008-05-22,877061587
2008-05-23,858843691
2008-05-27,887038054
2008-05-28,892676927
2008-05-29,888339333
2008-05-30,915666177
2008-06-02,867952639
2008-06-03,879664144
2008-06-04,877929106
2008-06-05,927811442
2008-06-06,880531663
2008-06-09,884869257
2008-06-10,864916323
2008-06-11,831516846
2008-06-12,834553162
2008-06-13,844963389
2008-06-16,847565945
2008-06-17,828046770
2008-06-18,828046770
2008-06-19,789875940
2008-06-20,782068270
2008-06-23,757777741
2008-06-24,743897439
2008-06-25,768187968
2008-06-26,756042703
2008-06-27,753873906
2008-06-30,725881079
2008-07-01,724584091
2008-07-02,756576467
2008-07-03,751388514
2008-07-07,751820843
2008-07-08,770411008
2008-07-09,753550161
2008-07-10,760035102
2008-07-11,760035102
2008-07-14,757873455
2008-07-15,758738114
2008-07-16,761332091
2008-07-17,767817032
2008-07-18,745768232
2008-07-21,733663008
2008-07-22,861200184
2008-07-23,934263855
2008-07-24,944639760
2008-07-25,939451807
2008-07-28,940748796
2008-07-29,990034348
2008-07-30,986575713
2008-07-31,964526913
2008-08-01,983549407
2008-08-04,979658443
2008-08-05,1017703431
2008-08-06,999113266
2008-08-07,972308843
2008-08-08,990034348
2008-08-11,1001274913
2008-08-12,1004301219
2008-08-13,1015974113
2008-08-14,1016406442
2008-08-15,1003436560
2008-08-18,963229925
2008-08-19,948530725
2008-08-20,942478113
2008-08-21,978793784
2008-08-22,1028079336
2008-08-25,1002139572
2008-08-26,1010786160
2008-08-27,1022459054
2008-08-28,994789972
2008-08-29,976199807
2008-09-02,993925313
2008-09-03,988737360
2008-09-04,993925313
2008-09-05,972308843
2008-09-08,1013380137
2008-09-09,997816278
2008-09-10,1033267289
2008-09-11,1037158254
2008-09-12,1050128136
2008-09-15,1011650819
2008-09-16,983549407
2008-09-17,893624890
2008-09-18,891030914
2008-09-19,1015974113
2008-09-22,985278725
2008-09-23,960635949
2008-09-24,960203619
2008-09-25,968417878
2008-09-26,973605831
2008-09-29,932102207
2008-09-30,887574085
2008-10-01,902287648
2008-10-02,862041725
2008-10-03,920895979
2008-10-06,878486296
2008-10-07,863772732
2008-10-08,834778357
2008-10-09,800158207
2008-10-10,843433394
2008-10-13,876322536
2008-10-14,896661874
2008-10-15,826556071
2008-10-16,888872340
2008-10-17,873293273
2008-10-20,865503740
2008-10-21,843866146
2008-10-22,821795801
2008-10-23,777655110
2008-10-24,761643291
2008-10-27,767269065
2008-10-28,833480101
2008-10-29,804052974
2008-10-30,797561696
2008-10-31,815304523
2008-11-03,831316342
2008-11-04,865503740
2008-11-05,887141333
2008-11-06,846462657
2008-11-07,846029905
2008-11-10,778087862
2008-11-11,763807050
2008-11-12,740871201
2008-11-13,792368673
2008-11-14,746929727
2008-11-17,744333216
2008-11-18,757315772
2008-11-19,733081667
2008-11-20,702356285
2008-11-21,741303953
2008-11-24,752988253
2008-11-25,760777787
2008-11-26,790637666
2008-11-28,800590959
2008-12-01,707982059
2008-12-02,727888645
2008-12-03,746496975
2008-12-04,714906089
2008-12-05,771163832
2008-12-08,775491351
2008-12-09,731783412
2008-12-10,736543682
2008-12-11,697163262
2008-12-12,690671984
2008-12-15,682449698
2008-12-16,694999503
2008-12-17,733081667
2008-12-18,767701817
2008-12-19,834345605
2008-12-22,830883590
2008-12-23,839538627
2008-12-24,831316342
2008-12-26,859012461
2008-12-29,846462657
2008-12-30,869398506
2008-12-31,848870122
2009-01-02,842840603
2009-01-05,846716722
2009-01-06,876864317
2009-01-07,876433637
2009-01-08,883324515
2009-01-09,869973438
2009-01-12,884185875
2009-01-13,857914400
2009-01-14,810108929
2009-01-15,815277088
2009-01-16,821737287
2009-01-20,776946575
2009-01-21,799772611
2009-01-22,803648730
2009-01-23,785129494
2009-01-26,780392015
2009-01-27,789436293
2009-01-28,786852213
2009-01-29,774362496
2009-01-30,763595498
2009-02-02,784268134
2009-02-03,811831649
2009-02-04,795896492
2009-02-05,828628166
2009-02-06,854899641
2009-02-09,833365645
2009-02-10,895383553
2009-02-11,939743585
2009-02-12,959124181
2009-02-13,939743585
2009-02-17,927253867
2009-02-18,924239108
2009-02-19,931129987
2009-02-20,913041430
2009-02-23,867389358
2009-02-24,900982392
2009-02-25,840256523
2009-02-26,771778416
2009-02-27,731294504
2009-03-02,689518551
2009-03-03,692963991
2009-03-04,700285549
2009-03-05,647742599
2009-03-06,667553876
2009-03-09,661093677
2009-03-10,689518551
2009-03-11,672722035
2009-03-12,714497987
2009-03-13,735601303
2009-03-16,717512746
2009-03-17,760580738
2009-03-18,744214901
2009-03-19,714928667
2009-03-20,685642432
2009-03-23,711483227
2009-03-24,670568635
2009-03-25,695117390
2009-03-26,710621868
2009-03-27,738185382
2009-03-30,745937621
2009-03-31,774880849
2009-04-01,760690467
2009-04-02,826912249
2009-04-03,854002978
2009-04-06,826912249
2009-04-07,789501242
2009-04-08,808851763
2009-04-09,874213521
2009-04-13,876363579
2009-04-14,856153035
2009-04-15,872923487
2009-04-16,847552804
2009-04-17,845402746
2009-04-20,829922330
2009-04-21,839382584
2009-04-22,832502399
2009-04-23,803691624
2009-04-24,806271693
2009-04-27,847552804
2009-04-28,833362422
2009-04-29,811001821
2009-04-30,789931254
2009-05-01,779610976
2009-05-04,795521404
2009-05-05,779610976
2009-05-06,787351184
2009-05-07,828632295
2009-05-08,852282931
2009-05-11,820032063
2009-05-12,802831601
2009-05-13,790791277
2009-05-14,807991740
2009-05-15,792081311
2009-05-18,791221288
2009-05-19,813151878
2009-05-20,850132873
2009-05-21,832932411
2009-05-22,772300779
2009-05-26,797671462
2009-05-27,783051068
2009-05-28,779180964
2009-05-29,781761034
2009-06-01,772300779
2009-06-02,780470999
2009-06-03,796381427
2009-06-04,802401589
2009-06-05,802401589
2009-06-08,790361265
2009-06-09,783911092
2009-06-10,762840525
2009-06-11,766710629
2009-06-12,765850606
2009-06-15,755530328
2009-06-16,763700548
2009-06-17,779610976
2009-06-18,810571809
2009-06-19,861743186
2009-06-22,855723024
2009-06-23,860023140
2009-06-24,817451994
2009-06-25,847982816
2009-06-26,881093706
2009-06-29,875503556
2009-06-30,859177362
2009-07-01,873367979
2009-07-02,832516203
2009-07-06,821335717
2009-07-07,838536465
2009-07-08,825205885
2009-07-09,801124838
2009-07-10,804995006
2009-07-13,825635904
2009-07-14,811875305
2009-07-15,812735342
2009-07-16,796824651
2009-07-17,780913959
2009-07-20,768443416
2009-07-21,770593510
2009-07-22,780483940
2009-07-23,797254669
2009-07-24,792954482
2009-07-27,773173622
2009-07-28,834236277
2009-07-29,864337587
2009-07-30,857887306
2009-07-31,830366109
2009-08-03,825635904
2009-08-04,817035530
2009-08-05,776183753
2009-08-06,775753734
2009-08-07,784784127
2009-08-10,779623903
2009-08-11,774033660
2009-08-12,773173622
2009-08-13,778333847
2009-08-14,753392762
2009-08-17,784354108
2009-08-18,782634034
2009-08-19,784354108
2009-08-20,796824651
2009-08-21,800264800
2009-08-24,786074183
2009-08-25,774033660
2009-08-26,771023529
2009-08-27,766723342
2009-08-28,752962743
2009-08-31,744362369
2009-09-01,731891827
2009-09-02,764143229
2009-09-03,752532725
2009-09-04,775323716
2009-09-08,767583379
2009-09-09,785214146
2009-09-10,817465548
2009-09-11,843696689
2009-09-14,832946221
2009-09-15,828216016
2009-09-16,822625773
2009-09-17,818325586
2009-09-18,821765735
2009-09-21,820475679
2009-09-22,807575118
2009-09-23,826925960
2009-09-24,812735342
2009-09-25,814025399
2009-09-28,840256539
2009-09-29,831226147
2009-09-30,815078941
2009-10-01,787536675
2009-10-02,776777977
2009-10-05,764728236
2009-10-06,775486933
2009-10-07,774626238
2009-10-08,761715800
2009-10-09,802598852
2009-10-12,815509289
2009-10-13,798295373
2009-10-14,808623722
2009-10-15,794852589
2009-10-16,784524239
2009-10-19,785815283
2009-10-20,786675979
2009-10-21,777208325
2009-10-22,795713285
2009-10-23,774626238
2009-10-26,746223275
2009-10-27,788397371
2009-10-28,790118762
2009-10-29,790118762
2009-10-30,767310323
2009-11-02,762576496
2009-11-03,755260582
2009-11-04,778499369
2009-11-05,803029200
2009-11-06,827989378
2009-11-09,821103812
2009-11-10,817230681
2009-11-11,819382420
2009-11-12,808193374
2009-11-13,800877460
2009-11-16,815939637
2009-11-17,798725720
2009-11-18,787536675
2009-11-19,774626238
2009-11-20,775486933
2009-11-23,797434677
2009-11-24,812496854
2009-11-25,812066506
2009-11-27,814648593
2009-11-30,809914766
2009-12-01,829280422
2009-12-02,821964508
2009-12-03,799586416
2009-12-04,819382420
2009-12-07,822825203
2009-12-08,824546595
2009-12-09,816800333
2009-12-10,825837639
2009-12-11,824976943
2009-12-14,838317728
2009-12-15,861556515
2009-12-16,905021654
2009-12-17,890820173
2009-12-18,895984348
2009-12-21,917071396
2009-12-22,925248006
2009-12-23,942892270
2009-12-24,943322618
2009-12-28,936437052
2009-12-29,930842529
2009-12-30,930842529
2009-12-31,1000509315
2010-01-04,1025557493
2010-01-05,992947601
2010-01-06,1004762779
2010-01-07,1029810958
2010-01-08,1019413600
2010-01-11,1011379279
2010-01-12,1007598422
2010-01-13,1025557493
2010-01-14,1039735708
2010-01-15,1041626136
2010-01-19,992474994
2010-01-20,924419565
2010-01-21,917330458
2010-01-22,942378637
2010-01-25,935289530
2010-01-26,919220887
2010-01-27,930563458
2010-01-28,922529137
2010-01-29,909768744
2010-02-01,911186565
2010-02-02,908823530
2010-02-03,903152244
2010-02-04,876213637
2010-02-05,869597137
2010-02-08,854473709
2010-02-09,864871066
2010-02-10,851638066
2010-02-11,849747637
2010-02-12,857781959
2010-02-16,852110673
2010-02-17,853055887
2010-02-18,854946316
2010-02-19,859672387
2010-02-22,852110673
2010-02-23,849275030
2010-02-24,845021566
2010-02-25,846911994
2010-02-26,844548959
2010-03-01,860617601
2010-03-02,876686244
2010-03-03,877158851
2010-03-04,878576673
2010-03-05,880467101
2010-03-08,874323209
2010-03-09,846439387
2010-03-10,848329816
2010-03-11,864871066
2010-03-12,854473709
2010-03-15,877631458
2010-03-16,906933101
2010-03-17,929145637
2010-03-18,975933744
2010-03-19,1031701386
2010-03-22,1140873635
2010-03-23,1145599707
2010-03-24,1146544921
2010-03-25,1139455814
2010-03-26,1111571993
2010-03-29,1139928421
2010-03-30,1136620171
2010-03-31,1181218670
2010-04-01,1208243223
2010-04-05,1211191356
2010-04-06,1208243223
2010-04-07,1192519847
2010-04-08,1183675447
2010-04-09,1189080358
2010-04-12,1185640869
2010-04-13,1174339692
2010-04-14,1194485269
2010-04-15,1214139489
2010-04-16,1201855601
2010-04-19,1236250488
2010-04-20,1259344197
2010-04-21,1232319644
2010-04-22,1236741843
2010-04-23,1249025731
2010-04-26,1211682712
2010-04-27,1186623580
2010-04-28,1177287825
2010-04-29,1175813759
2010-04-30,1125204140
2010-05-03,1134539895
2010-05-04,1096705520
2010-05-05,1098179587
2010-05-06,1068698256
2010-05-07,1033320658
2010-05-10,1085404343
2010-05-11,1094248743
2010-05-12,1124712785
2010-05-13,1106532631
2010-05-14,1133065829
2010-05-17,1134048540
2010-05-18,1128643629
2010-05-19,1132083118
2010-05-20,1065750122
2010-05-21,1064276056
2010-05-24,1049535390
2010-05-25,1049044035
2010-05-26,1080490788
2010-05-27,1114394319
2010-05-28,1121273296
2010-06-01,1096705520
2010-06-02,1084912988
2010-06-03,1121273296
2010-06-04,1158616316
2010-06-07,1160090382
2010-06-08,1131591762
2010-06-09,1112428897
2010-06-10,1118816519
2010-06-11,1125695496
2010-06-14,1121764652
2010-06-15,1134539895
2010-06-16,1135522606
2010-06-17,1146823783
2010-06-18,1162547160
2010-06-21,1151245983
2010-06-22,1101127720
2010-06-23,1141910228
2010-06-24,1115868385
2010-06-25,1110954830
2010-06-28,1085895699
2010-06-29,1043639124
2010-06-30,1058625729
2010-07-01,1041392286
2010-07-02,1050747584
2010-07-06,1061087649
2010-07-07,1037945598
2010-07-08,1030559837
2010-07-09,1026620765
2010-07-12,1015788315
2010-07-13,1052224736
2010-07-14,1073889634
2010-07-15,1078321091
2010-07-16,1034006526
2010-07-19,1030067453
2010-07-20,1046808511
2010-07-21,996585337
2010-07-22,1018742620
2010-07-23,1044346591
2010-07-26,1069458178
2010-07-27,1091123076
2010-07-28,1012341627
2010-07-29,1003971098
2010-07-30,1049270431
2010-08-02,1067981026
2010-08-03,1090138308
2010-08-04,1115249895
2010-08-05,1080783011
2010-08-06,1078321091
2010-08-09,1078321091
2010-08-10,1081767779
2010-08-11,1043361823
2010-08-12,1030559837
2010-08-13,1035483678
2010-08-16,1040407518
2010-08-17,1033021757
2010-08-18,1042377055
2010-08-19,1009879707
2010-08-20,999539641
2010-08-23,1020219772
2010-08-24,1001016793
2010-08-25,1017265467
2010-08-26,1059118113
2010-08-27,1075859171
2010-08-30,1026128381
2010-08-31,995600569
2010-09-01,1014803547
2010-09-02,1012834011
2010-09-03,1056656192
2010-09-07,1033021757
2010-09-08,1040407518
2010-09-09,1050255199
2010-09-10,1067488642
2010-09-13,1089645924
2010-09-14,1083244932
2010-09-15,1093584997
2010-09-16,1080783011
2010-09-17,1077828707
2010-09-20,1098508837
2010-09-21,1092107845
2010-09-22,1086691620
2010-09-23,1048778047
2010-09-24,1082752547
2010-09-27,1088661156
2010-09-28,1129036649
2010-09-29,1137407178
2010-09-30,1150129199
2010-10-01,1139403111
2010-10-04,1113075440
2010-10-05,1141353309
2010-10-06,1129164572
2010-10-07,1125264176
2010-10-08,1145741254
2010-10-11,1156467342
2010-10-12,1172068925
2010-10-13,1178407068
2010-10-14,1179869717
2010-10-15,1194496201
2010-10-18,1205222289
2010-10-19,1169631178
2010-10-20,1184745212
2010-10-21,1164755683
2010-10-22,1184257662
2010-10-25,1191570904
2010-10-26,1112100341
2010-10-27,1113075440
2010-10-28,1096986307
2010-10-29,1088210417
2010-11-01,1087722867
2010-11-02,1114538088
2010-11-03,1090648164
2010-11-04,1113075440
2010-11-05,1103324450
2010-11-08,1104299549
2010-11-09,1082847372
2010-11-10,1064320493
2010-11-11,1076509229
2010-11-12,1075046581
2010-11-15,1074559031
2010-11-16,1069683537
2010-11-17,1101861802
2010-11-18,1108687494
2010-11-19,1102836901
2010-11-22,1129652121
2010-11-23,1121363781
2010-11-24,1144278606
2010-11-26,1127701924
2010-11-29,1140865759
2010-11-30,1133552517
2010-12-01,1149154100
2010-12-02,1161342837
2010-12-03,1168656079
2010-12-06,1168656079
2010-12-07,1163293035
2010-12-08,1203759641
2010-12-09,1168656079
2010-12-10,1181819915
2010-12-13,1164268134
2010-12-14,1186207860
2010-12-15,1198396597
2010-12-16,1223261620
2010-12-17,1238375653
2010-12-20,1260315379
2010-12-21,1271041468
2010-12-22,1271529017
2010-12-23,1270066369
2010-12-27,1267141072
2010-12-28,1259827830
2010-12-29,1282742655
2010-12-30,1253977236
2010-12-31,1260675896
2011-01-03,1314406360
2011-01-04,1305451283
2011-01-05,1298486223
2011-01-06,1369629337
2011-01-07,1380076928
2011-01-10,1382066945
2011-01-11,1381071936
2011-01-12,1371619355
2011-01-13,1388534501
2011-01-14,1450225034
2011-01-18,1449727530
2011-01-19,1341769097
2011-01-20,1283561094
2011-01-21,1267640956
2011-01-24,1275601025
2011-01-25,1325848959
2011-01-26,1378086911
2011-01-27,1393509544
2011-01-28,1357191730
2011-01-31,1379081919
2011-02-01,1407439664
2011-02-02,1383559458
2011-02-03,1401967117
2011-02-04,1390027014
2011-02-07,1380574432
2011-02-08,1453210060
2011-02-09,1470622710
2011-02-10,1461170129
2011-02-11,1471120215
2011-02-14,1478582779
2011-02-15,1468632693
2011-02-16,1489030369
2011-02-17,1486542848
2011-02-18,1510920559
2011-02-22,1470622710
2011-02-23,1413409716
2011-02-24,1457687599
2011-02-25,1502462986
2011-02-28,1515895602
2011-03-01,1466642676
2011-03-02,1492015395
2011-03-03,1532810748
2011-03-04,1525348183
2011-03-07,1525348183
2011-03-08,1553705928
2011-03-09,1571118579
2011-03-10,1542263330
2011-03-11,1532810748
2011-03-14,1495000421
2011-03-15,1478085275
2011-03-16,1445249991
2011-03-17,1457190094
2011-03-18,1469130197
2011-03-21,1506940524
2011-03-22,1495497925
2011-03-23,1492512900
2011-03-24,1535298269
2011-03-25,1544750851
2011-03-28,1565646032
2011-03-29,1603456358
2011-03-30,1627834069
2011-03-31,1654509374
2011-04-01,1680596242
2011-04-04,1704174756
2011-04-05,1677084548
2011-04-06,1652502692
2011-04-07,1639459259
2011-04-08,1610864039
2011-04-11,1612870721
2011-04-12,1606349005
2011-04-13,1619894109
2011-04-14,1619894109
2011-04-15,1638455918
2011-04-18,1578255455
2011-04-19,1601332299
2011-04-20,1612369051
2011-04-21,1652502692
2011-04-25,1612870721
2011-04-26,1714709837
2011-04-27,1788957074
2011-04-28,1795980461
2011-04-29,1817552293
2011-05-02,1826080692
2011-05-03,1780930346
2011-05-04,1733773317
2011-05-05,1716716519
2011-05-06,1744810068
2011-05-09,1770896935
2011-05-10,1783438698
2011-05-11,1867719345
2011-05-12,1733271646
2011-05-13,1750328444
2011-05-16,1730261623
2011-05-17,1721231554
2011-05-18,1756348490
2011-05-19,1796482132
2011-05-20,1767886912
2011-05-23,1716214848
2011-05-24,1716214848
2011-05-25,1711198143
2011-05-26,1740796704
2011-05-27,1739291692
2011-05-31,1745813409
2011-06-01,1713204825
2011-06-02,1752836796
2011-06-03,1725746588
2011-06-06,1688121299
2011-06-07,1699659721
2011-06-08,1695646357
2011-06-09,1687619629
2011-06-10,1654509374
2011-06-13,1663539444
2011-06-14,1703171415
2011-06-15,1671064502
2011-06-16,1669057820
2011-06-17,1637452577
2011-06-20,1679592900
2011-06-21,1721733224
2011-06-22,1699158051
2011-06-23,1722234895
2011-06-24,1698154710
2011-06-27,1729258282
2011-06-28,1789458744
2011-06-29,1793973779
2011-06-30,1788776041
2011-07-01,1808914246
2011-07-05,1833080091
2011-07-06,1850197566
2011-07-07,1906584539
2011-07-08,1862783944
2011-07-11,1819486803
2011-07-12,1831569726
2011-07-13,1831066271
2011-07-14,1801865874
2011-07-15,1775686208
2011-07-18,1754037638
2011-07-19,1775182753
2011-07-20,1781727669
2011-07-21,1816969528
2011-07-22,1797334778
2011-07-25,1724333786
2011-07-26,1829052450
2011-07-27,1780720759
2011-07-28,1769644746
2011-07-29,1651836248
2011-08-01,1590414724
2011-08-02,1545607218
2011-08-03,1552655590
2011-08-04,1493751341
2011-08-05,1454985296
2011-08-08,1325093875
2011-08-09,1410177791
2011-08-10,1351273542
2011-08-11,1454985296
2011-08-12,1495261706
2011-08-15,1534027750
2011-08-16,1523455193
2011-08-17,1532517385
2011-08-18,1444412739
2011-08-19,1440888553
2011-08-22,1417729617
2011-08-23,1505834263
2011-08-24,1525469013
2011-08-25,1478647687
2011-08-26,1528489744
2011-08-29,1582359442
2011-08-30,1603504557
2011-08-31,1605518377
2011-09-01,1593938909
2011-09-02,1554669410
2011-09-06,1550138314
2011-09-07,1609546018
2011-09-08,1565745423
2011-09-09,1502813533
2011-09-12,1489723700
2011-09-13,1512379180
2011-09-14,1490227155
