,FITB
2013-11-25,17856343890
2013-11-26,17656686180
2013-11-27,17752174650
2013-11-29,17639324640
2013-12-02,17535155400
2013-12-03,17352859230
2013-12-04,17257370760
2013-12-05,17205286140
2013-12-06,17656686180
2013-12-09,17569878480
2013-12-10,17630643870
2013-12-11,17500432320
2013-12-12,17578559250
2013-12-13,17439666930
2013-12-16,17665366950
2013-12-17,17491751550
2013-12-18,17752174650
2013-12-19,17943151590
2013-12-20,18064682370
2013-12-23,18186213150
2013-12-24,18212255460
2013-12-26,18264340080
2013-12-27,18160170840
2013-12-30,18160170840
2013-12-31,17788435800
2014-01-02,17653098200
2014-01-03,17695391200
2014-01-06,17720767000
2014-01-07,17788435800
2014-01-08,17873021800
2014-01-09,18033735200
2014-01-10,18211365800
2014-01-13,17974525000
2014-01-14,18067569600
2014-01-15,18245200200
2014-01-16,18076028200
2014-01-17,18228283000
2014-01-21,18456665200
2014-01-22,18541251200
2014-01-23,18202907200
2014-01-24,18033735200
2014-01-27,17873021800
2014-01-28,18016818000
2014-01-29,17720767000
2014-01-30,17966066400
2014-01-31,17779977200
2014-02-03,17340130000
2014-02-04,17416257400
2014-02-05,17467009000
2014-02-06,17830728800
2014-02-07,17847646000
2014-02-10,17991442200
2014-02-11,18076028200
2014-02-12,18067569600
2014-02-13,18219824400
2014-02-14,18295951800
2014-02-18,18321327600
2014-02-19,18025276600
2014-02-20,18050652400
2014-02-21,18135238400
2014-02-24,18279034600
2014-02-25,18279034600
2014-02-26,18321327600
2014-02-27,18372079200
2014-02-28,18355162000
2014-03-03,18202907200
2014-03-04,18575085600
2014-03-05,18778092000
2014-03-06,18862678000
2014-03-07,19141811800
2014-03-10,19201022000
2014-03-11,19040308600
2014-03-12,19057225800
2014-03-13,18972639800
2014-03-14,18896512400
2014-03-17,19116436000
2014-03-18,19268690800
2014-03-19,19310983800
2014-03-20,19759289600
2014-03-21,19784665400
2014-03-24,19776206800
2014-03-25,19742372400
2014-03-26,19674703600
2014-03-27,19074143000
2014-03-28,19217939200
2014-03-31,19251776320
2014-04-01,19352395360
2014-04-02,19335625520
2014-04-03,19444629480
2014-04-04,19218236640
2014-04-07,18874454920
2014-04-08,18824145400
2014-04-09,18958304120
2014-04-10,18279125600
2014-04-11,18077887520
2014-04-14,18111427200
2014-04-15,18136581960
2014-04-16,18321050200
2014-04-17,17566407400
2014-04-21,17373554240
2014-04-22,17608332000
2014-04-23,17734105800
2014-04-24,17633486760
2014-04-25,17398709000
2014-04-28,17197470920
2014-04-29,17172316160
2014-04-30,17281320120
2014-05-01,17063312200
2014-05-02,17239395520
2014-05-05,17264550280
2014-05-06,17004617760
2014-05-07,17365169320
2014-05-08,17272935200
2014-05-09,17231010600
2014-05-12,17507712960
2014-05-13,17440633600
2014-05-14,17163931240
2014-05-15,16903998720
2014-05-16,16794994760
2014-05-19,16937538400
2014-05-20,16820149519
2014-05-21,17080082040
2014-05-22,17113621720
2014-05-23,17222625680
2014-05-27,17356784400
2014-05-28,17272935200
2014-05-29,17231010600
2014-05-30,17348399480
2014-06-02,17566407400
2014-06-03,17767645480
2014-06-04,17683796280
2014-06-05,17767645480
2014-06-06,17885034360
2014-06-09,18144966880
2014-06-10,18061117680
2014-06-11,17977268480
2014-06-12,17851494680
2014-06-13,17918574040
2014-06-16,17700566120
2014-06-17,18010808160
2014-06-18,18019193080
2014-06-19,18035962920
2014-06-20,18103042280
2014-06-23,18052732760
2014-06-24,17994038320
2014-06-25,17985653400
2014-06-26,17851494680
2014-06-27,17826339920
2014-06-30,17707519200
2014-07-01,17865103680
2014-07-02,17757282720
2014-07-03,17939748960
2014-07-07,17889985440
2014-07-08,17757282720
2014-07-09,17848515840
2014-07-10,17599698240
2014-07-11,17773870560
2014-07-14,17748988800
2014-07-15,18039276000
2014-07-16,17873397600
2014-07-17,16820069760
2014-07-18,16961066400
2014-07-21,17027417760
2014-07-22,17168414400
2014-07-23,17201590080
2014-07-24,17491877280
2014-07-25,17566522560
2014-07-28,17317704960
2014-07-29,17201590080
2014-07-30,17243059680
2014-07-31,16985948160
2014-08-01,16587840000
2014-08-04,16562958240
2014-08-05,16305846720
2014-08-06,16322434560
2014-08-07,16189731840
2014-08-08,16314140640
2014-08-11,16256083200
2014-08-12,16247789280
2014-08-13,16297552799
2014-08-14,16430255519
2014-08-15,16363904160
2014-08-18,16604427840
2014-08-19,16562958240
2014-08-20,16670779200
2014-08-21,16795188000
2014-08-22,16853245440
2014-08-25,16952772480
2014-08-26,16936184640
2014-08-27,16828363680
2014-08-28,16811775840
2014-08-29,16927890720
2014-09-02,17010829920
2014-09-03,16927890720
2014-09-04,16936184640
2014-09-05,16894715040
2014-09-08,16878127200
2014-09-09,16762012320
2014-09-10,16961066400
2014-09-11,16994242079
2014-09-12,17126944799
2014-09-15,17027417760
2014-09-16,17060593440
2014-09-17,17201590080
2014-09-18,17425525920
2014-09-19,17350880640
2014-09-22,17243059680
2014-09-23,17027417760
2014-09-24,17077181280
2014-09-25,16844951519
2014-09-26,16828363680
2014-09-29,16679073120
2014-09-30,16397521140
2014-10-01,16217328600
2014-10-02,16209138030
2014-10-03,16422092850
2014-10-06,16315615440
2014-10-07,16102660620
2014-10-08,16463045700
2014-10-09,16069898340
2014-10-10,15914277510
2014-10-13,15766847250
2014-10-14,15766847250
2014-10-15,15218079059
2014-10-16,14530071179
2014-10-17,14849503410
2014-10-20,15029695950
2014-10-21,15455605590
2014-10-22,15422843309
2014-10-23,15545701860
2014-10-24,15660369840
2014-10-27,15684941549
2014-10-28,15987992640
2014-10-29,16135422900
2014-10-30,16159994610
2014-10-31,16372949429
2014-11-03,16348377720
2014-11-04,16225519169
2014-11-05,16528570260
2014-11-06,16626857100
2014-11-07,16471236270
2014-11-10,16528570260
2014-11-11,16577713679
2014-11-12,16692381660
2014-11-13,16635047669
2014-11-14,16512189120
2014-11-17,16520379690
2014-11-18,16536760830
2014-11-19,16389330570
2014-11-20,16520379690
2014-11-21,16487617410
2014-11-24,16667809950
2014-11-25,16561332540
2014-11-26,16618666530
2014-11-28,16479426840
2014-12-01,16176375750
2014-12-02,16315615440
2014-12-03,16446664559
2014-12-04,16512189120
2014-12-05,16897145910
2014-12-08,16921717620
2014-12-09,16946289330
2014-12-10,16397521140
2014-12-11,16430283419
2014-12-12,16168185179
2014-12-15,15930658650
2014-12-16,15815990669
2014-12-17,16053517200
2014-12-18,16454855130
2014-12-19,16438473990
2014-12-22,16503998549
2014-12-23,16856193059
2014-12-24,16864383630
2014-12-26,16864383630
2014-12-29,16864383630
2014-12-30,16938098760
2014-12-31,16512079800
2015-01-02,16374344100
2015-01-05,15880116000
2015-01-06,15240050099
2015-01-07,15410194200
2015-01-08,15758584500
2015-01-09,15337275300
2015-01-12,15102314400
2015-01-13,14996987100
2015-01-14,14753924100
2015-01-15,14599984200
2015-01-16,14826843000
2015-01-20,14648596799
2015-01-21,14202981300
2015-01-22,14510861100
2015-01-23,14316410700
2015-01-26,14527065300
2015-01-27,14316410700
2015-01-28,13951816200
2015-01-29,14146266600
2015-01-30,14016633000
2015-02-02,14486554800
2015-02-03,14786332500
2015-02-04,14867353500
2015-02-05,15094212300
2015-02-06,15304866900
2015-02-09,15223845900
2015-02-10,15272458500
2015-02-11,15215743800
2015-02-12,15547929900
2015-02-13,15604644600
2015-02-17,15774788700
2015-02-18,15483113100
2015-02-19,15556032000
2015-02-20,15709971900
2015-02-23,15628950900
2015-02-24,15709971900
2015-02-25,15718073999
2015-02-26,15750482400
2015-02-27,15685665600
2015-03-02,15807197100
2015-03-03,15790992899
2015-03-04,15620848800
2015-03-05,15645155099
2015-03-06,15758584500
2015-03-09,15774788700
2015-03-10,15458806799
2015-03-11,15410194200
2015-03-12,15588440399
2015-03-13,15458806799
2015-03-16,15596542500
2015-03-17,15596542500
2015-03-18,15604644600
2015-03-19,15572236200
2015-03-20,15782890800
2015-03-23,15628950900
2015-03-24,15539827800
2015-03-25,15248152200
2015-03-26,15466908900
2015-03-27,15321071100
2015-03-30,15442602599
2015-03-31,15154740250
2015-04-01,15211017800
2015-04-02,15259255700
2015-04-06,15259255700
2015-04-07,15428088350
2015-04-08,15355731500
2015-04-09,15436128000
2015-04-10,15315533250
2015-04-13,15444167650
2015-04-14,15283374650
2015-04-15,15412009050
2015-04-16,15500445200
2015-04-17,15202978150
2015-04-20,15267295349
2015-04-21,15604960650
2015-04-22,15878308750
2015-04-23,15838110500
2015-04-24,15709476100
2015-04-27,15797912249
2015-04-28,15934586300
2015-04-29,16143617199
2015-04-30,16079300000
2015-05-01,16272251599
2015-05-04,16433044600
2015-05-05,16360687750
2015-05-06,16167736150
2015-05-07,16063220700
2015-05-08,16248132650
2015-05-11,16336568800
2015-05-12,16304410200
2015-05-13,16473242849
2015-05-14,16585797950
2015-05-15,16368727400
2015-05-18,16497361800
2015-05-19,16835027100
2015-05-20,16457163550
2015-05-21,16457163550
2015-05-22,16489322150
2015-05-26,16416965300
2015-05-27,16569718650
2015-05-28,16553639350
2015-05-29,16272251599
2015-06-01,16135577550
2015-06-02,16328529149
2015-06-03,16537560050
2015-06-04,16352648100
2015-06-05,16754630600
2015-06-08,16722472000
2015-06-09,16875225349
2015-06-10,17116414850
2015-06-11,17011899400
2015-06-12,17019939050
2015-06-15,16995820100
2015-06-16,17068176950
2015-06-17,16851106400
2015-06-18,16987780450
2015-06-19,16915423600
2015-06-22,17389762950
2015-06-23,17438000850
2015-06-24,17301326800
2015-06-25,17212890650
2015-06-26,17100335550
2015-06-29,16682273750
2015-06-30,16568410260
2015-07-01,16823064020
2015-07-02,16655947490
2015-07-06,16711653000
2015-07-07,16480873030
2015-07-08,16281924780
2015-07-09,16441083380
2015-07-10,16632073699
2015-07-13,16783274370
2015-07-14,16823064020
2015-07-15,16918559180
2015-07-16,16998138480
2015-07-17,16815106090
2015-07-20,16934475040
2015-07-21,17125465360
2015-07-22,17181170870
2015-07-23,16950390900
2015-07-24,16823064020
2015-07-27,16592284050
2015-07-28,16632073699
2015-07-29,16799190230
2015-07-30,16831021949
2015-07-31,16767358510
2015-08-03,16775316439
2015-08-04,16838979880
2015-08-05,16990180550
2015-08-06,16894685390
2015-08-07,16823064020
2015-08-10,17276666030
2015-08-11,16846937810
2015-08-12,16456999240
2015-08-13,16584326120
2015-08-14,16799190230
2015-08-17,16815106090
2015-08-18,16838979880
2015-08-19,16703695069
2015-08-20,16281924780
2015-08-21,15764659329
2015-08-24,14873371170
2015-08-25,14507306390
2015-08-26,15271267670
2015-08-27,15868112420
2015-08-28,15891986210
2015-08-31,15852196560
2015-09-01,15191688370
2015-09-02,15390636620
2015-09-03,15517963500
2015-09-04,15295141460
2015-09-08,15764659329
2015-09-09,15653248310
2015-09-10,15740785540
2015-09-11,15732827610
2015-09-14,15788533120
2015-09-15,15947691720
2015-09-16,16003397230
2015-09-17,15438384199
2015-09-18,15048445630
2015-09-21,15263309740
2015-09-22,15000698050
2015-09-23,14960908400
2015-09-24,14992740120
2015-09-25,15326973180
2015-09-28,14801749800
2015-09-29,14841539449
2015-09-30,14841608050
2015-10-01,14888699350
2015-10-02,14661091400
2015-10-05,15014276150
2015-10-06,14873002250
2015-10-07,14943639200
2015-10-08,15029973249
2015-10-09,14888699350
2015-10-12,14904396449
2015-10-13,14770971100
2015-10-14,14551211700
2015-10-15,14943639200
2015-10-16,14912245000
2015-10-19,14927942100
2015-10-20,14778819649
2015-10-21,14347149400
2015-10-22,14684637050
2015-10-23,14998579050
2015-10-26,14873002250
2015-10-27,14716031250
2015-10-28,15430249300
2015-10-29,15281126850
2015-10-30,14951487750
2015-11-02,15343915250
2015-11-03,15328218150
2015-11-04,15288975400
2015-11-05,15555826100
2015-11-06,16081678949
2015-11-09,16018890550
2015-11-10,16191558650
2015-11-11,16018890550
2015-11-12,15744191299
2015-11-13,15453794950
2015-11-16,15524431900
2015-11-17,15571523200
2015-11-18,15979647800
2015-11-19,16026739100
2015-11-20,15901162300
2015-11-23,16042436200
2015-11-24,16097376050
2015-11-25,16113073150
2015-11-27,16199407200
2015-11-30,16222952850
2015-12-01,16497652100
2015-12-02,16285741250
2015-12-03,16073830400
2015-12-04,16529046299
2015-12-07,16317135450
2015-12-08,15720645650
2015-12-09,15508734800
2015-12-10,15752039850
2015-12-11,15469492050
2015-12-14,15579371750
2015-12-15,16105224600
2015-12-16,16348529649
2015-12-17,15924707950
2015-12-18,15493037699
2015-12-21,15587220300
2015-12-22,15744191299
2015-12-23,16058133300
2015-12-24,16105224600
2015-12-28,16050284750
2015-12-29,16073830400
2015-12-30,15893313750
2015-12-31,15548636400
2016-01-04,15123176200
2016-01-05,15169590040
2016-01-06,14945256480
2016-01-07,14473382440
2016-01-08,14225841960
2016-01-11,14055657880
2016-01-12,14133014280
2016-01-13,13405864119
2016-01-14,13653404599
2016-01-15,13243415680
2016-01-19,13057760320
2016-01-20,12787012920
2016-01-21,12168161720
2016-01-22,12330610160
2016-01-25,11611195640
2016-01-26,11781379720
2016-01-27,11928356880
2016-01-28,12044391480
2016-01-29,12222311200
2016-02-01,12183633000
2016-02-02,11858736120
2016-02-03,11881943040
2016-02-04,12013448920
2016-02-05,11858736120
2016-02-08,11448747200
2016-02-09,11471954120
2016-02-10,11348183880
2016-02-11,10783482160
2016-02-12,11502896680
2016-02-16,12052127120
2016-02-17,11920621240
2016-02-18,11719494600
2016-02-19,11820057920
2016-02-22,12121747880
2016-02-23,11680816400
2016-02-24,11642138200
2016-02-25,11835529200
2016-02-26,12129483520
2016-02-29,11804586640
2016-03-01,12500794240
2016-03-02,12756070359
2016-03-03,13042289040
2016-03-04,13251151320
2016-03-07,13181530560
2016-03-08,12864369320
2016-03-09,12841162400
2016-03-10,13042289040
2016-03-11,13460013599
2016-03-14,13374921560
2016-03-15,13297565160
2016-03-16,13026817760
2016-03-17,13135116720
2016-03-18,13429071040
2016-03-21,13436806680
2016-03-22,13444542320
2016-03-23,13313036440
2016-03-24,13227944400
2016-03-28,13220208760
2016-03-29,12918518800
2016-03-30,13050024680
2016-03-31,12669462450
2016-04-01,12752964000
2016-04-04,12715008750
2016-04-05,12479686200
2016-04-06,12517641449
2016-04-07,12244363650
2016-04-08,12373411500
2016-04-11,12472095150
2016-04-12,12639098249
2016-04-13,13216018050
2016-04-14,13458931650
2016-04-15,13413385350
2016-04-18,13436158500
2016-04-19,13747391550
2016-04-20,13959940950
2016-04-21,14066215650
2016-04-22,14134535100
2016-04-25,14066215650
2016-04-26,14233218750
2016-04-27,14218036650
2016-04-28,14035851449
2016-04-29,13899212549
2016-05-02,14005487250
2016-05-03,13686663150
2016-05-04,13314701700
2016-05-05,13276746449
2016-05-06,13269155400
2016-05-09,13155289649
2016-05-10,13458931650
2016-05-11,13398203249
2016-05-12,13322292750
2016-05-13,13018650749
2016-05-16,13360248000
2016-05-17,13269155400
2016-05-18,13876439400
2016-05-19,13770164700
2016-05-20,13876439400
2016-05-23,13762573650
2016-05-24,13944758850
2016-05-25,14286356100
2016-05-26,14119353000
2016-05-27,14309129250
2016-05-31,14324311350
2016-06-01,14438177100
2016-06-02,14650726500
2016-06-03,14286356100
2016-06-06,14574816000
2016-06-07,14422995000
2016-06-08,14407812900
2016-06-09,14218036650
2016-06-10,14066215650
2016-06-13,13906803600
2016-06-14,13534842149
2016-06-15,13686663150
2016-06-16,13557615300
2016-06-17,13823302050
2016-06-20,13967531999
2016-06-21,13975123050
2016-06-22,13997896200
2016-06-23,14506496550
2016-06-24,13284337500
2016-06-27,12343047300
2016-06-28,12631507200
2016-06-29,12995877600
2016-06-30,13208084740
2016-07-01,13087942980
2016-07-05,12539796200
2016-07-06,12592358220
2016-07-07,12727517700
2016-07-08,12952783500
2016-07-11,13080434120
2016-07-12,13433350540
2016-07-13,13470894840
2016-07-14,13846337840
2016-07-15,13921426440
2016-07-18,13838828980
2016-07-19,13823811260
2016-07-20,13808793540
2016-07-21,13711178360
2016-07-22,13838828980
2016-07-25,13831320120
2016-07-26,14011532760
2016-07-27,14004023899
2016-07-28,14206763120
2016-07-29,14251816280
2016-08-01,14101639080
2016-08-02,13951461879
2016-08-03,14236798560
2016-08-04,14169218820
2016-08-05,14694839020
2016-08-08,14567188399
2016-08-09,14567188399
2016-08-10,14334413740
2016-08-11,14447046639
2016-08-12,14349431460
2016-08-15,14604732700
2016-08-16,14574697260
2016-08-17,14657294720
2016-08-18,14702347879
2016-08-19,14709856740
2016-08-22,14732383320
2016-08-23,14657294720
2016-08-24,14604732700
2016-08-25,14709856740
2016-08-26,14784945340
2016-08-29,14875051659
2016-08-30,15137861760
2016-08-31,15137861760
2016-09-01,15047755440
2016-09-02,15092808600
2016-09-06,14920104820
2016-09-07,15032737720
2016-09-08,15122844040
2016-09-09,14965157980
2016-09-12,15175406060
2016-09-13,15182914920
2016-09-14,15295547820
2016-09-15,15423198440
2016-09-16,15363127560
2016-09-19,15490778180
2016-09-20,15498287040
2016-09-21,15573375639
2016-09-22,15618428800
2016-09-23,15708535120
2016-09-26,15363127560
2016-09-27,15558357920
2016-09-28,15423198440
2016-09-29,15197932639
2016-09-30,15265349220
2016-10-03,15183277450
2016-10-04,15272810290
2016-10-05,15474259179
2016-10-06,15474259179
2016-10-07,15436953830
2016-10-10,15429492760
2016-10-11,15213121730
2016-10-12,15198199590
2016-10-13,14728152179
2016-10-14,14772918600
2016-10-17,14608775059
2016-10-18,14825146090
2016-10-19,15310115640
2016-10-20,15683169140
2016-10-21,15824929470
2016-10-24,15899540169
2016-10-25,15877156960
2016-10-26,16168138690
2016-10-27,16280054740
2016-10-28,16123372270
2016-10-31,16235288320
2016-11-01,16302437950
2016-11-02,16130833340
2016-11-03,15981611940
2016-11-04,15824929470
2016-11-07,16339743299
2016-11-08,16153216549
2016-11-09,17123155650
2016-11-10,17712580180
2016-11-11,18257238290
2016-11-14,18854123890
2016-11-15,19152566690
2016-11-16,18578064300
2016-11-17,18973501010
2016-11-18,19160027760
2016-11-21,19286865950
2016-11-22,19503236980
2016-11-23,19615153030
2016-11-25,19503236980
2016-11-28,18936195660
2016-11-29,18943656730
2016-11-30,19413704140
2016-12-01,19727069080
2016-12-02,19316710230
2016-12-05,19465931630
2016-12-06,19637536240
2016-12-07,19809140850
2016-12-08,20129966860
2016-12-09,20062817230
2016-12-12,19801679780
2016-12-13,19965823320
2016-12-14,20077739370
2016-12-15,20294110400
2016-12-16,19995667600
2016-12-19,20316493610
2016-12-20,20734313530
2016-12-21,20659702830
2016-12-22,20607475340
2016-12-23,20652241760
2016-12-27,20711930320
2016-12-28,20338876820
2016-12-29,19943440110
2016-12-30,20122505790
2017-01-03,20224419400
2017-01-04,20501056560
2017-01-05,19917875520
2017-01-06,20089839160
2017-01-09,20007595680
2017-01-10,20239372760
2017-01-11,20254326120
2017-01-12,20119745880
2017-01-13,20403859720
2017-01-17,19461798040
2017-01-18,19686098440
2017-01-19,19431891320
2017-01-20,19656191720
2017-01-23,19813202000
2017-01-24,19887968800
2017-01-25,20119745880
2017-01-26,20269279480
2017-01-27,20007595680
2017-01-30,19686098440
2017-01-31,19514134800
2017-02-01,19618808320
2017-02-02,19394507920
2017-02-03,19828155360
2017-02-06,20007595680
2017-02-07,19805725320
2017-02-08,19357124520
2017-02-09,19551518200
2017-02-10,19820678680
2017-02-13,19992642320
2017-02-14,20598253400
2017-02-15,20605730080
2017-02-16,20635636800
2017-02-17,20590776720
2017-02-21,20613206760
2017-02-22,20560870000
2017-02-23,20538439960
2017-02-24,20426289760
2017-02-27,20613206760
2017-02-28,20516009920
2017-03-01,21495455000
2017-03-02,20740310320
2017-03-03,20815077120
2017-03-06,20590776720
2017-03-07,20463673160
2017-03-08,20463673160
2017-03-09,20553393320
2017-03-10,20306662880
2017-03-13,20157129280
2017-03-14,20000119000
2017-03-15,19775818600
2017-03-16,19925352200
2017-03-17,19701051800
2017-03-20,19581424920
2017-03-21,18624409880
2017-03-22,18572073120
2017-03-23,18736560080
2017-03-24,18609456520
2017-03-27,18489829640
2017-03-28,18871140320
2017-03-29,18721606720
2017-03-30,19237497640
2017-03-31,18831585400
2017-04-03,18750031290
2017-04-04,18794515350
2017-04-05,18460884900
2017-04-06,18668477180
2017-04-07,18542439010
2017-04-10,18386744800
2017-04-11,18305190690
2017-04-12,18038286330
2017-04-13,17741725930
2017-04-17,18090184400
2017-04-18,17801038010
2017-04-19,17949318210
2017-04-20,18497954950
2017-04-21,18253292620
2017-04-24,18779687330
2017-04-25,18542439010
2017-04-26,18512782970
2017-04-27,18275534650
2017-04-28,18112426430
2017-05-01,18379330790
2017-05-02,18134668460
2017-05-03,18327432720
2017-05-04,18468298910
2017-05-05,18386744800
2017-05-08,18490540940
2017-05-09,18416400840
2017-05-10,18260706630
2017-05-11,18119840440
2017-05-12,17912248160
2017-05-15,18268120640
2017-05-16,18460884900
2017-05-17,17630515780
2017-05-18,17660171820
2017-05-19,17927076180
2017-05-22,18082770390
2017-05-23,18342260740
2017-05-24,18149496480
2017-05-25,18142082470
2017-05-26,17986388260
2017-05-30,17830694050
2017-05-31,17600859740
2017-06-01,17815866030
2017-06-02,17526719640
2017-06-05,17571203700
2017-06-06,17511891620
2017-06-07,17704655880
2017-06-08,18038286330
2017-06-09,18579509060
2017-06-12,18675891190
2017-06-13,18779687330
2017-06-14,18965037580
2017-06-15,18890897480
2017-06-16,18883483470
2017-06-19,18972451590
2017-06-20,18950209560
2017-06-21,18824171390
2017-06-22,18638821140
2017-06-23,18282948660
2017-06-26,18401572820
2017-06-27,18601751090
2017-06-28,18898311490
2017-06-29,19328324070
2017-06-30,18724428800
2017-07-03,19092281600
2017-07-05,19171622400
2017-07-06,19085068800
2017-07-07,19099494400
2017-07-10,18998515200
2017-07-11,18890323200
2017-07-12,18832620800
2017-07-13,18962451200
2017-07-14,18810982400
2017-07-17,18868684800
2017-07-18,18623449600
2017-07-19,18609024000
2017-07-20,18385427200
2017-07-21,18883110400
2017-07-24,19063430400
2017-07-25,19178835200
2017-07-26,18883110400
2017-07-27,18854259200
2017-07-28,19027366400
2017-07-31,19258176000
2017-08-01,19416857600
2017-08-02,19445708800
2017-08-03,19402432000
2017-08-04,19604390400
2017-08-07,19496198400
2017-08-08,19799136000
2017-08-09,19575539200
2017-08-10,19027366400
2017-08-11,18832620800
2017-08-14,19243750400
2017-08-15,19488985600
2017-08-16,19351942400
2017-08-17,18940812800
2017-08-18,18991302400
2017-08-21,18904748800
2017-08-22,19200473600
2017-08-23,19186048000
2017-08-24,19366368000
2017-08-25,19236537600
2017-08-28,19178835200
2017-08-29,18940812800
2017-08-30,18969664000
2017-08-31,18847046400
2017-09-01,19049004800
2017-09-05,18601811200
2017-09-06,18587385600
2017-09-07,18010361600
2017-09-08,18104128000
2017-09-11,18536896000
2017-09-12,18883110400
2017-09-13,18991302400
2017-09-14,18976876800
2017-09-15,19128345600
2017-09-18,19380793600
2017-09-19,19604390400
2017-09-20,19770284800
2017-09-21,19864051200
2017-09-22,19698156800
2017-09-25,19575539200
2017-09-26,19755859200
2017-09-27,19965030400
2017-09-28,19900115200
2017-09-29,20181414400
2017-10-02,19602977640
2017-10-03,19631112520
2017-10-04,19560775320
2017-10-05,19849157840
2017-10-06,19828056680
2017-10-09,19785854360
2017-10-10,19989832240
2017-10-11,19877292720
2017-10-12,19799921800
2017-10-13,19736618320
2017-10-16,19954663640
2017-10-17,19673314840
2017-10-18,19743652040
2017-10-19,19891360160
2017-10-20,20116439200
2017-10-23,19996865960
2017-10-24,20116439200
2017-10-25,20102371760
2017-10-26,20292282200
2017-10-27,20447024040
2017-10-30,20404821720
2017-10-31,20327450800
2017-11-01,20369653120
2017-11-02,20580664720
2017-11-03,20482192640
2017-11-06,20566597280
2017-11-07,20010933400
2017-11-08,19905427600
2017-11-09,19701449720
2017-11-10,19462303240
2017-11-13,19828056680
2017-11-14,20123472920
2017-11-15,20017967120
2017-11-16,20025000840
2017-11-17,20010933400
2017-11-20,20095338040
2017-11-21,20032034560
2017-11-22,19989832240
2017-11-24,19835090400
2017-11-27,19975764800
2017-11-28,20566597280
2017-11-29,21424711120
2017-11-30,21459879720
2017-12-01,21586486680
2017-12-04,22057745920
2017-12-05,21649790160
2017-12-06,21509115760
2017-12-07,21382508800
2017-12-08,21361407640
2017-12-11,21312171600
2017-12-12,21417677400
2017-12-13,21058957680
2017-12-14,20869047240
2017-12-15,21122261160
2017-12-18,21431744840
2017-12-19,21537250640
2017-12-20,21459879720
2017-12-21,21755295960
2017-12-22,21691992480
2017-12-26,21579452960
2017-12-27,21565385520
2017-12-28,21551318080
2017-12-29,21340306480
2018-01-02,20991222600
2018-01-03,21053306400
2018-01-04,21129186600
2018-01-05,21184372200
2018-01-08,21177474000
2018-01-09,21556875000
2018-01-10,21784515600
2018-01-11,21977665200
2018-01-12,22315677000
2018-01-16,22267389600
2018-01-17,22412251800
2018-01-18,22191509400
2018-01-19,22419150000
2018-01-22,22605401400
2018-01-23,22708874400
2018-01-24,22991700600
2018-01-25,22653688800
2018-01-26,23005497000
2018-01-29,22881329400
2018-01-30,22777856400
2018-01-31,22833042000
2018-02-01,23219341199
2018-02-02,22853736600
2018-02-05,21867294000
2018-02-06,22088036400
2018-02-07,22308778800
2018-02-08,21453402000
2018-02-09,22060443600
2018-02-12,22246695000
2018-02-13,22343269800
2018-02-14,22936515000
2018-02-15,22902024000
2018-02-16,22853736600
2018-02-20,22908922200
2018-02-21,23067580800
2018-02-22,22674383400
2018-02-23,23074479000
2018-02-26,23288323200
2018-02-27,22943413200
2018-02-28,22798550999
2018-03-01,22619197800
2018-03-02,22701976199
2018-03-05,23012395200
2018-03-06,23219341199
2018-03-07,23233137600
2018-03-08,23226239400
2018-03-09,23598742200
2018-03-12,23633233200
2018-03-13,23495269200
2018-03-14,23191748400
2018-03-15,23157257400
2018-03-16,23260730400
2018-03-19,23191748400
2018-03-20,23129664600
2018-03-21,23191748400
2018-03-22,22281185999
2018-03-23,21405114600
2018-03-26,22157018400
2018-03-27,21618958800
2018-03-28,21770719200
2018-03-29,21901785000
2018-04-02,21149527750
2018-04-03,21566368200
2018-04-04,22058376600
2018-04-05,22092543850
2018-04-06,21347697800
2018-04-09,21457033000
2018-04-10,21716704100
2018-04-11,21504867150
2018-04-12,22044709700
2018-04-13,21463866450
2018-04-16,21518534050
2018-04-17,21142694300
2018-04-18,21033359100
2018-04-19,21429699200
2018-04-20,21470699900
2018-04-23,21819205850
2018-04-24,22721221250
2018-04-25,22919391300
2018-04-26,22974058900
2018-04-27,23117561350
2018-04-30,22666553650
2018-05-01,22796389200
2018-05-02,22379548750
2018-05-03,22058376600
2018-05-04,22297547350
2018-05-07,22427382900
2018-05-08,22618719500
2018-05-09,23008226150
2018-05-10,23192729300
2018-05-11,23220063099
2018-05-14,23254230350
2018-05-15,23445566950
2018-05-16,23472900750
2018-05-17,23445566950
2018-05-18,22933058200
2018-05-21,21115360500
2018-05-22,21791872050
2018-05-23,21320364000
2018-05-24,21703037200
2018-05-25,21429699200
2018-05-29,20698520050
2018-05-30,20910357000
2018-05-31,20896690100
2018-06-01,21019692200
2018-06-04,21183695000
2018-06-05,21163194650
2018-06-06,21627869250
2018-06-07,21607368900
2018-06-08,21737204450
2018-06-11,21470699900
2018-06-12,21375031600
2018-06-13,21286196750
2018-06-14,21074359800
2018-06-15,20958191150
2018-06-18,20958191150
2018-06-19,20889856650
2018-06-20,20985524950
2018-06-21,20930857350
2018-06-22,20568684500
2018-06-25,20541350700
2018-06-26,20227012000
2018-06-27,19769170850
2018-06-28,19639335300
2018-06-29,19612001500
2018-07-02,19414505920
2018-07-03,19301009840
2018-07-05,19240923680
2018-07-06,19454563360
2018-07-09,20002015040
2018-07-10,19828432800
2018-07-11,19741641680
2018-07-12,19634821840
2018-07-13,19421182160
