,TRMB
2023-06-26,12556341000
2023-06-27,12819327000
2023-06-28,12970668000
2023-06-29,13092237000
2023-06-30,13160884000
2023-07-03,12971948000
2023-07-05,12966976000
2023-07-06,12748208000
2023-07-07,12944602000
2023-07-10,13128566000
2023-07-11,13210604000
2023-07-12,13374680000
2023-07-13,13421914000
2023-07-14,13275240000
2023-07-17,13354792000
2023-07-18,13185744000
2023-07-19,13342362000
2023-07-20,13019182000
2023-07-21,13113650000
2023-07-24,13163370000
2023-07-25,13377166000
2023-07-26,13409484000
2023-07-27,13265296000
2023-07-28,13193202000
2023-07-31,13374680000
2023-08-01,13307558000
2023-08-02,13364736000
2023-08-03,13799786000
2023-08-04,13864422000
2023-08-07,13690402000
2023-08-08,13556158000
2023-08-09,13526326000
2023-08-10,13737636000
2023-08-11,13819674000
2023-08-14,13802272000
2023-08-15,13832104000
2023-08-16,13449260000
2023-08-17,13277726000
2023-08-18,13121108000
2023-08-21,13145968000
2023-08-22,12957032000
2023-08-23,13230492000
2023-08-24,12991836000
2023-08-25,12964490000
2023-08-28,13240436000
2023-08-29,13484064000
2023-08-30,13486550000
2023-08-31,13620794000
2023-09-01,13687916000
2023-09-05,13292642000
2023-09-06,13185744000
2023-09-07,12937144000
2023-09-08,12673628000
2023-09-11,12626394000
2023-09-12,12551814000
2023-09-13,12521982000
2023-09-14,12850134000
2023-09-15,12763124000
2023-09-18,12957032000
2023-09-19,13004266000
2023-09-20,12994322000
2023-09-21,12643796000
2023-09-22,12484692000
2023-09-25,12469776000
2023-09-26,12221176000
2023-09-27,12233606000
2023-09-28,13029126000
2023-09-29,13346508000
2023-10-02,13093752000
2023-10-03,12823650000
2023-10-04,12959940000
2023-10-05,12736920000
2023-10-06,12722052000
2023-10-09,12840996000
2023-10-10,12902946000
2023-10-11,13016934000
2023-10-12,12459384000
2023-10-13,12367698000
2023-10-16,12563460000
2023-10-17,12511422000
2023-10-18,12779046000
2023-10-19,12273534000
2023-10-20,12090162000
2023-10-23,11995998000
2023-10-24,12005910000
2023-10-25,11706072000
2023-10-26,11609430000
2023-10-27,11418624000
2023-10-30,11488008000
2023-10-31,11678814000
2023-11-01,10149888000
2023-11-02,10367952000
2023-11-03,10509198000
2023-11-06,10360518000
2023-11-07,10519110000
2023-11-08,10412556000
2023-11-09,10216794000
2023-11-10,10370430000
2023-11-13,10115196000
2023-11-14,10541412000
2023-11-15,10747086000
2023-11-16,10608318000
2023-11-17,10737174000
2023-11-20,10885854000
2023-11-21,10717350000
2023-11-22,10823904000
2023-11-24,10937892000
2023-11-27,11002320000
2023-11-28,11066748000
2023-11-29,11378976000
2023-11-30,11497920000
2023-12-01,11734569000
2023-12-04,11599518000
2023-12-05,11383932000
2023-12-06,11450838000
2023-12-07,11584650000
2023-12-08,11621820000
2023-12-11,11906790000
2023-12-12,11916702000
2023-12-13,12196716000
2023-12-14,12831084000
2023-12-15,12828606000
2023-12-18,12798870000
2023-12-19,12994632000
2023-12-20,12741876000
2023-12-21,12974808000
2023-12-22,12994632000
2023-12-26,13180482000
2023-12-27,13215174000
2023-12-28,13291992000
2023-12-29,13060600000
2024-01-02,12876475000
2024-01-03,12417390000
2024-01-04,12525410000
2024-01-05,12464035000
2024-01-08,12677620000
2024-01-09,12554870000
2024-01-10,12508225000
2024-01-11,12643250000
2024-01-12,12584330000
2024-01-16,12351105000
2024-01-17,12103150000
2024-01-18,12127700000
2024-01-19,12277455000
2024-01-22,12392840000
2024-01-23,12574510000
2024-01-24,12456670000
2024-01-25,12689895000
2024-01-26,12515590000
2024-01-29,12662890000
2024-01-30,12972220000
2024-01-31,12486130000
2024-02-01,12861745000
2024-02-02,12910845000
2024-02-05,12677620000
2024-02-06,12689895000
2024-02-07,12743905000
2024-02-08,12785640000
2024-02-09,12891205000
2024-02-12,13426395000
2024-02-13,13738180000
2024-02-14,14290555000
2024-02-15,14766825000
2024-02-16,14801195000
2024-02-20,14761915000
2024-02-21,14806105000
2024-02-22,15073700000
2024-02-23,15088430000
2024-02-26,15174355000
2024-02-27,15166990000
2024-02-28,14953405000
2024-02-29,15022145000
2024-03-01,15306925000
2024-03-04,15356025000
2024-03-05,15169445000
2024-03-06,15326565000
2024-03-07,15343750000
2024-03-08,15488595000
2024-03-11,15427220000
2024-03-12,15569610000
2024-03-13,15547515000
2024-03-14,15302015000
2024-03-15,15238185000
2024-03-18,15331475000
2024-03-19,15581885000
2024-03-20,15648170000
2024-03-21,15881395000
2024-03-22,15761100000
2024-03-25,15491050000
2024-03-26,15574520000
2024-03-27,15540150000
2024-03-28,15800380000
2024-04-01,15508235000
2024-04-02,15424765000
2024-04-03,15306925000
2024-04-04,15095795000
2024-04-05,15085975000
2024-04-08,15265190000
2024-04-09,15459135000
2024-04-10,15103160000
2024-04-11,15228365000
2024-04-12,14862570000
2024-04-15,14585155000
2024-04-16,14464860000
2024-04-17,14359295000
2024-04-18,14204630000
2024-04-19,14231635000
2024-04-22,14469770000
2024-04-23,14653895000
2024-04-24,14609705000
2024-04-25,14536055000
2024-04-26,14766825000
2024-04-29,14894485000
2024-04-30,14747185000
2024-05-01,14383845000
2024-05-02,14752095000
2024-05-03,13730815000
2024-05-06,13797100000
2024-05-07,13993500000
2024-05-08,13880570000
2024-05-09,13939490000
2024-05-10,13944400000
2024-05-13,14008230000
2024-05-14,14015595000
2024-05-15,14160440000
2024-05-16,14054875000
2024-05-17,14015595000
2024-05-20,14072060000
2024-05-21,14067150000
2024-05-22,14140800000
2024-05-23,13961585000
2024-05-24,13944400000
2024-05-28,13703810000
2024-05-29,13674350000
2024-05-30,13625250000
2024-05-31,13669440000
2024-06-03,13379750000
2024-06-04,13257000000
2024-06-05,13365020000
2024-06-06,13642435000
2024-06-07,13500045000
2024-06-10,13590880000
2024-06-11,13576150000
2024-06-12,13770095000
2024-06-13,13679260000
2024-06-14,13455855000
2024-06-17,13679260000
2024-06-18,13627705000
2024-06-20,13686625000
2024-06-21,13782370000
2024-06-24,13779915000
2024-06-25,13635070000
2024-06-26,13546690000
2024-06-27,13605610000
2024-06-28,13728360000
2024-07-01,13671895000
2024-07-02,13802010000
2024-07-03,13627705000
2024-07-05,13720995000
2024-07-08,13819195000
2024-07-09,13558965000
2024-07-10,13588425000
2024-07-11,13809375000
2024-07-12,14079425000
2024-07-15,14064695000
2024-07-16,14388755000
2024-07-17,14275825000
2024-07-18,14059785000
2024-07-19,13743090000
2024-07-22,14067150000
2024-07-23,14020505000
2024-07-24,13674350000
2024-07-25,13428850000
2024-07-26,13590880000
2024-07-29,13502500000
2024-07-30,13306100000
2024-07-31,13389570000
2024-08-01,12891205000
2024-08-02,12486130000
2024-08-05,12210882000
2024-08-06,12630003000
2024-08-07,12399609000
2024-08-08,12632454000
2024-08-09,12659415000
