,SCI
2023-04-19,10683099120
2023-04-20,10640753880
2023-04-21,10669488150
2023-04-24,10625630580
2023-04-25,10525816800
2023-04-26,10607482620
2023-04-27,10598408640
2023-04-28,10615044270
2023-05-01,10828282800
2023-05-02,10295942640
2023-05-03,10011624600
2023-05-04,9798386070
2023-05-05,9842243640
2023-05-08,9914835480
2023-05-09,9982890330
2023-05-10,10091778090
2023-05-11,9984402660
2023-05-12,9993476640
2023-05-15,9922397130
2023-05-16,9828632670
2023-05-17,9889125870
2023-05-18,9901224510
2023-05-19,9905761500
2023-05-22,9805947720
2023-05-23,9659251710
2023-05-24,9619931130
2023-05-25,9515580360
2023-05-26,9734868210
2023-05-30,9772676460
2023-05-31,9619931130
2023-06-01,9659251710
2023-06-02,9775701120
2023-06-05,9612369480
2023-06-06,9789312090
2023-06-07,9855854610
2023-06-08,9739405200
2023-06-09,9689498309
2023-06-12,9822583350
2023-06-13,10087241100
2023-06-14,9940545090
2023-06-15,10017673920
2023-06-16,10013136930
2023-06-20,9878539559
2023-06-21,9932983440
2023-06-22,9905761500
2023-06-23,9613881810
2023-06-26,9694035300
2023-06-27,9694035300
2023-06-28,9689498309
2023-06-29,9798386070
2023-06-30,9729191700
2023-07-03,9867771300
2023-07-05,9674964900
2023-07-06,9697559400
2023-07-07,9702078300
2023-07-10,9668939700
2023-07-11,9881328000
2023-07-12,9992794200
2023-07-13,10053046200
2023-07-14,10104260400
2023-07-17,9900909900
2023-07-18,9896391000
2023-07-19,10034970600
2023-07-20,10166018700
2023-07-21,10063590300
2023-07-24,9965680800
2023-07-25,10175056500
2023-07-26,10138905300
2023-07-27,10087691100
2023-07-28,10068109200
2023-07-31,10039489500
2023-08-01,10134386400
2023-08-02,9590612100
2023-08-03,9741242100
2023-08-04,9825594900
2023-08-07,9474627000
2023-08-08,9507765600
2023-08-09,9501740400
2023-08-10,9563498700
2023-08-11,9575549100
2023-08-14,9456551400
2023-08-15,9372198600
2023-08-16,9358641900
2023-08-17,9354123000
2023-08-18,9311946600
2023-08-21,9349604100
2023-08-22,9298389900
2023-08-23,9449019900
2023-08-24,9480652200
2023-08-25,9524334900
2023-08-28,9590612100
2023-08-29,9574042800
2023-08-30,9592118400
2023-08-31,9506259300
2023-09-01,9611700300
2023-09-05,9358641900
2023-09-06,9336047400
2023-09-07,9152278800
2023-09-08,9206505600
2023-09-11,9150772500
2023-09-12,9186923700
2023-09-13,9173367000
2023-09-14,9278808000
2023-09-15,9149266200
2023-09-18,9179392200
2023-09-19,9084495300
2023-09-20,9177885900
2023-09-21,8939890500
2023-09-22,8906751900
2023-09-25,8816373900
2023-09-26,8694363600
2023-09-27,8579884800
2023-09-28,8521139100
2023-09-29,8606998200
2023-10-02,8197663760
2023-10-03,8088636600
2023-10-04,8096003300
2023-10-05,8051803100
2023-10-06,8029703000
2023-10-09,8150516880
2023-10-10,8200610439
2023-10-11,8104843340
2023-10-12,7907415780
2023-10-13,7932462560
2023-10-16,8144623520
2023-10-17,8296377540
2023-10-18,8222710540
2023-10-19,8063589820
2023-10-20,7947195960
2023-10-23,7886789020
2023-10-24,7979609439
2023-10-25,7928042540
2023-10-26,8010549580
2023-10-27,7898575740
2023-10-30,7967822720
2023-10-31,8017916280
2023-11-01,7885315680
2023-11-02,8956433860
2023-11-03,8705966060
2023-11-06,8705966060
2023-11-07,8626405700
2023-11-08,8565998760
2023-11-09,8437818180
2023-11-10,8536531960
2023-11-13,8591045540
2023-11-14,8935807100
2023-11-15,8919600360
2023-11-16,8806153180
2023-11-17,8957907200
2023-11-20,8894553580
2023-11-21,8897500260
2023-11-22,8988847340
2023-11-24,9035994220
2023-11-27,9010947440
2023-11-28,8929913740
2023-11-29,8990320680
2023-11-30,9027154180
2023-12-01,9066934360
2023-12-04,9470629520
2023-12-05,9517776400
2023-12-06,9606176800
2023-12-07,9610596820
2023-12-08,9615016840
2023-12-11,9750564120
2023-12-12,9750564120
2023-12-13,9928838260
2023-12-14,10142472560
2023-12-15,10042285440
2023-12-18,10146892580
2023-12-19,10164572660
2023-12-20,9993665220
2023-12-21,10037865420
2023-12-22,10071752240
2023-12-26,10030498720
2023-12-27,10121845800
2023-12-28,10107112400
2023-12-29,10085012300
2024-01-02,10102592619
2024-01-03,9856865740
2024-01-04,9962177260
2024-01-05,9887581600
2024-01-08,9899282880
2024-01-09,9845164460
2024-01-10,9745703580
2024-01-11,9802747320
2024-01-12,9979729180
2024-01-16,9985579820
2024-01-17,9851015100
2024-01-18,9878805640
2024-01-19,9856865740
2024-01-22,10105517940
2024-01-23,10145009760
2024-01-24,10083578040
2024-01-25,10235694680
2024-01-26,10130383160
2024-01-29,10117219220
2024-01-30,9962177260
2024-01-31,9817373920
2024-02-01,9968027900
2024-02-02,9908058840
2024-02-05,9836388500
2024-02-06,9605288220
2024-02-07,9552632460
2024-02-08,9684271860
2024-02-09,9834925840
2024-02-12,9966565240
2024-02-13,10202053500
2024-02-14,10323454280
2024-02-15,10440467080
2024-02-16,10512137420
2024-02-20,10381960680
2024-02-21,10500436140
2024-02-22,10525301360
2024-02-23,10626224900
2024-02-26,10496048160
2024-02-27,10488734860
2024-02-28,10594046380
2024-02-29,10705208540
2024-03-01,10637926180
2024-03-04,10775416220
2024-03-05,10803206760
2024-03-06,11050396300
2024-03-07,10952398080
2024-03-08,11051858960
2024-03-11,10986039260
2024-03-12,11022605760
2024-03-13,10993352560
2024-03-14,10636463520
2024-03-15,10599897020
2024-03-18,10604285000
2024-03-19,10694969920
2024-03-20,10792968140
2024-03-21,10797356119
2024-03-22,10659866080
2024-03-25,10642314160
2024-03-26,10713984500
2024-03-27,10855862520
2024-03-28,10854399860
2024-04-01,10728611100
2024-04-02,10611598300
2024-04-03,10516525400
2024-04-04,10494585500
2024-04-05,10602822340
2024-04-08,10589658400
2024-04-09,10531152000
2024-04-10,10276649160
2024-04-11,10314678320
2024-04-12,10210829460
2024-04-15,10202053500
2024-04-16,10134771140
2024-04-17,10020683660
2024-04-18,9984117160
2024-04-19,10061638140
2024-04-22,10172800300
2024-04-23,10381960680
2024-04-24,10458019000
2024-04-25,10361483440
2024-04-26,10493122840
2024-04-29,10664254060
2024-04-30,10488734860
2024-05-01,10443392400
2024-05-02,10180113600
2024-05-03,9886118940
2024-05-06,9959251940
2024-05-07,9941700020
2024-05-08,10143547100
2024-05-09,10360020780
2024-05-10,10159636360
2024-05-13,10257634580
2024-05-14,10238620000
2024-05-15,10206441480
2024-05-16,10352707480
2024-05-17,10348319500
2024-05-20,10164024340
2024-05-21,10253246600
2024-05-22,10415601860
2024-05-23,10417064520
2024-05-24,10507749440
2024-05-28,10207904140
2024-05-29,10118681880
2024-05-30,10368796740
2024-05-31,10481421560
2024-06-03,10439004420
2024-06-04,10380498020
2024-06-05,10468257619
2024-06-06,10427303140
2024-06-07,10422915160
2024-06-10,10430228460
2024-06-11,10523838700
2024-06-12,10545778600
2024-06-13,10652552780
2024-06-14,10596971700
2024-06-17,10683268640
2024-06-18,10488734860
2024-06-20,10534077320
2024-06-21,10718372480
2024-06-24,10705208540
2024-06-25,10658403420
2024-06-26,10605747660
2024-06-27,10494585500
2024-06-28,10403900580
2024-07-01,10292738420
2024-07-02,10297126400
2024-07-03,10250321280
2024-07-05,10196202860
2024-07-08,10221068080
2024-07-09,10172800300
2024-07-10,10202053500
2024-07-11,10463869640
2024-07-12,10497510820
2024-07-15,10577957119
2024-07-16,10956786060
2024-07-17,10981651280
2024-07-18,10905592960
2024-07-19,10879265080
2024-07-22,11000665860
2024-07-23,10971412660
2024-07-24,10901204980
2024-07-25,10971412660
2024-07-26,11320988400
2024-07-29,11362225400
2024-07-30,11625212970
2024-07-31,11610683270
2024-08-01,10856591840
2024-08-02,10664799800
2024-08-05,10393094410
2024-08-06,10600869120
2024-08-07,10750525030
2024-08-08,10810096800
2024-08-09,10903086880
