,NOW
2017-02-16,15200468397
2017-02-17,15347756551
2017-02-21,15420573166
2017-02-22,15387474704
2017-02-23,15332862243
2017-02-24,15195503628
2017-02-27,14521949939
2017-02-28,14384591324
2017-03-01,14710611169
2017-03-02,14288605786
2017-03-03,14310119786
2017-03-06,14275366401
2017-03-07,14407760247
2017-03-08,14445823478
2017-03-09,14535189323
2017-03-10,14568287785
2017-03-13,14669238092
2017-03-14,14475612093
2017-03-15,14631174861
2017-03-16,14695716861
2017-03-17,14680822553
2017-03-20,14581527169
2017-03-21,13889769326
2017-03-22,14073465787
2017-03-23,13967550710
2017-03-24,14035402556
2017-03-27,14045332095
2017-03-28,14232338402
2017-03-29,14498781016
2017-03-30,14387901170
2017-03-31,14906557190
2017-04-03,14693533336
2017-04-04,14535043589
2017-04-05,14598098649
2017-04-06,14688420763
2017-04-07,14659449519
2017-04-10,14575944168
2017-04-11,14552085497
2017-04-12,14398708322
2017-04-13,14424271185
2017-04-17,14725912962
2017-04-18,14928711670
2017-04-19,15022442166
2017-04-20,15041188265
2017-04-21,15051413410
2017-04-24,15238874401
2017-04-25,15378618049
2017-04-26,15494503026
2017-04-27,16075632099
2017-04-28,16101194961
2017-05-01,16177883549
2017-05-02,16182996121
2017-05-03,16038139901
2017-05-04,16363640349
2017-05-05,16712999469
2017-05-08,16684028225
2017-05-09,16586889348
2017-05-10,16440328937
2017-05-11,16489750471
2017-05-12,16513609142
2017-05-15,16692549179
2017-05-16,17072583734
2017-05-17,16794800629
2017-05-18,16866376644
2017-05-19,16922614941
2017-05-22,17331620741
2017-05-23,17331620741
2017-05-24,17553165549
2017-05-25,17812202555
2017-05-26,18069535370
2017-05-30,17955354584
2017-05-31,17834357035
2017-06-01,18151336530
2017-06-02,18285967605
2017-06-05,18308122086
2017-06-06,18383106483
2017-06-07,18437640589
2017-06-08,18691565023
2017-06-09,17679275670
2017-06-12,17437280572
2017-06-13,17420238664
2017-06-14,17410013519
2017-06-15,17256636344
2017-06-16,17246411199
2017-06-19,17655416998
2017-06-20,17554869739
2017-06-21,17999663546
2017-06-22,18222912545
2017-06-23,18369472956
2017-06-26,18464907643
2017-06-27,18195645491
2017-06-28,18543300421
2017-06-29,18033747363
2017-06-30,18086861514
2017-07-03,17673935053
2017-07-05,17935000129
2017-07-06,17837740591
2017-07-07,18136344437
2017-07-10,18460542898
2017-07-11,18632879974
2017-07-12,19155010127
2017-07-13,18979260435
2017-07-14,18834224282
2017-07-17,18769384590
2017-07-18,18902476589
2017-07-19,18789860282
2017-07-20,18742083666
2017-07-21,18460542898
2017-07-24,18419591513
2017-07-25,18390584282
2017-07-26,18721607974
2017-07-27,18861525205
2017-07-28,19050925358
2017-07-31,18846168436
2017-08-01,18897357666
2017-08-02,18286499513
2017-08-03,18277967975
2017-08-04,18719901666
2017-08-07,18557802436
2017-08-08,18373521205
2017-08-09,18313800436
2017-08-10,17817264898
2017-08-11,18095393052
2017-08-14,18411059975
2017-08-15,18310387821
2017-08-16,18684069205
2017-08-17,18233603975
2017-08-18,18296737359
2017-08-21,18566333974
2017-08-22,18839343205
2017-08-23,18742083666
2017-08-24,18883707205
2017-08-25,18870056743
2017-08-28,19095289358
2017-08-29,19067988435
2017-08-30,19497977973
2017-08-31,19825589050
2017-09-01,19706147511
2017-09-05,19818763819
2017-09-06,19567936588
2017-09-07,20096891972
2017-09-08,19861421511
2017-09-11,20078122588
2017-09-12,19837533203
2017-09-13,19801700742
2017-09-14,19786343973
2017-09-15,19811938588
2017-09-18,19880190896
2017-09-19,19909198126
2017-09-20,19690790742
2017-09-21,19625951050
2017-09-22,19760749357
2017-09-25,19083345204
2017-09-26,19074813666
2017-09-27,19707853819
2017-09-28,19904079203
2017-09-29,20054234280
2017-10-02,19495701433
2017-10-03,19667624143
2017-10-04,19706014651
2017-10-05,19926342783
2017-10-06,20321931931
2017-10-09,20251827525
2017-10-10,20190068881
2017-10-11,20143332611
2017-10-12,20358653286
2017-10-13,20412066167
2017-10-16,20263511592
2017-10-17,20488847183
2017-10-18,20158354984
2017-10-19,20165031594
2017-10-20,20834361754
2017-10-23,20695822095
2017-10-24,21012961074
2017-10-25,20800978704
2017-10-26,21054689887
2017-10-27,20986254633
2017-10-30,20872752262
2017-10-31,21093080395
2017-11-01,20782618026
2017-11-02,20754242433
2017-11-03,20849384127
2017-11-06,20819339381
2017-11-07,20952871583
2017-11-08,21301724460
2017-11-09,20956209888
2017-11-10,21027983446
2017-11-13,20869413957
2017-11-14,20777610568
2017-11-15,20583988876
2017-11-16,20984585481
2017-11-17,21288371240
2017-11-20,21310070222
2017-11-21,21376836323
2017-11-22,21273348867
2017-11-24,21415226831
2017-11-27,21196567851
2017-11-28,21136478360
2017-11-29,20128310238
2017-11-30,20530575996
2017-12-01,20473824810
2017-12-04,18964910932
2017-12-05,19395552282
2017-12-06,19655940075
2017-12-07,20196745492
2017-12-08,20331946846
2017-12-11,20545598368
2017-12-12,20198414644
2017-12-13,20592334639
2017-12-14,21059697344
2017-12-15,21615525134
2017-12-18,21814154283
2017-12-19,21692306149
2017-12-20,21532067508
2017-12-21,21527060050
2017-12-22,21563781405
2017-12-26,21585480388
2017-12-27,21742380725
2017-12-28,21814154283
2017-12-29,21764079708
2018-01-02,23116353591
2018-01-03,23323423334
2018-01-04,23488377197
2018-01-05,23691937283
2018-01-08,23742827304
2018-01-09,23769149729
2018-01-10,23906026339
2018-01-11,24142928164
2018-01-12,24249972692
2018-01-16,24530745225
2018-01-17,24706228058
2018-01-18,24765892221
2018-01-19,24965942650
2018-01-22,25251979668
2018-01-23,25344985570
2018-01-24,25522223231
2018-01-25,25539771514
2018-01-26,26276799413
2018-01-29,25811769905
2018-01-30,25724028489
2018-01-31,26124129348
2018-02-01,26815531710
2018-02-02,26280309070
2018-02-05,25864414755
2018-02-06,26150451773
2018-02-07,26878705530
2018-02-08,24585144903
2018-02-09,25473088038
2018-02-12,25838092330
2018-02-13,25892492009
2018-02-14,25925833747
2018-02-15,26768151345
2018-02-16,27029620766
2018-02-20,27508688901
2018-02-21,27652584824
2018-02-22,27384096089
2018-02-23,28147446413
2018-02-26,28177278494
2018-02-27,28663365942
2018-02-28,28254490941
2018-03-01,28001795661
2018-03-02,29247723776
2018-03-05,29533760793
2018-03-06,30019848241
2018-03-07,30369059078
2018-03-08,30356775280
2018-03-09,30316414229
2018-03-12,30609470560
2018-03-13,30526993628
2018-03-14,30769159938
2018-03-15,30504180860
2018-03-16,29828571953
2018-03-19,29798739871
2018-03-20,30202350387
2018-03-21,30391871847
2018-03-22,29614482897
2018-03-23,28914306393
2018-03-26,30086531717
2018-03-27,28572114869
2018-03-28,28021098773
2018-03-29,29033634719
2018-04-02,28662204105
2018-04-03,28688805581
2018-04-04,29206647655
2018-04-05,29398178285
2018-04-06,28896297097
2018-04-09,28887429938
2018-04-10,29541826258
2018-04-11,29527638804
2018-04-12,29894739178
2018-04-13,29598576074
2018-04-16,30050801173
2018-04-17,30953477939
2018-04-18,30910915576
2018-04-19,30678596016
2018-04-20,29953262426
2018-04-23,29706755411
2018-04-24,28491954656
2018-04-25,28020221808
2018-04-26,29289998948
2018-04-27,28938859459
2018-04-30,29463795260
2018-05-01,29336108173
2018-05-02,29350295628
2018-05-03,29923114086
2018-05-04,30364698594
2018-05-07,31215945839
2018-05-08,31217719271
2018-05-09,31928865407
2018-05-10,31740881640
2018-05-11,31721373891
2018-05-14,30809829966
2018-05-15,30754853581
2018-05-16,30352284572
2018-05-17,30451596750
2018-05-18,30847072033
2018-05-21,30405487525
2018-05-22,30194449145
2018-05-23,30850618896
2018-05-24,31127274251
2018-05-25,31340086062
2018-05-29,31265601928
2018-05-30,31650436620
2018-05-31,31497921489
2018-06-01,32189559875
2018-06-04,32542472796
2018-06-05,33001791621
2018-06-06,33060314869
2018-06-07,31469546581
2018-06-08,31600780531
2018-06-11,31935959134
2018-06-12,32248083123
2018-06-13,32139903786
2018-06-14,32868784239
2018-06-15,33047900847
2018-06-18,33058541438
2018-06-19,32561980545
2018-06-20,32765925197
2018-06-21,31969654337
2018-06-22,31336539199
2018-06-25,30394846934
2018-06-26,30299081619
2018-06-27,29788333272
2018-06-28,30575736974
2018-06-29,30586377564
2018-07-02,31740617654
2018-07-03,31667342579
2018-07-05,32067674694
2018-07-06,32555579459
2018-07-09,33036335435
2018-07-10,33170375206
2018-07-11,33452752322
2018-07-12,34789575634
2018-07-13,34146184735
2018-07-16,33792319741
2018-07-17,34171205492
2018-07-18,34315968444
2018-07-19,33963890647
2018-07-20,34149759129
2018-07-23,34046101707
2018-07-24,33047058617
2018-07-25,32859402938
2018-07-26,34371371550
2018-07-27,32875487711
2018-07-30,31956868484
2018-07-31,31447517356
2018-08-01,31801382350
2018-08-02,32677108850
2018-08-03,32326818250
2018-08-06,33002378694
2018-08-07,33195395963
2018-08-08,33265096644
2018-08-09,33660067167
2018-08-10,33504581034
2018-08-13,33066717783
2018-08-14,32971996346
2018-08-15,32657449684
2018-08-16,32532345898
2018-08-17,32317882266
2018-08-20,32412603703
2018-08-21,32544856277
2018-08-22,32600259382
2018-08-23,33036335435
2018-08-24,34592983970
2018-08-27,34537580865
2018-08-28,34718087756
2018-08-29,35785044329
2018-08-30,35466923274
2018-08-31,35093399113
2018-09-04,35790405920
2018-09-05,34092568827
2018-09-06,34525070486
2018-09-07,35204205324
2018-09-10,35567006302
2018-09-11,35654578953
2018-09-12,36238992352
2018-09-13,36562474998
2018-09-14,36274736291
2018-09-17,34460731397
2018-09-18,34292734884
2018-09-19,33241863084
2018-09-20,33483134670
2018-09-21,33901338754
2018-09-24,34514347305
2018-09-25,35316798731
2018-09-26,34977231312
2018-09-27,34864637905
2018-09-28,34962933737
2018-10-01,34983862893
2018-10-02,34676466533
2018-10-03,35269687578
2018-10-04,33694955350
2018-10-05,33543953629
2018-10-08,32404250167
2018-10-09,32610978713
2018-10-10,30944566869
2018-10-11,31453298856
2018-10-12,33157461130
2018-10-15,32521096737
2018-10-16,34644109022
2018-10-17,34201889697
2018-10-18,33288688816
2018-10-19,31845184273
2018-10-22,32148985354
2018-10-23,32677491376
2018-10-24,30597622440
2018-10-25,31032651206
2018-10-26,29977436802
2018-10-29,29522634001
2018-10-30,30290226080
2018-10-31,32544466051
2018-11-01,33028031084
2018-11-02,32138199517
2018-11-05,32431214760
2018-11-06,31884732343
2018-11-07,34304355150
2018-11-08,33464857490
2018-11-09,31924280413
2018-11-12,30985912578
2018-11-13,30320785952
2018-11-14,30088890453
2018-11-15,31093770950
2018-11-16,30755814718
2018-11-19,28186987830
2018-11-20,28266083969
2018-11-21,28607635480
2018-11-23,28875483770
2018-11-26,30067318778
2018-11-27,29794077570
2018-11-28,31974614320
2018-11-29,32195723982
2018-11-30,33304867572
2018-12-03,33811801919
2018-12-04,32510310900
2018-12-06,33723717582
2018-12-07,32785349748
2018-12-10,33238354909
2018-12-11,32972304259
2018-12-12,33730908140
2018-12-13,33822587756
2018-12-14,32713444166
2018-12-17,30824125020
2018-12-18,31201629322
2018-12-19,31286118380
2018-12-20,30545490893
2018-12-21,29121760386
2018-12-24,28568087410
2018-12-26,30471787673
2018-12-27,32033936424
2018-12-28,32416833644
2018-12-31,32416064140
2019-01-02,32465220767
2019-01-03,30790254240
2019-01-04,32630896804
2019-01-07,33985434951
2019-01-08,34247603625
2019-01-09,34677268952
2019-01-10,34591700010
2019-01-11,34899384078
2019-01-14,34300401483
2019-01-15,34291298404
2019-01-16,34517054762
2019-01-17,33959946330
2019-01-18,34608085552
2019-01-22,33808835220
2019-01-23,33492048072
2019-01-24,33808835220
2019-01-25,34788326515
2019-01-28,34216653157
2019-01-29,33648621030
2019-01-30,35319946326
2019-01-31,40057188611
2019-02-01,40328460364
2019-02-04,40989343896
2019-02-05,41573761564
2019-02-06,41065809759
2019-02-07,41320695969
2019-02-08,41611994496
2019-02-11,41693922206
2019-02-12,42720749512
2019-02-13,42232824480
2019-02-14,42607871333
2019-02-15,42764444291
2019-02-19,42708005201
2019-02-20,41783132380
2019-02-21,41875983785
2019-02-22,42784471065
2019-02-25,43148594223
2019-02-26,43004765575
2019-02-27,43751218049
2019-02-28,43592824475
2019-03-01,44335635718
2019-03-04,43143132375
2019-03-05,42966532644
2019-03-06,42440374680
2019-03-07,42487710691
2019-03-08,42593306407
2019-03-11,43669290338
2019-03-12,43459919523
2019-03-13,43765782975
2019-03-14,43984256870
2019-03-15,44038875344
2019-03-18,43873199307
2019-03-19,44051619654
2019-03-20,44530441607
2019-03-21,45688353250
2019-03-22,43915073470
2019-03-25,44004283644
2019-03-26,44605086855
2019-03-27,43944203323
2019-03-28,44301044018
2019-03-29,44876358607
2019-04-01,45374044500
2019-04-02,45575313000
2019-04-03,45634401000
2019-04-04,43767589500
2019-04-05,43758357000
2019-04-08,43800826500
2019-04-09,44087034000
2019-04-10,44991819000
2019-04-11,45381430500
2019-04-12,45109995000
2019-04-15,45015823500
2019-04-16,44280916500
2019-04-17,43619869500
2019-04-18,43835910000
2019-04-22,44803476000
2019-04-23,44971507500
2019-04-24,44814555000
2019-04-25,48136408500
2019-04-26,49316322000
2019-04-29,50167558500
2019-04-30,50134321500
2019-05-01,49929359999
2019-05-02,48502015500
2019-05-03,49582218000
2019-05-06,49809337500
2019-05-07,48897166500
2019-05-08,49113207000
2019-05-09,49945978500
2019-05-10,50760284999
2019-05-13,48031158000
2019-05-14,50237725500
2019-05-15,50586714000
2019-05-16,51325314000
2019-05-17,50407603500
2019-05-20,48947022000
2019-05-21,50078926500
2019-05-22,50481463500
2019-05-23,48893473500
2019-05-24,49661617500
2019-05-28,49236922499
2019-05-29,48782683500
2019-05-30,48489090000
2019-05-31,48365374500
2019-06-03,45863367000
2019-06-04,47556607500
2019-06-05,48609112500
2019-06-06,49576678500
2019-06-07,50695657500
2019-06-10,50939395500
2019-06-11,49170448500
2019-06-12,49464042000
2019-06-13,50555323500
2019-06-14,50270962500
2019-06-17,50697504000
2019-06-18,52189476000
2019-06-19,52719421500
2019-06-20,53326920000
2019-06-21,52761891000
2019-06-24,52163625000
2019-06-25,50845224000
2019-06-26,50841530999
2019-06-27,51426871500
2019-06-28,50699350500
2019-07-01,53320945643
2019-07-02,54223702297
2019-07-03,55133981924
2019-07-05,55393524462
2019-07-08,55105770779
2019-07-09,56049903780
2019-07-10,56187198021
2019-07-11,56856742539
2019-07-12,56634814862
2019-07-15,56629172633
2019-07-16,55575956536
2019-07-17,55775315297
2019-07-18,55421735608
2019-07-19,54492648551
2019-07-22,55258110964
2019-07-23,54731502916
2019-07-24,55897563594
2019-07-25,53738470596
2019-07-26,54415538086
2019-07-29,53759158769
2019-07-30,52848879143
2019-07-31,52169930909
2019-08-01,51532359022
2019-08-02,50001434195
2019-08-05,48299361753
2019-08-06,49220925838
2019-08-07,49029090049
2019-08-08,50236527074
2019-08-09,49617762617
2019-08-12,48698079275
2019-08-13,49311201503
2019-08-14,47453027389
2019-08-15,47449265903
2019-08-16,48318169183
2019-08-19,48054865159
2019-08-20,48011608069
2019-08-21,49986388251
2019-08-22,49771983545
2019-08-23,49476706890
2019-08-26,50134966950
2019-08-27,50067260201
2019-08-28,48959502556
2019-08-29,49800194691
2019-08-30,49245375497
2019-09-03,49535009924
2019-09-04,50501711841
2019-09-05,50708593574
2019-09-06,49557578840
2019-09-09,47898763488
2019-09-10,47616652033
2019-09-11,47708808442
2019-09-12,48299361753
2019-09-13,47387201383
2019-09-16,49115604228
2019-09-17,49661019707
2019-09-18,49999553452
2019-09-19,50543088188
2019-09-20,51000108744
2019-09-23,50215838901
2019-09-24,48429133022
2019-09-25,48782712712
2019-09-26,48521289430
2019-09-27,47067475068
2019-09-30,47988311700
2019-10-01,47285075460
2019-10-02,46665017700
2019-10-03,48653739540
2019-10-04,50375912160
2019-10-07,50691612299
2019-10-08,48797411460
2019-10-09,49532784840
2019-10-10,49752073560
2019-10-11,51103723860
2019-10-14,50935476480
2019-10-15,51842878080
2019-10-16,48130093200
2019-10-17,48075271020
2019-10-18,45937206000
2019-10-21,45540217800
2019-10-22,43165850280
2019-10-23,41591130420
2019-10-24,44950406760
2019-10-25,45600711240
2019-10-28,46258577400
2019-10-29,45566683680
2019-10-30,47251047900
2019-10-31,46742524920
2019-11-01,47833297260
2019-11-04,46466523600
2019-11-05,45721698120
2019-11-06,45625286700
2019-11-07,45538327380
2019-11-08,46967484900
2019-11-11,46986389100
2019-11-12,47738776260
2019-11-13,48005325480
2019-11-14,47988311700
2019-11-15,49143358319
2019-11-18,50343775020
2019-11-19,52504525080
2019-11-20,53498886000
2019-11-21,52765403040
2019-11-22,52927979160
2019-11-25,52884499500
2019-11-26,52716252120
2019-11-27,53173733759
2019-11-29,53506447680
2019-12-02,52430798700
2019-12-03,52744608420
2019-12-04,51759699600
2019-12-05,51633041460
2019-12-06,51426985680
2019-12-09,50984627400
2019-12-10,50432624759
2019-12-11,50530926600
2019-12-12,50219007299
2019-12-13,51604685160
2019-12-16,53270145180
2019-12-17,52202057880
2019-12-18,52449702900
2019-12-19,52644416160
2019-12-20,53428940460
2019-12-23,53557489020
2019-12-24,53725736400
2019-12-26,54103820400
2019-12-27,54232368960
2019-12-30,53462968020
2019-12-31,53686818160
2020-01-02,55383072120
2020-01-03,55356449300
2020-01-06,55693037810
2020-01-07,55700644330
2020-01-08,56221690949
2020-01-09,56917687530
2020-01-10,56835917440
2020-01-13,57781027550
2020-01-14,57334144500
2020-01-15,57974993810
2020-01-16,58954333260
2020-01-17,59429740760
2020-01-21,59517215740
2020-01-22,59492494550
2020-01-23,59228167979
2020-01-24,58834530570
2020-01-27,58499843690
2020-01-28,59720690150
2020-01-29,59507707590
2020-01-30,64963484060
2020-01-31,64318831490
2020-02-03,65263941600
2020-02-04,66943080889
2020-02-05,64370175500
2020-02-06,64978697100
2020-02-07,64856992780
2020-02-10,65182171510
2020-02-11,65334301910
2020-02-12,66519017400
2020-02-13,66901245030
2020-02-14,67728454080
2020-02-18,67981370870
2020-02-19,68025108360
2020-02-20,67116129220
2020-02-21,65507350240
2020-02-24,63430770280
2020-02-25,62700544360
2020-02-26,63565786010
2020-02-27,60871176300
2020-02-28,62010252669
2020-03-02,65492137199
2020-03-03,62683429690
2020-03-04,65619546410
2020-03-05,62626380790
2020-03-06,60327310120
2020-03-09,55544710669
2020-03-10,59482986400
2020-03-11,55267072690
2020-03-12,49845525560
2020-03-13,54704190210
2020-03-16,50474965090
2020-03-17,54656649460
2020-03-18,52895740080
2020-03-19,52800658580
2020-03-20,48434516100
2020-03-23,48552417160
2020-03-24,51724336000
2020-03-25,50330441210
2020-03-26,56046740990
2020-03-27,52104662000
2020-03-30,54460781570
2020-03-31,54828199020
2020-04-01,52243479330
2020-04-02,49551621000
2020-04-03,47747482830
2020-04-06,51646564050
2020-04-07,50192539650
2020-04-08,52430971950
2020-04-09,53198161140
2020-04-13,54250415640
2020-04-14,57795556709
2020-04-15,56615118480
2020-04-16,55853668860
2020-04-17,57317259209
2020-04-20,57866344739
2020-04-21,55247187630
2020-04-22,57321085590
2020-04-23,56881051890
2020-04-24,57958177860
2020-04-27,59041043400
2020-04-28,56630424000
2020-04-29,61602804810
2020-04-30,67256281260
2020-05-01,64954713690
2020-05-04,67849370160
2020-05-05,70910474160
2020-05-06,69906049410
2020-05-07,73051333770
2020-05-08,72177005940
2020-05-11,73399534350
2020-05-12,69946226400
2020-05-13,69121641510
2020-05-14,70372867770
2020-05-15,70876036740
2020-05-18,71719753530
2020-05-19,73252218720
2020-05-20,74645021040
2020-05-21,73397621160
2020-05-22,74224119240
2020-05-26,72829403730
2020-05-27,71009960040
2020-05-28,72314755620
2020-05-29,74218379670
2020-06-01,73345965030
2020-06-02,75169235100
2020-06-03,74248990710
2020-06-04,72117697050
2020-06-05,74702416740
2020-06-08,73971578160
2020-06-09,74390566770
2020-06-10,76845189540
2020-06-11,71754190950
2020-06-12,73682686470
2020-06-15,75092707500
2020-06-16,76232968740
2020-06-17,76651957350
2020-06-18,76724658570
2020-06-19,76502728530
2020-06-22,77067119580
2020-06-23,76707439860
2020-06-24,75174974670
2020-06-25,76841363160
2020-06-26,76521860430
2020-06-29,75484911450
2020-06-30,78272579220
2020-07-01,80539249230
2020-07-02,80040697770
2020-07-06,80471616280
2020-07-07,79563402380
2020-07-08,82164372400
2020-07-09,82390459690
2020-07-10,81721859670
2020-07-13,77656153190
2020-07-14,79851325510
2020-07-15,81847463720
2020-07-16,79976929560
2020-07-17,81509298970
2020-07-20,86815586990
2020-07-21,84487081140
2020-07-22,85333459200
2020-07-23,83256161450
2020-07-24,82162440030
2020-07-27,83828142970
2020-07-28,84065824480
2020-07-29,86127663270
2020-07-30,83362441800
2020-07-31,84869690400
2020-08-03,85016550520
2020-08-04,84666791550
2020-08-05,84201090380
2020-08-06,83155678210
2020-08-07,83325726770
2020-08-10,84769207160
2020-08-11,81422342320
2020-08-12,82537319810
2020-08-13,84718965540
2020-08-14,84199158010
2020-08-17,85482251690
2020-08-18,84556646460
2020-08-19,84469689810
2020-08-20,87602061580
2020-08-21,86844572540
2020-08-24,86589499700
2020-08-25,88489019410
2020-08-26,94241684900
2020-08-27,92860040350
2020-08-28,94274535190
2020-08-31,93144098740
2020-09-01,96075504030
2020-09-02,96558596530
2020-09-03,90597235080
2020-09-04,87024282950
2020-09-08,85631044180
2020-09-09,88541193400
2020-09-10,87532496260
2020-09-11,86164378300
2020-09-14,88514140220
2020-09-15,91586608520
2020-09-16,88118004370
2020-09-17,87690950600
2020-09-18,87553752330
2020-09-21,89252305560
2020-09-22,90931535090
2020-09-23,88979841390
2020-09-24,88912208440
2020-09-25,92747962890
2020-09-28,93567287770
2020-09-29,94295791260
2020-09-30,94798585000
2020-10-01,96268451720
2020-10-02,96391592150
2020-10-05,98080375190
2020-10-06,96076899940
2020-10-07,97730500000
2020-10-08,97046386500
2020-10-09,99413419210
2020-10-12,99507240490
2020-10-13,101307436299
2020-10-14,101031836290
2020-10-15,101772633479
2020-10-16,102591615070
2020-10-19,102020868950
2020-10-20,101285935590
2020-10-21,99739839080
2020-10-22,98895447560
2020-10-23,100468908610
2020-10-26,98045192210
2020-10-27,97693362410
2020-10-28,94612897050
2020-10-29,99800431990
2020-10-30,97255529770
2020-11-02,93039436000
2020-11-03,93831053050
2020-11-04,100384860380
2020-11-05,103805427880
2020-11-06,104606817979
2020-11-09,98113603560
2020-11-10,94071470080
2020-11-11,98387248960
2020-11-12,99642108580
2020-11-13,99296142610
2020-11-16,98176151080
2020-11-17,100291039100
2020-11-18,99122182320
2020-11-19,100531456130
2020-11-20,101260525659
2020-11-23,102052142710
2020-11-24,100601822090
2020-11-25,101487260420
2020-11-27,103101768280
2020-11-30,104483677549
2020-12-01,105468800990
2020-12-02,102914125720
2020-12-03,102663935640
2020-12-04,102753847700
2020-12-07,104229578250
2020-12-08,105988727250
2020-12-09,103201453390
2020-12-10,105158018000
2020-12-11,105032922960
2020-12-14,104079073280
2020-12-15,103082222180
2020-12-16,106526245000
2020-12-17,108299076270
2020-12-18,110519513229
2020-12-21,107663828020
2020-12-22,109794352920
2020-12-23,107515277659
2020-12-24,108263893290
2020-12-28,106279964140
2020-12-29,106717796780
2020-12-30,106991442180
2020-12-31,108434709999
2021-01-04,103785510000
2021-01-05,104798090000
2021-01-06,99928250000
2021-01-07,100747770000
2021-01-08,104339080000
2021-01-11,103042819999
2021-01-12,101102370000
2021-01-13,102776870000
2021-01-14,101324980000
2021-01-15,101210720000
2021-01-19,102325739999
2021-01-20,106811430000
2021-01-21,107233010000
2021-01-22,106594730000
2021-01-25,105962360000
2021-01-26,104894620000
2021-01-27,101750500000
2021-01-28,109185280000
2021-01-29,107002520000
2021-02-01,110036319999
2021-02-02,114951470000
2021-02-03,113600050000
2021-02-04,116029060000
2021-02-05,116176810000
2021-02-08,115818270000
2021-02-09,114610660000
2021-02-10,116103920000
2021-02-11,117110590000
2021-02-12,116484130000
2021-02-16,115390780000
2021-02-17,114445180000
2021-02-18,113432599999
2021-02-19,112433810000
2021-02-22,108401220000
2021-02-23,108694750000
2021-02-24,108710510000
2021-02-25,104171630000
2021-02-26,105091620000
2021-03-01,109624590000
2021-03-02,108212099999
2021-03-03,101652000000
2021-03-04,96654110000
2021-03-05,95931120000
2021-03-08,91417850000
2021-03-09,96323150000
2021-03-10,93378000000
2021-03-11,99065390000
2021-03-12,96376340000
2021-03-15,97863690000
2021-03-16,98301030000
2021-03-17,95545000000
2021-03-18,91837460000
2021-03-19,92755480000
2021-03-22,93900050000
2021-03-23,94199490000
2021-03-24,93047040000
2021-03-25,93019460000
2021-03-26,97515000000
2021-03-29,95621830000
2021-03-30,96051290000
2021-03-31,99021780000
2021-04-01,100387980000
2021-04-05,101775960000
2021-04-06,100797840000
2021-04-07,101124540000
2021-04-08,103759920000
2021-04-09,104940000000
2021-04-12,106326000000
2021-04-13,108688139999
2021-04-14,107878320000
2021-04-15,110751300000
2021-04-16,110268180000
2021-04-19,108775260000
2021-04-20,107074440000
2021-04-21,108201060000
2021-04-22,108601020000
2021-04-23,109434600000
2021-04-26,110723580000
2021-04-27,111400740000
2021-04-28,110333520000
2021-04-29,99990000000
2021-04-30,100261260000
2021-05-03,97083360000
2021-05-04,95693400000
2021-05-05,95034060000
2021-05-06,96196320000
2021-05-07,95734980000
2021-05-10,92426400000
2021-05-11,95337000000
2021-05-12,92012580000
2021-05-13,90086040000
2021-05-14,91145340000
2021-05-17,89971200000
2021-05-18,90529560000
2021-05-19,91032480000
2021-05-20,93283740000
2021-05-21,92955060000
2021-05-24,94319280000
2021-05-25,95020200000
2021-05-26,96111180000
2021-05-27,94885560000
2021-05-28,93828240000
2021-06-01,92895660000
2021-06-02,92467980000
2021-06-03,90921600000
2021-06-04,91208700000
2021-06-07,90973080000
2021-06-08,91230480000
2021-06-09,92012580000
2021-06-10,96847740000
2021-06-11,98605980000
2021-06-14,100849320000
2021-06-15,100075140000
2021-06-16,100995840000
2021-06-17,105019200000
2021-06-18,105680520000
2021-06-21,105880500000
2021-06-22,108113940000
2021-06-23,108939600000
2021-06-24,109309860000
2021-06-25,107908020000
2021-06-28,109329659999
2021-06-29,110600820000
2021-06-30,109360449999
2021-07-01,108488829999
2021-07-02,109814170000
2021-07-06,111139510000
2021-07-07,111794220000
2021-07-08,111533530000
2021-07-09,112707630000
2021-07-12,111824069999
2021-07-13,111306670000
2021-07-14,112025060000
2021-07-15,111097720000
2021-07-16,110715640000
2021-07-19,110462910000
2021-07-20,112484750000
2021-07-21,112858870000
2021-07-22,114763300000
2021-07-23,116649819999
2021-07-26,116255800000
2021-07-27,115875710000
2021-07-28,116086650000
2021-07-29,116699569999
2021-07-30,116990110000
2021-08-02,116349329999
2021-08-03,116347340000
2021-08-04,118100530000
2021-08-05,118504500000
2021-08-06,117545319999
2021-08-09,117004040000
2021-08-10,114584199999
2021-08-11,113469800000
2021-08-12,115732430000
2021-08-13,116978170000
2021-08-16,115463780000
2021-08-17,115865760000
2021-08-18,115808050000
2021-08-19,116797079999
2021-08-20,119503480000
2021-08-23,123266569999
2021-08-24,123748150000
2021-08-25,123592930000
2021-08-26,124181970000
2021-08-27,125847600000
2021-08-30,127688350000
2021-08-31,128084360000
2021-09-01,129519150000
2021-09-02,131401689999
2021-09-03,135047370000
2021-09-07,131556910000
2021-09-08,130106199999
2021-09-09,129387810000
2021-09-10,128948020000
2021-09-13,127176920000
2021-09-14,128438579999
2021-09-15,129777850000
2021-09-16,130613650000
2021-09-17,129554970000
2021-09-20,129097270000
2021-09-21,130185800000
2021-09-22,131867350000
2021-09-23,132179780000
2021-09-24,132595689999
2021-09-27,129262439999
2021-09-28,121891480000
2021-09-29,122985980000
2021-09-30,123831730000
2021-10-01,125927199999
2021-10-04,122976030000
