,ROL
2004-12-15,1186649492
2004-12-16,1171171455
2004-12-17,1155693418
2004-12-20,1166012110
2004-12-21,1181490146
2004-12-22,1202127529
2004-12-23,1212446220
2004-12-27,1207286875
2004-12-28,1222764911
2004-12-29,1217605566
2004-12-30,1222764911
2004-12-31,1191808838
2005-01-03,1176330801
2005-01-04,1155693418
2005-01-05,1160852764
2005-01-06,1166012110
2005-01-07,1150534073
2005-01-10,1171171455
2005-01-11,1140215382
2005-01-12,1160852764
2005-01-13,1140215382
2005-01-14,1155693418
2005-01-18,1166012110
2005-01-19,1145374727
2005-01-20,1145374727
2005-01-21,1140215382
2005-01-24,1109259308
2005-01-25,1114418653
2005-01-26,1119577999
2005-01-27,1135056036
2005-01-28,1088621925
2005-01-31,1124737345
2005-02-01,1114418653
2005-02-02,1129896690
2005-02-03,1119577999
2005-02-04,1129896690
2005-02-07,1129896690
2005-02-08,1145374727
2005-02-09,1124737345
2005-02-10,1129896690
2005-02-11,1150534073
2005-02-14,1129896690
2005-02-15,1119577999
2005-02-16,1114418653
2005-02-17,1088621925
2005-02-18,1088621925
2005-02-22,1098940617
2005-02-23,1088621925
2005-02-24,1114418653
2005-02-25,1135056036
2005-02-28,1155693418
2005-03-01,1181490146
2005-03-02,1181490146
2005-03-03,1191808838
2005-03-04,1202127529
2005-03-07,1186649492
2005-03-08,1176330801
2005-03-09,1171171455
2005-03-10,1166012110
2005-03-11,1181490146
2005-03-14,1181490146
2005-03-15,1155693418
2005-03-16,1150534073
2005-03-17,1176330801
2005-03-18,1191808838
2005-03-21,1212446220
2005-03-22,1207286875
2005-03-23,1253720985
2005-03-24,1258880331
2005-03-28,1243402294
2005-03-29,1243402294
2005-03-30,1253720985
2005-03-31,1263946652
2005-04-01,1263946652
2005-04-04,1279423550
2005-04-05,1300059414
2005-04-06,1346490107
2005-04-07,1346490107
2005-04-08,1325854244
2005-04-11,1300059414
2005-04-12,1320695278
2005-04-13,1300059414
2005-04-14,1258787686
2005-04-15,1253628720
2005-04-18,1248469755
2005-04-19,1258787686
2005-04-20,1238151823
2005-04-21,1279423550
2005-04-22,1232992857
2005-04-25,1263946652
2005-04-26,1238151823
2005-04-27,1336172175
2005-04-28,1305218380
2005-04-29,1341331141
2005-05-02,1377443903
2005-05-03,1341331141
2005-05-04,1336172175
2005-05-05,1346490107
2005-05-06,1367125971
2005-05-09,1387761835
2005-05-10,1377443903
2005-05-11,1361967005
2005-05-12,1356808039
2005-05-13,1325854244
2005-05-16,1356808039
2005-05-17,1361967005
2005-05-18,1351649073
2005-05-19,1372284937
2005-05-20,1367125971
2005-05-23,1387761835
2005-05-24,1382602869
2005-05-25,1341331141
2005-05-26,1372284937
2005-05-27,1377443903
2005-05-31,1387761835
2005-06-01,1398079767
2005-06-02,1398079767
2005-06-03,1367125971
2005-06-06,1392920801
2005-06-07,1387761835
2005-06-08,1361967005
2005-06-09,1377443903
2005-06-10,1356808039
2005-06-13,1341331141
2005-06-14,1341331141
2005-06-15,1341331141
2005-06-16,1382602869
2005-06-17,1346490107
2005-06-20,1305218380
2005-06-21,1294900448
2005-06-22,1300059414
2005-06-23,1284582516
2005-06-24,1325854244
2005-06-27,1310377346
2005-06-28,1341331141
2005-06-29,1356808039
2005-06-30,1365575555
2005-07-01,1375920824
2005-07-05,1401783998
2005-07-06,1412129267
2005-07-07,1406956632
2005-07-08,1401783998
2005-07-11,1422474537
2005-07-12,1427647171
2005-07-13,1422474537
2005-07-14,1422474537
2005-07-15,1417301902
2005-07-18,1406956632
2005-07-19,1463855614
2005-07-20,1448337710
2005-07-21,1458682979
2005-07-22,1479373518
2005-07-25,1432819806
2005-07-26,1448337710
2005-07-27,1458682979
2005-07-28,1500064057
2005-07-29,1422474537
2005-08-01,1412129267
2005-08-02,1437992441
2005-08-03,1412129267
2005-08-04,1370748190
2005-08-05,1344885016
2005-08-08,1344885016
2005-08-09,1355230286
2005-08-10,1334539747
2005-08-11,1355230286
2005-08-12,1355230286
2005-08-15,1334539747
2005-08-16,1313849208
2005-08-17,1329367112
2005-08-18,1319021843
2005-08-19,1324194478
2005-08-22,1350057651
2005-08-23,1334539747
2005-08-24,1344885016
2005-08-25,1350057651
2005-08-26,1350057651
2005-08-29,1355230286
2005-08-30,1324194478
2005-08-31,1339712382
2005-09-01,1339712382
2005-09-02,1319021843
2005-09-06,1360402920
2005-09-07,1339712382
2005-09-08,1324194478
2005-09-09,1324194478
2005-09-12,1324194478
2005-09-13,1313849208
2005-09-14,1287986035
2005-09-15,1324194478
2005-09-16,1386266094
2005-09-19,1375920824
2005-09-20,1329367112
2005-09-21,1329367112
2005-09-22,1334539747
2005-09-23,1319021843
2005-09-26,1334539747
2005-09-27,1324194478
2005-09-28,1329367112
2005-09-29,1334539747
2005-09-30,1319179792
2005-10-03,1334578778
2005-10-04,1319179792
2005-10-05,1293514815
2005-10-06,1329445782
2005-10-07,1324312787
2005-10-10,1324312787
2005-10-11,1314046796
2005-10-12,1314046796
2005-10-13,1324312787
2005-10-14,1329445782
2005-10-17,1334578778
2005-10-18,1314046796
2005-10-19,1370509745
2005-10-20,1334578778
2005-10-21,1334578778
2005-10-24,1355110759
2005-10-25,1334578778
2005-10-26,1314046796
2005-10-27,1278115829
2005-10-28,1267849839
2005-10-31,1283248825
2005-11-01,1262716843
2005-11-02,1303780806
2005-11-03,1303780806
2005-11-04,1314046796
2005-11-07,1319179792
2005-11-08,1324312787
2005-11-09,1314046796
2005-11-10,1360243754
2005-11-11,1349977763
2005-11-14,1339711773
2005-11-15,1339711773
2005-11-16,1334578778
2005-11-17,1355110759
2005-11-18,1375642740
2005-11-21,1385908731
2005-11-22,1396174721
2005-11-23,1391041726
2005-11-25,1396174721
2005-11-28,1385908731
2005-11-29,1396174721
2005-11-30,1375642740
2005-12-01,1396174721
2005-12-02,1375642740
2005-12-05,1360243754
2005-12-06,1370509745
2005-12-07,1370509745
2005-12-08,1375642740
2005-12-09,1380775735
2005-12-12,1375642740
2005-12-13,1385908731
2005-12-14,1396174721
2005-12-15,1360243754
2005-12-16,1380775735
2005-12-19,1344844768
2005-12-20,1365376749
2005-12-21,1380775735
2005-12-22,1365376749
2005-12-23,1349977763
2005-12-27,1329445782
2005-12-28,1349977763
2005-12-29,1319179792
2005-12-30,1334578778
2006-01-03,1372131772
2006-01-04,1397827124
2006-01-05,1382409913
2006-01-06,1402966194
2006-01-09,1428661546
2006-01-10,1438939686
2006-01-11,1449217827
2006-01-12,1428661546
2006-01-13,1423522475
2006-01-17,1423522475
2006-01-18,1423522475
2006-01-19,1428661546
2006-01-20,1392688054
2006-01-23,1397827124
2006-01-24,1433800616
2006-01-25,1402966194
2006-01-26,1454356897
2006-01-27,1444078757
2006-01-30,1444078757
2006-01-31,1454356897
2006-02-01,1464635038
2006-02-02,1449217827
2006-02-03,1454356897
2006-02-06,1449217827
2006-02-07,1397827124
2006-02-08,1418383405
2006-02-09,1397827124
2006-02-10,1433800616
2006-02-13,1392688054
2006-02-14,1397827124
2006-02-15,1428661546
2006-02-16,1438939686
2006-02-17,1418383405
2006-02-21,1366992702
2006-02-22,1382409913
2006-02-23,1341297350
2006-02-24,1320741069
2006-02-27,1346436421
2006-02-28,1310462929
2006-03-01,1341297350
2006-03-02,1310462929
2006-03-03,1310462929
2006-03-06,1305323858
2006-03-07,1300184788
2006-03-08,1300184788
2006-03-09,1300184788
2006-03-10,1305323858
2006-03-13,1320741069
2006-03-14,1331019210
2006-03-15,1325880139
2006-03-16,1336158280
2006-03-17,1336158280
2006-03-20,1325880139
2006-03-21,1325880139
2006-03-22,1336158280
2006-03-23,1315601999
2006-03-24,1341297350
2006-03-27,1325880139
2006-03-28,1331019210
2006-03-29,1341297350
2006-03-30,1361853632
2006-03-31,1369719011
2006-04-03,1369719011
2006-04-04,1374849045
2006-04-05,1385109112
2006-04-06,1385109112
2006-04-07,1385109112
2006-04-10,1385109112
2006-04-11,1379979078
2006-04-12,1390239146
2006-04-13,1385109112
2006-04-17,1385109112
2006-04-18,1421019348
2006-04-19,1421019348
2006-04-20,1421019348
2006-04-21,1426149382
2006-04-24,1405629247
2006-04-25,1405629247
2006-04-26,1379979078
2006-04-27,1364588977
2006-04-28,1369719011
2006-05-01,1338938808
2006-05-02,1323548707
2006-05-03,1318418673
2006-05-04,1349198876
2006-05-05,1354328910
2006-05-08,1359458943
2006-05-09,1354328910
2006-05-10,1354328910
2006-05-11,1338938808
2006-05-12,1313288640
2006-05-15,1323548707
2006-05-16,1313288640
2006-05-17,1287638471
2006-05-18,1292768505
2006-05-19,1303028572
2006-05-22,1287638471
2006-05-23,1282508437
2006-05-24,1297898538
2006-05-25,1308158606
2006-05-26,1297898538
2006-05-30,1292768505
2006-05-31,1328678741
2006-06-01,1344068842
2006-06-02,1333808775
2006-06-05,1308158606
2006-06-06,1313288640
2006-06-07,1308158606
2006-06-08,1323548707
2006-06-09,1308158606
2006-06-12,1303028572
2006-06-13,1323548707
2006-06-14,1328678741
2006-06-15,1344068842
2006-06-16,1318418673
2006-06-19,1297898538
2006-06-20,1303028572
2006-06-21,1313288640
2006-06-22,1313288640
2006-06-23,1318418673
2006-06-26,1338938808
2006-06-27,1328678741
2006-06-28,1318418673
2006-06-29,1344068842
2006-06-30,1319080848
2006-07-03,1339452753
2006-07-05,1308894896
2006-07-06,1308894896
2006-07-07,1303801920
2006-07-10,1308894896
2006-07-11,1334359777
2006-07-12,1298708943
2006-07-13,1293615967
2006-07-14,1293615967
2006-07-17,1288522991
2006-07-18,1298708943
2006-07-19,1339452753
2006-07-20,1298708943
2006-07-21,1293615967
2006-07-24,1349638706
2006-07-25,1334359777
2006-07-26,1431126326
2006-07-27,1375103587
2006-07-28,1426033350
2006-07-31,1415847397
2006-08-01,1415847397
2006-08-02,1415847397
2006-08-03,1456591207
2006-08-04,1420940373
2006-08-07,1441312278
2006-08-08,1415847397
2006-08-09,1415847397
2006-08-10,1441312278
2006-08-11,1426033350
2006-08-14,1426033350
2006-08-15,1451498231
2006-08-16,1471870136
2006-08-17,1476963112
2006-08-18,1471870136
2006-08-21,1446405255
2006-08-22,1441312278
2006-08-23,1400568468
2006-08-24,1410754421
2006-08-25,1400568468
2006-08-28,1405661445
2006-08-29,1420940373
2006-08-30,1431126326
2006-08-31,1426033350
2006-09-01,1426033350
2006-09-05,1420940373
2006-09-06,1400568468
2006-09-07,1385289540
2006-09-08,1385289540
2006-09-11,1385289540
2006-09-12,1415847397
2006-09-13,1415847397
2006-09-14,1405661445
2006-09-15,1405661445
2006-09-18,1395475492
2006-09-19,1395475492
2006-09-20,1405661445
2006-09-21,1400568468
2006-09-22,1390382516
2006-09-25,1410754421
2006-09-26,1431126326
2006-09-27,1436219302
2006-09-28,1436219302
2006-09-29,1415847397
2006-10-02,1406499786
2006-10-03,1411595800
2006-10-04,1457459923
2006-10-05,1467651951
2006-10-06,1467651951
2006-10-09,1462555937
2006-10-10,1472747965
2006-10-11,1457459923
2006-10-12,1477843978
2006-10-13,1488036006
2006-10-16,1503324047
2006-10-17,1498228033
2006-10-18,1498228033
2006-10-19,1503324047
2006-10-20,1498228033
2006-10-23,1493132019
2006-10-24,1462555937
2006-10-25,1426883841
2006-10-26,1437075869
2006-10-27,1447267896
2006-10-30,1462555937
2006-10-31,1452363910
2006-11-01,1411595800
2006-11-02,1426883841
2006-11-03,1431979855
2006-11-06,1437075869
2006-11-07,1472747965
2006-11-08,1477843978
2006-11-09,1467651951
2006-11-10,1467651951
2006-11-13,1477843978
2006-11-14,1498228033
2006-11-15,1508420061
2006-11-16,1513516074
2006-11-17,1518612088
2006-11-20,1508420061
2006-11-21,1493132019
2006-11-22,1472747965
2006-11-24,1482939992
2006-11-27,1452363910
2006-11-28,1462555937
2006-11-29,1482939992
2006-11-30,1472747965
2006-12-01,1457459923
2006-12-04,1493132019
2006-12-05,1513516074
2006-12-06,1498228033
2006-12-07,1477843978
2006-12-08,1472747965
2006-12-11,1462555937
2006-12-12,1457459923
2006-12-13,1472747965
2006-12-14,1498228033
2006-12-15,1498228033
2006-12-18,1467651951
2006-12-19,1472747965
2006-12-20,1482939992
2006-12-21,1482939992
2006-12-22,1477843978
2006-12-26,1498228033
2006-12-27,1528804116
2006-12-28,1513516074
2006-12-29,1482939992
2007-01-03,1508103056
2007-01-04,1513215270
2007-01-05,1462093132
2007-01-08,1462093132
2007-01-09,1451868705
2007-01-10,1446756491
2007-01-11,1456980918
2007-01-12,1456980918
2007-01-16,1451868705
2007-01-17,1436532063
2007-01-18,1426307636
2007-01-19,1421195422
2007-01-22,1410970995
2007-01-23,1426307636
2007-01-24,1431419850
2007-01-25,1416083208
2007-01-26,1436532063
2007-01-29,1446756491
2007-01-30,1456980918
2007-01-31,1467205346
2007-02-01,1472317560
2007-02-02,1472317560
2007-02-05,1467205346
2007-02-06,1477429773
2007-02-07,1492766415
2007-02-08,1508103056
2007-02-09,1497878628
2007-02-12,1502990842
2007-02-13,1513215270
2007-02-14,1513215270
2007-02-15,1508103056
2007-02-16,1538776338
2007-02-20,1554112980
2007-02-21,1564337407
2007-02-22,1569449621
2007-02-23,1584786262
2007-02-26,1574561835
2007-02-27,1528551911
2007-02-28,1549000766
2007-03-01,1564337407
2007-03-02,1549000766
2007-03-05,1538776338
2007-03-06,1554112980
2007-03-07,1533664125
2007-03-08,1554112980
2007-03-09,1543888552
2007-03-12,1554112980
2007-03-13,1533664125
2007-03-14,1538776338
2007-03-15,1538776338
2007-03-16,1518327483
2007-03-19,1543888552
2007-03-20,1549000766
2007-03-21,1559225193
2007-03-22,1554112980
2007-03-23,1543888552
2007-03-26,1549000766
2007-03-27,1554112980
2007-03-28,1549000766
2007-03-29,1549000766
2007-03-30,1549000766
2007-04-02,1541077976
2007-04-03,1556336174
2007-04-04,1546164042
2007-04-05,1546164042
2007-04-09,1546164042
2007-04-10,1546164042
2007-04-11,1525819779
2007-04-12,1551250108
2007-04-13,1561422240
2007-04-16,1581766504
2007-04-17,1561422240
2007-04-18,1546164042
2007-04-19,1535991910
2007-04-20,1551250108
2007-04-23,1546164042
2007-04-24,1530905844
2007-04-25,1586852570
2007-04-26,1586852570
2007-04-27,1576680438
2007-04-30,1546164042
2007-05-01,1546164042
2007-05-02,1556336174
2007-05-03,1551250108
2007-05-04,1551250108
2007-05-07,1546164042
2007-05-08,1551250108
2007-05-09,1551250108
2007-05-10,1556336174
2007-05-11,1566508306
2007-05-14,1556336174
2007-05-15,1535991910
2007-05-16,1561422240
2007-05-17,1561422240
2007-05-18,1566508306
2007-05-21,1586852570
2007-05-22,1586852570
2007-05-23,1576680438
2007-05-24,1556336174
2007-05-25,1571594372
2007-05-29,1546164042
2007-05-30,1551250108
2007-05-31,1546164042
2007-06-01,1561422240
2007-06-04,1556336174
2007-06-05,1551250108
2007-06-06,1535991910
2007-06-07,1525819779
2007-06-08,1546164042
2007-06-11,1546164042
2007-06-12,1525819779
2007-06-13,1541077976
2007-06-14,1541077976
2007-06-15,1551250108
2007-06-18,1546164042
2007-06-19,1541077976
2007-06-20,1530905844
2007-06-21,1535991910
2007-06-22,1525819779
2007-06-25,1480045185
2007-06-26,1490217317
2007-06-27,1505475515
2007-06-28,1525819779
2007-06-29,1525819779
2007-07-02,1542703725
2007-07-03,1557877860
2007-07-05,1552819815
2007-07-06,1557877860
2007-07-09,1552819815
2007-07-10,1527529590
2007-07-11,1547761770
2007-07-12,1567993950
2007-07-13,1562935905
2007-07-16,1552819815
2007-07-17,1562935905
2007-07-18,1552819815
2007-07-19,1562935905
2007-07-20,1552819815
2007-07-23,1557877860
2007-07-24,1547761770
2007-07-25,1578110040
2007-07-26,1623632445
2007-07-27,1588226130
2007-07-30,1593284175
2007-07-31,1583168085
2007-08-01,1618574400
2007-08-02,1659038760
2007-08-03,1588226130
2007-08-06,1679270940
2007-08-07,1755141615
2007-08-08,1846186425
2007-08-09,1927115145
2007-08-10,1704561165
2007-08-13,1724793345
2007-08-14,1699503120
2007-08-15,1694445075
2007-08-16,1724793345
2007-08-17,1729851390
2007-08-20,1724793345
2007-08-21,1734909435
2007-08-22,1780431840
2007-08-23,1739967480
2007-08-24,1745025525
2007-08-27,1719735300
2007-08-28,1684328985
2007-08-29,1755141615
2007-08-30,1739967480
2007-08-31,1770315750
2007-09-04,1795605975
2007-09-05,1750083570
2007-09-06,1765257705
2007-09-07,1709619210
2007-09-10,1694445075
2007-09-11,1724793345
2007-09-12,1699503120
2007-09-13,1689387030
2007-09-14,1704561165
2007-09-17,1679270940
2007-09-18,1724793345
2007-09-19,1785489885
2007-09-20,1775373795
2007-09-21,1775373795
2007-09-24,1770315750
2007-09-25,1760199660
2007-09-26,1795605975
2007-09-27,1810780110
2007-09-28,1775373795
2007-10-01,1766062642
2007-10-02,1841535405
2007-10-03,1791220230
2007-10-04,1831472370
2007-10-05,1891850580
2007-10-08,1876756027
2007-10-09,1891850580
2007-10-10,1901913615
2007-10-11,1861661475
2007-10-12,1896882097
2007-10-15,1821409335
2007-10-16,1836503887
2007-10-17,1836503887
2007-10-18,1836503887
2007-10-19,1791220230
2007-10-22,1826440852
2007-10-23,1846566922
2007-10-24,1901913615
2007-10-25,1972354860
2007-10-26,2022670034
2007-10-29,1977386377
2007-10-30,1987449412
2007-10-31,2012607000
2007-11-01,1932102720
2007-11-02,1952228790
2007-11-05,1937134237
2007-11-06,2042796104
2007-11-07,1962291825
2007-11-08,1987449412
2007-11-09,1932102720
2007-11-12,1922039685
2007-11-13,1937134237
2007-11-14,1922039685
2007-11-15,1851598440
2007-11-16,1851598440
2007-11-19,1786188712
2007-11-20,1826440852
2007-11-21,1816377817
2007-11-23,1866692992
2007-11-26,1816377817
2007-11-27,1911976650
2007-11-28,1922039685
2007-11-29,1906945132
2007-11-30,1952228790
2007-12-03,1917008167
2007-12-04,1932102720
2007-12-05,1947197272
2007-12-06,1987449412
2007-12-07,1982417895
2007-12-10,1987449412
2007-12-11,1896882097
2007-12-12,1947197272
2007-12-13,1962291825
2007-12-14,1972354860
2007-12-17,1952228790
2007-12-18,1982417895
2007-12-19,1967323342
2007-12-20,1987449412
2007-12-21,2017638517
2007-12-24,2042796104
2007-12-26,2042796104
2007-12-27,2007575482
2007-12-28,1987449412
2007-12-31,1906945132
2008-01-02,1876756027
2008-01-03,1957260307
2008-01-04,1891850580
2008-01-07,1927071202
2008-01-08,1861661475
2008-01-09,1911976650
2008-01-10,1881787545
2008-01-11,1856629957
2008-01-14,1826440852
2008-01-15,1806314782
2008-01-16,1801283265
2008-01-17,1781157195
2008-01-18,1745936572
2008-01-22,1680526845
2008-01-23,1705684432
2008-01-24,1645306222
2008-01-25,1655369257
2008-01-28,1791220230
2008-01-29,1755999607
2008-01-30,1745936572
2008-01-31,1755999607
2008-02-01,1851598440
2008-02-04,1811346300
2008-02-05,1806314782
2008-02-06,1806314782
2008-02-07,1826440852
2008-02-08,1831472370
2008-02-11,1831472370
2008-02-12,1856629957
2008-02-13,1896882097
2008-02-14,1886819062
2008-02-15,1856629957
2008-02-19,1841535405
2008-02-20,1871724510
2008-02-21,1816377817
2008-02-22,1821409335
2008-02-25,1841535405
2008-02-26,1841535405
2008-02-27,1891850580
2008-02-28,1821409335
2008-02-29,1755999607
2008-03-03,1755999607
2008-03-04,1745936572
2008-03-05,1730842020
2008-03-06,1690589880
2008-03-07,1695621397
2008-03-10,1645306222
2008-03-11,1735873537
2008-03-12,1735873537
2008-03-13,1776125677
2008-03-14,1715747467
2008-03-17,1705684432
2008-03-18,1786188712
2008-03-19,1725810502
2008-03-20,1821409335
2008-03-24,1831472370
2008-03-25,1831472370
2008-03-26,1831472370
2008-03-27,1806314782
2008-03-28,1781157195
2008-03-31,1755663911
2008-04-01,1740572244
2008-04-02,1826091690
2008-04-03,1785847245
2008-04-04,1811000023
2008-04-07,1780816689
2008-04-08,1780816689
2008-04-09,1770755578
2008-04-10,1780816689
2008-04-11,1715419466
2008-04-14,1730511133
2008-04-15,1690266688
2008-04-16,1745602800
2008-04-17,1720450022
2008-04-18,1790877800
2008-04-21,1735541688
2008-04-22,1695297243
2008-04-23,1745602800
2008-04-24,1725480577
2008-04-25,1675175021
2008-04-28,1644991687
2008-04-29,1599716687
2008-04-30,1584625020
2008-05-01,1634930576
2008-05-02,1599716687
2008-05-05,1599716687
2008-05-06,1604747242
2008-05-07,1609777798
2008-05-08,1609777798
2008-05-09,1604747242
2008-05-12,1685236132
2008-05-13,1670144465
2008-05-14,1655052798
2008-05-15,1670144465
2008-05-16,1665113910
2008-05-19,1634930576
2008-05-20,1609777798
2008-05-21,1604747242
2008-05-22,1624869465
2008-05-23,1584625020
2008-05-27,1584625020
2008-05-28,1579594464
2008-05-29,1614808354
2008-05-30,1579594464
2008-06-02,1549411130
2008-06-03,1549411130
2008-06-04,1569533353
2008-06-05,1609777798
2008-06-06,1569533353
2008-06-09,1539350019
2008-06-10,1554441686
2008-06-11,1494075019
2008-06-12,1499105574
2008-06-13,1524258352
2008-06-16,1509166686
2008-06-17,1519227797
2008-06-18,1549411130
2008-06-19,1584625020
2008-06-20,1539350019
2008-06-23,1529288908
2008-06-24,1499105574
2008-06-25,1519227797
2008-06-26,1489044463
2008-06-27,1468922241
2008-06-30,1471935491
2008-07-01,1471935491
2008-07-02,1476959162
2008-07-03,1476959162
2008-07-07,1426722456
2008-07-08,1492030174
2008-07-09,1416675114
2008-07-10,1426722456
2008-07-11,1396580432
2008-07-14,1376485749
2008-07-15,1326249043
2008-07-16,1341320055
2008-07-17,1361414738
2008-07-18,1371462079
2008-07-21,1386533091
2008-07-22,1416675114
2008-07-23,1562361562
2008-07-24,1703024340
2008-07-25,1667858645
2008-07-28,1657811304
2008-07-29,1687953328
2008-07-30,1718095352
2008-07-31,1692976998
2008-08-01,1708048010
2008-08-04,1667858645
2008-08-05,1682929657
2008-08-06,1657811304
2008-08-07,1642740292
2008-08-08,1703024340
2008-08-11,1733166363
2008-08-12,1692976998
2008-08-13,1718095352
2008-08-14,1743213705
2008-08-15,1748237375
2008-08-18,1723119022
2008-08-19,1728142693
2008-08-20,1723119022
2008-08-21,1728142693
2008-08-22,1758284717
2008-08-25,1713071681
2008-08-26,1718095352
2008-08-27,1748237375
2008-08-28,1793450411
2008-08-29,1763308387
2008-09-02,1753261046
2008-09-03,1743213705
2008-09-04,1698000669
2008-09-05,1687953328
2008-09-08,1763308387
2008-09-09,1738190034
2008-09-10,1743213705
2008-09-11,1743213705
2008-09-12,1768332058
2008-09-15,1738190034
2008-09-16,1808521423
2008-09-17,1763308387
2008-09-18,2004444577
2008-09-19,1858758129
2008-09-22,1919042176
2008-09-23,1888900153
2008-09-24,1848710788
2008-09-25,1863781800
2008-09-26,1873829141
2008-09-29,1858758129
2008-09-30,1866771562
2008-10-01,1871749620
2008-10-02,1816990987
2008-10-03,1742320125
2008-10-06,1637780917
2008-10-07,1568088112
2008-10-08,1573066170
2008-10-09,1339097467
2008-10-10,1513329480
2008-10-13,1553153940
2008-10-14,1468526962
2008-10-15,1254470490
2008-10-16,1493417250
2008-10-17,1428702502
2008-10-20,1548175882
2008-10-21,1528263652
2008-10-22,1503373365
2008-10-23,1339097467
2008-10-24,1413768330
2008-10-27,1463548905
2008-10-28,1543197825
2008-10-29,1578044227
2008-10-30,1612890630
2008-10-31,1727385952
2008-11-03,1692539550
2008-11-04,1652715090
2008-11-05,1588000342
2008-11-06,1568088112
2008-11-07,1617868687
2008-11-10,1642758975
2008-11-11,1637780917
2008-11-12,1578044227
2008-11-13,1727385952
2008-11-14,1588000342
2008-11-17,1612890630
2008-11-18,1597956457
2008-11-19,1513329480
2008-11-20,1413768330
2008-11-21,1563110055
2008-11-24,1652715090
2008-11-25,1627824802
2008-11-26,1672627320
2008-11-28,1702495665
2008-12-01,1543197825
2008-12-02,1617868687
2008-12-03,1632802860
2008-12-04,1568088112
2008-12-05,1612890630
2008-12-08,1652715090
2008-12-09,1563110055
2008-12-10,1607912572
2008-12-11,1573066170
2008-12-12,1607912572
2008-12-15,1573066170
2008-12-16,1672627320
2008-12-17,1612890630
2008-12-18,1637780917
2008-12-19,1697517607
2008-12-22,1677605377
2008-12-23,1637780917
2008-12-24,1657693147
2008-12-26,1667649262
2008-12-29,1627824802
2008-12-30,1737342067
2008-12-31,1810059615
2009-01-02,1789778835
2009-01-05,1789778835
2009-01-06,1779638445
2009-01-07,1739076885
2009-01-08,1759357665
2009-01-09,1683304740
2009-01-12,1678234545
2009-01-13,1678234545
2009-01-14,1586971035
2009-01-15,1642743180
2009-01-16,1652883570
2009-01-20,1576830645
2009-01-21,1642743180
2009-01-22,1607251815
2009-01-23,1586971035
2009-01-26,1647813375
2009-01-27,1652883570
2009-01-28,1698515325
2009-01-29,1586971035
2009-01-30,1561620060
2009-02-02,1673164350
2009-02-03,1713725910
2009-02-04,1678234545
2009-02-05,1723866300
2009-02-06,1774568250
2009-02-09,1718796105
2009-02-10,1652883570
2009-02-11,1673164350
2009-02-12,1688374935
2009-02-13,1678234545
2009-02-17,1586971035
2009-02-18,1576830645
2009-02-19,1576830645
2009-02-20,1586971035
2009-02-23,1607251815
2009-02-24,1663023960
2009-02-25,1586971035
2009-02-26,1531198890
2009-02-27,1581900840
2009-03-02,1551479670
2009-03-03,1536269085
2009-03-04,1546409475
2009-03-05,1450075770
2009-03-06,1455145965
2009-03-09,1429794990
2009-03-10,1495707525
2009-03-11,1455145965
2009-03-12,1531198890
2009-03-13,1531198890
2009-03-16,1551479670
2009-03-17,1602181620
2009-03-18,1632602790
2009-03-19,1612322010
2009-03-20,1622462400
2009-03-23,1703585520
2009-03-24,1703585520
2009-03-25,1713725910
2009-03-26,1693445130
2009-03-27,1592041230
2009-03-30,1612322010
2009-03-31,1677178556
2009-04-01,1652441409
2009-04-02,1751389996
2009-04-03,1741495138
2009-04-06,1706863132
2009-04-07,1637599121
2009-04-08,1652441409
2009-04-09,1711810562
2009-04-13,1687073415
2009-04-14,1667283697
2009-04-15,1716757991
2009-04-16,1756337426
2009-04-17,1790969431
2009-04-20,1726652850
2009-04-21,1766232285
2009-04-22,1741495138
2009-04-23,1716757991
2009-04-24,1766232285
2009-04-27,1746442567
2009-04-28,1766232285
2009-04-29,1786022002
2009-04-30,1761284855
2009-05-01,1731600279
2009-05-04,1701915703
2009-05-05,1672231127
2009-05-06,1672231127
2009-05-07,1667283697
2009-05-08,1706863132
2009-05-11,1667283697
2009-05-12,1677178556
2009-05-13,1672231127
2009-05-14,1667283697
2009-05-15,1632651692
2009-05-18,1672231127
2009-05-19,1657388838
2009-05-20,1652441409
2009-05-21,1637599121
2009-05-22,1622756833
2009-05-26,1701915703
2009-05-27,1642546550
2009-05-28,1637599121
2009-05-29,1632651692
2009-06-01,1716757991
2009-06-02,1756337426
2009-06-03,1776127143
2009-06-04,1741495138
2009-06-05,1716757991
2009-06-08,1711810562
2009-06-09,1687073415
2009-06-10,1652441409
2009-06-11,1657388838
2009-06-12,1667283697
2009-06-15,1632651692
2009-06-16,1607914545
2009-06-17,1607914545
2009-06-18,1652441409
2009-06-19,1687073415
2009-06-22,1632651692
2009-06-23,1622756833
2009-06-24,1627704262
2009-06-25,1687073415
2009-06-26,1726652850
2009-06-29,1706863132
2009-06-30,1716225467
2009-07-01,1756371092
2009-07-02,1706189060
2009-07-06,1716225467
2009-07-07,1661025232
2009-07-08,1666043435
2009-07-09,1635934217
2009-07-10,1625897810
2009-07-13,1656007029
2009-07-14,1681098045
2009-07-15,1746334685
2009-07-16,1746334685
2009-07-17,1751352888
2009-07-20,1726261873
2009-07-21,1736298279
2009-07-22,1751352888
2009-07-23,1831644138
2009-07-24,1811571326
2009-07-27,1806553123
2009-07-28,1811571326
2009-07-29,1761389295
2009-07-30,1831644138
2009-07-31,1816589529
2009-08-03,1851716951
