,ROL
2023-06-28,20875699000
2023-06-29,20939750000
2023-06-30,21019893250
2023-07-03,20769598000
2023-07-05,21113140500
2023-07-06,21338897000
2023-07-07,21181849000
2023-07-10,21240742000
2023-07-11,21446867500
2023-07-12,21554838000
2023-07-13,21608823250
2023-07-14,21859118500
2023-07-17,21883657250
2023-07-18,21829672000
2023-07-19,21770779000
2023-07-20,21775686750
2023-07-21,21849303000
2023-07-24,21962181250
2023-07-25,22001443250
2023-07-26,21986720000
2023-07-27,20033435500
2023-07-28,19940188250
2023-07-31,20038343250
2023-08-01,19940188250
2023-08-02,20269007500
2023-08-03,19969634750
2023-08-04,19768417000
2023-08-07,19837125500
2023-08-08,19851848750
2023-08-09,20003989000
2023-08-10,20008896750
2023-08-11,20136498250
2023-08-14,20303361750
2023-08-15,20087420750
2023-08-16,20308269500
2023-08-17,19792955750
2023-08-18,19783140250
2023-08-21,19562291500
2023-08-22,19307088500
2023-08-23,19439597750
2023-08-24,19159856000
2023-08-25,19321811750
2023-08-28,19523029500
2023-08-29,19523029500
2023-08-30,19655538750
2023-08-31,19419966750
2023-09-01,19321811750
2023-09-05,18634726750
2023-09-06,18688712000
2023-09-07,17530483000
2023-09-08,17721885250
2023-09-11,17726793000
2023-09-12,17682623250
2023-09-13,17986903750
2023-09-14,18193029250
2023-09-15,18173398250
2023-09-18,18747605000
2023-09-19,18752512750
2023-09-20,18983177000
2023-09-21,18620003500
2023-09-22,18369708250
2023-09-25,18286276500
2023-09-26,18237199000
2023-09-27,18374616000
2023-09-28,18477678750
2023-09-29,18320630750
2023-10-02,17721223640
2023-10-03,17551850940
2023-10-04,17401835120
2023-10-05,17353442920
2023-10-06,17459905760
2023-10-09,17609921580
2023-10-10,17721223640
2023-10-11,17576047040
2023-10-12,17305050720
2023-10-13,17377639020
2023-10-16,17634117680
2023-10-17,17667992220
2023-10-18,17382478240
2023-10-19,15930712240
2023-10-20,15993622099
2023-10-23,16051692740
2023-10-24,16288814519
2023-10-25,16613042260
2023-10-26,17280854620
2023-10-27,17469584200
2023-10-30,17832525700
2023-10-31,18200306420
2023-11-01,18011576840
2023-11-02,18239020180
2023-11-03,18447106640
2023-11-06,18389036000
2023-11-07,18490659620
2023-11-08,18432588980
2023-11-09,18321286920
2023-11-10,18582604800
2023-11-13,18742299060
2023-11-14,19105240560
2023-11-15,18887475660
2023-11-16,19182668080
2023-11-17,19085883680
2023-11-20,19245577940
2023-11-21,19395593760
2023-11-22,19366558440
2023-11-24,19419789860
2023-11-27,19487538940
2023-11-28,19342362340
2023-11-29,19448825180
2023-11-30,19714982280
2023-12-01,19797249020
2023-12-04,19903711860
2023-12-05,19835962780
2023-12-06,20010174700
2023-12-07,20015013920
2023-12-08,20048888460
2023-12-11,20145672860
2023-12-12,20348920100
2023-12-13,21036089340
2023-12-14,20682826280
2023-12-15,20397312300
2023-12-18,20634434080
2023-12-19,20576363440
2023-12-20,20489257480
2023-12-21,20716700820
2023-12-22,20798967560
2023-12-26,20939304940
2023-12-27,21118356080
2023-12-28,21181265940
2023-12-29,21132873740
2024-01-02,20948348370
2024-01-03,20449693440
2024-01-04,20715965490
2024-01-05,20672393700
2024-01-08,20754695970
2024-01-09,20846680860
2024-01-10,20958030990
2024-01-11,21229144350
2024-01-12,21180731250
2024-01-16,21146842080
2024-01-17,20996761470
2024-01-18,21166207320
2024-01-19,21364701030
2024-01-22,21340494480
2024-01-23,21408272820
2024-01-24,20958030990
2024-01-25,20822474310
2024-01-26,20928983130
2024-01-29,20938665750
2024-01-30,21083905050
2024-01-31,20967713610
2024-02-01,21417955440
2024-02-02,21311446620
2024-02-05,21069381120
2024-02-06,21306605310
2024-02-07,21398590200
2024-02-08,21171048630
2024-02-09,21050015880
2024-02-12,21093587670
2024-02-13,21229144350
2024-02-14,21422796750
2024-02-15,20197945320
2024-02-16,19873577550
2024-02-20,19825164450
2024-02-21,20028499470
2024-02-22,20251199730
2024-02-23,20614297980
2024-02-26,20783743830
2024-02-27,20667552390
2024-02-28,21045174570
2024-02-29,21335653170
2024-03-01,21301764000
2024-03-04,21824625480
2024-03-05,21437320680
2024-03-06,21693910110
2024-03-07,21902086440
2024-03-08,22003753950
2024-03-11,22139310630
2024-03-12,22168358490
2024-03-13,22400741370
2024-03-14,22240978140
2024-03-15,22439471850
2024-03-18,22589552460
2024-03-19,22758998310
2024-03-20,22671854730
2024-03-21,22521774120
2024-03-22,22531456740
2024-03-25,22221612900
2024-03-26,22192565040
2024-03-27,22608917700
2024-03-28,22400741370
2024-04-01,22134469320
2024-04-02,22042484430
2024-04-03,22013436570
2024-04-04,21577718670
2024-04-05,21965023470
2024-04-08,21819784170
2024-04-09,21790736310
2024-04-10,21858514650
2024-04-11,21611607840
2024-04-12,21471209850
2024-04-15,20953189680
2024-04-16,20967713610
2024-04-17,20822474310
2024-04-18,20546519640
2024-04-19,20580408810
2024-04-22,20556202260
2024-04-23,20648187150
2024-04-24,20754695970
2024-04-25,21432479370
2024-04-26,21737481900
2024-04-29,21674544870
2024-04-30,21572877360
2024-05-01,21630973080
2024-05-02,21660020940
2024-05-03,22328121720
2024-05-06,22802570100
2024-05-07,22850983200
2024-05-08,22579869840
2024-05-09,22758998310
2024-05-10,22575028530
2024-05-13,22468519710
2024-05-14,22715426520
2024-05-15,22836459270
2024-05-16,22788046170
2024-05-17,22332963030
2024-05-20,22652489490
2024-05-21,22512091500
2024-05-22,22323280410
2024-05-23,21969864780
2024-05-24,22362010890
2024-05-28,22347486960
2024-05-29,21955340850
2024-05-30,22202247660
2024-05-31,22119945390
2024-06-03,22289391240
2024-06-04,22899396300
2024-06-05,22972015950
2024-06-06,22952650710
2024-06-07,22545980670
2024-06-10,22652489490
2024-06-11,22913920230
2024-06-12,23199557520
2024-06-13,23170509660
2024-06-14,23480353500
2024-06-17,23843451750
2024-06-18,24085517250
2024-06-20,23891864850
2024-06-21,23891864850
2024-06-24,24167819520
2024-06-25,24138771660
2024-06-26,23935436640
2024-06-27,23891864850
2024-06-28,23620751490
2024-07-01,23393209920
2024-07-02,23795038650
2024-07-03,24346947990
2024-07-05,24400202400
2024-07-08,24167819520
2024-07-09,24080675940
2024-07-10,24012897600
2024-07-11,23901547470
2024-07-12,23920912710
2024-07-15,23393209920
2024-07-16,23848293060
2024-07-17,23887023540
2024-07-18,23843451750
2024-07-19,23935436640
2024-07-22,24526958600
2024-07-23,24187987800
2024-07-24,24187987800
2024-07-25,22628722120
2024-07-26,22241326920
2024-07-29,23040329520
2024-07-30,23229184680
2024-07-31,23200130040
2024-08-01,22953165600
2024-08-02,23248554440
2024-08-05,23064541720
2024-08-06,23171075400
2024-08-07,22948323160
2024-08-08,23054856840
2024-08-09,23142020760
