,LDOS
2011-06-01,4008680000
2011-06-02,3994315000
2011-06-03,3890380000
2011-06-06,3859960000
2011-06-07,3825315000
2011-06-08,3816019999
2011-06-09,3841370000
2011-06-10,3760250000
2011-06-13,3744195000
2011-06-14,3769545000
2011-06-15,3753490000
2011-06-16,3772080000
2011-06-17,3832075000
2011-06-20,3834610000
2011-06-21,3866720000
2011-06-22,3869255000
2011-06-23,3857425000
2011-06-24,3841370000
2011-06-27,3878550000
2011-06-28,3899675000
2011-06-29,3915730000
2011-06-30,3903900000
2011-07-01,3946150000
2011-07-05,3760250000
2011-07-06,3825315000
2011-07-07,3894605000
2011-07-08,3878550000
2011-07-11,3827005000
2011-07-12,3829540000
2011-07-13,3834610000
2011-07-14,3829540000
2011-07-15,3820245000
2011-07-18,3778840000
2011-07-19,3822780000
2011-07-20,3838835000
2011-07-21,3881085000
2011-07-22,3845595000
2011-07-25,3832075000
2011-07-26,3829540000
2011-07-27,3767010000
2011-07-28,3745885000
2011-07-29,3720535000
2011-08-01,3517357136
2011-08-02,3447535708
2011-08-03,3474642851
2011-08-04,3350607137
2011-08-05,3371142851
2011-08-08,3183857137
2011-08-09,3253678565
2011-08-10,3129642851
2011-08-11,3229035708
2011-08-12,3230678565
2011-08-15,3274214280
2011-08-16,3253678565
2011-08-17,3253678565
2011-08-18,3100071423
2011-08-19,3068857137
2011-08-22,3095964280
2011-08-23,3203571423
2011-08-24,3253678565
2011-08-25,3233142851
2011-08-26,3257785708
2011-08-29,3344035708
2011-08-30,3346499994
2011-08-31,3384285708
2011-09-01,2926749994
2011-09-02,2919357137
2011-09-06,2926749994
2011-09-07,2980964280
2011-09-08,2937428566
2011-09-09,2879107137
2011-09-12,2865142852
2011-09-13,2888142852
2011-09-14,2901285709
2011-09-15,2928392852
2011-09-16,2933321423
2011-09-19,2912785709
2011-09-20,2917714280
2011-09-21,2827357137
2011-09-22,2704964281
2011-09-23,2721392852
2011-09-26,2750142852
2011-09-27,2768214280
2011-09-28,2695928566
2011-09-29,2750142852
2011-09-30,2664714281
2011-10-03,2553821424
2011-10-04,2619535709
2011-10-05,2686892852
2011-10-06,2752607138
2011-10-07,2727964280
2011-10-10,2804357137
2011-10-11,2804357137
2011-10-12,2872535709
2011-10-13,2847071423
2011-10-14,2872535709
2011-10-17,2793678566
2011-10-18,2856107137
2011-10-19,2804357137
2011-10-20,2828999995
2011-10-21,2861035709
2011-10-24,2885678566
2011-10-25,2828999995
2011-10-26,2815857137
2011-10-27,2879107137
2011-10-28,2897178566
2011-10-31,2807832897
2011-11-01,2751906524
2011-11-02,2740392271
2011-11-03,2867049056
2011-11-04,2871161290
2011-11-07,2877740863
2011-11-08,2941069256
2011-11-09,2779047264
2011-11-10,2780692157
2011-11-11,2837440977
2011-11-14,2756018757
2011-11-15,2816879810
2011-11-16,2771645244
2011-11-17,2708316851
2011-11-18,2688578131
2011-11-21,2618670165
2011-11-22,2602221232
2011-11-23,2543827519
2011-11-25,2577547832
2011-11-28,2611268145
2011-11-29,2568500919
2011-11-30,2722298444
2011-12-01,2744504504
2011-12-02,2746971844
2011-12-05,2771645244
2011-12-06,2744504504
2011-12-07,2925442769
2011-12-08,2801253323
2011-12-09,2815234917
2011-12-12,2783159497
2011-12-13,2733812697
2011-12-14,2746971844
2011-12-15,2744504504
2011-12-16,2749439184
2011-12-19,2699269938
2011-12-20,2765065670
2011-12-21,2794673750
2011-12-22,2797141090
2011-12-23,2807832897
2011-12-27,2788094177
2011-12-28,2744504504
2011-12-29,2780692157
2011-12-30,2776579924
2012-01-03,2846487890
2012-01-04,2839908316
2012-01-05,2834973637
2012-01-06,2806188003
2012-01-09,2834973637
2012-01-10,2927910109
2012-01-11,2946003936
2012-01-12,2961630422
2012-01-13,2941069256
2012-01-17,2946003936
2012-01-18,2975612015
2012-01-19,2995350735
2012-01-20,2936957022
2012-01-23,2936957022
2012-01-24,2909816283
2012-01-25,2934489682
2012-01-26,2913928516
2012-01-27,2871161290
2012-01-30,2858002143
2012-01-31,2913900000
2012-02-01,2975775000
2012-02-02,2903175000
2012-02-03,2922975000
2012-02-06,2875950000
2012-02-07,2866875000
2012-02-08,2895750000
2012-02-09,2903175000
2012-02-10,2861925000
2012-02-13,2868525000
2012-02-14,2857800000
2012-02-15,2885025000
2012-02-16,2930400000
2012-02-17,2939475000
2012-02-21,2934525000
2012-02-22,2907300000
2012-02-23,2891625000
2012-02-24,2855325000
2012-02-27,2823974999
2012-02-28,2787675000
2012-02-29,2769525000
2012-03-01,2755500000
2012-03-02,2757975000
2012-03-05,2791800000
2012-03-06,2737350000
2012-03-07,2782724999
2012-03-08,2846250000
2012-03-09,2859449999
2012-03-12,2855325000
2012-03-13,2889150000
2012-03-14,2909775000
2012-03-15,2982375000
2012-03-16,2982375000
2012-03-19,3013725000
2012-03-20,2979900000
2012-03-21,3083850000
2012-03-22,2993925000
2012-03-23,3018675000
2012-03-26,3050025000
2012-03-27,3031875000
2012-03-28,3003000000
2012-03-29,2993925000
2012-03-30,2991450000
2012-04-02,2993925000
2012-04-03,2970825000
2012-04-04,2900699999
2012-04-05,2882550000
2012-04-09,2830575000
2012-04-10,2798400000
2012-04-11,2834700000
2012-04-12,2830575000
2012-04-13,2773650000
2012-04-16,2757975000
2012-04-17,2794275000
2012-04-18,2742300000
2012-04-19,2730750000
2012-04-20,2767050000
2012-04-23,2771175000
2012-04-24,2725800000
2012-04-25,2715074999
2012-04-26,2724150000
2012-04-27,2743950000
2012-04-30,2780550000
2012-05-01,2803860000
2012-05-02,2792205000
2012-05-03,2675655000
2012-05-04,2634030000
2012-05-07,2581582500
2012-05-08,2559105000
2012-05-09,2560770000
2012-05-10,2565765000
2012-05-11,2560770000
2012-05-14,2535795000
2012-05-15,2514982500
2012-05-16,2483347500
2012-05-17,2433397500
2012-05-18,2373457500
2012-05-21,2410087500
2012-05-22,2403427500
2012-05-23,2400930000
2012-05-24,2407590000
2012-05-25,2428402500
2012-05-29,2533297500
2012-05-30,2533297500
2012-05-31,2540790000
2012-06-01,2488342500
2012-06-04,2524140000
2012-06-05,2529135000
2012-06-06,2623207500
2012-06-07,2623207500
2012-06-08,2634030000
2012-06-11,2623207500
2012-06-12,2645685000
2012-06-13,2657340000
2012-06-14,2664000000
2012-06-15,2798865000
2012-06-18,2712285000
2012-06-19,2688975000
2012-06-20,2721442500
2012-06-21,2686477500
2012-06-22,2712285000
2012-06-25,2679817500
2012-06-26,2675655000
2012-06-27,2721442500
2012-06-28,2713950000
2012-06-29,2771392500
2012-07-02,2767230000
2012-07-03,2780550000
2012-07-05,2734762500
2012-07-06,2659837500
2012-07-09,2639025000
2012-07-10,2636527500
2012-07-11,2654842500
2012-07-12,2623207500
2012-07-13,2624872500
2012-07-16,2581582500
2012-07-17,2604892500
2012-07-18,2618212500
2012-07-19,2590740000
2012-07-20,2542455000
2012-07-23,2488342500
2012-07-24,2492505000
2012-07-25,2480850000
2012-07-26,2492505000
2012-07-27,2551612500
2012-07-30,2620710000
2012-07-31,2637740889
2012-08-01,2653510895
2012-08-02,2607860879
2012-08-03,2665130899
2012-08-06,2680900904
2012-08-07,2704140912
2012-08-08,2719910917
2012-08-09,2735680922
2012-08-10,2753940929
2012-08-13,2731530921
2012-08-14,2722400918
2012-08-15,2747300926
2012-08-16,2729040920
2012-08-17,2729040920
2012-08-20,2696670909
2012-08-21,2696670909
2012-08-22,2687540906
2012-08-23,2671770901
2012-08-24,2680900904
2012-08-27,2674260902
2012-08-28,2683390905
2012-08-29,2690030907
2012-08-30,2692520908
2012-08-31,2783820939
2012-09-04,2758920930
2012-09-05,2726550919
2012-09-06,2790460941
2012-09-07,2790460941
2012-09-10,2802080945
2012-09-11,2833620955
2012-09-12,2872630969
2012-09-13,2890890975
2012-09-14,2958950998
2012-09-17,2893380976
2012-09-18,2895040976
2012-09-19,2893380976
2012-09-20,2897530977
2012-09-21,2870140968
2012-09-24,2847730960
2012-09-25,2781330938
2012-09-26,2781330938
2012-09-27,2753940929
2012-09-28,2744810925
2012-10-01,2729040920
2012-10-02,2692520908
2012-10-03,2658490896
2012-10-04,2619480883
2012-10-05,2589600873
2012-10-08,2594580875
2012-10-09,2573830868
2012-10-10,2519050849
2012-10-11,2503280844
2012-10-12,2482530837
2012-10-15,2494150841
2012-10-16,2519050849
2012-10-17,2533160854
2012-10-18,2525690852
2012-10-19,2482530837
2012-10-22,2494150841
2012-10-23,2473400834
2012-10-24,2462610830
2012-10-25,2478380836
2012-10-26,2462610830
2012-10-31,2520865000
2012-11-01,2568460000
2012-11-02,2550090000
2012-11-05,2580150000
2012-11-06,2631085000
2012-11-07,2540905000
2012-11-08,2505000000
2012-11-09,2518360000
2012-11-12,2548420000
2012-11-13,2536730000
2012-11-14,2511680000
2012-11-15,2539235000
2012-11-16,2525040000
2012-11-19,2568460000
2012-11-20,2555100000
2012-11-21,2601025000
2012-11-23,2665320000
2012-11-26,2632755000
2012-11-27,2641940000
2012-11-28,2660310000
2012-11-29,2677010000
2012-11-30,2644445000
2012-12-03,2626075000
2012-12-04,2640270000
2012-12-05,2677010000
2012-12-06,2582655000
2012-12-07,2594345000
2012-12-10,2601025000
2012-12-11,2628580000
2012-12-12,2626075000
2012-12-13,2632755000
2012-12-14,2677010000
2012-12-17,2681185000
2012-12-18,2703730000
2012-12-19,2674505000
2012-12-20,2677010000
2012-12-21,2628580000
2012-12-24,2605200000
2012-12-26,2564285000
2012-12-27,2545915000
2012-12-28,2543410000
2012-12-31,2596015000
2013-01-02,2628580000
2013-01-03,2653630000
2013-01-04,2711245000
2013-01-07,2715420000
2013-01-08,2720430000
2013-01-09,2768025000
2013-01-10,2758840000
2013-01-11,2742975000
2013-01-14,2770530000
2013-01-15,2749655000
2013-01-16,2715420000
2013-01-17,2745480000
2013-01-18,2745480000
2013-01-22,2757170000
2013-01-23,2747984999
2013-01-24,2779715000
2013-01-25,2782220000
2013-01-28,2775540000
2013-01-29,2800590000
2013-01-30,2795579999
2013-01-31,2792160000
2013-02-01,2810640000
2013-02-04,2787120000
2013-02-05,2793840000
2013-02-06,2798880000
2013-02-07,2801400000
2013-02-08,2773680000
2013-02-11,2766120000
2013-02-12,2761920000
2013-02-13,2750160000
2013-02-14,2784600000
2013-02-15,2824080000
2013-02-19,2826600000
2013-02-20,2710680000
2013-02-21,2628360000
2013-02-22,2632560000
2013-02-25,2630040000
2013-02-26,2611560000
2013-02-27,2672040000
2013-02-28,2727480000
2013-03-01,2761920000
2013-03-04,2764439999
2013-03-05,2764439999
2013-03-06,2780400000
2013-03-07,2792160000
2013-03-08,2814840000
2013-03-11,2824080000
2013-03-12,2858520000
2013-03-13,2866080000
2013-03-14,2835840000
2013-03-15,2891280000
2013-03-18,2916480000
2013-03-19,2904720000
2013-03-20,2962680000
2013-03-21,2929920000
2013-03-22,2937480000
2013-03-25,2974439999
2013-03-26,2957640000
2013-03-27,3073560000
2013-03-28,3126480000
2013-04-01,3172680000
2013-04-02,3156720000
2013-04-03,3129000000
2013-04-04,3126480000
2013-04-05,3179400000
2013-04-08,3195360000
2013-04-09,3216360000
2013-04-10,3248280000
2013-04-11,3246600000
2013-04-12,3172680000
2013-04-15,3181920000
2013-04-16,3262560000
2013-04-17,3253319999
2013-04-18,3244080000
2013-04-19,3250800000
2013-04-22,3276000000
2013-04-23,3281040000
2013-04-24,3357480000
2013-04-25,3403680000
2013-04-26,3380160000
2013-04-29,3426360000
2013-04-30,3447360000
2013-05-01,3394439999
2013-05-02,3407880000
2013-05-03,3450037500
2013-05-06,3452564999
2013-05-07,3457620000
2013-05-08,3494689999
2013-05-09,3473627499
2013-05-10,3461832500
2013-05-13,3445825000
2013-05-14,3503957500
2013-05-15,3517437500
2013-05-16,3545240000
2013-05-17,3579782500
2013-05-20,3587365000
2013-05-21,3584837499
2013-05-22,3531760000
2013-05-23,3508170000
2013-05-24,3524177500
2013-05-28,3519965000
2013-05-29,3505642500
2013-05-30,3529232500
2013-05-31,3355677500
2013-06-03,3434030000
2013-06-04,3418022500
2013-06-05,3376740000
2013-06-06,3434030000
2013-06-07,3457620000
2013-06-10,3396960000
2013-06-11,3440770000
2013-06-12,3145052500
2013-06-13,3207397500
2013-06-14,3156847500
2013-06-17,3163587499
2013-06-18,3161060000
2013-06-19,3093660000
2013-06-20,3015307500
2013-06-21,3024575000
2013-06-24,2990032500
2013-06-25,3033842500
2013-06-26,3138312500
2013-06-27,3151792499
2013-06-28,3223405000
2013-07-01,3216665000
2013-07-02,3223405000
2013-07-03,3203185000
2013-07-05,3235200000
2013-07-08,3267215000
2013-07-09,3265530000
2013-07-10,3279010000
2013-07-11,3276482500
2013-07-12,3263002499
2013-07-15,3281537500
2013-07-16,3267215000
2013-07-17,3288277500
2013-07-18,3295017500
2013-07-19,3272270000
2013-07-22,3378425000
2013-07-23,3386007500
2013-07-24,3434030000
2013-07-25,3432345000
2013-07-26,3448352500
2013-07-29,3459305000
2013-07-30,3522492500
2013-07-31,3538500000
2013-08-01,3603372500
2013-08-02,3439200000
2013-08-05,3443200000
2013-08-06,3443200000
2013-08-07,3448000000
2013-08-08,3463200000
2013-08-09,3476000000
2013-08-12,3504800000
2013-08-13,3504800000
2013-08-14,3452000000
2013-08-15,3371200000
2013-08-16,3372799999
2013-08-19,3344800000
2013-08-20,3360000000
2013-08-21,3336000000
2013-08-22,3377600000
2013-08-23,3401600000
2013-08-26,3415200000
2013-08-27,3368800000
2013-08-28,3320000000
2013-08-29,3355200000
2013-08-30,3311200000
2013-09-03,3328800000
2013-09-04,3166400000
2013-09-05,3148800000
2013-09-06,3157600000
2013-09-09,3172799999
2013-09-10,3180000000
2013-09-11,3245600000
2013-09-12,3287200000
2013-09-13,3386400000
2013-09-16,3421600000
2013-09-17,3406400000
2013-09-18,3381600000
2013-09-19,3355200000
2013-09-20,3322400000
2013-09-23,3342400000
2013-09-24,3344800000
2013-09-25,3456800000
2013-09-26,3493600000
2013-09-27,3522400000
2013-09-30,3641600000
2013-10-01,3782400000
2013-10-02,3754400000
2013-10-03,3677600000
2013-10-04,3687200000
2013-10-07,3624000000
2013-10-08,3636000000
2013-10-09,3624800000
2013-10-10,3679200000
2013-10-11,3704800000
2013-10-14,3701600000
2013-10-15,3653600000
2013-10-16,3708000000
2013-10-17,3665600000
2013-10-18,3742400000
2013-10-21,3779200000
2013-10-22,3762400000
2013-10-23,3763200000
2013-10-24,3800800000
2013-10-25,3786400000
2013-10-28,3780000000
2013-10-29,3789600000
2013-10-30,3780000000
2013-10-31,3767200000
2013-11-01,3792799999
2013-11-04,3769600000
2013-11-05,3754400000
2013-11-06,3756800000
2013-11-07,3742400000
2013-11-08,3793600000
2013-11-11,3813600000
2013-11-12,3814400000
2013-11-13,3895200000
2013-11-14,3880800000
2013-11-15,3912000000
2013-11-18,3873600000
2013-11-19,3897600000
2013-11-20,3868000000
2013-11-21,3921600000
2013-11-22,3901600000
2013-11-25,3870400000
2013-11-26,3904000000
2013-11-27,3874400000
2013-11-29,3890400000
2013-12-02,3910400000
2013-12-03,3336800000
2013-12-04,3314400000
2013-12-05,3311200000
2013-12-06,3325600000
2013-12-09,3325600000
2013-12-10,3393600000
2013-12-11,3313600000
2013-12-12,3248000000
2013-12-13,3451200000
2013-12-16,3428000000
2013-12-17,3492000000
2013-12-18,3555200000
2013-12-19,3542400000
2013-12-20,3610400000
2013-12-23,3624800000
2013-12-24,3675200000
2013-12-26,3699200000
2013-12-27,3720800000
2013-12-30,3713600000
2013-12-31,3719200000
2014-01-02,3700000000
2014-01-03,3755200000
2014-01-06,3712000000
2014-01-07,3800800000
2014-01-08,3807200000
2014-01-09,3824000000
2014-01-10,3821600000
2014-01-13,3720800000
2014-01-14,3745600000
2014-01-15,3795200000
2014-01-16,3739200000
2014-01-17,3719200000
2014-01-21,3710400000
2014-01-22,3680000000
2014-01-23,3674400000
2014-01-24,3638399999
2014-01-27,3614400000
2014-01-28,3651200000
2014-01-29,3599200000
2014-01-30,3621600000
2014-01-31,3491180000
2014-02-03,3388000000
2014-02-04,3416490000
2014-02-05,3421880000
2014-02-06,3445750000
2014-02-07,3446520000
2014-02-10,3456530000
2014-02-11,3467310000
2014-02-12,3441130000
2014-02-13,3488100000
2014-02-14,3492720000
2014-02-18,3547390000
2014-02-19,3505810000
2014-02-20,3521209999
2014-02-21,3504270000
2014-02-24,3468850000
2014-02-25,3460380000
2014-02-26,3468080000
2014-02-27,3438050000
2014-02-28,3438819999
2014-03-03,3439590000
2014-03-04,3485790000
2014-03-05,3449600000
2014-03-06,3421110000
2014-03-07,3418030000
2014-03-10,3397240000
2014-03-11,3326400000
2014-03-12,3295600000
2014-03-13,3264800000
2014-03-14,3251709999
2014-03-17,3271730000
2014-03-18,3302530000
2014-03-19,3282510000
2014-03-20,3241700000
2014-03-21,3257870000
2014-03-24,3260950000
2014-03-25,3309459999
2014-03-26,3321780000
2014-03-27,2710400000
2014-03-28,2667280000
2014-03-31,2723490000
2014-04-01,2852850000
2014-04-02,2826670000
2014-04-03,2837450000
2014-04-04,2846690000
2014-04-07,2845150000
2014-04-08,2865170000
2014-04-09,2853620000
2014-04-10,2855930000
2014-04-11,2835910000
2014-04-14,2842069999
2014-04-15,2873640000
2014-04-16,2877490000
2014-04-17,2876720000
2014-04-21,2868250000
2014-04-22,2895200000
2014-04-23,2892890000
2014-04-24,2858240000
2014-04-25,2837450000
2014-04-28,2857470000
2014-04-29,2868250000
2014-04-30,2867480000
2014-05-01,2871330000
2014-05-02,2736520000
2014-05-05,2740960000
2014-05-06,2737260000
2014-05-07,2773520000
2014-05-08,2771300000
2014-05-09,2803120000
2014-05-12,2835680000
2014-05-13,2831240000
2014-05-14,2801640000
2014-05-15,2734300000
2014-05-16,2743180000
2014-05-19,2775000000
2014-05-20,2726160000
2014-05-21,2730600000
2014-05-22,2747620000
2014-05-23,2792760000
2014-05-27,2792760000
2014-05-28,2814220000
2014-05-29,2831980000
2014-05-30,2823100000
2014-06-02,2848260000
2014-06-03,2807560000
2014-06-04,2962960000
2014-06-05,2988120000
2014-06-06,3013280000
2014-06-09,2962960000
2014-06-10,2937800000
2014-06-11,2911900000
2014-06-12,2888220000
2014-06-13,2916339999
2014-06-16,2881560000
2014-06-17,2884520000
2014-06-18,2871200000
2014-06-19,2853440000
2014-06-20,2846780000
2014-06-23,2852700000
2014-06-24,2806080000
2014-06-25,2819400000
2014-06-26,2800900000
2014-06-27,2812000000
2014-06-30,2837160000
2014-07-01,2862320000
2014-07-02,2840120000
2014-07-03,2852700000
2014-07-07,2832720000
2014-07-08,2796460000
2014-07-09,2794240000
2014-07-10,2754280000
2014-07-11,2737260000
2014-07-14,2760200000
2014-07-15,2758720000
2014-07-16,2772040000
2014-07-17,2763900000
2014-07-18,2783880000
2014-07-21,2781660000
2014-07-22,2783880000
2014-07-23,2792760000
2014-07-24,2803120000
2014-07-25,2775740000
2014-07-28,2757980000
2014-07-29,2741700000
2014-07-30,2774260000
2014-07-31,2733560000
2014-08-01,2676179999
2014-08-04,2696620000
2014-08-05,2701000000
2014-08-06,2690050000
2014-08-07,2670340000
2014-08-08,2671800000
2014-08-11,2680560000
2014-08-12,2672530000
2014-08-13,2693700000
2014-08-14,2707570000
2014-08-15,2687130000
2014-08-18,2711950000
2014-08-19,2737500000
2014-08-20,2738230000
2014-08-21,2764510000
2014-08-22,2787140000
2014-08-25,2758670000
2014-08-26,2773270000
2014-08-27,2770350000
2014-08-28,2755750000
2014-08-29,2748450000
2014-09-02,2757210000
2014-09-03,2768890000
2014-09-04,2774730000
2014-09-05,2788600000
2014-09-08,2763780000
2014-09-09,2424330000
2014-09-10,2573250000
2014-09-11,2563760000
2014-09-12,2575440000
2014-09-15,2573980000
2014-09-16,2611940000
2014-09-17,2622890000
2014-09-18,2633110000
2014-09-19,2615590000
2014-09-22,2588580000
2014-09-23,2522150000
2014-09-24,2522150000
2014-09-25,2506820000
2014-09-26,2506090000
2014-09-29,2511929999
2014-09-30,2506090000
2014-10-01,2509010000
2014-10-02,2509740000
2014-10-03,2540400000
2014-10-06,2547700000
2014-10-07,2557920000
2014-10-08,2636030000
2014-10-09,2550620000
2014-10-10,2517770000
2014-10-13,2498060000
2014-10-14,2533100000
2014-10-15,2528720000
2014-10-16,2523610000
2014-10-17,2537480000
2014-10-20,2518500000
2014-10-21,2527990000
2014-10-22,2517040000
2014-10-23,2568870000
2014-10-24,2582740000
2014-10-27,2575440000
2014-10-28,2591500000
2014-10-29,2611210000
2014-10-30,2637490000
2014-10-31,2669610000
2014-11-03,2674720000
2014-11-04,2792980000
2014-11-05,2790060000
2014-11-06,2795170000
2014-11-07,2844080000
2014-11-10,2891530000
2014-11-11,2895179999
2014-11-12,2911970000
2014-11-13,2944820000
2014-11-14,2942630000
2014-11-17,2965990000
2014-11-18,2921460000
2014-11-19,2892260000
2014-11-20,2898830000
2014-11-21,2923650000
2014-11-24,2938980000
2014-11-25,2931679999
2014-11-26,2928760000
2014-11-28,2949929999
2014-12-01,2911240000
2014-12-02,2933140000
2014-12-03,3126590000
2014-12-04,3144840000
2014-12-05,3173310000
2014-12-08,3179150000
2014-12-09,3167470000
2014-12-10,3118560000
2014-12-11,3137540000
2014-12-12,3111260000
2014-12-15,3120020000
2014-12-16,3105420000
2014-12-17,3141190000
2014-12-18,3176960000
2014-12-19,3166010000
2014-12-22,3187179999
2014-12-23,3234630000
2014-12-24,3241929999
2014-12-26,3235360000
2014-12-29,3209810000
2014-12-30,3217110000
2014-12-31,3176960000
2015-01-02,3149220000
2015-01-05,3099580000
2015-01-06,3093740000
2015-01-07,3144110000
2015-01-08,3152870000
2015-01-09,3093010000
2015-01-12,3064540000
2015-01-13,3090090000
2015-01-14,3049210000
2015-01-15,3036800000
2015-01-16,3095200000
2015-01-20,3066730000
2015-01-21,3058700000
2015-01-22,3133890000
2015-01-23,3117100000
2015-01-26,3135350000
2015-01-27,3098120000
2015-01-28,3111990000
2015-01-29,3120750000
2015-01-30,3022200000
2015-02-02,3053590000
2015-02-03,3120750000
2015-02-04,3071110000
2015-02-05,3051400000
2015-02-06,3060160000
2015-02-09,3061620000
2015-02-10,3074760000
2015-02-11,3114179999
2015-02-12,3198130000
2015-02-13,3246310000
2015-02-17,3230250000
2015-02-18,3270400000
2015-02-19,3322960000
2015-02-20,3353620000
2015-02-23,3322230000
2015-02-24,3314929999
2015-02-25,3286460000
2015-02-26,3293760000
2015-02-27,3286460000
2015-03-02,3343400000
2015-03-03,3308360000
2015-03-04,3292300000
2015-03-05,3277700000
2015-03-06,3221490000
2015-03-09,3247770000
2015-03-10,3196670000
2015-03-11,3223679999
2015-03-12,3257260000
2015-03-13,3201050000
2015-03-16,3222950000
2015-03-17,3199590000
2015-03-18,3206160000
2015-03-19,3290840000
2015-03-20,3376980000
2015-03-23,3413480000
2015-03-24,3338290000
2015-03-25,3014900000
2015-03-26,3034610000
2015-03-27,3065270000
2015-03-30,3083520000
2015-03-31,3063080000
2015-04-01,3064540000
2015-04-02,3077679999
2015-04-06,3090090000
2015-04-07,3097390000
2015-04-08,3098850000
2015-04-09,3116370000
2015-04-10,3110530000
2015-04-13,3062350000
2015-04-14,3060160000
2015-04-15,3055050000
2015-04-16,3066730000
2015-04-17,2987890000
2015-04-20,3040450000
2015-04-21,3047750000
2015-04-22,3054320000
2015-04-23,3070380000
2015-04-24,3076950000
2015-04-27,3073300000
2015-04-28,3109800000
2015-04-29,3067460000
2015-04-30,3039720000
2015-05-01,3057970000
2015-05-04,3080600000
2015-05-05,3026580000
2015-05-06,3015630000
2015-05-07,3079870000
2015-05-08,3117830000
2015-05-11,3130240000
2015-05-12,2892990000
2015-05-13,2955770000
2015-05-14,2992270000
2015-05-15,3020740000
2015-05-18,3088630000
2015-05-19,3097390000
2015-05-20,3122210000
2015-05-21,3093740000
2015-05-22,3082790000
2015-05-26,3038260000
2015-05-27,3104690000
2015-05-28,3082060000
2015-05-29,3102500000
2015-06-01,3122210000
2015-06-02,3114910000
2015-06-03,3153600000
2015-06-04,3117830000
2015-06-05,3109070000
2015-06-08,3084980000
2015-06-09,3064540000
2015-06-10,3105420000
2015-06-11,3123670000
2015-06-12,3090090000
2015-06-15,3052130000
2015-06-16,3079140000
2015-06-17,3074030000
2015-06-18,3101770000
2015-06-19,3080600000
2015-06-22,3098850000
2015-06-23,3076220000
2015-06-24,3042640000
2015-06-25,3040450000
2015-06-26,3029500000
2015-06-29,2951390000
2015-06-30,2947010000
2015-07-01,2979860000
2015-07-02,2949929999
2015-07-06,2903040000
2015-07-07,2908080000
2015-07-08,2850480000
2015-07-09,2848320000
2015-07-10,2890800000
2015-07-13,2890800000
2015-07-14,2900880000
2015-07-15,2903760000
2015-07-16,2913840000
2015-07-17,2898000000
2015-07-20,2892960000
2015-07-21,2898720000
2015-07-22,2882160000
2015-07-23,2874240000
2015-07-24,2784960000
2015-07-27,2739600000
2015-07-28,2771280000
2015-07-29,2908800000
2015-07-30,2915280000
2015-07-31,2937600000
2015-08-03,2952000000
2015-08-04,2912400000
2015-08-05,3168720000
2015-08-06,3112560000
2015-08-07,3200400000
2015-08-10,3224160000
2015-08-11,3214080000
2015-08-12,3205440000
2015-08-13,3192480000
2015-08-14,3219840000
2015-08-17,3242160000
2015-08-18,3240000000
2015-08-19,3230640000
2015-08-20,3167280000
2015-08-21,3093840000
2015-08-24,2938320000
2015-08-25,2874960000
2015-08-26,2977920000
2015-08-27,3028320000
2015-08-28,3055680000
2015-08-31,3029760000
2015-09-01,2905920000
2015-09-02,2974320000
2015-09-03,2978640000
2015-09-04,2932560000
2015-09-08,3054960000
2015-09-09,3023280000
2015-09-10,3045600000
2015-09-11,3067920000
2015-09-14,3026160000
2015-09-15,3053519999
2015-09-16,3111840000
2015-09-17,3121920000
2015-09-18,3135600000
2015-09-21,3152160000
2015-09-22,3077280000
2015-09-23,3075840000
2015-09-24,3008160000
2015-09-25,3037680000
2015-09-28,2964240000
2015-09-29,2964960000
2015-09-30,2974320000
2015-10-01,2982240000
2015-10-02,3033360000
2015-10-05,3126240000
2015-10-06,3150000000
2015-10-07,3225600000
2015-10-08,3271680000
2015-10-09,3293280000
2015-10-12,3283920000
2015-10-13,3234960000
2015-10-14,3193920000
2015-10-15,3210480000
2015-10-16,3222720000
2015-10-19,3217680000
2015-10-20,3252240000
2015-10-21,3226320000
2015-10-22,3265200000
2015-10-23,3342240000
2015-10-26,3360240000
2015-10-27,3382560000
2015-10-28,3498480000
2015-10-29,3759840000
2015-10-30,3785040000
2015-11-02,3919680000
2015-11-03,3967920000
2015-11-04,4003200000
2015-11-05,3957840000
2015-11-06,3969360000
2015-11-09,3962160000
2015-11-10,4011120000
2015-11-11,3998160000
2015-11-12,3885120000
2015-11-13,3816720000
2015-11-16,3924000000
2015-11-17,3969360000
2015-11-18,4013280000
2015-11-19,4008960000
2015-11-20,4078800000
2015-11-23,4098960000
2015-11-24,4145760000
2015-11-25,4146480000
2015-11-27,4134960000
2015-11-30,4170960000
2015-12-01,4248720000
2015-12-02,4206240000
2015-12-03,4130640000
2015-12-04,4251600000
2015-12-07,4184640000
2015-12-08,4165920000
2015-12-09,4065840000
2015-12-10,4111200000
2015-12-11,4008960000
2015-12-14,4003200000
2015-12-15,4107600000
2015-12-16,4147920000
2015-12-17,4116960000
2015-12-18,4029120000
2015-12-21,3989519999
2015-12-22,4026240000
2015-12-23,4111920000
2015-12-24,4112640000
2015-12-28,4123440000
2015-12-29,4158720000
2015-12-30,4121280000
2015-12-31,4050720000
2016-01-04,3897360000
2016-01-05,3976560000
2016-01-06,3908160000
2016-01-07,3811680000
2016-01-08,3785040000
2016-01-11,3800160000
2016-01-12,3988080000
2016-01-13,3870000000
2016-01-14,4019040000
2016-01-15,3958560000
2016-01-19,4045680000
