,MKC
2004-08-24,4615585700
2004-08-25,4618324920
2004-08-26,4599150380
2004-08-27,4585454280
2004-08-30,4569018960
2004-08-31,4510251771
2004-09-01,4558662345
2004-09-02,4582867632
2004-09-03,4582867632
2004-09-07,4666241397
2004-09-08,4604383442
2004-09-09,4609762395
2004-09-10,4625899253
2004-09-13,4639346634
2004-09-14,4655483492
2004-09-15,4650104539
2004-09-16,4658172968
2004-09-17,4717341447
2004-09-20,4644725587
2004-09-21,4625899253
2004-09-22,4561351821
2004-09-23,4545214963
2004-09-24,4534457058
2004-09-27,4456462245
2004-09-28,4566730774
2004-09-29,4456462245
2004-09-30,4617830824
2004-10-01,4676999303
2004-10-04,4668930874
2004-10-05,4687757208
2004-10-06,4644725587
2004-10-07,4615141347
2004-10-08,4617830824
2004-10-11,4693136160
2004-10-12,4701204589
2004-10-13,4660862445
2004-10-14,4728099352
2004-10-15,4733478305
2004-10-18,4754994116
2004-10-19,4744236210
2004-10-20,4760373068
2004-10-21,4760373068
2004-10-22,4706583542
2004-10-25,4650104539
2004-10-26,4639346634
2004-10-27,4633967682
2004-10-28,4730788829
2004-10-29,4763062545
2004-11-01,4779199402
2004-11-02,4849125786
2004-11-03,4908294265
2004-11-04,4999736460
2004-11-05,5029320699
2004-11-08,5015873318
2004-11-09,4980910126
2004-11-10,4932499552
2004-11-11,4935189028
2004-11-12,5021252270
2004-11-15,5002425936
2004-11-16,5015873318
2004-11-17,4962083791
2004-11-18,4988978555
2004-11-19,4881399502
2004-11-22,4921741647
2004-11-23,4997046983
2004-11-24,5029320699
2004-11-26,5013183841
2004-11-29,4948636410
2004-11-30,4945762540
2004-12-01,5019013000
2004-12-02,5038003860
2004-12-03,5016300020
2004-12-06,5000022140
2004-12-07,4986457240
2004-12-08,5008161080
2004-12-09,5019013000
2004-12-10,5010874060
2004-12-13,5019013000
2004-12-14,5173652860
2004-12-15,5168226900
2004-12-16,5168226900
2004-12-17,5238764380
2004-12-20,5200782660
2004-12-21,5252329280
2004-12-22,5241477360
2004-12-23,5222486500
2004-12-27,5217060540
2004-12-28,5282172060
2004-12-29,5230625440
2004-12-30,5227912460
2004-12-31,5236051400
2005-01-03,5151949020
2005-01-04,5154662000
2005-01-05,5086837500
2005-01-06,5116680280
2005-01-07,5162800940
2005-01-10,5227912460
2005-01-11,5179078820
2005-01-12,5141097100
2005-01-13,5160087960
2005-01-14,5160087960
2005-01-18,5271320140
2005-01-19,5246903320
2005-01-20,5298449940
2005-01-21,5268607160
2005-01-24,5268607160
2005-01-25,5203495640
2005-01-26,4883364000
2005-01-27,5013587040
2005-01-28,5032577900
2005-01-31,5043429820
2005-02-01,5046142800
2005-02-02,5130245180
2005-02-03,5097689420
2005-02-04,5135671140
2005-02-07,5138384120
2005-02-08,5132958160
2005-02-09,5056994720
2005-02-10,5065133660
2005-02-11,5089550480
2005-02-14,5151949020
2005-02-15,5184504780
2005-02-16,5168226900
2005-02-17,5108541340
2005-02-18,5130245180
2005-02-22,5054281740
2005-02-23,5103115380
2005-02-24,5141097100
2005-02-25,5154662000
2005-02-28,5120196000
2005-03-01,5117501160
2005-03-02,5125585680
2005-03-03,5098637280
2005-03-04,5155228920
2005-03-07,5117501160
2005-03-08,5149839240
2005-03-09,5125585680
2005-03-10,5120196000
2005-03-11,5071688880
2005-03-14,5095942440
2005-03-15,5068994040
2005-03-16,5020486920
2005-03-17,4990843680
2005-03-18,4953115920
2005-03-21,4953115920
2005-03-22,4610871240
2005-03-23,4715970000
2005-03-24,4713275160
2005-03-28,4697106120
2005-03-29,4710580320
2005-03-30,4670157720
2005-03-31,4637819640
2005-04-01,4613566080
2005-04-04,4635124800
2005-04-05,4645904160
2005-04-06,4627040280
2005-04-07,4667462880
2005-04-08,4680937080
2005-04-11,4683631920
2005-04-12,4702495800
2005-04-13,4635124800
2005-04-14,4648599000
2005-04-15,4618955760
2005-04-18,4659378360
2005-04-19,4653988680
2005-04-20,4610871240
2005-04-21,4689021600
2005-04-22,4672852560
2005-04-25,4705190640
2005-04-26,4667462880
2005-04-27,4635124800
2005-04-28,4635124800
2005-04-29,4662073200
2005-05-02,4686326760
2005-05-03,4672852560
2005-05-04,4697106120
2005-05-05,4621650600
2005-05-06,4594702200
2005-05-09,4643209320
2005-05-10,4618955760
2005-05-11,4567753800
2005-05-12,4562364120
2005-05-13,4521941520
2005-05-16,4675547400
2005-05-17,4702495800
2005-05-18,4713275160
2005-05-19,4718664840
2005-05-20,4680937080
2005-05-23,4645904160
2005-05-24,4618955760
2005-05-25,4592007360
2005-05-26,4621650600
2005-05-27,4600091880
2005-05-31,4533071040
2005-06-01,4551824880
2005-06-02,4533071040
2005-06-03,4476809520
2005-06-06,4500921600
2005-06-07,4487526000
2005-06-08,4401794160
2005-06-09,4383040320
2005-06-10,4420548000
2005-06-13,4420548000
2005-06-14,4401794160
2005-06-15,4466093040
2005-06-16,4474130400
2005-06-17,4492884240
2005-06-20,4487526000
2005-06-21,4476809520
2005-06-22,4495563360
2005-06-23,4444660080
2005-06-24,4455376560
2005-06-27,4474130400
2005-06-28,4541108400
2005-06-29,4460734800
2005-06-30,4377682080
2005-07-01,4388398560
2005-07-05,4369644720
2005-07-06,4270517280
2005-07-07,4241046960
2005-07-08,4342853520
2005-07-11,4340174400
2005-07-12,4337495280
2005-07-13,4393756800
2005-07-14,4450018320
2005-07-15,4490205120
2005-07-18,4554504000
2005-07-19,4535750160
2005-07-20,4589332560
2005-07-21,4575936960
2005-07-22,4616123760
2005-07-25,4597369920
2005-07-26,4608086400
2005-07-27,4624161120
2005-07-28,4664347920
2005-07-29,4658989680
2005-08-01,4557183120
2005-08-02,4589332560
2005-08-03,4597369920
2005-08-04,4546466640
2005-08-05,4482167760
2005-08-08,4452697440
2005-08-09,4444660080
2005-08-10,4487526000
2005-08-11,4530391920
2005-08-12,4525033680
2005-08-15,4551824880
2005-08-16,4482167760
2005-08-17,4503600720
2005-08-18,4567899600
2005-08-19,4594690800
2005-08-22,4634877600
2005-08-23,4559862240
2005-08-24,4522354560
2005-08-25,4546466640
2005-08-26,4525033680
2005-08-29,4575936960
2005-08-30,4500921600
2005-08-31,4495512900
2005-09-01,4437164060
2005-09-02,4447772940
2005-09-06,4405337420
2005-09-07,3882850080
2005-09-08,3877545640
2005-09-09,3898763400
2005-09-12,3980982220
2005-09-13,3978330000
2005-09-14,4018113300
2005-09-15,4044635500
2005-09-16,4118897660
2005-09-19,4092375460
2005-09-20,4108288780
2005-09-21,4110941000
2005-09-22,4110941000
2005-09-23,4126854320
2005-09-26,4116245440
2005-09-27,4110941000
2005-09-28,4243552000
2005-09-29,4293944180
2005-09-30,4328423040
2005-10-03,4336379700
2005-10-04,4336379700
2005-10-05,4336379700
2005-10-06,4206420920
2005-10-07,4230290900
2005-10-10,4182550940
2005-10-11,4105636560
2005-10-12,4116245440
2005-10-13,4087071020
2005-10-14,4087071020
2005-10-17,4081766580
2005-10-18,4049939940
2005-10-19,4044635500
2005-10-20,3991591100
2005-10-21,4034026620
2005-10-24,4015461080
2005-10-25,3994243320
2005-10-26,3959764460
2005-10-27,3917328940
2005-10-28,3994243320
2005-10-31,4015461080
2005-11-01,3980982220
2005-11-02,3965068900
2005-11-03,3951807800
2005-11-04,3980982220
2005-11-07,3983634440
2005-11-08,4010156640
2005-11-09,4036678840
2005-11-10,4073809920
2005-11-11,4084418800
2005-11-14,4105636560
2005-11-15,4039331060
2005-11-16,4047287720
2005-11-17,4044635500
2005-11-18,4063201040
2005-11-21,4097679900
2005-11-22,4129506540
2005-11-23,4142767640
2005-11-25,4137463200
2005-11-28,4161333180
2005-11-29,4156028740
2005-11-30,4140115420
2005-12-01,4201116480
2005-12-02,4217029800
2005-12-05,4161333180
2005-12-06,4193159820
2005-12-07,4148072080
2005-12-08,3965068900
2005-12-09,3996895540
2005-12-12,3954460020
2005-12-13,3983634440
2005-12-14,4020765520
2005-12-15,4041983280
2005-12-16,4015461080
2005-12-19,4007504420
2005-12-20,4002199980
2005-12-21,4057896600
2005-12-22,4063201040
2005-12-23,4055244380
2005-12-27,4073809920
2005-12-28,4047287720
2005-12-29,4087071020
2005-12-30,4100332120
2006-01-03,4140115420
2006-01-04,4259465319
2006-01-05,4235595340
2006-01-06,4190507600
2006-01-09,4145419860
2006-01-10,4079114360
2006-01-11,4015461080
2006-01-12,4071157700
2006-01-13,4092375460
2006-01-17,4068505480
2006-01-18,4065853260
2006-01-19,4097679900
2006-01-20,4044635500
2006-01-23,4145419860
2006-01-24,4169289840
2006-01-25,4110941000
2006-01-26,4097679900
2006-01-27,4132158760
2006-01-30,4071157700
2006-01-31,4007504420
2006-02-01,4034026620
2006-02-02,4041983280
2006-02-03,4060548820
2006-02-06,4076462140
2006-02-07,4079114360
2006-02-08,4156028740
2006-02-09,4190507600
2006-02-10,4232943120
2006-02-13,4201116480
2006-02-14,4219682020
2006-02-15,4262117540
2006-02-16,4315161940
2006-02-17,4362901900
2006-02-21,4362901900
2006-02-22,4357597460
2006-02-23,4415946300
2006-02-24,4423902960
2006-02-27,4410641860
2006-02-28,4340856880
2006-03-01,4335569600
2006-03-02,4332925960
2006-03-03,4343500520
2006-03-06,4324995040
2006-03-07,4332925960
2006-03-08,4385798760
2006-03-09,4417522440
2006-03-10,4462464320
2006-03-13,4480969800
2006-03-14,4499475280
2006-03-15,4488900720
2006-03-16,4531198960
2006-03-17,4541773520
2006-03-20,4502118920
2006-03-21,4613151800
2006-03-22,4602577240
2006-03-23,4626370000
2006-03-24,4631657280
2006-03-27,4525911680
2006-03-28,4480969800
2006-03-29,4517980760
2006-03-30,4454533400
2006-03-31,4475682520
2006-04-03,4475682520
2006-04-04,4520624400
2006-04-05,4491544360
2006-04-06,4451889760
2006-04-07,4473038880
2006-04-10,4507406200
2006-04-11,4470395240
2006-04-12,4454533400
2006-04-13,4436027920
2006-04-17,4414878800
2006-04-18,4391086040
2006-04-19,4433384280
2006-04-20,4494188000
2006-04-21,4536486240
2006-04-24,4531198960
2006-04-25,4570853560
2006-04-26,4594646320
2006-04-27,4626370000
2006-04-28,4605220880
2006-05-01,4586715400
2006-05-02,4647519120
2006-05-03,4552348080
2006-05-04,4578784480
2006-05-05,4629013640
2006-05-08,4642231840
2006-05-09,4660737320
2006-05-10,4647519120
2006-05-11,4589359040
2006-05-12,4576140840
2006-05-15,4631657280
2006-05-16,4673955520
2006-05-17,4605220880
2006-05-18,4586715400
2006-05-19,4629013640
2006-05-22,4605220880
2006-05-23,4573497200
2006-05-24,4589359040
2006-05-25,4615795440
2006-05-26,4621082720
2006-05-30,4586715400
2006-05-31,4534488020
2006-06-01,4513434100
2006-06-02,4492380180
2006-06-05,4445008860
2006-06-06,4434481900
2006-06-07,4429218420
2006-06-08,4368688400
2006-06-09,4371320140
2006-06-12,4376583620
2006-06-13,4321317080
2006-06-14,4321317080
2006-06-15,4342371000
2006-06-16,4339739260
2006-06-19,4302894900
2006-06-20,4310790120
2006-06-21,4292367939
2006-06-22,4281840980
2006-06-23,4281840980
2006-06-26,4321317080
2006-06-27,4300263160
2006-06-28,4413427980
2006-06-29,4421323200
2006-06-30,4413427980
2006-07-03,4450272340
2006-07-05,4416059720
2006-07-06,4502907140
2006-07-07,4487116700
2006-07-10,4526592800
2006-07-11,4579227600
2006-07-12,4566068900
2006-07-13,4531856280
2006-07-14,4508170620
2006-07-17,4531856280
2006-07-18,4552910200
2006-07-19,4587122820
2006-07-20,4576595860
2006-07-21,4581859340
2006-07-24,4592386300
2006-07-25,4655548060
2006-07-26,4587122820
2006-07-27,4555541940
2006-07-28,4584491080
2006-07-31,4613440220
2006-08-01,4660811540
2006-08-02,4600281520
2006-08-03,4613440220
2006-08-04,4650284580
2006-08-07,4639757620
2006-08-08,4676601980
2006-08-09,4676601980
2006-08-10,4742395480
2006-08-11,4689760680
2006-08-14,4689760680
2006-08-15,4705551120
2006-08-16,4700287640
2006-08-17,4671338500
2006-08-18,4673970240
2006-08-21,4723973300
2006-08-22,4752922440
2006-08-23,4681865460
2006-08-24,4718709820
2006-08-25,4697655900
2006-08-28,4705551120
2006-08-29,4773976360
2006-08-30,4742395480
2006-08-31,4747128480
2006-09-01,4783624800
2006-09-05,4747128480
2006-09-06,4773197280
2006-09-07,4747128480
2006-09-08,4775804160
2006-09-11,4770590400
2006-09-12,4791445440
2006-09-13,4812300480
2006-09-14,4791445440
2006-09-15,4812300480
2006-09-18,4754949120
2006-09-19,4778411040
2006-09-20,4788838560
2006-09-21,4791445440
2006-09-22,4775804160
2006-09-25,4820121120
2006-09-26,4827941760
2006-09-27,4989568320
2006-09-28,4874865600
2006-09-29,4950465120
2006-10-02,4924396320
2006-10-03,4898327520
2006-10-04,4953072000
2006-10-05,4916575680
2006-10-06,4864438080
2006-10-09,4903541280
2006-10-10,4864438080
2006-10-11,4794052320
2006-10-12,4851403680
2006-10-13,4788838560
2006-10-16,4822728000
2006-10-17,4820121120
2006-10-18,4851403680
2006-10-19,4867044960
2006-10-20,4822728000
2006-10-23,4822728000
2006-10-24,4807086720
2006-10-25,4809693600
2006-10-26,4833155520
2006-10-27,4783624800
2006-10-30,4812300480
2006-10-31,4874865600
2006-11-01,4856617440
2006-11-02,4838369280
2006-11-03,4809693600
2006-11-06,4830548640
2006-11-07,4817514240
2006-11-08,4859224320
2006-11-09,4838369280
2006-11-10,4898327520
2006-11-13,4934823840
2006-11-14,4955678880
2006-11-15,4979140800
2006-11-16,5007816480
2006-11-17,5041705920
2006-11-20,5072988480
2006-11-21,5054740320
2006-11-22,5054740320
2006-11-24,5033885280
2006-11-27,4958285760
2006-11-28,4994782080
2006-11-29,5023457760
2006-11-30,5046919680
2006-12-01,5065167840
2006-12-04,5101664160
2006-12-05,5106877920
2006-12-06,5122519200
2006-12-07,5065167840
2006-12-08,5101664160
2006-12-11,5109484800
2006-12-12,5151194880
2006-12-13,5140767360
2006-12-14,5135553600
2006-12-15,5135553600
2006-12-18,5138160480
2006-12-19,5140767360
2006-12-20,5159015520
2006-12-21,5093843520
2006-12-22,5088629760
2006-12-26,5125126080
2006-12-27,5072988480
2006-12-28,5078202240
2006-12-29,5026064640
2007-01-03,5005209600
2007-01-04,4981747680
2007-01-05,4953072000
2007-01-08,4940037600
2007-01-09,4958285760
2007-01-10,4950465120
2007-01-11,4971320160
2007-01-12,4950465120
2007-01-16,4958285760
2007-01-17,4958285760
2007-01-18,4953072000
2007-01-19,4971320160
2007-01-22,5007816480
2007-01-23,5049526560
2007-01-24,5018244000
2007-01-25,5109484800
2007-01-26,5018244000
2007-01-29,5023457760
2007-01-30,5062560960
2007-01-31,5088629760
2007-02-01,5109484800
2007-02-02,5106877920
2007-02-05,5114698560
2007-02-06,5099057280
2007-02-07,5104271040
2007-02-08,5101664160
2007-02-09,5088629760
2007-02-12,5072988480
2007-02-13,5119912320
2007-02-14,5119912320
2007-02-15,5101664160
2007-02-16,5119912320
2007-02-20,5145981120
2007-02-21,5135553600
2007-02-22,5130339840
2007-02-23,5130339840
2007-02-26,5151194880
2007-02-27,4968713280
2007-02-28,4982142000
2007-03-01,4932685000
2007-03-02,4878022000
2007-03-05,4851992000
2007-03-06,4802535000
2007-03-07,4776505000
2007-03-08,4870213000
2007-03-09,4885831000
2007-03-12,4950906000
2007-03-13,4885831000
2007-03-14,4885831000
2007-03-15,4922273000
2007-03-16,4898846000
2007-03-19,4932685000
2007-03-20,4945700000
2007-03-21,5057629000
2007-03-22,5060232000
2007-03-23,5099277000
2007-03-26,5091468000
2007-03-27,5034202000
2007-03-28,4982142000
2007-03-29,5005569000
2007-03-30,5013378000
2007-04-02,4969127000
2007-04-03,4997760000
2007-04-04,4963921000
2007-04-05,4979539000
2007-04-09,4935288000
2007-04-10,4891037000
2007-04-11,4883228000
2007-04-12,4875419000
2007-04-13,5005569000
2007-04-16,5028996000
2007-04-17,5010775000
2007-04-18,4966524000
2007-04-19,4927479000
2007-04-20,4958715000
2007-04-23,4979539000
2007-04-24,4961318000
2007-04-25,4948303000
2007-04-26,4880625000
2007-04-27,4854595000
2007-04-30,4831168000
2007-05-01,4841580000
2007-05-02,4833771000
2007-05-03,4862404000
2007-05-04,4851992000
2007-05-07,4851992000
2007-05-08,4805138000
2007-05-09,4807741000
2007-05-10,4776505000
2007-05-11,4812947000
2007-05-14,4851992000
2007-05-15,4844183000
2007-05-16,4885831000
2007-05-17,4865007000
2007-05-18,4867610000
2007-05-21,4849389000
2007-05-22,4841580000
2007-05-23,4859801000
2007-05-24,4844183000
2007-05-25,4857198000
2007-05-29,4846786000
2007-05-30,4880625000
2007-05-31,4812848000
2007-06-01,4818012000
2007-06-04,4781864000
2007-06-05,4727642000
2007-06-06,4730224000
2007-06-07,4789610000
2007-06-08,4823176000
2007-06-11,4854160000
2007-06-12,4802520000
2007-06-13,4861906000
2007-06-14,4843832000
2007-06-15,4856742000
2007-06-18,4836086000
2007-06-19,4810266000
2007-06-20,4787028000
2007-06-21,4828340000
2007-06-22,4766372000
2007-06-25,4732806000
2007-06-26,4583050000
2007-06-27,4954858000
2007-06-28,4960022000
2007-06-29,4929038000
2007-07-02,4910964000
2007-07-03,4854160000
2007-07-05,4805102000
2007-07-06,4833504000
2007-07-09,4879980000
2007-07-10,4758626000
2007-07-11,4789610000
2007-07-12,4781864000
2007-07-13,4802520000
2007-07-16,4763790000
2007-07-17,4745716000
2007-07-18,4706986000
2007-07-19,4766372000
2007-07-20,4730224000
2007-07-23,4740552000
2007-07-24,4660510000
2007-07-25,4670838000
2007-07-26,4559812000
2007-07-27,4497844000
2007-07-30,4503008000
2007-07-31,4410056000
2007-08-01,4601124000
2007-08-02,4588214000
2007-08-03,4500426000
2007-08-06,4683748000
2007-08-07,4704404000
2007-08-08,4952276000
2007-08-09,4861906000
2007-08-10,4634690000
2007-08-13,4564976000
2007-08-14,4601124000
2007-08-15,4709568000
2007-08-16,4771536000
2007-08-17,4841250000
2007-08-20,4779282000
2007-08-21,4712150000
2007-08-22,4812848000
2007-08-23,4717314000
2007-08-24,4766372000
2007-08-27,4670838000
2007-08-28,4559812000
2007-08-29,4621780000
2007-08-30,4564976000
2007-08-31,4576002869
2007-09-04,4568342150
2007-09-05,4504502824
2007-09-06,4512163544
2007-09-07,4468752802
2007-09-10,4440663499
2007-09-11,4512163544
2007-09-12,4519824263
2007-09-13,4542806420
2007-09-14,4519824263
2007-09-17,4486627813
2007-09-18,4583663588
2007-09-19,4652610060
2007-09-20,4660270779
2007-09-21,4688360083
2007-09-24,4670485071
2007-09-25,4673038644
2007-09-26,4856895903
2007-09-27,4757306554
2007-09-28,4593877880
2007-10-01,4586217161
2007-10-02,4565788577
2007-10-03,4473859948
2007-10-04,4478967094
2007-10-05,4532592128
2007-10-08,4527484982
2007-10-09,4553020712
2007-10-10,4524931409
2007-10-11,4478967094
2007-10-12,4535145701
2007-10-15,4512163544
2007-10-16,4537699274
2007-10-17,4591324307
2007-10-18,4568342150
2007-10-19,4542806420
2007-10-22,4573449296
2007-10-23,4555574285
2007-10-24,4496842105
2007-10-25,4463645656
2007-10-26,4453431364
2007-10-29,4422788487
2007-10-30,4433002780
2007-10-31,4473859948
2007-11-01,4415127768
2007-11-02,4392145611
2007-11-05,4404913476
2007-11-06,4407467049
2007-11-07,4397252757
2007-11-08,4443217072
2007-11-09,4455984937
2007-11-12,4473859948
2007-11-13,4568342150
2007-11-14,4775181566
2007-11-15,4805824442
2007-11-16,4856895903
2007-11-19,4757306554
2007-11-20,4823699453
2007-11-21,4785395858
2007-11-23,4836467318
2007-11-26,4759860127
2007-11-27,4877324487
2007-11-28,4941163813
2007-11-29,4879878060
2007-11-30,4892160000
2007-12-03,4871680000
2007-12-04,4869120000
2007-12-05,4938240000
2007-12-06,4963840000
2007-12-07,4910080000
2007-12-10,4979200000
2007-12-11,4851200000
2007-12-12,4897280000
2007-12-13,4869120000
2007-12-14,4743680000
2007-12-17,4720640000
2007-12-18,4823040000
2007-12-19,4904960000
2007-12-20,4889600000
2007-12-21,4979200000
2007-12-24,4992000000
2007-12-26,4981760000
2007-12-27,4858880000
2007-12-28,4892160000
2007-12-31,4851200000
2008-01-02,4748800000
2008-01-03,4743680000
2008-01-04,4689920000
2008-01-07,4759040000
2008-01-08,4800000000
2008-01-09,4764160000
2008-01-10,4869120000
2008-01-11,4733440000
2008-01-14,4736000000
2008-01-15,4643840000
2008-01-16,4633600000
2008-01-17,4582400000
2008-01-18,4605440000
2008-01-22,4431360000
2008-01-23,4467200000
2008-01-24,4426240000
2008-01-25,4354560000
2008-01-28,4380160000
2008-01-29,4421120000
2008-01-30,4323840000
2008-01-31,4303360000
2008-02-01,4410880000
2008-02-04,4375040000
2008-02-05,4293120000
2008-02-06,4367360000
2008-02-07,4323840000
2008-02-08,4293120000
2008-02-11,4403200000
2008-02-12,4490240000
2008-02-13,4495360000
2008-02-14,4416000000
2008-02-15,4508160000
2008-02-19,4510720000
2008-02-20,4559360000
2008-02-21,4505600000
2008-02-22,4559360000
2008-02-25,4587520000
2008-02-26,4561920000
2008-02-27,4544000000
2008-02-28,4505600000
2008-02-29,4435002000
2008-03-03,4509648000
2008-03-04,4494204000
2008-03-05,4491630000
2008-03-06,4455594000
2008-03-07,4450446000
2008-03-10,4491630000
2008-03-11,4628052000
2008-03-12,4581720000
2008-03-13,4581720000
2008-03-14,4476186000
2008-03-17,4445298000
2008-03-18,4592016000
2008-03-19,4612608000
2008-03-20,4658940000
2008-03-24,4669236000
2008-03-25,4669236000
2008-03-26,4648644000
2008-03-27,4870008000
2008-03-28,4743882000
2008-03-31,4759326000
2008-04-01,4870008000
2008-04-02,4839120000
2008-04-03,4857138000
2008-04-04,4862286000
2008-04-07,4870008000
2008-04-08,4859712000
2008-04-09,4862286000
2008-04-10,4787640000
2008-04-11,4756752000
2008-04-14,4774770000
2008-04-15,4779918000
2008-04-16,4826250000
2008-04-17,4823676000
2008-04-18,4890600000
2008-04-21,4867434000
2008-04-22,4823676000
2008-04-23,4877730000
2008-04-24,4864860000
2008-04-25,4890600000
2008-04-28,4900896000
2008-04-29,4862286000
2008-04-30,4862286000
2008-05-01,4890600000
2008-05-02,4787640000
2008-05-05,4718142000
2008-05-06,4725864000
2008-05-07,4715568000
2008-05-08,4769622000
2008-05-09,4749030000
2008-05-12,4813380000
2008-05-13,4803084000
2008-05-14,4808232000
2008-05-15,4777344000
2008-05-16,4790214000
2008-05-19,4813380000
2008-05-20,4772196000
2008-05-21,4689828000
2008-05-22,4738734000
2008-05-23,4674384000
2008-05-27,4728438000
2008-05-28,4749030000
2008-05-29,4831398000
2008-05-30,4836546000
2008-06-02,4861680000
2008-06-03,4856508000
2008-06-04,4856508000
2008-06-05,4931502000
2008-06-06,4882368000
2008-06-09,4908228000
2008-06-10,4913400000
2008-06-11,4853922000
2008-06-12,4835820000
2008-06-13,4913400000
2008-06-16,4869438000
2008-06-17,4843578000
2008-06-18,4812546000
2008-06-19,4835820000
2008-06-20,4799616000
2008-06-23,4794444000
2008-06-24,4802202000
2008-06-25,4789272000
2008-06-26,4722036000
2008-06-27,4639284000
2008-06-30,4610838000
2008-07-01,4608252000
2008-07-02,4590150000
2008-07-03,4590150000
2008-07-07,4618596000
2008-07-08,4701348000
2008-07-09,4719450000
2008-07-10,4688418000
2008-07-11,4724622000
2008-07-14,4771170000
2008-07-15,4908228000
2008-07-16,4959948000
2008-07-17,5047872000
2008-07-18,5019426000
2008-07-21,5006496000
2008-07-22,5076318000
2008-07-23,5081490000
2008-07-24,5112522000
2008-07-25,5084076000
2008-07-28,5089248000
2008-07-29,5161656000
2008-07-30,5296128000
2008-07-31,5184930000
2008-08-01,5151312000
2008-08-04,5246994000
2008-08-05,5332332000
2008-08-06,5428014000
2008-08-07,5272854000
2008-08-08,5373708000
2008-08-11,5363364000
2008-08-12,5386638000
2008-08-13,5350434000
2008-08-14,5298714000
2008-08-15,5371122000
2008-08-18,5324574000
2008-08-19,5265096000
2008-08-20,5244408000
2008-08-21,5231478000
2008-08-22,5252166000
2008-08-25,5174586000
2008-08-26,5161656000
2008-08-27,5249580000
2008-08-28,5301300000
2008-08-29,5231478000
2008-09-02,5273940000
2008-09-03,5260950000
2008-09-04,5201196000
2008-09-05,5201196000
2008-09-08,5305116000
2008-09-09,5372664000
2008-09-10,5294724000
2008-09-11,5281734000
2008-09-12,5401242000
2008-09-15,5315508000
2008-09-16,5307714000
2008-09-17,5172618000
2008-09-18,5136246000
2008-09-19,5193402000
2008-09-22,5079090000
2008-09-23,5034924000
2008-09-24,5001150000
2008-09-25,5027130000
2008-09-26,5047914000
2008-09-29,4910220000
2008-09-30,4995954000
2008-10-01,5066100000
2008-10-02,5024532000
2008-10-03,5001150000
2008-10-06,4905024000
2008-10-07,4806300000
2008-10-08,4746546000
2008-10-09,4476354000
2008-10-10,4450374000
2008-10-13,4811496000
2008-10-14,4640028000
2008-10-15,4403610000
2008-10-16,4494540000
2008-10-17,4476354000
2008-10-20,4486746000
2008-10-21,4437384000
2008-10-22,4323072000
2008-10-23,4388022000
2008-10-24,4094448000
2008-10-27,3987930000
2008-10-28,4180182000
2008-10-29,4143810000
2008-10-30,4213955999
2008-10-31,4372434000
2008-11-03,4333464000
2008-11-04,4351650000
2008-11-05,4190573999
2008-11-06,4060674000
2008-11-07,4045086000
2008-11-10,4026900000
2008-11-11,3909990000
2008-11-12,3912588000
2008-11-13,4143810000
2008-11-14,3998322000
2008-11-17,3959352000
2008-11-18,4003518000
2008-11-19,3881412000
2008-11-20,3738522000
2008-11-21,3933372000
2008-11-24,3972342000
2008-11-25,3935970000
2008-11-26,3860628000
2008-11-28,3868422000
2008-12-01,3755246000
2008-12-02,3799548000
2008-12-03,3778700000
2008-12-04,3760458000
2008-12-05,3875122000
2008-12-08,3895970000
2008-12-09,3820396000
2008-12-10,3807366000
2008-12-11,3763064000
2008-12-12,3833426000
2008-12-15,3794336000
2008-12-16,4010634000
2008-12-17,3976756000
2008-12-18,4083602000
2008-12-19,4104450000
2008-12-22,4073178000
2008-12-23,4018452000
2008-12-24,4075784000
2008-12-26,4104450000
2008-12-29,4052330000
2008-12-30,4146146000
2008-12-31,4151358000
2009-01-02,4198266000
2009-01-05,4169600000
2009-01-06,4156570000
2009-01-07,4080996000
2009-01-08,4080996000
2009-01-09,4021058000
2009-01-12,4047118000
2009-01-13,4031482000
2009-01-14,3948090000
2009-01-15,3927242000
2009-01-16,4039300000
2009-01-20,3976756000
2009-01-21,3971544000
2009-01-22,4010634000
2009-01-23,3966332000
2009-01-26,4078390000
2009-01-27,4044512000
2009-01-28,4130510000
2009-01-29,4193054000
2009-01-30,4174812000
2009-02-02,4182630000
2009-02-03,4328566000
2009-02-04,4281658000
2009-02-05,4294688000
2009-02-06,4315536000
2009-02-09,4258204000
2009-02-10,4151358000
2009-02-11,4187842000
2009-02-12,4195660000
2009-02-13,4166994000
2009-02-17,4062754000
2009-02-18,4013240000
2009-02-19,4101844000
2009-02-20,3927242000
2009-02-23,3872516000
2009-02-24,3927242000
2009-02-25,3984574000
2009-02-26,3890758000
2009-02-27,4086208000
2009-03-02,4061660000
2009-03-03,4069496000
2009-03-04,4093004000
2009-03-05,3954568000
2009-03-06,3959792000
2009-03-09,3873596000
2009-03-10,4025092000
2009-03-11,3967628000
2009-03-12,4090392000
2009-03-13,4155692000
2009-03-16,4268008000
2009-03-17,4304576000
2009-03-18,4218379999
2009-03-19,4213155999
2009-03-20,4241887999
2009-03-23,4367264000
2009-03-24,3951956000
2009-03-25,3904940000
2009-03-26,3829192000
2009-03-27,3831804000
2009-03-30,3834416000
2009-03-31,3863148000
2009-04-01,3876208000
2009-04-02,3829192000
2009-04-03,3823968000
2009-04-06,3829192000
2009-04-07,3776952000
2009-04-08,3776952000
2009-04-09,3782176000
