,BIG
2004-08-30,1393797200
2004-08-31,1370192570
2004-09-01,1369068540
2004-09-02,1391549140
2004-09-03,1390425110
2004-09-07,1418525860
2004-09-08,1391549140
2004-09-09,1367944510
2004-09-10,1391549140
2004-09-13,1411781680
2004-09-14,1428642130
2004-09-15,1432014220
2004-09-16,1449998700
2004-09-17,1458990940
2004-09-20,1462363030
2004-09-21,1488215720
2004-09-22,1474727360
2004-09-23,1414029740
2004-09-24,1414029740
2004-09-27,1396045260
2004-09-28,1373564660
2004-09-29,1360076300
2004-09-30,1374688690
2004-10-01,1335347640
2004-10-04,1425270040
2004-10-05,1432014220
2004-10-06,1365696450
2004-10-07,1292634500
2004-10-08,1291510470
2004-10-11,1287014350
2004-10-12,1282518230
2004-10-13,1284766290
2004-10-14,1284766290
2004-10-15,1272401960
2004-10-18,1306122860
2004-10-19,1292634500
2004-10-20,1300502710
2004-10-21,1316239130
2004-10-22,1324107340
2004-10-25,1344339880
2004-10-26,1365696450
2004-10-27,1372440630
2004-10-28,1388177050
2004-10-29,1392673170
2004-11-01,1353368620
2004-11-02,1360146760
2004-11-03,1344331100
2004-11-04,1359017070
2004-11-05,1401945290
2004-11-08,1395167150
2004-11-09,1405334360
2004-11-10,1423409400
2004-11-11,1432446920
2004-11-12,1442614130
2004-11-15,1468597000
2004-11-16,1439225060
2004-11-17,1468597000
2004-11-18,1434706300
2004-11-19,1397426530
2004-11-22,1396296840
2004-11-23,1406464050
2004-11-24,1421150020
2004-11-26,1412112500
2004-11-29,1371443660
2004-11-30,1310440400
2004-12-01,1335293580
2004-12-02,1343201410
2004-12-03,1331904510
2004-12-06,1322866990
2004-12-07,1300273190
2004-12-08,1329645130
2004-12-09,1327385750
2004-12-10,1325126370
2004-12-13,1335293580
2004-12-14,1420020330
2004-12-15,1410982810
2004-12-16,1357887380
2004-12-17,1294624740
2004-12-20,1295754430
2004-12-21,1310440400
2004-12-22,1335293580
2004-12-23,1336423270
2004-12-27,1333034200
2004-12-28,1354498310
2004-12-29,1357887380
2004-12-30,1363535830
2004-12-31,1370313970
2005-01-03,1328515440
2005-01-04,1279938770
2005-01-05,1279938770
2005-01-06,1225713650
2005-01-07,1230232410
2005-01-10,1243788690
2005-01-11,1258474660
2005-01-12,1278809080
2005-01-13,1299143500
2005-01-14,1304791950
2005-01-18,1300273190
2005-01-19,1283327840
2005-01-20,1256215280
2005-01-21,1253955900
2005-01-24,1248307450
2005-01-25,1238140240
2005-01-26,1265252800
2005-01-27,1267512180
2005-01-28,1260734040
2005-01-31,1272030940
2005-02-01,1288976290
2005-02-02,1365795210
2005-02-03,1422279710
2005-02-04,1421150020
2005-02-07,1409853120
2005-02-08,1387259320
2005-02-09,1348849860
2005-02-10,1343201410
2005-02-11,1347720170
2005-02-14,1364665520
2005-02-15,1355628000
2005-02-16,1344331100
2005-02-17,1334163890
2005-02-18,1308181020
2005-02-22,1276549700
2005-02-23,1338682650
2005-02-24,1317218540
2005-02-25,1323996680
2005-02-28,1318348230
2005-03-01,1340942030
2005-03-02,1327385750
2005-03-03,1356757690
2005-03-04,1355628000
2005-03-07,1370313970
2005-03-08,1345460790
2005-03-09,1334163890
2005-03-10,1342071720
2005-03-11,1337552960
2005-03-14,1362406140
2005-03-15,1375962420
2005-03-16,1351109240
2005-03-17,1355628000
2005-03-18,1355628000
2005-03-21,1344331100
2005-03-22,1334163890
2005-03-23,1334163890
2005-03-24,1345460790
2005-03-28,1343201410
2005-03-29,1310440400
2005-03-30,1339812340
2005-03-31,1357887380
2005-04-01,1338682650
2005-04-04,1316088850
2005-04-05,1308181020
2005-04-06,1310440400
2005-04-07,1276549700
2005-04-08,1241529310
2005-04-11,1224583960
2005-04-12,1215546440
2005-04-13,1198601090
2005-04-14,1201990160
2005-04-15,1142116590
2005-04-18,1179396360
2005-04-19,1165840080
2005-04-20,1138727520
2005-04-21,1178266670
2005-04-22,1148894730
2005-04-25,1172618220
2005-04-26,1165840080
2005-04-27,1164710390
2005-04-28,1152283800
2005-04-29,1150024420
2005-05-02,1167545640
2005-05-03,1160751000
2005-05-04,1217373000
2005-05-05,1259273280
2005-05-06,1257008400
2005-05-09,1269465240
2005-05-10,1295511360
2005-05-11,1277392320
2005-05-12,1272862560
2005-05-13,1237756920
2005-05-16,1264935480
2005-05-17,1443861000
2005-05-18,1508410080
2005-05-19,1516337160
2005-05-20,1454052960
2005-05-23,1431404160
2005-05-24,1424609520
2005-05-25,1424609520
2005-05-26,1421212200
2005-05-27,1433669040
2005-05-31,1433669040
2005-06-01,1458582720
2005-06-02,1491423480
2005-06-03,1458582720
2005-06-06,1463112480
2005-06-07,1461980040
2005-06-08,1433669040
2005-06-09,1499350560
2005-06-10,1520866920
2005-06-13,1533323760
2005-06-14,1548045480
2005-06-15,1561634760
2005-06-16,1597872840
2005-06-17,1596740400
2005-06-20,1570694280
2005-06-21,1542383280
2005-06-22,1563899640
2005-06-23,1545780600
2005-06-24,1480099080
2005-06-27,1465377360
2005-06-28,1493688360
2005-06-29,1507277640
2005-06-30,1499350560
2005-07-01,1485761280
2005-07-05,1531058880
2005-07-06,1506145200
2005-07-07,1278524760
2005-07-08,1262670600
2005-07-11,1273995000
2005-07-12,1273995000
2005-07-13,1302306000
2005-07-14,1307968200
2005-07-15,1303438440
2005-07-18,1315895280
2005-07-19,1379311920
2005-07-20,1401960720
2005-07-21,1399695840
2005-07-22,1438198800
2005-07-25,1417814880
2005-07-26,1452920520
2005-07-27,1458582720
2005-07-28,1486893720
2005-07-29,1468774680
2005-08-01,1477692800
2005-08-02,1491291200
2005-08-03,1459561600
2005-08-04,1419899600
2005-08-05,1383637200
2005-08-08,1398368800
2005-08-09,1419899600
2005-08-10,1406301200
2005-08-11,1441430400
2005-08-12,1439164000
2005-08-15,1449362800
2005-08-16,1356440400
2005-08-17,1428965200
2005-08-18,1438030800
2005-08-19,1431231600
2005-08-22,1416500000
2005-08-23,1390436400
2005-08-24,1390436400
2005-08-25,1388170000
2005-08-26,1359840000
2005-08-29,1337176000
2005-08-30,1308846000
2005-08-31,1338309200
2005-09-01,1285048800
2005-09-02,1269184000
2005-09-06,1305446400
2005-09-07,1312245600
2005-09-08,1334909600
2005-09-09,1336042800
2005-09-12,1325844000
2005-09-13,1300913600
2005-09-14,1287315200
2005-09-15,1292981200
2005-09-16,1304313200
2005-09-19,1272583600
2005-09-20,1237454400
2005-09-21,1201192000
2005-09-22,1239720800
2005-09-23,1253319200
2005-09-26,1254452400
2005-09-27,1249919600
2005-09-28,1218190000
2005-09-29,1237454400
2005-09-30,1245386800
2005-10-03,1245386800
2005-10-04,1260118400
2005-10-05,1202325200
2005-10-06,1295247600
2005-10-07,1313378800
2005-10-10,1294114400
2005-10-11,1260118400
2005-10-12,1227255600
2005-10-13,1238587600
2005-10-14,1252186000
2005-10-17,1285048800
2005-10-18,1270317200
2005-10-19,1297514000
2005-10-20,1273716800
2005-10-21,1309979200
2005-10-24,1339442400
2005-10-25,1288448400
2005-10-26,1262384800
2005-10-27,1226122400
2005-10-28,1264651200
2005-10-31,1307571980
2005-11-01,1313222680
2005-11-02,1339215900
2005-11-03,1338085760
2005-11-04,1339215900
2005-11-07,1384421500
2005-11-08,1382161220
2005-11-09,1419455840
2005-11-10,1462401160
2005-11-11,1461271020
2005-11-14,1400243460
2005-11-15,1368599540
2005-11-16,1387811920
2005-11-17,1417195560
2005-11-18,1429627100
2005-11-21,1429627100
2005-11-22,1447709340
2005-11-23,1431887380
2005-11-25,1428496960
2005-11-28,1384421500
2005-11-29,1377640660
2005-11-30,1388942060
2005-12-01,1400243460
2005-12-02,1412675000
2005-12-05,1394592760
2005-12-06,1395722900
2005-12-07,1385551640
2005-12-08,1382161220
2005-12-09,1390072200
2005-12-12,1383291360
2005-12-13,1381031080
2005-12-14,1397983180
2005-12-15,1356168000
2005-12-16,1356168000
2005-12-19,1327914500
2005-12-20,1343736460
2005-12-21,1352777580
2005-12-22,1369729680
2005-12-23,1387811920
2005-12-27,1353907720
2005-12-28,1393462620
2005-12-29,1387811920
2005-12-30,1357298140
2006-01-03,1376510520
2006-01-04,1377640660
2006-01-05,1408154440
2006-01-06,1396853040
2006-01-09,1444318920
2006-01-10,1446579200
2006-01-11,1466921720
2006-01-12,1442058640
2006-01-13,1474832700
2006-01-17,1428496960
2006-01-18,1457880600
2006-01-19,1472572420
2006-01-20,1505346480
2006-01-23,1471442280
2006-01-24,1510997180
2006-01-25,1516647880
2006-01-26,1566374040
2006-01-27,1552812360
2006-01-30,1520038300
2006-01-31,1510997180
2006-02-01,1515517740
2006-02-02,1556202780
2006-02-03,1518908160
2006-02-06,1506476620
2006-02-07,1490654660
2006-02-08,1525689000
2006-02-09,1496305360
2006-02-10,1518908160
2006-02-13,1494045080
2006-02-14,1538120540
2006-02-15,1539250680
2006-02-16,1555072640
2006-02-17,1553942500
2006-02-21,1586716560
2006-02-22,1439798360
2006-02-23,1445449060
2006-02-24,1446579200
2006-02-27,1451099760
2006-02-28,1436407940
2006-03-01,1492914940
2006-03-02,1479353260
2006-03-03,1466921720
2006-03-06,1465791580
2006-03-07,1447709340
2006-03-08,1491784800
2006-03-09,1465791580
2006-03-10,1505346480
2006-03-13,1469182000
2006-03-14,1479353260
2006-03-15,1492914940
2006-03-16,1520038300
2006-03-17,1582196000
2006-03-20,1570894600
2006-03-21,1566374040
2006-03-22,1581065860
2006-03-23,1611579640
2006-03-24,1625141320
2006-03-27,1593497400
2006-03-28,1569764460
2006-03-29,1588976840
2006-03-30,1575415160
2006-03-31,1577675440
2006-04-03,1560723340
2006-04-04,1590106980
2006-04-05,1611579640
2006-04-06,1582196000
2006-04-07,1547161660
2006-04-10,1532469840
2006-04-11,1499695780
2006-04-12,1514387600
2006-04-13,1535860260
2006-04-17,1547161660
2006-04-18,1621750900
2006-04-19,1593497400
2006-04-20,1669216780
2006-04-21,1643223560
2006-04-24,1614970060
2006-04-25,1625141320
2006-04-26,1638703000
2006-04-27,1634182440
2006-04-28,1633052300
2006-05-01,1554205060
2006-05-02,1580867620
2006-05-03,1594198900
2006-05-04,1618639580
2006-05-05,1644191200
2006-05-08,1646413080
2006-05-09,1641969320
2006-05-10,1637525560
2006-05-11,1605308300
2006-05-12,1550872240
2006-05-15,1559759760
2006-05-16,1546428480
2006-05-17,1533097200
2006-05-18,1524209680
2006-05-19,1537540960
2006-05-22,1529764380
2006-05-23,1500879940
2006-05-24,1500879940
2006-05-25,1811943028
2006-05-26,1790835391
2006-05-30,1763061780
2006-05-31,1801944568
2006-06-01,1836383931
2006-06-02,1793057048
2006-06-05,1756396140
2006-06-06,1788613400
2006-06-07,1798611971
2006-06-08,1865268371
2006-06-09,1814165019
2006-06-12,1804166559
2006-06-13,1757507080
2006-06-14,1761950840
2006-06-15,1808610431
2006-06-16,1805277500
2006-06-19,1776393060
2006-06-20,1788613400
2006-06-21,1818608891
2006-06-22,1884154128
2006-06-23,1818608891
2006-06-26,1809721371
2006-06-27,1788613400
2006-06-28,1791946108
2006-06-29,1886376120
2006-06-30,1897485519
2006-07-03,1874155891
2006-07-05,1840827580
2006-07-06,1868601080
2006-07-07,1829718068
2006-07-10,1850826040
2006-07-11,1810832088
2006-07-12,1810832088
2006-07-13,1807499380
2006-07-14,1777504000
2006-07-17,1728622640
2006-07-18,1705292900
2006-07-19,1744175800
2006-07-20,1774171180
2006-07-21,1748619560
2006-07-24,1774171180
2006-07-25,1823052540
2006-07-26,1783058588
2006-07-27,1761950840
2006-07-28,1798611971
2006-07-31,1749142240
2006-08-01,1718835320
2006-08-02,1740483119
2006-08-03,1829239099
2006-08-04,1829239099
2006-08-07,1877946650
2006-08-08,1857381240
2006-08-09,1856298849
2006-08-10,1882276101
2006-08-11,1889852831
2006-08-14,1903924010
2006-08-15,1923407030
2006-08-16,2002421500
2006-08-17,1975361750
2006-08-18,1971032190
2006-08-21,1995927160
2006-08-22,1980773700
2006-08-23,1928818980
2006-08-24,1936395710
2006-08-25,1948302000
2006-08-28,1964537849
2006-08-29,1980773700
2006-08-30,1979691310
2006-08-31,1986185650
2006-09-01,1980773700
2006-09-05,1980773700
2006-09-06,1981856089
2006-09-07,1985103260
2006-09-08,2024069300
2006-09-11,2083600750
2006-09-12,2135555470
2006-09-13,2223229060
2006-09-14,2166944780
2006-09-15,2118237230
2006-09-18,2098754210
2006-09-19,2121484400
2006-09-20,2151791320
2006-09-21,2131225910
2006-09-22,2083600750
2006-09-25,2139885030
2006-09-26,2157203270
2006-09-27,2199416480
2006-09-28,2182098240
2006-09-29,2144214589
2006-10-02,2170191950
2006-10-03,2214569940
2006-10-04,2214569940
2006-10-05,2211322770
2006-10-06,2175603900
2006-10-09,2152873710
2006-10-10,2160450440
2006-10-11,2200498870
2006-10-12,2244876860
2006-10-13,2256783150
2006-10-16,2267607050
2006-10-17,2262195100
2006-10-18,2225393840
2006-10-19,2224311450
2006-10-20,2225393840
2006-10-23,2252453590
2006-10-24,2237300130
2006-10-25,2212405160
2006-10-26,2248124030
2006-10-27,2183180630
2006-10-30,2295108720
2006-10-31,2317092520
2006-11-01,2265430590
2006-11-02,2262133020
2006-11-03,2236851650
2006-11-06,2370952830
2006-11-07,2374250400
2006-11-08,2373151210
2006-11-09,2339076320
2006-11-10,2359960930
2006-11-13,2353365790
2006-11-14,2366556070
2006-11-15,2434705850
2006-11-16,2539128900
2006-11-17,2454491270
2006-11-20,2473177500
2006-11-21,2572104600
2006-11-22,2545724040
2006-11-24,2547922420
2006-11-27,2464383980
2006-11-28,2454491270
2006-11-29,2464383980
2006-11-30,2452292890
2006-12-01,2397333390
2006-12-04,2517145100
2006-12-05,2529236190
2006-12-06,2574302980
2006-12-07,2562211890
2006-12-08,2571005410
2006-12-11,2602881920
2006-12-12,2555616750
2006-12-13,2541327280
2006-12-14,2630361670
2006-12-15,2635857620
2006-12-18,2624865720
2006-12-19,2578699740
2006-12-20,2563311080
2006-12-21,2590790830
2006-12-22,2563311080
2006-12-26,2534732140
2006-12-27,2566608650
2006-12-28,2554517560
2006-12-29,2519343480
2007-01-03,2510549960
2007-01-04,2543525660
2007-01-05,2552319180
2007-01-08,2640254380
2007-01-09,2693015500
2007-01-10,2660039800
2007-01-11,2800736120
2007-01-12,2849100480
2007-01-16,2845802910
2007-01-17,2784248270
2007-01-18,2830414250
2007-01-19,2852398050
2007-01-22,2826017490
2007-01-23,2827116680
2007-01-24,2852398050
2007-01-25,2791942600
2007-01-26,2823819110
2007-01-29,2858993190
2007-01-30,2867786710
2007-01-31,2850199670
2007-02-01,2868885900
2007-02-02,2857894000
2007-02-05,2922746210
2007-02-06,2923845400
2007-02-07,2975507330
2007-02-08,3013978980
2007-02-09,2898564030
2007-02-12,2877679420
2007-02-13,2896365650
2007-02-14,2902960790
2007-02-15,2931539730
2007-02-16,2902960790
2007-02-20,2916151070
2007-02-21,2956821100
2007-02-22,2919448640
2007-02-23,2934837300
2007-02-26,2918349450
2007-02-27,2771057990
2007-02-28,2749074190
2007-03-01,2690817120
2007-03-02,2645750330
2007-03-05,2581997310
2007-03-06,2647948710
2007-03-07,2655643040
2007-03-08,2720495250
2007-03-09,3170063960
2007-03-12,3276685390
2007-03-13,3109608510
2007-03-14,3301966760
2007-03-15,3432770370
2007-03-16,3364620590
2007-03-19,3460250120
2007-03-20,3497622580
2007-03-21,3561375600
2007-03-22,3563573980
2007-03-23,3646013230
2007-03-26,3571268310
2007-03-27,3524003140
2007-03-28,3485531490
2007-03-29,3528399900
2007-03-30,3438266320
2007-04-02,3554780460
2007-04-03,3644914039
2007-04-04,3683385690
2007-04-05,3721857340
2007-04-09,3730650859
2007-04-10,3765824940
2007-04-11,3538292609
2007-04-12,3577863449
2007-04-13,3540490990
2007-04-16,3583359400
2007-04-17,3556978840
2007-04-18,3529499090
2007-04-19,3544887750
2007-04-20,3536094230
2007-04-23,3537193420
2007-04-24,3547086130
2007-04-25,3630624570
2007-04-26,3616335100
2007-04-27,3620731859
2007-04-30,3539391800
2007-05-01,3491027440
2007-05-02,3537193420
2007-05-03,3577863449
2007-05-04,3599847250
2007-05-07,3492871999
2007-05-08,3522689200
2007-05-09,3586583200
2007-05-10,3567415000
2007-05-11,3588713000
2007-05-14,3528013700
2007-05-15,3477963399
2007-05-16,3497131600
2007-05-17,3454535599
2007-05-18,3517364700
2007-05-21,3529078600
2007-05-22,3543987200
2007-05-23,3548246800
2007-05-24,3502456100
2007-05-25,3569544800
2007-05-29,3656866600
2007-05-30,3791044000
2007-05-31,3354435000
2007-06-01,3315033700
2007-06-04,3402355500
2007-06-05,3302254900
2007-06-06,3309709200
2007-06-07,3194700000
2007-06-08,3251139700
2007-06-11,3233036400
2007-06-12,3187245700
2007-06-13,3205349000
2007-06-14,3224517200
2007-06-15,3218127800
2007-06-18,3185115900
2007-06-19,3139325200
2007-06-20,3122286800
2007-06-21,3182986100
2007-06-22,3160623200
2007-06-25,3111637800
2007-06-26,3077561000
2007-06-27,3162753000
2007-06-28,3238360900
2007-06-29,3132935800
2007-07-02,3226647000
2007-07-03,3230906600
2007-07-05,3200024500
2007-07-06,3301190000
2007-07-09,3247945000
2007-07-10,3147844400
2007-07-11,3165947700
2007-07-12,3277762200
2007-07-13,3246880100
2007-07-16,3132935800
2007-07-17,3088210000
2007-07-18,3058392800
2007-07-19,3083950400
2007-07-20,3025380900
2007-07-23,3029640500
2007-07-24,2965746500
2007-07-25,2992369000
2007-07-26,2982784900
2007-07-27,2897592900
2007-07-30,2863516100
2007-07-31,2753831400
2007-08-01,2705910900
2007-08-02,2794297600
2007-08-03,2639887100
2007-08-06,2722969080
2007-08-07,2695648320
2007-08-08,2692612680
2007-08-09,2519581200
2007-08-10,2630888000
2007-08-13,2606602880
2007-08-14,2421428840
2007-08-15,2429523880
2007-08-16,2483153520
2007-08-17,2544878200
2007-08-20,2618745440
2007-08-21,2618745440
2007-08-22,2683505760
2007-08-23,2701719600
2007-08-24,2794812560
2007-08-27,2657196880
2007-08-28,2661244400
2007-08-29,2925345080
2007-08-30,2932428240
2007-08-31,3012366760
2007-09-04,3043735040
2007-09-05,2893976800
2007-09-06,2924333200
2007-09-07,2832252120
2007-09-10,2855525360
2007-09-11,2963796520
2007-09-12,3023497440
2007-09-13,3094329040
2007-09-14,3000224200
2007-09-17,2964808400
2007-09-18,3132780480
2007-09-19,3070043920
2007-09-20,3109507240
2007-09-21,3161113120
2007-09-24,3132780480
2007-09-25,3114566640
2007-09-26,3185398240
2007-09-27,3146946800
2007-09-28,3019449920
2007-10-01,3022485560
2007-10-02,3079150840
2007-10-03,3044746920
2007-10-04,3029568720
2007-10-05,3111531000
2007-10-08,3048794440
2007-10-09,2990105400
2007-10-10,2980998480
2007-10-11,2975939080
2007-10-12,3007307360
2007-10-15,2850465960
2007-10-16,2897012440
2007-10-17,2948618320
2007-10-18,2899036200
2007-10-19,2714874040
2007-10-22,2680470120
2007-10-23,2664280040
2007-10-24,2784693760
2007-10-25,2329347760
2007-10-26,2414345680
2007-10-29,2492260440
2007-10-30,2477082240
2007-10-31,2426488240
2007-11-01,2293931960
2007-11-02,2356668520
2007-11-05,1795570420
2007-11-06,1766439939
2007-11-07,1683094400
2007-11-08,1713034060
2007-11-09,1681476040
2007-11-12,1649918020
2007-11-13,1700896360
2007-11-14,1715461600
2007-11-15,1652345560
2007-11-16,1607840660
2007-11-19,1567381660
2007-11-20,1600558040
2007-11-21,1650727200
2007-11-23,1688758660
2007-11-26,1644253760
2007-11-27,1603794760
2007-11-28,1687949480
2007-11-29,1658009819
2007-11-30,1510739060
2007-12-03,1421729260
2007-12-04,1401499760
2007-12-05,1419301720
2007-12-06,1458142360
2007-12-07,1452478100
2007-12-10,1451668920
2007-12-11,1373178460
2007-12-12,1395835500
2007-12-13,1380461080
2007-12-14,1352948960
2007-12-17,1357804040
2007-12-18,1328673560
2007-12-19,1301970620
2007-12-20,1293069640
2007-12-21,1337574540
2007-12-24,1348093880
2007-12-26,1266366700
2007-12-27,1273649320
2007-12-28,1276076860
2007-12-31,1293878820
2008-01-02,1257465720
2008-01-03,1190303780
2008-01-04,1130424460
2008-01-07,1098866440
2008-01-08,1067308420
2008-01-09,1049506460
2008-01-10,1065690060
2008-01-11,1021185159
2008-01-14,1098866440
2008-01-15,1157936580
2008-01-16,1172501820
2008-01-17,1143371340
2008-01-18,1166028380
2008-01-22,1215388360
2008-01-23,1312489960
2008-01-24,1294688000
2008-01-25,1241282120
2008-01-28,1256656540
2008-01-29,1283359480
2008-01-30,1301161439
2008-01-31,1403118120
2008-02-01,1416874180
2008-02-04,1305207340
2008-02-05,1258274900
2008-02-06,1226716880
2008-02-07,1359422400
2008-02-08,1334337819
2008-02-11,1507502340
2008-02-12,1470280060
2008-02-13,1456524000
2008-02-14,1408782380
2008-02-15,1421729260
2008-02-19,1410400740
2008-02-20,1432248600
2008-02-21,1360231580
2008-02-22,1381270260
2008-02-25,1399881400
2008-02-26,1389362060
2008-02-27,1432248600
2008-02-28,1441149580
2008-02-29,1363468300
2008-03-03,1391789600
2008-03-04,1406354840
2008-03-05,1717889140
2008-03-06,1619978360
2008-03-07,1679857680
2008-03-10,1594084600
2008-03-11,1679857680
2008-03-12,1702514720
2008-03-13,1700896360
2008-03-14,1650727200
2008-03-17,1615123280
2008-03-18,1700087180
2008-03-19,1683094400
2008-03-20,1764012400
2008-03-24,1916947420
2008-03-25,1912092340
2008-03-26,1886198580
2008-03-27,1861923180
2008-03-28,1814181560
2008-03-31,1804471400
2008-04-01,1863541540
2008-04-02,1858686460
2008-04-03,1855449740
2008-04-04,1880534319
2008-04-07,1836029420
2008-04-08,1788287800
2008-04-09,1720316680
2008-04-10,1755111420
2008-04-11,1721125860
2008-04-14,1765630760
2008-04-15,1789906160
2008-04-16,1824700900
2008-04-17,1815799920
2008-04-18,1881343500
2008-04-21,1904809720
2008-04-22,1828746800
2008-04-23,1874870060
2008-04-24,2022950000
2008-04-25,2083638500
2008-04-28,2162938140
2008-04-29,2171839120
2008-04-30,2187213540
2008-05-01,2254375480
2008-05-02,2290788580
2008-05-05,2243846160
2008-05-06,2253538800
2008-05-07,2236576680
2008-05-08,2247077040
2008-05-09,2245461600
2008-05-12,2296347960
2008-05-13,2322195000
2008-05-14,2344811160
2008-05-15,2360965560
2008-05-16,2310886920
2008-05-19,2263231440
2008-05-20,2227691760
2008-05-21,2149342920
2008-05-22,2182459440
2008-05-23,2173574520
2008-05-27,2219614560
2008-05-28,2304425160
2008-05-29,2476469520
2008-05-30,2508778320
2008-06-02,2486969880
2008-06-03,2526548160
2008-06-04,2539471680
2008-06-05,2617012800
2008-06-06,2475661800
2008-06-09,2512816920
2008-06-10,2476469520
2008-06-11,2575011360
2008-06-12,2666283720
2008-06-13,2731709040
2008-06-16,2757556080
2008-06-17,2746248000
2008-06-18,2679207240
2008-06-19,2783403120
2008-06-20,2668706880
2008-06-23,2587934880
2008-06-24,2570165040
2008-06-25,2611358760
2008-06-26,2530586760
2008-06-27,2600858400
2008-06-30,2523317280
2008-07-01,2566934160
2008-07-02,2596012080
2008-07-03,2612166480
2008-07-07,2600050680
2008-07-08,2620243680
2008-07-09,2621051400
2008-07-10,2518470960
2008-07-11,2429621760
2008-07-14,2191344360
2008-07-15,2221230000
2008-07-16,2376312240
2008-07-17,2430429480
2008-07-18,2348849760
2008-07-21,2344811160
2008-07-22,2356119240
2008-07-23,2424775440
2008-07-24,2355311520
2008-07-25,2244653880
2008-07-28,2283424440
2008-07-29,2398928400
2008-07-30,2462738280
2008-07-31,2460315120
2008-08-01,2516855520
2008-08-04,2626161600
2008-08-05,2777295900
2008-08-06,2605847850
2008-08-07,2544094050
2008-08-08,2678164800
2008-08-11,2755357049
2008-08-12,2752919400
2008-08-13,2696040900
2008-08-14,2708229150
2008-08-15,2820361050
2008-08-18,2759419800
2008-08-19,2652975750
2008-08-20,2644037700
2008-08-21,2650538100
2008-08-22,2718792300
2008-08-25,2686290300
2008-08-26,2496153600
2008-08-27,2392959750
2008-08-28,2401085250
2008-08-29,2402710350
2008-09-02,2455526100
2008-09-03,2527030500
2008-09-04,2455526100
2008-09-05,2510779500
2008-09-08,2657038500
2008-09-09,2665976550
2008-09-10,2645662800
2008-09-11,2697666000
2008-09-12,2631849450
2008-09-15,2564407800
2008-09-16,2506716750
2008-09-17,2374271100
2008-09-18,2612348250
2008-09-19,2566845450
2008-09-22,2429524500
2008-09-23,2388897000
2008-09-24,2405148000
2008-09-25,2453901000
2008-09-26,2468526900
2008-09-29,2330393400
2008-09-30,2261326650
2008-10-01,2216636400
2008-10-02,2209323450
2008-10-03,2213386200
2008-10-06,2166258300
2008-10-07,1945244700
2008-10-08,1938744300
2008-10-09,1801423350
2008-10-10,1895679149
2008-10-13,2078502899
2008-10-14,1877803050
2008-10-15,1629162750
2008-10-16,1842863400
2008-10-17,1843675950
2008-10-20,1829862600
2008-10-21,1858301850
2008-10-22,1735606800
2008-10-23,1691729100
2008-10-24,1677915750
2008-10-27,1604786250
2008-10-28,1810361400
2008-10-29,1802235900
2008-10-30,1844488500
2008-10-31,1985059650
2008-11-03,1921228800
2008-11-04,2022174720
2008-11-05,1896806400
2008-11-06,1409172480
2008-11-07,1461273600
2008-11-10,1349744639
2008-11-11,1379051520
2008-11-12,1285432320
2008-11-13,1437665280
2008-11-14,1254497280
2008-11-17,1231703040
2008-11-18,1277291520
2008-11-19,1124244480
2008-11-20,1103892480
2008-11-21,1208094720
2008-11-24,1301713920
2008-11-25,1307412480
2008-11-26,1440921600
2008-11-28,1426268160
2008-12-01,1265080320
2008-12-02,1308226560
2008-12-03,1405916160
2008-12-04,1325322240
2008-12-05,1302528000
2008-12-08,1257753600
2008-12-09,1253683200
2008-12-10,1291944960
2008-12-11,1215421440
2008-12-12,1259381760
2008-12-15,1211351040
2008-12-16,1271592960
2008-12-17,1285432320
2008-12-18,1266708480
2008-12-19,1271592960
2008-12-22,1187742720
2008-12-23,1118545920
2008-12-24,1160064000
2008-12-26,1155179520
2008-12-29,1111219200
2008-12-30,1152737280
2008-12-31,1179601920
2009-01-02,1182858240
2009-01-05,1239029760
2009-01-06,1252055040
2009-01-07,1234145280
2009-01-08,1216235520
2009-01-09,1147852800
2009-01-12,1123430400
2009-01-13,1140526080
2009-01-14,1085168640
2009-01-15,1164134400
2009-01-16,1187742720
2009-01-20,1115289600
2009-01-21,1150295040
2009-01-22,1148666880
2009-01-23,1143782400
2009-01-26,1135641600
2009-01-27,1097379840
2009-01-28,1143782400
2009-01-29,1094123520
2009-01-30,1094937600
2009-02-02,1057489920
2009-02-03,1136455680
2009-02-04,1104706560
2009-02-05,1118545920
2009-02-06,1160064000
2009-02-09,1238215680
2009-02-10,1239843840
2009-02-11,1247170560
2009-02-12,1247984640
2009-02-13,1196697600
2009-02-17,1165762560
2009-02-18,1152737280
2009-02-19,1177973760
2009-02-20,1151109120
2009-02-23,1123430400
2009-02-24,1190184960
2009-02-25,1235773440
2009-02-26,1225190400
2009-02-27,1262638080
2009-03-02,1200768000
2009-03-03,1183672320
2009-03-04,1396147200
2009-03-05,1387192320
2009-03-06,1425454080
2009-03-09,1441735680
2009-03-10,1512560639
2009-03-11,1612692480
2009-03-12,1633044480
2009-03-13,1638743040
2009-03-16,1596410880
2009-03-17,1667235840
2009-03-18,1701427200
2009-03-19,1675376639
2009-03-20,1602109440
2009-03-23,1705497600
2009-03-24,1675376639
2009-03-25,1711196160
2009-03-26,1800744960
2009-03-27,1760040960
2009-03-30,1723407360
2009-03-31,1691658240
2009-04-01,1714452480
2009-04-02,1799930880
2009-04-03,1819468800
2009-04-06,1773880320
2009-04-07,1739688960
2009-04-08,1858544639
2009-04-09,1970073600
2009-04-13,1955420160
2009-04-14,1959490560
2009-04-15,1987169280
2009-04-16,2078346240
