,EMR
2004-08-24,25902580000
2004-08-25,26053420000
2004-08-26,26212640000
2004-08-27,26053420000
2004-08-30,25927720000
2004-08-31,26086940000
2004-09-01,26003140000
2004-09-02,26187500000
2004-09-03,26120460000
2004-09-07,26480800000
2004-09-08,26296440000
2004-09-09,26187500000
2004-09-10,26681920000
2004-09-13,26824380000
2004-09-14,26581360000
2004-09-15,26170740000
2004-09-16,26271300000
2004-09-17,26288060000
2004-09-20,26237780000
2004-09-21,26497560000
2004-09-22,26187500000
2004-09-23,26036660000
2004-09-24,25978000000
2004-09-27,25701460000
2004-09-28,26019900000
2004-09-29,26053420000
2004-09-30,25893380272
2004-10-01,26729999990
2004-10-04,26704901398
2004-10-05,26286591539
2004-10-06,26671436609
2004-10-07,26403718300
2004-10-08,26328422525
2004-10-11,26336788722
2004-10-12,26386985905
2004-10-13,26228028159
2004-10-14,25977042243
2004-10-15,26328422525
2004-10-18,26378619708
2004-10-19,25935211258
2004-10-20,25951943652
2004-10-21,26194563370
2004-10-22,25985408441
2004-10-25,26027239426
2004-10-26,26445549285
2004-10-27,27064647877
2004-10-28,26780197173
2004-10-29,26796929567
2004-11-01,26888957736
2004-11-02,27416028158
2004-11-03,27759042243
2004-11-04,28486901397
2004-11-05,28202450693
2004-11-08,28411605623
2004-11-09,28110422524
2004-11-10,28227549285
2004-11-11,28486901397
2004-11-12,28704422524
2004-11-15,28461802806
2004-11-16,28470169003
2004-11-17,28227549285
2004-11-18,28461802806
2004-11-19,28168985905
2004-11-22,28503633792
2004-11-23,28461802806
2004-11-24,28311211257
2004-11-26,28185718299
2004-11-29,28135521116
2004-11-30,27951464778
2004-12-01,28428338017
2004-12-02,28261014074
2004-12-03,28470169003
2004-12-06,28846647876
2004-12-07,28553830975
2004-12-08,28704422524
2004-12-09,28729521116
2004-12-10,28578929566
2004-12-13,29039070411
2004-12-14,28947042242
2004-12-15,29198028158
2004-12-16,29298422524
2004-12-17,29323521115
2004-12-20,29131098580
2004-12-21,29465746467
2004-12-22,29198028158
2004-12-23,29181295763
2004-12-27,28963774637
2004-12-28,29198028158
2004-12-29,29214760552
2004-12-30,29382084496
2004-12-31,29041428586
2005-01-03,28461428586
2005-01-04,28130000014
2005-01-05,27873142871
2005-01-06,28063714300
2005-01-07,27815142871
2005-01-10,27873142871
2005-01-11,28105142871
2005-01-12,28005714300
2005-01-13,27666000014
2005-01-14,28096857157
2005-01-18,28229428586
2005-01-19,27889714300
2005-01-20,27359428585
2005-01-21,27011428585
2005-01-24,26970000013
2005-01-25,27342857157
2005-01-26,27400857157
2005-01-27,27202000014
2005-01-28,27094285728
2005-01-31,27856571442
2005-02-01,28337142871
2005-02-02,28204571443
2005-02-03,28378571443
2005-02-04,28478000014
2005-02-07,28304000014
2005-02-08,28461428586
2005-02-09,28030571443
2005-02-10,28063714300
2005-02-11,28270857157
2005-02-14,28096857157
2005-02-15,28171428586
2005-02-16,28246000014
2005-02-17,27740571442
2005-02-18,27724000014
2005-02-22,27152285728
2005-02-23,27135714299
2005-02-24,27525142871
2005-02-25,27641142871
2005-02-28,27475428585
2005-03-01,27384285728
2005-03-02,27442285728
2005-03-03,27351142871
2005-03-04,27699142871
2005-03-07,27939428585
2005-03-08,27980857157
2005-03-09,27848285728
2005-03-10,27964285728
2005-03-11,27831714300
2005-03-14,28163142871
2005-03-15,27715714300
2005-03-16,27400857157
2005-03-17,27500285728
2005-03-18,27351142871
2005-03-21,27641142871
2005-03-22,27508571442
2005-03-23,27309714299
2005-03-24,27425714299
2005-03-28,27351142871
2005-03-29,26605428585
2005-03-30,26878857156
2005-03-31,27024837224
2005-04-01,26625209317
2005-04-04,26533627921
2005-04-05,27141395364
2005-04-06,26908279084
2005-04-07,27532697689
2005-04-08,27166372108
2005-04-11,27158046526
2005-04-12,27199674433
2005-04-13,26841674433
2005-04-14,26508651177
2005-04-15,26009116293
2005-04-18,26067395363
2005-04-19,26300511642
2005-04-20,26109023270
2005-04-21,26924930247
2005-04-22,26716790712
2005-04-25,26891627921
2005-04-26,26308837224
2005-04-27,26175627921
2005-04-28,25542883735
2005-04-29,26092372107
2005-05-02,26641860480
2005-05-03,27432790713
2005-05-04,27890697690
2005-05-05,27732511643
2005-05-06,27832418620
2005-05-09,28048883736
2005-05-10,27699209317
2005-05-11,27715860480
2005-05-12,27491069782
2005-05-13,27224651178
2005-05-16,27615953503
2005-05-17,27740837224
2005-05-18,28240372108
2005-05-19,28223720946
2005-05-20,28065534899
2005-05-23,28306976760
2005-05-24,28223720946
2005-05-25,27715860480
2005-05-26,27890697690
2005-05-27,27948976759
2005-05-31,27674232573
2005-06-01,27907348852
2005-06-02,27857395364
2005-06-03,27574325596
2005-06-06,27699209317
2005-06-07,27307906991
2005-06-08,27216325596
2005-06-09,27249627922
2005-06-10,27049813968
2005-06-13,27074790712
2005-06-14,27099767456
2005-06-15,27141395364
2005-06-16,27257953503
2005-06-17,27474418620
2005-06-20,27083116294
2005-06-21,27108093038
2005-06-22,27174697689
2005-06-23,26691813968
2005-06-24,26358790712
2005-06-27,26300511642
2005-06-28,26766744201
2005-06-29,26508651177
2005-06-30,25969119535
2005-07-01,26010577261
2005-07-05,26251032071
2005-07-06,25844746357
2005-07-07,26027160351
2005-07-08,26466612246
2005-07-11,26508069972
2005-07-12,26284198252
2005-07-13,26383696794
2005-07-14,26574402333
2005-07-15,26640734695
2005-07-18,26566110788
2005-07-19,26889481051
2005-07-20,27254309039
2005-07-21,27121644316
2005-07-22,27204559768
2005-07-25,27022145774
2005-07-26,27304058310
2005-07-27,27552804666
2005-07-28,27677177844
2005-07-29,27279183675
2005-08-01,27279183675
2005-08-02,28191253646
2005-08-03,28265877552
2005-08-04,28216128281
2005-08-05,28066880468
2005-08-08,28149795920
2005-08-09,28390250730
2005-08-10,28191253646
2005-08-11,28614122450
2005-08-12,28423416911
2005-08-15,28398542275
2005-08-16,27959090380
2005-08-17,27776676386
2005-08-18,27776676386
2005-08-19,27967381925
2005-08-22,28174670555
2005-08-23,27925924199
2005-08-24,27469889214
2005-08-25,27776676386
2005-08-26,27627428573
2005-08-29,27760093296
2005-08-30,27386973762
2005-08-31,27892758019
2005-09-01,27909341109
2005-09-02,27851300293
2005-09-06,28232711371
2005-09-07,28232711371
2005-09-08,28158087465
2005-09-09,28249294462
2005-09-12,28290752188
2005-09-13,28042005832
2005-09-14,27992256561
2005-09-15,27569387756
2005-09-16,27901049564
2005-09-19,27876174928
2005-09-20,28274169097
2005-09-21,27809842567
2005-09-22,28091755103
2005-09-23,28862868806
2005-09-26,28862868806
2005-09-27,29103323616
2005-09-28,29526192421
2005-09-29,29799813412
2005-09-30,29232857132
2005-10-03,29216571418
2005-10-04,28784999989
2005-10-05,28451142847
2005-10-06,28662857132
2005-10-07,28467428561
2005-10-10,28231285704
2005-10-11,28092857133
2005-10-12,27929999990
2005-10-13,27946285704
2005-10-14,28280142847
2005-10-17,28084714275
2005-10-18,27815999990
2005-10-19,28296428561
2005-10-20,27938142847
2005-10-21,27946285704
2005-10-24,28402285704
2005-10-25,28459285704
2005-10-26,28214999990
2005-10-27,27653142847
2005-10-28,27929999990
2005-10-31,28320857132
2005-11-01,28597714275
2005-11-02,28744285704
2005-11-03,28703571418
2005-11-04,28744285704
2005-11-07,28947857132
2005-11-08,28923428561
2005-11-09,28670999989
2005-11-10,29078142846
2005-11-11,29135142846
2005-11-14,29208428561
2005-11-15,29216571418
2005-11-16,29273571418
2005-11-17,29680714275
2005-11-18,29517857132
2005-11-21,29664428561
2005-11-22,29810999989
2005-11-23,29810999989
2005-11-25,29721428561
2005-11-28,30250714275
2005-11-29,30771857132
2005-11-30,30788142846
2005-12-01,31447714274
2005-12-02,31472142846
2005-12-05,31349999989
2005-12-06,31439571417
2005-12-07,31187142846
2005-12-08,31195285703
2005-12-09,31032428560
2005-12-12,31178999989
2005-12-13,31504714274
2005-12-14,31512857131
2005-12-15,30861428560
2005-12-16,30747428560
2005-12-19,30722999989
2005-12-20,30690428560
2005-12-21,30755571417
2005-12-22,31097571417
2005-12-23,31252285703
2005-12-27,30853285703
2005-12-28,30845142846
2005-12-29,30706714274
2005-12-30,30413571417
2006-01-03,30764867942
2006-01-04,30805811338
2006-01-05,30740301904
2006-01-06,31256188697
2006-01-09,31632867942
2006-01-10,32140566056
2006-01-11,32017735867
2006-01-12,32017735867
2006-01-13,32230641528
2006-01-17,31919471716
2006-01-18,32017735867
2006-01-19,32386226433
2006-01-20,31763886810
2006-01-23,31477283037
2006-01-24,31608301905
2006-01-25,32017735867
2006-01-26,31780264169
2006-01-27,31903094358
2006-01-30,31608301905
2006-01-31,31714754735
2006-02-01,32099622660
2006-02-02,31690188697
2006-02-03,31673811339
2006-02-06,31477283037
2006-02-07,32328905678
2006-02-08,32754717000
2006-02-09,33606339642
2006-02-10,33925698132
2006-02-13,33983018887
2006-02-14,34523471718
2006-02-15,34335132095
2006-02-16,33884754736
2006-02-17,33532641528
2006-02-21,33557207566
2006-02-22,34154981151
2006-02-23,34048528321
2006-02-24,33901132095
2006-02-27,34097660397
2006-02-28,33499886811
2006-03-01,34417018887
2006-03-02,34146792472
2006-03-03,34154981151
2006-03-06,33925698132
2006-03-07,34228679264
2006-03-08,34032150963
2006-03-09,34318754736
2006-03-10,34597169831
2006-03-13,34564415114
2006-03-14,34973849076
2006-03-15,34932905680
2006-03-16,34834641529
2006-03-17,35080301907
2006-03-20,35063924548
2006-03-21,34711811340
2006-03-22,35031169831
2006-03-23,34695433982
2006-03-24,34932905680
2006-03-27,34629924548
2006-03-28,34842830208
2006-03-29,34851018888
2006-03-30,34351509453
2006-03-31,34448339001
2006-04-03,34431864425
2006-04-04,34242406797
2006-04-05,34151796628
2006-04-06,34102372899
2006-04-07,33616372899
2006-04-10,33468101712
2006-04-11,33418677983
2006-04-12,33501050865
2006-04-13,33476339000
2006-04-17,33344542390
2006-04-18,34333016967
2006-04-19,35066135611
2006-04-20,35272067815
2006-04-21,35535661035
2006-04-24,35387389849
2006-04-25,35008474595
2006-04-26,35066135611
2006-04-27,34884915272
2006-04-28,34992000018
2006-05-01,35181457645
2006-05-02,35642745781
2006-05-03,35659220358
2006-05-04,35708644086
2006-05-05,36029898324
2006-05-08,35865152561
2006-05-09,35988711883
2006-05-10,35716881375
2006-05-11,35478000018
2006-05-12,35024949171
2006-05-15,35041423747
2006-05-16,34893152561
2006-05-17,34052949170
2006-05-18,33196271204
2006-05-19,32932677983
2006-05-22,32759694932
2006-05-23,32940915271
2006-05-24,33179796627
2006-05-25,33278644085
2006-05-26,33995288153
2006-05-30,33319830526
2006-05-31,33987050865
2006-06-01,34382440696
2006-06-02,34110610187
2006-06-05,33253932221
2006-06-06,33212745780
2006-06-07,32899728831
2006-06-08,32380779678
2006-06-09,33006813576
2006-06-12,32537288153
2006-06-13,32743220356
2006-06-14,33492813577
2006-06-15,33954101713
2006-06-16,33715220357
2006-06-19,33361016967
2006-06-20,33155084763
2006-06-21,33319830526
2006-06-22,33492813577
2006-06-23,33855254255
2006-06-26,33937627136
2006-06-27,33748169509
2006-06-28,33649322051
2006-06-29,34588372899
2006-06-30,34214137150
2006-07-03,34312101752
2006-07-05,33814115027
2006-07-06,34116172548
2006-07-07,33397765469
2006-07-10,33544712372
2006-07-11,33405929186
2006-07-12,33626349540
2006-07-13,32622212372
2006-07-14,32246681399
2006-07-17,31814004408
2006-07-18,31846659275
2006-07-19,32891615027
2006-07-20,32009933612
2006-07-21,31079269895
2006-07-24,31283362815
2006-07-25,31544601753
2006-07-26,31479292019
2006-07-27,31430309718
2006-07-28,31585420337
2006-07-31,32214026532
2006-08-01,32450774319
2006-08-02,32442610602
2006-08-03,32956924761
2006-08-04,32916106177
2006-08-07,32973252195
2006-08-08,32409955735
2006-08-09,31920132727
2006-08-10,32246681399
2006-08-11,32401792018
2006-08-14,32450774319
2006-08-15,32940597328
2006-08-16,33650840690
2006-08-17,33512057505
2006-08-18,33512057505
2006-08-21,33267146000
2006-08-22,33120199098
2006-08-23,33234491133
2006-08-24,33087544230
2006-08-25,32777322992
2006-08-28,33373274319
2006-08-29,33454911487
2006-08-30,33324292018
2006-08-31,33528384938
2006-09-01,33756969009
2006-09-05,34042699097
2006-09-06,33471238921
2006-09-07,33389601752
2006-09-08,33136526531
2006-09-11,33046725646
2006-09-12,33103871664
2006-09-13,33887588478
2006-09-14,33495730071
2006-09-15,33748805292
2006-09-18,33732477858
2006-09-19,33512057505
2006-09-20,33193672549
2006-09-21,32842632726
2006-09-22,32712013257
2006-09-25,32965088478
2006-09-26,33267146000
2006-09-27,33895752195
2006-09-28,34303938035
2006-09-29,34230464584
2006-10-02,33287589279
2006-10-03,33390892851
2006-10-04,33684910708
2006-10-05,33708749993
2006-10-06,33684910708
2006-10-09,33796160708
2006-10-10,33557767851
2006-10-11,33295535708
2006-10-12,33788214279
2006-10-13,33716696422
2006-10-16,34169642851
2006-10-17,34106071422
2006-10-18,33851785708
2006-10-19,34090178565
2006-10-20,33533928565
2006-10-23,33684910708
2006-10-24,33661071422
2006-10-25,33827946422
2006-10-26,33986874993
2006-10-27,33438571422
2006-10-30,33462410708
2006-10-31,33533928565
2006-11-01,33208124994
2006-11-02,32961785708
2006-11-03,32667767851
2006-11-06,32802857136
2006-11-07,34733839279
2006-11-08,34964285708
2006-11-09,34654374993
2006-11-10,34789464279
2006-11-13,34996071422
2006-11-14,34821249993
2006-11-15,34964285708
2006-11-16,35170892850
2006-11-17,35019910707
2006-11-20,35059642850
2006-11-21,35290089279
2006-11-22,35377499993
2006-11-24,35361607136
2006-11-27,34153749993
2006-11-28,34177589279
2006-11-29,34447767850
2006-11-30,34447767850
2006-12-01,33859732136
2006-12-04,33819999993
2006-12-05,34495446422
2006-12-06,34280892850
2006-12-07,34257053565
2006-12-08,34217321422
2006-12-11,34066339279
2006-12-12,34153749993
2006-12-13,34185535708
2006-12-14,34169642851
2006-12-15,33557767851
2006-12-18,33748482136
2006-12-19,34249107136
2006-12-20,35162946422
2006-12-21,35266249993
2006-12-22,34996071422
2006-12-26,35274196422
2006-12-27,35369553565
2006-12-28,35162946422
2006-12-29,35035803565
2007-01-03,34946516148
2007-01-04,34946516148
2007-01-05,34643741955
2007-01-08,34986354858
2007-01-09,34994322600
2007-01-10,34731387116
2007-01-11,34890741955
2007-01-12,35097903245
2007-01-16,35241322600
2007-01-17,35464419374
2007-01-18,35504258084
2007-01-19,35384741955
2007-01-22,35161645181
2007-01-23,35440516149
2007-01-24,35504258084
2007-01-25,35066032277
2007-01-26,34930580664
2007-01-29,35121806471
2007-01-30,35177580665
2007-01-31,35830935504
2007-02-01,36277129052
2007-02-02,36014193568
2007-02-05,36285096794
2007-02-06,35950451633
2007-02-07,35679548407
2007-02-08,35615806471
2007-02-09,35305064536
2007-02-12,35376774213
2007-02-13,35560032278
2007-02-14,36492258085
2007-02-15,36293064536
2007-02-16,36109806472
2007-02-20,36245258085
2007-02-21,36221354859
2007-02-22,36077935504
2007-02-23,36101838730
2007-02-26,35934516149
2007-02-27,34683580664
2007-02-28,34301129051
2007-03-01,34237387116
2007-03-02,33894774212
2007-03-05,33552161309
2007-03-06,33958516148
2007-03-07,33918677438
2007-03-08,34221451632
2007-03-09,34659677439
2007-03-12,34643741955
2007-03-13,33631838728
2007-03-14,33934612922
2007-03-15,33775258083
2007-03-16,33647774212
2007-03-19,34197548406
2007-03-20,34309096793
2007-03-21,35177580665
2007-03-22,34938548406
2007-03-23,34978387116
2007-03-26,34635774213
2007-03-27,34189580664
2007-03-28,33990387116
2007-03-29,34181612922
2007-03-30,34333000019
2007-04-02,34049361101
2007-04-03,34105166657
2007-04-04,34049361101
2007-04-05,34129083323
2007-04-09,34057333323
2007-04-10,33977611101
2007-04-11,33363749990
2007-04-12,33961666657
2007-04-13,34455944434
2007-04-16,34910361101
2007-04-17,35372749990
2007-04-18,35468416656
2007-04-19,35436527767
2007-04-20,35843111101
2007-04-23,35874999990
2007-04-24,35946749989
2007-04-25,36233749989
2007-04-26,37844138878
2007-04-27,38170999989
2007-04-30,37461472211
2007-05-01,36743972211
2007-05-02,37030972211
2007-05-03,37206361100
2007-05-04,37357833322
2007-05-07,37270138878
2007-05-08,37222305545
2007-05-09,37142583322
2007-05-10,36464944434
2007-05-11,36791805545
2007-05-14,36544666656
2007-05-15,36488861100
2007-05-16,36767888878
2007-05-17,36536694434
2007-05-18,36608444434
2007-05-21,36807749989
2007-05-22,36672222212
2007-05-23,37596999989
2007-05-24,37485388878
2007-05-25,37684694433
2007-05-29,37732527767
2007-05-30,38226805544
2007-05-31,38625416655
2007-06-01,38904444433
2007-06-04,38545694433
2007-06-05,38553666655
2007-06-06,38242749989
2007-06-07,37501333322
2007-06-08,38019527767
2007-06-11,38186944433
2007-06-12,37573083322
2007-06-13,38434083322
2007-06-14,38601499989
2007-06-15,38824722211
2007-06-18,39063888878
2007-06-19,39151583322
2007-06-20,38306527767
2007-06-21,38346388878
2007-06-22,38059388878
2007-06-25,37955749989
2007-06-26,37979666656
2007-06-27,37692666656
2007-06-28,37732527767
2007-06-29,37309999989
2007-07-02,37693650576
2007-07-03,37963628271
2007-07-05,37852460985
2007-07-06,38170081803
2007-07-09,38527405223
2007-07-10,37788936821
2007-07-11,38392416375
2007-07-12,39234111543
2007-07-13,39551732361
2007-07-16,39877293699
2007-07-17,40091687752
2007-07-18,39758185893
2007-07-19,40258438681
2007-07-20,39654959127
2007-07-23,39885234220
2007-07-24,39043539052
2007-07-25,38995895929
2007-07-26,38313011171
2007-07-27,37455434962
2007-07-30,38019211914
2007-07-31,37376029758
2007-08-01,38019211914
2007-08-02,37828639423
2007-08-03,36979003735
2007-08-06,38201843884
2007-08-07,38448000018
2007-08-08,38567107825
2007-08-09,36383464701
2007-08-10,37391910799
2007-08-13,38201843884
2007-08-14,37312505594
2007-08-15,36431107824
2007-08-16,36065843883
2007-08-17,36772550203
2007-08-20,37423672880
2007-08-21,36510513029
2007-08-22,37288684033
2007-08-23,36709026040
2007-08-24,37939806710
2007-08-27,37669829014
2007-08-28,37241040910
2007-08-29,38313011171
2007-08-30,38082736078
2007-08-31,39091182175
2007-09-04,39361159870
2007-09-05,38781501877
2007-09-06,38630631989
2007-09-07,37622185892
2007-09-10,37836579944
2007-09-11,38035092955
2007-09-12,38035092955
2007-09-13,38201843884
2007-09-14,38638572509
2007-09-17,38249487007
2007-09-18,39853472138
2007-09-19,40472832733
2007-09-20,39988460986
2007-09-21,39861412659
2007-09-24,39901115261
2007-09-25,40512535335
2007-09-26,40949263960
2007-09-27,42378557641
2007-09-28,42259449834
2007-10-01,42320069432
2007-10-02,41919861099
2007-10-03,41543194432
2007-10-04,41880624988
2007-10-05,42586874987
2007-10-08,42563333321
2007-10-09,42955694432
2007-10-10,42822291654
2007-10-11,42265138876
2007-10-12,41660902765
2007-10-15,41574583321
2007-10-16,41323472210
2007-10-17,41543194432
2007-10-18,42068958321
2007-10-19,39628472211
2007-10-22,39997291655
2007-10-23,40177777766
2007-10-24,40012986099
2007-10-25,40075763877
2007-10-26,40334722210
2007-10-29,40436736099
2007-10-30,39934513877
2007-10-31,41017430543
2007-11-01,40287638877
2007-11-02,40672152766
2007-11-05,40436736099
2007-11-06,42594722210
2007-11-07,43144027765
2007-11-08,43457916654
2007-11-09,42994930543
2007-11-12,42516249987
2007-11-13,43630555543
2007-11-14,43614861098
2007-11-15,43183263876
2007-11-16,43136180543
2007-11-19,42186666654
2007-11-20,42767361099
2007-11-21,41888472210
2007-11-23,42908611098
2007-11-26,42163124988
2007-11-27,42524097210
2007-11-28,44328958320
2007-11-29,44328958320
2007-11-30,44744861098
2007-12-03,45066597209
2007-12-04,45458958320
2007-12-05,45231388876
2007-12-06,45529583320
2007-12-07,45764999987
2007-12-10,45741458320
2007-12-11,44140624987
2007-12-12,44101388876
2007-12-13,44697777765
2007-12-14,44109236098
2007-12-17,42751666654
2007-12-18,43465763876
2007-12-19,43316666654
2007-12-20,43473611098
2007-12-21,43811041654
2007-12-24,45082291653
2007-12-26,45427569431
2007-12-27,44666388876
2007-12-28,44752708320
2007-12-31,44275742832
2008-01-02,43111414262
2008-01-03,43627157118
2008-01-04,42079928548
2008-01-07,42001785691
2008-01-08,41579814262
2008-01-09,41486042834
2008-01-10,41368828548
2008-01-11,40157614263
2008-01-14,40306085692
2008-01-15,39024542835
2008-01-16,38352514264
2008-01-17,37414799979
2008-01-18,38438471407
2008-01-22,39227714264
2008-01-23,39485585692
2008-01-24,40032585692
2008-01-25,40259199977
2008-01-28,40329528549
2008-01-29,40454557120
2008-01-30,39970071406
2008-01-31,39680942835
2008-02-01,40806199977
2008-02-04,41407899977
2008-02-05,39610614263
2008-02-06,38993285692
2008-02-07,39235528549
2008-02-08,39727828549
2008-02-11,40141985692
2008-02-12,40235757120
2008-02-13,41439157120
2008-02-14,40993742834
2008-02-15,40837457120
2008-02-19,41040628548
2008-02-20,41157842834
2008-02-21,40407671406
2008-02-22,40485814263
2008-02-25,40767128549
2008-02-26,41736099977
2008-02-27,41673585691
2008-02-28,41329757120
2008-02-29,39821599978
2008-03-03,40649914263
2008-03-04,39915371406
2008-03-05,40227942835
2008-03-06,39610614263
2008-03-07,38649457121
2008-03-10,37735185693
2008-03-11,39243342835
2008-03-12,39196457121
2008-03-13,38962028550
2008-03-14,38008685693
2008-03-17,38024314264
2008-03-18,38876071407
2008-03-19,37914914264
2008-03-20,38344699978
2008-03-24,39649685692
2008-03-25,40556142834
2008-03-26,40282642835
2008-03-27,39985699978
2008-03-28,39993514263
2008-03-31,40066756000
2008-04-01,41631742000
2008-04-02,41748532000
2008-04-03,41585026000
2008-04-04,41912038000
2008-04-07,41569454000
2008-04-08,40565060000
2008-04-09,40354838000
2008-04-10,40144616000
2008-04-11,39077934000
2008-04-14,39210296000
2008-04-15,39965538000
2008-04-16,41452664000
2008-04-17,40790854000
2008-04-18,41421520000
2008-04-21,41156796000
2008-04-22,41149010000
2008-04-23,41468236000
2008-04-24,41732960000
2008-04-25,41841964000
2008-04-28,41343660000
2008-04-29,41351446000
2008-04-30,40689636000
2008-05-01,41476022000
2008-05-02,41865322000
2008-05-05,41592812000
2008-05-06,43648316000
2008-05-07,42706210000
2008-05-08,42566062000
2008-05-09,42184548000
2008-05-12,43757320000
2008-05-13,43889682000
2008-05-14,44169978000
2008-05-15,44504776000
2008-05-16,44699426000
2008-05-19,44925220000
2008-05-20,44567064000
2008-05-21,44333484000
2008-05-22,44115476000
2008-05-23,43663888000
2008-05-27,44201122000
2008-05-28,45104298000
2008-05-29,44785072000
2008-05-30,45298948000
2008-06-02,44777286000
2008-06-03,44496990000
2008-06-04,44528134000
2008-06-05,45314520000
2008-06-06,43547098000
2008-06-09,43804036000
2008-06-10,43780678000
2008-06-11,42558276000
2008-06-12,42106688000
2008-06-13,43539312000
2008-06-16,43624958000
2008-06-17,43056580000
2008-06-18,42114474000
2008-06-19,42441486000
2008-06-20,41974326000
2008-06-23,41756318000
2008-06-24,39685242000
2008-06-25,39770888000
2008-06-26,38096898000
2008-06-27,37505162000
2008-06-30,38585835000
2008-07-01,38983788000
2008-07-02,37563642000
2008-07-03,38024019000
2008-07-07,38242503000
2008-07-08,38593638000
2008-07-09,38289321000
2008-07-10,38843334000
2008-07-11,38500002000
2008-07-14,38897955000
2008-07-15,37782126000
2008-07-16,38172276000
2008-07-17,39490983000
2008-07-18,39405150000
2008-07-21,39483180000
2008-07-22,39451968000
2008-07-23,39171060000
2008-07-24,38562426000
2008-07-25,38882349000
2008-07-28,38203488000
2008-07-29,39171060000
2008-07-30,39748482000
2008-07-31,38000610000
2008-08-01,37774323000
2008-08-04,37321749000
2008-08-05,37173492000
2008-08-06,38234700000
2008-08-07,37797732000
2008-08-08,38258109000
2008-08-11,38570229000
2008-08-12,38351745000
2008-08-13,38359548000
2008-08-14,38086443000
2008-08-15,38570229000
2008-08-18,37985004000
2008-08-19,36947205000
2008-08-20,36775539000
2008-08-21,36955008000
2008-08-22,37766520000
2008-08-25,36791145000
2008-08-26,35971830000
2008-08-27,35885997000
2008-08-28,37111068000
2008-08-29,36518040000
2008-09-02,36533646000
2008-09-03,36486828000
2008-09-04,34692138000
2008-09-05,34504866000
2008-09-08,34824789000
2008-09-09,32725782000
2008-09-10,34028883000
2008-09-11,34309791000
2008-09-12,34489260000
2008-09-15,33350022000
2008-09-16,33248583000
2008-09-17,31805028000
2008-09-18,33623127000
2008-09-19,34208352000
2008-09-22,33170553000
2008-09-23,31594347000
2008-09-24,31477302000
2008-09-25,32179572000
2008-09-26,32241996000
2008-09-29,30010338000
2008-09-30,31130928000
2008-10-01,29909808000
2008-10-02,28719216000
2008-10-03,29154240000
2008-10-06,28574208000
2008-10-07,27444672000
2008-10-08,27589680000
2008-10-09,25948800000
2008-10-10,25475616000
2008-10-13,29398464000
2008-10-14,28314720000
2008-10-15,25086383999
2008-10-16,27040176000
2008-10-17,25979328000
2008-10-20,27131759999
2008-10-21,26292240000
2008-10-22,24865056000
2008-10-23,24887952000
2008-10-24,23376816000
2008-10-27,22957056000
2008-10-28,25032959999
2008-10-29,25055856000
2008-10-30,24826896000
2008-10-31,24979535999
2008-11-03,24849792000
2008-11-04,27368352000
2008-11-05,26086176000
2008-11-06,23979744000
2008-11-07,24559776000
2008-11-10,25674048000
2008-11-11,24262128000
2008-11-12,23857632000
2008-11-13,27406511999
2008-11-14,25490880000
2008-11-17,24231600000
2008-11-18,24987168000
2008-11-19,24140016000
2008-11-20,22880736000
2008-11-21,24559776000
2008-11-24,25300080000
2008-11-25,26338032000
2008-11-26,26521200000
2008-11-28,27391248000
2008-12-01,23277600000
2008-12-02,24460559999
2008-12-03,25712208000
2008-12-04,24078960000
2008-12-05,23880528000
2008-12-08,25376400000
2008-12-09,24681888000
2008-12-10,25429824000
2008-12-11,24384240000
2008-12-12,24697152000
2008-12-15,24193440000
2008-12-16,26521200000
2008-12-17,27627840000
2008-12-18,26704368000
2008-12-19,25964064000
2008-12-22,26307504000
2008-12-23,25467983999
2008-12-24,25765632000
2008-12-26,26254080000
2008-12-29,26170128000
2008-12-30,27406511999
2008-12-31,27534381000
2009-01-02,28542195000
2009-01-05,28060851000
2009-01-06,29407110000
2009-01-07,27647196000
2009-01-08,27820179000
2009-01-09,26849970000
2009-01-12,26105391000
2009-01-13,25827114000
2009-01-14,24917073000
2009-01-15,25285601999
2009-01-16,25308165000
2009-01-20,24255225000
2009-01-21,25420979999
2009-01-22,24781695000
2009-01-23,24661359000
2009-01-26,24676401000
2009-01-27,25360812000
2009-01-28,26406231000
2009-01-29,25338249000
2009-01-30,24593670000
2009-02-02,23841570000
2009-02-03,25270560000
2009-02-04,24345476999
2009-02-05,25022367000
2009-02-06,25142703000
2009-02-09,26300937000
2009-02-10,24661359000
2009-02-11,24556065000
2009-02-12,24428207999
2009-02-13,24082242000
2009-02-17,22465227000
2009-02-18,22487790000
2009-02-19,22096698000
2009-02-20,21961320000
2009-02-23,21111447000
2009-02-24,21803379000
2009-02-25,21073842000
2009-02-26,20622582000
2009-02-27,20118675000
2009-03-02,18967962000
2009-03-03,18990525000
2009-03-04,19908087000
2009-03-05,18975483000
2009-03-06,18930357000
2009-03-09,18704727000
2009-03-10,20193885000
2009-03-11,20600019000
2009-03-12,20630103000
2009-03-13,20171322000
2009-03-16,20193885000
2009-03-17,20336784000
2009-03-18,20870775000
2009-03-19,20735397000
2009-03-20,20156280000
2009-03-23,21780816000
2009-03-24,21419808000
2009-03-25,21397245000
2009-03-26,22239597000
2009-03-27,21780816000
2009-03-30,21006153000
2009-03-31,21423568000
2009-04-01,22135688000
2009-04-02,23380024000
2009-04-03,23957216000
2009-04-06,23155144000
2009-04-07,23155144000
2009-04-08,22645416000
2009-04-09,23987200000
