,EMR
2013-11-26,47303340000
2013-11-27,47500320000
2013-11-29,47127465000
2013-12-02,46965660000
2013-12-03,46923450000
2013-12-04,46754609999
2013-12-05,46747575000
2013-12-06,47261130000
2013-12-09,47584740000
2013-12-10,47514390000
2013-12-11,46712400000
2013-12-12,46860135000
2013-12-13,46571700000
2013-12-16,47057115000
2013-12-17,46754609999
2013-12-18,47802825000
2013-12-19,48302310000
2013-12-20,48780690000
2013-12-23,48801795000
2013-12-24,49076160000
2013-12-26,49315349999
2013-12-27,49392734999
2013-12-30,49427910000
2013-12-31,49245306000
2014-01-02,48627810000
2014-01-03,48676929000
2014-01-06,48312044999
2014-01-07,48347130000
2014-01-08,48101535000
2014-01-09,47905059000
2014-01-10,48101535000
2014-01-13,47750685000
2014-01-14,48564656999
2014-01-15,48964626000
2014-01-16,49083915000
2014-01-17,48501504000
2014-01-21,48803235000
2014-01-22,48389231999
2014-01-23,47259494999
2014-01-24,45792942000
2014-01-27,45975384000
2014-01-28,46550778000
2014-01-29,46080639000
2014-01-30,46719186000
2014-01-31,46270098000
2014-02-03,45084225000
2014-02-04,44950902000
2014-02-05,44740392000
2014-02-06,44866698000
2014-02-07,45743823000
2014-02-10,45603483000
2014-02-11,45575415000
2014-02-12,45687687000
2014-02-13,45287718000
2014-02-14,45266667000
2014-02-18,44768460000
2014-02-19,44396559000
2014-02-20,44600052000
2014-02-21,44501814000
2014-02-24,45133343999
2014-02-25,45294735000
2014-02-26,45771891000
2014-02-27,45785925000
2014-02-28,45792942000
2014-03-03,45154394999
2014-03-04,45694704000
2014-03-05,45652602000
2014-03-06,45645585000
2014-03-07,46031519999
2014-03-10,45561381000
2014-03-11,45196497000
2014-03-12,44908800000
2014-03-13,44221134000
2014-03-14,43898352000
2014-03-17,44670222000
2014-03-18,44817579000
2014-03-19,44649171000
2014-03-20,44621103000
2014-03-21,45856094999
2014-03-24,45884163000
2014-03-25,46557794999
2014-03-26,46129758000
2014-03-27,46452540000
2014-03-28,46845492000
2014-03-31,46733280000
2014-04-01,47097071999
2014-04-02,47460864000
2014-04-03,47530824000
2014-04-04,47062092000
2014-04-07,46509408000
2014-04-08,46635336000
2014-04-09,46943159999
2014-04-10,46208580000
2014-04-11,45753840000
2014-04-14,45732852000
2014-04-15,46558380000
2014-04-16,47299956000
2014-04-17,47880624000
2014-04-21,47985564000
2014-04-22,48062520000
2014-04-23,48552240000
2014-04-24,48622200000
2014-04-25,47880624000
2014-04-28,47726712000
2014-04-29,47607780000
2014-04-30,47698728000
2014-05-01,47565804000
2014-05-02,47243988000
2014-05-05,47306952000
2014-05-06,46565376000
2014-05-07,47013120000
2014-05-08,47020115999
2014-05-09,46957152000
2014-05-12,47726712000
2014-05-13,47768688000
2014-05-14,47083080000
2014-05-15,46621344000
2014-05-16,46558380000
2014-05-19,46684308000
2014-05-20,45732852000
2014-05-21,45872771999
2014-05-22,46264548000
2014-05-23,46523400000
2014-05-27,46768259999
2014-05-28,46628340000
2014-05-29,46733280000
2014-05-30,46684308000
2014-06-02,46992132000
2014-06-03,46831224000
2014-06-04,46691304000
2014-06-05,47146044000
2014-06-06,47334936000
2014-06-09,47642759999
2014-06-10,47223000000
2014-06-11,47048100000
2014-06-12,46481424000
2014-06-13,46502412000
2014-06-16,46404468000
2014-06-17,47041104000
2014-06-18,47621771999
2014-06-19,47299956000
2014-06-20,47740704000
2014-06-23,47439876000
2014-06-24,46922171999
2014-06-25,46887192000
2014-06-26,46684308000
2014-06-27,46817232000
2014-06-30,46226722531
2014-07-01,46359077524
2014-07-02,46421771994
2014-07-03,46930293806
2014-07-07,47125343268
2014-07-08,47250732208
2014-07-09,47160173529
2014-07-10,46811870918
2014-07-11,46742210396
2014-07-14,46853667231
2014-07-15,47020852485
2014-07-16,47362189043
2014-07-17,46658617769
2014-07-18,46944225910
2014-07-21,46923327753
2014-07-22,46965124067
2014-07-23,46686481978
2014-07-24,46707380135
2014-07-25,46972090119
2014-07-28,46728278291
2014-07-29,46045605174
2014-07-30,45425626526
2014-07-31,44338922380
2014-08-01,44164771074
2014-08-04,44575768155
2014-08-05,43774672150
2014-08-06,43085032980
2014-08-07,43043236667
2014-08-08,43746807941
2014-08-11,43593554792
2014-08-12,43656249262
2014-08-13,43920959247
2014-08-14,43851298724
2014-08-15,43865230829
2014-08-18,44457345268
2014-08-19,44533971842
2014-08-20,44917104714
2014-08-21,44972833132
2014-08-22,45000697341
2014-08-25,45105188124
2014-08-26,44819579983
2014-08-27,44861376296
2014-08-28,44763851565
2014-08-29,44596666312
2014-09-02,44798681826
2014-09-03,44784749722
2014-09-04,45028561550
2014-09-05,45335067847
2014-09-08,45265407325
2014-09-09,45355966004
2014-09-10,45286305482
2014-09-11,45042493654
2014-09-12,44924070766
2014-09-15,44791715774
2014-09-16,44868342349
2014-09-17,44951934975
2014-09-18,45098222072
2014-09-19,45279339430
2014-09-22,44756885513
2014-09-23,44234431597
2014-09-24,44729021304
2014-09-25,43475131905
2014-09-26,43913993194
2014-09-29,43656249262
2014-09-30,43267812000
2014-10-01,42451960000
2014-10-02,42963596000
2014-10-03,43157188000
2014-10-06,43184844000
2014-10-07,42175400000
2014-10-08,42742348000
2014-10-09,41248924000
2014-10-10,41089902000
2014-10-13,40564438000
2014-10-14,40910138000
2014-10-15,41034590000
2014-10-16,41808958000
2014-10-17,42327508000
2014-10-20,42334422000
2014-10-21,43530544000
2014-10-22,42140830000
2014-10-23,42901370000
2014-10-24,43136446000
2014-10-27,43053478000
2014-10-28,43820932000
2014-10-29,43765620000
2014-10-30,43848588000
2014-10-31,44291084000
2014-11-03,44602214000
2014-11-04,44380966000
2014-11-05,44533074000
2014-11-06,44712838000
2014-11-07,44844204000
2014-11-10,45017054000
2014-11-11,44636784000
2014-11-12,44284170000
2014-11-13,43917728000
2014-11-14,43986868000
2014-11-17,44069836000
2014-11-18,44277256000
2014-11-19,44353310000
2014-11-20,44394793999
2014-11-21,45348926000
2014-11-24,45473378000
2014-11-25,45424980000
2014-11-26,45203732000
2014-11-28,44076750000
2014-12-01,43426834000
2014-12-02,43931556000
2014-12-03,44581472000
2014-12-04,44636784000
2014-12-05,44858032000
2014-12-08,43979954000
2014-12-09,43993782000
2014-12-10,42486530000
2014-12-11,42396648000
2014-12-12,40398502000
2014-12-15,40204910000
2014-12-16,40937794000
2014-12-17,41304236000
2014-12-18,42866800000
2014-12-19,43094962000
2014-12-22,43281640000
2014-12-23,43440662000
2014-12-24,43371522000
2014-12-26,43406092000
2014-12-29,43288554000
2014-12-30,43122618000
2014-12-31,42031957000
2015-01-02,42072811000
2015-01-05,41208068000
2015-01-06,41139978000
2015-01-07,41051461000
2015-01-08,42127283000
2015-01-09,41466810000
2015-01-12,40969753000
2015-01-13,40908472000
2015-01-14,40595258000
2015-01-15,40431842000
2015-01-16,41092315000
2015-01-20,41180832000
2015-01-21,41521282000
2015-01-22,40724629000
2015-01-23,39573908000
2015-01-26,40465887000
2015-01-27,39015570000
2015-01-28,38287007000
2015-01-29,38729592000
2015-01-30,38770446000
2015-02-02,40152673000
2015-02-03,40472696000
2015-02-04,39035997000
2015-02-05,38913435000
2015-02-06,38831727000
2015-02-09,39049615000
2015-02-10,39519436000
2015-02-11,39281121000
2015-02-12,39900740000
2015-02-13,39955212000
2015-02-17,39696470000
2015-02-18,40070965000
2015-02-19,39962021000
2015-02-20,39948403000
2015-02-23,39996066000
2015-02-24,39866695000
2015-02-25,39696470000
2015-02-26,39451346000
2015-02-27,39437728000
2015-03-02,39716897000
2015-03-03,39750942000
2015-03-04,39342402000
2015-03-05,39546672000
2015-03-06,38511704000
2015-03-09,38879390000
2015-03-10,38191681000
2015-03-11,37796759000
2015-03-12,38164445000
2015-03-13,37626534000
2015-03-16,38287007000
2015-03-17,37919321000
2015-03-18,38661502000
2015-03-19,38314243000
2015-03-20,38600221000
2015-03-23,38763637000
2015-03-24,38681929000
2015-03-25,38538940000
2015-03-26,38450423000
2015-03-27,38498086000
2015-03-30,38532131000
2015-03-31,37691934000
2015-04-01,37205973000
2015-04-02,36972978000
2015-04-06,37938243000
2015-04-07,37592079000
2015-04-08,37771818000
2015-04-09,37758504000
2015-04-10,37845045000
2015-04-13,38876880000
2015-04-14,38830281000
2015-04-15,39382812000
2015-04-16,39216387000
2015-04-17,38896851000
2015-04-20,39076590000
2015-04-21,38757054000
2015-04-22,38710455000
2015-04-23,38750397000
2015-04-24,38377605000
2015-04-27,38916822000
2015-04-28,39049962000
2015-04-29,39336213000
2015-04-30,39163131000
2015-05-01,39495981000
2015-05-04,39602493000
2015-05-05,38876880000
2015-05-06,38757054000
2015-05-07,38677170000
2015-05-08,39136503000
2015-05-11,39476010000
2015-05-12,40061826000
2015-05-13,40168338000
2015-05-14,40294821000
2015-05-15,40068483000
2015-05-18,40075140000
2015-05-19,39875430000
2015-05-20,40028541000
2015-05-21,41087004000
2015-05-22,41126946000
2015-05-26,40494531000
2015-05-27,40574415000
2015-05-28,40621014000
2015-05-29,40148367000
2015-06-01,40101768000
2015-06-02,40141710000
2015-06-03,40168338000
2015-06-04,39223044000
2015-06-05,39416097000
2015-06-08,39356184000
2015-06-09,39396126000
2015-06-10,39788889000
2015-06-11,40035198000
2015-06-12,39695691000
2015-06-15,39076590000
2015-06-16,39016677000
2015-06-17,38843595000
2015-06-18,39109875000
2015-06-19,38683827000
2015-06-22,38783682000
2015-06-23,38530716000
2015-06-24,38271093000
2015-06-25,37691934000
2015-06-26,37665306000
2015-06-29,36986292000
2015-06-30,36284950319
2015-07-01,36298042489
2015-07-02,36566431983
2015-07-06,36173666870
2015-07-07,36036199081
2015-07-08,35335767963
2015-07-09,35191754088
2015-07-10,35237576685
2015-07-13,35545242690
2015-07-14,35479781838
2015-07-15,35008463703
2015-07-16,34936456765
2015-07-17,34425862119
2015-07-20,34524053397
2015-07-21,34131288284
2015-07-22,33882537046
2015-07-23,33725431001
2015-07-24,33175559844
2015-07-27,33031545969
2015-07-28,33908721387
2015-07-29,34177110881
2015-07-30,34026550921
2015-07-31,33875990961
2015-08-03,33601055382
2015-08-04,32494766982
2015-08-05,32671511283
2015-08-06,32560227834
2015-08-07,32200193147
2015-08-10,32743518220
2015-08-11,32029994932
2015-08-12,32128186210
2015-08-13,32344207022
2015-08-14,32468582641
2015-08-17,32952992947
2015-08-18,32802432987
2015-08-19,32553681749
2015-08-20,32121640125
2015-08-21,31395024667
2015-08-24,30347651033
2015-08-25,29562120808
2015-08-26,30380381459
2015-08-27,31185549940
2015-08-28,31453939434
2015-08-31,31237918622
2015-09-01,30288736266
2015-09-02,30629132697
2015-09-03,30393473630
2015-09-04,29994162432
2015-09-08,30668409208
2015-09-09,30452388396
2015-09-10,30354197118
2015-09-11,30138176306
2015-09-14,29797779875
2015-09-15,30321466692
2015-09-16,30805876998
2015-09-17,30668409208
2015-09-18,29529390382
2015-09-21,29535936467
2015-09-22,29228270462
2015-09-23,28586754112
2015-09-24,28580208026
2015-09-25,28658761049
2015-09-28,28174350743
2015-09-29,28449286322
2015-09-30,28710500000
2015-10-01,27807000000
2015-10-02,28723500000
2015-10-05,29913000000
2015-10-06,30030000000
2015-10-07,30127500000
2015-10-08,30888000000
2015-10-09,30647500000
2015-10-12,30517500000
2015-10-13,30218500000
2015-10-14,30075500000
2015-10-15,30433000000
2015-10-16,29425500000
2015-10-19,29561999999
2015-10-20,29978000000
2015-10-21,30088500000
2015-10-22,31057000000
2015-10-23,31317000000
2015-10-26,31206500000
2015-10-27,30478500000
2015-10-28,30816499999
2015-10-29,30667000000
2015-10-30,30699499999
2015-11-02,31427500000
2015-11-03,32266000000
2015-11-04,32292000000
2015-11-05,31947500000
2015-11-06,31999499999
2015-11-09,31408000000
2015-11-10,31063500000
2015-11-11,31180500000
2015-11-12,30712500000
2015-11-13,30998500000
2015-11-16,31752500000
2015-11-17,31642000000
2015-11-18,32506500000
2015-11-19,32591000000
2015-11-20,32603999999
2015-11-23,32513000000
2015-11-24,32545500000
2015-11-25,32656000000
2015-11-27,32688500000
2015-11-30,32500000000
2015-12-01,32253000000
2015-12-02,31791499999
2015-12-03,31577000000
2015-12-04,31960500000
2015-12-07,31531500000
2015-12-08,30732000000
2015-12-09,30641000000
2015-12-10,30530500000
2015-12-11,29561999999
2015-12-14,29243500000
2015-12-15,29393000000
2015-12-16,29965000000
2015-12-17,29250000000
2015-12-18,28983500000
2015-12-21,29822000000
2015-12-22,30452500000
2015-12-23,31414500000
2015-12-24,31369000000
2015-12-28,31369000000
2015-12-29,31518500000
2015-12-30,31544500000
2015-12-31,30706860000
2016-01-04,30366600000
2016-01-05,30167580000
2016-01-06,29820900000
2016-01-07,28639620000
2016-01-08,28312200000
2016-01-11,28119600000
2016-01-12,28389240000
2016-01-13,27772920000
2016-01-14,28138860000
2016-01-15,27663780000
2016-01-19,27695880000
2016-01-20,27374880000
2016-01-21,27567480000
2016-01-22,27715140000
2016-01-25,27150180000
2016-01-26,27670200000
2016-01-27,27849960000
2016-01-28,28633200000
2016-01-29,29519159999
2016-02-01,29211000000
2016-02-02,29429280000
2016-02-03,29589780000
2016-02-04,30090540000
2016-02-05,30116219999
2016-02-08,30212520000
2016-02-09,30116219999
2016-02-10,29384340000
2016-02-11,29166060000
2016-02-12,29544840000
2016-02-16,29930040000
2016-02-17,30661920000
2016-02-18,31034280000
2016-02-19,30854520000
2016-02-22,31637760000
2016-02-23,31111320000
2016-02-24,31047120000
2016-02-25,31220460000
2016-02-26,31701960000
2016-02-29,31348860000
2016-03-01,32080740000
2016-03-02,32363219999
2016-03-03,32607180000
2016-03-04,32908920000
2016-03-07,33326219999
2016-03-08,32568659999
2016-03-09,32138520000
2016-03-10,32453100000
2016-03-11,32908920000
2016-03-14,32896080000
2016-03-15,32607180000
2016-03-16,33030900000
2016-03-17,35143080000
2016-03-18,35078880000
2016-03-21,35303580000
2016-03-22,35515440000
2016-03-23,35053200000
2016-03-24,34918380000
2016-03-28,34879860000
2016-03-29,34956900000
2016-03-30,35027520000
2016-03-31,34922836000
2016-04-01,35160450000
2016-04-04,34749442000
2016-04-05,34364122000
2016-04-06,34177884000
2016-04-07,33953114000
2016-04-08,34576048000
2016-04-11,34537516000
2016-04-12,35019166000
2016-04-13,35622834000
2016-04-14,35365954000
2016-04-15,35526504000
2016-04-18,35462284000
2016-04-19,35738430000
2016-04-20,35365954000
2016-04-21,35430174000
2016-04-22,35622834000
2016-04-25,35520082000
2016-04-26,36033842000
2016-04-27,36149438000
2016-04-28,35333844000
2016-04-29,35083386000
2016-05-02,35455862000
2016-05-03,35109074000
2016-05-04,33895316000
2016-05-05,34023755999
2016-05-06,34235682000
2016-05-09,33792564000
2016-05-10,34357700000
2016-05-11,33946692000
2016-05-12,33978801999
2016-05-13,33272382000
2016-05-16,33914582000
2016-05-17,33619170000
2016-05-18,32623760000
2016-05-19,32199908000
2016-05-20,32527430000
2016-05-23,32553118000
2016-05-24,32861374000
2016-05-25,33452198000
2016-05-26,33407244000
2016-05-27,33522840000
2016-05-31,33407244000
2016-06-01,33497151999
2016-06-02,33548528000
2016-06-03,33587060000
2016-06-06,34344855999
2016-06-07,34376966000
2016-06-08,34563204000
2016-06-09,34415498000
2016-06-10,33863205999
2016-06-13,33156786000
2016-06-14,33407244000
2016-06-15,33368712000
2016-06-16,33471464000
2016-06-17,33676968000
2016-06-20,34267792000
2016-06-21,34132930000
2016-06-22,33773298000
2016-06-23,34466874000
2016-06-24,32643026000
2016-06-27,31615505999
2016-06-28,31936605999
2016-06-29,32533851999
2016-06-30,33528264918
2016-07-01,33553976778
2016-07-05,32814760814
2016-07-06,33213294638
2016-07-07,33663252181
2016-07-08,34351044425
2016-07-11,34640302846
2016-07-12,35373090844
2016-07-13,35501650142
2016-07-14,36028743264
2016-07-15,36144446632
2016-07-18,36118734773
2016-07-19,36215154246
2016-07-20,36112306808
2016-07-21,35668777230
2016-07-22,35874472106
2016-07-25,35745912808
2016-07-26,36112306808
2016-07-27,36022315299
2016-07-28,35887328036
2016-07-29,35932323791
2016-08-01,35855188212
2016-08-02,34087497864
2016-08-03,34010362285
2016-08-04,34087497864
2016-08-05,34576023197
2016-08-08,34910277371
2016-08-09,34923133301
2016-08-10,34351044425
2016-08-11,34730294354
2016-08-12,34691726565
2016-08-15,35167395967
2016-08-16,35077404459
2016-08-17,35289527301
2016-08-18,35141684108
2016-08-19,34055358040
2016-08-22,34016790250
2016-08-23,34698154530
2016-08-24,34640302846
2016-08-25,34768862144
2016-08-26,34537455407
2016-08-29,34537455407
2016-08-30,34370328320
2016-08-31,33862519093
2016-09-01,33849663163
2016-09-02,34010362285
2016-09-06,33785383514
2016-09-07,33933226707
2016-09-08,33952510601
2016-09-09,32692629481
2016-09-12,33483269164
2016-09-13,32917608252
2016-09-14,32969031972
2016-09-15,33155442954
2016-09-16,32840472674
2016-09-19,32904752323
2016-09-20,32924036217
2016-09-21,33277574287
2016-09-22,33939654672
2016-09-23,33373993760
2016-09-26,33059023480
2016-09-27,33309714111
2016-09-28,33868947058
2016-09-29,34081069899
2016-09-30,35039028000
2016-10-03,34582640000
2016-10-04,34293380000
2016-10-05,34511932000
2016-10-06,34319092000
2016-10-07,33875560000
2016-10-10,33277756000
2016-10-11,32647812000
2016-10-12,32268560000
2016-10-13,32268560000
2016-10-14,32062864000
2016-10-17,31940732000
2016-10-18,32062864000
2016-10-19,32082147999
2016-10-20,32236420000
2016-10-21,32210708000
2016-10-24,32339268000
2016-10-25,32210708000
2016-10-26,32422832000
2016-10-27,32037152000
2016-10-28,32197852000
2016-10-31,32577104000
2016-11-01,32782800000
2016-11-02,32165712000
2016-11-03,32037152000
2016-11-04,31760747999
2016-11-07,32390692000
2016-11-08,32994924000
2016-11-09,34319092000
2016-11-10,35836100000
2016-11-11,35675400000
2016-11-14,35681828000
2016-11-15,35855384000
2016-11-16,35334716000
2016-11-17,35161160000
2016-11-18,34839760000
2016-11-21,35039028000
2016-11-22,34936180000
2016-11-23,35392568000
2016-11-25,35508272000
2016-11-28,34987604000
2016-11-29,34968320000
2016-11-30,36279632000
2016-12-01,36491756000
2016-12-02,36221780000
2016-12-05,36594604000
2016-12-06,36363196000
2016-12-07,37449528000
2016-12-08,37025280000
2016-12-09,36954572000
2016-12-12,36697452000
2016-12-13,36491756000
2016-12-14,36170356000
2016-12-15,36112504000
2016-12-16,35823244000
2016-12-19,36196068000
2016-12-20,36838868000
2016-12-21,36588176000
2016-12-22,36440332000
2016-12-23,36511040000
2016-12-27,36748876000
2016-12-28,36189640000
2016-12-29,36125360000
2016-12-30,35836100000
2017-01-03,36653020000
2017-01-04,36434196000
2017-01-05,36131704000
2017-01-06,36299040000
2017-01-09,36163884000
2017-01-10,36485684000
2017-01-11,37052052000
2017-01-12,36987692000
2017-01-13,36762432000
2017-01-17,36241116000
2017-01-18,36826792000
2017-01-19,37605548000
2017-01-20,37862988000
2017-01-23,37515444000
2017-01-24,38043196000
2017-01-25,38783336000
2017-01-26,38667488000
2017-01-27,38706104000
2017-01-30,38062504000
2017-01-31,37753576000
2017-02-01,37830808000
2017-02-02,37895168000
2017-02-03,38319944000
2017-02-06,38525896000
2017-02-07,40250744000
2017-02-08,40167076000
2017-02-09,40360156000
2017-02-10,40714136000
2017-02-13,41286940000
2017-02-14,41280504000
2017-02-15,41016628000
2017-02-16,40482440000
2017-02-17,39832404000
2017-02-21,40012612000
2017-02-22,39787352000
2017-02-23,39008596000
2017-02-24,38924928000
2017-02-27,38892748000
2017-02-28,38680360000
2017-03-01,39182368000
2017-03-02,38815516000
2017-03-03,38854132000
2017-03-06,38828388000
2017-03-07,38757592000
2017-03-08,38480844000
2017-03-09,38152608000
2017-03-10,38307072000
2017-03-13,38699668000
2017-03-14,37953092000
2017-03-15,38789772000
2017-03-16,38764028000
2017-03-17,39002160000
2017-03-20,38680360000
2017-03-21,37946656000
2017-03-22,38049632000
2017-03-23,37965964000
2017-03-24,37695652000
2017-03-27,37605548000
2017-03-28,38255584000
2017-03-29,38326380000
2017-03-30,38364996000
2017-03-31,38478008000
2017-04-03,38452296000
2017-04-04,38381588000
2017-04-05,38285168000
2017-04-06,38368732000
2017-04-07,38156608000
2017-04-10,38323736000
2017-04-11,38394444000
2017-04-12,37552376000
2017-04-13,37198836000
2017-04-17,37539520000
2017-04-18,37545948000
2017-04-19,37417388000
2017-04-20,38034476000
2017-04-21,37925200000
2017-04-24,38478008000
2017-04-25,39352216000
2017-04-26,39352216000
2017-04-27,39101524000
2017-04-28,38747984000
2017-05-01,38805836000
2017-05-02,38028048000
2017-05-03,38098756000
2017-05-04,37391676000
2017-05-05,37886632000
2017-05-08,37680936000
2017-05-09,37828780000
2017-05-10,37880204000
2017-05-11,37385248000
2017-05-12,36922432000
2017-05-15,37500952000
2017-05-16,37668080000
2017-05-17,37275972000
2017-05-18,37571660000
2017-05-19,38182320000
2017-05-22,38220888000
2017-05-23,38079472000
2017-05-24,38420156000
2017-05-25,38085900000
2017-05-26,37873776000
2017-05-30,37893060000
2017-05-31,38002336000
2017-06-01,38085900000
2017-06-02,38143752000
2017-06-05,37970196000
2017-06-06,37700220000
2017-06-07,37038136000
2017-06-08,38343020000
2017-06-09,39024388000
2017-06-12,39178660000
2017-06-13,39107952000
2017-06-14,38561572000
2017-06-15,38735128000
2017-06-16,39005104000
2017-06-19,39455064000
2017-06-20,38715844000
2017-06-21,37693792000
2017-06-22,37751644000
2017-06-23,37976624000
2017-06-26,37918772000
2017-06-27,37693792000
2017-06-28,37963768000
2017-06-29,37526664000
2017-06-30,38257675311
2017-07-03,38661941252
2017-07-05,38065167719
2017-07-06,37975330843
2017-07-07,38161421515
2017-07-10,38334678347
2017-07-11,38386013705
2017-07-12,38540019778
2017-07-13,38379596785
2017-07-14,38617022814
2017-07-17,38732527369
2017-07-18,38392430624
2017-07-19,38886533442
2017-07-20,38694025851
2017-07-21,38527185938
2017-07-24,38520769019
2017-07-25,38777445807
2017-07-26,38373179865
2017-07-27,38443765982
2017-07-28,38199923033
2017-07-31,38251258391
2017-08-01,38475850581
2017-08-02,39136793311
2017-08-03,38937868800
2017-08-04,39239464026
2017-08-07,39085457953
2017-08-08,38777445807
2017-08-09,38520769019
2017-08-10,37949663164
2017-08-11,37789240172
2017-08-14,38264092230
2017-08-15,38122919997
2017-08-16,38065167719
2017-08-17,37404224989
2017-08-18,37218134318
2017-08-21,37218134318
2017-08-22,37744321734
2017-08-23,37494061865
2017-08-24,37230968157
2017-08-25,37577481821
2017-08-28,37474811106
2017-08-29,37442726507
2017-08-30,37622400259
2017-08-31,37885493967
2017-09-01,37737904814
2017-09-05,37641651018
2017-09-06,38443765982
2017-09-07,38636273573
2017-09-08,38758195048
2017-09-11,39085457953
2017-09-12,39310050143
2017-09-13,39335717822
2017-09-14,39714316085
2017-09-15,40009494391
2017-09-18,40420177253
2017-09-19,40561349486
2017-09-20,40997700027
2017-09-21,40708938640
2017-09-22,40708938640
2017-09-25,40818026275
2017-09-26,40490763370
2017-09-27,40644769443
2017-09-28,40336757297
2017-09-29,40323923457
2017-10-02,40334240000
2017-10-03,40417206000
2017-10-04,40793744000
2017-10-05,40832036000
2017-10-06,40653340000
2017-10-09,40729924000
2017-10-10,40474644000
2017-10-11,40481026000
2017-10-12,40793744000
2017-10-13,40825654000
2017-10-16,41125608000
2017-10-17,41789336000
2017-10-18,41808482000
2017-10-19,41585112000
2017-10-20,41980796000
2017-10-23,42185020000
2017-10-24,42593468000
2017-10-25,42440300000
2017-10-26,42650906000
2017-10-27,43001916000
2017-10-30,42976388000
2017-10-31,41138371999
2017-11-01,40889473999
2017-11-02,40602284000
2017-11-03,40908620000
2017-11-06,41176664000
2017-11-07,40257656000
2017-11-08,39900264000
2017-11-09,39236536000
2017-11-10,39319502000
2017-11-13,39179098000
2017-11-14,38764268000
2017-11-15,38030338000
2017-11-16,37666564000
2017-11-17,38196270000
2017-11-20,38457932000
2017-11-21,38515370000
2017-11-22,39491816000
2017-11-24,39332266000
2017-11-27,39491816000
2017-11-28,40940530000
2017-11-29,40761834000
2017-11-30,41368123999
2017-12-01,41285158000
2017-12-04,41546820000
2017-12-05,41278776000
2017-12-06,41310686000
2017-12-07,41980796000
2017-12-08,42472210000
2017-12-11,42382862000
2017-12-12,42548794000
2017-12-13,42887040000
2017-12-14,42446682000
2017-12-15,42925332000
2017-12-18,43627352000
2017-12-19,43742228000
2017-12-20,44010271999
2017-12-21,44405956000
2017-12-22,44457012000
2017-12-26,44374046000
2017-12-27,44514450000
2017-12-28,44661236000
2017-12-29,44476158000
2018-01-02,44750124000
2018-01-03,45161314000
2018-01-04,45224574000
2018-01-05,45819218000
2018-01-08,45673720000
2018-01-09,45749631999
2018-01-10,45920434000
2018-01-11,46736488000
2018-01-12,46755466000
2018-01-16,46072258000
2018-01-17,46224081999
2018-01-18,46464470000
2018-01-19,46268364000
2018-01-22,46344276000
2018-01-23,46255712000
2018-01-24,45945738000
2018-01-25,45977368000
2018-01-26,46844030000
2018-01-29,46173474000
2018-01-30,45844522000
2018-01-31,45692698000
2018-02-01,45914108000
2018-02-02,44642581999
2018-02-05,43295144000
2018-02-06,43807550000
2018-02-07,43624095999
2018-02-08,42004640000
2018-02-09,43693681999
2018-02-12,44478106000
2018-02-13,44522388000
2018-02-14,45110706000
2018-02-15,45230900000
2018-02-16,46173474000
2018-02-20,44958881999
2018-02-21,45427006000
2018-02-22,45604134000
2018-02-23,45667394000
2018-02-26,46515078000
2018-02-27,46236734000
2018-02-28,44952556000
2018-03-01,44016308000
2018-03-02,43877136000
2018-03-05,44376890000
2018-03-06,44579322000
2018-03-07,44022634000
2018-03-08,44414845999
2018-03-09,45718002000
2018-03-12,45180292000
2018-03-13,45060098000
2018-03-14,44750124000
2018-03-15,44870318000
2018-03-16,45787588000
2018-03-19,44743798000
2018-03-20,44629930000
2018-03-21,45009490000
2018-03-22,43503902000
2018-03-23,42611936000
2018-03-26,43972026000
2018-03-27,42966192000
2018-03-28,42573980000
2018-03-29,43206580000
2018-04-02,41716632000
2018-04-03,42704790000
2018-04-04,42881022000
2018-04-05,43057254000
2018-04-06,41735514000
2018-04-09,41659986000
2018-04-10,42522264000
2018-04-11,42220152000
2018-04-12,42925080000
2018-04-13,43063548000
2018-04-16,43309014000
2018-04-17,43674066000
2018-04-18,44448228000
2018-04-19,44479698000
2018-04-20,44183880000
2018-04-23,43995060000
2018-04-24,42988020000
2018-04-25,43246073999
2018-04-26,42478206000
2018-04-27,42685907999
2018-04-30,41798454000
2018-05-01,43416012000
2018-05-02,42547440000
2018-05-03,42434148000
2018-05-04,43063548000
2018-05-07,43617420000
2018-05-08,43906944000
2018-05-09,45272742000
2018-05-10,45297918000
2018-05-11,45316800000
2018-05-14,45417504000
2018-05-15,45209802000
2018-05-16,45285330000
2018-05-17,45927318000
2018-05-18,46034316000
2018-05-21,46625952000
2018-05-22,46109844000
2018-05-23,45952494000
2018-05-24,46103550000
2018-05-25,45625206000
2018-05-29,44542638000
2018-05-30,45096510000
2018-05-31,44586696000
2018-06-01,44920278000
2018-06-04,45008394000
2018-06-05,45738498000
2018-06-06,46128726000
2018-06-07,46179078000
2018-06-08,46040610000
2018-06-11,46059492000
2018-06-12,46078373999
2018-06-13,45807732000
2018-06-14,45883260000
2018-06-15,45493032000
2018-06-18,45404916000
2018-06-19,44410464000
2018-06-20,44303466000
2018-06-21,43554480000
2018-06-22,43976178000
2018-06-25,43523010000
2018-06-26,43397130000
2018-06-27,43145370000
2018-06-28,43170546000
2018-06-29,43516716000
2018-07-02,43691648000
2018-07-03,43270084000
2018-07-05,43528056000
2018-07-06,43590976000
2018-07-09,44572528000
2018-07-10,44666908000
2018-07-11,43458843999
2018-07-12,44188716000
2018-07-13,44408936000
2018-07-16,43609852000
