,ANSS
2023-08-04,26448799049
2023-08-07,26626773900
2023-08-08,26252592630
2023-08-09,25822848480
2023-08-10,25872334170
2023-08-11,26150148570
2023-08-14,26338541460
2023-08-15,25741240500
2023-08-16,25721272590
2023-08-17,25184743529
2023-08-18,25401786029
2023-08-21,25742976840
2023-08-22,25695227490
2023-08-23,26290792110
2023-08-24,25920083520
2023-08-25,26469635130
2023-08-28,26752658549
2023-08-29,27278769570
2023-08-30,27430699320
2023-08-31,27683336790
2023-09-01,27697227509
2023-09-05,27560924820
2023-09-06,27865652490
2023-09-07,27649478160
2023-09-08,27290923950
2023-09-11,27347355000
2023-09-12,27138994200
2023-09-13,27024395759
2023-09-14,27606069660
2023-09-15,26975778240
2023-09-18,27079958640
2023-09-19,26848157250
2023-09-20,26931501570
2023-09-21,26111080920
2023-09-22,26297737470
2023-09-25,26195293410
2023-09-26,25621433040
2023-09-27,25553715779
2023-09-28,25859311620
2023-09-29,25832398350
2023-10-02,25840491199
2023-10-03,24970742320
2023-10-04,25268768160
2023-10-05,25213159840
2023-10-06,25763160880
2023-10-09,26145468080
2023-10-10,26351392639
2023-10-11,26490413440
2023-10-12,26125483840
2023-10-13,25469479440
2023-10-16,25820506960
2023-10-17,25865688720
2023-10-18,25239226240
2023-10-19,24843016960
2023-10-20,24304311360
2023-10-23,23975874720
2023-10-24,24094911280
2023-10-25,23524057120
2023-10-26,23354625520
2023-10-27,23524926000
2023-10-30,23906364320
2023-10-31,24177454880
2023-11-01,24220030000
2023-11-02,23707390800
2023-11-03,25001153120
2023-11-06,24409445840
2023-11-07,24485038400
2023-11-08,24931642720
2023-11-09,24712684960
2023-11-10,25327852000
2023-11-13,25284408000
2023-11-14,25887410720
2023-11-15,25942150160
2023-11-16,26210634080
2023-11-17,26019480480
2023-11-20,26278406720
2023-11-21,26027300400
2023-11-22,25937805760
2023-11-24,25883935199
2023-11-27,25825720240
2023-11-28,25598942560
2023-11-29,25967347680
2023-11-30,25489463680
2023-12-01,25673666240
2023-12-04,24983775520
2023-12-05,24265211760
2023-12-06,24502416000
2023-12-07,24859525680
2023-12-08,24954233600
2023-12-11,25208815440
2023-12-12,25750127680
2023-12-13,25810949280
2023-12-14,25623271199
2023-12-15,25672797360
2023-12-18,25844835600
2023-12-19,25930854720
2023-12-20,25783145120
2023-12-21,26340966080
2023-12-22,31104166240
2023-12-26,31356141440
2023-12-27,31184103199
2023-12-28,31441291680
2023-12-29,31529917440
2024-01-02,30734651000
2024-01-03,29883135740
2024-01-04,29964978720
2024-01-05,29958013360
2024-01-08,30354168210
2024-01-09,30817364650
2024-01-10,30896595620
2024-01-11,31151701930
2024-01-12,30166974160
2024-01-16,28507477140
2024-01-17,28753006080
2024-01-18,28581484090
2024-01-19,29341579000
2024-01-22,29691588340
2024-01-23,29764724620
2024-01-24,29565341190
2024-01-25,29552281140
2024-01-26,28927140080
2024-01-29,29009853730
2024-01-30,28815694320
2024-01-31,28543174610
2024-02-01,28963708220
2024-02-02,29189211750
2024-02-05,29385112500
2024-02-06,29311976220
2024-02-07,29335484310
2024-02-08,30066847110
2024-02-09,29801292759
2024-02-12,29418197960
2024-02-13,28516183840
2024-02-14,28732110000
2024-02-15,28817435660
2024-02-16,28719049950
2024-02-20,28918433380
2024-02-21,28612828210
2024-02-22,29632382779
2024-02-23,29680269630
2024-02-26,29282373440
2024-02-27,29234486590
2024-02-28,29001147029
2024-02-29,29095179390
2024-03-01,29569694540
2024-03-04,29644572160
2024-03-05,28626758930
2024-03-06,29242322620
2024-03-07,29547927790
2024-03-08,29177022370
2024-03-11,29042939190
2024-03-12,29405137910
2024-03-13,28677257790
2024-03-14,28757359430
2024-03-15,28547527960
2024-03-18,29190953090
2024-03-19,29809128790
2024-03-20,29891842440
2024-03-21,30316729400
2024-03-22,30407279080
2024-03-25,30257523840
2024-03-26,30459519279
2024-03-27,30293221310
2024-03-28,30226179720
2024-04-01,30254041160
2024-04-02,30106027259
2024-04-03,30189611580
2024-04-04,29705519060
2024-04-05,29765595290
2024-04-08,29959754700
2024-04-09,29994581500
2024-04-10,29558375830
2024-04-11,29611486700
2024-04-12,29097791400
2024-04-15,28571906720
2024-04-16,28454366270
2024-04-17,28350756540
2024-04-18,28253241500
2024-04-19,28045151370
2024-04-22,28280232270
2024-04-23,28381229990
2024-04-24,28607604190
2024-04-25,28474391680
2024-04-26,29058611250
2024-04-29,28720791290
2024-04-30,28286326960
2024-05-01,27990299160
2024-05-02,27385183509
2024-05-03,27819647840
2024-05-06,27999876529
2024-05-07,28300257680
2024-05-08,28467426320
2024-05-09,28492675750
2024-05-10,28579742750
2024-05-13,28575389400
2024-05-14,28371652620
2024-05-15,28721661960
2024-05-16,28517054509
2024-05-17,28532726570
2024-05-20,28609345529
2024-05-21,28452624930
2024-05-22,28415186120
2024-05-23,28573648060
2024-05-24,28828754370
2024-05-28,28564941360
2024-05-29,28073883480
2024-05-30,27853603970
2024-05-31,27639419150
2024-06-03,27404338250
2024-06-04,27608945700
2024-06-05,28477003690
2024-06-06,28273266910
2024-06-07,28235828100
2024-06-10,28149631770
2024-06-11,28133959710
2024-06-12,28417798130
2024-06-13,28297645670
2024-06-14,28137442390
2024-06-17,28490934410
2024-06-18,28308093710
2024-06-20,28355980560
2024-06-21,28327248450
2024-06-24,27957213700
2024-06-25,28242793460
2024-06-26,27976368440
2024-06-27,28019901940
2024-06-28,27992040500
2024-07-01,27962437720
2024-07-02,28479615700
2024-07-03,28466555650
2024-07-05,28840943750
2024-07-08,28526631880
2024-07-09,28501382450
2024-07-10,28819177000
2024-07-11,28494417090
2024-07-12,28676387120
2024-07-15,28510959820
2024-07-16,28764324790
2024-07-17,27881465410
2024-07-18,27484439890
2024-07-19,27386054180
2024-07-22,27743028880
2024-07-23,27868405360
2024-07-24,27038656850
2024-07-25,27050846230
2024-07-26,27187541420
2024-07-29,27041480480
2024-07-30,26588227400
2024-07-31,27389935160
2024-08-01,27058073560
2024-08-02,26393477040
2024-08-05,25897431280
2024-08-06,26443256280
2024-08-07,26094801600
2024-08-08,26990827920
2024-08-09,27173351799
