,TSLA
2015-02-13,25655403900
2015-02-17,25730972100
2015-02-18,25749864150
2015-02-19,26656682550
2015-02-20,27336796350
2015-02-23,26108813100
2015-02-24,25712080050
2015-02-25,25655403900
2015-02-26,26089921050
2015-02-27,25617619800
2015-03-02,24861937800
2015-03-03,25126426500
2015-03-04,25504267500
2015-03-05,25277562900
2015-03-06,24427420650
2015-03-09,24049579650
2015-03-10,23974011450
2015-03-11,24408528600
2015-03-12,24068471700
2015-03-13,23766198900
2015-03-16,24654125250
2015-03-17,24521880900
2015-03-18,25277562900
2015-03-19,24635233200
2015-03-20,24956398050
2015-03-23,25145318550
2015-03-24,25409807250
2015-03-25,24465204750
2015-03-26,23974011450
2015-03-27,23293897650
2015-03-30,23992903500
2015-03-31,23906214300
2015-04-01,23773190850
2015-04-02,24191264550
2015-04-06,25730535900
2015-04-07,25749539250
2015-04-08,26300636400
2015-04-09,26623693350
2015-04-10,26718710100
2015-04-13,26585686650
2015-04-14,26281633050
2015-04-15,26338643100
2015-04-16,26186616300
2015-04-17,26205619650
2015-04-20,25996582800
2015-04-21,26528676600
2015-04-22,27801901050
2015-04-23,27687880950
2015-04-24,27668877600
2015-04-27,29341172400
2015-04-28,29208148950
2015-04-29,29455192500
2015-04-30,28638048450
2015-05-01,28638048450
2015-05-04,29208148950
2015-05-05,29512202550
2015-05-06,29189145600
2015-05-07,30006289650
2015-05-08,29968282950
2015-05-11,30348349950
2015-05-12,31013467200
2015-05-13,30804430350
2015-05-14,30918450450
2015-05-15,31526557650
2015-05-18,31507554299
2015-05-19,31317520800
2015-05-20,30956457150
2015-05-21,31108483950
2015-05-22,31393534200
2015-05-26,31355527500
2015-05-27,31355527500
2015-05-28,31849614600
2015-05-29,31773601199
2015-06-01,31602571050
2015-06-02,31469547599
2015-06-03,31545561000
2015-06-04,31146490650
2015-06-05,31564564350
2015-06-08,32476725150
2015-06-09,32438718450
2015-06-10,31754597850
2015-06-11,31849614600
2015-06-12,31754597850
2015-06-15,31716591150
2015-06-16,32058651450
2015-06-17,32989815600
2015-06-18,33179849100
2015-06-19,33255862500
2015-06-22,32913802200
2015-06-23,33901976400
2015-06-24,33597922800
2015-06-25,34054003200
2015-06-26,33844966349
2015-06-29,33198852449
2015-06-30,34599409200
2015-07-01,34715514600
2015-07-02,36128130300
2015-07-06,36089428500
2015-07-07,34560707400
2015-07-08,32896530000
2015-07-09,33264197100
2015-07-10,33438355200
2015-07-13,33825373200
2015-07-14,34270443900
2015-07-15,33941478600
2015-07-16,34405900200
2015-07-17,35431497900
2015-07-20,36418393800
2015-07-21,34405900200
2015-07-22,34560707400
2015-07-23,34463952900
2015-07-24,34231742100
2015-07-27,32644968300
2015-07-28,34154338499
2015-07-29,34038233100
2015-07-30,34425251100
2015-07-31,34328496599
2015-08-03,33535109699
2015-08-04,34347847500
2015-08-05,34850970900
2015-08-06,31754826900
2015-08-07,31290405300
2015-08-10,31116247199
2015-08-11,30613123800
2015-08-12,30729229200
2015-08-13,31290405300
2015-08-14,31367808900
2015-08-17,32896530000
2015-08-18,33631864199
2015-08-19,32935231800
2015-08-20,31251703499
2015-08-21,29761684200
2015-08-24,28232963100
2015-08-25,28387770300
2015-08-26,29006999100
2015-08-27,31348458000
2015-08-28,32064441300
2015-08-31,32122494000
2015-09-01,30787281900
2015-09-02,31948335900
2015-09-03,31677423300
2015-09-04,31213001699
2015-09-08,32006388600
2015-09-09,32103143100
2015-09-10,32064441300
2015-09-11,32277301200
2015-09-14,32664319199
2015-09-15,32703020999
2015-09-16,33825373200
2015-09-17,33806022299
2015-09-18,33612513300
2015-09-21,34076934900
2015-09-22,33670565999
2015-09-23,33670565999
2015-09-24,33941478600
2015-09-25,33148091699
2015-09-28,32045090399
2015-09-29,31812879600
2015-09-30,32565239999
2015-10-01,31444335000
2015-10-02,32447250000
2015-10-05,32270265000
2015-10-06,31660650000
2015-10-07,30402090000
2015-10-08,29713815000
2015-10-09,28927215000
2015-10-12,28258605000
2015-10-13,28750230000
2015-10-14,28435590000
2015-10-15,29005875000
2015-10-16,29753145000
2015-10-19,29910465000
2015-10-20,27924300000
2015-10-21,27550665000
2015-10-22,27747315000
2015-10-23,27413010000
2015-10-26,28219275000
2015-10-27,27570330000
2015-10-28,27924300000
2015-10-29,27747315000
2015-10-30,27137700000
2015-11-02,28022625000
2015-11-03,27314685000
2015-11-04,30362760000
2015-11-05,30382425000
2015-11-06,30461085000
2015-11-09,29536830000
2015-11-10,28376595000
2015-11-11,28730565000
2015-11-12,27924300000
2015-11-13,27157365000
2015-11-16,28101285000
2015-11-17,28061955000
2015-11-18,28986210000
2015-11-19,29084535000
2015-11-20,28848555000
2015-11-23,28553580000
2015-11-24,28612575000
2015-11-25,30107115000
2015-11-27,30362760000
2015-11-30,30185775000
2015-12-01,31090365000
2015-12-02,30421755000
2015-12-03,30500415000
2015-12-04,30205440000
2015-12-07,30303765000
2015-12-08,29713815000
2015-12-09,29438505000
2015-12-10,29772810000
2015-12-11,28455255000
2015-12-14,28651905000
2015-12-15,28986210000
2015-12-16,30736395000
2015-12-17,30598740000
2015-12-18,30205440000
2015-12-21,30480750000
2015-12-22,30146445000
2015-12-23,30107115000
2015-12-24,30225105000
2015-12-28,30008790000
2015-12-29,31090365000
2015-12-30,31208355000
2015-12-31,31842240000
2016-01-04,29633184600
2016-01-05,29653086000
2016-01-06,29056044000
2016-01-07,28618213200
2016-01-08,28001269800
2016-01-11,27583340400
2016-01-12,27861960000
2016-01-13,26568369000
2016-01-14,27364425000
2016-01-15,27205213800
2016-01-19,27165411000
2016-01-20,26369355000
2016-01-21,26528566200
2016-01-22,26866890000
2016-01-25,26050932600
2016-01-26,25672806000
2016-01-27,24956355600
2016-01-28,25175271000
2016-01-29,25374285000
2016-02-01,26130538200
2016-02-02,24259806600
2016-02-03,23025919800
2016-02-04,23264736600
2016-02-05,21573117600
2016-02-08,19642681800
2016-02-09,19662583200
2016-02-10,19065541200
2016-02-11,19961104200
2016-02-12,20040709800
2016-02-16,20578047600
2016-02-17,22389075000
2016-02-18,22130356800
2016-02-19,22110455400
2016-02-22,23583159000
2016-02-23,23503553400
2016-02-24,23742370200
2016-02-25,24876750000
2016-02-26,25254876600
2016-02-29,25473792000
2016-03-01,24717538800
2016-03-02,24996158400
2016-03-03,25971327000
2016-03-04,26667876000
2016-03-07,27245016600
2016-03-08,26886791400
2016-03-09,27682847400
2016-03-10,27225115200
2016-03-11,27523636200
2016-03-14,28538607600
2016-03-15,28976438400
2016-03-16,29454072000
2016-03-17,30031212600
2016-03-18,30886972800
2016-03-21,31623324600
2016-03-22,31085986800
2016-03-23,29533677600
2016-03-24,30210325200
2016-03-28,30548649000
2016-03-29,30528747600
2016-03-30,30110818200
2016-03-31,32168093400
2016-04-01,33259960800
2016-04-04,34582800150
2016-04-05,35758657350
2016-04-06,37144489050
2016-04-07,36010626750
2016-04-08,35002749150
2016-04-11,34981751700
2016-04-12,34687787400
2016-04-13,35632672650
2016-04-14,35254718550
2016-04-15,35632672650
2016-04-18,35548682850
2016-04-19,34624795050
2016-04-20,34981751700
2016-04-21,34750779750
2016-04-22,35527685400
2016-04-25,35254718550
2016-04-26,35527685400
2016-04-27,35191726200
2016-04-28,34666789950
2016-04-29,33700907250
2016-05-02,33847889400
2016-05-03,32525050050
2016-05-04,31160215800
2016-05-05,29606404500
2016-05-06,30089345850
2016-05-09,29249447850
2016-05-10,29207452950
2016-05-11,29249447850
2016-05-12,29018475900
2016-05-13,29060470800
2016-05-16,29165458050
2016-05-17,28640521800
2016-05-18,29564409600
2016-05-19,30131340750
2016-05-20,30845254050
2016-05-23,30257325450
2016-05-24,30509294850
2016-05-25,30740266800
2016-05-26,31517172450
2016-05-27,31223208150
2016-05-31,31244205600
2016-06-01,30740266800
2016-06-02,30656277000
2016-06-03,30656277000
2016-06-06,30887248950
2016-06-07,32525050050
2016-06-08,32965996500
2016-06-09,32105101050
2016-06-10,30635279550
2016-06-13,30488297400
2016-06-14,30089345850
2016-06-15,30467299950
2016-06-16,30509294850
2016-06-17,30152338200
2016-06-20,30761264250
2016-06-21,30740266800
2016-06-22,27527656950
2016-06-23,27485662050
2016-06-24,27044715600
2016-06-27,27800623800
2016-06-28,28241570250
2016-06-29,29417427450
2016-06-30,31623339750
2016-07-01,32249101950
2016-07-05,31891523550
2016-07-06,31958569500
2016-07-07,32182056000
2016-07-08,32293799250
2016-07-11,33500626350
2016-07-12,33478277700
2016-07-13,33165396600
2016-07-14,33008956050
2016-07-15,32830166850
2016-07-18,33701764200
2016-07-19,33567672300
2016-07-20,34014645300
2016-07-21,32852515500
2016-07-22,33120699300
2016-07-25,34260480450
2016-07-26,34193434500
2016-07-27,34036993950
2016-07-28,34349875050
2016-07-29,34975637250
2016-08-01,34260480450
2016-08-02,33858204750
2016-08-03,33634718250
2016-08-04,34349875050
2016-08-05,34282829100
2016-08-08,33701764200
2016-08-09,34126388550
2016-08-10,33612369600
2016-08-11,33500626350
2016-08-12,33612369600
2016-08-15,33612369600
2016-08-16,33321837150
2016-08-17,33254791200
2016-08-18,33299488500
2016-08-19,33522975000
2016-08-22,33210093900
2016-08-23,33500626350
2016-08-24,33165396600
2016-08-25,32919561450
2016-08-26,32785469550
2016-08-29,32070312750
2016-08-30,31489247850
2016-08-31,31578642450
2016-09-01,29902493700
2016-09-02,29477869350
2016-09-06,30215374800
2016-09-07,30058934250
2016-09-08,29410823400
2016-09-09,28963850400
2016-09-12,29544915300
2016-09-13,29209685550
2016-09-14,29254382850
2016-09-15,29857796400
2016-09-16,30595301850
2016-09-19,30751742400
2016-09-20,30483558600
2016-09-21,30572953200
2016-09-22,30751742400
2016-09-23,30908182950
2016-09-26,31131669450
2016-09-27,30662347800
2016-09-28,30729393750
2016-09-29,29902493700
2016-09-30,31624896000
2016-10-03,33136380000
2016-10-04,32764322400
2016-10-05,32322504000
2016-10-06,31159824000
2016-10-07,30485469600
2016-10-10,31159824000
2016-10-11,31020302400
2016-10-12,31229584800
2016-10-13,31043556000
2016-10-14,30462216000
2016-10-17,30066904800
2016-10-18,30857527200
2016-10-19,31555135200
2016-10-20,30857527200
2016-10-21,31020302400
2016-10-24,31438867200
2016-10-25,31369106400
2016-10-26,31345852800
2016-10-27,31624896000
2016-10-28,30997048800
2016-10-31,30648244800
2016-11-01,29578579200
2016-11-02,29136760800
2016-11-03,29043746400
2016-11-04,29532072000
2016-11-07,29950636800
2016-11-08,30229680000
2016-11-09,29462311200
2016-11-10,28741449600
2016-11-11,29229775200
2016-11-14,28136856000
2016-11-15,28485660000
2016-11-16,28508913600
2016-11-17,29253028800
2016-11-18,28671688800
2016-11-21,28601928000
2016-11-22,29625086400
2016-11-23,29950636800
2016-11-25,30485469600
2016-11-28,30392455200
2016-11-29,29392550400
2016-11-30,29369296800
2016-12-01,28206616800
2016-12-02,28136856000
2016-12-05,28950732000
2016-12-06,28811210400
2016-12-07,29950636800
2016-12-08,29811115200
2016-12-09,29787861600
2016-12-12,29834368800
2016-12-13,30718005600
2016-12-14,30811020000
2016-12-15,30624991200
2016-12-16,31392360000
2016-12-19,31438867200
2016-12-20,32369011200
2016-12-21,32206236000
2016-12-22,32322504000
2016-12-23,33066619200
2016-12-27,34043270400
2016-12-28,34066524000
2016-12-29,33275901600
2016-12-30,33136380000
2017-01-03,35140501383
2017-01-04,36743316235
2017-01-05,36719031162
2017-01-06,37083307265
2017-01-09,37447583367
2017-01-10,37204732632
2017-01-11,37204732632
2017-01-12,37180447559
2017-01-13,38491841529
2017-01-17,38151850499
2017-01-18,38588981823
2017-01-19,39463244470
2017-01-20,39633239984
2017-01-23,40288936969
2017-01-24,41211769763
2017-01-25,41187484689
2017-01-26,40871778734
2017-01-27,40944633954
2017-01-30,40580357851
2017-01-31,40798923513
2017-02-01,40361792190
2017-02-02,40726068293
2017-02-03,40701783219
2017-02-06,41721756307
2017-02-07,41697471233
2017-02-08,42426023439
2017-02-09,43591706968
2017-02-10,43591706968
2017-02-13,45437372555
2017-02-14,45485942702
2017-02-15,45291662114
2017-02-16,43543136821
2017-02-17,44077408438
2017-02-21,44903100938
2017-02-22,44271689026
2017-02-23,41454620498
2017-02-24,41600330939
2017-02-27,39876090719
2017-02-28,40483217557
2017-03-01,40483217557
2017-03-02,40556072778
2017-03-03,40726068293
2017-03-06,40677498146
2017-03-07,40240366822
2017-03-08,39973231013
2017-03-09,39657525058
2017-03-10,39463244470
2017-03-13,39851805646
2017-03-14,41770326454
2017-03-15,41406050351
2017-03-16,42426023439
2017-03-17,42328883145
2017-03-20,42401738365
2017-03-21,40580357851
2017-03-22,41284624984
2017-03-23,41260339910
2017-03-24,42596018954
2017-03-27,43737417409
2017-03-28,44927386012
2017-03-29,44903100938
2017-03-30,45000241232
2017-03-31,45883561379
2017-04-03,49222796304
2017-04-04,50088523878
2017-04-05,48653889613
2017-04-06,49247531378
2017-04-07,49890643289
2017-04-10,51523158142
2017-04-11,50904781304
2017-04-12,48950710496
2017-04-13,50137994025
2017-04-17,49717497775
2017-04-18,49519617187
2017-04-19,50385344760
2017-04-20,49890643289
2017-04-21,50385344760
2017-04-24,50805841010
2017-04-25,51745773803
2017-04-26,51152132039
2017-04-27,50904781304
2017-04-28,51795243950
2017-05-01,53229878215
2017-05-02,52586766303
2017-05-03,51275807406
2017-05-04,48728094834
2017-05-05,50855311157
2017-05-08,50657430568
2017-05-09,52982527479
2017-05-10,53625639391
2017-05-11,53279348362
2017-05-12,53551434170
2017-05-15,52092064833
2017-05-16,52265210347
2017-05-17,50484285054
2017-05-18,51622098436
2017-05-19,51251072333
2017-05-22,51176867112
2017-05-23,50113258951
2017-05-24,51152132039
2017-05-25,52240475274
2017-05-26,53625639391
2017-05-30,55258154243
2017-05-31,56222822110
2017-06-01,56123881816
2017-06-02,56049676596
2017-06-05,57261695198
2017-06-06,58176892919
2017-06-07,59314706300
2017-06-08,61021426373
2017-06-09,58918945124
2017-06-12,59191030933
2017-06-13,61986094241
2017-06-14,62777616593
2017-06-15,61887153947
2017-06-16,61244042035
2017-06-19,60971956226
2017-06-20,61392452476
2017-06-21,62060299461
2017-06-22,63099172549
2017-06-23,63222847917
2017-06-26,62258180049
2017-06-27,59759937624
2017-06-28,61219306962
2017-06-29,59487851815
2017-06-30,60501875100
2017-07-03,58996229100
2017-07-05,54730232100
2017-07-06,51668751900
2017-07-07,52396480800
2017-07-10,52873268700
2017-07-11,54730232100
2017-07-12,55131737700
2017-07-13,54102879600
2017-07-14,54830608500
2017-07-17,53450433000
2017-07-18,54905890800
2017-07-19,54404008800
2017-07-20,55181925899
2017-07-21,54930984900
2017-07-24,57289830299
2017-07-25,56813042400
2017-07-26,57515677200
2017-07-27,55959843000
2017-07-28,56060219400
2017-07-31,54102879600
2017-08-01,53450433000
2017-08-02,54529479300
2017-08-03,58067747400
2017-08-04,59698863900
2017-08-07,59422828800
2017-08-08,61104133500
2017-08-09,60828098399
2017-08-10,59447922900
2017-08-11,59874522600
2017-08-14,60853192500
2017-08-15,60627345600
2017-08-16,60702627900
2017-08-17,58870758600
2017-08-18,58117935600
2017-08-21,56511913200
2017-08-22,57114171600
2017-08-23,59021323200
2017-08-24,59046417300
2017-08-25,58218312000
2017-08-28,57816806400
2017-08-29,58117935600
2017-08-30,59096605500
2017-08-31,59548299300
2017-09-01,59447922900
2017-09-05,58494347100
2017-09-06,57641147700
2017-09-07,58644911700
2017-09-08,57440394900
2017-09-11,60853192500
2017-09-12,60677533800
2017-09-13,61279792200
2017-09-14,63186943800
2017-09-15,63538261200
2017-09-18,64416554700
2017-09-19,62760344100
2017-09-20,62559591300
2017-09-21,61304886300
2017-09-22,58745288100
2017-09-25,57716430000
2017-09-26,57766618200
2017-09-27,57038889300
2017-09-28,56813042400
2017-09-29,57063983399
2017-10-02,57487646700
2017-10-03,58598519100
2017-10-04,59759885700
2017-10-05,59810379900
2017-10-06,60062850900
2017-10-09,57714870600
2017-10-10,59860874100
2017-10-11,59684144400
2017-10-12,59860874100
2017-10-13,59835627000
2017-10-16,59002472700
2017-10-17,59886121200
2017-10-18,60542545800
2017-10-19,59204449500
2017-10-20,58093577100
2017-10-23,56730233700
2017-10-24,56780727899
2017-10-25,54836701200
2017-10-26,54887195399
2017-10-27,54003546900
2017-10-30,53877311400
2017-10-31,55796091000
2017-11-01,54054041100
2017-11-02,50367964500
2017-11-03,51529331100
2017-11-06,50973894900
2017-11-07,51504084000
2017-11-08,51226365900
2017-11-09,50999142000
2017-11-10,50999142000
2017-11-13,53094651300
2017-11-14,51958531799
2017-11-15,52387732500
2017-11-16,52589709299
2017-11-17,53018910000
2017-11-20,51958531799
2017-11-21,53498604900
2017-11-22,52614956400
2017-11-24,53119898400
2017-11-27,53321875200
2017-11-28,53448110700
2017-11-29,51756555000
2017-11-30,51983778900
2017-12-01,51605072400
2017-12-04,51377848500
2017-12-05,51125377500
2017-12-06,52715944800
2017-12-07,52387732500
2017-12-08,53044157100
2017-12-11,55366890300
2017-12-12,57411905399
2017-12-13,57058446000
2017-12-14,56881716300
2017-12-15,57815859000
2017-12-18,57033198900
2017-12-19,55720349700
2017-12-20,55366890300
2017-12-21,55821338100
2017-12-22,54735712800
2017-12-26,53397616500
2017-12-27,52463473800
2017-12-28,53069404200
2017-12-29,52412979600
2018-01-02,54219750300
2018-01-03,53661568500
2018-01-04,53204874300
2018-01-05,53560080900
2018-01-08,56909171700
2018-01-09,56452477500
2018-01-10,56630080800
2018-01-11,57162890700
2018-01-12,56858427900
2018-01-16,57518097300
2018-01-17,58710576600
2018-01-18,58279254300
2018-01-19,59192642699
2018-01-22,59471733600
2018-01-23,59674708800
2018-01-24,58507601400
2018-01-25,57112146900
2018-01-26,58000163400
2018-01-29,59116527000
2018-01-30,58482229500
2018-01-31,59928427800
2018-02-01,59065783200
2018-02-02,58152394800
2018-02-05,56350989900
2018-02-06,56477849400
2018-02-07,58355370000
2018-02-08,53331733800
2018-02-09,52494461100
2018-02-12,53407849500
2018-02-13,54752560199
2018-02-14,54524213099
2018-02-15,56503221300
2018-02-16,56756940300
2018-02-20,56630080800
2018-02-21,56376361800
2018-02-22,58558345199
2018-02-23,59547849300
2018-02-26,60461237699
2018-02-27,59370246000
2018-02-28,58025535300
2018-03-01,55970411400
2018-03-02,56680824600
2018-03-05,56376361800
2018-03-06,55513717200
2018-03-07,56198758500
2018-03-08,55665948600
2018-03-09,55336113900
2018-03-12,58431485700
2018-03-13,57822560100
2018-03-14,55259998200
2018-03-15,55082394900
2018-03-16,54346609800
2018-03-19,53027271000
2018-03-20,52519833000
2018-03-21,53534709000
2018-03-22,52291485900
2018-03-23,50997519000
2018-03-26,51454213200
2018-03-27,47217105900
2018-03-28,43614296100
2018-03-29,45009750599
2018-04-02,42915742649
2018-04-03,45491197200
2018-04-04,48780639150
2018-04-05,51968082900
2018-04-06,50871602250
2018-04-09,49239631050
2018-04-10,51789586050
2018-04-11,51152097300
2018-04-12,50004617550
2018-04-13,51050099100
2018-04-16,49494626550
2018-04-17,48908136900
2018-04-18,49877119800
2018-04-19,51024599550
2018-04-20,49341629250
2018-04-23,48168649950
2018-04-24,48194149500
2018-04-25,47709658050
2018-04-26,48525643650
2018-04-27,50004617550
2018-04-30,49953618450
2018-05-01,50973600449
2018-05-02,51203096399
2018-05-03,48347146800
2018-05-04,50004617550
2018-05-07,51458091900
2018-05-08,51330594150
2018-05-09,52172079300
2018-05-10,51840585149
2018-05-11,51177596850
2018-05-14,49622124300
2018-05-15,48321647250
2018-05-16,48704140500
2018-05-17,48372646350
2018-05-18,47046669750
2018-05-21,48372646350
2018-05-22,46740675149
2018-05-23,47429163000
2018-05-24,47225166600
2018-05-25,47403663450
2018-05-29,48245148600
2018-05-30,49596624750
2018-05-31,48398145900
2018-06-01,49596624750
2018-06-04,50438109900
2018-06-05,49494626550
2018-06-06,54314041500
2018-06-07,53727551850
2018-06-08,54008046900
2018-06-11,56456003700
2018-06-12,58266471750
2018-06-13,58623465449
2018-06-14,60816426750
2018-06-15,60892925400
2018-06-18,63034887600
2018-06-19,59923942500
2018-06-20,61581413250
2018-06-21,59082457350
2018-06-22,56710999199
2018-06-25,56609001000
2018-06-26,58138974000
2018-06-27,58572466350
2018-06-28,59490450149
2018-06-29,58291971300
2018-07-02,57302100000
2018-07-03,53146800000
2018-07-05,52864650000
2018-07-06,52813350000
2018-07-09,54454950000
2018-07-10,55147500000
2018-07-11,54531900000
2018-07-12,54147150000
2018-07-13,54531900000
2018-07-16,53018550000
2018-07-17,55173150000
2018-07-18,55378350000
2018-07-19,54762750000
2018-07-20,53634150000
2018-07-23,51838650000
2018-07-24,50863949999
2018-07-25,52787699999
2018-07-26,52428600000
2018-07-27,50812650000
2018-07-30,49607100000
2018-07-31,50992200000
2018-08-01,51453900000
2018-08-02,59764500000
2018-08-03,59533650000
2018-08-06,58482000000
2018-08-07,64894500000
2018-08-08,63329850000
2018-08-09,60277500000
2018-08-10,60790500000
2018-08-13,60944400000
2018-08-14,59456700000
2018-08-15,57917699999
2018-08-16,57353400000
2018-08-17,52249050000
2018-08-20,52736400000
2018-08-21,55044900000
2018-08-22,54993600000
2018-08-23,54737100000
2018-08-24,55198800000
2018-08-27,54583200000
2018-08-28,53326350000
2018-08-29,52146449999
2018-08-30,51838650000
2018-08-31,51582150000
2018-09-04,49401900000
2018-09-05,48016800000
2018-09-06,48042450000
2018-09-07,45015750000
2018-09-10,48811950000
2018-09-11,47785950000
2018-09-12,49684050000
2018-09-13,49504500000
2018-09-14,50479200000
2018-09-17,50427900000
2018-09-18,48735000000
2018-09-19,51120450000
2018-09-20,51017850000
2018-09-21,51146100000
2018-09-24,51248700000
2018-09-25,51479550000
2018-09-26,52941600000
2018-09-27,52582500000
2018-09-28,45272250000
2018-10-01,53439876900
2018-10-02,51788427300
2018-10-03,50704663500
2018-10-04,48485528100
2018-10-05,45053609400
2018-10-08,43092513000
2018-10-09,45208432800
2018-10-10,44202080700
2018-10-11,43402159800
2018-10-12,44511727500
2018-10-15,44666550900
2018-10-16,47582391600
2018-10-17,46756666800
2018-10-18,45389060100
2018-10-19,44718158699
2018-10-22,44898786000
2018-10-23,50601447900
2018-10-24,49620899700
2018-10-25,54162386099
2018-10-26,56923403400
2018-10-29,57594304800
2018-10-30,56742776099
2018-10-31,58032971099
2018-11-01,59219950500
2018-11-02,59581205100
2018-11-05,58729676400
2018-11-06,58678068599
2018-11-07,59890851900
2018-11-08,60458537700
2018-11-09,60303714300
2018-11-12,57000815100
2018-11-13,58265206199
2018-11-14,59168342700
2018-11-15,59942459700
2018-11-16,60948811800
2018-11-19,60793988400
2018-11-20,59787636300
2018-11-21,58187794500
2018-11-23,56046070800
2018-11-26,59529597300
2018-11-27,59168342700
2018-11-28,59839244100
2018-11-29,58678068599
2018-11-30,60303714300
2018-12-03,61671321000
2018-12-04,61877752200
2018-12-06,62445438000
2018-12-07,61568105400
2018-12-10,62806692600
2018-12-11,63090535500
2018-12-12,63064731600
2018-12-13,64819396800
2018-12-14,62909908200
2018-12-17,59942459700
2018-12-18,57981363300
2018-12-19,57284658000
2018-12-20,54265601700
2018-12-21,55013914800
2018-12-24,50807879100
2018-12-26,56097678599
2018-12-27,54394621199
2018-12-28,57439481400
2018-12-31,57583050000
2019-01-02,53638650000
2019-01-03,51951900000
2019-01-04,54962100000
2019-01-07,57946349999
2019-01-08,58024200000
2019-01-09,58569150000
2019-01-10,59685000000
2019-01-11,60074250000
2019-01-14,57842550000
2019-01-15,59581200000
2019-01-16,59866650000
2019-01-17,60074250000
2019-01-18,52289250000
2019-01-22,51718350000
2019-01-23,49746150000
2019-01-24,50420850000
2019-01-25,51381000000
2019-01-28,51277200000
2019-01-29,51458849999
2019-01-30,53405099999
2019-01-31,53119650000
2019-02-01,54001950000
2019-02-04,54131700000
2019-02-05,55584900000
2019-02-06,54884250000
2019-02-07,53197500000
2019-02-08,52912050000
2019-02-11,54131700000
2019-02-12,53950050000
2019-02-13,53301300000
2019-02-14,52548750000
2019-02-15,53275350000
2019-02-19,52886100000
2019-02-20,52341150000
2019-02-21,50394900000
2019-02-22,50991750000
2019-02-25,51692400000
2019-02-26,51536700000
2019-02-27,54443100000
2019-02-28,55351349999
2019-03-01,50991750000
2019-03-04,49356900000
2019-03-05,47851800000
2019-03-06,47799900000
2019-03-07,47851800000
2019-03-08,49149300000
2019-03-11,50317050000
2019-03-12,49019550000
2019-03-13,49979700000
2019-03-14,50161349999
2019-03-15,47644200000
2019-03-18,46632150000
2019-03-19,46268849999
2019-03-20,47332799999
2019-03-21,47410650000
2019-03-22,45775800000
2019-03-25,45049200000
2019-03-26,46320750000
2019-03-27,47540400000
2019-03-28,48189150000
2019-03-29,48422700000
2019-04-01,51188400000
2019-04-02,50604300000
2019-04-03,51639750000
2019-04-04,47391750000
2019-04-05,48666149999
2019-04-08,48347550000
2019-04-09,48188250000
2019-04-10,48852000000
2019-04-11,47497950000
2019-04-12,47391750000
2019-04-15,47152800000
2019-04-16,48374100000
2019-04-17,48002399999
2019-04-18,48374100000
2019-04-22,46515600000
2019-04-23,46701450000
2019-04-24,45772199999
2019-04-25,43834050000
2019-04-26,41630400000
2019-04-29,42745500000
2019-04-30,42241050000
2019-05-01,41418000000
2019-05-02,43196850000
2019-05-03,45135000000
2019-05-06,45188100000
2019-05-07,43727850000
2019-05-08,43329600000
2019-05-09,42825150000
2019-05-10,42400350000
2019-05-13,40170150000
2019-05-14,41125950000
2019-05-15,41046300000
2019-05-16,40409100000
2019-05-17,37355850000
2019-05-20,36346950000
2019-05-21,36293850000
2019-05-22,34116750000
2019-05-23,34594650000
2019-05-24,33745050000
2019-05-28,33399900000
2019-05-29,33612300000
2019-05-30,33320250000
2019-05-31,32762700000
2019-06-03,31674150000
2019-06-04,34276050000
2019-06-05,34807050000
2019-06-06,36453150000
2019-06-07,36187650000
2019-06-10,37674450000
2019-06-11,38417850000
2019-06-12,37037250000
2019-06-13,37860300000
2019-06-14,38046150000
2019-06-17,39825000000
2019-06-18,39771900000
2019-06-19,40090500000
2019-06-20,38869200000
2019-06-21,39267450000
2019-06-24,39586050000
2019-06-25,38895750000
2019-06-26,38816100000
2019-06-27,39453300000
2019-06-28,39559500000
2019-07-01,40741740000
2019-07-02,40284270000
2019-07-03,42141060000
2019-07-05,41818140000
2019-07-08,41333760000
2019-07-09,41279940000
2019-07-10,42867630000
2019-07-11,42813810000
2019-07-12,43970940000
2019-07-15,45477899999
2019-07-16,45289529999
2019-07-17,45720089999
2019-07-18,45477899999
2019-07-19,46312110000
2019-07-22,45881550000
2019-07-23,46661940000
2019-07-24,47523060000
2019-07-25,41037750000
2019-07-26,40903200000
2019-07-29,42302520000
2019-07-30,43459649999
2019-07-31,43352010000
2019-08-01,41952690000
2019-08-02,42033420000
2019-08-05,40957020000
2019-08-06,41387580000
2019-08-07,41871960000
2019-08-08,42759990000
2019-08-09,42167970000
2019-08-12,41091570000
2019-08-13,42167970000
2019-08-14,39396240000
2019-08-15,38696580000
2019-08-16,39450060000
2019-08-19,40687920000
2019-08-20,40526460000
2019-08-21,39611520000
2019-08-22,39853710000
2019-08-23,37916190000
2019-08-26,38562030000
2019-08-27,38400570000
2019-08-28,38669670000
2019-08-29,39772980000
2019-08-30,40472640000
2019-09-03,40365000000
2019-09-04,39584610000
2019-09-05,41199210000
2019-09-06,40795560000
2019-09-09,41575950000
2019-09-10,42248700000
2019-09-11,44320770000
2019-09-12,44105490000
2019-09-13,43997850000
2019-09-16,43567290000
2019-09-17,43917120000
2019-09-18,43674930000
2019-09-19,44240040000
2019-09-20,43163640000
2019-09-23,43271279999
2019-09-24,40042080000
2019-09-25,41037750000
2019-09-26,43513470000
2019-09-27,43432740000
2019-09-30,43362000000
2019-10-01,44037000000
