,TTWO
2023-09-06,23950803000
2023-09-07,24164877000
2023-09-08,24256623000
2023-09-11,24700062000
2023-09-12,24327981000
2023-09-13,24526764000
2023-09-14,24533560000
2023-09-15,24280409000
2023-09-18,24011967000
2023-09-19,24450309000
2023-09-20,23908328000
2023-09-21,23096206000
2023-09-22,23486976000
2023-09-25,23573625000
2023-09-26,23340862000
2023-09-27,23408822000
2023-09-28,23819979999
2023-09-29,23852260999
2023-10-02,23671700000
2023-10-03,23426468000
2023-10-04,23778989000
2023-10-05,23876059999
2023-10-06,23996973000
2023-10-09,24375039000
2023-10-10,24734372000
2023-10-11,24650925000
2023-10-12,24117886000
2023-10-13,24323949000
2023-10-16,24453377000
2023-10-17,24669658000
2023-10-18,24267750000
2023-10-19,23889684000
2023-10-20,23940774000
2023-10-23,24211550999
2023-10-24,24300107000
2023-10-25,23343021000
2023-10-26,22656712000
2023-10-27,22893429000
2023-10-30,22709505000
2023-10-31,22777625000
2023-11-01,22787843000
2023-11-02,23416250000
2023-11-03,23656373000
2023-11-06,22883211000
2023-11-07,23222108000
2023-11-08,24432941000
2023-11-09,24918296000
2023-11-10,25183964000
2023-11-13,25560327000
2023-11-14,26124020000
2023-11-15,26215982000
2023-11-16,26370955000
2023-11-17,26292616999
2023-11-20,26546364000
2023-11-21,26522522000
2023-11-22,26546364000
2023-11-24,26621296000
2023-11-27,26612781000
2023-11-28,26682604000
2023-11-29,26738803000
2023-11-30,26941459999
2023-12-01,26880152000
2023-12-04,26832468000
2023-12-05,26696228000
2023-12-06,26791596000
2023-12-07,26261963000
2023-12-08,26450996000
2023-12-11,25980968000
2023-12-12,26771159999
2023-12-13,27779336000
2023-12-14,27910466999
2023-12-15,27282059999
2023-12-18,27004471000
2023-12-19,27145820000
2023-12-20,26900588000
2023-12-21,27314416999
2023-12-22,27580084999
2023-12-26,27523886000
2023-12-27,27416597000
2023-12-28,27498341000
2023-12-29,27409784999
2024-01-02,27121978000
2024-01-03,26975520000
2024-01-04,27053858000
2024-01-05,26943163000
2024-01-08,26999362000
2024-01-09,27115166000
2024-01-10,27113463000
2024-01-11,27510262000
2024-01-12,27534104000
2024-01-16,27568164000
2024-01-17,27312714000
2024-01-18,27224158000
2024-01-19,27775930000
2024-01-22,28002429000
2024-01-23,28125045000
2024-01-24,28252770000
2024-01-25,28695550000
2024-01-26,28506516999
2024-01-29,28613806000
2024-01-30,28429882000
2024-01-31,28087579000
2024-02-01,28325999000
2024-02-02,28440100000
2024-02-05,27930903000
2024-02-06,28383900999
2024-02-07,28877771000
2024-02-08,28882880000
2024-02-09,26381173000
2024-02-12,26442481000
2024-02-13,26139347000
2024-02-14,26519116000
2024-02-15,26730288000
2024-02-16,26120614000
2024-02-20,25875382000
2024-02-21,25734033000
2024-02-22,25960532000
2024-02-23,25717003000
2024-02-26,25495613000
2024-02-27,25194182000
2024-02-28,25115844000
2024-02-29,25022179000
2024-03-01,25602902000
2024-03-04,24919999000
2024-03-05,24512982000
2024-03-06,24506170000
2024-03-07,24695203000
2024-03-08,24477219000
2024-03-11,24841661000
2024-03-12,24613459000
2024-03-13,24674766999
2024-03-14,24484031000
2024-03-15,24507873000
2024-03-18,24628786000
2024-03-19,24727559999
2024-03-20,25277629000
2024-03-21,25914550999
2024-03-22,25963938000
2024-03-25,24887641999
2024-03-26,24977900999
2024-03-27,25020475999
2024-03-28,25287847000
2024-04-01,25545000000
2024-04-02,25471771000
2024-04-03,25839619000
2024-04-04,25475177000
2024-04-05,25722112000
2024-04-08,26166595000
2024-04-09,26345409999
2024-04-10,25906036000
2024-04-11,25773202000
2024-04-12,25080081000
2024-04-15,24744590000
2024-04-16,24770134999
2024-04-17,24380148000
2024-04-18,23950991999
2024-04-19,23944180000
2024-04-22,23835188000
2024-04-23,24134916000
2024-04-24,24323949000
2024-04-25,24426129000
2024-04-26,24603241000
2024-04-29,24569181000
2024-04-30,24320543000
2024-05-01,24308622000
2024-05-02,24364821000
2024-05-03,24843364000
2024-05-06,25262302000
2024-05-07,25260599000
2024-05-08,24858691000
2024-05-09,24809304000
2024-05-10,24843364000
2024-05-13,24557869999
2024-05-14,24730176000
2024-05-15,25262448000
2024-05-16,24921248000
2024-05-17,25221504000
2024-05-20,25743540000
2024-05-21,25832251999
2024-05-22,25694066000
2024-05-23,25987498000
2024-05-24,26374760000
2024-05-28,26748374000
2024-05-29,27241408000
2024-05-30,27258468000
2024-05-31,27357416000
2024-06-03,27916983999
2024-06-04,28312776000
2024-06-05,28563558000
2024-06-06,28263301999
2024-06-07,28109762000
2024-06-10,27388124000
2024-06-11,27041806000
2024-06-12,27239701999
2024-06-13,26907032000
2024-06-14,27118576000
2024-06-17,26852440000
2024-06-18,26506122000
2024-06-20,26439588000
2024-06-21,26992332000
2024-06-24,27246526000
2024-06-25,27132224000
2024-06-26,26876324000
2024-06-27,26780788000
2024-06-28,26526594000
2024-07-01,26321874000
2024-07-02,26383290000
2024-07-03,26187100000
2024-07-05,25886844000
2024-07-08,25931200000
2024-07-09,25480816000
2024-07-10,25390398000
2024-07-11,25849312000
2024-07-12,26161510000
2024-07-15,26154686000
2024-07-16,26289460000
2024-07-17,25567822000
2024-07-18,25641180000
2024-07-19,25644592000
2024-07-22,25666769999
2024-07-23,25881726000
2024-07-24,26083033999
2024-07-25,25641180000
2024-07-26,25717950000
2024-07-29,25709419999
2024-07-30,25590000000
2024-07-31,25680418000
2024-08-01,24900776000
2024-08-02,24511808000
2024-08-05,23727249000
2024-08-06,24140953000
2024-08-07,23375940999
2024-08-08,23911794000
2024-08-09,24952486000
