,TTWO
2004-11-22,1536879324
2004-11-23,1536420180
2004-11-24,1544184515
2004-11-26,1530026424
2004-11-29,1567943520
2004-11-30,1596725700
2004-12-01,1640125115
2004-12-02,1627789895
2004-12-03,1661602104
2004-12-06,1646978015
2004-12-07,1577078435
2004-12-08,1561090620
2004-12-09,1485249575
2004-12-10,1540072775
2004-12-13,1610431500
2004-12-14,1528196700
2004-12-15,1540531920
2004-12-16,1529108135
2004-12-17,1482967560
2004-12-20,1466520600
2004-12-21,1508549435
2004-12-22,1502614824
2004-12-23,1543732224
2004-12-27,1543732224
2004-12-28,1575255564
2004-12-29,1589872800
2004-12-30,1585761060
2004-12-31,1589413655
2005-01-03,1616372964
2005-01-04,1548755400
2005-01-05,1535049600
2005-01-06,1503067115
2005-01-07,1473373500
2005-01-10,1498955375
2005-01-11,1514950044
2005-01-12,1515176190
2005-01-13,1524544104
2005-01-14,1591702524
2005-01-18,1546014240
2005-01-19,1510838304
2005-01-20,1516320624
2005-01-21,1543273080
2005-01-24,1528196700
2005-01-25,1536420180
2005-01-26,1597184844
2005-01-27,1596266555
2005-01-28,1598555424
2005-01-31,1647632000
2005-02-01,1664928630
2005-02-02,1727791049
2005-02-03,1727089929
2005-02-04,1801408649
2005-02-07,1769157129
2005-02-08,1775235840
2005-02-09,1740649590
2005-02-10,1699514880
2005-02-11,1745319049
2005-02-14,1750465270
2005-02-15,1758408959
2005-02-16,1764487670
2005-02-17,1722883209
2005-02-18,1705123840
2005-02-22,1696710400
2005-02-23,1696240649
2005-02-24,1719615990
2005-02-25,1724285449
2005-02-28,1714007030
2005-03-01,1718213750
2005-03-02,1770096630
2005-03-03,1749063030
2005-03-04,1847682569
2005-03-07,1902839680
2005-03-08,1893024000
2005-03-09,1893493750
2005-03-10,1904241920
2005-03-11,1877599360
2005-03-14,1886012800
2005-03-15,1886012800
2005-03-16,1857968000
2005-03-17,1874325129
2005-03-18,1916392329
2005-03-21,1936023689
2005-03-22,1904711670
2005-03-23,1864046710
2005-03-24,1871990400
2005-03-28,1874325129
2005-03-29,1815431049
2005-03-30,1874563510
2005-03-31,1827588470
2005-04-01,1821979510
2005-04-04,1843013110
2005-04-05,1835062409
2005-04-06,1828051209
2005-04-07,1861704969
2005-04-08,1859370240
2005-04-11,1858900489
2005-04-12,1853761280
2005-04-13,1808889600
2005-04-14,1743685440
2005-04-15,1759811200
2005-04-18,1822912000
2005-04-19,1837635520
2005-04-20,1784350400
2005-04-21,1764719040
2005-04-22,1707227200
2005-04-25,1717042880
2005-04-26,1684090240
2005-04-27,1696009280
2005-04-28,1652539840
2005-04-29,1649735360
2005-05-02,1689816200
2005-05-03,1710983000
2005-05-04,1722977520
2005-05-05,1728622000
2005-05-06,1761077760
2005-05-09,1812583640
2005-05-10,1811878080
2005-05-11,1813289200
2005-05-12,1794944640
2005-05-13,1773777840
2005-05-16,1819639240
2005-05-17,1893723040
2005-05-18,1935351080
2005-05-19,1869734000
2005-05-20,1833750440
2005-05-23,1840100479
2005-05-24,1833044880
2005-05-25,1799178000
2005-05-26,1822461479
2005-05-27,1826694840
2005-05-31,1817522560
2005-06-01,1864089520
2005-06-02,1860561720
2005-06-03,1910656479
2005-06-06,1903600880
2005-06-07,1909950920
2005-06-08,1871145120
2005-06-09,1974862440
2005-06-10,2011551560
2005-06-13,2066585240
2005-06-14,2070113040
2005-06-15,2016490479
2005-06-16,2010846000
2005-06-17,1982623600
2005-06-20,1986151400
2005-06-21,1963573479
2005-06-22,1967806840
2005-06-23,1909245360
2005-06-24,1852800560
2005-06-27,1808703060
2005-06-28,1833044880
2005-06-29,1821050360
2005-06-30,1795650200
2005-07-01,1792827960
2005-07-05,1812583640
2005-07-06,1799178000
2005-07-07,1864795080
2005-07-08,1885256320
2005-07-11,1911362040
2005-07-12,1962162360
2005-07-13,1966748500
2005-07-14,1895839720
2005-07-15,1869734000
2005-07-18,1873967360
2005-07-19,1901484200
2005-07-20,1909950920
2005-07-21,1816111440
2005-07-22,1785066800
2005-07-25,1794239080
2005-07-26,1664416040
2005-07-27,1768133360
2005-07-28,1737794280
2005-07-29,1736383160
2005-08-01,1703506280
2005-08-02,1718935320
2005-08-03,1754702640
2005-08-04,1720337960
2005-08-05,1714727400
2005-08-08,1715428720
2005-08-09,1737870960
2005-08-10,1734364360
2005-08-11,1749793400
2005-08-12,1749793400
2005-08-15,1773638280
2005-08-16,1751897360
2005-08-17,1760313200
2005-08-18,1735767000
2005-08-19,1733663040
2005-08-22,1716130040
2005-08-23,1716831360
2005-08-24,1718234000
2005-08-25,1732961720
2005-08-26,1702103640
2005-08-29,1699999680
2005-08-30,1674752160
2005-08-31,1669141600
2005-09-01,1653712559
2005-09-02,1655816520
2005-09-06,1704207600
2005-09-07,1694389120
2005-09-08,1589892440
2005-09-09,1533085520
2005-09-12,1568151520
2005-09-13,1600412240
2005-09-14,1617243920
2005-09-15,1613737320
2005-09-16,1591996400
2005-09-19,1596905640
2005-09-20,1591295080
2005-09-21,1546410600
2005-09-22,1544306640
2005-09-23,1560437000
2005-09-26,1539397400
2005-09-27,1533085520
2005-09-28,1511344600
2005-09-29,1541501360
2005-09-30,1549215880
2005-10-03,1530981559
2005-10-04,1494512920
2005-10-05,1429991480
2005-10-06,1425082240
2005-10-07,1416666400
2005-10-10,1394925480
2005-10-11,1380899080
2005-10-12,1348638360
2005-10-13,1338819880
2005-10-14,1311468400
2005-10-17,1284116920
2005-10-18,1262376000
2005-10-19,1261674680
2005-10-20,1353547600
2005-10-21,1405445280
2005-10-24,1483993120
2005-10-25,1453135040
2005-10-26,1408250559
2005-10-27,1385808320
2005-10-28,1400536040
2005-10-31,1475008850
2005-11-01,1252150370
2005-11-02,1305722120
2005-11-03,1305722120
2005-11-04,1300722090
2005-11-07,1300007800
2005-11-08,1320007920
2005-11-09,1320722210
2005-11-10,1300722090
2005-11-11,1295007770
2005-11-14,1316436470
2005-11-15,1284293420
2005-11-16,1297864930
2005-11-17,1313579310
2005-11-18,1287864870
2005-11-21,1335008010
2005-11-22,1362865319
2005-11-23,1367151060
2005-11-25,1379293990
2005-11-28,1333579430
2005-11-29,1305007830
2005-11-30,1303579250
2005-12-01,1329293690
2005-12-02,1330722270
2005-12-05,1337150880
2005-12-06,1397151240
2005-12-07,1370722510
2005-12-08,1354293840
2005-12-09,1370722510
2005-12-12,1357151000
2005-12-13,1342865200
2005-12-14,1306436410
2005-12-15,1286436290
2005-12-16,1251436080
2005-12-19,1237150280
2005-12-20,1245007470
2005-12-21,1256436110
2005-12-22,1269293330
2005-12-23,1260007560
2005-12-27,1239293150
2005-12-28,1247150340
2005-12-29,1265007590
2005-12-30,1264293300
2006-01-03,1289293450
2006-01-04,1272150490
2006-01-05,1319293630
2006-01-06,1337150880
2006-01-09,1348579520
2006-01-10,1339293750
2006-01-11,1372865380
2006-01-12,1350008100
2006-01-13,1315007890
2006-01-17,1299293510
2006-01-18,1315722180
2006-01-19,1357151000
2006-01-20,1324293660
2006-01-23,1308579280
2006-01-24,1285722000
2006-01-25,1268579040
2006-01-26,1216435870
2006-01-27,1049292010
2006-01-30,1156435510
2006-01-31,1125719842
2006-02-01,1075331850
2006-02-02,1156247910
2006-02-03,1106562610
2006-02-06,1151989170
2006-02-07,1100884290
2006-02-08,1070363320
2006-02-09,1048359830
2006-02-10,1061136050
2006-02-13,1068943740
2006-02-14,1070363320
2006-02-15,1081010170
2006-02-16,1114370300
2006-02-17,1127146520
2006-02-21,1104433240
2006-02-22,1115080090
2006-02-23,1117919250
2006-02-24,1125726940
2006-02-27,1127856310
2006-02-28,1105852820
2006-03-01,1106562610
2006-03-02,1106562610
2006-03-03,1092366810
2006-03-06,1073912270
2006-03-07,1054038150
2006-03-08,1171863290
2006-03-09,1142761900
2006-03-10,1147020640
2006-03-13,1151989170
2006-03-14,1154828330
2006-03-15,1184639510
2006-03-16,1152698960
2006-03-17,1121468200
2006-03-20,1127856310
2006-03-21,1162636020
2006-03-22,1153408750
2006-03-23,1142761900
2006-03-24,1189608040
2006-03-27,1277622000
2006-03-28,1281170950
2006-03-29,1257038090
2006-03-30,1330856250
2006-03-31,1324468140
2006-04-03,1235034600
2006-04-04,1277622000
2006-04-05,1284010110
2006-04-06,1256328300
2006-04-07,1260587040
2006-04-10,1318080030
2006-04-11,1348601000
2006-04-12,1339373730
2006-04-13,1334405200
2006-04-17,1272653470
2006-04-18,1281880740
2006-04-19,1247810819
2006-04-20,1238583550
2006-04-21,1227226910
2006-04-24,1189608040
2006-04-25,1199545100
2006-04-26,1249230400
2006-04-27,1237163970
2006-04-28,1210191950
2006-05-01,1219990200
2006-05-02,1185153650
2006-05-03,1159559450
2006-05-04,1138941900
2006-05-05,1181598900
2006-05-08,1147473300
2006-05-09,1151028050
2006-05-10,1163114200
2006-05-11,1092730150
2006-05-12,1096995850
2006-05-15,1073534500
2006-05-16,1067846900
2006-05-17,1058604550
2006-05-18,1060737400
2006-05-19,1067135950
2006-05-22,1067846900
2006-05-23,1066425000
2006-05-24,1089175400
2006-05-25,1114058650
2006-05-26,1105527250
2006-05-30,1100550600
2006-05-31,1158137550
2006-06-01,1179466050
2006-06-02,1198661700
2006-06-05,1142496650
2006-06-06,1183731750
2006-06-07,1174489400
2006-06-08,1192263150
2006-06-09,983243850
2006-06-12,932055450
2006-06-13,918547400
2006-06-14,918547400
2006-06-15,956938700
2006-06-16,931344500
2006-06-19,926367850
2006-06-20,935610200
2006-06-21,929922600
2006-06-22,927789750
2006-06-23,927078799
2006-06-26,914992650
2006-06-27,771380750
2006-06-28,761427450
2006-06-29,780623100
2006-06-30,769247900
2006-07-03,753607000
2006-07-05,741520850
2006-07-06,726590900
2006-07-07,718059500
2006-07-10,664027300
2006-07-11,696731000
2006-07-12,692465300
2006-07-13,699574800
2006-07-14,725169000
2006-07-17,723747100
2006-07-18,723747100
2006-07-19,748630350
2006-07-20,745786550
2006-07-21,734411350
2006-07-24,740809900
2006-07-25,745786550
2006-07-26,777068350
2006-07-27,763560300
2006-07-28,757872700
2006-07-31,760266480
2006-08-01,741758120
2006-08-02,766673220
2006-08-03,766673220
2006-08-04,755283460
2006-08-07,751724160
2006-08-08,747453000
2006-08-09,748164860
2006-08-10,757419040
2006-08-11,755995320
2006-08-14,804401800
2006-08-15,822910160
2006-08-16,894096160
2006-08-17,911180800
2006-08-18,901926620
2006-08-21,903350340
2006-08-22,894808020
2006-08-23,901926620
2006-08-24,861350600
2006-08-25,853520140
2006-08-28,862774320
2006-08-29,867045480
2006-08-30,860638740
2006-08-31,868469200
2006-09-01,805113660
2006-09-05,825045740
2006-09-06,821486439
2006-09-07,827181320
2006-09-08,843554100
2006-09-11,943214500
2006-09-12,969553320
2006-09-13,1010129340
2006-09-14,1027925840
2006-09-15,988773540
2006-09-18,997315860
2006-09-19,1033620720
2006-09-20,1068501860
2006-09-21,1030773280
2006-09-22,1001587020
2006-09-25,1018671660
2006-09-26,1027213980
2006-09-27,1025790260
2006-09-28,1026502120
2006-09-29,1015112360
2006-10-02,985926100
2006-10-03,998027720
2006-10-04,1025790260
2006-10-05,1039315600
2006-10-06,1040739320
2006-10-09,1030773280
2006-10-10,1037180020
2006-10-11,1063518840
2006-10-12,1095552540
2006-10-13,1129721820
2006-10-16,1116908340
2006-10-17,1074196740
2006-10-18,1091281380
2006-10-19,1094128820
2006-10-20,1064942560
2006-10-23,1049993500
2006-10-24,1037180020
2006-10-25,1035044439
2006-10-26,1040739320
2006-10-27,998027720
2006-10-30,1034332580
2006-10-31,998326400
2006-11-01,1022588800
2006-11-02,1001180800
2006-11-03,1046137600
2006-11-06,1039001600
2006-11-07,1066118400
2006-11-08,1083244800
2006-11-09,1101084800
2006-11-10,1126774400
2006-11-13,1225251200
2006-11-14,1255936000
2006-11-15,1296611200
2006-11-16,1257363200
2006-11-17,1259504000
2006-11-20,1253081600
2006-11-21,1240236800
2006-11-22,1251654400
2006-11-24,1260217600
2006-11-27,1188144000
2006-11-28,1184576000
2006-11-29,1240236800
2006-11-30,1238088864
2006-12-01,1272348799
2006-12-04,1370112000
2006-12-05,1355840000
2006-12-06,1356553600
2006-12-07,1394374400
2006-12-08,1434336000
2006-12-11,1402937600
2006-12-12,1409360000
2006-12-13,1379388799
2006-12-14,1450748799
2006-12-15,1430054400
2006-12-18,1405792000
2006-12-19,1398656000
2006-12-20,1411500800
2006-12-21,1357267200
2006-12-22,1318019200
2006-12-26,1325155200
2006-12-27,1295184000
2006-12-28,1293756800
2006-12-29,1267353600
2007-01-03,1260217600
2007-01-04,1260217600
2007-01-05,1200988799
2007-01-08,1141046400
2007-01-09,1170304000
2007-01-10,1196707200
2007-01-11,1209552000
2007-01-12,1235241600
2007-01-16,1260931200
2007-01-17,1256649600
2007-01-18,1237382400
2007-01-19,1248086400
2007-01-22,1251654400
2007-01-23,1295897600
2007-01-24,1288761600
2007-01-25,1230246400
2007-01-26,1208838400
2007-01-29,1196707200
2007-01-30,1220256000
2007-01-31,1246771680
2007-02-01,1261118879
2007-02-02,1314203520
2007-02-05,1284074400
2007-02-06,1233859200
2007-02-07,1290530640
2007-02-08,1309899360
2007-02-09,1375896480
2007-02-12,1409612400
2007-02-13,1388808960
2007-02-14,1504303920
2007-02-15,1454088720
2007-02-16,1450501920
2007-02-20,1444045680
2007-02-21,1421807520
2007-02-22,1422524879
2007-02-23,1419655440
2007-02-26,1380200640
2007-02-27,1309182000
2007-02-28,1276900800
2007-03-01,1223816160
2007-03-02,1225968240
2007-03-05,1253945280
2007-03-06,1263270960
2007-03-07,1359397200
2007-03-08,1395982560
2007-03-09,1454088720
2007-03-12,1439741520
2007-03-13,1467001200
2007-03-14,1477761600
2007-03-15,1481348400
2007-03-16,1495695600
2007-03-19,1621950960
2007-03-20,1706599440
2007-03-21,1667144640
2007-03-22,1675035600
2007-03-23,1653514800
2007-03-26,1596843360
2007-03-27,1512194879
2007-03-28,1496412960
2007-03-29,1513629600
2007-03-30,1444763040
2007-04-02,1474892160
2007-04-03,1523672640
2007-04-04,1537302480
2007-04-05,1524390000
2007-04-09,1489239360
2007-04-10,1461979680
2007-04-11,1497130320
2007-04-12,1496412960
2007-04-13,1488522000
2007-04-16,1492108800
2007-04-17,1485652560
2007-04-18,1456240800
2007-04-19,1445480400
2007-04-20,1436154720
2007-04-23,1424676960
2007-04-24,1413916560
2007-04-25,1421807520
2007-04-26,1421090160
2007-04-27,1403156160
2007-04-30,1381677750
2007-05-01,1404741750
2007-05-02,1468167750
2007-05-03,1461681000
2007-05-04,1468888500
2007-05-07,1439337750
2007-05-08,1438617000
2007-05-09,1411228499
2007-05-10,1387443750
2007-05-11,1416273750
2007-05-14,1386002250
2007-05-15,1378074000
2007-05-16,1375190999
2007-05-17,1358613750
2007-05-18,1335549750
2007-05-21,1344198750
2007-05-22,1382398500
2007-05-23,1368704250
2007-05-24,1340595000
2007-05-25,1356451500
2007-05-29,1394651250
2007-05-30,1377353250
2007-05-31,1484024250
2007-06-01,1502043000
2007-06-04,1432851000
2007-06-05,1390326750
2007-06-06,1387443750
2007-06-07,1338432750
2007-06-08,1344198750
2007-06-11,1365100500
2007-06-12,1393209749
2007-06-13,1417715250
2007-06-14,1512133500
2007-06-15,1489069500
2007-06-18,1478258250
2007-06-19,1496277000
2007-06-20,1488348750
2007-06-21,1485465750
2007-06-22,1500601500
2007-06-25,1488348750
2007-06-26,1470330000
2007-06-27,1471771500
2007-06-28,1447986750
2007-06-29,1439337750
2007-07-02,1433571750
2007-07-03,1435734000
2007-07-05,1476456375
2007-07-06,1490511000
2007-07-09,1458077250
2007-07-10,1426364250
2007-07-11,1416994500
2007-07-12,1432851000
2007-07-13,1431409500
2007-07-16,1455915000
2007-07-17,1486186500
2007-07-18,1470330000
2007-07-19,1472492250
2007-07-20,1445392050
2007-07-23,1437896250
2007-07-24,1426364250
2007-07-25,1430688750
2007-07-26,1409066250
2007-07-27,1355010000
2007-07-30,1339153499
2007-07-31,1274613740
2007-08-01,1211714480
2007-08-02,1222559180
2007-08-03,1023739680
2007-08-06,982529820
2007-08-07,993374520
2007-08-08,1111943240
2007-08-09,1054827820
2007-08-10,1036030340
2007-08-13,1029523520
2007-08-14,974577040
2007-08-15,910954800
2007-08-16,929029300
2007-08-17,885650500
2007-08-20,968793200
2007-08-21,1051935900
2007-08-22,1030969480
2007-08-23,1037476300
2007-08-24,1070010400
2007-08-27,1065672520
2007-08-28,1092422780
2007-08-29,1109774300
2007-08-30,1101098540
2007-08-31,1155322040
2007-09-04,1183518260
2007-09-05,1156768000
2007-09-06,1169058660
2007-09-07,1112666220
2007-09-10,1138693500
2007-09-11,1197977860
2007-09-12,1192194020
2007-09-13,1177011440
2007-09-14,1190748060
2007-09-17,1177011440
2007-09-18,1199423820
2007-09-19,1224005140
2007-09-20,1231234940
2007-09-21,1265215000
2007-09-24,1234126860
2007-09-25,1229066000
2007-09-26,1260154140
2007-09-27,1237018780
2007-09-28,1234849839
2007-10-01,1272444800
2007-10-02,1274613740
2007-10-03,1281120560
2007-10-04,1278951620
2007-10-05,1304971670
2007-10-08,1299918040
2007-10-09,1325938090
2007-10-10,1349803660
2007-10-11,1324499360
2007-10-12,1345465780
2007-10-15,1337513000
2007-10-16,1297749100
2007-10-17,1323053400
2007-10-18,1362094320
2007-10-19,1358479420
2007-10-22,1373662000
2007-10-23,1357033460
2007-10-24,1283289500
2007-10-25,1258708180
2007-10-26,1295580160
2007-10-29,1301364000
2007-10-30,1353418560
2007-10-31,1373719440
2007-11-01,1310812160
2007-11-02,1288136280
2007-11-05,1275701120
2007-11-06,1253025240
2007-11-07,1176951320
2007-11-08,1170368000
2007-11-09,1125016240
2007-11-12,1065766360
2007-11-13,1121358840
2007-11-14,1119895880
2007-11-15,1125016240
2007-11-16,1102340360
2007-11-19,1086247800
2007-11-20,1061377480
2007-11-21,1086247800
2007-11-23,1076738560
2007-11-26,1066497840
2007-11-27,1088442240
2007-11-28,1138914360
2007-11-29,1119164400
2007-11-30,1095757040
2007-12-03,1190849440
2007-12-04,1220108640
2007-12-05,1226691960
2007-12-06,1244978960
2007-12-07,1245710440
2007-12-10,1316664000
2007-12-11,1275701120
2007-12-12,1279358520
2007-12-13,1291793680
2007-12-14,1351775040
2007-12-17,1307154760
2007-12-18,1318858440
2007-12-19,1371525000
2007-12-20,1397126800
2007-12-21,1368599080
2007-12-24,1370793520
2007-12-26,1370793520
2007-12-27,1364210200
2007-12-28,1360552800
2007-12-31,1349580600
2008-01-02,1321052880
2008-01-03,1290330720
2008-01-04,1272043720
2008-01-07,1208404960
2008-01-08,1203284600
2008-01-09,1206210520
2008-01-10,1221571600
2008-01-11,1196701280
2008-01-14,1174025400
2008-01-15,1135256960
2008-01-16,1117701440
2008-01-17,1063571919
2008-01-18,1076007080
2008-01-22,1020414600
2008-01-23,1057720080
2008-01-24,1170368000
2008-01-25,1144766200
2008-01-28,1152081000
2008-01-29,1202553120
2008-01-30,1194506839
2008-01-31,1234611120
2008-02-01,1282673839
2008-02-04,1247377780
2008-02-05,1186548400
2008-02-06,1171528800
2008-02-07,1201568000
2008-02-08,1224097400
2008-02-11,1220342500
2008-02-12,1212832700
2008-02-13,1254887580
2008-02-14,1188801340
2008-02-15,1188801340
2008-02-19,1190303300
2008-02-20,1242871900
2008-02-21,1277416980
2008-02-22,1303701280
2008-02-25,2019385220
2008-02-26,2016381300
2008-02-27,2011124440
2008-02-28,1952548000
2008-02-29,1990097000
2008-03-03,1967567600
2008-03-04,1954800940
2008-03-05,1955551920
2008-03-06,1952548000
2008-03-07,1920255860
2008-03-10,1866185300
2008-03-11,1851165700
2008-03-12,1870691180
2008-03-13,1925512720
2008-03-14,1899228420
2008-03-17,1881204900
2008-03-18,1898477440
2008-03-19,1871442160
2008-03-20,1912746060
2008-03-24,1920255860
2008-03-25,1939030360
2008-03-26,1945789180
2008-03-27,1923259780
2008-03-28,1902232339
2008-03-31,1916500960
2008-04-01,1952548000
2008-04-02,1910493120
2008-04-03,1896975480
2008-04-04,1923259780
2008-04-07,1909742140
2008-04-08,1908240180
2008-04-09,1902232339
2008-04-10,1919504880
2008-04-11,1906738220
2008-04-14,1932271540
2008-04-15,1970571520
2008-04-16,1959306820
2008-04-17,1941283300
2008-04-18,1951046040
2008-04-21,1966816620
2008-04-22,1958555839
2008-04-23,1968318580
2008-04-24,1963061720
2008-04-25,1967567600
2008-04-28,1987844060
2008-04-29,1999859740
2008-04-30,1990723840
2008-05-01,1979343940
2008-05-02,1987689200
2008-05-05,1977067960
2008-05-06,1999069100
2008-05-07,1992241160
2008-05-08,2018035600
2008-05-09,2023346220
2008-05-12,2040036740
2008-05-13,2017276940
2008-05-14,2046106020
2008-05-15,2073417779
2008-05-16,2055968600
2008-05-19,2041554060
2008-05-20,2057485920
2008-05-21,2044588700
2008-05-22,2033208800
2008-05-23,2042312720
2008-05-27,2061279220
2008-05-28,2034726120
2008-05-29,2052933960
2008-05-30,2053692620
2008-06-02,2048382000
2008-06-03,2055968600
2008-06-04,2071900460
2008-06-05,2097694900
2008-06-06,2075693760
2008-06-09,2066589840
2008-06-10,2049140660
2008-06-11,2029415500
2008-06-12,2015000960
2008-06-13,2008173020
2008-06-16,2002862400
2008-06-17,1994517140
2008-06-18,2003621060
2008-06-19,1998310440
2008-06-20,2020311580
2008-06-23,2006655700
2008-06-24,1956584140
2008-06-25,1961894760
2008-06-26,1945204240
2008-06-27,1954308160
2008-06-30,1939893620
2008-07-01,1907271240
2008-07-02,1846578440
2008-07-03,1805610800
2008-07-07,1820025340
2008-07-08,1856441020
2008-07-09,1798024200
2008-07-10,1813197400
2008-07-11,1875407520
2008-07-14,1841267820
2008-07-15,1836715860
2008-07-16,1900443300
2008-07-17,1892856700
2008-07-18,1899684640
2008-07-21,1870855560
2008-07-22,1884511440
2008-07-23,1820784000
2008-07-24,1793472240
2008-07-25,1826094620
2008-07-28,1803334820
2008-07-29,1820784000
2008-07-30,1757056560
2008-07-31,1734008400
2008-08-01,1757584830
2008-08-04,1745416350
2008-08-05,1827553590
2008-08-06,1847327370
2008-08-07,1816906170
2008-08-08,1855693200
2008-08-11,1868622210
2008-08-12,1876227510
2008-08-13,1880030160
2008-08-14,1880790690
2008-08-15,1889156520
2008-08-18,1806258750
2008-08-19,1754542710
2008-08-20,1851130020
2008-08-21,1854172140
2008-08-22,1861016910
2008-08-25,1860256380
2008-08-26,1911211890
2008-08-27,1909690830
2008-08-28,1908930300
2008-08-29,1906648710
2008-09-02,1866340620
2008-09-03,1762148010
2008-09-04,1766711190
2008-09-05,1795611330
2008-09-08,1763669070
2008-09-09,1655673810
2008-09-10,1643505330
2008-09-11,1646547450
2008-09-12,1664800170
2008-09-15,1260198210
2008-09-16,1273887750
2008-09-17,1141555530
2008-09-18,1179582030
2008-09-19,1260198210
2008-09-22,1243466550
2008-09-23,1239663900
2008-09-24,1232058600
2008-09-25,1233579660
2008-09-26,1229016480
2008-09-29,1173497790
2008-09-30,1247269200
2008-10-01,1211524290
2008-10-02,1130147580
2008-10-03,1141555530
2008-10-06,1098205320
2008-10-07,1047249810
2008-10-08,1028997090
2008-10-09,989449530
2008-10-10,976520520
2008-10-13,1070826240
2008-10-14,1036602390
2008-10-15,914157060
2008-10-16,985646880
2008-10-17,965112570
2008-10-20,1000096950
2008-10-21,987167940
2008-10-22,947620380
2008-10-23,905791230
2008-10-24,867004200
2008-10-27,832780350
2008-10-28,865483140
2008-10-29,848751480
2008-10-30,887538510
2008-10-31,902569720
2008-11-03,933010520
2008-11-04,949752960
2008-11-05,922356240
2008-11-06,868323820
2008-11-07,893437480
2008-11-10,920834200
2008-11-11,910179920
2008-11-12,821901600
2008-11-13,813530380
2008-11-14,818857520
2008-11-17,783089579
2008-11-18,790699780
2008-11-19,747321640
2008-11-20,743516540
2008-11-21,768630200
2008-11-24,850820360
2008-11-25,855386480
2008-11-26,917029100
2008-11-28,924639300
2008-12-01,837122000
2008-12-02,873650960
2008-12-03,904852780
2008-12-04,859191579
2008-12-05,920834200
2008-12-08,920073180
2008-12-09,922356240
2008-12-10,948230920
2008-12-11,895720540
2008-12-12,939859700
2008-12-15,879739120
2008-12-16,917790120
2008-12-17,918551140
2008-12-18,678068820
2008-12-19,641539860
2008-12-22,595117640
2008-12-23,597400700
2008-12-24,594356620
2008-12-26,587507440
2008-12-29,569242960
2008-12-30,555544600
2008-12-31,575331120
2009-01-02,605010900
2009-01-05,619470280
2009-01-06,600444780
2009-01-07,588268460
2009-01-08,615665180
2009-01-09,598161720
2009-01-12,570765000
2009-01-13,540324200
2009-01-14,541085220
2009-01-15,539563180
2009-01-16,578375200
2009-01-20,556305620
2009-01-21,560110720
2009-01-22,537280120
2009-01-23,567720920
2009-01-26,566198880
2009-01-27,562393780
2009-01-28,566198880
2009-01-29,547173380
2009-01-30,534236039
2009-02-02,538406610
2009-02-03,520025730
2009-02-04,529216170
2009-02-05,558319230
2009-02-06,595846860
2009-02-09,611164260
2009-02-10,573636630
2009-02-11,561382710
2009-02-12,569041410
2009-02-13,595846860
2009-02-17,539938350
2009-02-18,549894660
2009-02-19,536874870
2009-02-20,513132900
2009-02-23,496283760
2009-02-24,528450300
2009-02-25,498581370
2009-02-26,484029840
2009-02-27,474073530
2009-03-02,432716550
2009-03-03,430418940
2009-03-04,465648960
2009-03-05,435014160
2009-03-06,475605270
2009-03-09,460287870
2009-03-10,524620950
2009-03-11,490922670
2009-03-12,543767700
2009-03-13,563680320
2009-03-16,546065310
2009-03-17,575168370
2009-03-18,608100780
2009-03-19,624184050
2009-03-20,656350590
2009-03-23,659414070
2009-03-24,646394280
2009-03-25,631842750
2009-03-26,682390170
2009-03-27,645628410
2009-03-30,629545140
2009-03-31,639501450
2009-04-01,648691890
2009-04-02,646394280
2009-04-03,635672100
2009-04-06,610398390
2009-04-07,592017510
2009-04-08,611164260
2009-04-09,643330800
2009-04-13,723747150
2009-04-14,717620189
2009-04-15,720683670
2009-04-16,755147820
2009-04-17,718386060
2009-04-20,673199729
2009-04-21,706898010
2009-04-22,709195620
2009-04-23,679326689
2009-04-24,678560820
2009-04-27,669370380
2009-04-28,664009290
2009-04-29,697707570
2009-04-30,699105520
2009-05-01,681396900
2009-05-04,697180670
2009-05-05,687556420
2009-05-06,689866240
2009-05-07,686016540
2009-05-08,685246600
2009-05-11,672927560
2009-05-12,658298700
2009-05-13,628271040
2009-05-14,630580860
2009-05-15,678317140
2009-05-18,695255820
2009-05-19,699875460
2009-05-20,719893900
2009-05-21,710654620
2009-05-22,692946000
2009-05-26,679857020
2009-05-27,733752820
2009-05-28,657528759
2009-05-29,664458220
2009-06-01,693715940
2009-06-02,655218940
2009-06-03,646749600
2009-06-04,662148400
2009-06-05,656758820
2009-06-08,649829360
2009-06-09,643669840
2009-06-10,629040980
2009-06-11,616721940
2009-06-12,615952000
2009-06-15,588234160
2009-06-16,578994880
2009-06-17,608252600
2009-06-18,617491880
2009-06-19,651369240
2009-06-22,672157620
2009-06-23,685246600
2009-06-24,709884680
2009-06-25,704495100
2009-06-26,731443000
2009-06-29,730673060
2009-06-30,729133180
2009-07-01,749151620
2009-07-02,757620960
2009-07-06,706804920
2009-07-07,704495100
2009-07-08,687556420
2009-07-09,691406120
2009-07-10,680626960
2009-07-13,691406120
2009-07-14,623651400
2009-07-15,622881460
2009-07-16,655988880
2009-07-17,668307920
2009-07-20,662918340
2009-07-21,660608520
2009-07-22,657528759
2009-07-23,693715940
2009-07-24,709884680
2009-07-27,719893900
2009-07-28,721433779
2009-07-29,727593300
2009-07-30,732212940
2009-07-31,738533040
2009-08-03,745514970
2009-08-04,740084579
2009-08-05,719138790
2009-08-06,741636120
2009-08-07,754824210
2009-08-10,759478829
2009-08-11,757151520
2009-08-12,768012300
2009-08-13,789733860
