,GD
2023-03-07,63018179960
2023-03-08,62215348240
2023-03-09,61067271480
2023-03-10,60535703720
2023-03-13,59949335160
2023-03-14,60234299320
2023-03-15,59390367000
2023-03-16,60294580200
2023-03-17,59773972600
2023-03-20,60256219640
2023-03-21,60930269480
2023-03-22,60069896920
2023-03-23,60311020440
2023-03-24,61239894000
2023-03-27,61659120120
2023-03-28,61787902000
2023-03-29,62144107200
2023-03-30,62059165960
2023-03-31,62530452840
2023-04-03,63466113320
2023-04-04,62635776840
2023-04-05,62542910260
2023-04-06,62196026270
2023-04-10,62562029850
2023-04-11,62348982990
2023-04-12,62613925880
2023-04-13,62485551490
2023-04-14,62190563530
2023-04-17,62674016020
2023-04-18,62810584520
2023-04-19,62493745600
2023-04-20,62144130240
2023-04-21,61461287740
2023-04-24,61319256500
2023-04-25,60838535380
2023-04-26,58678021710
2023-04-27,58912919530
2023-04-28,59636732580
2023-05-01,59579373810
2023-05-02,58180912370
2023-05-03,57361501370
2023-05-04,57044662450
2023-05-05,57883193040
2023-05-08,57552697270
2023-05-09,57686534400
2023-05-10,57776669610
2023-05-11,56826152850
2023-05-12,57347844520
2023-05-15,57416128770
2023-05-16,56700509830
2023-05-17,57719310840
2023-05-18,57612787410
2023-05-19,57536309050
2023-05-22,58047075240
2023-05-23,56525702150
2023-05-24,56410984610
2023-05-25,55815545950
2023-05-26,56061369250
2023-05-30,56058637880
2023-05-31,55769112660
2023-06-01,56083220210
2023-06-02,57110215330
2023-06-05,57153917250
2023-06-06,57580010970
2023-06-07,58500482660
2023-06-08,58325674980
2023-06-09,57978790990
2023-06-12,58197300590
2023-06-13,58399421970
2023-06-14,57943283180
2023-06-15,58713529520
2023-06-16,59363595580
2023-06-20,58858292130
2023-06-21,59415491610
2023-06-22,58574229650
2023-06-23,58011567430
2023-06-26,57929626330
2023-06-27,57921432220
2023-06-28,57631907000
2023-06-29,58535990470
2023-06-30,58765425550
2023-07-03,58818391300
2023-07-05,58657566150
2023-07-06,58409513800
2023-07-07,58374077750
2023-07-10,58518547800
2023-07-11,59200010300
2023-07-12,59317221850
2023-07-13,59140041600
2023-07-14,58693002200
2023-07-17,58979216450
2023-07-18,58202349200
2023-07-19,58210526750
2023-07-20,58900166800
2023-07-21,58733889950
2023-07-24,59325399400
2023-07-25,59423530000
2023-07-26,60726486300
2023-07-27,59919634700
2023-07-28,60688324400
2023-07-31,60944554300
2023-08-01,61424303900
2023-08-02,61672356250
2023-08-03,61503353550
2023-08-04,61061765850
2023-08-07,61928586150
2023-08-08,61187154950
2023-08-09,61642371900
2023-08-10,61511531100
2023-08-11,61874069150
2023-08-14,61705066450
2023-08-15,60821891050
2023-08-16,60947280150
2023-08-17,60598371350
2023-08-18,61173525700
2023-08-21,61135363800
2023-08-22,61135363800
2023-08-23,61293463100
2023-08-24,61026329800
2023-08-25,60947280150
2023-08-28,61427029750
2023-08-29,61645097750
2023-08-30,61942215400
2023-08-31,61778664400
2023-09-01,61705066450
2023-09-05,60876408050
2023-09-06,59437159250
2023-09-07,59611613650
2023-09-08,59388093950
2023-09-11,58951957950
2023-09-12,59254527300
2023-09-13,59884198650
2023-09-14,60366674100
2023-09-15,61072669250
2023-09-18,61148993050
2023-09-19,60745567250
2023-09-20,61481546750
2023-09-21,60481159800
2023-09-22,59516208900
2023-09-25,59786068050
2023-09-26,59472595300
2023-09-27,60241285000
2023-09-28,60620178150
2023-09-29,60233107450
2023-10-02,60815304000
2023-10-03,60217872000
2023-10-04,59833224000
2023-10-05,59129400000
2023-10-06,59999632000
2023-10-09,65057344000
2023-10-10,64563576000
2023-10-11,64866384000
2023-10-12,64762720000
2023-10-13,66301312000
2023-10-16,66254936000
2023-10-17,65818456000
2023-10-18,65420168000
2023-10-19,64912760000
2023-10-20,64091632000
2023-10-23,63619688000
2023-10-24,63562400000
2023-10-25,66126720000
2023-10-26,65622040000
2023-10-27,64994600000
2023-10-30,65193744000
2023-10-31,65829368000
2023-11-01,66208560000
2023-11-02,66565928000
2023-11-03,66347688000
2023-11-06,66544104000
2023-11-07,66216744000
2023-11-08,66023056000
2023-11-09,65499280000
2023-11-10,66440440000
2023-11-13,67286120000
2023-11-14,67616208000
2023-11-15,67043328000
2023-11-16,66906928000
2023-11-17,66751432000
2023-11-20,67048784000
2023-11-21,67220648000
2023-11-22,67471624000
2023-11-24,67608024000
2023-11-27,67207008000
2023-11-28,66896016000
2023-11-29,66789624000
2023-11-30,67373416000
2023-12-01,68115432000
2023-12-04,68802888000
2023-12-05,68442792000
2023-12-06,68731960000
2023-12-07,68606472000
2023-12-08,68824712000
2023-12-11,68860176000
2023-12-12,69072960000
2023-12-13,69795880000
2023-12-14,68513720000
2023-12-15,68895640000
2023-12-18,68982936000
2023-12-19,69261192000
2023-12-20,68079968000
2023-12-21,68862904000
2023-12-22,69318480000
2023-12-26,69894088000
2023-12-27,70226904000
2023-12-28,70420592000
2023-12-29,70837976000
2024-01-02,70726065600
2024-01-03,70162663840
2024-01-04,70064205280
2024-01-05,69440634400
2024-01-08,69418754720
2024-01-09,68713135040
2024-01-10,68715870000
2024-01-11,68357590240
2024-01-12,69689515760
2024-01-16,68551772400
2024-01-17,68365795120
2024-01-18,68633821200
2024-01-19,68193492640
2024-01-22,68308360960
2024-01-23,68201697520
2024-01-24,71431685280
2024-01-25,72711646560
2024-01-26,72495584720
2024-01-29,72416270880
2024-01-30,73480170320
2024-01-31,72473705040
2024-02-01,72987877520
2024-02-02,72550283920
2024-02-05,72618657920
2024-02-06,73212144240
2024-02-07,73595038640
2024-02-08,73570424000
2024-02-09,73882209440
2024-02-12,73690762240
2024-02-13,73083601120
2024-02-14,73597773600
2024-02-15,73843920000
2024-02-16,73690762240
2024-02-20,73551279280
2024-02-21,74363562400
2024-02-22,74481165680
2024-02-23,74869530000
2024-02-26,74669877920
2024-02-27,74855855200
2024-02-28,75022687760
2024-02-29,74732782000
2024-03-01,74377237200
2024-03-04,75132086160
2024-03-05,74828505600
2024-03-06,74855855200
2024-03-07,74672612880
2024-03-08,74475695760
2024-03-11,74738251920
2024-03-12,75115676400
2024-03-13,75309858560
2024-03-14,75320798400
2024-03-15,75268834160
2024-03-18,75922489600
2024-03-19,76496831200
2024-03-20,77276294800
2024-03-21,76945364640
2024-03-22,76896135360
2024-03-25,76299914080
2024-03-26,76127611600
2024-03-27,77098522400
2024-03-28,77259885040
2024-04-01,79737758800
2024-04-02,79461527840
2024-04-03,79776048240
2024-04-04,80194497120
2024-04-05,80730549280
2024-04-08,80169882480
2024-04-09,78996584640
2024-04-10,79324779840
2024-04-11,78630100000
2024-04-12,78731293520
2024-04-15,77877986000
2024-04-16,78028408800
2024-04-17,77798672160
2024-04-18,78020203920
2024-04-19,78936415520
2024-04-22,79672119760
2024-04-23,80057749120
2024-04-24,76882460560
2024-04-25,77919010400
2024-04-26,77784997360
2024-04-29,78709413840
2024-04-30,78517966640
2024-05-01,78364808880
2024-05-02,78591810560
2024-05-03,78805137440
2024-05-06,79691264480
2024-05-07,80235521520
2024-05-08,80063219040
2024-05-09,80946611120
2024-05-10,81075154240
2024-05-13,80279280880
2024-05-14,80424233760
2024-05-15,80569186640
2024-05-16,80886442000
2024-05-17,81780773920
2024-05-20,82111704080
2024-05-21,81244721760
2024-05-22,81504542960
2024-05-23,81097033920
2024-05-24,81944871520
2024-05-28,81321300640
2024-05-29,80265606080
2024-05-30,80976695680
2024-05-31,81985895920
2024-06-03,81572916960
2024-06-04,81315830720
2024-06-05,81898377200
2024-06-06,81575651920
2024-06-07,81813593440
2024-06-10,80593801280
2024-06-11,80038604400
2024-06-12,80500812640
2024-06-13,80003049920
2024-06-14,79800662880
2024-06-17,80361329680
2024-06-18,81501808000
2024-06-20,81947606480
2024-06-21,81570182000
2024-06-24,81646760880
2024-06-25,80757898880
2024-06-26,80552776880
2024-06-27,79997580000
2024-06-28,79352129440
2024-07-01,78731293520
2024-07-02,78167891760
2024-07-03,77913540480
2024-07-05,77038353280
2024-07-08,76707423120
2024-07-09,76444866960
2024-07-10,77101257360
2024-07-11,77713888400
2024-07-12,77642779440
2024-07-15,78061228320
2024-07-16,79748698640
2024-07-17,79858097040
2024-07-18,80208171920
2024-07-19,78827017120
2024-07-22,79827067620
2024-07-23,80717964120
2024-07-24,78034309740
2024-07-25,79764019560
2024-07-26,79605028800
2024-07-29,79355577780
2024-07-30,80320487220
2024-07-31,81882982620
2024-08-01,80441100900
2024-08-02,80150531580
2024-08-05,78371479800
2024-08-06,78228936360
2024-08-07,78719614740
2024-08-08,79714677600
2024-08-09,80315004780
