,GD
2004-08-25,19572000000
2004-08-26,19500000000
2004-08-27,19680000000
2004-08-30,19520000000
2004-08-31,19528000000
2004-09-01,19588000000
2004-09-02,19680000000
2004-09-03,19540000000
2004-09-07,19560000000
2004-09-08,19492000000
2004-09-09,19448000000
2004-09-10,19456000000
2004-09-13,19488000000
2004-09-14,19492000000
2004-09-15,19600000000
2004-09-16,19652000000
2004-09-17,19880000000
2004-09-20,19772000000
2004-09-21,19916000000
2004-09-22,19784000000
2004-09-23,19692000000
2004-09-24,19952000000
2004-09-27,19828000000
2004-09-28,20028000000
2004-09-29,20028000000
2004-09-30,20420000000
2004-10-01,20552000000
2004-10-04,20551237708
2004-10-05,20447099688
2004-10-06,20415057220
2004-10-07,20342961668
2004-10-08,20054579459
2004-10-11,20042563533
2004-10-12,20306913892
2004-10-13,20086621926
2004-10-14,20046568842
2004-10-15,20026542300
2004-10-18,19942430822
2004-10-19,20038558225
2004-10-20,19706117623
2004-10-21,20050574150
2004-10-22,20026542300
2004-10-25,19918398971
2004-10-26,20326940434
2004-10-27,20691423504
2004-10-28,20571264250
2004-10-29,20451104996
2004-11-01,20495163389
2004-11-02,20122669703
2004-11-03,20883678310
2004-11-04,21184076444
2004-11-05,21400363101
2004-11-08,21480469270
2004-11-09,21115986201
2004-11-10,21412379027
2004-11-11,21696755927
2004-11-12,21636676300
2004-11-15,21652697534
2004-11-16,21592617907
2004-11-17,21596623216
2004-11-18,21564580748
2004-11-19,21316251624
2004-11-22,21580601982
2004-11-23,21568586057
2004-11-24,21640681609
2004-11-26,21676729385
2004-11-29,21700761236
2004-11-30,21700761236
2004-12-01,21921053201
2004-12-02,21720787778
2004-12-03,21997154062
2004-12-06,21768851480
2004-12-07,21148028668
2004-12-08,21055906574
2004-12-09,21047895957
2004-12-10,21328267549
2004-12-13,21568586057
2004-12-14,21448426803
2004-12-15,21228134838
2004-12-16,21099964967
2004-12-17,21300230390
2004-12-20,21412379027
2004-12-21,21111980892
2004-12-22,21428400261
2004-12-23,21356304708
2004-12-27,21148028668
2004-12-28,21404368410
2004-12-29,21063917191
2004-12-30,21011848181
2004-12-31,20978310211
2005-01-03,20460871967
2005-01-04,19931400275
2005-01-05,19911344529
2005-01-06,19947444872
2005-01-07,20019645557
2005-01-10,20352570939
2005-01-11,20356582088
2005-01-12,20352570939
2005-01-13,20416749326
2005-01-14,20340537491
2005-01-18,20553128398
2005-01-19,20256303359
2005-01-20,20236247613
2005-01-21,20156024629
2005-01-24,19855188441
2005-01-25,19811065800
2005-01-26,20553128398
2005-01-27,20833908840
2005-01-28,20705552067
2005-01-31,20709563216
2005-02-01,20741652409
2005-02-02,20865998034
2005-02-03,20685496321
2005-02-04,20841931139
2005-02-07,21086611239
2005-02-08,21263101803
2005-02-09,21186889968
2005-02-10,21335302488
2005-02-11,21395469726
2005-02-14,21267112952
2005-02-15,21439592367
2005-02-16,21331291339
2005-02-17,21239034908
2005-02-18,21259090654
2005-02-22,20886053780
2005-02-23,20665440575
2005-02-24,20849953437
2005-02-25,21174856521
2005-02-28,21130733880
2005-03-01,21102655835
2005-03-02,21275135250
2005-03-03,21146778476
2005-03-04,21227001460
2005-03-07,21387447427
2005-03-08,21844718434
2005-03-09,21792573494
2005-03-10,21884829926
2005-03-11,21736417406
2005-03-14,21997142103
2005-03-15,21860763031
2005-03-16,21339313637
2005-03-17,21319257891
2005-03-18,21279146399
2005-03-21,21114689283
2005-03-22,21259090654
2005-03-23,21078588940
2005-03-24,21018421703
2005-03-28,21054522045
2005-03-29,21110678134
2005-03-30,21419536621
2005-03-31,21471681560
2005-04-01,21632127527
2005-04-04,21674825597
2005-04-05,21763081411
2005-04-06,21682848853
2005-04-07,21714941876
2005-04-08,21674825597
2005-04-11,21498313969
2005-04-12,21438139551
2005-04-13,21329825597
2005-04-14,21193430248
2005-04-15,20840406992
2005-04-18,20912616294
2005-04-19,20876511643
2005-04-20,20202558154
2005-04-21,20760174434
2005-04-22,20760174434
2005-04-25,21004883736
2005-04-26,20908604666
2005-04-27,21089127922
2005-04-28,20884534899
2005-04-29,21073081411
2005-05-02,21161337225
2005-05-03,21177383736
2005-05-04,21261627923
2005-05-05,21113197690
2005-05-06,21357906992
2005-05-09,21369941876
2005-05-10,21000872108
2005-05-11,21213488388
2005-05-12,21345872109
2005-05-13,21145290713
2005-05-16,21105174434
2005-05-17,21277674434
2005-05-18,21562500016
2005-05-19,21642732574
2005-05-20,21682848853
2005-05-23,21662790714
2005-05-24,21674825597
2005-05-25,21462209318
2005-05-26,21598604667
2005-05-27,21654767458
2005-05-31,21658779086
2005-06-01,21739011644
2005-06-02,21823255830
2005-06-03,21714941876
2005-06-06,21963662807
2005-06-07,22035872109
2005-06-08,21975697690
2005-06-09,22092034900
2005-06-10,22316686063
2005-06-13,22116104667
2005-06-14,22136162807
2005-06-15,22364825598
2005-06-16,22312674435
2005-06-17,22473139551
2005-06-20,22565406993
2005-06-21,22356802342
2005-06-22,22276569784
2005-06-23,22164244202
2005-06-24,21955639551
2005-06-27,22067965132
2005-06-28,22316686063
2005-06-29,22059941877
2005-06-30,21971686063
2005-07-01,22055930249
2005-07-05,22246967762
2005-07-06,21937311847
2005-07-07,21816666686
2005-07-08,21925247331
2005-07-11,22017741955
2005-07-12,22041870987
2005-07-13,22323376364
2005-07-14,22520430128
2005-07-15,22584774214
2005-07-18,22331419375
2005-07-19,22234903246
2005-07-20,23175935504
2005-07-21,23224193569
2005-07-22,23481569913
2005-07-25,23586129053
2005-07-26,23352881741
2005-07-27,23171913999
2005-07-28,23324731204
2005-07-29,23163870988
2005-08-01,23043225827
2005-08-02,23159849483
2005-08-03,23208107547
2005-08-04,23139741956
2005-08-05,23127677440
2005-08-08,23115612924
2005-08-09,23015075289
2005-08-10,22822043031
2005-08-11,23047247332
2005-08-12,22842150558
2005-08-15,23155827978
2005-08-16,22978881741
2005-08-17,23119634429
2005-08-18,23099526902
2005-08-19,23248322601
2005-08-22,23421247333
2005-08-23,23352881741
2005-08-24,23296580666
2005-08-25,23151806472
2005-08-26,23095505397
2005-08-29,23099526902
2005-08-30,22962795719
2005-08-31,23043225827
2005-09-01,23091483891
2005-09-02,22950731203
2005-09-06,23179957010
2005-09-07,23216150558
2005-09-08,23171913999
2005-09-09,23397118300
2005-09-12,23485591419
2005-09-13,23324731204
2005-09-14,23429290343
2005-09-15,23364946257
2005-09-16,23545913999
2005-09-19,23336795720
2005-09-20,23308645182
2005-09-21,23163870988
2005-09-22,23710795720
2005-09-23,24116967763
2005-09-26,24008387118
2005-09-27,23847526903
2005-09-28,23919914000
2005-09-29,23980236580
2005-09-30,24040559161
2005-10-03,23832257433
2005-10-04,24055435763
2005-10-05,23465607319
2005-10-06,23613064430
2005-10-07,23832257433
2005-10-10,23768492196
2005-10-11,23796389487
2005-10-12,23800374814
2005-10-13,23740594904
2005-10-14,23927905289
2005-10-17,23955802580
2005-10-18,23896022670
2005-10-19,24123186328
2005-10-20,23509445919
2005-10-21,23222502351
2005-10-24,23629005739
2005-10-25,23198590387
2005-10-26,23051133276
2005-10-27,22947514766
2005-10-28,23242428988
2005-10-31,23174678423
2005-11-01,23122869168
2005-11-02,23174678423
2005-11-03,23142795805
2005-11-04,23190619733
2005-11-07,23214531697
2005-11-08,23365974135
2005-11-09,23354018153
2005-11-10,23413798063
2005-11-11,23186634405
2005-11-14,23106927859
2005-11-15,23015265330
2005-11-16,23186634405
2005-11-17,23533357883
2005-11-18,23358003481
2005-11-21,23314164880
2005-11-22,23142795805
2005-11-23,23146781132
2005-11-25,23094971877
2005-11-28,22923602802
2005-11-29,22971426730
2005-11-30,22776145690
2005-12-01,23067074586
2005-12-02,22628688579
2005-12-05,22517099414
2005-12-06,22433407540
2005-12-07,22138493318
2005-12-08,22445363522
2005-12-09,22473260813
2005-12-12,22054801444
2005-12-13,22337759684
2005-12-14,22254067810
2005-12-15,22760204381
2005-12-16,22800057654
2005-12-19,22644629889
2005-12-20,22756219054
2005-12-21,22592820633
2005-12-22,22915632147
2005-12-23,22907661492
2005-12-27,22867808219
2005-12-28,22867808219
2005-12-29,22815998964
2005-12-30,22728321762
2006-01-03,23084467500
2006-01-04,23084467500
2006-01-05,22803439200
2006-01-06,23321334210
2006-01-09,23321334210
2006-01-10,23261113860
2006-01-11,23136658470
2006-01-12,23180820060
2006-01-13,23526083400
2006-01-17,23257099170
2006-01-18,23313304830
2006-01-19,23293231380
2006-01-20,23104540950
2006-01-23,23012203080
2006-01-24,23245055100
2006-01-25,22951982730
2006-01-26,23863317360
2006-01-27,23787038250
2006-01-30,23542142160
2006-01-31,23357466420
2006-02-01,23325348900
2006-02-02,23349437040
2006-02-03,23453818980
2006-02-06,23506009950
2006-02-07,23465863050
2006-02-08,23369510490
2006-02-09,23606377200
2006-02-10,24068066550
2006-02-13,24072081240
2006-02-14,24212595390
2006-02-15,24047993100
2006-02-16,24477564930
2006-02-17,24357124230
2006-02-21,23887405500
2006-02-22,24128286900
2006-02-23,24333036090
2006-02-24,24469535550
2006-02-27,25031592150
2006-02-28,24746549160
2006-03-01,24983415870
2006-03-02,25380870180
2006-03-03,25657883790
2006-03-06,25529413710
2006-03-07,25445105220
2006-03-08,25477222740
2006-03-09,25477222740
2006-03-10,25352767350
2006-03-13,25569560610
2006-03-14,25714089450
2006-03-15,25934897399
2006-03-16,25971029610
2006-03-17,26227969770
2006-03-20,26328337020
2006-03-21,26115558450
2006-03-22,26207896320
2006-03-23,26268116670
2006-03-24,26352425160
2006-03-27,26031249960
2006-03-28,25690001310
2006-03-29,25894750500
2006-03-30,25798397940
2006-03-31,25685986620
2006-04-03,25790202559
2006-04-04,26200784838
2006-04-05,25963291167
2006-04-06,26192734205
2006-04-07,26140405091
2006-04-10,26237012686
2006-04-11,26096126610
2006-04-12,25733848128
2006-04-13,25717746862
2006-04-17,25862658255
2006-04-18,26748227876
2006-04-19,27939721548
2006-04-20,27504987371
2006-04-21,27323848130
2006-04-24,27585493700
2006-04-25,27496936738
2006-04-26,27384227877
2006-04-27,27484860788
2006-04-28,26414126610
2006-05-01,26695898762
2006-05-02,27050126611
2006-05-03,26937417750
2006-05-04,27384227877
2006-05-05,27633797497
2006-05-08,27287620282
2006-05-09,27323848130
2006-05-10,26993772180
2006-05-11,26836784838
2006-05-12,26245063319
2006-05-15,26442303825
2006-05-16,26031721546
2006-05-17,25347417748
2006-05-18,25351443065
2006-05-19,25951215217
2006-05-22,26184683572
2006-05-23,25359493698
2006-05-24,25089797495
2006-05-25,25226658254
2006-05-26,25238734204
2006-05-30,25472202558
2006-05-31,25617113951
2006-06-01,25975367116
2006-06-02,25790202559
2006-06-05,25661392432
2006-06-06,25464151925
2006-06-07,25544658255
2006-06-08,25741898761
2006-06-09,25508430407
2006-06-12,25126025343
2006-06-13,25198481039
2006-06-14,25758000027
2006-06-15,26071974711
2006-06-16,26615392433
2006-06-19,26365822813
2006-06-20,26249088635
2006-06-21,26373873445
2006-06-22,26293367116
2006-06-23,26325569648
2006-06-26,25995493698
2006-06-27,25822405090
2006-06-28,25786177242
2006-06-29,26297392433
2006-06-30,26349721547
2006-07-03,26199633002
2006-07-05,26107210984
2006-07-06,26922935754
2006-07-07,26730055020
2006-07-10,26882752267
2006-07-11,27589981624
2006-07-12,27726605478
2006-07-13,27549798138
2006-07-14,27569889881
2006-07-17,27260477038
2006-07-18,27465412817
2006-07-19,27320752267
2006-07-20,27296642175
2006-07-21,27099743093
2006-07-24,27328788964
2006-07-25,27879302725
2006-07-26,27320752267
2006-07-27,27372990799
2006-07-28,27027412818
2006-07-31,26930972451
2006-08-01,26878733919
2006-08-02,26930972451
2006-08-03,27079651350
2006-08-04,27228330249
2006-08-07,27264495386
2006-08-08,27047504561
2006-08-09,26693889882
2006-08-10,27055541258
2006-08-11,27176091717
2006-08-14,27123853185
2006-08-15,27658293551
2006-08-16,27967706395
2006-08-17,27754733918
2006-08-18,27630165111
2006-08-21,27602036670
2006-08-22,27393082542
2006-08-23,27083669698
2006-08-24,26858642176
2006-08-25,27067596304
2006-08-28,27079651350
2006-08-29,27320752267
2006-08-30,27164036671
2006-08-31,27143944928
2006-09-01,27389064193
2006-09-05,27802954101
2006-09-06,27750715569
2006-09-07,27718568780
2006-09-08,27875284376
2006-09-11,28023963275
2006-09-12,27843137587
2006-09-13,27802954101
2006-09-14,28482055018
2006-09-15,28807541256
2006-09-18,28409724743
2006-09-19,28345431165
2006-09-20,28682972449
2006-09-21,28731192633
2006-09-22,28373559605
2006-09-25,28578495385
2006-09-26,28956220155
2006-09-27,28711100889
2006-09-28,29096862357
2006-09-29,28799504559
2006-10-02,29649425250
2006-10-03,29927956270
2006-10-04,30194377246
2006-10-05,30258964149
2006-10-06,30420431407
2006-10-09,30202450608
2006-10-10,30598045391
2006-10-11,30686852382
2006-10-12,31360978185
2006-10-13,30715109153
2006-10-16,31312538007
2006-10-17,30702999108
2006-10-18,30287220919
2006-10-19,29245757105
2006-10-20,29132730024
2006-10-23,29378967593
2006-10-24,29516214762
2006-10-25,29362820867
2006-10-26,29181170202
2006-10-27,28624108161
2006-10-30,28846125641
2006-10-31,28700805109
2006-11-01,28882455774
2006-11-02,28632181524
2006-11-03,28470714266
2006-11-06,28838052278
2006-11-07,29064106440
2006-11-08,28454567541
2006-11-09,28369797230
2006-11-10,28398054000
2006-11-13,28781538738
2006-11-14,29027776306
2006-11-15,29810892508
2006-11-16,30250890786
2006-11-17,29835112596
2006-11-20,29459701222
2006-11-21,29782635738
2006-11-22,29782635738
2006-11-24,29730158879
2006-11-27,29290160601
2006-11-28,29685755383
2006-11-29,30271074193
2006-11-30,30210523971
2006-12-01,30198413927
2006-12-04,30396211318
2006-12-05,30581898665
2006-12-06,30436578133
2006-12-07,30166120475
2006-12-08,29927956270
2006-12-11,30121716979
2006-12-12,29786672419
2006-12-13,29423371089
2006-12-14,29609058435
2006-12-15,29274013875
2006-12-18,29387040956
2006-12-19,29992543173
2006-12-20,30049056713
2006-12-21,30125753661
2006-12-22,29863369367
2006-12-26,29980433129
2006-12-27,30226670697
2006-12-28,30218597334
2006-12-29,30012726580
2007-01-03,29993824200
2007-01-04,30184454320
2007-01-05,30253405640
2007-01-08,31636488000
2007-01-09,31762222760
2007-01-10,32159706840
2007-01-11,32654533960
2007-01-12,32484183640
2007-01-16,32309777360
2007-01-17,32476071719
2007-01-18,31985300560
2007-01-19,32257049880
2007-01-22,31944740960
2007-01-23,32808660440
2007-01-24,32386840599
2007-01-25,31535089000
2007-01-26,31656767800
2007-01-29,31299843320
2007-01-30,31243059880
2007-01-31,31697327400
2007-02-01,32078587640
2007-02-02,31908237320
2007-02-05,32070475719
2007-02-06,32273273719
2007-02-07,32220546240
2007-02-08,32139427039
2007-02-09,32269217760
2007-02-12,31952852880
2007-02-13,32370616760
2007-02-14,32297609480
2007-02-15,32240826039
2007-02-16,32143483000
2007-02-20,32159706840
2007-02-21,31928517120
2007-02-22,32115091280
2007-02-23,32062363800
2007-02-26,31672991640
2007-02-27,30553546680
2007-02-28,30979422480
2007-03-01,30991590360
2007-03-02,30606274159
2007-03-05,30472427480
2007-03-06,31024038039
2007-03-07,30837463880
2007-03-08,31267395640
2007-03-09,31360682719
2007-03-12,31952852880
2007-03-13,31137604920
2007-03-14,31466137680
2007-03-15,31425578080
2007-03-16,31453969800
2007-03-19,31766278719
2007-03-20,31806838320
2007-03-21,31855509840
2007-03-22,31401242320
2007-03-23,31486417480
2007-03-26,31470193640
2007-03-27,31453969800
2007-03-28,31161940680
2007-03-29,31088933400
2007-03-30,30987534400
2007-04-02,30808275600
2007-04-03,31256645679
2007-04-04,31612110246
2007-04-05,31551519694
2007-04-09,31717133868
2007-04-10,31664622057
2007-04-11,30990047253
2007-04-12,31240488198
2007-04-13,30990047253
2007-04-16,31175858277
2007-04-17,31038519694
2007-04-18,31123346466
2007-04-19,31490929143
2007-04-20,32133188986
2007-04-23,31955456702
2007-04-24,32343236230
2007-04-25,32068559065
2007-04-26,31951417332
2007-04-27,32424023632
2007-04-30,31709055128
2007-05-01,31705015757
2007-05-02,32242251978
2007-05-03,32504811033
2007-05-04,32189740167
2007-05-07,32884511821
2007-05-08,32444220482
2007-05-09,32569440955
2007-05-10,32117031506
2007-05-11,32375551191
2007-05-14,32460377962
2007-05-15,32698700797
2007-05-16,32864314970
2007-05-17,32722937018
2007-05-18,32823921270
2007-05-21,33106677175
2007-05-22,32541165364
2007-05-23,32238212608
2007-05-24,31753488198
2007-05-25,31854472450
2007-05-29,32391708671
2007-05-30,32092795285
2007-05-31,32411905521
2007-06-01,32266488199
2007-06-04,32112992136
2007-06-05,31890826781
2007-06-06,31882748041
2007-06-07,32161464576
2007-06-08,32549244104
2007-06-11,32440181112
2007-06-12,32007968513
2007-06-13,32391708671
2007-06-14,32331118120
2007-06-15,32415944892
2007-06-18,32137228356
2007-06-19,32460377962
2007-06-20,32104913395
2007-06-21,31870629931
2007-06-22,31515165364
2007-06-25,31737330718
2007-06-26,31503047253
2007-06-27,31680779537
2007-06-28,31911023632
2007-06-29,31595952765
2007-07-02,31623511076
2007-07-03,31740799965
2007-07-05,31934933298
2007-07-06,32254444409
2007-07-09,32169511075
2007-07-10,31490044409
2007-07-11,31914711076
2007-07-12,32286799964
2007-07-13,32347466631
2007-07-16,32254444409
2007-07-17,32650799964
2007-07-18,32230177742
2007-07-19,32658888853
2007-07-20,32618444408
2007-07-23,32840888852
2007-07-24,32476888853
2007-07-25,33605288851
2007-07-26,32614399964
2007-07-27,32084577742
2007-07-30,32157377742
2007-07-31,31773155520
2007-08-01,31732711076
2007-08-02,32484977742
2007-08-03,32145244409
2007-08-06,32319155520
2007-08-07,31643733298
2007-08-08,31680133298
2007-08-09,30025955522
2007-08-10,31267599965
2007-08-13,31477911076
2007-08-14,30559822188
2007-08-15,30446577744
2007-08-16,30628577744
2007-08-17,31336355521
2007-08-20,31344444410
2007-08-21,31425333298
2007-08-22,31615422187
2007-08-23,31413199965
2007-08-24,32031999964
2007-08-27,32141199964
2007-08-28,30879333299
2007-08-29,31647777743
2007-08-30,31583066631
2007-08-31,31773155520
2007-09-04,32076488853
2007-09-05,31494088854
2007-09-06,31890444409
2007-09-07,31603288854
2007-09-10,31829777742
2007-09-11,32165466631
2007-09-12,32387911075
2007-09-13,32703377741
2007-09-14,32808533297
2007-09-17,32549688853
2007-09-18,33119955519
2007-09-19,33568888852
2007-09-20,33657866629
2007-09-21,33552711074
2007-09-24,33059288852
2007-09-25,34094666629
2007-09-26,34122977740
2007-09-27,34292844406
2007-09-28,34163422184
2007-10-01,34129098307
2007-10-02,33660635947
2007-10-03,33628328198
2007-10-04,33842367035
2007-10-05,33947367219
2007-10-08,34690445445
2007-10-09,35203330960
2007-10-10,34722753194
2007-10-11,35138715462
2007-10-12,35946409186
2007-10-15,35922178374
2007-10-16,35611216291
2007-10-17,35259869521
2007-10-18,35433523671
2007-10-19,34516791295
2007-10-22,34706599320
2007-10-23,35175061680
2007-10-24,36346217580
2007-10-25,36499679387
2007-10-26,36842949220
2007-10-29,36527948667
2007-10-30,36338140642
2007-10-31,36733910567
2007-11-01,36313909831
2007-11-02,36398717672
2007-11-05,37093334274
2007-11-06,37767758534
2007-11-07,36531987136
2007-11-08,36725833630
2007-11-09,35635447102
2007-11-12,35037753747
2007-11-13,35675831789
2007-11-14,35732370349
2007-11-15,35542562324
2007-11-16,36245255864
2007-11-19,35720254943
2007-11-20,35724293412
2007-11-21,35049869152
2007-11-23,35740447287
2007-11-26,35255831052
2007-11-27,35631408634
2007-11-28,36354294517
2007-11-29,35853524408
2007-11-30,35853524408
2007-12-03,35946409186
2007-12-04,36289679019
2007-12-05,37327565454
2007-12-06,37586027446
2007-12-07,37832374032
2007-12-10,37961605028
2007-12-11,36867180031
2007-12-12,37024680308
2007-12-13,37460834919
2007-12-14,36927757061
2007-12-17,36184678835
2007-12-18,35651600977
2007-12-19,35586985479
2007-12-20,35704101069
2007-12-21,36039293964
2007-12-24,36632948852
2007-12-26,36519871730
2007-12-27,36031217027
2007-12-28,35962563061
2007-12-31,35663543410
2008-01-02,35042366960
2008-01-03,35467171500
2008-01-04,34465274000
2008-01-07,34429205690
2008-01-08,34316993170
2008-01-09,35639497870
2008-01-10,35599421970
2008-01-11,34689699040
2008-01-14,34625577600
2008-01-15,34192757879
2008-01-16,33651733230
2008-01-17,32377319610
2008-01-18,32381327200
2008-01-22,31599847149
2008-01-23,31679998950
2008-01-24,33291050129
2008-01-25,32513577670
2008-01-28,33182845200
2008-01-29,33391239879
2008-01-30,33547535889
2008-01-31,33876158270
2008-02-01,34200773060
2008-02-04,34016423920
2008-02-05,33234943870
2008-02-06,33258989409
2008-02-07,33443338550
2008-02-08,33411277830
2008-02-11,33383224700
2008-02-12,33679786360
2008-02-13,33723869850
2008-02-14,33395247470
2008-02-15,33435323370
2008-02-19,33635702870
2008-02-20,33727877440
2008-02-21,33182845200
2008-02-22,33523490350
2008-02-25,33635702870
2008-02-26,33447346139
2008-02-27,33411277830
2008-02-28,33262997000
2008-02-29,32802124149
2008-03-03,32762048250
2008-03-04,33106700990
2008-03-05,33471391680
2008-03-06,33351163980
2008-03-07,33186852790
2008-03-10,32774071020
2008-03-11,33395247470
2008-03-12,33912226580
2008-03-13,34505349900
2008-03-14,33820052010
2008-03-17,33775968520
2008-03-18,34204780649
2008-03-19,34080545360
2008-03-20,34329015940
2008-03-24,34208788240
2008-03-25,34068522590
2008-03-26,33679786360
2008-03-27,33311088080
2008-03-28,33407270240
2008-03-31,33222194670
2008-04-01,34230376900
2008-04-02,34047071040
2008-04-03,33732263150
2008-04-04,34039101220
2008-04-07,34074965410
2008-04-08,33792036800
2008-04-09,33859780270
2008-04-10,33776097160
2008-04-11,33333772150
2008-04-14,33433394900
2008-04-15,33034903900
2008-04-16,34282180730
2008-04-17,34353909109
2008-04-18,35457729180
2008-04-21,35071192910
2008-04-22,35071192910
2008-04-23,34943675790
2008-04-24,35346151700
2008-04-25,36230801720
2008-04-28,35955842930
2008-04-29,36003661850
2008-04-30,36031556220
2008-05-01,36067420410
2008-05-02,36139148790
2008-05-05,35987722210
2008-05-06,35927948560
2008-05-07,35736672880
2008-05-08,36445986860
2008-05-09,36230801720
2008-05-12,36900266600
2008-05-13,37023798810
2008-05-14,37155300840
2008-05-15,37151315930
2008-05-16,37031768630
2008-05-19,37697248600
2008-05-20,37346576520
2008-05-21,36517715240
2008-05-22,36457941590
2008-05-23,36011631670
2008-05-27,36083360050
2008-05-28,36701021100
2008-05-29,36601398350
2008-05-30,36720945650
2008-06-02,36394183030
2008-06-03,35796446530
2008-06-04,35350136610
2008-06-05,35720733240
2008-06-06,34529245150
2008-06-09,34322029830
2008-06-10,34266241089
2008-06-11,34003237030
2008-06-12,34154663609
2008-06-13,34449546950
2008-06-16,34310075099
2008-06-17,34011206849
2008-06-18,34063010680
2008-06-19,34903826690
2008-06-20,34070980500
2008-06-23,34768339750
2008-06-24,34593003710
2008-06-25,34290150550
2008-06-26,33050843540
2008-06-27,33186330480
2008-06-30,33406181600
2008-07-01,33172100280
2008-07-02,32477791280
2008-07-03,33017368560
2008-07-07,32450018920
2008-07-08,33184002720
2008-07-09,32481758760
2008-07-10,32410344120
2008-07-11,32156425400
2008-07-14,32410344120
2008-07-15,32350831920
2008-07-16,32600783160
2008-07-17,32219905079
2008-07-18,32561108359
2008-07-21,32541270960
2008-07-22,33108620600
2008-07-23,35417693960
2008-07-24,34540880880
2008-07-25,35385954120
2008-07-28,34878116680
2008-07-29,35683515120
2008-07-30,35707320000
2008-07-31,35366116720
2008-08-01,35540685840
2008-08-04,35338344360
2008-08-05,36020750920
2008-08-06,36096133040
2008-08-07,35814441960
2008-08-08,36822181880
2008-08-11,37262572160
2008-08-12,37393499000
2008-08-13,37080068080
2008-08-14,36683320080
2008-08-15,37060230680
2008-08-18,36596035520
2008-08-19,36496848520
2008-08-20,36207222480
2008-08-21,36409563960
2008-08-22,36500816000
2008-08-25,36151677760
2008-08-26,36584133080
2008-08-27,36623807880
2008-08-28,37298279480
2008-08-29,36619840400
2008-09-02,36722994880
2008-09-03,36171515160
2008-09-04,33838636920
2008-09-05,33977498720
2008-09-08,34203645079
2008-09-09,33545043400
2008-09-10,32938018960
2008-09-11,33632327960
2008-09-12,33695807640
2008-09-15,33291124680
2008-09-16,33759287320
2008-09-17,32644425440
2008-09-18,33263352320
2008-09-19,32688067720
2008-09-22,32239742480
2008-09-23,31704132680
2008-09-24,30839222040
2008-09-25,30446441519
2008-09-26,29724360160
2008-09-29,27771315600
2008-09-30,28634793480
2008-10-01,28004688000
2008-10-02,27327908040
2008-10-03,26526662800
2008-10-06,25639847680
2008-10-07,25301457700
2008-10-08,25499824240
2008-10-09,23695077680
2008-10-10,22322070060
2008-10-13,23765089400
2008-10-14,23916781460
2008-10-15,21921447440
2008-10-16,23275007360
2008-10-17,22217052480
2008-10-20,23453926200
2008-10-21,21579167920
2008-10-22,21972011460
2008-10-23,22154819840
2008-10-24,21275783800
2008-10-27,20330625580
2008-10-28,22714913600
2008-10-29,22652680960
2008-10-30,23613397340
2008-10-31,23461705280
2008-11-03,23733973080
2008-11-04,24803596580
2008-11-05,24157932940
2008-11-06,23504490220
2008-11-07,23893444220
2008-11-10,23698967220
2008-11-11,23061082660
2008-11-12,22384302700
2008-11-13,21859214800
2008-11-14,21590836540
2008-11-17,20812928540
2008-11-18,20707910960
2008-11-19,19155984500
2008-11-20,18980955200
2008-11-21,20206160300
2008-11-24,19529380340
2008-11-25,19296007940
2008-11-26,19517711720
2008-11-28,20097253180
2008-12-01,18879827160
2008-12-02,19490484940
2008-12-03,20089474100
2008-12-04,19428252300
2008-12-05,20031131000
2008-12-08,21092975420
2008-12-09,21100754500
2008-12-10,21116312660
2008-12-11,20929614740
2008-12-12,20723469120
2008-12-15,20657346940
2008-12-16,21913668360
2008-12-17,21583057460
2008-12-18,21730859980
2008-12-19,21726970440
2008-12-22,21579167920
2008-12-23,21287452420
2008-12-24,21493598040
2008-12-26,21746418140
2008-12-29,21209661620
2008-12-30,21940895140
2008-12-31,22220813550
2009-01-02,23058097200
2009-01-05,23050380300
2009-01-06,23625289350
2009-01-07,22699261350
2009-01-08,22845882450
2009-01-09,22348142400
2009-01-12,22255539600
2009-01-13,21260059500
2009-01-14,21016977150
2009-01-15,20472935700
2009-01-16,21063278550
2009-01-20,20141109000
2009-01-21,20839488450
2009-01-22,20789328600
2009-01-23,20573255400
2009-01-26,21067137000
2009-01-27,21499283400
2009-01-28,23154558450
2009-01-29,22471612800
2009-01-30,21888986850
2009-02-02,21333370050
2009-02-03,21337228500
2009-02-04,21240767250
2009-02-05,21696064350
2009-02-06,22074192450
2009-02-09,21896703750
2009-02-10,21005401800
2009-02-11,20793187050
2009-02-12,20770036350
2009-02-13,21024694050
2009-02-17,20403483600
2009-02-18,20048506200
2009-02-19,20013780150
2009-02-20,19608642900
2009-02-23,18883254300
2009-02-24,18914121900
2009-02-25,17957226300
2009-02-26,17625399600
2009-02-27,16907727900
2009-03-02,15838937249
2009-03-03,15368206350
2009-03-04,15518685900
2009-03-05,14422886100
2009-03-06,14079484050
2009-03-09,14010031950
2009-03-10,14507772000
2009-03-11,14048616449
2009-03-12,14496196650
2009-03-13,14507772000
2009-03-16,15067247249
2009-03-17,15260169749
2009-03-18,15132840900
2009-03-19,14608091700
2009-03-20,14527064250
2009-03-23,15294895800
2009-03-24,15240877500
2009-03-25,15553411950
2009-03-26,16618344150
2009-03-27,16637636399
2009-03-30,16336677300
2009-03-31,16047293550
2009-04-01,16278800550
2009-04-02,16637636399
2009-04-03,16460147699
2009-04-06,17540600000
2009-04-07,16766749999
2009-04-08,16940000000
2009-04-09,17301900000
2009-04-13,16943850000
