,SRE
2004-08-24,4126474239
2004-08-25,4186112000
2004-08-26,4163174399
2004-08-27,4151705600
2004-08-30,4142530559
2004-08-31,4144824320
2004-09-01,4215930880
2004-09-02,4231987200
2004-09-03,4229693440
2004-09-07,4266393600
2004-09-08,4199874559
2004-09-09,4181524480
2004-09-10,4179230719
2004-09-13,4186112000
2004-09-14,4209049600
2004-09-15,4160880640
2004-09-16,4186112000
2004-09-17,4197580800
2004-09-20,4160880640
2004-09-21,4174643200
2004-09-22,4170055680
2004-09-23,4117299200
2004-09-24,4117299200
2004-09-27,4133355520
2004-09-28,4156293120
2004-09-29,4158586880
2004-09-30,4216195900
2004-10-01,4251136750
2004-10-04,4274430650
2004-10-05,4265113089
2004-10-06,4304712720
2004-10-07,4255795530
2004-10-08,4304712720
2004-10-11,4304712720
2004-10-12,4332665400
2004-10-13,4192902000
2004-10-14,4171937490
2004-10-15,4232501630
2004-10-18,3859799230
2004-10-19,3801564480
2004-10-20,3885422520
2004-10-21,3925022150
2004-10-22,3971609950
2004-10-25,3999562630
2004-10-26,3906387030
2004-10-27,3922692760
2004-10-28,3866787400
2004-10-29,3906387030
2004-11-01,3978598119
2004-11-02,3934339710
2004-11-03,4043821040
2004-11-04,4095067619
2004-11-05,4118361520
2004-11-08,4134667250
2004-11-09,4130008470
2004-11-10,4167278710
2004-11-11,4213866510
2004-11-12,4286077599
2004-11-15,4293065770
2004-11-16,4295395160
2004-11-17,4267442480
2004-11-18,4348971130
2004-11-19,4255795530
2004-11-22,4323347840
2004-11-23,4379253200
2004-11-24,4402547100
2004-11-26,4395558930
2004-11-29,4339653570
2004-11-30,4307042110
2004-12-01,4276760040
2004-12-02,4227842849
2004-12-03,4227842849
2004-12-06,4209207730
2004-12-07,4167278710
2004-12-08,4146314200
2004-12-09,4143984810
2004-12-10,4123020300
2004-12-13,4188243220
2004-12-14,4197560780
2004-12-15,4211537119
2004-12-16,4230172240
2004-12-17,4309371500
2004-12-20,4321018450
2004-12-21,4307042110
2004-12-22,4332665400
2004-12-23,4325677230
2004-12-27,4281418820
2004-12-28,4297724550
2004-12-29,4281418820
2004-12-30,4288406990
2004-12-31,4272101260
2005-01-03,4227842849
2005-01-04,4218525290
2005-01-05,4164949320
2005-01-06,4202219560
2005-01-07,4197560780
2005-01-10,4209207730
2005-01-11,4206878339
2005-01-12,4174266880
2005-01-13,4188243220
2005-01-14,4237160410
2005-01-18,4276760040
2005-01-19,4253466140
2005-01-20,4244148579
2005-01-21,4197560780
2005-01-24,4218525290
2005-01-25,4225513460
2005-01-26,4276760040
2005-01-27,4304712720
2005-01-28,4297724550
2005-01-31,4334994790
2005-02-01,4351300520
2005-02-02,4397888320
2005-02-03,4430499780
2005-02-04,4530663550
2005-02-07,4542310500
2005-02-08,4586568910
2005-02-09,4600545250
2005-02-10,4647133050
2005-02-11,4691391460
2005-02-14,4717014750
2005-02-15,4665768170
2005-02-16,4698379630
2005-02-17,4658780000
2005-02-18,4600545250
2005-02-22,4574921960
2005-02-23,4616850980
2005-02-24,4609862810
2005-02-25,4616850980
2005-02-28,4658780000
2005-03-01,4714685360
2005-03-02,4705367800
2005-03-03,4682073900
2005-03-04,4758943770
2005-03-07,4912683510
2005-03-08,4880072050
2005-03-09,4758943770
2005-03-10,4740308650
2005-03-11,4658780000
2005-03-14,4772920110
2005-03-15,4735649870
2005-03-16,4707697190
2005-03-17,4749626210
2005-03-18,4724002920
2005-03-21,4756614380
2005-03-22,4595886470
2005-03-23,4567933790
2005-03-24,4595886470
2005-03-28,4614521590
2005-03-29,4532992940
2005-03-30,4577251350
2005-03-31,4858448160
2005-04-01,4882837960
2005-04-04,4877960000
2005-04-05,4921861640
2005-04-06,4934056540
2005-04-07,4948690420
2005-04-08,4904788780
2005-04-11,4904788780
2005-04-12,4973080220
2005-04-13,4916983680
2005-04-14,4831619380
2005-04-15,4712109360
2005-04-18,4734060180
2005-04-19,4853570200
2005-04-20,4712109360
2005-04-21,4841375300
2005-04-22,4858448160
2005-04-25,4877960000
2005-04-26,4865765100
2005-04-27,4873082040
2005-04-28,4777961820
2005-04-29,4924300620
2005-05-02,4926739600
2005-05-03,4936495520
2005-05-04,4816985500
2005-05-05,4753572020
2005-05-06,4773083860
2005-05-09,4782839780
2005-05-10,4746255080
2005-05-11,4760888960
2005-05-12,4677963640
2005-05-13,4612111180
2005-05-16,4643817920
2005-05-17,4726743240
2005-05-18,4726743240
2005-05-19,4738938140
2005-05-20,4699914460
2005-05-23,4707231400
2005-05-24,4716987320
2005-05-25,4699914460
2005-05-26,4760888960
2005-05-27,4782839780
2005-05-31,4838936320
2005-06-01,4853570200
2005-06-02,4836497340
2005-06-03,4851131220
2005-06-06,4848692240
2005-06-07,4841375300
2005-06-08,4873082040
2005-06-09,4868204080
2005-06-10,4882837960
2005-06-13,4914544700
2005-06-14,4890154900
2005-06-15,4868204080
2005-06-16,4875521020
2005-06-17,4895032860
2005-06-20,4892593880
2005-06-21,4895032860
2005-06-22,4941373480
2005-06-23,4982836140
2005-06-24,4953568380
2005-06-27,4970641240
2005-06-28,4985275120
2005-06-29,4997470020
2005-06-30,5226442840
2005-07-01,5289686340
2005-07-05,5289686340
2005-07-06,5266918680
2005-07-07,5297275560
2005-07-08,5312454000
2005-07-11,5355459580
2005-07-12,5388346200
2005-07-13,5383286720
2005-07-14,5345340620
2005-07-15,5355459580
2005-07-18,5342810880
2005-07-19,5355459580
2005-07-20,5390875940
2005-07-21,5312454000
2005-07-22,5347870360
2005-07-25,5320043220
2005-07-26,5330162180
2005-07-27,5317513480
2005-07-28,5357989320
2005-07-29,5375697500
2005-08-01,5314983740
2005-08-02,5426292300
2005-08-03,5461708660
2005-08-04,5421232820
2005-08-05,5312454000
2005-08-08,5198615700
2005-08-09,5312454000
2005-08-10,5325102700
2005-08-11,5375697500
2005-08-12,5330162180
2005-08-15,5375697500
2005-08-16,5312454000
2005-08-17,5378227240
2005-08-18,5494595280
2005-08-19,5502184500
2005-08-22,5595784880
2005-08-23,5600844360
2005-08-24,5565428000
2005-08-25,5593255140
2005-08-26,5565428000
2005-08-29,5588195660
2005-08-30,5598314620
2005-08-31,5669147340
2005-09-01,5755158500
2005-09-02,5709623180
2005-09-06,5714682660
2005-09-07,5790574860
2005-09-08,5689385260
2005-09-09,5780455900
2005-09-12,5729861100
2005-09-13,5671677080
2005-09-14,5805753300
2005-09-15,5813342520
2005-09-16,5914532120
2005-09-19,5912002380
2005-09-20,5808283040
2005-09-21,5755158500
2005-09-22,5737450320
2005-09-23,5755158500
2005-09-26,5775396420
2005-09-27,5745039540
2005-09-28,5818402000
2005-09-29,5919591600
2005-09-30,5982667210
2005-10-03,6038603750
2005-10-04,5906390110
2005-10-05,5705527080
2005-10-06,5519919470
2005-10-07,5591111430
2005-10-10,5525004610
2005-10-11,5545345170
2005-10-12,5484323490
2005-10-13,5441099800
2005-10-14,5458897790
2005-10-17,5502121480
2005-10-18,5430929520
2005-10-19,5428386950
2005-10-20,5268205040
2005-10-21,5270747610
2005-10-24,5451270080
2005-10-25,5471610640
2005-10-26,5402961250
2005-10-27,5372450410
2005-10-28,5471610640
2005-10-31,5631792550
2005-11-01,5484323490
2005-11-02,5466525500
2005-11-03,5471610640
2005-11-04,5441099800
2005-11-07,5461440360
2005-11-08,5479238350
2005-11-09,5578398580
2005-11-10,5570770870
2005-11-11,5497036340
2005-11-14,5474153210
2005-11-15,5397876110
2005-11-16,5392790970
2005-11-17,5415674100
2005-11-18,5382620690
2005-11-21,5479238350
2005-11-22,5558058020
2005-11-23,5519919470
2005-11-25,5530089750
2005-11-28,5532632320
2005-11-29,5629249980
2005-11-30,5588568860
2005-12-01,5621622270
2005-12-02,5662303390
2005-12-05,5697899370
2005-12-06,5675016240
2005-12-07,5626707410
2005-12-08,5720782500
2005-12-09,5784346750
2005-12-12,5723325070
2005-12-13,5797059600
2005-12-14,5911475250
2005-12-15,5908932680
2005-12-16,5921645530
2005-12-19,5827570440
2005-12-20,5827570440
2005-12-21,5794517030
2005-12-22,5753835910
2005-12-23,5738580490
2005-12-27,5710612220
2005-12-28,5705527080
2005-12-29,5690271660
2005-12-30,5700441940
2006-01-03,5865708990
2006-01-04,5789431890
2006-01-05,5952156370
2006-01-06,5975039500
2006-01-09,5919102960
2006-01-10,5929273240
2006-01-11,5964869220
2006-01-12,5936900950
2006-01-13,6003007770
2006-01-17,6051316600
2006-01-18,6046231460
2006-01-19,6061486880
2006-01-20,6069114590
2006-01-23,6046231460
2006-01-24,6112338280
2006-01-25,6081827440
2006-01-26,6089455150
2006-01-27,6135221410
2006-01-30,6122508560
2006-01-31,6109795710
2006-02-01,6127593700
2006-02-02,6030976040
2006-02-03,5977582070
2006-02-06,5985209780
2006-02-07,5975039500
2006-02-08,5952156370
2006-02-09,5939443520
2006-02-10,5959784080
2006-02-13,5936900950
2006-02-14,5936900950
2006-02-15,5941986090
2006-02-16,6003007770
2006-02-17,6084370010
2006-02-21,6160647110
2006-02-22,6193700520
2006-02-23,6165732250
2006-02-24,6175902530
2006-02-27,6137763980
2006-02-28,6081827440
2006-03-01,6099625430
2006-03-02,6102168000
2006-03-03,5929273240
2006-03-06,5847911000
2006-03-07,5886049550
2006-03-08,5865708990
2006-03-09,5825027870
2006-03-10,5911475250
2006-03-13,5929273240
2006-03-14,5969954360
2006-03-15,5954698940
2006-03-16,6005550340
2006-03-17,6005550340
2006-03-20,5949613800
2006-03-21,5896219830
2006-03-22,5901304970
2006-03-23,5964869220
2006-03-24,6003007770
2006-03-27,5934358380
2006-03-28,5947071230
2006-03-29,5939443520
2006-03-30,5916560390
2006-03-31,5940561440
2006-04-03,5945676000
2006-04-04,5953347840
2006-04-05,6019837120
2006-04-06,5978920640
2006-04-07,5866400320
2006-04-10,5825483840
2006-04-11,5712963520
2006-04-12,5769223680
2006-04-13,5710406240
2006-04-17,5718078080
2006-04-18,5922660480
2006-04-19,5845942080
2006-04-20,5856171200
2006-04-21,5868957600
2006-04-24,5899644960
2006-04-25,5817812000
2006-04-26,5825483840
2006-04-27,5899644960
2006-04-28,5884301280
2006-05-01,5899644960
2006-05-02,5794796480
2006-05-03,5784567360
2006-05-04,5881744000
2006-05-05,6004493440
2006-05-08,5943118720
2006-05-09,5807582880
2006-05-10,5858728480
2006-05-11,5771780960
2006-05-12,5672047040
2006-05-15,5743650880
2006-05-16,5674604320
2006-05-17,5546740320
2006-05-18,5579984960
2006-05-19,5631130560
2006-05-22,5792239200
2006-05-23,5728307200
2006-05-24,5733421760
2006-05-25,5782010080
2006-05-26,5776895520
2006-05-30,5715520800
2006-05-31,5751322720
2006-06-01,5779452800
2006-06-02,5897087680
2006-06-05,5764109120
2006-06-06,5741093600
2006-06-07,5684833440
2006-06-08,5733421760
2006-06-09,5702734400
2006-06-12,5687390720
2006-06-13,5582542240
2006-06-14,5544183040
2006-06-15,5643916960
2006-06-16,5674604320
2006-06-19,5623458720
2006-06-20,5585099520
2006-06-21,5684833440
2006-06-22,5649031520
2006-06-23,5608115040
2006-06-26,5649031520
2006-06-27,5600443200
2006-06-28,5733421760
2006-06-29,5771780960
2006-06-30,5855254380
2006-07-03,5955674310
2006-07-05,5911901520
2006-07-06,5922201000
2006-07-07,5932500480
2006-07-10,5837230290
2006-07-11,5899027170
2006-07-12,5855254380
2006-07-13,5814056460
2006-07-14,5783158020
2006-07-17,5793457500
2006-07-18,5821781070
2006-07-19,6012321450
2006-07-20,6012321450
2006-07-21,6053519370
2006-07-24,6115316250
2006-07-25,6120465990
2006-07-26,6189987480
2006-07-27,6189987480
2006-07-28,6241484880
2006-07-31,6213161310
2006-08-01,6254359230
2006-08-02,6169388520
2006-08-03,6164238780
2006-08-04,6107591640
2006-08-07,6092142420
2006-08-08,6092142420
2006-08-09,6133340340
2006-08-10,6076693200
2006-08-11,6056094240
2006-08-14,6040645020
2006-08-15,6097292160
2006-08-16,6066393720
2006-08-17,6092142420
2006-08-18,6141064950
2006-08-21,6130765470
2006-08-22,6213161310
2006-08-23,6151364430
2006-08-24,6195137220
2006-08-25,6233760270
2006-08-28,6339329940
2006-08-29,6357354030
2006-08-30,6321305850
2006-08-31,6401126820
2006-09-01,6398551950
2006-09-05,6326455590
2006-09-06,6326455590
2006-09-07,6354779160
2006-09-08,6419150910
2006-09-11,6395977080
2006-09-12,6416576040
2006-09-13,6331605330
2006-09-14,6298132020
2006-09-15,6370228380
2006-09-18,6272383320
2006-09-19,6305856630
2006-09-20,6321305850
2006-09-21,6300706890
2006-09-22,6280107930
2006-09-25,6434600130
2006-09-26,6401126820
2006-09-27,6498971880
2006-09-28,6535020060
2006-09-29,6470648310
2006-10-02,6559123520
2006-10-03,6660312530
2006-10-04,6675880070
2006-10-05,6694042200
2006-10-06,6649934170
2006-10-09,6655123350
2006-10-10,6699231380
2006-10-11,6696636790
2006-10-12,6777069080
2006-10-13,6779663670
2006-10-16,6847123010
2006-10-17,6883447270
2006-10-18,6940528250
2006-10-19,6930149890
2006-10-20,6982041690
2006-10-23,6932744480
2006-10-24,6906798580
2006-10-25,6932744480
2006-10-26,6950906610
2006-10-27,6888636450
2006-10-30,6865285140
2006-10-31,6880852680
2006-11-01,6891231040
2006-11-02,6899014810
2006-11-03,6821177110
2006-11-06,6761501540
2006-11-07,6766690720
2006-11-08,6841933830
2006-11-09,6891231040
2006-11-10,6992420050
2006-11-13,7044311850
2006-11-14,7057284800
2006-11-15,7052095620
2006-11-16,7114365780
2006-11-17,7083230700
2006-11-20,7124744140
2006-11-21,7098798240
2006-11-22,7103987420
2006-11-24,7070257750
2006-11-27,6971663330
2006-11-28,7057284800
2006-11-29,7158473810
2006-11-30,7070257750
2006-12-01,7142906270
2006-12-04,7218149380
2006-12-05,7275230360
2006-12-06,7277824950
2006-12-07,7246689870
2006-12-08,7218149380
2006-12-11,7244095280
2006-12-12,7311554620
2006-12-13,7311554620
2006-12-14,7366041010
2006-12-15,7363446420
2006-12-18,7319338390
2006-12-19,7283014130
2006-12-20,7205176430
2006-12-21,7158473810
2006-12-22,7163662990
2006-12-26,7171446760
2006-12-27,7283014130
2006-12-28,7308960030
2006-12-29,7270041180
2007-01-03,7366041010
2007-01-04,7301176260
2007-01-05,7161068400
2007-01-08,7135122500
2007-01-09,7218149380
2007-01-10,7218149380
2007-01-11,7236311510
2007-01-12,7197392660
2007-01-16,7295987080
2007-01-17,7251879050
2007-01-18,7231122330
2007-01-19,7259662820
2007-01-22,7314149210
2007-01-23,7441284120
2007-01-24,7524311000
2007-01-25,7441284120
2007-01-26,7433500350
2007-01-29,7376419370
2007-01-30,7399770680
2007-01-31,7443878710
2007-02-01,7487986740
2007-02-02,7495770510
2007-02-05,7552851490
2007-02-06,7690364760
2007-02-07,7801932130
2007-02-08,7866796880
2007-02-09,7833067210
2007-02-12,7817499670
2007-02-13,7874580650
2007-02-14,7900526550
2007-02-15,7843445570
2007-02-16,7843445570
2007-02-20,7864202290
2007-02-21,7830472620
2007-02-22,7843445570
2007-02-23,7861607700
2007-02-26,7986148020
2007-02-27,7835661800
2007-02-28,7791553770
2007-03-01,7801932130
2007-03-02,7698148530
2007-03-05,7542473130
2007-03-06,7705932300
2007-03-07,7729283610
2007-03-08,7768202460
2007-03-09,7765607870
2007-03-12,7866796880
2007-03-13,7734472790
2007-03-14,7801932130
2007-03-15,7856418520
2007-03-16,7804526720
2007-03-19,7892742780
2007-03-20,7929067040
2007-03-21,8017283100
2007-03-22,8025066870
2007-03-23,8043229000
2007-03-26,8069174900
2007-03-27,8076958670
2007-03-28,8032850640
2007-03-29,7967985890
2007-03-30,7913499500
2007-04-02,8058332060
2007-04-03,8042720180
2007-04-04,8014098400
2007-04-05,7988078600
2007-04-09,8099963740
2007-04-10,8185829080
2007-04-11,8279500360
2007-04-12,8367967679
2007-04-13,8308122140
2007-04-16,8341947880
2007-04-17,8386181539
2007-04-18,8300316200
2007-04-19,8276898380
2007-04-20,8360161740
2007-04-23,8433017179
2007-04-24,8521484500
2007-04-25,8622961720
2007-04-26,8433017179
2007-04-27,8344549860
2007-04-30,8258684520
2007-05-01,8292510260
2007-05-02,8227460760
2007-05-03,8261286500
2007-05-04,8201440960
2007-05-07,8162411260
2007-05-08,8125983540
2007-05-09,8107769680
2007-05-10,8053128100
2007-05-11,8084351860
2007-05-14,8068739980
2007-05-15,8131187500
2007-05-16,8214450860
2007-05-17,8227460760
2007-05-18,8334141940
2007-05-21,8367967679
2007-05-22,8391385500
2007-05-23,8393987479
2007-05-24,8094759780
2007-05-25,8050526120
2007-05-29,8027108300
2007-05-30,8050526120
2007-05-31,7977670680
2007-06-01,7982874640
2007-06-04,8008894440
2007-06-05,7837163760
2007-06-06,7730482580
2007-06-07,7433856860
2007-06-08,7688850900
2007-06-11,7712268720
2007-06-12,7589975660
2007-06-13,7707064760
2007-06-14,7701860800
2007-06-15,7779920200
2007-06-18,7670637040
2007-06-19,8071341960
2007-06-20,7847571680
2007-06-21,7868387520
2007-06-22,7657627140
2007-06-25,7681044960
2007-06-26,7600383580
2007-06-27,7686248920
2007-06-28,7665433080
2007-06-29,7707064760
2007-07-02,7843993860
2007-07-03,7820633190
2007-07-05,7737573030
2007-07-06,7696042950
2007-07-09,7882928310
2007-07-10,7698638580
2007-07-11,7561070190
2007-07-12,7607791530
2007-07-13,7633747830
2007-07-16,7579239600
2007-07-17,7532518260
2007-07-18,7514348850
2007-07-19,7745359920
2007-07-20,7620769680
2007-07-23,7594813380
2007-07-24,7356015420
2007-07-25,7384567350
2007-07-26,7078283010
2007-07-27,6891397650
2007-07-30,6896588910
2007-07-31,6842080680
2007-08-01,7119813090
2007-08-02,7314485340
2007-08-03,6997818480
2007-08-06,7228829550
2007-08-07,7283337780
2007-08-08,7285933410
2007-08-09,6956288400
2007-08-10,6940714620
2007-08-13,7099048050
2007-08-14,6914758320
2007-08-15,6777189930
2007-08-16,6831698160
2007-08-17,6966670920
2007-08-20,7008201000
2007-08-21,6990031590
2007-08-22,7026370410
2007-08-23,7078283010
2007-08-24,7265168370
2007-08-27,7000414110
2007-08-28,6956288400
2007-08-29,7122408720
2007-08-30,7080878640
2007-08-31,7143173760
2007-09-04,7184703840
2007-09-05,7073091750
2007-09-06,7119813090
2007-09-07,7073091750
2007-09-10,7143173760
2007-09-11,7298911560
2007-09-12,7278146520
2007-09-13,7249594590
2007-09-14,7304102820
2007-09-17,7332654750
2007-09-18,7561070190
2007-09-19,7716807990
2007-09-20,7675277910
2007-09-21,7766124960
2007-09-24,7690851690
2007-09-25,7618174050
2007-09-26,7657108500
2007-09-27,7644130350
2007-09-28,7542900780
2007-10-01,7626821760
2007-10-02,7533717120
2007-10-03,7541475840
2007-10-04,7582855680
2007-10-05,7577683200
2007-10-08,7518199680
2007-10-09,7621649280
2007-10-10,7549234560
2007-10-11,7673374080
2007-10-12,7665615360
2007-10-15,7730271360
2007-10-16,7743202560
2007-10-17,7709581440
2007-10-18,7694064000
2007-10-19,7520785920
2007-10-22,7569924480
2007-10-23,7593200640
2007-10-24,7572510720
2007-10-25,7701822720
2007-10-26,7766478720
2007-10-29,7836307200
2007-10-30,7802686080
2007-10-31,7952688000
2007-11-01,7784582400
2007-11-02,7916480640
2007-11-05,8019930240
2007-11-06,8061310080
2007-11-07,7779409920
2007-11-08,7957860480
2007-11-09,7758720000
2007-11-12,7663029120
2007-11-13,7694064000
2007-11-14,7624235520
2007-11-15,7624235520
2007-11-16,7774237440
2007-11-19,7875100800
2007-11-20,7908721920
2007-11-21,7831134720
2007-11-23,7833720960
2007-11-26,7877687040
2007-11-27,7939756800
2007-11-28,8079413760
2007-11-29,8050965120
2007-11-30,8097517440
2007-12-03,8056137600
2007-12-04,8125966080
2007-12-05,8263036800
2007-12-06,8252691840
2007-12-07,8224243200
2007-12-10,8257864320
2007-12-11,8035447680
2007-12-12,8038033920
2007-12-13,8100103680
2007-12-14,7911308160
2007-12-17,7890618240
2007-12-18,7988895360
2007-12-19,7931998080
2007-12-20,7939756800
2007-12-21,8110448640
2007-12-24,8157000960
2007-12-26,8058723840
2007-12-27,7988895360
2007-12-28,8050965120
2007-12-31,8001826560
2008-01-02,7942343040
2008-01-03,7869928320
2008-01-04,7792341120
2008-01-07,7836307200
2008-01-08,7885445760
2008-01-09,8012171520
2008-01-10,7988895360
2008-01-11,8092344960
2008-01-14,8076827520
2008-01-15,7970791680
2008-01-16,7815617280
2008-01-17,7572510720
2008-01-18,7409577600
2008-01-22,7125091200
2008-01-23,7256989440
2008-01-24,7109573760
2008-01-25,6995779200
2008-01-28,7083711360
2008-01-29,7112160000
2008-01-30,7094056320
2008-01-31,7228540800
2008-02-01,7368197760
2008-02-04,7515613440
2008-02-05,7259575680
2008-02-06,7264748160
2008-02-07,7223368320
2008-02-08,7192333440
2008-02-11,7127677440
2008-02-12,7313886720
2008-02-13,7290610560
2008-02-14,7207850880
2008-02-15,7181988480
2008-02-19,7153539840
2008-02-20,7140608640
2008-02-21,7037159040
2008-02-22,7042331520
2008-02-25,7096642560
2008-02-26,7213023360
2008-02-27,7106987520
2008-02-28,7094056320
2008-02-29,6871639680
2008-03-03,6822501120
2008-03-04,6799224960
2008-03-05,6822501120
2008-03-06,6750086400
2008-03-07,6737155200
2008-03-10,6682844160
2008-03-11,6827673600
2008-03-12,6806983680
2008-03-13,6814742400
2008-03-14,6825087360
2008-03-17,6594912000
2008-03-18,6631119360
2008-03-19,6481117440
2008-03-20,6403530240
2008-03-24,6499221120
2008-03-25,6563877120
2008-03-26,6597498240
2008-03-27,6853536000
2008-03-28,6850949760
2008-03-31,6542144640
2008-04-01,6669844160
2008-04-02,6787720640
2008-04-03,6709136320
2008-04-04,6667388400
2008-04-07,6775441840
2008-04-08,6772986080
2008-04-09,6687034480
2008-04-10,6709136320
2008-04-11,6755795760
2008-04-14,6763163040
2008-04-15,6814734000
2008-04-16,6981725680
2008-04-17,6971902640
2008-04-18,7028385120
2008-04-21,6971902640
2008-04-22,6939977760
2008-04-23,7060310000
2008-04-24,7028385120
2008-04-25,7003827520
2008-04-28,6996460240
2008-04-29,6959623840
2008-04-30,6959623840
2008-05-01,6984181440
2008-05-02,7219934400
2008-05-05,7089779120
2008-05-06,7109425200
2008-05-07,7033296640
2008-05-08,7018562080
2008-05-09,7018562080
2008-05-12,7109425200
2008-05-13,7160996160
2008-05-14,7242036240
2008-05-15,7217478640
2008-05-16,7269049600
2008-05-19,7288695680
2008-05-20,7278872640
2008-05-21,7281328400
2008-05-22,7261682320
2008-05-23,7065221520
2008-05-27,7192921040
2008-05-28,7148717360
2008-05-29,7121704000
2008-05-30,7099602160
2008-06-02,7028385120
2008-06-03,6969446880
2008-06-04,7040663920
2008-06-05,7121704000
2008-06-06,6908052880
2008-06-09,6935066240
2008-06-10,6927698960
2008-06-11,6866304960
2008-06-12,6871216480
2008-06-13,6925243200
2008-06-16,6981725680
2008-06-17,6947345040
2008-06-18,6900685600
2008-06-19,6905597120
2008-06-20,6799999440
2008-06-23,6827012800
2008-06-24,6804910960
2008-06-25,6873672240
2008-06-26,6777897600
2008-06-27,6780353360
2008-06-30,6882276390
2008-07-01,7040741840
2008-07-02,6926159130
2008-07-03,6857897090
2008-07-07,6799386770
2008-07-08,6692117850
2008-07-09,6775007470
2008-07-10,6848145370
2008-07-11,6814014350
2008-07-14,6806700560
2008-07-15,6823766070
2008-07-16,6696993710
2008-07-17,6560469630
2008-07-18,6657986830
2008-07-21,6672614410
2008-07-22,6692117850
2008-07-23,6638483390
2008-07-24,6706745430
2008-07-25,6640921320
2008-07-28,6611666160
2008-07-29,6660424760
2008-07-30,6762817820
2008-07-31,6845707440
2008-08-01,6718935080
2008-08-04,6684804060
2008-08-05,6789635050
2008-08-06,6823766070
2008-08-07,6804262630
2008-08-08,6970041870
2008-08-11,7040741840
2008-08-12,6906655690
2008-08-13,6952976360
2008-08-14,6899341900
2008-08-15,6965166010
2008-08-18,6991983240
2008-08-19,6921283270
2008-08-20,6965166010
2008-08-21,6950538430
2008-08-22,6999297030
2008-08-25,6991983240
2008-08-26,6989545310
2008-08-27,7079748720
2008-08-28,7140696970
2008-08-29,7060245280
2008-09-02,7038303910
2008-09-03,6955414290
2008-09-04,6857897090
2008-09-05,6835955720
2008-09-08,6991983240
2008-09-09,6972479800
2008-09-10,6940786710
2008-09-11,7033428050
2008-09-12,7091938370
2008-09-15,6877400530
2008-09-16,6465390360
2008-09-17,6165524970
2008-09-18,6306924910
2008-09-19,6521462750
2008-09-22,6423945550
2008-09-23,6360559370
2008-09-24,6350807650
2008-09-25,6516586890
2008-09-26,6480017940
2008-09-29,6197218060
2008-09-30,6102173840
2008-10-01,6145691720
2008-10-02,6015138080
2008-10-03,5969202540
2008-10-06,5505011820
2008-10-07,4612895280
2008-10-08,4779713820
2008-10-09,4605642300
2008-10-10,4593554000
2008-10-13,5077086000
2008-10-14,4849825960
2008-10-15,4576630380
2008-10-16,4818396380
2008-10-17,4702348700
2008-10-20,5137527500
2008-10-21,4956203000
2008-10-22,4557289100
2008-10-23,4728942960
2008-10-24,4608059960
2008-10-27,4472671000
2008-10-28,5142362820
2008-10-29,4905432140
2008-10-30,5052909400
2008-10-31,5152033460
2008-11-03,5222145600
2008-11-04,5359952220
2008-11-05,5255992840
2008-11-06,4961038320
2008-11-07,5161704100
2008-11-10,4951367680
2008-11-11,5050491740
2008-11-12,4951367680
2008-11-13,5376875840
2008-11-14,5089174300
2008-11-17,4932026400
2008-11-18,5016644500
2008-11-19,4840155320
2008-11-20,4719272320
2008-11-21,5270498800
2008-11-24,5367205200
2008-11-25,5456658620
2008-11-26,5444570320
2008-11-28,5642818440
2008-12-01,4956203000
2008-12-02,5231816240
2008-12-03,5367205200
2008-12-04,5110933240
2008-12-05,5229398580
2008-12-08,5255992840
2008-12-09,5202804320
2008-12-10,5376875840
2008-12-11,5219727940
2008-12-12,5127856860
2008-12-15,4961038320
2008-12-16,5060162380
2008-12-17,4997303220
2008-12-18,4912685120
2008-12-19,4953785340
2008-12-22,4890926180
2008-12-23,4796637440
2008-12-24,4801472760
2008-12-26,4861914260
2008-12-29,4900596820
2008-12-30,5038403440
2008-12-31,5154451120
2009-01-02,5289840080
2009-01-05,5316434340
2009-01-06,5280169440
2009-01-07,5197969000
2009-01-08,5280169440
2009-01-09,5270498800
2009-01-12,5268081140
2009-01-13,5200386660
2009-01-14,5108515580
2009-01-15,5200386660
2009-01-16,5285004760
2009-01-20,5060162380
2009-01-21,5391381800
2009-01-22,5275334120
2009-01-23,5219727940
2009-01-26,5357534560
2009-01-27,5454240960
2009-01-28,5502594160
2009-01-29,5410723080
2009-01-30,5299510720
2009-02-02,5415558400
2009-02-03,5454240960
2009-02-04,5444570320
2009-02-05,5500176500
2009-02-06,5625894820
2009-02-09,5596882900
2009-02-10,5367205200
2009-02-11,5364787540
2009-02-12,5287422420
2009-02-13,5275334120
2009-02-17,4982797260
2009-02-18,4910267460
2009-02-19,4876420220
2009-02-20,4757954880
2009-02-23,4736195940
2009-02-24,5006973860
2009-02-25,5028732800
2009-02-26,5110933240
2009-02-27,5026315140
2009-03-02,4774878500
2009-03-03,4641907200
2009-03-04,4760372540
2009-03-05,4593554000
2009-03-06,4620148260
2009-03-09,4438823760
2009-03-10,4666083800
2009-03-11,4726525300
2009-03-12,4861914260
2009-03-13,4905432140
2009-03-16,5004556200
2009-03-17,5098844940
2009-03-18,5229398580
2009-03-19,5229398580
2009-03-20,5176210060
2009-03-23,5413140740
2009-03-24,5297093060
2009-03-25,5188298360
2009-03-26,5446987980
2009-03-27,5413140740
2009-03-30,5427646700
2009-03-31,5611640160
2009-04-01,5669892480
2009-04-02,5686882740
2009-04-03,5686882740
2009-04-06,5536397580
2009-04-07,5468436540
2009-04-08,5519407320
2009-04-09,5599504260
