,AES
2004-08-27,6642857140
2004-08-30,6596357140
2004-08-31,6702642854
2004-09-01,6589714282
2004-09-02,6695999997
2004-09-03,6602999997
2004-09-07,6622928568
2004-09-08,6642857140
2004-09-09,6729214282
2004-09-10,6742499997
2004-09-13,6609642854
2004-09-14,6908571425
2004-09-15,6629571425
2004-09-16,6709285711
2004-09-17,6888642854
2004-09-20,6994928568
2004-09-21,7074642854
2004-09-22,6895285711
2004-09-23,6822214282
2004-09-24,6808928568
2004-09-27,6656142854
2004-09-28,6669428568
2004-09-29,6516642854
2004-09-30,6426899996
2004-10-01,6529833329
2004-10-04,6709966663
2004-10-05,6838633329
2004-10-06,6787166663
2004-10-07,6664933329
2004-10-08,6767866663
2004-10-11,6973733329
2004-10-12,7044499996
2004-10-13,6845066663
2004-10-14,6954433329
2004-10-15,7128133329
2004-10-18,7108833329
2004-10-19,7147433329
2004-10-20,7025199996
2004-10-21,7140999996
2004-10-22,7102399996
2004-10-25,7108833329
2004-10-26,7269666662
2004-10-27,7321133329
2004-10-28,6857933329
2004-10-29,7012333329
2004-11-01,7076666663
2004-11-02,7089533329
2004-11-03,7140999996
2004-11-04,7327566662
2004-11-05,7295399996
2004-11-08,7424066662
2004-11-09,7539866662
2004-11-10,7526999996
2004-11-11,7700699996
2004-11-12,7810066662
2004-11-15,7874399995
2004-11-16,7970899995
2004-11-17,7906566662
2004-11-18,7912999995
2004-11-19,7867966662
2004-11-22,8105999995
2004-11-23,8151033329
2004-11-24,8170333329
2004-11-26,8215366662
2004-11-29,7848666662
2004-11-30,7874399995
2004-12-01,7925866662
2004-12-02,7861533329
2004-12-03,7990199995
2004-12-06,8118866662
2004-12-07,8035233329
2004-12-08,7906566662
2004-12-09,7829366662
2004-12-10,7925866662
2004-12-13,8015933329
2004-12-14,7970899995
2004-12-15,8112433329
2004-12-16,8060966662
2004-12-17,8041666662
2004-12-20,8202499995
2004-12-21,8408366662
2004-12-22,8556333328
2004-12-23,8537033328
2004-12-27,8556333328
2004-12-28,8646399995
2004-12-29,8652833328
2004-12-30,8755766662
2004-12-31,8921473684
2005-01-03,8843157895
2005-01-04,8516842105
2005-01-05,8497263158
2005-01-06,8503789474
2005-01-07,8379789474
2005-01-10,8562526316
2005-01-11,8471157895
2005-01-12,8686526316
2005-01-13,8686526316
2005-01-14,8777894737
2005-01-18,9019368421
2005-01-19,8934526316
2005-01-20,9012842105
2005-01-21,9012842105
2005-01-24,9065052632
2005-01-25,8908421053
2005-01-26,8973684211
2005-01-27,8954105263
2005-01-28,8999789474
2005-01-31,9169473684
2005-02-01,9326105263
2005-02-02,9450105263
2005-02-03,9750315790
2005-02-04,9913473685
2005-02-07,9828631579
2005-02-08,9939578948
2005-02-09,9861263158
2005-02-10,10024421053
2005-02-11,10135368421
2005-02-14,10161473685
2005-02-15,10252842106
2005-02-16,10474736842
2005-02-17,10755368421
2005-02-18,10827157895
2005-02-22,10481263158
2005-02-23,10585684211
2005-02-24,10755368421
2005-02-25,10970736842
2005-02-28,10925052632
2005-03-01,11016421053
2005-03-02,11088210527
2005-03-03,11133894737
2005-03-04,11434105264
2005-03-07,11518947369
2005-03-08,11290526316
2005-03-09,10938105264
2005-03-10,10774947369
2005-03-11,10872842106
2005-03-14,11290526316
2005-03-15,11512421053
2005-03-16,11414526316
2005-03-17,11421052632
2005-03-18,11349263158
2005-03-21,11238315790
2005-03-22,11062105264
2005-03-23,10468210527
2005-03-24,10631368421
2005-03-28,10807578948
2005-03-29,10670526316
2005-03-30,10677052632
2005-03-31,10710000002
2005-04-01,10808076925
2005-04-04,10821153848
2005-04-05,11206923079
2005-04-06,11121923079
2005-04-07,11200384618
2005-04-08,11095769233
2005-04-11,11089230771
2005-04-12,11350769233
2005-04-13,11350769233
2005-04-14,11115384618
2005-04-15,10795000002
2005-04-18,10808076925
2005-04-19,11089230771
2005-04-20,10906153848
2005-04-21,10919230771
2005-04-22,10847307694
2005-04-25,10925769233
2005-04-26,10873461541
2005-04-27,10808076925
2005-04-28,10481153848
2005-04-29,10513846156
2005-05-02,10520384617
2005-05-03,10526923079
2005-05-04,10513846156
2005-05-05,10317692310
2005-05-06,10415769233
2005-05-09,10592307694
2005-05-10,10396153848
2005-05-11,10003846156
2005-05-12,9408846156
2005-05-13,9258461540
2005-05-16,9180000002
2005-05-17,9212692309
2005-05-18,9186538463
2005-05-19,9186538463
2005-05-20,9147307694
2005-05-23,8970769232
2005-05-24,9402307694
2005-05-25,9513461540
2005-05-26,9598461540
2005-05-27,9565769233
2005-05-31,9735769233
2005-06-01,9670384617
2005-06-02,9526538463
2005-06-03,9415384617
2005-06-06,9807692310
2005-06-07,9768461540
2005-06-08,9703076925
2005-06-09,9624615386
2005-06-10,9703076925
2005-06-13,9827307694
2005-06-14,10016923079
2005-06-15,10082307694
2005-06-16,10167307694
2005-06-17,10356923079
2005-06-20,10461538464
2005-06-21,10324230771
2005-06-22,10291538463
2005-06-23,10363461540
2005-06-24,10030000002
2005-06-27,10428846156
2005-06-28,10664230771
2005-06-29,10723076925
2005-06-30,10517684207
2005-07-01,10652526313
2005-07-05,10594736839
2005-07-06,10241578944
2005-07-07,10177368418
2005-07-08,10331473681
2005-07-11,10408526313
2005-07-12,10389263155
2005-07-13,10511263155
2005-07-14,10466315786
2005-07-15,10703894734
2005-07-18,10652526313
2005-07-19,10607578944
2005-07-20,10633263155
2005-07-21,10440631576
2005-07-22,10421368418
2005-07-25,10292947365
2005-07-26,10228736839
2005-07-27,10209473681
2005-07-28,10344315786
2005-07-29,10305789471
2005-08-01,10305789471
2005-08-02,10466315786
2005-08-03,10357157892
2005-08-04,10344315786
2005-08-05,10081052629
2005-08-08,9772842102
2005-08-09,9727894734
2005-08-10,9933368418
2005-08-11,10068210523
2005-08-12,9901263155
2005-08-15,9875578944
2005-08-16,9772842102
2005-08-17,9792105260
2005-08-18,9830631576
2005-08-19,9837052629
2005-08-22,10023263155
2005-08-23,10055368418
2005-08-24,9849894734
2005-08-25,9997578944
2005-08-26,9991157892
2005-08-29,9946210523
2005-08-30,10036105260
2005-08-31,10106736839
2005-09-01,9984736839
2005-09-02,9901263155
2005-09-06,9830631576
2005-09-07,10068210523
2005-09-08,9625157892
2005-09-09,9894842102
2005-09-12,9888421050
2005-09-13,9811368418
2005-09-14,9792105260
2005-09-15,9894842102
2005-09-16,9759999997
2005-09-19,9663684208
2005-09-20,9419684208
2005-09-21,9560947366
2005-09-22,9593052629
2005-09-23,9522421050
2005-09-26,9804947366
2005-09-27,9965473681
2005-09-28,10228736839
2005-09-29,10337894734
2005-09-30,10782187500
2005-10-03,11051250000
2005-10-04,11221875000
2005-10-05,10926562500
2005-10-06,10742812500
2005-10-07,10946250000
2005-10-10,10690312500
2005-10-11,10723125000
2005-10-12,10664062500
2005-10-13,10283437500
2005-10-14,10434375000
2005-10-17,10362187500
2005-10-18,10047187500
2005-10-19,10552499999
2005-10-20,10139062500
2005-10-21,10145625000
2005-10-24,10368750000
2005-10-25,10408125000
2005-10-26,10237500000
2005-10-27,10034062500
2005-10-28,10178437500
2005-10-31,10427812500
2005-11-01,10309687500
2005-11-02,10139062500
2005-11-03,10086562500
2005-11-04,10171875000
2005-11-07,9981562500
2005-11-08,9804375000
2005-11-09,9994687500
2005-11-10,10171875000
2005-11-11,10217812500
2005-11-14,10034062500
2005-11-15,10053750000
2005-11-16,10060312500
2005-11-17,10421250000
2005-11-18,10500000000
2005-11-21,10434375000
2005-11-22,10316250000
2005-11-23,10355625000
2005-11-25,10322812500
2005-11-28,10270312500
2005-11-29,10368750000
2005-11-30,10349062500
2005-12-01,10427812500
2005-12-02,10145625000
2005-12-05,10329375000
2005-12-06,10335937500
2005-12-07,10355625000
2005-12-08,10375312500
2005-12-09,10545937500
2005-12-12,10585312500
2005-12-13,10696875000
2005-12-14,10664062500
2005-12-15,10500000000
2005-12-16,10650937500
2005-12-19,10440937500
2005-12-20,10381875000
2005-12-21,10283437500
2005-12-22,10375312500
2005-12-23,10486875000
2005-12-27,10493437500
2005-12-28,10408125000
2005-12-29,10421250000
2005-12-30,10388437500
2006-01-03,10636981138
2006-01-04,11090037742
2006-01-05,10984981139
2006-01-06,11162264158
2006-01-09,10971849063
2006-01-10,10899622648
2006-01-11,10866792459
2006-01-12,10722339629
2006-01-13,10853660384
2006-01-17,10774867931
2006-01-18,11004679252
2006-01-19,11608754724
2006-01-20,11582490573
2006-01-23,11569358497
2006-01-24,11536528309
2006-01-25,11175396233
2006-01-26,11076905667
2006-01-27,11122867931
2006-01-30,11162264158
2006-01-31,11188528308
2006-02-01,11260754724
2006-02-02,11227924535
2006-02-03,11372377365
2006-02-06,11319849063
2006-02-07,11280452837
2006-02-08,11326415101
2006-02-09,11273886799
2006-02-10,11273886799
2006-02-13,11129433969
2006-02-14,11103169818
2006-02-15,11234490573
2006-02-16,11470867931
2006-02-17,11628452837
2006-02-21,11484000007
2006-02-22,11438037743
2006-02-23,11424905667
2006-02-24,11543094346
2006-02-27,11595622648
2006-02-28,11359245290
2006-03-01,11490566045
2006-03-02,11254188686
2006-03-03,11365811327
2006-03-06,11168830195
2006-03-07,11247622648
2006-03-08,11227924535
2006-03-09,11352679252
2006-03-10,11306716988
2006-03-13,11214792459
2006-03-14,11155698120
2006-03-15,11332981139
2006-03-16,11543094346
2006-03-17,11536528309
2006-03-20,11254188686
2006-03-21,11122867931
2006-03-22,11195094346
2006-03-23,11175396233
2006-03-24,11070339629
2006-03-27,11116301893
2006-03-28,11044075478
2006-03-29,11136000007
2006-03-30,11109735856
2006-03-31,11057407404
2006-04-03,10811111108
2006-04-04,11102777775
2006-04-05,11018518516
2006-04-06,10914814812
2006-04-07,10649074071
2006-04-10,10908333330
2006-04-11,10798148145
2006-04-12,10629629627
2006-04-13,10778703701
2006-04-17,10869444441
2006-04-18,10947222219
2006-04-19,10759259256
2006-04-20,10837037034
2006-04-21,10759259256
2006-04-24,10824074071
2006-04-25,10752777775
2006-04-26,10636111108
2006-04-27,10778703701
2006-04-28,10999074071
2006-05-01,10895370367
2006-05-02,10817592590
2006-05-03,10752777775
2006-05-04,10752777775
2006-05-05,11232407404
2006-05-08,11504629627
2006-05-09,11524074071
2006-05-10,11511111108
2006-05-11,11426851849
2006-05-12,11783333330
2006-05-15,11828703701
2006-05-16,11776851849
2006-05-17,11634259256
2006-05-18,11705555552
2006-05-19,11569444441
2006-05-22,11686111108
2006-05-23,11543518515
2006-05-24,11433333330
2006-05-25,11537037034
2006-05-26,11666666664
2006-05-30,11634259256
2006-05-31,11925925923
2006-06-01,12055555552
2006-06-02,12159259256
2006-06-05,12049074071
2006-06-06,12113888886
2006-06-07,12081481478
2006-06-08,11861111108
2006-06-09,11861111108
2006-06-12,11874074071
2006-06-13,11673148145
2006-06-14,11582407404
2006-06-15,11387962960
2006-06-16,11342592590
2006-06-19,10960185182
2006-06-20,11161111108
2006-06-21,11368518515
2006-06-22,11349074071
2006-06-23,11180555553
2006-06-26,11336111108
2006-06-27,11647222219
2006-06-28,11705555552
2006-06-29,12010185182
2006-06-30,12066300000
2006-07-03,12164400000
2006-07-05,12334440000
2006-07-06,12419459999
2006-07-07,12602580000
2006-07-10,12726840000
2006-07-11,12831480000
2006-07-12,12596040000
2006-07-13,12537180000
2006-07-14,12739920000
2006-07-17,12916500000
2006-07-18,12746459999
2006-07-19,12968819999
2006-07-20,12962280000
2006-07-21,13191180000
2006-07-24,13374300000
2006-07-25,13400459999
2006-07-26,13125780000
2006-07-27,12975360000
2006-07-28,13001520000
2006-07-31,12988440000
2006-08-01,12988440000
2006-08-02,12916500000
2006-08-03,12936120000
2006-08-04,11935500000
2006-08-07,13125780000
2006-08-08,13276200000
2006-08-09,13478940000
2006-08-10,13387380000
2006-08-11,13223880000
2006-08-14,13191180000
2006-08-15,13341600000
2006-08-16,13367760000
2006-08-17,13197720000
2006-08-18,13400459999
2006-08-21,13505100000
2006-08-22,13629360000
2006-08-23,13583580000
2006-08-24,13459319999
2006-08-25,13537800000
2006-08-28,13675140000
2006-08-29,13603200000
2006-08-30,13740540000
2006-08-31,13890959999
2006-09-01,13851720000
2006-09-05,13838640000
2006-09-06,13577040000
2006-09-07,13446240000
2006-09-08,13374300000
2006-09-11,13263120000
2006-09-12,13165020000
2006-09-13,13387380000
2006-09-14,13413540000
2006-09-15,13263120000
2006-09-18,13348140000
2006-09-19,13426620000
2006-09-20,13407000000
2006-09-21,13321980000
2006-09-22,13171560000
2006-09-25,13492020000
2006-09-26,13537800000
2006-09-27,13537800000
2006-09-28,13465860000
2006-09-29,13335060000
2006-10-02,13187025000
2006-10-03,13461075000
2006-10-04,13480650000
2006-10-05,13421925000
2006-10-06,13278375000
2006-10-09,13402350000
2006-10-10,13630725000
2006-10-11,13741650000
2006-10-12,13624200000
2006-10-13,13552425000
2006-10-16,13715550000
2006-10-17,13767750000
2006-10-18,13904775000
2006-10-19,14015700000
2006-10-20,14185349999
2006-10-23,14296275000
2006-10-24,14204925000
2006-10-25,14217975000
2006-10-26,14133150000
2006-10-27,14178825000
2006-10-30,14146200000
2006-10-31,14348474999
2006-11-01,14394150000
2006-11-02,14309325000
2006-11-03,14296275000
2006-11-06,14772600000
2006-11-07,14368050000
2006-11-08,14622525000
2006-11-09,14648625000
2006-11-10,14583375000
2006-11-13,14811750000
2006-11-14,14805225000
2006-11-15,14478975000
2006-11-16,14583375000
2006-11-17,14602950000
2006-11-20,14642100000
2006-11-21,15066225000
2006-11-22,15209775000
2006-11-24,15235875000
2006-11-27,14955300000
2006-11-28,14935725000
2006-11-29,15131475000
2006-11-30,15248925000
2006-12-01,15248925000
2006-12-04,15477300000
2006-12-05,15477300000
2006-12-06,15157575000
2006-12-07,15105375000
2006-12-08,15118425000
2006-12-11,14955300000
2006-12-12,14929200000
2006-12-13,14942250000
2006-12-14,14935725000
2006-12-15,14903100000
2006-12-18,14635575000
2006-12-19,14602950000
2006-12-20,14531175000
2006-12-21,14596425000
2006-12-22,14459400000
2006-12-26,14544225000
2006-12-27,14518125000
2006-12-28,14394150000
2006-12-29,14381100000
2007-01-03,14658463767
2007-01-04,14665144926
2007-01-05,14244231883
2007-01-08,14043797100
2007-01-09,13469217390
2007-01-10,13856724637
2007-01-11,13629565216
2007-01-12,13990347825
2007-01-16,14097246376
2007-01-17,14030434782
2007-01-18,13916855071
2007-01-19,14043797100
2007-01-22,13903492753
2007-01-23,13870086955
2007-01-24,13903492753
2007-01-25,13769869564
2007-01-26,13876768115
2007-01-29,14023753622
2007-01-30,13956942028
2007-01-31,13890130434
2007-02-01,13796594202
2007-02-02,13910173912
2007-02-05,14103927535
2007-02-06,14524840579
2007-02-07,14658463767
2007-02-08,14939072463
2007-02-09,15106101448
2007-02-12,14865579709
2007-02-13,15005884057
2007-02-14,14952434781
2007-02-15,14858898550
2007-02-16,14898985506
2007-02-20,15052652173
2007-02-21,15066014492
2007-02-22,14965797100
2007-02-23,14885623187
2007-02-26,15045971013
2007-02-27,14397898550
2007-02-28,14244231883
2007-03-01,14070521738
2007-03-02,13769869564
2007-03-05,13215333332
2007-03-06,13736463767
2007-03-07,13983666666
2007-03-08,13803275361
2007-03-09,13696376811
2007-03-12,14077202897
2007-03-13,13716420289
2007-03-14,13736463767
2007-03-15,13856724637
2007-03-16,13676333332
2007-03-19,14037115941
2007-03-20,14190782608
2007-03-21,14331086955
2007-03-22,14230869564
2007-03-23,14284318839
2007-03-26,14384536231
2007-03-27,14518159419
2007-03-28,14337768115
2007-03-29,14538202897
2007-03-30,14377855071
2007-04-02,14680670000
2007-04-03,14367180000
2007-04-04,14453890000
2007-04-05,14467230000
2007-04-09,14860760000
2007-04-10,14954140000
2007-04-11,14827410000
2007-04-12,14653990000
2007-04-13,14547270000
2007-04-16,14653990000
2007-04-17,15014170000
2007-04-18,15194260000
2007-04-19,15167579999
2007-04-20,15194260000
2007-04-23,15200930000
2007-04-24,15234280000
2007-04-25,15354340000
2007-04-26,15274300000
2007-04-27,15014170000
2007-04-30,14667329999
2007-05-01,14840750000
2007-05-02,14954140000
2007-05-03,14887440000
2007-05-04,14954140000
2007-05-07,14960810000
2007-05-08,14874100000
2007-05-09,15074200000
2007-05-10,14874100000
2007-05-11,15147570000
2007-05-14,15040850000
2007-05-15,15274300000
2007-05-16,15614470000
2007-05-17,15654490000
2007-05-18,15574450000
2007-05-21,15747870000
2007-05-22,15587790000
2007-05-23,15941300000
2007-05-24,15434380000
2007-05-25,15454390000
2007-05-29,15320990000
2007-05-30,15807900000
2007-05-31,15827910000
2007-06-01,15687840000
2007-06-04,15441050000
2007-06-05,15160910000
2007-06-06,14640650000
2007-06-07,14213770000
2007-06-08,14420540000
2007-06-11,14480570000
2007-06-12,14040350000
2007-06-13,14153740000
2007-06-14,14407200000
2007-06-15,14727359999
2007-06-18,14527260000
2007-06-19,14500579999
2007-06-20,14113720000
2007-06-21,13920290000
2007-06-22,14353840000
2007-06-25,14540600000
2007-06-26,14580620000
2007-06-27,14674000000
2007-06-28,14433880000
2007-06-29,14593960000
2007-07-02,15018300000
2007-07-03,14985000000
2007-07-05,14838480000
2007-07-06,14958360000
2007-07-09,14998320000
2007-07-10,14632020000
2007-07-11,14725260000
2007-07-12,14618700000
2007-07-13,14911740000
2007-07-16,14825160000
2007-07-17,14805180000
2007-07-18,14951700000
2007-07-19,15484500000
2007-07-20,15264720000
2007-07-23,15064920000
2007-07-24,14259060000
2007-07-25,14312339999
2007-07-26,13712940000
2007-07-27,13386600000
2007-07-30,13366620000
2007-07-31,13086900000
2007-08-01,13266720000
2007-08-02,13273380000
2007-08-03,12467520000
2007-08-06,12234420000
2007-08-07,12207779999
2007-08-08,12780540000
2007-08-09,12227760000
2007-08-10,12427560000
2007-08-13,12893760000
2007-08-14,12274380000
2007-08-15,12101220000
2007-08-16,11954700000
2007-08-17,12254400000
2007-08-20,12254400000
2007-08-21,12101220000
2007-08-22,12660660000
2007-08-23,12514140000
2007-08-24,12740580000
2007-08-27,12247740000
2007-08-28,11828160000
2007-08-29,12047940000
2007-08-30,11928060000
2007-08-31,12061260000
2007-09-04,12327660000
2007-09-05,12281040000
2007-09-06,12587400000
2007-09-07,12181140000
2007-09-10,12034620000
2007-09-11,12007980000
2007-09-12,12021300000
2007-09-13,12047940000
2007-09-14,12087900000
2007-09-17,12101220000
2007-09-18,12660660000
2007-09-19,12820500000
2007-09-20,12873779999
2007-09-21,13040279999
2007-09-24,13499820000
2007-09-25,13506480000
2007-09-26,13593060000
2007-09-27,13646339999
2007-09-28,13346640000
2007-10-01,13840960000
2007-10-02,13754120000
2007-10-03,13553720000
2007-10-04,13714040000
2007-10-05,13894400000
2007-10-08,13807560000
2007-10-09,14188319999
2007-10-10,14255120000
2007-10-11,14295200000
2007-10-12,14321920000
2007-10-15,13961200000
2007-10-16,14108160000
2007-10-17,13947840000
2007-10-18,14028000000
2007-10-19,13513640000
2007-10-22,13707360000
2007-10-23,13500280000
2007-10-24,13620520000
2007-10-25,13794200000
2007-10-26,13961200000
2007-10-29,14188319999
2007-10-30,14181640000
2007-10-31,14301880000
2007-11-01,14134880000
2007-11-02,14475560000
2007-11-05,14642560000
2007-11-06,15050040000
2007-11-07,14595800000
2007-11-08,14716040000
2007-11-09,14575760000
2007-11-12,14128200000
2007-11-13,14455520000
2007-11-14,14669280000
2007-11-15,14595800000
2007-11-16,14595800000
2007-11-19,14549040000
2007-11-20,14549040000
2007-11-21,13921120000
2007-11-23,14134880000
2007-11-26,13861000000
2007-11-27,13921120000
2007-11-28,14415439999
2007-11-29,14462200000
2007-11-30,14595800000
2007-12-03,14515640000
2007-12-04,14462200000
2007-12-05,14689319999
2007-12-06,14341960000
2007-12-07,14655920000
2007-12-10,14876360000
2007-12-11,14555720000
2007-12-12,14609160000
2007-12-13,14562400000
2007-12-14,14428800000
2007-12-17,14221720000
2007-12-18,14415439999
2007-12-19,14402080000
2007-12-20,14488920000
2007-12-21,14682640000
2007-12-24,14756120000
2007-12-26,14782840000
2007-12-27,14502280000
2007-12-28,14468880000
2007-12-31,14352690000
2008-01-02,14164810000
2008-01-03,14131260000
2008-01-04,14184940000
2008-01-07,14755289999
2008-01-08,14694900000
2008-01-09,14433210000
2008-01-10,14560700000
2008-01-11,14164810000
2008-01-14,14218490000
2008-01-15,13728660000
2008-01-16,13050950000
2008-01-17,12306140000
2008-01-18,12225620000
2008-01-22,11869990000
2008-01-23,12158520000
2008-01-24,12178650000
2008-01-25,12225620000
2008-01-28,12520860000
2008-01-29,12594670000
2008-01-30,12514150000
2008-01-31,12809390000
2008-02-01,13057660000
2008-02-04,13178440000
2008-02-05,13352900000
2008-02-06,13044240000
2008-02-07,13030820000
2008-02-08,12842940000
2008-02-11,12997270000
2008-02-12,12842940000
2008-02-13,13064370000
2008-02-14,12943590000
2008-02-15,12943590000
2008-02-19,12896620000
2008-02-20,12782550000
2008-02-21,12534280000
2008-02-22,12661770000
2008-02-25,12990560000
2008-02-26,13037530000
2008-02-27,12675190000
2008-02-28,12594670000
2008-02-29,12064580000
2008-03-03,12373240000
2008-03-04,12413500000
2008-03-05,12494020000
2008-03-06,12111550000
2008-03-07,11930380000
2008-03-10,11742500000
2008-03-11,11990770000
2008-03-12,11796179999
2008-03-13,11963929999
2008-03-14,11809600000
2008-03-17,10782970000
2008-03-18,11011110000
2008-03-19,10722580000
2008-03-20,10789679999
2008-03-24,10823230000
2008-03-25,10850070000
2008-03-26,10897039999
2008-03-27,10930590000
2008-03-28,10950720000
2008-03-31,11202240000
2008-04-01,11323200000
2008-04-02,11430720000
2008-04-03,11376960000
2008-04-04,11464320000
2008-04-07,11397120000
2008-04-08,11665920000
2008-04-09,11692799999
2008-04-10,11464320000
2008-04-11,11592000000
2008-04-14,11544960000
2008-04-15,11786880000
2008-04-16,12008640000
2008-04-17,11961600000
2008-04-18,12096000000
2008-04-21,11975040000
2008-04-22,11847360000
2008-04-23,11847360000
2008-04-24,11901120000
2008-04-25,12089279999
2008-04-28,12149759999
2008-04-29,11679360000
2008-04-30,11665920000
2008-05-01,11860799999
2008-05-02,12096000000
2008-05-05,12008640000
2008-05-06,12048960000
2008-05-07,11867520000
2008-05-08,12048960000
2008-05-09,12841920000
2008-05-12,13104000000
2008-05-13,13110720000
2008-05-14,13352640000
2008-05-15,13379520000
2008-05-16,13339200000
2008-05-19,13278720000
2008-05-20,13124160000
2008-05-21,13083840000
2008-05-22,13130880000
2008-05-23,12714240000
2008-05-27,12626880000
2008-05-28,12815040000
2008-05-29,12936000000
2008-05-30,13090560000
2008-06-02,12875520000
2008-06-03,12801600000
2008-06-04,13224960000
2008-06-05,13366080000
2008-06-06,12996480000
2008-06-09,13352640000
2008-06-10,13191360000
2008-06-11,13003200000
2008-06-12,13009920000
2008-06-13,13520640000
2008-06-16,13520640000
2008-06-17,13668480000
2008-06-18,13426560000
2008-06-19,13601279999
2008-06-20,13144320000
2008-06-23,13144320000
2008-06-24,12875520000
2008-06-25,12794880000
2008-06-26,12499200000
2008-06-27,12633600000
2008-06-30,12851490000
2008-07-01,12891630000
2008-07-02,12557130000
2008-07-03,12557130000
2008-07-07,12122280000
2008-07-08,12075450000
2008-07-09,11894820000
2008-07-10,11680740000
2008-07-11,11767710000
2008-07-14,11607150000
2008-07-15,11152230000
2008-07-16,10784280000
2008-07-17,10864559999
2008-07-18,11219130000
2008-07-21,11446590000
2008-07-22,11413140000
2008-07-23,11219130000
2008-07-24,10797660000
2008-07-25,10811040000
2008-07-28,10984980000
2008-07-29,11105400000
2008-07-30,11399760000
2008-07-31,10797660000
2008-08-01,10389570000
2008-08-04,10008240000
2008-08-05,10650480000
2008-08-06,10690620000
2008-08-07,10737450000
2008-08-08,10516680000
2008-08-11,10630410000
2008-08-12,10570200000
2008-08-13,10463160000
2008-08-14,10135350000
2008-08-15,10249080000
2008-08-18,10148730000
2008-08-19,10142040000
2008-08-20,10242390000
2008-08-21,10322670000
2008-08-22,10550130000
2008-08-25,10269150000
2008-08-26,10309290000
2008-08-27,10322670000
2008-08-28,10362810000
2008-08-29,10208940000
2008-09-02,9881130000
2008-09-03,9867750000
2008-09-04,9680430000
2008-09-05,9780780000
2008-09-08,10001550000
2008-09-09,8817420000
2008-09-10,9272340000
2008-09-11,9064950000
2008-09-12,9513180000
2008-09-15,8623410000
2008-09-16,8315670000
2008-09-17,7512870000
2008-09-18,8041380000
2008-09-19,8837490000
2008-09-22,8569890000
2008-09-23,8576580000
2008-09-24,8389259999
2008-09-25,8743830000
2008-09-26,8416020000
2008-09-29,7626600000
2008-09-30,7820610000
2008-10-01,7546320000
2008-10-02,6991050000
2008-10-03,6636480000
2008-10-06,5907270000
2008-10-07,6128040000
2008-10-08,6081210000
2008-10-09,5773470000
2008-10-10,5104470000
2008-10-13,6335430000
2008-10-14,5974170000
2008-10-15,5425590000
2008-10-16,5178060000
2008-10-17,5459040000
2008-10-20,6616410000
2008-10-21,6596340000
2008-10-22,5559390000
2008-10-23,5632980000
2008-10-24,5258340000
2008-10-27,4743210000
2008-10-28,5251650000
2008-10-29,5077710000
2008-10-30,5418900000
2008-10-31,5331930000
2008-11-03,5298480000
2008-11-04,5204820000
2008-11-05,4843560000
2008-11-06,4422090000
2008-11-07,5673120000
2008-11-10,5144610000
2008-11-11,4803420000
2008-11-12,4917150000
2008-11-13,5525940000
2008-11-14,5539320000
2008-11-17,5485800000
2008-11-18,5378759999
2008-11-19,5050950000
2008-11-20,4609410000
2008-11-21,4856940000
2008-11-24,4823490000
2008-11-25,5010810000
2008-11-26,5071020000
2008-11-28,5144610000
2008-12-01,4622790000
2008-12-02,5231580000
2008-12-03,4803420000
2008-12-04,4622790000
2008-12-05,4281600000
2008-12-08,4723140000
2008-12-09,4796730000
2008-12-10,4703070000
2008-12-11,4763280000
2008-12-12,4863630000
2008-12-15,4683000000
2008-12-16,5345310000
2008-12-17,5037570000
2008-12-18,5385450000
2008-12-19,5271720000
2008-12-22,5218200000
2008-12-23,5077710000
2008-12-24,5097780000
2008-12-26,5198130000
2008-12-29,5251650000
2008-12-30,5425590000
2008-12-31,5479600000
2009-01-02,5745600000
2009-01-05,6071450000
2009-01-06,6244350000
2009-01-07,6004950000
2009-01-08,6164550000
2009-01-09,6171200000
2009-01-12,5891900000
2009-01-13,5645850000
2009-01-14,5419750000
2009-01-15,5280100000
2009-01-16,5692400000
2009-01-20,5353250000
2009-01-21,5486250000
2009-01-22,5419750000
2009-01-23,5499550000
2009-01-26,5632550000
2009-01-27,5765550000
2009-01-28,5765550000
2009-01-29,5546100000
2009-01-30,5260150000
2009-02-02,5306700000
2009-02-03,5406450000
2009-02-04,5519500000
2009-02-05,5479600000
2009-02-06,5705700000
2009-02-09,5492900000
2009-02-10,5359900000
2009-02-11,5253500000
2009-02-12,5260150000
2009-02-13,5147100000
2009-02-17,4774700000
2009-02-18,4714850000
2009-02-19,4854500000
2009-02-20,4462150000
2009-02-23,4242700000
2009-02-24,4535300000
2009-02-25,4322500000
2009-02-26,4628400000
2009-02-27,4189500000
2009-03-02,3724000000
2009-03-03,3537800000
2009-03-04,3670799999
2009-03-05,3325000000
2009-03-06,3398150000
2009-03-09,3265150000
2009-03-10,3531149999
2009-03-11,3717350000
2009-03-12,4023250000
2009-03-13,4083100000
2009-03-16,4369050000
2009-03-17,4262650000
2009-03-18,4515350000
2009-03-19,4389000000
2009-03-20,4269300000
2009-03-23,4515350000
2009-03-24,4322500000
2009-03-25,4076450000
2009-03-26,4156250000
2009-03-27,4096400000
2009-03-30,3757250000
2009-03-31,3875269999
2009-04-01,3948640000
2009-04-02,4175420000
2009-04-03,4182089999
2009-04-06,4188760000
2009-04-07,4082040000
2009-04-08,4302150000
2009-04-09,4508920000
2009-04-13,4342170000
2009-04-14,4348840000
2009-04-15,4368850000
