,VRSK
2014-05-27,10168586285
2014-05-28,10070443541
2014-05-29,10115356322
2014-05-30,9845879637
2014-06-02,9909090217
2014-06-03,9967310489
2014-06-04,10127000377
2014-06-05,10203518448
2014-06-06,10203518448
2014-06-09,10278373083
2014-06-10,10178566903
2014-06-11,10170249721
2014-06-12,10080424159
2014-06-13,10050482305
2014-06-16,10113692886
2014-06-17,10043828560
2014-06-18,9978954543
2014-06-19,10013886706
2014-06-20,10057136051
2014-06-23,10042165124
2014-06-24,9904099908
2014-06-25,9852533382
2014-06-26,9839225891
2014-06-27,9925724581
2014-06-30,9974576330
2014-07-01,10120821368
2014-07-02,10067641354
2014-07-03,10162368254
2014-07-07,10203915140
2014-07-08,10162368254
2014-07-09,10129130745
2014-07-10,10140763873
2014-07-11,10157382628
2014-07-14,10160706379
2014-07-15,10217210143
2014-07-16,10220533894
2014-07-17,10213886392
2014-07-18,10385059562
2014-07-21,10350160178
2014-07-22,10390045188
2014-07-23,10436577700
2014-07-24,10503052717
2014-07-25,10464829582
2014-07-28,10413311444
2014-07-29,10335203299
2014-07-30,10102540738
2014-07-31,9977900081
2014-08-01,9883173182
2014-08-04,9896468185
2014-08-05,9874863805
2014-08-06,9924720067
2014-08-07,10037727597
2014-08-08,9999504462
2014-08-11,10095893237
2014-08-12,10095893237
2014-08-13,10242138275
2014-08-14,10380073935
2014-08-15,10418297070
2014-08-18,10597779617
2014-08-19,10561218357
2014-08-20,10566203983
2014-08-21,10660930883
2014-08-22,10602765243
2014-08-25,10574513361
2014-08-26,10647635880
2014-08-27,10602765243
2014-08-28,10616060246
2014-08-29,10667578385
2014-09-02,10714110897
2014-09-03,10680873388
2014-09-04,10682535264
2014-09-05,10742362779
2014-09-08,10672564011
2014-09-09,10675887762
2014-09-10,10749010281
2014-09-11,10763967160
2014-09-12,10740700904
2014-09-15,10679211513
2014-09-16,10719096523
2014-09-17,10763967160
2014-09-18,10742362779
2014-09-19,10645974004
2014-09-22,10494743340
2014-09-23,10338527050
2014-09-24,10363455181
2014-09-25,10192282012
2014-09-26,10193943887
2014-09-29,10125806994
2014-09-30,9625973387
2014-10-01,9502664811
2014-10-02,9513730965
2014-10-03,9526377998
2014-10-06,9557995582
2014-10-07,9450495797
2014-10-08,9561157341
2014-10-09,9442591401
2014-10-10,9338253375
2014-10-13,9344576892
2014-10-14,9426782609
2014-10-15,9354062167
2014-10-16,9365128321
2014-10-17,9399907663
2014-10-20,9477370744
2014-10-21,9657590971
2014-10-22,9594355804
2014-10-23,9670238005
2014-10-24,9780899548
2014-10-27,9874171420
2014-10-28,9981671205
2014-10-29,9727149656
2014-10-30,9779318669
2014-10-31,9856781749
2014-11-03,9801450978
2014-11-04,9801450978
2014-11-05,9932663950
2014-11-06,10101818024
2014-11-07,10157148795
2014-11-10,10116045936
2014-11-11,9961119776
2014-11-12,9978509447
2014-11-13,9984832964
2014-11-14,9938987467
2014-11-17,9972185930
2014-11-18,9910531642
2014-11-19,9834649440
2014-11-20,9829906803
2014-11-21,9848877353
2014-11-24,9817259769
2014-11-25,9831487682
2014-11-26,9806193615
2014-11-28,9798289219
2014-12-01,9861524387
2014-12-02,9888399333
2014-12-03,9905789004
2014-12-04,9867847903
2014-12-05,10000641755
2014-12-08,10022774064
2014-12-09,10006965272
2014-12-10,9959538897
2014-12-11,9942149225
2014-12-12,9863105266
2014-12-15,9893141971
2014-12-16,9923178675
2014-12-17,10078104836
2014-12-18,10252001547
2014-12-19,10228288359
2014-12-22,10299427922
2014-12-23,10263067701
2014-12-24,10256744184
2014-12-26,10237773634
2014-12-29,10229869238
2014-12-30,10247258909
2014-12-31,10125531404
2015-01-02,10112884370
2015-01-05,9981671395
2015-01-06,9946892052
2015-01-07,9953215569
2015-01-08,10052810959
2015-01-09,9973766998
2015-01-12,9954796448
2015-01-13,10027516892
2015-01-14,9954796448
2015-01-15,9912112709
2015-01-16,9943730293
2015-01-20,9991156670
2015-01-21,10027516892
2015-01-22,10158729867
2015-01-23,10293104601
2015-01-26,10261487017
2015-01-27,10165053384
2015-01-28,10119207887
2015-01-29,10158729867
2015-01-30,10172957780
2015-02-02,10255163500
2015-02-03,10392699992
2015-02-04,10394280871
2015-02-05,10555530551
2015-02-06,10427479335
2015-02-09,10429060214
2015-02-10,10446449885
2015-02-11,10506523296
2015-02-12,10661449459
2015-02-13,10734169903
2015-02-17,10680420010
2015-02-18,10700971440
2015-02-19,10672515614
2015-02-20,10718361111
2015-02-23,10718361111
2015-02-24,10735750783
2015-02-25,11410786209
2015-02-26,11425014122
2015-02-27,11352293678
2015-03-02,11361778954
2015-03-03,11319095215
2015-03-04,11175235206
2015-03-05,11238470374
2015-03-06,11170492568
2015-03-09,11281154113
2015-03-10,10835346173
2015-03-11,11031375197
2015-03-12,11224242462
2015-03-13,11260602684
2015-03-16,11325418732
2015-03-17,11336484886
2015-03-18,11342808403
2015-03-19,11311190819
2015-03-20,11303286423
2015-03-23,11241632133
2015-03-24,11167330810
2015-03-25,11028213438
2015-03-26,11040860472
2015-03-27,11142036742
2015-03-30,11249536529
2015-03-31,11719725019
2015-04-01,11741063454
2015-04-02,11862528391
2015-04-06,11828058612
2015-04-07,11772250398
2015-04-08,11883866826
2015-04-09,11961013476
2015-04-10,11959372058
2015-04-13,11906846679
2015-04-14,11941316459
2015-04-15,11924902278
2015-04-16,11928185114
2015-04-17,11791947414
2015-04-20,11880583990
2015-04-21,11918336606
2015-04-22,11865811228
2015-04-23,11896998171
2015-04-24,11929826532
2015-04-27,11972503402
2015-04-28,11923260860
2015-04-29,12614297867
2015-04-30,12317201197
2015-05-01,12427176207
2015-05-04,12538792636
2015-05-05,12230206039
2015-05-06,11898639589
2015-05-07,11834624284
2015-05-08,12090685503
2015-05-11,12108741102
2015-05-12,12105458266
2015-05-13,12018463108
2015-05-14,12056215724
2015-05-15,12103816848
2015-05-18,12041442961
2015-05-19,12048008633
2015-05-20,12003690345
2015-05-21,12049650051
2015-05-22,12054574306
2015-05-26,11892073917
2015-05-27,12048008633
2015-05-28,12008614600
2015-05-29,11913412352
2015-06-01,12075912740
2015-06-02,11957730639
2015-06-03,12176039243
2015-06-04,12103816848
2015-06-05,12153059390
2015-06-08,12015180272
2015-06-09,12097251175
2015-06-10,12153059390
2015-06-11,12233488875
2015-06-12,12187529169
2015-06-15,12130079537
2015-06-16,12167832152
2015-06-17,12277807163
2015-06-18,12364802321
2015-06-19,12351670976
2015-06-22,12358236649
2015-06-23,12304069852
2015-06-24,12161266480
2015-06-25,12254827310
2015-06-26,12230206039
2015-06-29,11929826532
2015-06-30,12277481654
2015-07-01,12309542148
2015-07-02,12328103486
2015-07-06,12446221094
2015-07-07,12388849684
2015-07-08,12147552285
2015-07-09,12216735456
2015-07-10,12358476585
2015-07-13,12522153842
2015-07-14,12589649618
2015-07-15,12658832788
2015-07-16,12760076452
2015-07-17,12721266381
2015-07-20,12746577297
2015-07-21,12452970672
2015-07-22,12555901730
2015-07-23,12510342081
2015-07-24,12562651308
2015-07-27,12306167359
2015-07-28,12358476585
2015-07-29,13262919983
2015-07-30,13257857800
2015-07-31,13180237658
2015-08-03,13127928432
2015-08-04,13095867938
2015-08-05,13159988925
2015-08-06,12925441103
2015-08-07,13104304910
2015-08-10,13134678009
2015-08-11,12992936880
2015-08-12,12950752020
2015-08-13,12972688147
2015-08-14,12959188992
2015-08-17,12945689836
2015-08-18,13031746951
2015-08-19,13102617516
2015-08-20,12716204198
2015-08-21,12473219404
2015-08-24,12078369115
2015-08-25,11941690168
2015-08-26,12258920316
2015-08-27,12528903420
2015-08-28,12476594193
2015-08-31,12331478275
2015-09-01,12078369115
2015-09-02,12429347150
2015-09-03,12456345460
2015-09-04,12285918626
2015-09-08,12618335323
2015-09-09,12397286656
2015-09-10,12446221094
2015-09-11,12464782432
2015-09-14,12346664824
2015-09-15,12456345460
2015-09-16,12449595883
2015-09-17,12414160600
2015-09-18,12317979120
2015-09-21,12539027786
2015-09-22,12451283277
2015-09-23,12530590814
2015-09-24,12407411023
2015-09-25,12449595883
2015-09-28,12101992636
2015-09-29,12191424540
2015-09-30,12519789475
2015-10-01,13239707013
2015-10-02,13531061876
2015-10-05,13768211183
2015-10-06,13690290696
2015-10-07,13710617780
2015-10-08,13790232190
2015-10-09,13742802329
2015-10-12,13798701808
2015-10-13,13651330453
2015-10-14,13387078368
2015-10-15,13461611008
2015-10-16,13471774549
2015-10-19,13485325938
2015-10-20,13522592258
2015-10-21,13415875070
2015-10-22,13542919341
2015-10-23,13746190176
2015-10-26,13805477503
2015-10-27,13607288439
2015-10-28,12308049022
2015-10-29,11901507354
2015-10-30,12130187042
2015-11-02,11909976972
2015-11-03,11837138256
2015-11-04,11760911693
2015-11-05,11693154748
2015-11-06,11877792423
2015-11-09,11877792423
2015-11-10,12031939472
2015-11-11,12003142771
2015-11-12,12184392598
2015-11-13,12138656660
2015-11-16,12318212564
2015-11-17,12125105271
2015-11-18,12421541905
2015-11-19,12411378363
2015-11-20,12497768468
2015-11-23,12474053537
2015-11-24,12477441384
2015-11-25,12612955274
2015-11-27,12684100066
2015-11-30,12695957531
2015-12-01,12890758748
2015-12-02,12699345379
2015-12-03,12560443642
2015-12-04,12758632705
2015-12-07,12838247115
2015-12-08,12975454929
2015-12-09,12953433922
2015-12-10,12919555449
2015-12-11,12712896768
2015-12-14,12895840519
2015-12-15,13075396422
2015-12-16,13351505972
2015-12-17,13027966561
2015-12-18,12721366386
2015-12-21,12868737741
2015-12-22,12921249373
2015-12-23,13043211874
2015-12-24,13036436179
2015-12-28,13072008575
2015-12-29,13173643992
2015-12-30,13129601978
2015-12-31,12950724530
2016-01-04,12684567600
2016-01-05,12639085087
2016-01-06,12573388123
2016-01-07,12303862119
2016-01-08,12359451857
2016-01-11,12472315872
2016-01-12,12554858211
2016-01-13,12110140303
2016-01-14,12187629029
2016-01-15,12138777441
2016-01-19,12049496952
2016-01-20,11955162850
2016-01-21,11865882361
2016-01-22,11983799988
2016-01-25,11783340022
2016-01-26,11993907213
2016-01-27,11933263862
2016-01-28,11995591751
2016-01-29,12297123969
2016-02-01,12147200128
2016-02-02,11913049412
2016-02-03,11601409969
2016-02-04,11611517194
2016-02-05,11443063441
2016-02-08,11109525010
2016-02-09,11416110840
2016-02-10,11267871538
2016-02-11,11176906511
2016-02-12,11464962429
2016-02-16,11491915029
2016-02-17,11520552167
2016-02-18,11530659392
2016-02-19,11446432516
2016-02-22,11535713005
2016-02-23,11456539741
2016-02-24,12069711402
2016-02-25,12448732346
2016-02-26,12470631334
2016-02-29,12270171368
2016-03-01,12522851998
2016-03-02,12576757198
2016-03-03,12827753290
2016-03-04,12920402855
2016-03-07,12826068753
2016-03-08,12743526414
2016-03-09,12883343029
2016-03-10,12758687252
2016-03-11,12853021353
2016-03-14,12901872942
2016-03-15,12879973954
2016-03-16,12955778143
2016-03-17,13002945194
2016-03-18,13051796782
2016-03-21,13139392734
2016-03-22,13117493746
2016-03-23,13058534932
2016-03-24,13073695770
2016-03-28,13098963833
2016-03-29,13245518598
2016-03-30,13262363973
2016-03-31,13450241974
2016-04-01,13495681980
2016-04-04,13371142703
2016-04-05,13246603425
2016-04-06,13421631599
2016-04-07,13172553044
2016-04-08,13056428583
2016-04-11,12931889305
2016-04-12,13083355994
2016-04-13,13223041940
2016-04-14,13103551553
2016-04-15,13152357486
2016-04-18,13229773793
2016-04-19,13228090830
2016-04-20,13226407867
2016-04-21,13137210817
2016-04-22,13159089338
2016-04-25,13199480456
2016-04-26,13260067131
2016-04-27,13244920462
2016-04-28,13241554536
2016-04-29,13056428583
2016-05-02,13090087847
2016-05-03,12980695238
2016-05-04,13041281914
2016-05-05,12997524870
2016-05-06,13101868589
2016-05-09,13088404884
2016-05-10,13255018241
2016-05-11,13036233024
2016-05-12,13095136737
2016-05-13,12972280422
2016-05-16,13110283405
2016-05-17,12935255232
2016-05-18,12901595967
2016-05-19,12847741145
2016-05-20,12965548569
2016-05-23,12957133753
2016-05-24,13260067131
2016-05-25,13325702696
2016-05-26,13292043432
2016-05-27,13339166402
2016-05-31,13361044924
2016-06-01,13369459740
2016-06-02,13460339753
2016-06-03,13426680489
2016-06-06,13446876047
2016-06-07,13399753078
2016-06-08,13450241974
2016-06-09,13393021225
2016-06-10,13255018241
2016-06-13,13312238991
2016-06-14,13271847874
2016-06-15,13192748603
2016-06-16,13197797492
2016-06-17,13093453773
2016-06-20,13281945653
2016-06-21,13490633091
2016-06-22,13288677506
2016-06-23,13485584201
2016-06-24,13120381185
2016-06-27,12790520396
2016-06-28,13037915987
2016-06-29,13322336770
2016-06-30,13692314622
2016-07-01,13666983502
2016-07-05,13783506653
2016-07-06,13790261619
2016-07-07,13822347704
2016-07-08,14084102608
2016-07-11,14188804570
2016-07-12,14266486671
2016-07-13,14305327721
2016-07-14,14455625699
2016-07-15,14394831011
2016-07-18,14364433667
2016-07-19,14445493251
2016-07-20,14421850872
2016-07-21,14320526393
2016-07-22,14480956819
2016-07-25,14442115768
2016-07-26,14415095907
2016-07-27,14383009822
2016-07-28,14445493251
2016-07-29,14401585976
2016-08-01,14330658841
2016-08-02,14138142331
2016-08-03,13413672304
2016-08-04,13700758329
2016-08-05,13876387426
2016-08-08,13764930499
2016-08-09,13802082808
2016-08-10,13754798051
2016-08-11,13775062947
2016-08-12,13749731827
2016-08-15,13785195395
2016-08-16,13778440429
2016-08-17,13807149032
2016-08-18,13795327843
2016-08-19,13839235117
2016-08-22,13893274839
2016-08-23,13896652322
2016-08-24,13866254978
2016-08-25,14016552956
2016-08-26,14040195334
2016-08-29,14033440369
2016-08-30,14016552956
2016-08-31,14024996662
2016-09-01,14067215195
2016-09-02,14158407226
2016-09-06,14195559535
2016-09-07,14121254917
2016-09-08,13986155612
2016-09-09,13840923858
2016-09-12,13974334423
2016-09-13,13815592738
2016-09-14,13702447070
2016-09-15,13761553016
2016-09-16,13618010004
2016-09-19,13631519935
2016-09-20,13606188815
2016-09-21,13655162313
2016-09-22,13687248398
2016-09-23,13732844414
2016-09-26,13699069587
2016-09-27,13744665603
2016-09-28,13825725186
2016-09-29,13687248398
2016-09-30,13603754189
2016-10-03,13595385738
2016-10-04,13498311704
2016-10-05,13439732546
2016-10-06,13347679584
2016-10-07,13324247921
2016-10-10,13406258742
2016-10-11,13289100426
2016-10-12,13309184708
2016-10-13,13282405665
2016-10-14,13284079355
2016-10-17,13300816257
2016-10-18,13446427307
2016-10-19,13464837900
2016-10-20,13402911361
2016-10-21,13600406808
2016-10-24,13761081071
2016-10-25,13739323098
2016-10-26,13628859542
2016-10-27,13598733118
2016-10-28,13615470021
2016-10-31,13648943825
2016-11-01,13546848721
2016-11-02,13759407380
2016-11-03,13792881185
2016-11-04,13684091320
2016-11-07,13908365811
2016-11-08,13873218316
2016-11-09,13946860686
2016-11-10,13911713191
2016-11-11,13913386881
2016-11-14,13863176175
2016-11-15,13839744511
2016-11-16,13774470592
2016-11-17,13891628909
2016-11-18,13918407952
2016-11-21,14017155676
2016-11-22,14052303171
2016-11-23,14040587339
2016-11-25,14077408524
2016-11-28,14084103285
2016-11-29,14038913649
2016-11-30,13905018430
2016-12-01,13784512734
2016-12-02,13757733690
2016-12-05,13876565696
2016-12-06,13898323669
2016-12-07,13915060572
2016-12-08,13923429023
2016-12-09,13879913077
2016-12-12,13896649979
2016-12-13,13987029252
2016-12-14,13732628337
2016-12-15,13603754189
2016-12-16,13687438700
2016-12-19,13742670478
2016-12-20,13786186424
2016-12-21,13796228565
2016-12-22,13735975717
2016-12-23,13742670478
2016-12-27,13749365239
2016-12-28,13665680727
2016-12-29,13674049179
2016-12-30,13585343596
2017-01-03,13535144272
2017-01-04,13641667788
2017-01-05,13591734890
2017-01-06,13711573845
2017-01-09,13603385899
2017-01-10,13691600686
2017-01-11,13773157753
2017-01-12,13701587266
2017-01-13,13753184594
2017-01-17,13573426160
2017-01-18,13495197953
2017-01-19,13468567074
2017-01-20,13541801991
2017-01-23,13511842252
2017-01-24,13676620816
2017-01-25,13763171173
2017-01-26,13736540294
2017-01-27,13761506743
2017-01-30,13771493323
2017-01-31,13754849024
2017-02-01,13608379189
2017-02-02,13673291957
2017-02-03,13901318858
2017-02-06,13859708110
2017-02-07,13816432931
2017-02-08,13916298728
2017-02-09,13992862505
2017-02-10,14067761852
2017-02-13,14140996770
2017-02-14,14162634359
2017-02-15,13942929607
2017-02-16,14026151104
2017-02-17,14131010190
2017-02-21,14179278658
2017-02-22,13686607396
2017-02-23,13788137622
2017-02-24,13972889346
2017-02-27,13946258467
2017-02-28,13801453062
2017-03-01,14034473254
2017-03-02,13926285307
2017-03-03,13972889346
2017-03-06,13793130912
2017-03-07,13621694628
2017-03-08,13433614045
2017-03-09,13323761669
2017-03-10,13305452940
2017-03-13,13275493201
2017-03-14,13207251573
2017-03-15,13327090529
2017-03-16,13373694567
2017-03-17,13513506682
2017-03-20,13473560364
2017-03-21,13253855612
2017-03-22,13320432809
2017-03-23,13308781800
2017-03-24,13267171051
2017-03-27,13262177761
2017-03-28,13325426099
2017-03-29,13390338867
2017-03-30,13446929485
2017-03-31,13381790553
2017-04-03,13167391641
2017-04-04,13185533088
2017-04-05,13103071968
2017-04-06,13111318080
2017-04-07,13076684409
2017-04-10,13106370412
2017-04-11,13132757971
2017-04-12,13068438297
2017-04-13,13046998406
2017-04-17,13205323756
2017-04-18,13297680211
2017-04-19,13320769324
2017-04-20,13419722668
2017-04-21,13465900896
2017-04-24,13632472358
2017-04-25,13683598252
2017-04-26,13718231923
2017-04-27,13713284256
2017-04-28,13657210694
2017-05-01,13650613804
2017-05-02,13553309683
2017-05-03,12657781920
2017-05-04,12865583942
2017-05-05,13154197862
2017-05-08,13078333632
2017-05-09,13071736742
2017-05-10,12979380288
2017-05-11,12910112947
2017-05-12,12880426944
2017-05-15,13023909292
2017-05-16,12999170956
2017-05-17,12946395840
2017-05-18,12949694284
2017-05-19,13096475078
2017-05-22,13178936198
2017-05-23,13114616524
2017-05-24,13261397318
2017-05-25,13388387443
2017-05-26,13284486432
2017-05-30,13366947552
2017-05-31,13340559993
2017-06-01,13386738220
2017-06-02,13500534566
2017-06-05,13436214892
2017-06-06,13304277100
2017-06-07,13315821657
2017-06-08,13256449651
2017-06-09,13205323756
2017-06-12,13441162560
2017-06-13,13592891020
2017-06-14,13683598252
2017-06-15,13729776480
2017-06-16,13711635033
2017-06-19,13817185267
2017-06-20,13838625158
2017-06-21,13863363494
2017-06-22,13693493587
2017-06-23,13582995686
2017-06-26,13718231923
2017-06-27,13658859916
2017-06-28,13846871270
2017-06-29,13747917926
2017-06-30,13885410255
2017-07-03,13852494740
2017-07-05,13872244049
2017-07-06,13738936211
2017-07-07,13766914399
2017-07-10,13733998884
2017-07-11,13738936211
2017-07-12,13915034219
2017-07-13,13890347583
2017-07-14,14061508264
2017-07-17,14028592748
2017-07-18,14132276622
2017-07-19,14152025932
2017-07-20,14198107654
2017-07-21,14237606272
2017-07-24,14336352819
2017-07-25,14298499976
2017-07-26,14328123940
2017-07-27,14342935922
2017-07-28,14370914110
2017-07-31,14361039456
2017-08-01,14346227474
2017-08-02,13798184139
2017-08-03,13546380445
2017-08-04,13640189664
2017-08-07,13580941736
2017-08-08,13477257862
2017-08-09,13418009934
2017-08-10,13261661235
2017-08-11,13268244338
2017-08-14,13403197952
2017-08-15,13396614849
2017-08-16,13437759243
2017-08-17,13314326060
2017-08-18,13273181665
2017-08-21,13342304248
2017-08-22,13503590274
2017-08-23,13365345109
2017-08-24,13208996410
2017-08-25,13111895639
2017-08-28,13039481504
2017-08-29,13087209002
2017-08-30,13192538652
2017-08-31,13339012696
2017-09-01,13327492266
2017-09-05,13268244338
2017-09-06,13340658472
2017-09-07,13495361396
2017-09-08,13574358633
2017-09-11,13500298723
2017-09-12,13643481216
2017-09-13,13404843728
2017-09-14,13279764768
2017-09-15,13335721145
2017-09-18,13457508553
2017-09-19,13447633898
2017-09-20,13510173378
2017-09-21,13487132517
2017-09-22,13546380445
2017-09-25,13500298723
2017-09-26,13478903638
2017-09-27,13492069844
2017-09-28,13561192427
2017-09-29,13691208713
2017-10-02,13758257617
2017-10-03,13796145540
2017-10-04,13815913151
2017-10-05,13804382044
2017-10-06,13754963016
2017-10-09,13726958899
2017-10-10,13794498239
2017-10-11,13731900802
2017-10-12,13807676646
2017-10-13,13837328064
2017-10-16,13848859170
2017-10-17,13888394393
2017-10-18,13969112140
2017-10-19,13987232451
2017-10-20,13977348645
2017-10-23,13964170237
2017-10-24,13982290548
2017-10-25,13870274083
2017-10-26,13974054043
2017-10-27,13992174354
2017-10-30,13952639131
2017-10-31,14010294664
2017-11-01,14805941028
2017-11-02,14993733337
2017-11-03,14995380638
2017-11-06,15006911745
2017-11-07,15202940559
2017-11-08,15249064986
2017-11-09,14960787318
2017-11-10,14860301960
2017-11-13,14845476251
2017-11-14,15008559046
2017-11-15,14962434619
2017-11-16,14960787318
2017-11-17,15132106618
2017-11-20,15242475782
2017-11-21,15415442383
2017-11-22,15454977606
2017-11-24,15464861412
2017-11-27,15520869645
2017-11-28,15687247042
2017-11-29,15646064518
2017-11-30,15883275856
2017-12-01,15754786381
2017-12-04,15815736516
2017-12-05,15804205410
2017-12-06,15792674303
2017-12-07,15721840362
2017-12-08,15840446031
2017-12-11,15537342654
2017-12-12,15583467081
2017-12-13,15552168363
2017-12-14,15604881994
2017-12-15,15649359120
2017-12-18,15804205410
2017-12-19,15814089216
2017-12-20,15866802846
2017-12-21,15744902575
2017-12-22,15703720051
2017-12-26,15756433682
2017-12-27,15776201293
2017-12-28,15888217759
2017-12-29,15814089216
2018-01-02,15816075481
2018-01-03,15769863427
2018-01-04,15849084091
2018-01-05,15989370684
2018-01-08,16009175850
2018-01-09,15964614226
2018-01-10,15900247437
2018-01-11,15954711643
2018-01-12,16091697375
2018-01-16,16042184460
2018-01-17,16175869330
2018-01-18,16207227510
2018-01-19,16322757645
2018-01-22,16425084336
2018-01-23,16380522712
2018-01-24,16339261950
2018-01-25,16271594299
2018-01-26,16225382245
2018-01-29,16215479662
2018-01-30,16359067116
2018-01-31,16512557152
2018-02-01,16547216193
2018-02-02,16311204631
2018-02-05,15660935014
2018-02-06,15680740180
2018-02-07,15627926404
2018-02-08,15230172654
2018-02-09,15334149775
2018-02-12,15563559615
2018-02-13,15659284584
2018-02-14,15948109921
2018-02-15,16212178801
2018-02-16,16304602909
2018-02-20,16015777572
2018-02-21,16377221851
2018-02-22,16439938210
2018-02-23,16758471297
2018-02-26,17096809549
2018-02-27,17010987163
2018-02-28,16865749279
2018-03-01,16679250633
2018-03-02,16730413978
2018-03-05,17014288024
2018-03-06,17209038823
2018-03-07,17185932796
2018-03-08,17227193559
2018-03-09,17468156412
2018-03-12,17306414223
2018-03-13,17243697864
2018-03-14,17179331074
2018-03-15,17207388393
2018-03-16,17291560348
2018-03-19,17156225047
2018-03-20,17369130582
2018-03-21,17337772402
2018-03-22,17162826769
2018-03-23,16852545835
2018-03-26,17096809549
2018-03-27,16778276463
2018-03-28,16794780768
2018-03-29,17164477200
2018-04-02,16763939375
2018-04-03,17079119257
2018-04-04,17247435215
2018-04-05,17400899765
2018-04-06,17183079113
2018-04-09,17288689126
2018-04-10,17569215723
2018-04-11,17499909152
2018-04-12,17547763689
2018-04-13,17395949295
2018-04-16,17641822606
2018-04-17,17719379960
2018-04-18,17820039503
2018-04-19,17750732932
2018-04-20,17719379960
2018-04-23,17763934184
2018-04-24,17653373702
2018-04-25,17593968069
2018-04-26,17597268382
2018-04-27,17676475892
2018-04-30,17565915410
2018-05-01,17605519165
2018-05-02,16501564500
2018-05-03,16602224043
2018-05-04,16891001422
2018-05-07,17110472230
2018-05-08,17098921134
2018-05-09,17290339283
2018-05-10,17475156805
2018-05-11,17471856492
2018-05-14,17367896636
2018-05-15,17333243350
2018-05-16,17273837718
2018-05-17,17257336154
2018-05-18,17542813219
2018-05-21,17683076518
2018-05-22,17433902894
2018-05-23,17435553050
2018-05-24,17567565566
2018-05-25,17508159934
2018-05-29,17402549921
2018-05-30,17669875266
2018-05-31,17531262124
2018-06-01,17701228239
2018-06-04,17824989972
2018-06-05,17990005617
2018-06-06,18056011875
2018-06-07,18004857025
2018-06-08,17996606243
2018-06-11,17976804366
2018-06-12,18057662032
2018-06-13,18102216256
2018-06-14,18146770480
2018-06-15,18135219385
2018-06-18,18085714692
2018-06-19,18021358590
2018-06-20,17927299672
2018-06-21,17750732932
2018-06-22,17803537939
2018-06-25,17593968069
2018-06-26,17534562437
2018-06-27,17501559308
2018-06-28,17564265253
2018-06-29,17762284027
2018-07-02,17822987126
2018-07-03,17757055425
2018-07-05,18009244182
2018-07-06,18226818796
2018-07-09,18389999757
2018-07-10,18386703172
2018-07-11,18427910485
2018-07-12,18624057296
2018-07-13,18632298759
2018-07-16,18462524628
2018-07-17,18541642669
2018-07-18,18535049499
2018-07-19,18502083649
2018-07-20,18558125595
2018-07-23,18579553398
2018-07-24,18596036323
2018-07-25,18869652883
2018-07-26,18732844603
2018-07-27,18371868539
2018-07-30,18035616863
2018-07-31,18233411966
2018-08-01,18924046536
2018-08-02,18900970441
2018-08-03,18854818250
2018-08-06,18886135808
2018-08-07,19148214321
2018-08-08,19182828464
2018-08-09,19235573825
2018-08-10,19276781138
2018-08-13,19172938708
2018-08-14,19410292833
2018-08-15,19265243090
2018-08-16,19294912356
2018-08-17,19354250887
2018-08-20,19385568445
2018-08-21,19357547472
2018-08-22,19374030397
2018-08-23,19349306009
2018-08-24,19439962098
2018-08-27,19463038194
2018-08-28,19486114289
2018-08-29,19608087936
2018-08-30,19596549889
2018-08-31,19629515739
2018-09-04,19855331816
2018-09-05,19789400115
2018-09-06,19832255720
2018-09-07,19850386938
2018-09-10,19926208395
2018-09-11,19893242544
2018-09-12,20026754239
2018-09-13,20208066417
2018-09-14,20048182042
2018-09-17,19870166449
2018-09-18,20142134716
2018-09-19,19753137679
2018-09-20,19909725469
2018-09-21,19784455237
2018-09-24,19789400115
2018-09-25,19911373762
2018-09-26,19891594252
2018-09-27,19911373762
2018-09-28,19870166449
2018-10-01,19785434956
2018-10-02,19798582517
2018-10-03,19880754769
2018-10-04,19451815611
2018-10-05,19632594567
2018-10-08,19584934660
2018-10-09,19815016967
2018-10-10,18917695970
2018-10-11,18625162751
2018-10-12,18863462283
2018-10-15,18608728301
2018-10-16,19101761816
2018-10-17,19241454645
2018-10-18,19004798558
2018-10-19,19086970810
2018-10-22,19177360288
2018-10-23,18973573102
2018-10-24,18635023421
2018-10-25,18884827069
2018-10-26,18708978449
2018-10-29,18815802377
2018-10-30,19213516079
2018-10-31,19695045479
2018-11-01,19004798558
2018-11-02,18990007552
2018-11-05,19215159524
2018-11-06,19537274754
2018-11-07,19877467879
2018-11-08,20168357653
2018-11-09,20276825026
2018-11-12,20091115736
2018-11-13,19874180989
2018-11-14,19900476110
2018-11-15,20358997279
2018-11-16,20350780054
2018-11-19,20132201862
2018-11-20,19765713616
2018-11-21,19744348830
2018-11-23,19731201270
2018-11-26,19877467879
2018-11-27,19999082813
2018-11-28,20345849719
2018-11-29,20350780054
2018-11-30,20266964356
2018-12-03,20492116328
2018-12-04,19785434956
2018-12-06,19392651590
2018-12-07,18809228597
2018-12-10,18797724481
2018-12-11,18847027833
2018-12-12,19093544590
2018-12-13,18975216547
2018-12-14,18707335004
2018-12-17,18250457280
2018-12-18,18266891730
2018-12-19,18115694786
2018-12-20,17826448457
2018-12-21,17422160975
2018-12-24,16934057795
2018-12-26,17665390842
2018-12-27,17941489610
2018-12-28,17759067210
2018-12-31,17831130847
2019-01-02,17767354792
2019-01-03,17224440684
2019-01-04,17984847493
2019-01-07,18002835611
2019-01-08,18163093390
2019-01-09,18231775295
2019-01-10,18419832893
