,MSCI
2012-07-02,4191107114
2012-07-03,4181326234
2012-07-05,4165432304
2012-07-06,4189884504
2012-07-09,4128754003
2012-07-10,4092075703
2012-07-11,4044393913
2012-07-12,4043171303
2012-07-13,4155651423
2012-07-16,4095743533
2012-07-17,4134867053
2012-07-18,4171545354
2012-07-19,4199665384
2012-07-20,4131199223
2012-07-23,4072513943
2012-07-24,3986931242
2012-07-25,3991821682
2012-07-26,4016273882
2012-07-27,4092075703
2012-07-30,4063955673
2012-07-31,4052952183
2012-08-01,4071291333
2012-08-02,3940472062
2012-08-03,4070068723
2012-08-06,4084740043
2012-08-07,4258350664
2012-08-08,4288915915
2012-08-09,4285248085
2012-08-10,4315813335
2012-08-13,4319481165
2012-08-14,4346378585
2012-08-15,4402618646
2012-08-16,4434406506
2012-08-17,4384279495
2012-08-20,4314590725
2012-08-21,4347601195
2012-08-22,4351269025
2012-08-23,4290138525
2012-08-24,4331707265
2012-08-27,4298696795
2012-08-28,4284025475
2012-08-29,4317035945
2012-08-30,4266908934
2012-08-31,4288915915
2012-09-04,4352491635
2012-09-05,4379389055
2012-09-06,4482088296
2012-09-07,4485756126
2012-09-10,4428293456
2012-09-11,4359827295
2012-09-12,4431961286
2012-09-13,4455190876
2012-09-14,4490646566
2012-09-17,4445409996
2012-09-18,4420957796
2012-09-19,4401396036
2012-09-20,4398950815
2012-09-21,4406286476
2012-09-24,4359827295
2012-09-25,4290138525
2012-09-26,4326816825
2012-09-27,4424625626
2012-09-28,4375721225
2012-10-01,4372977275
2012-10-02,3199769246
2012-10-03,3451258168
2012-10-04,3337721907
2012-10-05,3279122546
2012-10-08,3222964826
2012-10-09,3214419086
2012-10-10,3240056306
2012-10-11,3224185646
2012-10-12,3165586285
2012-10-15,3124078405
2012-10-16,3320630427
2012-10-17,3349930107
2012-10-18,3341384367
2012-10-19,3298655667
2012-10-22,3309643047
2012-10-23,3314526327
2012-10-24,3298655667
2012-10-25,3302318127
2012-10-26,3362138307
2012-10-31,3288889106
2012-11-01,3387775527
2012-11-02,3281564186
2012-11-05,3326734527
2012-11-06,3186340226
2012-11-07,3187561046
2012-11-08,3198548426
2012-11-09,3199769246
2012-11-12,3174132026
2012-11-13,3172911205
2012-11-14,3172911205
2012-11-15,3169248745
2012-11-16,3152157265
2012-11-19,3203431706
2012-11-20,3192444326
2012-11-21,3209535806
2012-11-23,3265693526
2012-11-26,3309643047
2012-11-27,3273018446
2012-11-28,3334059447
2012-11-29,3469570468
2012-11-30,3540378029
2012-12-03,3551365409
2012-12-04,3562352789
2012-12-05,3602639849
2012-12-06,3683213970
2012-12-07,3635601989
2012-12-10,3586769189
2012-12-11,3600198209
2012-12-12,3586769189
2012-12-13,3564794429
2012-12-14,3681993150
2012-12-17,3769892190
2012-12-18,3783321210
2012-12-19,3791866951
2012-12-20,3834595651
2012-12-21,3794308591
2012-12-24,3802854331
2012-12-26,3733267590
2012-12-27,3744254970
2012-12-28,3762567270
2012-12-31,3741918570
2013-01-02,3879569012
2013-01-03,3860249651
2013-01-04,3845760131
2013-01-07,3848175051
2013-01-08,3838515371
2013-01-09,3855419811
2013-01-10,3880776472
2013-01-11,3860249651
2013-01-14,3855419811
2013-01-15,3907340592
2013-01-16,3860249651
2013-01-17,3838515371
2013-01-18,3874739172
2013-01-22,3972543432
2013-01-23,3991862793
2013-01-24,4026879133
2013-01-25,4064310393
2013-01-28,4107778954
2013-01-29,4117438634
2013-01-30,4080007373
2013-01-31,4073970073
2013-02-01,4081214833
2013-02-04,4012389613
2013-02-05,4090874513
2013-02-06,4186263854
2013-02-07,4042576113
2013-02-08,4104156573
2013-02-11,4066725313
2013-02-12,4108986414
2013-02-13,4076384993
2013-02-14,4075177533
2013-02-15,4034123893
2013-02-19,4054650713
2013-02-20,4008767233
2013-02-21,3983410572
2013-02-22,4002729933
2013-02-25,3953224072
2013-02-26,3955638992
2013-02-27,4035331353
2013-02-28,4000315013
2013-03-01,3985825493
2013-03-04,3971335972
2013-03-05,4012389613
2013-03-06,4035331353
2013-03-07,4023256753
2013-03-08,4049820873
2013-03-11,4073970073
2013-03-12,4022049293
2013-03-13,4020841833
2013-03-14,4065517853
2013-03-15,4070347693
2013-03-18,4084837213
2013-03-19,4084837213
2013-03-20,4105364034
2013-03-21,4057065633
2013-03-22,4077592453
2013-03-25,4057065633
2013-03-26,4078799913
2013-03-27,4110193874
2013-03-28,4096911813
2013-04-01,4040319183
2013-04-02,4013666403
2013-04-03,3928862102
2013-04-04,3956726372
2013-04-05,3917958692
2013-04-08,3957937862
2013-04-09,3938554022
2013-04-10,4024569813
2013-04-11,4066971963
2013-04-12,4060914513
2013-04-15,3919170182
2013-04-16,3985802132
2013-04-17,3947034452
2013-04-18,3926439122
2013-04-19,3976110212
2013-04-22,3985802132
2013-04-23,4031838753
2013-04-24,4025781303
2013-04-25,4035473223
2013-04-26,4024569813
2013-04-29,4052434083
2013-04-30,4131180934
2013-05-01,4029415773
2013-05-02,4076663883
2013-05-03,4036684713
2013-05-06,4037896203
2013-05-07,4065760473
2013-05-08,4136026894
2013-05-09,4102105173
2013-05-10,4113008583
2013-05-13,4111797093
2013-05-14,4173583084
2013-05-15,4150564774
2013-05-16,4188120964
2013-05-17,4199024374
2013-05-20,4183275004
2013-05-21,4206293314
2013-05-22,4148141794
2013-05-23,4178429044
2013-05-24,4176006064
2013-05-28,4245060995
2013-05-29,4266867815
2013-05-30,4328653805
2013-05-31,4269290795
2013-06-03,4260810365
2013-06-04,4237792054
2013-06-05,4152987754
2013-06-06,4215985234
2013-06-07,4203870334
2013-06-10,4228100134
2013-06-11,4189332454
2013-06-12,4125123484
2013-06-13,4160256694
2013-06-14,4138449874
2013-06-17,4179640534
2013-06-18,4190543944
2013-06-19,4116643053
2013-06-20,4052434083
2013-06-21,4006397463
2013-06-24,3973687232
2013-06-25,3994282562
2013-06-26,3960360842
2013-06-27,3973687232
2013-06-28,4030627263
2013-07-01,4080990874
2013-07-02,4054677333
2013-07-03,4084579084
2013-07-05,4120461184
2013-07-08,4131225814
2013-07-09,4096539784
2013-07-10,4033148073
2013-07-11,4114480834
2013-07-12,4133617954
2013-07-15,4146774724
2013-07-16,4118069044
2013-07-17,4125245464
2013-07-18,4150362934
2013-07-19,4177872544
2013-07-22,4230499625
2013-07-23,4216146785
2013-07-24,4195813595
2013-07-25,4232891765
2013-07-26,4201793945
2013-07-29,4169500054
2013-07-30,4176676474
2013-07-31,4192225385
2013-08-01,4368047676
2013-08-02,4479282187
2013-08-05,4518752497
2013-08-06,4499615377
2013-08-07,4474497907
2013-08-08,4524732847
2013-08-09,4543869967
2013-08-12,4531909267
2013-08-13,4535497477
2013-08-14,4536693547
2013-08-15,4491242887
2013-08-16,4478086117
2013-08-19,4545066038
2013-08-20,4574967788
2013-08-21,4554634598
2013-08-22,4604869538
2013-08-23,4601281328
2013-08-26,4616830238
2013-08-27,4493635027
2013-08-28,4554634598
2013-08-29,4564203158
2013-08-30,4486458607
2013-09-03,4482870397
2013-09-04,4565399228
2013-09-05,4596497048
2013-09-06,4635967358
2013-09-09,4719692259
2013-09-10,4741221519
2013-09-11,4744809729
2013-09-12,4742417589
2013-09-13,4743613659
2013-09-16,4790260390
2013-09-17,4860828520
2013-09-18,4905083111
2013-09-19,4877573500
2013-09-20,4822554280
2013-09-23,4812985720
2013-09-24,4814181790
2013-09-25,4823750350
2013-09-26,4864416730
2013-09-27,4811789650
2013-09-30,4784015320
2013-10-01,4816098880
2013-10-02,4761438000
2013-10-03,4742425519
2013-10-04,4784015320
2013-10-07,4709153679
2013-10-08,4623597518
2013-10-09,4552300718
2013-10-10,4656869359
2013-10-11,4716283359
2013-10-14,4719848199
2013-10-15,4698459159
2013-10-16,4705588839
2013-10-17,4753120040
2013-10-18,4794709840
2013-10-21,4813722320
2013-10-22,4824416840
2013-10-23,4863630080
2013-10-24,4909973001
2013-10-25,4915914401
2013-10-28,4912349561
2013-10-29,4978893241
2013-10-30,4896901921
2013-10-31,4844617600
2013-11-01,4868383200
2013-11-04,4921855801
2013-11-05,4917102681
2013-11-06,4921855801
2013-11-07,4827981680
2013-11-08,4945621401
2013-11-11,4964633881
2013-11-12,4980081521
2013-11-13,5035930682
2013-11-14,5111980603
2013-11-15,5166641483
2013-11-18,5111980603
2013-11-19,5114357163
2013-11-20,5121486843
2013-11-21,5211796123
2013-11-22,5237938284
2013-11-25,5281904644
2013-11-26,5296164004
2013-11-27,5287846044
2013-11-29,5274774964
2013-12-02,5312799924
2013-12-03,5251009364
2013-12-04,5217737523
2013-12-05,5212984403
2013-12-06,5253385924
2013-12-09,5246256244
2013-12-10,5180900843
2013-12-11,5090591562
2013-12-12,5165453203
2013-12-13,5164264923
2013-12-16,5132181363
2013-12-17,5070390802
2013-12-18,5108415762
2013-12-19,4996717442
2013-12-20,5062072842
2013-12-23,5109604043
2013-12-24,5150005563
2013-12-26,5155946963
2013-12-27,5165453203
2013-12-30,5185653963
2013-12-31,5140685083
2014-01-02,5073663343
2014-01-03,5076014983
2014-01-06,5067784243
2014-01-07,5119520323
2014-01-08,5111289583
2014-01-09,5128926883
2014-01-10,5147740003
2014-01-13,5070135883
2014-01-14,5133630163
2014-01-15,5106586303
2014-01-16,5173608044
2014-01-17,5199476084
2014-01-21,5245333064
2014-01-22,5285310944
2014-01-23,5279431844
2014-01-24,5052498582
2014-01-27,4964312082
2014-01-28,4978421922
2014-01-29,4879653041
2014-01-30,5006641602
2014-01-31,5023103082
2014-02-03,4822037861
2014-02-04,4905521081
2014-02-05,4880828861
2014-02-06,4790290720
2014-02-07,4736203000
2014-02-10,4783235800
2014-02-11,4874949761
2014-02-12,4969015362
2014-02-13,4991355942
2014-02-14,5025454722
2014-02-18,5158322383
2014-02-19,5113641223
2014-02-20,5288838404
2014-02-21,5235926504
2014-02-24,5198300264
2014-02-25,5155970743
2014-02-26,5153619103
2014-02-27,5140685083
2014-02-28,5139509263
2014-03-03,5194772804
2014-03-04,5361739245
2014-03-05,5307651525
2014-03-06,5378200725
2014-03-07,5379376545
2014-03-10,5378200725
2014-03-11,5407596225
2014-03-12,5440519186
2014-03-13,5322937185
2014-03-14,5315882265
2014-03-17,5364090885
2014-03-18,5365266705
2014-03-19,5321761365
2014-03-20,5347629405
2014-03-21,5328816285
2014-03-24,5225344124
2014-03-25,5023103082
2014-03-26,4911400181
2014-03-27,4923158381
2014-03-28,4951378062
2014-03-31,5020520083
2014-04-01,5112714663
2014-04-02,5111547643
2014-04-03,5106879563
2014-04-04,5026355183
2014-04-07,4934160602
2014-04-08,4976173322
2014-04-09,5029856243
2014-04-10,4909653182
2014-04-11,4868807481
2014-04-14,4848968141
2014-04-15,4817458601
2014-04-16,4915488282
2014-04-17,4921323382
2014-04-21,4946997822
2014-04-22,4966837162
2014-04-23,4934160602
2014-04-24,4934160602
2014-04-25,4865306421
2014-04-28,4876976621
2014-04-29,4867640461
2014-04-30,4731099120
2014-05-01,4783615020
2014-05-02,4812790521
2014-05-05,4806955421
2014-05-06,4815124561
2014-05-07,4917822322
2014-05-08,4833796881
2014-05-09,4847801121
2014-05-12,5057864723
2014-05-13,4983175442
2014-05-14,4921323382
2014-05-15,4916655302
2014-05-16,4934160602
2014-05-19,4966837162
2014-05-20,4829128801
2014-05-21,4908486162
2014-05-22,4966837162
2014-05-23,5012350942
2014-05-27,5066033863
2014-05-28,5055530683
2014-05-29,5074203003
2014-05-30,5036858363
2014-06-02,5057864723
2014-06-03,5059031743
2014-06-04,5070701943
2014-06-05,5123217843
2014-06-06,5182735864
2014-06-09,5230583684
2014-06-10,5216579444
2014-06-11,5239919844
2014-06-12,5223581564
2014-06-13,5232917724
2014-06-16,5224748584
2014-06-17,5306439985
2014-06-18,5264427265
2014-06-19,5242253884
2014-06-20,5202575204
2014-06-23,5235251764
2014-06-24,5186236924
2014-06-25,5203742224
2014-06-26,5188570964
2014-06-27,5274930445
2014-06-30,5330108395
2014-07-01,5411484096
2014-07-02,5407996566
2014-07-03,5503322387
2014-07-07,5473097127
2014-07-08,5402184016
2014-07-09,5384746366
2014-07-10,5339408475
2014-07-11,5358008636
2014-07-14,5390558916
2014-07-15,5392883936
2014-07-16,5421946686
2014-07-17,5378933816
2014-07-18,5455659476
2014-07-21,5427759236
2014-07-22,5456821986
2014-07-23,5442871866
2014-07-24,5476584657
2014-07-25,5440546846
2014-07-28,5432409276
2014-07-29,5394046446
2014-07-30,5412646606
2014-07-31,5260357795
2014-08-01,5156894404
2014-08-04,5178982094
2014-08-05,5113881533
2014-08-06,5132481694
2014-08-07,5103418943
2014-08-08,5115044044
2014-08-11,5181307114
2014-08-12,5184794644
2014-08-13,5221994964
2014-08-14,5245245165
2014-08-15,5251057715
2014-08-18,5310345725
2014-08-19,5304533175
2014-08-20,5331270905
2014-08-21,5368471226
2014-08-22,5371958756
2014-08-25,5380096326
2014-08-26,5433571786
2014-08-27,5363821186
2014-08-28,5332433415
2014-08-29,5363821186
2014-09-02,5414971626
2014-09-03,5397533976
2014-09-04,5397533976
2014-09-05,5388233896
2014-09-08,5381258836
2014-09-09,5370796246
2014-09-10,5423109196
2014-09-11,5439384336
2014-09-12,5428921746
2014-09-15,5394046446
2014-09-16,5410321586
2014-09-17,5381258836
2014-09-18,5693974028
2014-09-19,5625385938
2014-09-22,5537035177
2014-09-23,5462634536
2014-09-24,5502159877
2014-09-25,5437059316
2014-09-26,5460309516
2014-09-29,5462634536
2014-09-30,5280299027
2014-10-01,5228641486
2014-10-02,5345432447
2014-10-03,5336448527
2014-10-06,5276930056
2014-10-07,5125326405
2014-10-08,5126449395
2014-10-09,5008535444
2014-10-10,4888375513
2014-10-13,4801905282
2014-10-14,4779445482
2014-10-15,4739017842
2014-10-16,4744632792
2014-10-17,4874899633
2014-10-20,4902974383
2014-10-21,5029872254
2014-10-22,5062438965
2014-10-23,5124203415
2014-10-24,5165754046
2014-10-27,5216288596
2014-10-28,5252224276
2014-10-29,5264577166
2014-10-30,5236502416
2014-10-31,5239871386
2014-11-03,5221903546
2014-11-04,5265700156
2014-11-05,5292651917
2014-11-06,5338694507
2014-11-07,5329710587
2014-11-10,5399335968
2014-11-11,5413934838
2014-11-12,5393721018
2014-11-13,5361154307
2014-11-14,5379122147
2014-11-17,5301635837
2014-11-18,5279176037
2014-11-19,5435271648
2014-11-20,5391475038
2014-11-21,5446501548
2014-11-24,5493667128
2014-11-25,5446501548
2014-11-26,5450993508
2014-11-28,5430779688
2014-12-01,5353293377
2014-12-02,5380245137
2014-12-03,5383614107
2014-12-04,5381368127
2014-12-05,5356662347
2014-12-08,5399335968
2014-12-09,5384737097
2014-12-10,5267946136
2014-12-11,5297143877
2014-12-12,5182598896
2014-12-15,5178106936
2014-12-16,5174737966
2014-12-17,5270192116
2014-12-18,5342063477
2014-12-19,5377999157
2014-12-22,5406073908
2014-12-23,5408319888
2014-12-24,5437517628
2014-12-26,5429656698
2014-12-29,5401581948
2014-12-30,5408319888
2014-12-31,5337948847
2015-01-02,5366078847
2015-01-05,5315444847
2015-01-06,5469597248
2015-01-07,5594494449
2015-01-08,5763274451
2015-01-09,5847664451
2015-01-12,5844288851
2015-01-13,6081706054
2015-01-14,6042324053
2015-01-15,5952308052
2015-01-16,6082831254
2015-01-20,6042324053
2015-01-21,6027696453
2015-01-22,6117712454
2015-01-23,6100834454
2015-01-26,6137966054
2015-01-27,6107585654
2015-01-28,6063702853
2015-01-29,6132340054
2015-01-30,6055826453
2015-02-02,6116587254
2015-02-03,6169471654
2015-02-04,6203227655
2015-02-05,6244860055
2015-02-06,6304495656
2015-02-09,6403513256
2015-02-10,6411389656
2015-02-11,6366381656
2015-02-12,6436144057
2015-02-13,6436144057
2015-02-17,6453022057
2015-02-18,6449646457
2015-02-19,6503656057
2015-02-20,6529535658
2015-02-23,6482277257
2015-02-24,6486778057
2015-02-25,6439519657
2015-02-26,6390010856
2015-02-27,6313497256
2015-03-02,6477776457
2015-03-03,6449646457
2015-03-04,6388885656
2015-03-05,6233608055
2015-03-06,6239234055
2015-03-09,6262863255
2015-03-10,6157094454
2015-03-11,6281991655
2015-03-12,6433893657
2015-03-13,6384384856
2015-03-16,6514908057
2015-03-17,6572293258
2015-03-18,6604924058
2015-03-19,6595922458
2015-03-20,6716318859
2015-03-23,6771453660
2015-03-24,6726445659
2015-03-25,6674686459
2015-03-26,6730946459
2015-03-27,6703941659
2015-03-30,6854718460
2015-03-31,6875487391
2015-04-01,6845208781
2015-04-02,6897915991
2015-04-06,6966323222
2015-04-07,6872123101
2015-04-08,6933801751
2015-04-09,6812687310
2015-04-10,6795865860
2015-04-13,6764465820
2015-04-14,6848573071
2015-04-15,6840723061
2015-04-16,6863151661
2015-04-17,6828387330
2015-04-20,6833994480
2015-04-21,6826144470
2015-04-22,6908008861
2015-04-23,6980901812
2015-04-24,7035851882
2015-04-27,7060523342
2015-04-28,7057159052
2015-04-29,7020151862
2015-04-30,6862030231
2015-05-01,6992116112
2015-05-04,6999966122
2015-05-05,6957351782
2015-05-06,6892308841
2015-05-07,6908008861
2015-05-08,6964080362
2015-05-11,6933801751
2015-05-12,6881094541
2015-05-13,6933801751
2015-05-14,7015666142
2015-05-15,7006694702
2015-05-18,7125566283
2015-05-19,7132294863
2015-05-20,7079587653
2015-05-21,7066130493
2015-05-22,7112109123
2015-05-26,7087437663
2015-05-27,7030244732
2015-05-28,7025759012
2015-05-29,6958473212
2015-06-01,6969687512
2015-06-02,6973051802
2015-06-03,7006694702
2015-06-04,6952866062
2015-06-05,6930437461
2015-06-08,6883337401
2015-06-09,6888944551
2015-06-10,6921466021
2015-06-11,6952866062
2015-06-12,6940530331
2015-06-15,6865394521
2015-06-16,6919223161
2015-06-17,6928194601
2015-06-18,6948380341
2015-06-19,6938287471
2015-06-22,6952866062
2015-06-23,7090801953
2015-06-24,7076223363
2015-06-25,7100894823
2015-06-26,7149116313
2015-06-29,6929316031
2015-06-30,6694978211
2015-07-01,6766768392
2015-07-02,6746101522
2015-07-06,6755891092
2015-07-07,6842909492
2015-07-08,6710206431
2015-07-09,6768943852
2015-07-10,6938629733
2015-07-13,6976700284
2015-07-14,7016946294
2015-07-15,7049578194
2015-07-16,7205123586
2015-07-17,7181193526
2015-07-20,7218176346
2015-07-21,7211649966
2015-07-22,7232316836
2015-07-23,7238843216
2015-07-24,7275826036
2015-07-27,7149649355
2015-07-28,7179018066
2015-07-29,7278001496
2015-07-30,7393300877
2015-07-31,7413967748
2015-08-03,7346528487
2015-08-04,7283440146
2015-08-05,7353054867
2015-08-06,7234492296
2015-08-07,7202948126
2015-08-10,7264948736
2015-08-11,7130070215
2015-08-12,6956033413
2015-08-13,6896208263
2015-08-14,6970173904
2015-08-17,7010419914
2015-08-18,7007156724
2015-08-19,6991928504
2015-08-20,6824418082
2015-08-21,6673223611
2015-08-24,6328413198
2015-08-25,6284903997
2015-08-26,6541608280
2015-08-27,6705855511
2015-08-28,6761329742
2015-08-31,6582942020
2015-09-01,6369746938
2015-09-02,6514415029
2015-09-03,6490484969
2015-09-04,6380624238
2015-09-08,6626451220
2015-09-09,6536169630
2015-09-10,6619924840
2015-09-11,6637328521
2015-09-14,6510064109
2015-09-15,6605784350
2015-09-16,6597082510
2015-09-17,6603608890
2015-09-18,6539432820
2015-09-21,6724346921
2015-09-22,6631889870
2015-09-23,6679749991
2015-09-24,6577503370
2015-09-25,6669960421
2015-09-28,6411080678
2015-09-29,6334939578
2015-09-30,6114688079
2015-10-01,5959404207
2015-10-02,6023163148
2015-10-05,6091035569
2015-10-06,6027276628
2015-10-07,6100290899
2015-10-08,6163021469
2015-10-09,6170220060
2015-10-12,6220610190
2015-10-13,6185645610
2015-10-14,6086922089
2015-10-15,6154794509
2015-10-16,6188730720
2015-10-19,6251461290
2015-10-20,6262773360
2015-10-21,6217525080
2015-10-22,6281284021
2015-10-23,6355326661
2015-10-26,6455078552
2015-10-27,6326532301
2015-10-28,6483872913
2015-10-29,6737880305
2015-10-30,6890079067
2015-11-02,7306568921
2015-11-03,7220185840
2015-11-04,7143058089
2015-11-05,7056675008
2015-11-06,6971320297
2015-11-09,6837632196
2015-11-10,6915788317
2015-11-11,6919901797
2015-11-12,6866426556
2015-11-13,6808837836
2015-11-16,6996001178
2015-11-17,7115292099
2015-11-18,7136887869
2015-11-19,7138944609
2015-11-20,7130717649
2015-11-23,7149228309
2015-11-24,7206817030
2015-11-25,7194476589
2015-11-27,7261320640
2015-11-30,7210930510
2015-12-01,7256178790
2015-12-02,7238696500
2015-12-03,7161568749
2015-12-04,7390895261
2015-12-07,7267490860
2015-12-08,7247951830
2015-12-09,7138944609
2015-12-10,7193448219
2015-12-11,7075185668
2015-12-14,7159512009
2015-12-15,7232526280
2015-12-16,7350788831
2015-12-17,7290115000
2015-12-18,7354902311
2015-12-21,7401178961
2015-12-22,7356959051
2015-12-23,7422774732
2015-12-24,7440257022
2015-12-28,7443342132
2015-12-29,7491675522
2015-12-30,7464937902
2015-12-31,7171525322
2016-01-04,7020399320
2016-01-05,7073094571
2016-01-06,7018410820
2016-01-07,6909043319
2016-01-08,6810612568
2016-01-11,6773825318
2016-01-12,6880210069
2016-01-13,6737038067
2016-01-14,6760900068
2016-01-15,6706216317
2016-01-19,6620710816
2016-01-20,6506372065
2016-01-21,6520291565
2016-01-22,6660480816
2016-01-25,6592871816
2016-01-26,6570004066
2016-01-27,6582929316
2016-01-28,6616733816
2016-01-29,6844417068
2016-02-01,6735049567
2016-02-02,6640595816
2016-02-03,6593866066
2016-02-04,6650538316
2016-02-05,6491458315
2016-02-08,6279683063
2016-02-09,6470579065
2016-02-10,6564038566
2016-02-11,6488475565
2016-02-12,6687325567
2016-02-16,6818566568
2016-02-17,6965715570
2016-02-18,7023382070
2016-02-19,7113858821
2016-02-22,7241122822
2016-02-23,7233168822
2016-02-24,7103916321
2016-02-25,7214278072
2016-02-26,7204335572
2016-02-29,7011451070
2016-03-01,7109881821
2016-03-02,7044261320
2016-03-03,6968698320
2016-03-04,6910037569
2016-03-07,6955773069
2016-03-08,6830497568
2016-03-09,6906060569
2016-03-10,6855353818
2016-03-11,6921968569
2016-03-14,6930916819
2016-03-15,6891146819
2016-03-16,6936882319
2016-03-17,6982617820
2016-03-18,7086019821
2016-03-21,7096956571
2016-03-22,7121812821
2016-03-23,7118830071
2016-03-24,7033324570
2016-03-28,7095962321
2016-03-29,7225214822
2016-03-30,7272938823
2016-03-31,7142201034
2016-04-01,7193299394
2016-04-04,7153770474
2016-04-05,7114241553
2016-04-06,7222222994
2016-04-07,7107492713
2016-04-08,7080497353
2016-04-11,7051573753
2016-04-12,7111349193
2016-04-13,7141236914
2016-04-14,7168232274
2016-04-15,7196191754
2016-04-18,7288747275
2016-04-19,7320563235
2016-04-20,7284890795
2016-04-21,7246325995
2016-04-22,7268500755
2016-04-25,7263680155
2016-04-26,7324419715
2016-04-27,7362020396
2016-04-28,7258859555
2016-04-29,7321527355
2016-05-02,7327312076
2016-05-03,7220294754
2016-05-04,7206797074
2016-05-05,7211617674
2016-05-06,7267536635
2016-05-09,7366840996
2016-05-10,7459396517
2016-05-11,7384195156
2016-05-12,7297424355
2016-05-13,7241505395
2016-05-16,7229935954
2016-05-17,7183658194
2016-05-18,7228971834
2016-05-19,7258859555
2016-05-20,7326347955
2016-05-23,7357199796
2016-05-24,7610763358
2016-05-25,7576055038
2016-05-26,7563521478
2016-05-27,7647399919
2016-05-31,7692713559
2016-06-01,7588588598
2016-06-02,7582803878
2016-06-03,7434329397
2016-06-06,7458432397
2016-06-07,7508566637
2016-06-08,7524956678
2016-06-09,7526884918
2016-06-10,7396728716
2016-06-13,7308993795
2016-06-14,7184622314
2016-06-15,7163411674
2016-06-16,7158591074
2016-06-17,7102672113
2016-06-20,7187514674
2016-06-21,7218366514
2016-06-22,7214510034
2016-06-23,7390943996
2016-06-24,7108456833
2016-06-27,6928166391
2016-06-28,7116169793
2016-06-29,7222222994
2016-06-30,7312749837
2016-07-01,7294733466
2016-07-05,7280510016
2016-07-06,7360161337
2016-07-07,7438864428
2016-07-08,7533687429
2016-07-11,7527049819
2016-07-12,7682559541
2016-07-13,7728074581
2016-07-14,7747987411
2016-07-15,7727126351
2016-07-18,7696782991
2016-07-19,7772641391
2016-07-20,7828586962
2016-07-21,7820052892
2016-07-22,7863671472
2016-07-25,7867464392
2016-07-26,7923409963
2016-07-27,7917720583
2016-07-28,8045731634
2016-07-29,8158571006
2016-08-01,8154778086
2016-08-02,8037197564
2016-08-03,8058058624
2016-08-04,8095987825
2016-08-05,8232532946
2016-08-08,8165208616
2016-08-09,8175639146
2016-08-10,8163312156
2016-08-11,8167105076
2016-08-12,8182276756
2016-08-15,8297012587
2016-08-16,8216413036
2016-08-17,8249601087
2016-08-18,8265720997
2016-08-19,8279944447
2016-08-22,8285633827
2016-08-23,8311236037
2016-08-24,8354854618
2016-08-25,8407007268
2016-08-26,8430713018
2016-08-29,8513209029
2016-08-30,8531225399
2016-08-31,8545448850
2016-09-01,8464849299
2016-09-02,8491399739
2016-09-06,8401317888
2016-09-07,8444936469
2016-09-08,8273306837
2016-09-09,8034352874
2016-09-12,8150985165
2016-09-13,8047628094
2016-09-14,8031508184
2016-09-15,8141502865
2016-09-16,8094091365
2016-09-19,8082712605
2016-09-20,8122538265
2016-09-21,8224947106
2016-09-22,8227791796
2016-09-23,8192707286
2016-09-26,8105470125
2016-09-27,8089350215
2016-09-28,8050472784
2016-09-29,7919617043
2016-09-30,7833868463
2016-10-03,7793737853
2016-10-04,7748007623
2016-10-05,7765739753
2016-10-06,7757340323
2016-10-07,7714409902
2016-10-10,7743341272
2016-10-11,7475492780
2016-10-12,7645347921
2016-10-13,7649081001
2016-10-14,7737741652
2016-10-17,7738674922
2016-10-18,7746141083
2016-10-19,7739608192
2016-10-20,7692944692
2016-10-21,7736808382
2016-10-24,7766673023
2016-10-25,7763873213
2016-10-26,7739608192
2016-10-27,7428829279
2016-10-28,7368166728
2016-10-31,7483892210
2016-11-01,7389631939
2016-11-02,7356034218
2016-11-03,7380299239
2016-11-04,7407364069
2016-11-07,7546421300
2016-11-08,7566953241
2016-11-09,7633215411
2016-11-10,7575352671
2016-11-11,7466160080
2016-11-14,7238442197
2016-11-15,7233775847
2016-11-16,7272973187
2016-11-17,7419496579
2016-11-18,7437228709
2016-11-21,7504424150
2016-11-22,7467093350
2016-11-23,7483892210
2016-11-25,7538955140
2016-11-28,7492291640
2016-11-29,7524956090
2016-11-30,7354167678
2016-12-01,7199244857
2016-12-02,7403630989
2016-12-05,7536155330
2016-12-06,7418563309
2016-12-07,7537088600
2016-12-08,7531488980
2016-12-09,7602417501
2016-12-12,7510957040
2016-12-13,7563220161
2016-12-14,7452161029
2016-12-15,7516556660
2016-12-16,7456827379
2016-12-19,7489491830
2016-12-20,7535222060
2016-12-21,7434428899
2016-12-22,7325236308
2016-12-23,7334569008
2016-12-27,7358834028
2016-12-28,7313103798
2016-12-29,7332702468
2016-12-30,7352301138
2017-01-03,7139626758
2017-01-04,7321042760
2017-01-05,7405401201
2017-01-06,7565047283
2017-01-09,7499737522
2017-01-10,7394516241
2017-01-11,7394516241
2017-01-12,7370025081
2017-01-13,7474339282
2017-01-17,7356418881
2017-01-18,7464361402
2017-01-19,7361861361
2017-01-20,7415379081
2017-01-23,7449848122
2017-01-24,7457104762
2017-01-25,7503365842
2017-01-26,7575025163
2017-01-27,7506994162
2017-01-30,7584095963
2017-01-31,7506087082
2017-02-01,7596795083
2017-02-02,8064848368
2017-02-03,8313388291
2017-02-06,8442193653
2017-02-07,8404096292
2017-02-08,8400467972
2017-02-09,8193653730
2017-02-10,8274383851
2017-02-13,8416795412
2017-02-14,8522016693
2017-02-15,8579162734
2017-02-16,8544693694
2017-02-17,8551043254
