,EL
2004-08-25,9869766000
2004-08-26,9974232000
2004-08-27,9996942000
2004-08-30,9887934000
2004-08-31,9983316000
2004-09-01,9974232000
2004-09-02,10142286000
2004-09-03,10151370000
2004-09-07,10314882000
2004-09-08,10246752000
2004-09-09,10096866000
2004-09-10,10101408000
2004-09-13,10028736000
2004-09-14,10015110000
2004-09-15,9956064000
2004-09-16,9910644000
2004-09-17,9992400000
2004-09-20,9706254000
2004-09-21,9728964000
2004-09-22,9547284000
2004-09-23,9560910000
2004-09-24,9601788000
2004-09-27,9460986000
2004-09-28,9415566000
2004-09-29,9538200000
2004-09-30,9430080000
2004-10-01,9506784000
2004-10-04,9434592000
2004-10-05,9434592000
2004-10-06,9488736000
2004-10-07,9470688000
2004-10-08,9308256000
2004-10-11,9132288000
2004-10-12,9114240000
2004-10-13,9208992000
2004-10-14,9127776000
2004-10-15,9353376000
2004-10-18,9533856000
2004-10-19,9606048000
2004-10-20,9538368000
2004-10-21,9660192000
2004-10-22,9651168000
2004-10-25,9578976000
2004-10-26,9741408000
2004-10-27,9827136000
2004-10-28,9957984000
2004-10-29,9691776000
2004-11-01,9398496000
2004-11-02,9551904000
2004-11-03,9763968000
2004-11-04,9836160000
2004-11-05,9998592000
2004-11-08,9953472000
2004-11-09,9962496000
2004-11-10,9885792000
2004-11-11,9903840000
2004-11-12,10061760000
2004-11-15,10142976000
2004-11-16,10084320000
2004-11-17,10152000000
2004-11-18,10138464000
2004-11-19,10129440000
2004-11-22,10188096000
2004-11-23,10030176000
2004-11-24,9994080000
2004-11-26,10016640000
2004-11-29,9962496000
2004-11-30,9845184000
2004-12-01,9912864000
2004-12-02,10097856000
2004-12-03,10179072000
2004-12-06,10120416000
2004-12-07,10133952000
2004-12-08,10052736000
2004-12-09,10237728000
2004-12-10,10373088000
2004-12-13,10490400000
2004-12-14,10503936000
2004-12-15,10436256000
2004-12-16,10553568000
2004-12-17,10494912000
2004-12-20,10436256000
2004-12-21,10404672000
2004-12-22,10476864000
2004-12-23,10368576000
2004-12-27,10309920000
2004-12-28,10309920000
2004-12-29,10314432000
2004-12-30,10305408000
2004-12-31,10323390000
2005-01-03,10282800000
2005-01-04,10070830000
2005-01-05,9881410000
2005-01-06,10012200000
2005-01-07,10102400000
2005-01-10,10147500000
2005-01-11,10152010000
2005-01-12,10210640000
2005-01-13,10206130000
2005-01-14,10287310000
2005-01-18,10458690000
2005-01-19,10431630000
2005-01-20,10445160000
2005-01-21,10336920000
2005-01-24,10291820000
2005-01-25,10237700000
2005-01-26,10224170000
2005-01-27,10228680000
2005-01-28,10557910000
2005-01-31,10179070000
2005-02-01,10170050000
2005-02-02,10296330000
2005-02-03,10147500000
2005-02-04,10237700000
2005-02-07,10034750000
2005-02-08,9854350000
2005-02-09,9854350000
2005-02-10,9746110000
2005-02-11,9701010000
2005-02-14,9899450000
2005-02-15,10079850000
2005-02-16,10030240000
2005-02-17,10079850000
2005-02-18,10007690000
2005-02-22,9827290000
2005-02-23,9922000000
2005-02-24,10007690000
2005-02-25,9958080000
2005-02-28,9917490000
2005-03-01,9908470000
2005-03-02,9637870000
2005-03-03,9664930000
2005-03-04,9696500000
2005-03-07,9764150000
2005-03-08,9786700000
2005-03-09,9628850000
2005-03-10,9507080000
2005-03-11,9624340000
2005-03-14,9786700000
2005-03-15,10016710000
2005-03-16,9994160000
2005-03-17,9922000000
2005-03-18,9786700000
2005-03-21,9867880000
2005-03-22,9755130000
2005-03-23,10012200000
2005-03-24,10147500000
2005-03-28,10124950000
2005-03-29,9989650000
2005-03-30,10161030000
2005-03-31,10026042000
2005-04-01,10012668000
2005-04-04,10030500000
2005-04-05,10008210000
2005-04-06,10026042000
2005-04-07,10048332000
2005-04-08,10070622000
2005-04-11,10097370000
2005-04-12,10182072000
2005-04-13,9923508000
2005-04-14,9901218000
2005-04-15,9740730000
2005-04-18,9749646000
2005-04-19,9589158000
2005-04-20,9397464000
2005-04-21,9401922000
2005-04-22,9326136000
2005-04-25,9428670000
2005-04-26,9281556000
2005-04-27,9228060000
2005-04-28,8416704000
2005-04-29,8559360000
2005-05-02,8545986000
2005-05-03,8492490000
2005-05-04,8425619999
2005-05-05,8452368000
2005-05-06,8385497999
2005-05-09,8438994000
2005-05-10,8381040000
2005-05-11,8327544000
2005-05-12,8309712000
2005-05-13,8247300000
2005-05-16,8282963999
2005-05-17,8381040000
2005-05-18,8759970000
2005-05-19,8759970000
2005-05-20,8924916000
2005-05-23,8804550000
2005-05-24,8751054000
2005-05-25,8728764000
2005-05-26,8826840000
2005-05-27,8791176000
2005-05-31,8715390000
2005-06-01,8875878000
2005-06-02,8831298000
2005-06-03,8777802000
2005-06-06,8813466000
2005-06-07,8773344000
2005-06-08,8907084000
2005-06-09,8715390000
2005-06-10,8777802000
2005-06-13,8751054000
2005-06-14,8795634000
2005-06-15,8826840000
2005-06-16,8840214000
2005-06-17,8804550000
2005-06-20,8746596000
2005-06-21,8728764000
2005-06-22,8639604000
2005-06-23,8581650000
2005-06-24,8679726000
2005-06-27,8657436000
2005-06-28,8693100000
2005-06-29,8657436000
2005-06-30,8634284000
2005-07-01,8493100000
2005-07-05,8563692000
2005-07-06,8532808000
2005-07-07,8369563999
2005-07-08,8369563999
2005-07-11,8418095999
2005-07-12,8506336000
2005-07-13,8418095999
2005-07-14,8351916000
2005-07-15,8444568000
2005-07-18,8413684000
2005-07-19,8347504000
2005-07-20,8369563999
2005-07-21,8307795999
2005-07-22,8440156000
2005-07-25,8440156000
2005-07-26,8440156000
2005-07-27,8448979999
2005-07-28,8678404000
2005-07-29,8634284000
2005-08-01,8554868000
2005-08-02,8598988000
2005-08-03,8678404000
2005-08-04,8590164000
2005-08-05,8448979999
2005-08-08,8360740000
2005-08-09,8294560000
2005-08-10,8250440000
2005-08-11,8298971999
2005-08-12,8232792000
2005-08-15,8250440000
2005-08-16,9000480000
2005-08-17,9040188000
2005-08-18,9229904000
2005-08-19,9146076000
2005-08-22,9062248000
2005-08-23,8982832000
2005-08-24,8859296000
2005-08-25,8925476000
2005-08-26,8801940000
2005-08-29,8956360000
2005-08-30,8899004000
2005-08-31,8912240000
2005-09-01,8956360000
2005-09-02,8938712000
2005-09-06,8996068000
2005-09-07,9057836000
2005-09-08,8859296000
2005-09-09,8894592000
2005-09-12,8903416000
2005-09-13,8824000000
2005-09-14,8735760000
2005-09-15,8859296000
2005-09-16,8951948000
2005-09-19,8929888000
2005-09-20,8047487999
2005-09-21,7937187999
2005-09-22,7866595999
2005-09-23,7809240000
2005-09-26,7721000000
2005-09-27,7747471999
2005-09-28,7659232000
2005-09-29,7482752000
2005-09-30,7480148000
2005-10-03,7578909999
2005-10-04,7553146000
2005-10-05,7471559999
2005-10-06,7544558000
2005-10-07,7540263999
2005-10-10,7514500000
2005-10-11,7514500000
2005-10-12,7411444000
2005-10-13,7475854000
2005-10-14,7561734000
2005-10-17,7591792000
2005-10-18,7570322000
2005-10-19,7467266000
2005-10-20,7286917999
2005-10-21,7248272000
2005-10-24,7278330000
2005-10-25,7140922000
2005-10-26,6595584000
2005-10-27,6612760000
2005-10-28,6960574000
2005-10-31,7119451999
2005-11-01,7089394000
2005-11-02,7132334000
2005-11-03,7093688000
2005-11-04,7085100000
2005-11-07,7140922000
2005-11-08,7063630000
2005-11-09,7132334000
2005-11-10,7265448000
2005-11-11,7162392000
2005-11-14,7115158000
2005-11-15,7050748000
2005-11-16,6973455999
2005-11-17,7145216000
2005-11-18,7153804000
2005-11-21,7183862000
2005-11-22,7076512000
2005-11-23,7119451999
2005-11-25,7239684000
2005-11-28,7132334000
2005-11-29,7119451999
2005-11-30,7085100000
2005-12-01,7183862000
2005-12-02,7316976000
2005-12-05,7351328000
2005-12-06,7321270000
2005-12-07,7170980000
2005-12-08,7123746000
2005-12-09,7153804000
2005-12-12,7420032000
2005-12-13,7321270000
2005-12-14,7347034000
2005-12-15,7269742000
2005-12-16,7278330000
2005-12-19,7170980000
2005-12-20,7162392000
2005-12-21,7102276000
2005-12-22,7102276000
2005-12-23,7153804000
2005-12-27,7055042000
2005-12-28,7170980000
2005-12-29,7196744000
2005-12-30,7188155999
2006-01-03,7081416000
2006-01-04,7434000000
2006-01-05,7302312000
2006-01-06,7276824000
2006-01-09,7357536000
2006-01-10,7404264000
2006-01-11,7391519999
2006-01-12,7408512000
2006-01-13,7400016000
2006-01-17,7400016000
2006-01-18,7527455999
2006-01-19,7484976000
2006-01-20,7242840000
2006-01-23,7238592000
2006-01-24,7293816000
2006-01-25,7281072000
2006-01-26,7582680000
2006-01-27,7633655999
2006-01-30,7612416000
2006-01-31,7748351999
2006-02-01,7786583999
2006-02-02,7880040000
2006-02-03,7795080000
2006-02-06,7812072000
2006-02-07,7799328000
2006-02-08,8015976000
2006-02-09,7956504000
2006-02-10,8041464000
2006-02-13,8020224000
2006-02-14,8011728000
2006-02-15,8160408000
2006-02-16,8185896000
2006-02-17,8130672000
2006-02-21,8126424000
2006-02-22,8283600000
2006-02-23,8168904000
2006-02-24,8190144000
2006-02-27,8011728000
2006-02-28,7948008000
2006-03-01,7918272000
2006-03-02,7918272000
2006-03-03,7901280000
2006-03-06,7922519999
2006-03-07,7863048000
2006-03-08,7892783999
2006-03-09,7888536000
2006-03-10,7884287999
2006-03-13,7943760000
2006-03-14,7998983999
2006-03-15,8003232000
2006-03-16,7931016000
2006-03-17,7990487999
2006-03-20,8003232000
2006-03-21,7977744000
2006-03-22,8024472000
2006-03-23,7914024000
2006-03-24,7977744000
2006-03-27,7973496000
2006-03-28,7858800000
2006-03-29,7841808000
2006-03-30,7926768000
2006-03-31,7893314000
2006-04-03,7931528000
2006-04-04,7901806000
2006-04-05,7748950000
2006-04-06,7753196000
2006-04-07,7825378000
2006-04-10,7812639999
2006-04-11,7596094000
2006-04-12,7647046000
2006-04-13,7642800000
2006-04-17,7621570000
2006-04-18,7706489999
2006-04-19,7664030000
2006-04-20,7702244000
2006-04-21,7714982000
2006-04-24,7685260000
2006-04-25,7697998000
2006-04-26,7842361999
2006-04-27,7872084000
2006-04-28,7880575999
2006-05-01,7880575999
2006-05-02,8016448000
2006-05-03,7897560000
2006-05-04,8373111999
2006-05-05,8466524000
2006-05-08,8674578000
2006-05-09,8700054000
2006-05-10,8653348000
2006-05-11,8661840000
2006-05-12,8492000000
2006-05-15,8691562000
2006-05-16,8683070000
2006-05-17,8708546000
2006-05-18,8704300000
2006-05-19,8734022000
2006-05-22,8776482000
2006-05-23,8661840000
2006-05-24,8653348000
2006-05-25,8670332000
2006-05-26,8776482000
2006-05-30,8619380000
2006-05-31,8691562000
2006-06-01,8678824000
2006-06-02,8525967999
2006-06-05,8385850000
2006-06-06,8385850000
2006-06-07,8364620000
2006-06-08,8300930000
2006-06-09,8262716000
2006-06-12,8109860000
2006-06-13,8190534000
2006-06-14,8182042000
2006-06-15,8194780000
2006-06-16,8139582000
2006-06-19,8326406000
2006-06-20,8207517999
2006-06-21,8139582000
2006-06-22,8054661999
2006-06-23,8101367999
2006-06-26,8088630000
2006-06-27,8020694000
2006-06-28,7965496000
2006-06-29,8249978000
2006-06-30,8161125999
2006-07-03,8156904000
2006-07-05,8072464000
2006-07-06,8211790000
2006-07-07,8127350000
2006-07-10,8064020000
2006-07-11,8203346000
2006-07-12,8102018000
2006-07-13,7975358000
2006-07-14,7760036000
2006-07-17,7772702000
2006-07-18,7827588000
2006-07-19,7916250000
2006-07-20,7789590000
2006-07-21,7671374000
2006-07-24,7755814000
2006-07-25,7776924000
2006-07-26,7726260000
2006-07-27,7713594000
2006-07-28,7924694000
2006-07-31,7878252000
2006-08-01,7768479999
2006-08-02,7857142000
2006-08-03,7844475999
2006-08-04,7937360000
2006-08-07,7962692000
2006-08-08,7950025999
2006-08-09,8021800000
2006-08-10,8232900000
2006-08-11,7764258000
2006-08-14,7802256000
2006-08-15,7848698000
2006-08-16,7760036000
2006-08-17,7519381999
2006-08-18,7515160000
2006-08-21,7422275999
2006-08-22,7460274000
2006-08-23,7460274000
2006-08-24,7413831999
2006-08-25,7375833999
2006-08-28,7540492000
2006-08-29,7696706000
2006-08-30,7760036000
2006-08-31,7781146000
2006-09-01,7916250000
2006-09-05,7924694000
2006-09-06,7806477999
2006-09-07,7810700000
2006-09-08,7836031999
2006-09-11,8169570000
2006-09-12,8304674000
2006-09-13,8334227999
2006-09-14,8308896000
2006-09-15,8194902000
2006-09-18,8338450000
2006-09-19,8308896000
2006-09-20,8351116000
2006-09-21,8397558000
2006-09-22,8330006000
2006-09-25,8380670000
2006-09-26,8490442000
2006-09-27,8418668000
2006-09-28,8633990000
2006-09-29,8515774000
2006-10-02,8414446000
2006-10-03,8422890000
2006-10-04,8549550000
2006-10-05,8549550000
2006-10-06,8549550000
2006-10-09,8574881999
2006-10-10,8595992000
2006-10-11,8553772000
2006-10-12,8486220000
2006-10-13,8368004000
2006-10-16,8579104000
2006-10-17,8553772000
2006-10-18,8562216000
2006-10-19,8498886000
2006-10-20,8444000000
2006-10-23,8393336000
2006-10-24,8298672000
2006-10-25,8711106000
2006-10-26,8469477999
2006-10-27,8332000000
2006-10-30,8323668000
2006-10-31,8415320000
2006-11-01,8290339999
2006-11-02,8248680000
2006-11-03,8161194000
2006-11-06,8302838000
2006-11-07,8323668000
2006-11-08,8336166000
2006-11-09,8227850000
2006-11-10,8323668000
2006-11-13,8240348000
2006-11-14,8327833999
2006-11-15,8373660000
2006-11-16,8511138000
2006-11-17,8548632000
2006-11-20,8573627999
2006-11-21,8644450000
2006-11-22,8648616000
2006-11-24,8711106000
2006-11-27,8598624000
2006-11-28,8565295999
2006-11-29,8619454000
2006-11-30,8602790000
2006-12-01,8506972000
2006-12-04,8669446000
2006-12-05,8744434000
2006-12-06,8640284000
2006-12-07,8656948000
2006-12-08,8652782000
2006-12-11,8556964000
2006-12-12,8602790000
2006-12-13,8598624000
2006-12-14,8598624000
2006-12-15,8548632000
2006-12-18,8586126000
2006-12-19,8652782000
2006-12-20,8561130000
2006-12-21,8569462000
2006-12-22,8573627999
2006-12-26,8577794000
2006-12-27,8590292000
2006-12-28,8611122000
2006-12-29,8502806000
2007-01-03,8376180000
2007-01-04,8376180000
2007-01-05,8270204000
2007-01-08,8184607999
2007-01-09,8237596000
2007-01-10,8257976000
2007-01-11,8315039999
2007-01-12,8343572000
2007-01-16,8421016000
2007-01-17,8315039999
2007-01-18,8257976000
2007-01-19,8343572000
2007-01-22,8257976000
2007-01-23,8217216000
2007-01-24,8400636000
2007-01-25,8310964000
2007-01-26,8262052000
2007-01-29,8306888000
2007-01-30,8425092000
2007-01-31,9680500000
2007-02-01,9672348000
2007-02-02,9403332000
2007-02-05,9501156000
2007-02-06,9476700000
2007-02-07,9346268000
2007-02-08,9427788000
2007-02-09,9505232000
2007-02-12,9460396000
2007-02-13,9509308000
2007-02-14,9607132000
2007-02-15,9684576000
2007-02-16,9733488000
2007-02-20,9831312000
2007-02-21,9586752000
2007-02-22,9517460000
2007-02-23,9651968000
2007-02-26,9643816000
2007-02-27,9325888000
2007-02-28,9753868000
2007-03-01,9562296000
2007-03-02,9362572000
2007-03-05,9387028000
2007-03-06,9615284000
2007-03-07,9578600000
2007-03-08,9798704000
2007-03-09,9704956000
2007-03-12,10055492000
2007-03-13,9867996000
2007-03-14,9835388000
2007-03-15,9766096000
2007-03-16,9749792000
2007-03-19,9782400000
2007-03-20,9949516000
2007-03-21,10039188000
2007-03-22,10079948000
2007-03-23,10084024000
2007-03-26,9941364000
2007-03-27,9912832000
2007-03-28,9920984000
2007-03-29,9941364000
2007-03-30,9953592000
2007-04-02,9534192000
2007-04-03,9569130000
2007-04-04,9534192000
2007-04-05,9569130000
2007-04-09,9561366000
2007-04-10,9576894000
2007-04-11,9534192000
2007-04-12,9611832000
2007-04-13,9673944000
2007-04-16,9755466000
2007-04-17,9790404000
2007-04-18,9732174000
2007-04-19,9736056000
2007-04-20,9840870000
2007-04-23,9902982000
2007-04-24,9868044000
2007-04-25,9992268000
2007-04-26,9899100000
2007-04-27,9879690000
2007-04-30,9980622000
2007-05-01,9871926000
2007-05-02,9899100000
2007-05-03,9180930000
2007-05-04,9305154000
2007-05-07,9277980000
2007-05-08,9235278000
2007-05-09,9192576000
2007-05-10,9122700000
2007-05-11,9134346000
2007-05-14,9157638000
2007-05-15,9126582000
2007-05-16,9118818000
2007-05-17,9118818000
2007-05-18,9122700000
2007-05-21,9153756000
2007-05-22,9173166000
2007-05-23,9130464000
2007-05-24,9118818000
2007-05-25,9173166000
2007-05-29,9208104000
2007-05-30,9200340000
2007-05-31,9180930000
2007-06-01,9165402000
2007-06-04,9192576000
2007-06-05,9072234000
2007-06-06,8948010000
2007-06-07,8874252000
2007-06-08,8920836000
2007-06-11,9017886000
2007-06-12,8955774000
2007-06-13,9076116000
2007-06-14,9017886000
2007-06-15,8944128000
2007-06-18,8963538000
2007-06-19,8959656000
2007-06-20,8847078000
2007-06-21,8897544000
2007-06-22,8816022000
2007-06-25,8792730000
2007-06-26,8773320000
2007-06-27,8750028000
2007-06-28,8889780000
2007-06-29,8831550000
2007-07-02,8838640000
2007-07-03,8761040000
2007-07-05,8896840000
2007-07-06,8939520000
2007-07-09,8997720000
2007-07-10,8892960000
2007-07-11,9040400000
2007-07-12,9168440000
2007-07-13,9141280000
2007-07-16,9129640000
2007-07-17,9211120000
2007-07-18,9160680000
2007-07-19,9215000000
2007-07-20,9141280000
2007-07-23,9118000000
2007-07-24,9083080000
2007-07-25,9040400000
2007-07-26,8989960000
2007-07-27,8892960000
2007-07-30,8827000000
2007-07-31,8733880000
2007-08-01,8730000000
2007-08-02,8695080000
2007-08-03,8640760000
2007-08-06,8726120000
2007-08-07,8629120000
2007-08-08,8536000000
2007-08-09,8392440000
2007-08-10,8407960000
2007-08-13,8578680000
2007-08-14,8563160000
2007-08-15,8373039999
2007-08-16,7818199999
2007-08-17,7822080000
2007-08-20,7938480000
2007-08-21,8039360000
2007-08-22,8019960000
2007-08-23,8124720000
2007-08-24,8283800000
2007-08-27,8229480000
2007-08-28,8008320000
2007-08-29,8078160000
2007-08-30,8062640000
2007-08-31,8070400000
2007-09-04,8128600000
2007-09-05,8047119999
2007-09-06,7996680000
2007-09-07,7926840000
2007-09-10,7798800000
2007-09-11,7783279999
2007-09-12,7822080000
2007-09-13,7860880000
2007-09-14,7779400000
2007-09-17,7791039999
2007-09-18,8047119999
2007-09-19,7981160000
2007-09-20,7884160000
2007-09-21,8260520000
2007-09-24,8221720000
2007-09-25,8283800000
2007-09-26,8256640000
2007-09-27,8303199999
2007-09-28,8237240000
2007-10-01,8296436000
2007-10-02,8319632000
2007-10-03,8462674000
2007-10-04,8536127999
2007-10-05,8497468000
2007-10-08,8485870000
2007-10-09,8393086000
2007-10-10,8323498000
2007-10-11,8338962000
2007-10-12,8338962000
2007-10-15,8292570000
2007-10-16,8172724000
2007-10-17,8118600000
2007-10-18,8451076000
2007-10-19,8439477999
2007-10-22,8570922000
2007-10-23,8567056000
2007-10-24,8373756000
2007-10-25,8644376000
2007-10-26,8721696000
2007-10-29,8601850000
2007-10-30,8493602000
2007-10-31,8485870000
2007-11-01,8346694000
2007-11-02,8161126000
2007-11-05,8072208000
2007-11-06,8110868000
2007-11-07,7971692000
2007-11-08,7940764000
2007-11-09,8555458000
2007-11-12,8311900000
2007-11-13,8594118000
2007-11-14,8524530000
2007-11-15,8474272000
2007-11-16,8617314000
2007-11-19,8292570000
2007-11-20,8292570000
2007-11-21,8164992000
2007-11-23,8110868000
2007-11-26,8149527999
2007-11-27,8184322000
2007-11-28,8524530000
2007-11-29,8470406000
2007-11-30,8675304000
2007-12-03,8431745999
2007-12-04,8454942000
2007-12-05,8412416000
2007-12-06,8350560000
2007-12-07,8420148000
2007-12-10,8509066000
2007-12-11,8404683999
2007-12-12,8597984000
2007-12-13,8555458000
2007-12-14,8369889999
2007-12-17,8269374000
2007-12-18,8354426000
2007-12-19,8393086000
2007-12-20,8551592000
2007-12-21,8690768000
2007-12-24,8617314000
2007-12-26,8570922000
2007-12-27,8466539999
2007-12-28,8470406000
2007-12-31,8457917999
2008-01-02,8360967999
2008-01-03,8388114000
2008-01-04,8116654000
2008-01-07,8132166000
2008-01-08,8112776000
2008-01-09,8136044000
2008-01-10,8108898000
2008-01-11,7515564000
2008-01-14,7480662000
2008-01-15,7375956000
2008-01-16,7519442000
2008-01-17,7434126000
2008-01-18,7519442000
2008-01-22,7604758000
2008-01-23,7969290000
2008-01-24,7577612000
2008-01-25,7608636000
2008-01-28,7724976000
2008-01-29,7988680000
2008-01-30,7880096000
2008-01-31,8186458000
2008-02-01,8694476000
2008-02-04,8550990000
2008-02-05,8372602000
2008-02-06,8454040000
2008-02-07,8585892000
2008-02-08,8446284000
2008-02-11,8500576000
2008-02-12,8500576000
2008-02-13,8512210000
2008-02-14,8434650000
2008-02-15,8426894000
2008-02-19,8264017999
2008-02-20,8151556000
2008-02-21,8128288000
2008-02-22,8240750000
2008-02-25,8349334000
2008-02-26,8438528000
2008-02-27,8388114000
2008-02-28,8306676000
2008-02-29,8256262000
2008-03-03,8423016000
2008-03-04,8395869999
2008-03-05,8531600000
2008-03-06,8454040000
2008-03-07,8481186000
2008-03-10,8543234000
2008-03-11,8721622000
2008-03-12,8748768000
2008-03-13,8834084000
2008-03-14,8597526000
2008-03-17,8593648000
2008-03-18,8795304000
2008-03-19,8628550000
2008-03-20,8787548000
2008-03-24,8783670000
2008-03-25,8733256000
2008-03-26,8764280000
2008-03-27,8872864000
2008-03-28,8779792000
2008-03-31,8888376000
2008-04-01,9190860000
2008-04-02,9109422000
2008-04-03,9264542000
2008-04-04,9167592000
2008-04-07,8923278000
2008-04-08,8942668000
2008-04-09,8655696000
2008-04-10,8810816000
2008-04-11,8799182000
2008-04-14,8907766000
2008-04-15,8721622000
2008-04-16,8678964000
2008-04-17,8647940000
2008-04-18,8597526000
2008-04-21,8613038000
2008-04-22,8566502000
2008-04-23,8531600000
2008-04-24,8752646000
2008-04-25,8853474000
2008-04-28,8903888000
2008-04-29,8996960000
2008-04-30,8845718000
2008-05-01,8775914000
2008-05-02,8597526000
2008-05-05,8803060000
2008-05-06,9435174000
2008-05-07,9237396000
2008-05-08,9272298000
2008-05-09,9322712000
2008-05-12,9454564000
2008-05-13,9439052000
2008-05-14,9276176000
2008-05-15,9357614000
2008-05-16,9318834000
2008-05-19,9287810000
2008-05-20,9167592000
2008-05-21,9082276000
2008-05-22,9171470000
2008-05-23,9024106000
2008-05-27,9105544000
2008-05-28,9070642000
2008-05-29,9268420000
2008-05-30,9229640000
2008-06-02,9144324000
2008-06-03,9113300000
2008-06-04,9128812000
2008-06-05,9237396000
2008-06-06,8965936000
2008-06-09,9105544000
2008-06-10,9365370000
2008-06-11,9241274000
2008-06-12,9237396000
2008-06-13,9470076000
2008-06-16,9450686000
2008-06-17,9307200000
2008-06-18,9117178000
2008-06-19,9171470000
2008-06-20,8931034000
2008-06-23,8888376000
2008-06-24,8857352000
2008-06-25,9051252000
2008-06-26,8950424000
2008-06-27,8942668000
2008-06-30,9073638000
2008-07-01,9007236000
2008-07-02,8753346000
2008-07-03,8944740000
2008-07-07,8886150000
2008-07-08,8890056000
2008-07-09,8995518000
2008-07-10,8741628000
2008-07-11,8378370000
2008-07-14,8358839999
2008-07-15,8233847999
2008-07-16,8382276000
2008-07-17,8593200000
2008-07-18,8479926000
2008-07-21,8460396000
2008-07-22,8530704000
2008-07-23,8671320000
2008-07-24,8417430000
2008-07-25,8382276000
2008-07-28,8335404000
2008-07-29,8511174000
2008-07-30,8659602000
2008-07-31,8612730000
2008-08-01,8628354000
2008-08-04,8745534000
2008-08-05,9034578000
2008-08-06,9061920000
2008-08-07,8948646000
2008-08-08,9061920000
2008-08-11,8913492000
2008-08-12,8870526000
2008-08-13,8780688000
2008-08-14,10011078000
2008-08-15,10151694000
2008-08-18,9882180000
2008-08-19,9866556000
2008-08-20,9804060000
2008-08-21,9776718000
2008-08-22,9850932000
2008-08-25,9749376000
2008-08-26,9682974000
2008-08-27,9679068000
2008-08-28,9776718000
2008-08-29,9722034000
2008-09-02,9706410000
2008-09-03,9886086000
2008-09-04,9960300000
2008-09-05,10307934000
2008-09-08,10495422000
2008-09-09,10225908000
2008-09-10,10143882000
2008-09-11,10319652000
2008-09-12,10432926000
2008-09-15,10471986000
2008-09-16,10218096000
2008-09-17,9850932000
2008-09-18,10081386000
2008-09-19,9952488000
2008-09-22,9753282000
2008-09-23,9710316000
2008-09-24,9850932000
2008-09-25,9897804000
2008-09-26,9936864000
2008-09-29,9518922000
2008-09-30,9814272000
2008-10-01,9908640000
2008-10-02,9487916000
2008-10-03,9071124000
2008-10-06,8945300000
2008-10-07,8524576000
2008-10-08,8194288000
2008-10-09,7797155999
2008-10-10,7816816000
2008-10-13,8249336000
2008-10-14,7981960000
2008-10-15,7510120000
2008-10-16,7348908000
2008-10-17,7179832000
2008-10-20,7368567999
2008-10-21,7116920000
2008-10-22,6782700000
2008-10-23,6652944000
2008-10-24,6377704000
2008-10-27,6409160000
2008-10-28,6951776000
2008-10-29,6837748000
2008-10-30,6865272000
2008-10-31,7085464000
2008-11-03,6881000000
2008-11-04,7242744000
2008-11-05,6723720000
2008-11-06,6519255999
2008-11-07,6609691999
2008-11-10,6550712000
2008-11-11,6476004000
2008-11-12,6051348000
2008-11-13,6259744000
2008-11-14,5886204000
2008-11-17,5846884000
2008-11-18,5732856000
2008-11-19,5489072000
2008-11-20,4859952000
2008-11-21,5044756000
2008-11-24,5237424000
2008-11-25,5304268000
2008-11-26,5434024000
2008-11-28,5485140000
2008-12-01,4918932000
2008-12-02,5323928000
2008-12-03,5426160000
2008-12-04,5264948000
2008-12-05,5528392000
2008-12-08,5473344000
2008-12-09,5528392000
2008-12-10,5705332000
2008-12-11,5638488000
2008-12-12,5819360000
2008-12-15,5740720000
2008-12-16,5972708000
2008-12-17,5949116000
2008-12-18,5850816000
2008-12-19,5827224000
2008-12-22,5783972000
2008-12-23,5717128000
2008-12-24,5803632000
2008-12-26,5803632000
2008-12-29,5791836000
2008-12-30,5972708000
2008-12-31,6089832000
2009-01-02,6424221999
2009-01-05,6113436000
2009-01-06,6133106000
2009-01-07,6081964000
2009-01-08,6125238000
2009-01-09,6015086000
2009-01-12,5806584000
2009-01-13,5653158000
2009-01-14,5578412000
2009-01-15,5712168000
2009-01-16,5137804000
2009-01-20,5137804000
2009-01-21,5165342000
2009-01-22,5228286000
2009-01-23,4976510000
2009-01-26,5043388000
2009-01-27,5078794000
2009-01-28,5291230000
2009-01-29,5271560000
2009-01-30,5165342000
2009-02-02,5090596000
2009-02-03,5149606000
2009-02-04,5153540000
2009-02-05,5275494000
2009-02-06,5531204000
2009-02-09,5653158000
2009-02-10,5267626000
2009-02-11,5279428000
2009-02-12,5385646000
2009-02-13,5291230000
2009-02-17,5066992000
2009-02-18,5011916000
2009-02-19,4956840000
2009-02-20,4866358000
2009-02-23,4587044000
2009-02-24,4626384000
2009-02-25,4579176000
2009-02-26,4500496000
2009-02-27,4457222000
2009-03-02,4154304000
2009-03-03,4126766000
2009-03-04,4276257999
2009-03-05,4048085999
2009-03-06,4063822000
2009-03-09,3926132000
2009-03-10,4134634000
2009-03-11,4150370000
2009-03-12,4248720000
2009-03-13,4354938000
2009-03-16,4382476000
2009-03-17,4535902000
2009-03-18,4661790000
2009-03-19,4642120000
2009-03-20,4567374000
2009-03-23,4878160000
2009-03-24,4929302000
2009-03-25,4968642000
2009-03-26,5114200000
2009-03-27,5059124000
2009-03-30,4846688000
2009-03-31,4848156000
2009-04-01,4942524000
2009-04-02,5268880000
2009-04-03,5245288000
2009-04-06,5276744000
2009-04-07,4911068000
2009-04-08,5060484000
2009-04-09,5249220000
2009-04-13,5304268000
