,EL
2023-03-07,87850134000
2023-03-08,88930992000
2023-03-09,87141492000
2023-03-10,84535980000
2023-03-13,84092184000
2023-03-14,86046318000
2023-03-15,84750720000
2023-03-16,84904617000
2023-03-17,83949024000
2023-03-20,84757878000
2023-03-21,85359150000
2023-03-22,84929670000
2023-03-23,85437888000
2023-03-24,86500851000
2023-03-27,86565273000
2023-03-28,86049897000
2023-03-29,87553077000
2023-03-30,88301088000
2023-03-31,88306618000
2023-04-03,88424857000
2023-04-04,87625848000
2023-04-05,85787769000
2023-04-06,86443458000
2023-04-10,86192648000
2023-04-11,86619025000
2023-04-12,88518015000
2023-04-13,90112450000
2023-04-14,91011783000
2023-04-17,90739475000
2023-04-18,92111764000
2023-04-19,91950529000
2023-04-20,92613384000
2023-04-21,91807209000
2023-04-24,90864880000
2023-04-25,88518015000
2023-04-26,86292972000
2023-04-27,88023561000
2023-04-28,88399776000
2023-05-01,88453521000
2023-05-02,87862326000
2023-05-03,72627410000
2023-05-04,72018300000
2023-05-05,72928382000
2023-05-08,73813383000
2023-05-09,72111458000
2023-05-10,72086377000
2023-05-11,72301357000
2023-05-12,71355445000
2023-05-15,72086377000
2023-05-16,69850585000
2023-05-17,70610181000
2023-05-18,71606255000
2023-05-19,71617004000
2023-05-22,70932651000
2023-05-23,68704025000
2023-05-24,68037586999
2023-05-25,68471130000
2023-05-26,69667852000
2023-05-30,68761353000
2023-05-31,65937949000
2023-06-01,65529486999
2023-06-02,67464307000
2023-06-05,64884547000
2023-06-06,65973779000
2023-06-07,64945458000
2023-06-08,64898879000
2023-06-09,63250699000
2023-06-12,64361429000
2023-06-13,66167260999
2023-06-14,68850928000
2023-06-15,71448603000
2023-06-16,73075285000
2023-06-20,70782165000
2023-06-21,69778925000
2023-06-22,70061982000
2023-06-23,68772102000
2023-06-26,69538864000
2023-06-27,70395201000
2023-06-28,69463621000
2023-06-29,68983499000
2023-06-30,70382592000
2023-07-03,70963200000
2023-07-05,70117376000
2023-07-06,69536768000
2023-07-07,68977664000
2023-07-10,69242880000
2023-07-11,69135360000
2023-07-12,68465152000
2023-07-13,69264384000
2023-07-14,69396992000
2023-07-17,69045760000
2023-07-18,67443712000
2023-07-19,68443648000
2023-07-20,65321984000
2023-07-21,64390144000
2023-07-24,63451136000
2023-07-25,63931392000
2023-07-26,63820288000
2023-07-27,62164479999
2023-07-28,64669696000
2023-07-31,64512000000
2023-08-01,62730752000
2023-08-02,61824000000
2023-08-03,61587456000
2023-08-04,61164544000
2023-08-07,60981760000
2023-08-08,60261375999
2023-08-09,59562496000
2023-08-10,60906496000
2023-08-11,60078592000
2023-08-14,59913727999
2023-08-15,58605568000
2023-08-16,58107392000
2023-08-17,58082304000
2023-08-18,56157696000
2023-08-21,54082560000
2023-08-22,53613056000
2023-08-23,54788608000
2023-08-24,54021632000
2023-08-25,54906879999
2023-08-28,56050175999
2023-08-29,57082368000
2023-08-30,58623488000
2023-08-31,57533952000
2023-09-01,57953279999
2023-09-05,57727488000
2023-09-06,56118272000
2023-09-07,55695360000
2023-09-08,55193600000
2023-09-11,54942720000
2023-09-12,54225920000
2023-09-13,54616575999
2023-09-14,55279616000
2023-09-15,55802879999
2023-09-18,55265279999
2023-09-19,54480384000
2023-09-20,54061056000
2023-09-21,52362240000
2023-09-22,52907008000
2023-09-25,52143616000
2023-09-26,50039808000
2023-09-27,50190336000
2023-09-28,50874879999
2023-09-29,51806720000
2023-10-02,51437580000
2023-10-03,50598222000
2023-10-04,51071706000
2023-10-05,50716592999
2023-10-06,52104762000
2023-10-09,50903117000
2023-10-10,50458328999
2023-10-11,50372241000
2023-10-12,50081694000
2023-10-13,49385816000
2023-10-16,50293327000
2023-10-17,51175728999
2023-10-18,49726581000
2023-10-19,49791147000
2023-10-20,49249510000
2023-10-23,49131139000
2023-10-24,49507774000
2023-10-25,48263085000
2023-10-26,48148301000
2023-10-27,44668911000
2023-10-30,45902839000
2023-10-31,46225669000
2023-11-01,37487737000
2023-11-02,41028106000
2023-11-03,39801352000
2023-11-06,40414729000
2023-11-07,41440611000
2023-11-08,41824420000
2023-11-09,41365284000
2023-11-10,41160825000
2023-11-13,40794951000
2023-11-14,44055534000
2023-11-15,45221309000
2023-11-16,43983794000
2023-11-17,44410647000
2023-11-20,43922815000
2023-11-21,43097805000
2023-11-22,43987381000
2023-11-24,44446517000
2023-11-27,44023251000
2023-11-28,45206961000
2023-11-29,45052720000
2023-11-30,45802403000
2023-12-01,47326878000
2023-12-04,49841364999
2023-12-05,47409378999
2023-12-06,47836232000
2023-12-07,48725808000
2023-12-08,47968951000
2023-12-11,48352760000
2023-12-12,48994833000
2023-12-13,51304861000
2023-12-14,52391722000
2023-12-15,51523667999
2023-12-18,51251056000
2023-12-19,53453474000
2023-12-20,51512907000
2023-12-21,52176502000
2023-12-22,51807041000
2023-12-26,52015087000
2023-12-27,52269764000
2023-12-28,52926185000
2023-12-29,52459875000
2024-01-02,52231094999
2024-01-03,49792806000
2024-01-04,49814352000
2024-01-05,49304430000
2024-01-08,49925673000
2024-01-09,50011857000
2024-01-10,48719096999
2024-01-11,49731759000
2024-01-12,48410271000
2024-01-16,46596816000
2024-01-17,45347148000
2024-01-18,45842706000
2024-01-19,45185553000
2024-01-22,44959320000
2024-01-23,46018665000
2024-01-24,45304056000
2024-01-25,46201806000
2024-01-26,46970280000
2024-01-29,48661641000
2024-01-30,48184038000
2024-01-31,47397609000
2024-02-01,48370769999
2024-02-02,48162492000
2024-02-05,53965548000
2024-02-06,52504011000
2024-02-07,50967063000
2024-02-08,50550507000
2024-02-09,51473394000
2024-02-12,52396281000
2024-02-13,51049656000
2024-02-14,51225615000
2024-02-15,52184412000
2024-02-16,52561467000
2024-02-20,52109001000
2024-02-21,52960068000
2024-02-22,53387396999
2024-02-23,53861409000
2024-02-26,52076682000
2024-02-27,53329941000
2024-02-28,52924158000
2024-02-29,53355078000
2024-03-01,53444853000
2024-03-04,53067798000
2024-03-05,52902612000
2024-03-06,52216731000
2024-03-07,53207846999
2024-03-08,53685450000
2024-03-11,55272671999
2024-03-12,54611928000
2024-03-13,56716254000
2024-03-14,54884844000
2024-03-15,53775225000
2024-03-18,53082162000
2024-03-19,52496829000
2024-03-20,52701516000
2024-03-21,52518375000
2024-03-22,51415938000
2024-03-25,49975946999
2024-03-26,50026221000
2024-03-27,52083864000
2024-03-28,55355265000
2024-04-01,54593973000
2024-04-02,54859707000
2024-04-03,52600968000
2024-04-04,51821721000
2024-04-05,51864813000
2024-04-08,52223913000
2024-04-09,53344305000
2024-04-10,52022817000
2024-04-11,52223913000
2024-04-12,49843080000
2024-04-15,49282884000
2024-04-16,49171563000
2024-04-17,49570164000
2024-04-18,52001271000
2024-04-19,51857631000
2024-04-22,52938521999
2024-04-23,53498718000
2024-04-24,52916976000
2024-04-25,52065909000
2024-04-26,52949294999
2024-04-29,52712289000
2024-04-30,52683561000
2024-05-01,45738567000
2024-05-02,48456954000
2024-05-03,47738754000
2024-05-06,46711728000
2024-05-07,46499859000
2024-05-08,46514223000
2024-05-09,47279106000
2024-05-10,47401200000
2024-05-13,48374361000
2024-05-14,48140946000
2024-05-15,48837600000
2024-05-16,49641984000
2024-05-17,48388725000
2024-05-20,47092373999
2024-05-21,47659752000
2024-05-22,46959507000
2024-05-23,45293283000
2024-05-24,45268146000
2024-05-28,45268146000
2024-05-29,43648605000
2024-05-30,43591149000
2024-05-31,44298576000
2024-06-03,44607402000
2024-06-04,44363214000
2024-06-05,44154936000
2024-06-06,44352441000
2024-06-07,43260777000
2024-06-10,42664671000
2024-06-11,42230160000
2024-06-12,40944582000
2024-06-13,40969719000
2024-06-14,40901490000
2024-06-17,41253408000
2024-06-18,39784689000
2024-06-20,40470570000
2024-06-21,40883535000
2024-06-24,41343183000
2024-06-25,40894308000
2024-06-26,40657302000
2024-06-27,39809826000
2024-06-28,38208240000
2024-07-01,37841958000
2024-07-02,38017917000
2024-07-03,38222604000
2024-07-05,38190285000
2024-07-08,38244150000
2024-07-09,37421811000
2024-07-10,36703611000
2024-07-11,36488151000
2024-07-12,37116576000
2024-07-15,36283464000
2024-07-16,36265509000
2024-07-17,36154188000
2024-07-18,34796790000
2024-07-19,35615538000
2024-07-22,36283464000
2024-07-23,35895636000
2024-07-24,35838180000
2024-07-25,35874090000
2024-07-26,36168552000
2024-07-29,36172143000
2024-07-30,35708904000
2024-07-31,35769951000
2024-08-01,34875792000
2024-08-02,34294050000
2024-08-05,33109020000
2024-08-06,33529167000
2024-08-07,32882786999
2024-08-08,32929470000
2024-08-09,32013765000
