,CPRT
2004-10-13,1643077439
2004-10-14,1643077439
2004-10-15,1671903360
2004-10-18,1700729280
2004-10-19,1671903360
2004-10-20,1686316320
2004-10-21,1671903360
2004-10-22,1657490399
2004-10-25,1686316320
2004-10-26,1686316320
2004-10-27,1671903360
2004-10-28,1686316320
2004-10-29,1671903360
2004-11-01,1715941920
2004-11-02,1802460000
2004-11-03,1831299360
2004-11-04,1888978080
2004-11-05,1860138720
2004-11-08,1888978080
2004-11-09,1917817440
2004-11-10,1989915839
2004-11-11,1989915839
2004-11-12,2076433920
2004-11-15,2076433920
2004-11-16,2033174880
2004-11-17,2018755199
2004-11-18,2004335519
2004-11-19,1946656800
2004-11-22,2004335519
2004-11-23,2018755199
2004-11-24,2033174880
2004-11-26,2047594560
2004-11-29,2018755199
2004-11-30,1946656800
2004-12-01,2278309440
2004-12-02,2307148800
2004-12-03,2335988160
2004-12-06,2321568480
2004-12-07,2278309440
2004-12-08,2307148800
2004-12-09,2292729120
2004-12-10,2278309440
2004-12-13,2321568480
2004-12-14,2422506240
2004-12-15,2408086560
2004-12-16,2379247200
2004-12-17,2350407840
2004-12-20,2307148800
2004-12-21,2364827520
2004-12-22,2364827520
2004-12-23,2364827520
2004-12-27,2350407840
2004-12-28,2408086560
2004-12-29,2379247200
2004-12-30,2364827520
2004-12-31,2379247200
2005-01-03,2263889760
2005-01-04,2177371680
2005-01-05,2134112640
2005-01-06,2119692960
2005-01-07,2076433920
2005-01-10,2090853600
2005-01-11,2119692960
2005-01-12,2119692960
2005-01-13,2119692960
2005-01-14,2119692960
2005-01-18,2148532320
2005-01-19,2134112640
2005-01-20,2134112640
2005-01-21,2090853600
2005-01-24,2033174880
2005-01-25,2018755199
2005-01-26,2018755199
2005-01-27,2062014240
2005-01-28,2033174880
2005-01-31,2077724160
2005-02-01,2063295520
2005-02-02,2106581440
2005-02-03,2106581440
2005-02-04,2164296000
2005-02-07,2164296000
2005-02-08,2135438720
2005-02-09,2048866880
2005-02-10,2048866880
2005-02-11,2063295520
2005-02-14,2077724160
2005-02-15,2077724160
2005-02-16,2092152800
2005-02-17,2077724160
2005-02-18,2077724160
2005-02-22,2020009599
2005-02-23,2048866880
2005-02-24,2020009599
2005-02-25,2048866880
2005-02-28,2106581440
2005-03-01,2222010560
2005-03-02,2323011040
2005-03-03,2236439200
2005-03-04,2250867840
2005-03-07,2265296480
2005-03-08,2294153760
2005-03-09,2236439200
2005-03-10,2222010560
2005-03-11,2178724640
2005-03-14,2236439200
2005-03-15,2193153280
2005-03-16,2178724640
2005-03-17,2193153280
2005-03-18,2178724640
2005-03-21,2164296000
2005-03-22,2164296000
2005-03-23,2149867360
2005-03-24,2149867360
2005-03-28,2135438720
2005-03-29,2092152800
2005-03-30,2077724160
2005-03-31,2121010080
2005-04-01,2092152800
2005-04-04,2106581440
2005-04-05,2135438720
2005-04-06,2149867360
2005-04-07,2149867360
2005-04-08,2149867360
2005-04-11,2135438720
2005-04-12,2121010080
2005-04-13,2077724160
2005-04-14,2063295520
2005-04-15,2020009599
2005-04-18,2020009599
2005-04-19,2048866880
2005-04-20,2005580959
2005-04-21,2048866880
2005-04-22,1991152319
2005-04-25,2020009599
2005-04-26,1991152319
2005-04-27,1991152319
2005-04-28,1933437760
2005-04-29,1962295040
2005-05-02,2007538079
2005-05-03,1993095359
2005-05-04,2065308960
2005-05-05,2079751680
2005-05-06,2108637120
2005-05-09,2094194400
2005-05-10,2123079840
2005-05-11,2137522560
2005-05-12,2094194400
2005-05-13,2123079840
2005-05-16,2137522560
2005-05-17,2151965280
2005-05-18,2209736160
2005-05-19,2224178880
2005-05-20,2296392480
2005-05-23,2281949760
2005-05-24,2267507040
2005-05-25,2281949760
2005-05-26,2281949760
2005-05-27,2310835200
2005-05-31,2238621600
2005-06-01,2281949760
2005-06-02,2325277920
2005-06-03,2310835200
2005-06-06,2339720640
2005-06-07,2339720640
2005-06-08,2296392480
2005-06-09,2296392480
2005-06-10,2253064320
2005-06-13,2238621600
2005-06-14,2209736160
2005-06-15,2224178880
2005-06-16,2224178880
2005-06-17,2238621600
2005-06-20,2238621600
2005-06-21,2224178880
2005-06-22,2224178880
2005-06-23,2195293440
2005-06-24,2166408000
2005-06-27,2166408000
2005-06-28,2209736160
2005-06-29,2166408000
2005-06-30,2151965280
2005-07-01,2166408000
2005-07-05,2209736160
2005-07-06,2195293440
2005-07-07,2180850720
2005-07-08,2238621600
2005-07-11,2267507040
2005-07-12,2253064320
2005-07-13,2267507040
2005-07-14,2253064320
2005-07-15,2238621600
2005-07-18,2224178880
2005-07-19,2253064320
2005-07-20,2296392480
2005-07-21,2281949760
2005-07-22,2253064320
2005-07-25,2224178880
2005-07-26,2224178880
2005-07-27,2224178880
2005-07-28,2238621600
2005-07-29,2209736160
2005-08-01,2212624800
2005-08-02,2241548000
2005-08-03,2284932800
2005-08-04,2241548000
2005-08-05,2183701600
2005-08-08,2169240000
2005-08-09,2183701600
2005-08-10,2169240000
2005-08-11,2154778400
2005-08-12,2140316800
2005-08-15,2169240000
2005-08-16,2039085600
2005-08-17,2039085600
2005-08-18,2039085600
2005-08-19,2024623999
2005-08-22,2024623999
2005-08-23,2024623999
2005-08-24,2039085600
2005-08-25,2053547200
2005-08-26,2039085600
2005-08-29,2096932000
2005-08-30,2082470400
2005-08-31,2227086400
2005-09-01,2183701600
2005-09-02,2154778400
2005-09-06,2198163200
2005-09-07,2183701600
2005-09-08,2154778400
2005-09-09,2198163200
2005-09-12,2169240000
2005-09-13,2169240000
2005-09-14,2111393600
2005-09-15,2096932000
2005-09-16,2111393600
2005-09-19,2096932000
2005-09-20,2096932000
2005-09-21,2053547200
2005-09-22,2053547200
2005-09-23,2039085600
2005-09-26,2082470400
2005-09-27,2096932000
2005-09-28,2068008800
2005-09-29,2140316800
2005-09-30,2154778400
2005-10-03,2169240000
2005-10-04,2169240000
2005-10-05,2154778400
2005-10-06,2111393600
2005-10-07,2140316800
2005-10-10,2096932000
2005-10-11,2111393600
2005-10-12,2082470400
2005-10-13,2082470400
2005-10-14,2096932000
2005-10-17,2096932000
2005-10-18,2053547200
2005-10-19,2082470400
2005-10-20,2039085600
2005-10-21,2039085600
2005-10-24,2096932000
2005-10-25,2082470400
2005-10-26,2082470400
2005-10-27,2053547200
2005-10-28,2082470400
2005-10-31,2111767360
2005-11-01,2082839040
2005-11-02,2111767360
2005-11-03,2126231520
2005-11-04,2140695680
2005-11-07,2169624000
2005-11-08,2140695680
2005-11-09,2169624000
2005-11-10,2184088160
2005-11-11,2227480640
2005-11-14,2227480640
2005-11-15,2227480640
2005-11-16,2227480640
2005-11-17,2241944800
2005-11-18,2270873120
2005-11-21,2270873120
2005-11-22,2299801440
2005-11-23,2285337280
2005-11-25,2299801440
2005-11-28,2270873120
2005-11-29,2314265600
2005-11-30,2270873120
2005-12-01,2314265600
2005-12-02,2299801440
2005-12-05,2198552320
2005-12-06,2184088160
2005-12-07,2155159840
2005-12-08,2126231520
2005-12-09,2111767360
2005-12-12,2126231520
2005-12-13,2111767360
2005-12-14,2111767360
2005-12-15,2097303200
2005-12-16,2097303200
2005-12-19,2068374880
2005-12-20,2053910720
2005-12-21,2039446560
2005-12-22,2053910720
2005-12-23,2068374880
2005-12-27,2068374880
2005-12-28,2068374880
2005-12-29,2082839040
2005-12-30,2082839040
2006-01-03,2082839040
2006-01-04,2140695680
2006-01-05,2155159840
2006-01-06,2227480640
2006-01-09,2227480640
2006-01-10,2270873120
2006-01-11,2241944800
2006-01-12,2198552320
2006-01-13,2198552320
2006-01-17,2213016480
2006-01-18,2241944800
2006-01-19,2241944800
2006-01-20,2213016480
2006-01-23,2213016480
2006-01-24,2256408960
2006-01-25,2256408960
2006-01-26,2270873120
2006-01-27,2256408960
2006-01-30,2256408960
2006-01-31,2268160160
2006-02-01,2297053920
2006-02-02,2268160160
2006-02-03,2253713280
2006-02-06,2253713280
2006-02-07,2239266400
2006-02-08,2282607040
2006-02-09,2282607040
2006-02-10,2268160160
2006-02-13,2268160160
2006-02-14,2282607040
2006-02-15,2282607040
2006-02-16,2297053920
2006-02-17,2311500800
2006-02-21,2297053920
2006-02-22,2311500800
2006-02-23,2354841440
2006-02-24,2455969600
2006-02-27,2369288320
2006-02-28,2340394560
2006-03-01,2427075840
2006-03-02,2383735200
2006-03-03,2427075840
2006-03-06,2369288320
2006-03-07,2340394560
2006-03-08,2427075840
2006-03-09,2354841440
2006-03-10,2412628960
2006-03-13,2412628960
2006-03-14,2412628960
2006-03-15,2427075840
2006-03-16,2427075840
2006-03-17,2427075840
2006-03-20,2441522720
2006-03-21,2470416480
2006-03-22,2499310240
2006-03-23,2499310240
2006-03-24,2484863360
2006-03-27,2470416480
2006-03-28,2441522720
2006-03-29,2470416480
2006-03-30,2441522720
2006-03-31,2484863360
2006-04-03,2470416480
2006-04-04,2484863360
2006-04-05,2455969600
2006-04-06,2412628960
2006-04-07,2427075840
2006-04-10,2412628960
2006-04-11,2398182080
2006-04-12,2398182080
2006-04-13,2369288320
2006-04-17,2354841440
2006-04-18,2383735200
2006-04-19,2412628960
2006-04-20,2427075840
2006-04-21,2427075840
2006-04-24,2398182080
2006-04-25,2398182080
2006-04-26,2383735200
2006-04-27,2412628960
2006-04-28,2427075840
2006-05-01,2372305920
2006-05-02,2415701760
2006-05-03,2401236480
2006-05-04,2401236480
2006-05-05,2415701760
2006-05-08,2459097600
2006-05-09,2459097600
2006-05-10,2430167040
2006-05-11,2343375360
2006-05-12,2299979520
2006-05-15,2314444800
2006-05-16,2299979520
2006-05-17,2271048960
2006-05-18,2271048960
2006-05-19,2271048960
2006-05-22,2271048960
2006-05-23,2271048960
2006-05-24,2256583680
2006-05-25,2256583680
2006-05-26,2285514240
2006-05-30,2415701760
2006-05-31,2488028160
2006-06-01,2328910080
2006-06-02,2343375360
2006-06-05,2271048960
2006-06-06,2256583680
2006-06-07,2227653120
2006-06-08,2256583680
2006-06-09,2256583680
2006-06-12,2184257280
2006-06-13,2184257280
2006-06-14,2198722560
2006-06-15,2242118400
2006-06-16,2227653120
2006-06-19,2184257280
2006-06-20,2140861440
2006-06-21,2155326720
2006-06-22,2169792000
2006-06-23,2169792000
2006-06-26,2184257280
2006-06-27,2184257280
2006-06-28,2155326720
2006-06-29,2213187840
2006-06-30,2227653120
2006-07-03,2227653120
2006-07-05,2213187840
2006-07-06,2198722560
2006-07-07,2227653120
2006-07-10,2271048960
2006-07-11,2314444800
2006-07-12,2314444800
2006-07-13,2314444800
2006-07-14,2314444800
2006-07-17,2328910080
2006-07-18,2372305920
2006-07-19,2473562880
2006-07-20,2444632320
2006-07-21,2401236480
2006-07-24,2430167040
2006-07-25,2444632320
2006-07-26,2415701760
2006-07-27,2401236480
2006-07-28,2415701760
2006-07-31,2418160000
2006-08-01,2403680000
2006-08-02,2432640000
2006-08-03,2447120000
2006-08-04,2447120000
2006-08-07,2447120000
2006-08-08,2418160000
2006-08-09,2418160000
2006-08-10,2447120000
2006-08-11,2432640000
2006-08-14,2447120000
2006-08-15,2519520000
2006-08-16,2534000000
2006-08-17,2548480000
2006-08-18,2548480000
2006-08-21,2490560000
2006-08-22,2490560000
2006-08-23,2476080000
2006-08-24,2476080000
2006-08-25,2490560000
2006-08-28,2490560000
2006-08-29,2490560000
2006-08-30,2519520000
2006-08-31,2534000000
2006-09-01,2534000000
2006-09-05,2534000000
2006-09-06,2505040000
2006-09-07,2490560000
2006-09-08,2476080000
2006-09-11,2505040000
2006-09-12,2606400000
2006-09-13,2620880000
2006-09-14,2591920000
2006-09-15,2606400000
2006-09-18,2577440000
2006-09-19,2606400000
2006-09-20,2635360000
2006-09-21,2606400000
2006-09-22,2591920000
2006-09-25,2577440000
2006-09-26,2562960000
2006-09-27,2577440000
2006-09-28,2562960000
2006-09-29,2548480000
2006-10-02,2620880000
2006-10-03,2620880000
2006-10-04,2490560000
2006-10-05,2707760000
2006-10-06,2620880000
2006-10-09,2620880000
2006-10-10,2620880000
2006-10-11,2606400000
2006-10-12,2606400000
2006-10-13,2606400000
2006-10-16,2620880000
2006-10-17,2606400000
2006-10-18,2606400000
2006-10-19,2606400000
2006-10-20,2577440000
2006-10-23,2577440000
2006-10-24,2577440000
2006-10-25,2577440000
2006-10-26,2591920000
2006-10-27,2577440000
2006-10-30,2606400000
2006-10-31,2628177920
2006-11-01,2613657600
2006-11-02,2613657600
2006-11-03,2613657600
2006-11-06,2628177920
2006-11-07,2642698240
2006-11-08,2657218560
2006-11-09,2671738880
2006-11-10,2686259200
2006-11-13,2715299840
2006-11-14,2715299840
2006-11-15,2729820160
2006-11-16,2744340480
2006-11-17,2729820160
2006-11-20,2700779520
2006-11-21,2686259200
2006-11-22,2715299840
2006-11-24,2700779520
2006-11-27,2715299840
2006-11-28,2700779520
2006-11-29,2729820160
2006-11-30,2744340480
2006-12-01,2700779520
2006-12-04,2744340480
2006-12-05,2773381120
2006-12-06,2686259200
2006-12-07,2729820160
2006-12-08,2787901440
2006-12-11,2773381120
2006-12-12,2773381120
2006-12-13,2773381120
2006-12-14,2773381120
2006-12-15,2744340480
2006-12-18,2700779520
2006-12-19,2700779520
2006-12-20,2715299840
2006-12-21,2700779520
2006-12-22,2686259200
2006-12-26,2700779520
2006-12-27,2744340480
2006-12-28,2744340480
2006-12-29,2729820160
2007-01-03,2773381120
2007-01-04,2816942080
2007-01-05,2787901440
2007-01-08,2787901440
2007-01-09,2802421760
2007-01-10,2816942080
2007-01-11,2787901440
2007-01-12,2802421760
2007-01-16,2802421760
2007-01-17,2744340480
2007-01-18,2715299840
2007-01-19,2744340480
2007-01-22,2700779520
2007-01-23,2700779520
2007-01-24,2700779520
2007-01-25,2671738880
2007-01-26,2657218560
2007-01-29,2671738880
2007-01-30,2686259200
2007-01-31,2687018240
2007-02-01,2716224960
2007-02-02,2701621600
2007-02-05,2701621600
2007-02-06,2701621600
2007-02-07,2701621600
2007-02-08,2701621600
2007-02-09,2716224960
2007-02-12,2701621600
2007-02-13,2745431680
2007-02-14,2745431680
2007-02-15,2730828320
2007-02-16,2745431680
2007-02-20,2745431680
2007-02-21,2745431680
2007-02-22,2745431680
2007-02-23,2745431680
2007-02-26,2730828320
2007-02-27,2672414880
2007-02-28,2687018240
2007-03-01,2701621600
2007-03-02,2657811520
2007-03-05,2643208160
2007-03-06,2643208160
2007-03-07,2511777920
2007-03-08,2555588000
2007-03-09,2555588000
2007-03-12,2555588000
2007-03-13,2526381280
2007-03-14,2540984640
2007-03-15,2540984640
2007-03-16,2511777920
2007-03-19,2526381280
2007-03-20,2540984640
2007-03-21,2584794720
2007-03-22,2584794720
2007-03-23,2584794720
2007-03-26,2570191360
2007-03-27,2540984640
2007-03-28,2526381280
2007-03-29,2526381280
2007-03-30,2555588000
2007-04-02,2540984640
2007-04-03,2540984640
2007-04-04,2511777920
2007-04-05,2511777920
2007-04-09,2540984640
2007-04-10,2555588000
2007-04-11,2526381280
2007-04-12,2540984640
2007-04-13,2526381280
2007-04-16,2570191360
2007-04-17,2614001440
2007-04-18,2628604800
2007-04-19,2643208160
2007-04-20,2657811520
2007-04-23,2643208160
2007-04-24,2657811520
2007-04-25,2687018240
2007-04-26,2657811520
2007-04-27,2643208160
2007-04-30,2609180160
2007-05-01,2638010880
2007-05-02,2681256960
2007-05-03,2652426240
2007-05-04,2666841600
2007-05-07,2666841600
2007-05-08,2666841600
2007-05-09,2666841600
2007-05-10,2623595520
2007-05-11,2652426240
2007-05-14,2652426240
2007-05-15,2652426240
2007-05-16,2666841600
2007-05-17,2681256960
2007-05-18,2710087680
2007-05-21,2753333760
2007-05-22,2767749120
2007-05-23,2767749120
2007-05-24,2710087680
2007-05-25,2710087680
2007-05-29,2724503040
2007-05-30,2738918400
2007-05-31,2810995200
2007-06-01,2825410560
2007-06-04,2810995200
2007-06-05,2767749120
2007-06-06,2666841600
2007-06-07,2594764800
2007-06-08,2623595520
2007-06-11,2609180160
2007-06-12,2580349440
2007-06-13,2580349440
2007-06-14,2594764800
2007-06-15,2623595520
2007-06-18,2638010880
2007-06-19,2638010880
2007-06-20,2638010880
2007-06-21,2681256960
2007-06-22,2652426240
2007-06-25,2681256960
2007-06-26,2666841600
2007-06-27,2753333760
2007-06-28,2738918400
2007-06-29,2753333760
2007-07-02,2767749120
2007-07-03,2767749120
2007-07-05,2753333760
2007-07-06,2796579840
2007-07-09,2810995200
2007-07-10,2753333760
2007-07-11,2782164480
2007-07-12,2782164480
2007-07-13,2767749120
2007-07-16,2753333760
2007-07-17,2738918400
2007-07-18,2695672320
2007-07-19,2695672320
2007-07-20,2666841600
2007-07-23,2666841600
2007-07-24,2609180160
2007-07-25,2623595520
2007-07-26,2594764800
2007-07-27,2565934080
2007-07-30,2565934080
2007-07-31,2493793280
2007-08-01,2493793280
2007-08-02,2536301120
2007-08-03,2536301120
2007-08-06,2592978240
2007-08-07,2607147520
2007-08-08,2663824640
2007-08-09,2592978240
2007-08-10,2536301120
2007-08-13,2564639680
2007-08-14,2522131840
2007-08-15,2536301120
2007-08-16,2564639680
2007-08-17,2649655360
2007-08-20,2592978240
2007-08-21,2592978240
2007-08-22,2607147520
2007-08-23,2578808960
2007-08-24,2564639680
2007-08-27,2550470400
2007-08-28,2522131840
2007-08-29,2578808960
2007-08-30,2564639680
2007-08-31,2592978240
2007-09-04,2607147520
2007-09-05,2607147520
2007-09-06,2592978240
2007-09-07,2550470400
2007-09-10,2564639680
2007-09-11,2592978240
2007-09-12,2592978240
2007-09-13,2607147520
2007-09-14,2621316800
2007-09-17,2592978240
2007-09-18,2649655360
2007-09-19,2649655360
2007-09-20,2635486080
2007-09-21,2578808960
2007-09-24,2607147520
2007-09-25,2607147520
2007-09-26,2649655360
2007-09-27,3003887360
2007-09-28,3046395200
2007-10-01,3018056640
2007-10-02,3003887360
2007-10-03,3046395200
2007-10-04,3117241600
2007-10-05,3188088000
2007-10-08,3131410880
2007-10-09,3216426560
2007-10-10,3173918720
2007-10-11,3159749440
2007-10-12,3202257279
2007-10-15,3202257279
2007-10-16,3258934399
2007-10-17,3301442240
2007-10-18,3358119360
2007-10-19,3343950080
2007-10-22,3315611520
2007-10-23,3343950080
2007-10-24,3315611520
2007-10-25,3329780800
2007-10-26,3372288640
2007-10-29,3343950080
2007-10-30,3329780800
2007-10-31,3409996800
2007-11-01,3324746880
2007-11-02,3296330240
2007-11-05,3296330240
2007-11-06,3310538560
2007-11-07,3182663680
2007-11-08,3225288640
2007-11-09,3125830400
2007-11-12,3125830400
2007-11-13,3211080319
2007-11-14,3125830400
2007-11-15,3140038720
2007-11-16,3154247040
2007-11-19,3140038720
2007-11-20,3026372160
2007-11-21,2983747200
2007-11-23,3068997120
2007-11-26,3054788800
2007-11-27,3111622080
2007-11-28,3239496959
2007-11-29,3310538560
2007-11-30,3324746880
2007-12-03,3296330240
2007-12-04,3282121920
2007-12-05,3537871680
2007-12-06,3594704959
2007-12-07,3651538240
2007-12-10,3665746560
2007-12-11,3623121599
2007-12-12,3665746560
2007-12-13,3694163200
2007-12-14,3722579840
2007-12-17,3708371520
2007-12-18,3637329920
2007-12-19,3637329920
2007-12-20,3708371520
2007-12-21,3750996480
2007-12-24,3779413120
2007-12-26,3793621440
2007-12-27,3807829760
2007-12-28,3779413120
2007-12-31,3779413120
2008-01-02,3665746560
2008-01-03,3722579840
2008-01-04,3608913280
2008-01-07,3750996480
2008-01-08,3679954880
2008-01-09,3736788160
2008-01-10,3779413120
2008-01-11,3679954880
2008-01-14,3665746560
2008-01-15,3566288319
2008-01-16,3580496640
2008-01-17,3495246720
2008-01-18,3495246720
2008-01-22,3409996800
2008-01-23,3466830080
2008-01-24,3466830080
2008-01-25,3509455040
2008-01-28,3637329920
2008-01-29,3608913280
2008-01-30,3580496640
2008-01-31,3568394240
2008-02-01,3568394240
2008-02-04,3540516160
2008-02-05,3429003840
2008-02-06,3345369600
2008-02-07,3401125760
2008-02-08,3359308640
2008-02-11,3345369600
2008-02-12,3429003840
2008-02-13,3512638080
2008-02-14,3442942880
2008-02-15,3401125760
2008-02-19,3345369600
2008-02-20,3415064800
2008-02-21,3373247680
2008-02-22,3387186720
2008-02-25,3442942880
2008-02-26,3484760000
2008-02-27,3610211360
2008-02-28,3707784640
2008-02-29,3624150400
2008-03-03,3679906560
2008-03-04,3638089440
2008-03-05,3638089440
2008-03-06,3429003840
2008-03-07,3080527840
2008-03-10,3233857280
2008-03-11,3275674400
2008-03-12,3247796320
2008-03-13,3317491520
2008-03-14,3331430560
2008-03-17,3317491520
2008-03-18,3317491520
2008-03-19,3303552480
2008-03-20,3415064800
2008-03-24,3442942880
2008-03-25,3442942880
2008-03-26,3387186720
2008-03-27,3345369600
2008-03-28,3331430560
2008-03-31,3373247680
2008-04-01,3442942880
2008-04-02,3456881920
2008-04-03,3484760000
2008-04-04,3596272320
2008-04-07,3554455199
2008-04-08,3540516160
2008-04-09,3484760000
2008-04-10,3498699039
2008-04-11,3470820960
2008-04-14,3470820960
2008-04-15,3442942880
2008-04-16,3526577119
2008-04-17,3498699039
2008-04-18,3540516160
2008-04-21,3540516160
2008-04-22,3526577119
2008-04-23,3526577119
2008-04-24,3554455199
2008-04-25,3582333280
2008-04-28,3610211360
2008-04-29,3568394240
2008-04-30,3474976799
2008-05-01,3556740960
2008-05-02,3515858880
2008-05-05,3488604160
2008-05-06,3502231520
2008-05-07,3474976799
2008-05-08,3488604160
2008-05-09,3529486240
2008-05-12,3502231520
2008-05-13,3570368320
2008-05-14,3556740960
2008-05-15,3583995680
2008-05-16,3597623040
2008-05-19,3556740960
2008-05-20,3543113600
2008-05-21,3529486240
2008-05-22,3583995680
2008-05-23,3583995680
2008-05-27,3652132480
2008-05-28,3679387200
2008-05-29,3815660799
2008-05-30,3829288160
2008-06-02,3761151359
2008-06-03,3774778720
2008-06-04,3924679680
2008-06-05,4074580640
2008-06-06,4006443840
2008-06-09,4088208000
2008-06-10,4020071200
2008-06-11,3965561760
2008-06-12,4020071200
2008-06-13,4006443840
2008-06-16,4047325920
2008-06-17,4101835359
2008-06-18,3924679680
2008-06-19,4101835359
2008-06-20,4060953280
2008-06-23,4129090079
2008-06-24,4101835359
2008-06-25,3951934400
2008-06-26,3883797600
2008-06-27,3829288160
2008-06-30,3652132480
2008-07-01,3611250400
2008-07-02,3447722079
2008-07-03,3447722079
2008-07-07,3420467359
2008-07-08,3583995680
2008-07-09,3665759840
2008-07-10,3665759840
2008-07-11,3652132480
2008-07-14,3638505120
2008-07-15,3583995680
2008-07-16,3638505120
2008-07-17,3747524000
2008-07-18,3693014560
2008-07-21,3720269280
2008-07-22,3802033440
2008-07-23,3788406079
2008-07-24,3733896640
2008-07-25,3706641920
2008-07-28,3720269280
2008-07-29,3774778720
2008-07-30,3747524000
2008-07-31,3651126720
2008-08-01,3637801440
2008-08-04,3624476160
2008-08-05,3704427839
2008-08-06,3664452000
2008-08-07,3624476160
2008-08-08,3691102560
2008-08-11,3744403680
2008-08-12,3677777279
2008-08-13,3664452000
2008-08-14,3731078400
2008-08-15,3717753120
2008-08-18,3704427839
2008-08-19,3611150880
2008-08-20,3624476160
2008-08-21,3611150880
2008-08-22,3691102560
2008-08-25,3597825600
2008-08-26,3611150880
2008-08-27,3651126720
2008-08-28,3691102560
2008-08-29,3664452000
2008-09-02,3731078400
2008-09-03,3704427839
2008-09-04,3651126720
2008-09-05,3651126720
2008-09-08,3704427839
2008-09-09,3664452000
2008-09-10,3651126720
2008-09-11,3717753120
2008-09-12,3771054240
2008-09-15,3837680640
2008-09-16,3864331200
2008-09-17,3744403680
2008-09-18,3651126720
2008-09-19,3571175040
2008-09-22,3611150880
2008-09-23,3477898080
2008-09-24,3411271680
2008-09-25,3411271680
2008-09-26,3291344160
2008-09-29,3131440800
2008-09-30,3171416640
2008-10-01,3158091360
2008-10-02,3144766080
2008-10-03,3131440800
2008-10-06,2918236320
2008-10-07,2811634080
2008-10-08,2745007680
2008-10-09,2731682400
2008-10-10,2878260480
2008-10-13,3038163839
2008-10-14,2918236320
2008-10-15,2731682400
2008-10-16,2705031839
2008-10-17,2678381279
2008-10-20,2891585760
2008-10-21,2851609920
2008-10-22,2798308800
2008-10-23,2758332960
2008-10-24,2718357120
2008-10-27,2625080160
2008-10-28,2758332960
2008-10-29,2811634080
2008-10-30,2824959360
2008-10-31,2910491840
2008-11-03,2923842720
2008-11-04,2990597120
2008-11-05,2870439200
2008-11-06,2830386560
2008-11-07,2670176000
2008-11-10,2630123360
2008-11-11,2456561920
2008-11-12,2403158400
2008-11-13,2523316320
2008-11-14,2336404000
2008-11-17,2176193440
2008-11-18,2202895200
2008-11-19,2082737280
2008-11-20,2082737280
2008-11-21,2216246080
2008-11-24,2202895200
2008-11-25,2189544320
2008-11-26,2189544320
2008-11-28,2229596960
2008-12-01,1989281120
2008-12-02,1949228480
2008-12-03,1949228480
2008-12-04,2242947840
2008-12-05,2136140800
2008-12-08,2149491680
2008-12-09,2056035520
2008-12-10,2122789920
2008-12-11,2176193440
2008-12-12,2136140800
2008-12-15,2136140800
2008-12-16,2229596960
2008-12-17,2296351360
2008-12-18,2242947840
2008-12-19,2242947840
2008-12-22,2189544320
2008-12-23,2229596960
2008-12-24,2216246080
2008-12-26,2216246080
2008-12-29,2176193440
2008-12-30,2202895200
2008-12-31,2269649600
2009-01-02,2336404000
2009-01-05,2323053120
2009-01-06,2349754880
2009-01-07,2269649600
2009-01-08,2309702240
2009-01-09,2269649600
2009-01-12,2202895200
2009-01-13,2202895200
2009-01-14,2176193440
2009-01-15,2189544320
2009-01-16,2189544320
2009-01-20,2069386400
2009-01-21,2149491680
2009-01-22,2122789920
2009-01-23,2056035520
2009-01-26,2069386400
2009-01-27,2082737280
2009-01-28,2149491680
2009-01-29,2109439040
2009-01-30,2015982880
2009-02-02,2060667840
2009-02-03,2047286880
2009-02-04,2060667840
2009-02-05,2140953600
2009-02-06,2234620320
2009-02-09,2248001280
2009-02-10,2194477440
2009-02-11,2181096480
2009-02-12,2181096480
2009-02-13,2207858400
2009-02-17,2127572640
2009-02-18,2181096480
2009-02-19,2314906080
2009-02-20,2274763200
2009-02-23,2221239360
2009-02-24,2274763200
2009-02-25,2248001280
2009-02-26,2234620320
2009-02-27,2261382240
2009-03-02,2167715520
2009-03-03,2154334560
2009-03-04,2114191680
2009-03-05,2207858400
2009-03-06,2261382240
2009-03-09,2207858400
2009-03-10,2314906080
2009-03-11,2355048960
2009-03-12,2462096640
2009-03-13,2462096640
2009-03-16,2381810880
2009-03-17,2381810880
2009-03-18,2462096640
2009-03-19,2515620480
2009-03-20,2475477600
2009-03-23,2569144320
2009-03-24,2569144320
2009-03-25,2582525280
2009-03-26,2676192000
2009-03-27,2609287200
2009-03-30,2502239520
2009-03-31,2475477600
2009-04-01,2448715680
2009-04-02,2569144320
2009-04-03,2515620480
2009-04-06,2475477600
2009-04-07,2448715680
2009-04-08,2475477600
2009-04-09,2515620480
2009-04-13,2542382400
2009-04-14,2529001440
2009-04-15,2529001440
2009-04-16,2622668160
2009-04-17,2622668160
2009-04-20,2595906240
2009-04-21,2622668160
2009-04-22,2649430080
2009-04-23,2595906240
2009-04-24,2595906240
2009-04-27,2595906240
2009-04-28,2595906240
2009-04-29,2636049120
2009-04-30,2627811200
2009-05-01,2627811200
2009-05-04,2641218400
2009-05-05,2614404000
2009-05-06,2614404000
2009-05-07,2587589600
2009-05-08,2641218400
2009-05-11,2654625600
2009-05-12,2627811200
2009-05-13,2547368000
2009-05-14,2533960800
2009-05-15,2440110400
2009-05-18,2480332000
2009-05-19,2520553600
2009-05-20,2520553600
2009-05-21,2520553600
2009-05-22,2507146400
2009-05-26,2587589600
2009-05-27,2574182400
2009-05-28,2574182400
2009-05-29,2574182400
2009-06-01,2668032800
