,ATVI
2023-04-28,61002349999
2023-05-01,60782550000
2023-05-02,59660000000
2023-05-03,59055550000
2023-05-04,58553150000
2023-05-05,59660000000
2023-05-08,59306750000
2023-05-09,59275350000
2023-05-10,59660000000
2023-05-11,60476400000
2023-05-12,60735450000
2023-05-15,61489050000
2023-05-16,61057300000
2023-05-17,61143650000
2023-05-18,61379150000
2023-05-19,61693150000
2023-05-22,62062100000
2023-05-23,62117050000
2023-05-24,61080850000
2023-05-25,60554900000
2023-05-26,61748100000
2023-05-30,62815700000
2023-05-31,62957000000
2023-06-01,62957000000
2023-06-02,63192500000
2023-06-05,63459400000
2023-06-06,63490800000
2023-06-07,63192500000
2023-06-08,62815700000
2023-06-09,63098300000
2023-06-12,62619450000
2023-06-13,63349500000
2023-06-14,63765550000
2023-06-15,63938250000
2023-06-16,64346450000
2023-06-20,64283650000
2023-06-21,63537900000
2023-06-22,64605500000
2023-06-23,64291500000
2023-06-26,65469000000
2023-06-27,66042050000
2023-06-28,65625999999
2023-06-29,65217800000
2023-06-30,66175500000
2023-07-03,65421900000
2023-07-05,65052950000
2023-07-06,64919500000
2023-07-07,64707550000
2023-07-10,64919500000
2023-07-11,71427150000
2023-07-12,70650000000
2023-07-13,70288900000
2023-07-14,70704950000
2023-07-17,73263060000
2023-07-18,72893640000
2023-07-19,72469200000
2023-07-20,72539940000
2023-07-21,72241260000
2023-07-24,72744300000
2023-07-25,72885780000
2023-07-26,72838620000
2023-07-27,72422040000
2023-07-28,72728580000
2023-07-31,72909360000
2023-08-01,72225540000
2023-08-02,72021180000
2023-08-03,72060480000
2023-08-04,71981880000
2023-08-07,71974020000
2023-08-08,71989740000
2023-08-09,71871840000
2023-08-10,71856120000
2023-08-11,71691060000
2023-08-14,71360940000
2023-08-15,71455260000
2023-08-16,71408100000
2023-08-17,71077980000
2023-08-18,71109420000
2023-08-21,71305920000
2023-08-22,72044760000
2023-08-23,72107640000
2023-08-24,71848260000
2023-08-25,72044760000
2023-08-28,72131220000
2023-08-29,72296280000
2023-08-30,72296280000
2023-08-31,72304140000
2023-09-01,72343440000
2023-09-05,72335580000
2023-09-06,72367020000
2023-09-07,72319860000
2023-09-08,72406320000
2023-09-11,72453480000
2023-09-12,72414180000
2023-09-13,72524220000
2023-09-14,72484920000
2023-09-15,72170520000
2023-09-18,72241260000
2023-09-19,72367020000
2023-09-20,72752160000
2023-09-21,72587100000
2023-09-22,73821120000
2023-09-25,73923300000
2023-09-26,73884000000
2023-09-27,73821120000
2023-09-28,73522440000
2023-09-29,73593180000
2023-10-02,73836840000
2023-10-03,73797540000
2023-10-04,73687500000
2023-10-05,73624620000
2023-10-06,74072640000
2023-10-09,74151240000
2023-10-10,74151240000
2023-10-11,74253420000
2023-10-12,74214120000
2023-10-13,74214120000
2023-10-16,74214120000
2023-10-18,74214120000
2023-10-19,74214120000
2023-10-20,74214120000
