,PRGO
2004-11-29,1301645680
2004-11-30,1284556240
2004-12-01,1301645680
2004-12-02,1288828600
2004-12-03,1278859760
2004-12-06,1278859760
2004-12-07,1263194440
2004-12-08,1271027100
2004-12-09,1253225600
2004-12-10,1234712040
2004-12-13,1235424100
2004-12-14,1254649720
2004-12-15,1262482380
2004-12-16,1261770320
2004-12-17,1261058260
2004-12-20,1239696460
2004-12-21,1243256760
2004-12-22,1238984400
2004-12-23,1243968820
2004-12-27,1239696460
2004-12-28,1242544700
2004-12-29,1241120580
2004-12-30,1241120580
2004-12-31,1229727620
2005-01-03,1251483400
2005-01-04,1219073000
2005-01-05,1209497200
2005-01-06,1215390000
2005-01-07,1196975000
2005-01-10,1205077600
2005-01-11,1204341000
2005-01-12,1216126600
2005-01-13,1208760600
2005-01-14,1238224600
2005-01-18,1262532400
2005-01-19,1261795800
2005-01-20,1263269000
2005-01-21,1266952000
2005-01-24,1275054600
2005-01-25,1274318000
2005-01-26,1280210800
2005-01-27,1281684000
2005-01-28,1282420600
2005-01-31,1263269000
2005-02-01,1319987200
2005-02-02,1302308800
2005-02-03,1283157200
2005-02-04,1289050000
2005-02-07,1284630400
2005-02-08,1291259800
2005-02-09,1286840200
2005-02-10,1281684000
2005-02-11,1276527799
2005-02-14,1287576800
2005-02-15,1271371600
2005-02-16,1309674800
2005-02-17,1319250600
2005-02-18,1333982600
2005-02-22,1303045400
2005-02-23,1296416000
2005-02-24,1294942799
2005-02-25,1310411400
2005-02-28,1294206200
2005-03-01,1280947400
2005-03-02,1283157200
2005-03-03,1274318000
2005-03-04,1270635000
2005-03-07,1300099000
2005-03-08,1290523200
2005-03-09,1299362400
2005-03-10,1289786600
2005-03-11,1305991800
2005-03-14,1352397600
2005-03-15,1378915200
2005-03-16,1389227600
2005-03-17,1422374600
2005-03-18,1448155600
2005-03-21,1454048400
2005-03-22,1446682400
2005-03-23,1437106600
2005-03-24,1443736000
2005-03-28,1417218400
2005-03-29,1384071400
2005-03-30,1419428200
2005-03-31,1410589000
2005-04-01,1391437400
2005-04-04,1390700800
2005-04-05,1399540000
2005-04-06,1431213800
2005-04-07,1422374600
2005-04-08,1398803400
2005-04-11,1398066800
2005-04-12,1407642600
2005-04-13,1399540000
2005-04-14,1399540000
2005-04-15,1392910600
2005-04-18,1388491000
2005-04-19,1403223000
2005-04-20,1366393000
2005-04-21,1370076000
2005-04-22,1340612000
2005-04-25,1345768200
2005-04-26,1329563000
2005-04-27,1346504800
2005-04-28,1319250600
2005-04-29,1349451200
2005-05-02,1345031600
2005-05-03,1329563000
2005-05-04,1339875400
2005-05-05,1301572200
2005-05-06,1282420600
2005-05-09,1258849400
2005-05-10,1254429800
2005-05-11,1216126600
2005-05-12,1196238400
2005-05-13,1163828000
2005-05-16,1171194000
2005-05-17,1166774400
2005-05-18,1170457400
2005-05-19,1163091400
2005-05-20,1163828000
2005-05-23,1170457400
2005-05-24,1147622800
2005-05-25,1125524800
2005-05-26,1137310400
2005-05-27,1166774400
2005-05-31,1144676400
2005-06-01,1150569200
2005-06-02,1152042400
2005-06-03,1110792800
2005-06-06,1101953600
2005-06-07,1078382400
2005-06-08,1056284400
2005-06-09,1045972000
2005-06-10,1036396200
2005-06-13,1040815800
2005-06-14,1061440600
2005-06-15,1062913800
2005-06-16,1082065400
2005-06-17,1096797400
2005-06-20,1085011800
2005-06-21,1089431400
2005-06-22,1068070000
2005-06-23,1023874000
2005-06-24,1045235400
2005-06-27,1017981200
2005-06-28,1019454400
2005-06-29,1030503400
2005-06-30,1026820400
2005-07-01,1294381320
2005-07-05,1293449440
2005-07-06,1299040720
2005-07-07,1272016200
2005-07-08,1293449440
2005-07-11,1304632000
2005-07-12,1273879960
2005-07-13,1277607480
2005-07-14,1278539360
2005-07-15,1286926280
2005-07-18,1277607480
2005-07-19,1297176960
2005-07-20,1314882680
2005-07-21,1313950800
2005-07-22,1317678320
2005-07-25,1304632000
2005-07-26,1309291400
2005-07-27,1301836360
2005-07-28,1303700120
2005-07-29,1295313200
2005-08-01,1301836360
2005-08-02,1330724640
2005-08-03,1325133360
2005-08-04,1305563880
2005-08-05,1293449440
2005-08-08,1278539360
2005-08-09,1282266880
2005-08-10,1261765520
2005-08-11,1280403120
2005-08-12,1272016200
2005-08-15,1277607480
2005-08-16,1258038000
2005-08-17,1284130640
2005-08-18,1275743720
2005-08-19,1267356800
2005-08-22,1274811840
2005-08-23,1256174240
2005-08-24,1247787320
2005-08-25,1273879960
2005-08-26,1267356800
2005-08-29,1294381320
2005-08-30,1302768240
2005-08-31,1335384040
2005-09-01,1307427640
2005-09-02,1374523000
2005-09-06,1394092480
2005-09-07,1407138800
2005-09-08,1397820000
2005-09-09,1394092480
2005-09-12,1394092480
2005-09-13,1368931720
2005-09-14,1358681040
2005-09-15,1353089760
2005-09-16,1372659240
2005-09-19,1346566600
2005-09-20,1348430360
2005-09-21,1322337720
2005-09-22,1328860880
2005-09-23,1314882680
2005-09-26,1302768240
2005-09-27,1300904480
2005-09-28,1296245080
2005-09-29,1340975320
2005-09-30,1333520280
2005-10-03,1322870250
2005-10-04,1321013590
2005-10-05,1283880390
2005-10-06,1266242120
2005-10-07,1275525420
2005-10-10,1263457130
2005-10-11,1248603850
2005-10-12,1222610610
2005-10-13,1218897290
2005-10-14,1230037250
2005-10-17,1218897290
2005-10-18,1212398980
2005-10-19,1215183970
2005-10-20,1202187350
2005-10-21,1205900670
2005-10-24,1205900670
2005-10-25,1202187350
2005-10-26,1193832380
2005-10-27,1232822240
2005-10-28,1227252260
2005-10-31,1241177210
2005-11-01,1262528800
2005-11-02,1327511900
2005-11-03,1349791820
2005-11-04,1344221840
2005-11-07,1352576810
2005-11-08,1345150170
2005-11-09,1336795200
2005-11-10,1334938540
2005-11-11,1325655240
2005-11-14,1311730290
2005-11-15,1299662000
2005-11-16,1299662000
2005-11-17,1313586950
2005-11-18,1325655240
2005-11-21,1333081880
2005-11-22,1322870250
2005-11-23,1332153550
2005-11-25,1329368560
2005-11-28,1324726910
2005-11-29,1328440230
2005-11-30,1347006830
2005-12-01,1382283370
2005-12-02,1388781680
2005-12-05,1387853350
2005-12-06,1371143410
2005-12-07,1361860110
2005-12-08,1369286750
2005-12-09,1386925020
2005-12-12,1390638340
2005-12-13,1387853350
2005-12-14,1382283370
2005-12-15,1354433470
2005-12-16,1343293510
2005-12-19,1322870250
2005-12-20,1339580190
2005-12-21,1366501760
2005-12-22,1380426710
2005-12-23,1388781680
2005-12-27,1390638340
2005-12-28,1395279990
2005-12-29,1403634960
2005-12-30,1384140030
2006-01-03,1405074280
2006-01-04,1409708430
2006-01-05,1423610880
2006-01-06,1439366990
2006-01-09,1442147480
2006-01-10,1469025550
2006-01-11,1483854830
2006-01-12,1446781630
2006-01-13,1437513330
2006-01-17,1420830390
2006-01-18,1418976730
2006-01-19,1431952350
2006-01-20,1394879150
2006-01-23,1412488920
2006-01-24,1416196240
2006-01-25,1433806010
2006-01-26,1447708460
2006-01-27,1466245060
2006-01-30,1453269440
2006-01-31,1446781630
2006-02-01,1482001170
2006-02-02,1519074370
2006-02-03,1467171890
2006-02-06,1464391400
2006-02-07,1441220650
2006-02-08,1451415780
2006-02-09,1436586500
2006-02-10,1430098690
2006-02-13,1420830390
2006-02-14,1440293820
2006-02-15,1450488950
2006-02-16,1464391400
2006-02-17,1447708460
2006-02-21,1424537710
2006-02-22,1485708490
2006-02-23,1480147510
2006-02-24,1484781660
2006-02-27,1507025580
2006-02-28,1472732870
2006-03-01,1515367050
2006-03-02,1514440220
2006-03-03,1489415810
2006-03-06,1473659700
2006-03-07,1491269470
2006-03-08,1499610940
2006-03-09,1476440190
2006-03-10,1481074340
2006-03-13,1474586530
2006-03-14,1484781660
2006-03-15,1506098750
2006-03-16,1490342639
2006-03-17,1492196300
2006-03-20,1476440190
2006-03-21,1459757250
2006-03-22,1478293850
2006-03-23,1466245060
2006-03-24,1469952380
2006-03-27,1484781660
2006-03-28,1492196300
2006-03-29,1507025580
2006-03-30,1500537770
2006-03-31,1511659730
2006-04-03,1514042700
2006-04-04,1531637080
2006-04-05,1522376880
2006-04-06,1517746780
2006-04-07,1526080960
2006-04-10,1524228920
2006-04-11,1502930460
2006-04-12,1523302900
2006-04-13,1518672799
2006-04-17,1524228920
2006-04-18,1547379420
2006-04-19,1552009520
2006-04-20,1534415140
2006-04-21,1547379420
2006-04-24,1552009520
2006-04-25,1531637080
2006-04-26,1521450860
2006-04-27,1517746780
2006-04-28,1477927920
2006-05-01,1454777420
2006-05-02,1447369260
2006-05-03,1451073340
2006-05-04,1452925380
2006-05-05,1448295280
2006-05-08,1451073340
2006-05-09,1431626920
2006-05-10,1397364180
2006-05-11,1374213680
2006-05-12,1340876960
2006-05-15,1373287660
2006-05-16,1414958560
2006-05-17,1421440700
2006-05-18,1427922840
2006-05-19,1449221300
2006-05-22,1498300360
2006-05-23,1507560560
2006-05-24,1499226380
2006-05-25,1518672799
2006-05-26,1553861560
2006-05-30,1507560560
2006-05-31,1557565640
2006-06-01,1555713600
2006-06-02,1559417680
2006-06-05,1515894740
2006-06-06,1519598820
2006-06-07,1524228920
2006-06-08,1549231460
2006-06-09,1530711060
2006-06-12,1495522299
2006-06-13,1491818220
2006-06-14,1522376880
2006-06-15,1559417680
2006-06-16,1545527380
2006-06-19,1504782500
2006-06-20,1493670260
2006-06-21,1505708520
2006-06-22,1496448320
2006-06-23,1490892200
2006-06-26,1482558020
2006-06-27,1471445780
2006-06-28,1470519760
2006-06-29,1515894740
2006-06-30,1490892200
2006-07-03,1493121600
2006-07-05,1477453040
2006-07-06,1475609680
2006-07-07,1473766320
2006-07-10,1472844640
2006-07-11,1494043280
2006-07-12,1430447360
2006-07-13,1376068240
2006-07-14,1363164720
2006-07-17,1377911600
2006-07-18,1399110240
2006-07-19,1434134080
2006-07-20,1411092080
2006-07-21,1392658480
2006-07-24,1414778800
2006-07-25,1440585840
2006-07-26,1439664160
2006-07-27,1423995600
2006-07-28,1455332720
2006-07-31,1459941120
2006-08-01,1449802640
2006-08-02,1471001280
2006-08-03,1478374720
2006-08-04,1479296400
2006-08-07,1460862800
2006-08-08,1444272560
2006-08-09,1412013760
2006-08-10,1436899120
2006-08-11,1411092080
2006-08-14,1429525680
2006-08-15,1429525680
2006-08-16,1430447360
2006-08-17,1467314560
2006-08-18,1469157920
2006-08-21,1465471200
2006-08-22,1439664160
2006-08-23,1424917280
2006-08-24,1424917280
2006-08-25,1415700480
2006-08-28,1440585840
2006-08-29,1463627840
2006-08-30,1484826480
2006-08-31,1487591520
2006-09-01,1481139760
2006-09-05,1489434880
2006-09-06,1461784480
2006-09-07,1466392880
2006-09-08,1482983120
2006-09-11,1464549520
2006-09-12,1512476880
2006-09-13,1520772000
2006-09-14,1499573360
2006-09-15,1495886640
2006-09-18,1504181760
2006-09-19,1493121600
2006-09-20,1549344080
2006-09-21,1534597199
2006-09-22,1525380400
2006-09-25,1532753840
2006-09-26,1531832160
2006-09-27,1568699360
2006-09-28,1574229439
2006-09-29,1564090960
2006-10-02,1550191680
2006-10-03,1575905760
2006-10-04,1587844440
2006-10-05,1598864760
2006-10-06,1599783120
2006-10-09,1603456560
2006-10-10,1599783120
2006-10-11,1575905760
2006-10-12,1607130000
2006-10-13,1608966720
2006-10-16,1640190960
2006-10-17,1640190960
2006-10-18,1646619480
2006-10-19,1666823399
2006-10-20,1652129639
2006-10-23,1673251920
2006-10-24,1664068320
2006-10-25,1676007000
2006-10-26,1702639440
2006-10-27,1676925360
2006-10-30,1658558160
2006-10-31,1642946040
2006-11-01,1581415920
2006-11-02,1559375280
2006-11-03,1552028399
2006-11-06,1608048360
2006-11-07,1643864399
2006-11-08,1653966360
2006-11-09,1561212000
2006-11-10,1552946760
2006-11-13,1561212000
2006-11-14,1560293639
2006-11-15,1570395600
2006-11-16,1584171000
2006-11-17,1585089360
2006-11-20,1596109680
2006-11-21,1584171000
2006-11-22,1582334280
2006-11-24,1572232320
2006-11-27,1524477600
2006-11-28,1522640879
2006-11-29,1548354960
2006-11-30,1541008080
2006-12-01,1521722520
2006-12-04,1538253000
2006-12-05,1529987760
2006-12-06,1518049080
2006-12-07,1508865480
2006-12-08,1524477600
2006-12-11,1539171360
2006-12-12,1520804160
2006-12-13,1535497920
2006-12-14,1541008080
2006-12-15,1552946760
2006-12-18,1522640879
2006-12-19,1552028399
2006-12-20,1569477240
2006-12-21,1591517879
2006-12-22,1588762800
2006-12-26,1610803440
2006-12-27,1607130000
2006-12-28,1595191320
2006-12-29,1588762800
2007-01-03,1613833230
2007-01-04,1622997530
2007-01-05,1597337490
2007-01-08,1566178870
2007-01-09,1552432420
2007-01-10,1532270960
2007-01-11,1530438100
2007-01-12,1530438100
2007-01-16,1530438100
2007-01-17,1574426740
2007-01-18,1588173189
2007-01-19,1612916800
2007-01-22,1586340330
2007-01-23,1590922480
2007-01-24,1600086780
2007-01-25,1581758180
2007-01-26,1589089620
2007-01-29,1591838910
2007-01-30,1587256760
2007-01-31,1583591040
2007-02-01,1591838910
2007-02-02,1617498949
2007-02-05,1532270960
2007-02-06,1517608080
2007-02-07,1530438100
2007-02-08,1536853110
2007-02-09,1568011730
2007-02-12,1553348850
2007-02-13,1551515990
2007-02-14,1558847430
2007-02-15,1558847430
2007-02-16,1559763860
2007-02-20,1594588199
2007-02-21,1579008890
2007-02-22,1592755340
2007-02-23,1584507470
2007-02-26,1592755340
2007-02-27,1553348850
2007-02-28,1530438100
2007-03-01,1532270960
2007-03-02,1505694490
2007-03-05,1489198750
2007-03-06,1509360210
2007-03-07,1488282319
2007-03-08,1504778060
2007-03-09,1516691650
2007-03-12,1528605240
2007-03-13,1498363050
2007-03-14,1500195910
2007-03-15,1502945199
2007-03-16,1491031610
2007-03-19,1513025930
2007-03-20,1519440939
2007-03-21,1553348850
2007-03-22,1553348850
2007-03-23,1639493270
2007-03-26,1582674610
2007-03-27,1607418220
2007-03-28,1599170350
2007-03-29,1592755340
2007-03-30,1618415380
2007-04-02,1633078260
2007-04-03,1666069740
2007-04-04,1649574000
2007-04-05,1669735460
2007-04-09,1663320449
2007-04-10,1651406860
2007-04-11,1658738300
2007-04-12,1677983330
2007-04-13,1701810510
2007-04-16,1722888400
2007-04-17,1755879880
2007-04-18,1751297730
2007-04-19,1737551280
2007-04-20,1764127750
2007-04-23,1769626330
2007-04-24,1756796310
2007-04-25,1782456350
2007-04-26,1785205640
2007-04-27,1765960610
2007-04-30,1741217000
2007-05-01,1739384140
2007-05-02,1748548439
2007-05-03,1755879880
2007-05-04,1771459189
2007-05-07,1773292050
2007-05-08,1809949250
2007-05-09,1800784949
2007-05-10,1767793470
2007-05-11,1820946410
2007-05-14,1790704220
2007-05-15,1749464870
2007-05-16,1819113550
2007-05-17,1816364260
2007-05-18,1847522880
2007-05-21,1860352900
2007-05-22,1866767910
2007-05-23,1860352900
2007-05-24,1802617810
2007-05-25,1795286370
2007-05-29,1802617810
2007-05-30,1785205640
2007-05-31,1792537080
2007-06-01,1814531400
2007-06-04,1835609290
2007-06-05,1832860000
2007-06-06,1837442150
2007-06-07,1832860000
2007-06-08,1806283530
2007-06-11,1814531400
2007-06-12,1791620650
2007-06-13,1818197120
2007-06-14,1823695699
2007-06-15,1811782110
2007-06-18,1822779270
2007-06-19,1795286370
2007-06-20,1746715580
2007-06-21,1776041340
2007-06-22,1772375620
2007-06-25,1763211319
2007-06-26,1801701380
2007-06-27,1795286370
2007-06-28,1779707060
2007-06-29,1794369939
2007-07-02,1827446040
2007-07-03,1852594380
2007-07-05,1858182900
2007-07-06,1874017040
2007-07-09,1863771420
2007-07-10,1860977160
2007-07-11,1900096799
2007-07-12,1916862359
2007-07-13,1914068100
2007-07-16,1904753900
2007-07-17,1923382299
2007-07-18,1897302540
2007-07-19,1908479579
2007-07-20,1877742720
2007-07-23,1884262660
2007-07-24,1840485920
2007-07-25,1839554500
2007-07-26,1774355100
2007-07-27,1722195579
2007-07-30,1730578359
2007-07-31,1737098299
2007-08-01,1794846340
2007-08-02,1833965980
2007-08-03,1809749060
2007-08-06,1908479579
2007-08-07,1919656620
2007-08-08,2028632760
2007-08-09,2074272340
2007-08-10,2010004359
2007-08-13,2048192579
2007-08-14,2038878380
2007-08-15,2023044240
2007-08-16,2010935780
2007-08-17,2018387140
2007-08-20,2064026720
2007-08-21,2040741220
2007-08-22,2050986840
2007-08-23,1889851180
2007-08-24,1912205260
2007-08-27,1921519460
2007-08-28,1880536980
2007-08-29,1924313720
2007-08-30,1909411000
2007-08-31,1928970820
2007-09-04,1955050579
2007-09-05,1983924600
2007-09-06,1988581700
2007-09-07,1970884720
2007-09-10,1969021880
2007-09-11,1969021880
2007-09-12,1978336079
2007-09-13,1990444540
2007-09-14,2004415840
2007-09-17,1975541820
2007-09-18,2023044240
2007-09-19,2040741220
2007-09-20,2019318560
2007-09-21,2025838500
2007-09-24,2031427020
2007-09-25,2026769920
2007-09-26,2031427020
2007-09-27,2018387140
2007-09-28,1988581700
2007-10-01,2017564020
2007-10-02,2009180790
2007-10-03,2000797560
2007-10-04,2009180790
2007-10-05,1994277270
2007-10-08,2002660500
2007-10-09,2064137520
2007-10-10,2047371060
2007-10-11,2076246630
2007-10-12,2100464850
2007-10-15,2079972509
2007-10-16,2106985140
2007-10-17,2109779549
2007-10-18,2096738970
2007-10-19,2086492799
2007-10-22,2094876029
2007-10-23,2097670440
2007-10-24,2110711020
2007-10-25,2152627170
2007-10-26,2167530690
2007-10-29,2197337730
2007-10-30,2183365680
2007-10-31,2208515370
2007-11-01,2520557820
2007-11-02,2693811240
2007-11-05,2721755340
2007-11-06,2796272940
2007-11-07,2754356790
2007-11-08,2794410000
2007-11-09,2786026770
2007-11-12,2770191780
2007-11-13,2848435260
2007-11-14,2810244990
2007-11-15,2827942920
2007-11-16,2803724700
2007-11-19,2754356790
2007-11-20,2782300890
2007-11-21,2760877080
2007-11-23,2792547060
2007-11-26,2764602960
2007-11-27,2874516420
2007-11-28,2997470460
2007-11-29,2922952860
2007-11-30,2878242300
2007-12-03,2884762590
2007-12-04,2882899650
2007-12-05,2867996130
2007-12-06,2870790540
2007-12-07,2880105240
2007-12-10,2882899650
2007-12-11,3031934849
2007-12-12,2956485780
2007-12-13,3041249550
2007-12-14,3036592200
2007-12-17,2991881640
2007-12-18,3042181019
2007-12-19,3166998000
2007-12-20,3234995309
2007-12-21,3267596760
2007-12-24,3316033200
2007-12-26,3370989930
2007-12-27,3361675230
2007-12-28,3316033200
2007-12-31,3261076470
2008-01-02,3157036000
2008-01-03,3160750160
2008-01-04,3066967620
2008-01-07,3072538860
2008-01-08,3070681780
2008-01-09,3088324040
2008-01-10,3194177600
2008-01-11,3102252139
2008-01-14,3128251260
2008-01-15,3098537980
2008-01-16,3166321400
2008-01-17,3153321840
2008-01-18,3028897480
2008-01-22,3014969380
2008-01-23,2893330640
2008-01-24,2941614720
2008-01-25,2795833940
2008-01-28,2820904520
2008-01-29,2837618240
2008-01-30,2859903200
2008-01-31,2863617360
2008-02-01,2904473120
2008-02-04,2975042160
2008-02-05,3108751919
2008-02-06,3172821180
2008-02-07,3197891760
2008-02-08,3298174080
2008-02-11,3338101300
2008-02-12,3280531820
2008-02-13,3301888240
2008-02-14,3251747080
2008-02-15,3246175840
2008-02-19,3263818100
2008-02-20,3232247740
2008-02-21,3153321840
2008-02-22,3163535780
2008-02-25,3287960139
2008-02-26,3250818540
2008-02-27,3222962340
2008-02-28,3189534900
2008-02-29,3103180680
2008-03-03,3073467400
2008-03-04,3109680460
2008-03-05,3130108340
2008-03-06,2997327120
2008-03-07,2979684860
2008-03-10,2994541500
2008-03-11,3239676060
2008-03-12,3233176280
2008-03-13,3349243780
2008-03-14,3235033360
2008-03-17,3208105699
2008-03-18,3417955740
2008-03-19,3434669460
2008-03-20,3519166600
2008-03-24,3603663740
2008-03-25,3539594480
2008-03-26,3444883400
2008-03-27,3533094699
2008-03-28,3484810620
2008-03-31,3503381419
2008-04-01,3635234100
2008-04-02,3627805780
2008-04-03,3586021480
2008-04-04,3665875919
2008-04-07,3617591840
2008-04-08,3635234100
2008-04-09,3664947380
2008-04-10,3678875480
2008-04-11,3581378780
2008-04-14,3564665060
2008-04-15,3569307760
2008-04-16,3713231460
2008-04-17,3660304680
2008-04-18,3734587880
2008-04-21,3716945620
2008-04-22,3643590960
2008-04-23,3677018400
2008-04-24,3729016639
2008-04-25,3750373060
2008-04-28,3826513340
2008-04-29,3781014880
2008-04-30,3806085460
2008-05-01,3877583040
2008-05-02,3933295440
2008-05-05,3928652740
2008-05-06,3295388460
2008-05-07,3098537980
2008-05-08,3148679139
2008-05-09,3096680900
2008-05-12,3027040400
2008-05-13,2956471360
2008-05-14,2994541500
2008-05-15,3022397699
2008-05-16,3057682220
2008-05-19,3071610320
2008-05-20,3066967620
2008-05-21,3150536220
2008-05-22,3329744440
2008-05-23,3322316120
2008-05-27,3381742680
2008-05-28,3395670780
2008-05-29,3390099540
2008-05-30,3399384940
2008-06-02,3321387580
2008-06-03,3373385820
2008-06-04,3336244220
2008-06-05,3418884280
2008-06-06,3401242020
2008-06-09,3332530060
2008-06-10,3213676940
2008-06-11,3089252580
2008-06-12,3120822940
2008-06-13,3203463000
2008-06-16,3159821620
2008-06-17,3096680900
2008-06-18,3003826900
2008-06-19,3047468280
2008-06-20,3017755000
2008-06-23,3030754560
2008-06-24,2994541500
2008-06-25,3079038639
2008-06-26,3057682220
2008-06-27,3022397699
2008-06-30,2949971580
2008-07-01,2950626600
2008-07-02,3039702120
2008-07-03,3078672660
2008-07-07,3048052950
2008-07-08,3182594099
2008-07-09,3199295759
2008-07-10,3234554820
2008-07-11,3257751570
2008-07-14,3252184349
2008-07-15,3347754960
2008-07-16,3386725500
2008-07-17,3340332000
2008-07-18,3345899220
2008-07-21,3346827090
2008-07-22,3406210770
2008-07-23,3382086150
2008-07-24,3337548390
2008-07-25,3383941890
2008-07-28,3349610700
2008-07-29,3334764780
2008-07-30,3275381099
2008-07-31,3268886009
2008-08-01,3281876190
2008-08-04,3304145070
2008-08-05,3357961530
2008-08-06,3379302540
2008-08-07,3247545000
2008-08-08,3291154890
2008-08-11,3242905650
2008-08-12,3260535180
2008-08-13,3189089190
2008-08-14,3218781030
2008-08-15,3281876190
2008-08-18,3338476259
2008-08-19,3298577849
2008-08-20,3257751570
2008-08-21,3337548390
2008-08-22,3383014020
2008-08-25,3326413950
2008-08-26,3261463050
2008-08-27,3278164710
2008-08-28,3271669620
2008-08-29,3246617130
2008-09-02,3238266300
2008-09-03,3238266300
2008-09-04,3200223630
2008-09-05,3219708900
2008-09-08,3258679440
2008-09-09,3223420380
2008-09-10,3288371280
2008-09-11,3238266300
2008-09-12,3195584280
2008-09-15,3121354680
2008-09-16,3233626950
2008-09-17,3328269690
2008-09-18,3572299500
2008-09-19,3681788160
2008-09-22,3453532140
2008-09-23,3438686220
2008-09-24,3525906000
2008-09-25,3545391270
2008-09-26,3614981520
2008-09-29,3663230759
2008-09-30,3568588020
2008-10-01,3484785840
2008-10-02,3452570440
2008-10-03,3430479880
2008-10-06,3221540000
2008-10-07,3244551000
2008-10-08,3187483720
2008-10-09,2991430000
2008-10-10,2883738520
2008-10-13,3175518000
2008-10-14,3309902240
2008-10-15,3039292880
2008-10-16,3077030920
2008-10-17,2959214600
2008-10-20,3000634400
2008-10-21,2938044480
2008-10-22,2797217160
2008-10-23,2808262440
2008-10-24,2695968760
2008-10-27,2601163440
2008-10-28,2756717800
2008-10-29,2888340720
2008-10-30,3129496000
2008-10-31,3129496000
2008-11-03,3172756680
2008-11-04,3088996640
2008-11-05,2982225600
2008-11-06,2923317440
2008-11-07,2931601400
2008-11-10,3075190039
2008-11-11,3068746960
2008-11-12,3024565840
2008-11-13,3170915800
2008-11-14,3062303880
2008-11-17,2984986920
2008-11-18,3109246320
2008-11-19,2946328440
2008-11-20,2851523120
2008-11-21,2854284440
2008-11-24,3028247600
2008-11-25,3108325880
2008-11-26,3119371160
2008-11-28,3167234039
2008-12-01,2968419000
2008-12-02,3056781240
2008-12-03,3065985640
2008-12-04,2943567120
2008-12-05,2937124040
2008-12-08,3035611119
2008-12-09,3008918360
2008-12-10,2984066480
2008-12-11,2966578119
2008-12-12,2971180320
2008-12-15,2818387280
2008-12-16,2881897640
2008-12-17,2952771520
2008-12-18,3057701680
2008-12-19,3046656400
2008-12-22,2987748240
2008-12-23,3018122760
2008-12-24,2892942920
2008-12-26,2922397000
2008-12-29,2862568400
2008-12-30,2930680960
2008-12-31,2973941640
2009-01-02,2907996540
2009-01-05,2850977000
2009-01-06,2751652640
2009-01-07,2667962670
2009-01-08,2663364320
2009-01-09,2691874090
2009-01-12,2693713430
2009-01-13,2737857590
2009-01-14,2690954420
2009-01-15,2713946170
2009-01-16,2711187160
2009-01-20,2667043000
2009-01-21,2686356070
2009-01-22,2656926630
2009-01-23,2662444650
2009-01-26,2695552770
2009-01-27,2710267490
2009-01-28,2740616600
2009-01-29,2739696930
2009-01-30,2699231450
2009-02-02,2675320030
2009-02-03,2109722980
2009-02-04,2146509780
2009-02-05,2194332620
2009-02-06,2249512820
2009-02-09,2217324370
2009-02-10,2178698230
2009-02-11,2208127670
2009-02-12,2245834140
2009-02-13,2227440740
2009-02-17,2200770310
2009-02-18,2165822850
2009-02-19,2118000010
2009-02-20,2062819810
2009-02-23,1969933140
2009-02-24,1889002180
2009-02-25,1930387329
2009-02-26,1872448120
2009-02-27,1847617030
2009-03-02,1737256630
2009-03-03,1770364750
2009-03-04,1824625280
2009-03-05,1766686070
2009-03-06,1778641780
2009-03-09,1769445079
2009-03-10,1797954850
2009-03-11,1879805480
2009-03-12,2012237960
2009-03-13,2023274000
2009-03-16,2070177170
2009-03-17,2137313079
2009-03-18,2142831100
2009-03-19,2068337829
2009-03-20,2037988720
2009-03-23,2145590109
2009-03-24,2110642650
2009-03-25,2178698230
2009-03-26,2306532360
2009-03-27,2301934010
2009-03-30,2282620940
2009-03-31,2283540610
2009-04-01,2275263580
2009-04-02,2221922720
2009-04-03,2186055590
2009-04-06,2193412950
2009-04-07,2182376910
2009-04-08,2216404700
2009-04-09,2238476780
2009-04-13,2250432490
2009-04-14,2170421200
2009-04-15,2163983510
2009-04-16,2224681730
2009-04-17,2243075130
2009-04-20,2198930970
2009-04-21,2180537570
2009-04-22,2193412950
2009-04-23,2271584900
2009-04-24,2336881470
2009-04-27,2375507610
2009-04-28,2335961800
2009-04-29,2415973090
2009-04-30,2383784640
2009-05-01,2374587940
2009-05-04,2426089460
2009-05-05,2378266620
2009-05-06,2312050380
2009-05-07,2472072960
2009-05-08,2497823720
2009-05-11,2483109000
2009-05-12,2477590980
2009-05-13,2461956590
2009-05-14,2455518900
2009-05-15,2443563190
2009-05-18,2462876260
2009-05-19,2490466360
2009-05-20,2493225370
2009-05-21,2455518900
2009-05-22,2475751640
2009-05-26,2491386030
2009-05-27,2517136790
2009-05-28,2468394280
2009-05-29,2470233620
2009-06-01,2483109000
2009-06-02,2458277910
2009-06-03,2426089460
2009-06-04,2429768140
2009-06-05,2427009130
2009-06-08,2415053420
2009-06-09,2371828930
2009-06-10,2362632230
2009-06-11,2415053420
2009-06-12,2433446820
2009-06-15,2378266620
2009-06-16,2386543650
2009-06-17,2439884510
2009-06-18,2469313950
2009-06-19,2465635270
2009-06-22,2373668270
2009-06-23,2397579690
2009-06-24,2440804180
2009-06-25,2498743390
2009-06-26,2555762930
2009-06-29,2587951380
2009-06-30,2554843260
2009-07-01,2582754640
2009-07-02,2546857480
2009-07-06,2553300560
2009-07-07,2506358120
2009-07-08,2517403400
2009-07-09,2494392400
2009-07-10,2451131720
2009-07-13,2510960320
2009-07-14,2543175720
2009-07-15,2554221000
2009-07-16,2556982320
