,PRGO
2023-06-09,4519020000
2023-06-12,4464900000
2023-06-13,4479783000
2023-06-14,4566375000
2023-06-15,4659732000
2023-06-16,4654320000
2023-06-20,4585317000
2023-06-21,4594788000
2023-06-22,4620495000
2023-06-23,4535256000
2023-06-26,4524432000
2023-06-27,4506843000
2023-06-28,4496019000
2023-06-29,4551492000
2023-06-30,4593435000
2023-07-03,4551445000
2023-07-05,4501310000
2023-07-06,4479630000
2023-07-07,4421365000
2023-07-10,4464725000
2023-07-11,4517570000
2023-07-12,4482340000
2023-07-13,4504020000
2023-07-14,4611065000
2023-07-17,4498600000
2023-07-18,4521635000
2023-07-19,4639520000
2023-07-20,4769600000
2023-07-21,4793990000
2023-07-24,4795345000
2023-07-25,4818380000
2023-07-26,4943040000
2023-07-27,4926780000
2023-07-28,4952525000
2023-07-31,4964720000
2023-08-01,4925425000
2023-08-02,4918650000
2023-08-03,4925425000
2023-08-04,4941685000
2023-08-07,4986400000
2023-08-08,5411870000
2023-08-09,5275015000
2023-08-10,5216750000
2023-08-11,5350895000
2023-08-14,5280435000
2023-08-15,5268240000
2023-08-16,5199135000
2023-08-17,5149000000
2023-08-18,5169325000
2023-08-21,5108350000
2023-08-22,5117835000
2023-08-23,5132740000
2023-08-24,5081250000
2023-08-25,5081250000
2023-08-28,4918650000
2023-08-29,4925425000
2023-08-30,4867160000
2023-08-31,4742500000
2023-09-01,4898325000
2023-09-05,4773665000
2023-09-06,4657135000
2023-09-07,4567705000
2023-09-08,4588030000
2023-09-11,4625970000
2023-09-12,4594805000
2023-09-13,4583965000
2023-09-14,4556865000
2023-09-15,4544670000
2023-09-18,4594805000
2023-09-19,4544670000
2023-09-20,4521635000
2023-09-21,4428140000
2023-09-22,4369875000
2023-09-25,4361745000
2023-09-26,4264185000
2023-09-27,4266895000
2023-09-28,4302125000
2023-09-29,4329225000
2023-10-02,4249280000
2023-10-03,4172045000
2023-10-04,4086680000
2023-10-05,4177465000
2023-10-06,4127330000
2023-10-09,4078550000
2023-10-10,4132750000
2023-10-11,4121910000
2023-10-12,3974215000
2023-10-13,3979635000
2023-10-16,4108360000
2023-10-17,4182885000
2023-10-18,4075840000
2023-10-19,4018930000
2023-10-20,4041965000
2023-10-23,3941695000
2023-10-24,3967440000
2023-10-25,3957955000
2023-10-26,3869880000
2023-10-27,3655790000
2023-10-30,3673405000
2023-10-31,3745220000
2023-11-01,3799420000
2023-11-02,3772320000
2023-11-03,3895625000
2023-11-06,3857685000
2023-11-07,4013510000
2023-11-08,3933565000
2023-11-09,3806195000
2023-11-10,3848200000
2023-11-13,3815680000
2023-11-14,3914595000
2023-11-15,4116490000
2023-11-16,3957955000
2023-11-17,4079905000
2023-11-20,4123265000
2023-11-21,4098875000
2023-11-22,4125975000
2023-11-24,4182885000
2023-11-27,4166625000
2023-11-28,4127330000
2023-11-29,4111070000
2023-11-30,4127330000
2023-12-01,4186950000
2023-12-04,4249280000
2023-12-05,4188305000
2023-12-06,4013510000
2023-12-07,4139525000
2023-12-08,4017575000
2023-12-11,3955245000
2023-12-12,3903755000
2023-12-13,4055515000
2023-12-14,4032480000
2023-12-15,3963375000
2023-12-18,3964730000
2023-12-19,4170690000
2023-12-20,4185595000
2023-12-21,4256055000
2023-12-22,4295350000
2023-12-26,4302125000
2023-12-27,4342775000
2023-12-28,4349550000
2023-12-29,4360390000
2024-01-02,4494535000
2024-01-03,4516215000
2024-01-04,4551445000
2024-01-05,4594805000
2024-01-08,4625970000
2024-01-09,4589385000
2024-01-10,4517570000
2024-01-11,4464725000
2024-01-12,4471500000
2024-01-16,4471500000
2024-01-17,4434915000
2024-01-18,4441690000
2024-01-19,4483695000
2024-01-22,4558220000
2024-01-23,4505375000
2024-01-24,4472855000
2024-01-25,4487760000
2024-01-26,4531120000
2024-01-29,4494535000
2024-01-30,4437625000
2024-01-31,4346840000
2024-02-01,4373940000
2024-02-02,4373940000
2024-02-05,4340065000
2024-02-06,4356325000
2024-02-07,4323805000
2024-02-08,4317030000
2024-02-09,4319740000
2024-02-12,4390200000
2024-02-13,4303480000
2024-02-14,4276380000
2024-02-15,4384780000
2024-02-16,4340065000
2024-02-20,4379360000
2024-02-21,4336000000
2024-02-22,4310255000
2024-02-23,4356325000
2024-02-26,4359035000
2024-02-27,3699150000
2024-02-28,3578555000
2024-02-29,3558230000
2024-03-01,3567715000
2024-03-04,3554165000
2024-03-05,3693730000
2024-03-06,3806195000
2024-03-07,4022995000
2024-03-08,4098875000
2024-03-11,4144945000
2024-03-12,4139525000
2024-03-13,4203210000
2024-03-14,4182885000
2024-03-15,4115135000
2024-03-18,4066355000
2024-03-19,4097520000
2024-03-20,4241150000
2024-03-21,4279090000
2024-03-22,4243860000
2024-03-25,4201855000
2024-03-26,4173400000
2024-03-27,4262830000
2024-03-28,4361745000
2024-04-01,4350905000
2024-04-02,4243860000
2024-04-03,4204565000
2024-04-04,4261475000
2024-04-05,4254700000
2024-04-08,4302125000
2024-04-09,4365810000
2024-04-10,4273670000
2024-04-11,4238440000
2024-04-12,4108360000
2024-04-15,4082615000
2024-04-16,4059580000
2024-04-17,4070420000
2024-04-18,4056870000
2024-04-19,4173400000
2024-04-22,4073130000
2024-04-23,4131395000
2024-04-24,4231665000
2024-04-25,4237085000
2024-04-26,4327870000
2024-04-29,4445755000
2024-04-30,4425430000
2024-05-01,4457950000
2024-05-02,4479630000
2024-05-03,4443045000
2024-05-06,4529765000
2024-05-07,4085325000
2024-05-08,4215405000
2024-05-09,4203210000
2024-05-10,4194986000
2024-05-13,4207280000
2024-05-14,4137614000
2024-05-15,4128052000
2024-05-16,4111660000
2024-05-17,4074778000
2024-05-20,4035164000
2024-05-21,4058386000
2024-05-22,4006478000
2024-05-23,3841192000
2024-05-24,3808408000
2024-05-28,3733278000
2024-05-29,3715520000
2024-05-30,3766062000
2024-05-31,3760598000
2024-06-03,3775624000
2024-06-04,3710056000
2024-06-05,3606240000
2024-06-06,3688200000
2024-06-07,3680004000
2024-06-10,3723716000
2024-06-11,3856218000
2024-06-12,3802944000
2024-06-13,3741474000
2024-06-14,3667710000
2024-06-17,3583018000
2024-06-18,3490130000
2024-06-20,3498326000
2024-06-21,3521548000
2024-06-24,3567992000
2024-06-25,3496960000
2024-06-26,3516084000
2024-06-27,3473738000
2024-06-28,3507888000
2024-07-01,3585750000
2024-07-02,3550234000
2024-07-03,3577554000
2024-07-05,3475104000
2024-07-08,3513352000
2024-07-09,3618534000
2024-07-10,3710056000
2024-07-11,3802944000
2024-07-12,3753768000
2024-07-15,3674540000
2024-07-16,3700494000
2024-07-17,3786552000
2024-07-18,3776990000
2024-07-19,3824800000
2024-07-22,3790650000
2024-07-23,3812506000
2024-07-24,3816604000
2024-07-25,3834362000
2024-07-26,3839826000
2024-07-29,3833316000
2024-07-30,3878559000
2024-07-31,3875817000
2024-08-01,3863478000
2024-08-02,3781218000
2024-08-05,3934770000
2024-08-06,3892269000
2024-08-07,3805896000
2024-08-08,3826461000
2024-08-09,3690732000
