,PFE
2004-08-24,224354910000
2004-08-25,227130280000
2004-08-26,229905650000
2004-08-27,232380980000
2004-08-30,229830640000
2004-08-31,232531000000
2004-09-01,230205690000
2004-09-02,232681020000
2004-09-03,231630880000
2004-09-07,232981060000
2004-09-08,233206090000
2004-09-09,230880780000
2004-09-10,226755230000
2004-09-13,228630480000
2004-09-14,228555470000
2004-09-15,226680220000
2004-09-16,226155150000
2004-09-17,225705090000
2004-09-20,220529400000
2004-09-21,219854310000
2004-09-22,214903650000
2004-09-23,213028400000
2004-09-24,211078140000
2004-09-27,209682200000
2004-09-28,212965480000
2004-09-29,213637060000
2004-09-30,216621860000
2004-10-01,219233560000
2004-10-04,221621400000
2004-10-05,221546780000
2004-10-06,220725960000
2004-10-07,212293900000
2004-10-08,210950740000
2004-10-11,214607120000
2004-10-12,211398460000
2004-10-13,209234480000
2004-10-14,205876580000
2004-10-15,201772480000
2004-10-18,205279620000
2004-10-19,205279620000
2004-10-20,200354700000
2004-10-21,201324760000
2004-10-22,196399840000
2004-10-25,196698320000
2004-10-26,200578560000
2004-10-27,205578100000
2004-10-28,203264880000
2004-10-29,204981140000
2004-11-01,203861840000
2004-11-02,203190260000
2004-11-03,208488280000
2004-11-04,205727340000
2004-11-05,203787220000
2004-11-08,201100900000
2004-11-09,198190720000
2004-11-10,194459720000
2004-11-11,192221120000
2004-11-12,194310480000
2004-11-15,195504400000
2004-11-16,193415040000
2004-11-17,198190720000
2004-11-18,196623700000
2004-11-19,192743460000
2004-11-22,191624160000
2004-11-23,190430240000
2004-11-24,189684040000
2004-11-26,192295740000
2004-11-29,193489660000
2004-11-30,196623700000
2004-12-01,199832360000
2004-12-02,201474000000
2004-12-03,197444520000
2004-12-06,192668840000
2004-12-07,192594220000
2004-12-08,194683580000
2004-12-09,193788140000
2004-12-10,191773400000
2004-12-13,192295740000
2004-12-14,193489660000
2004-12-15,200503940000
2004-12-16,205205000000
2004-12-17,182296660000
2004-12-20,171999100000
2004-12-21,176774780000
2004-12-22,183714440000
2004-12-23,184535260000
2004-12-27,187594680000
2004-12-28,190728720000
2004-12-29,192967320000
2004-12-30,191251060000
2004-12-31,189182160000
2005-01-03,186067440000
2005-01-04,186067440000
2005-01-05,184806720000
2005-01-06,184955040000
2005-01-07,185029200000
2005-01-10,186067440000
2005-01-11,183990960000
2005-01-12,183175200000
2005-01-13,178206480000
2005-01-14,177687360000
2005-01-18,177984000000
2005-01-19,175091760000
2005-01-20,175759200000
2005-01-21,172273680000
2005-01-24,170716320000
2005-01-25,173015280000
2005-01-26,173015280000
2005-01-27,173682720000
2005-01-28,171309600000
2005-01-31,169974720000
2005-02-01,167898240000
2005-02-02,169381440000
2005-02-03,168269040000
2005-02-04,170493840000
2005-02-07,175240080000
2005-02-08,179763840000
2005-02-09,176278320000
2005-02-10,176278320000
2005-02-11,176945760000
2005-02-14,179244720000
2005-02-15,177464880000
2005-02-16,175536720000
2005-02-17,176352480000
2005-02-18,188588880000
2005-02-22,187105680000
2005-02-23,185103360000
2005-02-24,185770800000
2005-02-25,188959680000
2005-02-28,184955040000
2005-03-01,187254000000
2005-03-02,187254000000
2005-03-03,187105680000
2005-03-04,188885520000
2005-03-07,191258640000
2005-03-08,188292240000
2005-03-09,188143920000
2005-03-10,188218080000
2005-03-11,185474160000
2005-03-14,186660720000
2005-03-15,184955040000
2005-03-16,183323520000
2005-03-17,183026880000
2005-03-18,181766160000
2005-03-21,180876240000
2005-03-22,178873920000
2005-03-23,183249360000
2005-03-24,184139280000
2005-03-28,184584240000
2005-03-29,180431280000
2005-03-30,184955040000
2005-03-31,184806720000
2005-04-01,183990960000
2005-04-04,181203600000
2005-04-05,187980320000
2005-04-06,187685680000
2005-04-07,187980320000
2005-04-08,185917840000
2005-04-11,184886600000
2005-04-12,187833000000
2005-04-13,190632080000
2005-04-14,191810640000
2005-04-15,193652140000
2005-04-18,192915540000
2005-04-19,191663320000
2005-04-20,187022740000
2005-04-21,190411100000
2005-04-22,190263780000
2005-04-25,188937900000
2005-04-26,188053980000
2005-04-27,188127640000
2005-04-28,186507120000
2005-04-29,189895480000
2005-05-02,191589660000
2005-05-03,192178940000
2005-05-04,194462400000
2005-05-05,194609720000
2005-05-06,192989200000
2005-05-09,195493640000
2005-05-10,193283840000
2005-05-11,193210180000
2005-05-12,193062860000
2005-05-13,194683380000
2005-05-16,197261480000
2005-05-17,197114160000
2005-05-18,198734680000
2005-05-19,200723500000
2005-05-20,199765920000
2005-05-23,201018140000
2005-05-24,201533760000
2005-05-25,200355200000
2005-05-26,201975720000
2005-05-27,198145400000
2005-05-31,194978020000
2005-06-01,196893180000
2005-06-02,197114160000
2005-06-03,195419980000
2005-06-06,195714620000
2005-06-07,195419980000
2005-06-08,193210180000
2005-06-09,192399920000
2005-06-10,193431160000
2005-06-13,194904360000
2005-06-14,198440040000
2005-06-15,198661020000
2005-06-16,199839580000
2005-06-17,201165460000
2005-06-20,201018140000
2005-06-21,199913240000
2005-06-22,201165460000
2005-06-23,201975720000
2005-06-24,199323960000
2005-06-27,196230240000
2005-06-28,194978020000
2005-06-29,194536060000
2005-06-30,192768220000
2005-07-01,189379860000
2005-07-05,188164780000
2005-07-06,186258200000
2005-07-07,186111540000
2005-07-08,188824750000
2005-07-11,188678090000
2005-07-12,188311440000
2005-07-13,189411390000
2005-07-14,192051270000
2005-07-15,191831280000
2005-07-18,189558050000
2005-07-19,190511340000
2005-07-20,188238110000
2005-07-21,185011590000
2005-07-22,184351620000
2005-07-25,183838310000
2005-07-26,182591700000
2005-07-27,185744890000
2005-07-28,186258200000
2005-07-29,184351620000
2005-08-01,185378240000
2005-08-02,187431480000
2005-08-03,187358150000
2005-08-04,185084920000
2005-08-05,182665030000
2005-08-08,182371710000
2005-08-09,185744890000
2005-08-10,183618320000
2005-08-11,183984970000
2005-08-12,182005060000
2005-08-15,182298380000
2005-08-16,181271760000
2005-08-17,182005060000
2005-08-18,180025150000
2005-08-19,177751920000
2005-08-22,176431980000
2005-08-23,174525400000
2005-08-24,174378740000
2005-08-25,173058800000
2005-08-26,173132130000
2005-08-29,174598730000
2005-08-30,174892050000
2005-08-31,177238610000
2005-09-01,175992000000
2005-09-02,176211990000
2005-09-06,179951820000
2005-09-07,182958350000
2005-09-08,184424950000
2005-09-09,183178340000
2005-09-12,183251670000
2005-09-13,180758450000
2005-09-14,181125100000
2005-09-15,178778540000
2005-09-16,180171810000
2005-09-19,178118570000
2005-09-20,176725300000
2005-09-21,176065330000
2005-09-22,175698680000
2005-09-23,173058800000
2005-09-26,175258700000
2005-09-27,172545490000
2005-09-28,172985470000
2005-09-29,174525400000
2005-09-30,173718770000
2005-10-03,175798720000
2005-10-04,175505600000
2005-10-05,172427840000
2005-10-06,171401920000
2005-10-07,169569920000
2005-10-10,170009600000
2005-10-11,168983680000
2005-10-12,172720960000
2005-10-13,170302720000
2005-10-14,169056960000
2005-10-17,167664640000
2005-10-18,167737920000
2005-10-19,166638720000
2005-10-20,152275840000
2005-10-21,147732480000
2005-10-24,146633280000
2005-10-25,147366080000
2005-10-26,146413440000
2005-10-27,146706560000
2005-10-28,149491200000
2005-10-31,151176640000
2005-11-01,149857600000
2005-11-02,150150720000
2005-11-03,152056000000
2005-11-04,154767360000
2005-11-07,154840640000
2005-11-08,152349120000
2005-11-09,154034560000
2005-11-10,154400960000
2005-11-11,155939840000
2005-11-14,154694080000
2005-11-15,152202560000
2005-11-16,148611840000
2005-11-17,148465280000
2005-11-18,150150720000
2005-11-21,151176640000
2005-11-22,148611840000
2005-11-23,150443840000
2005-11-25,150663680000
2005-11-28,150077440000
2005-11-29,149271360000
2005-11-30,147366080000
2005-12-01,148611840000
2005-12-02,148098880000
2005-12-05,148465280000
2005-12-06,146999680000
2005-12-07,146706560000
2005-12-08,145900480000
2005-12-09,143189120000
2005-12-12,145607360000
2005-12-13,155133760000
2005-12-14,158871040000
2005-12-15,158431360000
2005-12-16,156965760000
2005-12-19,169056960000
2005-12-20,166858560000
2005-12-21,167151680000
2005-12-22,167298240000
2005-12-23,166565440000
2005-12-27,164293760000
2005-12-28,164073920000
2005-12-29,163048000000
2005-12-30,162168640000
2006-01-03,165003840000
2006-01-04,170343060000
2006-01-05,170562480000
2006-01-06,172464120000
2006-01-09,172464120000
2006-01-10,169611660000
2006-01-11,171732720000
2006-01-12,170562480000
2006-01-13,171220740000
2006-01-17,168514560000
2006-01-18,166539780000
2006-01-19,173268660000
2006-01-20,171440160000
2006-01-23,172683540000
2006-01-24,170635620000
2006-01-25,172317840000
2006-01-26,173853780000
2006-01-27,180363240000
2006-01-30,179997540000
2006-01-31,178169040000
2006-02-01,180802080000
2006-02-02,178900440000
2006-02-03,175389720000
2006-02-06,174073200000
2006-02-07,174731460000
2006-02-08,182996280000
2006-02-09,182776860000
2006-02-10,178169040000
2006-02-13,177510780000
2006-02-14,176925660000
2006-02-15,177730200000
2006-02-16,179119860000
2006-02-17,179193000000
2006-02-21,177949620000
2006-02-22,181752900000
2006-02-23,181387200000
2006-02-24,182996280000
2006-02-27,184605360000
2006-02-28,181752900000
2006-03-01,182191740000
2006-03-02,180802080000
2006-03-03,182776860000
2006-03-06,180290100000
2006-03-07,181752900000
2006-03-08,181606620000
2006-03-09,181752900000
2006-03-10,180948360000
2006-03-13,180216960000
2006-03-14,180216960000
2006-03-15,180070680000
2006-03-16,180802080000
2006-03-17,183142560000
2006-03-20,183654540000
2006-03-21,182557440000
2006-03-22,183215700000
2006-03-23,181533480000
2006-03-24,180582660000
2006-03-27,179119860000
2006-03-28,175901700000
2006-03-29,175170300000
2006-03-30,174877740000
2006-03-31,172902960000
2006-04-03,173530060000
2006-04-04,173384420000
2006-04-05,173894160000
2006-04-06,173311600000
2006-04-07,170617260000
2006-04-10,170325980000
2006-04-11,168214200000
2006-04-12,168723940000
2006-04-13,169233680000
2006-04-17,168869580000
2006-04-18,172219300000
2006-04-19,171491100000
2006-04-20,172364940000
2006-04-21,171855200000
2006-04-24,171272640000
2006-04-25,170762900000
2006-04-26,172510580000
2006-04-27,171782380000
2006-04-28,174986460000
2006-05-01,173530060000
2006-05-02,173966980000
2006-05-03,173894160000
2006-05-04,174258260000
2006-05-05,175569020000
2006-05-08,176442860000
2006-05-09,176224400000
2006-05-10,173020320000
2006-05-11,171418280000
2006-05-12,169233680000
2006-05-15,171928020000
2006-05-16,172000840000
2006-05-17,167704460000
2006-05-18,165082940000
2006-05-19,164573200000
2006-05-22,163845000000
2006-05-23,165738320000
2006-05-24,164718840000
2006-05-25,164791660000
2006-05-26,165811140000
2006-05-30,162898340000
2006-05-31,163480900000
2006-06-01,165155760000
2006-06-02,167121900000
2006-06-05,165374220000
2006-06-06,164718840000
2006-06-07,165228580000
2006-06-08,164864480000
2006-06-09,162534240000
2006-06-12,160932200000
2006-06-13,159184520000
2006-06-14,159694260000
2006-06-15,162534240000
2006-06-16,161878860000
2006-06-19,159330160000
2006-06-20,158529140000
2006-06-21,156781460000
2006-06-22,156490180000
2006-06-23,156417360000
2006-06-26,158966060000
2006-06-27,157509660000
2006-06-28,158237860000
2006-06-29,160568100000
2006-06-30,162170140000
2006-07-03,161690360000
2006-07-05,162413160000
2006-07-06,162413160000
2006-07-07,162413160000
2006-07-10,163714200000
2006-07-11,161112120000
2006-07-12,158943720000
2006-07-13,156847600000
2006-07-14,153739560000
2006-07-17,153667280000
2006-07-18,154823760000
2006-07-19,159811080000
2006-07-20,162630000000
2006-07-21,163425080000
2006-07-24,170002560000
2006-07-25,171159040000
2006-07-26,172170960000
2006-07-27,175929520000
2006-07-28,179037560000
2006-07-31,178242480000
2006-08-01,178242480000
2006-08-02,175640400000
2006-08-03,174917600000
2006-08-04,178170200000
2006-08-07,178676160000
2006-08-08,179398960000
2006-08-09,179326680000
2006-08-10,178097920000
2006-08-11,177086000000
2006-08-14,178820720000
2006-08-15,181061400000
2006-08-16,183446640000
2006-08-17,185181360000
2006-08-18,185470480000
2006-08-21,182723840000
2006-08-22,185036800000
2006-08-23,186121000000
2006-08-24,186771520000
2006-08-25,186699240000
2006-08-28,188867640000
2006-08-29,189301320000
2006-08-30,190168680000
2006-08-31,189012200000
2006-09-01,191758840000
2006-09-05,190891480000
2006-09-06,190096400000
2006-09-07,188217120000
2006-09-08,189229040000
2006-09-11,191180600000
2006-09-12,193710400000
2006-09-13,193349000000
2006-09-14,193421280000
2006-09-15,192264800000
2006-09-18,193132160000
2006-09-19,193421280000
2006-09-20,195228280000
2006-09-21,193421280000
2006-09-22,193132160000
2006-09-25,194433200000
2006-09-26,194722320000
2006-09-27,194794600000
2006-09-28,194071800000
2006-09-29,194505480000
2006-10-02,191860980000
2006-10-03,192503850000
2006-10-04,192003840000
2006-10-05,189718080000
2006-10-06,189075210000
2006-10-09,187360890000
2006-10-10,186789450000
2006-10-11,184932270000
2006-10-12,187360890000
2006-10-13,187003740000
2006-10-16,187432320000
2006-10-17,187860900000
2006-10-18,190432380000
2006-10-19,187575180000
2006-10-20,187575180000
2006-10-23,187932330000
2006-10-24,184717980000
2006-10-25,185860860000
2006-10-26,184860840000
2006-10-27,184503690000
2006-10-30,184360830000
2006-10-31,180575040000
2006-11-01,179860740000
2006-11-02,180860760000
2006-11-03,179932170000
2006-11-06,182932230000
2006-11-07,184932270000
2006-11-08,180432180000
2006-11-09,175146360000
2006-11-10,174217770000
2006-11-13,175432080000
2006-11-14,177932130000
2006-11-15,179789310000
2006-11-16,181360770000
2006-11-17,184432260000
2006-11-20,183289380000
2006-11-21,182646510000
2006-11-22,183646530000
2006-11-24,182217930000
2006-11-27,182789370000
2006-11-28,183289380000
2006-11-29,183432240000
2006-11-30,186289440000
2006-12-01,188789490000
2006-12-04,168717660000
2006-12-05,168217650000
2006-12-06,168074790000
2006-12-07,168503370000
2006-12-08,170574840000
2006-12-11,170431980000
2006-12-12,170574840000
2006-12-13,172074870000
2006-12-14,173217750000
2006-12-15,173789190000
2006-12-18,175074930000
2006-12-19,177574980000
2006-12-20,177646410000
2006-12-21,176646390000
2006-12-22,176003520000
2006-12-26,175717800000
2006-12-27,177217830000
2006-12-28,176646390000
2006-12-29,175503510000
2007-01-03,175851940000
2007-01-04,176486530000
2007-01-05,175922450000
2007-01-08,175005820000
2007-01-09,175076330000
2007-01-10,175287860000
2007-01-11,176980100000
2007-01-12,178249280000
2007-01-16,179095400000
2007-01-17,179871010000
2007-01-18,181774780000
2007-01-19,182127330000
2007-01-22,180294070000
2007-01-23,176416020000
2007-01-24,179447950000
2007-01-25,176345510000
2007-01-26,175851940000
2007-01-29,174300720000
2007-01-30,174582760000
2007-01-31,175569900000
2007-02-01,178108260000
2007-02-02,179306930000
2007-02-05,179800500000
2007-02-06,179518460000
2007-02-07,177403160000
2007-02-08,176909590000
2007-02-09,176486530000
2007-02-12,175428880000
2007-02-13,176557040000
2007-02-14,177826220000
2007-02-15,177473670000
2007-02-16,175922450000
2007-02-20,175922450000
2007-02-21,174371230000
2007-02-22,173031540000
2007-02-23,171409810000
2007-02-26,172890520000
2007-02-27,168166350000
2007-02-28,166967680000
2007-03-01,167531760000
2007-03-02,165839520000
2007-03-05,165204930000
2007-03-06,168518900000
2007-03-07,169082980000
2007-03-08,169999610000
2007-03-09,169999610000
2007-03-12,169788080000
2007-03-13,166826660000
2007-03-14,166333090000
2007-03-15,167179210000
2007-03-16,167179210000
2007-03-19,169647060000
2007-03-20,170845730000
2007-03-21,172961030000
2007-03-22,172537970000
2007-03-23,171691850000
2007-03-26,171691850000
2007-03-27,170493180000
2007-03-28,168448390000
2007-03-29,169999610000
2007-03-30,169012470000
2007-04-02,167462640000
2007-04-03,169622100000
2007-04-04,170597340000
2007-04-05,170806320000
2007-04-09,171851220000
2007-04-10,171851220000
2007-04-11,172129860000
2007-04-12,174846600000
2007-04-13,176239800000
2007-04-16,178050960000
2007-04-17,177772320000
2007-04-18,177006060000
2007-04-19,178886880000
2007-04-20,178259940000
2007-04-23,174150000000
2007-04-24,172826460000
2007-04-25,173941020000
2007-04-26,176588100000
2007-04-27,175891500000
2007-04-30,174846600000
2007-05-01,175752180000
2007-05-02,175821840000
2007-05-03,177563340000
2007-05-04,178956540000
2007-05-07,180976680000
2007-05-08,180767700000
2007-05-09,179513820000
2007-05-10,177145380000
2007-05-11,178677900000
2007-05-14,179931780000
2007-05-15,179095860000
2007-05-16,180558720000
2007-05-17,180837360000
2007-05-18,181324980000
2007-05-21,181255320000
2007-05-22,180907020000
2007-05-23,180698040000
2007-05-24,180280080000
2007-05-25,181951920000
2007-05-29,182160900000
2007-05-30,181185660000
2007-05-31,181673280000
2007-06-01,182927160000
2007-06-04,181882260000
2007-06-05,180280080000
2007-06-06,177075720000
2007-06-07,173732040000
2007-06-08,175264560000
2007-06-11,174289320000
2007-06-12,172547820000
2007-06-13,174150000000
2007-06-14,174428640000
2007-06-15,174916260000
2007-06-18,173523060000
2007-06-19,173244420000
2007-06-20,169900740000
2007-06-21,171293940000
2007-06-22,167741280000
2007-06-25,167880600000
2007-06-26,169134480000
2007-06-27,169273800000
2007-06-28,169413120000
2007-06-29,168995160000
2007-07-02,167818750000
2007-07-03,168368750000
2007-07-05,168918750000
2007-07-06,169056250000
2007-07-09,168781250000
2007-07-10,166856250000
2007-07-11,166031250000
2007-07-12,169468750000
2007-07-13,168987500000
2007-07-16,170087500000
2007-07-17,169331250000
2007-07-18,163900000000
2007-07-19,163006250000
2007-07-20,162387500000
2007-07-23,163281250000
2007-07-24,162318750000
2007-07-25,161631250000
2007-07-26,157506250000
2007-07-27,155168750000
2007-07-30,154962500000
2007-07-31,153381250000
2007-08-01,154137500000
2007-08-02,155581250000
2007-08-03,153381250000
2007-08-06,157231250000
2007-08-07,158812500000
2007-08-08,160531250000
2007-08-09,157437500000
2007-08-10,156475000000
2007-08-13,155856250000
2007-08-14,153793750000
2007-08-15,153450000000
2007-08-16,152556250000
2007-08-17,156131250000
2007-08-20,157643750000
2007-08-21,158125000000
2007-08-22,160806250000
2007-08-23,160600000000
2007-08-24,161356250000
2007-08-27,161493750000
2007-08-28,159637500000
2007-08-29,160943750000
2007-08-30,160118750000
2007-08-31,162043750000
2007-09-04,163625000000
2007-09-05,161150000000
2007-09-06,160600000000
2007-09-07,158193750000
2007-09-10,156268750000
2007-09-11,157781250000
2007-09-12,157781250000
2007-09-13,158056250000
2007-09-14,158468750000
2007-09-17,157368750000
2007-09-18,160050000000
2007-09-19,162318750000
2007-09-20,159912500000
2007-09-21,160393750000
2007-09-24,159293750000
2007-09-25,158125000000
2007-09-26,160325000000
2007-09-27,161425000000
2007-09-28,159362500000
2007-10-01,159778080000
2007-10-02,160320160000
2007-10-03,161268800000
2007-10-04,162624000000
2007-10-05,164453520000
2007-10-08,163640400000
2007-10-09,164182480000
2007-10-10,164182480000
2007-10-11,163640400000
2007-10-12,162420720000
2007-10-15,160726720000
2007-10-16,158355120000
2007-10-17,157813040000
2007-10-18,157745280000
2007-10-19,154763840000
2007-10-22,154425040000
2007-10-23,154628320000
2007-10-24,154154000000
2007-10-25,156186800000
2007-10-26,156254560000
2007-10-29,157542000000
2007-10-30,157203200000
2007-10-31,158219600000
2007-11-01,153950720000
2007-11-02,152188960000
2007-11-05,152188960000
2007-11-06,153815200000
2007-11-07,149952880000
2007-11-08,148597680000
2007-11-09,146768160000
2007-11-12,147987840000
2007-11-13,151375840000
2007-11-14,151782400000
2007-11-15,149749600000
2007-11-16,150359440000
2007-11-19,146022800000
2007-11-20,146090560000
2007-11-21,143651200000
2007-11-23,147716800000
2007-11-26,143380160000
2007-11-27,147106960000
2007-11-28,150698240000
2007-11-29,151714640000
2007-11-30,152731040000
2007-12-03,151375840000
2007-12-04,150901520000
2007-12-05,154154000000
2007-12-06,155373680000
2007-12-07,156864400000
2007-12-10,156661120000
2007-12-11,153205360000
2007-12-12,153069840000
2007-12-13,151985680000
2007-12-14,148529920000
2007-12-17,147649040000
2007-12-18,150223920000
2007-12-19,149614080000
2007-12-20,149275280000
2007-12-21,149410800000
2007-12-24,149952880000
2007-12-26,149139760000
2007-12-27,147378000000
2007-12-28,147242480000
2007-12-31,145360230000
2008-01-02,146505860000
2008-01-03,148190610000
2008-01-04,145966740000
2008-01-07,148527560000
2008-01-08,150077530000
2008-01-09,152907910000
2008-01-10,153986150000
2008-01-11,153581810000
2008-01-14,153244860000
2008-01-15,150818820000
2008-01-16,149605800000
2008-01-17,146775420000
2008-01-18,143877650000
2008-01-22,142125510000
2008-01-23,146168910000
2008-01-24,147381930000
2008-01-25,144551550000
2008-01-28,146977590000
2008-01-29,148190610000
2008-01-30,147718880000
2008-01-31,149336240000
2008-02-01,150818820000
2008-02-04,151088380000
2008-02-05,146775420000
2008-02-06,144416770000
2008-02-07,144955890000
2008-02-08,142597240000
2008-02-11,141923340000
2008-02-12,145023280000
2008-02-13,145360230000
2008-02-14,143540700000
2008-02-15,142799410000
2008-02-19,143001580000
2008-02-20,143675480000
2008-02-21,143203750000
2008-02-22,143877650000
2008-02-25,145629790000
2008-02-26,145966740000
2008-02-27,145427620000
2008-02-28,144147210000
2008-02-29,142462460000
2008-03-03,142260290000
2008-03-04,142192900000
2008-03-05,140979880000
2008-03-06,138014720000
2008-03-07,136532140000
2008-03-10,135251730000
2008-03-11,138890790000
2008-03-12,136060410000
2008-03-13,135588680000
2008-03-14,131949619999
2008-03-17,131545280000
2008-03-18,134240880000
2008-03-19,131747450000
2008-03-20,131680060000
2008-03-24,131747450000
2008-03-25,132893079999
2008-03-26,132286570000
2008-03-27,131477890000
2008-03-28,131073550000
2008-03-31,133697520000
2008-04-01,136524960000
2008-04-02,137400120000
2008-04-03,136323000000
2008-04-04,136390320000
2008-04-07,137198160000
2008-04-08,134101440000
2008-04-09,133428240000
2008-04-10,133630200000
2008-04-11,130600799999
2008-04-14,131341320000
2008-04-15,132283799999
2008-04-16,134774640000
2008-04-17,130264200000
2008-04-18,130735440000
2008-04-21,129052440000
2008-04-22,126426960000
2008-04-23,126965520000
2008-04-24,127975320000
2008-04-25,130466160000
2008-04-28,129187080000
2008-04-29,129254400000
2008-04-30,128446559999
2008-05-01,130533480000
2008-05-02,131610600000
2008-05-05,131072039999
2008-05-06,130398840000
2008-05-07,127234799999
2008-05-08,127571400000
2008-05-09,126426960000
2008-05-12,127167480000
2008-05-13,127571400000
2008-05-14,128109960000
2008-05-15,128244600000
2008-05-16,127908000000
2008-05-19,129187080000
2008-05-20,128042640000
2008-05-21,127773360000
2008-05-22,126359640000
2008-05-23,124743960000
2008-05-27,123464880000
2008-05-28,123262919999
2008-05-29,123936120000
2008-05-30,123666840000
2008-06-02,122522400000
2008-06-03,121445280000
2008-06-04,120098880000
2008-06-05,119223720000
2008-06-06,114713280000
2008-06-09,115117200000
2008-06-10,114578640000
2008-06-11,112087799999
2008-06-12,113232240000
2008-06-13,114915240000
2008-06-16,113501520000
2008-06-17,113164919999
2008-06-18,113501520000
2008-06-19,113501520000
2008-06-20,110674080000
2008-06-23,111010679999
2008-06-24,112962960000
2008-06-25,114174720000
2008-06-26,109664280000
2008-06-27,110337480000
2008-06-30,111317260000
2008-07-01,112996760000
2008-07-02,112324959999
2008-07-03,113131120000
2008-07-07,110847000000
2008-07-08,115952680000
2008-07-09,114944980000
2008-07-10,114944980000
2008-07-11,113534199999
2008-07-14,112526500000
2008-07-15,112056240000
2008-07-16,116355760000
2008-07-17,117229100000
2008-07-18,116758840000
2008-07-21,115280880000
2008-07-22,116960380000
2008-07-23,121528620000
2008-07-24,119916300000
2008-07-25,120386560000
2008-07-28,117027560000
2008-07-29,118102439999
2008-07-30,120319380000
2008-07-31,118975780000
2008-08-01,118572699999
2008-08-04,120991180000
2008-08-05,125626600000
2008-08-06,123812740000
2008-08-07,122469140000
2008-08-08,126432760000
2008-08-11,126701480000
2008-08-12,125693780000
2008-08-13,125156340000
2008-08-14,126096860000
2008-08-15,127306100000
2008-08-18,125156340000
2008-08-19,123275300000
2008-08-20,122872220000
2008-08-21,123476840000
2008-08-22,125895319999
2008-08-25,124350180000
2008-08-26,122872220000
2008-08-27,121595800000
2008-08-28,122805040000
2008-08-29,121797340000
2008-09-02,122200420000
2008-09-03,122401959999
2008-09-04,118975780000
2008-09-05,117968079999
2008-09-08,121998880000
2008-09-09,116288579999
2008-09-10,116019860000
2008-09-11,117229100000
2008-09-12,118707060000
2008-09-15,115079340000
2008-09-16,113534199999
2008-09-17,109436220000
2008-09-18,114676260000
2008-09-19,118236800000
2008-09-22,115146520000
2008-09-23,114810620000
2008-09-24,114676260000
2008-09-25,118841420000
2008-09-26,118908600000
2008-09-29,112526500000
2008-09-30,117565000000
2008-10-01,120722459999
2008-10-02,119781939999
2008-10-03,121125540000
2008-10-06,120722459999
2008-10-07,112526500000
2008-10-08,109167500000
2008-10-09,99896660000
2008-10-10,96470480000
2008-10-13,106345940000
2008-10-14,109167500000
2008-10-15,103725920000
2008-10-16,108159800000
2008-10-17,107756720000
2008-10-20,110511100000
2008-10-21,110511100000
2008-10-22,106681840000
2008-10-23,108965959999
2008-10-24,105606960000
2008-10-27,104464900000
2008-10-28,113601380000
2008-10-29,109570579999
2008-10-30,113802920000
2008-10-31,112862400000
2008-11-03,113198300000
2008-11-04,117363459999
2008-11-05,108361340000
2008-11-06,104330540000
2008-11-07,107488000000
2008-11-10,105808500000
2008-11-11,106883380000
2008-11-12,100904360000
2008-11-13,106614660000
2008-11-14,103793100000
2008-11-17,101441800000
2008-11-18,103860280000
2008-11-19,99157680000
2008-11-20,92103780000
2008-11-21,99896660000
2008-11-24,102247960000
2008-11-25,101576160000
2008-11-26,102449500000
2008-11-28,104733620000
2008-12-01,97411000000
2008-12-02,102113600000
2008-12-03,105942860000
2008-12-04,103725920000
2008-12-05,105472600000
2008-12-08,107891079999
2008-12-09,105002340000
2008-12-10,105606960000
2008-12-11,105539780000
2008-12-12,107823900000
2008-12-15,106010040000
2008-12-16,110645459999
2008-12-17,109973660000
2008-12-18,109100319999
2008-12-19,110242380000
2008-12-22,109503400000
2008-12-23,108562880000
2008-12-24,108428520000
2008-12-26,108965959999
2008-12-29,110175199999
2008-12-30,113131120000
2008-12-31,112946400000
2009-01-02,116509589999
2009-01-05,115837290000
2009-01-06,113551470000
2009-01-07,111534570000
2009-01-08,112610250000
2009-01-09,111265650000
2009-01-12,110727809999
2009-01-13,112206870000
2009-01-14,109988280000
2009-01-15,110929500000
2009-01-16,111601800000
2009-01-20,109719360000
2009-01-21,111467339999
2009-01-22,109786589999
2009-01-23,111332879999
2009-01-26,99836550000
2009-01-27,100912230000
2009-01-28,98491950000
2009-01-29,96475050000
2009-01-30,92979090000
2009-02-02,94995990000
2009-02-03,96945660000
2009-02-04,92911860000
2009-02-05,92508480000
2009-02-06,94659840000
2009-02-09,93853080000
2009-02-10,89752050000
2009-02-11,91701720000
2009-02-12,93449700000
2009-02-13,92979090000
2009-02-17,90894960000
2009-02-18,90289890000
2009-02-19,89483130000
2009-02-20,87466230000
2009-02-23,84642570000
2009-02-24,86659470000
2009-02-25,83432430000
2009-02-26,81012150000
2009-02-27,78524640000
2009-03-02,74356380000
2009-03-03,75700980000
2009-03-04,79734780000
2009-03-05,80810460000
2009-03-06,81213840000
2009-03-09,80541540000
2009-03-10,83499660000
2009-03-11,81549990000
2009-03-12,89415900000
2009-03-13,92777400000
2009-03-16,90289890000
2009-03-17,90962190000
2009-03-18,90894960000
2009-03-19,87399000000
2009-03-20,86928390000
2009-03-23,89415900000
2009-03-24,88810830000
2009-03-25,90962190000
2009-03-26,91701720000
2009-03-27,89550360000
2009-03-30,87464000000
2009-03-31,86925760000
2009-04-01,89280560000
2009-04-02,87867680000
2009-04-03,86522080000
2009-04-06,87531280000
2009-04-07,86252960000
2009-04-08,86051120000
2009-04-09,86522080000
