,PFE
2013-11-26,194965180000
2013-11-27,194900750000
2013-11-29,193934300000
2013-12-02,194578600000
2013-12-03,190841660000
2013-12-04,191163810000
2013-12-05,191034950000
2013-12-06,192774560000
2013-12-09,193032280000
2013-12-10,191550390000
2013-12-11,187362440000
2013-12-12,184914100000
2013-12-13,184914100000
2013-12-16,184914100000
2013-12-17,184269800000
2013-12-18,188071170000
2013-12-19,187749020000
2013-12-20,184914100000
2013-12-23,185558400000
2013-12-24,185171820000
2013-12-26,186718140000
2013-12-27,187298010000
2013-12-30,187620160000
2013-12-31,185664340000
2014-01-02,184642100000
2014-01-03,185025440000
2014-01-06,185153220000
2014-01-07,186367130000
2014-01-08,187581040000
2014-01-09,187517150000
2014-01-10,186047680000
2014-01-13,185153220000
2014-01-14,187900490000
2014-01-15,188986620000
2014-01-16,188922730000
2014-01-17,188475500000
2014-01-21,189306070000
2014-01-22,189561630000
2014-01-23,187964380000
2014-01-24,182405950000
2014-01-27,179786460000
2014-01-28,184386540000
2014-01-29,182533730000
2014-01-30,186814360000
2014-01-31,184258760000
2014-02-03,185472670000
2014-02-04,190583870000
2014-02-05,185792120000
2014-02-06,186942140000
2014-02-07,189242180000
2014-02-10,190775540000
2014-02-11,193267250000
2014-02-12,191606110000
2014-02-13,192181120000
2014-02-14,193586700000
2014-02-18,193267250000
2014-02-19,190839430000
2014-02-20,191222770000
2014-02-21,190711650000
2014-02-24,193906150000
2014-02-25,193331140000
2014-02-26,193906150000
2014-02-27,195375620000
2014-02-28,194608940000
2014-03-03,193842260000
2014-03-04,198186780000
2014-03-05,198506230000
2014-03-06,196781200000
2014-03-07,196589530000
2014-03-10,196333970000
2014-03-11,196525640000
2014-03-12,193842260000
2014-03-13,188667170000
2014-03-14,189306070000
2014-03-17,190456090000
2014-03-18,193522810000
2014-03-19,192245010000
2014-03-20,193458920000
2014-03-21,195056170000
2014-03-24,190903320000
2014-03-25,192883910000
2014-03-26,195056170000
2014-03-27,194608940000
2014-03-28,193267250000
2014-03-31,194032960000
2014-04-01,193014080000
2014-04-02,195115520000
2014-04-03,195752320000
2014-04-04,194287680000
2014-04-07,188492800000
2014-04-08,186518720000
2014-04-09,188683840000
2014-04-10,184926720000
2014-04-11,180405440000
2014-04-14,180469120000
2014-04-15,180596480000
2014-04-16,181806400000
2014-04-17,182761600000
2014-04-21,186455040000
2014-04-22,187282880000
2014-04-23,186837120000
2014-04-24,185563520000
2014-04-25,185754560000
2014-04-28,193587200000
2014-04-29,191867840000
2014-04-30,189002240000
2014-05-01,188174400000
2014-05-02,185754560000
2014-05-05,181042240000
2014-05-06,177794560000
2014-05-07,175311040000
2014-05-08,176266240000
2014-05-09,175374720000
2014-05-12,176011520000
2014-05-13,176393600000
2014-05-14,175820480000
2014-05-15,175565760000
2014-05-16,175947840000
2014-05-19,176903040000
2014-05-20,176712000000
2014-05-21,178686080000
2014-05-22,179195520000
2014-05-23,178176640000
2014-05-27,178877120000
2014-05-28,178877120000
2014-05-29,178813440000
2014-05-30,179004480000
2014-06-02,179513920000
2014-06-03,178749760000
2014-06-04,179068160000
2014-06-05,179832320000
2014-06-06,177730880000
2014-06-09,177348800000
2014-06-10,178240320000
2014-06-11,177794560000
2014-06-12,177921920000
2014-06-13,178431360000
2014-06-16,178877120000
2014-06-17,178112960000
2014-06-18,179513920000
2014-06-19,178749760000
2014-06-20,179896000000
2014-06-23,177921920000
2014-06-24,177030400000
2014-06-25,180023360000
2014-06-26,178749760000
2014-06-27,179259200000
2014-06-30,178252800000
2014-07-01,180658200000
2014-07-02,182367300000
2014-07-03,183380100000
2014-07-07,183126900000
2014-07-08,181101300000
2014-07-09,180468300000
2014-07-10,180151800000
2014-07-11,180594900000
2014-07-14,181607700000
2014-07-15,182620500000
2014-07-16,185912100000
2014-07-17,183443400000
2014-07-18,184582800000
2014-07-21,182304000000
2014-07-22,183126900000
2014-07-23,182493900000
2014-07-24,182240700000
2014-07-25,181291200000
2014-07-28,180784800000
2014-07-29,178569300000
2014-07-30,175720800000
2014-07-31,172365900000
2014-08-01,173315400000
2014-08-04,172682400000
2014-08-05,170593500000
2014-08-06,169833900000
2014-08-07,168378000000
2014-08-08,170213700000
2014-08-11,169644000000
2014-08-12,168631200000
2014-08-13,169390800000
2014-08-14,172555800000
2014-08-15,171986100000
2014-08-18,173188800000
2014-08-19,173821800000
2014-08-20,173505300000
2014-08-21,173062200000
2014-08-22,173695200000
2014-08-25,173631900000
2014-08-26,175404300000
2014-08-27,177113400000
2014-08-28,176417100000
2014-08-29,176480400000
2014-09-02,175720800000
2014-09-03,176543700000
2014-09-04,176417100000
2014-09-05,178062900000
2014-09-08,176543700000
2014-09-09,175530900000
2014-09-10,176796900000
2014-09-11,177936300000
2014-09-12,176733600000
2014-09-15,179708700000
2014-09-16,180468300000
2014-09-17,182304000000
2014-09-18,183633300000
2014-09-19,182557200000
2014-09-22,181227900000
2014-09-23,180468300000
2014-09-24,182050800000
2014-09-25,180025200000
2014-09-26,178506000000
2014-09-29,177799040000
2014-09-30,176665760000
2014-10-01,174147360000
2014-10-02,173580720000
2014-10-03,174525120000
2014-10-06,174273280000
2014-10-07,171943760000
2014-10-08,175469520000
2014-10-09,173140000000
2014-10-10,174021440000
2014-10-13,170054960000
2014-10-14,169992000000
2014-10-15,168418000000
2014-10-16,165458880000
2014-10-17,166214400000
2014-10-20,166844000000
2014-10-21,168921680000
2014-10-22,169047600000
2014-10-23,170810480000
2014-10-24,173895520000
2014-10-27,173391840000
2014-10-28,173769600000
2014-10-29,176162080000
2014-10-30,178239760000
2014-10-31,178932320000
2014-11-03,180317440000
2014-11-04,180884080000
2014-11-05,179436000000
2014-11-06,179436000000
2014-11-07,178743440000
2014-11-10,180380400000
2014-11-11,181135920000
2014-11-12,181702560000
2014-11-13,181702560000
2014-11-14,181261840000
2014-11-17,181135920000
2014-11-18,182709920000
2014-11-19,181828480000
2014-11-20,181828480000
2014-11-21,181891440000
2014-11-24,180506320000
2014-11-25,182017360000
2014-11-26,185794960000
2014-11-28,186046800000
2014-12-01,186739360000
2014-12-02,188565200000
2014-12-03,189635520000
2014-12-04,189194800000
2014-12-05,191083600000
2014-12-08,190957680000
2014-12-09,190831760000
2014-12-10,190328080000
2014-12-11,189068880000
2014-12-12,184850560000
2014-12-15,184346880000
2014-12-16,183213600000
2014-12-17,185920880000
2014-12-18,190957680000
2014-12-19,190768800000
2014-12-22,191713200000
2014-12-23,187872640000
2014-12-24,187683760000
2014-12-26,189068880000
2014-12-29,187494880000
2014-12-30,187431920000
2014-12-31,183298650000
2015-01-02,184353160000
2015-01-05,183360680000
2015-01-06,184911430000
2015-01-07,187454660000
2015-01-08,191238490000
2015-01-09,192168940000
2015-01-12,192851270000
2015-01-13,190928340000
2015-01-14,191176460000
2015-01-15,190680220000
2015-01-16,193037360000
2015-01-20,194774200000
2015-01-21,192106910000
2015-01-22,193099390000
2015-01-23,190990370000
2015-01-26,193037360000
2015-01-27,191858790000
2015-01-28,188012930000
2015-01-29,187330600000
2015-01-30,183918950000
2015-02-02,186276090000
2015-02-03,188447140000
2015-02-04,188757290000
2015-02-05,194153900000
2015-02-06,195208410000
2015-02-09,194650140000
2015-02-10,200977200000
2015-02-11,201597500000
2015-02-12,205195240000
2015-02-13,203892609999
2015-02-17,203520430000
2015-02-18,202900130000
2015-02-19,202527950000
2015-02-20,203396370000
2015-02-23,202403890000
2015-02-24,202093740000
2015-02-25,203954640000
2015-02-26,203582460000
2015-02-27,201969680000
2015-03-02,204636970000
2015-03-03,203396370000
2015-03-04,203892609999
2015-03-05,202838100000
2015-03-06,199922689999
2015-03-09,200294870000
2015-03-10,198806149999
2015-03-11,197937730000
2015-03-12,200108780000
2015-03-13,200108780000
2015-03-16,202714040000
2015-03-17,201101260000
2015-03-18,202341859999
2015-03-19,200977200000
2015-03-20,201597500000
2015-03-23,206249750000
2015-03-24,203148250000
2015-03-25,201845620000
2015-03-26,201039229999
2015-03-27,203210280000
2015-03-30,204540390000
2015-03-31,203308590000
2015-04-01,200598630000
2015-04-02,200906579999
2015-04-06,201460890000
2015-04-07,201830430000
2015-04-08,202446329999
2015-04-09,204725160000
2015-04-10,207065579999
2015-04-13,205033110000
2015-04-14,204725160000
2015-04-15,205772189999
2015-04-16,205649010000
2015-04-17,204725160000
2015-04-20,204601980000
2015-04-21,203862900000
2015-04-22,204109260000
2015-04-23,206634449999
2015-04-24,206080140000
2015-04-27,202138380000
2015-04-28,201460890000
2015-04-29,200352270000
2015-04-30,198258210000
2015-05-01,199120470000
2015-05-04,200537040000
2015-05-05,199366829999
2015-05-06,195548250000
2015-05-07,196225740000
2015-05-08,198812520000
2015-05-11,198442980000
2015-05-12,197395949999
2015-05-13,195917790000
2015-05-14,198319800000
2015-05-15,198627750000
2015-05-18,198566160000
2015-05-19,199921140000
2015-05-20,200413860000
2015-05-21,200783400000
2015-05-22,200290680000
2015-05-26,199305240000
2015-05-27,200413860000
2015-05-28,201276120000
2015-05-29,203062230000
2015-06-01,201953610000
2015-06-02,201522480000
2015-06-03,201091350000
2015-06-04,200105910000
2015-06-05,199182060000
2015-06-08,198566160000
2015-06-09,198750930000
2015-06-10,200475449999
2015-06-11,201337710000
2015-06-12,199921140000
2015-06-15,198935699999
2015-06-16,198935699999
2015-06-17,198566160000
2015-06-18,200844990000
2015-06-19,199736370000
2015-06-22,200475449999
2015-06-23,201584069999
2015-06-24,200044319999
2015-06-25,198812520000
2015-06-26,198196620000
2015-06-29,196574160000
2015-06-30,196204080000
2015-07-01,197129280000
2015-07-02,195278880000
2015-07-06,194600400000
2015-07-07,197376000000
2015-07-08,195772320000
2015-07-09,198177840000
2015-07-10,201076800000
2015-07-13,203790720000
2015-07-14,205271040000
2015-07-15,204715920000
2015-07-16,205394399999
2015-07-17,205209360000
2015-07-20,206196240000
2015-07-21,205641120000
2015-07-22,204099120000
2015-07-23,203544000000
2015-07-24,200460000000
2015-07-27,200953440000
2015-07-28,206874720000
2015-07-29,209280240000
2015-07-30,209095200000
2015-07-31,211007280000
2015-08-03,211562399999
2015-08-04,211315680000
2015-08-05,209588639999
2015-08-06,205826159999
2015-08-07,205949520000
2015-08-10,206936399999
2015-08-11,205517760000
2015-08-12,206998080000
2015-08-13,206936399999
2015-08-14,206689680000
2015-08-17,207738240000
2015-08-18,207861600000
2015-08-19,206381280000
2015-08-20,202187040000
2015-08-21,196265760000
2015-08-24,188000640000
2015-08-25,183374640000
2015-08-26,189789360000
2015-08-27,194662080000
2015-08-28,191146320000
2015-08-31,188555760000
2015-09-01,183498000000
2015-09-02,187075440000
2015-09-03,186643680000
2015-09-04,183559680000
2015-09-08,190344480000
2015-09-09,187013760000
2015-09-10,190899600000
2015-09-11,192935040000
2015-09-14,191393040000
2015-09-15,194106960000
2015-09-16,194168640000
2015-09-17,195895680000
2015-09-18,192256560000
2015-09-21,189727680000
2015-09-22,188802480000
2015-09-23,190899600000
2015-09-24,191331360000
2015-09-25,186643680000
2015-09-28,180527760000
2015-09-29,181700820000
2015-09-30,183985200000
2015-10-01,186516540000
2015-10-02,193801860000
2015-10-05,196086240000
2015-10-06,192073140000
2015-10-07,194974920000
2015-10-08,193801860000
2015-10-09,194727960000
2015-10-12,194604480000
2015-10-13,193184460000
2015-10-14,193554900000
2015-10-15,199605420000
2015-10-16,201581100000
2015-10-19,202075019999
2015-10-20,199173240000
2015-10-21,196024500000
2015-10-22,195221880000
2015-10-23,199481940000
2015-10-26,200099339999
2015-10-27,204976800000
2015-10-28,207631620000
2015-10-29,203680260000
2015-10-30,198123660000
2015-11-02,205347240000
2015-11-03,204853320000
2015-11-04,199975860000
2015-11-05,200037600000
2015-11-06,198741060000
2015-11-09,197135820000
2015-11-10,197938440000
2015-11-11,197629740000
2015-11-12,195592320000
2015-11-13,194913180000
2015-11-16,194234040000
2015-11-17,192567060000
2015-11-18,195098400000
2015-11-19,189171360000
2015-11-20,188492220000
2015-11-23,183491280000
2015-11-24,187257420000
2015-11-25,192567060000
2015-11-27,192073140000
2015-11-30,191949660000
2015-12-01,196950600000
2015-12-02,192690540000
2015-12-03,189727020000
2015-12-04,192134880000
2015-12-07,191332260000
2015-12-08,190529640000
2015-12-09,189171360000
2015-12-10,189541800000
2015-12-11,187813080000
2015-12-14,188492220000
2015-12-15,188986140000
2015-12-16,190838340000
2015-12-17,189356580000
2015-12-18,187380900000
2015-12-21,190159200000
2015-12-22,190467900000
2015-12-23,190714860000
2015-12-24,191085300000
2015-12-28,189912240000
2015-12-29,192320100000
2015-12-30,191826180000
2015-12-31,188374500000
2016-01-04,186406500000
2016-01-05,187759500000
2016-01-06,184438500000
2016-01-07,183208500000
2016-01-08,180871500000
2016-01-11,181302000000
2016-01-12,180871500000
2016-01-13,177181500000
2016-01-14,181548000000
2016-01-15,179764500000
2016-01-19,179088000000
2016-01-20,178903500000
2016-01-21,178411500000
2016-01-22,179211000000
2016-01-25,177981000000
2016-01-26,178965000000
2016-01-27,178104000000
2016-01-28,176197500000
2016-01-29,177919500000
2016-02-01,176013000000
2016-02-02,175890000000
2016-02-03,173122500000
2016-02-04,169186500000
2016-02-05,169371000000
2016-02-08,166665000000
2016-02-09,169801500000
2016-02-10,172077000000
2016-02-11,169986000000
2016-02-12,171339000000
2016-02-16,173922000000
2016-02-17,172876500000
2016-02-18,172446000000
2016-02-19,172077000000
2016-02-22,175336500000
2016-02-23,174844500000
2016-02-24,175152000000
2016-02-25,178473000000
2016-02-26,176382000000
2016-02-29,173122500000
2016-03-01,175275000000
2016-03-02,174906000000
2016-03-03,174414000000
2016-03-04,173368500000
2016-03-07,173799000000
2016-03-08,171339000000
2016-03-09,173553000000
2016-03-10,172630500000
2016-03-11,177981000000
2016-03-14,175644000000
2016-03-15,172384500000
2016-03-16,169432500000
2016-03-17,171216000000
2016-03-18,171831000000
2016-03-21,175459500000
2016-03-22,177243000000
2016-03-23,176136000000
2016-03-24,175521000000
2016-03-28,173737500000
2016-03-29,175336500000
2016-03-30,175459500000
2016-03-31,172938000000
2016-04-01,175275000000
2016-04-04,176882200000
2016-04-05,180523000000
2016-04-06,189564320000
2016-04-07,188593440000
2016-04-08,187076440000
2016-04-11,183617680000
2016-04-12,183981760000
2016-04-13,187319160000
2016-04-14,187986640000
2016-04-15,187076440000
2016-04-18,187743920000
2016-04-19,189321600000
2016-04-20,191324040000
2016-04-21,191384720000
2016-04-22,191566760000
2016-04-25,191202680000
2016-04-26,190292480000
2016-04-27,189989080000
2016-04-28,189442960000
2016-04-29,188290040000
2016-05-02,188836160000
2016-05-03,193993960000
2016-05-04,192294920000
2016-05-05,193265800000
2016-05-06,193326480000
2016-05-09,194722120000
2016-05-10,194600760000
2016-05-11,190899280000
2016-05-12,191081320000
2016-05-13,191081320000
2016-05-16,192173560000
2016-05-17,190171120000
2016-05-18,190959960000
2016-05-19,192173560000
2016-05-20,194236680000
2016-05-23,193811920000
2016-05-24,196299800000
2016-05-25,197756120000
2016-05-26,198241560000
2016-05-27,199273120000
2016-05-31,199758560000
2016-06-01,200061960000
2016-06-02,200729440000
2016-06-03,199697879999
2016-06-06,201093520000
2016-06-07,200608080000
2016-06-08,202913920000
2016-06-09,203278000000
2016-06-10,203156639999
2016-06-13,200001280000
2016-06-14,201457600000
2016-06-15,200304680000
2016-06-16,200061960000
2016-06-17,197027960000
2016-06-20,198605639999
2016-06-21,200061960000
2016-06-22,198423600000
2016-06-23,199151760000
2016-06-24,195571639999
2016-06-27,194600760000
2016-06-28,198302240000
2016-06-29,201578960000
2016-06-30,202731879999
2016-07-01,204795000000
2016-07-05,206122679999
2016-07-06,206365320000
2016-07-07,205880040000
2016-07-08,207881820000
2016-07-11,208063799999
2016-07-12,208549080000
2016-07-13,208973700000
2016-07-14,212491980000
2016-07-15,211642740000
2016-07-18,210854160000
2016-07-19,210854160000
2016-07-20,211096799999
2016-07-21,211278780000
2016-07-22,211460760000
2016-07-25,211703400000
2016-07-26,211946040000
2016-07-27,212067360000
2016-07-28,211036140000
2016-07-29,212310000000
2016-08-01,214736400000
2016-08-02,209458980000
2016-08-03,203089679999
2016-08-04,202301100000
2016-08-05,203938919999
2016-08-08,201027240000
2016-08-09,201876480000
2016-08-10,202179780000
2016-08-11,202301100000
2016-08-12,201330540000
2016-08-15,202058460000
2016-08-16,200238660000
2016-08-17,202240440000
2016-08-18,202543740000
2016-08-19,201330540000
2016-08-22,200541960000
2016-08-23,201937140000
2016-08-24,200420640000
2016-08-25,200117340000
2016-08-26,200420640000
2016-08-29,202058460000
2016-08-30,200723940000
2016-08-31,200299320000
2016-09-01,199571400000
2016-09-02,200117340000
2016-09-06,200117340000
2016-09-07,200541960000
2016-09-08,199814040000
2016-09-09,196235100000
2016-09-12,199389419999
2016-09-13,195931799999
2016-09-14,195325200000
2016-09-15,196477740000
2016-09-16,195325200000
2016-09-19,193687380000
2016-09-20,194597280000
2016-09-21,197266320000
2016-09-22,196538400000
2016-09-23,197145000000
2016-09-26,193626720000
2016-09-27,194718600000
2016-09-28,195628500000
2016-09-29,191746260000
2016-09-30,194900580000
2016-10-03,193936500000
2016-10-04,194179300000
2016-10-05,195211199999
2016-10-06,193815100000
2016-10-07,193268800000
2016-10-10,193572300000
2016-10-11,190780100000
2016-10-12,190476600000
2016-10-13,188655600000
2016-10-14,188109300000
2016-10-17,187138100000
2016-10-18,188291400000
2016-10-19,187745100000
2016-10-20,187380900000
2016-10-21,185317100000
2016-10-24,185013600000
2016-10-25,185924100000
2016-10-26,186591800000
2016-10-27,187077400000
2016-10-28,183860300000
2016-10-31,182646300000
2016-11-01,178943600000
2016-11-02,176394200000
2016-11-03,172145200000
2016-11-04,172752200000
2016-11-07,174937400000
2016-11-08,172752200000
2016-11-09,184952900000
2016-11-10,192843900000
2016-11-11,187684400000
2016-11-14,186470400000
2016-11-15,185620600000
2016-11-16,184042400000
2016-11-17,182707000000
2016-11-18,181310900000
2016-11-21,181796500000
2016-11-22,180400400000
2016-11-23,180946700000
2016-11-25,182524900000
2016-11-28,181614400000
2016-11-29,183799600000
2016-11-30,185074300000
2016-12-01,181189500000
2016-12-02,182160700000
2016-12-05,181917900000
2016-12-06,181735800000
2016-12-07,179611300000
2016-12-08,178154500000
2016-12-09,182585600000
2016-12-12,186591800000
2016-12-13,189080500000
2016-12-14,189019800000
2016-12-15,188594900000
2016-12-16,189141200000
2016-12-19,189080500000
2016-12-20,189201900000
2016-12-21,186591800000
2016-12-22,186227600000
2016-12-23,187077400000
2016-12-27,187320200000
2016-12-28,186288300000
2016-12-29,187138100000
2016-12-30,187077400000
2017-01-03,188047860000
2017-01-04,189669480000
2017-01-05,191531340000
2017-01-06,190750560000
2017-01-09,190750560000
2017-01-10,190570380000
2017-01-11,187086900000
2017-01-12,185765580000
2017-01-13,185285100000
2017-01-17,182702520000
2017-01-18,182522340000
2017-01-19,180660480000
2017-01-20,181020840000
2017-01-23,179279100000
2017-01-24,177477300000
2017-01-25,178318140000
2017-01-26,178258080000
2017-01-27,179038860000
2017-01-30,178438260000
2017-01-31,180780600000
2017-02-01,180480300000
2017-02-02,180780600000
2017-02-03,182882700000
2017-02-06,183663480000
2017-02-07,182822640000
2017-02-08,183122940000
2017-02-09,184504320000
2017-02-10,184324140000
2017-02-13,185825640000
2017-02-14,186606420000
2017-02-15,190930740000
2017-02-16,191591400000
2017-02-17,191591400000
2017-02-21,191591400000
2017-02-22,191411220000
2017-02-23,194053860000
2017-02-24,195195000000
2017-02-27,195315120000
2017-02-28,194414219999
2017-03-01,196155959999
2017-03-02,196636440000
2017-03-03,196696500000
2017-03-06,195735540000
2017-03-07,193693500000
2017-03-08,193213020000
2017-03-09,194053860000
2017-03-10,194354160000
2017-03-13,194354160000
2017-03-14,195014820000
2017-03-15,197357160000
2017-03-16,196216020000
2017-03-17,195555360000
2017-03-20,195915719999
2017-03-21,195195000000
2017-03-22,196396200000
2017-03-23,195375180000
2017-03-24,193753560000
2017-03-27,194774580000
2017-03-28,194654459999
2017-03-29,195615420000
2017-03-30,195735540000
2017-03-31,194954760000
2017-04-03,193575420000
2017-04-04,194111640000
2017-04-05,193277520000
2017-04-06,192800880000
2017-04-07,192741300000
2017-04-10,192443399999
2017-04-11,191788020000
2017-04-12,191728440000
2017-04-13,191490120000
2017-04-17,192205080000
2017-04-18,191311380000
2017-04-19,190000620000
2017-04-20,190715580000
2017-04-21,190179360000
2017-04-24,190715580000
2017-04-25,190834740000
2017-04-26,191370960000
2017-04-27,191430540000
2017-04-28,191728440000
2017-05-01,190953899999
2017-05-02,190000620000
2017-05-03,189226080000
2017-05-04,189106920000
2017-05-05,189226080000
2017-05-08,189106920000
2017-05-09,188689860000
2017-05-10,186723720000
2017-05-11,186783300000
2017-05-12,186604560000
2017-05-15,187200360000
2017-05-16,184280940000
2017-05-17,182195640000
2017-05-18,182136060000
2017-05-19,183506400000
2017-05-22,181540260000
2017-05-23,181659420000
2017-05-24,181182780000
2017-05-25,181778580000
2017-05-26,181659420000
2017-05-30,181599840000
2017-05-31,184578840000
2017-06-01,184876740000
2017-06-02,183923460000
2017-06-05,182851020000
2017-06-06,181301940000
2017-06-07,180884880000
2017-06-08,179454960000
2017-06-09,185234220000
2017-06-12,184817160000
2017-06-13,184161780000
2017-06-14,184817160000
2017-06-15,185472540000
2017-06-16,186366240000
2017-06-19,187796160000
2017-06-20,189702720000
2017-06-21,191490120000
2017-06-22,192502980000
2017-06-23,193158360000
2017-06-26,192443399999
2017-06-27,190894320000
2017-06-28,190775160000
2017-06-29,190119780000
2017-06-30,189881460000
2017-07-03,190967590000
2017-07-05,189955920000
2017-07-06,187575520000
2017-07-07,188289640000
2017-07-10,188646700000
2017-07-11,187277970000
2017-07-12,187575520000
2017-07-13,187873070000
2017-07-14,188765720000
2017-07-17,187754050000
2017-07-18,188349150000
2017-07-19,189836900000
2017-07-20,189360820000
2017-07-21,189003760000
2017-07-24,188111110000
2017-07-25,186861400000
2017-07-26,185671200000
2017-07-27,186325810000
2017-07-28,187158950000
2017-07-31,187218460000
2017-08-01,186801890000
2017-08-02,185849730000
2017-08-03,188765720000
2017-08-04,189955920000
2017-08-07,188051600000
2017-08-08,187873070000
2017-08-09,188884740000
2017-08-10,188706210000
2017-08-11,187754050000
2017-08-14,188051600000
2017-08-15,188468170000
2017-08-16,188349150000
2017-08-17,186028260000
2017-08-18,184481000000
2017-08-21,184957080000
2017-08-22,187158950000
2017-08-23,187694540000
2017-08-24,187635030000
2017-08-25,188527680000
2017-08-28,189003760000
2017-08-29,189122780000
2017-08-30,188884740000
2017-08-31,191503180000
2017-09-01,191741220000
2017-09-05,190848570000
2017-09-06,191919750000
2017-09-07,191919750000
2017-09-08,192514850000
2017-09-11,193764560000
2017-09-12,199715560000
2017-09-13,197930260000
2017-09-14,201738900000
2017-09-15,199656049999
2017-09-18,200727229999
2017-09-19,200132130000
2017-09-20,203226650000
2017-09-21,203107630000
2017-09-22,203048120000
2017-09-25,200489190000
2017-09-26,199298990000
2017-09-27,200132130000
2017-09-28,201024780000
2017-09-29,201560370000
2017-10-02,204053860000
2017-10-03,204471270000
2017-10-04,203457560000
2017-10-05,203696079999
2017-10-06,203934600000
2017-10-09,204471270000
2017-10-10,205962020000
2017-10-11,206200540000
2017-10-12,205663870000
2017-10-13,205604239999
2017-10-16,203576820000
2017-10-17,204829050000
2017-10-18,202682370000
2017-10-19,205007940000
2017-10-20,206021649999
2017-10-23,205962020000
2017-10-24,205186829999
2017-10-25,204590530000
2017-10-26,202205329999
2017-10-27,201430140000
2017-10-30,198866050000
2017-10-31,198329380000
2017-11-01,199462350000
2017-11-02,200595320000
2017-11-03,201131989999
2017-11-06,199820130000
2017-11-07,200058649999
2017-11-08,199939390000
2017-11-09,199164200000
2017-11-10,199044940000
2017-11-13,199700870000
2017-11-14,200177910000
2017-11-15,200058649999
2017-11-16,201191620000
2017-11-17,200118280000
2017-11-20,199999020000
2017-11-21,201072360000
2017-11-22,200416430000
2017-11-24,200774210000
2017-11-27,200774210000
2017-11-28,202801630000
2017-11-29,204829050000
2017-11-30,205127200000
2017-12-01,205663870000
2017-12-04,203994230000
2017-12-05,201549399999
2017-12-06,201191620000
2017-12-07,200833840000
2017-12-08,202205329999
2017-12-11,204829050000
2017-12-12,206975730000
2017-12-13,207273880000
2017-12-14,206260170000
2017-12-15,210434270000
2017-12-18,210076489999
2017-12-19,209003149999
2017-12-20,206260170000
2017-12-21,205007940000
2017-12-22,204471270000
2017-12-26,204829050000
2017-12-27,205544610000
2017-12-28,205783130000
2017-12-29,204888680000
2018-01-02,205933490000
2018-01-03,207482310000
2018-01-04,207958869999
2018-01-05,208316290000
2018-01-08,205993060000
2018-01-09,205754780000
2018-01-10,206112200000
2018-01-11,206648330000
2018-01-12,206529190000
2018-01-16,206827040000
2018-01-17,210162960000
2018-01-18,209031130000
2018-01-19,208792849999
2018-01-22,208733280000
2018-01-23,208078010000
2018-01-24,208733280000
2018-01-25,210401240000
2018-01-26,220468570000
2018-01-29,220528140000
2018-01-30,213618020000
2018-01-31,209328980000
2018-02-01,208137580000
2018-02-02,206886609999
2018-02-05,195925730000
2018-02-06,199380790000
2018-02-07,197712830000
2018-02-08,190087870000
2018-02-09,193066369999
2018-02-12,195866160000
2018-02-13,197474550000
2018-02-14,198904230000
2018-02-15,201823160000
2018-02-16,204920800000
2018-02-20,203550690000
2018-02-21,202121010000
2018-02-22,202001869999
2018-02-23,204920800000
2018-02-26,209626830000
2018-02-27,207958869999
2018-02-28,205218650000
2018-03-01,201346599999
2018-03-02,203193270000
2018-03-05,204146390000
2018-03-06,202776280000
2018-03-07,203074130000
2018-03-08,206290910000
2018-03-09,207839730000
2018-03-12,206886609999
2018-03-13,207720590000
2018-03-14,205456930000
2018-03-15,206767470000
2018-03-16,207899300000
2018-03-19,205337790000
2018-03-20,205337790000
2018-03-21,204980369999
2018-03-22,201227460000
2018-03-23,194913040000
2018-03-26,198010680000
2018-03-27,197891540000
2018-03-28,199499930000
2018-03-29,200572190000
2018-04-02,195044500000
2018-04-03,198564100000
2018-04-04,201086480000
2018-04-05,198857400000
2018-04-06,195748420000
2018-04-09,197332240000
2018-04-10,200089260000
2018-04-11,199209360000
2018-04-12,202142360000
2018-04-13,202142360000
2018-04-16,203315559999
2018-04-17,202201020000
2018-04-18,203080920000
2018-04-19,203315559999
2018-04-20,203843500000
2018-04-23,204782059999
2018-04-24,206248559999
2018-04-25,204136799999
2018-04-26,205075360000
2018-04-27,205896600000
2018-04-30,203726179999
2018-05-01,197038940000
2018-05-02,194164600000
2018-05-03,193460679999
2018-05-04,193929960000
2018-05-07,194399240000
2018-05-08,194692540000
2018-05-09,195748420000
2018-05-10,194985840000
2018-05-11,197566880000
2018-05-14,199561320000
2018-05-15,198622760000
2018-05-16,198564100000
2018-05-17,198740080000
2018-05-18,198329460000
2018-05-21,199268020000
2018-05-22,198798740000
2018-05-23,200206580000
2018-05-24,199737299999
2018-05-25,198564100000
2018-05-29,198681420000
2018-05-30,200617200000
2018-05-31,199971940000
2018-06-01,201731740000
2018-06-04,202846280000
2018-06-05,202787620000
2018-06-06,202494320000
2018-06-07,203080920000
2018-06-08,204078140000
2018-06-11,202025040000
2018-06-12,202025040000
2018-06-13,201555760000
2018-06-14,201262460000
2018-06-15,202377000000
2018-06-18,201262460000
2018-06-19,201555760000
2018-06-20,202904940000
2018-06-21,202025040000
2018-06-22,203198240000
2018-06-25,202494320000
2018-06-26,202494320000
2018-06-27,201497100000
2018-06-28,202377000000
2018-06-29,201907720000
2018-07-02,202511250000
2018-07-03,202628750000
2018-07-05,205507499999
2018-07-06,206858750000
2018-07-09,207152500000
2018-07-10,208621250000
2018-07-11,207387499999
2018-07-12,209150000000
2018-07-13,209208750000
2018-07-16,208327500000
