,KR
2004-08-25,12379520000
2004-08-26,12350080000
2004-08-27,12379520000
2004-08-30,12202879999
2004-08-31,12173440000
2004-09-01,12305920000
2004-09-02,12541440000
2004-09-03,12556160000
2004-09-07,12556160000
2004-09-08,12482560000
2004-09-09,12467840000
2004-09-10,12438399999
2004-09-13,12291200000
2004-09-14,11761280000
2004-09-15,11555200000
2004-09-16,11525760000
2004-09-17,11569920000
2004-09-20,11511040000
2004-09-21,11481600000
2004-09-22,11466880000
2004-09-23,11466880000
2004-09-24,11437440000
2004-09-27,11408000000
2004-09-28,11481600000
2004-09-29,11584640000
2004-09-30,11422720000
2004-10-01,11628800000
2004-10-04,11496320000
2004-10-05,11452160000
2004-10-06,11452160000
2004-10-07,11334400000
2004-10-08,11172480000
2004-10-11,11098880000
2004-10-12,11113600000
2004-10-13,11054720000
2004-10-14,10966400000
2004-10-15,11054720000
2004-10-18,11143040000
2004-10-19,10966400000
2004-10-20,11040000000
2004-10-21,10995840000
2004-10-22,11025280000
2004-10-25,10936960000
2004-10-26,10848640000
2004-10-27,11054720000
2004-10-28,11069440000
2004-10-29,11128320000
2004-11-01,11157760000
2004-11-02,11231360000
2004-11-03,11334400000
2004-11-04,11658240000
2004-11-05,11937920000
2004-11-08,11753000000
2004-11-09,11782200000
2004-11-10,11811400000
2004-11-11,11899000000
2004-11-12,11899000000
2004-11-15,12059600000
2004-11-16,12088800000
2004-11-17,12030400000
2004-11-18,11899000000
2004-11-19,11621600000
2004-11-22,11694600000
2004-11-23,11811400000
2004-11-24,11869800000
2004-11-26,11869800000
2004-11-29,11855199999
2004-11-30,11811400000
2004-12-01,12074200000
2004-12-02,11811400000
2004-12-03,11621600000
2004-12-06,11680000000
2004-12-07,11855199999
2004-12-08,12088800000
2004-12-09,12453800000
2004-12-10,12380800000
2004-12-13,12439200000
2004-12-14,12789600000
2004-12-15,12760400000
2004-12-16,12599800000
2004-12-17,12351600000
2004-12-20,12380800000
2004-12-21,12410000000
2004-12-22,12541400000
2004-12-23,12439200000
2004-12-27,12497600000
2004-12-28,12512200000
2004-12-29,12556000000
2004-12-30,12570600000
2004-12-31,12804200000
2005-01-03,12512200000
2005-01-04,12191000000
2005-01-05,12088800000
2005-01-06,11986600000
2005-01-07,12147200000
2005-01-10,12307800000
2005-01-11,12147200000
2005-01-12,12176400000
2005-01-13,12088800000
2005-01-14,12249400000
2005-01-18,12410000000
2005-01-19,12424600000
2005-01-20,12380800000
2005-01-21,12264000000
2005-01-24,12410000000
2005-01-25,12395400000
2005-01-26,12453800000
2005-01-27,12629000000
2005-01-28,12585199999
2005-01-31,12431700000
2005-02-01,12475320000
2005-02-02,12489860000
2005-02-03,12489860000
2005-02-04,12504400000
2005-02-07,12446240000
2005-02-08,12678880000
2005-02-09,12548020000
2005-02-10,12577100000
2005-02-11,12562560000
2005-02-14,12693420000
2005-02-15,13013299999
2005-02-16,13071460000
2005-02-17,12838820000
2005-02-18,13071460000
2005-02-22,12824280000
2005-02-23,12853360000
2005-02-24,12867900000
2005-02-25,12824280000
2005-02-28,13071460000
2005-03-01,13129620000
2005-03-02,13027840000
2005-03-03,12882440000
2005-03-04,12984220000
2005-03-07,12882440000
2005-03-08,12257220000
2005-03-09,11995500000
2005-03-10,11690159999
2005-03-11,11617460000
2005-03-14,11646540000
2005-03-15,11355740000
2005-03-16,11137640000
2005-03-17,11457520000
2005-03-18,11355740000
2005-03-21,11428440000
2005-03-22,11399360000
2005-03-23,11355740000
2005-03-24,11413900000
2005-03-28,11326660000
2005-03-29,11413900000
2005-03-30,11588380000
2005-03-31,11661080000
2005-04-01,11399360000
2005-04-04,11442980000
2005-04-05,11530220000
2005-04-06,11515680000
2005-04-07,11617460000
2005-04-08,11588380000
2005-04-11,11428440000
2005-04-12,11457520000
2005-04-13,11588380000
2005-04-14,11559300000
2005-04-15,11384820000
2005-04-18,11108560000
2005-04-19,11181260000
2005-04-20,11312120000
2005-04-21,11486600000
2005-04-22,11341200000
2005-04-25,11370280000
2005-04-26,11253960000
2005-04-27,11501140000
2005-04-28,11399360000
2005-04-29,11472060000
2005-05-02,11588380000
2005-05-03,11472060000
2005-05-04,11864640000
2005-05-05,11850100000
2005-05-06,11632000000
2005-05-09,11791940000
2005-05-10,11821020000
2005-05-11,11821020000
2005-05-12,11704700000
2005-05-13,11573840000
2005-05-16,11864640000
2005-05-17,12300840000
2005-05-18,12271760000
2005-05-19,12257220000
2005-05-20,12431700000
2005-05-23,12201799999
2005-05-24,12129600000
2005-05-25,12144040000
2005-05-26,12158480000
2005-05-27,12187360000
2005-05-31,12115160000
2005-06-01,12014080000
2005-06-02,12129600000
2005-06-03,12057400000
2005-06-06,12129600000
2005-06-07,12071840000
2005-06-08,12071840000
2005-06-09,12115160000
2005-06-10,12014080000
2005-06-13,11927440000
2005-06-14,12057400000
2005-06-15,12620560000
2005-06-16,12692759999
2005-06-17,12562799999
2005-06-20,12779400000
2005-06-21,14050120000
2005-06-22,14035680000
2005-06-23,14064560000
2005-06-24,14208960000
2005-06-27,14006799999
2005-06-28,13905720000
2005-06-29,13819080000
2005-06-30,13746880000
2005-07-01,13616920000
2005-07-05,13876840000
2005-07-06,13891279999
2005-07-07,13876840000
2005-07-08,14064560000
2005-07-11,14050120000
2005-07-12,14006799999
2005-07-13,14050120000
2005-07-14,14122320000
2005-07-15,14136759999
2005-07-18,14180080000
2005-07-19,14093440000
2005-07-20,14107880000
2005-07-21,13934600000
2005-07-22,14079000000
2005-07-25,14122320000
2005-07-26,14338920000
2005-07-27,14310040000
2005-07-28,14382240000
2005-07-29,14338920000
2005-08-01,14367799999
2005-08-02,14281160000
2005-08-03,14396680000
2005-08-04,14093440000
2005-08-05,13992360000
2005-08-08,14122320000
2005-08-09,14295600000
2005-08-10,14223400000
2005-08-11,14223400000
2005-08-12,13949040000
2005-08-15,14103520000
2005-08-16,14060080000
2005-08-17,14190400000
2005-08-18,14262800000
2005-08-19,14262800000
2005-08-22,14407599999
2005-08-23,14508960000
2005-08-24,14393120000
2005-08-25,14262800000
2005-08-26,14089040000
2005-08-29,14277280000
2005-08-30,14132480000
2005-08-31,14291759999
2005-09-01,14335200000
2005-09-02,14422080000
2005-09-06,14566880000
2005-09-07,14451040000
2005-09-08,14320720000
2005-09-09,14537919999
2005-09-12,14639280000
2005-09-13,14465520000
2005-09-14,14856480000
2005-09-15,14813040000
2005-09-16,14885440000
2005-09-19,14784080000
2005-09-20,14711680000
2005-09-21,14566880000
2005-09-22,14682720000
2005-09-23,14755120000
2005-09-26,14784080000
2005-09-27,14784080000
2005-09-28,14697200000
2005-09-29,14928880000
2005-09-30,14914400000
2005-10-03,14885440000
2005-10-04,14581360000
2005-10-05,14407599999
2005-10-06,14436560000
2005-10-07,14523440000
2005-10-10,14451040000
2005-10-11,14480000000
2005-10-12,14233840000
2005-10-13,14291759999
2005-10-14,14277280000
2005-10-17,14407599999
2005-10-18,14335200000
2005-10-19,14465520000
2005-10-20,14335200000
2005-10-21,14335200000
2005-10-24,14537919999
2005-10-25,14335200000
2005-10-26,14277280000
2005-10-27,13857360000
2005-10-28,14190400000
2005-10-31,14407599999
2005-11-01,14349680000
2005-11-02,14378640000
2005-11-03,14204880000
2005-11-04,14031120000
2005-11-07,13929720000
2005-11-08,13699000000
2005-11-09,13742260000
2005-11-10,13799940000
2005-11-11,14016240000
2005-11-14,13958560000
2005-11-15,13915300000
2005-11-16,14001820000
2005-11-17,14045080000
2005-11-18,14016240000
2005-11-21,14045080000
2005-11-22,13929720000
2005-11-23,14045080000
2005-11-25,14073920000
2005-11-28,14117179999
2005-11-29,13857620000
2005-11-30,14030660000
2005-12-01,14160440000
2005-12-02,14376740000
2005-12-05,14593039999
2005-12-06,14073920000
2005-12-07,14102760000
2005-12-08,13972980000
2005-12-09,14045080000
2005-12-12,13843200000
2005-12-13,13972980000
2005-12-14,13857620000
2005-12-15,13684580000
2005-12-16,13785520000
2005-12-19,13771100000
2005-12-20,13713420000
2005-12-21,13511539999
2005-12-22,13684580000
2005-12-23,13684580000
2005-12-27,13497120000
2005-12-28,13540380000
2005-12-29,13641320000
2005-12-30,13612480000
2006-01-03,13670160000
2006-01-04,13525960000
2006-01-05,13569220000
2006-01-06,13525960000
2006-01-09,13540380000
2006-01-10,13453860000
2006-01-11,13396179999
2006-01-12,13511539999
2006-01-13,13525960000
2006-01-17,13554800000
2006-01-18,13756679999
2006-01-19,13699000000
2006-01-20,13742260000
2006-01-23,13727840000
2006-01-24,13684580000
2006-01-25,13425020000
2006-01-26,13367340000
2006-01-27,13396179999
2006-01-30,13255920000
2006-01-31,13284799999
2006-02-01,13212600000
2006-02-02,13198160000
2006-02-03,13458080000
2006-02-06,13616920000
2006-02-07,13689120000
2006-02-08,13847960000
2006-02-09,13977920000
2006-02-10,14093440000
2006-02-13,14165640000
2006-02-14,14295600000
2006-02-15,14295600000
2006-02-16,14454440000
2006-02-17,14425560000
2006-02-21,14483320000
2006-02-22,14396680000
2006-02-23,14512200000
2006-02-24,14425560000
2006-02-27,14613279999
2006-02-28,14468880000
2006-03-01,14526640000
2006-03-02,14295600000
2006-03-03,14411120000
2006-03-06,14353360000
2006-03-07,14541080000
2006-03-08,14786560000
2006-03-09,14569960000
2006-03-10,14801000000
2006-03-13,14844320000
2006-03-14,14959840000
2006-03-15,14988720000
2006-03-16,14988720000
2006-03-17,14974279999
2006-03-20,14757680000
2006-03-21,14829880000
2006-03-22,15032040000
2006-03-23,15046480000
2006-03-24,15046480000
2006-03-27,14858759999
2006-03-28,14699920000
2006-03-29,14699920000
2006-03-30,14425560000
2006-03-31,14699920000
2006-04-03,14627720000
2006-04-04,14815440000
2006-04-05,14786560000
2006-04-06,14569960000
2006-04-07,14396680000
2006-04-10,14425560000
2006-04-11,14338920000
2006-04-12,14151200000
2006-04-13,14237840000
2006-04-17,14122320000
2006-04-18,14295600000
2006-04-19,14353360000
2006-04-20,14367799999
2006-04-21,14208960000
2006-04-24,14180080000
2006-04-25,14021240000
2006-04-26,14165640000
2006-04-27,14136759999
2006-04-28,14627720000
2006-05-01,14699920000
2006-05-02,14382240000
2006-05-03,14324480000
2006-05-04,14468880000
2006-05-05,14887640000
2006-05-08,14916520000
2006-05-09,14598840000
2006-05-10,14598840000
2006-05-11,14310040000
2006-05-12,14382240000
2006-05-15,14613279999
2006-05-16,14468880000
2006-05-17,14411120000
2006-05-18,14396680000
2006-05-19,14382240000
2006-05-22,14480660000
2006-05-23,14437519999
2006-05-24,14236200000
2006-05-25,14552559999
2006-05-26,14552559999
2006-05-30,14336860000
2006-05-31,14466280000
2006-06-01,14595700000
2006-06-02,14552559999
2006-06-05,14221820000
2006-06-06,14207440000
2006-06-07,14279340000
2006-06-08,14394380000
2006-06-09,14164300000
2006-06-12,14006120000
2006-06-13,14121160000
2006-06-14,14193059999
2006-06-15,14207440000
2006-06-16,14106780000
2006-06-19,13991740000
2006-06-20,14725120000
2006-06-21,14725120000
2006-06-22,14595700000
2006-06-23,14768260000
2006-06-26,15012720000
2006-06-27,14897680000
2006-06-28,15357840000
2006-06-29,15616680000
2006-06-30,15717340000
2006-07-03,15717340000
2006-07-05,15674200000
2006-07-06,15717340000
2006-07-07,15674200000
2006-07-10,15774860000
2006-07-11,15832380000
2006-07-12,15674200000
2006-07-13,15688580000
2006-07-14,15803620000
2006-07-17,15832380000
2006-07-18,15818000000
2006-07-19,16004940000
2006-07-20,16292540000
2006-07-21,16623280000
2006-07-24,16608900000
2006-07-25,16608900000
2006-07-26,16594519999
2006-07-27,16508240000
2006-07-28,16522620000
2006-07-31,16493860000
2006-08-01,16278160000
2006-08-02,16292540000
2006-08-03,16321300000
2006-08-04,16465099999
2006-08-07,16407580000
2006-08-08,16407580000
2006-08-09,16163120000
2006-08-10,16580140000
2006-08-11,16306920000
2006-08-14,16618080000
2006-08-15,16532640000
2006-08-16,16532640000
2006-08-17,17102240000
2006-08-18,16575360000
2006-08-21,16646560000
2006-08-22,16390240000
2006-08-23,16319040000
2006-08-24,16561120000
2006-08-25,16575360000
2006-08-28,16760480000
2006-08-29,16845920000
2006-08-30,16817440000
2006-08-31,16959840000
2006-09-01,16917120000
2006-09-05,16803200000
2006-09-06,16803200000
2006-09-07,16703520000
2006-09-08,17088000000
2006-09-11,17144959999
2006-09-12,16205120000
2006-09-13,16304799999
2006-09-14,16461440000
2006-09-15,16020000000
2006-09-18,16091200000
2006-09-19,16020000000
2006-09-20,16162400000
2006-09-21,15977280000
2006-09-22,16262080000
2006-09-25,16390240000
2006-09-26,16447200000
2006-09-27,16518400000
2006-09-28,16532640000
2006-09-29,16475680000
2006-10-02,16418720000
2006-10-03,16504160000
2006-10-04,16333280000
2006-10-05,16176640000
2006-10-06,16020000000
2006-10-09,16205120000
2006-10-10,16176640000
2006-10-11,15906080000
2006-10-12,15906080000
2006-10-13,15635520000
2006-10-16,15735200000
2006-10-17,15607040000
2006-10-18,15777920000
2006-10-19,15564320000
2006-10-20,15863360000
2006-10-23,15863360000
2006-10-24,15735200000
2006-10-25,15849120000
2006-10-26,16190879999
2006-10-27,16233600000
2006-10-30,16091200000
2006-10-31,16020000000
2006-11-01,15664000000
2006-11-02,15493120000
2006-11-03,15379200000
2006-11-06,15475520000
2006-11-07,15560240000
2006-11-08,15673200000
2006-11-09,15715560000
2006-11-10,15602600000
2006-11-13,15588479999
2006-11-14,15644960000
2006-11-15,15800280000
2006-11-16,15701439999
2006-11-17,15659080000
2006-11-20,15588479999
2006-11-21,15404920000
2006-11-22,15433160000
2006-11-24,15376680000
2006-11-27,15179000000
2006-11-28,15277840000
2006-11-29,15433160000
2006-11-30,15150760000
2006-12-01,15291960000
2006-12-04,15772040000
2006-12-05,16591000000
2006-12-06,16365080000
2006-12-07,16308600000
2006-12-08,16294479999
2006-12-11,16746320000
2006-12-12,16944000000
2006-12-13,16887520000
2006-12-14,17085200000
2006-12-15,17155800000
2006-12-18,16647479999
2006-12-19,16478040000
2006-12-20,16280360000
2006-12-21,16421560000
2006-12-22,16379200000
2006-12-26,16167399999
2006-12-27,16365080000
2006-12-28,16125040000
2006-12-29,16294479999
2007-01-03,16365080000
2007-01-04,16661600000
2007-01-05,16661600000
2007-01-08,16703960000
2007-01-09,16703960000
2007-01-10,16732200000
2007-01-11,16788680000
2007-01-12,16647479999
2007-01-16,16774560000
2007-01-17,16746320000
2007-01-18,16802800000
2007-01-19,17028720000
2007-01-22,17155800000
2007-01-23,17184040000
2007-01-24,17198160000
2007-01-25,17000479999
2007-01-26,17311120000
2007-01-29,17678240000
2007-01-30,18045360000
2007-01-31,18073600000
2007-02-01,18158320000
2007-02-02,18257160000
2007-02-05,18341880000
2007-02-06,18158320000
2007-02-07,18454840000
2007-02-08,18327760000
2007-02-09,18271280000
2007-02-12,18285400000
2007-02-13,18228920000
2007-02-14,18426600000
2007-02-15,18497200000
2007-02-16,18694880000
2007-02-20,18723120000
2007-02-21,18694880000
2007-02-22,18356000000
2007-02-23,18130080000
2007-02-26,18186560000
2007-02-27,17635880000
2007-02-28,18101840000
2007-03-01,18031240000
2007-03-02,17904160000
2007-03-05,17805320000
2007-03-06,17748840000
2007-03-07,17607640000
2007-03-08,18059480000
2007-03-09,17861800000
2007-03-12,18186560000
2007-03-13,18567800000
2007-03-14,18765480000
2007-03-15,18892560000
2007-03-16,18779600000
2007-03-19,19090240000
2007-03-20,19739760000
2007-03-21,19909200000
2007-03-22,20022160000
2007-03-23,19993920000
2007-03-26,20219840000
2007-03-27,20050400000
2007-03-28,20022160000
2007-03-29,19768000000
2007-03-30,19951560000
2007-04-02,20163360000
2007-04-03,20474000000
2007-04-04,20728160000
2007-04-05,20558720000
2007-04-09,20629320000
2007-04-10,20827000000
2007-04-11,20403400000
2007-04-12,20389280000
2007-04-13,20233960000
2007-04-16,20756400000
2007-04-17,20728160000
2007-04-18,20756400000
2007-04-19,21236480000
2007-04-20,21194120000
2007-04-23,21321200000
2007-04-24,20925840000
2007-04-25,21123520000
2007-04-26,20827000000
2007-04-27,20996440000
2007-04-30,20841120000
2007-05-01,20784640000
2007-05-02,21024680000
2007-05-03,20982320000
2007-05-04,20841120000
2007-05-07,20911720000
2007-05-08,20699920000
2007-05-09,20530480000
2007-05-10,20375160000
2007-05-11,20375160000
2007-05-14,20558720000
2007-05-15,20572840000
2007-05-16,20798760000
2007-05-17,20756400000
2007-05-18,20897600000
2007-05-21,20841120000
2007-05-22,20855240000
2007-05-23,20841120000
2007-05-24,20671680000
2007-05-25,20869360000
2007-05-29,21045960000
2007-05-30,21102120000
2007-05-31,21284640000
2007-06-01,22056840000
2007-06-04,21270600000
2007-06-05,21003840000
2007-06-06,20989800000
2007-06-07,20723040000
2007-06-08,20751120000
2007-06-11,20989800000
2007-06-12,20638800000
2007-06-13,21088080000
2007-06-14,21368880000
2007-06-15,21523320000
2007-06-18,21270600000
2007-06-19,21312720000
2007-06-20,21200400000
2007-06-21,21130200000
2007-06-22,20428200000
2007-06-25,20821320000
2007-06-26,19417320000
2007-06-27,19838520000
2007-06-28,19852560000
2007-06-29,19754280000
2007-07-02,20189520000
2007-07-03,20021040000
2007-07-05,19726200000
2007-07-06,19824480000
2007-07-09,19880640000
2007-07-10,19698120000
2007-07-11,19754280000
2007-07-12,20386080000
2007-07-13,20231640000
2007-07-16,20484360000
2007-07-17,20301840000
2007-07-18,20428200000
2007-07-19,20189520000
2007-07-20,19894680000
2007-07-23,20077200000
2007-07-24,19487520000
2007-07-25,19206720000
2007-07-26,18813600000
2007-07-27,18476640000
2007-07-30,18588960000
2007-07-31,18223920000
2007-08-01,18954000000
2007-08-02,18813600000
2007-08-03,18139680000
2007-08-06,18574920000
2007-08-07,18434520000
2007-08-08,17872920000
2007-08-09,17437680000
2007-08-10,17872920000
2007-08-13,17872920000
2007-08-14,17606160000
2007-08-15,17437680000
2007-08-16,17409600000
2007-08-17,18322200000
2007-08-20,17533080000
2007-08-21,17736480000
2007-08-22,17912760000
2007-08-23,17899200000
2007-08-24,18563640000
2007-08-27,18048360000
2007-08-28,17370360000
2007-08-29,17750040000
2007-08-30,17411040000
2007-08-31,18021240000
2007-09-04,17912760000
2007-09-05,17411040000
2007-09-06,17560200000
2007-09-07,17261880000
2007-09-10,17505960000
2007-09-11,18129720000
2007-09-12,17926320000
2007-09-13,18102600000
2007-09-14,18428040000
2007-09-17,18319560000
2007-09-18,19729800000
2007-09-19,19662000000
2007-09-20,19404360000
2007-09-21,19350120000
2007-09-24,19160280000
2007-09-25,19065360000
2007-09-26,19092480000
2007-09-27,19377240000
2007-09-28,19336560000
2007-10-01,19499280000
2007-10-02,19417920000
2007-10-03,19458600000
2007-10-04,19499280000
2007-10-05,19662000000
2007-10-08,19499280000
2007-10-09,19499280000
2007-10-10,19553520000
2007-10-11,19702680000
2007-10-12,20217960000
2007-10-15,19878960000
2007-10-16,19377240000
2007-10-17,19336560000
2007-10-18,19065360000
2007-10-19,18997560000
2007-10-22,19404360000
2007-10-23,19268760000
2007-10-24,19390800000
2007-10-25,19512840000
2007-10-26,19445040000
2007-10-29,19770480000
2007-10-30,19716240000
2007-10-31,19933200000
2007-11-01,19119600000
2007-11-02,19214520000
2007-11-05,18997560000
2007-11-06,18875520000
2007-11-07,18536520000
2007-11-08,18550080000
2007-11-09,18116160000
2007-11-12,17955840000
2007-11-13,18695040000
2007-11-14,18829440000
2007-11-15,18614400000
2007-11-16,19259520000
2007-11-19,19031040000
2007-11-20,19004160000
2007-11-21,18977280000
2007-11-23,18816000000
2007-11-26,18816000000
2007-11-27,18708480000
2007-11-28,19178880000
2007-11-29,19004160000
2007-11-30,19326720000
2007-12-03,19420800000
2007-12-04,19017600000
2007-12-05,18990720000
2007-12-06,18910080000
2007-12-07,19084800000
2007-12-10,19044480000
2007-12-11,17794560000
2007-12-12,17458560000
2007-12-13,17619840000
2007-12-14,17619840000
2007-12-17,17297280000
2007-12-18,17592960000
2007-12-19,17391360000
2007-12-20,17888640000
2007-12-21,18009600000
2007-12-24,18439680000
2007-12-26,18170880000
2007-12-27,18076800000
2007-12-28,18130560000
2007-12-31,17955840000
2008-01-02,17256960000
2008-01-03,17364480000
2008-01-04,17028480000
2008-01-07,17189760000
2008-01-08,17176320000
2008-01-09,17700480000
2008-01-10,18211200000
2008-01-11,17781120000
2008-01-14,17377920000
2008-01-15,17149440000
2008-01-16,17808000000
2008-01-17,17216640000
2008-01-18,17068799999
2008-01-22,17095680000
2008-01-23,17902080000
2008-01-24,17431680000
2008-01-25,17001600000
2008-01-28,17041920000
2008-01-29,16988160000
2008-01-30,16920960000
2008-01-31,17109120000
2008-02-01,17458560000
2008-02-04,17082000000
2008-02-05,16661520000
2008-02-06,16648380000
2008-02-07,16661520000
2008-02-08,16898040000
2008-02-11,17068860000
2008-02-12,16937460000
2008-02-13,17384220000
2008-02-14,17265960000
2008-02-15,17660160000
2008-02-19,17318520000
2008-02-20,17279100000
2008-02-21,16635240000
2008-02-22,16911179999
2008-02-25,16950600000
2008-02-26,17042580000
2008-02-27,16727220000
2008-02-28,16543260000
2008-02-29,15938820000
2008-03-03,16319880000
2008-03-04,16438140000
2008-03-05,16503840000
2008-03-06,16543260000
2008-03-07,16858620000
2008-03-10,16635240000
2008-03-11,17082000000
2008-03-12,16477559999
2008-03-13,16425000000
2008-03-14,15965100000
2008-03-17,16122780000
2008-03-18,16543260000
2008-03-19,16385580000
2008-03-20,16687800000
2008-03-24,16582679999
2008-03-25,16727220000
2008-03-26,16543260000
2008-03-27,16267320000
2008-03-28,16530120000
2008-03-31,16687800000
2008-04-01,16963740000
2008-04-02,16792920000
2008-04-03,16674660000
2008-04-04,16556400000
2008-04-07,16280460000
2008-04-08,16227900000
2008-04-09,15873120000
2008-04-10,16122780000
2008-04-11,15702300000
2008-04-14,15518340000
2008-04-15,15768000000
2008-04-16,15859980000
2008-04-17,16214760000
2008-04-18,16425000000
2008-04-21,16635240000
2008-04-22,16188480000
2008-04-23,16700940000
2008-04-24,17239680000
2008-04-25,17344800000
2008-04-28,17134559999
2008-04-29,17909820000
2008-04-30,17909820000
2008-05-01,18277740000
2008-05-02,17988660000
2008-05-05,17909820000
2008-05-06,17765280000
2008-05-07,17673300000
2008-05-08,17410500000
2008-05-09,17279100000
2008-05-12,17857260000
2008-05-13,17555040000
2008-05-14,18054360000
2008-05-15,17739000000
2008-05-16,18369720000
2008-05-19,18133200000
2008-05-20,17936100000
2008-05-21,17804700000
2008-05-22,17883540000
2008-05-23,17712720000
2008-05-27,17798340000
2008-05-28,17915520000
2008-05-29,18058740000
2008-05-30,17993640000
2008-06-02,17928540000
2008-06-03,17798340000
2008-06-04,18058740000
2008-06-05,18488400000
2008-06-06,17772300000
2008-06-09,17824380000
2008-06-10,17902500000
2008-06-11,17433780000
2008-06-12,17915520000
2008-06-13,17967600000
2008-06-16,17681160000
2008-06-17,17186400000
2008-06-18,17108280000
2008-06-19,17251500000
2008-06-20,17511900000
2008-06-23,16926000000
2008-06-24,18110820000
2008-06-25,19113360000
2008-06-26,18631620000
2008-06-27,18657660000
2008-06-30,18800880000
2008-07-01,19269600000
2008-07-02,18879000000
2008-07-03,19178460000
2008-07-07,19087320000
2008-07-08,19373760000
2008-07-09,19048260000
2008-07-10,19100340000
2008-07-11,18800880000
2008-07-14,18579540000
2008-07-15,18566520000
2008-07-16,18865980000
2008-07-17,18983160000
2008-07-18,18306120000
2008-07-21,18436320000
2008-07-22,18774840000
2008-07-23,18345180000
2008-07-24,17837400000
2008-07-25,17590020000
2008-07-28,17629080000
2008-07-29,18410280000
2008-07-30,18514440000
2008-07-31,18410280000
2008-08-01,18241020000
2008-08-04,18188940000
2008-08-05,18852960000
2008-08-06,18709740000
2008-08-07,18709740000
2008-08-08,18957120000
2008-08-11,19738320000
2008-08-12,19764360000
2008-08-13,19256580000
2008-08-14,19738320000
2008-08-15,19569060000
2008-08-18,18509480000
2008-08-19,18496500000
2008-08-20,18522460000
2008-08-21,18197960000
2008-08-22,18314780000
2008-08-25,17860480000
2008-08-26,17782600000
2008-08-27,17977300000
2008-08-28,18107100000
2008-08-29,17925380000
2008-09-02,18042200000
2008-09-03,18042200000
2008-09-04,17691740000
2008-09-05,17445120000
2008-09-08,17717700000
2008-09-09,18146040000
2008-09-10,18159020000
2008-09-11,18301800000
2008-09-12,18107100000
2008-09-15,17263400000
2008-09-16,18172000000
2008-09-17,17458100000
2008-09-18,17406180000
2008-09-19,17548960000
2008-09-22,17341280000
2008-09-23,17276380000
2008-09-24,17107640000
2008-09-25,17445120000
2008-09-26,18081140000
2008-09-29,17419160000
2008-09-30,17834520000
2008-10-01,17886440000
2008-10-02,18029220000
2008-10-03,17652800000
2008-10-06,17211480000
2008-10-07,16718240000
2008-10-08,16147120000
2008-10-09,15627919999
2008-10-10,15433220000
2008-10-13,16471620000
2008-10-14,16666320000
2008-10-15,15939440000
2008-10-16,17068700000
2008-10-17,16380759999
2008-10-20,16990820000
2008-10-21,17029759999
2008-10-22,17419160000
2008-10-23,17497040000
2008-10-24,17133600000
2008-10-27,16549500000
2008-10-28,17354260000
2008-10-29,17198500000
2008-10-30,17834520000
2008-10-31,17821540000
2008-11-03,17730680000
2008-11-04,18029220000
2008-11-05,17328300000
2008-11-06,17523000000
2008-11-07,17860480000
2008-11-10,17795580000
2008-11-11,18003260000
2008-11-12,17393200000
2008-11-13,18146040000
2008-11-14,18184980000
2008-11-17,17419160000
2008-11-18,17510020000
2008-11-19,17263400000
2008-11-20,15887520000
2008-11-21,17016780000
2008-11-24,17497040000
2008-11-25,17873460000
2008-11-26,17990280000
2008-11-28,17951340000
2008-12-01,17523000000
2008-12-02,17406180000
2008-12-03,17821540000
2008-12-04,17445120000
2008-12-05,17795580000
2008-12-08,17730680000
2008-12-09,16536520000
2008-12-10,17042740000
2008-12-11,16964860000
2008-12-12,16588440000
2008-12-15,16666320000
2008-12-16,17133600000
2008-12-17,17081680000
2008-12-18,16886980000
2008-12-19,16497580000
2008-12-22,16575460000
2008-12-23,16406720000
2008-12-24,16393740000
2008-12-26,16419700000
2008-12-29,16497580000
2008-12-30,16899960000
2008-12-31,17146580000
2009-01-02,17224460000
2009-01-05,17315320000
2009-01-06,16458640000
2009-01-07,16614400000
2009-01-08,16315860000
2009-01-09,16108180000
2009-01-12,15913480000
2009-01-13,16043280000
2009-01-14,15731759999
2009-01-15,15900500000
2009-01-16,16212020000
2009-01-20,15848580000
2009-01-21,16069240000
2009-01-22,16147120000
2009-01-23,15926460000
2009-01-26,16173080000
2009-01-27,16108180000
2009-01-28,16004340000
2009-01-29,15666860000
2009-01-30,14602500000
2009-02-02,14515200000
2009-02-03,14709600000
2009-02-04,14385600000
2009-02-05,14256000000
2009-02-06,14852160000
2009-02-09,14852160000
2009-02-10,13893120000
2009-02-11,13957920000
2009-02-12,13867200000
2009-02-13,13789440000
2009-02-17,13595040000
2009-02-18,14074560000
2009-02-19,14256000000
2009-02-20,14372640000
2009-02-23,13633920000
2009-02-24,13815360000
2009-02-25,14204160000
2009-02-26,13400640000
2009-02-27,13400640000
2009-03-02,13167360000
2009-03-03,13089600000
2009-03-04,13335839999
2009-03-05,13050720000
2009-03-06,12869280000
2009-03-09,12610080000
2009-03-10,13893120000
2009-03-11,13491360000
2009-03-12,13802400000
2009-03-13,13789440000
2009-03-16,13698720000
2009-03-17,13867200000
2009-03-18,13789440000
2009-03-19,13582080000
2009-03-20,13426560000
2009-03-23,13659839999
2009-03-24,13685760000
2009-03-25,14074560000
2009-03-26,14398560000
2009-03-27,14294880000
2009-03-30,13906080000
2009-03-31,13750560000
2009-04-01,13828320000
2009-04-02,14048640000
2009-04-03,13919040000
2009-04-06,13828320000
2009-04-07,13089600000
2009-04-08,13491360000
2009-04-09,13128480000
2009-04-13,13296960000
