,KR
2023-03-07,33634469999
2023-03-08,34021650000
2023-03-09,33878250000
2023-03-10,33770700000
2023-03-13,33591450000
2023-03-14,33828060000
2023-03-15,34623930000
2023-03-16,33792210000
2023-03-17,33541260000
2023-03-20,33949950000
2023-03-21,34243920000
2023-03-22,34444680000
2023-03-23,34788840000
2023-03-24,35168850000
2023-03-27,34867710000
2023-03-28,35075640000
2023-03-29,35161680000
2023-03-30,35176020000
2023-03-31,35398290000
2023-04-03,35806980000
2023-04-04,35462820000
2023-04-05,34459020000
2023-04-06,34788840000
2023-04-10,35061300000
2023-04-11,34387320000
2023-04-12,33928440000
2023-04-13,33734849999
2023-04-14,33448050000
2023-04-17,34279770000
2023-04-18,34308450000
2023-04-19,34021650000
2023-04-20,34272599999
2023-04-21,34358640000
2023-04-24,34588080000
2023-04-25,34394490000
2023-04-26,34286940000
2023-04-27,34659780000
2023-04-28,34867710000
2023-05-01,35333760000
2023-05-02,35448480000
2023-05-03,35089980000
2023-05-04,34616760000
2023-05-05,35297910000
2023-05-08,35240550000
2023-05-09,35247720000
2023-05-10,35219040000
2023-05-11,35247720000
2023-05-12,35262060000
2023-05-15,35183190000
2023-05-16,35082810000
2023-05-17,35312250000
2023-05-18,35369610000
2023-05-19,35591880000
2023-05-22,35935620000
2023-05-23,35302900000
2023-05-24,35633640000
2023-05-25,35159100000
2023-05-26,34015890000
2023-05-30,33045240000
2023-05-31,32592270000
2023-06-01,32110539999
2023-06-02,33016480000
2023-06-05,33181850000
2023-06-06,33124330000
2023-06-07,32685740000
2023-06-08,32901440000
2023-06-09,33196230000
2023-06-12,33347220000
2023-06-13,33692340000
2023-06-14,33943990000
2023-06-15,33030860000
2023-06-16,33196230000
2023-06-20,32951770000
2023-06-21,32843920000
2023-06-22,33124330000
2023-06-23,33174660000
2023-06-26,33541350000
2023-06-27,33627630000
2023-06-28,33915230000
2023-06-29,33304080000
2023-06-30,33793000000
2023-07-03,34109360000
2023-07-05,33821760000
2023-07-06,34001510000
2023-07-07,33915230000
2023-07-10,33706720000
2023-07-11,34202830000
2023-07-12,34044650000
2023-07-13,33793000000
2023-07-14,33390360000
2023-07-17,33462260000
2023-07-18,33224990000
2023-07-19,33778619999
2023-07-20,34411340000
2023-07-21,34504810000
2023-07-24,35044060000
2023-07-25,35008110000
2023-07-26,35022490000
2023-07-27,34583900000
2023-07-28,34885880000
2023-07-31,34972160000
2023-08-01,34900260000
2023-08-02,35245380000
2023-08-03,35518600000
2023-08-04,35583310000
2023-08-07,35734300000
2023-08-08,35137530000
2023-08-09,35417940000
2023-08-10,35288520000
2023-08-11,35216620000
2023-08-14,34914640000
2023-08-15,34476050000
2023-08-16,33807380000
2023-08-17,33606060000
2023-08-18,34202830000
2023-08-21,34073410000
2023-08-22,33800190000
2023-08-23,33742670000
2023-08-24,33426310000
2023-08-25,33462260000
2023-08-28,33526970000
2023-08-29,33426310000
2023-08-30,33447880000
2023-08-31,33354410000
2023-09-01,33059619999
2023-09-05,32369380000
2023-09-06,32470039999
2023-09-07,32736070000
2023-09-08,33749860000
2023-09-11,32664170000
2023-09-12,32843920000
2023-09-13,32434090000
2023-09-14,32923010000
2023-09-15,33304080000
2023-09-18,33462260000
2023-09-19,33138710000
2023-09-20,33203420000
2023-09-21,32865490000
2023-09-22,32829539999
2023-09-25,32865490000
2023-09-26,32462850000
2023-09-27,31981119999
2023-09-28,32419710000
2023-09-29,32175250000
2023-10-02,31657570000
2023-10-03,31830130000
2023-10-04,32311860000
2023-10-05,31743850000
2023-10-06,31240550000
2023-10-09,32081780000
2023-10-10,32239960000
2023-10-11,31772610000
2023-10-12,31822940000
2023-10-13,31751039999
2023-10-16,31844510000
2023-10-17,31988310000
2023-10-18,31801369999
2023-10-19,31995500000
2023-10-20,31729470000
2023-10-23,31147080000
2023-10-24,31355590000
2023-10-25,31844510000
2023-10-26,32189630000
2023-10-27,31945170000
2023-10-30,32319050000
2023-10-31,32621030000
2023-11-01,32635410000
2023-11-02,32642600000
2023-11-03,32621030000
2023-11-06,32470039999
2023-11-07,32434090000
2023-11-08,31542530000
2023-11-09,31556910000
2023-11-10,31556910000
2023-11-13,31765420000
2023-11-14,31808560000
2023-11-15,32002690000
2023-11-16,30672539999
2023-11-17,30514360000
2023-11-20,30859480000
2023-11-21,30924190000
2023-11-22,31506580000
2023-11-24,31765420000
2023-11-27,31700710000
2023-11-28,31578480000
2023-11-29,31377160000
2023-11-30,31830130000
2023-12-01,32067400000
2023-12-04,32117730000
2023-12-05,32002690000
2023-12-06,32024260000
2023-12-07,32211199999
2023-12-08,32053020000
2023-12-11,32419710000
2023-12-12,31815750000
2023-12-13,32153680000
2023-12-14,31341210000
2023-12-15,31715090000
2023-12-18,32736070000
2023-12-19,32405330000
2023-12-20,32355000000
2023-12-21,32369380000
2023-12-22,32455660000
2023-12-26,32513180000
2023-12-27,32505990000
2023-12-28,32477230000
2023-12-29,32865490000
2024-01-02,33268130000
2024-01-03,33447880000
2024-01-04,33002100000
2024-01-05,33109949999
2024-01-08,33052430000
2024-01-09,33246560000
2024-01-10,33174660000
2024-01-11,32966150000
2024-01-12,33095570000
2024-01-16,33368789999
2024-01-17,33455070000
2024-01-18,33181850000
2024-01-19,33030860000
2024-01-22,33023670000
2024-01-23,33253750000
2024-01-24,33145900000
2024-01-25,33383170000
2024-01-26,33289699999
2024-01-29,33455070000
2024-01-30,33541350000
2024-01-31,33174660000
2024-02-01,33584490000
2024-02-02,33174660000
2024-02-05,33066810000
2024-02-06,32347810000
2024-02-07,32081780000
2024-02-08,32671360000
2024-02-09,32649789999
2024-02-12,32958960000
2024-02-13,32764830000
2024-02-14,32851110000
2024-02-15,33699530000
2024-02-16,34253160000
2024-02-20,34512000000
2024-02-21,34375390000
2024-02-22,34396960000
2024-02-23,34662990000
2024-02-26,33979940000
2024-02-27,34778030000
2024-02-28,34893070000
2024-02-29,35669590000
2024-03-01,35346040000
2024-03-04,35497030000
2024-03-05,35576120000
2024-03-06,36302310000
2024-03-07,39890120000
2024-03-08,40242430000
2024-03-11,39537810000
2024-03-12,39767890000
2024-03-13,40321520000
2024-03-14,39911690000
2024-03-15,40307140000
2024-03-18,40400610000
2024-03-19,40609120000
2024-03-20,40860770000
2024-03-21,40997380000
2024-03-22,40659450000
2024-03-25,40235240000
2024-03-26,40544410000
2024-03-27,40911100000
2024-03-28,41076470000
2024-04-01,40975810000
2024-04-02,41572580000
2024-04-03,41529440000
2024-04-04,41299360000
2024-04-05,41205890000
2024-04-08,39811030000
2024-04-09,39846980000
2024-04-10,40695400000
2024-04-11,40371850000
2024-04-12,39688800000
2024-04-15,39803840000
2024-04-16,39746320000
2024-04-17,39731940000
2024-04-18,39954830000
2024-04-19,40673830000
2024-04-22,40932670000
2024-04-23,39997970000
2024-04-24,40371850000
2024-04-25,40199290000
2024-04-26,39897310000
2024-04-29,39954830000
2024-04-30,39818220000
2024-05-01,39379630000
2024-05-02,39609710000
2024-05-03,39386820000
2024-05-06,39717560000
2024-05-07,39767890000
2024-05-08,39818220000
2024-05-09,39545000000
2024-05-10,40192100000
2024-05-13,39688800000
2024-05-14,39746320000
2024-05-15,39099220000
2024-05-16,39142360000
2024-05-17,38969800000
2024-05-20,38746910000
2024-05-21,38581540000
2024-05-22,38768480000
2024-05-23,38329890000
2024-05-24,38099810000
2024-05-28,37610890000
2024-05-29,37308910000
2024-05-30,37373620000
2024-05-31,37654030000
2024-06-03,37287340000
2024-06-04,37416760000
2024-06-05,37157920000
2024-06-06,37352050000
2024-06-07,37373620000
2024-06-10,37129160000
2024-06-11,36935030000
2024-06-12,36072230000
2024-06-13,36323880000
2024-06-14,36223220000
2024-06-17,36807050000
2024-06-18,37477580000
2024-06-20,36251880000
2024-06-21,36201410000
2024-06-24,36064420000
2024-06-25,35920220000
2024-06-26,35602980000
2024-06-27,35595770000
2024-06-28,35999530000
2024-07-01,36453760000
2024-07-02,36360030000
2024-07-03,36590750000
2024-07-05,37376640000
2024-07-08,37448740000
2024-07-09,37391060000
2024-07-10,38205790000
2024-07-11,38032750000
2024-07-12,37845290000
2024-07-15,37578520000
2024-07-16,38645600000
2024-07-17,39510800000
2024-07-18,39518010000
2024-07-19,39301710000
2024-07-22,39554060000
2024-07-23,38818640000
2024-07-24,39063780000
2024-07-25,38436510000
2024-07-26,39128670000
2024-07-29,39078200000
2024-07-30,39438700000
2024-07-31,39294500000
2024-08-01,39719890000
2024-08-02,39171930000
2024-08-05,38861900000
2024-08-06,39027730000
2024-08-07,38861900000
2024-08-08,39164720000
2024-08-09,38876320000
