,TFC
2004-08-24,21764461410
2004-08-25,22008196788
2004-08-26,22002657348
2004-08-27,21952802384
2004-08-30,22052512312
2004-08-31,22152222239
2004-09-01,22130064477
2004-09-02,22157761680
2004-09-03,22080209514
2004-09-07,22335023773
2004-09-08,22130064477
2004-09-09,22163301120
2004-09-10,22274089928
2004-09-13,22296247690
2004-09-14,22373799856
2004-09-15,22157761680
2004-09-16,22202077203
2004-09-17,22296247690
2004-09-20,22102367275
2004-09-21,22202077203
2004-09-22,21847553016
2004-09-23,21642593720
2004-09-24,21703527565
2004-09-27,21581659876
2004-09-28,21770000850
2004-09-29,21631514840
2004-09-30,21801002897
2004-10-01,22070151081
2004-10-04,22048179801
2004-10-05,22169021842
2004-10-06,22229442863
2004-10-07,22141557742
2004-10-08,22086629541
2004-10-11,22245921324
2004-10-12,22169021842
2004-10-13,21691146495
2004-10-14,21465940872
2004-10-15,21713117776
2004-10-18,22064658261
2004-10-19,21844945458
2004-10-20,21713117776
2004-10-21,21811988537
2004-10-22,21702132136
2004-10-25,21927337759
2004-10-26,22174514662
2004-10-27,22394227466
2004-10-28,22504083867
2004-10-29,22580983348
2004-11-01,22833653072
2004-11-02,22916045373
2004-11-03,23047873055
2004-11-04,23382935080
2004-11-05,23355470980
2004-11-08,23382935080
2004-11-09,23262093038
2004-11-10,23262093038
2004-11-11,23421384821
2004-11-12,23619126344
2004-11-15,23663068904
2004-11-16,23404906360
2004-11-17,23404906360
2004-11-18,23525748402
2004-11-19,23212657658
2004-11-22,23355470980
2004-11-23,23437863281
2004-11-24,23454341741
2004-11-26,23432370461
2004-11-29,23432370461
2004-11-30,23317021239
2004-12-01,23756446846
2004-12-02,23646590444
2004-12-03,23366456620
2004-12-06,23322514059
2004-12-07,23080829976
2004-12-08,23097308436
2004-12-09,22998437674
2004-12-10,23053365875
2004-12-13,23317021239
2004-12-14,23443356101
2004-12-15,23245614578
2004-12-16,23124772536
2004-12-17,22976466394
2004-12-20,23141250997
2004-12-21,23333499699
2004-12-22,23311528419
2004-12-23,23295049959
2004-12-27,23234628938
2004-12-28,23251107398
2004-12-29,23201672017
2004-12-30,23152236637
2004-12-31,23097308436
2005-01-03,22921538193
2005-01-04,22959987934
2005-01-05,23097308436
2005-01-06,23069844336
2005-01-07,22806188972
2005-01-10,22861117172
2005-01-11,22663375650
2005-01-12,22328313625
2005-01-13,22064658261
2005-01-14,21822974177
2005-01-18,21927337759
2005-01-19,21647203935
2005-01-20,21542840353
2005-01-21,21339606010
2005-01-24,21350591650
2005-01-25,21345098830
2005-01-26,21421998312
2005-01-27,21416505491
2005-01-28,21405519851
2005-01-31,21680160855
2005-02-01,21982265960
2005-02-02,21921844939
2005-02-03,21839452638
2005-02-04,22004237240
2005-02-07,22136064922
2005-02-08,22114093642
2005-02-09,21866916738
2005-02-10,21949309039
2005-02-11,22103108001
2005-02-14,22180007483
2005-02-15,22075643901
2005-02-16,22053672621
2005-02-17,21828466997
2005-02-18,21614247014
2005-02-22,21224256789
2005-02-23,21361577291
2005-02-24,21498897793
2005-02-25,21652696755
2005-02-28,21504390613
2005-03-01,21707624956
2005-03-02,21680160855
2005-03-03,21636218295
2005-03-04,21982265960
2005-03-07,22201978763
2005-03-08,22355777725
2005-03-09,21822974177
2005-03-10,22004237240
2005-03-11,21669175215
2005-03-14,21877902378
2005-03-15,21658189575
2005-03-16,21416505491
2005-03-17,21531854713
2005-03-18,21290170630
2005-03-21,20988065525
2005-03-22,20740888622
2005-03-23,21196792688
2005-03-24,21229749609
2005-03-28,21284677810
2005-03-29,21235242429
2005-03-30,21520869073
2005-03-31,21380244568
2005-04-01,21188763360
2005-04-04,21413069918
2005-04-05,21352890109
2005-04-06,21582667559
2005-04-07,21429482593
2005-04-08,21320064760
2005-04-11,21325535651
2005-04-12,21642847367
2005-04-13,20745621136
2005-04-14,20444722096
2005-04-15,20286066238
2005-04-18,20833155403
2005-04-19,20822213619
2005-04-20,20477547445
2005-04-21,20833155403
2005-04-22,20887864319
2005-04-25,21128583552
2005-04-26,20926160561
2005-04-27,21369302784
2005-04-28,21117641769
2005-04-29,21451366159
2005-05-02,21659260042
2005-05-03,21719439850
2005-05-04,22277470798
2005-05-05,22020338891
2005-05-06,21735852525
2005-05-09,21801503225
2005-05-10,21571725775
2005-05-11,21752265200
2005-05-12,21527958642
2005-05-13,21407599026
2005-05-16,21861683033
2005-05-17,21998455324
2005-05-18,22370475956
2005-05-19,22337650606
2005-05-20,22168052965
2005-05-23,22031280674
2005-05-24,21943746408
2005-05-25,21889037491
2005-05-26,21998455324
2005-05-27,21976571758
2005-05-31,21850741250
2005-06-01,22271999907
2005-06-02,22020338891
2005-06-03,21768677875
2005-06-06,21774148767
2005-06-07,21681143608
2005-06-08,21692085392
2005-06-09,21659260042
2005-06-10,21697556283
2005-06-13,21610022017
2005-06-14,21653789150
2005-06-15,21763206983
2005-06-16,21774148767
2005-06-17,22096931374
2005-06-20,22003926216
2005-06-21,21894508383
2005-06-22,21998455324
2005-06-23,21785090550
2005-06-24,21828857683
2005-06-27,21719439850
2005-06-28,22102402266
2005-06-29,22206349207
2005-06-30,21882290524
2005-07-01,21980834739
2005-07-05,22188872527
2005-07-06,21926087953
2005-07-07,21871341166
2005-07-08,22292891422
2005-07-11,22468081138
2005-07-12,22769188463
2005-07-13,22966276894
2005-07-14,23250960184
2005-07-15,23322131006
2005-07-18,23130517254
2005-07-19,23267384220
2005-07-20,23491846044
2005-07-21,23229061469
2005-07-22,23289282934
2005-07-25,23152415968
2005-07-26,23250960184
2005-07-27,23157890647
2005-07-28,23218112112
2005-07-29,22895106072
2005-08-01,23130517254
2005-08-02,23114093218
2005-08-03,23070295788
2005-08-04,22714441677
2005-08-05,22473555817
2005-08-08,22462606459
2005-08-09,22572100032
2005-08-10,22479030495
2005-08-11,22583049390
2005-08-12,22544726639
2005-08-15,22719916356
2005-08-16,22380486280
2005-08-17,22303840779
2005-08-18,22221720599
2005-08-19,22446182424
2005-08-22,22615897461
2005-08-23,22353112887
2005-08-24,22183397849
2005-08-25,22227195278
2005-08-26,21811119701
2005-08-29,22013682811
2005-08-30,21887765202
2005-08-31,22210771242
2005-09-01,22309315458
2005-09-02,22177923170
2005-09-06,22489979853
2005-09-07,22347638208
2005-09-08,22079378955
2005-09-09,22216245921
2005-09-12,22260043350
2005-09-13,22145075098
2005-09-14,22041056204
2005-09-15,22002733454
2005-09-16,22451657102
2005-09-19,22024632168
2005-09-20,21915138595
2005-09-21,21455265590
2005-09-22,21624980628
2005-09-23,21685202093
2005-09-26,21433366875
2005-09-27,21427892196
2005-09-28,21258177159
2005-09-29,21745423558
2005-09-30,21085151724
2005-10-03,21160745098
2005-10-04,20739582016
2005-10-05,20609993375
2005-10-06,20685586749
2005-10-07,20836773496
2005-10-10,20588395268
2005-10-11,20464206155
2005-10-12,20415610414
2005-10-13,20582995742
2005-10-14,21236338471
2005-10-17,21225539418
2005-10-18,21176943678
2005-10-19,22008470788
2005-10-20,22013870315
2005-10-21,22030068895
2005-10-24,22337841916
2005-10-25,22370239076
2005-10-26,22445832450
2005-10-27,22467430557
2005-10-28,22899392692
2005-10-31,22861596005
2005-11-01,22996584172
2005-11-02,23055978966
2005-11-03,22942588905
2005-11-04,23055978966
2005-11-07,23180168080
2005-11-08,23131572339
2005-11-09,23147770920
2005-11-10,23423146781
2005-11-11,23482541574
2005-11-14,23352952934
2005-11-15,23088376126
2005-11-16,22926390325
2005-11-17,23207165713
2005-11-18,23325955300
2005-11-21,23466342994
2005-11-22,23633728322
2005-11-23,23498740154
2005-11-25,23585132581
2005-11-28,23342153880
2005-11-29,23325955300
2005-11-30,22974986065
2005-12-01,23136971866
2005-12-02,23082976599
2005-12-05,22964187012
2005-12-06,22877794585
2005-12-07,22710409258
2005-12-08,22559222510
2005-12-09,22899392692
2005-12-12,22877794585
2005-12-13,23261160980
2005-12-14,23309756720
2005-12-15,23244962400
2005-12-16,23423146781
2005-12-19,23126172813
2005-12-20,23066778019
2005-12-21,23061378492
2005-12-22,23109974233
2005-12-23,23163969500
2005-12-27,22991184646
2005-12-28,22974986065
2005-12-29,22807600738
2005-12-30,22629416357
2006-01-03,22845397425
2006-01-04,23023581806
2006-01-05,23023581806
2006-01-06,22964187012
2006-01-09,23018182279
2006-01-10,22991184646
2006-01-11,22645614937
2006-01-12,22332442389
2006-01-13,22607818251
2006-01-17,22499827717
2006-01-18,22543023930
2006-01-19,22181255642
2006-01-20,21398324272
2006-01-23,21376726165
2006-01-24,21268735631
2006-01-25,21220139891
2006-01-26,21614305340
2006-01-27,21619704866
2006-01-30,21371326639
2006-01-31,21079752197
2006-02-01,21074352671
2006-02-02,20717983909
2006-02-03,20858371603
2006-02-06,20831373970
2006-02-07,20750381069
2006-02-08,20993359770
2006-02-09,21068953144
2006-02-10,21214740365
2006-02-13,21009558350
2006-02-14,21376726165
2006-02-15,21279534685
2006-02-16,21641302973
2006-02-17,21452319539
2006-02-21,21392924745
2006-02-22,21857284041
2006-02-23,21565709599
2006-02-24,21565709599
2006-02-27,21619704866
2006-02-28,21344329005
2006-03-01,21436120959
2006-03-02,21301132792
2006-03-03,21112149357
2006-03-06,21020357404
2006-03-07,21241737998
2006-03-08,21392924745
2006-03-09,21198541784
2006-03-10,21322730898
2006-03-13,21441520485
2006-03-14,21803288774
2006-03-15,21895080727
2006-03-16,21781690667
2006-03-17,21905879781
2006-03-20,21922078361
2006-03-21,21652102026
2006-03-22,21700697767
2006-03-23,21500915279
2006-03-24,21436120959
2006-03-27,21533312439
2006-03-28,21268735631
2006-03-29,21371326639
2006-03-30,21166144624
2006-03-31,21045774400
2006-04-03,21201470180
2006-04-04,21362534780
2006-04-05,21416222980
2006-04-06,21271264840
2006-04-07,21265896020
2006-04-10,21577287580
2006-04-11,21265896020
2006-04-12,21072618500
2006-04-13,21255158380
2006-04-17,21088724960
2006-04-18,21700770440
2006-04-19,21528968200
2006-04-20,22382610580
2006-04-21,22511462260
2006-04-24,22484618160
2006-04-25,22393348220
2006-04-26,22538306360
2006-04-27,22790640900
2006-04-28,23053713080
2006-05-01,22898017300
2006-05-02,22919492580
2006-05-03,22951705500
2006-05-04,23021500160
2006-05-05,23166458300
2006-05-08,23150351840
2006-05-09,23166458300
2006-05-10,22989287240
2006-05-11,22871173200
2006-05-12,22667158040
2006-05-15,22855066740
2006-05-16,22817485000
2006-05-17,22484618160
2006-05-18,22420192320
2006-05-19,22559781640
2006-05-22,22656420400
2006-05-23,22414823500
2006-05-24,22468511700
2006-05-25,22575888100
2006-05-26,22586625740
2006-05-30,22183964240
2006-05-31,22318184740
2006-06-01,22710108600
2006-06-02,22715477420
2006-06-05,22420192320
2006-06-06,22554412820
2006-06-07,22774534440
2006-06-08,22983918420
2006-06-09,22957074320
2006-06-12,22817485000
2006-06-13,22672526860
2006-06-14,22543675180
2006-06-15,22967811960
2006-06-16,22645682760
2006-06-19,22506093440
2006-06-20,22473880520
2006-06-21,22484618160
2006-06-22,22355766480
2006-06-23,22044374920
2006-06-26,22178595420
2006-06-27,21840359760
2006-06-28,22044374920
2006-06-29,22527568720
2006-06-30,22413308490
2006-07-03,22537258020
2006-07-05,22273191630
2006-07-06,22246246080
2006-07-07,22149242100
2006-07-10,22127685660
2006-07-11,22230078750
2006-07-12,21772004400
2006-07-13,21497159790
2006-07-14,21750447960
2006-07-17,21928288590
2006-07-18,22046849010
2006-07-19,22591149120
2006-07-20,22494145140
2006-07-21,22618094670
2006-07-24,22742044200
2006-07-25,22785157080
2006-07-26,22693542210
2006-07-27,22407919380
2006-07-28,22882161060
2006-07-31,22628872890
2006-08-01,22790546190
2006-08-02,22639651110
2006-08-03,22871382840
2006-08-04,22995332370
2006-08-07,23049223470
2006-08-08,22989943260
2006-08-09,22774378860
2006-08-10,22984554150
2006-08-11,22849826400
2006-08-14,22768989750
2006-08-15,23146227450
2006-08-16,23065390800
2006-08-17,23130060120
2006-08-18,23178562110
2006-08-21,23151616560
2006-08-22,23135449230
2006-08-23,23060001690
2006-08-24,23103114570
2006-08-25,23022277920
2006-08-28,23151616560
2006-08-29,23054612580
2006-08-30,23151616560
2006-08-31,23065390800
2006-09-01,23124671010
2006-09-05,23113892790
2006-09-06,23119281900
2006-09-07,22892939280
2006-09-08,22989943260
2006-09-11,23006110590
2006-09-12,23243231430
2006-09-13,23313289860
2006-09-14,23399515620
2006-09-15,23448017610
2006-09-18,23345624520
2006-09-19,23431850280
2006-09-20,23679749340
2006-09-21,23642025570
2006-09-22,23652803790
2006-09-25,23889924630
2006-09-26,23825255310
2006-09-27,23771364210
2006-09-28,23760585990
2006-09-29,23593523580
2006-10-02,23700546643
2006-10-03,23765568719
2006-10-04,23895612871
2006-10-05,23852264820
2006-10-06,23754731706
2006-10-09,23906449883
2006-10-10,23966053453
2006-10-11,23906449883
2006-10-12,23890194364
2006-10-13,23857683326
2006-10-16,23770987225
2006-10-17,23776405732
2006-10-18,23841427808
2006-10-19,23548828466
2006-10-20,23440458340
2006-10-23,23294158669
2006-10-24,23342925226
2006-10-25,23261647631
2006-10-26,23424202821
2006-10-27,23315832694
2006-10-30,23510898922
2006-10-31,23581339504
2006-11-01,23505480416
2006-11-02,23294158669
2006-11-03,23185788543
2006-11-06,23299577176
2006-11-07,23288740163
2006-11-08,23391691783
2006-11-09,23332088213
2006-11-10,23332088213
2006-11-13,23413365808
2006-11-14,23527154441
2006-11-15,23608432036
2006-11-16,23798079757
2006-11-17,23716802162
2006-11-20,23689709631
2006-11-21,23510898922
2006-11-22,23510898922
2006-11-24,23391691783
2006-11-27,23099092442
2006-11-28,23088255429
2006-11-29,23321251201
2006-11-30,23304995682
2006-12-01,23397110289
2006-12-04,23640943074
2006-12-05,23624687555
2006-12-06,23695128137
2006-12-07,23640943074
2006-12-08,23770987225
2006-12-11,23770987225
2006-12-12,23890194364
2006-12-13,23787242744
2006-12-14,23928123909
2006-12-15,23928123909
2006-12-18,23938960921
2006-12-19,24014820010
2006-12-20,23987727478
2006-12-21,23938960921
2006-12-22,23830590795
2006-12-26,23982308972
2006-12-27,24182793706
2006-12-28,23987727478
2006-12-29,23803498263
2007-01-03,23841427808
2007-01-04,23657198593
2007-01-05,23342925226
2007-01-08,23250810619
2007-01-09,23207462568
2007-01-10,23099092442
2007-01-11,23288740163
2007-01-12,23093673935
2007-01-16,23202044062
2007-01-17,23158696011
2007-01-18,23397110289
2007-01-19,23174951530
2007-01-22,23164114518
2007-01-23,23180370036
2007-01-24,23299577176
2007-01-25,22871515176
2007-01-26,22860678164
2007-01-29,22784819075
2007-01-30,22844422645
2007-01-31,22898607708
2007-02-01,23099092442
2007-02-02,23034070366
2007-02-05,23104510948
2007-02-06,23207462568
2007-02-07,23234555100
2007-02-08,23218299581
2007-02-09,23196625555
2007-02-12,23353762239
2007-02-13,23624687555
2007-02-14,23733057681
2007-02-15,23705965150
2007-02-16,23754731706
2007-02-20,23922705402
2007-02-21,23846846314
2007-02-22,23814335276
2007-02-23,23711383656
2007-02-26,23635524567
2007-02-27,22974466796
2007-02-28,23001559328
2007-03-01,22801074594
2007-03-02,22535567784
2007-03-05,22134598317
2007-03-06,22568078822
2007-03-07,22362175582
2007-03-08,22524730772
2007-03-09,22492219734
2007-03-12,22421779152
2007-03-13,21825743456
2007-03-14,21907021051
2007-03-15,22042483709
2007-03-16,21972043127
2007-03-19,22237549937
2007-03-20,22400105126
2007-03-21,22947374265
2007-03-22,22730634012
2007-03-23,22746889531
2007-03-26,22654774923
2007-03-27,22475964215
2007-03-28,22123761304
2007-03-29,22410942139
2007-03-30,22226712924
2007-04-02,22083463950
2007-04-03,22461849600
2007-04-04,22346688750
2007-04-05,22374108000
2007-04-09,22160237850
2007-04-10,22335721050
2007-04-11,21820239150
2007-04-12,21716046000
2007-04-13,21886045350
2007-04-16,22335721050
2007-04-17,22242495600
2007-04-18,22511204250
2007-04-19,22955396100
2007-04-20,23037653850
2007-04-23,22906041450
2007-04-24,22768945200
2007-04-25,23026686150
2007-04-26,22966363800
2007-04-27,23076040800
2007-04-30,22823783700
2007-05-01,23048621550
2007-05-02,23125395450
2007-05-03,23267975550
2007-05-04,23278943250
2007-05-07,23437974900
2007-05-08,23361201000
2007-05-09,23498297250
2007-05-10,23108943900
2007-05-11,23229588600
2007-05-14,23103460050
2007-05-15,23180233950
2007-05-16,23416039500
2007-05-17,23388620250
2007-05-18,23503781100
2007-05-21,23525716500
2007-05-22,23344749450
2007-05-23,23257007850
2007-05-24,23103460050
2007-05-25,23081524650
2007-05-29,23059589250
2007-05-30,23097976200
2007-05-31,23092492350
2007-06-01,23240556300
2007-06-04,23224104750
2007-06-05,23185717800
2007-06-06,22884106050
2007-06-07,22505720400
2007-06-08,22779912900
2007-06-11,22878622200
2007-06-12,22566042750
2007-06-13,22933460700
2007-06-14,22862170650
2007-06-15,22889589900
2007-06-18,22900557600
2007-06-19,23092492350
2007-06-20,22917009150
2007-06-21,22949912250
2007-06-22,22566042750
2007-06-25,22494752700
2007-06-26,22472817300
2007-06-27,22708622850
2007-06-28,22549591200
2007-06-29,22308301800
2007-07-02,22805976260
2007-07-03,23015205400
2007-07-05,22695855660
2007-07-06,22668325510
2007-07-09,22519662700
2007-07-10,22134240600
2007-07-11,22046144120
2007-07-12,22668325510
2007-07-13,22668325510
2007-07-16,22657313450
2007-07-17,22651807420
2007-07-18,22359987830
2007-07-19,22095698390
2007-07-20,21583637600
2007-07-23,21638697900
2007-07-24,20972468270
2007-07-25,21368902430
2007-07-26,20950444150
2007-07-27,20708178830
2007-07-30,20939432090
2007-07-31,20603564260
2007-08-01,21209227560
2007-08-02,21203721530
2007-08-03,20377817030
2007-08-06,21688252170
2007-08-07,21919505430
2007-08-08,22756421990
2007-08-09,22068168240
2007-08-10,21644203930
2007-08-13,21022022540
2007-08-14,20449395420
2007-08-15,20570528080
2007-08-16,21743312470
2007-08-17,22492132550
2007-08-20,21969059700
2007-08-21,22233349140
2007-08-22,22365493860
2007-08-23,22117722510
2007-08-24,22508650640
2007-08-27,22167276780
2007-08-28,21440480820
2007-08-29,21842421010
2007-08-30,21655215990
2007-08-31,21875457190
2007-09-04,21902987340
2007-09-05,21605661720
2007-09-06,21886469250
2007-09-07,21440480820
2007-09-10,21572625540
2007-09-11,21980071760
2007-09-12,21825902920
2007-09-13,22282903410
2007-09-14,22404036070
2007-09-17,22376505920
2007-09-18,23400627500
2007-09-19,23543784280
2007-09-20,23097795850
2007-09-21,22888566710
2007-09-24,22398530040
2007-09-25,22398530040
2007-09-26,22459096370
2007-09-27,22569216970
2007-09-28,22238855170
2007-10-01,22662418860
2007-10-02,22755275240
2007-10-03,22711578120
2007-10-04,22940988000
2007-10-05,23011995820
2007-10-08,22962836560
2007-10-09,22968298700
2007-10-10,22585948900
2007-10-11,22372925440
2007-10-12,22099818440
2007-10-15,21793938600
2007-10-16,21105708960
2007-10-17,21062011840
2007-10-18,20291850100
2007-10-19,19669166140
2007-10-22,19691014700
2007-10-23,20084288780
2007-10-24,19696476840
2007-10-25,19783871080
2007-10-26,20346471500
2007-10-29,20215380140
2007-10-30,19854878900
2007-10-31,20193531580
2007-11-01,19172111400
2007-11-02,18800685880
2007-11-05,18604048840
2007-11-06,18888080120
2007-11-07,17899432780
2007-11-08,18309093280
2007-11-09,18675056660
2007-11-12,18789761600
2007-11-13,19521688360
2007-11-14,19363286300
2007-11-15,18713291640
2007-11-16,18412873940
2007-11-19,18090607680
2007-11-20,18063296980
2007-11-21,17915819200
2007-11-23,18571276000
2007-11-26,17779265700
2007-11-27,18341866120
2007-11-28,19674628280
2007-11-29,19368748440
2007-11-30,19707401120
2007-12-03,19625469020
2007-12-04,19390597000
2007-12-05,19745636100
2007-12-06,19843954620
2007-12-07,19669166140
2007-12-10,20166220880
2007-12-11,18533041020
2007-12-12,18325479700
2007-12-13,18347328260
2007-12-14,17844811380
2007-12-17,17773803560
2007-12-18,17549855820
2007-12-19,17358680920
2007-12-20,16899861160
2007-12-21,17446075160
2007-12-24,17642712200
2007-12-26,17500696560
2007-12-27,17014566100
2007-12-28,16976331120
2007-12-31,16752383380
2008-01-02,16140623700
2008-01-03,15905751680
2008-01-04,14944415040
2008-01-07,15168362780
2008-01-08,14682232320
2008-01-09,14884331500
2008-01-10,15080968540
2008-01-11,15381386240
2008-01-14,15501553320
2008-01-15,14922566480
2008-01-16,15397772660
2008-01-17,15681803940
2008-01-18,16069615880
2008-01-22,16664989140
2008-01-23,18647745960
2008-01-24,19079255020
2008-01-25,18576738140
2008-01-28,19122952140
2008-01-29,19417907700
2008-01-30,19270429920
2008-01-31,19783871080
2008-02-01,20100675200
2008-02-04,19254043500
2008-02-05,18625897400
2008-02-06,18500268180
2008-02-07,18909928680
2008-02-08,18243547600
2008-02-11,18068759120
2008-02-12,18511192460
2008-02-13,18440184640
2008-02-14,18216236900
2008-02-15,18161615500
2008-02-19,17932205620
2008-02-20,18391025380
2008-02-21,17964978460
2008-02-22,18565813860
2008-02-25,18658670240
2008-02-26,18729678060
2008-02-27,18511192460
2008-02-28,17883046360
2008-02-29,17003641820
2008-03-03,16714148400
2008-03-04,16774231940
2008-03-05,17014566100
2008-03-06,16288101480
2008-03-07,16435579260
2008-03-10,16441041400
2008-03-11,17948592040
2008-03-12,17478848000
2008-03-13,17446075160
2008-03-14,17112884620
2008-03-17,17446075160
2008-03-18,18096069820
2008-03-19,18145229080
2008-03-20,19155724980
2008-03-24,19264967780
2008-03-25,19161187120
2008-03-26,18314555420
2008-03-27,17839349240
2008-03-28,17730106440
2008-03-31,17524893680
2008-04-01,18683745040
2008-04-02,18678278760
2008-04-03,18716542720
2008-04-04,18607217120
2008-04-07,18738407840
2008-04-08,18383099640
2008-04-09,18279240320
2008-04-10,17765410000
2008-04-11,17453832040
2008-04-14,16644822600
2008-04-15,17125855240
2008-04-16,17820072800
2008-04-17,18344835680
2008-04-18,18875064840
2008-04-21,18312038000
2008-04-22,18224577520
2008-04-23,18186313560
2008-04-24,18951592760
2008-04-25,19285035840
2008-04-28,19487288200
2008-04-29,19017188120
2008-04-30,18743874120
2008-05-01,20110444120
2008-05-02,19946455720
2008-05-05,19864461520
2008-05-06,19826197560
2008-05-07,19213974200
2008-05-08,18858666000
2008-05-09,18618149680
2008-05-12,19295968400
2008-05-13,19066384640
2008-05-14,19339698640
2008-05-15,19580214960
2008-05-16,18738407840
2008-05-19,18836800880
2008-05-20,18399498480
2008-05-21,17945797240
2008-05-22,18279240320
2008-05-23,17891134440
2008-05-27,17557691360
2008-05-28,17175051760
2008-05-29,17535826240
2008-05-30,17202383160
2008-06-02,16797878440
2008-06-03,16382441160
2008-06-04,15841279440
2008-06-05,16180188800
2008-06-06,15338381680
2008-06-09,14791753680
2008-06-10,15015871160
2008-06-11,14398181520
2008-06-12,14704293200
2008-06-13,14485642000
2008-06-16,14944809520
2008-06-17,14365383840
2008-06-18,13299459240
2008-06-19,13310391800
2008-06-20,13501711600
2008-06-23,13140937120
2008-06-24,13501711600
2008-06-25,13736761640
2008-06-26,13233863880
2008-06-27,12966016160
2008-06-30,12518057970
2008-07-01,13177771170
2008-07-02,13007345260
2008-07-03,12617014950
2008-07-07,11918818480
2008-07-08,13155780730
2008-07-09,12089244390
2008-07-10,12386115330
2008-07-11,12160713320
2008-07-14,11479009680
2008-07-15,10896263020
2008-07-16,13469144500
2008-07-17,15189896430
2008-07-18,14524685620
2008-07-21,14244307510
2008-07-22,15679183720
2008-07-23,15888092900
2008-07-24,15013972910
2008-07-25,14810561340
2008-07-28,14288288390
2008-07-29,15310843850
2008-07-30,15921078560
2008-07-31,15404303220
2008-08-01,15965059440
2008-08-04,16031030760
2008-08-05,17009605340
2008-08-06,17136050370
2008-08-07,16168471010
2008-08-08,16696241570
2008-08-11,17438418920
2008-08-12,16531313270
2008-08-13,15673686110
2008-08-14,16053021200
2008-08-15,16542308490
2008-08-18,15981552270
2008-08-19,15085441840
2008-08-20,15442786490
2008-08-21,15514255420
2008-08-22,15800131140
2008-08-25,15288853410
2008-08-26,15508757810
2008-08-27,15420796050
2008-08-28,16064016420
2008-08-29,16492830000
2008-09-02,16943634020
2008-09-03,17136050370
2008-09-04,16509322830
2008-09-05,17493395020
2008-09-08,18840309470
2008-09-09,17586854390
2008-09-10,17278988230
2008-09-11,18059648850
2008-09-12,18719362050
2008-09-15,17839744450
2008-09-16,19829879270
2008-09-17,19483529840
2008-09-18,21715559500
2008-09-19,22617167540
2008-09-22,21567124030
2008-09-23,22100392200
2008-09-24,21187788940
2008-09-25,21578119250
2008-09-26,22237832450
2008-09-29,17042591000
2008-09-30,21160477800
2008-10-01,22022571340
2008-10-02,21020527550
2008-10-03,20248002170
2008-10-06,19934513610
2008-10-07,18971655890
2008-10-08,18479031010
2008-10-09,15814378250
2008-10-10,17051538460
2008-10-13,17717701650
2008-10-14,19257154400
2008-10-15,18003200159
2008-10-16,18618981260
2008-10-17,18770127530
2008-10-20,18809313600
2008-10-21,18316688720
2008-10-22,17381821050
2008-10-23,16911588210
2008-10-24,18053582250
2008-10-27,18025592200
2008-10-28,20147237990
2008-10-29,19010841960
2008-10-30,19223566340
2008-10-31,20068865850
2008-11-03,19872935500
2008-11-04,20236806150
2008-11-05,18781323550
2008-11-06,17577751400
2008-11-07,17908033990
2008-11-10,17247468810
2008-11-11,16710059850
2008-11-12,15999112579
2008-11-13,16732451890
2008-11-14,15702418050
2008-11-17,14890706600
2008-11-18,14862716550
2008-11-19,13194509570
2008-11-20,12909011060
2008-11-21,13832682710
2008-11-24,15344145410
2008-11-25,15859162329
2008-11-26,16586903630
2008-11-28,16777235970
2008-12-01,14011819030
2008-12-02,15215391180
2008-12-03,15450507600
2008-12-04,15321753370
2008-12-05,16329395170
2008-12-08,16984362340
2008-12-09,16570109600
2008-12-10,16698863829
2008-12-11,15232185210
2008-12-12,15142617050
2008-12-15,14829128490
2008-12-16,16626089700
2008-12-17,16928382240
2008-12-18,15853564320
2008-12-19,15338547400
2008-12-22,14991470780
2008-12-23,14381287690
2008-12-24,14526835950
2008-12-26,14571620030
2008-12-29,14414875750
2008-12-30,14890706600
2008-12-31,15372135460
2009-01-02,14963480730
2009-01-05,14487649880
2009-01-06,14375689680
2009-01-07,13037765290
2009-01-08,13155323500
2009-01-09,12897815040
2009-01-12,12410788170
2009-01-13,12511552350
2009-01-14,12192465780
2009-01-15,11750222990
2009-01-16,11660654829
2009-01-20,10367514520
2009-01-21,11028079700
2009-01-22,11000089650
2009-01-23,11218412040
2009-01-26,11039275720
2009-01-27,11503910550
2009-01-28,12623512550
2009-01-29,11576684680
2009-01-30,11078461790
2009-02-02,10815355320
2009-02-03,10249956310
2009-02-04,10485072730
2009-02-05,9757331430
2009-02-06,10641817010
2009-02-09,10960903579
2009-02-10,9566999090
2009-02-11,9891683670
2009-02-12,9270304560
2009-02-13,8581749330
2009-02-17,7982762260
2009-02-18,8178692610
2009-02-19,7870802060
2009-02-20,8346632910
2009-02-23,8285054800
2009-02-24,9449440880
2009-02-25,9359872720
2009-02-26,9539009040
2009-02-27,9029590130
2009-03-02,8749689630
2009-03-03,8576151320
2009-03-04,8492181170
2009-03-05,7456549320
2009-03-06,7686067730
2009-03-09,8005154300
2009-03-10,9371068740
2009-03-11,9550205060
2009-03-12,10317132430
2009-03-13,9673361280
2009-03-16,9505420980
2009-03-17,9813311530
2009-03-18,10764973230
2009-03-19,9818909540
2009-03-20,9712547350
2009-03-23,10669807060
2009-03-24,10104408050
2009-03-25,10501866760
2009-03-26,10406700590
2009-03-27,9947663770
2009-03-30,9107962270
2009-03-31,10198123920
2009-04-01,10451268840
2009-04-02,10499486920
2009-04-03,10945504160
2009-04-06,10463323360
2009-04-07,10186069400
2009-04-08,10065524200
2009-04-09,12241365060
