,CR
2004-08-27,1601958600
2004-08-30,1607268960
2004-08-31,1593108000
2004-09-01,1605498840
2004-09-02,1626150240
2004-09-03,1630870560
2004-09-07,1659782520
2004-09-08,1655652240
2004-09-09,1656832320
2004-09-10,1639721160
2004-09-13,1655652240
2004-09-14,1654472160
2004-09-15,1655652240
2004-09-16,1660372560
2004-09-17,1692824760
2004-09-20,1676303640
2004-09-21,1681614000
2004-09-22,1652702040
2004-09-23,1650931920
2004-09-24,1673943480
2004-09-27,1658602440
2004-09-28,1676303640
2004-09-29,1688104440
2004-09-30,1711109640
2004-10-01,1744243160
2004-10-04,1756668230
2004-10-05,1719984690
2004-10-06,1720576360
2004-10-07,1713476320
2004-10-08,1678567790
2004-10-11,1682117810
2004-10-12,1693359540
2004-10-13,1665551050
2004-10-14,1641292580
2004-10-15,1673834430
2004-10-18,1654900990
2004-10-19,1645434270
2004-10-20,1657859340
2004-10-21,1671467750
2004-10-22,1770868310
2004-10-25,1701051250
2004-10-26,1651942640
2004-10-27,1657267670
2004-10-28,1649575960
2004-10-29,1648984290
2004-11-01,1642475920
2004-11-02,1639517570
2004-11-03,1683892820
2004-11-04,1708151290
2004-11-05,1736551450
2004-11-08,1731226420
2004-11-09,1730634750
2004-11-10,1731818090
2004-11-11,1753709880
2004-11-12,1750159860
2004-11-15,1759626580
2004-11-16,1738326460
2004-11-17,1761401590
2004-11-18,1775010000
2004-11-19,1756076560
2004-11-22,1789801750
2004-11-23,1762584930
2004-11-24,1766134950
2004-11-26,1769093300
2004-11-29,1767909960
2004-11-30,1790393420
2004-12-01,1788618410
2004-12-02,1804593500
2004-12-03,1816426900
2004-12-06,1810510200
2004-12-07,1792760100
2004-12-08,1793351770
2004-12-09,1764951610
2004-12-10,1751343200
2004-12-13,1754301550
2004-12-14,1743059820
2004-12-15,1697501230
2004-12-16,1677976120
2004-12-17,1638925900
2004-12-20,1671467750
2004-12-21,1671467750
2004-12-22,1673242760
2004-12-23,1694542880
2004-12-27,1681526140
2004-12-28,1690401190
2004-12-29,1706376280
2004-12-30,1711109640
2004-12-31,1714682200
2005-01-03,1681981950
2005-01-04,1659983600
2005-01-05,1631445200
2005-01-06,1626094250
2005-01-07,1611825050
2005-01-10,1598744950
2005-01-11,1574962950
2005-01-12,1593394000
2005-01-13,1589826700
2005-01-14,1615986900
2005-01-18,1621932400
2005-01-19,1638579800
2005-01-20,1590421250
2005-01-21,1573773850
2005-01-24,1566044700
2005-01-25,1573179300
2005-01-26,1610635950
2005-01-27,1636796150
2005-01-28,1657010850
2005-01-31,1694467500
2005-02-01,1695656600
2005-02-02,1731329600
2005-02-03,1715871300
2005-02-04,1718249500
2005-02-07,1737275100
2005-02-08,1746787900
2005-02-09,1711709450
2005-02-10,1724195000
2005-02-11,1755706150
2005-02-14,1749166100
2005-02-15,1749760650
2005-02-16,1758084350
2005-02-17,1746193350
2005-02-18,1750949750
2005-02-22,1712898550
2005-02-23,1743220600
2005-02-24,1735491450
2005-02-25,1764029850
2005-02-28,1771759000
2005-03-01,1779488150
2005-03-02,1779488150
2005-03-03,1778893600
2005-03-04,1803270150
2005-03-07,1797324650
2005-03-08,1786028200
2005-03-09,1768786250
2005-03-10,1762246200
2005-03-11,1765218950
2005-03-14,1779488150
2005-03-15,1769975350
2005-03-16,1757489800
2005-03-17,1735491450
2005-03-18,1745004250
2005-03-21,1724195000
2005-03-22,1716465850
2005-03-23,1689116550
2005-03-24,1694467500
2005-03-28,1696251150
2005-03-29,1664145450
2005-03-30,1706953050
2005-03-31,1716056740
2005-04-01,1671948300
2005-04-04,1649894080
2005-04-05,1648105900
2005-04-06,1641549240
2005-04-07,1643337420
2005-04-08,1635588640
2005-04-11,1637972880
2005-04-12,1646913780
2005-04-13,1624859560
2005-04-14,1578366880
2005-04-15,1588499900
2005-04-18,1554524480
2005-04-19,1566445680
2005-04-20,1551544180
2005-04-21,1599228980
2005-04-22,1568829920
2005-04-25,1578366880
2005-04-26,1565849620
2005-04-27,1550948120
2005-04-28,1540815100
2005-04-29,1525913600
2005-05-02,1539026920
2005-05-03,1547371760
2005-05-04,1582539300
2005-05-05,1566445680
2005-05-06,1570618100
2005-05-09,1586115660
2005-05-10,1550352060
2005-05-11,1555716600
2005-05-12,1528297840
2005-05-13,1518760880
2005-05-16,1547371760
2005-05-17,1559889020
2005-05-18,1598036860
2005-05-19,1595652620
2005-05-20,1588499900
2005-05-23,1590884140
2005-05-24,1590884140
2005-05-25,1571214160
2005-05-26,1588499900
2005-05-27,1583135360
2005-05-31,1565849620
2005-06-01,1571214160
2005-06-02,1565849620
2005-06-03,1559292960
2005-06-06,1552736300
2005-06-07,1566445680
2005-06-08,1574790520
2005-06-09,1591480200
2005-06-10,1587307780
2005-06-13,1597440800
2005-06-14,1608765940
2005-06-15,1622475320
2005-06-16,1624263500
2005-06-17,1632012280
2005-06-20,1624263500
2005-06-21,1618898960
2005-06-22,1622475320
2005-06-23,1608169880
2005-06-24,1565253560
2005-06-27,1562273260
2005-06-28,1585519600
2005-06-29,1586711720
2005-06-30,1576316800
2005-07-01,1593098880
2005-07-05,1615874560
2005-07-06,1617073280
2005-07-07,1603288000
2005-07-08,1635653440
2005-07-11,1660826560
2005-07-12,1649438720
2005-07-13,1641647040
2005-07-14,1644643840
2005-07-15,1657230400
2005-07-18,1651836160
2005-07-19,1690195200
2005-07-20,1706977280
2005-07-21,1691993280
2005-07-22,1712970880
2005-07-25,1707576640
2005-07-26,1887984000
2005-07-27,1892179520
2005-07-28,1877794880
2005-07-29,1867006400
2005-08-01,1853221120
2005-08-02,1883788480
2005-08-03,1836439040
2005-08-04,1819656960
2005-08-05,1792086400
2005-08-08,1790887680
2005-08-09,1798679360
2005-08-10,1783695360
2005-08-11,1799278720
2005-08-12,1761519040
2005-08-15,1764515840
2005-08-16,1739342720
2005-08-17,1753727360
2005-08-18,1740541440
2005-08-19,1744137600
2005-08-22,1739342720
2005-08-23,1717765760
2005-08-24,1714169600
2005-08-25,1726156800
2005-08-26,1732749760
2005-08-29,1735746560
2005-08-30,1720163200
2005-08-31,1774704960
2005-09-01,1777102400
2005-09-02,1747134400
2005-09-06,1781297920
2005-09-07,1823852480
2005-09-08,1779499840
2005-09-09,1806471040
2005-09-12,1798679360
2005-09-13,1777701760
2005-09-14,1754326720
2005-09-15,1752528640
2005-09-16,1767512640
2005-09-19,1743538240
2005-09-20,1723160000
2005-09-21,1678208000
2005-09-22,1712970880
2005-09-23,1708775360
2005-09-26,1729752960
2005-09-27,1749531840
2005-09-28,1739342720
2005-09-29,1766313920
2005-09-30,1791418640
2005-10-03,1805875280
2005-10-04,1795032800
2005-10-05,1742025120
2005-10-06,1740820400
2005-10-07,1755277040
2005-10-10,1755277040
2005-10-11,1736603880
2005-10-12,1703474080
2005-10-13,1694438680
2005-10-14,1718533080
2005-10-17,1746241640
2005-10-18,1705281160
2005-10-19,1737206240
2005-10-20,1710100040
2005-10-21,1725761400
2005-10-24,1782383240
2005-10-25,1754674680
2005-10-26,1861894760
2005-10-27,1819127200
2005-10-28,1822139000
2005-10-31,1864906560
2005-11-01,1843221600
2005-11-02,1866713640
2005-11-03,1873339600
2005-11-04,1863099480
2005-11-07,1907071760
2005-11-08,1885386800
2005-11-09,1872134880
2005-11-10,1882977360
2005-11-11,1884784440
2005-11-14,1862497120
2005-11-15,1873339600
2005-11-16,1872134880
2005-11-17,1894422200
2005-11-18,1911890640
2005-11-21,1936587400
2005-11-22,1943815720
2005-11-23,1933575600
2005-11-25,1943213359
2005-11-28,1878158480
2005-11-29,1891410400
2005-11-30,1912493000
2005-12-01,1973933720
2005-12-02,1982969120
2005-12-05,1982969120
2005-12-06,1988390359
2005-12-07,1970921920
2005-12-08,1967307759
2005-12-09,1995016319
2005-12-12,2008870600
2005-12-13,2063083000
2005-12-14,2160665320
2005-12-15,2232948520
2005-12-16,2237767400
2005-12-19,2165484200
2005-12-20,2178133760
2005-12-21,2170905440
2005-12-22,2195602200
2005-12-23,2200421080
2005-12-27,2145003960
2005-12-28,2160062960
2005-12-29,2123921359
2005-12-30,2124523720
2006-01-03,2180990560
2006-01-04,2168239780
2006-01-05,2161560800
2006-01-06,2205884940
2006-01-09,2228957780
2006-01-10,2234422400
2006-01-11,2219850080
2006-01-12,2221064440
2006-01-13,2213171100
2006-01-17,2221064440
2006-01-18,2213171100
2006-01-19,2266602940
2006-01-20,2191312620
2006-01-23,2211349560
2006-01-24,2283603980
2006-01-25,2265995760
2006-01-26,2245958820
2006-01-27,2245351640
2006-01-30,2264781400
2006-01-31,2265995760
2006-02-01,2281782440
2006-02-02,2243530100
2006-02-03,2241708560
2006-02-06,2238672660
2006-02-07,2264174220
2006-02-08,2302426560
2006-02-09,2337643000
2006-02-10,2337035820
2006-02-13,2330964020
2006-02-14,2376502520
2006-02-15,2383788680
2006-02-16,2404432800
2006-02-17,2357072760
2006-02-21,2378324060
2006-02-22,2381967140
2006-02-23,2368609180
2006-02-24,2368002000
2006-02-27,2385610220
2006-02-28,2337035820
2006-03-01,2397753820
2006-03-02,2370430720
2006-03-03,2347357880
2006-03-06,2337643000
2006-03-07,2315784520
2006-03-08,2312141440
2006-03-09,2304855280
2006-03-10,2326106580
2006-03-13,2317606060
2006-03-14,2357679940
2006-03-15,2404432800
2006-03-16,2405039980
2006-03-17,2425684100
2006-03-20,2385610220
2006-03-21,2355251220
2006-03-22,2419612300
2006-03-23,2419612300
2006-03-24,2427505640
2006-03-27,2434791800
2006-03-28,2440863600
2006-03-29,2470615420
2006-03-30,2473044140
2006-03-31,2501404950
2006-04-03,2462368150
2006-04-04,2481886550
2006-04-05,2493475600
2006-04-06,2478836800
2006-04-07,2465417900
2006-04-10,2478226850
2006-04-11,2443459700
2006-04-12,2467247750
2006-04-13,2472127350
2006-04-17,2461758200
2006-04-18,2572159150
2006-04-19,2588017850
2006-04-20,2604486500
2006-04-21,2610586000
2006-04-24,2624004900
2006-04-25,2652672550
2006-04-26,2627664600
2006-04-27,2588627800
2006-04-28,2577038750
2006-05-01,2581918350
2006-05-02,2667311350
2006-05-03,2714887450
2006-05-04,2725866550
2006-05-05,2765513300
2006-05-08,2711837700
2006-05-09,2693539200
2006-05-10,2714277500
2006-05-11,2636813850
2006-05-12,2565449700
2006-05-15,2564839750
2006-05-16,2600826800
2006-05-17,2512384050
2006-05-18,2477006950
2006-05-19,2448339300
2006-05-22,2417231850
2006-05-23,2394663700
2006-05-24,2429430850
2006-05-25,2476397000
2006-05-26,2492255700
2006-05-30,2418451750
2006-05-31,2450779100
2006-06-01,2494085550
2006-06-02,2488596000
2006-06-05,2401983100
2006-06-06,2388564200
2006-06-07,2399543300
2006-06-08,2398323400
2006-06-09,2369655750
2006-06-12,2285482650
2006-06-13,2262914500
2006-06-14,2253155300
2006-06-15,2302561250
2006-06-16,2286092600
2006-06-19,2272673700
2006-06-20,2251325450
2006-06-21,2311710500
2006-06-22,2273893600
2006-06-23,2332448800
2006-06-26,2370265700
2006-06-27,2294631900
2006-06-28,2336718450
2006-06-29,2431260700
2006-06-30,2542176000
2006-07-03,2492676900
2006-07-05,2455399800
2006-07-06,2478010500
2006-07-07,2416289400
2006-07-10,2439511200
2006-07-11,2448677700
2006-07-12,2398567500
2006-07-13,2336846400
2006-07-14,2295291600
2006-07-17,2280625200
2006-07-18,2291625000
2006-07-19,2367401400
2006-07-20,2276347500
2006-07-21,2239681500
2006-07-24,2311791300
2006-07-25,2356401600
2006-07-26,2334402000
2006-07-27,2298958200
2006-07-28,2334402000
2006-07-31,2346624000
2006-08-01,2399178600
2006-08-02,2411400600
2006-08-03,2437677900
2006-08-04,2402845200
2006-08-07,2408345100
2006-08-08,2385734400
2006-08-09,2353957200
2006-08-10,2340513000
2006-08-11,2317902300
2006-08-14,2322791100
2006-08-15,2392456500
2006-08-16,2435233500
2006-08-17,2428511400
2006-08-18,2412011700
2006-08-21,2383290000
2006-08-22,2403456300
2006-08-23,2390623200
2006-08-24,2372290200
2006-08-25,2380234500
2006-08-28,2388789900
2006-08-29,2422400400
2006-08-30,2445011100
2006-08-31,2443177800
2006-09-01,2459677500
2006-09-05,2471899500
2006-09-06,2433400200
2006-09-07,2420567100
2006-09-08,2427900300
2006-09-11,2427900300
2006-09-12,2476177200
2006-09-13,2510398800
2006-09-14,2505510000
2006-09-15,2476788300
2006-09-18,2474955000
2006-09-19,2478621600
2006-09-20,2536065000
2006-09-21,2501232300
2006-09-22,2476177200
2006-09-25,2510398800
2006-09-26,2576397600
2006-09-27,2584953000
2006-09-28,2582508600
2006-09-29,2554398000
2006-10-02,2493856780
2006-10-03,2488437970
2006-10-04,2508306940
2006-10-05,2534798900
2006-10-06,2505898580
2006-10-09,2529982180
2006-10-10,2542626070
2006-10-11,2566709670
2006-10-12,2608253880
2006-10-13,2607049700
2006-10-16,2635347930
2006-10-17,2580557740
2006-10-18,2564903400
2006-10-19,2561892950
2006-10-20,2549249060
2006-10-23,2558882500
2006-10-24,2551055330
2006-10-25,2314433960
2006-10-26,2344538460
2006-10-27,2301187980
2006-10-30,2333700840
2006-10-31,2344538460
2006-11-01,2325873670
2006-11-02,2330690390
2006-11-03,2315638140
2006-11-06,2372836690
2006-11-07,2377051320
2006-11-08,2374040870
2006-11-09,2371632510
2006-11-10,2375245050
2006-11-13,2371632510
2006-11-14,2372234600
2006-11-15,2378255500
2006-11-16,2390297300
2006-11-17,2378255500
2006-11-20,2369826240
2006-11-21,2381265950
2006-11-22,2383072220
2006-11-24,2363805340
2006-11-27,2265664670
2006-11-28,2230141360
2006-11-29,2272889750
2006-11-30,2293962900
2006-12-01,2259041680
2006-12-04,2277706470
2006-12-05,2268073030
2006-12-06,2276502290
2006-12-07,2275298110
2006-12-08,2288544090
2006-12-11,2284329460
2006-12-12,2175351170
2006-12-13,2146450850
2006-12-14,2173544900
2006-12-15,2179565800
2006-12-18,2181372070
2006-12-19,2173544900
2006-12-20,2187995060
2006-12-21,2178361620
2006-12-22,2155482200
2006-12-26,2168728180
2006-12-27,2201843130
2006-12-28,2215089110
2006-12-29,2206057760
2007-01-03,2183178340
2007-01-04,2158492650
2007-01-05,2156084290
2007-01-08,2154880110
2007-01-09,2167524000
2007-01-10,2175953260
2007-01-11,2204853580
2007-01-12,2194015960
2007-01-16,2198832680
2007-01-17,2175351170
2007-01-18,2169330270
2007-01-19,2190403420
2007-01-22,2209068210
2007-01-23,2232549720
2007-01-24,2239172710
2007-01-25,2223518370
2007-01-26,2228335090
2007-01-29,2231947630
2007-01-30,2341528010
2007-01-31,2337915470
2007-02-01,2387286850
2007-02-02,2360192800
2007-02-05,2362601160
2007-02-06,2355978170
2007-02-07,2358988620
2007-02-08,2351763540
2007-02-09,2331292480
2007-02-12,2333098750
2007-02-13,2358988620
2007-02-14,2381868040
2007-02-15,2395716110
2007-02-16,2378857590
2007-02-20,2389695210
2007-02-21,2402941190
2007-02-22,2400532830
2007-02-23,2422208070
2007-02-26,2399930740
2007-02-27,2314433960
2007-02-28,2291554540
2007-03-01,2302392160
2007-03-02,2297575440
2007-03-05,2269277210
2007-03-06,2310821420
2007-03-07,2333098750
2007-03-08,2360794890
2007-03-09,2377653410
2007-03-12,2376449230
2007-03-13,2354773990
2007-03-14,2379459680
2007-03-15,2380061770
2007-03-16,2396318200
2007-03-19,2411972540
2007-03-20,2408360000
2007-03-21,2433045690
2007-03-22,2411972540
2007-03-23,2425820610
2007-03-26,2414982990
2007-03-27,2387286850
2007-03-28,2384878490
2007-03-29,2427024790
2007-03-30,2433647780
2007-04-02,2428333210
2007-04-03,2438493600
2007-04-04,2432516900
2007-04-05,2428333210
2007-04-09,2446263310
2007-04-10,2460009720
2007-04-11,2434907580
2007-04-12,2434309910
2007-04-13,2428333210
2007-04-16,2462998070
2007-04-17,2466584090
2007-04-18,2449849330
2007-04-19,2467181760
2007-04-20,2478537490
2007-04-23,2492881570
2007-04-24,2654252470
2007-04-25,2567590320
2007-04-26,2572371680
2007-04-27,2581336730
2007-04-30,2540695170
2007-05-01,2509018660
2007-05-02,2566394980
2007-05-03,2543683520
2007-05-04,2540695170
2007-05-07,2538304490
2007-05-08,2521569730
2007-05-09,2561613620
2007-05-10,2537706820
2007-05-11,2546671870
2007-05-14,2540097500
2007-05-15,2533523130
2007-05-16,2551453230
2007-05-17,2525753420
2007-05-18,2550257890
2007-05-21,2546074200
2007-05-22,2565797310
2007-05-23,2605243530
2007-05-24,2545476530
2007-05-25,2577750710
2007-05-29,2564004300
2007-05-30,2601657510
2007-05-31,2611220230
2007-06-01,2621380620
2007-06-04,2642299070
2007-06-05,2647080430
2007-06-06,2620185280
2007-06-07,2562211290
2007-06-08,2599266830
2007-06-11,2598669160
2007-06-12,2593887800
2007-06-13,2643494410
2007-06-14,2689515000
2007-06-15,2708640440
2007-06-18,2702066070
2007-06-19,2706249760
2007-06-20,2740914620
2007-06-21,2732547240
2007-06-22,2721789180
2007-06-25,2707445100
2007-06-26,2689515000
2007-06-27,2719398500
2007-06-28,2728961220
2007-06-29,2716410150
2007-07-02,2747477920
2007-07-03,2779815280
2007-07-05,2795385120
2007-07-06,2807361920
2007-07-09,2822332920
2007-07-10,2795983960
2007-07-11,2782809480
2007-07-12,2836705080
2007-07-13,2850478400
2007-07-16,2850478400
2007-07-17,2852274920
2007-07-18,2828920160
2007-07-19,2845687680
2007-07-20,2816943360
2007-07-23,2810356120
2007-07-24,2787600200
2007-07-25,2831315520
2007-07-26,2798978160
2007-07-27,2725320840
2007-07-30,2778617600
2007-07-31,2746280240
2007-08-01,2764245440
2007-08-02,2761850080
2007-08-03,2693582320
2007-08-06,2697175360
2007-08-07,2616930800
2007-08-08,2623518040
2007-08-09,2385778560
2007-08-10,2566628240
2007-08-13,2580401560
2007-08-14,2547465360
2007-08-15,2472011520
2007-08-16,2425302000
2007-08-17,2481592960
2007-08-20,2505546560
2007-08-21,2528302480
2007-08-22,2594773720
2007-08-23,2603157480
2007-08-24,2656454240
2007-08-27,2644477440
2007-08-28,2586988800
2007-08-29,2654058880
2007-08-30,2636093680
2007-08-31,2682204360
2007-09-04,2719332440
2007-09-05,2690588120
2007-09-06,2704960280
2007-09-07,2659448440
2007-09-10,2631302960
2007-09-11,2634297160
2007-09-12,2631302960
2007-09-13,2639087880
2007-09-14,2642082080
2007-09-17,2637291360
2007-09-18,2700768400
2007-09-19,2749873280
2007-09-20,2776821080
2007-09-21,2802571200
2007-09-24,2783408320
2007-09-25,2778018760
2007-09-26,2807361920
2007-09-27,2866048240
2007-09-28,2872635480
2007-10-01,2896930000
2007-10-02,2892727200
2007-10-03,2883721200
2007-10-04,2880719200
2007-10-05,2928751200
2007-10-08,2973180800
2007-10-09,2968377600
2007-10-10,2956970000
2007-10-11,2923948000
2007-10-12,2913140800
2007-10-15,2881920000
2007-10-16,2836890000
2007-10-17,2803868000
2007-10-18,2835088800
2007-10-19,2786456400
2007-10-22,2787056800
2007-10-23,2850699200
2007-10-24,2898130800
2007-10-25,2821880000
2007-10-26,2846496400
2007-10-29,2855502400
2007-10-30,2850699200
2007-10-31,2848297600
2007-11-01,2822480400
2007-11-02,2779852000
2007-11-05,2798464400
2007-11-06,2859104800
2007-11-07,2776249600
2007-11-08,2817076800
2007-11-09,2791259600
2007-11-12,2659171600
2007-11-13,2734221600
2007-11-14,2711406400
2007-11-15,2674782000
2007-11-16,2665776000
2007-11-19,2620746000
2007-11-20,2638157600
2007-11-21,2575716000
2007-11-23,2581119600
2007-11-26,2573314400
2007-11-27,2613541200
2007-11-28,2657370400
2007-11-29,2709605200
2007-11-30,2698197600
2007-12-03,2686790000
2007-12-04,2673581200
2007-12-05,2690992800
2007-12-06,2721613200
2007-12-07,2737223600
2007-12-10,2767844000
2007-12-11,2709605200
2007-12-12,2677784000
2007-12-13,2671780000
2007-12-14,2641760000
2007-12-17,2572113600
2007-12-18,2563708000
2007-12-19,2549298400
2007-12-20,2590726000
2007-12-21,2640559200
2007-12-24,2676583200
2007-12-26,2660972800
2007-12-27,2606936800
2007-12-28,2618944800
2007-12-31,2575716000
2008-01-02,2555902800
2008-01-03,2565509200
2008-01-04,2478451200
2008-01-07,2450832800
2008-01-08,2361973600
2008-01-09,2369178400
2008-01-10,2316943600
2008-01-11,2289925600
2008-01-14,2286923600
2008-01-15,2252100400
2008-01-16,2220279200
2008-01-17,2112207200
2008-01-18,2111006399
2008-01-22,2094795600
2008-01-23,2141626800
2008-01-24,2162640800
2008-01-25,2182454000
2008-01-28,2189058400
2008-01-29,2441226400
2008-01-30,2381786800
2008-01-31,2453834800
2008-02-01,2424415200
2008-02-04,2491660000
2008-02-05,2447230400
2008-02-06,2473047600
2008-02-07,2491660000
2008-02-08,2503067600
2008-02-11,2514475200
2008-02-12,2516276400
2008-02-13,2572113600
2008-02-14,2563107600
2008-02-15,2547497200
2008-02-19,2544495200
2008-02-20,2606336400
2008-02-21,2550499200
2008-02-22,2564908800
2008-02-25,2642960800
2008-02-26,2620746000
2008-02-27,2608738000
2008-02-28,2566710000
2008-02-29,2475449200
2008-03-03,2514475200
2008-03-04,2502467200
2008-03-05,2506069600
2008-03-06,2473648000
2008-03-07,2427417200
2008-03-10,2363174400
2008-03-11,2398598000
2008-03-12,2401600000
2008-03-13,2450832800
2008-03-14,2369778800
2008-03-17,2334955600
2008-03-18,2452634000
2008-03-19,2398598000
2008-03-20,2371580000
2008-03-24,2410606000
2008-03-25,2451433200
2008-03-26,2476650000
2008-03-27,2450232400
2008-03-28,2412407200
2008-03-31,2409177450
2008-04-01,2485005340
2008-04-02,2503514510
2008-04-03,2498140880
2008-04-04,2533368010
2008-04-07,2533368010
2008-04-08,2514858840
2008-04-09,2468884450
2008-04-10,2467093240
2008-04-11,2427089550
2008-04-14,2427089550
2008-04-15,2441419230
2008-04-16,2518441260
2008-04-17,2510679350
2008-04-18,2559042020
2008-04-21,2596657430
2008-04-22,2415148150
2008-04-23,2481422920
2008-04-24,2471869800
2008-04-25,2476646360
2008-04-28,2480825850
2008-04-29,2462913750
2008-04-30,2444404580
2008-05-01,2487990690
2008-05-02,2452166490
2008-05-05,2468884450
2008-05-06,2470078590
2008-05-07,2413954010
2008-05-08,2397833120
2008-05-09,2412162800
2008-05-12,2424104200
2008-05-13,2421715920
2008-05-14,2432463180
2008-05-15,2446195790
2008-05-16,2525606100
2008-05-19,2567998070
2008-05-20,2541129920
2008-05-21,2514858840
2008-05-22,2530382660
2008-05-23,2514858840
2008-05-27,2524411960
2008-05-28,2521426610
2008-05-29,2657558570
2008-05-30,2725624550
2008-06-02,2730998180
2008-06-03,2702338820
2008-06-04,2710697800
2008-06-05,2665917550
2008-06-06,2567401000
2008-06-09,2526203170
2008-06-10,2526203170
2008-06-11,2498140880
2008-06-12,2503514510
2008-06-13,2523814890
2008-06-16,2503514510
2008-06-17,2460525470
2008-06-18,2439030950
2008-06-19,2470675660
2008-06-20,2411565730
2008-06-23,2448584070
2008-06-24,2475452220
2008-06-25,2411565730
2008-06-26,2319019880
2008-06-27,2268866000
2008-06-30,2304517830
2008-07-01,2262650130
2008-07-02,2202241020
2008-07-03,2244108720
2008-07-07,2188484490
2008-07-08,2239921950
2008-07-09,2238127620
2008-07-10,2223772980
2008-07-11,2193867480
2008-07-14,2174727960
2008-07-15,2127477270
2008-07-16,2159177100
2008-07-17,2220184320
2008-07-18,2211212670
2008-07-21,2223174870
2008-07-22,2264444460
2008-07-23,2275210440
2008-07-24,2223772980
2008-07-25,2235137070
2008-07-28,2202241020
2008-07-29,2113122630
2008-07-30,2137047029
2008-07-31,2123290500
2008-08-01,2062881390
2008-08-04,2045536200
2008-08-05,2087403900
2008-08-06,2086207680
2008-08-07,2043741870
2008-08-08,2110730190
2008-08-11,2113122630
2008-08-12,2134056480
2008-08-13,2112524520
2008-08-14,2131065930
2008-08-15,2137047029
2008-08-18,2099366100
2008-08-19,2059292730
2008-08-20,2099964210
2008-08-21,2076039810
2008-08-22,2113122630
2008-08-25,2083815240
2008-08-26,2115515069
2008-08-27,2155588440
2008-08-28,2239323840
2008-08-29,2196259920
2008-09-02,2164560090
2008-09-03,2140635690
2008-09-04,2069460600
2008-09-05,2051517299
2008-09-08,2102954759
2008-09-09,2010845819
2008-09-10,2055105960
2008-09-11,2068264380
2008-09-12,2106543420
2008-09-15,2009649600
2008-09-16,2014434480
2008-09-17,1915148220
2008-09-18,1907970900
2008-09-19,1974361110
2008-09-22,1943857500
2008-09-23,1942661279
2008-09-24,1912157670
2008-09-25,1917540660
2008-09-26,1865505090
2008-09-29,1693847520
2008-09-30,1736638630
2008-10-01,1687538110
2008-10-02,1565955870
2008-10-03,1524454240
2008-10-06,1470677480
2008-10-07,1363708490
2008-10-08,1296487540
2008-10-09,1222252230
2008-10-10,1194779320
2008-10-13,1336235580
2008-10-14,1264338390
2008-10-15,1148601450
2008-10-16,1169060000
2008-10-17,1100669990
2008-10-20,1159707520
2008-10-21,1123466660
2008-10-22,1047477760
2008-10-23,1038709810
2008-10-24,981425870
2008-10-27,927064580
2008-10-28,808404990
2008-10-29,840554140
2008-10-30,868027050
2008-10-31,956875610
2008-11-03,1004222540
2008-11-04,1015328610
2008-11-05,995454590
2008-11-06,917712100
2008-11-07,948107659
2008-11-10,925310990
2008-11-11,907775090
2008-11-12,822433710
2008-11-13,892577310
2008-11-14,827109950
2008-11-17,799637040
2008-11-18,787946440
2008-11-19,706112240
2008-11-20,644736590
2008-11-21,697928820
2008-11-24,783270200
2008-11-25,768072420
2008-11-26,829448070
2008-11-28,866273460
2008-12-01,785023790
2008-12-02,834124310
2008-12-03,830617130
2008-12-04,795545330
2008-12-05,813665760
2008-12-08,863935340
2008-12-09,852244740
2008-12-10,900176200
2008-12-11,881471240
2008-12-12,893161840
2008-12-15,873872350
2008-12-16,916543040
2008-12-17,922388340
2008-12-18,904852440
2008-12-19,911282270
2008-12-22,880302180
2008-12-23,883224830
2008-12-24,884393890
2008-12-26,911866800
2008-12-29,911282270
2008-12-30,946938600
2008-12-31,1007729719
2009-01-02,1056245710
2009-01-05,1059752890
2009-01-06,1118790420
2009-01-07,1062091010
2009-01-08,1125804780
2009-01-09,1070858960
2009-01-12,1034033570
2009-01-13,1008898780
2009-01-14,988440230
2009-01-15,1010067840
2009-01-16,1026434679
2009-01-20,948107659
2009-01-21,990193820
2009-01-22,970319800
2009-01-23,958629199
2009-01-26,960382790
2009-01-27,1094240160
2009-01-28,1112360590
2009-01-29,1084887680
2009-01-30,1018251260
2009-02-02,1007145190
2009-02-03,1062091010
2009-02-04,1075535200
2009-02-05,1114698710
2009-02-06,1148016920
2009-02-09,1155031280
2009-02-10,1093655630
2009-02-11,1119959480
2009-02-12,1087225800
2009-02-13,1109437940
2009-02-17,1042216989
2009-02-18,1025850150
2009-02-19,1001299890
2009-02-20,989024760
2009-02-23,902514320
2009-02-24,970904330
2009-02-25,932325350
2009-02-26,899591670
2009-02-27,881471240
2009-03-02,785608320
2009-03-03,796129860
2009-03-04,819511060
2009-03-05,751121050
2009-03-06,754043700
2009-03-09,759304470
2009-03-10,825940890
2009-03-11,845230380
2009-03-12,878548590
2009-03-13,900760730
2009-03-16,906021500
2009-03-17,916543040
2009-03-18,962136380
2009-03-19,966228090
2009-03-20,934078940
2009-03-23,1027603739
2009-03-24,1011821429
2009-03-25,1014159550
2009-03-26,1087225800
2009-03-27,1035787159
2009-03-30,973826980
2009-03-31,986787920
2009-04-01,996725950
2009-04-02,1078568550
2009-04-03,1095521660
2009-04-06,1078568550
2009-04-07,1042908560
2009-04-08,1058692490
2009-04-09,1159241970
2009-04-13,1149303940
2009-04-14,1117151490
2009-04-15,1142873450
2009-04-16,1175025900
2009-04-17,1189056060
2009-04-20,1103121330
2009-04-21,1248099650
2009-04-22,1265637350
2009-04-23,1259206860
