,CR
2023-03-17,6216695000
2023-03-20,6350600000
2023-03-21,6397495000
2023-03-22,6260765000
2023-03-23,6163020000
2023-03-24,5971485000
2023-03-27,6096915000
2023-03-28,6055105000
2023-03-29,4068000000
2023-03-30,4181000000
2023-03-31,4229819999
2023-04-03,4234356000
2023-04-04,4479300000
2023-04-05,4407858000
2023-04-06,4540536000
2023-04-10,4441878000
2023-04-11,4536000000
2023-04-12,4545639000
2023-04-13,4521258000
2023-04-14,4538268000
2023-04-17,4601205000
2023-04-18,4458888000
2023-04-19,4467960000
2023-04-20,4381209000
2023-04-21,4323942000
2023-04-24,4183893000
2023-04-25,4192965000
2023-04-26,4048380000
2023-04-27,4105080000
2023-04-28,4086368999
2023-05-01,4110182999
2023-05-02,4038741000
2023-05-03,4000185000
2023-05-04,3882249000
2023-05-05,4067091000
2023-05-08,4247964000
2023-05-09,4338117000
2023-05-10,4309767000
2023-05-11,4230954000
2023-05-12,4263840000
2023-05-15,4355694000
2023-05-16,4272912000
2023-05-17,4220748000
2023-05-18,4232655000
2023-05-19,4221315000
2023-05-22,4230954000
2023-05-23,4130594999
2023-05-24,4221881999
2023-05-25,4287654000
2023-05-26,4279716000
2023-05-30,4292756999
2023-05-31,4119822000
2023-06-01,4158378000
2023-06-02,4366467000
2023-06-05,4257603000
2023-06-06,4421466000
2023-06-07,4554711000
2023-06-08,4528629000
2023-06-09,4575123000
2023-06-12,4491774000
2023-06-13,4490073000
2023-06-14,4416930000
2023-06-15,4507650000
2023-06-16,4588731000
2023-06-20,4545639000
2023-06-21,4579659000
2023-06-22,4577391000
2023-06-23,4691925000
2023-06-26,4658472000
2023-06-27,4729347000
2023-06-28,4795686000
2023-06-29,4929498000
2023-06-30,5062016000
2023-07-03,5006920000
2023-07-05,4972840000
2023-07-06,4937624000
2023-07-07,4951256000
2023-07-10,5107456000
2023-07-11,5179024000
2023-07-12,5238664000
2023-07-13,5169936000
2023-07-14,5218784000
2023-07-17,5284672000
2023-07-18,5261952000
2023-07-19,5278424000
2023-07-20,5266496000
2023-07-21,5218216000
2023-07-24,5170504000
2023-07-25,5187544000
2023-07-26,5311936000
2023-07-27,5313072000
2023-07-28,5353400000
2023-07-31,5321592000
2023-08-01,5264792000
2023-08-02,5250024000
2023-08-03,5231280000
2023-08-04,5097232000
2023-08-07,5194360000
2023-08-08,5130176000
2023-08-09,5089848000
2023-08-10,5094960000
2023-08-11,5127904000
2023-08-14,5063720000
2023-08-15,5004648000
2023-08-16,4970568000
2023-08-17,4913200000
2023-08-18,4787104000
2023-08-21,4884800000
2023-08-22,4871736000
2023-08-23,4963752000
2023-08-24,4934216000
2023-08-25,4962616000
2023-08-28,5023960000
2023-08-29,5104048000
2023-08-30,5137560000
2023-08-31,5175616000
2023-09-01,5163120000
2023-09-05,4944440000
2023-09-06,4889344000
2023-09-07,4913200000
2023-09-08,4832544000
2023-09-11,4859808000
2023-09-12,4895024000
2023-09-13,4895024000
2023-09-14,4950120000
2023-09-15,4934784000
2023-09-18,4964888000
2023-09-19,4910928000
2023-09-20,4889344000
2023-09-21,4874576000
2023-09-22,4882528000
2023-09-25,4903544000
2023-09-26,4852424000
2023-09-27,4907520000
2023-09-28,5072808000
2023-09-29,5046112000
2023-10-02,4939489000
2023-10-03,4899090000
2023-10-04,4998665000
2023-10-05,4919005000
2023-10-06,5081739000
2023-10-09,5190418000
2023-10-10,5098809000
2023-10-11,5136932000
2023-10-12,5010614000
2023-10-13,4933230000
2023-10-16,4932661000
2023-10-17,4952007000
2023-10-18,4780738000
2023-10-19,4779600000
2023-10-20,4785859000
2023-10-23,4704492000
2023-10-24,5342910000
2023-10-25,5247318000
2023-10-26,5325271000
2023-10-27,5191556000
2023-10-30,5346324000
2023-10-31,5538077000
2023-11-01,5559699000
2023-11-02,5667809000
2023-11-03,5688293000
2023-11-06,5682034000
2023-11-07,5685448000
2023-11-08,5741210000
2023-11-09,5747469000
2023-11-10,5813473000
2023-11-13,5794696000
2023-11-14,5951171000
2023-11-15,5967672000
2023-11-16,6013192000
2023-11-17,6043349000
2023-11-20,6093421000
2023-11-21,6069523000
2023-11-22,6121871000
2023-11-24,6193565000
2023-11-27,6258431000
2023-11-28,5935239000
2023-11-29,5920445000
2023-11-30,6013192000
2023-12-01,6033107000
2023-12-04,6076920000
2023-12-05,5979621000
2023-12-06,5971655000
2023-12-07,5917600000
2023-12-08,6069523000
2023-12-11,6111060000
2023-12-12,6120164000
2023-12-13,6134958000
2023-12-14,6210635000
2023-12-15,6279484000
2023-12-18,6385887000
2023-12-19,6460426000
2023-12-20,6406940000
2023-12-21,6488307000
2023-12-22,6600969000
2023-12-26,6655024000
2023-12-27,6706803000
2023-12-28,6732977000
2023-12-29,6722166000
2024-01-02,6764657042
2024-01-03,6578357045
2024-01-04,6677871329
2024-01-05,6620014187
2024-01-08,6629271330
2024-01-09,6615964187
2024-01-10,6535542760
2024-01-11,6519921331
2024-01-12,6611914187
2024-01-16,6560421331
2024-01-17,6598607045
2024-01-18,6726471328
2024-01-19,6834085613
2024-01-22,6905828469
2024-01-23,6764078471
2024-01-24,6481735618
2024-01-25,6574307045
2024-01-26,6537857046
2024-01-29,6573149902
2024-01-30,7114692751
2024-01-31,7180649893
2024-02-01,7311985605
2024-02-02,7288264177
2024-02-05,7160399893
2024-02-06,7222307035
2024-02-07,7287107034
2024-02-08,7340914176
2024-02-09,7331078462
2024-02-12,7220571321
2024-02-13,7066671323
2024-02-14,7184121322
2024-02-15,7116428466
2024-02-16,7058571324
2024-02-20,6893099897
2024-02-21,6968314182
2024-02-22,7074771323
2024-02-23,7053364181
2024-02-26,7208999893
2024-02-27,7136678465
2024-02-28,7140728465
2024-02-29,7033114181
2024-03-01,7087499895
2024-03-04,7284792749
2024-03-05,7188171322
2024-03-06,7280164177
2024-03-07,7751121313
2024-03-08,7436957032
2024-03-11,7498285603
2024-03-12,7596064173
2024-03-13,7615735601
2024-03-14,7472249889
2024-03-15,7473407032
2024-03-18,7508121317
2024-03-19,7601271315
2024-03-20,7722771314
2024-03-21,7807821312
2024-03-22,7712357028
2024-03-25,7766742742
2024-03-26,7747071313
2024-03-27,7804349884
2024-03-28,7818235598
2024-04-01,7809557027
2024-04-02,7822285598
2024-04-03,7985442738
2024-04-04,7839642741
2024-04-05,7984285596
2024-04-08,7970399881
2024-04-09,7933949882
2024-04-10,7825757026
2024-04-11,7915435597
2024-04-12,7802035598
2024-04-15,7590278458
2024-04-16,7623257029
2024-04-17,7528949888
2024-04-18,7486135603
2024-04-19,7491342746
2024-04-22,7563664173
2024-04-23,7990649881
2024-04-24,8223235592
2024-04-25,8330271305
2024-04-26,8351678447
2024-04-29,8347049876
2024-04-30,8100578451
2024-05-01,8071071309
2024-05-02,8185628450
2024-05-03,8270678448
2024-05-06,8366721304
2024-05-07,8402592732
2024-05-08,8370771304
2024-05-09,8347049876
2024-05-10,8202870000
2024-05-13,8114520000
2024-05-14,8282670000
2024-05-15,8528340000
2024-05-16,8298060000
2024-05-17,8288370000
2024-05-20,8380140000
2024-05-21,8432580000
2024-05-22,8358479999
2024-05-23,8330550000
2024-05-24,8382990000
2024-05-28,8281530000
2024-05-29,8185770000
2024-05-30,8413200000
2024-05-31,8497560000
2024-06-03,8316300000
2024-06-04,8154990000
2024-06-05,8397810000
2024-06-06,8126490000
2024-06-07,8092859999
2024-06-10,8120790000
2024-06-11,8103120000
2024-06-12,8316300000
2024-06-13,8274689999
2024-06-14,7962899999
2024-06-17,8065500000
2024-06-18,8177790000
2024-06-20,8132189999
2024-06-21,8246189999
2024-06-24,8357910000
2024-06-25,8228520000
2024-06-26,8172660000
2024-06-27,8247899999
2024-06-28,8263859999
2024-07-01,8152710000
2024-07-02,8158979999
2024-07-03,8243340000
2024-07-05,8141880000
2024-07-08,8119080000
2024-07-09,8014200000
2024-07-10,8088300000
2024-07-11,8339670000
2024-07-12,8381280000
2024-07-15,8698200000
2024-07-16,8866350000
2024-07-17,8676540000
2024-07-18,8605290000
2024-07-19,8600730000
2024-07-22,8774010000
2024-07-23,8935320000
2024-07-24,8650890000
2024-07-25,8855520000
2024-07-26,9055590000
2024-07-29,9101664000
2024-07-30,8661224000
2024-07-31,9176024000
2024-08-01,8847124000
2024-08-02,8340332000
2024-08-05,8027448000
2024-08-06,8268260000
2024-08-07,8111532000
2024-08-08,8323744000
2024-08-09,8340904000
