,CRL
2023-09-18,10798661310
2023-09-19,10694043990
2023-09-20,10699172290
2023-09-21,10161726450
2023-09-22,10237112460
2023-09-25,10131982310
2023-09-26,9971466520
2023-09-27,9997108020
2023-09-28,10016082730
2023-09-29,10050442340
2023-10-02,9923034290
2023-10-03,9835292480
2023-10-04,9795269900
2023-10-05,9808097650
2023-10-06,9926626060
2023-10-09,9906614770
2023-10-10,10037970930
2023-10-11,10112371880
2023-10-12,9699318330
2023-10-13,9801427220
2023-10-16,9889682140
2023-10-17,9849146450
2023-10-18,9500744760
2023-10-19,9615681400
2023-10-20,9513572510
2023-10-23,9300118750
2023-10-24,9423265150
2023-10-25,8860896590
2023-10-26,8983016770
2023-10-27,8855765490
2023-10-30,8441685720
2023-10-31,8638719960
2023-11-01,8595618720
2023-11-02,8964544810
2023-11-03,9333984010
2023-11-06,9306276070
2023-11-07,9380163910
2023-11-08,9029196670
2023-11-09,8695675170
2023-11-10,8824978890
2023-11-13,8724409330
2023-11-14,9152343070
2023-11-15,9624404270
2023-11-16,9726513160
2023-11-17,9699831440
2023-11-20,9776284830
2023-11-21,9864539750
2023-11-22,10003079450
2023-11-24,10103649010
2023-11-27,9990251700
2023-11-28,10016933420
2023-11-29,10113398100
2023-11-30,10112371880
2023-12-01,10348402480
2023-12-04,10293499710
2023-12-05,10177023740
2023-12-06,10297091480
2023-12-07,10404331470
2023-12-08,10491047060
2023-12-11,10595721500
2023-12-12,10812767030
2023-12-13,11184771780
2023-12-14,11763559860
2023-12-15,11843091910
2023-12-18,11703525990
2023-12-19,12091437150
2023-12-20,11884653820
2023-12-21,12095028920
2023-12-22,12121197530
2023-12-26,12220740870
2023-12-27,12255119240
2023-12-28,12252040580
2023-12-29,12129920400
2024-01-02,12019601750
2024-01-03,11494690220
2024-01-04,11460311850
2024-01-05,11488019790
2024-01-08,11644005230
2024-01-09,11041614090
2024-01-10,10936426540
2024-01-11,10952846060
2024-01-12,10851763390
2024-01-16,10592129730
2024-01-17,10442814720
2024-01-18,10575710210
2024-01-19,10879471330
2024-01-22,11073940020
2024-01-23,10983119550
2024-01-24,10934887210
2024-01-25,10930782330
2024-01-26,11302787080
2024-01-29,11522398160
2024-01-30,11491611560
2024-01-31,11097543080
2024-02-01,11264816940
2024-02-02,11194520870
2024-02-05,11164760490
2024-02-06,11314075500
2024-02-07,11215558380
2024-02-08,11225307470
2024-02-09,11402330420
2024-02-12,11584997580
2024-02-13,11300734640
2024-02-14,12577352320
2024-02-15,12591719400
2024-02-16,12569142560
2024-02-20,12260250340
2024-02-21,12371082100
2024-02-22,12668685900
2024-02-23,12710247810
2024-02-26,12805173160
2024-02-27,12979117450
2024-02-28,13173073030
2024-02-29,13042743090
2024-03-01,13565602180
2024-03-04,13285444120
2024-03-05,13406024970
2024-03-06,13517369840
2024-03-07,13867823970
2024-03-08,13698497670
2024-03-11,13499410989
2024-03-12,13552261320
2024-03-13,13401406980
2024-03-14,13366515500
2024-03-15,13288009670
2024-03-18,13450152430
2024-03-19,13674894610
2024-03-20,13760070870
2024-03-21,14029966730
2024-03-22,13985839270
2024-03-25,13628714710
2024-03-26,13619991840
2024-03-27,13821644070
2024-03-28,13902715450
2024-04-01,13788805030
2024-04-02,13434246020
2024-04-03,13305455410
2024-04-04,12861615260
2024-04-05,12986814100
2024-04-08,13080200120
2024-04-09,13194623649
2024-04-10,12698959390
2024-04-11,12644056620
2024-04-12,12383396740
2024-04-15,12105804230
2024-04-16,11921597740
2024-04-17,11806147990
2024-04-18,11675818050
2024-04-19,11636308580
2024-04-22,11932886160
2024-04-23,12321310430
2024-04-24,12285392730
2024-04-25,11689158910
2024-04-26,11751758330
2024-04-29,11909283100
2024-04-30,11750219000
2024-05-01,11939556590
2024-05-02,11795885790
2024-05-03,11979579170
2024-05-06,12101582990
2024-05-07,12154563100
2024-05-08,12102611730
2024-05-09,11835139330
2024-05-10,11733808440
2024-05-13,11748725170
2024-05-14,11975562340
2024-05-15,11962188720
2024-05-16,11560465750
2024-05-17,11398953570
2024-05-20,11473537220
2024-05-21,11392266760
2024-05-22,11264703000
2024-05-23,11190119350
2024-05-24,11172630770
2024-05-28,11033750870
2024-05-29,10877896760
2024-05-30,10787367640
2024-05-31,10721528280
2024-06-03,10695295410
2024-06-04,10813600510
2024-06-05,11116564440
2024-06-06,11399467940
2024-06-07,11048153230
2024-06-10,11033750870
2024-06-11,10823887910
2024-06-12,10999288080
2024-06-13,10927276280
2024-06-14,10774508390
2024-06-17,10719985170
2024-06-18,10791482600
2024-06-20,10782738310
2024-06-21,10884069200
2024-06-24,10794054450
2024-06-25,10616082430
2024-06-26,10632542270
2024-06-27,10665461950
2024-06-28,10625855460
2024-07-01,10454055880
2024-07-02,10363526760
2024-07-03,10360440540
2024-07-05,10269911420
2024-07-08,10413935020
2024-07-09,10382558450
2024-07-10,10426794270
2024-07-11,10847034560
2024-07-12,11120165030
2024-07-15,11123251250
2024-07-16,11692144470
2024-07-17,11478166550
2024-07-18,11243099460
2024-07-19,11225610880
2024-07-22,11708089940
2024-07-23,11330542360
2024-07-24,11440103170
2024-07-25,11409240970
2024-07-26,12008996390
2024-07-29,12237891040
2024-07-30,12616981730
2024-07-31,12555771700
2024-08-01,12490961080
2024-08-02,12015683200
2024-08-05,11671146400
2024-08-06,11794868800
2024-08-07,10308137960
2024-08-08,10409693430
2024-08-09,10360204470
