,RSG
2004-08-24,4298433000
2004-08-25,4309780500
2004-08-26,4255312500
2004-08-27,4259851500
2004-08-30,4264390500
2004-08-31,4228078500
2004-09-01,4278007500
2004-09-02,4343823000
2004-09-03,4405099500
2004-09-07,4373326500
2004-09-08,4330206000
2004-09-09,4355170500
2004-09-10,4373326500
2004-09-13,4405099500
2004-09-14,4282546500
2004-09-15,4239426000
2004-09-16,4318858500
2004-09-17,4323397500
2004-09-20,4368787500
2004-09-21,4409638500
2004-09-22,4341553500
2004-09-23,4318858500
2004-09-24,4368787500
2004-09-27,4377865500
2004-09-28,4391482500
2004-09-29,4368787500
2004-09-30,4410432000
2004-10-01,4401540000
2004-10-04,4405986000
2004-10-05,4408209000
2004-10-06,4472676000
2004-10-07,4490460000
2004-10-08,4501575000
2004-10-11,4483791000
2004-10-12,4448223000
2004-10-13,4379310000
2004-10-14,4308174000
2004-10-15,4310397000
2004-10-18,4381533000
2004-10-19,4305951000
2004-10-20,4379310000
2004-10-21,4417101000
2004-10-22,4385979000
2004-10-25,4392648000
2004-10-26,4421547000
2004-10-27,4461561000
2004-10-28,4541589000
2004-10-29,4563819000
2004-11-01,4546035000
2004-11-02,4497129000
2004-11-03,4586049000
2004-11-04,4643847000
2004-11-05,4648293000
2004-11-08,4646070000
2004-11-09,4639401000
2004-11-10,4603833000
2004-11-11,4652739000
2004-11-12,4610502000
2004-11-15,4577157000
2004-11-16,4541589000
2004-11-17,4748328000
2004-11-18,4701645000
2004-11-19,4657185000
2004-11-22,4666077000
2004-11-23,4668300000
2004-11-24,4666077000
2004-11-26,4708314000
2004-11-29,4679415000
2004-11-30,4666077000
2004-12-01,4728321000
2004-12-02,4737213000
2004-12-03,4721652000
2004-12-06,4754997000
2004-12-07,4855032000
2004-12-08,4990635000
2004-12-09,4955067000
2004-12-10,4975074000
2004-12-13,4932837000
2004-12-14,4981743000
2004-12-15,5035095000
2004-12-16,4857255000
2004-12-17,4795011000
2004-12-20,4797234000
2004-12-21,4855032000
2004-12-22,4863924000
2004-12-23,4883931000
2004-12-27,4875039000
2004-12-28,4963959000
2004-12-29,4972851000
2004-12-30,4972851000
2004-12-31,4970628000
2005-01-03,4923945000
2005-01-04,4906161000
2005-01-05,4870593000
2005-01-06,4857255000
2005-01-07,4839471000
2005-01-10,4879485000
2005-01-11,4875039000
2005-01-12,4808349000
2005-01-13,4821687000
2005-01-14,4808349000
2005-01-18,4870593000
2005-01-19,4846140000
2005-01-20,4832802000
2005-01-21,4835025000
2005-01-24,4846140000
2005-01-25,4837248000
2005-01-26,4883931000
2005-01-27,4892823000
2005-01-28,4897269000
2005-01-31,4886154000
2005-02-01,4928391000
2005-02-02,4968405000
2005-02-03,4943952000
2005-02-04,4926168000
2005-02-07,4857255000
2005-02-08,4886154000
2005-02-09,4577157000
2005-02-10,4530474000
2005-02-11,4497129000
2005-02-14,4534920000
2005-02-15,4532697000
2005-02-16,4579380000
2005-02-17,4597164000
2005-02-18,4619394000
2005-02-22,4586049000
2005-02-23,4608279000
2005-02-24,4626063000
2005-02-25,4661631000
2005-02-28,4699422000
2005-03-01,4750551000
2005-03-02,4763889000
2005-03-03,4726098000
2005-03-04,4743882000
2005-03-07,4803903000
2005-03-08,4803903000
2005-03-09,4757220000
2005-03-10,4790565000
2005-03-11,4763889000
2005-03-14,4812795000
2005-03-15,4837248000
2005-03-16,4821687000
2005-03-17,4852809000
2005-03-18,4790565000
2005-03-21,4815018000
2005-03-22,4835025000
2005-03-23,4852809000
2005-03-24,4861701000
2005-03-28,4903938000
2005-03-29,4917276000
2005-03-30,4883931000
2005-03-31,4770900000
2005-04-01,4785862500
2005-04-04,4768762500
2005-04-05,4802962500
2005-04-06,4839300000
2005-04-07,4852125000
2005-04-08,4877775000
2005-04-11,4867087500
2005-04-12,4892737500
2005-04-13,4841437500
2005-04-14,4762350000
2005-04-15,4721737500
2005-04-18,4751662500
2005-04-19,4736700000
2005-04-20,4681125000
2005-04-21,4696087500
2005-04-22,4659750000
2005-04-25,4730287500
2005-04-26,4672575000
2005-04-27,4773037500
2005-04-28,4728150000
2005-04-29,4931212500
2005-05-02,4991062500
2005-05-03,5055187500
2005-05-04,5115037500
2005-05-05,5104350000
2005-05-06,5115037500
2005-05-09,5080837500
2005-05-10,4984650000
2005-05-11,5003887500
2005-05-12,4988925000
2005-05-13,5012437500
2005-05-16,5087250000
2005-05-17,5089387500
2005-05-18,5106487500
2005-05-19,5110762500
2005-05-20,5102212500
2005-05-23,5100075000
2005-05-24,5063737500
2005-05-25,4982512500
2005-05-26,5108625000
2005-05-27,5087250000
2005-05-31,5055187500
2005-06-01,5140687500
2005-06-02,5130000000
2005-06-03,5142825000
2005-06-06,5183437500
2005-06-07,5140687500
2005-06-08,5170612500
2005-06-09,5172750000
2005-06-10,5125725000
2005-06-13,5164200000
2005-06-14,5153512500
2005-06-15,5164200000
2005-06-16,5204812500
2005-06-17,5127862500
2005-06-20,5076562500
2005-06-21,5063737500
2005-06-22,5033812500
2005-06-23,5014575000
2005-06-24,4999612500
2005-06-27,4999612500
2005-06-28,5087250000
2005-06-29,5144962500
2005-06-30,5042100000
2005-07-01,5067300000
2005-07-05,5067300000
2005-07-06,5016900000
2005-07-07,5027400000
2005-07-08,5092500000
2005-07-11,5100900000
2005-07-12,5084100000
2005-07-13,5086200000
2005-07-14,5061000000
2005-07-15,5159700000
2005-07-18,5159700000
2005-07-19,5161800000
2005-07-20,5233200000
2005-07-21,5210100000
2005-07-22,5258400000
2005-07-25,5195400000
2005-07-26,5132400000
2005-07-27,5109300000
2005-07-28,5117700000
2005-07-29,5075700000
2005-08-01,5136600000
2005-08-02,5214300000
2005-08-03,5117700000
2005-08-04,5063100000
2005-08-05,5044200000
2005-08-08,5067300000
2005-08-09,5061000000
2005-08-10,5065200000
2005-08-11,5050500000
2005-08-12,5052600000
2005-08-15,5061000000
2005-08-16,4998000000
2005-08-17,5002200000
2005-08-18,4962300000
2005-08-19,5000100000
2005-08-22,5029500000
2005-08-23,5008500000
2005-08-24,4945500000
2005-08-25,5010600000
2005-08-26,4966500000
2005-08-29,5004300000
2005-08-30,4935000000
2005-08-31,5071500000
2005-09-01,5058900000
2005-09-02,5037900000
2005-09-06,5042100000
2005-09-07,5098800000
2005-09-08,5063100000
2005-09-09,5058900000
2005-09-12,5016900000
2005-09-13,5033700000
2005-09-14,5052600000
2005-09-15,5029500000
2005-09-16,5021100000
2005-09-19,4909800000
2005-09-20,4846800000
2005-09-21,4767000000
2005-09-22,4790100000
2005-09-23,4771200000
2005-09-26,4882500000
2005-09-27,4844700000
2005-09-28,4819500000
2005-09-29,4865700000
2005-09-30,4856592000
2005-10-03,4893744000
2005-10-04,4823568000
2005-10-05,4761648000
2005-10-06,4747200000
2005-10-07,4732752000
2005-10-10,4765776000
2005-10-11,4759584000
2005-10-12,4697664000
2005-10-13,4646064000
2005-10-14,4674960000
2005-10-17,4646064000
2005-10-18,4596528000
2005-10-19,4658448000
2005-10-20,4600656000
2005-10-21,4660512000
2005-10-24,4790544000
2005-10-25,4759584000
2005-10-26,4695600000
2005-10-27,4681152000
2005-10-28,4782288000
2005-10-31,4864848000
2005-11-01,4858656000
2005-11-02,4941216000
2005-11-03,4906128000
2005-11-04,4893744000
2005-11-07,4889616000
2005-11-08,4827696000
2005-11-09,4871040000
2005-11-10,4891680000
2005-11-11,4902000000
2005-11-14,4912320000
2005-11-15,4912320000
2005-11-16,4910256000
2005-11-17,4959792000
2005-11-18,4970112000
2005-11-21,5034096000
2005-11-22,5021712000
2005-11-23,4939152000
2005-11-25,4988688000
2005-11-28,4930896000
2005-11-29,4976304000
2005-11-30,4932960000
2005-12-01,5009328000
2005-12-02,4986624000
2005-12-05,5015520000
2005-12-06,5017584000
2005-12-07,4972176000
2005-12-08,4963920000
2005-12-09,4941216000
2005-12-12,4920576000
2005-12-13,5098080000
2005-12-14,5180640000
2005-12-15,5195088000
2005-12-16,5195088000
2005-12-19,5141424000
2005-12-20,5197152000
2005-12-21,5186832000
2005-12-22,5232240000
2005-12-23,5240496000
2005-12-27,5211600000
2005-12-28,5232240000
2005-12-29,5141424000
2005-12-30,5166192000
2006-01-03,5263200000
2006-01-04,5290032000
2006-01-05,5300352000
2006-01-06,5275584000
2006-01-09,5362272000
2006-01-10,5331312000
2006-01-11,5285904000
2006-01-12,5232240000
2006-01-13,5281776000
2006-01-17,5232240000
2006-01-18,5188896000
2006-01-19,5188896000
2006-01-20,5141424000
2006-01-23,5087760000
2006-01-24,5145552000
2006-01-25,5116656000
2006-01-26,5110464000
2006-01-27,5133168000
2006-01-30,5153808000
2006-01-31,5207472000
2006-02-01,5186832000
2006-02-02,5190960000
2006-02-03,5195088000
2006-02-06,5273520000
2006-02-07,5368464000
2006-02-08,5343696000
2006-02-09,5298288000
2006-02-10,5372592000
2006-02-13,5343696000
2006-02-14,5397360000
2006-02-15,5413872000
2006-02-16,5395296000
2006-02-17,5397360000
2006-02-21,5366400000
2006-02-22,5376720000
2006-02-23,5364336000
2006-02-24,5405616000
2006-02-27,5382912000
2006-02-28,5347824000
2006-03-01,5401488000
2006-03-02,5374656000
2006-03-03,5384976000
2006-03-06,5376720000
2006-03-07,5405616000
2006-03-08,5490240000
2006-03-09,5420064000
2006-03-10,5541840000
2006-03-13,5605824000
2006-03-14,5634720000
2006-03-15,5626464000
2006-03-16,5649168000
2006-03-17,5688384000
2006-03-20,5640912000
2006-03-21,5603760000
2006-03-22,5649168000
2006-03-23,5690448000
2006-03-24,5729664000
2006-03-27,5744112000
2006-03-28,5756496000
2006-03-29,5768880000
2006-03-30,5768880000
2006-03-31,5738850000
2006-04-03,5801625000
2006-04-04,5801625000
2006-04-05,5842125000
2006-04-06,5815800000
2006-04-07,5787450000
2006-04-10,5777325000
2006-04-11,5793525000
2006-04-12,5846175000
2006-04-13,5876550000
2006-04-17,5846175000
2006-04-18,5923125000
2006-04-19,5842125000
2006-04-20,5892750000
2006-04-21,5923125000
2006-04-24,5858325000
2006-04-25,5838075000
2006-04-26,5866425000
2006-04-27,5933250000
2006-04-28,5941350000
2006-05-01,5850225000
2006-05-02,5862375000
2006-05-03,5836050000
2006-05-04,5894775000
2006-05-05,5915025000
2006-05-08,5904900000
2006-05-09,5872500000
2006-05-10,5848200000
2006-05-11,5676075000
2006-05-12,5601150000
2006-05-15,5514075000
2006-05-16,5597100000
2006-05-17,5562675000
2006-05-18,5562675000
2006-05-19,5574825000
2006-05-22,5532300000
2006-05-23,5431050000
2006-05-24,5416875000
2006-05-25,5461425000
2006-05-26,5505975000
2006-05-30,5439150000
2006-05-31,5508000000
2006-06-01,5591025000
2006-06-02,5615325000
2006-06-05,5536350000
2006-06-06,5477625000
2006-06-07,5522175000
2006-06-08,5489775000
2006-06-09,5485725000
2006-06-12,5408775000
2006-06-13,5343975000
2006-06-14,5315625000
2006-06-15,5279175000
2006-06-16,5331825000
2006-06-19,5250825000
2006-06-20,5246775000
2006-06-21,5343975000
2006-06-22,5275125000
2006-06-23,5307525000
2006-06-26,5319675000
2006-06-27,5331825000
2006-06-28,5370300000
2006-06-29,5449275000
2006-06-30,5312119500
2006-07-03,5353605000
2006-07-05,5256805500
2006-07-06,5244952500
2006-07-07,5221246500
2006-07-10,5260756500
2006-07-11,5359531500
2006-07-12,5296315500
2006-07-13,5199516000
2006-07-14,5108643000
2006-07-17,5225197500
2006-07-18,5221246500
2006-07-19,5241001500
2006-07-20,5185687500
2006-07-21,5169883500
2006-07-24,5323972500
2006-07-25,5302242000
2006-07-26,5225197500
2006-07-27,5294340000
2006-07-28,5321997000
2006-07-31,5288413500
2006-08-01,5304217500
2006-08-02,5359531500
2006-08-03,5363482500
2006-08-04,5399041500
2006-08-07,5304217500
2006-08-08,5288413500
2006-08-09,5209393500
2006-08-10,5225197500
2006-08-11,5171859000
2006-08-14,5213344500
2006-08-15,5270634000
2006-08-16,5314095000
2006-08-17,5323972500
2006-08-18,5241001500
2006-08-21,5171859000
2006-08-22,5148153000
2006-08-23,5100741000
2006-08-24,5051353500
2006-08-25,5037525000
2006-08-28,5086912500
2006-08-29,5067157500
2006-08-30,5077035000
2006-08-31,5106667500
2006-09-01,5173834500
2006-09-05,5142226500
2006-09-06,5067157500
2006-09-07,5023696500
2006-09-08,5011843500
2006-09-11,5003941500
2006-09-12,4992088500
2006-09-13,5003941500
2006-09-14,4999990500
2006-09-15,4990113000
2006-09-18,5027647500
2006-09-19,5092839000
2006-09-20,5140251000
2006-09-21,5138275500
2006-09-22,5138275500
2006-09-25,5181736500
2006-09-26,5187663000
2006-09-27,5241001500
2006-09-28,5304217500
2006-09-29,5296315500
2006-10-02,4972356000
2006-10-03,4989154500
2006-10-04,5047016000
2006-10-05,5114210000
2006-10-06,5095545000
2006-10-09,5127275500
2006-10-10,5114210000
2006-10-11,5145940500
2006-10-12,5209401500
2006-10-13,5231799500
2006-10-16,5187003500
2006-10-17,5134741500
2006-10-18,5108610500
2006-10-19,5088079000
2006-10-20,5127275500
2006-10-23,5181404000
2006-10-24,5140341000
2006-10-25,5138474500
2006-10-26,5207535000
2006-10-27,5153406500
2006-10-30,5127275500
2006-10-31,5103011000
2006-11-01,5166472000
2006-11-02,5201935500
2006-11-03,5205668500
2006-11-06,5244865000
2006-11-07,5220600500
2006-11-08,5261663500
2006-11-09,5274729000
2006-11-10,5328857500
2006-11-13,5321391500
2006-11-14,5298993500
2006-11-15,5325124500
2006-11-16,5349389000
2006-11-17,5366187500
2006-11-20,5284061500
2006-11-21,5239265500
2006-11-22,5203802000
2006-11-24,5231799500
2006-11-27,5142207500
2006-11-28,5188870000
2006-11-29,5241132000
2006-11-30,5160872500
2006-12-01,5149673500
2006-12-04,5222467000
2006-12-05,5203802000
2006-12-06,5224333500
2006-12-07,5228066500
2006-12-08,5205668500
2006-12-11,5173938000
2006-12-12,5239265500
2006-12-13,5162739000
2006-12-14,5145940500
2006-12-15,5114210000
2006-12-18,5097411500
2006-12-19,5099278000
2006-12-20,5052615500
2006-12-21,5060081500
2006-12-22,5017152000
2006-12-26,5067547500
2006-12-27,5127275500
2006-12-28,5076880000
2006-12-29,5060081500
2007-01-03,5293821000
2007-01-04,5344183000
2007-01-05,5330624000
2007-01-08,5322876000
2007-01-09,5355805000
2007-01-10,5375175000
2007-01-11,5421663000
2007-01-12,5406167000
2007-01-16,5479773000
2007-01-17,5522387000
2007-01-18,5456529000
2007-01-19,5464277000
2007-01-22,5487521000
2007-01-23,5526261000
2007-01-24,5516576000
2007-01-25,5479773000
2007-01-26,5489458000
2007-01-29,5520450000
2007-01-30,5590182000
2007-01-31,5584371000
2007-02-01,5584371000
2007-02-02,5677347000
2007-02-05,5656040000
2007-02-06,5671536000
2007-02-07,5723835000
2007-02-08,5613426000
2007-02-09,5559190000
2007-02-12,5537883000
2007-02-13,5599867000
2007-02-14,5628922000
2007-02-15,5609552000
2007-02-16,5646355000
2007-02-20,5611489000
2007-02-21,5617300000
2007-02-22,5535946000
2007-02-23,5563064000
2007-02-26,5566938000
2007-02-27,5400356000
2007-02-28,5435222000
2007-03-01,5398419000
2007-03-02,5367427000
2007-03-05,5313191000
2007-03-06,5344183000
2007-03-07,5348057000
2007-03-08,5293821000
2007-03-09,5301569000
2007-03-12,5293821000
2007-03-13,5171790000
2007-03-14,5154357000
2007-03-15,5216341000
2007-03-16,5227963000
2007-03-19,5307380000
2007-03-20,5258955000
2007-03-21,5361616000
2007-03-22,5394545000
2007-03-23,5477836000
2007-03-26,5450718000
2007-03-27,5348057000
2007-03-28,5396482000
2007-03-29,5361616000
2007-03-30,5388734000
2007-04-02,5370549000
2007-04-03,5418724000
2007-04-04,5374403000
2007-04-05,5368622000
2007-04-09,5297323000
2007-04-10,5239513000
2007-04-11,5251075000
2007-04-12,5291542000
2007-04-13,5299250000
2007-04-16,5437994000
2007-04-17,5482315000
2007-04-18,5412943000
2007-04-19,5322374000
2007-04-20,5324301000
2007-04-23,5316593000
2007-04-24,5335863000
2007-04-25,5372476000
2007-04-26,5364768000
2007-04-27,5503512000
2007-04-30,5382111000
2007-05-01,5368622000
2007-05-02,5478461000
2007-05-03,5499658000
2007-05-04,5507366000
2007-05-07,5563249000
2007-05-08,5545906000
2007-05-09,5534344000
2007-05-10,5513147000
2007-05-11,5520855000
2007-05-14,5515074000
2007-05-15,5466899000
2007-05-16,5599862000
2007-05-17,5532417000
2007-05-18,5592154000
2007-05-21,5649964000
2007-05-22,5653818000
2007-05-23,5642256000
2007-05-24,5530490000
2007-05-25,5667307000
2007-05-29,5796416000
2007-05-30,5863861000
2007-05-31,5834956000
2007-06-01,5863861000
2007-06-04,5973700000
2007-06-05,5913963000
2007-06-06,5906255000
2007-06-07,5804124000
2007-06-08,5821467000
2007-06-11,5834956000
2007-06-12,5784854000
2007-06-13,5894693000
2007-06-14,5875423000
2007-06-15,5877350000
2007-06-18,5919744000
2007-06-19,5956357000
2007-06-20,5917817000
2007-06-21,5925525000
2007-06-22,5856153000
2007-06-25,5836883000
2007-06-26,5781000000
2007-06-27,5806051000
2007-06-28,5858080000
2007-06-29,5904328000
2007-07-02,5864994000
2007-07-03,5908188000
2007-07-05,5902554000
2007-07-06,5855604000
2007-07-09,5787996000
2007-07-10,5726022000
2007-07-11,5814288000
2007-07-12,5870628000
2007-07-13,6052793999
2007-07-16,5960772000
2007-07-17,5958894000
2007-07-18,5810532000
2007-07-19,5853726000
2007-07-20,5731656000
2007-07-23,5787996000
2007-07-24,5720388000
2007-07-25,5705364000
2007-07-26,5573904000
2007-07-27,5876262000
2007-07-30,5987064000
2007-07-31,6000210000
2007-08-01,6167352000
2007-08-02,6159839999
2007-08-03,5962650000
2007-08-06,5994576000
2007-08-07,5940114000
2007-08-08,5686584000
2007-08-09,5310984000
2007-08-10,5630244000
2007-08-13,5787996000
2007-08-14,5662170000
2007-08-15,5519442000
2007-08-16,5408640000
2007-08-17,5598318000
2007-08-20,5630244000
2007-08-21,5628366000
2007-08-22,5697852000
2007-08-23,5729778000
2007-08-24,5699730000
2007-08-27,5682828000
2007-08-28,5600196000
2007-08-29,5756070000
2007-08-30,5750436000
2007-08-31,5838702000
2007-09-04,5881896000
2007-09-05,5874384000
2007-09-06,5930724000
2007-09-07,5878140000
2007-09-10,5883774000
2007-09-11,5859360000
2007-09-12,5896920000
2007-09-13,5863116000
2007-09-14,5863116000
2007-09-17,5891286000
2007-09-18,5992698000
2007-09-19,6112889999
2007-09-20,6069696000
2007-09-21,6075330000
2007-09-24,6039647999
2007-09-25,6050916000
2007-09-26,6165474000
2007-09-27,6142938000
2007-09-28,6142938000
2007-10-01,6142066000
2007-10-02,6123726000
2007-10-03,6099884000
2007-10-04,6077876000
2007-10-05,6149402000
2007-10-08,6147568000
2007-10-09,6175078000
2007-10-10,6083378000
2007-10-11,6138398000
2007-10-12,6180580000
2007-10-15,6228264000
2007-10-16,6096216000
2007-10-17,6132896000
2007-10-18,6096216000
2007-10-19,6028358000
2007-10-22,6079710000
2007-10-23,6211758000
2007-10-24,6239268000
2007-10-25,6217260000
2007-10-26,6138398000
2007-10-29,6198919999
2007-10-30,6198919999
2007-10-31,6270446000
2007-11-01,6268612000
2007-11-02,6206256000
2007-11-05,6198919999
2007-11-06,6145734000
2007-11-07,6118224000
2007-11-08,6391490000
2007-11-09,6019188000
2007-11-12,6092548000
2007-11-13,6178746000
2007-11-14,6187916000
2007-11-15,6129228000
2007-11-16,6226430000
2007-11-19,6054034000
2007-11-20,6021022000
2007-11-21,5901812000
2007-11-23,5964168000
2007-11-26,5854128000
2007-11-27,5854128000
2007-11-28,6048531999
2007-11-29,5989843999
2007-11-30,6083378000
2007-12-03,6037528000
2007-12-04,6116390000
2007-12-05,6072374000
2007-12-06,6099884000
2007-12-07,6063204000
2007-12-10,6088880000
2007-12-11,5861464000
2007-12-12,5960500000
2007-12-13,5877969999
2007-12-14,5799108000
2007-12-17,5771598000
2007-12-18,5960500000
2007-12-19,5762428000
2007-12-20,5910981999
2007-12-21,5975172000
2007-12-24,5984342000
2007-12-26,5929322000
2007-12-27,5870634000
2007-12-28,5832120000
2007-12-31,5749590000
2008-01-02,5619376000
2008-01-03,5590032000
2008-01-04,5445146000
2008-01-07,5549684000
2008-01-08,5527676000
2008-01-09,5536846000
2008-01-10,5564356000
2008-01-11,5542348000
2008-01-14,5531344000
2008-01-15,5593700000
2008-01-16,5601036000
2008-01-17,5402964000
2008-01-18,5421304000
2008-01-22,5245240000
2008-01-23,5303928000
2008-01-24,5309430000
2008-01-25,5313098000
2008-01-28,5439644000
2008-01-29,5456150000
2008-01-30,5487328000
2008-01-31,5502000000
2008-02-01,5542348000
2008-02-04,5569858000
2008-02-05,5371786000
2008-02-06,5698238000
2008-02-07,5564356000
2008-02-08,5551518000
2008-02-11,5514838000
2008-02-12,5634048000
2008-02-13,5747756000
2008-02-14,5760594000
2008-02-15,5718412000
2008-02-19,5634048000
2008-02-20,5687234000
2008-02-21,5663392000
2008-02-22,5692736000
2008-02-25,5832120000
2008-02-26,5828452000
2008-02-27,5852294000
2008-02-28,5756926000
2008-02-29,5599202000
2008-03-03,5615708000
2008-03-04,5610206000
2008-03-05,5646886000
2008-03-06,5478158000
2008-03-07,5489162000
2008-03-10,5368118000
2008-03-11,5456150000
2008-03-12,5500166000
2008-03-13,5518506000
2008-03-14,5377288000
2008-03-17,5386458000
2008-03-18,5470822000
2008-03-19,5366284000
2008-03-20,5413968000
2008-03-24,5401130000
2008-03-25,5465320000
2008-03-26,5423138000
2008-03-27,5358948000
2008-03-28,5303928000
2008-03-31,5321680000
2008-04-01,5392660000
2008-04-02,5421780000
2008-04-03,5463640000
2008-04-04,5498220000
2008-04-07,5481840000
2008-04-08,5521880000
2008-04-09,5460000000
2008-04-10,5512780000
2008-04-11,5419960000
2008-04-14,5432700000
2008-04-15,5472740000
2008-04-16,5574660000
2008-04-17,5647460000
2008-04-18,5733000000
2008-04-21,5674760000
2008-04-22,5623800000
2008-04-23,5691140000
2008-04-24,5687500000
2008-04-25,5818540000
2008-04-28,5834920000
2008-04-29,5827640000
2008-04-30,5785780000
2008-05-01,5842200000
2008-05-02,5845840000
2008-05-05,5827640000
2008-05-06,5833099999
2008-05-07,5834920000
2008-05-08,5860400000
2008-05-09,5822180000
2008-05-12,5887700000
2008-05-13,5944119999
2008-05-14,5982340000
2008-05-15,6038760000
2008-05-16,6000540000
2008-05-19,5964140000
2008-05-20,5915000000
2008-05-21,5882240000
2008-05-22,5942300000
2008-05-23,5904080000
2008-05-27,5960500000
2008-05-28,5969599999
2008-05-29,5980520000
2008-05-30,5993260000
2008-06-02,5967780000
2008-06-03,5973240000
2008-06-04,6015099999
2008-06-05,6233500000
2008-06-06,6189820000
2008-06-09,6200740000
2008-06-10,6158880000
2008-06-11,5971420000
2008-06-12,6126119999
2008-06-13,6160700000
2008-06-16,5731180000
2008-06-17,5869500000
2008-06-18,5738460000
2008-06-19,5734820000
2008-06-20,5676580000
2008-06-23,5638360000
2008-06-24,5592860000
2008-06-25,5774860000
2008-06-26,5543720000
2008-06-27,5403580000
2008-06-30,5414310000
2008-07-01,5304930000
2008-07-02,5273939000
2008-07-03,5314045000
2008-07-07,5215603000
2008-07-08,5315868000
2008-07-09,5166382000
2008-07-10,5184612000
2008-07-11,5086170000
2008-07-14,5789848000
2008-07-15,5536451000
2008-07-16,5729689000
2008-07-17,5924750000
2008-07-18,5915635000
2008-07-21,5994024000
2008-07-22,5904697000
2008-07-23,5955741000
2008-07-24,6012253999
2008-07-25,5963033000
2008-07-28,5842714999
2008-07-29,5848184000
2008-07-30,5897405000
2008-07-31,5924750000
2008-08-01,5926573000
2008-08-04,5886467000
2008-08-05,6147156000
2008-08-06,6292996000
2008-08-07,6251067000
2008-08-08,6354978000
2008-08-11,6389614999
2008-08-12,6298464999
2008-08-13,6231014000
2008-08-14,6187262000
2008-08-15,6043245000
2008-08-18,6026838000
2008-08-19,5942980000
2008-08-20,5955741000
2008-08-21,5977617000
2008-08-22,6054183000
2008-08-25,6001316000
2008-08-26,5946626000
2008-08-27,5973971000
2008-08-28,6059652000
2008-08-29,5992201000
2008-09-02,6086997000
2008-09-03,6041422000
2008-09-04,5968502000
2008-09-05,6032307000
2008-09-08,6145333000
2008-09-09,6010431000
2008-09-10,5975794000
2008-09-11,6107050000
2008-09-12,6289350000
2008-09-15,5972148000
2008-09-16,5738804000
2008-09-17,5263001000
2008-09-18,5966678999
2008-09-19,5804432000
2008-09-22,5742450000
2008-09-23,5613017000
2008-09-24,5691406000
2008-09-25,5744273000
2008-09-26,5693229000
2008-09-29,5454416000
2008-09-30,11359422000
2008-10-01,11143449000
2008-10-02,10639512000
2008-10-03,10741815000
2008-10-06,10241667000
2008-10-07,9567225000
2008-10-08,9188325000
2008-10-09,8707122000
2008-10-10,8525250000
2008-10-13,9283050000
2008-10-14,9025398000
2008-10-15,8191818000
2008-10-16,8328222000
2008-10-17,8426735999
2008-10-20,9036765000
2008-10-21,8646498000
2008-10-22,8123616000
2008-10-23,7828074000
2008-10-24,7524954000
2008-10-27,6983127000
2008-10-28,7411283999
2008-10-29,7687881000
2008-10-30,8968563000
2008-10-31,8979930000
2008-11-03,9067077000
2008-11-04,9283050000
2008-11-05,9135279000
2008-11-06,8828370000
2008-11-07,9078444000
2008-11-10,9150435000
2008-11-11,9279261000
2008-11-12,9279261000
2008-11-13,9756675000
2008-11-14,9358830000
2008-11-17,8854893000
2008-11-18,8957196000
2008-11-19,8438103000
2008-11-20,7786395000
2008-11-21,8006157000
2008-11-24,8654076000
2008-11-25,8847315000
2008-11-26,8551773000
2008-11-28,9093600000
2008-12-01,8290332000
2008-12-02,8328222000
2008-12-03,8347167000
2008-12-04,8191818000
2008-12-05,8563140000
2008-12-08,8904150000
2008-12-09,8995086000
2008-12-10,9029187000
2008-12-11,8555561999
2008-12-12,9029187000
2008-12-15,8851104000
2008-12-16,8877627000
2008-12-17,8585874000
2008-12-18,8619975000
2008-12-19,8907939000
2008-12-22,8873838000
2008-12-23,8608608000
2008-12-24,8703333000
2008-12-26,8756379000
2008-12-29,8798058000
2008-12-30,9010242000
2008-12-31,9392931000
2009-01-02,9499023000
2009-01-05,9703629000
2009-01-06,9790776000
2009-01-07,9578592000
2009-01-08,9699840000
2009-01-09,9559647000
2009-01-12,9195903000
2009-01-13,9055710000
2009-01-14,8657865000
2009-01-15,9320940000
2009-01-16,9677106000
2009-01-20,9525546000
2009-01-21,9817299000
2009-01-22,9786987000
2009-01-23,9646794000
2009-01-26,9832455000
2009-01-27,9961281000
2009-01-28,10078740000
2009-01-29,9938547000
2009-01-30,9798354000
2009-02-02,9574803000
2009-02-03,9514179000
2009-02-04,9404298000
2009-02-05,9279261000
2009-02-06,9260316000
2009-02-09,9298206000
2009-02-10,8934462000
2009-02-11,9014031000
2009-02-12,9317151000
2009-02-13,9131490000
2009-02-17,8953407000
2009-02-18,9002664000
2009-02-19,9032976000
2009-02-20,9021609000
2009-02-23,8627553000
2009-02-24,8612397000
2009-02-25,8604819000
2009-02-26,8275176000
2009-02-27,7540109999
2009-03-02,7100585999
2009-03-03,7195310999
2009-03-04,7062696000
2009-03-05,6558758999
2009-03-06,6240483000
2009-03-09,6100290000
2009-03-10,6043455000
2009-03-11,6005565000
2009-03-12,6335208000
2009-03-13,6513291000
2009-03-16,6498134999
2009-03-17,6498134999
2009-03-18,6638328000
2009-03-19,6649695000
2009-03-20,6429933000
2009-03-23,6657273000
2009-03-24,6566336999
2009-03-25,6611805000
2009-03-26,6668640000
2009-03-27,6645906000
2009-03-30,6373098000
2009-03-31,6502748349
2009-04-01,6400372720
2009-04-02,6828833690
2009-04-03,6893292420
2009-04-06,7094251990
2009-04-07,7071501849
2009-04-08,7094251990
2009-04-09,7371045360
