,FICO
2018-10-22,6024177610
2018-10-23,5981894550
2018-10-24,5699524800
2018-10-25,5694311820
2018-10-26,5499114680
2018-10-29,5441771900
2018-10-30,5473339390
2018-10-31,5581074310
2018-11-01,5746441620
2018-11-02,5504617270
2018-11-05,5564856150
2018-11-06,5515912060
2018-11-07,5778298720
2018-11-08,5741518250
2018-11-09,5685913130
2018-11-12,5478262760
2018-11-13,5524889970
2018-11-14,5444668000
2018-11-15,5598161300
2018-11-16,5558195120
2018-11-19,5248602030
2018-11-20,5131889200
2018-11-21,5194734570
2018-11-23,5207187800
2018-11-26,5206318970
2018-11-27,5144632040
2018-11-28,5393407030
2018-11-29,5515332840
2018-11-30,5752523430
2018-12-03,5847515510
2018-12-04,5576730160
2018-12-06,5516491280
2018-12-07,5282776010
2018-12-10,5359233050
2018-12-11,5374871990
2018-12-12,5481158860
2018-12-13,5552692530
2018-12-14,5446695270
2018-12-17,5276694200
2018-12-18,5401226500
2018-12-19,5435979700
2018-12-20,5279879910
2018-12-21,5069623050
2018-12-24,4966811500
2018-12-26,5278721470
2018-12-27,5327955170
2018-12-28,5333457760
2018-12-31,5436838000
2019-01-02,5392936260
2019-01-03,5197558980
2019-01-04,5508941520
2019-01-07,5624365300
2019-01-08,5732520580
2019-01-09,5786307480
2019-01-10,5940108940
2019-01-11,5982847720
2019-01-14,5914814560
2019-01-15,6062219740
2019-01-16,6122693660
2019-01-17,6154675060
2019-01-18,6291322860
2019-01-22,6189273120
2019-01-23,6259632200
2019-01-24,6254980360
2019-01-25,6338422740
2019-01-28,6286961760
2019-01-29,6236663740
2019-01-30,6330282020
2019-01-31,6547464800
2019-02-01,6643699740
2019-02-04,6688764440
2019-02-05,6740806900
2019-02-06,6750692060
2019-02-07,6751273540
2019-02-08,6860882520
2019-02-11,6853904760
2019-02-12,6968747060
2019-02-13,6996367360
2019-02-14,7049282040
2019-02-15,6996367360
2019-02-19,7103941160
2019-02-20,7083298620
2019-02-21,7136794780
2019-02-22,7229250100
2019-02-25,7181859480
2019-02-26,7167031740
2019-02-27,7241170440
2019-02-28,7205118680
2019-03-01,7314436920
2019-03-04,7211805700
2019-03-05,7188837240
2019-03-06,7135631820
2019-03-07,7175463200
2019-03-08,7140574400
2019-03-11,7348744240
2019-03-12,7464749500
2019-03-13,7495567940
2019-03-14,7595291760
2019-03-15,7657510120
2019-03-18,7680769320
2019-03-19,7693271140
2019-03-20,7657800860
2019-03-21,7822941180
2019-03-22,7656056420
2019-03-25,7634250920
2019-03-26,7719437740
2019-03-27,7644717560
2019-03-28,7746767300
2019-03-29,7897370620
2019-04-01,7901328589
2019-04-02,7983015529
2019-04-03,8013141210
2019-04-04,7839339210
2019-04-05,7888003770
2019-04-08,7978960150
2019-04-09,7988808930
2019-04-10,8003871770
2019-04-11,8091641779
2019-04-12,8084979370
2019-04-15,8059488410
2019-04-16,8208958130
2019-04-17,7978670480
2019-04-18,7979249819
2019-04-22,8118001750
2019-04-23,8219386250
2019-04-24,8197661000
2019-04-25,8125243500
2019-04-26,8217358560
2019-04-29,8105256270
2019-04-30,8103518250
2019-05-01,7847160299
2019-05-02,7893507500
2019-05-03,8118001750
2019-05-06,8240242490
2019-05-07,8079475640
2019-05-08,8201137040
2019-05-09,8319612069
2019-05-10,8323088110
2019-05-13,7910018690
2019-05-14,8179122120
2019-05-15,8322219100
2019-05-16,8523539750
2019-05-17,8454018950
2019-05-20,8405064720
2019-05-21,8500366150
2019-05-22,8600591970
2019-05-23,8525567440
2019-05-24,8566410910
2019-05-28,8665188380
2019-05-29,8570755960
2019-05-30,8619420520
2019-05-31,8571335299
2019-06-03,8329750520
2019-06-04,8614496130
2019-06-05,8748034000
2019-06-06,9042628390
2019-06-07,9071016050
2019-06-10,9131557080
2019-06-11,8977162970
2019-06-12,9022641160
2019-06-13,9028144890
2019-06-14,8869695400
2019-06-17,8862453650
2019-06-18,8867088370
2019-06-19,8854053220
2019-06-20,8861584640
2019-06-21,8822768860
2019-06-24,8711535580
2019-06-25,8542078630
2019-06-26,8628689960
2019-06-27,8750930700
2019-06-28,9096217340
2019-07-01,9159487320
2019-07-02,9356997260
2019-07-03,9583425200
2019-07-05,9613210740
2019-07-08,9675962800
2019-07-09,9777175800
2019-07-10,9855543580
2019-07-11,9998109320
2019-07-12,9960226740
2019-07-15,9966299520
2019-07-16,9803202000
2019-07-17,9875207820
2019-07-18,9984807040
2019-07-19,9850338340
2019-07-22,9904415000
2019-07-23,9776886620
2019-07-24,9973239840
2019-07-25,9998109320
2019-07-26,10198511060
2019-07-29,10126794420
2019-07-30,10117829840
2019-07-31,10046691560
2019-08-01,10404985580
2019-08-02,10187811400
2019-08-05,9793080700
2019-08-06,9963407720
2019-08-07,10144723580
2019-08-08,10646740060
2019-08-09,10559696880
2019-08-12,10349752200
2019-08-13,9754908940
2019-08-14,9454161740
2019-08-15,9860459640
2019-08-16,10124770160
2019-08-19,9990301460
2019-08-20,10017195200
2019-08-21,10112046240
2019-08-22,10194751720
2019-08-23,10011122420
2019-08-26,10131999660
2019-08-27,10218175300
2019-08-28,10016038480
2019-08-29,10242177240
2019-08-30,10199956960
2019-09-03,10179136000
2019-09-04,10280349000
2019-09-05,10549864760
2019-09-06,10682309200
2019-09-09,10099900680
2019-09-10,9433051600
2019-09-11,9078227740
2019-09-12,9058852680
2019-09-13,8945494120
2019-09-16,8961977380
2019-09-17,9238144280
2019-09-18,9106278200
2019-09-19,9282388820
2019-09-20,9029356320
2019-09-23,9152836180
2019-09-24,9059431040
2019-09-25,9064636280
2019-09-26,9184067620
2019-09-27,8645903640
2019-09-30,8809668000
2019-10-01,8802702000
2019-10-02,8738847000
2019-10-03,8818665750
2019-10-04,8996298750
2019-10-07,9006747750
2019-10-08,8728398000
2019-10-09,8939409750
2019-10-10,8867137500
2019-10-11,8975110500
2019-10-14,9014294250
2019-10-15,9095564250
2019-10-16,9012262500
2019-10-17,9055219500
2019-10-18,8761486500
2019-10-21,8649450000
2019-10-22,8388805499
2019-10-23,8302311000
2019-10-24,8695309500
2019-10-25,8686602000
2019-10-28,8761196250
2019-10-29,8761196250
2019-10-30,8772516000
2019-10-31,8824761000
2019-11-01,8972208000
2019-11-04,8731300500
2019-11-05,9618014250
2019-11-06,9576218250
2019-11-07,9542839500
2019-11-08,9624399750
2019-11-11,9755592750
2019-11-12,9706540500
2019-11-13,9811320750
2019-11-14,9950350500
2019-11-15,10103892750
2019-11-18,10282106250
2019-11-19,10361925000
2019-11-20,10321870500
2019-11-21,10314324000
2019-11-22,10323902250
2019-11-25,10603413000
2019-11-26,10709644500
2019-11-27,10718642250
2019-11-29,10673943750
2019-12-02,10446678000
2019-12-03,10383403500
2019-12-04,10503857250
2019-12-05,10477154250
2019-12-06,10560165750
2019-12-09,10382532750
2019-12-10,10280074500
2019-12-11,10289362500
2019-12-12,10240890750
2019-12-13,10358442000
2019-12-16,10515177000
2019-12-17,10568583000
2019-12-18,10616474250
2019-12-19,10687005000
2019-12-20,10841998500
2019-12-23,10915141500
2019-12-24,10904692500
2019-12-26,11010633750
2019-12-27,10994670000
2019-12-30,10867540500
2019-12-31,10938407920
2020-01-02,11178966480
2020-01-03,11149772480
2020-01-06,11210496000
2020-01-07,11341577060
2020-01-08,11424488020
2020-01-09,11721682940
2020-01-10,11794667940
2020-01-13,11938010480
2020-01-14,11758467380
2020-01-15,11790580780
2020-01-16,11906480960
2020-01-17,11822694180
2020-01-21,11897430820
2020-01-22,11997858180
2020-01-23,12117845520
2020-01-24,11949104200
2020-01-27,11787077500
2020-01-28,11938594360
2020-01-29,11950563900
2020-01-30,11966328660
2020-01-31,11747081720
2020-02-03,12139741020
2020-02-04,12307606520
2020-02-05,11993187140
2020-02-06,12078141680
2020-02-07,12191414400
2020-02-10,12253305680
2020-02-11,12020629500
2020-02-12,11986180580
2020-02-13,12205719460
2020-02-14,12395188520
2020-02-18,12569476700
2020-02-19,12605385320
2020-02-20,12264983280
2020-02-21,11954359120
2020-02-24,11756715740
2020-02-25,11396753720
2020-02-26,11396169840
2020-02-27,10687923400
2020-02-28,10977819820
2020-03-02,11299829640
2020-03-03,10877976340
2020-03-04,11431494580
2020-03-05,11105397600
2020-03-06,10449408420
2020-03-09,9221216840
2020-03-10,9825532640
2020-03-11,9182680760
2020-03-12,8148921220
2020-03-13,8861838700
2020-03-16,7026411920
2020-03-17,7172673860
2020-03-18,6189128000
2020-03-19,7146107320
2020-03-20,7048307420
2020-03-23,6747901160
2020-03-24,7862236140
2020-03-25,7851142420
2020-03-26,8904170000
2020-03-27,8497205640
2020-03-30,9161953020
2020-03-31,8924548450
2020-04-01,8377224100
2020-04-02,8206094600
2020-04-03,7652969250
2020-04-06,8747908000
2020-04-07,8631597950
2020-04-08,8721513450
2020-04-09,8733695550
2020-04-13,8643490000
2020-04-14,9083785900
2020-04-15,8990389800
2020-04-16,8745587600
2020-04-17,9260136300
2020-04-20,8914396700
2020-04-21,8456697800
2020-04-22,8814039400
2020-04-23,8767051300
2020-04-24,8702660200
2020-04-27,8981688300
2020-04-28,9423434450
2020-04-29,10354494950
2020-04-30,10237024700
2020-05-01,9763373050
2020-05-04,10030799150
2020-05-05,10250657050
2020-05-06,10363486500
2020-05-07,10632652900
2020-05-08,10763755500
2020-05-11,10748672900
2020-05-12,10197577900
2020-05-13,10150009700
2020-05-14,10149429600
2020-05-15,10220201800
2020-05-18,10635263350
2020-05-19,10705165400
2020-05-20,11126318000
2020-05-21,11172145900
2020-05-22,11294547000
2020-05-26,11501932750
2020-05-27,11455234700
2020-05-28,11532678050
2020-05-29,11678863250
2020-06-01,11829399200
2020-06-02,12073041200
2020-06-03,12295799600
2020-06-04,11807065350
2020-06-05,12202693550
2020-06-08,11947159500
2020-06-09,12167887550
2020-06-10,12381364350
2020-06-11,11700907050
2020-06-12,11994147600
2020-06-15,12168757700
2020-06-16,12336406600
2020-06-17,12252582150
2020-06-18,12297829950
2020-06-19,12237209500
2020-06-22,12427772350
2020-06-23,12342497650
2020-06-24,11864785300
2020-06-25,12076811850
2020-06-26,11781831000
2020-06-29,11776900150
2020-06-30,12141971800
2020-07-01,12302590650
2020-07-02,12163174650
2020-07-06,12107408250
2020-07-07,11902641000
2020-07-08,12256990000
2020-07-09,12250019200
2020-07-10,11971477650
2020-07-13,11606962900
2020-07-14,11867496550
2020-07-15,11792560450
2020-07-16,11626423050
2020-07-17,11999941750
2020-07-20,12074877850
2020-07-21,12109150950
2020-07-22,12259894500
2020-07-23,12215455650
2020-07-24,12034214850
2020-07-27,12365037400
2020-07-28,12091433500
2020-07-29,12733037550
2020-07-30,12753659500
2020-07-31,12756273550
2020-08-03,12726647650
2020-08-04,12656939650
2020-08-05,12705444800
2020-08-06,12810587700
2020-08-07,12829757400
2020-08-10,12700216700
2020-08-11,12472503900
2020-08-12,12538726500
2020-08-13,12628766000
2020-08-14,12479765150
2020-08-17,12621795200
2020-08-18,12493416300
2020-08-19,12387692500
2020-08-20,12446072950
2020-08-21,12245372000
2020-08-24,12218069700
2020-08-25,12298233900
2020-08-26,12355162100
2020-08-27,12344415450
2020-08-28,12358066600
2020-08-31,12221845550
2020-09-01,12916601950
2020-09-02,13099875900
2020-09-03,12179730300
2020-09-04,12182344350
2020-09-08,11801564400
2020-09-09,12190186500
2020-09-10,12006331650
2020-09-11,12123092550
2020-09-14,12333378350
2020-09-15,12655487400
2020-09-16,12525656250
2020-09-17,12874486700
2020-09-18,12692955450
2020-09-21,12322050800
2020-09-22,12440844850
2020-09-23,12123963900
2020-09-24,11908450000
2020-09-25,12204709000
2020-09-28,12417318400
2020-09-29,12408314450
2020-09-30,12390043260
2020-10-01,12728207730
2020-10-02,12632962440
2020-10-05,12738693450
2020-10-06,12694420410
2020-10-07,13003457880
2020-10-08,12792287130
2020-10-09,12882872100
2020-10-12,12947534040
2020-10-13,12820831590
2020-10-14,12749761710
2020-10-15,12728790270
2020-10-16,12740149800
2020-10-19,12595388610
2020-10-20,12664710870
2020-10-21,12576164790
2020-10-22,12613738620
2020-10-23,12687721200
2020-10-26,12104889930
2020-10-27,11820901680
2020-10-28,11363899050
2020-10-29,11459435610
2020-10-30,11401764150
2020-11-02,11384287950
2020-11-03,11729734170
2020-11-04,12863939550
2020-11-05,12949864200
2020-11-06,12928018950
2020-11-09,12539173500
2020-11-10,12608787030
2020-11-11,13741536060
2020-11-12,13448518440
2020-11-13,13784352750
2020-11-16,13784352750
2020-11-17,13923288540
2020-11-18,13814353560
2020-11-19,13960571100
2020-11-20,14062224330
2020-11-23,14160673590
2020-11-24,13981542540
2020-11-25,13851927390
2020-11-27,13792217040
2020-11-30,13770663060
2020-12-01,13903773450
2020-12-02,13864743270
2020-12-03,14083487040
2020-12-04,14412330870
2020-12-07,14611268280
2020-12-08,14853896190
2020-12-09,14514566640
2020-12-10,14764767570
2020-12-11,14910402570
2020-12-14,15077300280
2020-12-15,15097397910
2020-12-16,15216236070
2020-12-17,15362453609
2020-12-18,15203711460
2020-12-21,15036231210
2020-12-22,15018463740
2020-12-23,14973316890
2020-12-24,15100893150
2020-12-28,14808749340
2020-12-29,14782243770
2020-12-30,14678551650
2020-12-31,14864620480
2021-01-04,14696497620
2021-01-05,14689225870
2021-01-06,14456529870
2021-01-07,14255829570
2021-01-08,14553971320
2021-01-11,14417553290
2021-01-12,14318948360
2021-01-13,14222379520
2021-01-14,14001900060
2021-01-15,14057747100
2021-01-19,14069963640
2021-01-20,14632215350
2021-01-21,14291024840
2021-01-22,14431805920
2021-01-25,14865783960
2021-01-26,14879745720
2021-01-27,13643839090
2021-01-28,14286080050
2021-01-29,13092349570
2021-02-01,13146742260
2021-02-02,13504221490
2021-02-03,13485605810
2021-02-04,13890496850
2021-02-05,13901259040
2021-02-08,13894278160
2021-02-09,13873917260
2021-02-10,13731100090
2021-02-11,13680488710
2021-02-12,13780838860
2021-02-16,13558323310
2021-02-17,13648783880
2021-02-18,13760768830
2021-02-19,13782002340
2021-02-22,13360822580
2021-02-23,13338425590
2021-02-24,13527200220
2021-02-25,13038247750
2021-02-26,13308756850
2021-03-01,13727609650
2021-03-02,13565595060
2021-03-03,13238366310
2021-03-04,12777046490
2021-03-05,12936152380
2021-03-08,12503337820
2021-03-09,13297703790
2021-03-10,13343079510
2021-03-11,13644420830
2021-03-12,13505966710
2021-03-15,14149952890
2021-03-16,13961760000
2021-03-17,14064146240
2021-03-18,13427140940
2021-03-19,13347151690
2021-03-22,13723246600
2021-03-23,13727027910
2021-03-24,13827668930
2021-03-25,13946634760
2021-03-26,14337273170
2021-03-29,14111267180
2021-03-30,14078108000
2021-03-31,13943316350
2021-04-01,14370752650
2021-04-05,14308788730
2021-04-06,14487221870
2021-04-07,14385956760
2021-04-08,14737659380
2021-04-09,14869906450
2021-04-12,15063830570
2021-04-13,15054363860
2021-04-14,14962278590
2021-04-15,15230215170
2021-04-16,15288736650
2021-04-19,15203823130
2021-04-20,15020513200
2021-04-21,15136408680
2021-04-22,15319144870
2021-04-23,15562410630
2021-04-26,15617776539
2021-04-27,15564131849
2021-04-28,15475775890
2021-04-29,15290171000
2021-04-30,14957688670
2021-05-03,14795320250
2021-05-04,14551193880
2021-05-05,14239079320
2021-05-06,14177402270
2021-05-07,14233628790
2021-05-10,14139822300
2021-05-11,13972290220
2021-05-12,13372731920
2021-05-13,13648700860
2021-05-14,14097078670
2021-05-17,14062080530
2021-05-18,14054335040
2021-05-19,13877909990
2021-05-20,14379071880
2021-05-21,14106258510
2021-05-24,14352106100
2021-05-25,14532834200
2021-05-26,14444191370
2021-05-27,14390833550
2021-05-28,14517343220
2021-06-01,14313665520
2021-06-02,14191172030
2021-06-03,13762875120
2021-06-04,14066383580
2021-06-07,13904875770
2021-06-08,14004132790
2021-06-09,14090767530
2021-06-10,14240800540
2021-06-11,14480623860
2021-06-14,14504147200
2021-06-15,14329730240
2021-06-16,14159903200
2021-06-17,14370465780
2021-06-18,14410914450
2021-06-21,14524801840
2021-06-22,14516195740
2021-06-23,14256291520
2021-06-24,14372473870
2021-06-25,14371613260
2021-06-28,14526236190
2021-06-29,14681145990
2021-06-30,14096655240
2021-07-01,14030473760
2021-07-02,14240515830
2021-07-06,14490098530
2021-07-07,14620778910
2021-07-08,14444108010
2021-07-09,14695934149
2021-07-12,14517861100
2021-07-13,14497950570
2021-07-14,14627789660
2021-07-15,14563571190
2021-07-16,14692568989
2021-07-19,14635080840
2021-07-20,14955331899
2021-07-21,15166495690
2021-07-22,15430380320
2021-07-23,15504413840
2021-07-26,15141537420
2021-07-27,14856900969
2021-07-28,14791560780
2021-07-29,14800534540
2021-07-30,14692008130
2021-08-02,14752020149
2021-08-03,14403165230
2021-08-04,14058236330
2021-08-05,13656941000
2021-08-06,13393617230
2021-08-09,13177405700
2021-08-10,12886319360
2021-08-11,12900901720
2021-08-12,12737691460
2021-08-13,12665620950
2021-08-16,12566629160
2021-08-17,12824905190
2021-08-18,12620471720
2021-08-19,12539707880
2021-08-20,12405662340
2021-08-23,12575322490
2021-08-24,12739374040
2021-08-25,12847900450
2021-08-26,12634773650
2021-08-27,12885758500
2021-08-30,12763491020
2021-08-31,12892488820
2021-09-01,13151606140
2021-09-02,13235454710
2021-09-03,13102530890
2021-09-07,12963998470
2021-09-08,12973813520
2021-09-09,12944368370
2021-09-10,12658049340
2021-09-13,12460907050
2021-09-14,12318448610
2021-09-15,12352941500
2021-09-16,12463430920
2021-09-17,12177672750
2021-09-20,11962022080
2021-09-21,11773012260
2021-09-22,11720852280
2021-09-23,11872004050
2021-09-24,11758710330
2021-09-27,11675983480
2021-09-28,11341150060
2021-09-29,11210189250
2021-09-30,10810564310
2021-10-01,11031975360
2021-10-04,10761392040
2021-10-05,10751883590
2021-10-06,10871146720
2021-10-07,11042027150
2021-10-08,10892880320
2021-10-11,10718468180
2021-10-12,10843979720
2021-10-13,10792362420
2021-10-14,11090384410
2021-10-15,11133036600
2021-10-18,11280281740
2021-10-19,11286530150
2021-10-20,11155856880
2021-10-21,11079517610
2021-10-22,11139828350
2021-10-25,11246866330
2021-10-26,11160746940
2021-10-27,10732323350
2021-10-28,10740201780
2021-10-29,10817899400
2021-11-01,10873863420
2021-11-02,10609800180
2021-11-03,10432128000
2021-11-04,10400885950
2021-11-05,10328893400
2021-11-08,10817356060
2021-11-09,10968404580
2021-11-10,10557367870
2021-11-11,10263964270
2021-11-12,10205826890
2021-11-15,10613060220
2021-11-16,10265322620
2021-11-17,9850210860
2021-11-18,9583430920
2021-11-19,9712474170
2021-11-22,9622008060
2021-11-23,9506548310
2021-11-24,9600002790
2021-11-26,9389458540
2021-11-29,9526380220
2021-11-30,9593482710
2021-12-01,9877377860
2021-12-02,10338401850
2021-12-03,10364482170
2021-12-06,10847239760
2021-12-07,10875765110
2021-12-08,10986334800
2021-12-09,11056697330
2021-12-10,11070280830
2021-12-13,11248224680
2021-12-14,11077887590
2021-12-15,11274576670
2021-12-16,11096632820
2021-12-17,11199595750
2021-12-20,11495172710
2021-12-21,11538368240
2021-12-22,11688873420
2021-12-23,11820361700
2021-12-27,11814384960
2021-12-28,11782327900
2021-12-29,11943428210
2021-12-30,11874967370
2021-12-31,11338302150
2022-01-03,11585633850
2022-01-04,11656225350
2022-01-05,11134894050
2022-01-06,11596091850
2022-01-07,11505107250
2022-01-10,11508767550
2022-01-11,11726032500
2022-01-12,11817017100
2022-01-13,11466674100
2022-01-14,11410723800
2022-01-18,11397651300
2022-01-19,11472426000
2022-01-20,11267710650
2022-01-21,11164699350
2022-01-24,11489420250
2022-01-25,10896451650
2022-01-26,10910047050
2022-01-27,11059073550
2022-01-28,12892622400
2022-01-31,12941513550
2022-02-01,13008183300
2022-02-02,13194335700
2022-02-03,12947526900
2022-02-04,13126358700
2022-02-07,13144137300
2022-02-08,13398789600
2022-02-09,13685077349
2022-02-10,13512258900
2022-02-11,13507029900
2022-02-14,13396698000
2022-02-15,13541279849
2022-02-16,13374736200
2022-02-17,13305974850
2022-02-18,13025439000
2022-02-22,12684508200
2022-02-23,11890746000
2022-02-24,12352205250
2022-02-25,12376781550
2022-02-28,12319262550
2022-03-01,12430901700
2022-03-02,12811050000
2022-03-03,12601105650
2022-03-04,13000078350
2022-03-07,12471687900
2022-03-08,12259651950
2022-03-09,12704378400
2022-03-10,12591693450
2022-03-11,12109841100
2022-03-14,12184354350
2022-03-15,12515088600
2022-03-16,12646859400
2022-03-17,12554829000
2022-03-18,12854189250
2022-03-21,12647120850
2022-03-22,12674834550
2022-03-23,12142260900
2022-03-24,12161869650
2022-03-25,11961337500
2022-03-28,12089186550
2022-03-29,12532867200
2022-03-30,12470119200
2022-03-31,11957235640
2022-04-01,11517099860
2022-04-04,11597590620
2022-04-05,11276652940
2022-04-06,10743209400
2022-04-07,10796528120
2022-04-08,10734237500
2022-04-11,10535830340
2022-04-12,10443291600
2022-04-13,10637597320
2022-04-14,10605298480
2022-04-18,10375105160
2022-04-19,10498404700
2022-04-20,10460979060
2022-04-21,9911898780
2022-04-22,9807568400
2022-04-25,9907541000
2022-04-26,9467661560
2022-04-27,9619927520
2022-04-28,9878830920
2022-04-29,9574555340
2022-05-02,9589423060
2022-05-03,9497909680
2022-05-04,9700418280
2022-05-05,9296682780
2022-05-06,8969080260
2022-05-09,8752472960
2022-05-10,9187481940
2022-05-11,8999841060
2022-05-12,9041880820
2022-05-13,9267460020
2022-05-16,9341029600
2022-05-17,9730666400
2022-05-18,9628899420
2022-05-19,9708108480
2022-05-20,10136196280
2022-05-23,10220788480
2022-05-24,10018792560
2022-05-25,10204895400
2022-05-26,10295127080
2022-05-27,10533523280
2022-05-31,10498404700
2022-06-01,10413812500
2022-06-02,10755001040
2022-06-03,10777815300
2022-06-06,10678868060
2022-06-07,10814471920
2022-06-08,10470976320
2022-06-09,10377412220
2022-06-10,10299997540
2022-06-13,9770142760
2022-06-14,9725795940
2022-06-15,10145937200
2022-06-16,9607366860
2022-06-17,9716055020
2022-06-21,9869346340
2022-06-22,9910873420
2022-06-23,10311020160
2022-06-24,10667589100
2022-06-27,10638879020
2022-06-28,10288462240
2022-06-29,10280772040
2022-06-30,10111098900
2022-07-01,10296725460
2022-07-05,10374153930
2022-07-06,10567599000
2022-07-07,10683867810
2022-07-08,10563815850
2022-07-11,10537838220
2022-07-12,10394330730
2022-07-13,10500006720
2022-07-14,10580209500
2022-07-15,10802154300
2022-07-18,10729013400
2022-07-19,11108085030
2022-07-20,11349450000
2022-07-21,11758534620
2022-07-22,11794600650
2022-07-25,11846303700
2022-07-26,10785004020
2022-07-27,11038475070
2022-07-28,11507585670
2022-07-29,11652858630
2022-08-01,11619314700
2022-08-02,11667234600
2022-08-03,11865471660
2022-08-04,11990063400
2022-08-05,12168375870
2022-08-08,12354254640
2022-08-09,12372918180
2022-08-10,12638495310
2022-08-11,12263206830
2022-08-12,12377205750
2022-08-15,12352993590
2022-08-16,12648079290
2022-08-17,12589818780
2022-08-18,12544420980
2022-08-19,12352993590
2022-08-22,12053620320
2022-08-23,12008474730
2022-08-24,12073797120
2022-08-25,12246813180
2022-08-26,12026633850
2022-08-29,11665721340
2022-08-30,11496488430
2022-08-31,11334317400
2022-09-01,11168363220
2022-09-02,11091691380
2022-09-06,11138350230
2022-09-07,11337848340
2022-09-08,11390055810
2022-09-09,11394091170
2022-09-12,11618558070
2022-09-13,11458656930
2022-09-14,11702039580
2022-09-15,11551218000
2022-09-16,11751724950
2022-09-19,11345414640
2022-09-20,11351215470
2022-09-21,11341883700
2022-09-22,11086899390
2022-09-23,10792318110
2022-09-26,10799127780
2022-09-27,10733300970
2022-09-28,10921449630
2022-09-29,10714889640
2022-09-30,10318790450
2022-10-03,10616825950
2022-10-04,11048351300
2022-10-05,11019299100
2022-10-06,10364121900
2022-10-07,10073099000
2022-10-10,9925583950
2022-10-11,10161507850
2022-10-12,10150988950
2022-10-13,10119933150
2022-10-14,10028268450
2022-10-17,10250417600
2022-10-18,10519150450
2022-10-19,10242152750
2022-10-20,10233136550
2022-10-21,10259934700
2022-10-24,10415714600
2022-10-25,10838223750
2022-10-26,11209140200
2022-10-27,11885605650
2022-10-28,12149579950
2022-10-31,11992547800
2022-11-01,11924425400
2022-11-02,11207637500
2022-11-03,10936650600
2022-11-04,10903340750
2022-11-07,10940908250
2022-11-08,11283523850
2022-11-09,11114219650
2022-11-10,14570680100
2022-11-11,15216590650
2022-11-14,14849180500
2022-11-15,15439992050
2022-11-16,15474554150
2022-11-17,14694151950
2022-11-18,14430929000
2022-11-21,14563417050
2022-11-22,14473505500
2022-11-23,14508318050
2022-11-25,14753258150
2022-11-28,14718445599
2022-11-29,14795083300
2022-11-30,15520887400
2022-12-01,15556451300
2022-12-02,15560959400
2022-12-05,15330044500
2022-12-06,15267682450
2022-12-07,15365107500
2022-12-08,15652874550
2022-12-09,15413945250
2022-12-12,15435483949
2022-12-13,15541925199
2022-12-14,15194300599
2022-12-15,14982169450
2022-12-16,14792328350
2022-12-19,14667604250
2022-12-20,14805351750
2022-12-21,15382639000
2022-12-22,15390653400
2022-12-23,15446754200
2022-12-27,15385143499
2022-12-28,15198307800
2022-12-29,15049540500
2022-12-30,14991436100
2023-01-03,14848328040
2023-01-04,15296648640
2023-01-05,14991740400
2023-01-06,15118325040
2023-01-09,14915638920
2023-01-10,14714459760
2023-01-11,15043730520
2023-01-12,15209747280
2023-01-13,15519678719
2023-01-17,15769834080
2023-01-18,15822326520
2023-01-19,15668867760
2023-01-20,16304804879
2023-01-23,16324144200
2023-01-24,16079765520
2023-01-25,16145318280
2023-01-26,16226191799
2023-01-27,16582839000
2023-01-30,16181736480
2023-01-31,16726000200
2023-02-01,17146190879
2023-02-02,17338077120
2023-02-03,17112033120
2023-02-06,16914370200
2023-02-07,17016843480
2023-02-08,16999764600
2023-02-09,17022117840
2023-02-10,17072098680
2023-02-13,17436531840
2023-02-14,17532474960
2023-02-15,17554577040
2023-02-16,17274784800
2023-02-17,17133884040
2023-02-21,16702140000
2023-02-22,16663963680
2023-02-23,16869663719
2023-02-24,16725749040
2023-02-27,16838017560
2023-02-28,17013327240
2023-03-01,17148953640
2023-03-02,17267752320
2023-03-03,17712556680
2023-03-06,17495303280
2023-03-07,17624650680
2023-03-08,17594762640
2023-03-09,17491535880
2023-03-10,17474708160
2023-03-13,17151465240
2023-03-14,17503089240
2023-03-15,16785022799
2023-03-16,17078126520
2023-03-17,16449473040
2023-03-20,17142925799
2023-03-21,17502838080
2023-03-22,17046229200
2023-03-23,17100228600
2023-03-24,17353649040
2023-03-27,17295631080
2023-03-28,17066824320
2023-03-29,17534233080
2023-03-30,17490782400
2023-03-31,17538439710
2023-04-03,17217716560
2023-04-04,17203989110
2023-04-05,16887758580
2023-04-06,16782930779
2023-04-10,16961387630
2023-04-11,16946162640
2023-04-12,17082688369
2023-04-13,17440850020
2023-04-14,17422879540
2023-04-17,17383194730
2023-04-18,17405657830
2023-04-19,17354242290
2023-04-20,17557158960
2023-04-21,17951261570
2023-04-24,17809744040
2023-04-25,17708909680
2023-04-26,17829711240
2023-04-27,18336878120
2023-04-28,18168904050
2023-05-01,18619164410
2023-05-02,18462421890
2023-05-03,18778902010
2023-05-04,18386047350
2023-05-05,18269488820
2023-05-08,18380057190
2023-05-09,18400773160
2023-05-10,18916426100
2023-05-11,18701529110
2023-05-12,18565252970
2023-05-15,18872498260
2023-05-16,18822330670
2023-05-17,18699532390
2023-05-18,19117096460
2023-05-19,18863762610
2023-05-22,19386404070
2023-05-23,18974081390
2023-05-24,19098876390
2023-05-25,19271592670
2023-05-26,19758043580
2023-05-30,19727843190
2023-05-31,19659455530
2023-06-01,19798477160
2023-06-02,19738575560
2023-06-05,19757544400
2023-06-06,19717360410
2023-06-07,18898455620
2023-06-08,19135815710
2023-06-09,19335986890
