,CNP
2004-08-24,3309485099
2004-08-25,3309485099
2004-08-26,3266384828
2004-08-27,3275620600
2004-08-30,3408000004
2004-08-31,3367978324
2004-09-01,3364899733
2004-09-02,3287934963
2004-09-03,3309485099
2004-09-07,3334113825
2004-09-08,3250991874
2004-09-09,3294092145
2004-09-10,3241756101
2004-09-13,3300249326
2004-09-14,3278699191
2004-09-15,3232520329
2004-09-16,3312563690
2004-09-17,3284856372
2004-09-20,3287934963
2004-09-21,3226363147
2004-09-22,3201734421
2004-09-23,3112455288
2004-09-24,3084747971
2004-09-27,3093983743
2004-09-28,3121691061
2004-09-29,3121691061
2004-09-30,3159234913
2004-10-01,3262916368
2004-10-04,3302559277
2004-10-05,3330004368
2004-10-06,3314757095
2004-10-07,3305608732
2004-10-08,3339152732
2004-10-11,3320856004
2004-10-12,3293410914
2004-10-13,3247669095
2004-10-14,3226322913
2004-10-15,3256817459
2004-10-18,3211075641
2004-10-19,3186680004
2004-10-20,3192778913
2004-10-21,3180581095
2004-10-22,3174482186
2004-10-25,3174482186
2004-10-26,3214125095
2004-10-27,3186680004
2004-10-28,3195828368
2004-10-29,3204976732
2004-11-01,3229372368
2004-11-02,3189729459
2004-11-03,3247669095
2004-11-04,3320856004
2004-11-05,3278163641
2004-11-08,3348301095
2004-11-09,3320856004
2004-11-10,3281213095
2004-11-11,3339152732
2004-11-12,3433685823
2004-11-15,3406240732
2004-11-16,3394042914
2004-11-17,3458081459
2004-11-18,3430636368
2004-11-19,3406240732
2004-11-22,3400141823
2004-11-23,3366597823
2004-11-24,3436735277
2004-11-26,3458081459
2004-11-29,3409290186
2004-11-30,3403191277
2004-12-01,3412339641
2004-12-02,3384894550
2004-12-03,3439784732
2004-12-06,3390993459
2004-12-07,3336103277
2004-12-08,3339152732
2004-12-09,3342202186
2004-12-10,3323905459
2004-12-13,3354400005
2004-12-14,3369647277
2004-12-15,3458081459
2004-12-16,3421488005
2004-12-17,3415389096
2004-12-20,3400141823
2004-12-21,3415389096
2004-12-22,3409290186
2004-12-23,3397092368
2004-12-27,3354400005
2004-12-28,3415389096
2004-12-29,3418438550
2004-12-30,3418438550
2004-12-31,3441363641
2005-01-03,3368272732
2005-01-04,3334772732
2005-01-05,3273863641
2005-01-06,3276909095
2005-01-07,3258636368
2005-01-10,3258636368
2005-01-11,3243409095
2005-01-12,3246454550
2005-01-13,3270818186
2005-01-14,3319545459
2005-01-18,3316500004
2005-01-19,3362181823
2005-01-20,3365227277
2005-01-21,3346954550
2005-01-24,3380454550
2005-01-25,3350000005
2005-01-26,3395681823
2005-01-27,3413954550
2005-01-28,3380454550
2005-01-31,3426136368
2005-02-01,3487045459
2005-02-02,3544909096
2005-02-03,3563181823
2005-02-04,3627136369
2005-02-07,3584500005
2005-02-08,3602772732
2005-02-09,3602772732
2005-02-10,3639318187
2005-02-11,3651500005
2005-02-14,3700227278
2005-02-15,3748954551
2005-02-16,3755045460
2005-02-17,3755045460
2005-02-18,3654545460
2005-02-22,3569272732
2005-02-23,3611909096
2005-02-24,3593636369
2005-02-25,3688045460
2005-02-28,3648454550
2005-03-01,3672818187
2005-03-02,3697181823
2005-03-03,3758090914
2005-03-04,3797681823
2005-03-07,3809863642
2005-03-08,3840318187
2005-03-09,3779409096
2005-03-10,3761136369
2005-03-11,3761136369
2005-03-14,3806818187
2005-03-15,3752000005
2005-03-16,3700227278
2005-03-17,3727636369
2005-03-18,3736772732
2005-03-21,3709363641
2005-03-22,3605818187
2005-03-23,3520545459
2005-03-24,3605818187
2005-03-28,3630181823
2005-03-29,3535772732
2005-03-30,3624090914
2005-03-31,3609000000
2005-04-01,3582000000
2005-04-04,3579000000
2005-04-05,3585000000
2005-04-06,3585000000
2005-04-07,3624000000
2005-04-08,3585000000
2005-04-11,3630000000
2005-04-12,3618000000
2005-04-13,3627000000
2005-04-14,3582000000
2005-04-15,3528000000
2005-04-18,3546000000
2005-04-19,3543000000
2005-04-20,3504000000
2005-04-21,3546000000
2005-04-22,3555000000
2005-04-25,3645000000
2005-04-26,3561000000
2005-04-27,3627000000
2005-04-28,3579000000
2005-04-29,3552000000
2005-05-02,3555000000
2005-05-03,3603000000
2005-05-04,3618000000
2005-05-05,3606000000
2005-05-06,3594000000
2005-05-09,3654000000
2005-05-10,3588000000
2005-05-11,3603000000
2005-05-12,3579000000
2005-05-13,3531000000
2005-05-16,3576000000
2005-05-17,3606000000
2005-05-18,3609000000
2005-05-19,3657000000
2005-05-20,3621000000
2005-05-23,3600000000
2005-05-24,3603000000
2005-05-25,3567000000
2005-05-26,3585000000
2005-05-27,3630000000
2005-05-31,3678000000
2005-06-01,3693000000
2005-06-02,3686999999
2005-06-03,3714000000
2005-06-06,3720000000
2005-06-07,3699000000
2005-06-08,3750000000
2005-06-09,3747000000
2005-06-10,3747000000
2005-06-13,3750000000
2005-06-14,3774000000
2005-06-15,3792000000
2005-06-16,3813000000
2005-06-17,3795000000
2005-06-20,3789000000
2005-06-21,3813000000
2005-06-22,3807000000
2005-06-23,3849000000
2005-06-24,3825000000
2005-06-27,3792000000
2005-06-28,3882000000
2005-06-29,3915000000
2005-06-30,4128125000
2005-07-01,4190625000
2005-07-05,4181250000
2005-07-06,4128125000
2005-07-07,4156250000
2005-07-08,4215625000
2005-07-11,4228125000
2005-07-12,4206250000
2005-07-13,4256249999
2005-07-14,4234375000
2005-07-15,4293750000
2005-07-18,4271875000
2005-07-19,4253125000
2005-07-20,4243750000
2005-07-21,4171875000
2005-07-22,4243750000
2005-07-25,4250000000
2005-07-26,4246875000
2005-07-27,4287500000
2005-07-28,4318750000
2005-07-29,4293750000
2005-08-01,4281250000
2005-08-02,4328125000
2005-08-03,4378125000
2005-08-04,4368750000
2005-08-05,4315625000
2005-08-08,4074999999
2005-08-09,4234375000
2005-08-10,4225000000
2005-08-11,4212500000
2005-08-12,4187500000
2005-08-15,4171875000
2005-08-16,4106250000
2005-08-17,4103125000
2005-08-18,4093750000
2005-08-19,4200000000
2005-08-22,4259375000
2005-08-23,4278125000
2005-08-24,4284375000
2005-08-25,4312500000
2005-08-26,4321875000
2005-08-29,4409375000
2005-08-30,4400000000
2005-08-31,4440625000
2005-09-01,4525000000
2005-09-02,4515625000
2005-09-06,4556250000
2005-09-07,4562500000
2005-09-08,4559375000
2005-09-09,4575000000
2005-09-12,4650000000
2005-09-13,4681250000
2005-09-14,4668750000
2005-09-15,4668750000
2005-09-16,4728125000
2005-09-19,4659375000
2005-09-20,4600000000
2005-09-21,4487500000
2005-09-22,4393750000
2005-09-23,4478125000
2005-09-26,4531250000
2005-09-27,4556250000
2005-09-28,4575000000
2005-09-29,4618750000
2005-09-30,4635234347
2005-10-03,4619648489
2005-10-04,4529250509
2005-10-05,4354688892
2005-10-06,4320400003
2005-10-07,4329751519
2005-10-10,4254939397
2005-10-11,4273642428
2005-10-12,4220650508
2005-10-13,4180127276
2005-10-14,4230002024
2005-10-17,4270525256
2005-10-18,4180127276
2005-10-19,4239353539
2005-10-20,4049206064
2005-10-21,3943222225
2005-10-24,4052323236
2005-10-25,4021151518
2005-10-26,4021151518
2005-10-27,3965042427
2005-10-28,4089729296
2005-10-31,4127135357
2005-11-01,4136486872
2005-11-02,4120901013
2005-11-03,4033620205
2005-11-04,4052323236
2005-11-07,4046088892
2005-11-08,4074143438
2005-11-09,4086612124
2005-11-10,4102197983
2005-11-11,4030503033
2005-11-14,4014917175
2005-11-15,4027385862
2005-11-16,4077260609
2005-11-17,4108432326
2005-11-18,4111549498
2005-11-21,4108432326
2005-11-22,4114666670
2005-11-23,4127135357
2005-11-25,4148955559
2005-11-28,4180127276
2005-11-29,4105315155
2005-11-30,4120901013
2005-12-01,4114666670
2005-12-02,4139604044
2005-12-05,4102197983
2005-12-06,4077260609
2005-12-07,4061674751
2005-12-08,4058557579
2005-12-09,4052323236
2005-12-12,4002448488
2005-12-13,4042971720
2005-12-14,4170775761
2005-12-15,4164541417
2005-12-16,4145838387
2005-12-19,4055440407
2005-12-20,4136486872
2005-12-21,4046088892
2005-12-22,4071026266
2005-12-23,4067909094
2005-12-27,4039854549
2005-12-28,3977511114
2005-12-29,4027385862
2005-12-30,4005565660
2006-01-03,4085714282
2006-01-04,4085714282
2006-01-05,4088857139
2006-01-06,4117142853
2006-01-09,4085714282
2006-01-10,4073142853
2006-01-11,4032285710
2006-01-12,4085714282
2006-01-13,4085714282
2006-01-17,4151714281
2006-01-18,4145428567
2006-01-19,4173714281
2006-01-20,4148571424
2006-01-23,4038571424
2006-01-24,4073142853
2006-01-25,4019714282
2006-01-26,4016571424
2006-01-27,4076285710
2006-01-30,4010285710
2006-01-31,4016571424
2006-02-01,4032285710
2006-02-02,4007142853
2006-02-03,3959999996
2006-02-06,3978857139
2006-02-07,3994571424
2006-02-08,3981999996
2006-02-09,3953714282
2006-02-10,3975714282
2006-02-13,4016571424
2006-02-14,3978857139
2006-02-15,4038571424
2006-02-16,4066857139
2006-02-17,4104571424
2006-02-21,4095142853
2006-02-22,4123428567
2006-02-23,4145428567
2006-02-24,4098285710
2006-02-27,4145428567
2006-02-28,4076285710
2006-03-01,4095142853
2006-03-02,4066857139
2006-03-03,4038571424
2006-03-06,4003999996
2006-03-07,3997714282
2006-03-08,4019714282
2006-03-09,3950571424
2006-03-10,4003999996
2006-03-13,3975714282
2006-03-14,4035428567
2006-03-15,4022857139
2006-03-16,3991428567
2006-03-17,3931714282
2006-03-20,3834285710
2006-03-21,3818571425
2006-03-22,3818571425
2006-03-23,3802857139
2006-03-24,3818571425
2006-03-27,3746285710
2006-03-28,3765142853
2006-03-29,3840571425
2006-03-30,3818571425
2006-03-31,3732935486
2006-04-03,3767354841
2006-04-04,3798645163
2006-04-05,3845580647
2006-04-06,3742322582
2006-04-07,3711032260
2006-04-10,3711032260
2006-04-11,3686000002
2006-04-12,3670354840
2006-04-13,3679741937
2006-04-17,3676612905
2006-04-18,3723548389
2006-04-19,3757967744
2006-04-20,3751709679
2006-04-21,3783000002
2006-04-24,3779870970
2006-04-25,3732935486
2006-04-26,3723548389
2006-04-27,3757967744
2006-04-28,3761096776
2006-05-01,3695387099
2006-05-02,3761096776
2006-05-03,3757967744
2006-05-04,3789258066
2006-05-05,3867483873
2006-05-08,3861225808
2006-05-09,3876870970
2006-05-10,3845580647
2006-05-11,3842451615
2006-05-12,3761096776
2006-05-15,3845580647
2006-05-16,3801774195
2006-05-17,3757967744
2006-05-18,3764225808
2006-05-19,3779870970
2006-05-22,3808032260
2006-05-23,3792387099
2006-05-24,3767354841
2006-05-25,3786129034
2006-05-26,3767354841
2006-05-30,3711032260
2006-05-31,3751709679
2006-06-01,3833064518
2006-06-02,3886258066
2006-06-05,3820548389
2006-06-06,3833064518
2006-06-07,3814290324
2006-06-08,3845580647
2006-06-09,3848709679
2006-06-12,3873741937
2006-06-13,3789258066
2006-06-14,3817419357
2006-06-15,3895645163
2006-06-16,3873741937
2006-06-19,3833064518
2006-06-20,3823677421
2006-06-21,3820548389
2006-06-22,3817419357
2006-06-23,3817419357
2006-06-26,3836193550
2006-06-27,3886258066
2006-06-28,3908161292
2006-06-29,3905032260
2006-06-30,3842592587
2006-07-03,3857962957
2006-07-05,3913296291
2006-07-06,3904074068
2006-07-07,3910222217
2006-07-10,3950185179
2006-07-11,3965555550
2006-07-12,3925592587
2006-07-13,3873333328
2006-07-14,3916370365
2006-07-17,3950185179
2006-07-18,3987074068
2006-07-19,4011666661
2006-07-20,4057777772
2006-07-21,4106962957
2006-07-24,4146925920
2006-07-25,4143851846
2006-07-26,4143851846
2006-07-27,4180740735
2006-07-28,4193037031
2006-07-31,4223777772
2006-08-01,4220703698
2006-08-02,4168444438
2006-08-03,4193037031
2006-08-04,4254518512
2006-08-07,4214555549
2006-08-08,4251444438
2006-08-09,4266814809
2006-08-10,4248370364
2006-08-11,4263740735
2006-08-14,4294481475
2006-08-15,4355962957
2006-08-16,4322148142
2006-08-17,4312925920
2006-08-18,4377481475
2006-08-21,4365185179
2006-08-22,4374407401
2006-08-23,4389777771
2006-08-24,4411296290
2006-08-25,4445111105
2006-08-28,4466629623
2006-08-29,4451259253
2006-08-30,4398999994
2006-08-31,4442037031
2006-09-01,4472777771
2006-09-05,4371333327
2006-09-06,4297555549
2006-09-07,4279111105
2006-09-08,4334444438
2006-09-11,4325222216
2006-09-12,4343666660
2006-09-13,4303703698
2006-09-14,4309851846
2006-09-15,4346740734
2006-09-18,4269888883
2006-09-19,4276037031
2006-09-20,4272962957
2006-09-21,4260666661
2006-09-22,4260666661
2006-09-25,4365185179
2006-09-26,4355962957
2006-09-27,4414370364
2006-09-28,4417444438
2006-09-29,4402074068
2006-10-02,4369351415
2006-10-03,4424659660
2006-10-04,4489185947
2006-10-05,4492258627
2006-10-06,4421586980
2006-10-09,4430805021
2006-10-10,4449241103
2006-10-11,4464604504
2006-10-12,4507622029
2006-10-13,4526058111
2006-10-16,4584439037
2006-10-17,4609020480
2006-10-18,4645892643
2006-10-19,4652038004
2006-10-20,4688910168
2006-10-23,4698128209
2006-10-24,4756509135
2006-10-25,4768799856
2006-10-26,4750363774
2006-10-27,4735000373
2006-10-30,4741145733
2006-10-31,4756509135
2006-11-01,4747291094
2006-11-02,4753436455
2006-11-03,4796453979
2006-11-06,4821035422
2006-11-07,4851762225
2006-11-08,4891707069
2006-11-09,4907070471
2006-11-10,4940869954
2006-11-13,4977742118
2006-11-14,4971596757
2006-11-15,4974669438
2006-11-16,4968524077
2006-11-17,4916288512
2006-11-20,4916288512
2006-11-21,4931651913
2006-11-22,4928579233
2006-11-24,4947015315
2006-11-27,4864052946
2006-11-28,4907070471
2006-11-29,4974669438
2006-11-30,5023832323
2006-12-01,4996178200
2006-12-04,5029977683
2006-12-05,5011541601
2006-12-06,4996178200
2006-12-07,4965451397
2006-12-08,4971596757
2006-12-11,4993105520
2006-12-12,5033050364
2006-12-13,5033050364
2006-12-14,5082213249
2006-12-15,5082213249
2006-12-18,5045341085
2006-12-19,5079140568
2006-12-20,5103722011
2006-12-21,5066849847
2006-12-22,5066849847
2006-12-26,5137521495
2006-12-27,5162102937
2006-12-28,5122158093
2006-12-29,5094503970
2007-01-03,5406097565
2007-01-04,5415609760
2007-01-05,5323658541
2007-01-08,5272926833
2007-01-09,5295121955
2007-01-10,5323658541
2007-01-11,5349024394
2007-01-12,5339512199
2007-01-16,5358536589
2007-01-17,5298292687
2007-01-18,5234878053
2007-01-19,5301463419
2007-01-22,5342682931
2007-01-23,5393414638
2007-01-24,5488536590
2007-01-25,5520243907
2007-01-26,5545609760
2007-01-29,5526585370
2007-01-30,5539268297
2007-01-31,5472682931
2007-02-01,5548780492
2007-02-02,5548780492
2007-02-05,5634390248
2007-02-06,5707317078
2007-02-07,5643902443
2007-02-08,5726341468
2007-02-09,5691463419
2007-02-12,5688292687
2007-02-13,5767560980
2007-02-14,5761219517
2007-02-15,5764390248
2007-02-16,5758048785
2007-02-20,5796097565
2007-02-21,5786585370
2007-02-22,5783414639
2007-02-23,5780243907
2007-02-26,5824634151
2007-02-27,5659756102
2007-02-28,5653414638
2007-03-01,5666097565
2007-03-02,5548780492
2007-03-05,5418780492
2007-03-06,5520243907
2007-03-07,5558292687
2007-03-08,5561463419
2007-03-09,5590000004
2007-03-12,5586829273
2007-03-13,5517073175
2007-03-14,5529756102
2007-03-15,5567804882
2007-03-16,5536097565
2007-03-19,5605853663
2007-03-20,5653414638
2007-03-21,5745365858
2007-03-22,5700975614
2007-03-23,5770731712
2007-03-26,5764390248
2007-03-27,5754878053
2007-03-28,5700975614
2007-03-29,5739024395
2007-03-30,5688292687
2007-04-02,5860909087
2007-04-03,5848181814
2007-04-04,5870454542
2007-04-05,5883181814
2007-04-09,5895909087
2007-04-10,5930909087
2007-04-11,5927727269
2007-04-12,5876818178
2007-04-13,5813181814
2007-04-16,5879999996
2007-04-17,5965909087
2007-04-18,6023181814
2007-04-19,5943636360
2007-04-20,6000909087
2007-04-23,6010454542
2007-04-24,6023181814
2007-04-25,6093181814
2007-04-26,6026363632
2007-04-27,6064545451
2007-04-30,5991363632
2007-05-01,6153636360
2007-05-02,6159999996
2007-05-03,6239545450
2007-05-04,6226818178
2007-05-07,6214090905
2007-05-08,6322272723
2007-05-09,6369999996
2007-05-10,6284090905
2007-05-11,6322272723
2007-05-14,6249090905
2007-05-15,6239545450
2007-05-16,6207727269
2007-05-17,6214090905
2007-05-18,6223636360
2007-05-21,6223636360
2007-05-22,6198181814
2007-05-23,6121818178
2007-05-24,5969090905
2007-05-25,5953181814
2007-05-29,6039090905
2007-05-30,6067727269
2007-05-31,6023181814
2007-06-01,5953181814
2007-06-04,5940454542
2007-06-05,5829090905
2007-06-06,5717727269
2007-06-07,5545909087
2007-06-08,5587272724
2007-06-11,5660454542
2007-06-12,5568181815
2007-06-13,5692272724
2007-06-14,5708181814
2007-06-15,5746363633
2007-06-18,5679545451
2007-06-19,5698636360
2007-06-20,5507727269
2007-06-21,5507727269
2007-06-22,5377272724
2007-06-25,5383636360
2007-06-26,5383636360
2007-06-27,5498181815
2007-06-28,5507727269
2007-06-29,5536363633
2007-07-02,5525896543
2007-07-03,5557275854
2007-07-05,5541586198
2007-07-06,5579241371
2007-07-09,5535310336
2007-07-10,5444310337
2007-07-11,5431758612
2007-07-12,5494517233
2007-07-13,5610620681
2007-07-16,5478827578
2007-07-17,5368999992
2007-07-18,5368999992
2007-07-19,5510206888
2007-07-20,5406655164
2007-07-23,5390965509
2007-07-24,5328206888
2007-07-25,5347034475
2007-07-26,5262310337
2007-07-27,5165034475
2007-07-30,5221517233
2007-07-31,5171310337
2007-08-01,5356448268
2007-08-02,5271724130
2007-08-03,5023827579
2007-08-06,5158758613
2007-08-07,5265448268
2007-08-08,5202689647
2007-08-09,5070896544
2007-08-10,5074034475
2007-08-13,5058344820
2007-08-14,4882620682
2007-08-15,4753965510
2007-08-16,4857517234
2007-08-17,5011275854
2007-08-20,5240344820
2007-08-21,5271724130
2007-08-22,5299965509
2007-08-23,5362724130
2007-08-24,5347034475
2007-08-27,5155620682
2007-08-28,5080310337
2007-08-29,5174448268
2007-08-30,5083448268
2007-08-31,5089724130
2007-09-04,5124241371
2007-09-05,5086586199
2007-09-06,5133655165
2007-09-07,5020689648
2007-09-10,5014413785
2007-09-11,5083448268
2007-09-12,5089724130
2007-09-13,5042655165
2007-09-14,5064620682
2007-09-17,5039517234
2007-09-18,5105413785
2007-09-19,5205827578
2007-09-20,5121103440
2007-09-21,5199551716
2007-09-24,5161896544
2007-09-25,5133655165
2007-09-26,5165034475
2007-09-27,5121103440
2007-09-28,5030103441
2007-10-01,5290301192
2007-10-02,5312881746
2007-10-03,5312881746
2007-10-04,5312881746
2007-10-05,5441913482
2007-10-08,5483848797
2007-10-09,5538687284
2007-10-10,5464494036
2007-10-11,5416107135
2007-10-12,5458042449
2007-10-15,5370946027
2007-10-16,5303204366
2007-10-17,5283849605
2007-10-18,5277398018
2007-10-19,5151592075
2007-10-22,5212882150
2007-10-23,5177398423
2007-10-24,5174172629
2007-10-25,5245140084
2007-10-26,5299978572
2007-10-29,5303204366
2007-10-30,5345139680
2007-10-31,5406429755
2007-11-01,5377397614
2007-11-02,5519332524
2007-11-05,5690299575
2007-11-06,5874169799
2007-11-07,5825782898
2007-11-08,5970943601
2007-11-09,5877395593
2007-11-12,5699976955
2007-11-13,5780621790
2007-11-14,5751589650
2007-11-15,5754815443
2007-11-16,5696751162
2007-11-19,5667719021
2007-11-20,5735460682
2007-11-21,5632235293
2007-11-23,5641912674
2007-11-26,5625783707
2007-11-27,5612880533
2007-11-28,5687073781
2007-11-29,5677396401
2007-11-30,5758041236
2007-12-03,5787073377
2007-12-04,5829008691
2007-12-05,5893524560
2007-12-06,5832234485
2007-12-07,5858040832
2007-12-10,5887072973
2007-12-11,5812879724
2007-12-12,5806428138
2007-12-13,5925782494
2007-12-14,5912879320
2007-12-17,5858040832
2007-12-18,5870944006
2007-12-19,5838686072
2007-12-20,5593525772
2007-12-21,5606428946
2007-12-24,5693525368
2007-12-26,5677396401
2007-12-27,5651590054
2007-12-28,5635461087
2007-12-31,5606289270
2008-01-02,5521196730
2008-01-03,5459013720
2008-01-04,5406649080
2008-01-07,5439376980
2008-01-08,5475377670
2008-01-09,5557197420
2008-01-10,5553924630
2008-01-11,5504832780
2008-01-14,5481923250
2008-01-15,5377193970
2008-01-16,5416467450
2008-01-17,5239736790
2008-01-18,5197190520
2008-01-22,5059733340
2008-01-23,5180826570
2008-01-24,5043369390
2008-01-25,5017187070
2008-01-28,5171008200
2008-01-29,5154644250
2008-01-30,5161189830
2008-01-31,5233191210
2008-02-01,5285555850
2008-02-04,5347738860
2008-02-05,5200463310
2008-02-06,5187372150
2008-02-07,5157917040
2008-02-08,5099006820
2008-02-11,5063006130
2008-02-12,5131734720
2008-02-13,5069551710
2008-02-14,5000823120
2008-02-15,5007368700
2008-02-19,5056460550
2008-02-20,5082642870
2008-02-21,4968095220
2008-02-22,5020459860
2008-02-25,5036823810
2008-02-26,5017187070
2008-02-27,4987731960
2008-02-28,4997550330
2008-02-29,4804455720
2008-03-03,4748818290
2008-03-04,4771727820
2008-03-05,4745545500
2008-03-06,4666998540
2008-03-07,4647361800
2008-03-10,4673544120
2008-03-11,4765182240
2008-03-12,4647361800
2008-03-13,4581906000
2008-03-14,4552450890
2008-03-17,4529541360
2008-03-18,4637543430
2008-03-19,4568814840
2008-03-20,4634270640
2008-03-24,4552450890
2008-03-25,4660452960
2008-03-26,4653907380
2008-03-27,4644089010
2008-03-28,4598269950
2008-03-31,4728421580
2008-04-01,4857649640
2008-04-02,4983564160
2008-04-03,4910666280
2008-04-04,4950428760
2008-04-07,5016699560
2008-04-08,5020013100
2008-04-09,5020013100
2008-04-10,4980250620
2008-04-11,5000131860
2008-04-14,5016699560
2008-04-15,5056462040
2008-04-16,5119419300
2008-04-17,5126046380
2008-04-18,5198944260
2008-04-21,5132673460
2008-04-22,5106165140
2008-04-23,5126046380
2008-04-24,5116105760
2008-04-25,5159181780
2008-04-28,5198944260
2008-04-29,5175749480
2008-04-30,5043207880
2008-05-01,5152554700
2008-05-02,5208884880
2008-05-05,5149241160
2008-05-06,5116105760
2008-05-07,5023326640
2008-05-08,5099538060
2008-05-09,5046521420
2008-05-12,5135987000
2008-05-13,5179063020
2008-05-14,5228766120
2008-05-15,5205571340
2008-05-16,5251960900
2008-05-19,5258587980
2008-05-20,5311604620
2008-05-21,5295036920
2008-05-22,5404383740
2008-05-23,5411010819
2008-05-27,5540238880
2008-05-28,5593255520
2008-05-29,5686034640
2008-05-30,5613136760
2008-06-02,5589941980
2008-06-03,5533611800
2008-06-04,5623077380
2008-06-05,5666153400
2008-06-06,5513730560
2008-06-09,5603196140
2008-06-10,5576687819
2008-06-11,5477281620
2008-06-12,5450773300
2008-06-13,5487222240
2008-06-16,5487222240
2008-06-17,5473968080
2008-06-18,5464027459
2008-06-19,5473968080
2008-06-20,5351367100
2008-06-23,5371248340
2008-06-24,5311604620
2008-06-25,5371248340
2008-06-26,5265215060
2008-06-27,5149241160
2008-06-30,5492759400
2008-07-01,5485914840
2008-07-02,5479070280
2008-07-03,5441425200
2008-07-07,5410624680
2008-07-08,5417469240
2008-07-09,5475648000
2008-07-10,5503026239
2008-07-11,5455114320
2008-07-14,5376401880
2008-07-15,5325067680
2008-07-16,5277155760
2008-07-17,5260044360
2008-07-18,5249777520
2008-07-21,5349023640
2008-07-22,5355868200
2008-07-23,5280578040
2008-07-24,5222399280
2008-07-25,5198443320
2008-07-28,5184754200
2008-07-29,5188176480
2008-07-30,5338756800
2008-07-31,5396935560
2008-08-01,5242932960
2008-08-04,5205287880
2008-08-05,5307956280
2008-08-06,5485914840
2008-08-07,5417469240
2008-08-08,5561205000
2008-08-11,5677562520
2008-08-12,5526982199
2008-08-13,5465381160
2008-08-14,5455114320
2008-08-15,5420891520
2008-08-18,5379824160
2008-08-19,5438002920
2008-08-20,5427736080
2008-08-21,5475648000
2008-08-22,5503026239
2008-08-25,5472225720
2008-08-26,5526982199
2008-08-27,5420891520
2008-08-28,5523559920
2008-08-29,5434580640
2008-09-02,5369557320
2008-09-03,5366135040
2008-09-04,5369557320
2008-09-05,5390091000
2008-09-08,5485914840
2008-09-09,5236088400
2008-09-10,5349023640
2008-09-11,5232666120
2008-09-12,5287422600
2008-09-15,5123153160
2008-09-16,5088930360
2008-09-17,4835681640
2008-09-18,4784347440
2008-09-19,5075241240
2008-09-22,5020484760
2008-09-23,4873326720
2008-09-24,4972572840
2008-09-25,5075241240
2008-09-26,5068396680
2008-09-29,4866482160
2008-09-30,4998151080
2008-10-01,4939833600
2008-10-02,4799185560
2008-10-03,4665398400
2008-10-06,4366950120
2008-10-07,4023906120
2008-10-08,3914132040
2008-10-09,3475035720
2008-10-10,3114839520
2008-10-13,3529922759
2008-10-14,3704875200
2008-10-15,3272639759
2008-10-16,3523061880
2008-10-17,3499048799
2008-10-20,3811218840
2008-10-21,3794066640
2008-10-22,3581379360
2008-10-23,3698014320
2008-10-24,3605392440
2008-10-27,3475035720
2008-10-28,3910701600
2008-10-29,3831801480
2008-10-30,4013614799
2008-10-31,3951866880
2008-11-03,4044488759
2008-11-04,4003323480
2008-11-05,4157693279
2008-11-06,3927853799
2008-11-07,4171415040
2008-11-10,4051349640
2008-11-11,4126819320
2008-11-12,3931284240
2008-11-13,4161123720
2008-11-14,4065071400
2008-11-17,3986171279
2008-11-18,4109667120
2008-11-19,3951866880
2008-11-20,3838662360
2008-11-21,4113097560
2008-11-24,4229732520
2008-11-25,4288050000
2008-11-26,4277758680
2008-11-28,4435558920
2008-12-01,4181706360
2008-12-02,4243454279
2008-12-03,4408115400
2008-12-04,4298341320
2008-12-05,4390963200
2008-12-08,4414976280
2008-12-09,4318923960
2008-12-10,4360089240
2008-12-11,4305202200
2008-12-12,4363519680
2008-12-15,4229732520
2008-12-16,4360089240
2008-12-17,4291480440
2008-12-18,4209149880
2008-12-19,4260606480
2008-12-22,4233162960
2008-12-23,4126819320
2008-12-24,4140541080
2008-12-26,4150832400
2008-12-29,4154262840
2008-12-30,4246884720
2008-12-31,4379140000
2009-01-02,4458950000
2009-01-05,4559580000
2009-01-06,4479770000
2009-01-07,4413840000
2009-01-08,4531820000
2009-01-09,4458950000
2009-01-12,4441600000
2009-01-13,4386080000
2009-01-14,4313210000
2009-01-15,4351380000
2009-01-16,4420780000
2009-01-20,4313210000
2009-01-21,4368730000
2009-01-22,4424250000
2009-01-23,4504060000
2009-01-26,4674090000
2009-01-27,4719200000
2009-01-28,4760840000
2009-01-29,4733080000
2009-01-30,4642860000
2009-02-02,4799010000
2009-02-03,4858000000
2009-02-04,4851060000
2009-02-05,4962100000
2009-02-06,4993330000
2009-02-09,4930870000
2009-02-10,4691440000
2009-02-11,4566520000
2009-02-12,4587340000
2009-02-13,4556110000
2009-02-17,4358320000
2009-02-18,4247280000
2009-02-19,4229930000
2009-02-20,4105010000
2009-02-23,4046020000
2009-02-24,4122360000
2009-02-25,3650440000
2009-02-26,3678200000
2009-02-27,3581040000
2009-03-02,3345080000
2009-03-03,3185460000
2009-03-04,3303440000
2009-03-05,3105649999
2009-03-06,3081360000
2009-03-09,3143820000
2009-03-10,3227100000
2009-03-11,3227100000
2009-03-12,3379780000
2009-03-13,3518580000
2009-03-16,3504700000
2009-03-17,3542870000
2009-03-18,3615740000
2009-03-19,3605330000
2009-03-20,3633090000
2009-03-23,3744129999
2009-03-24,3622680000
2009-03-25,3570629999
2009-03-26,3581040000
2009-03-27,3528990000
2009-03-30,3508170000
2009-03-31,3671360000
2009-04-01,3618560000
2009-04-02,3681920000
2009-04-03,3717120000
2009-04-06,3692480000
2009-04-07,3625600000
2009-04-08,3611520000
2009-04-09,3600960000
