,RHI
2013-11-25,5154014600
2013-11-26,5141846150
2013-11-27,5191872000
2013-11-29,5222969150
2013-12-02,5228377350
2013-12-03,5193224050
2013-12-04,5228377350
2013-12-05,5176999450
2013-12-06,5316260600
2013-12-09,5446057400
2013-12-10,5397383600
2013-12-11,5324372900
2013-12-12,5316260600
2013-12-13,5316260600
2013-12-16,5383863100
2013-12-17,5479858650
2013-12-18,5469042250
2013-12-19,5373046700
2013-12-20,5565037800
2013-12-23,5636696450
2013-12-24,5675905900
2013-12-26,5692130500
2013-12-27,5667793600
2013-12-30,5678610000
2013-12-31,5682632670
2014-01-02,5598726210
2014-01-03,5623086150
2014-01-06,5543239680
2014-01-07,5596019550
2014-01-08,5562186300
2014-01-09,5539179690
2014-01-10,5623086150
2014-01-13,5463393210
2014-01-14,5554066320
2014-01-15,5776012440
2014-01-16,5754359160
2014-01-17,5701579290
2014-01-21,5659626060
2014-01-22,5652859410
2014-01-23,5591959560
2014-01-24,5414673330
2014-01-27,5581132920
2014-01-28,5601432870
2014-01-29,5617672830
2014-01-30,5694812640
2014-01-31,5654212740
2014-02-03,5300993610
2014-02-04,5363246790
2014-02-05,5321293560
2014-02-06,5414673330
2014-02-07,5451213240
2014-02-10,5376780090
2014-02-11,5361893460
2014-02-12,5416026660
2014-02-13,5474219850
2014-02-14,5478279840
2014-02-18,5586546240
2014-02-19,5513466420
2014-02-20,5455273230
2014-02-21,5445799920
2014-02-24,5445799920
2014-02-25,5405200020
2014-02-26,5440386600
2014-02-27,5479633170
2014-02-28,5540533020
2014-03-03,5489106480
2014-03-04,5597372880
2014-03-05,5636619450
2014-03-06,5706992610
2014-03-07,5792252400
2014-03-10,5736765870
2014-03-11,5677219350
2014-03-12,5683986000
2014-03-13,5558126310
2014-03-14,5581132920
2014-03-17,5627146140
2014-03-18,5709699270
2014-03-19,5642032770
2014-03-20,5654212740
2014-03-21,5747592510
2014-03-24,5688045990
2014-03-25,5724585900
2014-03-26,5662332720
2014-03-27,5562186300
2014-03-28,5575719600
2014-03-31,5650623050
2014-04-01,5744912350
2014-04-02,5708543620
2014-04-03,5708543620
2014-04-04,5594049470
2014-04-07,5538822880
2014-04-08,5642541110
2014-04-09,5651970040
2014-04-10,5472820370
2014-04-11,5352938260
2014-04-14,5400082910
2014-04-15,5416246790
2014-04-16,5590008500
2014-04-17,5681603820
2014-04-21,5686991780
2014-04-22,5790710010
2014-04-23,5851324560
2014-04-24,5938878910
2014-04-25,5808220880
2014-04-28,5874223390
2014-04-29,5897122220
2014-04-30,6034515200
2014-05-01,6030474230
2014-05-02,6021045300
2014-05-05,5953695800
2014-05-06,5942919880
2014-05-07,6091088780
2014-05-08,6061455000
2014-05-09,6010269380
2014-05-12,6138233430
2014-05-13,6135539450
2014-05-14,6058761020
2014-05-15,5999493460
2014-05-16,6000840450
2014-05-19,6042597140
2014-05-20,5926756000
2014-05-21,6031821220
2014-05-22,6074924900
2014-05-23,6122069550
2014-05-27,6153050320
2014-05-28,6169214200
2014-05-29,6210970890
2014-05-30,6140927410
2014-06-02,6142274400
2014-06-03,6119375570
2014-06-04,6144968380
2014-06-05,6162479250
2014-06-06,6276973400
2014-06-09,6384732600
2014-06-10,6415713370
2014-06-11,6400896480
2014-06-12,6349710860
2014-06-13,6382038620
2014-06-16,6403590460
2014-06-17,6404937450
2014-06-18,6406284440
2014-06-19,6394161530
2014-06-20,6442653170
2014-06-23,6446694140
2014-06-24,6391467550
2014-06-25,6437265210
2014-06-26,6386079590
2014-06-27,6456123070
2014-06-30,6399737960
2014-07-01,6458721720
2014-07-02,6465424420
2014-07-03,6569986540
2014-07-07,6529770340
2014-07-08,6490894680
2014-07-09,6480170360
2014-07-10,6415824440
2014-07-11,6375608240
2014-07-14,6417164980
2014-07-15,6380970400
2014-07-16,6405100120
2014-07-17,6309921780
2014-07-18,6442635240
2014-07-21,6414483900
2014-07-22,6461402800
2014-07-23,6930591800
2014-07-24,6858202640
2014-07-25,6780451320
2014-07-28,6734872960
2014-07-29,6671867580
2014-07-30,6645056780
2014-07-31,6521727100
2014-08-01,6524408180
2014-08-04,6608862200
2014-08-05,6513683860
2014-08-06,6481510900
2014-08-07,6524408180
2014-08-08,6632991920
2014-08-11,6693316220
2014-08-12,6606181120
2014-08-13,6651759480
2014-08-14,6667845960
2014-08-15,6565964920
2014-08-18,6661143260
2014-08-19,6722808100
2014-08-20,6705381080
2014-08-21,6679910820
2014-08-22,6666505420
2014-08-25,6671867580
2014-08-26,6665164880
2014-08-27,6679910820
2014-08-28,6655781100
2014-08-29,6730851340
2014-09-02,6822008060
2014-09-03,6815305360
2014-09-04,6843456700
2014-09-05,6867586420
2014-09-08,6850159400
2014-09-09,6759002680
2014-09-10,6791175640
2014-09-11,6812624280
2014-09-12,6777770240
2014-09-15,6792516180
2014-09-16,6767045920
2014-09-17,6781791860
2014-09-18,6850159400
2014-09-19,6805921580
2014-09-22,6752299980
2014-09-23,6733532420
2014-09-24,6732191880
2014-09-25,6571327080
2014-09-26,6615564900
2014-09-29,6604840580
2014-09-30,6534738000
2014-10-01,6430715640
2014-10-02,6417379440
2014-10-03,6530737140
2014-10-06,6534738000
2014-10-07,6405376860
2014-10-08,6564077640
2014-10-09,6437383740
2014-10-10,6313357080
2014-10-13,6221337300
2014-10-14,6260012280
2014-10-15,6233339880
2014-10-16,6202666620
2014-10-17,6277349340
2014-10-20,6248009700
2014-10-21,6584081940
2014-10-22,6734781000
2014-10-23,6792126660
2014-10-24,6780124080
2014-10-27,6809463720
2014-10-28,7140201480
2014-10-29,7113529080
2014-10-30,7173541980
2014-10-31,7305570360
2014-11-03,7277564340
2014-11-04,7297568640
2014-11-05,7325574660
2014-11-06,7381586700
2014-11-07,7468272000
2014-11-10,7554957300
2014-11-11,7549622820
2014-11-12,7688319300
2014-11-13,7665647760
2014-11-14,7654978800
2014-11-17,7624305540
2014-11-18,7662980520
2014-11-19,7581629700
2014-11-20,7577628840
2014-11-21,7570960740
2014-11-24,7613636580
2014-11-25,7534953000
2014-11-26,7597633140
2014-11-28,7573627980
2014-12-01,7445600460
2014-12-02,7466938380
2014-12-03,7505613360
2014-12-04,7481608200
2014-12-05,7529618520
2014-12-08,7477607340
2014-12-09,7540287480
2014-12-10,7481608200
2014-12-11,7608302100
2014-12-12,7570960740
2014-12-15,7628306400
2014-12-16,7562959020
2014-12-17,7684318440
2014-12-18,7867024380
2014-12-19,7821681300
2014-12-22,7851020940
2014-12-23,7849687320
2014-12-24,7856355420
2014-12-26,7823014920
2014-12-29,7829683020
2014-12-30,7831016640
2014-12-31,7769035260
2015-01-02,7702496760
2015-01-05,7541473590
2015-01-06,7496227410
2015-01-07,7601358240
2015-01-08,7806296820
2015-01-09,7792989120
2015-01-12,7670558280
2015-01-13,7642612110
2015-01-14,7538812050
2015-01-15,7549458210
2015-01-16,7606681320
2015-01-20,7682535210
2015-01-21,7666565970
2015-01-22,7830250680
2015-01-23,7907435340
2015-01-26,7878158400
2015-01-27,7804966050
2015-01-28,7649265960
2015-01-29,7879489170
2015-01-30,7726450620
2015-02-02,7915419960
2015-02-03,8064466200
2015-02-04,8137658550
2015-02-05,8164273950
2015-02-06,8092412370
2015-02-09,8011235400
2015-02-10,8169597030
2015-02-11,8049827730
2015-02-12,8168266260
2015-02-13,8173589340
2015-02-17,8136327780
2015-02-18,8185566270
2015-02-19,8152297020
2015-02-20,8158950870
2015-02-23,8289366330
2015-02-24,8383851000
2015-02-25,8350581750
2015-02-26,8248112460
2015-02-27,8245450920
2015-03-02,8355904830
2015-03-03,8343927900
2015-03-04,8178912420
2015-03-05,8160281640
2015-03-06,7928727660
2015-03-09,8075112360
2015-03-10,7959335370
2015-03-11,7995266160
2015-03-12,8158950870
2015-03-13,8012566170
2015-03-16,8149635480
2015-03-17,8162943180
2015-03-18,8310658650
2015-03-19,8310658650
2015-03-20,8377197150
2015-03-23,8180243190
2015-03-24,8234804760
2015-03-25,7997927700
2015-03-26,8004581550
2015-03-27,8024543100
2015-03-30,8093743140
2015-03-31,8018839480
2015-04-01,7861165670
2015-04-02,7918140240
2015-04-06,7888990460
2015-04-07,7865140640
2015-04-08,7874415570
2015-04-09,7804191100
2015-04-10,7883690500
2015-04-13,7900915370
2015-04-14,7822740960
2015-04-15,7845265790
2015-04-16,7773716330
2015-04-17,7780341280
2015-04-20,7874415570
2015-04-21,7855865710
2015-04-22,7895615410
2015-04-23,7869115610
2015-04-24,7565692900
2015-04-27,7450418770
2015-04-28,7417294020
2015-04-29,7357669470
2015-04-30,7347069550
2015-05-01,7480893540
2015-05-04,7488843480
2015-05-05,7333819650
2015-05-06,7275520090
2015-05-07,7343094580
2015-05-08,7434518890
2015-05-11,7500768390
2015-05-12,7425243960
2015-05-13,7478243560
2015-05-14,7548468030
2015-05-15,7576292820
2015-05-18,7641217330
2015-05-19,7706141840
2015-05-20,7614717530
2015-05-21,7567017890
2015-05-22,7504743360
2015-05-26,7458368710
2015-05-27,7506068350
2015-05-28,7543168070
2015-05-29,7468968630
2015-06-01,7506068350
2015-06-02,7537868110
2015-06-03,7548468030
2015-06-04,7423918970
2015-06-05,7467643640
2015-06-08,7438493860
2015-06-09,7451743760
2015-06-10,7507393340
2015-06-11,7551118010
2015-06-12,7478243560
2015-06-15,7411994060
2015-06-16,7494143440
2015-06-17,7486193500
2015-06-18,7602792620
2015-06-19,7557742960
2015-06-22,7612067550
2015-06-23,7531243160
2015-06-24,7462343680
2015-06-25,7422593980
2015-06-26,7504743360
2015-06-29,7347069550
2015-06-30,7286317500
2015-07-01,7328328700
2015-07-02,7283691800
2015-07-06,7198356550
2015-07-07,7316513050
2015-07-08,7207546500
2015-07-09,7282378950
2015-07-10,7374278450
2015-07-13,7442546650
2015-07-14,7467490800
2015-07-15,7404474000
2015-07-16,7600088650
2015-07-17,7489809250
2015-07-20,7477993600
2015-07-21,7351960000
2015-07-22,7407099700
2015-07-23,7366401350
2015-07-24,6899026750
2015-07-27,6901652450
2015-07-28,6857015550
2015-07-29,7001429050
2015-07-30,7072322950
2015-07-31,7224613550
2015-08-03,7285004650
2015-08-04,7262686200
2015-08-05,7357211400
2015-08-06,7315200200
2015-08-07,7328328700
2015-08-10,7451736600
2015-08-11,7475367900
2015-08-12,7414976800
2015-08-13,7425479600
2015-08-14,7512127700
2015-08-17,7602714350
2015-08-18,7554138900
2015-08-19,7521317650
2015-08-20,7330954400
2015-08-21,7090702850
2015-08-24,6723104850
2015-08-25,6619389700
2015-08-26,6797937300
2015-08-27,6889836800
2015-08-28,6753300400
2015-08-31,6699473550
2015-09-01,6552434350
2015-09-02,6744110450
2015-09-03,6779557400
2015-09-04,6644333850
2015-09-08,6742797600
2015-09-09,6721792000
2015-09-10,6730981950
2015-09-11,6765116050
2015-09-14,6727043400
2015-09-15,6858328400
2015-09-16,6888523950
2015-09-17,6841261350
2015-09-18,6682406500
2015-09-21,6730981950
2015-09-22,6669278000
2015-09-23,6715227750
2015-09-24,6607574050
2015-09-25,6644333850
2015-09-28,6537993000
2015-09-29,6534054450
2015-09-30,6658780960
2015-10-01,6639257560
2015-10-02,6552053040
2015-10-05,6709541800
2015-10-06,6627543520
2015-10-07,6729065200
2015-10-08,6854014960
2015-10-09,6877443040
2015-10-12,6933410120
2015-10-13,6850110280
2015-10-14,6812365040
2015-10-15,6896966440
2015-10-16,6922997640
2015-10-19,6887855520
2015-10-20,6941219480
2015-10-21,6818872840
2015-10-22,6507800000
2015-10-23,6632749760
2015-10-26,6663987200
2015-10-27,6624940400
2015-10-28,6730366760
2015-10-29,6787635400
2015-10-30,6854014960
2015-11-02,7004995920
2015-11-03,6939917920
2015-11-04,6864427440
2015-11-05,6795444760
2015-11-06,6872236800
2015-11-09,6846205600
2015-11-10,6794143200
2015-11-11,6816269720
2015-11-12,6682209040
2015-11-13,6614527920
2015-11-16,6643162240
2015-11-17,6578084240
2015-11-18,6639257560
2015-11-19,6601512320
2015-11-20,6650971600
2015-11-23,6624940400
2015-11-24,6622337280
2015-11-25,6644463800
2015-11-27,6653574720
2015-11-30,6661384080
2015-12-01,6772016680
2015-12-02,6680907480
2015-12-03,6471356320
2015-12-04,6548148360
2015-12-07,6522117160
2015-12-08,6476562560
2015-12-09,6216250560
2015-12-10,6186314680
2015-12-11,6058761800
2015-12-14,5985874440
2015-12-15,6056158680
2015-12-16,6079586760
2015-12-17,5962446360
2015-12-18,5850512200
2015-12-21,5923399560
2015-12-22,5994985360
2015-12-23,6103014840
2015-12-24,6136855400
2015-12-28,6166791280
2015-12-29,6231869280
2015-12-30,6185013120
2015-12-31,6094306340
2016-01-04,5965025340
2016-01-05,5984417490
2016-01-06,5825401860
2016-01-07,5804716900
2016-01-08,5661214990
2016-01-11,5662507800
2016-01-12,5690949620
2016-01-13,5484100020
2016-01-14,5561668620
2016-01-15,5489271260
2016-01-19,5513834650
2016-01-20,5455658200
2016-01-21,5402652990
2016-01-22,5618552260
2016-01-25,5539690850
2016-01-26,5658629370
2016-01-27,5595281680
2016-01-28,5586232010
2016-01-29,5658629370
2016-02-01,5608209780
2016-02-02,5431094810
2016-02-03,5072986440
2016-02-04,5075572060
2016-02-05,5129870080
2016-02-08,5039373380
2016-02-09,4941119820
2016-02-10,4873893700
2016-02-11,4738148650
2016-02-12,4827352540
2016-02-16,4921727670
2016-02-17,4907506760
2016-02-18,4961804780
2016-02-19,4960511970
2016-02-22,5065229580
2016-02-23,5036787760
2016-02-24,5078157680
2016-02-25,5092378590
2016-02-26,5116941980
2016-02-29,5092378590
2016-03-01,5300521000
2016-03-02,5251394220
2016-03-03,5391017700
2016-03-04,5415581090
2016-03-07,5397481750
2016-03-08,5308277860
2016-03-09,5367747120
2016-03-10,5357404640
2016-03-11,5509956220
2016-03-14,5464707870
2016-03-15,5451779770
2016-03-16,5517713080
2016-03-17,5582353580
2016-03-18,5600452920
2016-03-21,5646994080
2016-03-22,5681899950
2016-03-23,5640530030
2016-03-24,5718098630
2016-03-28,5738783590
2016-03-29,5870650210
2016-03-30,5927533850
2016-03-31,5989535880
2016-04-01,6069259200
2016-04-04,5914956000
2016-04-05,5801800320
2016-04-06,5839090260
2016-04-07,5674500180
2016-04-08,5719505280
2016-04-11,5682215340
2016-04-12,5692502220
2016-04-13,5815944780
2016-04-14,5881523640
2016-04-15,5830089240
2016-04-18,5854520580
2016-04-19,5801800320
2016-04-20,5898239820
2016-04-21,5566487940
2016-04-22,5655212280
2016-04-25,5620494060
2016-04-26,5734935600
2016-04-27,5031570180
2016-04-28,4994280240
2016-04-29,4926129660
2016-05-02,4929987240
2016-05-03,5014854000
2016-05-04,4977564060
2016-05-05,4972420620
2016-05-06,4982707500
2016-05-09,5013568140
2016-05-10,5061144960
2016-05-11,5019997440
2016-05-12,4963419600
2016-05-13,5000709540
2016-05-16,5086862160
2016-05-17,5063716680
2016-05-18,5066288400
2016-05-19,5043142920
2016-05-20,5103578340
2016-05-23,5017425720
2016-05-24,5246308800
2016-05-25,5234736060
2016-05-26,5216734020
2016-05-27,5264310840
2016-05-31,5347891740
2016-06-01,5360750340
2016-06-02,5389039260
2016-06-03,5201303700
2016-06-06,5257881540
2016-06-07,5309315940
2016-06-08,5300314920
2016-06-09,5270740140
2016-06-10,5140868280
2016-06-13,5040571200
2016-06-14,4977564060
2016-06-15,4953132720
2016-06-16,4933844820
2016-06-17,4960847880
2016-06-20,5071431840
2016-06-21,5040571200
2016-06-22,5021283300
2016-06-23,5103578340
2016-06-24,4747395120
2016-06-27,4445218020
2016-06-28,4554516120
2016-06-29,4708819320
2016-06-30,4869788400
2016-07-01,4859579200
2016-07-05,4712821950
2016-07-06,4765144100
2016-07-07,4821294700
2016-07-08,4933595900
2016-07-11,4998679550
2016-07-12,5096943100
2016-07-13,4969328100
2016-07-14,5036964050
2016-07-15,5022926400
2016-07-18,5073972400
2016-07-19,5047173250
2016-07-20,5141608350
2016-07-21,5214348900
2016-07-22,5229662700
2016-07-25,5225834250
2016-07-26,5289641750
2016-07-27,4703888900
2016-07-28,4744725700
2016-07-29,4663052100
2016-08-01,4660499800
2016-08-02,4656671350
2016-08-03,4697508150
2016-08-04,4694955850
2016-08-05,4763867950
2016-08-08,4758763350
2016-08-09,4775353300
2016-08-10,4717926550
2016-08-11,4785562500
2016-08-12,4748554150
2016-08-15,4774077150
2016-08-16,4784286350
2016-08-17,4800876300
2016-08-18,4882549900
2016-08-19,4943805100
2016-08-22,4914453650
2016-08-23,4886378350
2016-08-24,4892759100
2016-08-25,4900416000
2016-08-26,4892759100
2016-08-29,4894035250
2016-08-30,4931043600
2016-08-31,4891482950
2016-09-01,4877445300
2016-09-02,4913177500
2016-09-06,4888930650
2016-09-07,4901692150
2016-09-08,4858303050
2016-09-09,4760039500
2016-09-12,4842989250
2016-09-13,4780457900
2016-09-14,4721755000
2016-09-15,4754934900
2016-09-16,4742173400
2016-09-19,4702612750
2016-09-20,4714098100
2016-09-21,4789390950
2016-09-22,4842989250
2016-09-23,4809809350
2016-09-26,4794495550
2016-09-27,4864683800
2016-09-28,4931043600
2016-09-29,4724307300
2016-09-30,4788949260
2016-10-03,4759856330
2016-10-04,4797803630
2016-10-05,4788949260
2016-10-06,4771240520
2016-10-07,4763651060
2016-10-10,4905320980
2016-10-11,4796538720
2016-10-12,4838280750
2016-10-13,4771240520
2016-10-14,4837015840
2016-10-17,4806658000
2016-10-18,4814247460
2016-10-19,4838280750
2016-10-20,4830691290
2016-10-21,4917970080
2016-10-24,4890142060
2016-10-25,4890142060
2016-10-26,4993864680
2016-10-27,4651074070
2016-10-28,4642219700
2016-10-31,4733293220
2016-11-01,4691551190
2016-11-02,4725703760
2016-11-03,4747207230
2016-11-04,4734558130
2016-11-07,4887612240
2016-11-08,4938208640
2016-11-09,5102646940
2016-11-10,5298707990
2016-11-11,5483384850
2016-11-14,5539040890
2016-11-15,5520067240
2016-11-16,5498563770
2016-11-17,5685770450
2016-11-18,5661737160
2016-11-21,5633909140
2016-11-22,5649088060
2016-11-23,5666796800
2016-11-25,5724982660
2016-11-28,5625054770
2016-11-29,5650352970
2016-11-30,5675651170
2016-12-01,5760400140
2016-12-02,5762929960
2016-12-05,5870447310
2016-12-06,5998203220
2016-12-07,6070303090
2016-12-08,6180350260
2016-12-09,6131018770
2016-12-12,6141138050
2016-12-13,6139873140
2016-12-14,6091806560
2016-12-15,6157581880
2016-12-16,6136078410
2016-12-19,6195529180
2016-12-20,6228416840
2016-12-21,6185409900
2016-12-22,6184144990
2016-12-23,6191734450
2016-12-27,6210708100
2016-12-28,6176555530
2016-12-29,6179085350
2016-12-30,6170230980
2017-01-03,6246721120
2017-01-04,6391088670
2017-01-05,6101098200
2017-01-06,6063437100
2017-01-09,6069713950
2017-01-10,6153823740
2017-01-11,6180186510
2017-01-12,6197761690
2017-01-13,6265551670
2017-01-17,6166377440
2017-01-18,6195250950
2017-01-19,6099842830
2017-01-20,6138759300
2017-01-23,6106119680
2017-01-24,6197761690
2017-01-25,6252997970
2017-01-26,6268062410
2017-01-27,5812363100
2017-01-30,5803575510
2017-01-31,5907771220
2017-02-01,5927857140
2017-02-02,5981838050
2017-02-03,6102353570
2017-02-06,6072224690
2017-02-07,5946687690
2017-02-08,5890196040
2017-02-09,5925346400
2017-02-10,5926601770
2017-02-13,5964262870
2017-02-14,5959241390
2017-02-15,6044606550
2017-02-16,6034563590
2017-02-17,6099842830
2017-02-21,6101098200
2017-02-22,6057160250
2017-02-23,6023265260
2017-02-24,6020754520
2017-02-27,6020754520
2017-02-28,6055904880
2017-03-01,6064692470
2017-03-02,5964262870
2017-03-03,5961752130
2017-03-06,5939155470
2017-03-07,5966773610
2017-03-08,6086033760
2017-03-09,5968028980
2017-03-10,6052138770
2017-03-13,6063437100
2017-03-14,6047117290
2017-03-15,6112396530
2017-03-16,6199017060
2017-03-17,6219102980
2017-03-20,6160100590
2017-03-21,6117418010
2017-03-22,6098587460
2017-03-23,6114907270
2017-03-24,6049628030
2017-03-27,5919069550
2017-03-28,5956730650
2017-03-29,6025776000
2017-03-30,6103608940
2017-03-31,6085048110
2017-04-03,5839552620
2017-04-04,5727397320
2017-04-05,5692504560
2017-04-06,5698735410
2017-04-07,5637673080
2017-04-10,5643903930
2017-04-11,5724904980
2017-04-12,5587826280
2017-04-13,5544210330
2017-04-17,5577856920
2017-04-18,5596549470
2017-04-19,5632688400
2017-04-20,5721166470
2017-04-21,5879430060
2017-04-24,5936753880
2017-04-25,5894384100
2017-04-26,5865722190
2017-04-27,5810890710
2017-04-28,5738612850
2017-05-01,5787213480
2017-05-02,5898122610
2017-05-03,5837060280
2017-05-04,5833321770
2017-05-05,5845783470
2017-05-08,5890645590
2017-05-09,5972892810
2017-05-10,6031462800
2017-05-11,5921799840
2017-05-12,5889399420
2017-05-15,5916815160
2017-05-16,5925538350
2017-05-17,5677550520
2017-05-18,5741105190
2017-05-19,5758551570
2017-05-22,5797182840
2017-05-23,5761043910
2017-05-24,5709950940
2017-05-25,5749828380
2017-05-26,5719920300
2017-05-30,5737366680
2017-05-31,5793444330
2017-06-01,5915568990
2017-06-02,5899368780
2017-06-05,5795936670
2017-06-06,5768520930
2017-06-07,5737366680
2017-06-08,5814629220
2017-06-09,5888153250
2017-06-12,5858245170
2017-06-13,5838306450
2017-06-14,5964169620
2017-06-15,5992831530
2017-06-16,5950461750
2017-06-19,6104986830
2017-06-20,6026478120
2017-06-21,5935507710
2017-06-22,5910584310
2017-06-23,5914322820
2017-06-26,5942984730
2017-06-27,5923046010
2017-06-28,5996570040
2017-06-29,5952954090
2017-06-30,5922662170
2017-07-03,6019045990
2017-07-05,6025224440
2017-07-06,5927604930
2017-07-07,6075887730
2017-07-10,6103072910
2017-07-11,5981975290
2017-07-12,6074652040
2017-07-13,6048702550
2017-07-14,6061059450
2017-07-17,6005453400
2017-07-18,5972089770
2017-07-19,5986918050
2017-07-20,6012867540
2017-07-21,5983210980
2017-07-24,5828749730
2017-07-25,5906598200
2017-07-26,5466692560
2017-07-27,5414793580
2017-07-28,5538362580
2017-07-31,5591497250
2017-08-01,5575433280
2017-08-02,5500056190
2017-08-03,5497584810
2017-08-04,5464221180
2017-08-07,5420972030
2017-08-08,5466692560
2017-08-09,5428386170
2017-08-10,5365365980
2017-08-11,5364130290
2017-08-14,5434564620
2017-08-15,5422207720
2017-08-16,5417264960
2017-08-17,5343123560
2017-08-18,5354244770
2017-08-21,5382665640
2017-08-22,5445685830
2017-08-23,5399965300
2017-08-24,5402436680
2017-08-25,5441978760
2017-08-28,5449392900
2017-08-29,5492642050
2017-08-30,5467928250
2017-08-31,5597675700
2017-09-01,5595204320
2017-09-05,5513648780
2017-09-06,5485227910
2017-09-07,5542069650
2017-09-08,5621153810
2017-09-11,5666874340
2017-09-12,5739780050
2017-09-13,5727423150
2017-09-14,5707652110
2017-09-15,5742251430
2017-09-18,5797857480
2017-09-19,5863349050
2017-09-20,5922662170
2017-09-21,5926369240
2017-09-22,6005453400
2017-09-25,6068473590
2017-09-26,6067237900
2017-09-27,6116665500
2017-09-28,6229113290
2017-09-29,6220463460
2017-10-02,6287922120
2017-10-03,6314961660
2017-10-04,6324794220
2017-10-05,6289151190
2017-10-06,6285463980
2017-10-09,6300212820
2017-10-10,6313732590
2017-10-11,5990487180
2017-10-12,6010152300
2017-10-13,6023672070
2017-10-16,6028588350
2017-10-17,6019984860
2017-10-18,6153953490
2017-10-19,6258424440
2017-10-20,6348146550
2017-10-23,6248591880
2017-10-24,6251050020
2017-10-25,6340772130
2017-10-26,6546026820
2017-10-27,6494405880
2017-10-30,6268257000
2017-10-31,6362895390
2017-11-01,6335855850
2017-11-02,6372727950
2017-11-03,6432952380
2017-11-06,6421890750
2017-11-07,6444014010
2017-11-08,6482115180
2017-11-09,6458762850
2017-11-10,6501780300
2017-11-13,6579211710
2017-11-14,6576753570
2017-11-15,6566921010
2017-11-16,6747594300
2017-11-17,6747594300
2017-11-20,6747594300
2017-11-21,6773404770
2017-11-22,6709493130
2017-11-24,6721783830
2017-11-27,6748823370
2017-11-28,6871730370
2017-11-29,6983575740
2017-11-30,7010615280
2017-12-01,6892624560
2017-12-04,6963910620
2017-12-05,6549714030
2017-12-06,6523903560
2017-12-07,6579211710
2017-12-08,6720554760
2017-12-11,6705805920
2017-12-12,6681224520
2017-12-13,6679995450
2017-12-14,6664017540
2017-12-15,6791840820
2017-12-18,6805360590
2017-12-19,6809047800
2017-12-20,6866814090
2017-12-21,6866814090
2017-12-22,6843461760
2017-12-26,6797986170
2017-12-27,6812735010
2017-12-28,6886479210
2017-12-29,6826254780
2018-01-02,6817329940
2018-01-03,6805136540
2018-01-04,6825865320
2018-01-05,6866103540
2018-01-08,6922193180
2018-01-09,6905122420
2018-01-10,6802697860
2018-01-11,6900245060
2018-01-12,6872200240
2018-01-16,6791723800
2018-01-17,6964870080
2018-01-18,6818549280
2018-01-19,6952676680
2018-01-22,7005108300
2018-01-23,6957554040
2018-01-24,7002669620
2018-01-25,6991695560
2018-01-26,7138016360
2018-01-29,7024617740
2018-01-30,6999011600
2018-01-31,7057539920
2018-02-01,7136797020
2018-02-02,6857568160
2018-02-05,6634428940
2018-02-06,6829523340
2018-02-07,6855129480
2018-02-08,6372270840
2018-02-09,6489327480
2018-02-12,6535662400
2018-02-13,6662473760
2018-02-14,6842936080
2018-02-15,6874638920
2018-02-16,6852690800
2018-02-20,6867322880
2018-02-21,7019740380
2018-02-22,6990476220
2018-02-23,7053881900
2018-02-26,7033153120
2018-02-27,7002669620
2018-02-28,6958773380
2018-03-01,6919754500
2018-03-02,7069733320
2018-03-05,7150209760
2018-03-06,7261169700
2018-03-07,7300188580
2018-03-08,7274582440
2018-03-09,7378226340
2018-03-12,7235563560
2018-03-13,7209957420
2018-03-14,7127042300
2018-03-15,7159964480
2018-03-16,7247756960
2018-03-19,7245318280
2018-03-20,7270924420
2018-03-21,7274582440
2018-03-22,7079488040
2018-03-23,6799039840
2018-03-26,6935605920
2018-03-27,6878296940
2018-03-28,6929509220
2018-03-29,7058759260
2018-04-02,6972726360
2018-04-03,7147408440
2018-04-04,7102524850
2018-04-05,7185013610
2018-04-06,6932695050
2018-04-09,7032166790
2018-04-10,7192292030
2018-04-11,7067345820
2018-04-12,7147408440
2018-04-13,7103737920
2018-04-16,7189865890
2018-04-17,7242027900
2018-04-18,7333008150
2018-04-19,7345138850
2018-04-20,7103737920
2018-04-23,7079476520
2018-04-24,6969087150
2018-04-25,7336647360
2018-04-26,7364547970
2018-04-27,7420349190
2018-04-30,7369400250
2018-05-01,7371826390
2018-05-02,7484641900
2018-05-03,7449462870
2018-05-04,7527099350
2018-05-07,7510116370
2018-05-08,7613227320
2018-05-09,7655684770
2018-05-10,7649619420
2018-05-11,7660537050
2018-05-14,7624144950
2018-05-15,7613227320
2018-05-16,7684798450
2018-05-17,7730895110
2018-05-18,7808531590
2018-05-21,7891020350
2018-05-22,7815810010
2018-05-23,7750304230
2018-05-24,7733321250
2018-05-25,7717551340
2018-05-29,7669028540
2018-05-30,7763648000
2018-05-31,7724829760
2018-06-01,7779417909
2018-06-04,7864332810
2018-06-05,8014753489
2018-06-06,8191861710
2018-06-07,8254941350
2018-06-08,8359265370
2018-06-11,8349560810
2018-06-12,8418705800
2018-06-13,8499981489
2018-06-14,8482998510
2018-06-15,8484211580
2018-06-18,8467228600
2018-06-19,8400509750
2018-06-20,8474507020
2018-06-21,8434475710
2018-06-22,8472080880
2018-06-25,8298611870
2018-06-26,8235532230
2018-06-27,7979574460
2018-06-28,7858267460
2018-06-29,7897085699
2018-07-02,7861526750
2018-07-03,7833900300
2018-07-05,7884348600
2018-07-06,7913176199
2018-07-09,8065722250
2018-07-10,7968429100
2018-07-11,7990049799
2018-07-12,8050107299
2018-07-13,8107762500
