,LUMN
2004-08-24,4085666784
2004-08-25,4200318765
2004-08-26,4266412415
2004-08-27,4261017150
2004-08-30,4248877500
2004-08-31,4341948015
2004-09-01,4413437334
2004-09-02,4447158584
2004-09-03,4457949115
2004-09-07,4466042484
2004-09-08,4461996069
2004-09-09,4453902700
2004-09-10,4452553580
2004-09-13,4461996069
2004-09-14,4466042484
2004-09-15,4487623950
2004-09-16,4537531265
2004-09-17,4592834115
2004-09-20,4464693230
2004-09-21,4576648050
2004-09-22,4530787150
2004-09-23,4534833565
2004-09-24,4537531265
2004-09-27,4552368750
2004-09-28,4586090000
2004-09-29,4631950900
2004-09-30,4525946184
2004-10-01,4598646702
2004-10-04,4573531535
2004-10-05,4623761340
2004-10-06,4664738202
2004-10-07,4691174934
2004-10-08,4601290362
2004-10-11,4547095464
2004-10-12,4599968267
2004-10-13,4597324607
2004-10-14,4504796904
2004-10-15,4470429060
2004-10-18,4487612982
2004-10-19,4527267750
2004-10-20,4495543565
2004-10-21,4451923440
2004-10-22,4400372202
2004-10-25,4410946577
2004-10-26,4474394285
2004-10-27,4475716512
2004-10-28,4150546200
2004-10-29,4241752470
2004-11-01,4252326845
2004-11-02,4273476654
2004-11-03,4277442012
2004-11-04,4428130500
2004-11-05,4388475732
2004-11-08,4395084750
2004-11-09,4436061612
2004-11-10,4393763184
2004-11-11,4401693767
2004-11-12,4484969190
2004-11-15,4459854684
2004-11-16,4392441090
2004-11-17,4393763184
2004-11-18,4377900827
2004-11-19,4339568154
2004-11-22,4368648017
2004-11-23,4368648017
2004-11-24,4376579262
2004-11-26,4385831940
2004-11-29,4375257035
2004-11-30,4351464095
2004-12-01,4385831940
2004-12-02,4479681737
2004-12-03,4506118470
2004-12-06,4537842654
2004-12-07,4488934547
2004-12-08,4479681737
2004-12-09,4458532590
2004-12-10,4503474810
2004-12-13,4573531535
2004-12-14,4601290362
2004-12-15,4531233107
2004-12-16,4531233107
2004-12-17,4552382387
2004-12-20,4560313500
2004-12-21,4523302392
2004-12-22,4488934547
2004-12-23,4528589315
2004-12-27,4496865660
2004-12-28,4549738595
2004-12-29,4580141214
2004-12-30,4606577285
2004-12-31,4688531142
2005-01-03,4599968267
2005-01-04,4532555202
2005-01-05,4447958214
2005-01-06,4507440035
2005-01-07,4539164220
2005-01-10,4474394285
2005-01-11,4447958214
2005-01-12,4420199387
2005-01-13,4406981220
2005-01-14,4416234030
2005-01-18,4451923440
2005-01-19,4445314422
2005-01-20,4389797297
2005-01-21,4334280702
2005-01-24,4344855077
2005-01-25,4354107887
2005-01-26,4362039000
2005-01-27,4334280702
2005-01-28,4298591160
2005-01-31,4309165535
2005-02-01,4362039000
2005-02-02,4500831017
2005-02-03,4426808934
2005-02-04,4458532590
2005-02-07,4484969190
2005-02-08,4420199387
2005-02-09,4369970112
2005-02-10,4381866714
2005-02-11,4430774160
2005-02-14,4417555595
2005-02-15,4420199387
2005-02-16,4434739517
2005-02-17,4414912464
2005-02-18,4408302785
2005-02-22,4381866714
2005-02-23,4404337560
2005-02-24,4408302785
2005-02-25,4449279780
2005-02-28,4446635987
2005-03-01,4523302392
2005-03-02,4507440035
2005-03-03,4504796904
2005-03-04,4553704482
2005-03-07,4552382387
2005-03-08,4589393892
2005-03-09,4566922517
2005-03-10,4592037684
2005-03-11,4548417030
2005-03-14,4533876767
2005-03-15,4463819910
2005-03-16,4436061612
2005-03-17,4428130500
2005-03-18,4412268672
2005-03-21,4401693767
2005-03-22,4372613904
2005-03-23,4373935470
2005-03-24,4360717434
2005-03-28,4385831940
2005-03-29,4355429982
2005-03-30,4352786190
2005-03-31,4279019160
2005-04-01,4279019160
2005-04-04,4255565339
2005-04-05,4268594979
2005-04-06,4277716430
2005-04-07,4285533979
2005-04-08,4282927999
2005-04-11,4294654909
2005-04-12,4315502749
2005-04-13,4260777430
2005-04-14,4202142750
2005-04-15,4096600690
2005-04-18,4088782489
2005-04-19,4100509399
2005-04-20,4039269000
2005-04-21,4075752850
2005-04-22,4035359899
2005-04-25,3988452520
2005-04-26,3974119500
2005-04-27,3975422490
2005-04-28,3942847740
2005-04-29,3998876440
2005-05-02,4057510729
2005-05-03,4054905010
2005-05-04,4058813850
2005-05-05,4007997240
2005-05-06,3971513520
2005-05-09,3964998570
2005-05-10,3970210399
2005-05-11,3951968670
2005-05-12,3954574650
2005-05-13,3950665680
2005-05-16,3987149400
2005-05-17,4023632989
2005-05-18,4103115510
2005-05-19,4170870729
2005-05-20,4169568000
2005-05-23,4191718569
2005-05-24,4156538100
2005-05-25,4174780090
2005-05-26,4209960820
2005-05-27,4215172389
2005-05-31,4272504340
2005-06-01,4234717500
2005-06-02,4249050520
2005-06-03,4246444410
2005-06-06,4305079090
2005-06-07,4329835770
2005-06-08,4374137430
2005-06-09,4410620889
2005-06-10,4411924270
2005-06-13,4422347929
2005-06-14,4428863270
2005-06-15,4477073770
2005-06-16,4427560020
2005-06-17,4539617160
2005-06-20,4553950180
2005-06-21,4543525999
2005-06-22,4543525999
2005-06-23,4529192979
2005-06-24,4434074839
2005-06-27,4427560020
2005-06-28,4482285860
2005-06-29,4491406660
2005-06-30,4507094630
2005-07-01,4524013739
2005-07-05,4473255369
2005-07-06,4425100000
2005-07-07,4386055130
2005-07-08,4375642869
2005-07-11,4421195630
2005-07-12,4426401239
2005-07-13,4438114739
2005-07-14,4451130130
2005-07-15,4462843630
2005-07-18,4405577239
2005-07-19,4408180369
2005-07-20,4401673000
2005-07-21,4367834130
2005-07-22,4363929369
2005-07-25,4365231130
2005-07-26,4370437260
2005-07-27,4373039739
2005-07-28,4490175000
2005-07-29,4473255369
2005-08-01,4530521630
2005-08-02,4563059130
2005-08-03,4626832369
2005-08-04,4688003000
2005-08-05,4714033130
2005-08-08,4671083369
2005-08-09,4661973000
2005-08-10,4704922760
2005-08-11,4721841869
2005-08-12,4669782130
2005-08-15,4639847760
2005-08-16,4612515869
2005-08-17,4626832369
2005-08-18,4607310260
2005-08-19,4615118869
2005-08-22,4635942869
2005-08-23,4655465500
2005-08-24,4628134130
2005-08-25,4624229369
2005-08-26,4594294869
2005-08-29,4612515869
2005-08-30,4642450239
2005-08-31,4672385260
2005-09-01,4698414739
2005-09-02,4626832369
2005-09-06,4658068630
2005-09-07,4642450239
2005-09-08,4607310260
2005-09-09,4641149000
2005-09-12,4702319630
2005-09-13,4671083369
2005-09-14,4622928000
2005-09-15,4552647000
2005-09-16,4540933369
2005-09-19,4529219869
2005-09-20,4507094630
2005-09-21,4453733130
2005-09-22,4439416630
2005-09-23,4367834130
2005-09-26,4358723760
2005-09-27,4353517630
2005-09-28,4406879130
2005-09-29,4535727239
2005-09-30,4281342119
2005-10-03,4296029155
2005-10-04,4229936762
2005-10-05,4176083157
2005-10-06,4092855237
2005-10-07,4111214460
2005-10-10,4111214460
2005-10-11,4014523077
2005-10-12,3994940037
2005-10-13,3986372580
2005-10-14,3977805000
2005-10-17,3992492157
2005-10-18,3927623460
2005-10-19,3904368600
2005-10-20,3888457380
2005-10-21,3932519342
2005-10-24,3937414735
2005-10-25,4034106117
2005-10-26,4001059737
2005-10-27,3914160120
2005-10-28,3921503882
2005-10-31,4005955619
2005-11-01,3938638920
2005-11-02,4019418960
2005-11-03,4063480922
2005-11-04,4061032920
2005-11-07,4024314842
2005-11-08,3993716342
2005-11-09,3933743037
2005-11-10,3979028695
2005-11-11,3959445655
2005-11-14,3919055880
2005-11-15,3892129077
2005-11-16,3921503882
2005-11-17,3952102382
2005-11-18,4053689157
2005-11-21,4056137037
2005-11-22,4004731802
2005-11-23,4035330302
2005-11-25,4054913342
2005-11-28,4005955619
2005-11-29,4018195264
2005-11-30,4051241155
2005-12-01,4003507617
2005-12-02,4073272197
2005-12-05,4057361344
2005-12-06,4023090657
2005-12-07,4054913342
2005-12-08,3960669962
2005-12-09,4045121577
2005-12-12,4113662462
2005-12-13,4144260962
2005-12-14,4191994500
2005-12-15,4147932537
2005-12-16,4132021195
2005-12-19,4107542762
2005-12-20,4063480922
2005-12-21,4075720077
2005-12-22,4085511842
2005-12-23,4094079422
2005-12-27,4079392264
2005-12-28,4078168080
2005-12-29,4102646880
2005-12-30,4058585039
2006-01-03,4052465462
2006-01-04,4097751119
2006-01-05,4063480922
2006-01-06,4100199000
2006-01-09,4070824195
2006-01-10,4019418960
2006-01-11,4020642655
2006-01-12,4051241155
2006-01-13,4056137037
2006-01-17,4029210235
2006-01-18,4183426920
2006-01-19,4178531037
2006-01-20,4121005735
2006-01-23,4087959844
2006-01-24,4128349619
2006-01-25,4157724302
2006-01-26,4127125802
2006-01-27,4130797500
2006-01-30,4146708842
2006-01-31,4075720077
2006-02-01,4100199000
2006-02-02,4207905842
2006-02-03,4165067697
2006-02-06,4203009960
2006-02-07,4228712577
2006-02-08,4217697117
2006-02-09,4244623920
2006-02-10,4261759080
2006-02-13,4275222420
2006-02-14,4307044737
2006-02-15,4251967804
2006-02-16,4326627655
2006-02-17,4333971540
2006-02-21,4262983264
2006-02-22,4453917537
2006-02-23,4510218655
2006-02-24,4457589235
2006-02-27,4486964040
2006-02-28,4403736120
2006-03-01,4483292342
2006-03-02,4491859922
2006-03-03,4466157304
2006-03-06,4463709302
2006-03-07,4446574264
2006-03-08,4433110802
2006-03-09,4461261422
2006-03-10,4517562540
2006-03-13,4550608920
2006-03-14,4581207420
2006-03-15,4606910037
2006-03-16,4637508537
2006-03-17,4659539580
2006-03-20,4637508537
2006-03-21,4661987460
2006-03-22,4736647922
2006-03-23,4719512762
2006-03-24,4827219237
2006-03-27,4828443422
2006-03-28,4821099537
2006-03-29,4840682577
2006-03-30,4768470117
2006-03-31,4516051804
2006-04-03,4521823739
2006-04-04,4529905070
2006-04-05,4564537255
2006-04-06,4557610680
2006-04-07,4504507820
2006-04-10,4557610680
2006-04-11,4591088570
2006-04-12,4581853174
2006-04-13,4499890180
2006-04-17,4512588690
2006-04-18,4599169440
2006-04-19,4447941614
2006-04-20,4458331304
2006-04-21,4408691674
2006-04-24,4422544825
2006-04-25,4427162119
2006-04-26,4434088810
2006-04-27,4292096380
2006-04-28,4352125815
2006-05-01,4337118370
2006-05-02,4359051929
2006-05-03,4282860869
2006-05-04,4226295125
2006-05-05,4251692260
2006-05-08,4278243575
2006-05-09,4282860869
2006-05-10,4217059614
2006-05-11,4167419869
2006-05-12,4136251260
2006-05-15,4161647934
2006-05-16,4144332130
2006-05-17,4108545190
2006-05-18,4061214380
2006-05-19,4062368674
2006-05-22,4090074630
2006-05-23,4091228924
2006-05-24,4048515870
2006-05-25,4058905559
2006-05-26,4128169929
2006-05-30,4072758364
2006-05-31,4127015750
2006-06-01,4199743695
2006-06-02,4189354005
2006-06-05,4176655380
2006-06-06,4219368434
2006-06-07,4213596500
2006-06-08,4217059614
2006-06-09,4226295125
2006-06-12,4166265690
2006-06-13,4135096620
2006-06-14,4131633505
2006-06-15,4177809674
2006-06-16,4240147929
2006-06-19,4215905320
2006-06-20,4202052630
2006-06-21,4178964315
2006-06-22,4193971760
2006-06-23,4158184820
2006-06-26,4160493755
2006-06-27,4100464320
2006-06-28,4182427429
2006-06-29,4247074505
2006-06-30,4280460380
2006-07-03,4280460380
2006-07-05,4275851425
2006-07-06,4294286670
2006-07-07,4295438764
2006-07-10,4297743184
2006-07-11,4303504119
2006-07-12,4285068874
2006-07-13,4214784410
2006-07-14,4187131140
2006-07-17,4197501030
2006-07-18,4159477869
2006-07-19,4175609270
2006-07-20,4097258875
2006-07-21,4089193520
2006-07-24,4144499485
2006-07-25,4122607264
2006-07-26,4183674625
2006-07-27,4303504119
2006-07-28,4356506125
2006-07-31,4444073970
2006-08-01,4403746735
2006-08-02,4427943030
2006-08-03,4467118170
2006-08-04,4469422705
2006-08-07,4470574684
2006-08-08,4517815294
2006-08-09,4476335619
2006-08-10,4516663315
2006-08-11,4539707630
2006-08-14,4552381479
2006-08-15,4566208345
2006-08-16,4542011589
2006-08-17,4521272270
2006-08-18,4528185184
2006-08-21,4555838455
2006-08-22,4525880764
2006-08-23,4502836910
2006-08-24,4524728670
2006-08-25,4520119830
2006-08-28,4556990434
2006-08-29,4601926624
2006-08-30,4601926624
2006-08-31,4588100220
2006-09-01,4603079065
2006-09-05,4571969280
2006-09-06,4590404640
2006-09-07,4553533920
2006-09-08,4533946119
2006-09-11,4583491264
2006-09-12,4606535580
2006-09-13,4607688020
2006-09-14,4605383485
2006-09-15,4542011589
2006-09-18,4536250654
2006-09-19,4502836910
2006-09-20,4513206339
2006-09-21,4555838455
2006-09-22,4542011589
2006-09-25,4597318130
2006-09-26,4577730330
2006-09-27,4576578235
2006-09-28,4553533920
2006-09-29,4570816839
2006-10-02,4383503880
2006-10-03,4422364952
2006-10-04,4547829648
2006-10-05,4496755500
2006-10-06,4482321358
2006-10-09,4421254420
2006-10-10,4424585127
2006-10-11,4442350087
2006-10-12,4498976120
2006-10-13,4526733870
2006-10-16,4496755500
2006-10-17,4515630547
2006-10-18,4506748290
2006-10-19,4497865587
2006-10-20,4506748290
2006-10-23,4537836858
2006-10-24,4543388297
2006-10-25,4552271000
2006-10-26,4564484521
2006-10-27,4555601818
2006-10-30,4590021540
2006-10-31,4467887662
2006-11-01,4527844068
2006-11-02,4625551460
2006-11-03,4614448471
2006-11-06,4550050380
2006-11-07,4584470101
2006-11-08,4616669202
2006-11-09,4510079108
2006-11-10,4514520460
2006-11-13,4526733870
2006-11-14,4506748290
2006-11-15,4547829648
2006-11-16,4596683622
2006-11-17,4613337938
2006-11-20,4616669202
2006-11-21,4610007120
2006-11-22,4616669202
2006-11-24,4610007120
2006-11-27,4588911452
2006-11-28,4616669202
2006-11-29,4653309210
2006-11-30,4724368938
2006-12-01,4705493891
2006-12-04,4776553620
2006-12-05,4785435877
2006-12-06,4778774351
2006-12-07,4761009391
2006-12-08,4799870130
2006-12-11,4782105170
2006-12-12,4819855710
2006-12-13,4761009391
2006-12-14,4744354630
2006-12-15,4755457952
2006-12-18,4809862920
2006-12-19,4802090750
2006-12-20,4778774351
2006-12-21,4753237221
2006-12-22,4718817500
2006-12-26,4822076330
2006-12-27,4862047601
2006-12-28,4837620670
2006-12-29,4847613460
2007-01-03,4855385630
2007-01-04,4852054811
2007-01-05,4846503372
2007-01-08,4818745622
2007-01-09,4797649398
2007-01-10,4809862920
2007-01-11,4838731202
2007-01-12,4866488952
2007-01-16,4879812561
2007-01-17,4829848500
2007-01-18,4875371210
2007-01-19,4833179318
2007-01-22,4857606250
2007-01-23,4893136170
2007-01-24,4919783721
2007-01-25,4852054811
2007-01-26,4915342370
2007-01-29,4923114540
2007-01-30,4954203108
2007-01-31,4978630040
2007-02-01,4967527162
2007-02-02,4987512297
2007-02-05,5026373370
2007-02-06,5027483568
2007-02-07,4996395000
2007-02-08,4979740127
2007-02-09,4941989587
2007-02-12,4920893920
2007-02-13,4969747337
2007-02-14,4997505087
2007-02-15,5106315912
2007-02-16,5031924920
2007-02-20,5051910500
2007-02-21,5054131120
2007-02-22,5069675460
2007-02-23,5106315912
2007-02-26,5096323122
2007-02-27,4951982377
2007-02-28,4968637250
2007-03-01,4945320851
2007-03-02,4957534372
2007-03-05,4879812561
2007-03-06,4922004452
2007-03-07,4875371210
2007-03-08,4896466877
2007-03-09,4924224627
2007-03-12,4926445358
2007-03-13,4836510471
2007-03-14,4846503372
2007-03-15,4852054811
2007-03-16,4854275431
2007-03-19,4894246702
2007-03-20,4888694818
2007-03-21,4944210318
2007-03-22,5006387790
2007-03-23,5014159960
2007-03-26,5016380580
2007-03-27,5008608521
2007-03-28,4977519952
2007-03-29,4988622830
2007-03-30,5017490778
2007-04-02,4942183950
2007-04-03,4979041650
2007-04-04,4979041650
2007-04-05,4954108608
2007-04-09,4949772300
2007-04-10,4964948891
2007-04-11,4940015850
2007-04-12,4963865058
2007-04-13,4972537241
2007-04-16,4990966308
2007-04-17,4989882041
2007-04-18,4992050141
2007-04-19,5006142900
2007-04-20,5039748666
2007-04-23,5002890966
2007-04-24,4980125591
2007-04-25,5023487700
2007-04-26,5006142900
2007-04-27,5016983291
2007-04-30,4992050141
2007-05-01,4967117100
2007-05-02,5059261133
2007-05-03,5267398950
2007-05-04,5272819091
2007-05-07,5286911850
2007-05-08,5287995791
2007-05-09,5279323608
2007-05-10,5185011366
2007-05-11,5203440000
2007-05-14,5226204941
2007-05-15,5220784800
2007-05-16,5215364658
2007-05-17,5205608100
2007-05-18,5215364658
2007-05-21,5220784800
2007-05-22,5282575650
2007-05-23,5297752241
2007-05-24,5241381533
2007-05-25,5261978808
2007-05-29,5245717841
2007-05-30,5328105966
2007-05-31,5357374883
2007-06-01,5360627358
2007-06-04,5361711191
2007-06-05,5360627358
2007-06-06,5299920341
2007-06-07,5183927100
2007-06-08,5234877558
2007-06-11,5273903466
2007-06-12,5215364658
2007-06-13,5286911850
2007-06-14,5366047500
2007-06-15,5319433350
2007-06-18,5334609941
2007-06-19,5323769658
2007-06-20,5274987300
2007-06-21,5263062641
2007-06-22,5290163891
2007-06-25,5334609941
2007-06-26,5266315116
2007-06-27,5299920341
2007-06-28,5340030083
2007-06-29,5317265141
2007-07-02,5353883411
2007-07-03,5357153617
2007-07-05,5371322771
2007-07-06,5397481920
2007-07-09,5381132411
2007-07-10,5206738920
2007-07-11,5247067331
2007-07-12,5311375080
2007-07-13,5289575771
2007-07-16,5231808000
2007-07-17,5227448051
2007-07-18,5241617640
2007-07-19,5310285228
2007-07-20,5229628080
2007-07-23,5278676280
2007-07-24,5229628080
2007-07-25,5261236920
2007-07-26,5089023131
2007-07-27,4969127640
2007-07-30,5069403742
2007-07-31,4999646411
2007-08-01,5041065000
2007-08-02,5153330771
2007-08-03,4987656742
2007-08-06,5047604868
2007-08-07,4975667617
2007-08-08,4678108102
2007-08-09,4538593331
2007-08-10,4576742257
2007-08-13,4927709051
2007-08-14,4756585331
2007-08-15,4706447280
2007-08-16,4745685948
2007-08-17,4823073000
2007-08-20,4823073000
2007-08-21,4856861868
2007-08-22,5178399742
2007-08-23,5136981588
2007-08-24,5244887411
2007-08-27,5210008691
2007-08-28,5082483588
2007-08-29,5199109308
2007-08-30,5171860308
2007-08-31,5229628080
2007-09-04,5247067331
2007-09-05,5212188720
2007-09-06,5208918948
2007-09-07,5176220257
2007-09-10,5070493920
2007-09-11,5067224257
2007-09-12,4964767691
2007-09-13,4904820000
2007-09-14,4887380640
2007-09-17,4866671617
2007-09-18,4950598102
2007-09-19,4983297228
2007-09-20,4974577331
2007-09-21,4939698720
2007-09-24,4885200720
2007-09-25,4953868308
2007-09-26,5019265691
2007-09-27,5026895411
2007-09-28,5037795228
2007-10-01,4938787153
2007-10-02,4854935292
2007-10-03,4835829626
2007-10-04,4878286213
2007-10-05,4893145987
2007-10-08,4840074987
2007-10-09,4812478280
2007-10-10,4794433927
2007-10-11,4801864292
2007-10-12,4834767993
2007-10-15,4810355440
2007-10-16,4785942780
2007-10-17,4855996500
2007-10-18,4861303493
2007-10-19,4799741346
2007-10-22,4816724066
2007-10-23,4859180653
2007-10-24,4898453512
2007-10-25,4837952572
2007-10-26,4811417072
2007-10-29,4778512840
2007-10-30,4764714273
2007-10-31,4675554993
2007-11-01,4731810572
2007-11-02,4748793292
2007-11-05,4814601226
2007-11-06,4822031060
2007-11-07,4672370840
2007-11-08,4655388226
2007-11-09,4556676060
2007-11-12,4495113487
2007-11-13,4520587780
2007-11-14,4376234660
2007-11-15,4388971487
2007-11-16,4436735493
2007-11-19,4385787440
2007-11-20,4471762566
2007-11-21,4392156066
2007-11-23,4502543427
2007-11-26,4371988873
2007-11-27,4368804720
2007-11-28,4559860213
2007-11-29,4464332626
2007-11-30,4524833566
2007-12-03,4463270993
2007-12-04,4417629933
2007-12-05,4502543427
2007-12-06,4467516780
2007-12-07,4419752773
2007-12-10,4438858440
2007-12-11,4366681773
2007-12-12,4421875720
2007-12-13,4473885512
2007-12-14,4427182713
2007-12-17,4332716440
2007-12-18,4342269220
2007-12-19,4290259427
2007-12-20,4277522493
2007-12-21,4382603286
2007-12-24,4427182713
2007-12-26,4465393940
2007-12-27,4417629933
2007-12-28,4398524373
2007-12-31,4400647213
2008-01-02,4327409340
2008-01-03,4343330427
2008-01-04,4265846873
2008-01-07,4413384572
2008-01-08,4173503440
2008-01-09,3864630219
2008-01-10,3884796987
2008-01-11,3816866213
2008-01-14,3826418993
2008-01-15,3736198506
2008-01-16,3713908792
2008-01-17,3700110226
2008-01-18,3645977487
2008-01-22,3601398060
2008-01-23,3553634159
2008-01-24,3548327060
2008-01-25,3660837792
2008-01-28,3685250346
2008-01-29,3739382659
2008-01-30,3795637707
2008-01-31,3908148440
2008-02-01,3931499786
2008-02-04,3914517066
2008-02-05,3809436273
2008-02-06,3814743373
2008-02-07,3772286786
2008-02-08,3799883493
2008-02-11,3792453659
2008-02-12,3854016126
2008-02-13,3923008213
2008-02-14,4093896940
2008-02-15,4200038940
2008-02-19,3979263792
2008-02-20,3963342280
2008-02-21,3875244207
2008-02-22,3894349873
2008-02-25,3961219440
2008-02-26,4063115653
2008-02-27,3925131159
2008-02-28,3975018006
2008-02-29,3841278873
2008-03-03,3802006440
2008-03-04,3749997072
2008-03-05,3760611060
2008-03-06,3656592006
2008-03-07,3631117713
2008-03-10,3558941153
2008-03-11,3632179346
2008-03-12,3578046713
2008-03-13,3590784072
2008-03-14,3537713072
2008-03-17,3599275219
2008-03-18,3614134993
2008-03-19,3538774280
2008-03-20,3585476653
2008-03-24,3704356012
2008-03-25,3700110226
2008-03-26,3632179346
2008-03-27,3558941153
2008-03-28,3507992993
2008-03-31,3445126767
2008-04-01,3497985000
2008-04-02,3434762056
2008-04-03,3468964783
2008-04-04,3403668960
2008-04-07,3443053783
2008-04-08,3353919943
2008-04-09,3288624120
2008-04-10,3245093536
2008-04-11,3237838560
2008-04-14,3203636040
2008-04-15,3200526616
2008-04-16,3263749560
2008-04-17,3212964000
2008-04-18,3368430000
2008-04-21,3362211256
2008-04-22,3275150400
2008-04-23,3286551136
2008-04-24,3279296056
2008-04-25,3292769880
2008-04-28,3363247903
2008-04-29,3374648743
2008-04-30,3363247903
2008-05-01,3723928920
2008-05-02,3693872056
2008-05-05,3665888176
2008-05-06,3701127136
2008-05-07,3660706080
2008-05-08,3623394136
2008-05-09,3678325767
2008-05-12,3686617080
2008-05-13,3687653727
2008-05-14,3730147767
2008-05-15,3730147767
2008-05-16,3700090903
2008-05-19,3683507863
2008-05-20,3623394136
2008-05-21,3638940943
2008-05-22,3638940943
2008-05-23,3604738216
2008-05-27,3630649216
2008-05-28,3655523880
2008-05-29,3727038136
2008-05-30,3670034039
2008-06-02,3668997807
2008-06-03,3690762943
2008-06-04,3728074783
2008-06-05,3810989880
2008-06-06,3722892272
2008-06-09,3713564727
2008-06-10,3694908807
2008-06-11,3581936743
2008-06-12,3347701096
2008-06-13,3369466232
2008-06-16,3400559743
2008-06-17,3361174920
2008-06-18,3313498576
2008-06-19,3317644232
2008-06-20,3217109863
2008-06-23,3238875000
2008-06-24,3812026216
2008-06-25,3761240863
2008-06-26,3745694056
2008-06-27,3678325767
2008-06-30,3573307180
2008-07-01,3607443860
2008-07-02,3459852819
2008-07-03,3460857040
2008-07-07,3474913320
2008-07-08,3520094220
2008-07-09,3472905180
2008-07-10,3518086180
2008-07-11,3468888999
2008-07-14,3489973319
2008-07-15,3561259040
2008-07-16,3599411499
2008-07-17,3613468180
2008-07-18,3655636819
2008-07-21,3678729179
2008-07-22,3728930179
2008-07-23,3745998720
2008-07-24,3661661040
2008-07-25,3620496220
2008-07-28,3585355319
2008-07-29,3640576319
2008-07-30,3698809680
2008-07-31,3733950279
2008-08-01,3636560540
2008-08-04,3620496220
2008-08-05,3694793499
2008-08-06,3814272180
2008-08-07,3756038819
2008-08-08,3769091180
2008-08-11,3864473180
2008-08-12,3821300220
2008-08-13,3760055000
2008-08-14,3790175500
2008-08-15,3849412680
2008-08-18,3791179319
2008-08-19,3729934500
2008-08-20,3752022639
2008-08-21,3757042639
2008-08-22,3808247860
2008-08-25,3758046860
2008-08-26,3754030679
2008-08-27,3823308360
2008-08-28,3880537500
2008-08-29,3878529360
2008-09-02,3918689959
2008-09-03,3976923320
2008-09-04,3969895180
2008-09-05,3854432679
2008-09-08,4031140500
2008-09-09,3974915180
2008-09-10,3979935179
2008-09-11,3984955279
2008-09-12,4012063819
2008-09-15,3903629860
2008-09-16,3871501220
2008-09-17,3695797720
2008-09-18,3818287959
2008-09-19,3847404640
2008-09-22,3725918320
2008-09-23,3707845860
2008-09-24,3729934500
2008-09-25,3860457000
2008-09-26,3889573680
2008-09-29,3727926360
2008-09-30,3624098797
2008-10-01,3724960082
2008-10-02,3690350880
2008-10-03,3714083138
2008-10-06,3586522680
2008-10-07,3510382000
2008-10-08,3463906421
2008-10-09,3174176202
2008-10-10,2994207618
2008-10-13,3300748018
2008-10-14,3465884101
2008-10-15,3189997642
2008-10-16,3201864018
2008-10-17,3211752319
2008-10-20,3360078319
2008-10-21,3300748018
2008-10-22,3143522458
2008-10-23,3073314720
2008-10-24,2917078000
2008-10-27,2533408178
2008-10-28,2749963941
2008-10-29,2503742880
2008-10-30,2369260541
2008-10-31,2482977338
2008-11-03,2713377058
2008-11-04,2736120280
2008-11-05,2650091101
2008-11-06,2489899120
2008-11-07,2612515280
2008-11-10,2540330058
2008-11-11,2458256338
2008-11-12,2451334458
2008-11-13,2596693840
2008-11-14,2496821000
2008-11-17,2546263000
2008-11-18,2560106661
2008-11-19,2359372338
2008-11-20,2156659941
2008-11-21,2176436840
2008-11-24,2422658000
2008-11-25,2600649101
2008-11-26,2702499720
2008-11-28,2626358941
2008-12-01,2415736120
2008-12-02,2572961680
2008-12-03,2635258600
2008-12-04,2501765101
2008-12-05,2580872400
2008-12-08,2592738381
2008-12-09,2585816600
2008-12-10,2611526440
2008-12-11,2512642440
2008-12-12,2466167058
2008-12-15,2359372338
2008-12-16,2525497458
2008-12-17,2517586541
2008-12-18,2538352280
2008-12-19,2562084440
2008-12-22,2567028541
2008-12-23,2588783120
2008-12-24,2625370101
2008-12-26,2638225120
2008-12-29,2640202898
2008-12-30,2656024338
2008-12-31,2709113580
2009-01-02,2817160920
2009-01-05,2790396900
2009-01-06,2801300760
2009-01-07,2753720379
2009-01-08,2843925039
2009-01-09,2754711639
2009-01-12,2651620500
2009-01-13,2689288280
2009-01-14,2625847740
2009-01-15,2629812879
2009-01-16,2692262160
2009-01-20,2630804139
2009-01-21,2755702700
2009-01-22,2741825160
2009-01-23,2801300760
2009-01-26,2856811320
2009-01-27,2849872500
2009-01-28,2806256960
2009-01-29,2707130960
2009-01-30,2690279540
2009-02-02,2726956260
2009-02-03,2741825160
2009-02-04,2701183500
2009-02-05,2676402000
2009-02-06,2750746500
2009-02-09,2745790299
2009-02-10,2654594379
2009-02-11,2656576700
2009-02-12,2650629240
2009-02-13,2668471920
2009-02-17,2491036280
2009-02-18,2504914020
2009-02-19,2490045219
2009-02-20,2594127420
2009-02-23,2544564420
2009-02-24,2645673039
2009-02-25,2665498040
2009-02-26,2583223460
2009-02-27,2609987580
2009-03-02,2500948980
2009-03-03,2362172580
2009-03-04,2522756799
2009-03-05,2493018900
2009-03-06,2387945340
2009-03-09,2335408460
2009-03-10,2509870320
2009-03-11,2499957620
2009-03-12,2590162280
2009-03-13,2482115139
2009-03-16,2491036280
2009-03-17,2613952719
2009-03-18,2654594379
2009-03-19,2622873860
2009-03-20,2626839000
2009-03-23,2705148639
2009-03-24,2714069780
2009-03-25,2763632780
2009-03-26,2802292020
2009-03-27,2804274639
2009-03-30,2707130960
2009-03-31,2795521779
2009-04-01,2821369220
2009-04-02,2766691620
2009-04-03,2765697480
2009-04-06,2811428019
2009-04-07,2774644740
2009-04-08,2675230740
2009-04-09,2750785380
