,LKQ
2008-07-30,2431213000
2008-07-31,2799992500
2008-08-01,2748090200
2008-08-04,2701651300
2008-08-05,2799992500
2008-08-06,2909260500
2008-08-07,2827309500
2008-08-08,2827309500
2008-08-11,2865553300
2008-08-12,2931114100
2008-08-13,2873748400
2008-08-14,2922919000
2008-08-15,2799992500
2008-08-18,2775407200
2008-08-19,2726236600
2008-08-20,2693456200
2008-08-21,2677066000
2008-08-22,2690724500
2008-08-25,2671602600
2008-08-26,2633358800
2008-08-27,2647017300
2008-08-28,2477651900
2008-08-29,2559602900
2008-09-02,2540481000
2008-09-03,2472188500
2008-09-04,2414822800
2008-09-05,2379310700
2008-09-08,2390237500
2008-09-09,2220872100
2008-09-10,2332871800
2008-09-11,2453066600
2008-09-12,2461261700
2008-09-15,2423017900
2008-09-16,2466725100
2008-09-17,2444871500
2008-09-18,2442139800
2008-09-19,2417554500
2008-09-22,2351993700
2008-09-23,2403896000
2008-09-24,2376579000
2008-09-25,2428481300
2008-09-26,2447603200
2008-09-29,2417554500
2008-09-30,2368862820
2008-10-01,2232144000
2008-10-02,2087054640
2008-10-03,2028460860
2008-10-06,1933594740
2008-10-07,1816407180
2008-10-08,1847099160
2008-10-09,1866630420
2008-10-10,1939175100
2008-10-13,2081474280
2008-10-14,2053572480
2008-10-15,1886161680
2008-10-16,1983817980
2008-10-17,2045201940
2008-10-20,2114956440
2008-10-21,2067523380
2008-10-22,2000559060
2008-10-23,1813617000
2008-10-24,1688058900
2008-10-27,1411831080
2008-10-28,1598773140
2008-10-29,1668527640
2008-10-30,1562500800
2008-10-31,1595982960
2008-11-03,1604353500
2008-11-04,1679688360
2008-11-05,1640625840
2008-11-06,1576451700
2008-11-07,1573661520
2008-11-10,1537389180
2008-11-11,1422991800
2008-11-12,1347656940
2008-11-13,1476005220
2008-11-14,1358817660
2008-11-17,1356027480
2008-11-18,1342076580
2008-11-19,1272322080
2008-11-20,1258371180
2008-11-21,1266741720
2008-11-24,1420201620
2008-11-25,1459264140
2008-11-26,1462054320
2008-11-28,1453683780
2008-12-01,1383929280
2008-12-02,1294643520
2008-12-03,1252790820
2008-12-04,1238839920
2008-12-05,1311384600
2008-12-08,1397880180
2008-12-09,1386719460
2008-12-10,1395090000
2008-12-11,1339286400
2008-12-12,1422991800
2008-12-15,1436942700
2008-12-16,1450893600
2008-12-17,1411831080
2008-12-18,1403460540
2008-12-19,1529018640
2008-12-22,1609933860
2008-12-23,1604353500
2008-12-24,1582032060
2008-12-26,1612724040
2008-12-29,1595982960
2008-12-30,1587612420
2008-12-31,1629986380
2009-01-02,1730637340
2009-01-05,1755800080
2009-01-06,1862042760
2009-01-07,1764187660
2009-01-08,1797737980
2009-01-09,1613211220
2009-01-12,1576865040
2009-01-13,1610415360
2009-01-14,1534927140
2009-01-15,1599231920
2009-01-16,1683107720
2009-01-20,1593640200
2009-01-21,1613211220
2009-01-22,1576865040
2009-01-23,1599231920
2009-01-26,1585252620
2009-01-27,1579660900
2009-01-28,1610415360
2009-01-29,1649557400
2009-01-30,1616007080
2009-02-02,1699882880
2009-02-03,1708270460
2009-02-04,1719453900
2009-02-05,1772575240
2009-02-06,1817309000
2009-02-09,1825696580
2009-02-10,1758595940
2009-02-11,1697087020
2009-02-12,1733433200
2009-02-13,1705474600
2009-02-17,1688699440
2009-02-18,1683107720
2009-02-19,1674720140
2009-02-20,1680311860
2009-02-23,1557294020
2009-02-24,1515356120
2009-02-25,1599231920
2009-02-26,1677516000
2009-02-27,1887205500
2009-03-02,1853655180
2009-03-03,1814513140
2009-03-04,1887205500
2009-03-05,1817309000
2009-03-06,1705474600
2009-03-09,1733433200
2009-03-10,1820104860
2009-03-11,1814513140
2009-03-12,1820104860
2009-03-13,1834084160
2009-03-16,1929143400
2009-03-17,1959897860
2009-03-18,2007427480
2009-03-19,2001835760
2009-03-20,2007427480
2009-03-23,2105282580
2009-03-24,2091303280
2009-03-25,1993448180
2009-03-26,2091303280
2009-03-27,2077323980
2009-03-30,1999039900
2009-03-31,2002384440
2009-04-01,2005188900
2009-04-02,2117367300
2009-04-03,2176260960
2009-04-06,2134194060
2009-04-07,2117367300
2009-04-08,2173456500
2009-04-09,2257590300
2009-04-13,2251981380
2009-04-14,2218327860
2009-04-15,2243568000
2009-04-16,2310875040
2009-04-17,2310875040
2009-04-20,2263199220
2009-04-21,2257590300
2009-04-22,2294048280
2009-04-23,2282830440
2009-04-24,2302461660
2009-04-27,2243568000
2009-04-28,2190283260
2009-04-29,2294048280
2009-04-30,2380986540
2009-05-01,2425857900
2009-05-04,2428662360
2009-05-05,2462315880
2009-05-06,2414640060
2009-05-07,2327701800
2009-05-08,2327701800
2009-05-11,2263199220
2009-05-12,2187478800
2009-05-13,2139802980
2009-05-14,2136998520
2009-05-15,2139802980
2009-05-18,2193087720
2009-05-19,2156629740
2009-05-20,2145411900
2009-05-21,2125780680
2009-05-22,2148216360
2009-05-26,2195892180
2009-05-27,2181869880
2009-05-28,2153825280
2009-05-29,2134194060
2009-06-01,2207110020
2009-06-02,2263199220
2009-06-03,2260394760
2009-06-04,2251981380
2009-06-05,2251981380
2009-06-08,2215523400
2009-06-09,2243568000
2009-06-10,2232350160
2009-06-11,2229545700
2009-06-12,2209914480
2009-06-15,2226741240
2009-06-16,2201501100
2009-06-17,2221132320
2009-06-18,2235154620
2009-06-19,2251981380
2009-06-22,2187478800
2009-06-23,2145411900
2009-06-24,2215523400
2009-06-25,2280025980
2009-06-26,2282830440
2009-06-29,2285634900
2009-06-30,2316679160
2009-07-01,2311049320
2009-07-02,2282900120
2009-07-06,2237861400
2009-07-07,2220971880
2009-07-08,2190007760
2009-07-09,2209712200
2009-07-10,2204082360
2009-07-13,2198452520
2009-07-14,2240676320
2009-07-15,2288529960
2009-07-16,2322309000
2009-07-17,2342013440
2009-07-20,2533428000
2009-07-21,2488389280
2009-07-22,2502463880
2009-07-23,2578466720
2009-07-24,2561577200
2009-07-27,2541872760
2009-07-28,2541872760
2009-07-29,2541872760
2009-07-30,2471499760
2009-07-31,2524983240
2009-08-03,2505278800
2009-08-04,2533428000
2009-08-05,2513723560
2009-08-06,2496834040
2009-08-07,2533428000
2009-08-10,2522168320
2009-08-11,2479944520
2009-08-12,2465869920
2009-08-13,2502463880
2009-08-14,2482759440
2009-08-17,2353273120
2009-08-18,2361717880
2009-08-19,2434905800
2009-08-20,2516538480
2009-08-21,2544687679
2009-08-24,2502463880
2009-08-25,2440535640
2009-08-26,2434905800
2009-08-27,2434905800
2009-08-28,2457425160
2009-08-31,2443350560
2009-09-01,2364532800
2009-09-02,2367347720
2009-09-03,2372977560
2009-09-04,2406756600
2009-09-08,2423646120
2009-09-09,2434905800
2009-09-10,2440535640
2009-09-11,2477129600
2009-09-14,2558762280
2009-09-15,2676988920
2009-09-16,2691063520
2009-09-17,2685433679
2009-09-18,2682618760
2009-09-21,2682618760
2009-09-22,2674174000
2009-09-23,2617875600
2009-09-24,2595356240
2009-09-25,2600986080
2009-09-28,2603801000
2009-09-29,2623505440
2009-09-30,2621426220
2009-10-01,2649704820
2009-10-02,2635565520
2009-10-05,2694950580
2009-10-06,2700606300
2009-10-07,2717573460
2009-10-08,2754335640
2009-10-09,2785442100
2009-10-12,2694950580
2009-10-13,2703434160
2009-10-14,2700606300
2009-10-15,2726057040
2009-10-16,2677983420
2009-10-19,2658188400
2009-10-20,2584664040
2009-10-21,2595975480
2009-10-22,2621426220
2009-10-23,2624254080
2009-10-26,2615770500
2009-10-27,2513967540
2009-10-28,2389541700
2009-10-29,2516795400
2009-10-30,2443271040
2009-11-02,2448926760
2009-11-03,2545074000
2009-11-04,2471549640
2009-11-05,2446098900
2009-11-06,2434787460
2009-11-09,2502656100
2009-11-10,2525278980
2009-11-11,2559213300
2009-11-12,2513967540
2009-11-13,2533762560
2009-11-16,2604459060
2009-11-17,2621426220
2009-11-18,2564869020
2009-11-19,2545074000
2009-11-20,2519623260
2009-11-23,2550729720
2009-11-24,2547901860
2009-11-25,2547901860
2009-11-27,2482861080
2009-11-30,2463066060
2009-12-01,2513967540
2009-12-02,2576180460
2009-12-03,2610114780
2009-12-04,2655360540
2009-12-07,2635565520
2009-12-08,2604459060
2009-12-09,2607286920
2009-12-10,2627081939
2009-12-11,2615770500
2009-12-14,2646876960
2009-12-15,2711917740
2009-12-16,2697778439
2009-12-17,2669499840
2009-12-18,2717573460
2009-12-21,2726057040
2009-12-22,2757163500
2009-12-23,2771302800
2009-12-24,2788269960
2009-12-28,2827860000
2009-12-29,2793925680
2009-12-30,2827860000
2009-12-31,2787002400
2010-01-04,2801221800
2010-01-05,2818285080
2010-01-06,2815441200
2010-01-07,2821128960
2010-01-08,2863787160
2010-01-11,2920664760
2010-01-12,2897913720
2010-01-13,2883694320
2010-01-14,2846723880
2010-01-15,2843880000
2010-01-19,2843880000
2010-01-20,2843880000
2010-01-21,2823972840
2010-01-22,2789846280
2010-01-25,2804065680
2010-01-26,2761407480
2010-01-27,2741500320
2010-01-28,2695998240
2010-01-29,2667559440
2010-02-01,2650496160
2010-02-02,2687466600
2010-02-03,2644808400
2010-02-04,2604994080
2010-02-05,2613525720
2010-02-08,2579399160
2010-02-09,2619213480
2010-02-10,2630589000
2010-02-11,2641964519
2010-02-12,2676091080
2010-02-16,2676091080
2010-02-17,2678934960
2010-02-18,2684622720
2010-02-19,2676091080
2010-02-22,2667559440
2010-02-23,2639120640
2010-02-24,2693154360
2010-02-25,2693154360
2010-02-26,2721593160
2010-03-01,2755719720
2010-03-02,2809753440
2010-03-03,2829660600
2010-03-04,2829660600
2010-03-05,2866631040
2010-03-08,2875162680
2010-03-09,2926352519
2010-03-10,2923508640
2010-03-11,2951947440
2010-03-12,2946259680
2010-03-15,2929196400
2010-03-16,2934884160
2010-03-17,2900757600
2010-03-18,2895069840
2010-03-19,2858099400
2010-03-22,2895069840
2010-03-23,2912133120
2010-03-24,2872318800
2010-03-25,2823972840
2010-03-26,2789846280
2010-03-29,2849567760
2010-03-30,2872318800
2010-03-31,2899692600
2010-04-01,2905406280
2010-04-05,2888265240
2010-04-06,2876837880
2010-04-07,2879694720
2010-04-08,2873981040
2010-04-09,2885408400
2010-04-12,2916833640
2010-04-13,2902549440
2010-04-14,2928261000
2010-04-15,2956829400
2010-04-16,2916833640
2010-04-19,2939688359
2010-04-20,2973970440
2010-04-21,2965399920
2010-04-22,2999682000
2010-04-23,3059675640
2010-04-26,3082530359
2010-04-27,3019679880
2010-04-28,3028250400
2010-04-29,3025393560
2010-04-30,3011109359
2010-05-03,3033964080
2010-05-04,2916833640
2010-05-05,2873981040
2010-05-06,2773991640
2010-05-07,2662574880
2010-05-10,2819701080
2010-05-11,2816844240
2010-05-12,2891122080
2010-05-13,2842555800
2010-05-14,2731139040
2010-05-17,2708284320
2010-05-18,2631149640
2010-05-19,2608294920
2010-05-20,2499735000
2010-05-21,2571156000
2010-05-24,2565442320
2010-05-25,2599724400
2010-05-26,2585440200
2010-05-27,2659718040
2010-05-28,2631149640
2010-06-01,2559728640
2010-06-02,2611151760
2010-06-03,2662574880
2010-06-04,2585440200
2010-06-07,2519732880
2010-06-08,2531160240
2010-06-09,2554014960
2010-06-10,2665431720
2010-06-11,2696856960
2010-06-14,2702570640
2010-06-15,2765421120
2010-06-16,2771134800
2010-06-17,2813987400
2010-06-18,2822557920
2010-06-21,2825414760
2010-06-22,2785419000
2010-06-23,2813987400
2010-06-24,2805416880
2010-06-25,2799703200
2010-06-28,2816844240
2010-06-29,2733995880
2010-06-30,2762014240
2010-07-01,2750553600
2010-07-02,2713306520
2010-07-06,2724767160
2010-07-07,2830778080
2010-07-08,2865160000
2010-07-09,2890946440
2010-07-12,2890946440
2010-07-13,2931058680
2010-07-14,2968305760
2010-07-15,2956845120
2010-07-16,2856564520
2010-07-19,2885216120
2010-07-20,2928193520
2010-07-21,2899541920
2010-07-22,2982631560
2010-07-23,3005552840
2010-07-26,3005552840
2010-07-27,3008418000
2010-07-28,3008418000
2010-07-29,2827912920
2010-07-30,2833643240
2010-08-02,2925328360
2010-08-03,2890946440
2010-08-04,2925328360
2010-08-05,2905272240
2010-08-06,2896676760
2010-08-09,2936789000
2010-08-10,2885216120
2010-08-11,2804991639
2010-08-12,2793531000
2010-08-13,2776340040
2010-08-16,2793531000
2010-08-17,2816452280
2010-08-18,2804991639
2010-08-19,2747688440
2010-08-20,2733362639
2010-08-23,2693250400
2010-08-24,2610160760
2010-08-25,2578644000
2010-08-26,2595834960
2010-08-27,2661733639
2010-08-30,2638812360
2010-08-31,2664598800
2010-09-01,2767744560
2010-09-02,2793531000
2010-09-03,2873755480
2010-09-07,2802126480
2010-09-08,2825047760
2010-09-09,2839373560
2010-09-10,2802126480
2010-09-13,2853699360
2010-09-14,2847969040
2010-09-15,2862294840
2010-09-16,2862294840
2010-09-17,2839373560
2010-09-20,2945384480
2010-09-21,2956845120
2010-09-22,2979766400
2010-09-23,2902407080
2010-09-24,2979766400
2010-09-27,2971170920
2010-09-28,2890946440
2010-09-29,2945384480
2010-09-30,3011361600
2010-10-01,3008466060
2010-10-04,2956346340
2010-10-05,3034525920
2010-10-06,3020048220
2010-10-07,3022943760
2010-10-08,3040317000
2010-10-11,3066376860
2010-10-12,3080854560
2010-10-13,3127183200
2010-10-14,3118496580
2010-10-15,3167720760
2010-10-18,3167720760
2010-10-19,3118496580
2010-10-20,3170616300
2010-10-21,3164825220
2010-10-22,3179302920
2010-10-25,3185094000
2010-10-26,3179302920
2010-10-27,3127183200
2010-10-28,3185094000
2010-10-29,3150347520
2010-11-01,3150347520
2010-11-02,3179302920
2010-11-03,3185094000
2010-11-04,3251691420
2010-11-05,3271960200
2010-11-08,3245900340
2010-11-09,3225631560
2010-11-10,3266169120
2010-11-11,3303811140
2010-11-12,3266169120
2010-11-15,3231422640
2010-11-16,3179302920
2010-11-17,3205362780
2010-11-18,3234318180
2010-11-19,3176407380
2010-11-22,3153243060
2010-11-23,3109809960
2010-11-24,3153243060
2010-11-26,3164825220
2010-11-29,3089541180
2010-11-30,3124287659
2010-12-01,3176407380
2010-12-02,3182198460
2010-12-03,3190885080
2010-12-06,3260378040
2010-12-07,3240109260
2010-12-08,3254586960
2010-12-09,3263273580
2010-12-10,3298020060
2010-12-13,3300915600
2010-12-14,3335662080
2010-12-15,3309602220
2010-12-16,3335662080
2010-12-17,3315393300
2010-12-20,3289333440
2010-12-21,3303811140
2010-12-22,3309602220
2010-12-23,3274855740
2010-12-27,3298020060
2010-12-28,3324079920
2010-12-29,3344348700
2010-12-30,3355930860
2010-12-31,3308281920
2011-01-03,3369438540
2011-01-04,3375262980
2011-01-05,3386911860
2011-01-06,3343228560
2011-01-07,3349053000
2011-01-10,3448068480
2011-01-11,3471366240
2011-01-12,3471366240
2011-01-13,3456805140
2011-01-14,3398560740
2011-01-18,3430595160
2011-01-19,3404385180
2011-01-20,3386911860
2011-01-21,3410209620
2011-01-24,3503400660
2011-01-25,3541259520
2011-01-26,3535435080
2011-01-27,3523786200
2011-01-28,3450980700
2011-01-31,3517961760
2011-02-01,3596591700
2011-02-02,3552908400
2011-02-03,3515049540
2011-02-04,3555820620
2011-02-07,3608240580
2011-02-08,3646099440
2011-02-09,3660660540
2011-02-10,3695607180
2011-02-11,3748027140
2011-02-14,3745114920
2011-02-15,3724729379
2011-02-16,3733466040
2011-02-17,3794622660
2011-02-18,3791710440
2011-02-22,3742202700
2011-02-23,3634450560
2011-02-24,3465541800
2011-02-25,3436419600
2011-02-28,3459717360
2011-03-01,3421858500
2011-03-02,3433507379
2011-03-03,3483015120
2011-03-04,3465541800
2011-03-07,3474278460
2011-03-08,3483015120
2011-03-09,3465541800
2011-03-10,3407297400
2011-03-11,3375262980
2011-03-14,3349053000
2011-03-15,3317018580
2011-03-16,3255861960
2011-03-17,3302457480
2011-03-18,3302457480
2011-03-21,3471366240
2011-03-22,3383999640
2011-03-23,3354877440
2011-03-24,3369438540
2011-03-25,3421858500
2011-03-28,3351965220
2011-03-29,3418946280
2011-03-30,3468454020
2011-03-31,3516599700
2011-04-01,3528273060
2011-04-04,3551619780
2011-04-05,3537028080
2011-04-06,3496171320
2011-04-07,3464069580
2011-04-08,3426131160
2011-04-11,3469906260
2011-04-12,3484497960
2011-04-13,3455314560
2011-04-14,3426131160
2011-04-15,3429049500
2011-04-18,3399866100
2011-04-19,3361927680
2011-04-20,3458232900
2011-04-21,3502008000
2011-04-25,3458232900
2011-04-26,3487416300
2011-04-27,3537028080
2011-04-28,3677108400
2011-04-29,3680026740
2011-05-02,3697536780
2011-05-03,3691700100
2011-05-04,3662516700
2011-05-05,3633333300
2011-05-06,3647925000
2011-05-09,3677108400
2011-05-10,3814270380
2011-05-11,3823025400
2011-05-12,3887228880
2011-05-13,3881392200
2011-05-16,3814270380
2011-05-17,3846372120
2011-05-18,3878473859
2011-05-19,3858045480
2011-05-20,3831780420
2011-05-23,3770495280
2011-05-24,3738393540
2011-05-25,3776331960
2011-05-26,3825943740
2011-05-27,3837617100
2011-05-31,3881392200
2011-06-01,3752985240
2011-06-02,3735475200
2011-06-03,3659598359
2011-06-06,3601231560
2011-06-07,3668353380
2011-06-08,3592476540
2011-06-09,3612904920
2011-06-10,3572048160
2011-06-13,3574966500
2011-06-14,3685863420
2011-06-15,3671271720
2011-06-16,3694618440
2011-06-17,3685863420
2011-06-20,3694618440
2011-06-21,3735475200
2011-06-22,3720883500
2011-06-23,3715046820
2011-06-24,3706291800
2011-06-27,3735475200
2011-06-28,3805515359
2011-06-29,3828862080
2011-06-30,3819082500
2011-07-01,3912730500
2011-07-05,3939069000
2011-07-06,3988819500
2011-07-07,4047349500
2011-07-08,4012231500
2011-07-11,3918583500
2011-07-12,3912730500
2011-07-13,3883465500
2011-07-14,3792744000
2011-07-15,3798597000
2011-07-18,3745920000
2011-07-19,3842494500
2011-07-20,3851274000
2011-07-21,3877612500
2011-07-22,3898098000
2011-07-25,3962480999
2011-07-26,3903951000
2011-07-27,3745920000
2011-07-28,3631786500
2011-07-29,3596668499
2011-08-01,3587889000
2011-08-02,3473755500
2011-08-03,3500094000
2011-08-04,3286459500
2011-08-05,3353769000
2011-08-08,3040633500
2011-08-09,3397666500
2011-08-10,3254268000
2011-08-11,3400593000
2011-08-12,3579109500
2011-08-15,3558624000
2011-08-16,3438637500
2011-08-17,3450343499
2011-08-18,3292312500
2011-08-19,3251341500
2011-08-22,3292312500
2011-08-23,3426931500
2011-08-24,3491314500
2011-08-25,3459123000
2011-08-26,3558624000
2011-08-29,3658125000
2011-08-30,3690316500
2011-08-31,3745920000
2011-09-01,3704949000
2011-09-02,3587889000
2011-09-06,3611301000
2011-09-07,3728361000
2011-09-08,3681537000
2011-09-09,3628860000
2011-09-12,3675684000
2011-09-13,3713728500
2011-09-14,3874686000
2011-09-15,3944922000
2011-09-16,3862980000
2011-09-19,3813229500
2011-09-20,3731287500
2011-09-21,3582036000
2011-09-22,3441564000
2011-09-23,3517653000
2011-09-26,3570330000
2011-09-27,3649345500
2011-09-28,3564477000
2011-09-29,3661051500
2011-09-30,3542870720
2011-10-03,3349303280
2011-10-04,3545803560
2011-10-05,3809759160
2011-10-06,3959334000
2011-10-07,3927072760
2011-10-10,4085446120
2011-10-11,4114774520
2011-10-12,4164632800
2011-10-13,4155834280
2011-10-14,4135304400
2011-10-17,4038520680
2011-10-18,4164632800
2011-10-19,4100110320
2011-10-20,4044386359
2011-10-21,4147035760
2011-10-24,4237953800
2011-10-25,4176364160
2011-10-26,4117707359
2011-10-27,4384595800
2011-10-28,4340603200
2011-10-31,4279013560
2011-11-01,4082513280
2011-11-02,4211558240
2011-11-03,4276080720
2011-11-04,4261416520
2011-11-07,4164632800
2011-11-08,4293677760
2011-11-09,4155834280
2011-11-10,4208625400
2011-11-11,4337670360
2011-11-14,4325939000
2011-11-15,4378730120
2011-11-16,4308341960
2011-11-17,4235020960
2011-11-18,4199826880
2011-11-21,4147035760
2011-11-22,4144102920
2011-11-23,4061983400
2011-11-25,4041453520
2011-11-28,4193961200
2011-11-29,4273147880
2011-11-30,4478446680
2011-12-01,4375797280
2011-12-02,4387528640
2011-12-05,4434454080
2011-12-06,4399260000
2011-12-07,4416857040
2011-12-08,4340603200
2011-12-09,4393394320
2011-12-12,4408058520
2011-12-13,4276080720
2011-12-14,4135304400
2011-12-15,4252618000
2011-12-16,4334737520
2011-12-19,4284879240
2011-12-20,4393394320
2011-12-21,4410991360
2011-12-22,4393394320
2011-12-23,4434454080
2011-12-27,4457916800
2011-12-28,4375797280
2011-12-29,4437386920
2011-12-30,4410991360
2012-01-03,4528938420
2012-01-04,4555423440
2012-01-05,4649592400
2012-01-06,4596622360
2012-01-09,4608393480
2012-01-10,4720219120
2012-01-11,4708448000
2012-01-12,4708448000
2012-01-13,4670191860
2012-01-17,4664306300
2012-01-18,4726104680
2012-01-19,4793788620
2012-01-20,4796731400
2012-01-23,4793788620
2012-01-24,4817330860
2012-01-25,4796731400
2012-01-26,4782017500
2012-01-27,4808502520
2012-01-30,4802616960
2012-01-31,4796731400
2012-02-01,4926213720
2012-02-02,4808502520
2012-02-03,4770246380
2012-02-06,4823216420
2012-02-07,4784960280
2012-02-08,4729047460
2012-02-09,4761418040
2012-02-10,4684905760
2012-02-13,4661363520
2012-02-14,4681962980
2012-02-15,4679020200
2012-02-16,4808502520
2012-02-17,4749646920
2012-02-21,4770246380
2012-02-22,4740818580
2012-02-23,4796731400
2012-02-24,4761418040
2012-02-27,4664306300
2012-02-28,4755532480
2012-02-29,4687848540
2012-03-01,4770246380
2012-03-02,4755532480
2012-03-05,4623107380
2012-03-06,4523052860
2012-03-07,4561309000
2012-03-08,4602507920
2012-03-09,4634878500
2012-03-12,4587794020
2012-03-13,4681962980
2012-03-14,4614279040
2012-03-15,4605450700
2012-03-16,4587794020
2012-03-19,4661363520
2012-03-20,4661363520
2012-03-21,4623107380
2012-03-22,4581908460
2012-03-23,4614279040
2012-03-26,4649592400
2012-03-27,4679020200
2012-03-28,4673134640
2012-03-29,4634878500
2012-03-30,4587794020
2012-04-02,4639005900
2012-04-03,4671487800
2012-04-04,4565183400
2012-04-05,4553371800
2012-04-09,4485455100
2012-04-10,4343715900
2012-04-11,4390962300
2012-04-12,4444114500
2012-04-13,4426397100
2012-04-16,4438208700
2012-04-17,4461831900
2012-04-18,4432302900
2012-04-19,4435255800
2012-04-20,4488408000
2012-04-23,4423444200
2012-04-24,4376197800
2012-04-25,4500219600
2012-04-26,4943154600
2012-04-27,5011071300
2012-04-30,4940201700
2012-05-01,5037647400
2012-05-02,5052411900
2012-05-03,5099658300
2012-05-04,5028788700
2012-05-07,5129187300
2012-05-08,5164622100
2012-05-09,5140998900
2012-05-10,5185292400
2012-05-11,5247303300
2012-05-14,5214821400
2012-05-15,5241397500
2012-05-16,5335890300
2012-05-17,5140998900
2012-05-18,5028788700
2012-05-21,5194151100
2012-05-22,5167575000
2012-05-23,5182339500
2012-05-24,5270926500
2012-05-25,5247303300
2012-05-29,5356560600
2012-05-30,5312267100
2012-05-31,5380183800
2012-06-01,5108517000
2012-06-04,5078988000
2012-06-05,5111469900
2012-06-06,5273879400
2012-06-07,5324078700
2012-06-08,5347701900
2012-06-11,5238444600
2012-06-12,5238444600
2012-06-13,5241397500
2012-06-14,5208915600
2012-06-15,5205962700
2012-06-18,5403807000
2012-06-19,5462865000
2012-06-20,5427430200
2012-06-21,5259114900
2012-06-22,5235491700
2012-06-25,5099658300
2012-06-26,5167575000
2012-06-27,5014024200
2012-06-28,4724640000
2012-06-29,4925437200
2012-07-02,5003856560
2012-07-03,5101680770
2012-07-05,5080930180
2012-07-06,5036464630
2012-07-09,5033500260
2012-07-10,5080930180
2012-07-11,5048322110
2012-07-12,4953462270
2012-07-13,5057215220
2012-07-16,5027571520
2012-07-17,5125395730
2012-07-18,5175790020
2012-07-19,5220255570
2012-07-20,5163932540
2012-07-23,5066108330
2012-07-24,4983105970
2012-07-25,5015714040
2012-07-26,5267685490
2012-07-27,5309186670
2012-07-30,5303257930
2012-07-31,5238041790
2012-08-01,5220255570
2012-08-02,5190611870
2012-08-03,5300293560
2012-08-06,5383295920
2012-08-07,5472227020
2012-08-08,5543371900
2012-08-09,5590801820
2012-08-10,5679732920
2012-08-13,5715305360
2012-08-14,5724198470
2012-08-15,5596730560
2012-08-16,5661946700
2012-08-17,5741984690
2012-08-20,5765699650
2012-08-21,5762735280
2012-08-22,5753842170
2012-08-23,5777557130
2012-08-24,5679732920
2012-08-27,5632303000
2012-08-28,5703447880
2012-08-29,5739020320
2012-08-30,5605623670
2012-08-31,5593766190
2012-09-04,5691590400
2012-09-05,5673804180
2012-09-06,5777557130
2012-09-07,5893167560
2012-09-10,5780521500
2012-09-11,5771628390
2012-09-12,5833880160
2012-09-13,5768664020
2012-09-14,5795343350
2012-09-17,5703447880
2012-09-18,5578944340
2012-09-19,5555229380
2012-09-20,5602659300
2012-09-21,5593766190
2012-09-24,5632303000
2012-09-25,5691590400
2012-09-26,5561158120
2012-09-27,5584873080
2012-09-28,5478155760
2012-10-01,5519245410
2012-10-02,5537078190
2012-10-03,5658935520
2012-10-04,5730266640
2012-10-05,5754043680
2012-10-08,5768904330
2012-10-09,5730266640
2012-10-10,5721350250
2012-10-11,5852123970
2012-10-12,5834291190
2012-10-15,5982897690
2012-10-16,6107727150
2012-10-17,6202835310
2012-10-18,6182030400
2012-10-19,6072061590
2012-10-22,6080977980
2012-10-23,6033423900
2012-10-24,5979925560
2012-10-25,5959120650
2012-10-26,6170141880
2012-10-31,6202835310
2012-11-01,6455466360
2012-11-02,6253361520
2012-11-05,6321720510
2012-11-06,6485187660
2012-11-07,6378190980
2012-11-08,6348469680
2012-11-09,6297943470
2012-11-12,6265250039
2012-11-13,6205807440
2012-11-14,6054228810
2012-11-15,6134476320
2012-11-16,6199863180
2012-11-19,6315776250
2012-11-20,6378190980
2012-11-21,6452494230
2012-11-23,6541658130
2012-11-26,6428717190
2012-11-27,6390079500
2012-11-28,6467354880
2012-11-29,6437633580
2012-11-30,6508964700
2012-12-03,6473299140
2012-12-04,6410884410
2012-12-05,6479243400
2012-12-06,6381163110
2012-12-07,6401968020
2012-12-10,6404940150
2012-12-11,6396023760
2012-12-12,6318748380
2012-12-13,6220668090
2012-12-14,6152309100
2012-12-17,6167169750
2012-12-18,6220668090
2012-12-19,6182030400
2012-12-20,6354413940
2012-12-21,6333609030
2012-12-24,6381163110
2012-12-26,6247417260
2012-12-27,6247417260
2012-12-28,6161225490
2012-12-31,6292568600
2013-01-02,6635528500
2013-01-03,6656404320
2013-01-04,6647457540
2013-01-07,6719031780
2013-01-08,6796570540
2013-01-09,6969541620
2013-01-10,6829375400
2013-01-11,6757801160
2013-01-14,6668333360
2013-01-15,6713067260
2013-01-16,6716049520
2013-01-17,6775694720
2013-01-18,6751836640
2013-01-22,6733943079
2013-01-23,6763765680
2013-01-24,6859198000
2013-01-25,6972523880
2013-01-28,6978488400
2013-01-29,6936736760
2013-01-30,6733943079
2013-01-31,6677280140
2013-02-01,6877091560
2013-02-04,6751836640
2013-02-05,6927789980
2013-02-06,6874109300
2013-02-07,6918843200
2013-02-08,7076902980
2013-02-11,6951648060
2013-02-12,6918843200
2013-02-13,6936736760
2013-02-14,6883056079
2013-02-15,6933754500
2013-02-19,6683244660
2013-02-20,6739907600
2013-02-21,6557989740
2013-02-22,6704120480
2013-02-25,6671315620
2013-02-26,6671315620
2013-02-27,6838322180
2013-02-28,6319408940
2013-03-01,6092757180
2013-03-04,6161349160
2013-03-05,6107668480
2013-03-06,6015218420
2013-03-07,6027147460
2013-03-08,6388000920
2013-03-11,6438699340
2013-03-12,6382036400
2013-03-13,6501326800
2013-03-14,6453610640
2013-03-15,6289586340
2013-03-18,6232923400
