,HP
2004-08-25,1281905180
2004-08-26,1281905180
2004-08-27,1283922340
2004-08-30,1272827960
2004-08-31,1304093940
2004-09-01,1332334180
2004-09-02,1337377080
2004-09-03,1345445720
2004-09-07,1331325600
2004-09-08,1344437140
2004-09-09,1375703120
2004-09-10,1354522940
2004-09-13,1358557260
2004-09-14,1353514360
2004-09-15,1370660220
2004-09-16,1383771760
2004-09-17,1389823240
2004-09-20,1377720280
2004-09-21,1414029160
2004-09-22,1413020580
2004-09-23,1420080640
2004-09-24,1458406680
2004-09-27,1447312300
2004-09-28,1466475320
2004-09-29,1446303720
2004-09-30,1450584100
2004-10-01,1491018500
2004-10-04,1472823020
2004-10-05,1464736140
2004-10-06,1537518060
2004-10-07,1512246560
2004-10-08,1509213980
2004-10-11,1464736140
2004-10-12,1457660120
2004-10-13,1442497220
2004-10-14,1461703560
2004-10-15,1465747000
2004-10-18,1433399480
2004-10-19,1436432060
2004-10-20,1493040220
2004-10-21,1499105380
2004-10-22,1475855600
2004-10-25,1480909900
2004-10-26,1481920760
2004-10-27,1450584100
2004-10-28,1430366900
2004-10-29,1443508080
2004-11-01,1444518940
2004-11-02,1398019380
2004-11-03,1437442920
2004-11-04,1427334320
2004-11-05,1427334320
2004-11-08,1404084540
2004-11-09,1405095400
2004-11-10,1434410340
2004-11-11,1463725280
2004-11-12,1509213980
2004-11-15,1475855600
2004-11-16,1487985920
2004-11-17,1514268280
2004-11-18,1528420320
2004-11-19,1568854720
2004-11-22,1600191380
2004-11-23,1619397720
2004-11-24,1639614920
2004-11-26,1640625780
2004-11-29,1635571480
2004-11-30,1649723520
2004-12-01,1600191380
2004-12-02,1568854720
2004-12-03,1585028480
2004-12-06,1574919880
2004-12-07,1539539780
2004-12-08,1555713540
2004-12-09,1583006760
2004-12-10,1559756980
2004-12-13,1572898160
2004-12-14,1634560620
2004-12-15,1674995020
2004-12-16,1657810399
2004-12-17,1672973300
2004-12-20,1676005879
2004-12-21,1708353399
2004-12-22,1690157920
2004-12-23,1700266520
2004-12-27,1667919000
2004-12-28,1684092760
2004-12-29,1726548879
2004-12-30,1720483720
2004-12-31,1734508200
2005-01-03,1647884700
2005-01-04,1644827400
2005-01-05,1630560000
2005-01-06,1669285800
2005-01-07,1609158900
2005-01-10,1629540900
2005-01-11,1626483600
2005-01-12,1660113900
2005-01-13,1664190299
2005-01-14,1680495899
2005-01-18,1715145299
2005-01-19,1737565500
2005-01-20,1715145299
2005-01-21,1746737400
2005-01-24,1775272200
2005-01-25,1763043000
2005-01-26,1817055299
2005-01-27,1862914800
2005-01-28,1896545100
2005-01-31,1931194500
2005-02-01,1927118100
2005-02-02,1987245000
2005-02-03,1979092200
2005-02-04,1993359599
2005-02-07,1967882099
2005-02-08,1964824800
2005-02-09,1960748399
2005-02-10,2012722500
2005-02-11,2033104500
2005-02-14,2018837099
2005-02-15,2023932600
2005-02-16,2081002200
2005-02-17,2043295500
2005-02-18,2070811200
2005-02-22,2023932600
2005-02-23,2039219100
2005-02-24,2046352799
2005-02-25,2064696600
2005-02-28,2040238200
2005-03-01,2024951700
2005-03-02,2023932600
2005-03-03,2090174100
2005-03-04,2094250500
2005-03-07,2074887600
2005-03-08,2054505600
2005-03-09,1981130400
2005-03-10,1926098999
2005-03-11,1940366400
2005-03-14,1964824800
2005-03-15,1961767500
2005-03-16,1971958500
2005-03-17,1986225899
2005-03-18,2002531499
2005-03-21,1987245000
2005-03-22,1998455100
2005-03-23,1936290000
2005-03-24,1954633800
2005-03-28,1984187700
2005-03-29,1924060800
2005-03-30,1949538300
2005-03-31,4065850880
2005-04-01,4100689320
2005-04-04,4084294760
2005-04-05,4055604280
2005-04-06,4166267559
2005-04-07,4170366200
2005-04-08,4094541360
2005-04-11,4143725040
2005-04-12,4092492040
2005-04-13,3967483520
2005-04-14,3996174000
2005-04-15,3873214799
2005-04-18,3922398480
2005-04-19,4041259040
2005-04-20,4010519240
2005-04-21,4094541360
2005-04-22,4131429120
2005-04-25,4194958040
2005-04-26,4125281160
2005-04-27,3994124679
2005-04-28,3926497120
2005-04-29,3938793040
2005-05-02,4088393400
2005-05-03,3985927400
2005-05-04,4076097480
2005-05-05,4121182520
2005-05-06,4186760760
2005-05-09,4319966560
2005-05-10,4291276080
2005-05-11,4211352600
2005-05-12,3967483520
2005-05-13,3858869559
2005-05-16,3830179080
2005-05-17,3895757320
2005-05-18,3944941000
2005-05-19,3983878080
2005-05-20,3944941000
2005-05-23,4045357679
2005-05-24,4065850880
2005-05-25,4051505640
2005-05-26,4098640000
2005-05-27,4186760760
2005-05-31,4250289679
2005-06-01,4254388320
2005-06-02,4276930840
2005-06-03,4293325400
2005-06-06,4322015880
2005-06-07,4274881520
2005-06-08,4313818600
2005-06-09,4436777800
2005-06-10,4440876440
2005-06-13,4428580520
2005-06-14,4420383240
2005-06-15,4481862840
2005-06-16,4586378160
2005-06-17,4637611160
2005-06-20,4592526120
2005-06-21,4516701280
2005-06-22,4582279520
2005-06-23,4654005720
2005-06-24,4694992120
2005-06-27,4762619680
2005-06-28,4717534640
2005-06-29,4758521040
2005-06-30,2439511560
2005-07-01,2475906660
2005-07-05,2559095460
2005-07-06,2549736720
2005-07-07,2568454200
2005-07-08,2571573780
2005-07-11,2644363980
2005-07-12,2691157680
2005-07-13,2654762580
2005-07-14,2568454200
2005-07-15,2554936020
2005-07-18,2546617140
2005-07-19,2642284260
2005-07-20,2622526920
2005-07-21,2589251400
2005-07-22,2747310120
2005-07-25,2805542280
2005-07-26,2801382840
2005-07-27,2944883520
2005-07-28,2903289120
2005-07-29,2969840160
2005-08-01,3085264620
2005-08-02,3118540140
2005-08-03,3014554140
2005-08-04,3067587000
2005-08-05,2989597500
2005-08-08,3055108680
2005-08-09,3062387700
2005-08-10,3113340840
2005-08-11,3093583500
2005-08-12,3015594000
2005-08-15,2939684220
2005-08-16,2881452060
2005-08-17,2785784940
2005-08-18,2773306620
2005-08-19,2834658360
2005-08-22,2841937380
2005-08-23,2862734580
2005-08-24,2943843660
2005-08-25,2968800300
2005-08-26,2890810800
2005-08-29,2899129680
2005-08-30,2950082820
2005-08-31,3089424060
2005-09-01,3071746440
2005-09-02,3031191900
2005-09-06,3067587000
2005-09-07,3056148540
2005-09-08,3029112180
2005-09-09,3089424060
2005-09-12,3041590500
2005-09-13,3031191900
2005-09-14,3080065320
2005-09-15,3101902380
2005-09-16,3115420560
2005-09-19,3177812160
2005-09-20,3114380700
2005-09-21,3112300980
2005-09-22,3101902380
2005-09-23,3022873020
2005-09-26,3093583500
2005-09-27,3127898880
2005-09-28,3154935240
2005-09-29,3165333840
2005-09-30,6280814800
2005-10-03,6314090640
2005-10-04,6060362360
2005-10-05,5735922920
2005-10-06,5473875680
2005-10-07,5577862680
2005-10-10,5426041660
2005-10-11,5469716200
2005-10-12,5448918800
2005-10-13,5301257260
2005-10-14,5378207640
2005-10-17,5507151520
2005-10-18,5292938300
2005-10-19,5349091280
2005-10-20,5188951300
2005-10-21,5249263760
2005-10-24,5448918800
2005-10-25,5669371240
2005-10-26,5625696700
2005-10-27,5475955420
2005-10-28,5665211760
2005-10-31,5760879800
2005-11-01,5860707320
2005-11-02,5979252500
2005-11-03,5993810680
2005-11-04,5760879800
2005-11-07,5710966040
2005-11-08,5756720320
2005-11-09,5752560840
2005-11-10,5536267880
2005-11-11,5594500600
2005-11-14,5625696700
2005-11-15,5617377740
2005-11-16,5679769940
2005-11-17,5727603960
2005-11-18,5719285000
2005-11-21,5964694320
2005-11-22,6074920540
2005-11-23,6085319240
2005-11-25,6064521840
2005-11-28,5806634080
2005-11-29,5887743940
2005-11-30,6033325740
2005-12-01,6210103640
2005-12-02,6193465720
2005-12-05,6316170380
2005-12-06,6336967780
2005-12-07,6314090640
2005-12-08,6638530080
2005-12-09,6599015020
2005-12-12,6734198120
2005-12-13,6653088260
2005-12-14,6723799420
2005-12-15,6673885660
2005-12-16,6472150880
2005-12-19,6397280240
2005-12-20,6542862040
2005-12-21,6544941780
2005-12-22,6503346980
2005-12-23,6515825420
2005-12-27,6324489340
2005-12-28,6467991400
2005-12-29,6378562580
2005-12-30,6438875040
2006-01-03,3418196760
2006-01-04,3470510760
2006-01-05,3379484399
2006-01-06,3473649600
2006-01-09,3505038000
2006-01-10,3625360200
2006-01-11,3604434600
2006-01-12,3612804840
2006-01-13,3671396520
2006-01-17,3781255920
2006-01-18,3665118840
2006-01-19,3748821240
2006-01-20,3769746840
2006-01-23,3829384800
2006-01-24,3806366640
2006-01-25,3715340280
2006-01-26,3848217840
2006-01-27,3962262359
2006-01-30,4034455680
2006-01-31,4099325040
2006-02-01,3934012800
2006-02-02,3927735120
2006-02-03,3971678880
2006-02-06,4117111800
2006-02-07,3877513680
2006-02-08,3849264120
2006-02-09,3758237760
2006-02-10,3748821240
2006-02-13,3609666000
2006-02-14,3523871040
2006-02-15,3387854640
2006-02-16,3449585160
2006-02-17,3397271160
2006-02-21,3539565240
2006-02-22,3478881000
2006-02-23,3519685920
2006-02-24,3567814800
2006-02-27,3470510760
2006-02-28,3440168640
2006-03-01,3479927280
2006-03-02,3551074320
2006-03-03,3554213160
2006-03-06,3347049720
2006-03-07,3293689440
2006-03-08,3241375440
2006-03-09,3182783760
2006-03-10,3189061440
2006-03-13,3269625000
2006-03-14,3388900920
2006-03-15,3466325640
2006-03-16,3529102439
2006-03-17,3482019840
2006-03-20,3362743920
2006-03-21,3348096000
2006-03-22,3365882760
2006-03-23,3428659560
2006-03-24,3484112399
2006-03-27,3482019840
2006-03-28,3566768520
2006-03-29,3692322120
2006-03-30,3746728680
2006-03-31,7332426579
2006-04-03,7200102640
2006-04-04,7151793899
2006-04-05,7338727719
2006-04-06,7345028860
2006-04-07,7233708719
2006-04-10,7424843300
2006-04-11,7296720120
2006-04-12,7292519360
2006-04-13,7389136840
2006-04-17,7462650140
2006-04-18,7641182440
2006-04-19,7851220440
2006-04-20,7821815120
2006-04-21,7918432600
2006-04-24,7811313219
2006-04-25,7678989280
2006-04-26,7697892700
2006-04-27,7454248620
2006-04-28,7639082059
2006-05-01,7716796120
2006-05-02,7949938300
2006-05-03,7920532980
2006-05-04,8015050079
2006-05-05,8012949700
2006-05-08,8101165660
2006-05-09,8218786940
2006-05-10,8391018100
2006-05-11,8201983899
2006-05-12,7865923100
2006-05-15,7563468380
2006-05-16,7479453180
2006-05-17,7181199219
2006-05-18,6956458559
2006-05-19,6868242600
2006-05-22,6786327780
2006-05-23,6689710300
2006-05-24,6504876860
2006-05-25,6630899660
2006-05-26,6748520940
2006-05-30,6641401560
2006-05-31,6906049440
2006-06-01,6861941460
2006-06-02,7048875280
2006-06-05,6660304980
2006-06-06,6658204600
2006-06-07,6280136200
2006-06-08,6238128600
2006-06-09,6145711880
2006-06-12,5776045000
2006-06-13,5540802440
2006-06-14,5801249560
2006-06-15,6135209980
2006-06-16,6103704280
2006-06-19,5815952220
2006-06-20,5650022200
2006-06-21,5805450320
2006-06-22,5767643480
2006-06-23,5925171980
2006-06-26,5986083000
2006-06-27,5883164380
2006-06-28,5950376540
2006-06-29,6168816060
2006-06-30,3112790560
2006-07-03,3146883520
2006-07-05,3111757440
2006-07-06,3069399520
2006-07-07,3019809760
2006-07-10,2972286240
2006-07-11,3006379200
2006-07-12,2930961440
2006-07-13,2886537280
2006-07-14,2880338560
2006-07-17,2746032960
2006-07-18,2711940000
2006-07-19,2737768000
2006-07-20,2601396160
2006-07-21,2556972000
2006-07-24,2636522240
2006-07-25,2730536160
2006-07-26,2860709280
2006-07-27,2806987040
2006-07-28,2792523360
2006-07-31,2859676160
2006-08-01,2831781920
2006-08-02,2801821440
2006-08-03,2736734880
2006-08-04,2669582080
2006-08-07,2672681440
2006-08-08,2601396160
2006-08-09,2640654720
2006-08-10,2598296800
2006-08-11,2608628000
2006-08-14,2527011520
2006-08-15,2562137600
2006-08-16,2618959200
2006-08-17,2558005120
2006-08-18,2600363040
2006-08-21,2628257280
2006-08-22,2648919680
2006-08-23,2599329920
2006-08-24,2604495520
2006-08-25,2668548960
2006-08-28,2565236960
2006-08-29,2572468800
2006-08-30,2514614080
2006-08-31,2534243360
2006-09-01,2554905760
2006-09-05,2668548960
2006-09-06,2564203840
2006-09-07,2548707040
2006-09-08,2451593760
2006-09-11,2331751840
2006-09-12,2322453760
2006-09-13,2411302080
2006-09-14,2352414240
2006-09-15,2368944160
2006-09-18,2434030720
2006-09-19,2371010400
2006-09-20,2282162080
2006-09-21,2338983680
2006-09-22,2274930240
2006-09-25,2312122560
2006-09-26,2322453760
2006-09-27,2335884320
2006-09-28,2351381120
2006-09-29,2379275360
2006-10-02,2300758240
2006-10-03,2247036000
2006-10-04,2269764640
2006-10-05,2331751840
2006-10-06,2319354400
2006-10-09,2302824480
2006-10-10,2389606560
2006-10-11,2351381120
2006-10-12,2403037120
2006-10-13,2451593760
2006-10-16,2479488000
2006-10-17,2453660000
2006-10-18,2419567040
2006-10-19,2523912160
2006-10-20,2477421760
2006-10-23,2458825600
2006-10-24,2528044640
2006-10-25,2583833120
2006-10-26,2576601280
2006-10-27,2552839520
2006-10-30,2492918560
2006-10-31,2474322400
2006-11-01,2422666400
2006-11-02,2404070240
2006-11-03,2469156800
2006-11-06,2506349120
2006-11-07,2488786080
2006-11-08,2537342720
2006-11-09,2600363040
2006-11-10,2548707040
2006-11-13,2524945280
2006-11-14,2518746560
2006-11-15,2559038240
2006-11-16,2608628000
2006-11-17,2576601280
2006-11-20,2575568160
2006-11-21,2636522240
2006-11-22,2656151520
2006-11-24,2648919680
2006-11-27,2603462400
2006-11-28,2636522240
2006-11-29,2726403680
2006-11-30,2744999840
2006-12-01,2800788320
2006-12-04,2774960320
2006-12-05,2778059680
2006-12-06,2821450720
2006-12-07,2815252000
2006-12-08,2827649440
2006-12-11,2802854560
2006-12-12,2793556480
2006-12-13,2756364160
2006-12-14,2786324640
2006-12-15,2774960320
2006-12-18,2657184640
2006-12-19,2707807520
2006-12-20,2653052160
2006-12-21,2594164320
2006-12-22,2559038240
2006-12-26,2509448480
2006-12-27,2554905760
2006-12-28,2573501920
2006-12-29,2528044640
2007-01-03,2388950460
2007-01-04,2380691340
2007-01-05,2387918070
2007-01-08,2401339140
2007-01-09,2414760210
2007-01-10,2397209580
2007-01-11,2414760210
2007-01-12,2512837260
2007-01-16,2516966820
2007-01-17,2533485060
2007-01-18,2505610530
2007-01-19,2589234120
2007-01-22,2583039780
2007-01-23,2691440730
2007-01-24,2721380040
2007-01-25,2660469030
2007-01-26,2672857710
2007-01-29,2670792930
2007-01-30,2775064320
2007-01-31,2769902370
2007-02-01,2879335710
2007-02-02,2926825650
2007-02-05,2925793260
2007-02-06,2899983510
2007-02-07,2887594830
2007-02-08,2883465270
2007-02-09,2843202060
2007-02-12,2808100800
2007-02-13,2818424700
2007-02-14,2790550170
2007-02-15,2787453000
2007-02-16,2791582560
2007-02-20,2789517780
2007-02-21,2813262750
2007-02-22,2862817470
2007-02-23,2844234450
2007-02-26,2888627220
2007-02-27,2797776900
2007-02-28,2801906460
2007-03-01,2797776900
2007-03-02,2725509600
2007-03-05,2710023750
2007-03-06,2786420610
2007-03-07,2847331620
2007-03-08,2885530050
2007-03-09,2899983510
2007-03-12,2896886340
2007-03-13,2856623130
2007-03-14,2919598920
2007-03-15,2927858040
2007-03-16,2927858040
2007-03-19,3030064650
2007-03-20,3010449240
2007-03-21,3105429120
2007-03-22,3148789500
2007-03-23,3164275350
2007-03-26,3183890760
2007-03-27,3180793590
2007-03-28,3125044530
2007-03-29,3149821890
2007-03-30,3132271260
2007-04-02,3164783490
2007-04-03,3172016100
2007-04-04,3166849950
2007-04-05,3192680700
2007-04-09,3206112690
2007-04-10,3237109590
2007-04-11,3234009900
2007-04-12,3302203080
2007-04-13,3298070160
2007-04-16,3325967370
2007-04-17,3292904010
2007-04-18,3245375430
2007-04-19,3230910210
2007-04-20,3232976670
2007-04-23,3274305870
2007-04-24,3251574810
2007-04-25,3336299670
2007-04-26,3352831350
2007-04-27,3382795020
2007-04-30,3336299670
2007-05-01,3422057759
2007-05-02,3321834450
2007-05-03,3333199980
2007-05-04,3327000600
2007-05-07,3324934140
2007-05-08,3302203080
2007-05-09,3328033830
2007-05-10,3262940340
2007-05-11,3327000600
2007-05-14,3309435690
2007-05-15,3320801220
2007-05-16,3378662100
2007-05-17,3434456520
2007-05-18,3442722360
2007-05-21,3457187580
2007-05-22,3412758690
2007-05-23,3419991300
2007-05-24,3323900910
2007-05-25,3365230110
2007-05-29,3352831350
2007-05-30,3495417090
2007-05-31,3501616470
2007-06-01,3499550009
2007-06-04,3541912440
2007-06-05,3536746289
2007-06-06,3462353730
2007-06-07,3385894710
2007-06-08,3414825149
2007-06-11,3443755590
2007-06-12,3426190679
2007-06-13,3500583240
2007-06-14,3583241640
2007-06-15,3639036060
2007-06-18,3674165880
2007-06-19,3678298800
2007-06-20,3635936370
2007-06-21,3723760920
2007-06-22,3730993530
2007-06-25,3721694460
2007-06-26,3600806550
2007-06-27,3687597870
2007-06-28,3626637300
2007-06-29,3659700660
2007-07-02,3712718880
2007-07-03,3707545080
2007-07-05,3683745600
2007-07-06,3738587880
2007-07-09,3732379320
2007-07-10,3747900720
2007-07-11,3711684119
2007-07-12,3769630680
2007-07-13,3756178799
2007-07-16,3681676080
2007-07-17,3646494240
2007-07-18,3650633280
2007-07-19,3695127960
2007-07-20,3682710840
2007-07-23,3653737560
2007-07-24,3518184000
2007-07-25,3497488799
2007-07-26,3398151840
2007-07-27,3325718640
2007-07-30,3351587640
2007-07-31,3349518119
2007-08-01,3419881799
2007-08-02,3481967400
2007-08-03,3325718640
2007-08-06,3229485960
2007-08-07,3276050160
2007-08-08,3201547440
2007-08-09,3038055360
2007-08-10,3264667800
2007-08-13,3285363000
2007-08-14,3123940440
2007-08-15,3064959120
2007-08-16,3008047320
2007-08-17,3090828120
2007-08-20,3081515280
2007-08-21,3023568720
2007-08-22,3099106200
2007-08-23,3123940440
2007-08-24,3251215920
2007-08-27,3218103600
2007-08-28,3175678440
2007-08-29,3259494000
2007-08-30,3203616960
2007-08-31,3258459240
2007-09-04,3372282840
2007-09-05,3383665200
2007-09-06,3323649119
2007-09-07,3293641080
2007-09-10,3324683880
2007-09-11,3357796200
2007-09-12,3419881799
2007-09-13,3428159880
2007-09-14,3430229400
2007-09-17,3385734720
2007-09-18,3501627840
2007-09-19,3539913960
2007-09-20,3507836400
2007-09-21,3574061040
2007-09-24,3523357799
2007-09-25,3479897880
2007-09-26,3445750799
2007-09-27,3440577000
2007-09-28,3397117080
2007-10-01,3476867310
2007-10-02,3453060240
2007-10-03,3426147900
2007-10-04,3411656640
2007-10-05,3425112810
2007-10-08,3377498670
2007-10-09,3383709210
2007-10-10,3413726819
2007-10-11,3407516280
2007-10-12,3413726819
2007-10-15,3419937360
2007-10-16,3420972449
2007-10-17,3374393400
2007-10-18,3403375920
2007-10-19,3248112420
2007-10-22,3231550980
2007-10-23,3218094810
2007-10-24,3225340440
2007-10-25,3224305350
2007-10-26,3172550850
2007-10-29,3211884270
2007-10-30,3146673600
2007-10-31,3272954580
2007-11-01,3243972060
2007-11-02,3295726560
2007-11-05,3268814220
2007-11-06,3347481060
2007-11-07,3255358050
2007-11-08,3317463449
2007-11-09,3328849439
2007-11-12,3152884140
2007-11-13,3189112290
2007-11-14,3205673730
2007-11-15,3427182990
2007-11-16,3527586720
2007-11-19,3535867439
2007-11-20,3532762170
2007-11-21,3491358569
2007-11-23,3605218470
2007-11-26,3623850090
2007-11-27,3602113199
2007-11-28,3595902660
2007-11-29,3564849960
2007-11-30,3576235949
2007-12-03,3641446620
2007-12-04,3642481710
2007-12-05,3670429140
2007-12-06,3766692510
2007-12-07,3770832870
2007-12-10,3854675160
2007-12-11,3810166290
2007-12-12,3928166550
2007-12-13,3887798040
2007-12-14,3763587240
2007-12-17,3731499449
2007-12-18,3789464490
2007-12-19,3828797910
2007-12-20,3990271949
2007-12-21,4037886090
2007-12-24,4123798560
2007-12-26,4168307430
2007-12-27,4126903829
2007-12-28,4169342520
2007-12-31,4162591810
2008-01-02,4378668450
2008-01-03,4252970020
2008-01-04,4166747130
2008-01-07,4115844459
2008-01-08,3968330600
2008-01-09,3983913050
2008-01-10,3941321020
2008-01-11,3942359850
2008-01-14,4133504570
2008-01-15,4041048700
2008-01-16,3803156630
2008-01-17,3711739589
2008-01-18,3684730010
2008-01-22,3608895420
2008-01-23,3629672020
2008-01-24,3708623100
2008-01-25,3715894910
2008-01-28,3941321020
2008-01-29,3923660910
2008-01-30,3896651330
2008-01-31,4085718390
2008-02-01,4188562560
2008-02-04,4298678540
2008-02-05,4075330089
2008-02-06,4051437000
2008-02-07,4174018940
2008-02-08,4292445560
2008-02-11,4395289730
2008-02-12,4377629620
2008-02-13,4469046660
2008-02-14,4407755690
2008-02-15,4357891850
2008-02-19,4531376460
2008-02-20,4657074890
2008-02-21,4499172730
2008-02-22,4542803590
2008-02-25,4840947800
2008-02-26,4832637160
2008-02-27,4740181290
2008-02-28,4887695150
2008-02-29,4657074890
2008-03-03,4749530760
2008-03-04,4608249880
2008-03-05,4743297780
2008-03-06,4630065310
2008-03-07,4586434450
2008-03-10,4451386550
2008-03-11,4625909990
2008-03-12,4579162640
2008-03-13,4757841400
2008-03-14,4769268530
2008-03-17,4680967980
2008-03-18,4926131860
2008-03-19,4749530760
2008-03-20,4487745600
2008-03-24,4589550940
2008-03-25,4793161620
2008-03-26,4882501000
2008-03-27,4778618000
2008-03-28,4795239280
2008-03-31,4899321100
2008-04-01,4960993800
2008-04-02,5069705000
2008-04-03,5118834100
2008-04-04,5164827300
2008-04-07,5219182900
2008-04-08,5309078700
2008-04-09,5369706100
2008-04-10,5446013000
2008-04-11,5395838600
2008-04-14,5528591700
2008-04-15,5644620000
2008-04-16,5715700400
2008-04-17,5698975600
2008-04-18,5909080900
2008-04-21,5873540700
2008-04-22,5926851000
2008-04-23,5761693600
2008-04-24,5620578100
2008-04-25,5836955200
2008-04-28,5755421800
2008-04-29,5530682300
2008-04-30,5618487500
2008-05-01,5233817100
2008-05-02,5708383300
2008-05-05,5751240600
2008-05-06,5909080900
2008-05-07,5832774000
2008-05-08,5988523700
2008-05-09,6060649400
2008-05-12,5954028800
2008-05-13,6115005000
2008-05-14,6133820400
2008-05-15,6285388900
2008-05-16,6403507800
2008-05-19,6458908700
2008-05-20,6506992500
2008-05-21,6398281300
2008-05-22,6365877000
2008-05-23,6274935900
2008-05-27,6218489700
2008-05-28,6298977800
2008-05-29,6352288100
2008-05-30,6548804500
2008-06-02,6628247300
2008-06-03,6634519100
2008-06-04,6650198600
2008-06-05,6953335600
2008-06-06,6818491900
2008-06-09,6978422800
2008-06-10,6836262000
2008-06-11,7016053600
2008-06-12,6933474900
2008-06-13,6873892800
2008-06-16,7003510000
2008-06-17,7369365000
2008-06-18,7421630000
2008-06-19,7475985600
2008-06-20,7529295900
2008-06-23,8047764699
2008-06-24,7678773799
2008-06-25,7505254000
2008-06-26,7503163400
2008-06-27,7514661700
2008-06-30,7577728340
2008-07-01,7543006730
2008-07-02,7405172459
2008-07-03,7234720920
2008-07-07,6985356630
2008-07-08,6699166390
2008-07-09,6769661780
2008-07-10,6986408800
2008-07-11,7102147500
2008-07-14,7190529780
2008-07-15,6949582850
2008-07-16,6739148850
2008-07-17,6233055080
2008-07-18,6333011230
2008-07-21,6660236100
2008-07-22,6498201920
2008-07-23,6014203720
2008-07-24,5973169090
2008-07-25,6096272980
2008-07-28,6185707430
2008-07-29,5983690790
2008-07-30,6439280400
2008-07-31,6221481210
2008-08-01,6451906440
2008-08-04,5767995940
2008-08-05,5676457150
2008-08-06,5958438710
2008-08-07,5846908690
2008-08-08,5576501000
2008-08-11,5582814020
2008-08-12,5656465920
2008-08-13,5815343590
2008-08-14,5705917910
2008-08-15,5616483460
2008-08-18,5519683820
2008-08-19,5549144580
2008-08-20,5869004260
2008-08-21,6016308060
2008-08-22,5956334370
2008-08-25,5880578130
2008-08-26,6036299290
2008-08-27,6130994590
2008-08-28,6077333920
2008-08-29,6009995040
2008-09-02,5471284000
2008-09-03,5419727670
2008-09-04,5286102080
2008-09-05,5190354610
2008-09-08,4940990320
2008-09-09,4524331000
2008-09-10,4844190680
2008-09-11,4812625580
2008-09-12,5047259490
2008-09-15,4725295470
2008-09-16,4903112200
2008-09-17,4803156050
2008-09-18,4918894750
2008-09-19,5540727220
2008-09-22,5570187980
2008-09-23,5091450630
2008-09-24,5053572510
2008-09-25,4982024950
2008-09-26,4809469070
2008-09-29,4251818969
2008-09-30,4545704310
2008-10-01,4424667960
2008-10-02,3891055530
2008-10-03,3832116089
2008-10-06,3429012420
2008-10-07,3247984140
2008-10-08,3257456550
2008-10-09,3034328670
2008-10-10,2537553390
2008-10-13,3210094500
2008-10-14,3251141610
2008-10-15,2625962550
2008-10-16,2728054080
2008-10-17,2710161750
2008-10-20,2990124090
2008-10-21,3131157750
2008-10-22,2996439030
2008-10-23,2999596500
2008-10-24,2885927580
2008-10-27,2645959860
2008-10-28,2952234450
2008-10-29,3217461930
2008-10-30,3522684030
2008-10-31,3611093190
2008-11-03,3483741900
2008-11-04,3727919580
2008-11-05,3493214309
2008-11-06,3132210240
2008-11-07,3060640920
2008-11-10,3065903370
2008-11-11,2839618020
2008-11-12,2578600500
2008-11-13,2914344810
2008-11-14,2736474000
2008-11-17,2723844120
2008-11-18,2782783560
2008-11-19,2476508970
2008-11-20,2052355500
2008-11-21,2180759280
2008-11-24,2372312460
2008-11-25,2476508970
2008-11-26,2796465930
2008-11-28,2669114640
2008-12-01,2213386470
2008-12-02,2178654300
2008-12-03,2183916750
2008-12-04,1905006900
2008-12-05,1983943650
2008-12-08,2096560080
2008-12-09,2194441650
2008-12-10,2385994830
2008-12-11,2350210170
2008-12-12,2343895230
2008-12-15,2361787560
2008-12-16,2484928890
2008-12-17,2431251900
2008-12-18,2141817150
2008-12-19,2215491450
2008-12-22,2076562770
2008-12-23,2084982689
2008-12-24,2089192650
2008-12-26,2160761970
2008-12-29,2231278800
2008-12-30,2297585670
2008-12-31,2395961750
2009-01-02,2639244020
2009-01-05,2809857560
2009-01-06,2871994590
2009-01-07,2710859580
2009-01-08,2727710300
2009-01-09,2599223560
2009-01-12,2477055840
2009-01-13,2608702090
2009-01-14,2392802240
2009-01-15,2453886100
2009-01-16,2458098780
2009-01-20,2247464780
2009-01-21,2552884080
2009-01-22,2440194890
2009-01-23,2596064050
2009-01-26,2630818660
2009-01-27,2585532350
2009-01-28,2615021110
2009-01-29,2359100800
2009-01-30,2365419820
2009-02-02,2257996480
2009-02-03,2257996480
2009-02-04,2283272560
2009-02-05,2349622270
2009-02-06,2445460740
2009-02-09,2501278750
2009-02-10,2361207140
2009-02-11,2351728610
2009-02-12,2345409590
2009-02-13,2403333940
2009-02-17,2290644750
2009-02-18,2332771550
2009-02-19,2440194890
2009-02-20,2391749070
2009-02-23,2294857430
2009-02-24,2410706130
2009-02-25,2461258290
2009-02-26,2473896330
2009-02-27,2491800220
2009-03-02,2180061900
2009-03-03,2118978040
2009-03-04,2227454550
2009-03-05,2132669250
2009-03-06,2137935100
2009-03-09,2185327750
2009-03-10,2378057860
2009-03-11,2355941290
2009-03-12,2468630480
2009-03-13,2343303250
2009-03-16,2394908580
2009-03-17,2453886100
2009-03-18,2442301230
2009-03-19,2589745030
2009-03-20,2417025150
2009-03-23,2590798200
2009-03-24,2511810450
2009-03-25,2584479180
2009-03-26,2761411740
2009-03-27,2568681630
2009-03-30,2455992440
2009-03-31,2400527250
2009-04-01,2489084250
2009-04-02,2691500250
2009-04-03,3010938000
2009-04-06,2930815000
2009-04-07,2833824000
2009-04-08,2883373750
2009-04-09,3054162250
2009-04-13,3037294250
