,HFC
2005-01-25,800455600
2005-01-26,844575200
2005-01-27,891215920
2005-01-28,910124320
2005-01-31,954243920
2005-02-01,961807280
2005-02-02,998363520
2005-02-03,1027356400
2005-02-04,1037440880
2005-02-07,1041222560
2005-02-08,1042483120
2005-02-09,1046264800
2005-02-10,1043743679
2005-02-11,1118116720
2005-02-14,1060130960
2005-02-15,1047525360
2005-02-16,1053828159
2005-02-17,1060130960
2005-02-18,1081560480
2005-02-22,1085342160
2005-02-23,1089123840
2005-02-24,1118116720
2005-02-25,1148370160
2005-02-28,1188708080
2005-03-01,1169799680
2005-03-02,1186186960
2005-03-03,1201313680
2005-03-04,1217700960
2005-03-07,1225264320
2005-03-08,1234088240
2005-03-09,1188708080
2005-03-10,1142067360
2005-03-11,1174841920
2005-03-14,1169799680
2005-03-15,1177363040
2005-03-16,1164757440
2005-03-17,1197532000
2005-03-18,1135764560
2005-03-21,1147109600
2005-03-22,1157194080
2005-03-23,1150891280
2005-03-24,1157194080
2005-03-28,1150891280
2005-03-29,1109292800
2005-03-30,1139546240
2005-03-31,1174841920
2005-04-01,1218657240
2005-04-04,1246497800
2005-04-05,1223719160
2005-04-06,1241435880
2005-04-07,1228781080
2005-04-08,1181958320
2005-04-11,1166772560
2005-04-12,1132604600
2005-04-13,1092109240
2005-04-14,1102233080
2005-04-15,1044021000
2005-04-18,1079454440
2005-04-19,1111091440
2005-04-20,1081985400
2005-04-21,1099702120
2005-04-22,1063003200
2005-04-25,1160445160
2005-04-26,1123746240
2005-04-27,1106029520
2005-04-28,1070596080
2005-04-29,1084516360
2005-05-02,1100967600
2005-05-03,1081985400
2005-05-04,1088312800
2005-05-05,1125011720
2005-05-06,1162976120
2005-05-09,1178161880
2005-05-10,1173099960
2005-05-11,1179427360
2005-05-12,1107295000
2005-05-13,1108560480
2005-05-16,1109825960
2005-05-17,1119949800
2005-05-18,1138932000
2005-05-19,1150321320
2005-05-20,1161710640
2005-05-23,1156648720
2005-05-24,1185754760
2005-05-25,1187020240
2005-05-26,1207267920
2005-05-27,1228781080
2005-05-31,1209798880
2005-06-01,1230046560
2005-06-02,1233843000
2005-06-03,1224984640
2005-06-06,1232577520
2005-06-07,1216126280
2005-06-08,1221188200
2005-06-09,1278134800
2005-06-10,1309771800
2005-06-13,1335081400
2005-06-14,1384435120
2005-06-15,1400886360
2005-06-16,1422399520
2005-06-17,1424930480
2005-06-20,1443912680
2005-06-21,1414806640
2005-06-22,1440116240
2005-06-23,1412275680
2005-06-24,1398355400
2005-06-27,1427461440
2005-06-28,1438850760
2005-06-29,1454036520
2005-06-30,1476815160
2005-07-01,1448843760
2005-07-05,1437821280
2005-07-06,1440270720
2005-07-07,1465989840
2005-07-08,1470888720
2005-07-11,1491708960
2005-07-12,1497832560
2005-07-13,1461090960
2005-07-14,1414551600
2005-07-15,1424349360
2005-07-18,1410877440
2005-07-19,1440270720
2005-07-20,1451293200
2005-07-21,1440270720
2005-07-22,1488034800
2005-07-25,1441495440
2005-07-26,1420675200
2005-07-27,1423124640
2005-07-28,1432922400
2005-07-29,1434147120
2005-08-01,1454967360
2005-08-02,1470888720
2005-08-03,1443944880
2005-08-04,1439046000
2005-08-05,1445169600
2005-08-08,1467214560
2005-08-09,1477012320
2005-08-10,1565192160
2005-08-11,1589686560
2005-08-12,1617855120
2005-08-15,1598259600
2005-08-16,1543147200
2005-08-17,1488034800
2005-08-18,1500282000
2005-08-19,1552944960
2005-08-22,1537023600
2005-08-23,1534574160
2005-08-24,1532124720
2005-08-25,1533349440
2005-08-26,1528450560
2005-08-29,1560293280
2005-08-30,1648473120
2005-08-31,1725630480
2005-09-01,1751349600
2005-09-02,1718282160
2005-09-06,1731754080
2005-09-07,1790540640
2005-09-08,1789315920
2005-09-09,1860349680
2005-09-12,1818709200
2005-09-13,1800338400
2005-09-14,1807686720
2005-09-15,1780742880
2005-09-16,1780742880
2005-09-19,1837080000
2005-09-20,1768495680
2005-09-21,1835855280
2005-09-22,1866473280
2005-09-23,1807686720
2005-09-26,1850551920
2005-09-27,1873821600
2005-09-28,1950978960
2005-09-29,1981596960
2005-09-30,1959552000
2005-10-03,1883516760
2005-10-04,1851949440
2005-10-05,1745555880
2005-10-06,1636824000
2005-10-07,1711650240
2005-10-10,1645008120
2005-10-11,1662545520
2005-10-12,1614609960
2005-10-13,1526922960
2005-10-14,1579535160
2005-10-17,1607595000
2005-10-18,1526922960
2005-10-19,1525753800
2005-10-20,1481325720
2005-10-21,1500032280
2005-10-24,1565505240
2005-10-25,1606425840
2005-10-26,1600580040
2005-10-27,1540952880
2005-10-28,1601749200
2005-10-31,1683590400
2005-11-01,1666053000
2005-11-02,1709311920
2005-11-03,1745555880
2005-11-04,1706973600
2005-11-07,1663714680
2005-11-08,1701127800
2005-11-09,1683590400
2005-11-10,1621624920
2005-11-11,1649684760
2005-11-14,1678913760
2005-11-15,1675406280
2005-11-16,1749063360
2005-11-17,1759585800
2005-11-18,1753740000
2005-11-21,1788814800
2005-11-22,1828566240
2005-11-23,1811028840
2005-11-25,1844934480
2005-11-28,1760754960
2005-11-29,1749063360
2005-11-30,1778292360
2005-12-01,1858964400
2005-12-02,1840257840
2005-12-05,1821551280
2005-12-06,1788814800
2005-12-07,1804013880
2005-12-08,1853118600
2005-12-09,1820382120
2005-12-12,1839088680
2005-12-13,1836750360
2005-12-14,1839088680
2005-12-15,1830904560
2005-12-16,1731525960
2005-12-19,1729187640
2005-12-20,1725680160
2005-12-21,1733864280
2005-12-22,1737371760
2005-12-23,1745555880
2005-12-27,1691774520
2005-12-28,1737371760
2005-12-29,1719834360
2005-12-30,1721003520
2006-01-03,1799337240
2006-01-04,1820382120
2006-01-05,1798168080
2006-01-06,1835581200
2006-01-09,1856626080
2006-01-10,1889362560
2006-01-11,1868317680
2006-01-12,1843765320
2006-01-13,1874163480
2006-01-17,1941974760
2006-01-18,1892870040
2006-01-19,1979387880
2006-01-20,2007447720
2006-01-23,2008616880
2006-01-24,2024985120
2006-01-25,1956004680
2006-01-26,2040184200
2006-01-27,2056552440
2006-01-30,2144239440
2006-01-31,2151254400
2006-02-01,2096303880
2006-02-02,2035507560
2006-02-03,2014462680
2006-02-06,2055383279
2006-02-07,1948989720
2006-02-08,1937298120
2006-02-09,1885855080
2006-02-10,1868317680
2006-02-13,1789983960
2006-02-14,1659038040
2006-02-15,1664883840
2006-02-16,1724511000
2006-02-17,1749063360
2006-02-21,1753740000
2006-02-22,1711650240
2006-02-23,1722172680
2006-02-24,1770108240
2006-02-27,1751401680
2006-02-28,1745555880
2006-03-01,1778292360
2006-03-02,1821551280
2006-03-03,1815705480
2006-03-06,1738540920
2006-03-07,1726849320
2006-03-08,1747894200
2006-03-09,1763093280
2006-03-10,1770108240
2006-03-13,1818043800
2006-03-14,1858964400
2006-03-15,1929114000
2006-03-16,1971203760
2006-03-17,1953666360
2006-03-20,1930283160
2006-03-21,1956004680
2006-03-22,2015631839
2006-03-23,2083443120
2006-03-24,2088119760
2006-03-27,2120856240
2006-03-28,2147746920
2006-03-29,2176975920
2006-03-30,2192175000
2006-03-31,2166453480
2006-04-03,2149049880
2006-04-04,2181074040
2006-04-05,2248553520
2006-04-06,2248553520
2006-04-07,2201661000
2006-04-10,2286296280
2006-04-11,2267996760
2006-04-12,2302308360
2006-04-13,2292014880
2006-04-17,2330901360
2006-04-18,2410961760
2006-04-19,2376650160
2006-04-20,2341194840
2006-04-21,2365212960
2006-04-24,2368644120
2006-04-25,2302308360
2006-04-26,2216529360
2006-04-27,2201661000
2006-04-28,2206235880
2006-05-01,2171924280
2006-05-02,2245122360
2006-05-03,2195942400
2006-05-04,2187936360
2006-05-05,2199373560
2006-05-08,2338907400
2006-05-09,2311458120
2006-05-10,2327470200
2006-05-11,2276002800
2006-05-12,2286296280
2006-05-15,2193654960
2006-05-16,2293158600
2006-05-17,2257703280
2006-05-18,2208523320
2006-05-19,2226822840
2006-05-22,2135325240
2006-05-23,2221104240
2006-05-24,2185648920
2006-05-25,2321751600
2006-05-26,2328613920
2006-05-30,2280577680
2006-05-31,2385799920
2006-06-01,2431548720
2006-06-02,2521902600
2006-06-05,2465860320
2006-06-06,2461285440
2006-06-07,2338907400
2006-06-08,2286296280
2006-06-09,2304595800
2006-06-12,2181074040
2006-06-13,2114738279
2006-06-14,2207379600
2006-06-15,2328613920
2006-06-16,2313745560
2006-06-19,2262278160
2006-06-20,2222247960
2006-06-21,2333188800
2006-06-22,2362925520
2006-06-23,2393805960
2006-06-26,2462429160
2006-06-27,2471578920
2006-06-28,2447560800
2006-06-29,2548208160
2006-06-30,2756365200
2006-07-03,2708984500
2006-07-05,2721426600
2006-07-06,2782506000
2006-07-07,2761015100
2006-07-10,2777981600
2006-07-11,2879780600
2006-07-12,2844716500
2006-07-13,2767801700
2006-07-14,2823225600
2006-07-17,2675051500
2006-07-18,2741786400
2006-07-19,2713508900
2006-07-20,2706722300
2006-07-21,2602661100
2006-07-24,2697673500
2006-07-25,2771195000
2006-07-26,2856027500
2006-07-27,2732737600
2006-07-28,2777981600
2006-07-31,2861683000
2006-08-01,2955564300
2006-08-02,2995152800
2006-08-03,2945384400
2006-08-04,2977055200
2006-08-07,3029085800
2006-08-08,3017774800
2006-08-09,3113918300
2006-08-10,3104869500
2006-08-11,3020037000
2006-08-14,2884305000
2006-08-15,2892222700
2006-08-16,2861683000
2006-08-17,2677313700
2006-08-18,2682969200
2006-08-21,2714640000
2006-08-22,2785899300
2006-08-23,2727082100
2006-08-24,2794948100
2006-08-25,2832274400
2006-08-28,2781374900
2006-08-29,2733868700
2006-08-30,2532532900
2006-08-31,2591350100
2006-09-01,2627545300
2006-09-05,2506517600
2006-09-06,2422816200
2006-09-07,2477109000
2006-09-08,2387752100
2006-09-11,2300657400
2006-09-12,2261068900
2006-09-13,2331197100
2006-09-14,2241840200
2006-09-15,2263331100
2006-09-18,2347032500
2006-09-19,2278035400
2006-09-20,2187547400
2006-09-21,2256544500
2006-09-22,2204513900
2006-09-25,2231660300
2006-09-26,2325541600
2006-09-27,2448831500
2006-09-28,2429602800
2006-09-29,2451093700
2006-10-02,2343324940
2006-10-03,2198729760
2006-10-04,2290343500
2006-10-05,2344428720
2006-10-06,2384164800
2006-10-09,2365400540
2006-10-10,2547524240
2006-10-11,2525448640
2006-10-12,2585052760
2006-10-13,2667836260
2006-10-16,2704261000
2006-10-17,2645760660
2006-10-18,2618166160
2006-10-19,2719713920
2006-10-20,2657902240
2006-10-23,2634722860
2006-10-24,2679977840
2006-10-25,2709779900
2006-10-26,2670043820
2006-10-27,2656798460
2006-10-30,2634722860
2006-10-31,2624788840
2006-11-01,2711987460
2006-11-02,2720817700
2006-11-03,2801393640
2006-11-06,2762761340
2006-11-07,2704261000
2006-11-08,2752827320
2006-11-09,2812431440
2006-11-10,2752827320
2006-11-13,2834507040
2006-11-14,2834507040
2006-11-15,2886384700
2006-11-16,2834507040
2006-11-17,2878658240
2006-11-20,2838922160
2006-11-21,2877554460
2006-11-22,2847752400
2006-11-24,2851063740
2006-11-27,2810223880
2006-11-28,2822365460
2006-11-29,2982413560
2006-11-30,2980206000
2006-12-01,3002281600
2006-12-04,3018838300
2006-12-05,3037602560
2006-12-06,3072923520
2006-12-07,3014423180
2006-12-08,3035395000
2006-12-11,3007800500
2006-12-12,2950403940
2006-12-13,2943781260
2006-12-14,2992347580
2006-12-15,3013319400
2006-12-18,2846648620
2006-12-19,2989036240
2006-12-20,2951507720
2006-12-21,2900733840
2006-12-22,2874243120
2006-12-26,2878658240
2006-12-27,2917290540
2006-12-28,2885280920
2006-12-29,2836714600
2007-01-03,2728544160
2007-01-04,2756138660
2007-01-05,2795874740
2007-01-08,2853271300
2007-01-09,2809120100
2007-01-10,2685496740
2007-01-11,2676666500
2007-01-12,2771591580
2007-01-16,2723025260
2007-01-17,2769384020
2007-01-18,2720817700
2007-01-19,2800289860
2007-01-22,2795874740
2007-01-23,2916186760
2007-01-24,2957026620
2007-01-25,2926120780
2007-01-26,2959234180
2007-01-29,2989036240
2007-01-30,2957026620
2007-01-31,2907356520
2007-02-01,2926120780
2007-02-02,2942677480
2007-02-05,2977998440
2007-02-06,2958130400
2007-02-07,2998970260
2007-02-08,3039810120
2007-02-09,2996762700
2007-02-12,2936054800
2007-02-13,3000074040
2007-02-14,2977998440
2007-02-15,2981309780
2007-02-16,2994555140
2007-02-20,2980206000
2007-02-21,3093895340
2007-02-22,3132527640
2007-02-23,3085065100
2007-02-26,3112659600
2007-02-27,3007800500
2007-02-28,3061885720
2007-03-01,3058574380
2007-03-02,2981309780
2007-03-05,2916186760
2007-03-06,2974687100
2007-03-07,3044225240
2007-03-08,3061885720
2007-03-09,3089480220
2007-03-12,3104933140
2007-03-13,3115970940
2007-03-14,3193235540
2007-03-15,3143565440
2007-03-16,3144669220
2007-03-19,3238490520
2007-03-20,3236282960
2007-03-21,3325689140
2007-03-22,3331208040
2007-03-23,3386397040
2007-03-26,3356594980
2007-03-27,3340038280
2007-03-28,3311340000
2007-03-29,3296990860
2007-03-30,3272707700
2007-04-02,3242581000
2007-04-03,3242581000
2007-04-04,3363490800
2007-04-05,3339308840
2007-04-09,3363490800
2007-04-10,3429441600
2007-04-11,3414053080
2007-04-12,3471210440
2007-04-13,3477805520
2007-04-16,3428342420
2007-04-17,3431639960
2007-04-18,3404160460
2007-04-19,3368986700
2007-04-20,3423945700
2007-04-23,3453623560
2007-04-24,3422846520
2007-04-25,3533863700
2007-04-26,3533863700
2007-04-27,3526169440
2007-04-30,3495392400
2007-05-01,3470111260
2007-05-02,3505285020
2007-05-03,3490995680
2007-05-04,3469012080
2007-05-07,3511880100
2007-05-08,3511880100
2007-05-09,3539359600
2007-05-10,3508582560
2007-05-11,3700939060
2007-05-14,3709732500
2007-05-15,3731716100
2007-05-16,3691046440
2007-05-17,3724021840
2007-05-18,3835039020
2007-05-21,3885601300
2007-05-22,3818551320
2007-05-23,3803162800
2007-05-24,3746005440
2007-05-25,3796567720
2007-05-29,3813055419
2007-05-30,3853725080
2007-05-31,3851526720
2007-06-01,3913080800
2007-06-04,3926270960
2007-06-05,3925171780
2007-06-06,3833939840
2007-06-07,3753699700
2007-06-08,3752600520
2007-06-11,3793270180
2007-06-12,3793270180
2007-06-13,3948254560
2007-06-14,4012007000
2007-06-15,4097743040
2007-06-18,4257124139
2007-06-19,4193371700
2007-06-20,4035089780
2007-06-21,4155999580
2007-06-22,4190074159
2007-06-25,4160396300
2007-06-26,4046081580
2007-06-27,4105437300
2007-06-28,4044982399
2007-06-29,4077957800
2007-07-02,4153087440
2007-07-03,4179400559
2007-07-05,4162954860
2007-07-06,4266014579
2007-07-09,4347146700
2007-07-10,4378941720
2007-07-11,4306580640
2007-07-12,4258339920
2007-07-13,4337279280
2007-07-16,4246279739
2007-07-17,4154183820
2007-07-18,4273689239
2007-07-19,4190364360
2007-07-20,4165147620
2007-07-23,4173918660
2007-07-24,3869125020
2007-07-25,3789089280
2007-07-26,3671776620
2007-07-27,3574198800
2007-07-30,3650945399
2007-07-31,3694800600
2007-08-01,3522668940
2007-08-02,3504030480
2007-08-03,3271597920
2007-08-06,3222260820
2007-08-07,3195947700
2007-08-08,3247477560
2007-08-09,3022719660
2007-08-10,3193754940
2007-08-13,3292429140
2007-08-14,3236513760
2007-08-15,3055611060
2007-08-16,3101659020
2007-08-17,3201429600
2007-08-20,3211297020
2007-08-21,3165249060
2007-08-22,3258441360
2007-08-23,3373561260
2007-08-24,3543500160
2007-08-27,3546789300
2007-08-28,3371368500
2007-08-29,3584066219
2007-08-30,3607090200
2007-08-31,3654234540
2007-09-04,3689318700
2007-09-05,3672873000
2007-09-06,3693704219
2007-09-07,3634499700
2007-09-10,3498548580
2007-09-11,3451404240
2007-09-12,3463464420
2007-09-13,3511705140
2007-09-14,3574198800
2007-09-17,3514994280
2007-09-18,3590644500
2007-09-19,3601608300
2007-09-20,3578584320
2007-09-21,3568716899
2007-09-24,3585162600
2007-09-25,3426187500
2007-09-26,3399874380
2007-09-27,3311067600
2007-09-28,3280368960
2007-10-01,3125158200
2007-10-02,3180416400
2007-10-03,3186556200
2007-10-04,3232604700
2007-10-05,3282746400
2007-10-08,3304235700
2007-10-09,3364610400
2007-10-10,3331864800
2007-10-11,3248977500
2007-10-12,3303212400
2007-10-15,3312422099
2007-10-16,3291956100
2007-10-17,3267396900
2007-10-18,3245907600
2007-10-19,3096505800
2007-10-22,3087296100
2007-10-23,3111855300
2007-10-24,3210092100
2007-10-25,3228511500
2007-10-26,3338004599
2007-10-29,3272513400
2007-10-30,3148694100
2007-10-31,3213162000
2007-11-01,3214185300
2007-11-02,3277629900
2007-11-05,3262280400
2007-11-06,3137437800
2007-11-07,3069900000
2007-11-08,2976779700
2007-11-09,2868309900
2007-11-12,2717884800
2007-11-13,2704581900
2007-11-14,2718908100
2007-11-15,2672859600
2007-11-16,2634997500
2007-11-19,2583832500
2007-11-20,2515271400
2007-11-21,2464106400
2007-11-23,2494805400
2007-11-26,2512201500
2007-11-27,2336193900
2007-11-28,2392475400
2007-11-29,2407824900
2007-11-30,2479455900
2007-12-03,2480479200
2007-12-04,2404755000
2007-12-05,2450803500
2007-12-06,2443640400
2007-12-07,2467176300
2007-12-10,2473316100
2007-12-11,2396568600
2007-12-12,2452850100
2007-12-13,2378149200
2007-12-14,2505038400
2007-12-17,2568483000
2007-12-18,2616578100
2007-12-19,2623741200
2007-12-20,2675929500
2007-12-21,2669789700
2007-12-24,2662626600
2007-12-26,2660580000
2007-12-27,2607368400
2007-12-28,2575646100
2007-12-31,2604298500
2008-01-02,2595088800
2008-01-03,2473316100
2008-01-04,2403731700
2008-01-07,2286052200
2008-01-08,2290145400
2008-01-09,2254329900
2008-01-10,2293215300
2008-01-11,2240003700
2008-01-14,2308564800
2008-01-15,2251260000
2008-01-16,2238980400
2008-01-17,2230794000
2008-01-18,2334147300
2008-01-22,2241027000
2008-01-23,2139720300
2008-01-24,2316751200
2008-01-25,2384289000
2008-01-28,2376102600
2008-01-29,2542900500
2008-01-30,2471269500
2008-01-31,2477409300
2008-02-01,2570529600
2008-02-04,2550063600
2008-02-05,2446710300
2008-02-06,2393498700
2008-02-07,2420104500
2008-02-08,2469222900
2008-02-11,2421127800
2008-02-12,2384289000
2008-02-13,2405778300
2008-02-14,2443640400
2008-02-15,2430337500
2008-02-19,2728117800
2008-02-20,2792585700
2008-02-21,2710721700
2008-02-22,2742444000
2008-02-25,2802818700
2008-02-26,2864216700
2008-02-27,2811005100
2008-02-28,2734257600
2008-02-29,2732211000
2008-03-03,2747560500
2008-03-04,2681046000
2008-03-05,2593042200
2008-03-06,2429314200
2008-03-07,2424197700
2008-03-10,2427267600
2008-03-11,2511178200
2008-03-12,2313681300
2008-03-13,2338240500
2008-03-14,2257399800
2008-03-17,1995435000
2008-03-18,2122324199
2008-03-19,2174512500
2008-03-20,2170419300
2008-03-24,2192931900
2008-03-25,2130510600
2008-03-26,2154046500
2008-03-27,2065019400
2008-03-28,2190885300
2008-03-31,2221584300
2008-04-01,2318302760
2008-04-02,2431659840
2008-04-03,2414606120
2008-04-04,2392536600
2008-04-07,2300245880
2008-04-08,2366454440
2008-04-09,2311280640
2008-04-10,2335356480
2008-04-11,2206952000
2008-04-14,2256106840
2008-04-15,2238049960
2008-04-16,2365451280
2008-04-17,2374479720
2008-04-18,2314290120
2008-04-21,2257110000
2008-04-22,2189898280
2008-04-23,2135727640
2008-04-24,2146762399
2008-04-25,2160806640
2008-04-28,2163816120
2008-04-29,2114661279
2008-04-30,2080553839
2008-05-01,2091588600
2008-05-02,2114661279
2008-05-05,2126699200
2008-05-06,2009329480
2008-05-07,2078547520
2008-05-08,2051462200
2008-05-09,2057481160
2008-05-12,2215980440
2008-05-13,2102623360
2008-05-14,2090585440
2008-05-15,2053468520
2008-05-16,2074534880
2008-05-19,2165822440
2008-05-20,2156794000
2008-05-21,2089582279
2008-05-22,2118673920
2008-05-23,2071525399
2008-05-27,2046446399
2008-05-28,2109645480
2008-05-29,2123689720
2008-05-30,2129708680
2008-06-02,2377489200
2008-06-03,2343381760
2008-06-04,2230024680
2008-06-05,2293223760
2008-06-06,2192907760
2008-06-09,2114661279
2008-06-10,2052465360
2008-06-11,2045443240
2008-06-12,2028389520
2008-06-13,2069519080
2008-06-16,1998294720
2008-06-17,2036414800
2008-06-18,1995285240
2008-06-19,2011335800
2008-06-20,1992275760
2008-06-23,1982244160
2008-06-24,1965190440
2008-06-25,1992275760
2008-06-26,1897978720
2008-06-27,1861864959
2008-06-30,1851833360
2008-07-01,1828591260
2008-07-02,1723191219
2008-07-03,1665519500
2008-07-07,1640661000
2008-07-08,1542221340
2008-07-09,1495487360
2008-07-10,1432843940
2008-07-11,1416934500
2008-07-14,1380143920
2008-07-15,1387104300
2008-07-16,1466651500
2008-07-17,1500459060
2008-07-18,1421906200
2008-07-21,1501453400
2008-07-22,1506425100
2008-07-23,1436821300
2008-07-24,1395059020
2008-07-25,1405996760
2008-07-28,1400030720
2008-07-29,1392076000
2008-07-30,1505430760
2008-07-31,1420911860
2008-08-01,1437815640
2008-08-04,1367217500
2008-08-05,1415940160
2008-08-06,1562108140
2008-08-07,1446764700
2008-08-08,1538243980
2008-08-11,1528300580
2008-08-12,1492504340
2008-08-13,1616796840
2008-08-14,1545204360
2008-08-15,1553159080
2008-08-18,1447759040
2008-08-19,1440798660
2008-08-20,1550176060
2008-08-21,1532277940
2008-08-22,1475600560
2008-08-25,1461679800
2008-08-26,1477589240
2008-08-27,1573045880
2008-08-28,1537249640
2008-08-29,1590944000
2008-09-02,1426877900
2008-09-03,1488526980
2008-09-04,1404008080
2008-09-05,1423894880
2008-09-08,1442787340
2008-09-09,1336392960
2008-09-10,1378155240
2008-09-11,1489521320
2008-09-12,1689383659
2008-09-15,1524323220
2008-09-16,1498470380
2008-09-17,1525317560
2008-09-18,1619779860
2008-09-19,1753021420
2008-09-22,1549181720
2008-09-23,1516368500
2008-09-24,1536255300
2008-09-25,1636683640
2008-09-26,1587960980
2008-09-29,1409974120
2008-09-30,1437815640
2008-10-01,1420191960
2008-10-02,1256054200
2008-10-03,1147963480
2008-10-06,1075903000
2008-10-07,1020856799
2008-10-08,983825720
2008-10-09,859721560
2008-10-10,794666960
2008-10-13,926777840
2008-10-14,974818160
2008-10-15,767644280
2008-10-16,775651000
2008-10-17,809679560
2008-10-20,868729120
2008-10-21,926777840
2008-10-22,851714840
2008-10-23,829696359
2008-10-24,808678720
2008-10-27,763640920
2008-10-28,826693840
2008-10-29,829696359
2008-10-30,909763560
2008-10-31,982824880
2008-11-03,957803880
2008-11-04,1018855120
2008-11-05,944792960
2008-11-06,925777000
2008-11-07,935785400
2008-11-10,928779519
2008-11-11,888745920
2008-11-12,827694680
2008-11-13,896752640
2008-11-14,874734160
2008-11-17,816685440
2008-11-18,810680400
2008-11-19,695583800
2008-11-20,551462840
2008-11-21,691580440
2008-11-24,729612360
2008-11-25,744624960
2008-11-26,864725760
2008-11-28,910764400
2008-12-01,838703920
2008-12-02,814683760
2008-12-03,816685440
2008-12-04,757635880
2008-12-05,777652680
2008-12-08,835701400
2008-12-09,872732480
2008-12-10,916769440
2008-12-11,945793799
2008-12-12,931782040
2008-12-15,904759359
2008-12-16,993834120
2008-12-17,1009847560
2008-12-18,947795480
2008-12-19,948796320
2008-12-22,886744240
2008-12-23,874734160
2008-12-24,869729960
2008-12-26,860722400
2008-12-29,863724920
2008-12-30,903758519
2008-12-31,912766079
2009-01-02,934784560
2009-01-05,1003842519
2009-01-06,1040873600
2009-01-07,988829920
2009-01-08,1028863519
2009-01-09,1026861840
2009-01-12,984826560
2009-01-13,1026861840
2009-01-14,989830760
2009-01-15,1027862680
2009-01-16,1143960120
2009-01-20,1094918960
2009-01-21,1161975240
2009-01-22,1117938280
2009-01-23,1151966840
2009-01-26,1190999600
2009-01-27,1129948360
2009-01-28,1186996240
2009-01-29,1171983640
2009-01-30,1169981960
2009-02-02,1148964320
2009-02-03,1204010520
2009-02-04,1243043280
2009-02-05,1209014720
2009-02-06,1278072680
2009-02-09,1327113840
2009-02-10,1248047480
2009-02-11,1262059240
2009-02-12,1296087800
2009-02-13,1288081080
2009-02-17,1259056720
2009-02-18,1174986160
2009-02-19,1176987840
2009-02-20,1075903000
2009-02-23,1056887040
2009-02-24,1135953400
2009-02-25,1197004640
2009-02-26,1187997080
2009-02-27,1166979440
2009-03-02,1056887040
2009-03-03,1078905520
2009-03-04,1126945840
2009-03-05,1058888720
2009-03-06,1032866880
2009-03-09,1055886200
2009-03-10,1115936600
2009-03-11,1102925680
2009-03-12,1094918960
2009-03-13,1064893760
2009-03-16,1109931560
2009-03-17,1161975240
2009-03-18,1136954240
2009-03-19,1142959280
2009-03-20,1054885359
2009-03-23,1101924840
2009-03-24,1091916440
2009-03-25,1131950040
2009-03-26,1197004640
2009-03-27,1120940800
2009-03-30,1056887040
2009-03-31,1060890400
2009-04-01,1047549600
2009-04-02,1097719600
2009-04-03,1115780800
2009-04-06,1113774000
2009-04-07,1065610799
2009-04-08,1069624400
2009-04-09,1122804600
2009-04-13,1107753600
2009-04-14,1073637999
2009-04-15,1058587000
2009-04-16,1165950800
2009-04-17,1203076600
2009-04-20,1143876000
2009-04-21,1126818200
2009-04-22,1110763800
2009-04-23,1102736600
2009-04-24,1149896400
2009-04-27,1090695800
2009-04-28,1097719600
2009-04-29,1078655000
2009-04-30,1051563200
2009-05-01,1088689000
2009-05-04,1188025600
2009-05-05,1239199000
2009-05-06,1295389400
2009-05-07,1267294200
2009-05-08,1306426800
2009-05-11,1262277200
2009-05-12,1222141200
2009-05-13,1193042600
2009-05-14,1221137800
2009-05-15,1181001800
2009-05-18,1223144600
2009-05-19,1248229600
2009-05-20,1241205800
2009-05-21,1183008600
2009-05-22,1174981400
2009-05-26,1160933800
2009-05-27,1175984800
2009-05-28,1199063000
2009-05-29,1214114000
2009-06-01,1220134400
2009-06-02,1195049400
2009-06-03,1080661800
2009-06-04,1096716200
2009-06-05,1054573400
2009-06-08,1070627800
2009-06-09,1086682200
2009-06-10,1080661800
2009-06-11,1058587000
2009-06-12,1039522400
2009-06-15,1031495199
2009-06-16,991359200
2009-06-17,943196000
2009-06-18,946206200
2009-06-19,942192600
2009-06-22,884998800
2009-06-23,892022600
2009-06-24,867941000
2009-06-25,911087200
2009-06-26,890015799
2009-06-29,889012400
2009-06-30,902056600
2009-07-01,956645760
2009-07-02,935543280
2009-07-06,917455440
2009-07-07,872235840
2009-07-08,858167519
2009-07-09,885299280
2009-07-10,861182160
2009-07-13,882284639
2009-07-14,882284639
2009-07-15,918460320
2009-07-16,927504240
2009-07-17,960665280
2009-07-20,971718960
2009-07-21,988801920
2009-07-22,994831200
2009-07-23,1051104480
2009-07-24,1066177680
2009-07-27,1103358240
2009-07-28,1062158160
2009-07-29,1028997120
2009-07-30,1067182559
2009-07-31,1069192320
2009-08-03,1116421680
2009-08-04,1120441200
2009-08-05,1112402160
2009-08-06,1099338720
2009-08-07,1106372880
2009-08-10,1125465600
2009-08-11,1106372880
2009-08-12,1090294800
2009-08-13,1110392400
2009-08-14,1103358240
2009-08-17,1071202080
2009-08-18,1112402160
2009-08-19,1134509520
2009-08-20,1137524160
2009-08-21,1165660800
2009-08-24,1204851120
2009-08-25,1206860880
2009-08-26,1204851120
2009-08-27,1216909680
2009-08-28,1196812080
2009-08-31,1147572960
2009-09-01,1122450960
2009-09-02,1099338720
2009-09-03,1115416800
2009-09-04,1136519280
2009-09-08,1158626640
2009-09-09,1145563200
2009-09-10,1144558320
2009-09-11,1162646160
2009-09-14,1172694960
2009-09-15,1169680320
2009-09-16,1179729120
2009-09-17,1247056080
2009-09-18,1247056080
2009-09-21,1248060960
2009-09-22,1265143920
