,AWK
2012-12-06,6655241340
2012-12-07,6680008320
2012-12-10,6734849490
2012-12-11,6708313440
2012-12-12,6752540190
2012-12-13,6683546460
2012-12-14,6625167150
2012-12-17,6726004140
2012-12-18,6678239250
2012-12-19,6595092960
2012-12-20,6568556910
2012-12-21,6554404349
2012-12-24,6596862030
2012-12-26,6522561090
2012-12-27,6510177599
2012-12-28,6499563180
2012-12-31,6584151510
2013-01-02,6738426000
2013-01-03,6757931970
2013-01-04,6763251780
2013-01-07,6647989230
2013-01-08,6619616910
2013-01-09,6635576340
2013-01-10,6669268470
2013-01-11,6800490450
2013-01-14,6726013110
2013-01-15,6708280410
2013-01-16,6681681360
2013-01-17,6694094250
2013-01-18,6722466569
2013-01-22,6786304290
2013-01-23,6798717180
2013-01-24,6843048930
2013-01-25,6632029800
2013-01-28,6701187330
2013-01-29,6830636040
2013-01-30,6819996420
2013-01-31,6788077560
2013-02-01,6811130069
2013-02-04,6750838890
2013-02-05,6747292349
2013-02-06,6834182580
2013-02-07,6913979730
2013-02-08,6947671860
2013-02-11,6922846080
2013-02-12,6954764940
2013-02-13,6988457069
2013-02-14,6942352050
2013-02-15,6945898590
2013-02-19,7048748250
2013-02-20,7009736310
2013-02-21,6995550150
2013-02-22,7061161140
2013-02-25,6958311480
2013-02-26,6992003610
2013-02-27,6981363990
2013-02-28,6995550150
2013-03-01,7016829390
2013-03-04,7140958290
2013-03-05,7135638480
2013-03-06,7103719620
2013-03-07,7015056120
2013-03-08,7112585970
2013-03-11,7156917720
2013-03-12,7116132510
2013-03-13,7117905780
2013-03-14,7093080000
2013-03-15,7139185020
2013-03-18,7132091940
2013-03-19,7165784069
2013-03-20,7215435630
2013-03-21,7201249470
2013-03-22,7229621790
2013-03-25,7247354490
2013-03-26,7261540650
2013-03-27,7275726810
2013-03-28,7348430880
2013-04-01,7334339320
2013-04-02,7352110920
2013-04-03,7305904760
2013-04-04,7357442400
2013-04-05,7369882520
2013-04-08,7435637440
2013-04-09,7400094240
2013-04-10,7496060880
2013-04-11,7517386799
2013-04-12,7526272600
2013-04-15,7327230679
2013-04-16,7513832480
2013-04-17,7449854720
2013-04-18,7433860280
2013-04-19,7465849160
2013-04-22,7392985600
2013-04-23,7314790559
2013-04-24,7313013400
2013-04-25,7355665240
2013-04-26,7314790559
2013-04-29,7348556600
2013-04-30,7442746080
2013-05-01,7421420160
2013-05-02,7487175080
2013-05-03,7442746080
2013-05-06,7405425720
2013-05-07,7460517679
2013-05-08,7416088679
2013-05-09,7442746080
2013-05-10,7469403480
2013-05-13,7460517679
2013-05-14,7542267040
2013-05-15,7595581840
2013-05-16,7552930000
2013-05-17,7583141720
2013-05-20,7592027520
2013-05-21,7586696040
2013-05-22,7469403480
2013-05-23,7428528799
2013-05-24,7345002280
2013-05-28,7392985600
2013-05-29,7273915880
2013-05-30,7270361559
2013-05-31,7097977040
2013-06-03,7163731960
2013-06-04,7074873960
2013-06-05,7039330760
2013-06-06,7112194320
2013-06-07,7085536920
2013-06-10,7076651120
2013-06-11,7083759760
2013-06-12,7195720840
2013-06-13,7265030080
2013-06-14,7288133160
2013-06-17,7295241799
2013-06-18,7314790559
2013-06-19,7222378240
2013-06-20,7032222120
2013-06-21,7010896200
2013-06-24,7002010400
2013-06-25,7131743080
2013-06-26,7154846160
2013-06-27,7190389360
2013-06-28,7327230679
2013-07-01,7115040699
2013-07-02,7100803500
2013-07-03,7200463900
2013-07-05,7170209850
2013-07-08,7298344650
2013-07-09,7378428900
2013-07-10,7430038750
2013-07-11,7451394550
2013-07-12,7467411400
2013-07-15,7615122350
2013-07-16,7531478800
2013-07-17,7494106150
2013-07-18,7531478800
2013-07-19,7581309000
2013-07-22,7672071150
2013-07-23,7741477500
2013-07-24,7620461300
2013-07-25,7648935699
2013-07-26,7666732200
2013-07-29,7661393249
2013-07-30,7593766550
2013-07-31,7595546200
2013-08-01,7704104850
2013-08-02,7675630450
2013-08-05,7606224100
2013-08-06,7540377050
2013-08-07,7559953199
2013-08-08,7567071800
2013-08-09,7682749050
2013-08-12,7611563050
2013-08-13,7584868300
2013-08-14,7483428249
2013-08-15,7323259750
2013-08-16,7303683600
2013-08-19,7244955150
2013-08-20,7255633050
2013-08-21,7253853400
2013-08-22,7408682950
2013-08-23,7453174200
2013-08-26,7389106800
2013-08-27,7401564350
2013-08-28,7415801550
2013-08-29,7282327800
2013-08-30,7250294100
2013-09-03,7170209850
2013-09-04,7075888400
2013-09-05,6999363450
2013-09-06,6990465200
2013-09-09,7017159950
2013-09-10,7109701750
2013-09-11,7036736100
2013-09-12,6985126250
2013-09-13,6992244850
2013-09-16,6963770450
2013-09-17,7026058199
2013-09-18,7264531300
2013-09-19,7227158650
2013-09-20,7097244200
2013-09-23,7188006350
2013-09-24,7259192350
2013-09-25,7250294100
2013-09-26,7317920800
2013-09-27,7275209200
2013-09-30,7357623360
2013-10-01,7384358910
2013-10-02,7402182610
2013-10-03,7263157750
2013-10-04,7232857460
2013-10-07,7161562660
2013-10-08,7145521330
2013-10-09,7220380870
2013-10-10,7357623360
2013-10-11,7377229430
2013-10-14,7309499370
2013-10-15,7213251390
2013-10-16,7280981450
2013-10-17,7448524230
2013-10-18,7437830009
2013-10-21,7498430590
2013-10-22,7541207470
2013-10-23,7557248800
2013-10-24,7489518740
2013-10-25,7585766720
2013-10-28,7578637240
2013-10-29,7617849380
2013-10-30,7632108340
2013-10-31,7641020190
2013-11-01,7621414120
2013-11-04,7665973370
2013-11-05,7710532620
2013-11-06,7751527130
2013-11-07,7724791580
2013-11-08,7619631750
2013-11-11,7673102849
2013-11-12,7605372790
2013-11-13,7559031169
2013-11-14,7641020190
2013-11-15,7696273660
2013-11-18,7682014700
2013-11-19,7591113830
2013-11-20,7496648220
2013-11-21,7484171630
2013-11-22,7523383770
2013-11-25,7521601400
2013-11-26,7482389259
2013-11-27,7530513250
2013-11-29,7548336950
2013-12-02,7478824520
2013-12-03,7427135790
2013-12-04,7418223940
2013-12-05,7316628849
2013-12-06,7354058620
2013-12-09,7325540700
2013-12-10,7295240410
2013-12-11,7193645320
2013-12-12,7263157750
2013-12-13,7272069599
2013-12-16,7300587520
2013-12-17,7387923650
2013-12-18,7493083480
2013-12-19,7457436080
2013-12-20,7450306599
2013-12-23,7443177120
2013-12-24,7493083480
2013-12-26,7487736370
2013-12-27,7493083480
2013-12-30,7523383770
2013-12-31,7545058140
2014-01-02,7423651620
2014-01-03,7402226940
2014-01-06,7373660699
2014-01-07,7446861690
2014-01-08,7445076300
2014-01-09,7427222400
2014-01-10,7496852610
2014-01-13,7425437010
2014-01-14,7411153890
2014-01-15,7370089920
2014-01-16,7411153890
2014-01-17,7414724670
2014-01-21,7473642540
2014-01-22,7518277290
2014-01-23,7527204239
2014-01-24,7468286370
2014-01-27,7436149350
2014-01-28,7461144810
2014-01-29,7491496440
2014-01-30,7587907500
2014-01-31,7600405230
2014-02-03,7553985090
2014-02-04,7455788640
2014-02-05,7348665239
2014-02-06,7445076300
2014-02-07,7548628920
2014-02-10,7559341260
2014-02-11,7625400690
2014-02-12,7659323100
2014-02-13,7778944230
2014-02-14,7784300400
2014-02-18,7796798130
2014-02-19,7789656570
2014-02-20,7866428340
2014-02-21,7903921530
2014-02-24,7832505930
2014-02-25,7846789050
2014-02-26,7832505930
2014-02-27,7859286780
2014-02-28,8005688760
2014-03-03,7882496850
2014-03-04,7939629330
2014-03-05,7918204650
2014-03-06,7919990040
2014-03-07,7918204650
2014-03-10,7932487770
2014-03-11,7828935150
2014-03-12,7903921530
2014-03-13,8032469610
2014-03-14,8134236840
2014-03-17,8057465070
2014-03-18,8121739110
2014-03-19,8018186489
2014-03-20,7973551739
2014-03-21,8044967340
2014-03-24,8064606630
2014-03-25,8043181949
2014-03-26,7934273160
2014-03-27,8027113440
2014-03-28,8057465070
2014-03-31,8120380200
2014-04-01,8077453079
2014-04-02,8141843760
2014-04-03,8143632390
2014-04-04,8190136770
2014-04-07,8132900610
2014-04-08,8134689239
2014-04-09,8168673210
2014-04-10,8143632390
2014-04-11,8138266500
2014-04-14,8182982250
2014-04-15,8166884579
2014-04-16,8222332110
2014-04-17,8168673210
2014-04-21,8190136770
2014-04-22,8229486630
2014-04-23,8202657180
2014-04-24,8227698000
2014-04-25,8249161560
2014-04-28,8308186350
2014-04-29,8208023070
2014-04-30,8143632390
2014-05-01,8267047860
2014-05-02,8258104710
2014-05-05,8327861280
2014-05-06,8259893340
2014-05-07,8392251960
2014-05-08,8358267989
2014-05-09,8274202380
2014-05-12,8283145530
2014-05-13,8417292780
2014-05-14,8417292780
2014-05-15,8474528940
2014-05-16,8453065380
2014-05-19,8379731550
2014-05-20,8374365660
2014-05-21,8374365660
2014-05-22,8458431270
2014-05-23,8515667430
2014-05-27,8481683460
2014-05-28,8513878800
2014-05-29,8521033320
2014-05-30,8694530430
2014-06-02,8624773860
2014-06-03,8594367150
2014-06-04,8574692220
2014-06-05,8606887560
2014-06-06,8576480850
2014-06-09,8605098930
2014-06-10,8553228660
2014-06-11,8526399210
2014-06-12,8558594550
2014-06-13,8574692220
2014-06-16,8603310300
2014-06-17,8626562490
2014-06-18,8699896320
2014-06-19,8664123720
2014-06-20,8614042080
2014-06-23,8664123720
2014-06-24,8674855500
2014-06-25,8717782620
2014-06-26,8726725770
2014-06-27,8769652890
2014-06-30,8851154400
2014-07-01,8801036640
2014-07-02,8681112000
2014-07-03,8602355520
2014-07-07,8609515200
2014-07-08,8700801120
2014-07-09,8675742240
2014-07-10,8699011200
2014-07-11,8670372480
2014-07-14,8630994240
2014-07-15,8663212800
2014-07-16,8675742240
2014-07-17,8607725280
2014-07-18,8765238240
2014-07-21,8718700320
2014-07-22,8772397920
2014-07-23,8724070080
2014-07-24,8731229760
2014-07-25,8699011200
2014-07-28,8779557600
2014-07-29,8704380960
2014-07-30,8650683360
2014-07-31,8550447840
2014-08-01,8598775680
2014-08-04,8477061120
2014-08-05,8341027200
2014-08-06,8307018719
2014-08-07,8332077599
2014-08-08,8584456320
2014-08-11,8541498240
2014-08-12,8611305120
2014-08-13,8656053120
2014-08-14,8818935840
2014-08-15,8933490720
2014-08-18,8894112480
2014-08-19,8924541120
2014-08-20,8946020160
2014-08-21,8963919360
2014-08-22,8888742720
2014-08-25,8903062080
2014-08-26,8883372960
2014-08-27,9017616960
2014-08-28,8985398400
2014-08-29,9058785120
2014-09-02,8974658880
2014-09-03,9001507680
2014-09-04,9017616960
2014-09-05,9040885920
2014-09-08,8967499200
2014-09-09,8876213280
2014-09-10,8842204800
2014-09-11,8886952800
2014-09-12,8795666880
2014-09-15,8802826560
2014-09-16,8879793120
2014-09-17,8827885440
2014-09-18,8738389440
2014-09-19,8815356000
2014-09-22,8729439840
2014-09-23,8629204320
2014-09-24,8643523680
2014-09-25,8634574080
2014-09-26,8638153920
2014-09-29,8643523680
2014-09-30,8640404500
2014-10-01,8617115000
2014-10-02,8600991500
2014-10-03,8633238500
2014-10-06,8584868000
2014-10-07,8670860000
2014-10-08,8875091000
2014-10-09,8781933000
2014-10-10,8953917000
2014-10-13,8875091000
2014-10-14,9011245000
2014-10-15,8794473500
2014-10-16,8828512000
2014-10-17,8885840000
2014-10-20,9090071000
2014-10-21,9133067000
2014-10-22,9147399000
2014-10-23,9213684500
2014-10-24,9299676500
2014-10-27,9278178500
2014-10-28,9391043000
2014-10-29,9353421500
2014-10-30,9516448000
2014-10-31,9561235500
2014-11-03,9550486500
2014-11-04,9414332500
2014-11-05,9471660500
2014-11-06,9314008500
2014-11-07,9380294000
2014-11-10,9471660500
2014-11-11,9444788000
2014-11-12,9378502500
2014-11-13,9292510500
2014-11-14,9292510500
2014-11-17,9310425500
2014-11-18,9376711000
2014-11-19,9392834500
2014-11-20,9344464000
2014-11-21,9365962000
2014-11-24,9357004500
2014-11-25,9326549000
2014-11-26,9394626000
2014-11-28,9503907500
2014-12-01,9365962000
2014-12-02,9423290000
2014-12-03,9437622000
2014-12-04,9396417500
2014-12-05,9340881000
2014-12-08,9439413500
2014-12-09,9541529000
2014-12-10,9403583500
2014-12-11,9423290000
2014-12-12,9382085500
2014-12-15,9254889000
2014-12-16,9211893000
2014-12-17,9272804000
2014-12-18,9485992500
2014-12-19,9380294000
2014-12-22,9403583500
2014-12-23,9525405500
2014-12-24,9631104000
2014-12-26,9677683000
2014-12-29,10007319000
2014-12-30,9724262000
2014-12-31,9540700000
2015-01-02,9655260000
2015-01-05,9506690000
2015-01-06,9531750000
2015-01-07,9653470000
2015-01-08,9691060000
2015-01-09,9719700000
2015-01-12,9689270000
2015-01-13,9710750000
2015-01-14,9882590000
2015-01-15,9889750000
2015-01-16,9972090000
2015-01-20,10049060000
2015-01-21,10124240000
2015-01-22,10118870000
2015-01-23,10124240000
2015-01-26,10177940000
2015-01-27,10167200000
2015-01-28,10143930000
2015-01-29,10267440000
2015-01-30,10049060000
2015-02-02,10151090000
2015-02-03,10118870000
2015-02-04,9959560000
2015-02-05,10088440000
2015-02-06,9814570000
2015-02-09,9655260000
2015-02-10,9719700000
2015-02-11,9583660000
2015-02-12,9596190000
2015-02-13,9422560000
2015-02-17,9442250000
2015-02-18,9685690000
2015-02-19,9630200000
2015-02-20,9655260000
2015-02-23,9719700000
2015-02-24,9701800000
2015-02-25,9748340000
2015-02-26,9601560000
2015-02-27,9680320000
2015-03-02,9535330000
2015-03-03,9596190000
2015-03-04,9563970000
2015-03-05,9651680000
2015-03-06,9358120000
2015-03-09,9359910000
2015-03-10,9354540000
2015-03-11,9342010000
2015-03-12,9481630000
2015-03-13,9354540000
2015-03-16,9458360000
2015-03-17,9513850000
2015-03-18,9710750000
2015-03-19,9726860000
2015-03-20,9848580000
2015-03-23,9773400000
2015-03-24,9717910000
2015-03-25,9653470000
2015-03-26,9569340000
2015-03-27,9683900000
2015-03-30,9721490000
2015-03-31,9734164440
2015-04-01,9779055440
2015-04-02,9856267960
2015-04-06,9908341520
2015-04-07,9818559520
2015-04-08,9725186240
2015-04-09,9673112680
2015-04-10,9728777520
2015-04-13,9640791160
2015-04-14,9698251640
2015-04-15,9683886520
2015-04-16,9673112680
2015-04-17,9624630400
2015-04-20,9718003680
2015-04-21,9674908320
2015-04-22,9743142640
2015-04-23,9809581320
2015-04-24,9956823800
2015-04-27,9805990040
2015-04-28,9883202560
2015-04-29,9884998200
2015-04-30,9789829280
2015-05-01,9750325200
2015-05-04,9807785680
2015-05-05,9599491440
2015-05-06,9527665840
2015-05-07,9515096360
2015-05-08,9513300720
2015-05-11,9466614080
2015-05-12,9419927440
2015-05-13,9378627720
2015-05-14,9515096360
2015-05-15,9633608600
2015-05-18,9671317040
2015-05-19,9635404240
2015-05-20,9595900160
2015-05-21,9586921960
2015-05-22,9500731240
2015-05-26,9484570480
2015-05-27,9554600440
2015-05-28,9464818440
2015-05-29,9493548680
2015-06-01,9489957400
2015-06-02,9387605920
2015-06-03,9279867520
2015-06-04,9287050080
2015-06-05,9120055560
2015-06-08,9172129120
2015-06-09,9157764000
2015-06-10,9114668640
2015-06-11,9145194520
2015-06-12,9067982000
2015-06-15,8927922080
2015-06-16,8861483400
2015-06-17,8900987480
2015-06-18,9059003800
2015-06-19,9033864840
2015-06-22,9028477920
2015-06-23,8981791280
2015-06-24,8924330800
2015-06-25,8865074680
2015-06-26,8924330800
2015-06-29,8786066520
2015-06-30,8704770000
2015-07-01,8801430000
2015-07-02,8923150000
2015-07-06,8987590000
2015-07-07,9143320000
2015-07-08,9161220000
2015-07-09,8982220000
2015-07-10,9091410000
2015-07-13,9127210000
2015-07-14,9163010000
2015-07-15,9173750000
2015-07-16,9268620000
2015-07-17,9184490000
2015-07-20,9193440000
2015-07-21,9086040000
2015-07-22,9154060000
2015-07-23,9028760000
2015-07-24,9118260000
2015-07-27,9238190000
2015-07-28,9214920000
2015-07-29,9256090000
2015-07-30,9234610000
2015-07-31,9291890000
2015-08-03,9322320000
2015-08-04,9170170000
2015-08-05,9236400000
2015-08-06,9266830000
2015-08-07,9363490000
2015-08-10,9354540000
2015-08-11,9508480000
2015-08-12,9619460000
2015-08-13,9698220000
2015-08-14,9717910000
2015-08-17,9787720000
2015-08-18,9778770000
2015-08-19,9809200000
2015-08-20,9700010000
2015-08-21,9669580000
2015-08-24,9295470000
2015-08-25,9191650000
2015-08-26,9333060000
2015-08-27,9512060000
2015-08-28,9488790000
2015-08-31,9297260000
2015-09-01,9139740000
2015-09-02,9202390000
2015-09-03,9345590000
2015-09-04,9148690000
2015-09-08,9252510000
2015-09-09,9166590000
2015-09-10,9148690000
2015-09-11,9300840000
2015-09-14,9350960000
2015-09-15,9393920000
2015-09-16,9458360000
2015-09-17,9544280000
2015-09-18,9576500000
2015-09-21,9608720000
2015-09-22,9590820000
2015-09-23,9648100000
2015-09-24,9732230000
2015-09-25,9825310000
2015-09-28,9682110000
2015-09-29,9700010000
2015-09-30,9859320000
2015-10-01,9893330000
2015-10-02,9957770000
2015-10-05,10036530000
2015-10-06,9955980000
2015-10-07,9907650000
2015-10-08,10174360000
2015-10-09,10179730000
2015-10-12,10283550000
2015-10-13,10326510000
2015-10-14,10228060000
2015-10-15,10419590000
2015-10-16,10450020000
2015-10-19,10552050000
2015-10-20,10489400000
2015-10-21,10371260000
2015-10-22,10464340000
2015-10-23,10315770000
2015-10-26,10417800000
2015-10-27,10369470000
2015-10-28,10333670000
2015-10-29,10217320000
2015-10-30,10267440000
2015-11-02,10258490000
2015-11-03,10333670000
2015-11-04,10378420000
2015-11-05,10416010000
2015-11-06,9923760000
2015-11-09,9986410000
2015-11-10,10136770000
2015-11-11,10183310000
2015-11-12,10108130000
2015-11-13,10025790000
2015-11-16,10172570000
2015-11-17,10032950000
2015-11-18,10213740000
2015-11-19,10251330000
2015-11-20,10274600000
2015-11-23,10287130000
2015-11-24,10181520000
2015-11-25,10206580000
2015-11-27,10390950000
2015-11-30,10339040000
2015-12-01,10358730000
2015-12-02,10229850000
2015-12-03,10276390000
2015-12-04,10383790000
2015-12-07,10453600000
2015-12-08,10462550000
2015-12-09,10365890000
2015-12-10,10161830000
2015-12-11,10152880000
2015-12-14,10152880000
2015-12-15,10237010000
2015-12-16,10523410000
2015-12-17,10612910000
2015-12-18,10659450000
2015-12-21,10430330000
2015-12-22,10566370000
2015-12-23,10663030000
2015-12-24,10709570000
2015-12-28,10849190000
2015-12-29,10847400000
2015-12-30,10820550000
2015-12-31,10635500000
2016-01-04,10736960000
2016-01-05,10706700000
2016-01-06,10660420000
2016-01-07,10580320000
2016-01-08,10621260000
2016-01-11,10724500000
2016-01-12,10713820000
2016-01-13,10696020000
2016-01-14,10836640000
2016-01-15,10765440000
2016-01-19,10859780000
2016-01-20,10790360000
2016-01-21,10724500000
2016-01-22,11114320000
2016-01-25,10936320000
2016-01-26,11098300000
2016-01-27,11114320000
2016-01-28,11294100000
2016-01-29,11553980000
2016-02-01,11575340000
2016-02-02,11634080000
2016-02-03,11726640000
2016-02-04,11379540000
2016-02-05,11342160000
2016-02-08,11443620000
2016-02-09,11698160000
2016-02-10,11869040000
2016-02-11,11762240000
2016-02-12,11584240000
2016-02-16,11596700000
2016-02-17,11518379999
2016-02-18,11714180000
2016-02-19,11707060000
2016-02-22,11796060000
2016-02-23,11867260000
2016-02-24,11870820000
2016-02-25,12112900000
2016-02-26,11536180000
2016-02-29,11537959999
2016-03-01,11623400000
2016-03-02,12239280000
2016-03-03,12086200000
2016-03-04,12080860000
2016-03-07,11986520000
2016-03-08,12169860000
2016-03-09,12226820000
2016-03-10,12144940000
2016-03-11,12123580000
2016-03-14,12104000000
2016-03-15,12209020000
2016-03-16,12264200000
2016-03-17,12454660000
2016-03-18,12105780000
2016-03-21,12023900000
2016-03-22,12034580000
2016-03-23,12023900000
2016-03-24,12038140000
2016-03-28,11950920000
2016-03-29,12232160000
2016-03-30,12212580000
2016-03-31,12269540000
2016-04-01,12371000000
2016-04-04,12392360000
2016-04-05,12290900000
2016-04-06,12371000000
2016-04-07,12424400000
2016-04-08,12527640000
2016-04-11,12477799999
2016-04-12,12529420000
2016-04-13,12529420000
2016-04-14,12538320000
2016-04-15,12684280000
2016-04-18,12762600000
2016-04-19,12851600000
2016-04-20,12616640000
2016-04-21,12150280000
2016-04-22,12324720000
2016-04-25,12602400000
2016-04-26,12710980000
2016-04-27,12846260000
2016-04-28,12885420000
2016-04-29,12951280000
2016-05-02,13205820000
2016-05-03,13159540000
2016-05-04,13252100000
2016-05-05,13029600000
2016-05-06,13175560000
2016-05-09,13223620000
2016-05-10,13262780000
2016-05-11,13264560000
2016-05-12,13339320000
2016-05-13,13298379999
2016-05-16,13385600000
2016-05-17,13052740000
2016-05-18,12929920000
2016-05-19,13065200000
2016-05-20,13066980000
2016-05-23,13020700000
2016-05-24,13168440000
2016-05-25,13043840000
2016-05-26,13168440000
2016-05-27,13193360000
2016-05-31,13189799999
2016-06-01,13392720000
2016-06-02,13385600000
2016-06-03,13609879999
2016-06-06,13497740000
2016-06-07,13522660000
2016-06-08,13654379999
2016-06-09,13789660000
2016-06-10,13795000000
2016-06-13,13823480000
2016-06-14,13887560000
2016-06-15,13850180000
2016-06-16,14005040000
2016-06-17,13914260000
2016-06-20,13812799999
2016-06-21,13910700000
2016-06-22,13930280000
2016-06-23,14051320000
2016-06-24,14227540000
2016-06-27,14544379999
2016-06-28,14617360000
2016-06-29,14652959999
2016-06-30,15042780000
2016-07-01,14969799999
2016-07-05,15087280000
2016-07-06,14964459999
2016-07-07,14699240000
2016-07-08,14838080000
2016-07-11,14731280000
2016-07-12,14469620000
2016-07-13,14596000000
2016-07-14,14547940000
2016-07-15,14523020000
2016-07-18,14498100000
2016-07-19,14546160000
2016-07-20,14523020000
2016-07-21,14444700000
2016-07-22,14745520000
2016-07-25,14743740000
2016-07-26,14636940000
2016-07-27,14501660000
2016-07-28,14606680000
2016-07-29,14699240000
2016-08-01,14745520000
2016-08-02,14608459999
2016-08-03,14448260000
2016-08-04,14266700000
2016-08-05,13969440000
2016-08-08,13821700000
2016-08-09,13837720000
2016-08-10,13903580000
2016-08-11,13853740000
2016-08-12,13841280000
2016-08-15,13624120000
2016-08-16,13444340000
2016-08-17,13698879999
2016-08-18,13777200000
2016-08-19,13606320000
2016-08-22,13640140000
2016-08-23,13615220000
2016-08-24,13574280000
2016-08-25,13576060000
2016-08-26,13314400000
2016-08-29,13426540000
2016-08-30,13177340000
2016-08-31,13170220000
2016-09-01,13058080000
2016-09-02,13314400000
2016-09-06,13510200000
2016-09-07,13528000000
2016-09-08,13479940000
2016-09-09,12903220000
2016-09-12,13081220000
2016-09-13,12986879999
2016-09-14,13042060000
2016-09-15,13122160000
2016-09-16,13230740000
2016-09-19,13382040000
2016-09-20,13376700000
2016-09-21,13665060000
2016-09-22,13770080000
2016-09-23,13615220000
2016-09-26,13649040000
2016-09-27,13554700000
2016-09-28,13568940000
2016-09-29,13346440000
2016-09-30,13321520000
2016-10-03,13182680000
2016-10-04,12799980000
2016-10-05,12668260000
2016-10-06,12673600000
2016-10-07,12573920000
2016-10-10,12705640000
2016-10-11,12547220000
2016-10-12,12689620000
2016-10-13,12773280000
2016-10-14,12767940000
2016-10-17,12769720000
2016-10-18,12890760000
2016-10-19,12755480000
2016-10-20,12771500000
2016-10-21,12743020000
2016-10-24,12832020000
2016-10-25,12929920000
2016-10-26,12906780000
2016-10-27,12872959999
2016-10-28,12910340000
2016-10-31,13179120000
2016-11-01,13002900000
2016-11-02,12903220000
2016-11-03,12832020000
2016-11-04,12565020000
2016-11-07,12700299999
2016-11-08,12890760000
2016-11-09,12860500000
2016-11-10,12643340000
2016-11-11,12687840000
2016-11-14,12568580000
2016-11-15,12748360000
2016-11-16,12807100000
2016-11-17,12778620000
2016-11-18,12785740000
2016-11-21,12894320000
2016-11-22,13196920000
2016-11-23,12903220000
2016-11-25,13236080000
2016-11-28,13332200000
2016-11-29,13524440000
2016-11-30,12899660000
2016-12-01,12766160000
2016-12-02,12908560000
2016-12-05,12908560000
2016-12-06,12855160000
2016-12-07,12933480000
2016-12-08,13002900000
2016-12-09,12997560000
2016-12-12,13125720000
2016-12-13,13198700000
2016-12-14,12805320000
2016-12-15,12812440000
2016-12-16,12972640000
2016-12-19,13049180000
2016-12-20,13027820000
2016-12-21,12958400000
2016-12-22,12894320000
2016-12-23,12985100000
2016-12-27,13008240000
2016-12-28,12812440000
2016-12-29,12944160000
2016-12-30,12880080000
2017-01-03,12860500000
2017-01-04,12960180000
2017-01-05,12981540000
2017-01-06,12965520000
2017-01-09,12700299999
2017-01-10,12588160000
2017-01-11,12561459999
2017-01-12,12582820000
2017-01-13,12605959999
2017-01-17,12828459999
2017-01-18,12922799999
2017-01-19,12792860000
2017-01-20,12803540000
2017-01-23,12775060000
2017-01-24,12799980000
2017-01-25,12766160000
2017-01-26,12849820000
2017-01-27,12871180000
2017-01-30,12799980000
2017-01-31,13072320000
2017-02-01,12780400000
2017-02-02,12992220000
2017-02-03,12888980000
2017-02-06,12832020000
2017-02-07,12832020000
2017-02-08,12981540000
2017-02-09,12967299999
2017-02-10,13075879999
2017-02-13,13033160000
2017-02-14,12960180000
2017-02-15,12995780000
2017-02-16,13072320000
2017-02-17,13138180000
2017-02-21,13239640000
2017-02-22,13335760000
2017-02-23,13451459999
2017-02-24,13581400000
2017-02-27,13608100000
2017-02-28,13884000000
2017-03-01,13823480000
2017-03-02,13855520000
2017-03-03,13766520000
2017-03-06,13759400000
2017-03-07,13686420000
2017-03-08,13433660000
2017-03-09,13399840000
2017-03-10,13513760000
2017-03-13,13544020000
2017-03-14,13529780000
2017-03-15,13745160000
2017-03-16,13481720000
2017-03-17,13563600000
2017-03-20,13515540000
2017-03-21,13615220000
2017-03-22,13734480000
2017-03-23,13615220000
2017-03-24,13722020000
2017-03-27,13677520000
2017-03-28,13739820000
2017-03-29,13736260000
2017-03-30,13706000000
2017-03-31,13843060000
2017-04-03,13730920000
2017-04-04,13834160000
2017-04-05,13935620000
2017-04-06,13873320000
2017-04-07,13866200000
2017-04-10,13887560000
2017-04-11,13937400000
2017-04-12,14029959999
2017-04-13,13985459999
2017-04-17,14090480000
2017-04-18,14151000000
2017-04-19,14118959999
2017-04-20,14092260000
2017-04-21,14330780000
2017-04-24,14377060000
2017-04-25,14412660000
2017-04-26,14280940000
2017-04-27,14312980000
2017-04-28,14197280000
2017-05-01,14060220000
2017-05-02,14081580000
2017-05-03,13830600000
2017-05-04,13471040000
2017-05-05,13643700000
2017-05-08,13629459999
2017-05-09,13403400000
2017-05-10,13471040000
2017-05-11,13478160000
2017-05-12,13583180000
2017-05-15,13617000000
2017-05-16,13501299999
2017-05-17,13447900000
2017-05-18,13394500000
2017-05-19,13503080000
2017-05-22,13593860000
2017-05-23,13629459999
2017-05-24,13713120000
2017-05-25,13835940000
2017-05-26,13800340000
2017-05-30,13843060000
2017-05-31,13916040000
2017-06-01,14026400000
2017-06-02,14062000000
2017-06-05,14028180000
2017-06-06,14017500000
2017-06-07,14126080000
2017-06-08,14006820000
2017-06-09,14108280000
2017-06-12,14186600000
2017-06-13,14272040000
2017-06-14,14474959999
2017-06-15,14606680000
2017-06-16,14708140000
2017-06-19,14476740000
2017-06-20,14469620000
2017-06-21,14366379999
2017-06-22,14435799999
2017-06-23,14441140000
2017-06-26,14455379999
2017-06-27,14252459999
2017-06-28,14177700000
2017-06-29,13901799999
2017-06-30,13875100000
2017-07-03,13896459999
2017-07-05,13867980000
2017-07-06,13812799999
2017-07-07,13841280000
2017-07-10,13860860000
2017-07-11,13839500000
2017-07-12,13976560000
2017-07-13,13841280000
2017-07-14,13997920000
2017-07-17,14118959999
2017-07-18,14181260000
2017-07-19,14243560000
2017-07-20,14418000000
2017-07-21,14581760000
2017-07-24,14405540000
2017-07-25,14375280000
