,FL
2004-08-31,3456165000
2004-09-01,3479340000
2004-09-02,3541140000
2004-09-03,3545775000
2004-09-07,3519510000
2004-09-08,3505605000
2004-09-09,3473160000
2004-09-10,3578220000
2004-09-13,3650835000
2004-09-14,3604484999
2004-09-15,3604484999
2004-09-16,3643109999
2004-09-17,3661650000
2004-09-20,3590579999
2004-09-21,3718815000
2004-09-22,3670920000
2004-09-23,3640020000
2004-09-24,3619935000
2004-09-27,3551954999
2004-09-28,3527234999
2004-09-29,3646200000
2004-09-30,3661650000
2004-10-01,3723450000
2004-10-04,3735810000
2004-10-05,3706454999
2004-10-06,3738900000
2004-10-07,3718815000
2004-10-08,3712635000
2004-10-11,3708000000
2004-10-12,3664740000
2004-10-13,3573585000
2004-10-14,3561225000
2004-10-15,3567405000
2004-10-18,3640020000
2004-10-19,3624570000
2004-10-20,3595215000
2004-10-21,3663195000
2004-10-22,3636930000
2004-10-25,3623025000
2004-10-26,3655470000
2004-10-27,3738900000
2004-10-28,3775980000
2004-10-29,3769800000
2004-11-01,3731175000
2004-11-02,3749715000
2004-11-03,3777525000
2004-11-04,3680190000
2004-11-05,3740445000
2004-11-08,3700275000
2004-11-09,3674010000
2004-11-10,3700275000
2004-11-11,3672465000
2004-11-12,3703365000
2004-11-15,3777525000
2004-11-16,3748170000
2004-11-17,3726540000
2004-11-18,3708000000
2004-11-19,3740445000
2004-11-22,3860954999
2004-11-23,3973740000
2004-11-24,4067984999
2004-11-26,4086525000
2004-11-29,4088070000
2004-11-30,4013910000
2004-12-01,4173045000
2004-12-02,4173045000
2004-12-03,4179225000
2004-12-06,4134420000
2004-12-07,4123605000
2004-12-08,4148325000
2004-12-09,4114335000
2004-12-10,4092704999
2004-12-13,4060260000
2004-12-14,4131329999
2004-12-15,4176135000
2004-12-16,4101975000
2004-12-17,4131329999
2004-12-20,4063350000
2004-12-21,4117425000
2004-12-22,4156050000
2004-12-23,4115880000
2004-12-27,4091160000
2004-12-28,4131329999
2004-12-29,4197765000
2004-12-30,4160685000
2004-12-31,4160685000
2005-01-03,4098885000
2005-01-04,4018545000
2005-01-05,4015454999
2005-01-06,4049445000
2005-01-07,4040175000
2005-01-10,4017000000
2005-01-11,4020090000
2005-01-12,4033995000
2005-01-13,4013910000
2005-01-14,4066440000
2005-01-18,4071075000
2005-01-19,4017000000
2005-01-20,4018545000
2005-01-21,4013910000
2005-01-24,3987645000
2005-01-25,4018545000
2005-01-26,4029359999
2005-01-27,4088070000
2005-01-28,4041720000
2005-01-31,4175292000
2005-02-01,4223373000
2005-02-02,4246638000
2005-02-03,4226475000
2005-02-04,4234230000
2005-02-07,4201659000
2005-02-08,4224923999
2005-02-09,4153578000
2005-02-10,4186148999
2005-02-11,4218720000
2005-02-14,4169088000
2005-02-15,4150476000
2005-02-16,4150476000
2005-02-17,4128762000
2005-02-18,4094640000
2005-02-22,4124109000
2005-02-23,4083782999
2005-02-24,4164435000
2005-02-25,4226475000
2005-02-28,4234230000
2005-03-01,4307127000
2005-03-02,4490145000
2005-03-03,4448268000
2005-03-04,4457574000
2005-03-07,4459125000
2005-03-08,4456023000
2005-03-09,4421901000
2005-03-10,4414146000
2005-03-11,4459125000
2005-03-14,4508757000
2005-03-15,4587858000
2005-03-16,4559940000
2005-03-17,4544430000
2005-03-18,4463778000
2005-03-21,4448268000
2005-03-22,4409493000
2005-03-23,4364514000
2005-03-24,4353657000
2005-03-28,4409493000
2005-03-29,4403289000
2005-03-30,4508757000
2005-03-31,4544430000
2005-04-01,4452921000
2005-04-04,4497900000
2005-04-05,4525818000
2005-04-06,4494798000
2005-04-07,4466880000
2005-04-08,4344351000
2005-04-11,4331943000
2005-04-12,4448268000
2005-04-13,4428105000
2005-04-14,4423452000
2005-04-15,4319535000
2005-04-18,4328841000
2005-04-19,4350555000
2005-04-20,4263698999
2005-04-21,4240434000
2005-04-22,4142721000
2005-04-25,4128762000
2005-04-26,4103946000
2005-04-27,4198557000
2005-04-28,4133415000
2005-04-29,4134966000
2005-05-02,4109396000
2005-05-03,4143628000
2005-05-04,4185640000
2005-05-05,4045600000
2005-05-06,4005143999
2005-05-09,3980247999
2005-05-10,3904004000
2005-05-11,3897780000
2005-05-12,3858880000
2005-05-13,3818424000
2005-05-16,3938236000
2005-05-17,3942904000
2005-05-18,4047156000
2005-05-19,4151408000
2005-05-20,4123400000
2005-05-23,4082943999
2005-05-24,4118732000
2005-05-25,4124956000
2005-05-26,4115620000
2005-05-27,4117176000
2005-05-31,4109396000
2005-06-01,4126512000
2005-06-02,4162300000
2005-06-03,4151408000
2005-06-06,4170080000
2005-06-07,4138960000
2005-06-08,4033152000
2005-06-09,4030040000
2005-06-10,4039376000
2005-06-13,4047156000
2005-06-14,4132736000
2005-06-15,4087612000
2005-06-16,4008256000
2005-06-17,3967800000
2005-06-20,3946016000
2005-06-21,3975580000
2005-06-22,4100060000
2005-06-23,4170080000
2005-06-24,4093836000
2005-06-27,4087612000
2005-06-28,4210536000
2005-06-29,4283668000
2005-06-30,4235432000
2005-07-01,4230764000
2005-07-05,4255660000
2005-07-06,4182528000
2005-07-07,4149852000
2005-07-08,4221428000
2005-07-11,4168524000
2005-07-12,4170080000
2005-07-13,4106284000
2005-07-14,4092280000
2005-07-15,4081388000
2005-07-18,4110952000
2005-07-19,4135847999
2005-07-20,4092280000
2005-07-21,4026928000
2005-07-22,4078276000
2005-07-25,4086056000
2005-07-26,4048712000
2005-07-27,3998920000
2005-07-28,3955352000
2005-07-29,3890000000
2005-08-01,3918800000
2005-08-02,3670480000
2005-08-03,3630128000
2005-08-04,3550976000
2005-08-05,3530800000
2005-08-08,3530800000
2005-08-09,3538560000
2005-08-10,3510624000
2005-08-11,3468720000
2005-08-12,3454752000
2005-08-15,3431472000
2005-08-16,3372496000
2005-08-17,3453200000
2005-08-18,3504415999
2005-08-19,3420608000
2005-08-22,3426815999
2005-08-23,3374047999
2005-08-24,3375600000
2005-08-25,3325936000
2005-08-26,3310415999
2005-08-29,3285584000
2005-08-30,3282480000
2005-08-31,3389568000
2005-09-01,3316624000
2005-09-02,3304208000
2005-09-06,3259200000
2005-09-07,3274720000
2005-09-08,3263856000
2005-09-09,3249888000
2005-09-12,3257647999
2005-09-13,3259200000
2005-09-14,3349215999
2005-09-15,3364736000
2005-09-16,3339904000
2005-09-19,3436128000
2005-09-20,3374047999
2005-09-21,3268512000
2005-09-22,3304208000
2005-09-23,3291792000
2005-09-26,3352320000
2005-09-27,3315072000
2005-09-28,3299552000
2005-09-29,3375600000
2005-09-30,3405088000
2005-10-03,3405088000
2005-10-04,3414400000
2005-10-05,3356976000
2005-10-06,3350768000
2005-10-07,3367840000
2005-10-10,3318176000
2005-10-11,3287136000
2005-10-12,3135040000
2005-10-13,3104000000
2005-10-14,3086928000
2005-10-17,3110208000
2005-10-18,3069856000
2005-10-19,3128832000
2005-10-20,3121072000
2005-10-21,3124176000
2005-10-24,3122624000
2005-10-25,3104000000
2005-10-26,3052784000
2005-10-27,2964320000
2005-10-28,2978288000
2005-10-31,3017088000
2005-11-01,2948800000
2005-11-02,2979840000
2005-11-03,2984496000
2005-11-04,3077615999
2005-11-07,3141247999
2005-11-08,3055888000
2005-11-09,3063647999
2005-11-10,3104000000
2005-11-11,3110208000
2005-11-14,3083824000
2005-11-15,3018640000
2005-11-16,3052784000
2005-11-17,3206432000
2005-11-18,3344560000
2005-11-21,3361632000
2005-11-22,3378704000
2005-11-23,3414400000
2005-11-25,3431472000
2005-11-28,3398880000
2005-11-29,3377152000
2005-11-30,3386464000
2005-12-01,3468720000
2005-12-02,3516832000
2005-12-05,3460960000
2005-12-06,3474928000
2005-12-07,3468720000
2005-12-08,3474928000
2005-12-09,3510624000
2005-12-12,3468720000
2005-12-13,3630128000
2005-12-14,3672032000
2005-12-15,3619264000
2005-12-16,3569600000
2005-12-19,3585120000
2005-12-20,3572704000
2005-12-21,3564944000
2005-12-22,3541664000
2005-12-23,3585120000
2005-12-27,3611504000
2005-12-28,3661168000
2005-12-29,3645647999
2005-12-30,3644655000
2006-01-03,3619935000
2006-01-04,3599850000
2006-01-05,3576675000
2006-01-06,3584400000
2006-01-09,3624570000
2006-01-10,3610665000
2006-01-11,3626115000
2006-01-12,3606030000
2006-01-13,3575130000
2006-01-17,3477795000
2006-01-18,3480885000
2006-01-19,3468525000
2006-01-20,3426810000
2006-01-23,3482430000
2006-01-24,3530325000
2006-01-25,3504060000
2006-01-26,3513329999
2006-01-27,3459255000
2006-01-30,3440715000
2006-01-31,3510240000
2006-02-01,3561194000
2006-02-02,3581305000
2006-02-03,3615339000
2006-02-06,3582852000
2006-02-07,3556552999
2006-02-08,3582852000
2006-02-09,3578211000
2006-02-10,3604510000
2006-02-13,3545724000
2006-02-14,3582852000
2006-02-15,3652467000
2006-02-16,3607604000
2006-02-17,3514784000
2006-02-21,3465280000
2006-02-22,3555006000
2006-02-23,3564288000
2006-02-24,3545724000
2006-02-27,3638544000
2006-02-28,3575117000
2006-03-01,3598322000
2006-03-02,3711252999
2006-03-03,3712800000
2006-03-06,3729817000
2006-03-07,3720535000
2006-03-08,3726723000
2006-03-09,3705065000
2006-03-10,3718988000
2006-03-13,3708159000
2006-03-14,3712800000
2006-03-15,3712800000
2006-03-16,3681860000
2006-03-17,3700424000
2006-03-20,3705065000
2006-03-21,3681860000
2006-03-22,3705065000
2006-03-23,3743740000
2006-03-24,3715894000
2006-03-27,3715894000
2006-03-28,3694236000
2006-03-29,3718988000
2006-03-30,3709706000
2006-03-31,3694236000
2006-04-03,3681860000
2006-04-04,3691142000
2006-04-05,3678766000
2006-04-06,3650920000
2006-04-07,3686500999
2006-04-10,3647825999
2006-04-11,3601416000
2006-04-12,3579758000
2006-04-13,3559647000
2006-04-17,3553459000
2006-04-18,3582852000
2006-04-19,3573570000
2006-04-20,3612245000
2006-04-21,3633902999
2006-04-24,3629262000
2006-04-25,3644732000
2006-04-26,3590587000
2006-04-27,3606057000
2006-04-28,3585946000
2006-05-01,3593680000
2006-05-02,3640150000
2006-05-03,3664934000
2006-05-04,3508485000
2006-05-05,3536366999
2006-05-08,3513132000
2006-05-09,3457368000
2006-05-10,3480603000
2006-05-11,3474407000
2006-05-12,3387663000
2006-05-15,3415545000
2006-05-16,3421741000
2006-05-17,3454270000
2006-05-18,3429486000
2006-05-19,3807441999
2006-05-22,3795050000
2006-05-23,3760972000
2006-05-24,3729991999
2006-05-25,3717600000
2006-05-26,3757874000
2006-05-30,3629307000
2006-05-31,3743933000
2006-06-01,3841520000
2006-06-02,3810540000
2006-06-05,3747031000
2006-06-06,3717600000
2006-06-07,3717600000
2006-06-08,3695914000
2006-06-09,3711404000
2006-06-12,3644797000
2006-06-13,3576641000
2006-06-14,3643248000
2006-06-15,3796599000
2006-06-16,3736188000
2006-06-19,3689718000
2006-06-20,3714502000
2006-06-21,3719149000
2006-06-22,3699012000
2006-06-23,3739286000
2006-06-26,3795050000
2006-06-27,3702110000
2006-06-28,3686620000
2006-06-29,3767168000
2006-06-30,3793500999
2006-07-03,3804344000
2006-07-05,3805893000
2006-07-06,3843069000
2006-07-07,3847716000
2006-07-10,4231868000
2006-07-11,4177653000
2006-07-12,4182300000
2006-07-13,4118791000
2006-07-14,4109497000
2006-07-17,4073870000
2006-07-18,4089360000
2006-07-19,4134281000
2006-07-20,4094007000
2006-07-21,4056831000
2006-07-24,4095556000
2006-07-25,4155966999
2006-07-26,4160614000
2006-07-27,4103300999
2006-07-28,4064575999
2006-07-31,4211350000
2006-08-01,4163300000
2006-08-02,4140050000
2006-08-03,3952500000
2006-08-04,3840900000
2006-08-07,3782000000
2006-08-08,3740150000
2006-08-09,3720000000
2006-08-10,3755650000
2006-08-11,3718449999
2006-08-14,3673500000
2006-08-15,3741700000
2006-08-16,3689000000
2006-08-17,3532450000
2006-08-18,3840900000
2006-08-21,3789750000
2006-08-22,3757199999
2006-08-23,3692100000
2006-08-24,3642500000
2006-08-25,3614600000
2006-08-28,3644050000
2006-08-29,3602199999
2006-08-30,3690550000
2006-08-31,3735500000
2006-09-01,3768050000
2006-09-05,3819200000
2006-09-06,3758750000
2006-09-07,3723100000
2006-09-08,3761850000
2006-09-11,3837800000
2006-09-12,3800600000
2006-09-13,3744800000
2006-09-14,3673500000
2006-09-15,3521600000
2006-09-18,3662650000
2006-09-19,3634750000
2006-09-20,3667300000
2006-09-21,3608400000
2006-09-22,3696750000
2006-09-25,3699850000
2006-09-26,3664200000
2006-09-27,3687450000
2006-09-28,3786650000
2006-09-29,3913750000
2006-10-02,3937000000
2006-10-03,3890500000
2006-10-04,3913750000
2006-10-05,3937000000
2006-10-06,3943200000
2006-10-09,3909100000
2006-10-10,3875000000
2006-10-11,3847100000
2006-10-12,3820750000
2006-10-13,3751000000
2006-10-16,3716900000
2006-10-17,3675050000
2006-10-18,3622350000
2006-10-19,3596000000
2006-10-20,3565000000
2006-10-23,3627000000
2006-10-24,3665750000
2006-10-25,3661100000
2006-10-26,3718449999
2006-10-27,3654899999
2006-10-30,3616149999
2006-10-31,3594450000
2006-11-01,3526250000
2006-11-02,3591350000
2006-11-03,3568100000
2006-11-06,3603750000
2006-11-07,3606850000
2006-11-08,3596000000
2006-11-09,3572750000
2006-11-10,3659550000
2006-11-13,3597550000
2006-11-14,3771149999
2006-11-15,3792850000
2006-11-16,3706050000
2006-11-17,3606850000
2006-11-20,3609950000
2006-11-21,3664200000
2006-11-22,3658000000
2006-11-24,3577399999
2006-11-27,3565000000
2006-11-28,3572750000
2006-11-29,3566550000
2006-11-30,3549500000
2006-12-01,3577399999
2006-12-04,3603750000
2006-12-05,3603750000
2006-12-06,3605300000
2006-12-07,3647150000
2006-12-08,3650250000
2006-12-11,3650250000
2006-12-12,3642500000
2006-12-13,3591350000
2006-12-14,3619250000
2006-12-15,3554150000
2006-12-18,3437900000
2006-12-19,3410000000
2006-12-20,3423950000
2006-12-21,3422399999
2006-12-22,3416200000
2006-12-26,3417750000
2006-12-27,3410000000
2006-12-28,3402250000
2006-12-29,3399150000
2007-01-03,3427050000
2007-01-04,3433250000
2007-01-05,3396050000
2007-01-08,3411550000
2007-01-09,3417750000
2007-01-10,3417750000
2007-01-11,3408449999
2007-01-12,3464250000
2007-01-16,3375900000
2007-01-17,3368150000
2007-01-18,3428600000
2007-01-19,3495250000
2007-01-22,3420850000
2007-01-23,3296850000
2007-01-24,3330949999
2007-01-25,3326300000
2007-01-26,3335600000
2007-01-29,3344899999
2007-01-30,3448750000
2007-01-31,3478200000
2007-02-01,3521600000
2007-02-02,3512300000
2007-02-05,3513960000
2007-02-06,3591360000
2007-02-07,3572783999
2007-02-08,3592908000
2007-02-09,3513960000
2007-02-12,3543372000
2007-02-13,3572783999
2007-02-14,3592908000
2007-02-15,3575880000
2007-02-16,3596004000
2007-02-20,3608388000
2007-02-21,3608388000
2007-02-22,3575880000
2007-02-23,3586716000
2007-02-26,3549564000
2007-02-27,3500028000
2007-02-28,3517056000
2007-03-01,3512412000
2007-03-02,3478356000
2007-03-05,3470616000
2007-03-06,3475260000
2007-03-07,3487644000
2007-03-08,3332844000
2007-03-09,3369996000
2007-03-12,3339036000
2007-03-13,3396312000
2007-03-14,3414888000
2007-03-15,3405600000
2007-03-16,3419532000
2007-03-19,3506220000
2007-03-20,3569688000
2007-03-21,3589812000
2007-03-22,3628512000
2007-03-23,3741516000
2007-03-26,3710556000
2007-03-27,3665664000
2007-03-28,3622320000
2007-03-29,3630060000
2007-03-30,3645540000
2007-04-02,3668760000
2007-04-03,3698172000
2007-04-04,3685788000
2007-04-05,3648636000
2007-04-09,3718296000
2007-04-10,3693528000
2007-04-11,3619224000
2007-04-12,3657924000
2007-04-13,3685788000
2007-04-16,3698172000
2007-04-17,3688883999
2007-04-18,3701268000
2007-04-19,3656376000
2007-04-20,3747708000
2007-04-23,3701268000
2007-04-24,3721392000
2007-04-25,3696624000
2007-04-26,3657924000
2007-04-27,3671856000
2007-04-30,3682692000
2007-05-01,3739968000
2007-05-02,3693528000
2007-05-03,3733776000
2007-05-04,3724488000
2007-05-07,3675980000
2007-05-08,3620540000
2007-05-09,3640560000
2007-05-10,3583580000
2007-05-11,3331020000
2007-05-14,3312540000
2007-05-15,3304840000
2007-05-16,3323319999
2007-05-17,3358740000
2007-05-18,3397240000
2007-05-21,3389540000
2007-05-22,3388000000
2007-05-23,3424959999
2007-05-24,3254020000
2007-05-25,3243240000
2007-05-29,3237080000
2007-05-30,3246319999
2007-05-31,3378760000
2007-06-01,3408020000
2007-06-04,3395700000
2007-06-05,3384920000
2007-06-06,3377220000
2007-06-07,3317160000
2007-06-08,3317160000
2007-06-11,3329480000
2007-06-12,3301760000
2007-06-13,3254020000
2007-06-14,3246319999
2007-06-15,3255560000
2007-06-18,3290980000
2007-06-19,3240160000
2007-06-20,3223220000
2007-06-21,3306380000
2007-06-22,3337180000
2007-06-25,3384920000
2007-06-26,3340260000
2007-06-27,3375680000
2007-06-28,3395700000
2007-06-29,3357200000
2007-07-02,3363360000
2007-07-03,3398780000
2007-07-05,3394160000
2007-07-06,3426500000
2007-07-09,3324860000
2007-07-10,3237080000
2007-07-11,3252480000
2007-07-12,3312540000
2007-07-13,3312540000
2007-07-16,3298680000
2007-07-17,3263260000
2007-07-18,3220140000
2007-07-19,3497340000
2007-07-20,3483480000
2007-07-23,3388000000
2007-07-24,3258640000
2007-07-25,3213980000
2007-07-26,3023020000
2007-07-27,2933700000
2007-07-30,2895200000
2007-07-31,2858240000
2007-08-01,2807420000
2007-08-02,2770459999
2007-08-03,2627240000
2007-08-06,2597376000
2007-08-07,2522112000
2007-08-08,2526720000
2007-08-09,2512896000
2007-08-10,2489856000
2007-08-13,2477568000
2007-08-14,2446848000
2007-08-15,2386944000
2007-08-16,2307072000
2007-08-17,2347008000
2007-08-20,2423808000
2007-08-21,2433024000
2007-08-22,2385408000
2007-08-23,2565120000
2007-08-24,2583552000
2007-08-27,2549760000
2007-08-28,2488320000
2007-08-29,2575872000
2007-08-30,2540544000
2007-08-31,2566656000
2007-09-04,2571263999
2007-09-05,2543616000
2007-09-06,2526720000
2007-09-07,2471424000
2007-09-10,2449920000
2007-09-11,2491392000
2007-09-12,2485248000
2007-09-13,2532863999
2007-09-14,2505216000
2007-09-17,2492928000
2007-09-18,2580480000
2007-09-19,2574336000
2007-09-20,2555904000
2007-09-21,2509824000
2007-09-24,2440704000
2007-09-25,2396160000
2007-09-26,2368512000
2007-09-27,2368512000
2007-09-28,2354688000
2007-10-01,2339328000
2007-10-02,2354688000
2007-10-03,2388480000
2007-10-04,2319360000
2007-10-05,2379264000
2007-10-08,2327040000
2007-10-09,2336256000
2007-10-10,2330112000
2007-10-11,2397696000
2007-10-12,2386944000
2007-10-15,2345472000
2007-10-16,2304000000
2007-10-17,2262528000
2007-10-18,2224128000
2007-10-19,2158080000
2007-10-22,2179584000
2007-10-23,2179584000
2007-10-24,2205696000
2007-10-25,2190336000
2007-10-26,2182656000
2007-10-29,2247168000
2007-10-30,2265600000
2007-10-31,2287104000
2007-11-01,2245632000
2007-11-02,2204160000
2007-11-05,2165502000
2007-11-06,2117483000
2007-11-07,2046229000
2007-11-08,2150012000
2007-11-09,2148463000
2007-11-12,2199580000
2007-11-13,2329696000
2007-11-14,2215070000
2007-11-15,2185639000
2007-11-16,2188737000
2007-11-19,1996661000
2007-11-20,1950191000
2007-11-21,1985818000
2007-11-23,1976524000
2007-11-26,1981170999
2007-11-27,1908368000
2007-11-28,1971877000
2007-11-29,1943995000
2007-11-30,2021445000
2007-12-03,2041582000
2007-12-04,2075660000
2007-12-05,2112836000
2007-12-06,2146914000
2007-12-07,2174796000
2007-12-10,2264638000
2007-12-11,2171698000
2007-12-12,2163953000
2007-12-13,2125228000
2007-12-14,2097345999
2007-12-17,2060170000
2007-12-18,2156208000
2007-12-19,2050876000
2007-12-20,2044680000
2007-12-21,2081856000
2007-12-24,2120581000
2007-12-26,2101993000
2007-12-27,2080307000
2007-12-28,2050876000
2007-12-31,2115934000
2008-01-02,2098895000
2008-01-03,1961034000
2008-01-04,1874290000
2008-01-07,1917662000
2008-01-08,1834016000
2008-01-09,1798389000
2008-01-10,1834016000
2008-01-11,1736429000
2008-01-14,1747272000
2008-01-15,1524216000
2008-01-16,1649685000
2008-01-17,1680665000
2008-01-18,1705449000
2008-01-22,1807683000
2008-01-23,1902172000
2008-01-24,1922309000
2008-01-25,1923858000
2008-01-28,1985818000
2008-01-29,2030739000
2008-01-30,2044680000
2008-01-31,2120581000
2008-02-01,2159306000
2008-02-04,2076300000
2008-02-05,2044001999
2008-02-06,1987096000
2008-02-07,2047078000
2008-02-08,2040926000
2008-02-11,2067072000
2008-02-12,2063996000
2008-02-13,2042464000
2008-02-14,1945570000
2008-02-15,1936342000
2008-02-19,1914810000
2008-02-20,1931728000
2008-02-21,1939418000
2008-02-22,1959412000
2008-02-25,2013242000
2008-02-26,2036312000
2008-02-27,2044001999
2008-02-28,1974792000
2008-02-29,1891740000
2008-03-03,1882512000
2008-03-04,1904044000
2008-03-05,1880974000
2008-03-06,1785618000
2008-03-07,1728712000
2008-03-10,1714870000
2008-03-11,1728712000
2008-03-12,1725636000
2008-03-13,1696414000
2008-03-14,1716408000
2008-03-17,1631818000
2008-03-18,1702566000
2008-03-19,1691800000
2008-03-20,1773314000
2008-03-24,1873284000
2008-03-25,1848676000
2008-03-26,1793308000
2008-03-27,1779466000
2008-03-28,1725636000
2008-03-31,1810226000
2008-04-01,1884050000
2008-04-02,1879436000
2008-04-03,1867132000
2008-04-04,1857904000
2008-04-07,1860980000
2008-04-08,1791770000
2008-04-09,1714870000
2008-04-10,1756396000
2008-04-11,1731788000
2008-04-14,1717946000
2008-04-15,1719484000
2008-04-16,1771776000
2008-04-17,1768700000
2008-04-18,1785618000
2008-04-21,1825605999
2008-04-22,1784080000
2008-04-23,1814840000
2008-04-24,1844062000
2008-04-25,1857904000
2008-04-28,1882512000
2008-04-29,1945570000
2008-04-30,1945570000
2008-05-01,1993248000
2008-05-02,2031698000
2008-05-05,1992760000
2008-05-06,2002000000
2008-05-07,1969659999
2008-05-08,1926540000
2008-05-09,1949640000
2008-05-12,2026640000
2008-05-13,2002000000
2008-05-14,1980440000
2008-05-15,2028180000
2008-05-16,2002000000
2008-05-19,1954260000
2008-05-20,1938860000
2008-05-21,1888040000
2008-05-22,1860320000
2008-05-23,2085159999
2008-05-27,2134440000
2008-05-28,2233000000
2008-05-29,2282280000
2008-05-30,2249940000
2008-06-02,2212980000
2008-06-03,2222220000
2008-06-04,2266880000
2008-06-05,2263800000
2008-06-06,2151380000
2008-06-09,2088240000
2008-06-10,2094400000
2008-06-11,2026640000
2008-06-12,2069760000
2008-06-13,2131360000
2008-06-16,2148300000
2008-06-17,2149840000
2008-06-18,2062060000
2008-06-19,2097479999
2008-06-20,2045120000
2008-06-23,1978900000
2008-06-24,1943479999
2008-06-25,2009700000
2008-06-26,1928080000
2008-06-27,1958880000
2008-06-30,1917300000
2008-07-01,1921920000
2008-07-02,1966580000
2008-07-03,1951180000
2008-07-07,1991220000
2008-07-08,2048200000
2008-07-09,2035880000
2008-07-10,1892659999
2008-07-11,1851080000
2008-07-14,1804880000
2008-07-15,1848000000
2008-07-16,1951180000
2008-07-17,2042040000
2008-07-18,2055900000
2008-07-21,2091320000
2008-07-22,2191420000
2008-07-23,2231460000
2008-07-24,2169860000
2008-07-25,2200660000
2008-07-28,2126740000
2008-07-29,2212980000
2008-07-30,2325400000
2008-07-31,2319240000
2008-08-01,2325400000
2008-08-04,2350025000
2008-08-05,2387009000
2008-08-06,2336156000
2008-08-07,2231368000
2008-08-08,2387009000
2008-08-11,2377763000
2008-08-12,2293008000
2008-08-13,2186679000
2008-08-14,2226745000
2008-08-15,2294549000
2008-08-18,2303795000
2008-08-19,2279139000
2008-08-20,2308418000
2008-08-21,2354648000
2008-08-22,2471764000
2008-08-25,2430157000
2008-08-26,2453272000
2008-08-27,2499502000
2008-08-28,2517994000
2008-08-29,2510289000
2008-09-02,2511830000
2008-09-03,2662848000
2008-09-04,2669012000
2008-09-05,2581175000
2008-09-08,2701373000
2008-09-09,2704455000
2008-09-10,2719865000
2008-09-11,2756849000
2008-09-12,2682881000
2008-09-15,2625864000
2008-09-16,2648979000
2008-09-17,2465600000
2008-09-18,2608913000
2008-09-19,2564224000
2008-09-22,2551896000
2008-09-23,2542650000
2008-09-24,2662848000
2008-09-25,2710619000
2008-09-26,2618158999
2008-09-29,2465600000
2008-09-30,2490256000
2008-10-01,2488715000
2008-10-02,2353107000
2008-10-03,2223663000
2008-10-06,2249860000
2008-10-07,2115793000
2008-10-08,2168187000
2008-10-09,2043366000
2008-10-10,1995595000
2008-10-13,2192843000
2008-10-14,2094219000
2008-10-15,1869233000
2008-10-16,1944741999
2008-10-17,1966316000
2008-10-20,2038743000
2008-10-21,1978644000
2008-10-22,1873856000
2008-10-23,1812216000
2008-10-24,1792183000
2008-10-27,1824544000
2008-10-28,2037202000
2008-10-29,2098841999
2008-10-30,2128121000
2008-10-31,2252942000
2008-11-03,2176020000
2008-11-04,2265340000
2008-11-05,2106720000
2008-11-06,2057440000
2008-11-07,1991220000
2008-11-10,1941940000
2008-11-11,1869560000
2008-11-12,1771000000
2008-11-13,1831060000
2008-11-14,1727880000
2008-11-17,1555400000
2008-11-18,1515360000
2008-11-19,1244320000
2008-11-20,1175020000
2008-11-21,845460000
2008-11-24,870100000
2008-11-25,967120000
2008-11-26,1056440000
2008-11-28,1036420000
2008-12-01,934780000
2008-12-02,974820000
2008-12-03,1064140000
2008-12-04,1045660000
2008-12-05,1188880000
2008-12-08,1191960000
2008-12-09,1105720000
2008-12-10,1051820000
2008-12-11,1042579999
2008-12-12,1113420000
2008-12-15,1081080000
2008-12-16,1153460000
2008-12-17,1235080000
2008-12-18,1227380000
2008-12-19,1201200000
2008-12-22,1142680000
2008-12-23,1145760000
2008-12-24,1150380000
2008-12-26,1187340000
2008-12-29,1138060000
2008-12-30,1165780000
2008-12-31,1130360000
2009-01-02,1258180000
2009-01-05,1264340000
2009-01-06,1276659999
2009-01-07,1305920000
2009-01-08,1272040000
2009-01-09,1224300000
2009-01-12,1196580000
2009-01-13,1228920000
2009-01-14,1158080000
2009-01-15,1156540000
2009-01-16,1191960000
2009-01-20,1122660000
2009-01-21,1165780000
2009-01-22,1153460000
2009-01-23,1158080000
2009-01-26,1184260000
2009-01-27,1198120000
2009-01-28,1244320000
2009-01-29,1173480000
2009-01-30,1133440000
2009-02-02,1130584000
2009-02-03,1186492000
2009-02-04,1156985000
2009-02-05,1226870000
2009-02-06,1285884000
2009-02-09,1265695000
2009-02-10,1198916000
2009-02-11,1203575000
2009-02-12,1194257000
2009-02-13,1170962000
2009-02-17,1174068000
2009-02-18,1160091000
2009-02-19,1141455000
2009-02-20,1136796000
2009-02-23,1150773000
2009-02-24,1265695000
2009-02-25,1257930000
2009-02-26,1231529000
2009-02-27,1290543000
2009-03-02,1271907000
2009-03-03,1215999000
2009-03-04,1287436999
2009-03-05,1271907000
2009-03-06,1302967000
2009-03-09,1375958000
2009-03-10,1487774000
2009-03-11,1481561999
2009-03-12,1517281000
2009-03-13,1503304000
2009-03-16,1458267000
2009-03-17,1492433000
2009-03-18,1512622000
2009-03-19,1459820000
2009-03-20,1512622000
2009-03-23,1663263000
2009-03-24,1557659000
2009-03-25,1542129000
2009-03-26,1660157000
2009-03-27,1627544000
2009-03-30,1643074000
2009-03-31,1627544000
2009-04-01,1658604000
2009-04-02,1728489000
2009-04-03,1785950000
2009-04-06,1725383000
2009-04-07,1661710000
2009-04-08,1698982000
2009-04-09,1761102000
2009-04-13,1703641000
2009-04-14,1630650000
2009-04-15,1616673000
2009-04-16,1666369000
2009-04-17,1671028000
