,FL
2023-03-13,3749874000
2023-03-14,3837015000
2023-03-15,3845448000
2023-03-16,4000990000
2023-03-17,3959762000
2023-03-20,3734882000
2023-03-21,3999116000
2023-03-22,3661796000
2023-03-23,3535300999
2023-03-24,3558725999
2023-03-27,3648678000
2023-03-28,3750811000
2023-03-29,3746125999
2023-03-30,3699275999
2023-03-31,3718953000
2023-04-03,3881054000
2023-04-04,3865125000
2023-04-05,3815464000
2023-04-06,3788291000
2023-04-10,3798598000
2023-04-11,3862314000
2023-04-12,3769550999
2023-04-13,3718016000
2023-04-14,3729259999
2023-04-17,3798598000
2023-04-18,3864188000
2023-04-19,3873558000
2023-04-20,3911975000
2023-04-21,3858566000
2023-04-24,3926030000
2023-04-25,3812653000
2023-04-26,3862314000
2023-04-27,3915723000
2023-04-28,3934463000
2023-05-01,3964878000
2023-05-02,3850896000
2023-05-03,3836765999
2023-05-04,3708653999
2023-05-05,3869736000
2023-05-08,3755753999
2023-05-09,3761406000
2023-05-10,3658728000
2023-05-11,3638946000
2023-05-12,3695465999
2023-05-15,3768000000
2023-05-16,3683220000
2023-05-17,3914952000
2023-05-18,3911184000
2023-05-19,2845782000
2023-05-22,2602746000
2023-05-23,2553762000
2023-05-24,2464272000
2023-05-25,2432244000
2023-05-26,2474634000
2023-05-30,2452026000
2023-05-31,2385144000
2023-06-01,2335218000
2023-06-02,2438838000
2023-06-05,2318262000
2023-06-06,2371956000
2023-06-07,2513256000
2023-06-08,2497242000
2023-06-09,2434128000
2023-06-12,2518908000
2023-06-13,2524560000
2023-06-14,2564124000
2023-06-15,2616876000
2023-06-16,2563182000
2023-06-20,2504778000
2023-06-21,2508546000
2023-06-22,2494416000
2023-06-23,2442606000
2023-06-26,2473692000
2023-06-27,2500068000
2023-06-28,2482170000
2023-06-29,2538690000
2023-06-30,2553762000
2023-07-03,2504778000
2023-07-05,2451084000
2023-07-06,2436012000
2023-07-07,2417172000
2023-07-10,2468982000
2023-07-11,2515140000
2023-07-12,2437896000
2023-07-13,2412462000
2023-07-14,2388912000
2023-07-17,2386086000
2023-07-18,2449200000
2023-07-19,2460504000
2023-07-20,2424708000
2023-07-21,2384202000
2023-07-24,2403042000
2023-07-25,2379492000
2023-07-26,2432244000
2023-07-27,2387028000
2023-07-28,2474634000
2023-07-31,2533841000
2023-08-01,2465945000
2023-08-02,2421624000
2023-08-03,2431054000
2023-08-04,2440484000
2023-08-07,2455572000
2023-08-08,2469717000
2023-08-09,2424453000
2023-08-10,2391448000
2023-08-11,2391448000
2023-08-14,2415966000
2023-08-15,2401821000
2023-08-16,2382018000
2023-08-17,2368816000
2023-08-18,2382961000
2023-08-21,2298091000
2023-08-22,2187760000
2023-08-23,1569152000
2023-08-24,1646478000
2023-08-25,1622903000
2023-08-28,1746436000
2023-08-29,1727576000
2023-08-30,1749265000
2023-08-31,1850166000
2023-09-01,1873741000
2023-09-05,1776612000
2023-09-06,1780384000
2023-09-07,1751151000
2023-09-08,1710602000
2023-09-11,1670053000
2023-09-12,1640819999
2023-09-13,1637991000
2023-09-14,1743606999
2023-09-15,1726632999
2023-09-18,1685141000
2023-09-19,1711544999
2023-09-20,1687027000
2023-09-21,1700229000
2023-09-22,1674768000
2023-09-25,1644592000
2023-09-26,1600271000
2023-09-27,1588955000
2023-09-28,1599328000
2023-09-29,1636105000
2023-10-02,1727576000
2023-10-03,1704001000
2023-10-04,1747379000
2023-10-05,1794529000
2023-10-06,1866197000
2023-10-09,1952953000
2023-10-10,1985015000
2023-10-11,1978414000
2023-10-12,1966155000
2023-10-13,1967098000
2023-10-16,2055740000
2023-10-17,2071771000
2023-10-18,2068942000
2023-10-19,2059512000
2023-10-20,2042538000
2023-10-23,1934093000
2023-10-24,1915232999
2023-10-25,1903917000
2023-10-26,1921834000
2023-10-27,1848280000
2023-10-30,1935498030
2023-10-31,1976939350
2023-11-01,1996718162
2023-11-02,2082426348
2023-11-03,2156832355
2023-11-06,2088077437
2023-11-07,2035333938
2023-11-08,1971288261
2023-11-09,1916661066
2023-11-10,1926079548
2023-11-13,1871452353
2023-11-14,1958102387
2023-11-15,2072066018
2023-11-16,1961869779
2023-11-17,2088077437
2023-11-20,2191680738
2023-11-21,2154006810
2023-11-22,2118216579
2023-11-24,2196389979
2023-11-27,2176611167
2023-11-28,2245366084
2023-11-29,2606093941
2023-11-30,2536397175
2023-12-01,2798230972
2023-12-04,2813300543
2023-12-05,2683325493
2023-12-06,2661662984
2023-12-07,2670139618
2023-12-08,2655070047
2023-12-11,2636233083
2023-12-12,2581605888
2023-12-13,2687092886
2023-12-14,2955519620
2023-12-15,2870753283
2023-12-18,2781277705
2023-12-19,2959287012
2023-12-20,2985658762
2023-12-21,3042169653
2023-12-22,2922554933
2023-12-26,2915961996
2023-12-27,2953635923
2023-12-28,2943275593
2023-12-29,2933857111
2024-01-02,2907485362
2024-01-03,2740778232
2024-01-04,2677674404
2024-01-05,2742661929
2024-01-08,2826486418
2024-01-09,2832137507
2024-01-10,2840614141
2024-01-11,2759615196
2024-01-12,2690860278
2024-01-16,2546757505
2024-01-17,2592908067
2024-01-18,2537339023
2024-01-19,2485537373
2024-01-22,2660721136
2024-01-23,2697453216
2024-01-24,2677674404
2024-01-25,2721941269
2024-01-26,2714406483
2024-01-29,2747371170
2024-01-30,2775626615
2024-01-31,2652244503
2024-02-01,2816126088
2024-02-02,2779394008
2024-02-05,2659779288
2024-02-06,2722883117
2024-02-07,2684267341
2024-02-08,2745487473
2024-02-09,2765266285
2024-02-12,2921613085
2024-02-13,2837788596
2024-02-14,2827428266
2024-02-15,2939508200
2024-02-16,2907485362
2024-02-20,3063832162
2024-02-21,3139180017
2024-02-22,3211702327
2024-02-23,3310596387
2024-02-26,3206993086
2024-02-27,3273864308
2024-02-28,3211702327
2024-02-29,3242783318
2024-03-01,3258794737
2024-03-04,3192865364
2024-03-05,3231481139
2024-03-06,2283040012
2024-03-07,2292458494
2024-03-08,2279272619
2024-03-11,2274563378
2024-03-12,2292458494
2024-03-13,2183204104
2024-03-14,2157774203
2024-03-15,2117274731
2024-03-18,2158716051
2024-03-19,2202041068
2024-03-20,2224645424
2024-03-21,2228412817
2024-03-22,2297167735
2024-03-25,2436561267
2024-03-26,2530746086
2024-03-27,2685209189
2024-03-28,2684267341
2024-04-01,2591966218
2024-04-02,2445979749
2024-04-03,2385701465
2024-04-04,2292458494
2024-04-05,2268912289
2024-04-08,2245366084
2024-04-09,2198273675
2024-04-10,2138937239
2024-04-11,2189797041
2024-04-12,2064531232
2024-04-15,2072066018
2024-04-16,2026857304
2024-04-17,2039101331
2024-04-18,2035333938
2024-04-19,2044752420
2024-04-22,2030624697
2024-04-23,2094670374
2024-04-24,2154006810
2024-04-25,2065473080
2024-04-26,2070182321
2024-04-29,2011787733
2024-04-30,1963753476
2024-05-01,1939265423
2024-05-02,2020264367
2024-05-03,2054170902
2024-05-06,2192622586
2024-05-07,2223703576
2024-05-08,2245366084
2024-05-09,2290574798
2024-05-10,2270795986
2024-05-13,2141762784
2024-05-14,2157774203
2024-05-15,2085251892
2024-05-16,2072066018
2024-05-17,2063589384
2024-05-20,2138937239
2024-05-21,2157774203
2024-05-22,2149297569
2024-05-23,2063589384
2024-05-24,2078658955
2024-05-28,2168134533
2024-05-29,2121042123
2024-05-30,2438444963
2024-05-31,2611745030
2024-06-03,2632465691
2024-06-04,2561827076
2024-06-05,2538280872
2024-06-06,2437503115
2024-06-07,2418666151
2024-06-10,2362765000
2024-06-11,2385493000
2024-06-12,2415797000
2024-06-13,2374129000
2024-06-14,2283217000
2024-06-17,2303104000
2024-06-18,2377917000
2024-06-20,2464094000
2024-06-21,2408221000
2024-06-24,2523755000
2024-06-25,2509550000
2024-06-26,2465988000
2024-06-27,2416744000
2024-06-28,2359924000
2024-07-01,2189464000
2024-07-02,2193252000
2024-07-03,2184729000
2024-07-05,2187570000
2024-07-08,2201775000
2024-07-09,2222609000
2024-07-10,2218821000
2024-07-11,2383599000
2024-07-12,2340984000
2024-07-15,2265224000
2024-07-16,2462200000
2024-07-17,2504815000
2024-07-18,2385493000
2024-07-19,2401592000
2024-07-22,2438525000
2024-07-23,2461253000
2024-07-24,2422426000
2024-07-25,2465041000
2024-07-26,2505762000
2024-07-29,2654441000
2024-07-30,2731148000
2024-07-31,2751982000
2024-08-01,2694215000
2024-08-02,2501974000
2024-08-05,2534172000
2024-08-06,2596674000
2024-08-07,2622243000
2024-08-08,2813537000
2024-08-09,2890244000
