,OI
2004-09-13,2348120580
2004-09-14,2362925880
2004-09-15,2359964820
2004-09-16,2383653300
2004-09-17,2317029450
2004-09-20,2260769310
2004-09-21,2340717930
2004-09-22,2339237400
2004-09-23,2300743620
2004-09-24,2331834750
2004-09-27,2296302030
2004-09-28,2275574610
2004-09-29,2331834750
2004-09-30,2386730624
2004-10-01,2401647690
2004-10-04,2412089636
2004-10-05,2434465236
2004-10-06,2450874009
2004-10-07,2418056463
2004-10-08,2385238917
2004-10-11,2386730624
2004-10-12,2377780384
2004-10-13,2321095531
2004-10-14,2356896491
2004-10-15,2374796970
2004-10-18,2370321850
2004-10-19,2336012598
2004-10-20,2580652487
2004-10-21,2668663178
2004-10-22,2685071952
2004-10-25,2714906084
2004-10-26,2691038778
2004-10-27,2746231924
2004-10-28,2699989018
2004-10-29,2764132403
2004-11-01,2735789977
2004-11-02,2680596832
2004-11-03,2876010401
2004-11-04,2937170374
2004-11-05,2887944055
2004-11-08,2946120614
2004-11-09,2911811361
2004-11-10,2916286481
2004-11-11,3028164479
2004-11-12,3005788879
2004-11-15,3028164479
2004-11-16,3044573252
2004-11-17,3057998612
2004-11-18,3062473731
2004-11-19,3074407385
2004-11-22,3171368316
2004-11-23,3065457145
2004-11-24,3023689359
2004-11-26,2967004506
2004-11-29,3040098132
2004-11-30,3120650290
2004-12-01,3301146794
2004-12-02,3427941858
2004-12-03,3433908685
2004-12-06,3389157486
2004-12-07,3259379008
2004-12-08,3308605327
2004-12-09,3369765299
2004-12-10,3462251111
2004-12-13,3533853030
2004-12-14,3498052070
2004-12-15,3554736923
2004-12-16,3484626711
2004-12-17,3451809164
2004-12-20,3429433565
2004-12-21,3496560364
2004-12-22,3416008205
2004-12-23,3402582845
2004-12-27,3421975032
2004-12-28,3374240419
2004-12-29,3372748713
2004-12-30,3356339940
2004-12-31,3399289350
2005-01-03,3403791720
2005-01-04,3301738000
2005-01-05,3213191390
2005-01-06,3342259330
2005-01-07,3286730100
2005-01-10,3306240370
2005-01-11,3294234050
2005-01-12,3244707980
2005-01-13,3234202450
2005-01-14,3187677960
2005-01-18,3204186650
2005-01-19,3273222990
2005-01-20,3145655840
2005-01-21,3220695340
2005-01-24,3115640040
2005-01-25,3139652680
2005-01-26,3097630560
2005-01-27,3465324110
2005-01-28,3418799620
2005-01-31,3409794880
2005-02-01,3478831220
2005-02-02,3564376250
2005-02-03,3676935500
2005-02-04,3732464730
2005-02-07,3700948140
2005-02-08,3600395210
2005-02-09,3612401530
2005-02-10,3619905480
2005-02-11,3706951300
2005-02-14,3724960780
2005-02-15,3812006600
2005-02-16,3827014500
2005-02-17,3745971840
2005-02-18,3745971840
2005-02-22,3645418910
2005-02-23,3669431550
2005-02-24,3687441030
2005-02-25,3744471050
2005-02-28,3735466310
2005-03-01,3747472630
2005-03-02,3839020819
2005-03-03,3932069800
2005-03-04,3951580069
2005-03-07,3915561110
2005-03-08,3878041360
2005-03-09,3855529510
2005-03-10,3803001860
2005-03-11,3816508970
2005-03-14,3842022400
2005-03-15,3813507390
2005-03-16,3751975000
2005-03-17,3777488430
2005-03-18,3727962360
2005-03-21,3685940240
2005-03-22,3711453670
2005-03-23,3675434710
2005-03-24,3693444190
2005-03-28,3685940240
2005-03-29,3616903900
2005-03-30,3627409430
2005-03-31,3791212560
2005-04-01,3815341200
2005-04-04,3794228640
2005-04-05,3736923120
2005-04-06,3709778400
2005-04-07,3794228640
2005-04-08,3711286440
2005-04-11,3682633680
2005-04-12,4055119560
2005-04-13,3898283400
2005-04-14,3803276880
2005-04-15,3773116080
2005-04-18,3771608040
2005-04-19,3800260800
2005-04-20,3752003520
2005-04-21,3881694960
2005-04-22,3828913560
2005-04-25,3860582400
2005-04-26,3758035680
2005-04-27,3843993960
2005-04-28,3736923120
2005-04-29,3697714080
2005-05-02,3771608040
2005-05-03,3759543720
2005-05-04,3794228640
2005-05-05,3786688440
2005-05-06,3850026120
2005-05-09,3815341200
2005-05-10,3678109560
2005-05-11,3756527640
2005-05-12,3641916600
2005-05-13,3492620640
2005-05-16,3519765360
2005-05-17,3504684960
2005-05-18,3593659319
2005-05-19,3631360319
2005-05-20,3619296000
2005-05-23,3726366840
2005-05-24,3804784920
2005-05-25,3828913560
2005-05-26,3869630640
2005-05-27,3914871840
2005-05-31,3877170840
2005-06-01,3806292960
2005-06-02,3773116080
2005-06-03,3765575880
2005-06-06,3750495480
2005-06-07,3801768840
2005-06-08,3840977880
2005-06-09,3818357280
2005-06-10,3797244720
2005-06-13,3843993960
2005-06-14,3850026120
2005-06-15,3857566319
2005-06-16,3895267319
2005-06-17,3863598480
2005-06-20,3828913560
2005-06-21,3804784920
2005-06-22,3843993960
2005-06-23,3780656280
2005-06-24,3687157800
2005-06-27,3718826640
2005-06-28,3750495480
2005-06-29,3745971360
2005-06-30,3789564000
2005-07-01,3783512800
2005-07-05,3809230400
2005-07-06,3871255200
2005-07-07,3904536800
2005-07-08,3995304800
2005-07-11,3951433600
2005-07-12,3986228000
2005-07-13,3980176800
2005-07-14,4014971200
2005-07-15,4016484000
2005-07-18,3962023200
2005-07-19,4008920000
2005-07-20,4117841600
2005-07-21,3797128000
2005-07-22,3874280800
2005-07-25,3840999200
2005-07-26,3872768000
2005-07-27,3857640000
2005-07-28,3895460000
2005-07-29,3880332000
2005-08-01,3933280000
2005-08-02,3996817600
2005-08-03,4008920000
2005-08-04,4008920000
2005-08-05,3972612800
2005-08-08,3977151200
2005-08-09,3993792000
2005-08-10,3996817600
2005-08-11,4070944800
2005-08-12,4080021600
2005-08-15,4122380000
2005-08-16,4102713600
2005-08-17,4114816000
2005-08-18,4084560000
2005-08-19,4084560000
2005-08-22,4110277600
2005-08-23,4111790400
2005-08-24,4070944800
2005-08-25,4055816800
2005-08-26,4036150400
2005-08-29,3995304800
2005-08-30,3949920800
2005-08-31,3903024000
2005-09-01,3857640000
2005-09-02,3792589600
2005-09-06,3701821600
2005-09-07,3695770400
2005-09-08,3671565600
2005-09-09,3677616800
2005-09-12,3691232000
2005-09-13,3667027200
2005-09-14,3579284800
2005-09-15,3580797600
2005-09-16,3358416000
2005-09-19,3252520000
2005-09-20,3213187200
2005-09-21,3214700000
2005-09-22,3305468000
2005-09-23,3337236800
2005-09-26,3411364000
2005-09-27,3403800000
2005-09-28,3237392000
2005-09-29,3070984000
2005-09-30,3123084580
2005-10-03,3059471800
2005-10-04,3027665410
2005-10-05,2898925260
2005-10-06,2839856250
2005-10-07,2886808540
2005-10-10,2880750180
2005-10-11,2951935910
2005-10-12,2904983620
2005-10-13,2912556570
2005-10-14,2894381490
2005-10-17,2894381490
2005-10-18,2855002150
2005-10-19,2797447730
2005-10-20,2727776590
2005-10-21,2733834950
2005-10-24,2771699700
2005-10-25,2785331010
2005-10-26,2803506090
2005-10-27,2777758060
2005-10-28,2803506090
2005-10-31,2883779360
2005-11-01,2932246240
2005-11-02,2941333780
2005-11-03,2918614930
2005-11-04,2908012800
2005-11-07,2945877550
2005-11-08,2911041980
2005-11-09,2912556570
2005-11-10,3006461150
2005-11-11,3014034100
2005-11-14,3011004920
2005-11-15,2998888200
2005-11-16,3027665410
2005-11-17,3177609820
2005-11-18,3265456040
2005-11-21,3312408330
2005-11-22,3309379150
2005-11-23,3303320790
2005-11-25,3298777020
2005-11-28,3259397680
2005-11-29,3271514400
2005-11-30,3294233250
2005-12-01,3369962750
2005-12-02,3330583410
2005-12-05,3301806200
2005-12-06,3265456040
2005-12-07,3203357850
2005-12-08,3127628350
2005-12-09,3121569990
2005-12-12,3059471800
2005-12-13,3033723770
2005-12-14,2985256890
2005-12-15,2983742300
2005-12-16,2991315250
2005-12-19,2991315250
2005-12-20,3026150820
2005-12-21,3067044750
2005-12-22,3088249010
2005-12-23,3085219830
2005-12-27,3120055400
2005-12-28,3159434740
2005-12-29,3185182770
2005-12-30,3186697360
2006-01-03,3233796280
2006-01-04,3264132080
2006-01-05,3291434300
2006-01-06,3299018250
2006-01-09,3332387630
2006-01-10,3317219730
2006-01-11,3326320470
2006-01-12,3303568620
2006-01-13,3295984670
2006-01-17,3242897020
2006-01-18,3223178750
2006-01-19,3185259000
2006-01-20,3141272090
2006-01-23,3177675050
2006-01-24,3276266400
2006-01-25,3333904420
2006-01-26,3356656270
2006-01-27,3330870840
2006-01-30,3355139480
2006-01-31,3335421210
2006-02-01,3368790590
2006-02-02,2994143460
2006-02-03,2904652850
2006-02-06,2842464460
2006-02-07,2768141750
2006-02-08,2775725700
2006-02-09,2851565200
2006-02-10,2906169640
2006-02-13,2850048410
2006-02-14,2909203220
2006-02-15,2881901000
2006-02-16,2904652850
2006-02-17,2922854330
2006-02-21,2925887910
2006-02-22,2904652850
2006-02-23,2927404700
2006-02-24,2945606180
2006-02-27,2872800260
2006-02-28,2842464460
2006-03-01,2871283470
2006-03-02,2878867420
2006-03-03,2881901000
2006-03-06,2818195819
2006-03-07,2806061500
2006-03-08,2806061500
2006-03-09,2774208910
2006-03-10,2790893600
2006-03-13,2748423480
2006-03-14,2727188420
2006-03-15,2693819040
2006-03-16,2652865710
2006-03-17,2616462750
2006-03-20,2602811640
2006-03-21,2558824730
2006-03-22,2578543000
2006-03-23,2577026210
2006-03-24,2551240780
2006-03-27,2548207200
2006-03-28,2525455350
2006-03-29,2605845220
2006-03-30,2617979540
2006-03-31,2639805750
2006-04-03,2721872250
2006-04-04,2732510500
2006-04-05,2709714249
2006-04-06,2723392000
2006-04-07,2683878500
2006-04-10,2679319250
2006-04-11,2653483500
2006-04-12,2674760000
2006-04-13,2624608250
2006-04-17,2591173750
2006-04-18,2620049000
2006-04-19,2639805750
2006-04-20,2621568750
2006-04-21,2680839000
2006-04-24,2612450250
2006-04-25,2600292250
2006-04-26,2621568750
2006-04-27,2800899250
2006-04-28,2778103000
2006-05-01,2664121750
2006-05-02,2689957500
2006-05-03,2674760000
2006-05-04,2723392000
2006-05-05,2759866000
2006-05-08,2759866000
2006-05-09,2803938750
2006-05-10,2791780750
2006-05-11,2694516750
2006-05-12,2670200750
2006-05-15,2659562500
2006-05-16,2636766250
2006-05-17,2591173750
2006-05-18,2639805750
2006-05-19,2638286000
2006-05-22,2583575000
2006-05-23,2580535500
2006-05-24,2571417000
2006-05-25,2632207000
2006-05-26,2641325500
2006-05-30,2563818250
2006-05-31,2583575000
2006-06-01,2629167500
2006-06-02,2586614500
2006-06-05,2544061500
2006-06-06,2490870250
2006-06-07,2420961750
2006-06-08,2420961750
2006-06-09,2434639500
2006-06-12,2469593750
2006-06-13,2448317250
2006-06-14,2469593750
2006-06-15,2527344250
2006-06-16,2475672750
2006-06-19,2396645750
2006-06-20,2402724750
2006-06-21,2443757999
2006-06-22,2554699750
2006-06-23,2509107250
2006-06-26,2550140500
2006-06-27,2472633250
2006-06-28,2463514750
2006-06-29,2536462750
2006-06-30,2550034000
2006-07-03,2554598500
2006-07-05,2480045000
2006-07-06,2493738500
2006-07-07,2489174000
2006-07-10,2511996500
2006-07-11,2420706500
2006-07-12,2376583000
2006-07-13,2273121000
2006-07-14,2241169500
2006-07-17,2291379000
2006-07-18,2318766000
2006-07-19,2425271000
2006-07-20,2352239000
2006-07-21,2344631500
2006-07-24,2382669000
2006-07-25,2411577500
2006-07-26,2337024000
2006-07-27,2221390000
2006-07-28,2251820000
2006-07-31,2302029500
2006-08-01,2253341500
2006-08-02,2239648000
2006-08-03,2239648000
2006-08-04,2230519000
2006-08-07,2160530000
2006-08-08,2092062500
2006-08-09,2038810000
2006-08-10,2043374500
2006-08-11,2011423000
2006-08-14,2014466000
2006-08-15,2041853000
2006-08-16,2066197000
2006-08-17,2076847500
2006-08-18,2142272000
2006-08-21,2119449500
2006-08-22,2137707500
2006-08-23,2160530000
2006-08-24,2146836500
2006-08-25,2131621500
2006-08-28,2159008500
2006-08-29,2194003000
2006-08-30,2224433000
2006-08-31,2306594000
2006-09-01,2265513500
2006-09-05,2265513500
2006-09-06,2257906000
2006-09-07,2242691000
2006-09-08,2244212500
2006-09-11,2230519000
2006-09-12,2352239000
2006-09-13,2362889500
2006-09-14,2390276500
2006-09-15,2455701000
2006-09-18,2431357000
2006-09-19,2420706500
2006-09-20,2396362500
2006-09-21,2376583000
2006-09-22,2379626000
2006-09-25,2359846500
2006-09-26,2358325000
2006-09-27,2350717500
2006-09-28,2350717500
2006-09-29,2346153000
2006-10-02,2293193920
2006-10-03,2303867030
2006-10-04,2389251910
2006-10-05,2398400290
2006-10-06,2363331500
2006-10-09,2390776640
2006-10-10,2416697050
2006-10-11,2438043270
2006-10-12,2511230310
2006-10-13,2515804500
2006-10-16,2543249640
2006-10-17,2483785170
2006-10-18,2486834630
2006-10-19,2454815300
2006-10-20,2422795970
2006-10-23,2451765839
2006-10-24,2524952880
2006-10-25,2538675450
2006-10-26,2492933550
2006-10-27,2485309900
2006-10-30,2523428150
2006-10-31,2531051800
2006-11-01,2550873290
2006-11-02,2560021670
2006-11-03,2563071130
2006-11-06,2610337760
2006-11-07,2613387220
2006-11-08,2678950610
2006-11-09,2762810760
2006-11-10,2735365620
2006-11-13,2759761300
2006-11-14,2775008600
2006-11-15,2747563460
2006-11-16,2741464540
2006-11-17,2744514000
2006-11-20,2755187110
2006-11-21,2758236570
2006-11-22,2767384950
2006-11-24,2742989270
2006-11-27,2758236570
2006-11-28,2761286030
2006-11-29,2857344020
2006-11-30,2881739700
2006-12-01,2904610650
2006-12-04,2985421339
2006-12-05,2965599850
2006-12-06,2944253630
2006-12-07,2933580520
2006-12-08,2944253630
2006-12-11,2896987000
2006-12-12,2927481600
2006-12-13,2930531060
2006-12-14,2944253630
2006-12-15,2942728900
2006-12-18,2889363350
2006-12-19,2893937540
2006-12-20,2883264430
2006-12-21,2854294560
2006-12-22,2832948339
2006-12-26,2868017130
2006-12-27,2892412810
2006-12-28,2869541860
2006-12-29,2813126850
2007-01-03,2875196800
2007-01-04,2875196800
2007-01-05,2836962800
2007-01-08,2882843600
2007-01-09,2913430800
2007-01-10,2951664800
2007-01-11,3080131040
2007-01-12,3295770800
2007-01-16,3263654240
2007-01-17,3257536800
2007-01-18,3334004800
2007-01-19,3396708560
2007-01-22,3379885600
2007-01-23,3379885600
2007-01-24,3384473680
2007-01-25,3373768160
2007-01-26,3387532400
2007-01-29,3395179200
2007-01-30,3415060879
2007-01-31,3404355360
2007-02-01,3517528000
2007-02-02,3540468400
2007-02-05,3529762879
2007-02-06,3540468400
2007-02-07,3538939040
2007-02-08,3548115200
2007-02-09,3532821600
2007-02-12,3540468400
2007-02-13,3581761120
2007-02-14,3601642800
2007-02-15,3590937280
2007-02-16,3601642800
2007-02-20,3609289600
2007-02-21,3598584080
2007-02-22,3595525360
2007-02-23,3618465760
2007-02-26,3641406160
2007-02-27,3517528000
2007-02-28,3633759360
2007-03-01,3606230879
2007-03-02,3600113440
2007-03-05,3581761120
2007-03-06,3600113440
2007-03-07,3664346560
2007-03-08,3702580560
2007-03-09,3645994240
2007-03-12,3823400000
2007-03-13,3704109920
2007-03-14,3730109040
2007-03-15,3771401760
2007-03-16,3748461360
2007-03-19,3786695360
2007-03-20,3823400000
2007-03-21,3872339520
2007-03-22,3910573520
2007-03-23,3979394720
2007-03-26,3936572639
2007-03-27,3951866240
2007-03-28,3953395600
2007-03-29,3967159840
2007-03-30,3941160720
2007-04-02,4010647640
2007-04-03,4164194640
2007-04-04,4207187800
2007-04-05,4188762160
2007-04-09,4184155750
2007-04-10,4176478400
2007-04-11,4122736950
2007-04-12,4115059600
2007-04-13,4115059600
2007-04-16,4151910880
2007-04-17,4145769000
2007-04-18,4099704900
2007-04-19,4191833100
2007-04-20,4199510450
2007-04-23,4111988660
2007-04-24,4045963450
2007-04-25,4038286100
2007-04-26,4683183500
2007-04-27,4646332220
2007-04-30,4620229230
2007-05-01,4683183500
2007-05-02,4845943320
2007-05-03,4878188190
2007-05-04,4901220240
2007-05-07,4977993740
2007-05-08,4990277500
2007-05-09,5057838180
2007-05-10,4970316390
2007-05-11,5087012110
2007-05-14,5080870230
2007-05-15,5022522370
2007-05-16,5037877070
2007-05-17,5036341600
2007-05-18,5056302710
2007-05-21,5128469800
2007-05-22,5136147150
2007-05-23,5128469800
2007-05-24,5044018950
2007-05-25,5110044160
2007-05-29,5136147150
2007-05-30,5240559110
2007-05-31,5220598000
2007-06-01,5229810820
2007-06-04,5179140309
2007-06-05,5182211250
2007-06-06,5199101420
2007-06-07,5079334760
2007-06-08,5108508690
2007-06-11,5013309550
2007-06-12,5007167670
2007-06-13,5027128780
2007-06-14,5146895440
2007-06-15,5203707830
2007-06-18,5192959540
2007-06-19,5192959540
2007-06-20,5163785610
2007-06-21,5179140309
2007-06-22,5099295870
2007-06-25,5140753559
2007-06-26,5165321080
2007-06-27,5258984750
2007-06-28,5323474490
2007-06-29,5374145000
2007-07-02,5543975900
2007-07-03,5475894700
2007-07-05,5590394900
2007-07-06,5658476100
2007-07-09,5661570700
2007-07-10,5516124500
2007-07-11,5653834200
2007-07-12,5714952550
2007-07-13,5675496400
2007-07-16,5678591000
2007-07-17,5690969400
2007-07-18,5807016900
2007-07-19,5816300700
2007-07-20,5694064000
2007-07-23,5706442400
2007-07-24,5531597500
2007-07-25,5420191900
2007-07-26,6195389200
2007-07-27,5848794000
2007-07-30,6111835000
2007-07-31,6186105399
2007-08-01,6343930000
2007-08-02,6323815100
2007-08-03,6144328300
2007-08-06,6189200000
2007-08-07,6111835000
2007-08-08,5941632000
2007-08-09,5465063600
2007-08-10,5530050200
2007-08-13,5720368100
2007-08-14,5714178900
2007-08-15,5574921900
2007-08-16,5590394900
2007-08-17,5765239800
2007-08-20,5749766799
2007-08-21,5793091200
2007-08-22,5950915800
2007-08-23,6003524000
2007-08-24,6034470000
2007-08-27,5901402200
2007-08-28,5735841100
2007-08-29,5941632000
2007-08-30,5989598300
2007-08-31,6223240600
2007-09-04,6121118800
2007-09-05,6181463500
2007-09-06,6153612100
2007-09-07,6018997000
2007-09-10,5921517100
2007-09-11,5896760300
2007-09-12,6096362000
2007-09-13,6189200000
2007-09-14,6156706700
2007-09-17,6249544700
2007-09-18,6526511400
2007-09-19,6419747700
2007-09-20,6277396100
2007-09-21,6255733900
2007-09-24,6183010800
2007-09-25,6192294600
2007-09-26,6215504100
2007-09-27,6230977100
2007-09-28,6413558500
2007-10-01,6536421192
2007-10-02,6629798637
2007-10-03,6681156232
2007-10-04,6805659493
2007-10-05,6769864806
2007-10-08,6715394629
2007-10-09,6816553528
2007-10-10,6637580091
2007-10-11,6640692672
2007-10-12,6800990621
2007-10-15,6712282047
2007-10-16,6461719235
2007-10-17,6491288759
2007-10-18,6495957632
2007-10-19,6461719235
2007-10-22,6586222496
2007-10-23,6413474221
2007-10-24,6483507306
2007-10-25,6569103297
2007-10-26,6704500594
2007-10-29,6755858189
2007-10-30,6771421096
2007-10-31,6913043555
2007-11-01,6891255485
2007-11-02,7115361354
2007-11-05,7162050077
2007-11-06,7302116245
2007-11-07,7087348121
2007-11-08,7102911028
2007-11-09,7129367971
2007-11-12,7274103012
2007-11-13,6979964058
2007-11-14,6964401151
2007-11-15,6934831626
2007-11-16,6780758841
2007-11-19,6569103297
2007-11-20,6565990716
2007-11-21,6460162944
2007-11-23,6537977482
2007-11-26,6528639738
2007-11-27,6625129765
2007-11-28,6813440947
2007-11-29,6942613080
2007-11-30,6986189221
2007-12-03,7151156042
2007-12-04,7443738705
2007-12-05,7303672536
2007-12-06,7509102917
2007-12-07,7538672441
2007-12-10,7793904126
2007-12-11,7453076449
2007-12-12,7465526775
2007-12-13,7739433949
2007-12-14,7650725376
2007-12-17,7308341408
2007-12-18,7350361259
2007-12-19,7411056599
2007-12-20,7509102917
2007-12-21,7686520063
2007-12-24,7681851191
2007-12-26,7781453800
2007-12-27,7632049887
2007-12-28,7781453800
2007-12-31,7738038000
2008-01-02,7578587519
2008-01-03,7481666640
2008-01-04,7125247920
2008-01-07,6846991200
2008-01-08,6914210519
2008-01-09,6959544480
2008-01-10,7159639200
2008-01-11,7145570040
2008-01-14,7204973160
2008-01-15,7123684680
2008-01-16,6893888400
2008-01-17,6284224800
2008-01-18,6467123880
2008-01-22,6388961880
2008-01-23,6337374960
2008-01-24,6570297720
2008-01-25,6567171240
2008-01-28,6872003040
2008-01-29,6800094000
2008-01-30,6840738240
2008-01-31,7933443000
2008-02-01,8285172000
2008-02-04,8286735240
2008-02-05,8122595040
2008-02-06,7980340200
2008-02-07,8128848000
2008-02-08,8355517800
2008-02-11,8635337760
2008-02-12,8546233080
2008-02-13,8488393200
2008-02-14,8644717200
2008-02-15,8561865480
2008-02-19,8494646160
2008-02-20,8475887280
2008-02-21,8416484160
2008-02-22,8549359560
2008-02-25,8901088560
2008-02-26,9010515360
2008-02-27,9115252440
2008-02-28,8816673600
2008-02-29,8824489800
2008-03-03,8594693520
2008-03-04,8499335880
2008-03-05,8599383240
2008-03-06,8394598800
2008-03-07,8285172000
2008-03-10,8161676040
2008-03-11,8361770760
2008-03-12,8450875440
2008-03-13,8514968280
2008-03-14,8280482280
2008-03-17,8047559519
2008-03-18,8358644280
2008-03-19,8296114680
2008-03-20,8543106600
2008-03-24,8751017520
2008-03-25,9062102280
2008-03-26,8929226880
2008-03-27,8888582640
2008-03-28,8894835600
2008-03-31,9330700500
2008-04-01,9621716500
2008-04-02,9519199500
2008-04-03,9608488500
2008-04-04,9585339500
2008-04-07,9335661000
2008-04-08,9252986000
2008-04-09,9327393500
2008-04-10,9462980500
2008-04-11,9195113500
2008-04-14,9325740000
2008-04-15,9586993000
2008-04-16,9745729000
2008-04-17,9671321500
2008-04-18,9878009000
2008-04-21,9904465000
2008-04-22,9674628500
2008-04-23,9620063000
2008-04-24,9512585500
2008-04-25,9616756000
2008-04-28,9403454500
2008-04-29,9246372000
2008-04-30,9119052500
2008-05-01,8918979000
2008-05-02,8832997000
2008-05-05,8932207000
2008-05-06,8988426000
2008-05-07,8859453000
2008-05-08,8742054500
2008-05-09,8859453000
2008-05-12,9089289500
2008-05-13,8963623500
2008-05-14,9072754500
2008-05-15,9282749000
2008-05-16,9309205000
2008-05-19,9152122500
2008-05-20,9234797500
2008-05-21,8970237500
2008-05-22,8842918000
2008-05-23,8864413500
2008-05-27,9090943000
2008-05-28,9334007500
2008-05-29,9441485000
2008-05-30,9461327000
2008-06-02,9383612500
2008-06-03,9066140500
2008-06-04,9094250000
2008-06-05,9028110000
2008-06-06,8899137000
2008-06-09,8798273500
2008-06-10,8507257500
2008-06-11,8436157000
2008-06-12,8533713500
2008-06-13,8583318499
2008-06-16,8515525000
2008-06-17,8462613000
2008-06-18,8293955999
2008-06-19,8307184000
2008-06-20,7850817999
2008-06-23,8118685000
2008-06-24,7723498500
2008-06-25,7725152000
2008-06-26,7253904500
2008-06-27,6936432500
2008-06-30,6898110780
2008-07-01,6871636860
2008-07-02,6711138720
2008-07-03,6639990060
2008-07-07,6752504220
2008-07-08,7111556759
2008-07-09,6914656980
2008-07-10,6956022480
2008-07-11,6873291480
2008-07-14,6975877919
2008-07-15,6970914060
2008-07-16,7328311980
2008-07-17,7634416680
2008-07-18,7637725919
2008-07-21,7680746040
2008-07-22,7910738220
2008-07-23,7778368620
2008-07-24,7439171520
2008-07-25,7612906620
2008-07-28,7746930840
2008-07-29,7914047460
2008-07-30,7952103720
2008-07-31,6989114880
2008-08-01,7025516520
2008-08-04,6726030300
2008-08-05,6881564580
2008-08-06,7090046700
2008-08-07,6883219200
2008-08-08,7032135000
2008-08-11,6898110780
2008-08-12,6678046320
2008-08-13,6817034400
2008-08-14,7179396180
2008-08-15,7376295960
2008-08-18,7149613020
2008-08-19,6831925980
2008-08-20,6866673000
2008-08-21,6878255340
2008-08-22,6984151020
2008-08-25,6793869720
2008-08-26,6777323520
2008-08-27,7078464360
2008-08-28,7406079120
2008-08-29,7379605200
2008-09-02,7396151400
2008-09-03,7343203560
2008-09-04,7073500500
2008-09-05,7098319800
2008-09-08,7123139100
2008-09-09,6256118220
2008-09-10,6006270600
2008-09-11,6021162180
2008-09-12,6345467700
2008-09-15,5877210240
2008-09-16,4857964320
2008-09-17,4292084280
2008-09-18,4378124520
2008-09-19,4805016480
2008-09-22,4624662900
2008-09-23,4268919600
2008-09-24,4273883459
2008-09-25,5091265740
2008-09-26,5058173340
2008-09-29,4788470280
2008-09-30,4866934800
2008-10-01,4774231280
2008-10-02,4304092000
2008-10-03,4222976420
2008-10-06,4117029540
2008-10-07,3807466000
2008-10-08,3824020200
2008-10-09,3582328880
2008-10-10,3542598800
2008-10-13,3951487540
2008-10-14,3785945540
2008-10-15,3517767500
2008-10-16,3562463840
2008-10-17,3579018040
2008-10-20,3883615320
2008-10-21,3865405700
2008-10-22,3411820620
2008-10-23,3204893120
2008-10-24,3241312359
2008-10-27,3103912500
2008-10-28,3304218320
2008-10-29,3181717240
2008-10-30,3862094859
2008-10-31,3787600960
2008-11-03,3780979280
2008-11-04,4141860840
2008-11-05,3799188900
2008-11-06,3656822780
2008-11-07,3853817760
2008-11-10,3718073320
2008-11-11,3486314520
2008-11-12,3279387020
2008-11-13,3560808420
2008-11-14,3337326720
2008-11-17,3249589460
2008-11-18,3137020900
2008-11-19,2892018740
2008-11-20,2699990020
2008-11-21,2815869420
2008-11-24,2976445160
2008-11-25,3080736620
2008-11-26,3281042440
2008-11-28,3347259240
2008-12-01,3042661960
2008-12-02,3065837840
2008-12-03,3201582280
2008-12-04,3016175240
2008-12-05,3039351120
2008-12-08,3282697859
2008-12-09,3406854359
2008-12-10,3562463840
2008-12-11,3481348260
2008-12-12,3665099880
2008-12-15,3577362620
2008-12-16,3896858680
2008-12-17,4065711520
2008-12-18,3968041740
2008-12-19,3895203260
2008-12-22,3779323859
2008-12-23,3681654079
2008-12-24,4034258540
2008-12-26,4211388480
2008-12-29,4375275060
2008-12-30,4411694300
2008-12-31,4566296400
2009-01-02,4556271600
2009-01-05,4424278400
2009-01-06,4385850000
2009-01-07,4120192800
2009-01-08,4195378800
2009-01-09,4073410400
2009-01-12,3968150000
2009-01-13,4011590800
2009-01-14,3802740800
2009-01-15,3809424000
2009-01-16,3567158000
2009-01-20,3313196399
2009-01-21,3527058800
2009-01-22,3436835600
2009-01-23,3535412800
2009-01-26,3573841200
2009-01-27,3633990000
2009-01-28,3719200800
2009-01-29,3436835600
2009-01-30,3174520000
2009-02-02,3014123200
2009-02-03,3097663200
2009-02-04,3102675600
2009-02-05,3020806399
2009-02-06,3090980000
2009-02-09,3119383600
2009-02-10,2933924800
2009-02-11,2923900000
2009-02-12,2917216800
2009-02-13,2832006000
2009-02-17,2656572000
2009-02-18,2576373600
2009-02-19,2526249600
2009-02-20,2509541600
2009-02-23,2332436800
2009-02-24,2494504400
2009-02-25,2514554000
2009-02-26,2583056800
2009-02-27,2576373600
2009-03-02,2157002800
2009-03-03,1916407600
2009-03-04,1916407600
2009-03-05,1812818000
2009-03-06,1692520400
2009-03-09,1625688400
2009-03-10,1796110000
2009-03-11,1836209200
2009-03-12,1926432400
2009-03-13,2038376000
2009-03-16,2051742400
2009-03-17,1986581200
2009-03-18,2068450400
2009-03-19,2157002800
2009-03-20,2038376000
2009-03-23,2280642000
2009-03-24,2273958800
2009-03-25,2420989200
2009-03-26,2504529200
2009-03-27,2494504400
2009-03-30,2397598000
2009-03-31,2422512160
2009-04-01,2573499760
2009-04-02,2774816560
2009-04-03,2841922160
2009-04-06,2759717800
2009-04-07,2727842640
2009-04-08,2850310359
2009-04-09,2927481800
2009-04-13,2912383040
2009-04-14,2711066240
2009-04-15,2796625880
2009-04-16,2882185520
2009-04-17,3013041440
2009-04-20,2722809720
2009-04-21,2803336440
2009-04-22,2890573720
2009-04-23,3001297960
2009-04-24,3269720359
2009-04-27,3090212880
2009-04-28,3008008520
2009-04-29,3096923440
