,OI
2023-03-24,3279555200
2023-03-27,3359997120
2023-03-28,3387842400
2023-03-29,3377013679
2023-03-30,3488394800
2023-03-31,3519800190
2023-04-03,3555447660
2023-04-04,3481052940
2023-04-05,3490352280
2023-04-06,3422157119
2023-04-10,3412857780
2023-04-11,3501201510
2023-04-12,3502751400
2023-04-13,3510500850
2023-04-14,3484152720
2023-04-17,3495001950
2023-04-18,3415957560
2023-04-19,3459354480
2023-04-20,3391159320
2023-04-21,3341562840
2023-04-24,3319864380
2023-04-25,3262518450
2023-04-26,3276467460
2023-04-27,3510500850
2023-04-28,3482602830
2023-05-01,3482602830
2023-05-02,3426806790
2023-05-03,3335363280
2023-05-04,3304365480
2023-05-05,3371010750
2023-05-08,3333813390
2023-05-09,3305915369
2023-05-10,3247019550
2023-05-11,3237720210
2023-05-12,3248569440
2023-05-15,3274917570
2023-05-16,3242369880
2023-05-17,3329163720
2023-05-18,3340012950
2023-05-19,3391159320
2023-05-22,3431456460
2023-05-23,3422157119
2023-05-24,3349312290
2023-05-25,3371010750
2023-05-26,3394259100
2023-05-30,3364811190
2023-05-31,3211372080
2023-06-01,3229970760
2023-06-02,3408208109
2023-06-05,3352412070
2023-06-06,3405108330
2023-06-07,3467103930
2023-06-08,3319864380
2023-06-09,3236170320
2023-06-12,3278017350
2023-06-13,3322964160
2023-06-14,3233070540
2023-06-15,3271817790
2023-06-16,3245469660
2023-06-20,3225321090
2023-06-21,3231520650
2023-06-22,3257868780
2023-06-23,3124578240
2023-06-26,3161775600
2023-06-27,3206722410
2023-06-28,3198972960
2023-06-29,3256318890
2023-06-30,3299793659
2023-07-03,3389520820
2023-07-05,3275041340
2023-07-06,3242553920
2023-07-07,3313716840
2023-07-10,3281229420
2023-07-11,3367862540
2023-07-12,3431290360
2023-07-13,3494718180
2023-07-14,3508641360
2023-07-17,3517923479
2023-07-18,3587539380
2023-07-19,3612291700
2023-07-20,3567428120
2023-07-21,3556598979
2023-07-24,3548863880
2023-07-25,3613838720
2023-07-26,3550410900
2023-07-27,3570522159
2023-07-28,3593727460
2023-07-31,3551957920
2023-08-01,3469965860
2023-08-02,3094040000
2023-08-03,3206972460
2023-08-04,3025971120
2023-08-07,3090945960
2023-08-08,3117245300
2023-08-09,3086304900
2023-08-10,3129621460
2023-08-11,3086304900
2023-08-14,3067740659
2023-08-15,2982654560
2023-08-16,2985748600
2023-08-17,2970278400
2023-08-18,2971825420
2023-08-21,2945526080
2023-08-22,2984201580
2023-08-23,3021330060
2023-08-24,2990389659
2023-08-25,3010500920
2023-08-28,3015141979
2023-08-29,3063099600
2023-08-30,3077022780
2023-08-31,3072381720
2023-09-01,3137356560
2023-09-05,3012047940
2023-09-06,2984201580
2023-09-07,2922320780
2023-09-08,2882098260
2023-09-11,2858892960
2023-09-12,2869722100
2023-09-13,2787730040
2023-09-14,2841875740
2023-09-15,2832593620
2023-09-18,2776900900
2023-09-19,2818670440
2023-09-20,2807841300
2023-09-21,2750601560
2023-09-22,2659327380
2023-09-25,2674797580
2023-09-26,2622198900
2023-09-27,2622198900
2023-09-28,2637669100
2023-09-29,2588164460
2023-10-02,2558559570
2023-10-03,2473736920
2023-10-04,2510750440
2023-10-05,2447519010
2023-10-06,2401252110
2023-10-09,2422843330
2023-10-10,2425927790
2023-10-11,2515377130
2023-10-12,2399709880
2023-10-13,2385829810
2023-10-16,2375034200
2023-10-17,2413589950
2023-10-18,2376576430
2023-10-19,2373491970
2023-10-20,2342647370
2023-10-23,2301007160
2023-10-24,2331851760
2023-10-25,2291753780
2023-10-26,2324140610
2023-10-27,2350358520
2023-10-30,2390456500
2023-10-31,2382745350
2023-11-01,2256282490
2023-11-02,2237775730
2023-11-03,2305633850
2023-11-06,2239317960
2023-11-07,2274789250
2023-11-08,2270162560
2023-11-09,2259366950
2023-11-10,2251655800
2023-11-13,2143699700
2023-11-14,2285584860
2023-11-15,2297922700
2023-11-16,2259366950
2023-11-17,2314887230
2023-11-20,2301007160
2023-11-21,2277873710
2023-11-22,2284042630
2023-11-24,2294838240
2023-11-27,2280958170
2023-11-28,2263993640
2023-11-29,2274789250
2023-11-30,2276331480
2023-12-01,2388914270
2023-12-04,2418216640
2023-12-05,2367323050
2023-12-06,2362696360
2023-12-07,2382745350
2023-12-08,2368865280
2023-12-11,2398167650
2023-12-12,2381203120
2023-12-13,2456772390
2023-12-14,2486074760
2023-12-15,2441350090
2023-12-18,2445976780
2023-12-19,2489159220
2023-12-20,2449061240
2023-12-21,2543137269
2023-12-22,2584777480
2023-12-26,2661888980
2023-12-27,2617164310
2023-12-28,2567812950
2023-12-29,2526172740
2024-01-02,2502308060
2024-01-03,2344949600
2024-01-04,2357291440
2024-01-05,2392774230
2024-01-08,2449855240
2024-01-09,2395859690
2024-01-10,2414372450
2024-01-11,2415915180
2024-01-12,2374261470
2024-01-16,2368090550
2024-01-17,2263184910
2024-01-18,2264727640
2024-01-19,2314095000
2024-01-22,2301753160
2024-01-23,2309466810
2024-01-24,2284783130
2024-01-25,2320265920
2024-01-26,2363462360
2024-01-29,2343406870
2024-01-30,2327979570
2024-01-31,2246214880
2024-02-01,2303295890
2024-02-02,2314095000
2024-02-05,2238501230
2024-02-06,2216903010
2024-02-07,2528534470
2024-02-08,2485338030
2024-02-09,2394316960
2024-02-12,2591786400
2024-02-13,2506936250
2024-02-14,2517735360
2024-02-15,2601042780
2024-02-16,2483795300
2024-02-20,2539333580
2024-02-21,2627269190
2024-02-22,2639611030
2024-02-23,2661209250
2024-02-26,2662751980
2024-02-27,2634982839
2024-02-28,2548589960
2024-02-29,2610299160
2024-03-01,2655038330
2024-03-04,2596414589
2024-03-05,2596414589
2024-03-06,2499222600
2024-03-07,2604128240
2024-03-08,2506936250
2024-03-11,2556303610
2024-03-12,2474538920
2024-03-13,2415915180
2024-03-14,2352663250
2024-03-15,2400487880
2024-03-18,2334150490
2024-03-19,2341864140
2024-03-20,2385060580
2024-03-21,2412829720
2024-03-22,2366547820
2024-03-25,2398945150
2024-03-26,2408201530
2024-03-27,2497679870
2024-03-28,2559389070
2024-04-01,2585615480
2024-04-02,2618012810
2024-04-03,2661209250
2024-04-04,2482252570
2024-04-05,2420543370
2024-04-08,2392774230
2024-04-09,2476081650
2024-04-10,2483795300
2024-04-11,2448312510
2024-04-12,2360376900
2024-04-15,2361919630
2024-04-16,2341864140
2024-04-17,2327979570
2024-04-18,2378889660
2024-04-19,2247757610
2024-04-22,2284783130
2024-04-23,2290954050
2024-04-24,2297124970
2024-04-25,2290954050
2024-04-26,2324894110
2024-04-29,2415915180
2024-04-30,2307924080
2024-05-01,1940754340
2024-05-02,2019433570
2024-05-03,2031775410
2024-05-06,2061087280
2024-05-07,2065715470
2024-05-08,2067258200
2024-05-09,2074971850
2024-05-10,2079600040
2024-05-13,2102740990
2024-05-14,2150565620
2024-05-15,2107369180
2024-05-16,2116625560
2024-05-17,2050288169
2024-05-20,2028689950
2024-05-21,1994749890
2024-05-22,1939211610
2024-05-23,1875959680
2024-05-24,1937668880
2024-05-28,1960809830
2024-05-29,1943839800
2024-05-30,1948467990
2024-05-31,1957724370
2024-06-03,1903728820
2024-06-04,1882130600
2024-06-05,1906814280
2024-06-06,1869788759
2024-06-07,1831220509
2024-06-10,1846647810
2024-06-11,1820421400
2024-06-12,1851276000
2024-06-13,1809622290
2024-06-14,1811165020
2024-06-17,1834305970
2024-06-18,1741742169
2024-06-20,1744827630
2024-06-21,1712430300
2024-06-24,1709344840
2024-06-25,1693917540
2024-06-26,1698545730
2024-06-27,1695460270
2024-06-28,1717058490
2024-07-01,1653806560
2024-07-02,1630665610
2024-07-03,1619866500
2024-07-05,1627580150
2024-07-08,1612152850
2024-07-09,1573584600
2024-07-10,1621409230
2024-07-11,1721686680
2024-07-12,1752541280
2024-07-15,1740199440
2024-07-16,1804994100
2024-07-17,1801908640
2024-07-18,1788024070
2024-07-19,1744827630
2024-07-22,1766425850
2024-07-23,1760254930
2024-07-24,1735571250
2024-07-25,1741742169
2024-07-26,1783395880
2024-07-29,1777956000
2024-07-30,1804353599
2024-07-31,2074540800
2024-08-01,1944105600
2024-08-02,1903732800
2024-08-05,1753111199
2024-08-06,1751558400
2024-08-07,1697210400
2024-08-08,1742241600
2024-08-09,1807459200
