,WMT
2004-08-24,228431700000
2004-08-25,229449780000
2004-08-26,228558960000
2004-08-27,227159100000
2004-08-30,225631980000
2004-08-31,223468559999
2004-09-01,223214040000
2004-09-02,224868420000
2004-09-03,225886500000
2004-09-07,226013760000
2004-09-08,225122940000
2004-09-09,222959520000
2004-09-10,226777320000
2004-09-13,226268280000
2004-09-14,225759239999
2004-09-15,224486640000
2004-09-16,223850340000
2004-09-17,222577739999
2004-09-20,221432399999
2004-09-21,221686920000
2004-09-22,219141720000
2004-09-23,222832260000
2004-09-24,223977600000
2004-09-27,222832260000
2004-09-28,223850340000
2004-09-29,224868420000
2004-09-30,225631980000
2004-10-01,225377460000
2004-10-04,226141020000
2004-10-05,226522800000
2004-10-06,228940739999
2004-10-07,227159100000
2004-10-08,224232120000
2004-10-11,224359380000
2004-10-12,224486640000
2004-10-13,222959520000
2004-10-14,221050620000
2004-10-15,222832260000
2004-10-18,224486640000
2004-10-19,223468559999
2004-10-20,222577739999
2004-10-21,221050620000
2004-10-22,220541579999
2004-10-25,221814180000
2004-10-26,224104860000
2004-10-27,227922660000
2004-10-28,229068000000
2004-10-29,228686220000
2004-11-01,227677800000
2004-11-02,228946200000
2004-11-03,230341440000
2004-11-04,237825000000
2004-11-05,238712880000
2004-11-08,238966560000
2004-11-09,238078680000
2004-11-10,236937120000
2004-11-11,239347080000
2004-11-12,240361800000
2004-11-15,243913320000
2004-11-16,240488640000
2004-11-17,237825000000
2004-11-18,235922400000
2004-11-19,233639280000
2004-11-22,235415039999
2004-11-23,235288200000
2004-11-24,234654000000
2004-11-26,233892960000
2004-11-29,224760480000
2004-11-30,220067400000
2004-12-01,223365240000
2004-12-02,224126280000
2004-12-03,223745760000
2004-12-06,222096840000
2004-12-07,221970000000
2004-12-08,221970000000
2004-12-09,223111560000
2004-12-10,222857880000
2004-12-13,223872599999
2004-12-14,226282560000
2004-12-15,224253120000
2004-12-16,222984719999
2004-12-17,219940560000
2004-12-20,220701599999
2004-12-21,222350520000
2004-12-22,223999440000
2004-12-23,222223680000
2004-12-27,223238400000
2004-12-28,225014159999
2004-12-29,225902039999
2004-12-30,224379960000
2004-12-31,223365240000
2005-01-03,225521520000
2005-01-04,225014159999
2005-01-05,225267840000
2005-01-06,228565680000
2005-01-07,228312000000
2005-01-10,227170440000
2005-01-11,226536240000
2005-01-12,228692520000
2005-01-13,226789920000
2005-01-14,228312000000
2005-01-18,230341440000
2005-01-19,227424120000
2005-01-20,225648360000
2005-01-21,224126280000
2005-01-24,224379960000
2005-01-25,225267840000
2005-01-26,225267840000
2005-01-27,224379960000
2005-01-28,221716320000
2005-01-31,221589480000
2005-02-01,222477360000
2005-02-02,224379960000
2005-02-03,225902039999
2005-02-04,226028880000
2005-02-07,226282560000
2005-02-08,224887320000
2005-02-09,222096840000
2005-02-10,220955280000
2005-02-11,220321080000
2005-02-14,220447920000
2005-02-15,222857880000
2005-02-16,222350520000
2005-02-17,222857880000
2005-02-18,222857880000
2005-02-22,219813719999
2005-02-23,218164800000
2005-02-24,217530599999
2005-02-25,217657440000
2005-02-28,218164800000
2005-03-01,220067400000
2005-03-02,219686880000
2005-03-03,223492080000
2005-03-04,224506800000
2005-03-07,223111560000
2005-03-08,221589480000
2005-03-09,221716320000
2005-03-10,220447920000
2005-03-11,218164800000
2005-03-14,216896400000
2005-03-15,215754840000
2005-03-16,217023240000
2005-03-17,221208960000
2005-03-18,217530599999
2005-03-21,216389039999
2005-03-22,215247480000
2005-03-23,214105920000
2005-03-24,214232760000
2005-03-28,215628000000
2005-03-29,214613280000
2005-03-30,214993800000
2005-03-31,211822800000
2005-04-01,207129719999
2005-04-04,208905480000
2005-04-05,210047039999
2005-04-06,209286000000
2005-04-07,206749200000
2005-04-08,205353960000
2005-04-11,205100280000
2005-04-12,205607640000
2005-04-13,205353960000
2005-04-14,202817160000
2005-04-15,201675600000
2005-04-18,202436640000
2005-04-19,201295080000
2005-04-20,200153520000
2005-04-21,202056120000
2005-04-22,197870400000
2005-04-25,198758280000
2005-04-26,198758280000
2005-04-27,199899840000
2005-04-28,198885120000
2005-04-29,199265640000
2005-05-02,199523250000
2005-05-03,202028250000
2005-05-04,202278749999
2005-05-05,202779750000
2005-05-06,204408000000
2005-05-09,205660500000
2005-05-10,203405999999
2005-05-11,202905000000
2005-05-12,198897000000
2005-05-13,196767750000
2005-05-16,197143500000
2005-05-17,196266750000
2005-05-18,198646500000
2005-05-19,198396000000
2005-05-20,197018250000
2005-05-23,199773750000
2005-05-24,198897000000
2005-05-25,197519250000
2005-05-26,197519250000
2005-05-27,197394000000
2005-05-31,197143500000
2005-06-01,200024250000
2005-06-02,201276750000
2005-06-03,197644500000
2005-06-06,199272750000
2005-06-07,199398000000
2005-06-08,198646500000
2005-06-09,199648500000
2005-06-10,200274750000
2005-06-13,201527250000
2005-06-14,207413999999
2005-06-15,208165500000
2005-06-16,206036250000
2005-06-17,204282749999
2005-06-20,204032250000
2005-06-21,202654500000
2005-06-22,203656500000
2005-06-23,199899000000
2005-06-24,197769750000
2005-06-27,198396000000
2005-06-28,202153500000
2005-06-29,202654500000
2005-06-30,201276750000
2005-07-01,201527250000
2005-07-05,207915000000
2005-07-06,206161500000
2005-07-07,206662500000
2005-07-08,208290750000
2005-07-11,207915000000
2005-07-12,209167500000
2005-07-13,209292750000
2005-07-14,210921000000
2005-07-15,209793750000
2005-07-18,208666500000
2005-07-19,207789750000
2005-07-20,208791750000
2005-07-21,206161500000
2005-07-22,206787750000
2005-07-25,206412000000
2005-07-26,206787750000
2005-07-27,207915000000
2005-07-28,208040250000
2005-07-29,206036250000
2005-08-01,206292450000
2005-08-02,207417000000
2005-08-03,206917199999
2005-08-04,205292850000
2005-08-05,205417800000
2005-08-08,204668100000
2005-08-09,205042950000
2005-08-10,203418600000
2005-08-11,203918400000
2005-08-12,202793850000
2005-08-15,204543150000
2005-08-16,198170700000
2005-08-17,196171500000
2005-08-18,196796250000
2005-08-19,194047350000
2005-08-22,194422200000
2005-08-23,193047750000
2005-08-24,189674100000
2005-08-25,188674500000
2005-08-26,190298850000
2005-08-29,190173900000
2005-08-30,188174700000
2005-08-31,187300050000
2005-09-01,187425000000
2005-09-02,185550750000
2005-09-06,190298850000
2005-09-07,191048550000
2005-09-08,191048550000
2005-09-09,191173500000
2005-09-12,191173500000
2005-09-13,187674900000
2005-09-14,186175500000
2005-09-15,184551150000
2005-09-16,182676900000
2005-09-19,183301650000
2005-09-20,179928000000
2005-09-21,176929200000
2005-09-22,179928000000
2005-09-23,179928000000
2005-09-26,179553150000
2005-09-27,179553150000
2005-09-28,179678100000
2005-09-29,181302450000
2005-09-30,182551950000
2005-10-03,182302050000
2005-10-04,182676900000
2005-10-05,181177500000
2005-10-06,182926800000
2005-10-07,183426600000
2005-10-10,185550750000
2005-10-11,187549950000
2005-10-12,187175100000
2005-10-13,186425400000
2005-10-14,187549950000
2005-10-17,188424600000
2005-10-18,187924800000
2005-10-19,191548350000
2005-10-20,189924000000
2005-10-21,190423800000
2005-10-24,192423000000
2005-10-25,189049350000
2005-10-26,189799050000
2005-10-27,186300450000
2005-10-28,189549150000
2005-10-31,197140770000
2005-11-01,195765660000
2005-11-02,198140850000
2005-11-03,197765820000
2005-11-04,198765900000
2005-11-07,200266020000
2005-11-08,198390870000
2005-11-09,200891070000
2005-11-10,204391350000
2005-11-11,204141329999
2005-11-14,205391430000
2005-11-15,203266260000
2005-11-16,203641290000
2005-11-17,205141410000
2005-11-18,206266500000
2005-11-21,206766540000
2005-11-22,209141730000
2005-11-23,210766860000
2005-11-25,210391829999
2005-11-28,208391670000
2005-11-29,204266340000
2005-11-30,202391190000
2005-12-01,200141010000
2005-12-02,199890990000
2005-12-05,196390710000
2005-12-06,198390870000
2005-12-07,199015920000
2005-12-08,198765900000
2005-12-09,200391030000
2005-12-12,202891230000
2005-12-13,206141489999
2005-12-14,206266500000
2005-12-15,205266420000
2005-12-16,205266420000
2005-12-19,204016320000
2005-12-20,202516200000
2005-12-21,202766220000
2005-12-22,202516200000
2005-12-23,201391110000
2005-12-27,198890910000
2005-12-28,199390950000
2005-12-29,197890830000
2005-12-30,195015600000
2006-01-03,192640410000
2006-01-04,193015440000
2006-01-05,190390230000
2006-01-06,191140290000
2006-01-09,190515240000
2006-01-10,191140290000
2006-01-11,194015520000
2006-01-12,190640250000
2006-01-13,189140130000
2006-01-17,187264980000
2006-01-18,188265060000
2006-01-19,190890270000
2006-01-20,187515000000
2006-01-23,188515080000
2006-01-24,190515240000
2006-01-25,191515320000
2006-01-26,193015440000
2006-01-27,191015280000
2006-01-30,193390470000
2006-01-31,192140370000
2006-02-01,192265380000
2006-02-02,192890430000
2006-02-03,189515160000
2006-02-06,187890030000
2006-02-07,186389910000
2006-02-08,189140130000
2006-02-09,190390230000
2006-02-10,190640250000
2006-02-13,189640170000
2006-02-14,193515480000
2006-02-15,195390630000
2006-02-16,194265540000
2006-02-17,192140370000
2006-02-21,190640250000
2006-02-22,189515160000
2006-02-23,190390230000
2006-02-24,189390150000
2006-02-27,190640250000
2006-02-28,189015120000
2006-03-01,188140050000
2006-03-02,187765020000
2006-03-03,188890110000
2006-03-06,188015040000
2006-03-07,188640090000
2006-03-08,188640090000
2006-03-09,188515080000
2006-03-10,188890110000
2006-03-13,188640090000
2006-03-14,189765180000
2006-03-15,188890110000
2006-03-16,193140450000
2006-03-17,194515560000
2006-03-20,199015920000
2006-03-21,200516040000
2006-03-22,200391030000
2006-03-23,202266180000
2006-03-24,200766059999
2006-03-27,199765980000
2006-03-28,199015920000
2006-03-29,200266020000
2006-03-30,198640890000
2006-03-31,196890750000
2006-04-03,194890590000
2006-04-04,193765500000
2006-04-05,195265620000
2006-04-06,194015520000
2006-04-07,191765340000
2006-04-10,190390230000
2006-04-11,189640170000
2006-04-12,191265300000
2006-04-13,190765260000
2006-04-17,190890270000
2006-04-18,193390470000
2006-04-19,193640490000
2006-04-20,193390470000
2006-04-21,190890270000
2006-04-24,189765180000
2006-04-25,190140210000
2006-04-26,191640330000
2006-04-27,190140210000
2006-04-28,187640010000
2006-05-01,191436240000
2006-05-02,192436560000
2006-05-03,194562240000
2006-05-04,193436880000
2006-05-05,196938000000
2006-05-08,198313440000
2006-05-09,199563840000
2006-05-10,199188720000
2006-05-11,196938000000
2006-05-12,193937040000
2006-05-15,197688240000
2006-05-16,200314080000
2006-05-17,195187440000
2006-05-18,196812960000
2006-05-19,197188080000
2006-05-22,197313120000
2006-05-23,198063360000
2006-05-24,200189040000
2006-05-25,206065920000
2006-05-26,206941200000
2006-05-30,201314400000
2006-05-31,201939599999
2006-06-01,201689520000
2006-06-02,199313760000
2006-06-05,196687920000
2006-06-06,196062720000
2006-06-07,196062720000
2006-06-08,197188080000
2006-06-09,196437840000
2006-06-12,195812640000
2006-06-13,198063360000
2006-06-14,198813600000
2006-06-15,202814880000
2006-06-16,201314400000
2006-06-19,201189360000
2006-06-20,201814560000
2006-06-21,203815200000
2006-06-22,202064640000
2006-06-23,199813920000
2006-06-26,200314080000
2006-06-27,198563520000
2006-06-28,199688880000
2006-06-29,203064959999
2006-06-30,200814239999
2006-07-03,198313440000
2006-07-05,195937680000
2006-07-06,194687280000
2006-07-07,191686320000
2006-07-10,192436560000
2006-07-11,192311520000
2006-07-12,188185200000
2006-07-13,184058880000
2006-07-14,179432400000
2006-07-17,179307360000
2006-07-18,179932560000
2006-07-19,184183920000
2006-07-20,184559040000
2006-07-21,182183280000
2006-07-24,185184240000
2006-07-25,186184560000
2006-07-26,182058240000
2006-07-27,181433040000
2006-07-28,185309280000
2006-07-31,185478810000
2006-08-01,183852900000
2006-08-02,184978530000
2006-08-03,186479370000
2006-08-04,187104720000
2006-08-07,186854580000
2006-08-08,185353740000
2006-08-09,182977410000
2006-08-10,187104720000
2006-08-11,186354300000
2006-08-14,187980210000
2006-08-15,185728950000
2006-08-16,185228670000
2006-08-17,186104160000
2006-08-18,185478810000
2006-08-21,183852900000
2006-08-22,183727830000
2006-08-23,182477130000
2006-08-24,182226990000
2006-08-25,182977410000
2006-08-28,185228670000
2006-08-29,185478810000
2006-08-30,185979090000
2006-08-31,186479370000
2006-09-01,189481050000
2006-09-05,189981330000
2006-09-06,189230910000
2006-09-07,189856260000
2006-09-08,194733990000
2006-09-11,197985810000
2006-09-12,200362140000
2006-09-13,200487210000
2006-09-14,201612840000
2006-09-15,200987490000
2006-09-18,200487210000
2006-09-19,202238190000
2006-09-20,203739030000
2006-09-21,201988049999
2006-09-22,201362700000
2006-09-25,203488890000
2006-09-26,205364940000
2006-09-27,206365500000
2006-09-28,207616200000
2006-09-29,205615080000
2006-10-02,201988049999
2006-10-03,206240429999
2006-10-04,206615640000
2006-10-05,201862980000
2006-10-06,201487770000
2006-10-09,200987490000
2006-10-10,200612280000
2006-10-11,201362700000
2006-10-12,201487770000
2006-10-13,201988049999
2006-10-16,201487770000
2006-10-17,201237630000
2006-10-18,201612840000
2006-10-19,202113120000
2006-10-20,205865220000
2006-10-23,213744630000
2006-10-24,213869700000
2006-10-25,211993650000
2006-10-26,215745750000
2006-10-27,211493370000
2006-10-30,206490570000
2006-10-31,203173380000
2006-11-01,201318480000
2006-11-02,199092600000
2006-11-03,195877440000
2006-11-06,195753780000
2006-11-07,196372080000
2006-11-08,193898880000
2006-11-09,191178360000
2006-11-10,191549340000
2006-11-13,190931040000
2006-11-14,196495740000
2006-11-15,196495740000
2006-11-16,197485020000
2006-11-17,195753780000
2006-11-20,196743060000
2006-11-21,197114040000
2006-11-22,197979660000
2006-11-24,197485020000
2006-11-27,192167640000
2006-11-28,192538620000
2006-11-29,193280580000
2006-11-30,190065420000
2006-12-01,189076140000
2006-12-04,190807380000
2006-12-05,191549340000
2006-12-06,191796660000
2006-12-07,191178360000
2006-12-08,191054700000
2006-12-11,189570780000
2006-12-12,188210520000
2006-12-13,189199800000
2006-12-14,191796660000
2006-12-15,191425680000
2006-12-18,191178360000
2006-12-19,189941760000
2006-12-20,189076140000
2006-12-21,188457840000
2006-12-22,187715880000
2006-12-26,190065420000
2006-12-27,190312740000
2006-12-28,189694440000
2006-12-29,190312740000
2007-01-03,196001100000
2007-01-04,196990380000
2007-01-05,195382800000
2007-01-08,193775220000
2007-01-09,195382800000
2007-01-10,194888160000
2007-01-11,196248420000
2007-01-12,197732340000
2007-01-16,199092600000
2007-01-17,198721620000
2007-01-18,199463580000
2007-01-19,199092600000
2007-01-22,197732340000
2007-01-23,197114040000
2007-01-24,200329200000
2007-01-25,198474300000
2007-01-26,196495740000
2007-01-29,196372080000
2007-01-30,194888160000
2007-01-31,196619400000
2007-02-01,196990380000
2007-02-02,198226980000
2007-02-05,199958220000
2007-02-06,200205540000
2007-02-07,200205540000
2007-02-08,199092600000
2007-02-09,197732340000
2007-02-12,196743060000
2007-02-13,197732340000
2007-02-14,197361360000
2007-02-15,199339920000
2007-02-16,199834560000
2007-02-20,207130500000
2007-02-21,206017560000
2007-02-22,204780959999
2007-02-23,204286320000
2007-02-26,206017560000
2007-02-27,198721620000
2007-02-28,199092600000
2007-03-01,197361360000
2007-03-02,197114040000
2007-03-05,195630120000
2007-03-06,197979660000
2007-03-07,197608680000
2007-03-08,197361360000
2007-03-09,195506460000
2007-03-12,194764500000
2007-03-13,190312740000
2007-03-14,188457840000
2007-03-15,189570780000
2007-03-16,190436400000
2007-03-19,192043980000
2007-03-20,195011820000
2007-03-21,196866720000
2007-03-22,197856000000
2007-03-23,197485020000
2007-03-26,197237700000
2007-03-27,195753780000
2007-03-28,192291300000
2007-03-29,192538620000
2007-03-30,193527900000
2007-04-02,195382800000
2007-04-03,198226980000
2007-04-04,198103320000
2007-04-05,198968940000
2007-04-09,199834560000
2007-04-10,197608680000
2007-04-11,194888160000
2007-04-12,194764500000
2007-04-13,195382800000
2007-04-16,198103320000
2007-04-17,198597959999
2007-04-18,197732340000
2007-04-19,199216260000
2007-04-20,205151940000
2007-04-23,201689459999
2007-04-24,200700180000
2007-04-25,201194820000
2007-04-26,200700180000
2007-04-27,199216260000
2007-04-30,196526820000
2007-05-01,198249660000
2007-05-02,198003540000
2007-05-03,198372720000
2007-05-04,198003540000
2007-05-07,199357200000
2007-05-08,197265180000
2007-05-09,196649880000
2007-05-10,195911520000
2007-05-11,196034580000
2007-05-14,196280700000
2007-05-15,195296220000
2007-05-16,193573380000
2007-05-17,193204200000
2007-05-18,193942560000
2007-05-21,191235240000
2007-05-22,190866060000
2007-05-23,190004640000
2007-05-24,191358300000
2007-05-25,192465840000
2007-05-29,192588900000
2007-05-30,193327260000
2007-05-31,195296220000
2007-06-01,202925939999
2007-06-04,210063420000
2007-06-05,207233040000
2007-06-06,208217520000
2007-06-07,204156540000
2007-06-08,205387140000
2007-06-11,204279600000
2007-06-12,200587800000
2007-06-13,203049000000
2007-06-14,202187580000
2007-06-15,202433700000
2007-06-18,201449220000
2007-06-19,200218620000
2007-06-20,199357200000
2007-06-21,198495780000
2007-06-22,196157640000
2007-06-25,196157640000
2007-06-26,196772940000
2007-06-27,198741899999
2007-06-28,197757420000
2007-06-29,197388240000
2007-07-02,198249660000
2007-07-03,198864960000
2007-07-05,197265180000
2007-07-06,198495780000
2007-07-09,198988020000
2007-07-10,195173160000
2007-07-11,195542340000
2007-07-12,200341680000
2007-07-13,201572280000
2007-07-16,200710859999
2007-07-17,198372720000
2007-07-18,197019060000
2007-07-19,200095560000
2007-07-20,197142120000
2007-07-23,197388240000
2007-07-24,197019060000
2007-07-25,196403760000
2007-07-26,192096660000
2007-07-27,188404860000
2007-07-30,189512400000
2007-07-31,186183960000
2007-08-01,187277730000
2007-08-02,189343740000
2007-08-03,184361010000
2007-08-06,190437510000
2007-08-07,190680570000
2007-08-08,196149420000
2007-08-09,188128440000
2007-08-10,186670080000
2007-08-13,187034670000
2007-08-14,177555330000
2007-08-15,175367790000
2007-08-16,176218500000
2007-08-17,176218500000
2007-08-20,176583090000
2007-08-21,177069210000
2007-08-22,177190740000
2007-08-23,174881670000
2007-08-24,177190740000
2007-08-27,177555330000
2007-08-28,175853910000
2007-08-29,179013690000
2007-08-30,175489320000
2007-08-31,176704620000
2007-09-04,175367790000
2007-09-05,171964950000
2007-09-06,173180250000
2007-09-07,171721890000
2007-09-10,171235770000
2007-09-11,173909430000
2007-09-12,173058720000
2007-09-13,174395550000
2007-09-14,175489320000
2007-09-17,175489320000
2007-09-18,179985930000
2007-09-19,181322760000
2007-09-20,179499810000
2007-09-21,179135220000
2007-09-24,178162980000
2007-09-25,174881670000
2007-09-26,175367790000
2007-09-27,176704620000
2007-09-28,176826150000
2007-10-01,180107460000
2007-10-02,181808880000
2007-10-03,182781120000
2007-10-04,182295000000
2007-10-05,183753360000
2007-10-08,183388770000
2007-10-09,183145710000
2007-10-10,184725600000
2007-10-11,189951390000
2007-10-12,190680570000
2007-10-15,188128440000
2007-10-16,185819370000
2007-10-17,186305490000
2007-10-18,185940900000
2007-10-19,182173470000
2007-10-22,183267240000
2007-10-23,177919920000
2007-10-24,177676860000
2007-10-25,177798390000
2007-10-26,180836640000
2007-10-29,182295000000
2007-10-30,183753360000
2007-10-31,178895970000
2007-11-01,174266280000
2007-11-02,174859830000
2007-11-05,174266280000
2007-11-06,175215960000
2007-11-07,173791440000
2007-11-08,172604340000
2007-11-09,169755300000
2007-11-12,171417240000
2007-11-13,181863720000
2007-11-14,184000500000
2007-11-15,182813400000
2007-11-16,183406950000
2007-11-19,179964360000
2007-11-20,180083070000
2007-11-21,177471450000
2007-11-23,180914040000
2007-11-26,178183710000
2007-11-27,181388880000
2007-11-28,186849540000
2007-11-29,188155350000
2007-11-30,189579870000
2007-12-03,189461160000
2007-12-04,190648260000
2007-12-05,193497300000
2007-12-06,194921820000
2007-12-07,193972140000
2007-12-10,195634080000
2007-12-11,193972140000
2007-12-12,190885679999
2007-12-13,191241810000
2007-12-14,188511480000
2007-12-17,189223740000
2007-12-18,190885679999
2007-12-19,190292130000
2007-12-20,189342450000
2007-12-21,190766970000
2007-12-24,192903750000
2007-12-26,191479230000
2007-12-27,188986320000
2007-12-28,190292130000
2007-12-31,188036640000
2008-01-02,185543730000
2008-01-03,183525660000
2008-01-04,180914040000
2008-01-07,184237920000
2008-01-08,181863720000
2008-01-09,185543730000
2008-01-10,191479230000
2008-01-11,188867610000
2008-01-14,188630190000
2008-01-15,185899860000
2008-01-16,187917930000
2008-01-17,187917930000
2008-01-18,188274060000
2008-01-22,194684399999
2008-01-23,198483120000
2008-01-24,193497300000
2008-01-25,190292130000
2008-01-28,192785039999
2008-01-29,193972140000
2008-01-30,194565690000
2008-01-31,200738610000
2008-02-01,202519260000
2008-02-04,198126990000
2008-02-05,196108920000
2008-02-06,193259880000
2008-02-07,197177310000
2008-02-08,192903750000
2008-02-11,196227630000
2008-02-12,198839250000
2008-02-13,200501190000
2008-02-14,197770860000
2008-02-15,195634080000
2008-02-19,196465050000
2008-02-20,196702470000
2008-02-21,197058600000
2008-02-22,197770860000
2008-02-25,199195380000
2008-02-26,203350230000
2008-02-27,203468940000
2008-02-28,200619899999
2008-02-29,196227630000
2008-03-03,197414730000
2008-03-04,197296020000
2008-03-05,196108920000
2008-03-06,197770860000
2008-03-07,197414730000
2008-03-10,193259880000
2008-03-11,198839250000
2008-03-12,198957960000
2008-03-13,200263770000
2008-03-14,197177310000
2008-03-17,197652149999
2008-03-18,201688289999
2008-03-19,200976030000
2008-03-20,210591539999
2008-03-24,212253480000
2008-03-25,209879280000
2008-03-26,209285730000
2008-03-27,207267660000
2008-03-28,206199270000
2008-03-31,208454760000
2008-04-01,214034130000
2008-04-02,215458649999
2008-04-03,217358010000
2008-04-04,215221230000
2008-04-07,214627679999
2008-04-08,215458649999
2008-04-09,214271550000
2008-04-10,216289620000
2008-04-11,216883170000
2008-04-14,218188980000
2008-04-15,222699960000
2008-04-16,225786420000
2008-04-17,224243190000
2008-04-18,222818670000
2008-04-21,223056090000
2008-04-22,223768350000
2008-04-23,225192870000
2008-04-24,227329649999
2008-04-25,228160620000
2008-04-28,226973520000
2008-04-29,231959340000
2008-04-30,228770549999
2008-05-01,229125600000
2008-05-02,226876950000
2008-05-05,224746649999
2008-05-06,222261300000
2008-05-07,224154900000
2008-05-08,225456750000
2008-05-09,225575100000
2008-05-12,228888900000
2008-05-13,223444800000
2008-05-14,226640249999
2008-05-15,225338400000
2008-05-16,224983350000
2008-05-19,222498000000
2008-05-20,220722749999
2008-05-21,217882350000
2008-05-22,221077800000
2008-05-23,219894299999
2008-05-27,222498000000
2008-05-28,225220050000
2008-05-29,228533850000
2008-05-30,227823750000
2008-06-02,225693450000
2008-06-03,227942100000
2008-06-04,227587050000
2008-06-05,235871550000
2008-06-06,230309100000
2008-06-09,235043100000
2008-06-10,235871550000
2008-06-11,230900850000
2008-06-12,233149500000
2008-06-13,233504550000
2008-06-16,233977950000
2008-06-17,231492600000
2008-06-18,227468700000
2008-06-19,227587050000
2008-06-20,221906250000
2008-06-23,223444800000
2008-06-24,226166850000
2008-06-25,229243950000
2008-06-26,224154900000
2008-06-27,222142950000
2008-06-30,221669550000
2008-07-01,224983350000
2008-07-02,222853049999
2008-07-03,223326450000
2008-07-07,224509950000
2008-07-08,233149500000
2008-07-09,227468700000
2008-07-10,225693450000
2008-07-11,222024600000
2008-07-14,222142950000
2008-07-15,221906250000
2008-07-16,224746649999
2008-07-17,227587050000
2008-07-18,228533850000
2008-07-21,226048500000
2008-07-22,233031150000
2008-07-23,229125600000
2008-07-24,224746649999
2008-07-25,224154900000
2008-07-28,220959450000
2008-07-29,226640249999
2008-07-30,231019200000
2008-07-31,230435220000
2008-08-01,227015250000
2008-08-04,229727640000
2008-08-05,237157230000
2008-08-06,238808250000
2008-08-07,223949069999
2008-08-08,227486970000
2008-08-11,230199360000
2008-08-12,232911750000
2008-08-13,227486970000
2008-08-14,228430410000
2008-08-15,233383470000
2008-08-18,231260730000
2008-08-19,228784199999
2008-08-20,229373850000
2008-08-21,229963500000
2008-08-22,233619330000
2008-08-25,230199360000
2008-08-26,231968310000
2008-08-27,233029680000
2008-08-28,235388280000
2008-08-29,232204170000
2008-09-02,234444840000
2008-09-03,235034490000
2008-09-04,235034490000
2008-09-05,238808250000
2008-09-08,243761310000
2008-09-09,240341340000
2008-09-10,243761310000
2008-09-11,248360580000
2008-09-12,245294400000
2008-09-15,242228220000
2008-09-16,244233030000
2008-09-17,234444840000
2008-09-18,241638569999
2008-09-19,234680699999
2008-09-22,231496590000
2008-09-23,229609710000
2008-09-24,231614520000
2008-09-25,236331720000
2008-09-26,238690319999
2008-09-29,229727640000
2008-09-30,235388280000
2008-10-01,234562770000
2008-10-02,231378660000
2008-10-03,234798630000
2008-10-06,227604900000
2008-10-07,215576040000
2008-10-08,214396740000
2008-10-09,202014090000
2008-10-10,200245140000
2008-10-13,214278810000
2008-10-14,214042949999
2008-10-15,196707240000
2008-10-16,214750530000
2008-10-17,211330560000
2008-10-20,213925020000
2008-10-21,210976770000
2008-10-22,205434060000
2008-10-23,207438870000
2008-10-24,202014090000
2008-10-27,195292080000
2008-10-28,216873270000
2008-10-29,216283620000
2008-10-30,215222250000
2008-10-31,218959200000
2008-11-03,219665520000
2008-11-04,220254120000
2008-11-05,212366880000
2008-11-06,209894759999
2008-11-07,213426360000
2008-11-10,216487080000
2008-11-11,214839000000
2008-11-12,206480880000
2008-11-13,215545320000
2008-11-14,206834040000
2008-11-17,203302440000
2008-11-18,206834040000
2008-11-19,200124000000
2008-11-20,198829080000
2008-11-21,207658080000
2008-11-24,207069480000
2008-11-25,214603560000
2008-11-26,222490799999
2008-11-28,219312360000
2008-12-01,208011240000
2008-12-02,209777040000
2008-12-03,213426360000
2008-12-04,216251640000
2008-12-05,228376799999
2008-12-08,225904680000
2008-12-09,218959200000
2008-12-10,216840240000
2008-12-11,214956720000
2008-12-12,214368120000
2008-12-15,214721279999
2008-12-16,216722520000
2008-12-17,216604799999
2008-12-18,217428840000
2008-12-19,218723759999
2008-12-22,219665520000
2008-12-23,216957960000
2008-12-24,217546560000
2008-12-26,217193400000
2008-12-29,216251640000
2008-12-30,216016200000
2008-12-31,220018680000
2009-01-02,224374320000
2009-01-05,221784480000
2009-01-06,219783240000
2009-01-07,217899720000
2009-01-08,201654360000
2009-01-09,202360680000
2009-01-12,201654360000
2009-01-13,204479640000
2009-01-14,202360680000
2009-01-15,201536640000
2009-01-16,202360680000
2009-01-20,198358200000
2009-01-21,192825360000
2009-01-22,191765880000
2009-01-23,189764640000
2009-01-26,190706400000
2009-01-27,191412720000
2009-01-28,191177279999
2009-01-29,187763400000
2009-01-30,184938120000
2009-02-02,182515200000
2009-02-03,187454400000
2009-02-04,181927200000
2009-02-05,190394400000
2009-02-06,194510400000
2009-02-09,193216800000
2009-02-10,187101600000
2009-02-11,189100799999
2009-02-12,188630400000
2009-02-13,182397600000
2009-02-17,189100799999
2009-02-18,196039200000
2009-02-19,197803200000
2009-02-20,196039200000
2009-02-23,191570400000
2009-02-24,196039200000
2009-02-25,192863999999
2009-02-26,189100799999
2009-02-27,192981600000
2009-03-02,188277600000
2009-03-03,185690400000
2009-03-04,190041600000
2009-03-05,194980799999
2009-03-06,191688000000
2009-03-09,186278400000
2009-03-10,190747200000
2009-03-11,186043200000
2009-03-12,191805600000
2009-03-13,192863999999
2009-03-16,191335200000
2009-03-17,196039200000
2009-03-18,197685600000
2009-03-19,195803999999
2009-03-20,194392800000
2009-03-23,201801600000
2009-03-24,200272800000
2009-03-25,202624800000
2009-03-26,206858400000
2009-03-27,206035200000
2009-03-30,202860000000
2009-03-31,204271200000
2009-04-01,207093600000
2009-04-02,210268800000
2009-04-03,210856800000
2009-04-06,209445600000
2009-04-07,205329600000
2009-04-08,206270400000
2009-04-09,198626400000
