,PPG
2018-07-16,24794014000
2018-07-17,25530302000
2018-07-18,25854850000
2018-07-19,25767658000
2018-07-20,25431000000
2018-07-23,25288102000
2018-07-24,25685310000
2018-07-25,26467616000
2018-07-26,26801852000
2018-07-27,26506368000
2018-07-30,26579028000
2018-07-31,26801852000
2018-08-01,26576606000
2018-08-02,26477304000
2018-08-03,26872090000
2018-08-06,26719504000
2018-08-07,26632312000
2018-08-08,26460350000
2018-08-09,26450662000
2018-08-10,26026812000
2018-08-13,25692576000
2018-08-14,25879070000
2018-08-15,25922666000
2018-08-16,26133380000
2018-08-17,26259324000
2018-08-20,26576606000
2018-08-21,26903576000
2018-08-22,26787320000
2018-08-23,26586294000
2018-08-24,26792164000
2018-08-27,26915686000
2018-08-28,26610514000
2018-08-29,27044052000
2018-08-30,26801852000
2018-08-31,26772788000
2018-09-04,26612936000
2018-09-05,26787320000
2018-09-06,27126400000
2018-09-07,27007722000
2018-09-10,27148198000
2018-09-11,27269298000
2018-09-12,27133666000
2018-09-13,27356490000
2018-09-14,27167574000
2018-09-17,27366178000
2018-09-18,27433994000
2018-09-19,27865110000
2018-09-20,28075824000
2018-09-21,28090356000
2018-09-24,27293518000
2018-09-25,27014988000
2018-09-26,26736458000
2018-09-27,26397378000
2018-09-28,26431286000
2018-10-01,26175375000
2018-10-02,26285085000
2018-10-03,25932105000
2018-10-04,25867710000
2018-10-05,25762770000
2018-10-08,26134830000
2018-10-09,23506560000
2018-10-10,23754600000
2018-10-11,22986630000
2018-10-12,22678965000
2018-10-15,22931775000
2018-10-16,23415930000
2018-10-17,23401620000
2018-10-18,23609115000
2018-10-19,24181515000
2018-10-22,24245910000
2018-10-23,24000255000
2018-10-24,23320530000
2018-10-25,24734835000
2018-10-26,24524955000
2018-10-29,24539265000
2018-10-30,24856470000
2018-10-31,25063965000
2018-11-01,25457490000
2018-11-02,25498035000
2018-11-05,25388325000
2018-11-06,25605360000
2018-11-07,26122905000
2018-11-08,25917795000
2018-11-09,25688835000
2018-11-12,25137900000
2018-11-13,24877935000
2018-11-14,25125975000
2018-11-15,25538580000
2018-11-16,25560045000
2018-11-19,25686450000
2018-11-20,25252380000
2018-11-21,25474185000
2018-11-23,25588665000
2018-11-26,25600590000
2018-11-27,25233300000
2018-11-28,25672140000
2018-11-29,25870095000
2018-11-30,26075205000
2018-12-03,26368560000
2018-12-04,25455105000
2018-12-06,25230915000
2018-12-07,24620355000
2018-12-10,24675210000
2018-12-11,24575040000
2018-12-12,24675210000
2018-12-13,24064650000
2018-12-14,23883390000
2018-12-17,23165505000
2018-12-18,23062950000
2018-12-19,22998555000
2018-12-20,23151195000
2018-12-21,22972320000
2018-12-24,22800600000
2018-12-26,23675895000
2018-12-27,24188670000
2018-12-28,24143355000
2018-12-31,24197841000
2019-01-02,24070023000
2019-01-03,23189499000
2019-01-04,23648697000
2019-01-07,23726808000
2019-01-08,23923269000
2019-01-09,24025050000
2019-01-10,24297255000
2019-01-11,24110262000
2019-01-14,24133932000
2019-01-15,23906700000
2019-01-16,24271218000
2019-01-17,25412112000
2019-01-18,24955281000
2019-01-22,24699645000
2019-01-23,24155235000
2019-01-24,24195474000
2019-01-25,24498450000
2019-01-28,24545790000
2019-01-29,24730416000
2019-01-30,24865335000
2019-01-31,24957648000
2019-02-01,25035759000
2019-02-04,25151742000
2019-02-05,25329267000
2019-02-06,25113870000
2019-02-07,24817995000
2019-02-08,24820362000
2019-02-11,24787224000
2019-02-12,25471287000
2019-02-13,25537563000
2019-02-14,25388442000
2019-02-15,25826337000
2019-02-19,25736391000
2019-02-20,25975458000
2019-02-21,26067771000
2019-02-22,26377848000
2019-02-25,26586144000
2019-02-26,26384949000
2019-02-27,26550639000
2019-02-28,26503299000
2019-03-01,26690292000
2019-03-04,26358912000
2019-03-05,26214525000
2019-03-06,26167185000
2019-03-07,25999128000
2019-03-08,25949421000
2019-03-11,26344710000
2019-03-12,26309205000
2019-03-13,26351811000
2019-03-14,25961256000
2019-03-15,26044101000
2019-03-18,26261865000
2019-03-19,26250030000
2019-03-20,26231094000
2019-03-21,26661888000
2019-03-22,25253523000
2019-03-25,25341102000
2019-03-26,25648812000
2019-03-27,26055936000
2019-03-28,26444124000
2019-03-29,26716329000
2019-04-01,27058718000
2019-04-02,27063456000
2019-04-03,27144002000
2019-04-04,27243500000
2019-04-05,27234024000
2019-04-08,27101360000
2019-04-09,27072932000
2019-04-10,27219810000
2019-04-11,27129788000
2019-04-12,27385640000
2019-04-15,27591743000
2019-04-16,28048960000
2019-04-17,27809691000
2019-04-18,28394834000
2019-04-22,27774156000
2019-04-23,27864178000
2019-04-24,27632016000
2019-04-25,27369057000
2019-04-26,27909189000
2019-04-29,27743359000
2019-04-30,27835750000
2019-05-01,27354843000
2019-05-02,27660444000
2019-05-03,27866547000
2019-05-06,27549101000
2019-05-07,27115574000
2019-05-08,27011338000
2019-05-09,26741272000
2019-05-10,26589656000
2019-05-13,26355125000
2019-05-14,26428564000
2019-05-15,26518586000
2019-05-16,26750748000
2019-05-17,26478313000
2019-05-20,25523606000
2019-05-21,25822100000
2019-05-22,25698912000
2019-05-23,25305658000
2019-05-24,25525975000
2019-05-28,25469119000
2019-05-29,25390942000
2019-05-30,25405156000
2019-05-31,24791585000
2019-06-03,25533082000
2019-06-04,26464099000
2019-06-05,26615715000
2019-06-06,26767331000
2019-06-07,27004231000
2019-06-10,27098991000
2019-06-11,27681765000
2019-06-12,27714931000
2019-06-13,27695979000
2019-06-14,27610695000
2019-06-17,27226917000
2019-06-18,27167692000
2019-06-19,27399854000
2019-06-20,27288511000
2019-06-21,27496983000
2019-06-24,27693610000
2019-06-25,27544363000
2019-06-26,27369057000
2019-06-27,27454341000
2019-06-28,27648599000
2019-07-01,28127173000
2019-07-02,27999139000
2019-07-03,28233868000
2019-07-05,27968316000
2019-07-08,27593698000
2019-07-09,27489374000
2019-07-10,27363711000
2019-07-11,27503600000
2019-07-12,27750184000
2019-07-15,27909041000
2019-07-16,27942235000
2019-07-17,27648231000
2019-07-18,27740700000
2019-07-19,27861621000
2019-07-22,27728845000
2019-07-23,28205416000
2019-07-24,28001510000
2019-07-25,28010994000
2019-07-26,27963574000
2019-07-29,28079753000
2019-07-30,28205416000
2019-07-31,27833169000
2019-08-01,27425357000
2019-08-02,27069707000
2019-08-05,26308616000
2019-08-06,26313358000
2019-08-07,26759106000
2019-08-08,27657715000
2019-08-09,27344743000
2019-08-12,26685605000
2019-08-13,26813639000
2019-08-14,26133162000
2019-08-15,25990902000
2019-08-16,26251712000
2019-08-19,26465102000
2019-08-20,26152130000
2019-08-21,26246970000
2019-08-22,26104710000
2019-08-23,25260634000
2019-08-26,25410007000
2019-08-27,25466911000
2019-08-28,25851013000
2019-08-29,26114194000
2019-08-30,26268309000
2019-09-03,26182953000
2019-09-04,26441392000
2019-09-05,26872914000
2019-09-06,27451438000
2019-09-09,27624521000
2019-09-10,27804717000
2019-09-11,27901928000
2019-09-12,28027591000
2019-09-13,28304998000
2019-09-16,27351856000
2019-09-17,27790491000
2019-09-18,28316853000
2019-09-19,28615599000
2019-09-20,28276546000
2019-09-23,28060785000
2019-09-24,27558133000
2019-09-25,27660086000
2019-09-26,27660086000
2019-09-27,28029962000
2019-09-30,28086870000
2019-10-01,27698190000
2019-10-02,27115170000
2019-10-03,27160200000
2019-10-04,27638940000
2019-10-07,27423270000
2019-10-08,26626950000
2019-10-09,27155460000
2019-10-10,27411420000
2019-10-11,28243290000
2019-10-14,27778770000
2019-10-15,28015770000
2019-10-16,28193520000
2019-10-17,28733880000
2019-10-18,29442510000
2019-10-21,29549160000
2019-10-22,29688990000
2019-10-23,29499390000
2019-10-24,29288460000
2019-10-25,29397480000
2019-10-28,29319270000
2019-10-29,29636850000
2019-10-30,29857260000
2019-10-31,29653440000
2019-11-01,29729280000
2019-11-04,30357330000
2019-11-05,30546929999
2019-11-06,30755490000
2019-11-07,30769710000
2019-11-08,30554039999
2019-11-11,30620399999
2019-11-12,30869250000
2019-11-13,30885840000
2019-11-14,30750750000
2019-11-15,30691500000
2019-11-18,30554039999
2019-11-19,30523230000
2019-11-20,29980500000
2019-11-21,29786160000
2019-11-22,29722170000
2019-11-25,30286230000
2019-11-26,30741270000
2019-11-27,30618030000
2019-11-29,30535080000
2019-12-02,30454500000
2019-12-03,30326520000
2019-12-04,30596700000
2019-12-05,31077810000
2019-12-06,31411980000
2019-12-09,31516259999
2019-12-10,31395390000
2019-12-11,31357470000
2019-12-12,31701119999
2019-12-13,31523369999
2019-12-16,31580250000
2019-12-17,31544700000
2019-12-18,31201050000
2019-12-19,31383539999
2019-12-20,31395390000
2019-12-23,31523369999
2019-12-24,31648980000
2019-12-26,31606320000
2019-12-27,31594470000
2019-12-30,31502039999
2019-12-31,31570385000
2020-01-02,31123400000
2020-01-03,30671685000
2020-01-06,30529785000
2020-01-07,30290920000
2020-01-08,30368965000
2020-01-09,30428090000
2020-01-10,30293285000
2020-01-13,30560530000
2020-01-14,30728445000
2020-01-15,30920010000
2020-01-16,30132465000
2020-01-17,30387885000
2020-01-21,29772985000
2020-01-22,29836840000
2020-01-23,29860490000
2020-01-24,29754065000
2020-01-27,29080040000
2020-01-28,29333095000
2020-01-29,29188830000
2020-01-30,29115515000
2020-01-31,28342160000
2020-02-03,28696910000
2020-02-04,28978345000
2020-02-05,29529390000
2020-02-06,29411140000
2020-02-07,28997265000
2020-02-10,28590485000
2020-02-11,28841175000
2020-02-12,28938140000
2020-02-13,28488790000
2020-02-14,28415475000
2020-02-18,28221545000
2020-02-19,28266480000
2020-02-20,28228640000
2020-02-21,28122215000
2020-02-24,27261355000
2020-02-25,25927495000
2020-02-26,25799785000
2020-02-27,24499035000
2020-02-28,24702425000
2020-03-02,24905815000
2020-03-03,24688235000
2020-03-04,25532540000
2020-03-05,24276725000
2020-03-06,23992925000
2020-03-09,23037465000
2020-03-10,24118270000
2020-03-11,22933405000
2020-03-12,21261350000
2020-03-13,22275935000
2020-03-16,19492330000
2020-03-17,19539630000
2020-03-18,17245580000
2020-03-19,18106440000
2020-03-20,18853780000
2020-03-23,17146250000
2020-03-24,19404825000
2020-03-25,20270415000
2020-03-26,21228240000
2020-03-27,20102500000
2020-03-30,20320080000
2020-03-31,19779760000
2020-04-01,18901974000
2020-04-02,19100718000
2020-04-03,19029738000
2020-04-06,20496658000
2020-04-07,21551894000
2020-04-08,22086610000
2020-04-09,22990422000
2020-04-13,22164688000
2020-04-14,21954114000
2020-04-15,20934368000
2020-04-16,21033740000
2020-04-17,22077146000
2020-04-20,21554260000
2020-04-21,20823166000
2020-04-22,21310562000
2020-04-23,21417032000
2020-04-24,21942284000
2020-04-27,22713600000
2020-04-28,21646534000
2020-04-29,22685208000
2020-04-30,21490378000
2020-05-01,20820800000
2020-05-04,20543978000
2020-05-05,20884682000
2020-05-06,21010080000
2020-05-07,21379176000
2020-05-08,21762468000
2020-05-11,21393372000
2020-05-12,20733258000
2020-05-13,19931184000
2020-05-14,20340502000
2020-05-15,20565272000
2020-05-18,21731710000
2020-05-19,22055852000
2020-05-20,22711234000
2020-05-21,22498294000
2020-05-22,22756188000
2020-05-26,23660000000
2020-05-27,24216010000
2020-05-28,24284624000
2020-05-29,24055122000
2020-06-01,24457342000
2020-06-02,25439232000
2020-06-03,26423488000
2020-06-04,26290992000
2020-06-05,26960570000
2020-06-08,26830440000
2020-06-09,26361972000
2020-06-10,25798864000
2020-06-11,23555896000
2020-06-12,24045658000
2020-06-15,24417120000
2020-06-16,24786216000
2020-06-17,24812242000
2020-06-18,24705772000
2020-06-19,24540152000
2020-06-22,24528322000
2020-06-23,24533054000
2020-06-24,24104808000
2020-06-25,24315382000
2020-06-26,24166324000
2020-06-29,24592204000
2020-06-30,25115008000
2020-07-01,25183680000
2020-07-02,25827776000
2020-07-06,26019584000
2020-07-07,25673856000
2020-07-08,25212096000
2020-07-09,24882944000
2020-07-10,25347072000
2020-07-13,25901184000
2020-07-14,26455296000
2020-07-15,27378816000
2020-07-16,27293568000
2020-07-17,26493184000
2020-07-20,25903552000
2020-07-21,26085888000
2020-07-22,26445824000
2020-07-23,26244544000
2020-07-24,26180608000
2020-07-27,26102464000
2020-07-28,25711744000
2020-07-29,26145088000
2020-07-30,25621760000
2020-07-31,25491520000
2020-08-03,25427584000
2020-08-04,25524672000
2020-08-05,26441088000
2020-08-06,26388992000
2020-08-07,26926528000
2020-08-10,27407232000
2020-08-11,28626752000
2020-08-12,28650432000
2020-08-13,28134208000
2020-08-14,28174464000
2020-08-17,28160256000
2020-08-18,28105792000
2020-08-19,28093952000
2020-08-20,27999232000
2020-08-21,27996864000
2020-08-24,28671744000
2020-08-25,28373376000
2020-08-26,28404160000
2020-08-27,28603072000
2020-08-28,28918016000
2020-08-31,28510720000
2020-09-01,29363200000
2020-09-02,29832064000
2020-09-03,29076672000
2020-09-04,29034048000
2020-09-08,28650432000
2020-09-09,29680512000
2020-09-10,29775232000
2020-09-11,30097280000
2020-09-14,30833728000
2020-09-15,30765055999
2020-09-16,30556672000
2020-09-17,30606400000
2020-09-18,29782336000
2020-09-21,28434944000
2020-09-22,28610176000
2020-09-23,28018176000
2020-09-24,28167360000
2020-09-25,28475200000
2020-09-28,28828032000
2020-09-29,28494144000
2020-09-30,28957376000
2020-10-01,28886216000
2020-10-02,29239644000
2020-10-05,29868224000
2020-10-06,29543260000
2020-10-07,30584568000
2020-10-08,32019628000
2020-10-09,32230736000
2020-10-12,32271060000
2020-10-13,31682804000
2020-10-14,31924748000
2020-10-15,32434728000
2020-10-16,32534352000
2020-10-19,31860704000
2020-10-20,31934236000
2020-10-21,31791916000
2020-10-22,31713639999
2020-10-23,31848844000
2020-10-26,31151476000
2020-10-27,30216908000
2020-10-28,29699812000
2020-10-29,30385320000
2020-10-30,30769584000
2020-11-02,32064696000
2020-11-03,32463192000
2020-11-04,31502532000
2020-11-05,32795271999
2020-11-06,32913871999
2020-11-09,33651564000
2020-11-10,33876904000
2020-11-11,33836580000
2020-11-12,33177164000
2020-11-13,33876904000
2020-11-16,34220844000
2020-11-17,33983644000
2020-11-18,33872160000
2020-11-19,33971784000
2020-11-20,33929088000
2020-11-23,34341816000
2020-11-24,35088996000
2020-11-25,34794868000
2020-11-27,35053416000
2020-11-30,34813844000
2020-12-01,35368892000
2020-12-02,34894492000
2020-12-03,34495996000
2020-12-04,34851796000
2020-12-07,34370280000
2020-12-08,34365536000
2020-12-09,34486508000
2020-12-10,33997876000
2020-12-11,33902996000
2020-12-14,33625471999
2020-12-15,34185264000
2020-12-16,33893507999
2020-12-17,34225588000
2020-12-18,34495996000
2020-12-21,34654920000
2020-12-22,34322839999
2020-12-23,34125964000
2020-12-24,34394000000
2020-12-28,33959923999
2020-12-29,33895880000
2020-12-30,33971784000
2020-12-31,34237828000
2021-01-04,33546994000
2021-01-05,34266316000
2021-01-06,35355982000
2021-01-07,35807042000
2021-01-08,35206420000
2021-01-11,35479430000
2021-01-12,35913872000
2021-01-13,36087174000
2021-01-14,36025450000
2021-01-15,35144696000
2021-01-19,34432496000
2021-01-20,34316170000
2021-01-21,34074022000
2021-01-22,32718468000
2021-01-25,33378440000
2021-01-26,33475773999
2021-01-27,33224129999
2021-01-28,33031835999
2021-01-29,31980154000
2021-02-01,32898892000
2021-02-02,33361822000
2021-02-03,33214634000
2021-02-04,33060323999
2021-02-05,33262114000
2021-02-08,33288228000
2021-02-09,32592646000
2021-02-10,32751704000
2021-02-11,32775444000
2021-02-12,32891770000
2021-02-16,32606890000
2021-02-17,32428840000
2021-02-18,32355246000
2021-02-19,32445457999
2021-02-22,31918429999
2021-02-23,32041878000
2021-02-24,32497685999
2021-02-25,32041878000
2021-02-26,32006268000
2021-03-01,32725590000
2021-03-02,33418798000
2021-03-03,33145788000
2021-03-04,32720842000
2021-03-05,33855614000
2021-03-08,34684140000
2021-03-09,34677018000
2021-03-10,35249152000
2021-03-11,34677018000
2021-03-12,34494220000
2021-03-15,34434870000
2021-03-16,34375520000
2021-03-17,34793344000
2021-03-18,35562520000
2021-03-19,34997508000
2021-03-22,35120956000
2021-03-23,35009378000
2021-03-24,35173184000
2021-03-25,36165516000
2021-03-26,36754268000
2021-03-29,36920448000
2021-03-30,36272346000
2021-03-31,35731828000
2021-04-01,36136088000
2021-04-05,36516568000
2021-04-06,36518946000
2021-04-07,35187266000
2021-04-08,35206290000
2021-04-09,35781766000
2021-04-12,36000542000
2021-04-13,35924446000
2021-04-14,35876886000
2021-04-15,36614066000
2021-04-16,39810098000
2021-04-19,40135884000
2021-04-20,40188200000
2021-04-21,41274946000
2021-04-22,40796968000
2021-04-23,41531770000
2021-04-26,41170314000
2021-04-27,40956294000
2021-04-28,41032390000
2021-04-29,41184582000
2021-04-30,40720872000
2021-05-03,41141778000
2021-05-04,42506750000
2021-05-05,42575712000
2021-05-06,42825402000
2021-05-07,42682722000
2021-05-10,42630406000
2021-05-11,42563822000
2021-05-12,41341530000
2021-05-13,42337912000
2021-05-14,42589980000
2021-05-17,42794488000
2021-05-18,42128648000
2021-05-19,41936030000
2021-05-20,42204744000
2021-05-21,42435410000
2021-05-24,42701746000
2021-05-25,42589980000
2021-05-26,42506750000
2021-05-27,42991862000
2021-05-28,42737416000
2021-06-01,42982350000
2021-06-02,42884852000
2021-06-03,43039422000
2021-06-04,43358074000
2021-06-07,42799244000
2021-06-08,42582846000
2021-06-09,42116758000
2021-06-10,42183342000
2021-06-11,42216634000
2021-06-14,41705364000
2021-06-15,41936030000
2021-06-16,41548416000
2021-06-17,40701848000
2021-06-18,39978936000
2021-06-21,40815992000
2021-06-22,40785078000
2021-06-23,40352282000
2021-06-24,40311856000
2021-06-25,39762538000
2021-06-28,40055032000
2021-06-29,40083568000
2021-06-30,40388283000
2021-07-01,40440621000
2021-07-02,40600014000
2021-07-06,40207479000
2021-07-07,40990170000
2021-07-08,40197963000
2021-07-09,40778439000
2021-07-12,40937832000
2021-07-13,40428726000
2021-07-14,40464411000
2021-07-15,40795092000
2021-07-16,40490580000
2021-07-19,39431925000
2021-07-20,37704771000
2021-07-21,38009283000
2021-07-22,38182950000
2021-07-23,38758668000
2021-07-26,39239226000
2021-07-27,39286806000
2021-07-28,38860965000
2021-07-29,38744394000
2021-07-30,38901408000
2021-08-02,38849070000
2021-08-03,39403377000
2021-08-04,38970399000
2021-08-05,38765805000
2021-08-06,39070317000
2021-08-09,39086970000
2021-08-10,39814944000
2021-08-11,40488201000
2021-08-12,40535781000
2021-08-13,40390662000
2021-08-16,40297881000
2021-08-17,39631761000
2021-08-18,39136929000
2021-08-19,38335206000
2021-08-20,38330448000
2021-08-23,38625444000
2021-08-24,38749152000
2021-08-25,38870481000
2021-08-26,38337585000
2021-08-27,38501736000
2021-08-30,38470809000
2021-08-31,37956945000
2021-09-01,37528725000
2021-09-02,37738077000
2021-09-03,37031514000
2021-09-07,35780160000
2021-09-08,35927658000
2021-09-09,36769824000
2021-09-10,36405837000
2021-09-13,36282129000
2021-09-14,35763507000
2021-09-15,35853909000
2021-09-16,35635041000
2021-09-17,34909446000
2021-09-20,34807149000
2021-09-21,34652514000
2021-09-22,34557354000
2021-09-23,34857108000
2021-09-24,35347182000
2021-09-27,35247264000
2021-09-28,34754811000
2021-09-29,34673925000
2021-09-30,33950573999
2021-10-01,34187973999
2021-10-04,34187973999
2021-10-05,34624790000
2021-10-06,34838450000
2021-10-07,35723952000
2021-10-08,35785676000
2021-10-11,36051564000
2021-10-12,36274720000
2021-10-13,36721032000
2021-10-14,37718112000
2021-10-15,38055220000
2021-10-18,37366760000
2021-10-19,37732356000
2021-10-20,38086082000
2021-10-21,39171000000
2021-10-22,38392328000
2021-10-25,38000618000
2021-10-26,38427938000
2021-10-27,38344848000
2021-10-28,38691452000
2021-10-29,38119318000
2021-11-01,37753722000
2021-11-02,38432686000
2021-11-03,38651094000
2021-11-04,38755550000
2021-11-05,38717566000
2021-11-08,38570378000
2021-11-09,38328230000
2021-11-10,38157302000
2021-11-11,37867674000
2021-11-12,38373336000
2021-11-15,38679582000
2021-11-16,39133016000
2021-11-17,39004820000
2021-11-18,38541890000
2021-11-19,38183416000
2021-11-22,38290246000
2021-11-23,38086082000
2021-11-24,37689624000
2021-11-26,36939440000
2021-11-29,37357264000
2021-11-30,36599958000
2021-12-01,36436152000
2021-12-02,37753722000
2021-12-03,38076586000
2021-12-06,39035682000
2021-12-07,39474872000
2021-12-08,39128268000
2021-12-09,38945470000
2021-12-10,38784038000
2021-12-13,38651094000
2021-12-14,38568004000
2021-12-15,39375164000
2021-12-16,40196568000
2021-12-17,39073666000
2021-12-20,38145432000
2021-12-21,38916982000
2021-12-22,39346676000
2021-12-23,39660044000
2021-12-27,40296276000
2021-12-28,40640506000
2021-12-29,40645254000
2021-12-30,40616766000
2021-12-31,40799304000
2022-01-03,40363960000
2022-01-04,40517750000
2022-01-05,40955460000
2022-01-06,40368692000
2022-01-07,39680186000
2022-01-10,39320554000
2022-01-11,39940446000
2022-01-12,39855270000
2022-01-13,39942812000
2022-01-14,39039000000
2022-01-18,38752714000
2022-01-19,38222730000
2022-01-20,37785020000
2022-01-21,36611484000
2022-01-24,36680098000
2022-01-25,36434034000
2022-01-26,36315734000
2022-01-27,36292074000
2022-01-28,36632778000
2022-01-31,36956920000
2022-02-01,37229010000
2022-02-02,37292892000
2022-02-03,37084684000
2022-02-04,36197434000
2022-02-07,36159578000
2022-02-08,36495550000
2022-02-09,37143834000
2022-02-10,36391446000
2022-02-11,35466340000
2022-02-14,35317282000
2022-02-15,35878024000
2022-02-16,35932442000
2022-02-17,35265230000
2022-02-18,35404824000
2022-02-22,34702122000
2022-02-23,33268326000
2022-02-24,32582186000
2022-02-25,33381894000
2022-02-28,31574269999
2022-03-01,29929900000
2022-03-02,30469348000
2022-03-03,30296630000
2022-03-04,29326570000
2022-03-07,27090700000
2022-03-08,27857284000
2022-03-09,28872298000
2022-03-10,28673554000
2022-03-11,28446418000
2022-03-14,28853370000
2022-03-15,29189342000
2022-03-16,30254042000
2022-03-17,30445688000
2022-03-18,30978038000
2022-03-21,30500106000
2022-03-22,30866836000
2022-03-23,30459884000
2022-03-24,30642065999
2022-03-25,30630236000
2022-03-28,30651530000
2022-03-29,32151573999
2022-03-30,31453604000
2022-03-31,30984948000
2022-04-01,31679963999
2022-04-04,31528668000
2022-04-05,31301724000
2022-04-06,31710695999
2022-04-07,31713060000
2022-04-08,31330092000
2022-04-11,31145700000
2022-04-12,30427044000
2022-04-13,30871476000
2022-04-14,30323028000
2022-04-18,29902236000
2022-04-19,30646895999
2022-04-20,31133879999
2022-04-21,31476660000
2022-04-22,31405740000
2022-04-25,30575976000
2022-04-26,29762760000
2022-04-27,30639804000
2022-04-28,30932940000
2022-04-29,30256836000
2022-05-02,30966036000
2022-05-03,31490844000
2022-05-04,32467176000
2022-05-05,31103148000
2022-05-06,30384492000
2022-05-09,30055896000
2022-05-10,29559456000
2022-05-11,29384520000
2022-05-12,29152848000
2022-05-13,28925904000
2022-05-16,28479108000
2022-05-17,29391612000
2022-05-18,28263984000
2022-05-19,28999188000
2022-05-20,28292352000
2022-05-23,29032284000
2022-05-24,28713144000
2022-05-25,29174124000
2022-05-26,29857320000
2022-05-27,30739092000
2022-05-31,29902236000
2022-06-01,29637468000
2022-06-02,30445956000
2022-06-03,29658744000
2022-06-06,30053532000
2022-06-07,30443592000
2022-06-08,30025164000
2022-06-09,29311236000
2022-06-10,27398760000
2022-06-13,26784120000
2022-06-14,26360964000
2022-06-15,26859768000
2022-06-16,25649400000
2022-06-17,26008728000
2022-06-21,26145840000
2022-06-22,26651736000
2022-06-23,27034704000
2022-06-24,28606764000
2022-06-27,28675320000
2022-06-28,28195428000
2022-06-29,27708444000
2022-06-30,26927070000
2022-07-01,27756030000
2022-07-05,27967980000
2022-07-06,28118700000
2022-07-07,28048050000
2022-07-08,27758385000
2022-07-11,26887035000
2022-07-12,27325065000
2022-07-13,27249705000
2022-07-14,27044820000
2022-07-15,27506400000
2022-07-18,27061305000
2022-07-19,28205835000
2022-07-20,28283550000
2022-07-21,28954725000
2022-07-22,30080415000
2022-07-25,29877885000
2022-07-26,29724810000
2022-07-27,29892015000
2022-07-28,30699780000
2022-07-29,30447795000
2022-08-01,30452505000
2022-08-02,29826075000
2022-08-03,30200520000
2022-08-04,30174615000
2022-08-05,29993280000
2022-08-08,30212295000
2022-08-09,29953245000
2022-08-10,31448670000
2022-08-11,31401570000
2022-08-12,31922025000
2022-08-15,32119844999
2022-08-16,32312955000
2022-08-17,31601745000
2022-08-18,31434539999
2022-08-19,31071870000
2022-08-22,29962665000
2022-08-23,30061575000
2022-08-24,30146354999
2022-08-25,31123680000
2022-08-26,29682420000
2022-08-29,29658870000
2022-08-30,30092190000
2022-08-31,29903790000
2022-09-01,29329170000
2022-09-02,29145480000
2022-09-06,29128995000
2022-09-07,30106320000
2022-09-08,30087480000
2022-09-09,30169905000
2022-09-12,30987090000
2022-09-13,29317395000
2022-09-14,28297680000
2022-09-15,28363620000
2022-09-16,27666540000
2022-09-19,28078665000
2022-09-20,27473430000
2022-09-21,26682150000
2022-09-22,26357160000
2022-09-23,26451360000
2022-09-26,26180535000
2022-09-27,26154630000
2022-09-28,26682150000
2022-09-29,26284155000
2022-09-30,26067495000
2022-10-03,26891745000
2022-10-04,28059825000
2022-10-05,28314165000
2022-10-06,27725415000
2022-10-07,26934135000
2022-10-10,26081625000
2022-10-11,26083980000
2022-10-12,25831995000
2022-10-13,26427810000
2022-10-14,25982715000
2022-10-17,26684505000
2022-10-18,27492270000
2022-10-19,26997720000
2022-10-20,25530555000
2022-10-21,26514945000
2022-10-24,26364225000
2022-10-25,26602080000
2022-10-26,26569110000
2022-10-27,26460780000
2022-10-28,26884680000
2022-10-31,26889390000
2022-11-01,26847000000
2022-11-02,25923840000
2022-11-03,25836705000
2022-11-04,27190830000
2022-11-07,27398070000
2022-11-08,27426330000
2022-11-09,26889390000
2022-11-10,29392755000
2022-11-11,30636195000
2022-11-14,30134580000
2022-11-15,30497250000
2022-11-16,30377145000
2022-11-17,29828430000
2022-11-18,30254685000
2022-11-21,30391275000
2022-11-22,31083645000
2022-11-23,31335630000
2022-11-25,31406280000
2022-11-28,30685650000
2022-11-29,31045965000
2022-11-30,31844310000
2022-12-01,31783080000
2022-12-02,32334150000
2022-12-05,31695945000
2022-12-06,31095420000
2022-12-07,30483120000
2022-12-08,30699780000
2022-12-09,30711555000
2022-12-12,31161360000
2022-12-13,31573485000
2022-12-14,31267335000
2022-12-15,30325335000
2022-12-16,29713035000
2022-12-19,29585865000
2022-12-20,29380980000
2022-12-21,29943825000
2022-12-22,29640030000
2022-12-23,29842560000
2022-12-27,29771910000
2022-12-28,29265585000
2022-12-29,29767200000
2022-12-30,29611770000
2023-01-03,29908872000
2023-01-04,30646926000
2023-01-05,29029338000
2023-01-06,30300300000
2023-01-09,30387546000
2023-01-10,30602124000
2023-01-11,31146822000
2023-01-12,31035996000
2023-01-13,31219920000
2023-01-17,30800196000
2023-01-18,30130524000
2023-01-19,29144880000
2023-01-20,30889800000
2023-01-23,30724740000
2023-01-24,30882726000
2023-01-25,30217770000
2023-01-26,30111660000
2023-01-27,30029130000
2023-01-30,30099870000
2023-01-31,30734172000
2023-02-01,31127957999
2023-02-02,31698594000
2023-02-03,30826133999
2023-02-06,30521952000
2023-02-07,30953466000
2023-02-08,30743604000
2023-02-09,30385188000
2023-02-10,29765034000
2023-02-13,30356892000
2023-02-14,30602124000
2023-02-15,30899232000
2023-02-16,30453570000
2023-02-17,30632778000
2023-02-21,29757960000
2023-02-22,30340385999
2023-02-23,30222485999
2023-02-24,30585618000
2023-02-27,31033638000
2023-02-28,31139748000
2023-03-01,31415633999
2023-03-02,31795272000
