,PPG
2009-04-09,7367723999
2009-04-13,7393932000
2009-04-14,7230132000
2009-04-15,7279272000
2009-04-16,7554456000
2009-04-17,7420140000
2009-04-20,7072884000
2009-04-21,7148232000
2009-04-22,7220304000
2009-04-23,7118748000
2009-04-24,7446348000
2009-04-27,7210476000
2009-04-28,7082712000
2009-04-29,7226856000
2009-04-30,7217028000
2009-05-01,7210476000
2009-05-04,7616700000
2009-05-05,7498764000
2009-05-06,7524972000
2009-05-07,7164612000
2009-05-08,7325136000
2009-05-11,7131852000
2009-05-12,7154784000
2009-05-13,6863220000
2009-05-14,6948396000
2009-05-15,6912360000
2009-05-18,7220304000
2009-05-19,7315307999
2009-05-20,7452900000
2009-05-21,7210476000
2009-05-22,7312032000
2009-05-26,7374276000
2009-05-27,7177716000
2009-05-28,7223580000
2009-05-29,7285823999
2009-06-01,7541352000
2009-06-02,7475832000
2009-06-03,7305480000
2009-06-04,7371000000
2009-06-05,7377552000
2009-06-08,7256340000
2009-06-09,7456176000
2009-06-10,7413588000
2009-06-11,7446348000
2009-06-12,7393932000
2009-06-15,7203923999
2009-06-16,7056504000
2009-06-17,7082712000
2009-06-18,7033572000
2009-06-19,7013916000
2009-06-22,6823907999
2009-06-23,6797700000
2009-06-24,7040123999
2009-06-25,7180992000
2009-06-26,7138404000
2009-06-29,7184268000
2009-06-30,7252280000
2009-07-01,7232456000
2009-07-02,6964831999
2009-07-06,7106904000
2009-07-07,6875624000
2009-07-08,6908664000
2009-07-09,6958224000
2009-07-10,6928488000
2009-07-13,7199416000
2009-07-14,7291928000
2009-07-15,7615720000
2009-07-16,8141056000
2009-07-17,8187312000
2009-07-20,8335992000
2009-07-21,8332688000
2009-07-22,8385552000
2009-07-23,8669696000
2009-07-24,8682912000
2009-07-27,8725864000
2009-07-28,8682912000
2009-07-29,8570576000
2009-07-30,8990184000
2009-07-31,9086000000
2009-08-03,9386664000
2009-08-04,9423008000
2009-08-05,9436224000
2009-08-06,9277632000
2009-08-07,9284240000
2009-08-10,9102520000
2009-08-11,9112432000
2009-08-12,9171904000
2009-08-13,9234680000
2009-08-14,9016616000
2009-08-17,8752296000
2009-08-18,8748992000
2009-08-19,8828288000
2009-08-20,8782032000
2009-08-21,9013312000
2009-08-24,8947232000
2009-08-25,8970360000
2009-08-26,8877848000
2009-08-27,9115736000
2009-08-28,9241288000
2009-08-31,9152080000
2009-09-01,8934016000
2009-09-02,8910888000
2009-09-03,8940624000
2009-09-04,9069480000
2009-09-08,9152080000
2009-09-09,9327192000
2009-09-10,9416400000
2009-09-11,9465960000
2009-09-14,9568384000
2009-09-15,9816184000
2009-09-16,9895480000
2009-09-17,9793056000
2009-09-18,9855832000
2009-09-21,9859136000
2009-09-22,9931824000
2009-09-23,9756712000
2009-09-24,9667504000
2009-09-25,9525432000
2009-09-28,9707152000
2009-09-29,9703848000
2009-09-30,9658698000
2009-10-01,9383304000
2009-10-02,9333534000
2009-10-05,9545886000
2009-10-06,9625518000
2009-10-07,9598974000
2009-10-08,9824598000
2009-10-09,9914184000
2009-10-12,9973908000
2009-10-13,10060176000
2009-10-14,10206168000
2009-10-15,10299072000
2009-10-16,10169670000
2009-10-19,10282482000
2009-10-20,10156398000
2009-10-21,9897594000
2009-10-22,10066812000
2009-10-23,9844506000
2009-10-26,9658698000
2009-10-27,9788100000
2009-10-28,9499434000
2009-10-29,9691878000
2009-10-30,9363396000
2009-11-02,9539250000
2009-11-03,9618882000
2009-11-04,9565794000
2009-11-05,9817962000
2009-11-06,9754920000
2009-11-09,10096674000
2009-11-10,10116582000
2009-11-11,10149762000
2009-11-12,9993816000
2009-11-13,10013724000
2009-11-16,10192896000
2009-11-17,10163034000
2009-11-18,10036950000
2009-11-19,9867732000
2009-11-20,9831234000
2009-11-23,10040268000
2009-11-24,9927456000
2009-11-25,10063494000
2009-11-27,9844506000
2009-11-30,9861096000
2009-12-01,9940728000
2009-12-02,10046904000
2009-12-03,9887640000
2009-12-04,10017042000
2009-12-07,10010406000
2009-12-08,9761556000
2009-12-09,9861096000
2009-12-10,9794736000
2009-12-11,9705150000
2009-12-14,9900912000
2009-12-15,9758238000
2009-12-16,9834552000
2009-12-17,9675288000
2009-12-18,9585702000
2009-12-21,9662016000
2009-12-22,9764874000
2009-12-23,9837870000
2009-12-24,9884322000
2009-12-28,9920820000
2009-12-29,9847824000
2009-12-30,9831234000
2009-12-31,9711786000
2010-01-04,10053540000
2010-01-05,10060176000
2010-01-06,10219440000
2010-01-07,10262574000
2010-01-08,10245984000
2010-01-11,10232712000
2010-01-12,10093356000
2010-01-13,10199532000
2010-01-14,10418520000
2010-01-15,10295754000
2010-01-19,10657416000
2010-01-20,10474926000
2010-01-21,9804690000
2010-01-22,9940728000
2010-01-25,10133172000
2010-01-26,9950682000
2010-01-27,9871050000
2010-01-28,9788100000
2010-01-29,9735012000
2010-02-01,9874368000
2010-02-02,9944046000
2010-02-03,9824598000
2010-02-04,9579066000
2010-02-05,9678606000
2010-02-08,9569112000
2010-02-09,9814644000
2010-02-10,9914184000
2010-02-11,9993816000
2010-02-12,10013724000
2010-02-16,10189578000
2010-02-17,10255938000
2010-02-18,10305708000
2010-02-19,10365432000
2010-02-22,10299072000
2010-02-23,10196214000
2010-02-24,10302390000
2010-02-25,10129854000
2010-02-26,10209486000
2010-03-01,10348842000
2010-03-02,10385340000
2010-03-03,10441746000
2010-03-04,10438428000
2010-03-05,10501470000
2010-03-08,10544604000
2010-03-09,10441746000
2010-03-10,10567830000
2010-03-11,10501470000
2010-03-12,10644144000
2010-03-15,10697232000
2010-03-16,10723776000
2010-03-17,10932810000
2010-03-18,10740366000
2010-03-19,10773546000
2010-03-22,10863132000
2010-03-23,10959354000
2010-03-24,10856496000
2010-03-25,10733730000
2010-03-26,10959354000
2010-03-29,10909584000
2010-03-30,10959354000
2010-03-31,10817160000
2010-04-01,10999100000
2010-04-05,11068568000
2010-04-06,11181040000
2010-04-07,11154576000
2010-04-08,11237276000
2010-04-09,11359672000
2010-04-12,11396060000
2010-04-13,11468836000
2010-04-14,11498608000
2010-04-15,11534996000
2010-04-16,11439064000
2010-04-19,11611080000
2010-04-20,11647468000
2010-04-21,11657392000
2010-04-22,11621004000
2010-04-23,11786404000
2010-04-26,11697088000
2010-04-27,11405983999
2010-04-28,11564768000
2010-04-29,11783096000
2010-04-30,11640852000
2010-05-03,11789712000
2010-05-04,11326592000
2010-05-05,11161192000
2010-05-06,10711304000
2010-05-07,10552520000
2010-05-10,11095032000
2010-05-11,10989176000
2010-05-12,11187656000
2010-05-13,11045412000
2010-05-14,10764232000
2010-05-17,10936248000
2010-05-18,10853548000
2010-05-19,10645144000
2010-05-20,10182024000
2010-05-21,10367272000
2010-05-24,10175408000
2010-05-25,10291188000
2010-05-26,10231644000
2010-05-27,10764232000
2010-05-28,10595524000
2010-06-01,10344116000
2010-06-02,10707996000
2010-06-03,10578984000
2010-06-04,10221720000
2010-06-07,10010008000
2010-06-08,10277956000
2010-06-09,10241568000
2010-06-10,10473128000
2010-06-11,10714612000
2010-06-14,10595524000
2010-06-15,10846932000
2010-06-16,11005716000
2010-06-17,10942864000
2010-06-18,11025564000
2010-06-21,11048720000
2010-06-22,10840316000
2010-06-23,10767540000
2010-06-24,10440048000
2010-06-25,10413584000
2010-06-28,10403660000
2010-06-29,10089400000
2010-06-30,9920964000
2010-07-01,10026052000
2010-07-02,9947236000
2010-07-06,9943952000
2010-07-07,10357736000
2010-07-08,10551492000
2010-07-09,10610604000
2010-07-12,10472676000
2010-07-13,10728828000
2010-07-14,10594184000
2010-07-15,10607320000
2010-07-16,10255932000
2010-07-19,10206672000
2010-07-20,10613888000
2010-07-21,10640160000
2010-07-22,10837200000
2010-07-23,11109772000
2010-07-26,11198440000
2010-07-27,11296960000
2010-07-28,11303528000
2010-07-29,11300243999
2010-07-30,11408616000
2010-08-02,11677904000
2010-08-03,11497284000
2010-08-04,11638496000
2010-08-05,11536692000
2010-08-06,11421752000
2010-08-09,11454592000
2010-08-10,11385628000
2010-08-11,11011252000
2010-08-12,10975128000
2010-08-13,10886460000
2010-08-16,10922584000
2010-08-17,11122908000
2010-08-18,11044092000
2010-08-19,10768236000
2010-08-20,10738680000
2010-08-23,10676284000
2010-08-24,10541640000
2010-08-25,10695988000
2010-08-26,10725543999
2010-08-27,11017820000
2010-08-30,10751816000
2010-08-31,10810928000
2010-09-01,11191872000
2010-09-02,11316664000
2010-09-03,11490716000
2010-09-07,11211576000
2010-09-08,11346220000
2010-09-09,11379060000
2010-09-10,11618792000
2010-09-13,11763288000
2010-09-14,11714028000
2010-09-15,11760004000
2010-09-16,11861808000
2010-09-17,11832252000
2010-09-20,11930772000
2010-09-21,11855240000
2010-09-22,11835536000
2010-09-23,11730448000
2010-09-24,11973464000
2010-09-27,11950476000
2010-09-28,12009588000
2010-09-29,11970180000
2010-09-30,11677120000
2010-10-01,11722032000
2010-10-04,11587296000
2010-10-05,11869600000
2010-10-06,11991504000
2010-10-07,11959424000
2010-10-08,12062080000
2010-10-11,12030000000
2010-10-12,12110200000
2010-10-13,12228896000
2010-10-14,12244936000
2010-10-15,12312304000
2010-10-18,12331552000
2010-10-19,12151904000
2010-10-20,12424583999
2010-10-21,12296264000
2010-10-22,12260976000
2010-10-25,12405336000
2010-10-26,12398920000
2010-10-27,12312304000
2010-10-28,12286640000
2010-10-29,12302680000
2010-11-01,12296264000
2010-11-02,12453456000
2010-11-03,12495160000
2010-11-04,12690848000
2010-11-05,12777464000
2010-11-08,12684432000
2010-11-09,12552904000
2010-11-10,12514408000
2010-11-11,12530448000
2010-11-12,12315512000
2010-11-15,12328344000
2010-11-16,12123032000
2010-11-17,12203232000
2010-11-18,12440624000
2010-11-19,12411752000
2010-11-22,12405336000
2010-11-23,12177568000
2010-11-24,12479120000
2010-11-26,12450248000
2010-11-29,12479120000
2010-11-30,12504783999
2010-12-01,12809544000
2010-12-02,12864080000
2010-12-03,12960320000
2010-12-06,12822376000
2010-12-07,12902576000
2010-12-08,12806336000
2010-12-09,12841624000
2010-12-10,12976360000
2010-12-13,12905783999
2010-12-14,13046936000
2010-12-15,13168840000
2010-12-16,13066183999
2010-12-17,13156008000
2010-12-20,13210544000
2010-12-21,13229792000
2010-12-22,13255456000
2010-12-23,13281120000
2010-12-27,13316408000
2010-12-28,13447936000
2010-12-29,13508888000
2010-12-30,13447936000
2010-12-31,13486432000
2011-01-03,13585880000
2011-01-04,13383776000
2011-01-05,13457560000
2011-01-06,13409440000
2011-01-07,13204127999
2011-01-10,13245832000
2011-01-11,13156008000
2011-01-12,13316408000
2011-01-13,13239416000
2011-01-14,13335656000
2011-01-18,13345280000
2011-01-19,13281120000
2011-01-20,13050144000
2011-01-21,13178464000
2011-01-24,13361320000
2011-01-25,13406232000
2011-01-26,13601920000
2011-01-27,13460768000
2011-01-28,13351696000
2011-01-31,13518512000
2011-02-01,13797608000
2011-02-02,13659664000
2011-02-03,13730240000
2011-02-04,13768736000
2011-02-07,13807232000
2011-02-08,13913096000
2011-02-09,13871392000
2011-02-10,14038208000
2011-02-11,14176152000
2011-02-14,14192192000
2011-02-15,14169736000
2011-02-16,14227480000
2011-02-17,14346176000
2011-02-18,14458456000
2011-02-22,13964424000
2011-02-23,13884224000
2011-02-24,13784776000
2011-02-25,14025376000
2011-02-28,14176152000
2011-03-01,14073496000
2011-03-02,14118408000
2011-03-03,14394296000
2011-03-04,14208232000
2011-03-07,14038208000
2011-03-08,14249936000
2011-03-09,14124824000
2011-03-10,13864976000
2011-03-11,14035000000
2011-03-14,14089536000
2011-03-15,13922720000
2011-03-16,13717408000
2011-03-17,13980464000
2011-03-18,14028583999
2011-03-21,14205024000
2011-03-22,14128032000
2011-03-23,14160112000
2011-03-24,14224272000
2011-03-25,14346176000
2011-03-28,14336552000
2011-03-29,14529032000
2011-03-30,15388776000
2011-03-31,15063804000
2011-04-01,15044820000
2011-04-04,15263136000
2011-04-05,15240988000
2011-04-06,15253644000
2011-04-07,15199856000
2011-04-08,15082788000
2011-04-11,15019508000
2011-04-12,14832832000
2011-04-13,14595532000
2011-04-14,14630336000
2011-04-15,14658812000
2011-04-18,14459480000
2011-04-19,14734748000
2011-04-20,14956228000
2011-04-21,14972048000
2011-04-25,14782208000
2011-04-26,14867636000
2011-04-27,14807520000
2011-04-28,14892948000
2011-04-29,14975212000
2011-05-02,14889784000
2011-05-03,14570220000
2011-05-04,14301280000
2011-05-05,14275968000
2011-05-06,14301280000
2011-05-09,14440496000
2011-05-10,14519596000
2011-05-11,14234836000
2011-05-12,14193704000
2011-05-13,13997536000
2011-05-16,14019684000
2011-05-17,13829844000
2011-05-18,14092456000
2011-05-19,14070308000
2011-05-20,13931092000
2011-05-23,13709612000
2011-05-24,13595708000
2011-05-25,13817188000
2011-05-26,13779220000
2011-05-27,13889960000
2011-05-31,14032340000
2011-06-01,13725432000
2011-06-02,13630512000
2011-06-03,13437508000
2011-06-06,13304620000
2011-06-07,13554576000
2011-06-08,13358408000
2011-06-09,13488132000
2011-06-10,13307784000
2011-06-13,13263488000
2011-06-14,13526100000
2011-06-15,13285636000
2011-06-16,13307784000
2011-06-17,13409032000
2011-06-20,13516608000
2011-06-21,13880468000
2011-06-22,13880468000
2011-06-23,13766564000
2011-06-24,13788712000
2011-06-27,13757071999
2011-06-28,13994371999
2011-06-29,14101948000
2011-06-30,14237440000
2011-07-01,14400512000
2011-07-05,14344064000
2011-07-06,14507136000
2011-07-07,14641984000
2011-07-08,14444416000
2011-07-11,14152768000
2011-07-12,14086912000
2011-07-13,14102592000
2011-07-14,13867392000
2011-07-15,14058688000
2011-07-18,13911296000
2011-07-19,13992832000
2011-07-20,14008512000
2011-07-21,14108864000
2011-07-22,13945792000
2011-07-25,13886208000
2011-07-26,13575744000
2011-07-27,13328000000
2011-07-28,13259008000
2011-07-29,13202560000
2011-08-01,13155520000
2011-08-02,12813696000
2011-08-03,12957952000
2011-08-04,12180224000
2011-08-05,12211584000
2011-08-08,11436992000
2011-08-09,12120640000
2011-08-10,11455808000
2011-08-11,11747456000
2011-08-12,11769408000
2011-08-15,12014016000
2011-08-16,11791360000
2011-08-17,11807040000
2011-08-18,11041856000
2011-08-19,10800384000
2011-08-22,10809792000
2011-08-23,11154752000
2011-08-24,11273920000
2011-08-25,11145344000
2011-08-26,11342912000
2011-08-29,11835264000
2011-08-30,11992064000
2011-08-31,12007744000
2011-09-01,11763136000
2011-09-02,11534208000
2011-09-06,11477760000
2011-09-07,11763136000
2011-09-08,11734912000
2011-09-09,11462080000
2011-09-12,11465216000
2011-09-13,11712960000
2011-09-14,11916800000
2011-09-15,12139456000
2011-09-16,12330752000
2011-09-19,12186496000
2011-09-20,12155136000
2011-09-21,11531072000
2011-09-22,10991680000
2011-09-23,10790975999
2011-09-26,11358592000
2011-09-27,11684736000
2011-09-28,11211200000
2011-09-29,11342912000
2011-09-30,10796848000
2011-10-03,10494304000
2011-10-04,10796848000
2011-10-05,11117728000
2011-10-06,11261360000
2011-10-07,11227744000
2011-10-10,11680032000
2011-10-11,11643360000
2011-10-12,11881728000
2011-10-13,11866448000
2011-10-14,12178160000
2011-10-17,11893952000
2011-10-18,12337072000
2011-10-19,12046752000
2011-10-20,12327904000
2011-10-21,12786304000
2011-10-24,12896320000
2011-10-25,12609056000
2011-10-26,12966608000
2011-10-27,13590032000
2011-10-28,13657264000
2011-10-31,13204976000
2011-11-01,12926880000
2011-11-02,13247760000
2011-11-03,13547248000
2011-11-04,13525856000
2011-11-07,13583920000
2011-11-08,13657264000
2011-11-09,13052176000
2011-11-10,13174416000
2011-11-11,13464736000
2011-11-14,13339440000
2011-11-15,13345552000
2011-11-16,12978832000
2011-11-17,12639616000
2011-11-18,12774080000
2011-11-21,12505152000
2011-11-22,12416528000
2011-11-23,12156768000
2011-11-25,12138432000
2011-11-28,12615168000
2011-11-29,12703792000
2011-11-30,13409728000
2011-12-01,13226368000
2011-12-02,12969664000
2011-12-05,13012448000
2011-12-06,13055232000
2011-12-07,12936048000
2011-12-08,12624336000
2011-12-09,12826032000
2011-12-12,12609056000
2011-12-13,12431808000
2011-12-14,12254560000
2011-12-15,12242336000
2011-12-16,12358464000
2011-12-19,12089536000
2011-12-20,12343184000
2011-12-21,12554048000
2011-12-22,12584608000
2011-12-23,12761856000
2011-12-27,12829087999
2011-12-28,12651840000
2011-12-29,12832144000
2011-12-30,12755744000
2012-01-03,13006336000
2012-01-04,13033840000
2012-01-05,12917712000
2012-01-06,12951328000
2012-01-09,12887152000
2012-01-10,13162192000
2012-01-11,13232480000
2012-01-12,13446400000
2012-01-13,13373056000
2012-01-17,13452512000
2012-01-18,13736720000
2012-01-19,13409728000
2012-01-20,13586976000
2012-01-23,13498352000
2012-01-24,13522800000
2012-01-25,13663376000
2012-01-26,13574752000
2012-01-27,13608368000
2012-01-30,13672544000
2012-01-31,13687824000
2012-02-01,13883408000
2012-02-02,13721440000
2012-02-03,13938416000
2012-02-06,13886464000
2012-02-07,13944528000
2012-02-08,13999536000
2012-02-09,14060656000
2012-02-10,13880352000
2012-02-13,13917024000
2012-02-14,13831456000
2012-02-15,13742832000
2012-02-16,13965920000
2012-02-17,14075936000
2012-02-21,14054544000
2012-02-22,14027040000
2012-02-23,14088160000
2012-02-24,14005648000
2012-02-27,14201232000
2012-02-28,14201232000
2012-02-29,13944528000
2012-03-01,14158448000
2012-03-02,14134000000
2012-03-05,13999536000
2012-03-06,13816176000
2012-03-07,13837568000
2012-03-08,14201232000
2012-03-09,14173728000
2012-03-12,14222624000
2012-03-13,14409040000
2012-03-14,14314304000
2012-03-15,14308192000
2012-03-16,14299024000
2012-03-19,14433487999
2012-03-20,14354032000
2012-03-21,14384592000
2012-03-22,14204287999
2012-03-23,14311248000
2012-03-26,14580176000
2012-03-27,14629072000
2012-03-28,14482384000
2012-03-29,14622960000
2012-03-30,14638240000
2012-04-02,14964576000
2012-04-03,14658176000
2012-04-04,14388544000
2012-04-05,14753160000
2012-04-09,14440632000
2012-04-10,14106656000
2012-04-11,14483528000
2012-04-12,14835888000
2012-04-13,14664304000
2012-04-16,14845080000
2012-04-17,15065688000
2012-04-18,15087136000
2012-04-19,15473200000
2012-04-20,15519160000
2012-04-23,15476264000
2012-04-24,15626400000
2012-04-25,15957312000
2012-04-26,16119704000
2012-04-27,16187112000
2012-04-30,16122768000
2012-05-01,16398528000
2012-05-02,16423040000
2012-05-03,16423040000
2012-05-04,16187112000
2012-05-07,16377080000
2012-05-08,16318864000
2012-05-09,16230008000
2012-05-10,16199368000
2012-05-11,16116640000
2012-05-14,15797984000
2012-05-15,15653976000
2012-05-16,15589632000
2012-05-17,15142288000
2012-05-18,14946192000
2012-05-21,15249528000
2012-05-22,15206632000
2012-05-23,15442560000
2012-05-24,15963440000
2012-05-25,15807176000
2012-05-29,16101320000
2012-05-30,15666232000
2012-05-31,15847008000
2012-06-01,15160671999
2012-06-04,14976832000
2012-06-05,15163736000
2012-06-06,15595760000
2012-06-07,15715256000
2012-06-08,15883776000
2012-06-11,15620271999
2012-06-12,15957312000
2012-06-13,15614144000
2012-06-14,15589632000
2012-06-15,15954248000
2012-06-18,16052296000
2012-06-19,16266776000
2012-06-20,16245328000
2012-06-21,15690744000
2012-06-22,15963440000
2012-06-25,15525288000
2012-06-26,15755088000
2012-06-27,15853136000
2012-06-28,15856200000
2012-06-29,16257584000
2012-07-02,16092390000
2012-07-03,16120056000
2012-07-05,16212276000
2012-07-06,16227646000
2012-07-09,15889506000
2012-07-10,15698918000
2012-07-11,15505256000
2012-07-12,15471442000
2012-07-13,15883358000
2012-07-16,15695844000
2012-07-17,16003244000
2012-07-18,16015540000
2012-07-19,17208252000
2012-07-20,17497208000
2012-07-23,17023812000
2012-07-24,16685672000
2012-07-25,16519676000
2012-07-26,16636488000
2012-07-27,16971554000
2012-07-30,17057626000
2012-07-31,16824001999
2012-08-01,16608822000
2012-08-02,16544268000
2012-08-03,16784040000
2012-08-06,16891630000
2012-08-07,17140624000
2012-08-08,17079144000
2012-08-09,17119106000
2012-08-10,17033033999
2012-08-13,16928518000
2012-08-14,16673376000
2012-08-15,16820928000
2012-08-16,16913148000
2012-08-17,16946962000
2012-08-20,16777892000
2012-08-21,16519676000
2012-08-22,17069922000
2012-08-23,16750226000
2012-08-24,16777892000
2012-08-27,16811706000
2012-08-28,16737930000
2012-08-29,16863964000
2012-08-30,16673376000
2012-08-31,16910074000
2012-09-04,16624192000
2012-09-05,16716412000
2012-09-06,17368100000
2012-09-07,17389618000
2012-09-10,17798460000
2012-09-11,17810756000
2012-09-12,17792312000
2012-09-13,18225746000
2012-09-14,18265708000
2012-09-17,18213450000
2012-09-18,18050528000
2012-09-19,18019788000
2012-09-20,18195006000
2012-09-21,18072046000
2012-09-24,17952160000
2012-09-25,17678574000
2012-09-26,17614020000
2012-09-27,17712388000
2012-09-28,17650908000
2012-10-01,17807796000
2012-10-02,17662942000
2012-10-03,17971142000
2012-10-04,18032782000
2012-10-05,18174554000
2012-10-08,18140652000
2012-10-09,17832452000
2012-10-10,17776976000
2012-10-11,17792386000
2012-10-12,17604384000
2012-10-15,17897174000
2012-10-16,18156062000
2012-10-17,18334818000
2012-10-18,18350228000
2012-10-19,18143734000
2012-10-22,18137570000
2012-10-23,17804714000
2012-10-24,18054356000
2012-10-25,17878682000
2012-10-26,17894092000
2012-10-31,18042028000
2012-11-01,18769380000
2012-11-02,18479672000
2012-11-05,18766298000
2012-11-06,18985120000
2012-11-07,18590624000
2012-11-08,18125242000
2012-11-09,18088258000
2012-11-12,18103668000
2012-11-13,18097504000
2012-11-14,17921830000
2012-11-15,17761566000
2012-11-16,17817042000
2012-11-19,18501246000
2012-11-20,18732396000
2012-11-21,18763216000
2012-11-23,19012858000
2012-11-26,18957382000
2012-11-27,18861840000
2012-11-28,18784790000
2012-11-29,18898824000
2012-11-30,19148466000
2012-12-03,18636854000
2012-12-04,18538230000
2012-12-05,18408786000
2012-12-06,18988202000
2012-12-07,18704658000
2012-12-10,19083744000
2012-12-11,19268664000
2012-12-12,19194696000
2012-12-13,19296402000
2012-12-14,20020671999
2012-12-17,20063820000
2012-12-18,20415168000
2012-12-19,20221002000
2012-12-20,20707958000
2012-12-21,20535366000
2012-12-24,20840484000
2012-12-26,20763434000
2012-12-27,20513792000
2012-12-28,20449070000
2012-12-31,19776096000
2013-01-02,20243616000
2013-01-03,20126736000
2013-01-04,20378028000
2013-01-07,20199786000
2013-01-08,20486142000
2013-01-09,20658540000
2013-01-10,20714058000
2013-01-11,20760810000
2013-01-14,20603022000
2013-01-15,20474453999
2013-01-16,20328353999
2013-01-17,20743278000
2013-01-18,20851392000
2013-01-22,20860158000
2013-01-23,20953662000
2013-01-24,21035478000
2013-01-25,21070542000
2013-01-28,20454000000
2013-01-29,20608866000
2013-01-30,20486142000
2013-01-31,20141346000
2013-02-01,20535816000
2013-02-04,20299134000
2013-02-05,20214396000
2013-02-06,20211474000
2013-02-07,20158878000
2013-02-08,20290368000
2013-02-11,20360496000
2013-02-12,19933884000
2013-02-13,20325432000
2013-02-14,20307900000
2013-02-15,20363418000
2013-02-19,19828692000
2013-02-20,19212150000
2013-02-21,19004688000
2013-02-22,19331952000
2013-02-25,19036830000
2013-02-26,19384548000
2013-02-27,19673826000
2013-02-28,19673826000
2013-03-01,19694280000
2013-03-04,19808238000
2013-03-05,19901742000
2013-03-06,19787784000
2013-03-07,19793628000
2013-03-08,20065374000
2013-03-11,20129658000
2013-03-12,20328353999
2013-03-13,20676072000
2013-03-14,20778342000
2013-03-15,20643930000
2013-03-18,20614710000
2013-03-19,20579646000
2013-03-20,20600100000
2013-03-21,20056608000
2013-03-22,19866678000
2013-03-25,19559868000
2013-03-26,19583244000
2013-03-27,19492662000
2013-03-28,19568634000
2013-04-01,19238544000
2013-04-02,19172580000
2013-04-03,19032048000
2013-04-04,19201260000
2013-04-05,18888648000
2013-04-08,18848496000
2013-04-09,19020575999
2013-04-10,19310244000
2013-04-11,19734708000
2013-04-12,19539684000
2013-04-15,18848496000
2013-04-16,19295904000
2013-04-17,18986160000
2013-04-18,20167775999
2013-04-19,20302572000
2013-04-22,20586504000
2013-04-23,20764320000
2013-04-24,20790132000
2013-04-25,21068328000
2013-04-26,20781528000
2013-04-29,21082668000
2013-04-30,21099875999
2013-05-01,20821680000
2013-05-02,21292032000
2013-05-03,21836952000
2013-05-06,21762384000
2013-05-07,21971748000
2013-05-08,22247075999
2013-05-09,22072128000
2013-05-10,22103675999
2013-05-13,21971748000
2013-05-14,22485120000
2013-05-15,22439232000
2013-05-16,22307304000
2013-05-17,22777656000
2013-05-20,22522404000
2013-05-21,22791996000
2013-05-22,22594104000
2013-05-23,22493724000
2013-05-24,22490856000
2013-05-28,22562556000
2013-05-29,22528140000
2013-05-30,22413420000
2013-05-31,22029108000
2013-06-03,22247075999
2013-06-04,22020504000
2013-06-05,21510000000
2013-06-06,21693552000
2013-06-07,22215528000
2013-06-10,22123752000
2013-06-11,21782460000
2013-06-12,21644796000
2013-06-13,22267152000
2013-06-14,22060656000
2013-06-17,22387608000
2013-06-18,22453572000
2013-06-19,22106544000
2013-06-20,21521472000
2013-06-21,21352260000
2013-06-24,21033912000
2013-06-25,21200256000
2013-06-26,21366600000
2013-06-27,21369468000
2013-06-28,20996628000
2013-07-01,21256608000
2013-07-02,21348256000
2013-07-03,21419856000
2013-07-05,21826544000
2013-07-08,21941104000
2013-07-09,22413664000
2013-07-10,22344928000
2013-07-11,22628464000
2013-07-12,22585504000
2013-07-15,22482400000
2013-07-16,22173088000
2013-07-17,22462352000
2013-07-18,22912000000
2013-07-19,22791712000
2013-07-22,22871904000
2013-07-23,22788847999
2013-07-24,22493856000
2013-07-25,22728704000
2013-07-26,22499584000
2013-07-29,23078112000
2013-07-30,23063792000
2013-07-31,22975008000
2013-08-01,23307232000
2013-08-02,23249952000
2013-08-05,23181216000
2013-08-06,23115344000
2013-08-07,23066656000
2013-08-08,23175488000
2013-08-09,23155440000
2013-08-12,23103888000
2013-08-13,23307232000
2013-08-14,23249952000
2013-08-15,22737296000
2013-08-16,22708656000
2013-08-19,22453760000
2013-08-20,22765936000
2013-08-21,22785984000
2013-08-22,22932047999
2013-08-23,23232768000
2013-08-26,22952096000
2013-08-27,22591232000
2013-08-28,22304832000
2013-08-29,22367840000
2013-08-30,22370704000
2013-09-03,22513904000
2013-09-04,22760208000
2013-09-05,22995056000
2013-09-06,22806032000
2013-09-09,23146847999
2013-09-10,23444704000
2013-09-11,23544944000
2013-09-12,23321552000
2013-09-13,23261408000
2013-09-16,23656640000
2013-09-17,23679552000
2013-09-18,24028960000
2013-09-19,24057600000
2013-09-20,23811296000
2013-09-23,23401744000
2013-09-24,23410336000
2013-09-25,23576447999
2013-09-26,23862847999
2013-09-27,23668096000
2013-09-30,23522048000
2013-10-01,23485440000
2013-10-02,23462911999
2013-10-03,23443200000
2013-10-04,24062720000
2013-10-07,23643136000
2013-10-08,22922240000
2013-10-09,22877184000
2013-10-10,23192576000
2013-10-11,23479808000
2013-10-14,23392511999
2013-10-15,23299584000
2013-10-16,23403776000
2013-10-17,24566784000
2013-10-18,24749824000
2013-10-21,24868096000
2013-10-22,25360896000
2013-10-23,25124352000
2013-10-24,25267968000
2013-10-25,25614336000
2013-10-28,25470720000
2013-10-29,26118400000
2013-10-30,25577728000
2013-10-31,25707264000
2013-11-01,25732608000
2013-11-04,25831168000
2013-11-05,25811456000
2013-11-06,25738240000
2013-11-07,25293311999
2013-11-08,25566464000
2013-11-11,25648128000
2013-11-12,25696000000
2013-11-13,25994496000
2013-11-14,26129664000
2013-11-15,26033920000
2013-11-18,25997311999
2013-11-19,26014208000
2013-11-20,25653760000
2013-11-21,25811456000
2013-11-22,25876224000
